Orthogroup	schistosoma_mansoni	opisthorchis_viverrini
OG0002228	Smp_144220.1	T265_04080
OG0002229	Smp_136570.1	T265_07873
OG0002230	Smp_123500.1	T265_06596
OG0002231	Smp_010100.1	T265_00618
OG0002232	Smp_059130.1	T265_13884, T265_14131
OG0002233	Smp_137970.1	T265_15141
OG0002234	Smp_311480.1, Smp_311490.1	T265_00386
OG0002235	Smp_162790.1	T265_06682
OG0002236	Smp_333700.1	T265_04798, T265_04794
OG0002237	Smp_125070.1	T265_09477
OG0002239	Smp_345950.1	T265_11016, T265_16245
OG0002241	Smp_336790.1	T265_01430
OG0002242	Smp_194380.1	T265_09722, T265_14338, T265_14682, T265_08846, T265_08847, T265_00032
OG0002243	Smp_034670.1	T265_00755, T265_16223
OG0002244	Smp_345080.1	T265_13718
OG0002245	Smp_243630.1	T265_00529
OG0002246	Smp_070330.1, Smp_070330.2	T265_13249
OG0002247	Smp_079380.1, Smp_079380.2	T265_05389
OG0002248	Smp_148480.1	T265_01349
OG0002249	Smp_140690.1	T265_02684
OG0002250	Smp_049740.1	T265_03642
OG0002251	Smp_076660.1	T265_13203
OG0002252	Smp_266720.1	T265_07719
OG0002253	Smp_095150.1	T265_03058
OG0002254	Smp_166960.1	T265_04918
OG0002255	Smp_153750.1	T265_13495
OG0002256	Smp_245560.1	T265_00072
OG0002257	Smp_130200.1	T265_07202
OG0002258	Smp_014850.1	T265_09079
OG0002259	Smp_141240.1	T265_12708
OG0002260	Smp_015860.1	T265_13734
OG0002261	Smp_063650.1	T265_02353
OG0002263	Smp_016640.1	T265_00662, T265_12600
OG0002264	Smp_332650.1	T265_13409
OG0002265	Smp_158550.1	T265_13935
OG0002266	Smp_041370.2, Smp_041370.1	T265_11642
OG0002267	Smp_046030.1	T265_10276
OG0002268	Smp_064320.1	T265_07694
OG0002269	Smp_305920.1, Smp_145910.1, Smp_308350.1	T265_12133, T265_15794, T265_13923
OG0002270	Smp_087810.1	T265_05191
OG0002271	Smp_164250.1	T265_10628
OG0002272	Smp_332800.1	T265_05407, T265_05409
OG0002273	Smp_144990.1	T265_05777, T265_15024
OG0002274	Smp_047870.1, Smp_047870.2	T265_01312
OG0002275	Smp_061480.1	T265_10682
OG0002276	Smp_014800.1, Smp_014800.2	T265_02217
OG0002277	Smp_156500.1	T265_04300
OG0002278	Smp_077540.1	T265_11208
OG0002279	Smp_125600.1, Smp_125600.2	T265_04983
OG0002280	Smp_267180.1	T265_15222
OG0002281	Smp_247390.1	T265_04079
OG0002282	Smp_103920.1	T265_03187
OG0002283	Smp_156520.1	T265_12455
OG0002284	Smp_008580.1	T265_01223
OG0002285	Smp_341580.2, Smp_341580.1	T265_13808
OG0002286	Smp_000580.1	T265_02503
OG0002287	Smp_106110.1	T265_00542
OG0002288	Smp_067010.1	T265_03285
OG0002289	Smp_125980.1	T265_02605
OG0002290	Smp_133330.1	T265_14569
OG0002291	Smp_138280.1	T265_06153
OG0002292	Smp_135550.1	T265_02156
OG0002293	Smp_341170.1	T265_00593
OG0002294	Smp_045810.1	T265_14007
OG0002295	Smp_245770.1	T265_12527
OG0002297	Smp_347760.1, Smp_020090.1	T265_11479
OG0002298	Smp_093790.1, Smp_312650.1, Smp_105730.1	T265_09933, T265_09932, T265_15001
OG0002299	Smp_165400.1	T265_03230
OG0002300	Smp_144970.1	T265_05781
OG0002301	Smp_135770.1	T265_04317
OG0002302	Smp_244360.1	T265_01158, T265_06295
OG0002303	Smp_135570.2, Smp_135570.1	T265_07017
OG0002304	Smp_177060.2, Smp_177060.1	T265_11843
OG0002306	Smp_123690.1	T265_13964
OG0002307	Smp_158400.1	T265_08826
OG0002308	Smp_078600.1	T265_03838
OG0002309	Smp_040460.1	T265_05078
OG0002310	Smp_081510.1	T265_00874
OG0002311	Smp_304460.1	T265_16283, T265_02474, T265_16279
OG0002312	Smp_067090.1, Smp_067090.2	T265_10407
OG0002313	Smp_093690.1	T265_03368
OG0002314	Smp_031270.1	T265_13148
OG0002315	Smp_095010.1	T265_05552
OG0002316	Smp_248160.1	T265_12852
OG0002318	Smp_176780.1	T265_10729
OG0002319	Smp_162860.1	T265_14042
OG0002320	Smp_197880.1	T265_12528
OG0002321	Smp_306360.1	T265_11407
OG0002322	Smp_345430.1, Smp_345430.2	T265_10218
OG0002323	Smp_129130.1	T265_12604
OG0002324	Smp_157710.1	T265_14423
OG0002325	Smp_076540.1	T265_10273
OG0002326	Smp_063120.1	T265_14647
OG0002327	Smp_144960.1	T265_01272
OG0002328	Smp_304840.1	T265_01590
OG0002329	Smp_142880.1	T265_11177
OG0002331	Smp_158770.1	T265_10476, T265_15160
OG0002332	Smp_135980.1	T265_15273
OG0002333	Smp_082790.1	T265_06756
OG0002334	Smp_011640.1	T265_09684
OG0002335	Smp_194620.1	T265_02278
OG0002336	Smp_032780.1	T265_02152
OG0002337	Smp_316000.1, Smp_316000.2	T265_14716, T265_16237
OG0002338	Smp_059360.1	T265_11508
OG0002340	Smp_310950.1, Smp_120320.1	T265_06228, T265_06230
OG0002341	Smp_176750.1	T265_03885
OG0002342	Smp_198670.1	T265_00239
OG0002343	Smp_038840.1, Smp_038840.2	T265_03463
OG0002344	Smp_073830.1	T265_12913
OG0002345	Smp_158690.1	T265_04329, T265_10710
OG0002346	Smp_322050.1, Smp_321620.1	T265_01087
OG0002347	Smp_306990.1, Smp_307000.1	T265_11024
OG0002348	Smp_132670.1	T265_08714
OG0002349	Smp_169750.1	T265_13440
OG0002350	Smp_009800.1	T265_14858
OG0002351	Smp_335340.1	T265_07519
OG0002352	Smp_030930.1	T265_15955, T265_07372
OG0002354	Smp_145610.1	T265_06916
OG0002355	Smp_137160.1	T265_01787
OG0002358	Smp_055880.1, Smp_055880.2	T265_11150
OG0002360	Smp_310920.1	T265_15008
OG0002361	Smp_143960.1	T265_07690
OG0002362	Smp_134940.1	T265_12727
OG0002370	Smp_125510.1, Smp_344010.1	T265_00457
OG0002371	Smp_321930.1	T265_15300
OG0002372	Smp_084400.1	T265_09285, T265_13946
OG0002374	Smp_067590.1	T265_14253
OG0002375	Smp_125290.1	T265_05233, T265_16343
OG0002376	Smp_146680.1	T265_07446
OG0002377	Smp_340690.1, Smp_343390.1	T265_13979
OG0002378	Smp_302300.1, Smp_302310.2, Smp_302310.1	T265_06234, T265_11236, T265_11235, T265_11237, T265_11238, T265_16021
OG0002379	Smp_144310.1	T265_05894
OG0002380	Smp_075640.1	T265_14977
OG0002381	Smp_175390.1	T265_02654, T265_16266
OG0002382	Smp_084740.1	T265_07767
OG0002383	Smp_130110.1	T265_11452, T265_11454
OG0002384	Smp_154520.1	T265_11362
OG0002385	Smp_020400.1	T265_02561
OG0002387	Smp_155850.1	T265_12419, T265_12421
OG0002388	Smp_305210.1	T265_01616
OG0002389	Smp_030780.1	T265_03542
OG0002390	Smp_306270.1	T265_15031, T265_15032, T265_15030
OG0002391	Smp_342450.1	T265_10597
OG0002392	Smp_173340.1	T265_02648
OG0002393	Smp_167550.1	T265_00616
OG0002394	Smp_060070.1	T265_13140
OG0002395	Smp_345140.1	T265_13647, T265_13649
OG0002396	Smp_057060.1	T265_02873, T265_02874
OG0002397	Smp_152520.1	T265_09037
OG0002398	Smp_082250.1	T265_03017
OG0002399	Smp_091460.1	T265_09670, T265_09671
OG0002400	Smp_017710.1, Smp_017710.2	T265_00212
OG0002401	Smp_126520.1	T265_07408
OG0002402	Smp_243850.1	T265_10841
OG0002404	Smp_129340.1	T265_09776
OG0002405	Smp_137750.1	T265_10856, T265_04546
OG0002406	Smp_012000.1	T265_13009
OG0002407	Smp_165570.1	T265_00260
OG0002407	Smp_165560.1	T265_00264
OG0002408	Smp_346970.1	T265_11905
OG0002409	Smp_061540.1	T265_01637
OG0002410	Smp_028070.1	T265_08723, T265_16313
OG0002411	Smp_347160.1	T265_04303
OG0002412	Smp_178700.1	T265_14970
OG0002413	Smp_123330.1	T265_01806
OG0002414	Smp_213210.1	T265_02906
OG0002415	Smp_044680.1	T265_03421
OG0002416	Smp_172120.1, Smp_172120.2	T265_15016
OG0002417	Smp_142710.1	T265_06209
OG0002418	Smp_126720.1	T265_00711
OG0002419	Smp_141070.1	T265_10336
OG0002420	Smp_126030.1	T265_00694
OG0002421	Smp_344980.1	T265_02187
OG0002422	Smp_032000.1	T265_00765
OG0002423	Smp_347020.1	T265_02196
OG0002424	Smp_242230.1	T265_00303
OG0002425	Smp_092850.1	T265_10775
OG0002426	Smp_008290.1	T265_05883, T265_16210
OG0002427	Smp_011990.1	T265_03972, T265_15474
OG0002428	Smp_025560.1, Smp_025560.2	T265_13166
OG0002429	Smp_302360.1	T265_06453, T265_10284
OG0002430	Smp_159690.1	T265_02210, T265_05440, T265_02212
OG0002431	Smp_332450.1	T265_01491, T265_03774
OG0002432	Smp_018260.1	T265_08924
OG0002434	Smp_212830.1	T265_02981
OG0002435	Smp_343400.1	T265_14326
OG0002436	Smp_136470.1	T265_11614, T265_15156
OG0002437	Smp_245830.1	T265_00359
OG0002438	Smp_158320.1	T265_06508
OG0002439	Smp_245800.1	T265_00836
OG0002440	Smp_001170.1	T265_12915
OG0002441	Smp_065160.1	T265_05931
OG0002442	Smp_144200.1	T265_13576
OG0002443	Smp_078700.1	T265_07141
OG0002444	Smp_347840.1	T265_06713, T265_14104
OG0002445	Smp_340050.1	T265_05838
OG0002446	Smp_106080.1, Smp_335280.1	T265_00532
OG0002447	Smp_174350.1	T265_08477
OG0002448	Smp_347360.1	T265_06603
OG0002449	Smp_075440.1, Smp_075440.2	T265_08371
OG0002450	Smp_023620.1	T265_03931, T265_03930
OG0002451	Smp_158840.1	T265_09840
OG0002452	Smp_121160.1	T265_10465
OG0002453	Smp_016380.1	T265_00345
OG0002454	Smp_000670.1	T265_05155
OG0002455	Smp_079770.1	T265_12601
OG0002456	Smp_152800.1	T265_11319
OG0002457	Smp_008545.1	T265_01249, T265_07438
OG0002458	Smp_330720.1, Smp_332120.1, Smp_344710.1, Smp_334620.1, Smp_330740.1	T265_12831
OG0002459	Smp_037900.1	T265_01502
OG0002460	Smp_343860.1	T265_09316
OG0002461	Smp_322890.1, Smp_322880.1, Smp_322870.1	T265_11504
OG0002462	Smp_027910.1	T265_03327
OG0002463	Smp_174490.1	T265_04955
OG0002465	Smp_145670.1	T265_11610
OG0002466	Smp_140150.1	T265_09526
OG0002468	Smp_334260.1	T265_01747
OG0002469	Smp_126310.1	T265_10043
OG0002470	Smp_027300.1	T265_13777
OG0002471	Smp_244220.1	T265_13340
OG0002472	Smp_319120.1, Smp_319120.2	T265_02966
OG0002473	Smp_172270.1	T265_06276
OG0002474	Smp_164360.1	T265_10153
OG0002475	Smp_071770.1	T265_06954
OG0002476	Smp_128920.1	T265_11632, T265_14722
OG0002477	Smp_341620.1	T265_15221, T265_15220
OG0002478	Smp_063580.1	T265_00370
OG0002479	Smp_026250.1	T265_10145
OG0002480	Smp_173250.1	T265_05583
OG0002481	Smp_058790.1	T265_06651
OG0002482	Smp_096010.2, Smp_096010.1	T265_08130
OG0002483	Smp_139760.1	T265_11161
OG0002484	Smp_130960.1	T265_04258
OG0002486	Smp_089640.1	T265_01077
OG0002487	Smp_150270.1	T265_01323
OG0002488	Smp_034300.1	T265_02854
OG0002489	Smp_076990.1, Smp_076990.2, Smp_076990.3, Smp_076990.4	T265_10400
OG0002490	Smp_158380.1	T265_04784
OG0002492	Smp_042530.1	T265_06763
OG0002493	Smp_085740.1	T265_01136
OG0002494	Smp_064650.1	T265_13169
OG0002495	Smp_176340.2, Smp_176340.1	T265_13492
OG0002497	Smp_001390.1	T265_06996
OG0002498	Smp_015780.1	T265_08380
OG0002499	Smp_046900.1	T265_06840
OG0002500	Smp_090690.1	T265_13736
OG0002501	Smp_164760.1	T265_07964
OG0002502	Smp_102810.1, Smp_102810.2	T265_07288
OG0002504	Smp_089590.1	T265_05690
OG0002505	Smp_082660.1	T265_04916
OG0002506	Smp_083080.1	T265_05367
OG0002507	Smp_085480.1	T265_06548
OG0002508	Smp_156340.1	T265_00657
OG0002509	Smp_021390.2, Smp_021390.1	T265_11507
OG0002511	Smp_038710.1	T265_09184
OG0002512	Smp_010090.1	T265_01109, T265_01107
OG0002514	Smp_054450.1	T265_13584
OG0002517	Smp_069160.1	T265_02578
OG0002518	Smp_309240.1	T265_09714, T265_09890
OG0002526	Smp_198730.1	T265_06218
OG0002527	Smp_346700.1	T265_06354
OG0002528	Smp_332310.1	T265_13832
OG0002529	Smp_062250.1	T265_00314
OG0002530	Smp_213190.1, Smp_213190.2, Smp_213200.1	T265_05441
OG0002531	Smp_163560.1	T265_09261, T265_16107
OG0002532	Smp_172580.1	T265_06112
OG0002533	Smp_202120.1	T265_10106
OG0002534	Smp_341830.1	T265_11289
OG0002535	Smp_028080.1	T265_04895
OG0002536	Smp_153590.1	T265_07878, T265_16109
OG0002537	Smp_153430.1	T265_11659
OG0002538	Smp_132240.1, Smp_132240.2	T265_12591, T265_13956
OG0002539	Smp_097940.1, Smp_097940.2	T265_06929
OG0002540	Smp_170280.1	T265_02959
OG0002541	Smp_037590.1	T265_00045
OG0002542	Smp_063180.1	T265_05751
OG0002543	Smp_333770.1	T265_02977
OG0002544	Smp_011270.1, Smp_011270.2	T265_03611
OG0002545	Smp_016180.1	T265_13460
OG0002546	Smp_138640.1	T265_08445
OG0002547	Smp_332400.1	T265_02728
OG0002548	Smp_127890.1	T265_10907
OG0002549	Smp_167290.1	T265_09253
OG0002551	Smp_060010.1	T265_10827
OG0002552	Smp_332920.1	T265_06270
OG0002553	Smp_172030.1	T265_12816
OG0002554	Smp_331880.1	T265_11518
OG0002555	Smp_019350.1	T265_12804
OG0002556	Smp_032520.1	T265_00868
OG0002557	Smp_144140.1	T265_01526
OG0002558	Smp_139010.1, Smp_318640.1	T265_11716
OG0002559	Smp_159550.1	T265_09716
OG0002560	Smp_149450.1	T265_10495
OG0002561	Smp_103460.1	T265_08002
OG0002562	Smp_102840.1	T265_06419
OG0002563	Smp_074990.1, Smp_075000.1	T265_12573
OG0002564	Smp_169660.1	T265_14413
OG0002565	Smp_153200.1, Smp_153210.1	T265_10924
OG0002566	Smp_246290.1	T265_01406
OG0002567	Smp_124920.1	T265_09820
OG0002568	Smp_007500.1	T265_06148
OG0002569	Smp_165280.1	T265_09350
OG0002570	Smp_068170.1	T265_15976, T265_15295, T265_02970
OG0002571	Smp_049730.1	T265_09123
OG0002572	Smp_004360.1	T265_00523
OG0002573	Smp_162370.1	T265_03551, T265_04783, T265_05402, T265_00589, T265_03673
OG0002573	Smp_003770.1	T265_05406
OG0002574	Smp_247830.1	T265_05451
OG0002575	Smp_152200.1	T265_14312
OG0002576	Smp_247470.1	T265_05790
OG0002577	Smp_328490.1, Smp_328480.1, Smp_147710.1, Smp_328440.1, Smp_328460.1, Smp_311700.1, Smp_332350.1, Smp_328450.1, Smp_328470.1, Smp_335360.1	T265_05294, T265_05295
OG0002578	Smp_328000.1	T265_03584
OG0002579	Smp_315820.1	T265_12918
OG0002580	Smp_083540.1	T265_00177
OG0002581	Smp_029040.1	T265_00663
OG0002582	Smp_032250.1	T265_04496
OG0002583	Smp_315910.1	T265_08898
OG0002584	Smp_327480.1	T265_13055
OG0002586	Smp_333310.1	T265_09506, T265_03414
OG0002587	Smp_145700.1	T265_06030
OG0002588	Smp_094140.1	T265_08785
OG0002589	Smp_018580.1	T265_04177
OG0002590	Smp_167890.1	T265_13106
OG0002591	Smp_334370.1	T265_11493
OG0002592	Smp_097810.1	T265_14197
OG0002593	Smp_334420.1, Smp_334420.2	T265_02360
OG0002594	Smp_090030.1	T265_02363
OG0002595	Smp_071950.1	T265_02820
OG0002596	Smp_153960.1	T265_05825
OG0002597	Smp_135820.1	T265_12817, T265_12684
OG0002598	Smp_167220.1	T265_11007
OG0002599	Smp_029990.1	T265_03901
OG0002600	Smp_124700.1	T265_10026
OG0002601	Smp_131990.1, Smp_131990.2	T265_03324
OG0002602	Smp_160290.1	T265_11163
OG0002603	Smp_308550.1	T265_01188
OG0002604	Smp_179590.1	T265_10922
OG0002605	Smp_046740.1	T265_09297
OG0002606	Smp_086690.1	T265_15010
OG0002607	Smp_158330.1	T265_15621
OG0002608	Smp_178990.1	T265_03557
OG0002609	Smp_317860.1, Smp_317870.1, Smp_348710.1, Smp_022330.1	T265_06812
OG0002610	Smp_144180.1	T265_04076, T265_15961
OG0002611	Smp_347600.1	T265_10160
OG0002612	Smp_152270.1	T265_14890
OG0002613	Smp_340540.1, Smp_329010.1	T265_08303, T265_07594
OG0002614	Smp_171740.1	T265_15097, T265_16170
OG0002615	Smp_069810.1	T265_03587
OG0002616	Smp_144590.2, Smp_144590.1	T265_04004
OG0002617	Smp_161330.1	T265_04692
OG0002618	Smp_347410.1, Smp_348510.1	T265_06714, T265_16357
OG0002619	Smp_345670.1, Smp_345670.2	T265_10984
OG0002620	Smp_347340.1	T265_08636
OG0002621	Smp_173580.1	T265_09809
OG0002622	Smp_212600.1	T265_11458
OG0002623	Smp_242500.1	T265_04416
OG0002624	Smp_154470.1, Smp_154470.2	T265_07686
OG0002625	Smp_019260.1	T265_06474
OG0002626	Smp_072790.1	T265_08212
OG0002627	Smp_064750.1	T265_03218
OG0002628	Smp_214190.1	T265_08624
OG0002629	Smp_131250.1	T265_13471
OG0002630	Smp_128330.1, Smp_128330.2	T265_01008
OG0002631	Smp_003620.1	T265_05687
OG0002632	Smp_176760.1	T265_06015
OG0002633	Smp_049330.1, Smp_049330.2	T265_04018
OG0002634	Smp_124240.1	T265_05042
OG0002635	Smp_092950.1	T265_06947
OG0002636	Smp_170700.1	T265_12437
OG0002637	Smp_335560.1, Smp_347920.1	T265_14280, T265_14279
OG0002638	Smp_047360.1	T265_01339
OG0002639	Smp_000720.1	T265_06794
OG0002640	Smp_174130.1	T265_08171
OG0002641	Smp_176840.1	T265_11303
OG0002642	Smp_021600.1	T265_06912
OG0002643	Smp_031360.1	T265_10968
OG0002644	Smp_044250.1	T265_14640
OG0002645	Smp_305130.1, Smp_305120.1	T265_00224
OG0002646	Smp_159790.1	T265_05691
OG0002647	Smp_147150.1	T265_03821
OG0002648	Smp_210940.1	T265_04212
OG0002649	Smp_302470.1, Smp_059780.1	T265_05362
OG0002650	Smp_304960.1	T265_14961
OG0002651	Smp_210860.1	T265_13532, T265_13531
OG0002652	Smp_345390.1	T265_03490, T265_03489
OG0002653	Smp_149380.1, Smp_149380.2	T265_05349
OG0002654	Smp_128050.1	T265_15265
OG0002655	Smp_166390.1	T265_07489
OG0002656	Smp_096360.1	T265_13304
OG0002657	Smp_323770.1	T265_13545
OG0002658	Smp_140920.1	T265_00747, T265_12627
OG0002660	Smp_332850.1	T265_00945
OG0002661	Smp_087560.1, Smp_087560.2	T265_13706
OG0002662	Smp_327560.1	T265_14428
OG0002663	Smp_343620.1	T265_10211
OG0002664	Smp_126490.1	T265_11068, T265_16106
OG0002665	Smp_158230.1	T265_06844, T265_16075
OG0002666	Smp_126680.1	T265_10120
OG0002667	Smp_097700.1	T265_03243
OG0002668	Smp_000870.1	T265_01423
OG0002669	Smp_334740.1, Smp_334740.2, Smp_243060.1	T265_13389
OG0002670	Smp_034850.1	T265_02796
OG0002671	Smp_212340.1	T265_04847
OG0002672	Smp_008900.1	T265_00778
OG0002673	Smp_207050.1	T265_14755
OG0002674	Smp_167310.1	T265_02974, T265_09573
OG0002675	Smp_091850.1	T265_01135
OG0002676	Smp_017420.1	T265_08124
OG0002677	Smp_181450.1	T265_11806
OG0002678	Smp_019630.1	T265_14495, T265_08174
OG0002679	Smp_151030.1, Smp_151030.2	T265_14188
OG0002680	Smp_000470.1	T265_01156
OG0002681	Smp_163600.3, Smp_163600.1, Smp_163600.2	T265_11893, T265_11894
OG0002682	Smp_017070.1	T265_10217
OG0002683	Smp_119980.1	T265_13830
OG0002684	Smp_344310.1	T265_05163
OG0002685	Smp_054360.1, Smp_054410.1	T265_09546
OG0002686	Smp_341960.1	T265_13273
OG0002687	Smp_133020.1	T265_04020, T265_04336
OG0002688	Smp_345320.1, Smp_345320.2	T265_11653
OG0002689	Smp_073510.2, Smp_073510.1	T265_04523
OG0002690	Smp_091470.1	T265_09672
OG0002691	Smp_347400.1	T265_15871
OG0002692	Smp_001940.1	T265_11446
OG0002693	Smp_132990.1, Smp_179000.1	T265_02440
OG0002694	Smp_318120.2, Smp_318120.1	T265_04234, T265_07936
OG0002696	Smp_091990.1	T265_08323
OG0002697	Smp_244690.1	T265_08181
OG0002698	Smp_153160.1	T265_12501
OG0002699	Smp_104710.1	T265_03019
OG0002700	Smp_081380.1	T265_02734
OG0002701	Smp_137700.1, Smp_028870.1	T265_00287
OG0002709	Smp_165550.1	T265_09385
OG0002710	Smp_056390.1	T265_02910, T265_02911
OG0002711	Smp_334770.1	T265_11288
OG0002713	Smp_128120.1	T265_05798
OG0002714	Smp_169630.1	T265_09095
OG0002715	Smp_246890.1	T265_02021
OG0002716	Smp_000200.1	T265_07182, T265_14219
OG0002717	Smp_063110.1	T265_01862, T265_16344
OG0002718	Smp_316460.1	T265_08451, T265_10568
OG0002719	Smp_342800.1	T265_06423
OG0002720	Smp_166500.1, Smp_166500.2	T265_09225, T265_09226
OG0002721	Smp_022960.1	T265_11661
OG0002722	Smp_173140.1	T265_08585
OG0002724	Smp_026160.1	T265_12997
OG0002725	Smp_245320.1	T265_08421
OG0002726	Smp_128950.1	T265_08999
OG0002727	Smp_126990.1	T265_00821
OG0002728	Smp_342370.1	T265_06495
OG0002729	Smp_244300.1	T265_13191, T265_07546, T265_07956, T265_14318
OG0002730	Smp_345030.1	T265_02419, T265_16240
OG0002731	Smp_159350.1	T265_01959, T265_13402
OG0002732	Smp_266960.1	T265_14352
OG0002733	Smp_176460.1	T265_13194, T265_16356
OG0002734	Smp_121990.2, Smp_121990.1	T265_13416
OG0002735	Smp_012480.1	T265_10699
OG0002736	Smp_176440.1	T265_03760
OG0002737	Smp_194430.1	T265_05897
OG0002738	Smp_036220.1	T265_03554, T265_03555, T265_05707, T265_10277, T265_12164, T265_12402, T265_05828
OG0002739	Smp_244470.1	T265_09407
OG0002740	Smp_148020.1	T265_02573
OG0002741	Smp_244190.1	T265_10545, T265_11017
OG0002742	Smp_049760.1, Smp_049760.2	T265_12515
OG0002743	Smp_170560.1	T265_15636
OG0002744	Smp_246800.1, Smp_246800.2	T265_06158
OG0002745	Smp_345450.1	T265_05355
OG0002747	Smp_073720.1	T265_11759
OG0002748	Smp_124850.1	T265_13947, T265_06098
OG0002749	Smp_011230.1	T265_06761
OG0002750	Smp_131100.1	T265_13284, T265_16195
OG0002751	Smp_049270.1	T265_00573
OG0002752	Smp_150660.1, Smp_150660.2	T265_00423, T265_16111
OG0002755	Smp_022320.1	T265_09929
OG0002756	Smp_151740.1	T265_00650
OG0002757	Smp_125820.1	T265_00762
OG0002758	Smp_180680.1	T265_00955
OG0002759	Smp_035460.1	T265_03239
OG0002760	Smp_171680.1	T265_11036, T265_11034, T265_11035
OG0002761	Smp_146200.1	T265_03044
OG0002762	Smp_125080.1	T265_13549
OG0002763	Smp_151450.1	T265_13464
OG0002764	Smp_191210.1	T265_08194, T265_02184, T265_02185
OG0002765	Smp_001160.1	T265_05839
OG0002766	Smp_150160.1	T265_00330
OG0002767	Smp_046750.1	T265_06760
OG0002768	Smp_180480.1	T265_10258, T265_16169
OG0002769	Smp_150740.1	T265_01046
OG0002771	Smp_025830.1	T265_08021, T265_08022
OG0002774	Smp_120350.1	T265_05258
OG0002776	Smp_247870.1	T265_11356
OG0002777	Smp_153970.1	T265_05823
OG0002778	Smp_342140.1	T265_09444
OG0002779	Smp_007290.1	T265_14542
OG0002781	Smp_345860.1	T265_07481
OG0002782	Smp_334390.1	T265_12327, T265_10961, T265_01932
OG0002783	Smp_047410.1	T265_00286
OG0002784	Smp_336870.1, Smp_336870.2, Smp_336870.3	T265_01050
OG0002785	Smp_148870.1	T265_13376
OG0002786	Smp_157220.1	T265_13497
OG0002787	Smp_346060.1	T265_03074
OG0002788	Smp_244620.2, Smp_244620.1	T265_01005
OG0002789	Smp_161130.1	T265_08482
OG0002790	Smp_313490.1, Smp_313500.1	T265_02675
OG0002791	Smp_318680.1, Smp_348860.1, Smp_125960.1	T265_06735
OG0002792	Smp_180580.1	T265_06771
OG0002793	Smp_340800.1	T265_04394
OG0002794	Smp_010930.1	T265_15249, T265_15899
OG0002795	Smp_105330.1	T265_07477
OG0002796	Smp_157660.1	T265_13167
OG0002797	Smp_127450.1	T265_04341
OG0002798	Smp_066950.1	T265_13131
OG0002799	Smp_334580.1	T265_07700, T265_14359, T265_14358
OG0002800	Smp_336900.1	T265_14735
OG0002802	Smp_052740.1	T265_07569
OG0002803	Smp_131870.1	T265_03781
OG0002804	Smp_196300.1	T265_13660
OG0002805	Smp_208020.1	T265_12771
OG0002806	Smp_050380.1, Smp_050380.2, Smp_329110.1, Smp_329110.2	T265_15954, T265_07440, T265_16235
OG0002807	Smp_061250.1, Smp_061250.2	T265_06189
OG0002808	Smp_347820.1	T265_04515
OG0002809	Smp_341690.1	T265_12974
OG0002810	Smp_031990.1	T265_06252
OG0002811	Smp_166070.1	T265_10010
OG0002812	Smp_317220.1, Smp_344740.1, Smp_317230.1, Smp_317250.1	T265_04204, T265_13449
OG0002814	Smp_016090.1	T265_05382
OG0002815	Smp_308700.1, Smp_326220.1, Smp_326230.1, Smp_308680.1, Smp_308680.2	T265_10978
OG0002816	Smp_076030.1	T265_08032
OG0002817	Smp_144600.1	T265_04006
OG0002818	Smp_043100.1, Smp_043100.2	T265_08927, T265_01280
OG0002819	Smp_022130.1	T265_09770
OG0002820	Smp_334210.1	T265_02159
OG0002821	Smp_126170.1	T265_03347
OG0002822	Smp_091790.1	T265_07965
OG0002823	Smp_306080.1	T265_05525
OG0002824	Smp_038210.1	T265_10376
OG0002825	Smp_171170.1	T265_07639
OG0002826	Smp_172150.1	T265_11221, T265_15380
OG0002827	Smp_077030.1	T265_03736
OG0002828	Smp_035700.1	T265_09896
OG0002829	Smp_246920.1	T265_06804
OG0002830	Smp_016050.1	T265_15416
OG0002831	Smp_164500.1	T265_06375
OG0002832	Smp_152650.1	T265_03399
OG0002834	Smp_171660.1	T265_11271
OG0002835	Smp_016810.1	T265_04910
OG0002836	Smp_003140.1, Smp_003140.2	T265_03775
OG0002837	Smp_198980.1	T265_03657
OG0002838	Smp_076520.1	T265_11730
OG0002839	Smp_347500.1	T265_00320
OG0002840	Smp_244170.1, Smp_244170.2	T265_13355
OG0002841	Smp_086270.1	T265_10889
OG0002842	Smp_172540.1	T265_12366, T265_08849, T265_15989
OG0002844	Smp_000240.1	T265_14223, T265_05563
OG0002845	Smp_179620.1	T265_13463
OG0002846	Smp_039650.1	T265_16173
OG0002847	Smp_069600.1	T265_00612
OG0002848	Smp_126200.1, Smp_007540.1	T265_14189, T265_08788
OG0002849	Smp_153530.1	T265_06370
OG0002851	Smp_305690.1, Smp_340940.1	T265_08012, T265_12159, T265_14456, T265_08013
OG0002852	Smp_153460.1, Smp_153460.2	T265_10322
