Orthogroup	schistosoma_mansoni	schistosoma_margrebowiei
OG0000571	Smp_011680.1, Smp_011680.2	SMRG1_8550.5, SMRG1_8550.6, SMRG1_8550.1, SMRG1_8550.2, SMRG1_8550.3, SMRG1_8550.4
OG0000572	Smp_243200.1	SMRG1_61480.1
OG0000574	Smp_168310.1, Smp_168310.2	SMRG1_2740.1
OG0000574	Smp_242540.1	SMRG1_2790.1
OG0000575	Smp_174240.3, Smp_174240.1, Smp_174240.2	SMRG1_95800.1, SMRG1_95800.2, SMRG1_95800.3
OG0000576	Smp_061590.1	SMRG1_44420.1
OG0000577	Smp_181080.1, Smp_181080.2	SMRG1_53660.1, SMRG1_53660.4, SMRG1_53660.2, SMRG1_53660.3
OG0000579	Smp_043270.1	SMRG1_76120.1
OG0000579	Smp_134460.1, Smp_348040.1, Smp_043300.1	SMRG1_76150.1
OG0000579	Smp_043340.1, Smp_043320.1	SMRG1_76130.1, SMRG1_76140.1, SMRG1_76170.1
OG0000580	Smp_125890.1	SMRG1_39280.4, SMRG1_39280.5, SMRG1_39280.3, SMRG1_39280.1, SMRG1_39280.2
OG0000580	Smp_033700.1	SMRG1_32420.1, SMRG1_32420.2, SMRG1_32420.3
OG0000581	Smp_246950.1	SMRG1_59690.2, SMRG1_59690.1, SMRG1_59690.3, SMRG1_59690.4, SMRG1_59690.5, SMRG1_59700.1
OG0000582	Smp_146750.1	SMRG1_83770.1
OG0000582	Smp_146740.1	SMRG1_83800.1
OG0000582	Smp_045680.1	SMRG1_83810.1
OG0000583	Smp_341630.1	SMRG1_60090.6, SMRG1_60090.2, SMRG1_60090.1, SMRG1_60090.5, SMRG1_60090.3, SMRG1_60090.4
OG0000584	Smp_343410.1, Smp_343410.2	SMRG1_28570.1, SMRG1_28570.2
OG0000585	Smp_141830.1	SMRG1_5660.1, SMRG1_5660.2
OG0000586	Smp_194160.1	SMRG1_31140.5, SMRG1_31140.1, SMRG1_31140.2, SMRG1_31140.4, SMRG1_31140.3
OG0000587	Smp_333670.1	SMRG1_65570.1
OG0000587	Smp_322850.1	SMRG1_8980.1
OG0000588	Smp_160370.1, Smp_160370.2, Smp_160370.3	SMRG1_21450.7, SMRG1_21450.3, SMRG1_21450.2, SMRG1_21450.4, SMRG1_21450.5, SMRG1_21450.1, SMRG1_21450.6
OG0000589	Smp_034410.1	SMRG1_55430.4, SMRG1_55430.3, SMRG1_55430.5, SMRG1_55430.6, SMRG1_55430.1, SMRG1_55430.2
OG0000590	Smp_019990.1	SMRG1_29300.1
OG0000590	Smp_060700.1	SMRG1_40790.1
OG0000591	Smp_028200.1, Smp_028200.2	SMRG1_3340.9, SMRG1_3340.1, SMRG1_3340.5, SMRG1_3340.6, SMRG1_3340.7, SMRG1_3340.3, SMRG1_3340.8, SMRG1_3340.2, SMRG1_3340.4
OG0000592	Smp_128960.1	SMRG1_30960.10, SMRG1_30960.8, SMRG1_30960.1, SMRG1_30960.4, SMRG1_30960.2, SMRG1_30960.3, SMRG1_30960.5, SMRG1_30960.6, SMRG1_30960.11, SMRG1_30960.7, SMRG1_30960.9
OG0000593	Smp_125790.1	SMRG1_31840.1
OG0000594	Smp_103810.1	SMRG1_50050.3, SMRG1_50050.4, SMRG1_50050.1, SMRG1_50050.2
OG0000595	Smp_128150.1	SMRG1_48360.6, SMRG1_48360.7, SMRG1_48360.8, SMRG1_48360.1, SMRG1_48360.4, SMRG1_48360.5, SMRG1_48360.2, SMRG1_48360.3
OG0000597	Smp_310050.1, Smp_310050.2, Smp_310040.1, Smp_327280.1, Smp_138750.1	SMRG1_58040.1, SMRG1_57820.1, SMRG1_57830.1, SMRG1_57830.2
OG0000598	Smp_135900.1	SMRG1_12390.17, SMRG1_12390.1, SMRG1_12390.6, SMRG1_12390.4, SMRG1_12390.11, SMRG1_12390.13, SMRG1_12390.14, SMRG1_12390.16, SMRG1_12390.5, SMRG1_12390.7, SMRG1_12390.10, SMRG1_12390.12, SMRG1_12390.15, SMRG1_12390.9, SMRG1_12390.2, SMRG1_12390.3, SMRG1_12390.8
OG0000599	Smp_105930.1	SMRG1_63230.2, SMRG1_63230.5, SMRG1_63230.4, SMRG1_63230.3, SMRG1_63230.1
OG0000600	Smp_187940.1	SMRG1_68250.6, SMRG1_68250.1, SMRG1_68250.2, SMRG1_68250.3, SMRG1_68250.4, SMRG1_68250.5
OG0000601	Smp_134600.1	SMRG1_96200.1, SMRG1_96200.2, SMRG1_96210.1
OG0000601	Smp_172040.1	SMRG1_41170.1
OG0000602	Smp_346610.2, Smp_346610.3, Smp_346610.1, Smp_346610.4	SMRG1_14600.1, SMRG1_14600.2, SMRG1_14600.3, SMRG1_14600.4, SMRG1_14600.5, SMRG1_14600.6, SMRG1_14600.7, SMRG1_14600.8
OG0000603	Smp_123010.1	SMRG1_51060.3, SMRG1_51060.1, SMRG1_51060.2
OG0000604	Smp_090930.1	SMRG1_39460.1, SMRG1_39460.2, SMRG1_39460.4, SMRG1_39460.5, SMRG1_39460.9, SMRG1_39460.3, SMRG1_39460.6, SMRG1_39460.7, SMRG1_39460.8
OG0000605	Smp_097750.1	SMRG1_27680.1
OG0000605	Smp_097800.1	SMRG1_27640.1
OG0000607	Smp_154420.1	SMRG1_31190.7, SMRG1_31190.6, SMRG1_31190.2, SMRG1_31190.4, SMRG1_31190.9, SMRG1_31190.3, SMRG1_31190.1, SMRG1_31190.8, SMRG1_31190.10, SMRG1_31190.12, SMRG1_31190.11, SMRG1_31190.5
OG0000608	Smp_245720.1	SMRG1_51440.3, SMRG1_51440.5, SMRG1_51440.1, SMRG1_51440.2, SMRG1_51440.4
OG0000609	Smp_163570.1, Smp_163570.2	SMRG1_27530.1, SMRG1_27530.2
OG0000610	Smp_035430.1	SMRG1_28340.3, SMRG1_28340.2
OG0000610	Smp_176600.1	SMRG1_22730.1
OG0000611	Smp_320240.1	SMRG1_43460.1
OG0000611	Smp_051640.1	SMRG1_43490.1
OG0000611	Smp_331730.1	SMRG1_43470.1, SMRG1_43480.1
OG0000612	Smp_213240.1	SMRG1_8510.1, SMRG1_8510.2
OG0000613	Smp_196510.1	SMRG1_37200.1, SMRG1_37200.2, SMRG1_37200.4, SMRG1_37200.3
OG0000614	Smp_097180.1, Smp_097180.2	SMRG1_44530.2, SMRG1_44530.1
OG0000615	Smp_157150.1	SMRG1_12700.1, SMRG1_12700.2, SMRG1_12700.3, SMRG1_12700.4, SMRG1_12700.5, SMRG1_12700.6, SMRG1_12700.7
OG0000616	Smp_341160.1, Smp_341160.2	SMRG1_60640.1
OG0000617	Smp_136240.1	SMRG1_82560.1, SMRG1_82560.2
OG0000618	Smp_127380.1, Smp_127380.2	SMRG1_36540.8, SMRG1_36540.5, SMRG1_36540.4, SMRG1_36540.6, SMRG1_36540.3, SMRG1_36540.7, SMRG1_36540.1, SMRG1_36540.2
OG0000619	Smp_337320.1	SMRG1_1260.3, SMRG1_1260.1, SMRG1_1260.5, SMRG1_1260.2, SMRG1_1260.4
OG0000620	Smp_135230.1	SMRG1_14780.1
OG0000620	Smp_171580.1	SMRG1_46050.1, SMRG1_46050.3, SMRG1_46050.2, SMRG1_46050.4
OG0000621	Smp_208090.1	SMRG1_30120.4, SMRG1_30120.7, SMRG1_30120.5, SMRG1_30120.1, SMRG1_30120.2, SMRG1_30120.3, SMRG1_30120.6
OG0000622	Smp_137080.1	SMRG1_74030.1
OG0000623	Smp_212030.1	SMRG1_12530.1, SMRG1_12530.2
OG0000624	Smp_133150.1	SMRG1_29090.1, SMRG1_29090.2, SMRG1_29090.3, SMRG1_29090.4, SMRG1_29090.5
OG0000625	Smp_167590.1	SMRG1_37550.1, SMRG1_37550.2
OG0000626	Smp_245970.1	SMRG1_55250.7, SMRG1_55250.3, SMRG1_55250.5, SMRG1_55250.6, SMRG1_55250.4, SMRG1_55250.1, SMRG1_55250.2
OG0000627	Smp_132020.1	SMRG1_11390.2, SMRG1_11390.3
OG0000628	Smp_132450.1	SMRG1_59600.1, SMRG1_59600.5, SMRG1_59600.2, SMRG1_59600.7, SMRG1_59600.6, SMRG1_59600.3, SMRG1_59600.4
OG0000629	Smp_054790.1	SMRG1_38870.3, SMRG1_38870.4, SMRG1_38880.1
OG0000630	Smp_138180.1	SMRG1_59280.1
OG0000631	Smp_165170.1	SMRG1_66500.1, SMRG1_66500.2
OG0000631	Smp_335840.1, Smp_347080.1	SMRG1_59570.1
OG0000632	Smp_046140.1	SMRG1_12850.2, SMRG1_12850.1, SMRG1_12850.3, SMRG1_12850.5, SMRG1_12850.4, SMRG1_12850.7, SMRG1_12850.6
OG0000633	Smp_148220.1	SMRG1_53120.1, SMRG1_53120.2, SMRG1_53120.3, SMRG1_53120.4, SMRG1_53120.5, SMRG1_53120.6
OG0000636	Smp_144760.1	SMRG1_95960.5, SMRG1_95960.3, SMRG1_95960.4, SMRG1_95960.8, SMRG1_95960.7, SMRG1_95960.6, SMRG1_95960.1, SMRG1_95960.2
OG0000637	Smp_242110.1	SMRG1_50310.3, SMRG1_50310.1, SMRG1_50310.2, SMRG1_50310.4
OG0000638	Smp_347950.1, Smp_347950.2	SMRG1_64770.1, SMRG1_64770.2
OG0000639	Smp_197390.1	SMRG1_62400.3, SMRG1_62400.6, SMRG1_62400.7, SMRG1_62400.5, SMRG1_62400.1, SMRG1_62400.4, SMRG1_62400.2
OG0000640	Smp_143980.1, Smp_242850.1	SMRG1_85500.1, SMRG1_85500.2, SMRG1_85600.1, SMRG1_85490.1, SMRG1_81940.1, SMRG1_82000.2, SMRG1_82000.1, SMRG1_82000.3
OG0000641	Smp_174920.1	SMRG1_6420.1
OG0000641	Smp_007690.1	SMRG1_4340.1
OG0000642	Smp_145980.1	SMRG1_62460.2, SMRG1_62460.1
OG0000643	Smp_045420.1	SMRG1_52630.1
OG0000643	Smp_045410.1, Smp_045410.2	SMRG1_52620.1
OG0000644	Smp_170550.1, Smp_170550.2	SMRG1_96890.3, SMRG1_96890.4, SMRG1_96890.1, SMRG1_96890.2
OG0000645	Smp_132850.1, Smp_210550.2	SMRG1_10030.1
OG0000646	Smp_011660.3	SMRG1_8540.1
OG0000647	Smp_129420.1	SMRG1_62660.4, SMRG1_62660.6, SMRG1_62660.1, SMRG1_62660.2, SMRG1_62660.3, SMRG1_62660.5, SMRG1_62660.7
OG0000648	Smp_214260.1	SMRG1_93230.1, SMRG1_93220.1
OG0000649	Smp_247230.1	SMRG1_60960.1, SMRG1_60960.2, SMRG1_60960.3, SMRG1_60960.4, SMRG1_60960.5, SMRG1_60960.6
OG0000650	Smp_042340.1	SMRG1_78190.2, SMRG1_78190.1, SMRG1_78190.3, SMRG1_78190.4
OG0000651	Smp_302650.1	SMRG1_42020.4, SMRG1_42020.1, SMRG1_42020.2, SMRG1_42020.3
OG0000652	Smp_049600.1	SMRG1_40320.1, SMRG1_40310.1
OG0000653	Smp_306290.1, Smp_306300.1	SMRG1_40980.1, SMRG1_40970.1, SMRG1_40970.2, SMRG1_40980.2
OG0000654	Smp_331710.1	SMRG1_58600.4, SMRG1_58600.5, SMRG1_58600.2, SMRG1_58600.1, SMRG1_58600.3
OG0000655	Smp_314360.1, Smp_332750.1, Smp_316680.1, Smp_316680.2, Smp_101230.1	SMRG1_82520.1, SMRG1_82520.2, SMRG1_82520.3, SMRG1_82520.4, SMRG1_82520.5
OG0000656	Smp_043150.1	SMRG1_76030.1
OG0000657	Smp_082280.1	SMRG1_91350.1, SMRG1_91350.2, SMRG1_91350.3, SMRG1_91350.4, SMRG1_91350.5, SMRG1_91350.6
OG0000659	Smp_157510.1	SMRG1_42000.6, SMRG1_42000.5, SMRG1_42000.1, SMRG1_42000.2, SMRG1_42000.3, SMRG1_42000.4, SMRG1_42000.7
OG0000662	Smp_130100.1	SMRG1_52850.1
OG0000663	Smp_343540.1	SMRG1_38150.2, SMRG1_38150.1, SMRG1_38150.3
OG0000664	Smp_157740.1	SMRG1_11930.1, SMRG1_11930.2
OG0000665	Smp_334140.1	SMRG1_73660.1, SMRG1_73660.2
OG0000666	Smp_145890.1	SMRG1_62390.1, SMRG1_62390.2, SMRG1_62390.3, SMRG1_62390.4
OG0000667	Smp_006320.1, Smp_006320.2	SMRG1_5930.6, SMRG1_5930.8, SMRG1_5930.10, SMRG1_5930.2, SMRG1_5930.3, SMRG1_5930.9, SMRG1_5930.1, SMRG1_5930.5, SMRG1_5930.4, SMRG1_5930.7
OG0000668	Smp_014780.1	SMRG1_53030.2, SMRG1_53030.5, SMRG1_53030.1, SMRG1_53030.3, SMRG1_53030.4
OG0000669	Smp_177120.1	SMRG1_69860.1, SMRG1_69860.2, SMRG1_69860.3, SMRG1_69860.4, SMRG1_69860.5
OG0000670	Smp_340760.1	SMRG1_44830.1
OG0000671	Smp_169530.1	SMRG1_77210.3, SMRG1_77210.1, SMRG1_77210.2
OG0000672	Smp_245600.1, Smp_245600.2	SMRG1_44450.1
OG0000673	Smp_173730.1	SMRG1_15670.9, SMRG1_15670.5, SMRG1_15670.6, SMRG1_15670.8, SMRG1_15670.7, SMRG1_15670.1, SMRG1_15670.2, SMRG1_15670.3, SMRG1_15670.4
OG0000674	Smp_041760.1	SMRG1_78710.1, SMRG1_78710.2, SMRG1_78710.3
OG0000675	Smp_089180.1	SMRG1_72810.5, SMRG1_72810.2, SMRG1_72810.1, SMRG1_72810.4, SMRG1_72810.3
OG0000676	Smp_129950.1, Smp_129950.2	SMRG1_82470.1, SMRG1_82470.2, SMRG1_82470.3, SMRG1_82470.4, SMRG1_82470.5, SMRG1_82470.6, SMRG1_82470.7, SMRG1_82470.8, SMRG1_82470.9
OG0000677	Smp_304500.1	SMRG1_5010.1, SMRG1_5010.8, SMRG1_5010.11, SMRG1_5010.9, SMRG1_5010.16, SMRG1_5010.17, SMRG1_5010.14, SMRG1_5010.15, SMRG1_5010.4, SMRG1_5010.13, SMRG1_5010.6, SMRG1_5010.5, SMRG1_5010.12, SMRG1_5010.10, SMRG1_5010.7, SMRG1_5010.3, SMRG1_5010.2
OG0000678	Smp_341660.1	SMRG1_34530.1, SMRG1_34530.2, SMRG1_34530.3
OG0000679	Smp_089240.1	SMRG1_72880.1
OG0000680	Smp_096640.1, Smp_096640.2	SMRG1_18070.3, SMRG1_18070.1, SMRG1_18070.4, SMRG1_18070.5, SMRG1_18070.2
OG0000681	Smp_139540.1	SMRG1_34960.5, SMRG1_34960.8, SMRG1_34960.9, SMRG1_34960.1, SMRG1_34960.4, SMRG1_34960.2, SMRG1_34960.3, SMRG1_34960.6, SMRG1_34960.7
OG0000682	Smp_310140.1	SMRG1_43300.1, SMRG1_43300.2
OG0000683	Smp_028730.1	SMRG1_55630.1, SMRG1_55630.2
OG0000683	Smp_000510.1	SMRG1_67830.1, SMRG1_67830.2
OG0000684	Smp_210150.1	SMRG1_85390.1, SMRG1_85390.2, SMRG1_85390.3
OG0000685	Smp_145410.1, Smp_145410.2	SMRG1_75830.4, SMRG1_75830.3, SMRG1_75830.5, SMRG1_75830.7, SMRG1_75830.10, SMRG1_75830.6, SMRG1_75830.9, SMRG1_75830.1, SMRG1_75830.2, SMRG1_75830.8
OG0000686	Smp_166830.1	SMRG1_60750.1, SMRG1_60750.2
OG0000687	Smp_169260.2, Smp_169260.1	SMRG1_26980.3, SMRG1_26980.7, SMRG1_26980.6, SMRG1_26980.10, SMRG1_26980.8, SMRG1_26980.9, SMRG1_26980.4, SMRG1_26980.5, SMRG1_26980.2, SMRG1_26980.1
OG0000688	Smp_244830.1	SMRG1_1230.10, SMRG1_1230.11, SMRG1_1230.7, SMRG1_1230.8, SMRG1_1230.9, SMRG1_1230.1, SMRG1_1230.2, SMRG1_1230.3, SMRG1_1230.4, SMRG1_1230.5, SMRG1_1230.6
OG0000689	Smp_169580.1	SMRG1_2780.1
OG0000690	Smp_176620.1	SMRG1_22770.1
OG0000691	Smp_201940.1, Smp_205780.1	SMRG1_22420.1, SMRG1_50400.1, SMRG1_22420.2, SMRG1_50400.2
OG0000691	Smp_348270.1	SMRG1_9140.1
OG0000692	Smp_341180.1, Smp_341180.2	SMRG1_17910.1, SMRG1_17910.2
OG0000695	Smp_126480.1	SMRG1_97420.1
OG0000695	Smp_078690.1	SMRG1_45860.1, SMRG1_45860.2, SMRG1_45860.3, SMRG1_45860.4, SMRG1_45860.5
OG0000696	Smp_302850.1	SMRG1_5180.1, SMRG1_5180.2, SMRG1_5190.1
OG0000697	Smp_148720.1	SMRG1_40400.1
OG0000698	Smp_015220.1, Smp_015220.2	SMRG1_16990.1, SMRG1_16990.2, SMRG1_16990.3, SMRG1_16990.4, SMRG1_16990.5
OG0000699	Smp_008490.1	SMRG1_33080.1
OG0000699	Smp_157950.1	SMRG1_46370.2, SMRG1_46370.1, SMRG1_46370.3
OG0000700	Smp_349610.1	SMRG1_28330.1
OG0000700	Smp_319400.1	SMRG1_23950.1
OG0000700	Smp_092150.1	SMRG1_23960.1
OG0000700	Smp_151640.1	SMRG1_23970.1
OG0000701	Smp_132270.1	SMRG1_59930.1, SMRG1_59930.2
OG0000702	Smp_123060.1	SMRG1_87970.1
OG0000703	Smp_123720.1	SMRG1_1670.1, SMRG1_1670.2
OG0000704	Smp_072110.1	SMRG1_48910.1, SMRG1_48920.1
OG0000705	Smp_347680.1	SMRG1_5860.1, SMRG1_5860.4, SMRG1_5860.2, SMRG1_5860.3
OG0000706	Smp_104670.1	SMRG1_43640.1
OG0000706	Smp_014660.1	SMRG1_52930.1
OG0000707	Smp_152960.1	SMRG1_95590.1, SMRG1_95590.2, SMRG1_95590.3
OG0000708	Smp_041060.1	SMRG1_37340.1, SMRG1_37340.3, SMRG1_37340.2, SMRG1_37340.4, SMRG1_37340.5
OG0000709	Smp_198940.1	SMRG1_43900.4, SMRG1_43900.2, SMRG1_43900.1, SMRG1_43900.3
OG0000710	Smp_346720.1	SMRG1_7630.1
OG0000711	Smp_334200.1	SMRG1_75040.4, SMRG1_75040.1, SMRG1_75040.3, SMRG1_75040.2
OG0000712	Smp_148370.1	SMRG1_53310.4, SMRG1_53310.6, SMRG1_53310.1, SMRG1_53310.2, SMRG1_53310.3, SMRG1_53310.7, SMRG1_53310.8, SMRG1_53310.5
OG0000713	Smp_312660.1	SMRG1_71530.1
OG0000714	Smp_196150.1, Smp_196150.2	SMRG1_46830.1
OG0000715	Smp_076950.1	SMRG1_27470.1, SMRG1_27470.2, SMRG1_27470.3
OG0000716	Smp_244580.1	SMRG1_11250.1, SMRG1_11250.2, SMRG1_11250.3
OG0000717	Smp_311920.1, Smp_346240.1	SMRG1_61830.1
OG0000718	Smp_135560.1	SMRG1_75320.5, SMRG1_75320.1, SMRG1_75320.2, SMRG1_75320.4, SMRG1_75320.3
OG0000719	Smp_137650.1	SMRG1_55640.1, SMRG1_55640.2, SMRG1_55640.3, SMRG1_55640.4
OG0000720	Smp_213520.1	SMRG1_77440.1, SMRG1_77440.2, SMRG1_77440.3, SMRG1_77440.4
OG0000721	Smp_122800.1	SMRG1_46240.3, SMRG1_46240.1, SMRG1_46240.2, SMRG1_46240.4, SMRG1_46240.5
OG0000722	Smp_166610.1	SMRG1_5070.2, SMRG1_5070.1, SMRG1_5070.3, SMRG1_5070.4
OG0000723	Smp_169520.1	SMRG1_77200.3, SMRG1_77200.1, SMRG1_77200.2, SMRG1_77200.4
OG0000724	Smp_157560.1	SMRG1_42070.5, SMRG1_42070.6, SMRG1_42070.2, SMRG1_42070.1, SMRG1_42070.3, SMRG1_42070.4
OG0000725	Smp_155780.1	SMRG1_77510.4, SMRG1_77510.2, SMRG1_77510.1, SMRG1_77510.3
OG0000726	Smp_175570.1	SMRG1_29910.1, SMRG1_29910.2, SMRG1_29910.5, SMRG1_29910.3, SMRG1_29910.4
OG0000726	Smp_097240.1	SMRG1_29920.1, SMRG1_29920.2
OG0000727	Smp_079700.1	SMRG1_38770.1, SMRG1_38770.2, SMRG1_38770.3
OG0000728	Smp_071960.1	SMRG1_49060.2, SMRG1_49060.5, SMRG1_49060.6, SMRG1_49060.4, SMRG1_49060.1, SMRG1_49060.3
OG0000729	Smp_128370.1	SMRG1_8470.1, SMRG1_8470.4, SMRG1_8470.2, SMRG1_8470.3
OG0000730	Smp_074070.1	SMRG1_60700.8, SMRG1_60700.4, SMRG1_60700.7, SMRG1_60700.1, SMRG1_60700.2, SMRG1_60700.3, SMRG1_60700.5, SMRG1_60700.6
OG0000731	Smp_347040.1	SMRG1_76820.5, SMRG1_76820.6, SMRG1_76820.7, SMRG1_76820.1, SMRG1_76820.3, SMRG1_76820.2, SMRG1_76820.4
OG0000732	Smp_343150.1	SMRG1_3400.1
OG0000733	Smp_169150.1, Smp_169150.2	SMRG1_2700.1
OG0000736	Smp_144940.1	SMRG1_78630.1, SMRG1_78630.2, SMRG1_78630.3, SMRG1_78630.4
OG0000737	Smp_305100.1, Smp_305110.1	SMRG1_9480.1, SMRG1_9480.2, SMRG1_9480.3
OG0000738	Smp_205270.1	SMRG1_70510.2, SMRG1_70510.1, SMRG1_70510.3, SMRG1_70510.4
OG0000738	Smp_346410.1	SMRG1_70500.1
OG0000739	Smp_094380.1	SMRG1_57450.3, SMRG1_57450.1, SMRG1_57450.2
OG0000740	Smp_093920.1	SMRG1_8010.6, SMRG1_8010.10, SMRG1_8010.11, SMRG1_8010.12, SMRG1_8010.13, SMRG1_8010.5, SMRG1_8010.7, SMRG1_8010.8, SMRG1_8010.9, SMRG1_8010.1, SMRG1_8010.2, SMRG1_8010.3, SMRG1_8010.14, SMRG1_8010.15, SMRG1_8010.4
OG0000741	Smp_129260.1	SMRG1_84980.1, SMRG1_84980.3, SMRG1_84980.6, SMRG1_84980.8, SMRG1_84980.2, SMRG1_84980.4, SMRG1_84980.5, SMRG1_84980.7
OG0000743	Smp_150340.1	SMRG1_21390.7, SMRG1_21390.1, SMRG1_21390.2, SMRG1_21390.3, SMRG1_21390.4, SMRG1_21390.5, SMRG1_21390.6
OG0000744	Smp_171640.1	SMRG1_3480.1
OG0000745	Smp_142600.1	SMRG1_38110.6, SMRG1_38110.5, SMRG1_38110.7, SMRG1_38110.8, SMRG1_38110.2, SMRG1_38110.1, SMRG1_38110.3, SMRG1_38110.4
OG0000746	Smp_018250.1, Smp_018250.2	SMRG1_60040.1
OG0000747	Smp_344430.1, Smp_344430.2	SMRG1_43190.7, SMRG1_43190.5, SMRG1_43190.3, SMRG1_43190.6, SMRG1_43190.2, SMRG1_43190.4, SMRG1_43190.1, SMRG1_43190.8
OG0000748	Smp_053220.1	SMRG1_70930.1
OG0000749	Smp_213300.1, Smp_213300.2	SMRG1_70310.1
OG0000750	Smp_306910.1	SMRG1_74940.1, SMRG1_74940.2, SMRG1_74940.3
OG0000751	Smp_159490.1	SMRG1_5220.1
OG0000751	Smp_057620.1	SMRG1_2390.1, SMRG1_2240.1
OG0000752	Smp_015020.1	SMRG1_94020.1, SMRG1_94020.2, SMRG1_94020.3
OG0000752	Smp_130300.1	SMRG1_94070.1
OG0000753	Smp_334530.1	SMRG1_83590.12, SMRG1_83590.1, SMRG1_83590.2, SMRG1_83590.5, SMRG1_83590.6, SMRG1_83590.10, SMRG1_83590.11, SMRG1_83590.13, SMRG1_83590.3, SMRG1_83590.4, SMRG1_83590.7, SMRG1_83590.8, SMRG1_83590.9
OG0000754	Smp_123040.1	SMRG1_50990.1, SMRG1_50990.2, SMRG1_50990.3, SMRG1_50990.4
OG0000755	Smp_145510.1, Smp_145510.2	SMRG1_76100.1
OG0000756	Smp_344380.1	SMRG1_39050.1, SMRG1_39050.2
OG0000757	Smp_148250.1	SMRG1_53160.5, SMRG1_53160.4, SMRG1_53160.1, SMRG1_53160.2, SMRG1_53160.3
OG0000758	Smp_190020.2	SMRG1_8500.6, SMRG1_8500.7
OG0000759	Smp_135460.1	SMRG1_53590.1
OG0000760	Smp_056640.1	SMRG1_79230.1, SMRG1_79230.2
OG0000761	Smp_175340.1	SMRG1_54260.4, SMRG1_54260.1, SMRG1_54260.2, SMRG1_54260.3, SMRG1_54260.5, SMRG1_54260.6
OG0000762	Smp_136300.1	SMRG1_82700.1
OG0000762	Smp_172200.1	SMRG1_88450.1
OG0000763	Smp_038140.1, Smp_038140.2	SMRG1_19150.1, SMRG1_19150.2, SMRG1_19150.3, SMRG1_19150.4, SMRG1_19150.6, SMRG1_19150.5
OG0000764	Smp_128420.1, Smp_128420.2	SMRG1_8630.2, SMRG1_8630.1, SMRG1_8630.3
OG0000765	Smp_094420.1	SMRG1_53560.1
OG0000765	Smp_024520.1	SMRG1_53570.1
OG0000766	Smp_127460.1, Smp_127460.2	SMRG1_63680.1, SMRG1_63680.2, SMRG1_63680.3, SMRG1_63680.4
OG0000767	Smp_243680.1	SMRG1_65880.3, SMRG1_65880.2, SMRG1_65880.1
OG0000768	Smp_049390.1	SMRG1_40130.3, SMRG1_40130.1, SMRG1_40130.4, SMRG1_40130.9, SMRG1_40130.5, SMRG1_40130.6, SMRG1_40130.7, SMRG1_40130.8, SMRG1_40130.2
OG0000769	Smp_343570.1	SMRG1_1950.1, SMRG1_1940.1
OG0000770	Smp_130580.1	SMRG1_17150.1, SMRG1_17150.2, SMRG1_17150.3
OG0000771	Smp_198020.1	SMRG1_80360.1
OG0000771	Smp_312560.1, Smp_316120.1, Smp_316130.1	SMRG1_80390.1, SMRG1_80380.1, SMRG1_80400.2, SMRG1_80400.7, SMRG1_80400.8, SMRG1_80400.1, SMRG1_80400.3, SMRG1_80400.4, SMRG1_80400.5, SMRG1_80400.6
OG0000772	Smp_306350.1, Smp_099090.1, Smp_333000.1	SMRG1_18160.1, SMRG1_18160.2, SMRG1_18180.1
OG0000773	Smp_162030.1, Smp_162030.2	SMRG1_25810.1, SMRG1_25810.3, SMRG1_25810.7, SMRG1_25810.5, SMRG1_25810.4, SMRG1_25810.6, SMRG1_25810.2
OG0000774	Smp_131070.1, Smp_131070.2, Smp_131070.3	SMRG1_47820.1, SMRG1_47820.2, SMRG1_47820.3, SMRG1_47820.4, SMRG1_47820.5, SMRG1_47820.6, SMRG1_47820.7, SMRG1_47820.8
OG0000775	Smp_167020.1	SMRG1_52280.4, SMRG1_52280.2, SMRG1_52280.3, SMRG1_52280.1
OG0000776	Smp_001360.1	SMRG1_46260.1
OG0000776	Smp_032810.1	SMRG1_57210.1, SMRG1_57210.2, SMRG1_57210.3
OG0000777	Smp_130070.2, Smp_130070.3, Smp_130070.4, Smp_130070.1	SMRG1_52810.1
OG0000777	Smp_130070.5	SMRG1_52810.5, SMRG1_52810.2, SMRG1_52810.4
OG0000778	Smp_306370.1	SMRG1_22910.1, SMRG1_22910.2
OG0000779	Smp_171600.1	SMRG1_3550.2, SMRG1_3550.4, SMRG1_3550.5, SMRG1_3550.3, SMRG1_3550.1
OG0000780	Smp_146830.1, Smp_146830.3, Smp_146830.2	SMRG1_14430.1
OG0000781	Smp_143130.1	SMRG1_10790.1
OG0000781	Smp_048560.2	SMRG1_1430.1, SMRG1_1430.2
OG0000782	Smp_161680.1	SMRG1_31710.1, SMRG1_31710.2, SMRG1_31710.3
OG0000783	Smp_337480.1, Smp_337480.2	SMRG1_51290.1, SMRG1_51290.2
OG0000784	Smp_094340.1	SMRG1_31620.1, SMRG1_31620.2
OG0000785	Smp_194420.1	SMRG1_61940.3, SMRG1_61940.1, SMRG1_61940.2, SMRG1_61940.6, SMRG1_61940.5, SMRG1_61940.4
OG0000786	Smp_247200.1	SMRG1_40960.2, SMRG1_40960.1, SMRG1_40960.3
OG0000787	Smp_300570.1	SMRG1_94210.1, SMRG1_94210.2
OG0000787	Smp_121920.1, Smp_121920.2	SMRG1_61180.1
OG0000788	Smp_058360.1	SMRG1_13080.2, SMRG1_13080.4, SMRG1_13080.1, SMRG1_13080.3
OG0000789	Smp_123840.1	SMRG1_25630.1
