Orthogroup	schistosoma_mansoni	schistosoma_rodhaini
OG0000577	Smp_181080.1, Smp_181080.2	SRDH2_53000.1, SRDH2_53000.4, SRDH2_53000.6, SRDH2_53000.10, SRDH2_53000.2, SRDH2_53000.5, SRDH2_53000.8, SRDH2_53000.9, SRDH2_53000.3, SRDH2_53000.7, SRDH2_53000.13, SRDH2_53000.12, SRDH2_53000.11, SRDH2_53000.16, SRDH2_53000.14, SRDH2_53000.15
OG0000579	Smp_043270.1	SRDH2_77380.1, SRDH2_100180.1
OG0000579	Smp_348040.1	SRDH2_100160.1
OG0000579	Smp_043300.1	SRDH2_100140.1
OG0000579	Smp_043340.1	SRDH2_77420.1
OG0000579	Smp_043320.1	SRDH2_77410.1
OG0000580	Smp_125890.1	SRDH2_39350.3, SRDH2_39350.1, SRDH2_39350.2
OG0000580	Smp_033700.1	SRDH2_36230.1, SRDH2_36230.4, SRDH2_36230.2, SRDH2_36230.3
OG0000581	Smp_246950.1	SRDH2_62630.1
OG0000582	Smp_146750.1	SRDH2_85320.1
OG0000582	Smp_146740.1	SRDH2_85340.1
OG0000582	Smp_045680.1	SRDH2_85360.1
OG0000583	Smp_341630.1	SRDH2_62260.6, SRDH2_62260.2, SRDH2_62260.3, SRDH2_62260.8, SRDH2_62260.10, SRDH2_62260.11, SRDH2_62260.13, SRDH2_62260.7, SRDH2_62260.5, SRDH2_62260.1, SRDH2_62260.14, SRDH2_62260.4, SRDH2_62260.9, SRDH2_62260.12
OG0000584	Smp_343410.1, Smp_343410.2	SRDH2_28870.1
OG0000585	Smp_141830.1	SRDH2_5950.2, SRDH2_5950.4, SRDH2_5950.5, SRDH2_5950.6, SRDH2_5950.7, SRDH2_5950.8, SRDH2_5950.9, SRDH2_5950.1, SRDH2_5950.3
OG0000586	Smp_194160.1	SRDH2_31400.1, SRDH2_31400.2, SRDH2_31400.5, SRDH2_31400.3, SRDH2_31400.4, SRDH2_31400.7, SRDH2_31400.6, SRDH2_31400.8
OG0000587	Smp_333670.1	SRDH2_67310.1
OG0000588	Smp_160370.1, Smp_160370.2, Smp_160370.3	SRDH2_21890.1, SRDH2_21910.1
OG0000589	Smp_034410.1	SRDH2_55920.2, SRDH2_55920.3, SRDH2_55920.1
OG0000590	Smp_019990.1	SRDH2_29560.1
OG0000590	Smp_060700.1	SRDH2_40800.1
OG0000591	Smp_028200.1	SRDH2_3530.1
OG0000591	Smp_028200.1	SRDH2_3530.11
OG0000591	Smp_028200.1	SRDH2_3530.3
OG0000591	Smp_028200.1	SRDH2_3530.6
OG0000591	Smp_028200.1	SRDH2_3530.8
OG0000591	Smp_028200.2	SRDH2_3530.13
OG0000591	Smp_028200.2	SRDH2_3530.14
OG0000591	Smp_028200.2	SRDH2_3530.2
OG0000591	Smp_028200.2	SRDH2_3530.5
OG0000591	Smp_028200.2	SRDH2_3530.7
OG0000591	Smp_028200.2	SRDH2_3530.9
OG0000592	Smp_128960.1	SRDH2_31230.1, SRDH2_31230.7, SRDH2_31230.8, SRDH2_31230.2, SRDH2_31230.3, SRDH2_31230.6, SRDH2_31230.4, SRDH2_31230.5
OG0000593	Smp_125790.1	SRDH2_36740.1
OG0000594	Smp_103810.1	SRDH2_50120.4, SRDH2_50120.10, SRDH2_50120.8, SRDH2_50120.3, SRDH2_50120.9, SRDH2_50120.7, SRDH2_50120.6, SRDH2_50120.5, SRDH2_50120.1, SRDH2_50120.11, SRDH2_50120.2
OG0000595	Smp_128150.1	SRDH2_48500.1
OG0000595	Smp_128150.1	SRDH2_48500.2
OG0000597	Smp_310050.1, Smp_310050.2	SRDH2_58850.1
OG0000597	Smp_310040.1	SRDH2_58840.1
OG0000597	Smp_327280.1	SRDH2_58820.1
OG0000597	Smp_138750.1	SRDH2_58830.1
OG0000598	Smp_135900.1	SRDH2_14800.1
OG0000599	Smp_105930.1	SRDH2_64220.10, SRDH2_64220.4, SRDH2_64220.3, SRDH2_64220.9, SRDH2_64220.6, SRDH2_64220.1, SRDH2_64220.5, SRDH2_64220.2, SRDH2_64220.7, SRDH2_64220.8, SRDH2_64220.11, SRDH2_64220.12
OG0000600	Smp_187940.1	SRDH2_68440.2, SRDH2_68440.1
OG0000601	Smp_134600.1	SRDH2_98250.1
OG0000601	Smp_172040.1	SRDH2_41220.1, SRDH2_41210.2, SRDH2_41210.3, SRDH2_41210.4, SRDH2_41210.1
OG0000602	Smp_346610.2, Smp_346610.3, Smp_346610.1, Smp_346610.4	SRDH2_15670.8, SRDH2_15670.5, SRDH2_15670.2, SRDH2_15670.9, SRDH2_15670.3, SRDH2_15670.10, SRDH2_15670.11, SRDH2_15670.4, SRDH2_15670.1, SRDH2_15670.6, SRDH2_15670.7
OG0000603	Smp_123010.1	SRDH2_51390.12, SRDH2_51390.10, SRDH2_51390.7, SRDH2_51390.13, SRDH2_51390.9, SRDH2_51390.8, SRDH2_51390.1, SRDH2_51390.2, SRDH2_51390.3, SRDH2_51390.11, SRDH2_51390.5, SRDH2_51390.6, SRDH2_51390.4
OG0000604	Smp_090930.1	SRDH2_39550.10, SRDH2_39550.11, SRDH2_39550.15, SRDH2_39550.1, SRDH2_39550.9, SRDH2_39550.13, SRDH2_39550.12, SRDH2_39550.4, SRDH2_39550.5, SRDH2_39550.2, SRDH2_39550.14, SRDH2_39550.3, SRDH2_39550.6, SRDH2_39550.7, SRDH2_39550.8
OG0000605	Smp_097750.1	SRDH2_27960.1
OG0000605	Smp_097800.1	SRDH2_27920.1
OG0000606	Smp_082240.1	SRDH2_110.1
OG0000606	Smp_082240.1	SRDH2_110.2
OG0000606	Smp_348800.1	SRDH2_110.1
OG0000606	Smp_348800.1	SRDH2_110.2
OG0000607	Smp_154420.1	SRDH2_31460.5, SRDH2_31460.2, SRDH2_31460.7, SRDH2_31460.9, SRDH2_31460.8, SRDH2_31460.1, SRDH2_31460.3, SRDH2_31460.6, SRDH2_31460.4
OG0000608	Smp_245720.1	SRDH2_51790.10, SRDH2_51790.2, SRDH2_51790.4, SRDH2_51790.5, SRDH2_51790.6, SRDH2_51790.12, SRDH2_51790.11, SRDH2_51790.3, SRDH2_51790.7, SRDH2_51790.8, SRDH2_51790.9, SRDH2_51790.1
OG0000609	Smp_163570.1, Smp_163570.2	SRDH2_27840.5, SRDH2_27840.6, SRDH2_27840.4, SRDH2_27840.2, SRDH2_27840.7, SRDH2_27840.3, SRDH2_27840.8, SRDH2_27840.1
OG0000610	Smp_035430.1	SRDH2_28620.1
OG0000610	Smp_176600.1	SRDH2_23520.1
OG0000611	Smp_320240.1	SRDH2_43480.2, SRDH2_43480.1
OG0000612	Smp_213240.1	SRDH2_9160.5, SRDH2_9160.6, SRDH2_9160.9, SRDH2_9160.7, SRDH2_9160.4, SRDH2_9160.8, SRDH2_9160.3, SRDH2_9160.1, SRDH2_9160.2
OG0000613	Smp_196510.1	SRDH2_37860.1
OG0000614	Smp_097180.1, Smp_097180.2	SRDH2_44550.1, SRDH2_44550.2, SRDH2_44550.3, SRDH2_44550.4
OG0000615	Smp_157150.1	SRDH2_15160.2, SRDH2_15160.9, SRDH2_15160.8, SRDH2_15160.1, SRDH2_15160.5, SRDH2_15160.6, SRDH2_15160.3, SRDH2_15160.4, SRDH2_15160.7
OG0000616	Smp_341160.1, Smp_341160.2	SRDH2_61720.6, SRDH2_61720.2, SRDH2_61720.9, SRDH2_61720.7, SRDH2_61720.8, SRDH2_61720.10, SRDH2_61720.11, SRDH2_61720.12, SRDH2_61720.14, SRDH2_61720.13, SRDH2_61720.4, SRDH2_61720.3, SRDH2_61720.5, SRDH2_61720.1
OG0000617	Smp_136240.1	SRDH2_83990.2, SRDH2_83990.1
OG0000618	Smp_127380.1, Smp_127380.2	SRDH2_34050.1
OG0000620	Smp_135230.1	SRDH2_15860.2, SRDH2_15860.3, SRDH2_15860.1
OG0000620	Smp_171580.1	SRDH2_46120.2, SRDH2_46120.3, SRDH2_46120.1
OG0000621	Smp_208090.1	SRDH2_30470.4, SRDH2_30470.15, SRDH2_30470.12, SRDH2_30470.14, SRDH2_30470.10, SRDH2_30470.11, SRDH2_30470.13, SRDH2_30470.2, SRDH2_30470.3, SRDH2_30470.5, SRDH2_30470.6, SRDH2_30470.7, SRDH2_30470.1, SRDH2_30470.8, SRDH2_30470.9
OG0000622	Smp_137080.1	SRDH2_75250.1
OG0000623	Smp_212030.1	SRDH2_14950.10, SRDH2_14950.5, SRDH2_14950.6, SRDH2_14950.7, SRDH2_14950.8, SRDH2_14950.9, SRDH2_14950.4, SRDH2_14950.3, SRDH2_14950.1, SRDH2_14950.2
OG0000624	Smp_133150.1	SRDH2_29350.1, SRDH2_29350.3, SRDH2_29350.2, SRDH2_29350.4, SRDH2_29350.5
OG0000625	Smp_167590.1	SRDH2_37510.1, SRDH2_37510.2, SRDH2_37510.3, SRDH2_37510.4, SRDH2_37510.5
OG0000626	Smp_245970.1	SRDH2_55740.1, SRDH2_55740.2
OG0000627	Smp_132020.1	SRDH2_13770.4, SRDH2_13770.1, SRDH2_13770.3
OG0000628	Smp_132450.1	SRDH2_62710.2, SRDH2_62710.3, SRDH2_62710.5, SRDH2_62710.6, SRDH2_62710.16, SRDH2_62710.13, SRDH2_62710.15, SRDH2_62710.9, SRDH2_62710.14, SRDH2_62710.11, SRDH2_62710.10, SRDH2_62710.1, SRDH2_62710.4, SRDH2_62710.7, SRDH2_62710.8, SRDH2_62710.12
OG0000629	Smp_054790.1	SRDH2_39010.6, SRDH2_39010.8, SRDH2_39010.14, SRDH2_39010.9, SRDH2_39010.15, SRDH2_39010.13, SRDH2_39010.7, SRDH2_39010.12, SRDH2_39010.4, SRDH2_39010.1, SRDH2_39010.10, SRDH2_39010.11, SRDH2_39010.2, SRDH2_39010.3, SRDH2_39010.5
OG0000630	Smp_138180.1	SRDH2_60460.1, SRDH2_60460.2
OG0000631	Smp_165170.1	SRDH2_66410.1
OG0000631	Smp_335840.1, Smp_347080.1	SRDH2_62740.1, SRDH2_62740.2, SRDH2_62740.3, SRDH2_62740.4
OG0000632	Smp_046140.1	SRDH2_15270.3, SRDH2_15270.4, SRDH2_15270.10, SRDH2_15270.2, SRDH2_15270.5, SRDH2_15270.1, SRDH2_15270.6, SRDH2_15270.9, SRDH2_15270.7, SRDH2_15270.8
OG0000633	Smp_148220.1	SRDH2_53500.2, SRDH2_53500.1, SRDH2_53500.3, SRDH2_53500.4
OG0000636	Smp_144760.1	SRDH2_97960.2, SRDH2_97960.4, SRDH2_97960.3, SRDH2_97960.1, SRDH2_97960.6, SRDH2_97960.5
OG0000637	Smp_242110.1	SRDH2_50390.1
OG0000638	Smp_347950.1, Smp_347950.2	SRDH2_67670.1
OG0000639	Smp_197390.1	SRDH2_63410.13, SRDH2_63410.14, SRDH2_63410.3, SRDH2_63410.4, SRDH2_63410.11, SRDH2_63410.15, SRDH2_63410.12, SRDH2_63410.7, SRDH2_63410.8, SRDH2_63410.17, SRDH2_63410.6, SRDH2_63410.10, SRDH2_63410.5, SRDH2_63410.9, SRDH2_63410.2, SRDH2_63410.1, SRDH2_63410.16, SRDH2_63410.18
OG0000640	Smp_143980.1	SRDH2_87460.1
OG0000640	Smp_242850.1	SRDH2_87020.1
OG0000641	Smp_174920.1	SRDH2_6740.1
OG0000641	Smp_007690.1	SRDH2_4580.1
OG0000642	Smp_145980.1	SRDH2_63480.1, SRDH2_63480.2, SRDH2_63480.10, SRDH2_63480.5, SRDH2_63480.3, SRDH2_63480.4, SRDH2_63480.6, SRDH2_63480.7, SRDH2_63480.8, SRDH2_63480.9
OG0000643	Smp_045420.1	SRDH2_53990.1
OG0000643	Smp_045410.1	SRDH2_54000.1
OG0000643	Smp_045410.1	SRDH2_54000.2
OG0000643	Smp_045410.2	SRDH2_54000.1
OG0000643	Smp_045410.2	SRDH2_54000.2
OG0000644	Smp_170550.1, Smp_170550.2	SRDH2_98990.1
OG0000645	Smp_132850.1, Smp_210550.2	SRDH2_10740.2, SRDH2_10740.1
OG0000646	Smp_011660.2	SRDH2_9200.1
OG0000646	Smp_011660.3	SRDH2_9190.2, SRDH2_9190.3, SRDH2_9190.8, SRDH2_9190.7, SRDH2_9190.4, SRDH2_9190.5, SRDH2_9190.6, SRDH2_9190.1
OG0000647	Smp_129420.1	SRDH2_63670.1, SRDH2_63670.2
OG0000648	Smp_214260.1	SRDH2_95100.1, SRDH2_95100.4, SRDH2_95100.5, SRDH2_95100.3, SRDH2_95100.2
OG0000649	Smp_247230.1	SRDH2_61460.1
OG0000650	Smp_042340.1	SRDH2_79600.4, SRDH2_79600.5, SRDH2_79600.1, SRDH2_79600.2, SRDH2_79600.3, SRDH2_79600.8, SRDH2_79600.6, SRDH2_79600.7
OG0000651	Smp_302650.1	SRDH2_42080.4, SRDH2_42080.2, SRDH2_42080.3, SRDH2_42080.5, SRDH2_42080.6, SRDH2_42080.1, SRDH2_42080.7, SRDH2_42080.8, SRDH2_42080.10, SRDH2_42080.9, SRDH2_42080.11
OG0000652	Smp_049600.1	SRDH2_40370.7, SRDH2_40370.6, SRDH2_40370.2, SRDH2_40370.4, SRDH2_40370.3, SRDH2_40370.1, SRDH2_40370.5
OG0000653	Smp_306290.1	SRDH2_41000.1
OG0000653	Smp_306300.1	SRDH2_40990.2, SRDH2_40990.1, SRDH2_40990.3
OG0000654	Smp_331710.1	SRDH2_38210.1
OG0000655	Smp_314360.1, Smp_332750.1, Smp_316680.1, Smp_316680.2, Smp_101230.1	SRDH2_83950.1
OG0000656	Smp_043150.1	SRDH2_77290.1, SRDH2_77290.6, SRDH2_77290.9, SRDH2_77290.7, SRDH2_77290.2, SRDH2_77290.3, SRDH2_77290.4, SRDH2_77290.8, SRDH2_77290.5
OG0000657	Smp_082280.1	SRDH2_92510.1, SRDH2_92510.2, SRDH2_92510.5, SRDH2_92510.6, SRDH2_92510.3, SRDH2_92510.4
OG0000659	Smp_157510.1	SRDH2_42040.6, SRDH2_42040.7, SRDH2_42040.1, SRDH2_42040.11, SRDH2_42040.12, SRDH2_42040.13, SRDH2_42040.2, SRDH2_42040.3, SRDH2_42040.4, SRDH2_42040.8, SRDH2_42040.9, SRDH2_42040.5, SRDH2_42040.10, SRDH2_42040.14
OG0000662	Smp_130100.1	SRDH2_53760.1
OG0000663	Smp_343540.1	SRDH2_31940.1
OG0000664	Smp_157740.1	SRDH2_14340.3, SRDH2_14340.1, SRDH2_14340.2, SRDH2_14340.10, SRDH2_14340.9, SRDH2_14340.5, SRDH2_14340.6, SRDH2_14340.4, SRDH2_14340.8, SRDH2_14340.7
OG0000665	Smp_334140.1	SRDH2_72630.1
OG0000666	Smp_145890.1	SRDH2_63400.5, SRDH2_63400.1, SRDH2_63400.3, SRDH2_63400.2, SRDH2_63400.6, SRDH2_63400.4
OG0000667	Smp_006320.1, Smp_006320.2	SRDH2_6290.1
OG0000668	Smp_014780.1	SRDH2_53580.1, SRDH2_53580.8, SRDH2_53580.4, SRDH2_53580.6, SRDH2_53580.7, SRDH2_53580.2, SRDH2_53580.3, SRDH2_53580.5, SRDH2_53580.10, SRDH2_53580.9
OG0000669	Smp_177120.1	SRDH2_70300.1, SRDH2_70300.2, SRDH2_70300.5, SRDH2_70300.3, SRDH2_70300.4
OG0000670	Smp_340760.1	SRDH2_44880.1
OG0000671	Smp_169530.1	SRDH2_78560.6, SRDH2_78560.1, SRDH2_78560.11, SRDH2_78560.10, SRDH2_78560.4, SRDH2_78560.8, SRDH2_78560.9, SRDH2_78560.3, SRDH2_78560.5, SRDH2_78560.2, SRDH2_78560.7
OG0000672	Smp_245600.1, Smp_245600.2	SRDH2_44470.4, SRDH2_44470.5, SRDH2_44470.9, SRDH2_44470.6, SRDH2_44470.8, SRDH2_44470.7, SRDH2_44470.1, SRDH2_44470.3, SRDH2_44470.2
OG0000673	Smp_173730.1	SRDH2_16600.1
OG0000674	Smp_041760.1	SRDH2_80150.1, SRDH2_80150.2, SRDH2_80150.7, SRDH2_80150.3, SRDH2_80150.4, SRDH2_80150.5, SRDH2_80150.6
OG0000675	Smp_089180.1	SRDH2_73540.1, SRDH2_73540.2, SRDH2_73540.3, SRDH2_73540.5, SRDH2_73540.6, SRDH2_73540.4, SRDH2_73540.7, SRDH2_73540.8
OG0000676	Smp_129950.1, Smp_129950.2	SRDH2_83890.1, SRDH2_83890.2, SRDH2_83890.3, SRDH2_83890.4, SRDH2_83890.5, SRDH2_83890.6, SRDH2_83890.7, SRDH2_83890.8, SRDH2_83890.9
OG0000677	Smp_304500.1	SRDH2_5290.1, SRDH2_5300.3, SRDH2_5300.2, SRDH2_5300.1
OG0000678	Smp_341660.1	SRDH2_38460.7, SRDH2_38460.2, SRDH2_38460.6, SRDH2_38460.5, SRDH2_38460.1, SRDH2_38460.3, SRDH2_38460.4
OG0000679	Smp_089240.1	SRDH2_73470.5, SRDH2_73470.7, SRDH2_73470.8, SRDH2_73470.3, SRDH2_73470.1, SRDH2_73470.2, SRDH2_73470.4, SRDH2_73470.6, SRDH2_73470.10, SRDH2_73470.11, SRDH2_73470.9
OG0000680	Smp_096640.1, Smp_096640.2	SRDH2_17380.1, SRDH2_17380.5, SRDH2_17380.6, SRDH2_17380.7, SRDH2_17380.2, SRDH2_17380.3, SRDH2_17380.8, SRDH2_17380.4
OG0000681	Smp_139540.1	SRDH2_32450.4, SRDH2_32450.7, SRDH2_32450.3, SRDH2_32450.2, SRDH2_32450.5, SRDH2_32450.6, SRDH2_32450.1
OG0000682	Smp_310140.1	SRDH2_43300.2, SRDH2_43300.3, SRDH2_43300.6, SRDH2_43300.5, SRDH2_43300.4, SRDH2_43300.7, SRDH2_43300.8, SRDH2_43300.1
OG0000683	Smp_028730.1	SRDH2_56130.1
OG0000683	Smp_000510.1	SRDH2_68900.1, SRDH2_68900.2, SRDH2_68900.3, SRDH2_68900.4
OG0000684	Smp_210150.1	SRDH2_87330.1, SRDH2_87330.2
OG0000685	Smp_145410.1, Smp_145410.2	SRDH2_77100.1
OG0000686	Smp_166830.1	SRDH2_61630.4, SRDH2_61630.3, SRDH2_61630.2, SRDH2_61630.1
OG0000687	Smp_169260.2, Smp_169260.1	SRDH2_27200.3, SRDH2_27200.5, SRDH2_27200.4, SRDH2_27200.7, SRDH2_27200.6, SRDH2_27200.1, SRDH2_27200.2
OG0000688	Smp_244830.1	SRDH2_660.1
OG0000689	Smp_169580.1	SRDH2_3020.5, SRDH2_3020.6, SRDH2_3020.13, SRDH2_3020.14, SRDH2_3020.7, SRDH2_3020.9, SRDH2_3020.1, SRDH2_3020.10, SRDH2_3020.12, SRDH2_3020.2, SRDH2_3020.3, SRDH2_3020.4, SRDH2_3020.8, SRDH2_3020.11, SRDH2_3020.15
OG0000690	Smp_176620.1	SRDH2_23480.2, SRDH2_23480.7, SRDH2_23480.1, SRDH2_23480.4, SRDH2_23480.6, SRDH2_23480.8, SRDH2_23480.5, SRDH2_23480.3
OG0000691	Smp_201940.1	SRDH2_58710.1, SRDH2_92400.1, SRDH2_55860.2, SRDH2_55860.3, SRDH2_9070.1, SRDH2_9070.2, SRDH2_98020.1, SRDH2_92400.2, SRDH2_55860.1, SRDH2_12700.1, SRDH2_95680.1, SRDH2_6860.1
OG0000691	Smp_205780.1	SRDH2_27390.1, SRDH2_33640.1
OG0000692	Smp_341180.1, Smp_341180.2	SRDH2_17530.1, SRDH2_17530.2, SRDH2_17530.3, SRDH2_17530.6, SRDH2_17530.4, SRDH2_17530.5
OG0000695	Smp_126480.1	SRDH2_99540.1
OG0000695	Smp_078690.1	SRDH2_45790.2, SRDH2_45790.3, SRDH2_45790.1
OG0000696	Smp_302850.1	SRDH2_5500.1
OG0000697	Smp_148720.1	SRDH2_40450.1
OG0000698	Smp_015220.1, Smp_015220.2	SRDH2_18520.1, SRDH2_18520.2, SRDH2_18520.10, SRDH2_18520.11, SRDH2_18520.12, SRDH2_18520.13, SRDH2_18520.6, SRDH2_18520.7, SRDH2_18520.8, SRDH2_18520.9, SRDH2_18520.14, SRDH2_18520.3, SRDH2_18520.5, SRDH2_18520.15, SRDH2_18520.4
OG0000699	Smp_157950.1	SRDH2_46750.3, SRDH2_46750.1, SRDH2_46750.2
OG0000700	Smp_349610.1	SRDH2_28600.1
OG0000700	Smp_319400.1	SRDH2_24350.1
OG0000700	Smp_092150.1	SRDH2_24360.1
OG0000700	Smp_151640.1	SRDH2_24370.1, SRDH2_24370.2
OG0000701	Smp_132270.1	SRDH2_62420.2, SRDH2_62420.3, SRDH2_62420.4, SRDH2_62420.7, SRDH2_62420.1, SRDH2_62420.5, SRDH2_62420.6, SRDH2_62420.8
OG0000702	Smp_123060.1	SRDH2_89410.19, SRDH2_89410.16, SRDH2_89410.13, SRDH2_89410.10, SRDH2_89410.14, SRDH2_89410.15, SRDH2_89410.18, SRDH2_89410.20, SRDH2_89410.9, SRDH2_89410.21, SRDH2_89410.3, SRDH2_89410.4, SRDH2_89410.6, SRDH2_89410.12, SRDH2_89410.2, SRDH2_89410.11, SRDH2_89410.17, SRDH2_89410.5, SRDH2_89410.7, SRDH2_89410.1, SRDH2_89410.8
OG0000703	Smp_123720.1	SRDH2_190.1
OG0000703	Smp_123720.1	SRDH2_190.3
OG0000704	Smp_072110.1	SRDH2_49040.1
OG0000704	Smp_072110.1	SRDH2_49040.2
OG0000705	Smp_347680.1	SRDH2_6190.1, SRDH2_6190.5, SRDH2_6190.3, SRDH2_6190.4, SRDH2_6190.2
OG0000706	Smp_104670.1	SRDH2_43620.1
OG0000706	Smp_014660.1	SRDH2_53670.2
OG0000706	Smp_014660.1	SRDH2_53670.3
OG0000707	Smp_152960.1	SRDH2_97620.1, SRDH2_97620.2, SRDH2_97620.3
OG0000708	Smp_041060.1	SRDH2_37730.1
OG0000709	Smp_198940.1	SRDH2_43880.1, SRDH2_43880.2
OG0000710	Smp_346720.1	SRDH2_8200.11, SRDH2_8200.5, SRDH2_8200.6, SRDH2_8200.9, SRDH2_8200.8, SRDH2_8200.10, SRDH2_8200.12, SRDH2_8200.4, SRDH2_8200.7, SRDH2_8200.3, SRDH2_8200.1, SRDH2_8200.2
OG0000711	Smp_334200.1	SRDH2_76260.2, SRDH2_76260.1, SRDH2_76260.4, SRDH2_76260.5, SRDH2_76260.3
OG0000712	Smp_148370.1	SRDH2_53320.1
OG0000713	Smp_312660.1	SRDH2_73970.1
OG0000714	Smp_196150.1	SRDH2_47070.2
OG0000714	Smp_196150.1	SRDH2_47070.6
OG0000714	Smp_196150.1	SRDH2_47070.9
OG0000714	Smp_196150.2	SRDH2_47070.1, SRDH2_47070.11, SRDH2_47070.4, SRDH2_47070.10
OG0000715	Smp_076950.1	SRDH2_27760.6, SRDH2_27760.5, SRDH2_27760.1, SRDH2_27760.2, SRDH2_27760.3, SRDH2_27760.4
OG0000716	Smp_244580.1	SRDH2_11870.2, SRDH2_11870.1, SRDH2_11870.4, SRDH2_11870.5, SRDH2_11870.3
OG0000717	Smp_311920.1, Smp_346240.1	SRDH2_60610.1, SRDH2_60610.2, SRDH2_60610.3, SRDH2_60610.4, SRDH2_60610.5, SRDH2_60610.6, SRDH2_60610.7
OG0000718	Smp_135560.1	SRDH2_76530.1
OG0000719	Smp_137650.1	SRDH2_56140.4, SRDH2_56140.1, SRDH2_56140.2, SRDH2_56140.5, SRDH2_56140.7, SRDH2_56140.9, SRDH2_56140.6, SRDH2_56140.8, SRDH2_56140.3, SRDH2_56140.10
OG0000720	Smp_213520.1	SRDH2_78850.1
OG0000721	Smp_122800.1	SRDH2_46480.2, SRDH2_46480.4, SRDH2_46480.12, SRDH2_46480.7, SRDH2_46480.9, SRDH2_46480.13, SRDH2_46480.5, SRDH2_46480.8, SRDH2_46480.3, SRDH2_46480.1, SRDH2_46480.11, SRDH2_46480.6, SRDH2_46480.10
OG0000722	Smp_166610.1	SRDH2_5400.1, SRDH2_5400.9, SRDH2_5400.10, SRDH2_5400.6, SRDH2_5400.2, SRDH2_5400.3, SRDH2_5400.4, SRDH2_5400.5, SRDH2_5400.7, SRDH2_5400.8
OG0000723	Smp_169520.1	SRDH2_78550.1, SRDH2_78550.3, SRDH2_78550.4, SRDH2_78550.10, SRDH2_78550.8, SRDH2_78550.7, SRDH2_78550.5, SRDH2_78550.2, SRDH2_78550.9, SRDH2_78550.6
OG0000724	Smp_157560.1	SRDH2_42140.1, SRDH2_42140.2, SRDH2_42140.3
OG0000725	Smp_155780.1	SRDH2_78920.1
OG0000726	Smp_175570.1	SRDH2_30220.1, SRDH2_30220.2
OG0000726	Smp_097240.1	SRDH2_30230.1
OG0000727	Smp_079700.1	SRDH2_38860.2, SRDH2_38860.3, SRDH2_38860.8, SRDH2_38860.12, SRDH2_38860.13, SRDH2_38860.1, SRDH2_38860.5, SRDH2_38860.6, SRDH2_38860.7, SRDH2_38860.10, SRDH2_38860.11, SRDH2_38860.9, SRDH2_38860.14, SRDH2_38860.4
OG0000728	Smp_071960.1	SRDH2_49170.1
OG0000729	Smp_128370.1	SRDH2_9110.1, SRDH2_9120.2, SRDH2_9120.1, SRDH2_9120.3
OG0000730	Smp_074070.1	SRDH2_61680.1, SRDH2_61680.2, SRDH2_61680.3, SRDH2_61680.4
OG0000731	Smp_347040.1	SRDH2_78130.12, SRDH2_78130.13, SRDH2_78130.10, SRDH2_78130.8, SRDH2_78130.1, SRDH2_78130.4, SRDH2_78130.3, SRDH2_78130.11, SRDH2_78130.2, SRDH2_78130.7, SRDH2_78130.6, SRDH2_78130.9, SRDH2_78130.5
OG0000733	Smp_169150.1	SRDH2_2970.1, SRDH2_2970.2
OG0000733	Smp_169150.2	SRDH2_2970.3, SRDH2_2970.4, SRDH2_2970.5
OG0000736	Smp_144940.1	SRDH2_80070.2, SRDH2_80070.3, SRDH2_80070.4, SRDH2_80070.5, SRDH2_80070.6, SRDH2_80070.1, SRDH2_80070.9, SRDH2_80070.7, SRDH2_80070.8
OG0000737	Smp_305100.1, Smp_305110.1	SRDH2_10170.1
OG0000738	Smp_205270.1	SRDH2_71450.1, SRDH2_71450.2
OG0000738	Smp_346410.1	SRDH2_71460.1
OG0000739	Smp_094380.1	SRDH2_56790.2, SRDH2_56790.1, SRDH2_56790.3, SRDH2_56790.4, SRDH2_56840.1
OG0000740	Smp_093920.1	SRDH2_8610.1
OG0000741	Smp_129260.1	SRDH2_86820.1
OG0000742	Smp_112480.1	SRDH2_86190.2, SRDH2_85800.1, SRDH2_14110.1, SRDH2_86300.1, SRDH2_86310.1, SRDH2_86310.2, SRDH2_86320.1, SRDH2_86240.1, SRDH2_86230.1, SRDH2_86230.2, SRDH2_86230.3
OG0000743	Smp_150340.1	SRDH2_21800.11, SRDH2_21800.10, SRDH2_21800.1, SRDH2_21800.2, SRDH2_21800.3, SRDH2_21800.4, SRDH2_21800.5, SRDH2_21800.6, SRDH2_21800.7, SRDH2_21800.8, SRDH2_21800.9
OG0000744	Smp_171640.1	SRDH2_3670.1
OG0000744	Smp_171640.1	SRDH2_3670.3
OG0000744	Smp_171640.1	SRDH2_3670.4
OG0000744	Smp_171640.1	SRDH2_3670.7
OG0000745	Smp_142600.1	SRDH2_31900.1, SRDH2_31900.2, SRDH2_31900.3, SRDH2_31900.4
OG0000747	Smp_344430.1, Smp_344430.2	SRDH2_43190.2, SRDH2_43190.3, SRDH2_43190.5, SRDH2_43190.1, SRDH2_43190.4, SRDH2_43190.6
OG0000748	Smp_053220.1	SRDH2_72150.1
OG0000748	Smp_150700.1	SRDH2_72110.1
OG0000749	Smp_213300.1, Smp_213300.2	SRDH2_71650.1
OG0000750	Smp_306910.1	SRDH2_76160.3, SRDH2_76160.1, SRDH2_76160.6, SRDH2_76160.7, SRDH2_76160.2, SRDH2_76160.5, SRDH2_76160.4, SRDH2_76160.10, SRDH2_76160.9, SRDH2_76160.8
