Orthogroup	schistosoma_mansoni	schistosoma_japonicum
OG0001254	Smp_301570.1, Smp_197230.1	EWB00_005971, EWB00_005970
OG0001255	Smp_133170.1	EWB00_000639.1, EWB00_000639.2
OG0001256	Smp_161250.1	EWB00_010707
OG0001257	Smp_321890.1	EWB00_005008.1, EWB00_005008.2
OG0001258	Smp_096760.1	EWB00_007264
OG0001259	Smp_080620.1	EWB00_003857
OG0001260	Smp_021590.1	EWB00_005642.1, EWB00_005642.2
OG0001261	Smp_078710.1	EWB00_004737
OG0001262	Smp_085540.1	EWB00_008791
OG0001263	Smp_169890.1	EWB00_001923.1, EWB00_001923.2
OG0001263	Smp_169880.1	EWB00_001920
OG0001264	Smp_146410.1	EWB00_006491.1, EWB00_006491.2
OG0001265	Smp_132300.1	EWB00_011339
OG0001266	Smp_346940.1	EWB00_000975.2, EWB00_000975.1, EWB00_000975.3
OG0001267	Smp_012340.1	EWB00_010689.1, EWB00_010689.2
OG0001268	Smp_316080.1	EWB00_001949
OG0001268	Smp_121190.1	EWB00_000426
OG0001269	Smp_016200.1	EWB00_007070.1, EWB00_007070.3, EWB00_007070.2
OG0001270	Smp_345920.1	EWB00_001976
OG0001271	Smp_342930.1	EWB00_000909
OG0001272	Smp_089100.1	EWB00_007476.1, EWB00_007476.2
OG0001273	Smp_127010.3, Smp_127010.1	EWB00_003439.1, EWB00_003439.2
OG0001274	Smp_346490.1	EWB00_008932
OG0001275	Smp_147630.1	EWB00_002146.1, EWB00_002146.2, EWB00_002146.3
OG0001276	Smp_144390.1	EWB00_004707.1, EWB00_004707.2, EWB00_004707.3
OG0001277	Smp_332880.1	EWB00_007325.1, EWB00_007325.2
OG0001278	Smp_141970.1	EWB00_000340.1, EWB00_000340.2, EWB00_000340.3
OG0001279	Smp_213170.1	EWB00_008361
OG0001280	Smp_154930.1	EWB00_007757
OG0001281	Smp_313760.1, Smp_313760.2, Smp_313740.1, Smp_332670.1	EWB00_001210, EWB00_001209, EWB00_001211
OG0001282	Smp_041480.1	EWB00_000576.1, EWB00_000576.2, EWB00_000576.3, EWB00_000576.4, EWB00_000576.5
OG0001283	Smp_317370.1	EWB00_006849
OG0001284	Smp_153110.1, Smp_146430.1, Smp_146430.2	EWB00_006559.1, EWB00_006559.2
OG0001285	Smp_244810.1	EWB00_010229.1, EWB00_010229.2
OG0001288	Smp_140100.1	EWB00_009423.1, EWB00_009423.2, EWB00_009423.3
OG0001289	Smp_140840.1	EWB00_006051.1, EWB00_006051.2, EWB00_006051.3
OG0001290	Smp_120360.1	EWB00_006343
OG0001291	Smp_209040.1	EWB00_007770
OG0001292	Smp_346070.1	EWB00_007784.1, EWB00_007784.2
OG0001293	Smp_037540.1	EWB00_003795
OG0001294	Smp_140490.1	EWB00_007854.1, EWB00_007854.3, EWB00_007854.2
OG0001295	Smp_125810.1	EWB00_008156.4, EWB00_008156.1, EWB00_008156.5, EWB00_008156.6, EWB00_008156.3, EWB00_008156.2
OG0001296	Smp_330650.1	EWB00_008597
OG0001297	Smp_163290.1, Smp_163290.2	EWB00_003697
OG0001298	Smp_000040.1	EWB00_004298.2, EWB00_004298.3, EWB00_004298.1
OG0001299	Smp_210470.1	EWB00_005967.1, EWB00_005967.2, EWB00_005967.3, EWB00_005967.4, EWB00_005967.6, EWB00_005967.5, EWB00_005967.7
OG0001300	Smp_245090.1	EWB00_009240
OG0001301	Smp_241750.1	EWB00_002152.1, EWB00_002152.2, EWB00_002152.3, EWB00_002152.4
OG0001302	Smp_153170.1	EWB00_007901.1, EWB00_007901.2, EWB00_007901.3
OG0001303	Smp_125800.1	EWB00_008157.2, EWB00_008157.1
OG0001304	Smp_087930.1	EWB00_004457.2, EWB00_004457.1, EWB00_004457.3, EWB00_004457.4
OG0001305	Smp_021550.1	EWB00_005639
OG0001306	Smp_075060.1, Smp_075060.2, Smp_162660.1	EWB00_011148
OG0001307	Smp_152710.1	EWB00_008828.1, EWB00_008828.2, EWB00_008828.3, EWB00_008828.5, EWB00_008828.6, EWB00_008828.4
OG0001307	Smp_314320.1	EWB00_008823.3, EWB00_008823.1, EWB00_008823.2
OG0001308	Smp_144820.1	EWB00_001421
OG0001309	Smp_126850.1	EWB00_011058.1, EWB00_011058.2
OG0001310	Smp_163500.1	EWB00_010881.1, EWB00_010881.2
OG0001311	Smp_079860.1	EWB00_004898
OG0001312	Smp_094360.1	EWB00_002585.1, EWB00_002585.3, EWB00_002585.4, EWB00_002585.2
OG0001313	Smp_344870.1	EWB00_008761
OG0001315	Smp_201760.1, Smp_073070.1	EWB00_002581
OG0001316	Smp_127240.2, Smp_127240.1	EWB00_008370
OG0001316	Smp_210120.1	EWB00_001349, EWB00_001348
OG0001317	Smp_045920.1, Smp_045920.2	EWB00_002314.1, EWB00_002314.2, EWB00_002314.3, EWB00_002314.4, EWB00_002314.5
OG0001319	Smp_344060.1	EWB00_006154.1, EWB00_006154.2
OG0001320	Smp_052350.1	EWB00_008863
OG0001321	Smp_345440.1	EWB00_008520, EWB00_008521
OG0001322	Smp_128130.1	EWB00_010777
OG0001323	Smp_130790.2, Smp_130790.1, Smp_130790.3	EWB00_005668
OG0001324	Smp_341920.1	EWB00_008054.1, EWB00_008054.2
OG0001325	Smp_198330.1	EWB00_003691, EWB00_005835
OG0001326	Smp_123340.1	EWB00_006474.2, EWB00_006474.3, EWB00_006474.5, EWB00_006474.1, EWB00_006474.4
OG0001327	Smp_046430.1	EWB00_011417
OG0001330	Smp_012570.1	EWB00_004141.1, EWB00_004141.2
OG0001331	Smp_143480.1	EWB00_010728.1, EWB00_010728.2
OG0001332	Smp_004310.1	EWB00_000493.3, EWB00_000493.4, EWB00_000493.2, EWB00_000493.1
OG0001332	Smp_062890.2, Smp_062890.1	EWB00_002767
OG0001333	Smp_333640.1	EWB00_008908
OG0001334	Smp_133820.1	EWB00_005632.1, EWB00_005632.2, EWB00_005632.3
OG0001335	Smp_012740.1	EWB00_010111
OG0001336	Smp_159330.1, Smp_310230.1	EWB00_004039
OG0001337	Smp_341950.1	EWB00_006488.1, EWB00_006488.2, EWB00_006489
OG0001338	Smp_144490.1	EWB00_005602
OG0001339	Smp_155370.1	EWB00_009385
OG0001340	Smp_116360.1, Smp_210650.1	EWB00_009670, EWB00_009671
OG0001341	Smp_070190.1	EWB00_003889
OG0001342	Smp_245860.1	EWB00_010648.1, EWB00_010648.2
OG0001343	Smp_062900.1, Smp_062900.3	EWB00_002765.2, EWB00_002765.3, EWB00_002765.1
OG0001344	Smp_207030.1	EWB00_009004
OG0001345	Smp_040190.1	EWB00_002797
OG0001346	Smp_345885.1, Smp_345880.1	EWB00_009374.1, EWB00_009374.2, EWB00_009373
OG0001347	Smp_301170.2, Smp_301170.1	EWB00_001746.1, EWB00_001746.2, EWB00_001746.3
OG0001348	Smp_019380.1	EWB00_004267.1, EWB00_004267.2
OG0001349	Smp_244400.1, Smp_244400.2	EWB00_002368, EWB00_002365
OG0001350	Smp_246620.1	EWB00_007465
OG0001351	Smp_342560.1	EWB00_007066.1, EWB00_007066.2
OG0001352	Smp_089650.2, Smp_089650.1	EWB00_007051.1, EWB00_007051.2
OG0001353	Smp_246550.1	EWB00_005902.1, EWB00_005902.2, EWB00_005902.3
OG0001354	Smp_018950.1	EWB00_009879.1, EWB00_009879.2
OG0001355	Smp_307950.1	EWB00_003862.3, EWB00_003862.1, EWB00_003862.2
OG0001356	Smp_089220.1	EWB00_002725
OG0001357	Smp_090980.1	EWB00_006165
OG0001358	Smp_169970.1	EWB00_001067.1, EWB00_001067.2, EWB00_001067.4, EWB00_001067.3
OG0001359	Smp_312870.3, Smp_312870.2, Smp_312870.1	EWB00_006603
OG0001361	Smp_035030.1	EWB00_003304
OG0001362	Smp_012900.1	EWB00_002884.1, EWB00_002884.2
OG0001363	Smp_144860.1	EWB00_001426.2, EWB00_001426.1
OG0001364	Smp_210130.1	EWB00_001353
OG0001365	Smp_042020.1	EWB00_007381
OG0001366	Smp_311200.1, Smp_311200.2	EWB00_005408.1, EWB00_005408.2
OG0001367	Smp_125280.1	EWB00_004799.3, EWB00_004799.1, EWB00_004799.2
OG0001368	Smp_130480.1	EWB00_006451.3, EWB00_006451.4, EWB00_006451.1, EWB00_006451.2
OG0001369	Smp_050890.1	EWB00_011378.1, EWB00_011378.2, EWB00_011378.3
OG0001370	Smp_204740.1	EWB00_002230, EWB00_002234
OG0001371	Smp_127440.1	EWB00_004314.2, EWB00_004314.4, EWB00_004314.5, EWB00_004314.3, EWB00_004314.1
OG0001372	Smp_144520.1	EWB00_001272, EWB00_005599.1, EWB00_005599.4, EWB00_001273, EWB00_005599.3, EWB00_005599.2
OG0001373	Smp_328230.1	EWB00_001922, EWB00_007903.2, EWB00_007903.1, EWB00_007903.3
OG0001374	Smp_132260.1	EWB00_011328
OG0001375	Smp_155840.1	EWB00_002001
OG0001376	Smp_089400.1	EWB00_009961
OG0001377	Smp_129500.1	EWB00_009170
OG0001378	Smp_028440.1	EWB00_007333.5, EWB00_007333.3, EWB00_007333.4, EWB00_007333.1, EWB00_007333.2, EWB00_007333.6
OG0001379	Smp_169430.1	EWB00_008653
OG0001380	Smp_083480.1, Smp_083480.2	EWB00_000503.1, EWB00_000503.2
OG0001381	Smp_050830.1, Smp_050830.2	EWB00_004538
OG0001382	Smp_346350.1	EWB00_005035.1, EWB00_005035.2
OG0001383	Smp_139060.1	EWB00_009013, EWB00_009014
OG0001384	Smp_247890.1	EWB00_009445.3, EWB00_009445.4, EWB00_009445.2, EWB00_009445.1
OG0001385	Smp_244700.2, Smp_244700.5, Smp_244700.1, Smp_244700.3, Smp_244700.4	EWB00_001547
OG0001386	Smp_345600.1	EWB00_004901, EWB00_004900
OG0001387	Smp_123165.1	EWB00_008055
OG0001388	Smp_147390.1	EWB00_009408
OG0001389	Smp_245480.1	EWB00_000171
OG0001390	Smp_147890.1, Smp_147890.2	EWB00_004599
OG0001391	Smp_180810.1	EWB00_003387.2, EWB00_003387.3, EWB00_003387.1
OG0001392	Smp_025550.1, Smp_025550.3, Smp_025550.2	EWB00_007691
OG0001393	Smp_142700.1	EWB00_003130
OG0001393	Smp_037960.1	EWB00_003131
OG0001394	Smp_345220.1, Smp_350000.1	EWB00_010972.1, EWB00_010972.2
OG0001395	Smp_087940.1	EWB00_004458
OG0001395	Smp_073790.1	EWB00_000296.4, EWB00_000296.1, EWB00_000296.2, EWB00_000296.3
OG0001396	Smp_335960.1, Smp_146010.1	EWB00_010769
OG0001397	Smp_070710.1	EWB00_007740
OG0001398	Smp_155400.1	EWB00_009382.5, EWB00_009382.2, EWB00_009382.3, EWB00_009382.4, EWB00_009382.1
OG0001399	Smp_046780.1, Smp_009310.1	EWB00_008572
OG0001400	Smp_128070.1	EWB00_000847
OG0001401	Smp_245710.1	EWB00_008415, EWB00_008414
OG0001402	Smp_079400.1	EWB00_005115.1, EWB00_005115.2, EWB00_005115.3, EWB00_005115.6, EWB00_005115.4, EWB00_005115.5
OG0001403	Smp_137660.1	EWB00_002225
OG0001404	Smp_333330.1	EWB00_010350.1, EWB00_010350.2
OG0001405	Smp_066820.1	EWB00_002914
OG0001406	Smp_019900.1	EWB00_009121.2, EWB00_009121.3, EWB00_009121.4, EWB00_009121.5, EWB00_009121.1, EWB00_009121.7, EWB00_009121.6
OG0001407	Smp_343670.1, Smp_330770.1	EWB00_004502
OG0001408	Smp_152290.2, Smp_152290.1	EWB00_006991
OG0001408	Smp_152280.1	EWB00_006989.1, EWB00_006989.2, EWB00_006989.3
OG0001409	Smp_315850.1	EWB00_007601
OG0001410	Smp_319370.1, Smp_032230.1	EWB00_008363.1, EWB00_008363.2, EWB00_008362.3, EWB00_008362.1, EWB00_008362.2
OG0001411	Smp_141150.1	EWB00_003306.1, EWB00_003306.2, EWB00_003306.3
OG0001412	Smp_246000.1	EWB00_003296.1, EWB00_003296.2
OG0001413	Smp_152940.1, Smp_152940.2	EWB00_003030.1, EWB00_003030.2
OG0001414	Smp_347700.2, Smp_347700.1	EWB00_004847
OG0001415	Smp_073290.1	EWB00_004624
OG0001416	Smp_136580.1	EWB00_009367.2, EWB00_009367.1
OG0001417	Smp_157770.1	EWB00_000686.1, EWB00_000686.2
OG0001418	Smp_171720.1, Smp_171720.2	EWB00_010214.2, EWB00_010214.1, EWB00_010214.3, EWB00_010214.4, EWB00_010214.5
OG0001420	Smp_082560.1	EWB00_001481.1, EWB00_001481.2, EWB00_001481.3
OG0001421	Smp_319130.1	EWB00_004354
OG0001422	Smp_042670.1	EWB00_001374.1, EWB00_001374.2
OG0001423	Smp_343580.1	EWB00_003255
OG0001424	Smp_347330.1	EWB00_005772.2, EWB00_005772.5, EWB00_005772.1, EWB00_005772.6, EWB00_005772.3, EWB00_005772.4
OG0001425	Smp_003250.2, Smp_003250.1	EWB00_000266.1, EWB00_000266.2, EWB00_000266.3, EWB00_000266.4
OG0001426	Smp_006190.1	EWB00_011239.2, EWB00_011239.1, EWB00_011239.3
OG0001427	Smp_337460.1	EWB00_004103
OG0001428	Smp_304030.1, Smp_304040.1	EWB00_004240
OG0001429	Smp_181120.1	EWB00_010670.1, EWB00_010670.2
OG0001430	Smp_121580.1	EWB00_002215
OG0001431	Smp_123490.1	EWB00_010501.6, EWB00_010501.4, EWB00_010501.5, EWB00_010501.1, EWB00_010501.3, EWB00_010501.2
OG0001432	Smp_166080.1	EWB00_002429.1, EWB00_002429.2
OG0001433	Smp_051230.1, Smp_051230.2	EWB00_006443
OG0001434	Smp_166680.1	EWB00_003352, EWB00_003353
OG0001435	Smp_062420.1	EWB00_001419, EWB00_001418
OG0001436	Smp_042300.1	EWB00_004555.1, EWB00_004555.2, EWB00_004555.3, EWB00_004555.4
OG0001437	Smp_129700.1	EWB00_005353
OG0001437	Smp_328430.1	EWB00_002165
OG0001438	Smp_088250.1	EWB00_001046.1, EWB00_001046.3, EWB00_001046.2
OG0001439	Smp_053550.1, Smp_053550.2	EWB00_007162.1, EWB00_007162.2
OG0001440	Smp_301990.1, Smp_301990.2	EWB00_001292
OG0001441	Smp_025010.1	EWB00_001887.1, EWB00_001887.2, EWB00_001887.3, EWB00_001887.4, EWB00_001887.5, EWB00_001891.4, EWB00_001891.6, EWB00_001891.2, EWB00_001891.3, EWB00_001891.5, EWB00_001891.1
OG0001442	Smp_333550.1	EWB00_007731
OG0001443	Smp_076150.1	EWB00_008501.2, EWB00_008501.1, EWB00_008501.4, EWB00_008501.3
OG0001444	Smp_211030.1	EWB00_004974.1, EWB00_004974.3, EWB00_004974.2, EWB00_004974.4
OG0001445	Smp_342290.1	EWB00_003448.1, EWB00_003448.2
OG0001446	Smp_154180.1, Smp_334190.1	EWB00_010796
OG0001447	Smp_090110.1	EWB00_010576.1, EWB00_010576.2
OG0001447	Smp_090100.1	EWB00_010579
OG0001448	Smp_334415.1, Smp_334410.1	EWB00_010574.1, EWB00_010574.2, EWB00_010573.1, EWB00_010573.2
OG0001449	Smp_173620.1	EWB00_002956
OG0001450	Smp_074570.1, Smp_074570.2	EWB00_000063.4, EWB00_000063.6, EWB00_000063.1, EWB00_000063.2, EWB00_000063.3, EWB00_000063.5
OG0001454	Smp_058140.2, Smp_058140.1, Smp_058140.3	EWB00_008794.3, EWB00_008794.1, EWB00_008794.2, EWB00_008794.4, EWB00_008794.5
OG0001455	Smp_097560.1	EWB00_006672
OG0001456	Smp_342870.1	EWB00_009329.2, EWB00_009329.4, EWB00_009329.1, EWB00_009329.3
OG0001457	Smp_166580.1	EWB00_006287
OG0001458	Smp_081200.1	EWB00_005995
OG0001459	Smp_327210.1, Smp_313440.1, Smp_327200.1, Smp_317020.1	EWB00_003190
OG0001460	Smp_132700.2, Smp_132700.1	EWB00_004279
OG0001461	Smp_035390.1	EWB00_010024.2, EWB00_010024.3, EWB00_010024.1, EWB00_010024.4
OG0001462	Smp_345300.1	EWB00_005942.4, EWB00_005942.7, EWB00_005942.3, EWB00_005942.6, EWB00_005942.8, EWB00_005942.9, EWB00_005942.10, EWB00_005942.2, EWB00_005942.1, EWB00_005942.5
OG0001463	Smp_345620.1	EWB00_003859
OG0001464	Smp_212080.1	EWB00_005411
OG0001465	Smp_145420.1	EWB00_001179.1, EWB00_001179.2, EWB00_001179.3
OG0001466	Smp_022110.1	EWB00_006339.1, EWB00_006339.2, EWB00_006339.3, EWB00_006339.4
OG0001467	Smp_326160.1, Smp_167880.2, Smp_167880.1	EWB00_000404.4, EWB00_000404.1, EWB00_000404.2, EWB00_000404.3
OG0001468	Smp_241470.1	EWB00_000106
OG0001469	Smp_150560.1	EWB00_001504
OG0001470	Smp_132550.1	EWB00_009880.1, EWB00_009880.2
OG0001471	Smp_029070.1	EWB00_000232, EWB00_000231, EWB00_000235
OG0001472	Smp_144370.1	EWB00_004700
OG0001473	Smp_008830.1	EWB00_011064.1, EWB00_011064.3, EWB00_011064.2
OG0001474	Smp_247270.1	EWB00_003899
OG0001475	Smp_311650.1	EWB00_002159.1, EWB00_002159.2, EWB00_002159.3
OG0001476	Smp_174230.1	EWB00_009089, EWB00_009090
OG0001477	Smp_105200.1	EWB00_008376.5, EWB00_008376.1, EWB00_008376.3, EWB00_008376.2, EWB00_008376.4
OG0001478	Smp_345630.1, Smp_345630.2	EWB00_011273, EWB00_002424.2, EWB00_002424.1, EWB00_002424.3
OG0001479	Smp_305050.1, Smp_305060.1	EWB00_010375.1, EWB00_010375.2
OG0001480	Smp_172810.1	EWB00_004676
OG0001481	Smp_310510.1, Smp_310510.2, Smp_310520.1	EWB00_010804
OG0001482	Smp_164010.1	EWB00_000369
OG0001483	Smp_341560.1	EWB00_007364.1, EWB00_007364.2, EWB00_007364.3
OG0001484	Smp_099160.1	EWB00_007567.2, EWB00_007567.1, EWB00_007567.3, EWB00_007567.4
OG0001485	Smp_172420.1	EWB00_001745.1, EWB00_001745.2, EWB00_001745.3, EWB00_001745.4, EWB00_001745.5
OG0001486	Smp_148460.1	EWB00_010654
OG0001487	Smp_129550.1, Smp_129580.1	EWB00_001107.1, EWB00_001107.2, EWB00_001107.3
OG0001488	Smp_132750.1	EWB00_004266
OG0001488	Smp_005790.1	EWB00_004796
OG0001489	Smp_003340.1	EWB00_000255.1, EWB00_000255.2, EWB00_000255.3
OG0001490	Smp_246460.1	EWB00_002584
OG0001491	Smp_320940.3, Smp_320940.1, Smp_320940.2, Smp_158740.1	EWB00_006325.1, EWB00_006325.2
OG0001492	Smp_161220.1	EWB00_010698
OG0001493	Smp_210300.1	EWB00_000174
OG0001494	Smp_181040.1	EWB00_008039.1, EWB00_008039.2
OG0001495	Smp_019680.1	EWB00_008592.1, EWB00_008592.2
OG0001496	Smp_334250.1	EWB00_007183.1, EWB00_007183.2, EWB00_007183.3
OG0001497	Smp_098760.1	EWB00_003402
OG0001498	Smp_320530.1	EWB00_009904
OG0001499	Smp_199800.1	EWB00_005585
OG0001500	Smp_138330.1	EWB00_003991.3, EWB00_003991.1, EWB00_003991.2
OG0001501	Smp_130260.1	EWB00_007411
OG0001502	Smp_244820.1, Smp_244820.2	EWB00_010230
OG0001503	Smp_154880.1	EWB00_006507.1, EWB00_006507.2, EWB00_006507.3, EWB00_006507.4, EWB00_006507.5
OG0001504	Smp_092810.1	EWB00_007101.2, EWB00_007101.3, EWB00_007101.6, EWB00_007101.7, EWB00_007101.4, EWB00_007101.5, EWB00_007101.1
OG0001505	Smp_127770.1	EWB00_005893
OG0001506	Smp_132090.1	EWB00_009392.1, EWB00_009392.2
OG0001507	Smp_130020.1	EWB00_006823
OG0001508	Smp_054800.1	EWB00_009523
OG0001509	Smp_153930.1	EWB00_010948
OG0001510	Smp_065580.1	EWB00_008757.1, EWB00_008757.3, EWB00_008757.4, EWB00_008757.2
OG0001511	Smp_006590.1	EWB00_010906.1, EWB00_010906.2, EWB00_010906.3, EWB00_010906.4
OG0001512	Smp_092320.1	EWB00_007373
OG0001513	Smp_241410.1	EWB00_009356.1, EWB00_009356.2
OG0001514	Smp_340970.1	EWB00_003846.1, EWB00_003846.2
OG0001515	Smp_347370.1, Smp_021370.1	EWB00_009461
OG0001516	Smp_244160.1	EWB00_010316.1, EWB00_010316.2
OG0001516	Smp_143780.1	EWB00_010314.3, EWB00_010314.4, EWB00_010314.2
OG0001517	Smp_097790.1, Smp_097790.2	EWB00_010873.3, EWB00_010873.1, EWB00_010873.2, EWB00_010873.4
OG0001518	Smp_153870.1, Smp_153870.2	EWB00_007187
OG0001519	Smp_150850.1	EWB00_007156, EWB00_007158.1, EWB00_007158.2, EWB00_007158.3
OG0001520	Smp_012030.1	EWB00_008664.1, EWB00_008664.4, EWB00_008664.2, EWB00_008664.3
OG0001521	Smp_245950.1	EWB00_011168.1, EWB00_011168.2
OG0001522	Smp_345770.1	EWB00_000808.4, EWB00_000808.3, EWB00_000808.1, EWB00_000808.2
OG0001523	Smp_171270.1	EWB00_008071
OG0001524	Smp_247650.1	EWB00_008943.2, EWB00_008943.1, EWB00_008943.4, EWB00_008943.3
OG0001525	Smp_136160.1	EWB00_001725
OG0001527	Smp_156160.1	EWB00_000712, EWB00_004948
OG0001528	Smp_152060.1	EWB00_006389
OG0001529	Smp_104520.1	EWB00_011254.1, EWB00_011254.2
OG0001530	Smp_133590.1, Smp_133590.2, Smp_133590.3	EWB00_002535.1, EWB00_009946, EWB00_002535.2, EWB00_002535.3
OG0001531	Smp_323830.2, Smp_323830.1	EWB00_002439.3, EWB00_002439.2, EWB00_002439.4, EWB00_002439.1
OG0001532	Smp_164820.1, Smp_322070.1	EWB00_007573.1, EWB00_007573.2
OG0001533	Smp_047720.1	EWB00_010521
OG0001534	Smp_156630.1	EWB00_011036.1, EWB00_011036.2
OG0001535	Smp_123320.1	EWB00_006942
OG0001536	Smp_149530.1	EWB00_006442
OG0001537	Smp_133900.1, Smp_133890.1	EWB00_005648
OG0001538	Smp_078240.1	EWB00_000322
OG0001539	Smp_156990.1	EWB00_005624.2, EWB00_005624.1
OG0001540	Smp_088460.1	EWB00_006207.1, EWB00_006207.2, EWB00_006207.3, EWB00_006207.4
OG0001541	Smp_039160.1	EWB00_010178.1, EWB00_010178.2, EWB00_010179
OG0001542	Smp_179010.1	EWB00_010723.1, EWB00_010723.2
OG0001543	Smp_321255.1	EWB00_008401.3, EWB00_008401.4, EWB00_008401.1, EWB00_008401.2
OG0001544	Smp_135990.1	EWB00_009740.1, EWB00_009740.2
OG0001545	Smp_016510.1	EWB00_002078.1, EWB00_002078.2
OG0001546	Smp_346820.1, Smp_335570.1	EWB00_004303
OG0001547	Smp_345370.1	EWB00_004888.1, EWB00_004888.2, EWB00_004888.3
OG0001548	Smp_317540.1	EWB00_005068.3, EWB00_005068.1, EWB00_005068.2
OG0001549	Smp_154610.1	EWB00_004742.3, EWB00_004742.1, EWB00_004742.2
OG0001554	Smp_129020.1	EWB00_002893
OG0001555	Smp_138810.1, Smp_153890.1	EWB00_007184
OG0001556	Smp_140440.1	EWB00_003408.4, EWB00_003408.1, EWB00_003408.3, EWB00_003408.2
OG0001557	Smp_161380.1	EWB00_001587
OG0001558	Smp_053900.1	EWB00_004824, EWB00_009609.2, EWB00_009609.1
OG0001559	Smp_210340.1, Smp_245730.1, Smp_245740.1	EWB00_003678
OG0001560	Smp_013080.1	EWB00_007132.1, EWB00_007132.2, EWB00_007132.3
OG0001561	Smp_310170.1	EWB00_000179, EWB00_000181
OG0001562	Smp_342970.1	EWB00_001403, EWB00_001401
OG0001563	Smp_005390.1	EWB00_001576
OG0001564	Smp_310760.1, Smp_310750.1	EWB00_008720, EWB00_008721
OG0001565	Smp_026930.1	EWB00_003657.1, EWB00_003657.3, EWB00_003657.4, EWB00_003657.2
OG0001566	Smp_210660.1	EWB00_003963.2, EWB00_003963.1, EWB00_003963.3
OG0001567	Smp_169670.1	EWB00_008254.1, EWB00_008254.2
OG0001568	Smp_090140.1	EWB00_009895, EWB00_010378
OG0001569	Smp_136510.1, Smp_136510.2	EWB00_002399, EWB00_002400
OG0001570	Smp_312440.1, Smp_312460.1	EWB00_000946.4, EWB00_000946.1, EWB00_000946.3, EWB00_000946.2
OG0001571	Smp_015630.1	EWB00_010226
OG0001571	Smp_096480.1	EWB00_008986
OG0001572	Smp_127490.1	EWB00_003961
OG0001573	Smp_333140.1	EWB00_005049.1, EWB00_005049.2, EWB00_005049.3
OG0001574	Smp_005160.1, Smp_005160.2	EWB00_001475.1, EWB00_001475.2, EWB00_001475.3
OG0001575	Smp_158310.2	EWB00_008442
OG0001576	Smp_138880.1	EWB00_004468
OG0001577	Smp_133120.1	EWB00_000631
OG0001578	Smp_246050.4, Smp_246050.2, Smp_246050.5, Smp_246050.1, Smp_246050.3	EWB00_003565
OG0001579	Smp_267110.1	EWB00_000084
OG0001580	Smp_166370.1	EWB00_003247
OG0001581	Smp_151490.1, Smp_151490.2	EWB00_001247.1, EWB00_001247.2, EWB00_001247.6, EWB00_001247.4, EWB00_001247.3, EWB00_001247.5, EWB00_001247.7
OG0001582	Smp_021920.1	EWB00_007839.2, EWB00_007839.3, EWB00_007839.4, EWB00_007839.5, EWB00_007839.6, EWB00_007839.7, EWB00_007839.8, EWB00_007839.10, EWB00_007839.11, EWB00_007839.12, EWB00_007839.13, EWB00_007839.14, EWB00_007839.9, EWB00_007839.1
OG0001583	Smp_170570.1	EWB00_008305
OG0001584	Smp_139470.1	EWB00_003372.1, EWB00_003372.2
OG0001585	Smp_049580.1	EWB00_003931
OG0001586	Smp_015390.1	EWB00_000604
OG0001587	Smp_161080.1, Smp_161080.2	EWB00_001056.2, EWB00_001056.4, EWB00_001056.1, EWB00_001056.3
OG0001588	Smp_085080.1	EWB00_000393.4, EWB00_000393.3, EWB00_000393.2, EWB00_000393.1, EWB00_000393.5
OG0001589	Smp_150420.1	EWB00_001764, EWB00_001763
OG0001590	Smp_142210.1	EWB00_000529.1, EWB00_000529.2
OG0001591	Smp_332360.1	EWB00_001817, EWB00_001818
OG0001592	Smp_210520.1, Smp_210520.2	EWB00_005480.1, EWB00_005480.2, EWB00_005480.3
OG0001593	Smp_162600.1	EWB00_011133.1, EWB00_011133.2
OG0001594	Smp_127600.1	EWB00_004309.1, EWB00_004309.2
OG0001595	Smp_300810.1	EWB00_010479
OG0001596	Smp_038080.1	EWB00_007492
OG0001597	Smp_027430.1	EWB00_004539.1, EWB00_004539.2
OG0001598	Smp_001410.1	EWB00_004044.2, EWB00_004044.3, EWB00_004044.4, EWB00_004044.6, EWB00_004044.5, EWB00_004044.1
OG0001599	Smp_087010.1	EWB00_003665
OG0001600	Smp_093220.1	EWB00_006003.1, EWB00_006003.2, EWB00_006003.3, EWB00_006003.5, EWB00_006003.4
OG0001601	Smp_246360.1	EWB00_000474
OG0001602	Smp_153640.1	EWB00_002672.1, EWB00_002672.2
OG0001604	Smp_332680.1	EWB00_001111
OG0001605	Smp_241450.1	EWB00_004822
OG0001606	Smp_241980.1	EWB00_007547.1, EWB00_007547.2, EWB00_007547.3, EWB00_007547.4
OG0001607	Smp_150680.1	EWB00_003884.1, EWB00_003884.3, EWB00_003884.2, EWB00_003884.4, EWB00_003884.5
OG0001608	Smp_082670.1	EWB00_006512
OG0001609	Smp_213490.1	EWB00_007367.7, EWB00_007367.5, EWB00_007367.2, EWB00_007367.3, EWB00_007367.4, EWB00_007367.1, EWB00_007367.6
OG0001610	Smp_008260.1	EWB00_004368
OG0001611	Smp_137950.1, Smp_137950.2	EWB00_011295
OG0001612	Smp_021540.1	EWB00_005638.1, EWB00_005638.2
OG0001613	Smp_008710.1	EWB00_011053.1, EWB00_011053.2, EWB00_011053.3
OG0001614	Smp_148650.1	EWB00_003941
OG0001615	Smp_049500.1	EWB00_003940
OG0001616	Smp_212900.1	EWB00_009486
OG0001617	Smp_047540.2, Smp_047540.1	EWB00_009311.1, EWB00_009311.2
