Orthogroup	schistosoma_mansoni	fasciola_gigantica
OG0001901	Smp_165960.1	FGIG_09292, FGIG_09291
OG0001902	Smp_332570.1	FGIG_09325, FGIG_09326
OG0001903	Smp_040080.1, Smp_040080.2	FGIG_11383, FGIG_09404
OG0001904	Smp_058170.1	FGIG_09502
OG0001905	Smp_343200.1	FGIG_09751
OG0001906	Smp_172780.1	FGIG_09783
OG0001907	Smp_343350.1	FGIG_09790
OG0001908	Smp_134720.1, Smp_309500.1, Smp_309510.1, Smp_350060.1, Smp_335880.1	FGIG_10713, FGIG_10014
OG0001909	Smp_213800.1	FGIG_10056
OG0001910	Smp_071150.1	FGIG_10144
OG0001911	Smp_060900.1	FGIG_10217
OG0001912	Smp_150280.1	FGIG_10259
OG0001913	Smp_027450.1	FGIG_10326
OG0001914	Smp_018280.1	FGIG_10404, FGIG_10403
OG0001915	Smp_146720.1	FGIG_10465, FGIG_11686
OG0001916	Smp_162900.1, Smp_162900.2	FGIG_10612, FGIG_10605
OG0001917	Smp_145620.1	FGIG_12536, FGIG_11628
OG0001918	Smp_017230.1	FGIG_12348, FGIG_11631
OG0001919	Smp_000130.1	FGIG_11652
OG0001920	Smp_322710.1, Smp_322700.1, Smp_322700.2	FGIG_11748
OG0001921	Smp_048240.1	FGIG_11845
OG0001922	Smp_098980.1	FGIG_11872
OG0001923	Smp_332950.1	FGIG_11902
OG0001924	Smp_340680.1	FGIG_11939
OG0001925	Smp_340520.1, Smp_340520.2, Smp_327820.1, Smp_348910.1	FGIG_12270, FGIG_11988
OG0001926	Smp_056990.1	FGIG_12026
OG0001927	Smp_048540.1	FGIG_12178
OG0001941	Smp_141770.1	FGIG_00126
OG0001942	Smp_035620.1	FGIG_00190
OG0001943	Smp_324060.1, Smp_306730.1, Smp_306740.1, Smp_306750.1, Smp_324080.1	FGIG_00220
OG0001944	Smp_100120.1	FGIG_00245
OG0001945	Smp_343310.1	FGIG_00280, FGIG_00284, FGIG_00283, FGIG_00281, FGIG_00285
OG0001946	Smp_246260.1	FGIG_00457
OG0001947	Smp_103950.1	FGIG_00619
OG0001948	Smp_147140.1	FGIG_00736
OG0001949	Smp_140020.1	FGIG_00760
OG0001950	Smp_039180.1	FGIG_00800
OG0001951	Smp_207000.1	FGIG_00894
OG0001952	Smp_122780.1	FGIG_01038
OG0001953	Smp_337580.1	FGIG_01050
OG0001954	Smp_024140.1	FGIG_01129
OG0001955	Smp_246880.1	FGIG_01306
OG0001956	Smp_153810.1	FGIG_08032, FGIG_01323
OG0001957	Smp_179380.1	FGIG_01445
OG0001958	Smp_010110.1	FGIG_01525
OG0001959	Smp_071550.1	FGIG_01707
OG0001960	Smp_020040.1	FGIG_01709
OG0001961	Smp_337010.1	FGIG_12229, FGIG_01718, FGIG_01717, FGIG_12228
OG0001962	Smp_149500.1, Smp_149500.2	FGIG_01870
OG0001963	Smp_079410.1	FGIG_01934
OG0001964	Smp_331440.1, Smp_331480.1, Smp_331460.1	FGIG_01965
OG0001965	Smp_039130.1	FGIG_01978
OG0001966	Smp_171870.1	FGIG_01994
OG0001967	Smp_345970.1, Smp_345970.2	FGIG_02023
OG0001968	Smp_246470.1	FGIG_02090
OG0001969	Smp_140800.1	FGIG_02108
OG0001970	Smp_083710.1	FGIG_02292
OG0001971	Smp_137930.1	FGIG_02395
OG0001972	Smp_138310.1, Smp_138310.2	FGIG_02971
OG0001973	Smp_205760.1	FGIG_02972
OG0001974	Smp_247400.1	FGIG_03001, FGIG_03000, FGIG_03002
OG0001975	Smp_124390.1	FGIG_03194
OG0001976	Smp_031100.1, Smp_303540.1	FGIG_03267
OG0001977	Smp_128000.1	FGIG_03396
OG0001978	Smp_247420.1, Smp_247420.2	FGIG_03425
OG0001979	Smp_156410.1	FGIG_03430
OG0001980	Smp_129430.1	FGIG_03446
OG0001981	Smp_320120.1, Smp_180200.1	FGIG_03545
OG0001982	Smp_094890.1, Smp_094890.2	FGIG_03564
OG0001983	Smp_343630.1	FGIG_03619
OG0001984	Smp_169980.1	FGIG_03674
OG0001985	Smp_151420.1	FGIG_03737, FGIG_03736
OG0001986	Smp_173880.1	FGIG_03793
OG0001987	Smp_165030.1	FGIG_03835
OG0001988	Smp_167500.1	FGIG_04295
OG0001989	Smp_174090.1	FGIG_04368
OG0001990	Smp_156720.1, Smp_156720.2	FGIG_04430
OG0001991	Smp_345070.1, Smp_345070.2	FGIG_04551
OG0001992	Smp_128110.1	FGIG_04557, FGIG_04558, FGIG_11227, FGIG_08602, FGIG_04556, FGIG_04555, FGIG_08601
OG0001993	Smp_042810.1	FGIG_04621, FGIG_11304, FGIG_11303
OG0001994	Smp_245470.1	FGIG_04647, FGIG_09294
OG0001995	Smp_140030.1	FGIG_04654
OG0001996	Smp_069880.1	FGIG_04771
OG0001996	Smp_069870.1	FGIG_04770
OG0001997	Smp_337290.1	FGIG_04930
OG0001998	Smp_016600.1	FGIG_04945
OG0001999	Smp_245680.1	FGIG_13995, FGIG_05007
OG0002000	Smp_347640.1	FGIG_05071, FGIG_05073
OG0002001	Smp_305490.1	FGIG_05351, FGIG_10322
OG0002002	Smp_301670.1	FGIG_05474
OG0002003	Smp_176290.1	FGIG_05597
OG0002004	Smp_007660.1, Smp_007660.2	FGIG_05610, FGIG_08593
OG0002005	Smp_104600.1	FGIG_05614
OG0002006	Smp_042630.1	FGIG_05620, FGIG_12403
OG0002007	Smp_001095.1, Smp_001090.1	FGIG_05753
OG0002008	Smp_246610.1	FGIG_05878, FGIG_05879
OG0002009	Smp_136210.1	FGIG_05904
OG0002010	Smp_045230.1	FGIG_06031
OG0002011	Smp_150840.1	FGIG_06078
OG0002012	Smp_021460.1, Smp_133770.1	FGIG_06082
OG0002013	Smp_305560.1	FGIG_06141
OG0002014	Smp_156350.1	FGIG_11116, FGIG_09556, FGIG_06161
OG0002015	Smp_002280.1	FGIG_12200, FGIG_06387
OG0002016	Smp_308440.1	FGIG_06393
OG0002017	Smp_123440.1	FGIG_06543
OG0002018	Smp_172090.1	FGIG_06578, FGIG_06579
OG0002019	Smp_052140.1	FGIG_07624
OG0002020	Smp_164590.1	FGIG_07652
OG0002021	Smp_312730.1	FGIG_07835
OG0002022	Smp_168500.1	FGIG_07928
OG0002023	Smp_000190.1	FGIG_07949
OG0002024	Smp_152230.1	FGIG_08028
OG0002025	Smp_105960.1	FGIG_08079, FGIG_08077, FGIG_08078
OG0002026	Smp_134300.1	FGIG_08218
OG0002027	Smp_315010.2	FGIG_08231
OG0002028	Smp_148360.1	FGIG_08327, FGIG_10920
OG0002029	Smp_152860.1	FGIG_08478
OG0002030	Smp_013520.1	FGIG_08503
OG0002031	Smp_343880.1	FGIG_08525, FGIG_08524
OG0002032	Smp_127840.1	FGIG_08730
OG0002033	Smp_073940.1	FGIG_08755, FGIG_08754
OG0002034	Smp_169700.1	FGIG_08831
OG0002035	Smp_076390.1, Smp_076390.2	FGIG_08871
OG0002036	Smp_091650.1	FGIG_08929
OG0002037	Smp_147650.1	FGIG_09110
OG0002038	Smp_038870.1	FGIG_09222, FGIG_09223
OG0002039	Smp_124430.1	FGIG_09256
OG0002040	Smp_331650.3, Smp_331650.2, Smp_331650.4, Smp_331650.1, Smp_332860.1, Smp_332860.2	FGIG_09293
OG0002041	Smp_135500.1	FGIG_09352
OG0002042	Smp_076530.1	FGIG_09643
OG0002043	Smp_026390.1	FGIG_09653
OG0002044	Smp_127270.1	FGIG_09704
OG0002045	Smp_166220.1	FGIG_09717
OG0002046	Smp_145210.1	FGIG_09852
OG0002047	Smp_039490.1	FGIG_10163
OG0002048	Smp_005020.1	FGIG_10239
OG0002049	Smp_315580.1	FGIG_10299, FGIG_11534
OG0002050	Smp_146360.1	FGIG_10507
OG0002051	Smp_160870.1	FGIG_10793
OG0002052	Smp_051390.1	FGIG_10797
OG0002053	Smp_062520.1	FGIG_10820
OG0002054	Smp_036010.1	FGIG_10935
OG0002055	Smp_151720.1	FGIG_10947
OG0002056	Smp_214020.1, Smp_214020.2	FGIG_11048
OG0002057	Smp_211330.1	FGIG_11544
OG0002058	Smp_103740.1	FGIG_11772
OG0002059	Smp_135130.1	FGIG_11780
OG0002060	Smp_053420.1	FGIG_11842
OG0002061	Smp_022850.1	FGIG_12110
OG0002062	Smp_309210.1	FGIG_12184
OG0002063	Smp_245590.1	FGIG_12410
OG0002073	Smp_144850.1	FGIG_00082
OG0002074	Smp_170150.1	FGIG_00101
OG0002075	Smp_094820.1	FGIG_00132
OG0002076	Smp_065610.1	FGIG_07077, FGIG_07078, FGIG_00206
OG0002077	Smp_153480.1	FGIG_00216, FGIG_09924
OG0002078	Smp_067140.1	FGIG_00312
OG0002079	Smp_060480.1	FGIG_00383
OG0002080	Smp_063530.1, Smp_063530.2	FGIG_00484
OG0002081	Smp_153410.1	FGIG_00552, FGIG_08298
OG0002082	Smp_335820.1, Smp_069120.1	FGIG_00579, FGIG_00578
OG0002083	Smp_044000.1	FGIG_00658, FGIG_09985
OG0002084	Smp_244080.1	FGIG_00755, FGIG_00754
OG0002085	Smp_018710.1	FGIG_00781
OG0002086	Smp_345280.1	FGIG_09005, FGIG_00788
OG0002087	Smp_173380.1, Smp_173380.2	FGIG_00882
OG0002088	Smp_083380.1	FGIG_00913
OG0002089	Smp_046190.1	FGIG_00932
OG0002090	Smp_047700.1	FGIG_00986
OG0002091	Smp_148410.1	FGIG_01070
OG0002092	Smp_170290.1	FGIG_01268
OG0002093	Smp_123830.1	FGIG_01356
OG0002094	Smp_030400.1	FGIG_01469
OG0002095	Smp_343550.1	FGIG_01632
OG0002096	Smp_133280.1	FGIG_01676
OG0002097	Smp_245280.2, Smp_245280.1	FGIG_01680
OG0002098	Smp_342700.1	FGIG_01746
OG0002099	Smp_332560.1	FGIG_01747
OG0002100	Smp_035360.1	FGIG_01904
OG0002101	Smp_051000.1, Smp_051000.2	FGIG_02032, FGIG_10566
OG0002102	Smp_319890.1	FGIG_02054
OG0002102	Smp_124080.1	FGIG_02312, FGIG_06101
OG0002103	Smp_149660.1	FGIG_02069
OG0002104	Smp_128940.1	FGIG_02074
OG0002105	Smp_073610.1	FGIG_02131
OG0002106	Smp_158130.1	FGIG_02208
OG0002107	Smp_246970.1, Smp_246970.2	FGIG_02265
OG0002108	Smp_068510.1	FGIG_02477
OG0002109	Smp_343050.1	FGIG_02633
OG0002110	Smp_039010.1, Smp_149030.1	FGIG_02667
OG0002111	Smp_144130.1, Smp_144130.2	FGIG_02740, FGIG_02741
OG0002112	Smp_029360.1	FGIG_03025
OG0002113	Smp_340130.1, Smp_340130.2	FGIG_03296
OG0002114	Smp_196600.1	FGIG_03896
OG0002115	Smp_159190.1	FGIG_03962
OG0002116	Smp_340170.1	FGIG_04721, FGIG_04077
OG0002117	Smp_134450.1	FGIG_04173
OG0002118	Smp_241580.1	FGIG_04184
OG0002118	Smp_181000.1	FGIG_04185
OG0002119	Smp_129320.1	FGIG_04220
OG0002120	Smp_174870.1	FGIG_04231
OG0002121	Smp_174890.1	FGIG_04233, FGIG_04232
OG0002122	Smp_073220.1	FGIG_04355
OG0002123	Smp_019950.1	FGIG_04472
OG0002124	Smp_077120.1	FGIG_04560
OG0002125	Smp_343290.1	FGIG_04585
OG0002126	Smp_322190.1	FGIG_04673, FGIG_04675, FGIG_04674
OG0002127	Smp_194680.1	FGIG_04867
OG0002128	Smp_146160.1	FGIG_07940, FGIG_07941, FGIG_04883
OG0002129	Smp_212990.1, Smp_213000.1	FGIG_04937
OG0002130	Smp_129610.1, Smp_129610.2	FGIG_12658, FGIG_05062
OG0002131	Smp_154740.1, Smp_154740.2	FGIG_05119
OG0002132	Smp_311770.1	FGIG_05232
OG0002133	Smp_242060.1	FGIG_05314
OG0002134	Smp_126620.1	FGIG_05624
OG0002135	Smp_164960.1	FGIG_05765
OG0002136	Smp_097320.1	FGIG_05990
OG0002137	Smp_055090.3, Smp_055090.1, Smp_055090.2	FGIG_06265
OG0002138	Smp_059980.1, Smp_154410.1	FGIG_06285
OG0002139	Smp_246450.1, Smp_335850.1	FGIG_06377
OG0002140	Smp_244940.1	FGIG_06385, FGIG_12408
OG0002141	Smp_138150.1	FGIG_06397
OG0002142	Smp_062070.1	FGIG_06549
OG0002143	Smp_349950.1, Smp_327610.1, Smp_327590.1	FGIG_06744, FGIG_06745
OG0002144	Smp_176000.1	FGIG_06833, FGIG_12222
OG0002145	Smp_246400.1	FGIG_06894
OG0002146	Smp_060190.1	FGIG_06966
OG0002147	Smp_124440.1	FGIG_07060
OG0002148	Smp_120380.1	FGIG_07150
OG0002149	Smp_208050.1	FGIG_07229, FGIG_10638
OG0002150	Smp_197640.1	FGIG_07241, FGIG_09386
OG0002151	Smp_098570.1, Smp_136310.1	FGIG_07245
OG0002152	Smp_126800.1	FGIG_07252, FGIG_11124
OG0002153	Smp_244980.1	FGIG_07293
OG0002154	Smp_315790.1, Smp_315790.2	FGIG_07297, FGIG_07298
OG0002155	Smp_171040.1	FGIG_07344
OG0002156	Smp_138850.2, Smp_138850.1	FGIG_07411, FGIG_07410
OG0002157	Smp_181480.1	FGIG_07422
OG0002158	Smp_345890.1	FGIG_07479
OG0002159	Smp_248070.1	FGIG_07668, FGIG_13986
OG0002160	Smp_018620.1	FGIG_07809
OG0002161	Smp_026830.1	FGIG_07886
OG0002162	Smp_053300.1	FGIG_09044
OG0002162	Smp_053390.1	FGIG_09044
OG0002162	Smp_194870.1	FGIG_09044
OG0002163	Smp_160730.1, Smp_160730.2	FGIG_07909
OG0002164	Smp_204730.1	FGIG_08058
OG0002165	Smp_141360.1	FGIG_08102
OG0002166	Smp_333940.1	FGIG_08113
OG0002167	Smp_113620.1	FGIG_08390
OG0002168	Smp_143470.1	FGIG_08554
OG0002169	Smp_243870.1	FGIG_08738
OG0002170	Smp_170760.1	FGIG_08748
OG0002171	Smp_006930.1	FGIG_08756
OG0002172	Smp_071380.1	FGIG_08850
OG0002173	Smp_019010.1	FGIG_09152
OG0002174	Smp_008660.1	FGIG_09162
OG0002175	Smp_340750.1, Smp_340750.2	FGIG_09338
OG0002176	Smp_247450.1	FGIG_09375
OG0002177	Smp_245230.1	FGIG_09393
OG0002178	Smp_247740.1	FGIG_09399
OG0002179	Smp_068280.1	FGIG_09419
OG0002180	Smp_160170.1	FGIG_09454
OG0002181	Smp_347740.1	FGIG_09560, FGIG_11930, FGIG_11929
OG0002182	Smp_340480.1	FGIG_09570
OG0002183	Smp_147370.1	FGIG_09574
OG0002184	Smp_131390.1, Smp_131390.2	FGIG_09626
OG0002185	Smp_134290.1	FGIG_09640
OG0002186	Smp_142850.1	FGIG_09677
OG0002187	Smp_045750.1	FGIG_09896
OG0002187	Smp_045760.1	FGIG_09895
OG0002188	Smp_122340.1	FGIG_09940
OG0002189	Smp_028050.1	FGIG_09969
OG0002190	Smp_017660.1	FGIG_10017
OG0002191	Smp_203635.1	FGIG_10018
OG0002192	Smp_343270.1	FGIG_11140, FGIG_10086, FGIG_11138, FGIG_11139
OG0002193	Smp_155770.1	FGIG_10336
OG0002194	Smp_071540.1	FGIG_10539
OG0002195	Smp_012350.1, Smp_012350.2	FGIG_10604
OG0002196	Smp_000150.1	FGIG_10636
OG0002197	Smp_029390.1	FGIG_10687
OG0002198	Smp_035220.1	FGIG_10743
OG0002199	Smp_340700.1, Smp_141620.1, Smp_329090.1	FGIG_10871
OG0002200	Smp_086220.1	FGIG_11136
OG0002201	Smp_123000.1	FGIG_11203
OG0002202	Smp_194740.1	FGIG_11573
OG0002203	Smp_042420.1, Smp_042430.2, Smp_042430.1	FGIG_11895, FGIG_11896
OG0002204	Smp_341990.1	FGIG_12650, FGIG_12066
OG0002205	Smp_126370.1, Smp_126370.2	FGIG_12452
OG0002206	Smp_149370.1	FGIG_12508
OG0002212	Smp_125440.1	FGIG_00064, FGIG_00063
OG0002214	Smp_346360.1, Smp_337430.1	FGIG_00154
OG0002215	Smp_243150.1, Smp_243150.2	FGIG_00249
OG0002217	Smp_346990.1	FGIG_00514
OG0002218	Smp_245220.1	FGIG_00689
OG0002219	Smp_084060.1	FGIG_00868
OG0002220	Smp_244780.1	FGIG_00875
OG0002221	Smp_059340.1	FGIG_04571
OG0002222	Smp_139530.1	FGIG_01061
OG0002223	Smp_333010.1	FGIG_01190, FGIG_01189, FGIG_08130
OG0002224	Smp_065980.1	FGIG_01217, FGIG_07046
OG0002225	Smp_342990.1, Smp_342990.2	FGIG_01235, FGIG_01236
OG0002226	Smp_175980.1	FGIG_01251
OG0002227	Smp_149740.1	FGIG_01282
OG0002228	Smp_144220.1	FGIG_01298
OG0002229	Smp_136570.1	FGIG_01349
OG0002230	Smp_123500.1	FGIG_01359
OG0002231	Smp_010100.1	FGIG_01526
OG0002232	Smp_059130.1	FGIG_01528
OG0002233	Smp_137970.1	FGIG_01619
OG0002234	Smp_311480.1, Smp_311490.1	FGIG_01755
OG0002235	Smp_162790.1	FGIG_01815
OG0002236	Smp_333700.1	FGIG_01839, FGIG_01838, FGIG_01841, FGIG_05959, FGIG_05960
OG0002237	Smp_125070.1	FGIG_01843, FGIG_01844
OG0002239	Smp_345950.1	FGIG_02021, FGIG_02022, FGIG_11904
OG0002240	Smp_247380.1	FGIG_02045
OG0002241	Smp_336790.1	FGIG_02071, FGIG_09407
OG0002242	Smp_194380.1	FGIG_03786, FGIG_12095, FGIG_02183
OG0002243	Smp_034670.1	FGIG_02190
OG0002244	Smp_345080.1	FGIG_02421
OG0002245	Smp_243630.1	FGIG_02712
OG0002246	Smp_070330.1, Smp_070330.2	FGIG_02737
OG0002247	Smp_079380.1, Smp_079380.2	FGIG_02926
OG0002248	Smp_148480.1	FGIG_02985
OG0002249	Smp_140690.1	FGIG_03295
OG0002250	Smp_049740.1	FGIG_03355, FGIG_07266, FGIG_07264, FGIG_07265
OG0002251	Smp_076660.1	FGIG_03597
OG0002252	Smp_266720.1	FGIG_03608
OG0002253	Smp_095150.1	FGIG_03758
OG0002254	Smp_166960.1	FGIG_03762
OG0002255	Smp_153750.1	FGIG_03783
OG0002256	Smp_245560.1	FGIG_03842
OG0002257	Smp_130200.1	FGIG_09671, FGIG_09669, FGIG_09670, FGIG_03870
OG0002258	Smp_014850.1	FGIG_09563
OG0002259	Smp_141240.1	FGIG_04001
OG0002260	Smp_015860.1	FGIG_04041
OG0002261	Smp_063650.1	FGIG_04091
OG0002262	Smp_085380.1	FGIG_04206
OG0002263	Smp_016640.1	FGIG_04322
OG0002264	Smp_332650.1	FGIG_04362
OG0002265	Smp_158550.1	FGIG_04389
OG0002266	Smp_041370.2, Smp_041370.1	FGIG_04454
OG0002267	Smp_046030.1	FGIG_04524
OG0002268	Smp_064320.1	FGIG_11754
OG0002269	Smp_305920.1, Smp_145910.1, Smp_308350.1	FGIG_04772, FGIG_11249
OG0002270	Smp_087810.1	FGIG_05032
OG0002271	Smp_164250.1	FGIG_05054, FGIG_10761
OG0002272	Smp_332800.1	FGIG_05097
OG0002273	Smp_144990.1	FGIG_11698, FGIG_05145
OG0002274	Smp_047870.1, Smp_047870.2	FGIG_05175
OG0002275	Smp_061480.1	FGIG_05339
OG0002276	Smp_014800.1, Smp_014800.2	FGIG_05367
OG0002277	Smp_156500.1	FGIG_05444, FGIG_06812
OG0002278	Smp_077540.1	FGIG_09994, FGIG_11786, FGIG_05591
OG0002279	Smp_125600.1, Smp_125600.2	FGIG_05662
OG0002279	Smp_001980.1	FGIG_09598
OG0002280	Smp_267180.1	FGIG_05667, FGIG_09099
OG0002281	Smp_247390.1	FGIG_05678
OG0002282	Smp_103920.1	FGIG_05703
OG0002283	Smp_156520.1	FGIG_11894, FGIG_05806
OG0002284	Smp_008580.1	FGIG_05967
OG0002285	Smp_341580.2, Smp_341580.1	FGIG_05994
OG0002286	Smp_000580.1	FGIG_06042
OG0002287	Smp_106110.1	FGIG_06120
OG0002288	Smp_067010.1	FGIG_06146
OG0002289	Smp_125980.1	FGIG_06166
OG0002290	Smp_133330.1	FGIG_09267, FGIG_06359
OG0002291	Smp_138280.1	FGIG_06403
OG0002292	Smp_135550.1	FGIG_06655
OG0002293	Smp_341170.1	FGIG_06706
OG0002294	Smp_045810.1	FGIG_12343, FGIG_06716
OG0002295	Smp_245770.1	FGIG_06836
OG0002296	Smp_061920.1	FGIG_07857, FGIG_06883
OG0002297	Smp_347760.1, Smp_020090.1	FGIG_06891, FGIG_06890
OG0002298	Smp_093790.1, Smp_312650.1, Smp_105730.1	FGIG_06951
OG0002299	Smp_165400.1	FGIG_07092
OG0002300	Smp_144970.1	FGIG_09925, FGIG_07095
OG0002301	Smp_135770.1	FGIG_07117
OG0002302	Smp_244360.1	FGIG_11232, FGIG_08060, FGIG_08061, FGIG_07118, FGIG_10708
OG0002303	Smp_135570.2, Smp_135570.1	FGIG_07470
OG0002304	Smp_177060.2, Smp_177060.1	FGIG_08042
OG0002305	Smp_033660.1	FGIG_08091
OG0002306	Smp_123690.1	FGIG_08115
OG0002307	Smp_158400.1	FGIG_08189
OG0002308	Smp_078600.1	FGIG_08211
OG0002309	Smp_040460.1	FGIG_08287
OG0002310	Smp_081510.1	FGIG_08475
OG0002311	Smp_304460.1	FGIG_08577
OG0002312	Smp_067090.1, Smp_067090.2	FGIG_08678
OG0002313	Smp_093690.1	FGIG_08766
OG0002314	Smp_031270.1	FGIG_08910
OG0002315	Smp_095010.1	FGIG_08928
OG0002316	Smp_248160.1	FGIG_09015, FGIG_09014
OG0002317	Smp_131080.1	FGIG_09066
OG0002318	Smp_176780.1	FGIG_09233
OG0002319	Smp_162860.1	FGIG_09288, FGIG_11697
OG0002320	Smp_197880.1	FGIG_09337
OG0002321	Smp_306360.1	FGIG_11653, FGIG_09436
OG0002322	Smp_345430.1, Smp_345430.2	FGIG_09441, FGIG_09442
OG0002323	Smp_129130.1	FGIG_09510, FGIG_09829
OG0002324	Smp_157710.1	FGIG_09558
OG0002325	Smp_076540.1	FGIG_09644
OG0002326	Smp_063120.1	FGIG_09702
OG0002327	Smp_144960.1	FGIG_12278, FGIG_09776, FGIG_09775
OG0002328	Smp_304840.1	FGIG_09778
OG0002329	Smp_142880.1	FGIG_09876
OG0002330	Smp_036550.1	FGIG_09881
OG0002331	Smp_158770.1	FGIG_09927, FGIG_11900
OG0002332	Smp_135980.1	FGIG_09958
OG0002333	Smp_082790.1	FGIG_10059
OG0002334	Smp_011640.1	FGIG_10145
OG0002335	Smp_194620.1	FGIG_10281
OG0002336	Smp_032780.1	FGIG_12150, FGIG_10289
OG0002337	Smp_316000.1, Smp_316000.2	FGIG_10362
OG0002338	Smp_059360.1	FGIG_10458
OG0002339	Smp_154090.1, Smp_331600.1	FGIG_10531
OG0002340	Smp_310950.1, Smp_120320.1	FGIG_10716
OG0002341	Smp_176750.1	FGIG_10749
OG0002342	Smp_198670.1	FGIG_10783
OG0002343	Smp_038840.1, Smp_038840.2	FGIG_10808
OG0002344	Smp_073830.1	FGIG_11003
OG0002345	Smp_158690.1	FGIG_11019
OG0002346	Smp_322050.1, Smp_321620.1	FGIG_11123, FGIG_11122
OG0002347	Smp_306990.1, Smp_307000.1	FGIG_11158, FGIG_11159, FGIG_12385, FGIG_12386
OG0002348	Smp_132670.1	FGIG_11206
OG0002349	Smp_169750.1	FGIG_11271, FGIG_11398
OG0002350	Smp_009800.1	FGIG_11286
OG0002351	Smp_335340.1	FGIG_11338
OG0002352	Smp_030930.1	FGIG_11473
OG0002353	Smp_145360.1	FGIG_11640
OG0002354	Smp_145610.1	FGIG_12409, FGIG_11676
OG0002355	Smp_137160.1	FGIG_11960, FGIG_11712
OG0002356	Smp_123570.1	FGIG_11801
OG0002370	Smp_125510.1, Smp_344010.1	FGIG_00318, FGIG_00319
OG0002371	Smp_321930.1	FGIG_00332
OG0002372	Smp_084400.1	FGIG_00522
OG0002373	Smp_341800.1	FGIG_00664
OG0002374	Smp_067590.1	FGIG_00687
OG0002375	Smp_125290.1	FGIG_05220, FGIG_00900
OG0002376	Smp_146680.1	FGIG_00953, FGIG_09565
OG0002377	Smp_340690.1, Smp_343390.1	FGIG_01063, FGIG_01062
OG0002378	Smp_302300.1, Smp_302310.2, Smp_302310.1	FGIG_01137
OG0002379	Smp_144310.1	FGIG_05262
OG0002381	Smp_175390.1	FGIG_01256
OG0002382	Smp_084740.1	FGIG_01304
OG0002383	Smp_130110.1	FGIG_01455
OG0002384	Smp_154520.1	FGIG_09873, FGIG_01494, FGIG_13997
OG0002385	Smp_020400.1	FGIG_01675
OG0002387	Smp_155850.1	FGIG_01735, FGIG_01737, FGIG_01736
OG0002388	Smp_305210.1	FGIG_01875, FGIG_10835
OG0002389	Smp_030780.1	FGIG_01884
OG0002390	Smp_306270.1	FGIG_01897, FGIG_01896, FGIG_01898
OG0002391	Smp_342450.1	FGIG_02015
OG0002392	Smp_173340.1	FGIG_02057
OG0002393	Smp_167550.1	FGIG_02189, FGIG_04963
OG0002394	Smp_060070.1	FGIG_02326
OG0002395	Smp_345140.1	FGIG_02392, FGIG_12059
OG0002396	Smp_057060.1	FGIG_02713
OG0002397	Smp_152520.1	FGIG_02751
OG0002398	Smp_082250.1	FGIG_02818
OG0002399	Smp_091460.1	FGIG_02929, FGIG_12312
OG0002400	Smp_017710.1, Smp_017710.2	FGIG_02992
OG0002401	Smp_126520.1	FGIG_03016
OG0002402	Smp_243850.1	FGIG_03098
OG0002403	Smp_152180.1	FGIG_03175
OG0002404	Smp_129340.1	FGIG_03321
OG0002405	Smp_137750.1	FGIG_03332
OG0002406	Smp_012000.1	FGIG_03463
OG0002407	Smp_165570.1	FGIG_03753
OG0002407	Smp_165560.1	FGIG_03485
OG0002408	Smp_346970.1	FGIG_03539
OG0002409	Smp_061540.1	FGIG_03603
OG0002410	Smp_028070.1	FGIG_03611
OG0002411	Smp_347160.1	FGIG_10068, FGIG_03660
OG0002412	Smp_178700.1	FGIG_03751
OG0002413	Smp_123330.1	FGIG_03978
OG0002414	Smp_213210.1	FGIG_04080
OG0002415	Smp_044680.1	FGIG_04148
OG0002416	Smp_172120.1, Smp_172120.2	FGIG_04169
OG0002417	Smp_142710.1	FGIG_04242
OG0002418	Smp_126720.1	FGIG_04267
OG0002419	Smp_141070.1	FGIG_04405
OG0002420	Smp_126030.1	FGIG_04462
OG0002421	Smp_344980.1	FGIG_04522
OG0002422	Smp_032000.1	FGIG_04530
OG0002423	Smp_347020.1	FGIG_04660, FGIG_04661
OG0002424	Smp_242230.1	FGIG_04664
OG0002425	Smp_092850.1	FGIG_05156
OG0002426	Smp_008290.1	FGIG_05306, FGIG_05305, FGIG_11597, FGIG_05304
OG0002427	Smp_011990.1	FGIG_08659, FGIG_08134, FGIG_05349
OG0002428	Smp_025560.1, Smp_025560.2	FGIG_05382
OG0002429	Smp_302360.1	FGIG_05450
OG0002430	Smp_159690.1	FGIG_05519
OG0002431	Smp_332450.1	FGIG_05521
OG0002432	Smp_018260.1	FGIG_05602
OG0002433	Smp_333320.1	FGIG_05646, FGIG_05645
OG0002434	Smp_212830.1	FGIG_05674
OG0002435	Smp_343400.1	FGIG_05697
OG0002436	Smp_136470.1	FGIG_05730
OG0002437	Smp_245830.1	FGIG_05941
OG0002438	Smp_158320.1	FGIG_05966
OG0002439	Smp_245800.1	FGIG_05976
OG0002440	Smp_001170.1	FGIG_05987
OG0002441	Smp_065160.1	FGIG_06093
OG0002442	Smp_144200.1	FGIG_06418
OG0002443	Smp_078700.1	FGIG_06436
OG0002444	Smp_347840.1	FGIG_06465, FGIG_07625, FGIG_07626
OG0002445	Smp_340050.1	FGIG_06503
OG0002446	Smp_106080.1, Smp_335280.1	FGIG_06541, FGIG_06542
OG0002447	Smp_174350.1	FGIG_06779
OG0002448	Smp_347360.1	FGIG_06814
OG0002449	Smp_075440.1, Smp_075440.2	FGIG_06820
