Orthogroup	schistosoma_mansoni	fasciola_hepatica
OG0002233	Smp_137970.1	FhHiC23_g8147.t1
OG0002234	Smp_311480.1, Smp_311490.1	FhHiC23_g38.t1
OG0002235	Smp_162790.1	FhHiC23_g15083.t2, FhHiC23_g15083.t1, FhHiC23_g15083.t3
OG0002236	Smp_333700.1	FhHiC23_g7979.t4, FhHiC23_g7979.t1, FhHiC23_g7979.t2, FhHiC23_g7979.t3, FhHiC23_g7977.t1, FhHiC23_g7977.t2
OG0002237	Smp_125070.1	FhHiC23_g14239.t2, FhHiC23_g14239.t1
OG0002238	Smp_194840.1	FhHiC23_g15032.t1
OG0002239	Smp_345950.1	FhHiC23_g9375.t1
OG0002240	Smp_247380.1	FhHiC23_g14541.t1
OG0002241	Smp_336790.1	FhHiC23_g7957.t1, FhHiC23_g7961.t1, FhHiC23_g7959.t1, FhHiC23_g7955.t1, FhHiC23_g7963.t1, FhHiC23_g7964.t1
OG0002242	Smp_194380.1	FhHiC23_g6195.t1, FhHiC23_g13916.t1, FhHiC23_g13916.t2, FhHiC23_g13915.t3, FhHiC23_g13915.t1, FhHiC23_g13915.t2
OG0002243	Smp_034670.1	FhHiC23_g6537.t1
OG0002244	Smp_345080.1	FhHiC23_g4644.t1, FhHiC23_g4644.t2
OG0002245	Smp_243630.1	FhHiC23_g6842.t3, FhHiC23_g6842.t1, FhHiC23_g6842.t2
OG0002246	Smp_070330.1, Smp_070330.2	FhHiC23_g15424.t1
OG0002247	Smp_079380.1, Smp_079380.2	FhHiC23_g10030.t1
OG0002248	Smp_148480.1	FhHiC23_g1742.t1
OG0002249	Smp_140690.1	FhHiC23_g1753.t1
OG0002250	Smp_049740.1	FhHiC23_g5204.t1
OG0002251	Smp_076660.1	FhHiC23_g10035.t1
OG0002253	Smp_095150.1	FhHiC23_g11817.t1, FhHiC23_g11817.t2
OG0002254	Smp_166960.1	FhHiC23_g161.t1
OG0002255	Smp_153750.1	FhHiC23_g10702.t1
OG0002256	Smp_245560.1	FhHiC23_g1848.t1, FhHiC23_g1848.t2
OG0002257	Smp_130200.1	FhHiC23_g1655.t3
OG0002258	Smp_014850.1	FhHiC23_g110.t1
OG0002259	Smp_141240.1	FhHiC23_g9565.t1
OG0002260	Smp_349970.1	FhHiC23_g3785.t1, FhHiC23_g3785.t2
OG0002260	Smp_015860.1	FhHiC23_g13409.t1
OG0002261	Smp_063650.1	FhHiC23_g1050.t1
OG0002262	Smp_085380.1	FhHiC23_g10980.t1
OG0002263	Smp_016640.1	FhHiC23_g7068.t1, FhHiC23_g7069.t1
OG0002264	Smp_332650.1	FhHiC23_g14056.t1, FhHiC23_g14056.t2
OG0002265	Smp_158550.1	FhHiC23_g5736.t1
OG0002266	Smp_041370.2, Smp_041370.1	FhHiC23_g9789.t4, FhHiC23_g9789.t1, FhHiC23_g9789.t3, FhHiC23_g9789.t2
OG0002267	Smp_046030.1	FhHiC23_g11749.t1
OG0002268	Smp_064320.1	FhHiC23_g9129.t2, FhHiC23_g4043.t1, FhHiC23_g4043.t3, FhHiC23_g4043.t2
OG0002269	Smp_305920.1, Smp_145910.1, Smp_308350.1	FhHiC23_g3783.t1, FhHiC23_g6846.t1, FhHiC23_g6846.t2
OG0002270	Smp_087810.1	FhHiC23_g16077.t1
OG0002271	Smp_164250.1	FhHiC23_g3866.t1
OG0002272	Smp_332800.1	FhHiC23_g9601.t1, FhHiC23_g9601.t2, FhHiC23_g9601.t3
OG0002273	Smp_144990.1	FhHiC23_g784.t1
OG0002274	Smp_047870.1, Smp_047870.2	FhHiC23_g1957.t1
OG0002275	Smp_061480.1	FhHiC23_g4040.t1
OG0002277	Smp_156500.1	FhHiC23_g742.t1, FhHiC23_g742.t2
OG0002278	Smp_077540.1	FhHiC23_g4338.t1
OG0002279	Smp_125600.1, Smp_125600.2	FhHiC23_g3759.t1
OG0002279	Smp_001980.1	FhHiC23_g16249.t1
OG0002280	Smp_267180.1	FhHiC23_g8334.t1, FhHiC23_g7524.t1, FhHiC23_g7525.t1
OG0002281	Smp_247390.1	FhHiC23_g13931.t1
OG0002282	Smp_103920.1	FhHiC23_g10320.t1, FhHiC23_g11147.t1
OG0002283	Smp_156520.1	FhHiC23_g3334.t1, FhHiC23_g3652.t1, FhHiC23_g1877.t1
OG0002284	Smp_008580.1	FhHiC23_g3072.t1
OG0002285	Smp_341580.2, Smp_341580.1	FhHiC23_g11241.t1
OG0002286	Smp_000580.1	FhHiC23_g7733.t1
OG0002287	Smp_106110.1	FhHiC23_g7256.t1, FhHiC23_g7256.t2
OG0002288	Smp_067010.1	FhHiC23_g2726.t1
OG0002289	Smp_125980.1	FhHiC23_g6255.t1, FhHiC23_g6255.t2
OG0002290	Smp_133330.1	FhHiC23_g3738.t1, FhHiC23_g4215.t1
OG0002291	Smp_138280.1	FhHiC23_g8105.t1, FhHiC23_g8105.t2
OG0002292	Smp_135550.1	FhHiC23_g2904.t1, FhHiC23_g2904.t2
OG0002293	Smp_341170.1	FhHiC23_g7839.t1, FhHiC23_g7840.t1
OG0002294	Smp_045810.1	FhHiC23_g15544.t2, FhHiC23_g15544.t1
OG0002295	Smp_245770.1	FhHiC23_g41.t1, FhHiC23_g41.t2
OG0002296	Smp_061920.1	FhHiC23_g11307.t1
OG0002297	Smp_347760.1, Smp_020090.1	FhHiC23_g6451.t1
OG0002298	Smp_093790.1, Smp_312650.1, Smp_105730.1	FhHiC23_g7862.t1
OG0002299	Smp_165400.1	FhHiC23_g10123.t1
OG0002300	Smp_144970.1	FhHiC23_g1373.t1, FhHiC23_g1373.t2
OG0002301	Smp_135770.1	FhHiC23_g4559.t1, FhHiC23_g16446.t2, FhHiC23_g16446.t1, FhHiC23_g16446.t3
OG0002302	Smp_244360.1	FhHiC23_g12541.t4, FhHiC23_g7624.t1, FhHiC23_g7625.t1, FhHiC23_g12541.t2, FhHiC23_g12541.t3, FhHiC23_g12541.t1
OG0002303	Smp_135570.2, Smp_135570.1	FhHiC23_g2908.t1, FhHiC23_g2907.t1
OG0002304	Smp_177060.2, Smp_177060.1	FhHiC23_g6828.t1
OG0002305	Smp_033660.1	FhHiC23_g6053.t1
OG0002306	Smp_123690.1	FhHiC23_g7144.t1
OG0002307	Smp_158400.1	FhHiC23_g359.t1
OG0002308	Smp_078600.1	FhHiC23_g2004.t1
OG0002309	Smp_040460.1	FhHiC23_g14731.t1
OG0002310	Smp_081510.1	FhHiC23_g15465.t1
OG0002311	Smp_304460.1	FhHiC23_g13826.t1, FhHiC23_g13826.t2
OG0002312	Smp_067090.1, Smp_067090.2	FhHiC23_g10299.t1, FhHiC23_g10299.t2
OG0002313	Smp_093690.1	FhHiC23_g4892.t1, FhHiC23_g4892.t2
OG0002314	Smp_031270.1	FhHiC23_g13781.t2, FhHiC23_g13781.t3, FhHiC23_g13784.t1, FhHiC23_g13784.t2, FhHiC23_g13781.t1
OG0002315	Smp_095010.1	FhHiC23_g11243.t1
OG0002316	Smp_248160.1	FhHiC23_g2968.t1
OG0002317	Smp_131080.1	FhHiC23_g16665.t1
OG0002319	Smp_162860.1	FhHiC23_g11904.t1, FhHiC23_g11904.t2
OG0002320	Smp_197880.1	FhHiC23_g2396.t1, FhHiC23_g2396.t2
OG0002321	Smp_306360.1	FhHiC23_g15390.t1
OG0002322	Smp_345430.1, Smp_345430.2	FhHiC23_g15273.t1
OG0002323	Smp_129130.1	FhHiC23_g8127.t2, FhHiC23_g8127.t1
OG0002324	Smp_157710.1	FhHiC23_g12910.t1
OG0002325	Smp_076540.1	FhHiC23_g11785.t1
OG0002326	Smp_063120.1	FhHiC23_g15866.t1, FhHiC23_g15866.t2
OG0002327	Smp_144960.1	FhHiC23_g777.t1
OG0002328	Smp_304840.1	FhHiC23_g13043.t1
OG0002329	Smp_142880.1	FhHiC23_g12960.t1, FhHiC23_g12960.t2
OG0002330	Smp_036550.1	FhHiC23_g13352.t1
OG0002331	Smp_158770.1	FhHiC23_g12917.t1, FhHiC23_g12917.t2
OG0002332	Smp_135980.1	FhHiC23_g11211.t2, FhHiC23_g11211.t3, FhHiC23_g11211.t1
OG0002333	Smp_082790.1	FhHiC23_g935.t1
OG0002334	Smp_011640.1	FhHiC23_g12819.t1
OG0002335	Smp_194620.1	FhHiC23_g15282.t1
OG0002336	Smp_032780.1	FhHiC23_g3027.t1
OG0002337	Smp_316000.1, Smp_316000.2	FhHiC23_g9762.t1, FhHiC23_g9762.t3, FhHiC23_g9762.t2
OG0002338	Smp_059360.1	FhHiC23_g10745.t1, FhHiC23_g10745.t2
OG0002339	Smp_154090.1, Smp_331600.1	FhHiC23_g16252.t1
OG0002340	Smp_310950.1, Smp_120320.1	FhHiC23_g13791.t1
OG0002341	Smp_176750.1	FhHiC23_g16574.t3, FhHiC23_g16574.t1, FhHiC23_g16574.t2
OG0002342	Smp_198670.1	FhHiC23_g12326.t1
OG0002343	Smp_038840.1, Smp_038840.2	FhHiC23_g14639.t1
OG0002344	Smp_073830.1	FhHiC23_g7097.t1
OG0002345	Smp_158690.1	FhHiC23_g16504.t1, FhHiC23_g16504.t3, FhHiC23_g16504.t4, FhHiC23_g16504.t5, FhHiC23_g16504.t2
OG0002346	Smp_322050.1, Smp_321620.1	FhHiC23_g10328.t2, FhHiC23_g10328.t1
OG0002347	Smp_306990.1, Smp_307000.1	FhHiC23_g15512.t1, FhHiC23_g15513.t1
OG0002348	Smp_132670.1	FhHiC23_g4778.t1
OG0002349	Smp_169750.1	FhHiC23_g4364.t1
OG0002351	Smp_335340.1	FhHiC23_g1899.t1, FhHiC23_g1899.t2
OG0002352	Smp_030930.1	FhHiC23_g16208.t1, FhHiC23_g16208.t2
OG0002353	Smp_145360.1	FhHiC23_g2542.t2, FhHiC23_g2542.t3, FhHiC23_g2542.t1, FhHiC23_g2542.t4
OG0002354	Smp_145610.1	FhHiC23_g13164.t1
OG0002355	Smp_137160.1	FhHiC23_g3398.t1, FhHiC23_g3398.t2
OG0002356	Smp_123570.1	FhHiC23_g7910.t1, FhHiC23_g7910.t2
OG0002357	Smp_167280.1, Smp_083240.1	FhHiC23_g10472.t1, FhHiC23_g10506.t1
OG0002358	Smp_055880.1, Smp_055880.2	FhHiC23_g10727.t1
OG0002359	Smp_347200.1	FhHiC23_g13477.t1
OG0002360	Smp_310920.1	FhHiC23_g2820.t1
OG0002361	Smp_143960.1	FhHiC23_g3856.t1
OG0002370	Smp_125510.1, Smp_344010.1	FhHiC23_g873.t1
OG0002371	Smp_321930.1	FhHiC23_g13444.t1
OG0002372	Smp_084400.1	FhHiC23_g7937.t1, FhHiC23_g7937.t2
OG0002373	Smp_341800.1	FhHiC23_g2814.t1, FhHiC23_g2814.t2
OG0002374	Smp_067590.1	FhHiC23_g13514.t1, FhHiC23_g13514.t2
OG0002375	Smp_125290.1	FhHiC23_g9015.t1, FhHiC23_g9015.t2
OG0002376	Smp_146680.1	FhHiC23_g763.t1, FhHiC23_g763.t2
OG0002377	Smp_340690.1, Smp_343390.1	FhHiC23_g6526.t1
OG0002378	Smp_302300.1, Smp_302310.2, Smp_302310.1	FhHiC23_g5644.t1, FhHiC23_g5648.t1
OG0002379	Smp_144310.1	FhHiC23_g14623.t2, FhHiC23_g14623.t1, FhHiC23_g14623.t3
OG0002380	Smp_075640.1	FhHiC23_g15127.t1
OG0002381	Smp_175390.1	FhHiC23_g951.t1
OG0002382	Smp_084740.1	FhHiC23_g12309.t1
OG0002383	Smp_130110.1	FhHiC23_g1688.t1
OG0002384	Smp_154520.1	FhHiC23_g3497.t1, FhHiC23_g3497.t2
OG0002385	Smp_020400.1	FhHiC23_g6302.t1
OG0002387	Smp_155850.1	FhHiC23_g1088.t1, FhHiC23_g1088.t2, FhHiC23_g1088.t3
OG0002388	Smp_305210.1	FhHiC23_g11523.t2, FhHiC23_g11523.t3, FhHiC23_g11523.t1
OG0002389	Smp_030780.1	FhHiC23_g16310.t1
OG0002390	Smp_306270.1	FhHiC23_g11689.t1, FhHiC23_g11687.t1
OG0002391	Smp_342450.1	FhHiC23_g11998.t1, FhHiC23_g11998.t2, FhHiC23_g11998.t3
OG0002392	Smp_173340.1	FhHiC23_g16155.t1, FhHiC23_g16155.t2
OG0002393	Smp_167550.1	FhHiC23_g8397.t1, FhHiC23_g8397.t2
OG0002394	Smp_060070.1	FhHiC23_g5292.t2, FhHiC23_g5292.t1
OG0002395	Smp_345140.1	FhHiC23_g3630.t1
OG0002396	Smp_057060.1	FhHiC23_g5945.t1, FhHiC23_g5945.t2
OG0002397	Smp_152520.1	FhHiC23_g3165.t1, FhHiC23_g3165.t2
OG0002398	Smp_082250.1	FhHiC23_g12984.t1
OG0002399	Smp_091460.1	FhHiC23_g13958.t2, FhHiC23_g13958.t1, FhHiC23_g13957.t1, FhHiC23_g13957.t2
OG0002400	Smp_017710.1, Smp_017710.2	FhHiC23_g12650.t2, FhHiC23_g12650.t1, FhHiC23_g12650.t3
OG0002401	Smp_126520.1	FhHiC23_g9572.t1
OG0002402	Smp_243850.1	FhHiC23_g15134.t1
OG0002403	Smp_152180.1	FhHiC23_g10157.t1
OG0002404	Smp_129340.1	FhHiC23_g12892.t1, FhHiC23_g7985.t1
OG0002405	Smp_137750.1	FhHiC23_g13383.t1
OG0002406	Smp_012000.1	FhHiC23_g11310.t1
OG0002407	Smp_165570.1	FhHiC23_g12365.t1
OG0002407	Smp_165560.1	FhHiC23_g13733.t1
OG0002408	Smp_346970.1	FhHiC23_g816.t1, FhHiC23_g816.t2
OG0002409	Smp_061540.1	FhHiC23_g3934.t1
OG0002410	Smp_028070.1	FhHiC23_g13925.t1, FhHiC23_g681.t1, FhHiC23_g680.t1, FhHiC23_g4782.t1
OG0002411	Smp_347160.1	FhHiC23_g16206.t2, FhHiC23_g16206.t1
OG0002412	Smp_178700.1	FhHiC23_g5333.t1
OG0002413	Smp_123330.1	FhHiC23_g16389.t1
OG0002415	Smp_044680.1	FhHiC23_g15500.t1
OG0002416	Smp_172120.1, Smp_172120.2	FhHiC23_g14509.t1, FhHiC23_g14509.t3, FhHiC23_g14509.t2
OG0002417	Smp_142710.1	FhHiC23_g10794.t1
OG0002418	Smp_126720.1	FhHiC23_g6180.t1
OG0002419	Smp_141070.1	FhHiC23_g4620.t1, FhHiC23_g4620.t2, FhHiC23_g4620.t3
OG0002420	Smp_126030.1	FhHiC23_g5866.t1, FhHiC23_g5866.t2
OG0002421	Smp_344980.1	FhHiC23_g2730.t1, FhHiC23_g2730.t3, FhHiC23_g2730.t2
OG0002422	Smp_032000.1	FhHiC23_g6092.t1
OG0002423	Smp_347020.1	FhHiC23_g1038.t1, FhHiC23_g1037.t1, FhHiC23_g1038.t2
OG0002424	Smp_242230.1	FhHiC23_g1782.t1, FhHiC23_g1782.t2
OG0002425	Smp_092850.1	FhHiC23_g6185.t1, FhHiC23_g6185.t2, FhHiC23_g6186.t1
OG0002426	Smp_008290.1	FhHiC23_g14246.t2, FhHiC23_g14246.t1
OG0002427	Smp_011990.1	FhHiC23_g637.t1, FhHiC23_g4042.t1, FhHiC23_g3954.t1, FhHiC23_g3954.t2
OG0002428	Smp_025560.1, Smp_025560.2	FhHiC23_g11413.t1, FhHiC23_g11413.t2
OG0002429	Smp_302360.1	FhHiC23_g4768.t1, FhHiC23_g4768.t2
OG0002430	Smp_159690.1	FhHiC23_g2724.t1
OG0002431	Smp_332450.1	FhHiC23_g14499.t1
OG0002432	Smp_018260.1	FhHiC23_g8139.t1
OG0002433	Smp_333320.1	FhHiC23_g10916.t1
OG0002434	Smp_212830.1	FhHiC23_g5632.t1, FhHiC23_g5634.t1, FhHiC23_g5634.t2
OG0002435	Smp_343400.1	FhHiC23_g6156.t1, FhHiC23_g6156.t2
OG0002436	Smp_136470.1	FhHiC23_g14986.t1, FhHiC23_g14986.t2
OG0002437	Smp_245830.1	FhHiC23_g1190.t1
OG0002438	Smp_158320.1	FhHiC23_g6112.t1
OG0002439	Smp_245800.1	FhHiC23_g1032.t1, FhHiC23_g1032.t4, FhHiC23_g1032.t2, FhHiC23_g1032.t3
OG0002440	Smp_001170.1	FhHiC23_g8343.t1
OG0002441	Smp_065160.1	FhHiC23_g1244.t1, FhHiC23_g1245.t1
OG0002442	Smp_144200.1	FhHiC23_g14518.t1
OG0002443	Smp_078700.1	FhHiC23_g14220.t1
OG0002444	Smp_347840.1	FhHiC23_g8384.t1
OG0002445	Smp_340050.1	FhHiC23_g7843.t1
OG0002446	Smp_106080.1, Smp_335280.1	FhHiC23_g7279.t2, FhHiC23_g7279.t1
OG0002447	Smp_174350.1	FhHiC23_g11821.t1
OG0002448	Smp_347360.1	FhHiC23_g5024.t1
OG0002449	Smp_075440.1, Smp_075440.2	FhHiC23_g11903.t1
OG0002450	Smp_023620.1	FhHiC23_g8047.t1, FhHiC23_g8047.t2
OG0002451	Smp_158840.1	FhHiC23_g2727.t1
OG0002452	Smp_121160.1	FhHiC23_g13772.t1
OG0002453	Smp_016380.1	FhHiC23_g1800.t1
OG0002454	Smp_000670.1	FhHiC23_g8247.t2, FhHiC23_g8247.t3, FhHiC23_g8247.t1
OG0002455	Smp_079770.1	FhHiC23_g8605.t1
OG0002458	Smp_330720.1, Smp_332120.1, Smp_344710.1, Smp_334620.1, Smp_330740.1	FhHiC23_g4106.t1
OG0002459	Smp_037900.1	FhHiC23_g14277.t1, FhHiC23_g14277.t2
OG0002460	Smp_343860.1	FhHiC23_g13522.t1
OG0002461	Smp_322890.1, Smp_322880.1, Smp_322870.1	FhHiC23_g13440.t1
OG0002462	Smp_027910.1	FhHiC23_g6766.t1
OG0002463	Smp_174490.1	FhHiC23_g3706.t1
OG0002464	Smp_141380.1	FhHiC23_g9937.t1
OG0002465	Smp_145670.1	FhHiC23_g3725.t1
OG0002466	Smp_140150.1	FhHiC23_g10411.t1, FhHiC23_g10411.t2, FhHiC23_g10411.t3
OG0002467	Smp_122920.1	FhHiC23_g534.t1, FhHiC23_g534.t2
OG0002468	Smp_334260.1	FhHiC23_g3117.t1
OG0002469	Smp_126310.1	FhHiC23_g13226.t1
OG0002470	Smp_027300.1	FhHiC23_g2264.t1, FhHiC23_g2265.t1
OG0002471	Smp_244220.1	FhHiC23_g885.t1, FhHiC23_g885.t2
OG0002472	Smp_319120.1, Smp_319120.2	FhHiC23_g5384.t1
OG0002473	Smp_172270.1	FhHiC23_g13601.t1
OG0002474	Smp_164360.1	FhHiC23_g15960.t1, FhHiC23_g15960.t2
OG0002475	Smp_071770.1	FhHiC23_g10950.t1
OG0002476	Smp_128920.1	FhHiC23_g4868.t1
OG0002477	Smp_341620.1	FhHiC23_g3269.t1
OG0002478	Smp_063580.1	FhHiC23_g46.t1
OG0002479	Smp_026250.1	FhHiC23_g7687.t1
OG0002480	Smp_173250.1	FhHiC23_g9730.t1
OG0002481	Smp_058790.1	FhHiC23_g13216.t3, FhHiC23_g13216.t2, FhHiC23_g13216.t4, FhHiC23_g13216.t1
OG0002482	Smp_096010.2, Smp_096010.1	FhHiC23_g7850.t1, FhHiC23_g7850.t2
OG0002483	Smp_139760.1	FhHiC23_g15240.t1, FhHiC23_g15241.t1
OG0002484	Smp_130960.1	FhHiC23_g10369.t1
OG0002485	Smp_167230.2, Smp_167230.3, Smp_167230.4, Smp_167230.5, Smp_167230.1	FhHiC23_g5397.t1
OG0002486	Smp_089640.1	FhHiC23_g9651.t1
OG0002487	Smp_150270.1	FhHiC23_g2073.t1
OG0002488	Smp_034300.1	FhHiC23_g841.t1
OG0002489	Smp_076990.1, Smp_076990.2, Smp_076990.3, Smp_076990.4	FhHiC23_g10462.t1, FhHiC23_g10462.t2
OG0002490	Smp_158380.1	FhHiC23_g387.t3, FhHiC23_g387.t1, FhHiC23_g387.t2
OG0002491	Smp_175610.1	FhHiC23_g9237.t2, FhHiC23_g9237.t1
OG0002492	Smp_042530.1	FhHiC23_g1663.t1
OG0002493	Smp_085740.1	FhHiC23_g7915.t1
OG0002494	Smp_064650.1	FhHiC23_g13047.t1
OG0002495	Smp_176340.2, Smp_176340.1	FhHiC23_g11532.t2, FhHiC23_g11532.t1
OG0002496	Smp_152000.1	FhHiC23_g14149.t1, FhHiC23_g14148.t1
OG0002497	Smp_001390.1	FhHiC23_g1965.t1, FhHiC23_g1965.t2
OG0002498	Smp_015780.1	FhHiC23_g13432.t1, FhHiC23_g13432.t2
OG0002499	Smp_046900.1	FhHiC23_g2027.t1
OG0002500	Smp_090690.1	FhHiC23_g13115.t1
OG0002501	Smp_164760.1	FhHiC23_g13148.t1, FhHiC23_g13148.t2
OG0002502	Smp_102810.1, Smp_102810.2	FhHiC23_g1998.t1, FhHiC23_g1998.t2
OG0002503	Smp_095410.1	FhHiC23_g3507.t1, FhHiC23_g3507.t2
OG0002504	Smp_089590.1	FhHiC23_g10182.t1
OG0002505	Smp_082660.1	FhHiC23_g159.t1
OG0002506	Smp_083080.1	FhHiC23_g6239.t1, FhHiC23_g6240.t1
OG0002507	Smp_085480.1	FhHiC23_g3629.t1
OG0002508	Smp_156340.1	FhHiC23_g8437.t1, FhHiC23_g8437.t2
OG0002509	Smp_021390.2, Smp_021390.1	FhHiC23_g10742.t1
OG0002510	Smp_307630.1, Smp_072800.1	FhHiC23_g7597.t1
OG0002511	Smp_038710.1	FhHiC23_g1267.t1, FhHiC23_g1267.t2
OG0002512	Smp_010090.1	FhHiC23_g7261.t1
OG0002513	Smp_122890.1	FhHiC23_g10857.t1, FhHiC23_g10856.t1, FhHiC23_g803.t1
OG0002514	Smp_054450.1	FhHiC23_g11759.t1
OG0002515	Smp_157590.1	FhHiC23_g14621.t1
OG0002516	Smp_094920.1	FhHiC23_g2441.t1
OG0002526	Smp_198730.1	FhHiC23_g11628.t2, FhHiC23_g11628.t1
OG0002527	Smp_346700.1	FhHiC23_g14608.t1, FhHiC23_g14608.t2
OG0002528	Smp_332310.1	FhHiC23_g10333.t2, FhHiC23_g10333.t1
OG0002529	Smp_062250.1	FhHiC23_g308.t1
OG0002530	Smp_213190.1, Smp_213190.2, Smp_213200.1	FhHiC23_g3245.t1, FhHiC23_g3246.t1
OG0002531	Smp_163560.1	FhHiC23_g9302.t3, FhHiC23_g9302.t2, FhHiC23_g9302.t1
OG0002532	Smp_172580.1	FhHiC23_g817.t1
OG0002533	Smp_202120.1	FhHiC23_g8167.t1, FhHiC23_g8167.t2
OG0002534	Smp_341830.1	FhHiC23_g16664.t1
OG0002535	Smp_028080.1	FhHiC23_g4808.t1
OG0002536	Smp_153590.1	FhHiC23_g13067.t1
OG0002537	Smp_153430.1	FhHiC23_g3595.t1
OG0002538	Smp_132240.1, Smp_132240.2	FhHiC23_g7031.t1, FhHiC23_g7031.t2
OG0002539	Smp_097940.1, Smp_097940.2	FhHiC23_g9724.t1, FhHiC23_g9724.t2, FhHiC23_g9724.t3
OG0002540	Smp_170280.1	FhHiC23_g4858.t1
OG0002541	Smp_037590.1	FhHiC23_g1685.t1
OG0002542	Smp_063180.1	FhHiC23_g16600.t1
OG0002543	Smp_333770.1	FhHiC23_g5136.t1
OG0002544	Smp_011270.1, Smp_011270.2	FhHiC23_g1898.t1
OG0002545	Smp_016180.1	FhHiC23_g10362.t2, FhHiC23_g10362.t1
OG0002546	Smp_138640.1	FhHiC23_g11379.t2, FhHiC23_g11379.t1, FhHiC23_g11379.t3
OG0002547	Smp_332400.1	FhHiC23_g9213.t1
OG0002548	Smp_127890.1	FhHiC23_g9001.t1, FhHiC23_g9001.t2, FhHiC23_g9001.t3
OG0002549	Smp_167290.1	FhHiC23_g9297.t1
OG0002550	Smp_021300.1	FhHiC23_g404.t2, FhHiC23_g404.t3, FhHiC23_g404.t1, FhHiC23_g404.t4
OG0002551	Smp_060010.1	FhHiC23_g5381.t1
OG0002552	Smp_332920.1	FhHiC23_g6476.t1, FhHiC23_g12813.t1
OG0002553	Smp_172030.1	FhHiC23_g8057.t1, FhHiC23_g8057.t2
OG0002554	Smp_331880.1	FhHiC23_g7180.t1
OG0002555	Smp_019350.1	FhHiC23_g14289.t1, FhHiC23_g14364.t1, FhHiC23_g14365.t1, FhHiC23_g14375.t1, FhHiC23_g14373.t1, FhHiC23_g14374.t1, FhHiC23_g14371.t1, FhHiC23_g14372.t1, FhHiC23_g14372.t2, FhHiC23_g14369.t1, FhHiC23_g14370.t1, FhHiC23_g14367.t1, FhHiC23_g14368.t1
OG0002556	Smp_032520.1	FhHiC23_g15423.t1
OG0002557	Smp_144140.1	FhHiC23_g14852.t1, FhHiC23_g14852.t2
OG0002558	Smp_139010.1, Smp_318640.1	FhHiC23_g12983.t1
OG0002559	Smp_159550.1	FhHiC23_g4708.t1, FhHiC23_g4708.t2
OG0002560	Smp_149450.1	FhHiC23_g8654.t2, FhHiC23_g8654.t1
OG0002561	Smp_103460.1	FhHiC23_g11583.t1, FhHiC23_g11583.t2
OG0002562	Smp_102840.1	FhHiC23_g13527.t1
OG0002564	Smp_169660.1	FhHiC23_g3178.t1
OG0002565	Smp_153200.1, Smp_153210.1	FhHiC23_g13384.t1, FhHiC23_g12779.t1
OG0002566	Smp_246290.1	FhHiC23_g8574.t1, FhHiC23_g8572.t2, FhHiC23_g8572.t1
OG0002567	Smp_124920.1	FhHiC23_g5030.t1, FhHiC23_g5030.t2
OG0002568	Smp_007500.1	FhHiC23_g8027.t1, FhHiC23_g8027.t2
OG0002569	Smp_165280.1	FhHiC23_g7241.t1
OG0002570	Smp_068170.1	FhHiC23_g5044.t2, FhHiC23_g5044.t1
OG0002571	Smp_049730.1	FhHiC23_g4965.t1, FhHiC23_g4965.t2
OG0002572	Smp_004360.1	FhHiC23_g6984.t1, FhHiC23_g6984.t2
OG0002573	Smp_003770.1	FhHiC23_g9597.t1, FhHiC23_g9599.t2, FhHiC23_g9599.t1
OG0002574	Smp_247830.1	FhHiC23_g2263.t1
OG0002575	Smp_152200.1	FhHiC23_g10382.t1
OG0002576	Smp_247470.1	FhHiC23_g1183.t1
OG0002577	Smp_328490.1, Smp_328480.1, Smp_147710.1, Smp_328440.1, Smp_328460.1, Smp_311700.1, Smp_332350.1, Smp_328450.1, Smp_328470.1, Smp_335360.1	FhHiC23_g6103.t1, FhHiC23_g6104.t1
OG0002578	Smp_328000.1	FhHiC23_g424.t1
OG0002579	Smp_315820.1	FhHiC23_g9459.t1, FhHiC23_g9459.t2, FhHiC23_g9457.t1
OG0002580	Smp_083540.1	FhHiC23_g8589.t1, FhHiC23_g8589.t2, FhHiC23_g8589.t3, FhHiC23_g8589.t4
OG0002581	Smp_029040.1	FhHiC23_g8587.t1, FhHiC23_g8587.t2
OG0002582	Smp_032250.1	FhHiC23_g5269.t1
OG0002583	Smp_315910.1	FhHiC23_g16831.t1
OG0002584	Smp_327480.1	FhHiC23_g6584.t1
OG0002585	Smp_243810.1	FhHiC23_g15455.t1
OG0002586	Smp_333310.1	FhHiC23_g15341.t1
OG0002587	Smp_145700.1	FhHiC23_g3689.t1, FhHiC23_g3689.t2
OG0002588	Smp_094140.1	FhHiC23_g7743.t2, FhHiC23_g7743.t1, FhHiC23_g7743.t3
OG0002589	Smp_018580.1	FhHiC23_g7331.t1
OG0002590	Smp_167890.1	FhHiC23_g2959.t1
OG0002591	Smp_334370.1	FhHiC23_g773.t1, FhHiC23_g3423.t1, FhHiC23_g3422.t1, FhHiC23_g3422.t2
OG0002592	Smp_097810.1	FhHiC23_g8973.t1
OG0002593	Smp_334420.1, Smp_334420.2	FhHiC23_g694.t1, FhHiC23_g693.t1
OG0002594	Smp_090030.1	FhHiC23_g691.t1, FhHiC23_g692.t2, FhHiC23_g692.t1, FhHiC23_g692.t3
OG0002595	Smp_071950.1	FhHiC23_g1137.t2, FhHiC23_g1137.t1
OG0002596	Smp_153960.1	FhHiC23_g209.t1
