Orthogroup	schistosoma_mansoni	schistosoma_guineensis
OG0000629	Smp_054790.1	SGUI1_38690.3, SGUI1_38690.7, SGUI1_38690.1, SGUI1_38690.4, SGUI1_38690.5, SGUI1_38690.2, SGUI1_38690.6
OG0000630	Smp_138180.1	SGUI1_59180.1
OG0000631	Smp_165170.1	SGUI1_66320.1, SGUI1_66320.2
OG0000631	Smp_335840.1, Smp_347080.1	SGUI1_61590.1
OG0000632	Smp_046140.1	SGUI1_12450.1
OG0000633	Smp_148220.1	SGUI1_52690.1
OG0000636	Smp_144760.1	SGUI1_94990.1, SGUI1_94990.3, SGUI1_94990.2, SGUI1_94990.4
OG0000637	Smp_242110.1	SGUI1_49680.1
OG0000638	Smp_347950.1, Smp_347950.2	SGUI1_64630.10, SGUI1_64630.2, SGUI1_64630.7, SGUI1_64630.8, SGUI1_64630.4, SGUI1_64630.5, SGUI1_64630.1, SGUI1_64630.6, SGUI1_64630.9, SGUI1_64630.3
OG0000639	Smp_197390.1	SGUI1_62250.2, SGUI1_62250.1, SGUI1_62250.3
OG0000640	Smp_143980.1, Smp_242850.1	SGUI1_85100.1, SGUI1_85100.2
OG0000641	Smp_174920.1	SGUI1_6350.1
OG0000642	Smp_145980.1	SGUI1_62330.1
OG0000643	Smp_045420.1	SGUI1_52190.1
OG0000643	Smp_045410.1, Smp_045410.2	SGUI1_52180.1, SGUI1_52180.2
OG0000644	Smp_170550.1, Smp_170550.2	SGUI1_95940.1, SGUI1_95940.8, SGUI1_95940.4, SGUI1_95940.3, SGUI1_95940.2, SGUI1_95940.6, SGUI1_95940.5, SGUI1_95940.7
OG0000645	Smp_132850.1, Smp_210550.2	SGUI1_9620.1, SGUI1_9610.1
OG0000646	Smp_011660.2	SGUI1_8210.1, SGUI1_8210.2
OG0000647	Smp_129420.1	SGUI1_62510.1, SGUI1_62510.2
OG0000648	Smp_214260.1	SGUI1_92470.1
OG0000649	Smp_247230.1	SGUI1_60300.1, SGUI1_60300.2, SGUI1_60300.3
OG0000650	Smp_042340.1	SGUI1_78100.6, SGUI1_78100.1, SGUI1_78100.2, SGUI1_78100.3, SGUI1_78100.4, SGUI1_78100.5, SGUI1_78100.7, SGUI1_78100.8
OG0000651	Smp_302650.1	SGUI1_41760.1
OG0000652	Smp_049600.1	SGUI1_40130.2, SGUI1_40130.3, SGUI1_40130.4, SGUI1_40130.6, SGUI1_40130.1, SGUI1_40130.5
OG0000653	Smp_306290.1, Smp_306300.1	SGUI1_97140.1, SGUI1_40720.1, SGUI1_40720.2
OG0000654	Smp_331710.1	SGUI1_58520.4, SGUI1_58520.3, SGUI1_58520.5, SGUI1_58520.6, SGUI1_58520.1, SGUI1_58520.2
OG0000655	Smp_314360.1, Smp_332750.1, Smp_316680.1, Smp_316680.2, Smp_101230.1	SGUI1_81540.4, SGUI1_81540.5, SGUI1_81540.6, SGUI1_81540.1, SGUI1_81540.2, SGUI1_81540.3
OG0000656	Smp_043150.1	SGUI1_75860.2, SGUI1_75860.4, SGUI1_75860.5, SGUI1_75860.1, SGUI1_75860.3
OG0000657	Smp_082280.1	SGUI1_90580.1, SGUI1_90580.2, SGUI1_90580.3
OG0000659	Smp_157510.1	SGUI1_41730.1
OG0000662	Smp_130100.1	SGUI1_52410.8, SGUI1_52410.5, SGUI1_52410.7, SGUI1_52410.4, SGUI1_52410.6, SGUI1_52410.1, SGUI1_52410.3, SGUI1_52410.2
OG0000663	Smp_343540.1	SGUI1_37990.1
OG0000664	Smp_157740.1	SGUI1_11480.1, SGUI1_11480.7, SGUI1_11480.3, SGUI1_11480.2, SGUI1_11480.4, SGUI1_11480.6, SGUI1_11480.5
OG0000665	Smp_334140.1	SGUI1_73300.8, SGUI1_73300.3, SGUI1_73300.6, SGUI1_73300.1, SGUI1_73300.2, SGUI1_73300.4, SGUI1_73300.5, SGUI1_73300.10, SGUI1_73300.9, SGUI1_73300.7
OG0000666	Smp_145890.1	SGUI1_62240.1
OG0000667	Smp_006320.1, Smp_006320.2	SGUI1_5910.1
OG0000668	Smp_014780.1	SGUI1_52610.8, SGUI1_52610.2, SGUI1_52610.1, SGUI1_52610.3, SGUI1_52610.4, SGUI1_52610.6, SGUI1_52610.7, SGUI1_52610.5
OG0000669	Smp_177120.1	SGUI1_68510.1, SGUI1_68510.2, SGUI1_68510.3
OG0000670	Smp_340760.1	SGUI1_44600.1, SGUI1_44600.2
OG0000671	Smp_169530.1	SGUI1_67020.1, SGUI1_77050.1
OG0000672	Smp_245600.1, Smp_245600.2	SGUI1_44220.1
OG0000673	Smp_173730.1	SGUI1_15730.8, SGUI1_15730.1, SGUI1_15730.3, SGUI1_15730.4, SGUI1_15730.2, SGUI1_15730.5, SGUI1_15730.7, SGUI1_15730.6
OG0000674	Smp_041760.1	SGUI1_78660.2, SGUI1_78660.3, SGUI1_78660.4, SGUI1_78660.1, SGUI1_78660.5
OG0000675	Smp_089180.1	SGUI1_72460.6, SGUI1_72460.8, SGUI1_72460.1, SGUI1_72460.2, SGUI1_72460.3, SGUI1_72460.4, SGUI1_72460.5, SGUI1_72460.7
OG0000676	Smp_129950.1, Smp_129950.2	SGUI1_81580.1, SGUI1_81580.2, SGUI1_81580.3, SGUI1_81580.4
OG0000677	Smp_304500.1	SGUI1_4910.1, SGUI1_4910.3, SGUI1_4910.2, SGUI1_4910.4
OG0000678	Smp_341660.1	SGUI1_34290.3, SGUI1_34290.7, SGUI1_34290.5, SGUI1_34290.2, SGUI1_34290.4, SGUI1_34290.1, SGUI1_34290.6
OG0000679	Smp_089240.1	SGUI1_72520.1, SGUI1_72520.2, SGUI1_72520.3, SGUI1_72520.4, SGUI1_72520.5
OG0000680	Smp_096640.1, Smp_096640.2	SGUI1_16510.1, SGUI1_16510.2, SGUI1_16510.3, SGUI1_16510.4, SGUI1_16510.5, SGUI1_16510.6
OG0000681	Smp_139540.1	SGUI1_34680.1
OG0000682	Smp_310140.1	SGUI1_43020.1, SGUI1_43020.4, SGUI1_43020.2, SGUI1_43020.3
OG0000683	Smp_028730.1	SGUI1_55340.1, SGUI1_55340.2
OG0000683	Smp_000510.1	SGUI1_67650.1
OG0000684	Smp_210150.1	SGUI1_85020.1, SGUI1_85020.2
OG0000685	Smp_145410.1, Smp_145410.2	SGUI1_75630.1, SGUI1_75630.2, SGUI1_75630.3
OG0000686	Smp_166830.1	SGUI1_60500.2, SGUI1_60500.4, SGUI1_60500.3, SGUI1_60500.1
OG0000687	Smp_169260.2, Smp_169260.1	SGUI1_26580.1
OG0000688	Smp_244830.1	SGUI1_670.1, SGUI1_670.4, SGUI1_670.2, SGUI1_670.5, SGUI1_670.6, SGUI1_670.3
OG0000689	Smp_169580.1	SGUI1_2870.1
OG0000690	Smp_176620.1	SGUI1_22420.5, SGUI1_22420.6, SGUI1_22420.10, SGUI1_22420.9, SGUI1_22420.11, SGUI1_22420.1, SGUI1_22420.14, SGUI1_22420.2, SGUI1_22420.3, SGUI1_22420.4, SGUI1_22420.7, SGUI1_22420.8, SGUI1_22420.12, SGUI1_22420.13
OG0000691	Smp_201940.1, Smp_205780.1	SGUI1_19290.1, SGUI1_1910.1, SGUI1_1910.2
OG0000692	Smp_341180.1, Smp_341180.2	SGUI1_16670.1
OG0000695	Smp_126480.1	SGUI1_96450.1
OG0000695	Smp_078690.1	SGUI1_45450.1, SGUI1_45450.2, SGUI1_45450.3, SGUI1_45450.4, SGUI1_45450.5
OG0000696	Smp_302850.1	SGUI1_5080.5, SGUI1_5080.2, SGUI1_5080.1, SGUI1_5080.6, SGUI1_5080.3, SGUI1_5080.4, SGUI1_5080.9, SGUI1_5080.7, SGUI1_5080.8
OG0000697	Smp_148720.1	SGUI1_40190.5, SGUI1_40190.8, SGUI1_40190.7, SGUI1_40190.1, SGUI1_40190.10, SGUI1_40190.2, SGUI1_40190.9, SGUI1_40190.4, SGUI1_40190.3, SGUI1_40190.6
OG0000698	Smp_015220.1, Smp_015220.2	SGUI1_17640.5, SGUI1_17640.6, SGUI1_17640.1, SGUI1_17640.2, SGUI1_17640.3, SGUI1_17640.4
OG0000699	Smp_008490.1	SGUI1_32800.1
OG0000699	Smp_157950.1	SGUI1_45850.1, SGUI1_45850.2
OG0000700	Smp_349610.1	SGUI1_27960.1
OG0000700	Smp_319400.1	SGUI1_23640.1
OG0000700	Smp_092150.1	SGUI1_23650.1
OG0000700	Smp_151640.1	SGUI1_23660.1
OG0000701	Smp_132270.1	SGUI1_61270.2, SGUI1_61270.1
OG0000702	Smp_123060.1	SGUI1_87340.1
OG0000703	Smp_123720.1	SGUI1_210.2, SGUI1_210.3, SGUI1_210.4, SGUI1_210.1, SGUI1_210.5
OG0000704	Smp_072110.1	SGUI1_48270.1
OG0000705	Smp_347680.1	SGUI1_5780.1
OG0000706	Smp_104670.1	SGUI1_43350.1
OG0000706	Smp_014660.1	SGUI1_52490.1
OG0000707	Smp_152960.1	SGUI1_94630.1, SGUI1_94630.2, SGUI1_94630.3, SGUI1_94630.9, SGUI1_94630.6, SGUI1_94630.8, SGUI1_94630.7, SGUI1_94630.4, SGUI1_94630.5
OG0000708	Smp_041060.1	SGUI1_37110.1, SGUI1_37110.2, SGUI1_37110.3, SGUI1_37110.4
OG0000709	Smp_198940.1	SGUI1_43640.2, SGUI1_43640.3, SGUI1_43640.1
OG0000710	Smp_346720.1	SGUI1_7490.1
OG0000711	Smp_334200.1	SGUI1_74790.1
OG0000712	Smp_148370.1	SGUI1_52870.11, SGUI1_52870.5, SGUI1_52870.3, SGUI1_52870.1, SGUI1_52870.10, SGUI1_52870.2, SGUI1_52870.4, SGUI1_52870.6, SGUI1_52870.7, SGUI1_52870.8, SGUI1_52870.9
OG0000713	Smp_312660.1	SGUI1_72010.10, SGUI1_72010.1, SGUI1_72010.4, SGUI1_72010.8, SGUI1_72010.11, SGUI1_72010.12, SGUI1_72010.2, SGUI1_72010.3, SGUI1_72010.5, SGUI1_72010.6, SGUI1_72010.7, SGUI1_72010.9
OG0000714	Smp_196150.1, Smp_196150.2	SGUI1_46210.4, SGUI1_46210.5, SGUI1_46210.1, SGUI1_46210.2, SGUI1_46210.3
OG0000715	Smp_076950.1	SGUI1_27090.1
OG0000716	Smp_244580.1	SGUI1_10800.3, SGUI1_10790.1, SGUI1_10790.2, SGUI1_10800.1, SGUI1_10800.2
OG0000717	Smp_311920.1, Smp_346240.1	SGUI1_59390.11, SGUI1_59390.1, SGUI1_59390.2, SGUI1_59390.3, SGUI1_59390.4, SGUI1_59390.5, SGUI1_59390.6, SGUI1_59390.7, SGUI1_59390.13, SGUI1_59390.8, SGUI1_59390.15, SGUI1_59390.10, SGUI1_59390.12, SGUI1_59390.14, SGUI1_59390.9
OG0000718	Smp_135560.1	SGUI1_75080.4, SGUI1_75080.1, SGUI1_75080.3, SGUI1_75080.5, SGUI1_75080.2
OG0000719	Smp_137650.1	SGUI1_55360.5, SGUI1_55360.1, SGUI1_55360.7, SGUI1_55360.6, SGUI1_55360.8, SGUI1_55360.2, SGUI1_55360.3, SGUI1_55360.4
OG0000720	Smp_213520.1	SGUI1_77330.4, SGUI1_77330.5, SGUI1_77330.3, SGUI1_77330.6, SGUI1_77330.1, SGUI1_77330.2, SGUI1_77330.7
OG0000721	Smp_122800.1	SGUI1_45740.5, SGUI1_45740.4, SGUI1_45740.1, SGUI1_45740.6, SGUI1_45740.2, SGUI1_45740.3
OG0000722	Smp_166610.1	SGUI1_5000.1
OG0000723	Smp_169520.1	SGUI1_77040.1
OG0000724	Smp_157560.1	SGUI1_41820.1
OG0000725	Smp_155780.1	SGUI1_77410.1, SGUI1_77410.4, SGUI1_77410.5, SGUI1_77410.2, SGUI1_77410.3
OG0000726	Smp_175570.1	SGUI1_29560.2, SGUI1_29560.1
OG0000726	Smp_097240.1	SGUI1_29570.1
OG0000727	Smp_079700.1	SGUI1_38590.5, SGUI1_38590.1, SGUI1_38590.2, SGUI1_38590.3, SGUI1_38590.4
OG0000728	Smp_071960.1	SGUI1_48400.3, SGUI1_48400.4, SGUI1_48400.1, SGUI1_48400.2, SGUI1_48400.5
OG0000729	Smp_128370.1	SGUI1_8160.1
OG0000730	Smp_074070.1	SGUI1_60530.1
OG0000731	Smp_347040.1	SGUI1_76710.1
OG0000732	Smp_343150.1	SGUI1_3500.1
OG0000733	Smp_169150.2	SGUI1_2800.1
OG0000736	Smp_144940.1	SGUI1_78550.12, SGUI1_78550.6, SGUI1_78550.7, SGUI1_78550.8, SGUI1_78550.13, SGUI1_78550.9, SGUI1_78550.11, SGUI1_78550.15, SGUI1_78550.10, SGUI1_78550.14, SGUI1_78550.1, SGUI1_78550.2, SGUI1_78550.4, SGUI1_78550.3, SGUI1_78550.5
OG0000737	Smp_305100.1, Smp_305110.1	SGUI1_9150.1
OG0000738	Smp_205270.1	SGUI1_70200.1, SGUI1_70200.2
OG0000738	Smp_346410.1	SGUI1_70190.1
OG0000739	Smp_094380.1	SGUI1_57200.1
OG0000740	Smp_093920.1	SGUI1_7800.1
OG0000741	Smp_129260.1	SGUI1_84750.6, SGUI1_84750.1, SGUI1_84750.2, SGUI1_84750.3, SGUI1_84750.4, SGUI1_84750.7, SGUI1_84750.5
OG0000742	Smp_112480.1	SGUI1_55350.1, SGUI1_55350.2, SGUI1_55350.3, SGUI1_55350.4, SGUI1_40450.1, SGUI1_34900.1, SGUI1_57150.1
OG0000743	Smp_150340.1	SGUI1_22240.1, SGUI1_22240.2, SGUI1_22240.3, SGUI1_22240.4, SGUI1_22240.5, SGUI1_22240.6, SGUI1_22240.8, SGUI1_22240.7
OG0000744	Smp_171640.1	SGUI1_3600.1
OG0000745	Smp_142600.1	SGUI1_37920.1, SGUI1_37920.2
OG0000746	Smp_018250.1, Smp_018250.2	SGUI1_61140.1
OG0000747	Smp_344430.1, Smp_344430.2	SGUI1_42880.1
OG0000748	Smp_053220.1	SGUI1_70610.1
OG0000749	Smp_213300.1, Smp_213300.2	SGUI1_69990.3, SGUI1_69990.6, SGUI1_69990.7, SGUI1_69990.1, SGUI1_69990.4, SGUI1_69990.5, SGUI1_69990.2
OG0000750	Smp_306910.1	SGUI1_74650.1, SGUI1_74650.2, SGUI1_74650.3
OG0000751	Smp_159490.1	SGUI1_5510.1
OG0000751	Smp_057620.1	SGUI1_2600.1
OG0000752	Smp_015020.1	SGUI1_93110.1, SGUI1_93110.2
OG0000752	Smp_130300.1	SGUI1_93160.1
OG0000753	Smp_334530.1	SGUI1_83400.3, SGUI1_83400.1, SGUI1_83400.2, SGUI1_83400.4
OG0000754	Smp_123040.1	SGUI1_50480.7, SGUI1_50480.8, SGUI1_50480.4, SGUI1_50480.2, SGUI1_50480.3, SGUI1_50480.1, SGUI1_50480.5, SGUI1_50480.6
OG0000755	Smp_145510.1, Smp_145510.2	SGUI1_75930.3, SGUI1_75930.1, SGUI1_75930.2, SGUI1_75930.4, SGUI1_75930.5
OG0000756	Smp_344380.1	SGUI1_38860.3, SGUI1_38860.1, SGUI1_38860.6, SGUI1_38860.4, SGUI1_38860.2, SGUI1_38860.5
OG0000757	Smp_148250.1	SGUI1_52730.1
OG0000758	Smp_190020.2	SGUI1_8190.2
OG0000759	Smp_135460.1	SGUI1_53160.1
OG0000760	Smp_056640.1	SGUI1_79230.1, SGUI1_79230.2, SGUI1_79230.3, SGUI1_79230.4, SGUI1_79230.5, SGUI1_79230.6, SGUI1_79230.7, SGUI1_79230.8, SGUI1_79230.10, SGUI1_79230.9
OG0000761	Smp_175340.1	SGUI1_53940.3, SGUI1_53940.2, SGUI1_53940.1, SGUI1_53940.5, SGUI1_53940.6, SGUI1_53940.4
OG0000762	Smp_136300.1	SGUI1_81360.1
OG0000762	Smp_172200.1	SGUI1_87790.1
OG0000763	Smp_038140.1, Smp_038140.2	SGUI1_21090.1
OG0000764	Smp_128420.1, Smp_128420.2	SGUI1_8310.1
OG0000765	Smp_094420.1	SGUI1_53140.1
OG0000765	Smp_024520.1	SGUI1_53150.3, SGUI1_53150.1, SGUI1_53150.2
OG0000766	Smp_127460.1, Smp_127460.2	SGUI1_63490.1, SGUI1_63490.2, SGUI1_63490.3, SGUI1_63490.4
OG0000767	Smp_243680.1	SGUI1_65670.4, SGUI1_65670.3, SGUI1_65670.1, SGUI1_65670.2
OG0000768	Smp_049390.1	SGUI1_39940.1, SGUI1_39940.2, SGUI1_39940.4, SGUI1_39940.5, SGUI1_39940.3, SGUI1_39940.6
OG0000769	Smp_343570.1	SGUI1_2180.1
OG0000770	Smp_130580.1	SGUI1_17480.1, SGUI1_17480.2, SGUI1_17480.3, SGUI1_17480.4
OG0000771	Smp_198020.1	SGUI1_80410.1
OG0000771	Smp_312560.1, Smp_316120.1, Smp_316130.1	SGUI1_80430.1, SGUI1_80450.1, SGUI1_80450.2, SGUI1_80440.1, SGUI1_80460.1
OG0000772	Smp_306350.1, Smp_099090.1, Smp_333000.1	SGUI1_16400.1, SGUI1_16410.1
OG0000774	Smp_131070.1, Smp_131070.2, Smp_131070.3	SGUI1_47110.1
OG0000775	Smp_167020.1	SGUI1_51820.5, SGUI1_51820.1, SGUI1_51820.2, SGUI1_51820.3, SGUI1_51820.4, SGUI1_51820.6
OG0000776	Smp_001360.1	SGUI1_45760.1, SGUI1_45760.2, SGUI1_45760.3
OG0000776	Smp_032810.1	SGUI1_56940.1, SGUI1_56940.3, SGUI1_56940.2
OG0000777	Smp_130070.2, Smp_130070.3, Smp_130070.4, Smp_130070.1	SGUI1_52370.1
OG0000778	Smp_306370.1	SGUI1_22550.1
OG0000779	Smp_171600.1	SGUI1_3670.1, SGUI1_3680.1
OG0000780	Smp_146830.1, Smp_146830.3, Smp_146830.2	SGUI1_14640.10, SGUI1_14640.6, SGUI1_14640.14, SGUI1_14640.8, SGUI1_14640.9, SGUI1_14640.1, SGUI1_14640.4, SGUI1_14640.11, SGUI1_14640.5, SGUI1_14640.3, SGUI1_14640.12, SGUI1_14640.13, SGUI1_14640.2, SGUI1_14640.7
OG0000781	Smp_143130.1	SGUI1_10360.1
OG0000781	Smp_048560.2	SGUI1_490.1
OG0000782	Smp_161680.1	SGUI1_31440.7, SGUI1_31440.10, SGUI1_31440.5, SGUI1_31440.9, SGUI1_31440.12, SGUI1_31440.13, SGUI1_31440.11, SGUI1_31440.4, SGUI1_31440.1, SGUI1_31440.2, SGUI1_31440.3, SGUI1_31440.6, SGUI1_31440.8
OG0000783	Smp_337480.1, Smp_337480.2	SGUI1_50750.1, SGUI1_50750.3, SGUI1_50750.2, SGUI1_50750.4
OG0000784	Smp_094340.1	SGUI1_31360.1
OG0000785	Smp_194420.1	SGUI1_59270.4, SGUI1_59270.1, SGUI1_59270.2, SGUI1_59270.3, SGUI1_59330.1, SGUI1_59330.2
OG0000786	Smp_247200.1	SGUI1_40700.1
OG0000787	Smp_300570.1	SGUI1_93280.1, SGUI1_93280.2
OG0000787	Smp_121920.1, Smp_121920.2	SGUI1_60050.1
OG0000788	Smp_058360.1	SGUI1_12850.1, SGUI1_12850.5, SGUI1_12850.3, SGUI1_12850.2, SGUI1_12850.4
OG0000789	Smp_123840.1	SGUI1_25250.1
OG0000789	Smp_123860.1	SGUI1_25240.1, SGUI1_25240.2, SGUI1_25240.3
OG0000790	Smp_247160.2, Smp_247160.1	SGUI1_39280.1, SGUI1_39280.2
OG0000791	Smp_343700.1, Smp_343700.2	SGUI1_42770.1, SGUI1_42770.2
OG0000792	Smp_158720.1	SGUI1_5280.1
OG0000793	Smp_140330.1	SGUI1_34010.1
OG0000794	Smp_335080.1, Smp_334400.1, Smp_159110.1	SGUI1_9350.1, SGUI1_9350.2, SGUI1_9350.3
OG0000795	Smp_125340.1, Smp_125340.2	SGUI1_95610.1, SGUI1_95610.4, SGUI1_95610.5, SGUI1_95610.2, SGUI1_95610.3
OG0000796	Smp_151200.1, Smp_151210.1	SGUI1_15420.1
OG0000796	Smp_333180.1	SGUI1_15410.1, SGUI1_15410.2
OG0000797	Smp_039820.1	SGUI1_20790.2, SGUI1_20790.1
OG0000798	Smp_341650.1	SGUI1_1280.5, SGUI1_1280.1, SGUI1_1280.2, SGUI1_1280.4, SGUI1_1280.3
OG0000799	Smp_030320.1	SGUI1_67190.1
OG0000800	Smp_244710.1	SGUI1_9240.1, SGUI1_9250.1
OG0000801	Smp_020550.1, Smp_020550.3, Smp_020550.2	SGUI1_15330.3, SGUI1_15330.1, SGUI1_15330.5, SGUI1_15330.4, SGUI1_15330.2
OG0000802	Smp_137020.1	SGUI1_73610.1
OG0000802	Smp_340590.1	SGUI1_58950.1
OG0000803	Smp_212940.1	SGUI1_79620.1, SGUI1_79620.2, SGUI1_79620.3, SGUI1_79620.4, SGUI1_79620.5
OG0000804	Smp_332620.1	SGUI1_41320.4, SGUI1_41320.3, SGUI1_41320.1, SGUI1_41320.2
OG0000805	Smp_010280.1	SGUI1_36300.1, SGUI1_36300.3, SGUI1_36300.4, SGUI1_36300.2, SGUI1_36300.5
OG0000806	Smp_127030.1	SGUI1_74020.1
OG0000807	Smp_304360.1	SGUI1_9010.1
OG0000808	Smp_010690.1	SGUI1_93880.1
OG0000808	Smp_127830.1	SGUI1_93890.1, SGUI1_93890.2, SGUI1_93890.3, SGUI1_93890.4
OG0000809	Smp_173330.1	SGUI1_91270.2, SGUI1_91270.1, SGUI1_91270.3, SGUI1_91270.5, SGUI1_91270.4, SGUI1_91270.7, SGUI1_91270.8, SGUI1_91270.9, SGUI1_91270.6
OG0000810	Smp_003670.1, Smp_003670.2	SGUI1_24760.7, SGUI1_24760.2, SGUI1_24760.3, SGUI1_24760.6, SGUI1_24760.4, SGUI1_24760.8, SGUI1_24760.1, SGUI1_24760.5
OG0000811	Smp_178750.1	SGUI1_10180.1, SGUI1_10180.2, SGUI1_10180.3
OG0000812	Smp_017750.1	SGUI1_11140.1
OG0000813	Smp_179270.1	SGUI1_86950.1, SGUI1_86950.4, SGUI1_86950.3, SGUI1_86950.2
OG0000814	Smp_150230.1, Smp_150230.2	SGUI1_63860.1
OG0000815	Smp_307960.1	SGUI1_60030.1
OG0000816	Smp_304140.1, Smp_314620.1	SGUI1_84370.2, SGUI1_84370.3, SGUI1_84370.4, SGUI1_84370.1
OG0000817	Smp_030860.1	SGUI1_88820.1
OG0000819	Smp_002600.1, Smp_002600.2	SGUI1_65830.1, SGUI1_65830.2, SGUI1_65830.3, SGUI1_65830.4, SGUI1_65830.5
OG0000820	Smp_173280.1	SGUI1_27620.1
OG0000821	Smp_310830.1, Smp_310820.1	SGUI1_49190.3, SGUI1_49190.4, SGUI1_49190.1, SGUI1_49190.2
OG0000822	Smp_064020.1	SGUI1_74780.1
OG0000823	Smp_082810.1	SGUI1_53540.1
OG0000823	Smp_062300.1, Smp_062300.2	SGUI1_93230.1
OG0000824	Smp_028670.1	SGUI1_3080.1
OG0000825	Smp_145290.1, Smp_307840.1, Smp_313560.1	SGUI1_77550.1, SGUI1_77530.1
OG0000826	Smp_155630.1	SGUI1_55540.4, SGUI1_55540.2, SGUI1_55540.1, SGUI1_55540.3
OG0000827	Smp_202690.1	SGUI1_75840.1
OG0000827	Smp_043120.1	SGUI1_75830.1, SGUI1_75830.2, SGUI1_75830.3
OG0000828	Smp_159290.1, Smp_345050.1, Smp_078490.1, Smp_139450.1, Smp_193680.1, Smp_002630.1	SGUI1_91040.1, SGUI1_91050.1, SGUI1_91060.1
OG0000829	Smp_075280.1, Smp_075280.2	SGUI1_18090.2, SGUI1_18090.4, SGUI1_18090.3, SGUI1_18090.1
OG0000830	Smp_157410.1	SGUI1_48960.2, SGUI1_48960.4, SGUI1_48960.1, SGUI1_48960.3
OG0000831	Smp_040350.1	SGUI1_42480.2, SGUI1_42480.3, SGUI1_42480.1, SGUI1_42480.4, SGUI1_42480.5, SGUI1_42480.6, SGUI1_42480.7
OG0000832	Smp_029240.1	SGUI1_60780.4, SGUI1_60780.2, SGUI1_60780.3, SGUI1_60780.1
OG0000833	Smp_196700.1	SGUI1_33060.1
OG0000834	Smp_171150.1	SGUI1_48800.2, SGUI1_48800.1, SGUI1_48800.3, SGUI1_48800.4
OG0000835	Smp_310870.1	SGUI1_37930.1
OG0000836	Smp_083770.1	SGUI1_37280.4, SGUI1_37280.3, SGUI1_37280.1, SGUI1_37280.2
OG0000837	Smp_140390.1	SGUI1_32110.6, SGUI1_32110.5, SGUI1_32110.7, SGUI1_32110.2, SGUI1_32110.1, SGUI1_32110.4, SGUI1_32110.3
OG0000838	Smp_213910.1	SGUI1_38960.1, SGUI1_38960.2
OG0000839	Smp_071140.1	SGUI1_38380.1, SGUI1_38380.2, SGUI1_38380.3, SGUI1_38380.4
OG0000840	Smp_345540.1	SGUI1_70690.1, SGUI1_70690.3, SGUI1_70690.2, SGUI1_70690.4
OG0000841	Smp_032510.1	SGUI1_20390.1
OG0000842	Smp_179810.1	SGUI1_67440.1
OG0000843	Smp_150510.1	SGUI1_82860.2, SGUI1_82860.3, SGUI1_82860.1, SGUI1_82860.5, SGUI1_82860.6, SGUI1_82860.7, SGUI1_82860.4
OG0000844	Smp_166560.1, Smp_166560.2	SGUI1_4930.1, SGUI1_4930.2, SGUI1_4930.3
OG0000845	Smp_141460.1	SGUI1_90240.5, SGUI1_90240.3, SGUI1_90240.1, SGUI1_90240.2, SGUI1_90240.4
OG0000846	Smp_341400.1	SGUI1_16470.1, SGUI1_16470.3, SGUI1_16470.2, SGUI1_16470.4, SGUI1_16470.5, SGUI1_16470.6
OG0000847	Smp_056360.1	SGUI1_1230.1, SGUI1_1230.3, SGUI1_1230.2, SGUI1_1230.4, SGUI1_1230.5
OG0000848	Smp_343320.1	SGUI1_34630.1
OG0000849	Smp_196290.1	SGUI1_39010.1
OG0000850	Smp_163620.1	SGUI1_27060.5, SGUI1_27060.4, SGUI1_27060.1, SGUI1_27060.2, SGUI1_27060.3
OG0000851	Smp_173320.2, Smp_173320.1	SGUI1_91280.1, SGUI1_91280.2, SGUI1_91280.4, SGUI1_91280.5, SGUI1_91280.6, SGUI1_91280.3
OG0000852	Smp_193440.1	SGUI1_10030.1, SGUI1_10020.1
OG0000853	Smp_043670.2, Smp_043670.1	SGUI1_83360.1, SGUI1_83360.2
OG0000854	Smp_345740.1	SGUI1_37290.1
OG0000855	Smp_147670.1	SGUI1_54790.1, SGUI1_54790.2
OG0000856	Smp_164880.1, Smp_327030.1	SGUI1_2930.1
OG0000857	Smp_139100.2	SGUI1_4130.1
OG0000859	Smp_046930.1	SGUI1_49600.1
OG0000860	Smp_150500.1	SGUI1_60310.1
OG0000860	Smp_181470.1	SGUI1_62890.1
OG0000861	Smp_333080.1	SGUI1_10760.2, SGUI1_10760.3, SGUI1_10760.1, SGUI1_10760.4, SGUI1_10760.5, SGUI1_10760.6, SGUI1_10760.7
OG0000862	Smp_098320.1, Smp_098320.2	SGUI1_29730.1
OG0000863	Smp_350030.1	SGUI1_6900.1, SGUI1_6900.4, SGUI1_6900.2, SGUI1_6900.3, SGUI1_6900.5
OG0000864	Smp_302460.1, Smp_059790.1	SGUI1_40290.7, SGUI1_40290.3, SGUI1_40290.4, SGUI1_40290.5, SGUI1_40290.6, SGUI1_40290.2, SGUI1_40290.1
OG0000865	Smp_007180.1, Smp_007180.2	SGUI1_33020.2, SGUI1_33020.6, SGUI1_33020.1, SGUI1_33020.3, SGUI1_33020.5, SGUI1_33020.4, SGUI1_33020.7
OG0000866	Smp_244800.1	SGUI1_730.12, SGUI1_730.15, SGUI1_730.16, SGUI1_730.13, SGUI1_730.14, SGUI1_730.3, SGUI1_730.1, SGUI1_730.11, SGUI1_730.2, SGUI1_730.4, SGUI1_730.5, SGUI1_730.6, SGUI1_730.7, SGUI1_730.8, SGUI1_730.9, SGUI1_730.10
