Orthogroup	schistosoma_japonicum	schistosoma_bovis
OG0001179	EWB00_008433.1, EWB00_008433.3, EWB00_008433.2, EWB00_008433.4, EWB00_008433.5	SBOV2_92220.4, SBOV2_92220.5, SBOV2_92220.1, SBOV2_92220.2, SBOV2_92220.3
OG0001180	EWB00_009514, EWB00_002566	SBOV2_9190.4, SBOV2_9190.3, SBOV2_9190.1, SBOV2_9190.2
OG0001181	EWB00_011225.1, EWB00_011225.3, EWB00_011225.4, EWB00_011225.2	SBOV2_57250.1, SBOV2_57250.3, SBOV2_57250.2
OG0001182	EWB00_004268.3, EWB00_004268.4, EWB00_004268.5, EWB00_004268.6, EWB00_004268.1, EWB00_004268.2, EWB00_004268.7	SBOV2_31690.1, SBOV2_31690.2, SBOV2_31690.3, SBOV2_31690.4
OG0001183	EWB00_011081.1, EWB00_011081.2	SBOV2_10840.2, SBOV2_10840.4, SBOV2_10840.3, SBOV2_10840.1
OG0001184	EWB00_000876	SBOV2_3550.3, SBOV2_3550.4, SBOV2_3550.5, SBOV2_3550.1, SBOV2_3550.2
OG0001186	EWB00_006349	SBOV2_4930.1, SBOV2_4930.10, SBOV2_4930.11, SBOV2_4930.2, SBOV2_4930.3, SBOV2_4930.4, SBOV2_4930.6, SBOV2_4930.7, SBOV2_4930.8, SBOV2_4930.9, SBOV2_4930.5, SBOV2_4930.12
OG0001187	EWB00_004626.1, EWB00_004626.2	SBOV2_36320.4, SBOV2_36320.3, SBOV2_36320.2, SBOV2_36320.1
OG0001188	EWB00_004444, EWB00_005813, EWB00_004077	SBOV2_7500.2, SBOV2_7500.1, SBOV2_7500.3, SBOV2_7500.4, SBOV2_7500.5
OG0001189	EWB00_004208	SBOV2_14100.1
OG0001190	EWB00_004289.1, EWB00_004289.2	SBOV2_31480.3, SBOV2_31480.1, SBOV2_31480.2, SBOV2_31480.4, SBOV2_31480.5
OG0001191	EWB00_007772.1, EWB00_007772.2, EWB00_007772.3, EWB00_007772.4, EWB00_007772.5, EWB00_007772.6	SBOV2_6890.3, SBOV2_6890.1, SBOV2_6890.2
OG0001192	EWB00_006404.1, EWB00_006404.2, EWB00_006404.3	SBOV2_41920.2, SBOV2_41920.3, SBOV2_41920.4, SBOV2_41920.1
OG0001193	EWB00_008292.2, EWB00_008292.1, EWB00_008292.3	SBOV2_81810.1, SBOV2_81810.2
OG0001194	EWB00_009245.1, EWB00_009245.2	SBOV2_6410.6, SBOV2_6410.2, SBOV2_6410.3, SBOV2_6410.4, SBOV2_6410.5, SBOV2_6410.7, SBOV2_6410.8, SBOV2_6410.1
OG0001197	EWB00_005828.1, EWB00_005828.2	SBOV2_21750.1, SBOV2_96380.1
OG0001198	EWB00_001493.1, EWB00_001493.2	SBOV2_81530.1, SBOV2_81530.2, SBOV2_81530.3, SBOV2_81530.4, SBOV2_81530.5
OG0001199	EWB00_009627, EWB00_009628	SBOV2_79090.1
OG0001202	EWB00_002669.3, EWB00_002669.1, EWB00_002669.2, EWB00_002669.4, EWB00_002669.5	SBOV2_13170.1, SBOV2_13170.2
OG0001203	EWB00_005655	SBOV2_1390.1
OG0001203	EWB00_006758	SBOV2_79990.1
OG0001204	EWB00_009801	SBOV2_66220.3, SBOV2_66220.4, SBOV2_66220.9, SBOV2_66220.1, SBOV2_66220.7, SBOV2_66220.8, SBOV2_66220.10, SBOV2_66220.2, SBOV2_66220.6, SBOV2_66220.5
OG0001205	EWB00_004310.1, EWB00_004310.2, EWB00_004310.3	SBOV2_31310.1, SBOV2_31310.2
OG0001207	EWB00_002323.1, EWB00_002323.2, EWB00_002323.3	SBOV2_14660.2, SBOV2_14660.4, SBOV2_14660.5, SBOV2_14660.7, SBOV2_14660.8, SBOV2_14660.1, SBOV2_14660.3, SBOV2_14660.6
OG0001208	EWB00_003148, EWB00_003150	SBOV2_29620.1, SBOV2_29620.2, SBOV2_29620.3
OG0001209	EWB00_008086	SBOV2_48120.1, SBOV2_48120.2, SBOV2_48120.3
OG0001210	EWB00_000580.2, EWB00_000580.1, EWB00_000580.3, EWB00_000580.4	SBOV2_92100.1
OG0001212	EWB00_001093	SBOV2_23970.1, SBOV2_23970.2, SBOV2_23970.3, SBOV2_23970.4
OG0001213	EWB00_008528	SBOV2_6720.3, SBOV2_6720.2, SBOV2_6720.1, SBOV2_6720.4
OG0001214	EWB00_003313.1, EWB00_003313.2, EWB00_003313.3, EWB00_003313.4	SBOV2_39150.1, SBOV2_39150.2
OG0001215	EWB00_010425.1, EWB00_010425.2, EWB00_010425.3, EWB00_010425.4	SBOV2_63310.1
OG0001216	EWB00_005026.4, EWB00_005026.2, EWB00_005026.1, EWB00_005026.3	SBOV2_40870.1, SBOV2_40870.2, SBOV2_40870.3
OG0001217	EWB00_006632.3, EWB00_006632.1, EWB00_006632.2	SBOV2_72250.2, SBOV2_72250.3
OG0001218	EWB00_010561, EWB00_007683.1, EWB00_007683.3, EWB00_007683.2	SBOV2_12280.1, SBOV2_12280.2, SBOV2_12280.3, SBOV2_12280.4, SBOV2_12280.5
OG0001219	EWB00_008004.1, EWB00_008004.2	SBOV2_1210.3, SBOV2_1210.2, SBOV2_1210.1
OG0001220	EWB00_001424	SBOV2_93840.1
OG0001221	EWB00_007723.1, EWB00_007723.2	SBOV2_62020.1, SBOV2_62020.2, SBOV2_62020.3
OG0001222	EWB00_008570.6, EWB00_008570.4, EWB00_008570.5, EWB00_008570.1, EWB00_008570.3, EWB00_008570.2	SBOV2_90910.1, SBOV2_90910.2, SBOV2_90910.3, SBOV2_90910.4
OG0001223	EWB00_005965	SBOV2_34930.1, SBOV2_34930.2
OG0001224	EWB00_003782.1, EWB00_003782.2	SBOV2_81380.1
OG0001225	EWB00_005264	SBOV2_58380.1, SBOV2_58390.1
OG0001226	EWB00_000188	SBOV2_45400.1, SBOV2_45400.2, SBOV2_45400.4, SBOV2_45400.3
OG0001227	EWB00_004021.3, EWB00_004021.4, EWB00_004021.1, EWB00_004021.2	SBOV2_61470.7, SBOV2_61470.1, SBOV2_61470.3, SBOV2_61470.2, SBOV2_61470.5, SBOV2_61470.6, SBOV2_61470.4, SBOV2_61470.8
OG0001228	EWB00_009722.2, EWB00_009722.1, EWB00_010025, EWB00_004885	SBOV2_44220.1
OG0001229	EWB00_006070	SBOV2_37110.5, SBOV2_37110.1, SBOV2_37110.3, SBOV2_37110.4, SBOV2_37110.6, SBOV2_37110.7, SBOV2_37110.2, SBOV2_37110.8
OG0001230	EWB00_007647.2, EWB00_007647.3, EWB00_007647.1, EWB00_007647.4	SBOV2_16380.1, SBOV2_16380.2, SBOV2_16380.3, SBOV2_16380.4, SBOV2_16380.5, SBOV2_16380.6
OG0001231	EWB00_006158.9, EWB00_006158.1, EWB00_006158.4, EWB00_006158.7, EWB00_006158.2, EWB00_006158.5, EWB00_006158.3, EWB00_006158.6, EWB00_006158.8	SBOV2_28270.1, SBOV2_28270.3, SBOV2_28270.2, SBOV2_28270.4
OG0001232	EWB00_006765.1, EWB00_006765.2	SBOV2_80050.1, SBOV2_80030.1, SBOV2_80060.1
OG0001233	EWB00_010835.1, EWB00_010835.2, EWB00_010835.7, EWB00_010835.5, EWB00_010835.3, EWB00_010835.6, EWB00_010835.4, EWB00_010835.9, EWB00_010835.10, EWB00_010835.8	SBOV2_5920.2, SBOV2_5920.4, SBOV2_5920.5, SBOV2_5920.3, SBOV2_5920.1
OG0001234	EWB00_004896.5, EWB00_004896.2, EWB00_004896.3, EWB00_004896.1, EWB00_004896.4	SBOV2_43420.3, SBOV2_43420.5, SBOV2_43420.1, SBOV2_43420.2, SBOV2_43420.4
OG0001235	EWB00_003285	SBOV2_38760.1
OG0001235	EWB00_003283	SBOV2_38770.1, SBOV2_46340.1
OG0001236	EWB00_009224, EWB00_009223	SBOV2_63050.1, SBOV2_63050.2
OG0001237	EWB00_005036.3, EWB00_005036.1, EWB00_005036.2	SBOV2_40910.1
OG0001237	EWB00_005042.2, EWB00_005042.1, EWB00_005042.3	SBOV2_40970.3, SBOV2_40970.1, SBOV2_40970.2
OG0001238	EWB00_002187.3, EWB00_002187.1, EWB00_002187.2	SBOV2_82990.2, SBOV2_82990.3, SBOV2_82990.1, SBOV2_82990.4, SBOV2_82990.5
OG0001239	EWB00_007685	SBOV2_12300.1, SBOV2_12300.2, SBOV2_12300.3
OG0001240	EWB00_007766.1, EWB00_007766.2	SBOV2_51570.2, SBOV2_51570.1, SBOV2_51570.3
OG0001241	EWB00_003870	SBOV2_59200.1, SBOV2_59200.2
OG0001241	EWB00_008223	SBOV2_73630.1
OG0001242	EWB00_007827	SBOV2_55630.1
OG0001244	EWB00_001945	SBOV2_88550.3, SBOV2_88550.1, SBOV2_88550.2
OG0001245	EWB00_008323	SBOV2_85160.1, SBOV2_11980.1, SBOV2_11980.2, SBOV2_11980.3
OG0001246	EWB00_002955.1, EWB00_002955.3, EWB00_002955.4, EWB00_002955.2	SBOV2_34530.1
OG0001247	EWB00_001283.3, EWB00_001283.4, EWB00_001283.1, EWB00_001283.2	SBOV2_30400.1
OG0001248	EWB00_006329.3, EWB00_006329.1, EWB00_006329.2	SBOV2_95830.2, SBOV2_95830.1, SBOV2_95830.3, SBOV2_5640.1, SBOV2_5640.2
OG0001249	EWB00_004277	SBOV2_31600.1
OG0001250	EWB00_004653	SBOV2_2070.1
OG0001251	EWB00_001412.1, EWB00_001412.2	SBOV2_76400.1, SBOV2_76400.2
OG0001252	EWB00_009341.3, EWB00_009341.2, EWB00_009341.1	SBOV2_53660.1, SBOV2_53660.2, SBOV2_53660.4, SBOV2_53660.5, SBOV2_53660.3
OG0001253	EWB00_000765.3, EWB00_000765.1, EWB00_000765.2	SBOV2_50700.1
OG0001254	EWB00_005971, EWB00_005970	SBOV2_34870.1, SBOV2_34860.1, SBOV2_34860.2, SBOV2_34860.3, SBOV2_34860.4
OG0001255	EWB00_000639.1, EWB00_000639.2	SBOV2_38670.1
OG0001256	EWB00_010707	SBOV2_47770.4, SBOV2_47770.2, SBOV2_47770.3, SBOV2_47770.5, SBOV2_47770.6, SBOV2_47770.7, SBOV2_47770.1
OG0001257	EWB00_005008.1, EWB00_005008.2	SBOV2_40630.1
OG0001258	EWB00_007264	SBOV2_75810.1
OG0001259	EWB00_003857	SBOV2_59070.1, SBOV2_59070.2, SBOV2_59070.4, SBOV2_59070.5, SBOV2_59070.6, SBOV2_59070.3
OG0001260	EWB00_005642.1, EWB00_005642.2	SBOV2_1500.1, SBOV2_1500.2
OG0001261	EWB00_004737	SBOV2_44780.1
OG0001262	EWB00_008791	SBOV2_81860.1
OG0001263	EWB00_001923.1, EWB00_001923.2	SBOV2_88400.1
OG0001263	EWB00_001920	SBOV2_88390.1
OG0001264	EWB00_006491.1, EWB00_006491.2	SBOV2_51720.4, SBOV2_51720.3, SBOV2_51720.1, SBOV2_51720.2
OG0001265	EWB00_011339	SBOV2_60500.2, SBOV2_60500.1
OG0001266	EWB00_000975.2, EWB00_000975.1, EWB00_000975.3	SBOV2_69890.5, SBOV2_69890.1, SBOV2_69890.6, SBOV2_69890.7, SBOV2_69890.4, SBOV2_69890.3, SBOV2_69890.2
OG0001267	EWB00_010689.1, EWB00_010689.2	SBOV2_52400.1
OG0001268	EWB00_001949	SBOV2_88590.1
OG0001268	EWB00_000426	SBOV2_7480.1
OG0001269	EWB00_007070.1, EWB00_007070.3, EWB00_007070.2	SBOV2_23160.1
OG0001270	EWB00_001976	SBOV2_89280.6, SBOV2_89280.1, SBOV2_89280.2, SBOV2_89280.5, SBOV2_89280.3, SBOV2_89280.4
OG0001271	EWB00_000909	SBOV2_64590.3, SBOV2_64590.2, SBOV2_64590.5, SBOV2_64590.1, SBOV2_64590.4
OG0001272	EWB00_007476.1, EWB00_007476.2	SBOV2_79300.1
OG0001273	EWB00_003439.1, EWB00_003439.2	SBOV2_72910.1, SBOV2_72910.2
OG0001274	EWB00_008932	SBOV2_67900.1, SBOV2_67900.2
OG0001275	EWB00_002146.1, EWB00_002146.2, EWB00_002146.3	SBOV2_51220.6, SBOV2_51220.3, SBOV2_51220.5, SBOV2_51220.1, SBOV2_51220.2, SBOV2_51220.4
OG0001276	EWB00_004707.1, EWB00_004707.2, EWB00_004707.3	SBOV2_63970.1, SBOV2_63970.2, SBOV2_63970.3, SBOV2_63970.4, SBOV2_63970.5
OG0001277	EWB00_007325.1, EWB00_007325.2	SBOV2_3220.4, SBOV2_3220.5, SBOV2_3220.1, SBOV2_3220.2, SBOV2_3220.3
OG0001278	EWB00_000340.1, EWB00_000340.2, EWB00_000340.3	SBOV2_89860.1
OG0001279	EWB00_008361	SBOV2_32710.1
OG0001280	EWB00_007757	SBOV2_53770.1, SBOV2_53770.2, SBOV2_53770.3, SBOV2_53770.4
OG0001281	EWB00_001210, EWB00_001209, EWB00_001211	SBOV2_77370.1, SBOV2_77340.1, SBOV2_77350.1
OG0001282	EWB00_000576.1, EWB00_000576.2, EWB00_000576.3, EWB00_000576.4, EWB00_000576.5	SBOV2_93700.1
OG0001283	EWB00_006849	SBOV2_32110.1, SBOV2_32110.2, SBOV2_32110.3, SBOV2_32110.4
OG0001284	EWB00_006559.1, EWB00_006559.2	SBOV2_17280.1, SBOV2_17280.2, SBOV2_17280.3, SBOV2_17280.5, SBOV2_17280.6, SBOV2_17280.7, SBOV2_17280.4
OG0001285	EWB00_010229.1, EWB00_010229.2	SBOV2_79750.1, SBOV2_79760.1, SBOV2_760.1, SBOV2_760.2, SBOV2_730.1, SBOV2_740.1, SBOV2_79740.1, SBOV2_79770.1, SBOV2_79730.1, SBOV2_79690.1
OG0001288	EWB00_009423.1, EWB00_009423.2, EWB00_009423.3	SBOV2_93020.3, SBOV2_93020.1, SBOV2_93020.7, SBOV2_93020.8, SBOV2_93020.4, SBOV2_93020.5, SBOV2_93020.2, SBOV2_93020.6
OG0001289	EWB00_006051.1, EWB00_006051.2, EWB00_006051.3	SBOV2_38010.1, SBOV2_38010.3, SBOV2_38010.4, SBOV2_38010.2
OG0001290	EWB00_006343	SBOV2_5000.4, SBOV2_5000.3, SBOV2_5000.2, SBOV2_5000.1
OG0001291	EWB00_007770	SBOV2_6880.1, SBOV2_6880.2, SBOV2_6880.3
OG0001292	EWB00_007784.1, EWB00_007784.2	SBOV2_6980.1, SBOV2_6980.2
OG0001293	EWB00_003795	SBOV2_50080.2, SBOV2_50080.3, SBOV2_50100.1, SBOV2_50080.1
OG0001294	EWB00_007854.1, EWB00_007854.3, EWB00_007854.2	SBOV2_35450.1
OG0001295	EWB00_008156.4, EWB00_008156.1, EWB00_008156.5, EWB00_008156.6, EWB00_008156.3, EWB00_008156.2	SBOV2_35810.1, SBOV2_35810.2, SBOV2_35810.3
OG0001296	EWB00_008597	SBOV2_7920.3, SBOV2_7920.4, SBOV2_7920.1, SBOV2_7920.2
OG0001297	EWB00_003697	SBOV2_13720.1, SBOV2_13720.2, SBOV2_13710.1, SBOV2_13710.2, SBOV2_13710.3, SBOV2_13710.4
OG0001298	EWB00_004298.2, EWB00_004298.3, EWB00_004298.1	SBOV2_31420.5, SBOV2_31420.1, SBOV2_31420.3, SBOV2_31420.4, SBOV2_31420.2
OG0001299	EWB00_005967.1, EWB00_005967.2, EWB00_005967.3, EWB00_005967.4, EWB00_005967.6, EWB00_005967.5, EWB00_005967.7	SBOV2_34920.1, SBOV2_34920.3, SBOV2_34920.2
OG0001300	EWB00_009240	SBOV2_5980.6, SBOV2_5980.3, SBOV2_5980.1, SBOV2_5980.2, SBOV2_5980.4, SBOV2_5980.5
OG0001301	EWB00_002152.1, EWB00_002152.2, EWB00_002152.3, EWB00_002152.4	SBOV2_51140.1
OG0001302	EWB00_007901.1, EWB00_007901.2, EWB00_007901.3	SBOV2_2470.1
OG0001303	EWB00_008157.2, EWB00_008157.1	SBOV2_35840.1, SBOV2_35840.2, SBOV2_35840.3, SBOV2_35840.4, SBOV2_35840.5, SBOV2_35840.6
OG0001304	EWB00_004457.2, EWB00_004457.1, EWB00_004457.3, EWB00_004457.4	SBOV2_89550.1, SBOV2_89550.2, SBOV2_89550.3
OG0001305	EWB00_005639	SBOV2_1530.1
OG0001306	EWB00_011148	SBOV2_61130.2, SBOV2_61130.3, SBOV2_61130.1
OG0001307	EWB00_008828.1, EWB00_008828.2, EWB00_008828.3, EWB00_008828.5, EWB00_008828.6, EWB00_008828.4	SBOV2_80660.1
OG0001307	EWB00_008823.3, EWB00_008823.1, EWB00_008823.2	SBOV2_80640.1
OG0001308	EWB00_001421	SBOV2_93810.1, SBOV2_93810.2
OG0001309	EWB00_011058.1, EWB00_011058.2	SBOV2_73200.1
OG0001310	EWB00_010881.1, EWB00_010881.2	SBOV2_40100.1, SBOV2_40100.5, SBOV2_40100.4, SBOV2_40100.2, SBOV2_40100.3
OG0001311	EWB00_004898	SBOV2_43410.1, SBOV2_43410.2, SBOV2_43410.3
OG0001312	EWB00_002585.1, EWB00_002585.3, EWB00_002585.4, EWB00_002585.2	SBOV2_36060.1
OG0001313	EWB00_008761	SBOV2_26070.1
OG0001315	EWB00_002581	SBOV2_36110.1, SBOV2_36110.5, SBOV2_36110.6, SBOV2_36110.7, SBOV2_36110.4, SBOV2_36110.3, SBOV2_36110.2
OG0001316	EWB00_008370	SBOV2_32610.1
OG0001316	EWB00_001349, EWB00_001348	SBOV2_84280.1
OG0001317	EWB00_002314.1, EWB00_002314.2, EWB00_002314.3, EWB00_002314.4, EWB00_002314.5	SBOV2_14580.7, SBOV2_14580.8, SBOV2_14580.1, SBOV2_14580.2, SBOV2_14580.3
OG0001319	EWB00_006154.1, EWB00_006154.2	SBOV2_28240.2, SBOV2_28240.3, SBOV2_28240.4, SBOV2_28240.1
OG0001320	EWB00_008863	SBOV2_63080.1, SBOV2_63080.2
OG0001321	EWB00_008520, EWB00_008521	SBOV2_20670.1
OG0001322	EWB00_010777	SBOV2_47090.1
OG0001323	EWB00_005668	SBOV2_940.1, SBOV2_940.2
OG0001324	EWB00_008054.1, EWB00_008054.2	SBOV2_86000.2, SBOV2_86000.7, SBOV2_86000.3, SBOV2_86000.1, SBOV2_86000.4, SBOV2_86000.5, SBOV2_86000.6
OG0001325	EWB00_003691, EWB00_005835	SBOV2_95470.1
OG0001326	EWB00_006474.2, EWB00_006474.3, EWB00_006474.5, EWB00_006474.1, EWB00_006474.4	SBOV2_51870.1
OG0001327	EWB00_011417	SBOV2_90110.1, SBOV2_90110.2, SBOV2_90110.3, SBOV2_90110.4, SBOV2_90110.5, SBOV2_90110.6, SBOV2_90110.7, SBOV2_90110.8
OG0001330	EWB00_004141.1, EWB00_004141.2	SBOV2_36650.2, SBOV2_36650.1, SBOV2_36650.4, SBOV2_36650.3
OG0001331	EWB00_010728.1, EWB00_010728.2	SBOV2_47550.1
OG0001332	EWB00_000493.3, EWB00_000493.4, EWB00_000493.2, EWB00_000493.1	SBOV2_58780.1
OG0001332	EWB00_002767	SBOV2_71270.1
OG0001333	EWB00_008908	SBOV2_63720.1, SBOV2_63710.1, SBOV2_63710.2
OG0001334	EWB00_005632.1, EWB00_005632.2, EWB00_005632.3	SBOV2_1570.1, SBOV2_1570.2, SBOV2_1570.3, SBOV2_1570.5, SBOV2_1570.4
OG0001335	EWB00_010111	SBOV2_36800.1, SBOV2_36800.2, SBOV2_36800.3, SBOV2_36800.4, SBOV2_36800.5, SBOV2_36800.6
OG0001336	EWB00_004039	SBOV2_45650.2, SBOV2_45650.3, SBOV2_45650.1
OG0001337	EWB00_006488.1, EWB00_006488.2, EWB00_006489	SBOV2_51740.1, SBOV2_51740.2
OG0001338	EWB00_005602	SBOV2_30540.1
OG0001339	EWB00_009385	SBOV2_11030.5, SBOV2_11030.6, SBOV2_11030.7, SBOV2_11030.3, SBOV2_11030.9, SBOV2_11030.8, SBOV2_11030.1, SBOV2_11030.2, SBOV2_11030.4, SBOV2_11030.10, SBOV2_11030.11
OG0001340	EWB00_009670, EWB00_009671	SBOV2_9330.3, SBOV2_9330.2, SBOV2_9320.1, SBOV2_9320.2, SBOV2_9330.1
OG0001341	EWB00_003889	SBOV2_75980.3, SBOV2_75980.1, SBOV2_75980.2
OG0001342	EWB00_010648.1, EWB00_010648.2	SBOV2_53110.1, SBOV2_53110.2, SBOV2_53110.5, SBOV2_53110.4, SBOV2_53110.3
OG0001343	EWB00_002765.2, EWB00_002765.3, EWB00_002765.1	SBOV2_71290.1, SBOV2_71510.1
OG0001344	EWB00_009004	SBOV2_76030.1, SBOV2_76030.2
OG0001345	EWB00_002797	SBOV2_41530.5, SBOV2_41530.6, SBOV2_41530.7, SBOV2_41530.2, SBOV2_41530.4, SBOV2_41530.1, SBOV2_41530.3
OG0001346	EWB00_009374.1, EWB00_009374.2, EWB00_009373	SBOV2_14330.1, SBOV2_14330.2
OG0001347	EWB00_001746.1, EWB00_001746.2, EWB00_001746.3	SBOV2_33750.3, SBOV2_33750.1, SBOV2_33750.2, SBOV2_33750.5, SBOV2_33750.7, SBOV2_33750.4, SBOV2_33750.6
OG0001348	EWB00_004267.1, EWB00_004267.2	SBOV2_31740.2, SBOV2_31740.3, SBOV2_31740.4, SBOV2_31740.6, SBOV2_31740.1, SBOV2_31740.5
OG0001349	EWB00_002368, EWB00_002365	SBOV2_14880.6, SBOV2_14880.5, SBOV2_14880.3, SBOV2_14880.2, SBOV2_14880.4, SBOV2_14880.1
OG0001350	EWB00_007465	SBOV2_36440.6, SBOV2_36440.8, SBOV2_36440.4, SBOV2_36440.5, SBOV2_36440.1, SBOV2_36440.2, SBOV2_36440.3, SBOV2_36440.7
OG0001351	EWB00_007066.1, EWB00_007066.2	SBOV2_23130.1, SBOV2_23130.2
OG0001352	EWB00_007051.1, EWB00_007051.2	SBOV2_23390.1
OG0001353	EWB00_005902.1, EWB00_005902.2, EWB00_005902.3	SBOV2_62210.4, SBOV2_62210.1, SBOV2_62210.2, SBOV2_62210.3
OG0001354	EWB00_009879.1, EWB00_009879.2	SBOV2_64170.1
OG0001355	EWB00_003862.3, EWB00_003862.1, EWB00_003862.2	SBOV2_59120.4, SBOV2_59120.6, SBOV2_59120.8, SBOV2_59120.1, SBOV2_59120.2, SBOV2_59120.3, SBOV2_59120.5, SBOV2_59120.7
OG0001356	EWB00_002725	SBOV2_71460.1
OG0001357	EWB00_006165	SBOV2_28330.1
OG0001358	EWB00_001067.1, EWB00_001067.2, EWB00_001067.4, EWB00_001067.3	SBOV2_89490.2, SBOV2_89490.1
OG0001359	EWB00_006603	SBOV2_72080.1, SBOV2_72080.3, SBOV2_72080.6, SBOV2_72080.7, SBOV2_72080.2, SBOV2_72080.4, SBOV2_72080.5
OG0001361	EWB00_003304	SBOV2_39050.1
OG0001362	EWB00_002884.1, EWB00_002884.2	SBOV2_36960.1, SBOV2_36960.6, SBOV2_36960.3, SBOV2_36960.2, SBOV2_36960.4, SBOV2_36960.5
OG0001363	EWB00_001426.2, EWB00_001426.1	SBOV2_93870.1, SBOV2_93870.5, SBOV2_93870.4, SBOV2_93870.2, SBOV2_93870.3
OG0001364	EWB00_001353	SBOV2_84270.1, SBOV2_84270.2
OG0001365	EWB00_007381	SBOV2_77060.2, SBOV2_77060.3, SBOV2_77060.4, SBOV2_77060.1
OG0001366	EWB00_005408.1, EWB00_005408.2	SBOV2_52280.1
OG0001367	EWB00_004799.3, EWB00_004799.1, EWB00_004799.2	SBOV2_94430.1
OG0001368	EWB00_006451.3, EWB00_006451.4, EWB00_006451.1, EWB00_006451.2	SBOV2_17450.1
OG0001369	EWB00_011378.1, EWB00_011378.2, EWB00_011378.3	SBOV2_88910.1, SBOV2_88910.5, SBOV2_88910.3, SBOV2_88910.4, SBOV2_88910.2
OG0001370	EWB00_002230, EWB00_002234	SBOV2_57970.1
OG0001371	EWB00_004314.2, EWB00_004314.4, EWB00_004314.5, EWB00_004314.3, EWB00_004314.1	SBOV2_31250.9, SBOV2_31250.1, SBOV2_31250.2, SBOV2_31250.6, SBOV2_31250.4, SBOV2_31250.7, SBOV2_31250.8, SBOV2_31250.5, SBOV2_31250.3
OG0001372	EWB00_001272, EWB00_005599.1, EWB00_005599.4, EWB00_001273, EWB00_005599.3, EWB00_005599.2	SBOV2_30490.1, SBOV2_30490.2
OG0001373	EWB00_001922, EWB00_007903.2, EWB00_007903.1, EWB00_007903.3	SBOV2_2450.4, SBOV2_2450.3, SBOV2_2450.2, SBOV2_2450.1, SBOV2_95870.1, SBOV2_95870.2, SBOV2_95870.3
OG0001374	EWB00_011328	SBOV2_60410.1, SBOV2_60410.2, SBOV2_60410.3, SBOV2_60410.4
OG0001375	EWB00_002001	SBOV2_76300.1, SBOV2_76300.2
OG0001376	EWB00_009961	SBOV2_86130.1
OG0001377	EWB00_009170	SBOV2_61720.1
OG0001378	EWB00_007333.5, EWB00_007333.3, EWB00_007333.4, EWB00_007333.1, EWB00_007333.2, EWB00_007333.6	SBOV2_3300.1, SBOV2_3300.2, SBOV2_3300.3, SBOV2_3300.4
OG0001379	EWB00_008653	SBOV2_69520.5, SBOV2_69520.3, SBOV2_69520.4, SBOV2_69520.1, SBOV2_69520.2
OG0001380	EWB00_000503.1, EWB00_000503.2	SBOV2_58850.1, SBOV2_58570.1
OG0001381	EWB00_004538	SBOV2_72490.1, SBOV2_72490.3, SBOV2_72490.2
OG0001382	EWB00_005035.1, EWB00_005035.2	SBOV2_40900.4, SBOV2_40900.3, SBOV2_40900.6, SBOV2_40900.1, SBOV2_40900.5, SBOV2_40900.9, SBOV2_40900.2, SBOV2_40900.8, SBOV2_40900.7
OG0001383	EWB00_009013, EWB00_009014	SBOV2_4150.1
OG0001384	EWB00_009445.3, EWB00_009445.4, EWB00_009445.2, EWB00_009445.1	SBOV2_86930.1, SBOV2_86930.2
OG0001385	EWB00_001547	SBOV2_22790.1
OG0001386	EWB00_004901, EWB00_004900	SBOV2_43390.3, SBOV2_43390.1, SBOV2_43390.4, SBOV2_43390.2, SBOV2_43390.5
OG0001387	EWB00_008055	SBOV2_85990.1, SBOV2_85990.2, SBOV2_85990.3, SBOV2_85990.4, SBOV2_85990.5, SBOV2_85990.6
OG0001388	EWB00_009408	SBOV2_11290.1, SBOV2_11290.2, SBOV2_11290.4, SBOV2_11290.5, SBOV2_11290.6, SBOV2_11290.7, SBOV2_11290.3
OG0001389	EWB00_000171	SBOV2_45240.4, SBOV2_45240.2, SBOV2_45240.1, SBOV2_45240.3
OG0001390	EWB00_004599	SBOV2_28020.3, SBOV2_28020.4, SBOV2_28020.1, SBOV2_28020.2
OG0001391	EWB00_003387.2, EWB00_003387.3, EWB00_003387.1	SBOV2_33090.2, SBOV2_33090.1, SBOV2_33090.3
OG0001392	EWB00_007691	SBOV2_12360.1, SBOV2_12360.2, SBOV2_12360.3, SBOV2_12360.4, SBOV2_12360.5
OG0001393	EWB00_003130	SBOV2_15830.3
OG0001393	EWB00_003131	SBOV2_15830.1, SBOV2_15830.2
OG0001394	EWB00_010972.1, EWB00_010972.2	SBOV2_75300.1
OG0001395	EWB00_004458	SBOV2_89560.1
OG0001395	EWB00_000296.4, EWB00_000296.1, EWB00_000296.2, EWB00_000296.3	SBOV2_25200.1
OG0001396	EWB00_010769	SBOV2_47150.1, SBOV2_47150.2, SBOV2_47160.1
OG0001397	EWB00_007740	SBOV2_61860.1, SBOV2_61860.2
OG0001398	EWB00_009382.5, EWB00_009382.2, EWB00_009382.3, EWB00_009382.4, EWB00_009382.1	SBOV2_11060.1
OG0001399	EWB00_008572	SBOV2_90890.1
OG0001400	EWB00_000847	SBOV2_80330.1
OG0001401	EWB00_008415, EWB00_008414	SBOV2_54860.1, SBOV2_54870.1
OG0001402	EWB00_005115.1, EWB00_005115.2, EWB00_005115.3, EWB00_005115.6, EWB00_005115.4, EWB00_005115.5	SBOV2_25520.1, SBOV2_25520.2, SBOV2_25520.3
