Orthogroup	schistosoma_japonicum	schistosoma_guineensis
OG0000461	EWB00_011060.3, EWB00_011060.4, EWB00_011060.1, EWB00_011060.2	SGUI1_74340.2, SGUI1_74340.1, SGUI1_74340.3
OG0000462	EWB00_001020, EWB00_001022	SGUI1_57870.1, SGUI1_57680.1
OG0000462	EWB00_005102	SGUI1_92940.1
OG0000463	EWB00_003535.1, EWB00_003535.2	SGUI1_52280.1, SGUI1_52280.2, SGUI1_52280.3, SGUI1_52280.4, SGUI1_52290.1
OG0000464	EWB00_003710	SGUI1_13630.1
OG0000465	EWB00_007185	SGUI1_76280.1
OG0000466	EWB00_005412	SGUI1_53440.1
OG0000467	EWB00_005609	SGUI1_36920.8, SGUI1_36920.9, SGUI1_36920.7, SGUI1_36920.2, SGUI1_36920.6, SGUI1_36920.1, SGUI1_36920.10, SGUI1_36920.4, SGUI1_36920.3, SGUI1_36920.5
OG0000468	EWB00_000960.2, EWB00_000960.1, EWB00_000960.3	SGUI1_71050.7, SGUI1_71050.4, SGUI1_71050.3, SGUI1_71050.5, SGUI1_71050.2, SGUI1_71050.1, SGUI1_71050.6
OG0000470	EWB00_005326	SGUI1_51460.1
OG0000471	EWB00_004466	SGUI1_88870.1
OG0000472	EWB00_005614	SGUI1_36870.1, SGUI1_36870.7, SGUI1_36870.6, SGUI1_36870.3, SGUI1_36870.5, SGUI1_36870.8, SGUI1_36870.4, SGUI1_36870.2, SGUI1_36870.10, SGUI1_36870.11, SGUI1_36870.9
OG0000473	EWB00_006340	SGUI1_4730.3, SGUI1_4730.1, SGUI1_4730.5, SGUI1_4730.8, SGUI1_4730.9, SGUI1_4730.2, SGUI1_4730.7, SGUI1_4730.6, SGUI1_4730.4
OG0000474	EWB00_002484	SGUI1_20130.1
OG0000474	EWB00_003623.1, EWB00_003623.2	SGUI1_45720.1
OG0000475	EWB00_010428	SGUI1_64270.5, SGUI1_64270.6, SGUI1_64270.8, SGUI1_64270.1, SGUI1_64270.2, SGUI1_64270.4, SGUI1_64270.7, SGUI1_64270.3
OG0000476	EWB00_003522	SGUI1_19300.1
OG0000477	EWB00_004065, EWB00_004064	SGUI1_45620.1
OG0000478	EWB00_008984.1, EWB00_008984.2, EWB00_008984.3, EWB00_008984.4	SGUI1_6100.1
OG0000479	EWB00_002579.3, EWB00_002579.1, EWB00_002579.2	SGUI1_31370.1
OG0000480	EWB00_008894.1, EWB00_008894.2	SGUI1_64560.1
OG0000481	EWB00_000921.1, EWB00_000921.2	SGUI1_65530.1, SGUI1_65530.5, SGUI1_65530.2, SGUI1_65530.3, SGUI1_65530.4
OG0000483	EWB00_003191	SGUI1_130.1, SGUI1_130.2, SGUI1_130.3, SGUI1_57600.1
OG0000484	EWB00_003750, EWB00_003752	SGUI1_96640.1, SGUI1_96630.1
OG0000488	EWB00_003897, EWB00_003894	SGUI1_86140.1, SGUI1_86130.1
OG0000489	EWB00_005166	SGUI1_57370.1
OG0000490	EWB00_009758	SGUI1_68590.1, SGUI1_68600.1
OG0000491	EWB00_005990.1, EWB00_005990.2	SGUI1_30010.4, SGUI1_30010.5, SGUI1_30010.1, SGUI1_30010.2, SGUI1_30010.3, SGUI1_30010.6
OG0000492	EWB00_009576.1, EWB00_009576.2	SGUI1_62940.1
OG0000493	EWB00_006874	SGUI1_47430.1, SGUI1_47430.2
OG0000493	EWB00_000632	SGUI1_28700.1, SGUI1_28700.2, SGUI1_28700.3, SGUI1_28690.1
OG0000494	EWB00_010190.1, EWB00_010190.2, EWB00_003809	SGUI1_36470.1, SGUI1_92880.1
OG0000495	EWB00_007321	SGUI1_3120.1, SGUI1_3120.2
OG0000496	EWB00_007698.3, EWB00_007698.4, EWB00_007698.2, EWB00_007698.1	SGUI1_37710.1
OG0000497	EWB00_006312.1, EWB00_006312.2, EWB00_006312.3	SGUI1_5520.2, SGUI1_5530.1, SGUI1_5520.1, SGUI1_5530.2, SGUI1_5520.3
OG0000498	EWB00_004227	SGUI1_24920.1
OG0000498	EWB00_007012	SGUI1_26930.1
OG0000499	EWB00_000965.1, EWB00_000965.3, EWB00_000965.2, EWB00_000965.4	SGUI1_70970.2, SGUI1_70970.1, SGUI1_70970.15, SGUI1_70970.8, SGUI1_70970.16, SGUI1_70970.12, SGUI1_70970.9, SGUI1_70970.11, SGUI1_70970.13, SGUI1_70970.10, SGUI1_70970.14, SGUI1_70970.5, SGUI1_70970.6, SGUI1_70970.3, SGUI1_70970.4, SGUI1_70970.7
OG0000500	EWB00_000046	SGUI1_18780.2, SGUI1_18780.6, SGUI1_18780.1, SGUI1_18780.5, SGUI1_18780.4, SGUI1_18780.3
OG0000501	EWB00_004102.7, EWB00_004102.5, EWB00_004102.4, EWB00_004102.6, EWB00_004102.1, EWB00_004102.2, EWB00_004102.3	SGUI1_25610.1, SGUI1_25610.3, SGUI1_25610.2
OG0000502	EWB00_006854	SGUI1_35470.4, SGUI1_35470.3, SGUI1_35470.1, SGUI1_35470.7, SGUI1_35470.2, SGUI1_35470.6, SGUI1_35470.5
OG0000503	EWB00_009062.1, EWB00_009062.3, EWB00_009062.2, EWB00_009062.4	SGUI1_3810.1
OG0000504	EWB00_009953.2, EWB00_009953.1	SGUI1_46850.3, SGUI1_46850.5, SGUI1_46850.4, SGUI1_46850.1, SGUI1_46850.2
OG0000505	EWB00_004150.1, EWB00_004150.2	SGUI1_41120.1, SGUI1_41120.8, SGUI1_41120.9, SGUI1_41120.2, SGUI1_41120.10, SGUI1_41120.11, SGUI1_41120.3, SGUI1_41120.4, SGUI1_41120.5, SGUI1_41120.6, SGUI1_41120.7
OG0000506	EWB00_005767, EWB00_005768, EWB00_005769	SGUI1_8630.2, SGUI1_8630.1, SGUI1_8630.13, SGUI1_8630.10, SGUI1_8630.12, SGUI1_8630.4, SGUI1_8630.5, SGUI1_8630.6, SGUI1_8630.7, SGUI1_8630.8, SGUI1_8630.9, SGUI1_8630.11, SGUI1_8630.3
OG0000507	EWB00_004627.1, EWB00_004627.2	SGUI1_31080.1
OG0000508	EWB00_002355.1, EWB00_002355.2	SGUI1_14860.2, SGUI1_14860.3, SGUI1_14860.4, SGUI1_14860.1
OG0000509	EWB00_007622.5, EWB00_007622.1, EWB00_007622.3, EWB00_007622.4, EWB00_007622.2	SGUI1_49530.1
OG0000509	EWB00_006782.1, EWB00_006782.2	SGUI1_51120.1
OG0000510	EWB00_001266.2, EWB00_001266.1, EWB00_001266.3	SGUI1_79290.3, SGUI1_79290.1, SGUI1_79290.2, SGUI1_79290.4
OG0000510	EWB00_002661, EWB00_002662	SGUI1_79310.1
OG0000511	EWB00_000649	SGUI1_72860.6, SGUI1_72860.3, SGUI1_72860.4, SGUI1_72860.1, SGUI1_72860.2, SGUI1_72860.5
OG0000513	EWB00_005795	SGUI1_67640.1
OG0000514	EWB00_004043.2, EWB00_004043.1, EWB00_004043.3, EWB00_004043.4	SGUI1_45630.2, SGUI1_45630.5, SGUI1_45630.3, SGUI1_45630.1, SGUI1_45630.4, SGUI1_45630.7, SGUI1_45630.6
OG0000515	EWB00_004181.1, EWB00_004181.2	SGUI1_14460.1, SGUI1_14460.4, SGUI1_14460.6, SGUI1_14460.2, SGUI1_14460.3, SGUI1_14460.5
OG0000516	EWB00_007127	SGUI1_63610.2, SGUI1_63610.4, SGUI1_63610.5, SGUI1_63610.7, SGUI1_63610.9, SGUI1_63610.10, SGUI1_63610.8, SGUI1_63610.3, SGUI1_63610.6, SGUI1_63610.1
OG0000517	EWB00_001698.1, EWB00_001698.2, EWB00_001698.3	SGUI1_25650.1
OG0000521	EWB00_007360.3, EWB00_007360.1, EWB00_007360.2	SGUI1_71990.8, SGUI1_71990.3, SGUI1_71990.7, SGUI1_71990.4, SGUI1_71990.6, SGUI1_71990.2, SGUI1_71990.1, SGUI1_71990.5
OG0000522	EWB00_005154.1, EWB00_005154.2	SGUI1_57210.1, SGUI1_57230.1, SGUI1_57460.1, SGUI1_95930.1, SGUI1_95910.1
OG0000523	EWB00_002027	SGUI1_77450.4, SGUI1_77450.1, SGUI1_77450.2, SGUI1_77450.3, SGUI1_77450.5, SGUI1_77450.7, SGUI1_77450.6
OG0000524	EWB00_007681.1, EWB00_007681.2	SGUI1_11580.1, SGUI1_11580.2, SGUI1_11580.3, SGUI1_11580.4
OG0000525	EWB00_005219	SGUI1_50690.9, SGUI1_50690.1, SGUI1_50690.6, SGUI1_50690.3, SGUI1_50690.2, SGUI1_50690.7, SGUI1_50690.8, SGUI1_50690.11, SGUI1_50690.10, SGUI1_50690.4, SGUI1_50690.5
OG0000526	EWB00_007651	SGUI1_16520.1, SGUI1_16520.2
OG0000527	EWB00_001037.3, EWB00_001037.2, EWB00_001037.1	SGUI1_18690.1
OG0000528	EWB00_007848.1, EWB00_007848.2	SGUI1_31930.1, SGUI1_31930.2, SGUI1_31930.3, SGUI1_31930.4
OG0000529	EWB00_004121.1, EWB00_004121.2	SGUI1_15360.1
OG0000530	EWB00_000579	SGUI1_93440.1
OG0000530	EWB00_009987, EWB00_009985.3, EWB00_009985.1, EWB00_009985.2	SGUI1_96160.1, SGUI1_96180.1
OG0000531	EWB00_004559.1, EWB00_004559.2, EWB00_004559.3	SGUI1_78190.1
OG0000532	EWB00_006344	SGUI1_4720.3, SGUI1_4720.5, SGUI1_4720.4, SGUI1_4720.2, SGUI1_4720.1, SGUI1_4720.6
OG0000533	EWB00_008818.1, EWB00_008818.2, EWB00_008818.3	SGUI1_18830.1
OG0000534	EWB00_009516, EWB00_003670.1, EWB00_003670.2	SGUI1_71240.1, SGUI1_71240.2, SGUI1_71240.3, SGUI1_71240.4, SGUI1_71240.5
OG0000535	EWB00_005272, EWB00_005271	SGUI1_59100.1, SGUI1_59150.1
OG0000536	EWB00_010396.1, EWB00_010396.2	SGUI1_66400.7, SGUI1_66400.2, SGUI1_66400.8, SGUI1_66400.3, SGUI1_66400.1, SGUI1_66400.4, SGUI1_66400.6, SGUI1_66400.5
OG0000537	EWB00_005391	SGUI1_53630.1
OG0000538	EWB00_000099	SGUI1_92840.1, SGUI1_86080.1, SGUI1_86070.1
OG0000539	EWB00_002550.1, EWB00_002550.2	SGUI1_46700.1, SGUI1_46700.4, SGUI1_46700.3, SGUI1_46700.6, SGUI1_46700.2, SGUI1_46700.5
OG0000540	EWB00_002037, EWB00_002039	SGUI1_5370.1, SGUI1_5370.2, SGUI1_5350.1
OG0000541	EWB00_003281	SGUI1_28500.6, SGUI1_28500.4, SGUI1_28500.2, SGUI1_28500.1, SGUI1_28500.3, SGUI1_28500.5
OG0000542	EWB00_006936.2, EWB00_006936.4, EWB00_006936.1, EWB00_006936.3	SGUI1_87580.3, SGUI1_87580.5, SGUI1_87580.1, SGUI1_87580.2, SGUI1_87580.4, SGUI1_87580.6
OG0000543	EWB00_002348, EWB00_002347	SGUI1_14790.1, SGUI1_14790.7, SGUI1_14790.8, SGUI1_14790.9, SGUI1_14790.6, SGUI1_14790.2, SGUI1_14790.3, SGUI1_14790.4, SGUI1_14790.5
OG0000544	EWB00_010583	SGUI1_80310.1, SGUI1_80310.8, SGUI1_80310.4, SGUI1_80310.9, SGUI1_80310.12, SGUI1_80310.10, SGUI1_80310.11, SGUI1_80310.2, SGUI1_80310.3, SGUI1_80310.5, SGUI1_80310.6, SGUI1_80310.7
OG0000545	EWB00_004095.1, EWB00_004095.3, EWB00_004095.4, EWB00_004095.2	SGUI1_46500.1
OG0000545	EWB00_008683.2, EWB00_008683.3, EWB00_008683.4	SGUI1_70090.4, SGUI1_70090.1, SGUI1_70090.2, SGUI1_70090.6, SGUI1_70090.5, SGUI1_70090.3
OG0000546	EWB00_006057	SGUI1_29320.3, SGUI1_29320.4, SGUI1_29320.2
OG0000547	EWB00_009286	SGUI1_89060.3, SGUI1_89060.1, SGUI1_89060.2, SGUI1_89060.4, SGUI1_89060.5
OG0000548	EWB00_006045.1, EWB00_006045.2, EWB00_006045.3	SGUI1_29420.1
OG0000549	EWB00_005545	SGUI1_10140.1, SGUI1_10140.2
OG0000550	EWB00_005481	SGUI1_18330.1, SGUI1_18340.1, SGUI1_18320.1
OG0000551	EWB00_008082	SGUI1_48750.1
OG0000551	EWB00_008083	SGUI1_48750.1
OG0000551	EWB00_010470	SGUI1_66100.1
OG0000551	EWB00_006186	SGUI1_39110.1
OG0000552	EWB00_006314.2, EWB00_006314.3, EWB00_006314.1	SGUI1_5150.2, SGUI1_5150.1
OG0000553	EWB00_000563	SGUI1_94940.3, SGUI1_94940.1, SGUI1_94940.2
OG0000554	EWB00_011076	SGUI1_10240.1, SGUI1_10240.2
OG0000555	EWB00_006082, EWB00_009497, EWB00_009582, EWB00_009583.1, EWB00_009583.2, EWB00_009583.3	SGUI1_43560.1
OG0000556	EWB00_008873.2, EWB00_008873.1, EWB00_008873.3	SGUI1_66270.1
OG0000557	EWB00_007706.1, EWB00_007706.2	SGUI1_37630.1
OG0000558	EWB00_006560	SGUI1_17410.1
OG0000559	EWB00_006759.1, EWB00_006759.2	SGUI1_82370.1, SGUI1_82370.2, SGUI1_82370.4, SGUI1_82370.5, SGUI1_82370.3
OG0000560	EWB00_006673	SGUI1_96600.1, SGUI1_96590.1, SGUI1_96590.3, SGUI1_96590.2, SGUI1_96590.4
OG0000561	EWB00_001438.2, EWB00_001438.1, EWB00_001438.4, EWB00_001438.5, EWB00_001438.3	SGUI1_95320.3, SGUI1_95320.4, SGUI1_95320.2, SGUI1_95320.1
OG0000561	EWB00_001439.2, EWB00_001439.1, EWB00_001439.3, EWB00_001439.4	SGUI1_95340.1, SGUI1_95340.2, SGUI1_95340.3
OG0000562	EWB00_004493.2, EWB00_004493.1, EWB00_004493.4, EWB00_004493.3	SGUI1_85070.1, SGUI1_85070.2
OG0000563	EWB00_010331.1, EWB00_010331.2	SGUI1_20710.3, SGUI1_20710.4, SGUI1_20710.2, SGUI1_20710.1, SGUI1_20710.6, SGUI1_20710.7, SGUI1_20710.5
OG0000564	EWB00_005735.1, EWB00_005735.2, EWB00_005735.3, EWB00_005735.4, EWB00_005735.5	SGUI1_41980.1
OG0000565	EWB00_001645.3, EWB00_001645.1, EWB00_001645.2	SGUI1_3450.1, SGUI1_3450.2, SGUI1_3450.3
OG0000566	EWB00_001505.1, EWB00_001505.4, EWB00_001505.2, EWB00_001505.3	SGUI1_82760.1, SGUI1_82760.5, SGUI1_82760.6, SGUI1_82760.2, SGUI1_82760.3, SGUI1_82760.4
OG0000567	EWB00_010450.2	SGUI1_66190.1
OG0000568	EWB00_005140.1, EWB00_005140.2, EWB00_005140.3, EWB00_005140.4	SGUI1_57030.1
OG0000568	EWB00_009855.1, EWB00_009855.2	SGUI1_67450.1
OG0000569	EWB00_008513.2, EWB00_008513.4, EWB00_008513.1, EWB00_008513.3, EWB00_008513.5	SGUI1_8870.1
OG0000570	EWB00_010004	SGUI1_12100.1
OG0000571	EWB00_003064.1, EWB00_003064.2	SGUI1_8230.1
OG0000572	EWB00_000508	SGUI1_59750.2, SGUI1_59750.7, SGUI1_59750.4, SGUI1_59750.3, SGUI1_59750.1, SGUI1_59750.5, SGUI1_59750.6, SGUI1_59750.8
OG0000574	EWB00_007575	SGUI1_2840.1
OG0000574	EWB00_007578	SGUI1_2880.1
OG0000575	EWB00_009684.3, EWB00_009684.4, EWB00_009684.2, EWB00_009684.5, EWB00_009684.6, EWB00_009684.7, EWB00_009684.1	SGUI1_94820.1
OG0000576	EWB00_004903	SGUI1_44120.1
OG0000577	EWB00_010674.1, EWB00_010674.2	SGUI1_53220.3, SGUI1_53220.6, SGUI1_53220.4, SGUI1_53220.5, SGUI1_53220.7, SGUI1_53220.1, SGUI1_53220.2
OG0000579	EWB00_010560, EWB00_010557, EWB00_004099, EWB00_010135	SGUI1_75950.1, SGUI1_75990.1, SGUI1_76000.1, SGUI1_75970.1, SGUI1_75980.1, SGUI1_76030.1
OG0000580	EWB00_003419	SGUI1_32130.2, SGUI1_32130.1
OG0000581	EWB00_011088.3, EWB00_011088.2, EWB00_011088.1	SGUI1_61490.4, SGUI1_61490.1, SGUI1_61490.2, SGUI1_61490.3, SGUI1_61490.5
OG0000582	EWB00_007044, EWB00_009714	SGUI1_83560.1
OG0000582	EWB00_007042	SGUI1_83570.1
OG0000583	EWB00_011310.1, EWB00_011310.2	SGUI1_61100.1
OG0000584	EWB00_003311	SGUI1_28160.1
OG0000585	EWB00_010839, EWB00_010840	SGUI1_5600.4, SGUI1_5600.1, SGUI1_5600.5, SGUI1_5600.2, SGUI1_5600.3, SGUI1_5600.6
OG0000586	EWB00_007451.1, EWB00_007451.2	SGUI1_30850.1
OG0000587	EWB00_000903	SGUI1_65370.1, SGUI1_65370.2
OG0000587	EWB00_005771	SGUI1_8650.1
OG0000588	EWB00_005759.1, EWB00_005759.2	SGUI1_22180.1
OG0000589	EWB00_000767.3, EWB00_000767.4, EWB00_000767.1, EWB00_000767.2	SGUI1_55120.1, SGUI1_55120.2, SGUI1_55120.3
OG0000590	EWB00_007928	SGUI1_28900.1
OG0000590	EWB00_002833	SGUI1_40530.1
OG0000591	EWB00_001644.1, EWB00_001644.2	SGUI1_3460.1
OG0000592	EWB00_004130	SGUI1_30690.5, SGUI1_30690.9, SGUI1_30690.8, SGUI1_30690.10, SGUI1_30690.1, SGUI1_30690.2, SGUI1_30690.3, SGUI1_30690.4, SGUI1_30690.6, SGUI1_30690.7
OG0000593	EWB00_009305, EWB00_010907	SGUI1_31580.7, SGUI1_31580.2, SGUI1_31580.3, SGUI1_31580.5, SGUI1_31580.1, SGUI1_31580.4, SGUI1_31580.6
OG0000594	EWB00_002991	SGUI1_49390.1
OG0000595	EWB00_010775	SGUI1_47700.2, SGUI1_47700.1, SGUI1_47700.3, SGUI1_47700.6, SGUI1_47700.4, SGUI1_47700.5
OG0000598	EWB00_004687	SGUI1_11950.1, SGUI1_11950.8, SGUI1_11950.3, SGUI1_11950.2, SGUI1_11950.4, SGUI1_11950.5, SGUI1_11950.6, SGUI1_11950.7, SGUI1_11950.9
OG0000599	EWB00_005904.1, EWB00_005904.2	SGUI1_63080.1, SGUI1_63070.1
OG0000600	EWB00_006231.1, EWB00_006231.2	SGUI1_68040.1, SGUI1_68060.4, SGUI1_68060.1, SGUI1_68060.2, SGUI1_68060.5, SGUI1_68060.3
OG0000601	EWB00_001427.1, EWB00_001427.2	SGUI1_95230.1, SGUI1_95240.1
OG0000601	EWB00_007989, EWB00_007990	SGUI1_40930.1
OG0000602	EWB00_002351, EWB00_002350	SGUI1_14820.1
OG0000603	EWB00_004420.1, EWB00_004420.2	SGUI1_50550.1, SGUI1_50550.2, SGUI1_50550.3
OG0000604	EWB00_006171.7, EWB00_006171.1, EWB00_006171.4, EWB00_006171.2, EWB00_006171.3, EWB00_006171.5, EWB00_006171.6	SGUI1_39340.1
OG0000605	EWB00_010874.2	SGUI1_27230.1
OG0000606	EWB00_000068, EWB00_008081	SGUI1_48740.1
OG0000607	EWB00_007459.1, EWB00_007459.5, EWB00_007459.2, EWB00_007459.3, EWB00_007459.4	SGUI1_30920.1
OG0000608	EWB00_003677	SGUI1_50910.4, SGUI1_50910.5, SGUI1_50910.6, SGUI1_50910.1, SGUI1_50910.3, SGUI1_50910.2
OG0000609	EWB00_010886.1, EWB00_010886.2	SGUI1_27150.2, SGUI1_27150.1, SGUI1_27150.5, SGUI1_27150.3, SGUI1_27150.4
OG0000610	EWB00_007565.1, EWB00_007565.2, EWB00_007565.3	SGUI1_22380.1, SGUI1_22380.2
OG0000611	EWB00_006356	SGUI1_43180.1, SGUI1_43200.1, SGUI1_43190.1
OG0000612	EWB00_003067	SGUI1_8200.1, SGUI1_8200.3, SGUI1_8200.2, SGUI1_8200.4
OG0000613	EWB00_005606.2	SGUI1_36960.2, SGUI1_36960.1, SGUI1_36960.3, SGUI1_36960.4
OG0000614	EWB00_009700.1, EWB00_009700.2, EWB00_009700.4, EWB00_009700.3	SGUI1_44300.1
OG0000615	EWB00_002696.1, EWB00_002696.2	SGUI1_12300.4, SGUI1_12300.2, SGUI1_12300.1, SGUI1_12300.3
OG0000616	EWB00_007965	SGUI1_60570.1, SGUI1_60570.3, SGUI1_60570.6, SGUI1_60570.2, SGUI1_60570.4, SGUI1_60570.5
OG0000617	EWB00_000154.3, EWB00_000154.9, EWB00_000154.4, EWB00_000154.1, EWB00_000154.2, EWB00_000154.6, EWB00_000154.7, EWB00_000154.8, EWB00_000154.5, EWB00_000154.12, EWB00_000154.10, EWB00_000154.11	SGUI1_81490.7, SGUI1_81490.4, SGUI1_81490.5, SGUI1_81490.1, SGUI1_81490.2, SGUI1_81490.6, SGUI1_81490.3
OG0000618	EWB00_004319.1, EWB00_004319.2, EWB00_004319.3	SGUI1_36350.5, SGUI1_36350.6, SGUI1_36350.1, SGUI1_36350.3, SGUI1_36350.2, SGUI1_36350.4
OG0000620	EWB00_002375.1, EWB00_002375.3, EWB00_002375.2	SGUI1_15020.1, SGUI1_15020.3, SGUI1_15020.2
OG0000620	EWB00_004068.1, EWB00_004068.2	SGUI1_45590.1
OG0000621	EWB00_006007	SGUI1_29800.1, SGUI1_29800.2, SGUI1_29800.4, SGUI1_29800.3
OG0000622	EWB00_004548	SGUI1_73710.1
OG0000623	EWB00_009348, EWB00_010005.2, EWB00_010005.1	SGUI1_12090.1, SGUI1_12080.1
OG0000624	EWB00_000634	SGUI1_28660.1, SGUI1_28660.5, SGUI1_28660.2, SGUI1_28660.3, SGUI1_28660.4
OG0000625	EWB00_001308.1, EWB00_001308.2, EWB00_001308.3, EWB00_001308.4	SGUI1_37340.1, SGUI1_37340.10, SGUI1_37340.11, SGUI1_37340.2, SGUI1_37340.3, SGUI1_37340.4, SGUI1_37340.5, SGUI1_37340.9, SGUI1_37340.8, SGUI1_37340.7, SGUI1_37340.6
OG0000626	EWB00_000746	SGUI1_54950.6, SGUI1_54950.4
OG0000627	EWB00_000167, EWB00_002190	SGUI1_10950.1, SGUI1_10950.3, SGUI1_10950.5, SGUI1_10950.4, SGUI1_10950.2
OG0000628	EWB00_011095.1, EWB00_011095.2	SGUI1_61570.3, SGUI1_61570.2, SGUI1_61570.1, SGUI1_61570.4
OG0000629	EWB00_009522, EWB00_006221	SGUI1_38690.3, SGUI1_38690.7, SGUI1_38690.1, SGUI1_38690.4, SGUI1_38690.5, SGUI1_38690.2, SGUI1_38690.6
OG0000630	EWB00_005268.2, EWB00_005268.1, EWB00_005268.3, EWB00_005268.4, EWB00_005268.5	SGUI1_59180.1
OG0000631	EWB00_008869.1, EWB00_008869.2	SGUI1_66320.1, SGUI1_66320.2
OG0000631	EWB00_011103, EWB00_011102	SGUI1_61590.1
OG0000632	EWB00_002685	SGUI1_12450.1
OG0000633	EWB00_010638	SGUI1_52690.1
OG0000634	EWB00_003689	SGUI1_25460.1, SGUI1_6150.1, SGUI1_67200.1, SGUI1_93700.1
OG0000634	EWB00_000982, EWB00_004142, EWB00_004432, EWB00_002555, EWB00_001616, EWB00_003661, EWB00_000169, EWB00_003476, EWB00_005083, EWB00_010908, EWB00_003987, EWB00_005911, EWB00_004711, EWB00_005110	SGUI1_51230.1
OG0000634	EWB00_003343	SGUI1_37080.1
OG0000636	EWB00_000571.1, EWB00_000571.2	SGUI1_94990.1, SGUI1_94990.3, SGUI1_94990.2, SGUI1_94990.4
OG0000637	EWB00_007605.1, EWB00_007605.2	SGUI1_49680.1
OG0000638	EWB00_008903, EWB00_008904	SGUI1_64630.10, SGUI1_64630.2, SGUI1_64630.7, SGUI1_64630.8, SGUI1_64630.4, SGUI1_64630.5, SGUI1_64630.1, SGUI1_64630.6, SGUI1_64630.9, SGUI1_64630.3
OG0000639	EWB00_001158	SGUI1_62250.2, SGUI1_62250.1, SGUI1_62250.3
OG0000640	EWB00_004497	SGUI1_85100.1, SGUI1_85100.2
OG0000641	EWB00_005331, EWB00_011086.3, EWB00_010148, EWB00_011086.1, EWB00_011086.2, EWB00_011086.4	SGUI1_6350.1
OG0000643	EWB00_003546.3, EWB00_003546.1, EWB00_003546.2	SGUI1_52190.1
OG0000643	EWB00_003547.2, EWB00_003547.3, EWB00_003547.1	SGUI1_52180.1, SGUI1_52180.2
OG0000645	EWB00_009473.1, EWB00_009473.2	SGUI1_9620.1, SGUI1_9610.1
OG0000646	EWB00_003065.2, EWB00_003065.3, EWB00_003065.1	SGUI1_8210.1, SGUI1_8210.2
OG0000647	EWB00_000545.3, EWB00_000545.6, EWB00_000545.1, EWB00_000545.2, EWB00_000545.5, EWB00_000545.4	SGUI1_62510.1, SGUI1_62510.2
OG0000648	EWB00_004964	SGUI1_92470.1
OG0000649	EWB00_006577	SGUI1_60300.1, SGUI1_60300.2, SGUI1_60300.3
OG0000650	EWB00_004553.2, EWB00_004553.1	SGUI1_78100.6, SGUI1_78100.1, SGUI1_78100.2, SGUI1_78100.3, SGUI1_78100.4, SGUI1_78100.5, SGUI1_78100.7, SGUI1_78100.8
OG0000651	EWB00_008758	SGUI1_41760.1
OG0000652	EWB00_003930.1, EWB00_003930.2, EWB00_003930.3	SGUI1_40130.2, SGUI1_40130.3, SGUI1_40130.4, SGUI1_40130.6, SGUI1_40130.1, SGUI1_40130.5
OG0000653	EWB00_007802	SGUI1_97140.1, SGUI1_40720.1, SGUI1_40720.2
OG0000654	EWB00_005929.2, EWB00_005929.3, EWB00_005929.1, EWB00_005929.5, EWB00_005929.4	SGUI1_58520.4, SGUI1_58520.3, SGUI1_58520.5, SGUI1_58520.6, SGUI1_58520.1, SGUI1_58520.2
OG0000655	EWB00_000149	SGUI1_81540.4, SGUI1_81540.5, SGUI1_81540.6, SGUI1_81540.1, SGUI1_81540.2, SGUI1_81540.3
OG0000656	EWB00_010547.1, EWB00_010547.2, EWB00_010547.3	SGUI1_75860.2, SGUI1_75860.4, SGUI1_75860.5, SGUI1_75860.1, SGUI1_75860.3
OG0000657	EWB00_001860.1, EWB00_001860.2	SGUI1_90580.1, SGUI1_90580.2, SGUI1_90580.3
OG0000659	EWB00_009331	SGUI1_41730.1
OG0000662	EWB00_006810.7, EWB00_006810.4, EWB00_006810.9, EWB00_006810.1, EWB00_006810.2, EWB00_006810.3, EWB00_006810.5, EWB00_006810.6, EWB00_006810.8	SGUI1_52410.8, SGUI1_52410.5, SGUI1_52410.7, SGUI1_52410.4, SGUI1_52410.6, SGUI1_52410.1, SGUI1_52410.3, SGUI1_52410.2
OG0000663	EWB00_003146	SGUI1_37990.1
OG0000664	EWB00_004155	SGUI1_11480.1, SGUI1_11480.7, SGUI1_11480.3, SGUI1_11480.2, SGUI1_11480.4, SGUI1_11480.6, SGUI1_11480.5
OG0000665	EWB00_006628.2, EWB00_006628.3, EWB00_006628.1	SGUI1_73300.8, SGUI1_73300.3, SGUI1_73300.6, SGUI1_73300.1, SGUI1_73300.2, SGUI1_73300.4, SGUI1_73300.5, SGUI1_73300.10, SGUI1_73300.9, SGUI1_73300.7
OG0000666	EWB00_001159.3, EWB00_001159.1, EWB00_001159.2, EWB00_001159.4	SGUI1_62240.1
OG0000667	EWB00_008456.2, EWB00_008456.1	SGUI1_5910.1
OG0000668	EWB00_010649	SGUI1_52610.8, SGUI1_52610.2, SGUI1_52610.1, SGUI1_52610.3, SGUI1_52610.4, SGUI1_52610.6, SGUI1_52610.7, SGUI1_52610.5
OG0000669	EWB00_006275	SGUI1_68510.1, SGUI1_68510.2, SGUI1_68510.3
OG0000670	EWB00_001008.8, EWB00_001008.5, EWB00_001008.1, EWB00_001008.2, EWB00_001008.4, EWB00_001008.6, EWB00_001008.7, EWB00_001008.3	SGUI1_44600.3, SGUI1_44600.1, SGUI1_44600.2
OG0000671	EWB00_011016	SGUI1_67020.1, SGUI1_77050.1
OG0000672	EWB00_008803	SGUI1_44220.1
