Orthogroup	schistosoma_japonicum	opisthorchis_viverrini
OG0001570	EWB00_000946.4, EWB00_000946.1, EWB00_000946.3, EWB00_000946.2	T265_14294, T265_15779
OG0001571	EWB00_008986	T265_06223, T265_06225
OG0001572	EWB00_003961	T265_08929
OG0001573	EWB00_005049.1, EWB00_005049.2, EWB00_005049.3	T265_14303
OG0001574	EWB00_001475.1, EWB00_001475.2, EWB00_001475.3	T265_11245
OG0001575	EWB00_008443, EWB00_009866, EWB00_009867, EWB00_009869, EWB00_009868, EWB00_008442	T265_01850
OG0001576	EWB00_004468	T265_05959
OG0001577	EWB00_000631	T265_10560
OG0001578	EWB00_003565	T265_03834
OG0001579	EWB00_000084	T265_00891, T265_12293
OG0001580	EWB00_003247	T265_11044, T265_11046
OG0001581	EWB00_001247.1, EWB00_001247.2, EWB00_001247.6, EWB00_001247.4, EWB00_001247.3, EWB00_001247.5, EWB00_001247.7	T265_13097
OG0001582	EWB00_007839.2, EWB00_007839.3, EWB00_007839.4, EWB00_007839.5, EWB00_007839.6, EWB00_007839.7, EWB00_007839.8, EWB00_007839.10, EWB00_007839.11, EWB00_007839.12, EWB00_007839.13, EWB00_007839.14, EWB00_007839.9, EWB00_007839.1	T265_00284
OG0001583	EWB00_008305	T265_07844
OG0001584	EWB00_003372.1, EWB00_003372.2	T265_13141, T265_00101, T265_14080
OG0001585	EWB00_003931	T265_13043
OG0001586	EWB00_000604	T265_08001
OG0001587	EWB00_001056.2, EWB00_001056.4, EWB00_001056.1, EWB00_001056.3	T265_00980
OG0001588	EWB00_000393.4, EWB00_000393.3, EWB00_000393.2, EWB00_000393.1, EWB00_000393.5	T265_09362
OG0001590	EWB00_000529.1, EWB00_000529.2	T265_05785
OG0001591	EWB00_001817, EWB00_001818	T265_02753
OG0001592	EWB00_005480.1, EWB00_005480.2, EWB00_005480.3	T265_07090, T265_10582
OG0001593	EWB00_011133.1, EWB00_011133.2	T265_05613
OG0001594	EWB00_004309.1, EWB00_004309.2	T265_10080
OG0001595	EWB00_010479	T265_11438
OG0001596	EWB00_007492	T265_05252, T265_13230
OG0001597	EWB00_004539.1, EWB00_004539.2	T265_02935
OG0001598	EWB00_004044.2, EWB00_004044.3, EWB00_004044.4, EWB00_004044.6, EWB00_004044.5, EWB00_004044.1	T265_00351
OG0001599	EWB00_003665	T265_10881
OG0001600	EWB00_006003.1, EWB00_006003.2, EWB00_006003.3, EWB00_006003.5, EWB00_006003.4	T265_08507
OG0001601	EWB00_000474	T265_12251, T265_13640
OG0001602	EWB00_002672.1, EWB00_002672.2	T265_06910
OG0001604	EWB00_001111	T265_10406
OG0001605	EWB00_004822	T265_09891
OG0001606	EWB00_007547.1, EWB00_007547.2, EWB00_007547.3, EWB00_007547.4	T265_10728
OG0001607	EWB00_003884.1, EWB00_003884.3, EWB00_003884.2, EWB00_003884.4, EWB00_003884.5	T265_15554
OG0001608	EWB00_006512	T265_08088
OG0001609	EWB00_007367.7, EWB00_007367.5, EWB00_007367.2, EWB00_007367.3, EWB00_007367.4, EWB00_007367.1, EWB00_007367.6	T265_02340
OG0001610	EWB00_004368	T265_14531
OG0001611	EWB00_011295	T265_01454
OG0001612	EWB00_005638.1, EWB00_005638.2	T265_06824
OG0001613	EWB00_011053.1, EWB00_011053.2, EWB00_011053.3	T265_02844
OG0001614	EWB00_003941	T265_06438, T265_00023, T265_08537
OG0001615	EWB00_003940	T265_08538
OG0001617	EWB00_009311.1, EWB00_009311.2	T265_01771, T265_12207
OG0001618	EWB00_006198.1, EWB00_006198.2	T265_02608
OG0001619	EWB00_008116.1, EWB00_008116.2	T265_00098
OG0001620	EWB00_001728	T265_07578, T265_07576
OG0001621	EWB00_010220	T265_11273
OG0001622	EWB00_004499.1, EWB00_004499.2	T265_12340, T265_16297
OG0001623	EWB00_008598.2, EWB00_008598.1, EWB00_008598.3	T265_00228, T265_08047
OG0001624	EWB00_001583.1, EWB00_001583.2, EWB00_001583.3	T265_09187
OG0001626	EWB00_003418.1, EWB00_003418.2	T265_11931
OG0001627	EWB00_006592.1, EWB00_006592.2, EWB00_006592.3	T265_02191
OG0001628	EWB00_003126.2, EWB00_003126.1, EWB00_003126.3, EWB00_003126.5, EWB00_003126.4, EWB00_003126.6	T265_05566
OG0001629	EWB00_004656.1, EWB00_004656.2, EWB00_004656.4, EWB00_004656.5, EWB00_004656.6, EWB00_004656.3	T265_01797
OG0001631	EWB00_001898.1, EWB00_001898.2	T265_03790
OG0001632	EWB00_005797	T265_14353
OG0001633	EWB00_004781.3, EWB00_004781.1, EWB00_004781.2	T265_10187
OG0001634	EWB00_007518	T265_00567
OG0001635	EWB00_006335	T265_06410, T265_15946
OG0001636	EWB00_001392.2, EWB00_001392.3, EWB00_001392.1, EWB00_001392.4	T265_05447
OG0001637	EWB00_003455.3, EWB00_003455.1, EWB00_003455.2	T265_08784
OG0001640	EWB00_002491.1, EWB00_002491.2	T265_06192
OG0001641	EWB00_001978.1, EWB00_001978.2	T265_13439
OG0001642	EWB00_009266	T265_11396
OG0001643	EWB00_003874	T265_09518
OG0001644	EWB00_008738.1, EWB00_008738.2, EWB00_008738.3, EWB00_008738.4, EWB00_008738.5, EWB00_008738.6, EWB00_008738.7	T265_04914
OG0001645	EWB00_005858	T265_10635
OG0001646	EWB00_007841.1, EWB00_007841.2	T265_09167
OG0001647	EWB00_008760.3, EWB00_008760.1, EWB00_008760.2	T265_04701
OG0001648	EWB00_007501	T265_01727
OG0001649	EWB00_003693, EWB00_005061	T265_04939
OG0001650	EWB00_001193	T265_07849
OG0001652	EWB00_007374.1, EWB00_007374.2	T265_14643
OG0001653	EWB00_004667.1, EWB00_004667.2	T265_12692
OG0001655	EWB00_006237.1, EWB00_006237.2, EWB00_006237.3, EWB00_006237.4	T265_08873
OG0001656	EWB00_000311	T265_01416
OG0001657	EWB00_002910	T265_02579
OG0001659	EWB00_008176.1, EWB00_008176.2, EWB00_008358.1, EWB00_008358.2, EWB00_008358.3, EWB00_009727.2, EWB00_009727.1	T265_05197
OG0001661	EWB00_007215	T265_08837, T265_12365
OG0001668	EWB00_000091.1, EWB00_000091.3, EWB00_000091.5, EWB00_000091.4, EWB00_000091.2, EWB00_000091.6, EWB00_000091.7	T265_09738
OG0001669	EWB00_011212.1, EWB00_011212.2	T265_14607
OG0001670	EWB00_004351.1, EWB00_004351.2, EWB00_004351.3, EWB00_004351.4	T265_08988, T265_08986, T265_16322, T265_08984, T265_08985, T265_08981
OG0001671	EWB00_005987.1, EWB00_005987.2	T265_14634
OG0001672	EWB00_007942.1, EWB00_007942.2	T265_00750
OG0001673	EWB00_011109.1, EWB00_011109.2	T265_01379
OG0001675	EWB00_009829.1, EWB00_009829.2, EWB00_009829.3, EWB00_009829.4	T265_12874
OG0001676	EWB00_005536.1, EWB00_005536.2	T265_01615
OG0001677	EWB00_009285	T265_05762
OG0001680	EWB00_003316.3, EWB00_003316.2, EWB00_003316.1	T265_09371
OG0001681	EWB00_001043	T265_12663, T265_16018
OG0001682	EWB00_000072.1, EWB00_000072.2	T265_15158
OG0001683	EWB00_000248, EWB00_000250, EWB00_000252, EWB00_000251	T265_09590, T265_14893, T265_03749
OG0001684	EWB00_009146	T265_09014
OG0001685	EWB00_006465, EWB00_010778, EWB00_002377	T265_15090
OG0001686	EWB00_001494.1, EWB00_001494.2, EWB00_001494.3	T265_09608, T265_15908
OG0001687	EWB00_007842.4, EWB00_007842.1, EWB00_007842.3, EWB00_007842.2	T265_07419
OG0001688	EWB00_005820.1, EWB00_005820.2	T265_07388
OG0001689	EWB00_003512, EWB00_003511	T265_15368
OG0001690	EWB00_001748.1, EWB00_001748.4, EWB00_001748.3, EWB00_001748.2	T265_04514
OG0001691	EWB00_003815	T265_03200
OG0001692	EWB00_010961	T265_13395
OG0001694	EWB00_003684.1, EWB00_003684.4, EWB00_003684.2, EWB00_003684.3, EWB00_003684.5, EWB00_003684.6, EWB00_003684.7	T265_02240
OG0001695	EWB00_008158	T265_10771
OG0001696	EWB00_006376.1, EWB00_006376.2	T265_09913
OG0001697	EWB00_003024.1, EWB00_003024.2, EWB00_003024.3	T265_05671
OG0001698	EWB00_007397	T265_05919
OG0001699	EWB00_006586	T265_08126
OG0001700	EWB00_002364.1, EWB00_002364.2	T265_09892
OG0001701	EWB00_007308.1, EWB00_007308.2	T265_03185
OG0001702	EWB00_008286.2, EWB00_008286.4, EWB00_008286.1, EWB00_008286.3	T265_01458
OG0001703	EWB00_006853.1, EWB00_006853.2	T265_14685
OG0001704	EWB00_004801	T265_10332
OG0001705	EWB00_001120, EWB00_001119	T265_06950
OG0001706	EWB00_011216.2, EWB00_011216.5, EWB00_011216.3, EWB00_011216.4, EWB00_011216.1, EWB00_011216.6	T265_00105
OG0001707	EWB00_000916.1, EWB00_000916.2	T265_01410
OG0001708	EWB00_009638.2, EWB00_009638.3, EWB00_009638.1, EWB00_009638.4, EWB00_009638.5, EWB00_009638.6	T265_02720
OG0001709	EWB00_006047	T265_13976
OG0001710	EWB00_011363.1, EWB00_011363.3, EWB00_011363.4, EWB00_011363.2	T265_05358
OG0001711	EWB00_005879.3, EWB00_005879.1, EWB00_005879.2	T265_05328
OG0001712	EWB00_004726	T265_14005
OG0001713	EWB00_005183.1, EWB00_005183.2, EWB00_005183.3, EWB00_005183.4	T265_08885
OG0001714	EWB00_005184	T265_14693
OG0001715	EWB00_007067.2, EWB00_007067.4, EWB00_007067.1, EWB00_007067.3	T265_03710
OG0001716	EWB00_009167.1, EWB00_009167.2	T265_12518
OG0001717	EWB00_003282.3, EWB00_003282.1, EWB00_003282.2	T265_02968
OG0001718	EWB00_002352.1, EWB00_002352.2	T265_09214
OG0001719	EWB00_009251	T265_04478
OG0001720	EWB00_008445.1, EWB00_008445.2	T265_12689, T265_01853
OG0001721	EWB00_005126.2, EWB00_005126.1, EWB00_005126.3, EWB00_005126.4, EWB00_005128.1, EWB00_005128.2	T265_01466
OG0001722	EWB00_009862.4, EWB00_009862.3, EWB00_009862.2, EWB00_009862.1	T265_10430, T265_16265
OG0001723	EWB00_005542	T265_12870
OG0001724	EWB00_009579.1, EWB00_009579.2, EWB00_009579.4, EWB00_009579.3	T265_04056
OG0001725	EWB00_006118.1, EWB00_006118.2	T265_09161
OG0001726	EWB00_004248	T265_12576
OG0001726	EWB00_010136, EWB00_010137	T265_01638
OG0001727	EWB00_001981.1, EWB00_001981.2, EWB00_001981.3, EWB00_001982	T265_10361
OG0001728	EWB00_005587	T265_03905
OG0001729	EWB00_004669	T265_01004
OG0001731	EWB00_010113.1, EWB00_010113.2, EWB00_010113.3	T265_11635
OG0001732	EWB00_010708	T265_02819
OG0001733	EWB00_006579.1, EWB00_006579.2	T265_03326
OG0001734	EWB00_000355.1, EWB00_000355.2	T265_07463
OG0001735	EWB00_008027	T265_07057, T265_07056
OG0001736	EWB00_000076	T265_14980
OG0001737	EWB00_008580	T265_05187
OG0001738	EWB00_004730	T265_04467
OG0001739	EWB00_004148	T265_09719
OG0001740	EWB00_000764	T265_02848
OG0001741	EWB00_000113.2, EWB00_000113.1	T265_09400
OG0001742	EWB00_009309	T265_01766
OG0001744	EWB00_008931.1, EWB00_008931.2, EWB00_008931.3, EWB00_008931.5, EWB00_008931.4	T265_10654, T265_12595
OG0001745	EWB00_001325	T265_05962
OG0001746	EWB00_008300	T265_12992
OG0001747	EWB00_010827	T265_08419
OG0001748	EWB00_009580	T265_02528
OG0001749	EWB00_008038.2, EWB00_008038.1, EWB00_008038.3	T265_05162, T265_13920
OG0001750	EWB00_004829.1, EWB00_004829.2, EWB00_004830	T265_14641, T265_08679
OG0001751	EWB00_005046.1, EWB00_005046.2	T265_03745
OG0001752	EWB00_009191.1, EWB00_009191.2	T265_08775
OG0001754	EWB00_003866	T265_14140
OG0001755	EWB00_009019.3, EWB00_009019.4, EWB00_009019.5, EWB00_009019.1, EWB00_009019.2	T265_08222, T265_10918
OG0001756	EWB00_005339.4, EWB00_005339.2, EWB00_005339.7, EWB00_005339.3, EWB00_005339.1, EWB00_005339.5, EWB00_005339.6	T265_02705
OG0001757	EWB00_008089.1, EWB00_008089.2	T265_00117
OG0001758	EWB00_008645.1, EWB00_008645.2	T265_08429, T265_16089, T265_08430
OG0001759	EWB00_006252	T265_14874
OG0001760	EWB00_009898, EWB00_005773	T265_13963
OG0001761	EWB00_011085, EWB00_008774.1, EWB00_008774.2	T265_11120
OG0001762	EWB00_006675.1, EWB00_006675.2	T265_08963, T265_16323, T265_08964
OG0001763	EWB00_007453.1, EWB00_007453.2	T265_11384
OG0001764	EWB00_003107	T265_04595
OG0001765	EWB00_006261	T265_00502
OG0001766	EWB00_003400	T265_14565
OG0001767	EWB00_009027	T265_04548
OG0001768	EWB00_011364.1, EWB00_011364.2, EWB00_011364.3	T265_10297
OG0001769	EWB00_007867	T265_03947
OG0001770	EWB00_008145.1, EWB00_008145.2	T265_08230
OG0001771	EWB00_010612	T265_13913
OG0001772	EWB00_001858	T265_07572
OG0001773	EWB00_008867	T265_00534
OG0001774	EWB00_008539	T265_06888
OG0001775	EWB00_005423	T265_09040
OG0001776	EWB00_001450	T265_11140
OG0001777	EWB00_006296.2, EWB00_006296.3, EWB00_006296.4, EWB00_006296.5, EWB00_010820.2, EWB00_006296.1, EWB00_010820.1	T265_03011
OG0001778	EWB00_001931.1, EWB00_001931.2, EWB00_001931.3	T265_09376
OG0001780	EWB00_003266	T265_06467
OG0001781	EWB00_005839.1, EWB00_005839.2	T265_13075
OG0001782	EWB00_009818.6, EWB00_009818.4, EWB00_009818.1, EWB00_009818.2, EWB00_009818.5, EWB00_009818.3	T265_03902
OG0001783	EWB00_002890	T265_03631
OG0001784	EWB00_002793.1, EWB00_002793.2, EWB00_002793.3, EWB00_002793.4, EWB00_002793.5, EWB00_002793.6	T265_04098, T265_15912
OG0001785	EWB00_007557	T265_07505
OG0001786	EWB00_010439	T265_02513
OG0001787	EWB00_007555	T265_13198
OG0001789	EWB00_008564.2, EWB00_008564.4, EWB00_008564.3, EWB00_008564.1, EWB00_008564.5	T265_06187
OG0001790	EWB00_003915.3, EWB00_003915.4, EWB00_003915.1, EWB00_003915.2, EWB00_003915.5	T265_13300
OG0001791	EWB00_004963.1, EWB00_004963.2, EWB00_004963.3, EWB00_007370	T265_08401, T265_08403
OG0001792	EWB00_001226.2, EWB00_001226.1, EWB00_001226.3	T265_00418
OG0001793	EWB00_011395.1, EWB00_011395.2	T265_07358
OG0001794	EWB00_006260.4, EWB00_006260.2, EWB00_006260.3, EWB00_006260.1, EWB00_006260.5	T265_10719
OG0001801	EWB00_009398	T265_04593
OG0001803	EWB00_002837.1, EWB00_002837.2, EWB00_002837.3, EWB00_002836	T265_09341
OG0001804	EWB00_002126	T265_12618
OG0001805	EWB00_000017.1, EWB00_000017.2, EWB00_000017.3	T265_13514, T265_13513
OG0001806	EWB00_006638, EWB00_006641	T265_07409
OG0001807	EWB00_004204	T265_11444
OG0001808	EWB00_000043, EWB00_001027	T265_10905
OG0001809	EWB00_002951.2, EWB00_002951.1, EWB00_002951.3	T265_13772
OG0001810	EWB00_002054.3, EWB00_002054.2, EWB00_002054.1	T265_07900
OG0001812	EWB00_001383.1, EWB00_001383.2	T265_14122
OG0001813	EWB00_008448, EWB00_008454	T265_09076
OG0001814	EWB00_007255.3, EWB00_007255.2, EWB00_007255.4, EWB00_007255.1	T265_10976
OG0001815	EWB00_006877	T265_06116
OG0001816	EWB00_008962	T265_15353
OG0001817	EWB00_006214.2, EWB00_006214.6, EWB00_006214.7, EWB00_006214.1, EWB00_006214.3, EWB00_006214.4, EWB00_006214.5	T265_13431
OG0001818	EWB00_007620.2, EWB00_007620.3, EWB00_007620.1	T265_12286, T265_06859, T265_15980
OG0001819	EWB00_010311.1, EWB00_010311.2	T265_02288
OG0001820	EWB00_011327.1, EWB00_011327.2	T265_04186
OG0001821	EWB00_008776.2, EWB00_008776.1	T265_09614
OG0001821	EWB00_003220.1, EWB00_003220.2, EWB00_003220.3	T265_03362
OG0001822	EWB00_000791	T265_11066, T265_04529
OG0001823	EWB00_006130	T265_11105
OG0001825	EWB00_005323.1, EWB00_005323.4, EWB00_005323.2, EWB00_005323.3	T265_02352
OG0001826	EWB00_006283	T265_00277
OG0001827	EWB00_004569	T265_02155, T265_12935
OG0001828	EWB00_010656	T265_01213
OG0001829	EWB00_003359	T265_11088
OG0001831	EWB00_008871	T265_03336
OG0001834	EWB00_011028	T265_00004
OG0001835	EWB00_007631	T265_06643, T265_14089
OG0001836	EWB00_007589.1, EWB00_007589.2, EWB00_007589.3	T265_14559
OG0001837	EWB00_008945.1, EWB00_008945.2	T265_08769
OG0001838	EWB00_005045.3, EWB00_005045.1, EWB00_005045.2, EWB00_005045.4, EWB00_005045.5	T265_03743
OG0001839	EWB00_005382.3, EWB00_005382.4, EWB00_005382.5, EWB00_005382.1, EWB00_005382.2	T265_12526
OG0001840	EWB00_003145.2, EWB00_003145.1, EWB00_003145.3, EWB00_003145.4	T265_13580
OG0001841	EWB00_003124, EWB00_009787	T265_07181
OG0001842	EWB00_000568.1, EWB00_000568.2, EWB00_000568.3	T265_15657
OG0001843	EWB00_004731.1, EWB00_004731.2	T265_04469, T265_13561
OG0001844	EWB00_006557	T265_03040
OG0001845	EWB00_001437	T265_14549
OG0001846	EWB00_005010.1, EWB00_005010.2	T265_10397
OG0001847	EWB00_009082	T265_11864
OG0001848	EWB00_006326	T265_14403, T265_14401, T265_07830
OG0001849	EWB00_009871.2, EWB00_009871.1, EWB00_009871.3, EWB00_009871.4	T265_00607
OG0001850	EWB00_004542	T265_00010
OG0001851	EWB00_010657.1, EWB00_010657.2	T265_01360
OG0001852	EWB00_009114	T265_05433
OG0001853	EWB00_001639.2, EWB00_001639.1, EWB00_001639.3, EWB00_001639.4, EWB00_001639.5, EWB00_001639.6	T265_02922, T265_11897
OG0001854	EWB00_003747	T265_09648
OG0001855	EWB00_001590.1, EWB00_001590.2, EWB00_001590.3	T265_00165
OG0001856	EWB00_007149.2, EWB00_007149.1	T265_10021
OG0001857	EWB00_011005.1, EWB00_011005.2	T265_04055
OG0001858	EWB00_008289.1, EWB00_008289.2	T265_02220, T265_04712
OG0001859	EWB00_008660	T265_06498
OG0001860	EWB00_010601, EWB00_000663.1, EWB00_000663.2	T265_03438, T265_03772, T265_13321
OG0001861	EWB00_001369.1, EWB00_001369.2	T265_01225
OG0001862	EWB00_004860	T265_10909
OG0001863	EWB00_009680, EWB00_000659	T265_01043, T265_01044
OG0001864	EWB00_001182.7, EWB00_001182.6, EWB00_001182.5, EWB00_001182.1, EWB00_001182.3, EWB00_001182.2, EWB00_001182.4	T265_01749
OG0001866	EWB00_001683.1, EWB00_001683.2, EWB00_001683.3	T265_09747
OG0001867	EWB00_007616.1, EWB00_007616.2	T265_13218, T265_13219
OG0001868	EWB00_007873.2, EWB00_007873.1	T265_04412
OG0001869	EWB00_002497, EWB00_002496	T265_05535
OG0001870	EWB00_005310.1, EWB00_005310.2	T265_00132
OG0001871	EWB00_006383	T265_13828
OG0001872	EWB00_001508.4, EWB00_001508.3, EWB00_001508.1, EWB00_001508.2	T265_03393
OG0001873	EWB00_008148.1, EWB00_008148.2, EWB00_008148.3	T265_08992
OG0001874	EWB00_001525, EWB00_001528.1, EWB00_001528.2	T265_03234, T265_13196
OG0001875	EWB00_008995.1, EWB00_008995.2, EWB00_008995.3	T265_15589, T265_15590, T265_11880, T265_11881
OG0001876	EWB00_002412.2, EWB00_002412.3, EWB00_002412.1, EWB00_002412.4	T265_03702
OG0001879	EWB00_008037.1, EWB00_008037.6, EWB00_008037.2, EWB00_008037.3, EWB00_008037.4, EWB00_008037.5	T265_05975
OG0001880	EWB00_010357.1, EWB00_010357.2	T265_15623, T265_15873
OG0001881	EWB00_011255	T265_09881, T265_16342
OG0001882	EWB00_010945	T265_02934
OG0001883	EWB00_007343	T265_00246
OG0001884	EWB00_003270	T265_08008, T265_16260
OG0001885	EWB00_009963, EWB00_009964, EWB00_004694	T265_03198
OG0001886	EWB00_004977.1, EWB00_004977.2	T265_10249
OG0001887	EWB00_005903.1, EWB00_005903.2	T265_05895, T265_07671
OG0001888	EWB00_003971	T265_14220
OG0001889	EWB00_009141.1, EWB00_009141.2	T265_11606
OG0001890	EWB00_010808.1, EWB00_010808.2, EWB00_010808.3	T265_08599
OG0001891	EWB00_002104	T265_01391
OG0001892	EWB00_001252.1, EWB00_001252.2, EWB00_001252.3, EWB00_001252.4	T265_15428
OG0001893	EWB00_001721.3, EWB00_001721.2, EWB00_001721.1	T265_09740
OG0001894	EWB00_003770	T265_12840
OG0001895	EWB00_009690, EWB00_009691	T265_11728
OG0001896	EWB00_004132	T265_09000
OG0001897	EWB00_007394.1, EWB00_007394.3, EWB00_007394.2	T265_13908
OG0001898	EWB00_005570	T265_04800
OG0001899	EWB00_006215	T265_03996
OG0001900	EWB00_007260.2, EWB00_007260.1	T265_05713
OG0001901	EWB00_005993	T265_07537
OG0001903	EWB00_004495.1, EWB00_004495.2, EWB00_004495.3	T265_06552, T265_06554
OG0001904	EWB00_002306	T265_10321
OG0001905	EWB00_010033, EWB00_010032	T265_06569
OG0001906	EWB00_009148.1, EWB00_009148.2, EWB00_009148.4, EWB00_009148.3	T265_13479
OG0001907	EWB00_008532.1, EWB00_008532.2, EWB00_008532.3	T265_14805
OG0001908	EWB00_000904.1, EWB00_000904.2	T265_04923
OG0001909	EWB00_005840.4, EWB00_005840.1, EWB00_005840.5, EWB00_005840.2, EWB00_005840.3	T265_08757
OG0001910	EWB00_004369.1, EWB00_004369.3, EWB00_004369.2	T265_11579
OG0001911	EWB00_005397.1, EWB00_005397.2, EWB00_005397.3, EWB00_005397.4	T265_08739, T265_08740
OG0001912	EWB00_007504	T265_05946
OG0001913	EWB00_004541.1, EWB00_004541.2, EWB00_004541.3, EWB00_004541.4, EWB00_004541.5	T265_02936
OG0001914	EWB00_011318.1, EWB00_011318.3, EWB00_011318.2	T265_04183
OG0001915	EWB00_007038	T265_15891, T265_01652, T265_12174
OG0001916	EWB00_010789	T265_06670
OG0001917	EWB00_008840.1, EWB00_008840.4, EWB00_008840.2, EWB00_008840.3	T265_14049
OG0001918	EWB00_000187.2, EWB00_000187.1, EWB00_000187.3	T265_00471
OG0001919	EWB00_006232.3, EWB00_006232.1, EWB00_006232.2	T265_02504
OG0001920	EWB00_010851.1, EWB00_010851.3, EWB00_010851.2	T265_08481
OG0001921	EWB00_004589, EWB00_006142	T265_06125
OG0001922	EWB00_005191.1, EWB00_005191.2	T265_14503
OG0001923	EWB00_007771	T265_07276
OG0001924	EWB00_000744.1, EWB00_000744.2, EWB00_000744.3	T265_02681
OG0001925	EWB00_002393.1, EWB00_002393.2, EWB00_002393.3	T265_00852
OG0001926	EWB00_002121.1, EWB00_002121.5, EWB00_002121.2, EWB00_002121.3, EWB00_002121.4	T265_02868
OG0001927	EWB00_003588	T265_08673
OG0001929	EWB00_008348	T265_16131, T265_00819
OG0001932	EWB00_003655.1, EWB00_003655.3	T265_11747
OG0001941	EWB00_003043	T265_02631
OG0001943	EWB00_001044.1, EWB00_001044.2, EWB00_001044.4, EWB00_001044.3	T265_12963
OG0001944	EWB00_009759	T265_01438
OG0001945	EWB00_009970.1, EWB00_009970.2, EWB00_009970.3	T265_02757, T265_11309
OG0001946	EWB00_005989	T265_08642
OG0001947	EWB00_003234.3, EWB00_003234.2, EWB00_003234.1	T265_15378
OG0001948	EWB00_004875.1, EWB00_004875.2	T265_09604
OG0001949	EWB00_002055	T265_10788
OG0001950	EWB00_010181.1, EWB00_010181.2	T265_14356
OG0001951	EWB00_010118.1, EWB00_010118.2, EWB00_010118.3	T265_02488
OG0001952	EWB00_003633	T265_01274
OG0001953	EWB00_003411	T265_07588
OG0001954	EWB00_002373.1, EWB00_002373.2	T265_05594, T265_10324, T265_10323
OG0001955	EWB00_006289.1, EWB00_006289.2	T265_04533
OG0001956	EWB00_011048	T265_00329
OG0001957	EWB00_002353.5, EWB00_002353.4, EWB00_002353.6, EWB00_002353.1, EWB00_002353.2, EWB00_002353.3	T265_16364
OG0001958	EWB00_000402.1, EWB00_000402.2	T265_12587
OG0001959	EWB00_002873.1, EWB00_002873.3, EWB00_002873.4, EWB00_002873.5, EWB00_002873.2, EWB00_007946	T265_12030
OG0001960	EWB00_007931.5, EWB00_007931.6, EWB00_007931.1, EWB00_007931.4, EWB00_007931.2, EWB00_007931.3	T265_03563
OG0001961	EWB00_008934	T265_04189
OG0001962	EWB00_006447.1, EWB00_006447.2	T265_02258
OG0001963	EWB00_005116	T265_07542
OG0001964	EWB00_004882	T265_02635
OG0001965	EWB00_010177	T265_15738, T265_09470, T265_16302
OG0001966	EWB00_007793	T265_11898
OG0001967	EWB00_006691.1, EWB00_006691.2	T265_11018
OG0001968	EWB00_002588.1, EWB00_002588.2	T265_12615
OG0001969	EWB00_006040	T265_15599, T265_11986
OG0001970	EWB00_001304.1, EWB00_001304.2	T265_06534
OG0001972	EWB00_003996	T265_06716
OG0001973	EWB00_006760.1, EWB00_006760.2	T265_10631
OG0001974	EWB00_006902	T265_03306
OG0001975	EWB00_006471.3, EWB00_006471.1, EWB00_006471.2	T265_08820
OG0001978	EWB00_008191.1, EWB00_008191.2	T265_02840
OG0001979	EWB00_005320.1, EWB00_005320.2	T265_00134
OG0001980	EWB00_000544.1, EWB00_000544.2	T265_00639
OG0001981	EWB00_003238, EWB00_003235.1, EWB00_003235.2	T265_14563
OG0001982	EWB00_003374.1, EWB00_003374.2	T265_05804
OG0001983	EWB00_010176	T265_16272, T265_10525
OG0001984	EWB00_004454.3, EWB00_004454.2, EWB00_004454.1, EWB00_004454.4	T265_13337
OG0001985	EWB00_006219	T265_05014
OG0001986	EWB00_010664.1, EWB00_010664.2, EWB00_010664.3	T265_13071
OG0001987	EWB00_009533	T265_11477
OG0001988	EWB00_000510	T265_00178
OG0001989	EWB00_009481	T265_00999
OG0001990	EWB00_007602	T265_14644
OG0001991	EWB00_002349	T265_09212
OG0001992	EWB00_010772.1, EWB00_010772.3, EWB00_010772.2	T265_04048
OG0001993	EWB00_001364.1, EWB00_001364.2	T265_14343
OG0001995	EWB00_008424.1, EWB00_008424.3, EWB00_008424.4, EWB00_008424.2, EWB00_008424.5	T265_11523
OG0001997	EWB00_003079	T265_01011
OG0001998	EWB00_006708	T265_05189
OG0001999	EWB00_003613	T265_01760
