Orthogroup	schistosoma_japonicum	schmidtea_mediterranea
OG0001751	EWB00_005046.1, EWB00_005046.2	h1SMcT0021739.2, h1SMcT0004886.1, h1SMcT0004886.2
OG0001752	EWB00_009191.1, EWB00_009191.2	h1SMcT0005183.1
OG0001753	EWB00_004195	h1SMcT0013782.1
OG0001754	EWB00_003866	h1SMcT0000935.1
OG0001755	EWB00_009019.3, EWB00_009019.4, EWB00_009019.5, EWB00_009019.1, EWB00_009019.2	h1SMcT0004449.2
OG0001756	EWB00_005339.4, EWB00_005339.2, EWB00_005339.7, EWB00_005339.3, EWB00_005339.1, EWB00_005339.5, EWB00_005339.6	h1SMcT0005974.1, h1SMcT0005974.2
OG0001758	EWB00_008645.1, EWB00_008645.2	h1SMcT0016619.1, h1SMcT0016619.2
OG0001759	EWB00_006252	h1SMcT0021839.1, h1SMcT0021839.2, h1SMcT0021839.3, h1SMcT0020798.1, h1SMcT0020798.2, h1SMcT0004514.1, h1SMcT0004514.2, h1SMcT0004514.3
OG0001760	EWB00_009898, EWB00_005773	h1SMcT0009739.2
OG0001761	EWB00_011085, EWB00_008774.1, EWB00_008774.2	h1SMcT0015220.1
OG0001762	EWB00_006675.1, EWB00_006675.2	h1SMcT0018473.1
OG0001763	EWB00_007453.1, EWB00_007453.2	h1SMcT0014031.2, h1SMcT0014031.1, h1SMcT0014031.3, h1SMcT0014031.4
OG0001764	EWB00_003107	h1SMcT0009805.2, h1SMcT0009805.4, h1SMcT0009805.1, h1SMcT0009805.3
OG0001766	EWB00_003400	h1SMcT0019075.1, h1SMcT0019075.2
OG0001768	EWB00_011364.1, EWB00_011364.2, EWB00_011364.3	h1SMcT0013683.1, h1SMcT0013683.2
OG0001769	EWB00_007867	h1SMcT0020309.1, h1SMcT0020309.2
OG0001770	EWB00_008145.1, EWB00_008145.2	h1SMcT0021515.2, h1SMcT0021515.1, h1SMcT0021515.3
OG0001771	EWB00_010612	h1SMcT0007797.6, h1SMcT0007797.3, h1SMcT0007797.4, h1SMcT0007797.2, h1SMcT0007797.5
OG0001772	EWB00_001858	h1SMcT0002778.2, h1SMcT0002778.1, h1SMcT0002778.3
OG0001773	EWB00_008867	h1SMcT0008613.1, h1SMcT0008563.4, h1SMcT0008565.2, h1SMcT0008563.1, h1SMcT0022781.1, h1SMcT0008563.2, h1SMcT0022781.2, h1SMcT0008563.3
OG0001774	EWB00_008539	h1SMcT0003104.4
OG0001775	EWB00_005423	h1SMcT0001715.1, h1SMcT0001715.2
OG0001776	EWB00_001450	h1SMcT0017707.1
OG0001777	EWB00_006296.2, EWB00_006296.3, EWB00_006296.4, EWB00_006296.5, EWB00_010820.2, EWB00_006296.1, EWB00_010820.1	h1SMcT0000525.1, h1SMcT0000525.2
OG0001778	EWB00_001931.1, EWB00_001931.2, EWB00_001931.3	h1SMcT0016706.1, h1SMcT0016706.2, h1SMcT0016706.4, h1SMcT0016706.3
OG0001779	EWB00_007071.1, EWB00_007071.2	h1SMcT0004257.1, h1SMcT0004257.2
OG0001780	EWB00_003266	h1SMcT0015555.16, h1SMcT0015555.9, h1SMcT0015555.19, h1SMcT0015555.1, h1SMcT0015555.15, h1SMcT0015555.18, h1SMcT0015555.21, h1SMcT0015555.22, h1SMcT0015555.2, h1SMcT0015555.4, h1SMcT0015555.5, h1SMcT0015555.7, h1SMcT0015555.8, h1SMcT0015555.12, h1SMcT0015555.13, h1SMcT0015555.14, h1SMcT0015555.17, h1SMcT0015555.3, h1SMcT0015555.6, h1SMcT0015555.11, h1SMcT0015555.20, h1SMcT0015555.10
OG0001781	EWB00_005839.1, EWB00_005839.2	h1SMcT0015529.1
OG0001782	EWB00_009818.6, EWB00_009818.4, EWB00_009818.1, EWB00_009818.2, EWB00_009818.5, EWB00_009818.3	h1SMcT0002334.1, h1SMcT0002331.2, h1SMcT0002331.6, h1SMcT0002331.4, h1SMcT0002331.8, h1SMcT0002331.3, h1SMcT0002331.5
OG0001783	EWB00_002890	h1SMcT0009033.1
OG0001784	EWB00_002793.1, EWB00_002793.2, EWB00_002793.3, EWB00_002793.4, EWB00_002793.5, EWB00_002793.6	h1SMcT0010892.1
OG0001785	EWB00_007557	h1SMcT0010242.1
OG0001786	EWB00_010439	h1SMcT0011297.1
OG0001787	EWB00_007555	h1SMcT0020085.1
OG0001788	EWB00_002022.5, EWB00_002022.2, EWB00_002022.4, EWB00_002022.3, EWB00_002022.1	h1SMcT0001318.1
OG0001790	EWB00_003915.3, EWB00_003915.4, EWB00_003915.1, EWB00_003915.2, EWB00_003915.5	h1SMcT0002945.1, h1SMcT0002945.2
OG0001791	EWB00_004963.1, EWB00_004963.2, EWB00_004963.3, EWB00_007370	h1SMcT0000906.3, h1SMcT0000906.1, h1SMcT0000906.2, h1SMcT0000904.4, h1SMcT0000904.1, h1SMcT0000904.2, h1SMcT0000904.3
OG0001792	EWB00_001226.2, EWB00_001226.1, EWB00_001226.3	h1SMcT0020582.1, h1SMcT0020950.1, h1SMcT0020950.2, h1SMcT0021364.5, h1SMcT0021364.2, h1SMcT0021364.3, h1SMcT0021364.1, h1SMcT0021364.4
OG0001793	EWB00_011395.1, EWB00_011395.2	h1SMcT0011149.2, h1SMcT0003445.1, h1SMcT0003445.2, h1SMcT0003445.4, h1SMcT0003445.3, h1SMcT0003445.5
OG0001794	EWB00_006260.4, EWB00_006260.2, EWB00_006260.3, EWB00_006260.1, EWB00_006260.5	h1SMcT0011293.1, h1SMcT0011295.1, h1SMcT0011295.2
OG0001795	EWB00_004440, EWB00_005333	h1SMcT0015697.1, h1SMcT0017684.1, h1SMcT0017684.2
OG0001800	EWB00_000890.1, EWB00_000890.2	h1SMcT0019752.1
OG0001801	EWB00_009398	h1SMcT0014180.1, h1SMcT0014180.2, h1SMcT0014180.3
OG0001802	EWB00_004332.1, EWB00_004332.2	h1SMcT0020134.1
OG0001803	EWB00_002837.1, EWB00_002837.2, EWB00_002837.3, EWB00_002836	h1SMcT0011732.3, h1SMcT0011284.1, h1SMcT0011284.2
OG0001804	EWB00_002126	h1SMcT0016489.1
OG0001805	EWB00_000017.1, EWB00_000017.2, EWB00_000017.3	h1SMcT0022212.1
OG0001807	EWB00_004204	h1SMcT0008513.2, h1SMcT0008514.6, h1SMcT0008514.1, h1SMcT0008514.3, h1SMcT0008513.3, h1SMcT0008514.2, h1SMcT0008514.4, h1SMcT0008514.5
OG0001808	EWB00_000043, EWB00_001027	h1SMcT0001448.1
OG0001809	EWB00_002951.2, EWB00_002951.1, EWB00_002951.3	h1SMcT0014733.1, h1SMcT0014733.2
OG0001810	EWB00_002054.3, EWB00_002054.2, EWB00_002054.1	h1SMcT0018180.5, h1SMcT0018180.1, h1SMcT0018180.4, h1SMcT0018180.2, h1SMcT0018180.3
OG0001811	EWB00_010046.1, EWB00_010046.2, EWB00_003080.2, EWB00_003080.3, EWB00_003080.1, EWB00_003080.4, EWB00_003080.5	h1SMcT0007807.1, h1SMcT0007807.2
OG0001812	EWB00_001383.1, EWB00_001383.2	h1SMcT0004905.1, h1SMcT0004905.2
OG0001813	EWB00_008448, EWB00_008454	h1SMcT0001706.1
OG0001816	EWB00_008962	h1SMcT0017125.1, h1SMcT0017193.1
OG0001817	EWB00_006214.2, EWB00_006214.6, EWB00_006214.7, EWB00_006214.1, EWB00_006214.3, EWB00_006214.4, EWB00_006214.5	h1SMcT0022407.1
OG0001819	EWB00_010311.1, EWB00_010311.2	h1SMcT0014745.1, h1SMcT0014745.7, h1SMcT0014745.2, h1SMcT0014745.3, h1SMcT0014745.4, h1SMcT0014745.5, h1SMcT0014745.6, h1SMcT0014745.8
OG0001820	EWB00_011327.1, EWB00_011327.2	h1SMcT0013890.1, h1SMcT0002328.1, h1SMcT0014749.1, h1SMcT0014749.2, h1SMcT0014749.3, h1SMcT0014749.4, h1SMcT0004897.1, h1SMcT0004897.2
OG0001821	EWB00_008776.2, EWB00_008776.1	h1SMcT0014590.1, h1SMcT0020570.1
OG0001821	EWB00_003220.1, EWB00_003220.2, EWB00_003220.3	h1SMcT0003463.1, h1SMcT0003463.2, h1SMcT0014038.1
OG0001822	EWB00_000791	h1SMcT0021165.1, h1SMcT0021165.2, h1SMcT0021166.1, h1SMcT0021165.4, h1SMcT0021165.6, h1SMcT0021165.5, h1SMcT0021165.7, h1SMcT0021165.8, h1SMcT0017497.1, h1SMcT0017497.2
OG0001826	EWB00_006283	h1SMcT0002813.1, h1SMcT0002813.2
OG0001827	EWB00_004569	h1SMcT0000035.1
OG0001828	EWB00_010656	h1SMcT0000446.1
OG0001829	EWB00_003359	h1SMcT0011896.1, h1SMcT0022194.1
OG0001831	EWB00_008871	h1SMcT0014333.5, h1SMcT0014333.6, h1SMcT0014333.2, h1SMcT0014333.4, h1SMcT0014333.1, h1SMcT0014333.3
OG0001833	EWB00_006762	h1SMcT0001085.1
OG0001834	EWB00_011028	h1SMcT0020592.1, h1SMcT0010290.1, h1SMcT0010290.2
OG0001835	EWB00_007631	h1SMcT0005658.1, h1SMcT0013373.1
OG0001837	EWB00_008945.1, EWB00_008945.2	h1SMcT0010048.1
OG0001838	EWB00_005045.3, EWB00_005045.1, EWB00_005045.2, EWB00_005045.4, EWB00_005045.5	h1SMcT0010619.1
OG0001839	EWB00_005382.3, EWB00_005382.4, EWB00_005382.5, EWB00_005382.1, EWB00_005382.2	h1SMcT0002713.1
OG0001840	EWB00_003145.2, EWB00_003145.1, EWB00_003145.3, EWB00_003145.4	h1SMcT0022135.1, h1SMcT0022135.2
OG0001841	EWB00_003124, EWB00_009787	h1SMcT0020217.1, h1SMcT0020217.2
OG0001844	EWB00_006557	h1SMcT0007947.1
OG0001845	EWB00_001437	h1SMcT0011119.1
OG0001847	EWB00_009082	h1SMcT0015481.1, h1SMcT0015481.2
OG0001848	EWB00_006326	h1SMcT0016599.3, h1SMcT0016599.1, h1SMcT0016599.2
OG0001849	EWB00_009871.2, EWB00_009871.1, EWB00_009871.3, EWB00_009871.4	h1SMcT0016402.1, h1SMcT0018050.1, h1SMcT0018050.5, h1SMcT0018050.3, h1SMcT0018050.4, h1SMcT0018050.2
OG0001850	EWB00_004542	h1SMcT0017635.1
OG0001851	EWB00_010657.1, EWB00_010657.2	h1SMcT0022124.2, h1SMcT0022124.1, h1SMcT0022124.3
OG0001852	EWB00_009114	h1SMcT0002547.3, h1SMcT0002547.1, h1SMcT0002547.2
OG0001856	EWB00_007149.2, EWB00_007149.1	h1SMcT0011763.1, h1SMcT0011763.2
OG0001857	EWB00_011005.1, EWB00_011005.2	h1SMcT0022370.1, h1SMcT0022370.2, h1SMcT0022370.3
OG0001859	EWB00_008660	h1SMcT0007644.1, h1SMcT0007700.1
OG0001860	EWB00_010601, EWB00_000663.1, EWB00_000663.2	h1SMcT0021050.1
OG0001862	EWB00_004860	h1SMcT0011003.1
OG0001864	EWB00_001182.7, EWB00_001182.6, EWB00_001182.5, EWB00_001182.1, EWB00_001182.3, EWB00_001182.2, EWB00_001182.4	h1SMcT0000735.1
OG0001865	EWB00_007776.1, EWB00_007776.3, EWB00_007776.2	h1SMcT0017268.1, h1SMcT0017268.2, h1SMcT0017268.3, h1SMcT0017268.4
OG0001868	EWB00_007873.2, EWB00_007873.1	h1SMcT0005126.1, h1SMcT0005126.2, h1SMcT0006712.1, h1SMcT0006712.2, h1SMcT0016692.2, h1SMcT0019911.1, h1SMcT0014112.1, h1SMcT0004938.1, h1SMcT0004938.2
OG0001869	EWB00_002497, EWB00_002496	h1SMcT0018355.1, h1SMcT0018356.1
OG0001870	EWB00_005310.1, EWB00_005310.2	h1SMcT0021764.1, h1SMcT0021764.2
OG0001871	EWB00_006383	h1SMcT0005423.1
OG0001873	EWB00_008148.1, EWB00_008148.2, EWB00_008148.3	h1SMcT0012972.1
OG0001874	EWB00_001525, EWB00_001528.1, EWB00_001528.2	h1SMcT0004093.1, h1SMcT0004093.2, h1SMcT0002132.1, h1SMcT0004097.1, h1SMcT0004097.2, h1SMcT0004097.3, h1SMcT0004097.4, h1SMcT0004097.5
OG0001875	EWB00_008995.1, EWB00_008995.2, EWB00_008995.3	h1SMcT0020940.1, h1SMcT0020757.3, h1SMcT0020757.1, h1SMcT0020757.2, h1SMcT0020756.1, h1SMcT0020756.2, h1SMcT0020753.1
OG0001878	EWB00_005121, EWB00_005120, EWB00_005118, EWB00_011374, EWB00_005119.1, EWB00_005119.2	h1SMcT0005777.1
OG0001879	EWB00_008037.1, EWB00_008037.6, EWB00_008037.2, EWB00_008037.3, EWB00_008037.4, EWB00_008037.5	h1SMcT0013918.1
OG0001880	EWB00_010357.1, EWB00_010357.2	h1SMcT0003397.1, h1SMcT0003397.2
OG0001881	EWB00_011255	h1SMcT0014323.1
OG0001882	EWB00_010945	h1SMcT0016927.3, h1SMcT0016927.7, h1SMcT0016927.2, h1SMcT0016927.5, h1SMcT0016927.6, h1SMcT0016927.4, h1SMcT0014119.1
OG0001883	EWB00_007343	h1SMcT0000544.5, h1SMcT0000544.1, h1SMcT0000544.2, h1SMcT0000544.6, h1SMcT0000544.3, h1SMcT0000544.4
OG0001884	EWB00_003270	h1SMcT0010874.1
OG0001886	EWB00_004977.1, EWB00_004977.2	h1SMcT0016397.3, h1SMcT0016397.2, h1SMcT0016397.1
OG0001887	EWB00_005903.1, EWB00_005903.2	h1SMcT0001259.1
OG0001888	EWB00_003971	h1SMcT0005027.1, h1SMcT0005027.2
OG0001889	EWB00_009141.1, EWB00_009141.2	h1SMcT0006874.1, h1SMcT0006874.2
OG0001890	EWB00_010808.1, EWB00_010808.2, EWB00_010808.3	h1SMcT0016426.2, h1SMcT0016426.1, h1SMcT0016426.3
OG0001892	EWB00_001252.1, EWB00_001252.2, EWB00_001252.3, EWB00_001252.4	h1SMcT0022597.1
OG0001894	EWB00_003770	h1SMcT0016737.2, h1SMcT0016737.1, h1SMcT0016737.3
OG0001895	EWB00_009690, EWB00_009691	h1SMcT0021501.1, h1SMcT0021501.2
OG0001896	EWB00_004132	h1SMcT0016281.2, h1SMcT0016281.1, h1SMcT0016281.3
OG0001897	EWB00_007394.1, EWB00_007394.3, EWB00_007394.2	h1SMcT0006287.1
OG0001898	EWB00_005570	h1SMcT0002007.1, h1SMcT0002007.2, h1SMcT0002007.3, h1SMcT0002007.4
OG0001899	EWB00_006215	h1SMcT0008938.1, h1SMcT0013904.1, h1SMcT0013904.2
OG0001900	EWB00_007260.2, EWB00_007260.1	h1SMcT0018011.3, h1SMcT0018011.1, h1SMcT0018011.2
OG0001901	EWB00_005993	h1SMcT0000743.1, h1SMcT0000743.2
OG0001903	EWB00_004495.1, EWB00_004495.2, EWB00_004495.3	h1SMcT0021286.1
OG0001907	EWB00_008532.1, EWB00_008532.2, EWB00_008532.3	h1SMcT0001963.1, h1SMcT0001963.2
OG0001909	EWB00_005840.4, EWB00_005840.1, EWB00_005840.5, EWB00_005840.2, EWB00_005840.3	h1SMcT0003517.1, h1SMcT0003517.2
OG0001910	EWB00_004369.1, EWB00_004369.3, EWB00_004369.2	h1SMcT0022818.1, h1SMcT0009008.1, h1SMcT0009008.3, h1SMcT0009008.2, h1SMcT0009008.4, h1SMcT0009008.5
OG0001911	EWB00_005397.1, EWB00_005397.2, EWB00_005397.3, EWB00_005397.4	h1SMcT0022326.1
OG0001912	EWB00_007504	h1SMcT0010295.1
OG0001913	EWB00_004541.1, EWB00_004541.2, EWB00_004541.3, EWB00_004541.4, EWB00_004541.5	h1SMcT0017208.1
OG0001914	EWB00_011318.1, EWB00_011318.3, EWB00_011318.2	h1SMcT0011941.1, h1SMcT0011881.1, h1SMcT0011881.2, h1SMcT0011881.3, h1SMcT0011881.4
OG0001915	EWB00_007038	h1SMcT0011169.1
OG0001916	EWB00_010789	h1SMcT0010024.1
OG0001917	EWB00_008840.1, EWB00_008840.4, EWB00_008840.2, EWB00_008840.3	h1SMcT0001874.1, h1SMcT0001870.1, h1SMcT0001870.2
OG0001918	EWB00_000187.2, EWB00_000187.1, EWB00_000187.3	h1SMcT0001785.5, h1SMcT0001785.1, h1SMcT0001785.3, h1SMcT0001785.4, h1SMcT0001785.2
OG0001919	EWB00_006232.3, EWB00_006232.1, EWB00_006232.2	h1SMcT0006757.1
OG0001920	EWB00_010851.1, EWB00_010851.3, EWB00_010851.2	h1SMcT0003731.1
OG0001921	EWB00_004589, EWB00_006142	h1SMcT0011809.1, h1SMcT0011809.2, h1SMcT0011809.3, h1SMcT0022731.1
OG0001922	EWB00_005191.1, EWB00_005191.2	h1SMcT0004051.1
OG0001924	EWB00_000744.1, EWB00_000744.2, EWB00_000744.3	h1SMcT0017174.1, h1SMcT0017174.2
OG0001925	EWB00_002393.1, EWB00_002393.2, EWB00_002393.3	h1SMcT0001466.3, h1SMcT0001466.2, h1SMcT0001466.1, h1SMcT0001464.1, h1SMcT0001464.2
OG0001927	EWB00_003588	h1SMcT0022233.1
OG0001929	EWB00_008348	h1SMcT0015623.1, h1SMcT0007255.1, h1SMcT0007255.2, h1SMcT0007255.3
OG0001932	EWB00_003655.1, EWB00_003655.3	h1SMcT0007506.1, h1SMcT0011130.1, h1SMcT0011130.2, h1SMcT0003858.3, h1SMcT0006060.1
OG0001934	EWB00_002817.1, EWB00_002817.2, EWB00_002817.3	h1SMcT0008665.1
OG0001941	EWB00_003043	h1SMcT0007878.1, h1SMcT0007878.2, h1SMcT0007878.3
OG0001942	EWB00_006953.3, EWB00_006953.7, EWB00_006953.1, EWB00_006953.5, EWB00_006953.6, EWB00_006953.4, EWB00_006953.2	h1SMcT0008062.1
OG0001943	EWB00_001044.1, EWB00_001044.2, EWB00_001044.4, EWB00_001044.3	h1SMcT0010455.1, h1SMcT0010455.2
OG0001944	EWB00_009759	h1SMcT0010813.2, h1SMcT0010813.1, h1SMcT0010813.4, h1SMcT0010813.5, h1SMcT0010813.6, h1SMcT0010813.3
OG0001945	EWB00_009970.1, EWB00_009970.2, EWB00_009970.3	h1SMcT0020652.1, h1SMcT0020652.5, h1SMcT0020652.2, h1SMcT0020652.3, h1SMcT0020652.4, h1SMcT0020652.6
OG0001946	EWB00_005989	h1SMcT0021096.5, h1SMcT0021096.4, h1SMcT0021096.6, h1SMcT0021096.3, h1SMcT0021096.2, h1SMcT0021096.1
OG0001947	EWB00_003234.3, EWB00_003234.2, EWB00_003234.1	h1SMcT0011014.1
OG0001948	EWB00_004875.1, EWB00_004875.2	h1SMcT0008416.1, h1SMcT0008416.2
OG0001949	EWB00_002055	h1SMcT0010843.1, h1SMcT0010843.3, h1SMcT0010843.4, h1SMcT0010843.2
OG0001950	EWB00_010181.1, EWB00_010181.2	h1SMcT0018799.1
OG0001951	EWB00_010118.1, EWB00_010118.2, EWB00_010118.3	h1SMcT0019278.1
OG0001952	EWB00_003633	h1SMcT0007722.1, h1SMcT0007722.2, h1SMcT0007722.3
OG0001953	EWB00_003411	h1SMcT0012123.1
OG0001954	EWB00_002373.1, EWB00_002373.2	h1SMcT0021952.1, h1SMcT0013746.1, h1SMcT0021292.1
OG0001955	EWB00_006289.1, EWB00_006289.2	h1SMcT0006475.1, h1SMcT0006475.2
OG0001956	EWB00_011048	h1SMcT0001404.1, h1SMcT0009669.4, h1SMcT0009669.2, h1SMcT0009669.3
OG0001957	EWB00_002353.5, EWB00_002353.4, EWB00_002353.6, EWB00_002353.1, EWB00_002353.2, EWB00_002353.3	h1SMcT0013668.1
OG0001958	EWB00_000402.1, EWB00_000402.2	h1SMcT0003488.1, h1SMcT0003488.4, h1SMcT0003488.5, h1SMcT0003488.2, h1SMcT0003488.3, h1SMcT0003488.6
OG0001959	EWB00_002873.1, EWB00_002873.3, EWB00_002873.4, EWB00_002873.5, EWB00_002873.2, EWB00_007946	h1SMcT0018025.1, h1SMcT0021282.1, h1SMcT0018024.1, h1SMcT0018024.2
OG0001960	EWB00_007931.5, EWB00_007931.6, EWB00_007931.1, EWB00_007931.4, EWB00_007931.2, EWB00_007931.3	h1SMcT0003235.1, h1SMcT0009022.2, h1SMcT0009022.3, h1SMcT0009022.1, h1SMcT0009022.4
OG0001961	EWB00_008934	h1SMcT0010420.1, h1SMcT0010420.2, h1SMcT0001264.2, h1SMcT0001264.1, h1SMcT0001264.3, h1SMcT0012558.1
OG0001962	EWB00_006447.1, EWB00_006447.2	h1SMcT0008254.1, h1SMcT0008254.2, h1SMcT0019824.1, h1SMcT0019824.2
OG0001963	EWB00_005116	h1SMcT0011203.1, h1SMcT0011203.2
OG0001965	EWB00_010177	h1SMcT0022045.3, h1SMcT0022045.1, h1SMcT0022045.2
OG0001966	EWB00_007793	h1SMcT0001175.4, h1SMcT0001175.5, h1SMcT0001175.6, h1SMcT0001175.2, h1SMcT0001175.1, h1SMcT0001175.3, h1SMcT0001089.1, h1SMcT0013315.1, h1SMcT0011742.1, h1SMcT0019933.1
OG0001967	EWB00_006691.1, EWB00_006691.2	h1SMcT0010002.1, h1SMcT0010002.2, h1SMcT0010002.3
OG0001968	EWB00_002588.1, EWB00_002588.2	h1SMcT0015577.1, h1SMcT0015577.2, h1SMcT0015577.3
OG0001969	EWB00_006040	h1SMcT0011536.1
OG0001970	EWB00_001304.1, EWB00_001304.2	h1SMcT0021155.1
OG0001972	EWB00_003996	h1SMcT0007262.1, h1SMcT0002549.1, h1SMcT0002406.1, h1SMcT0000771.1, h1SMcT0011669.2, h1SMcT0011669.4, h1SMcT0011669.3, h1SMcT0011669.5, h1SMcT0011669.1
OG0001974	EWB00_006902	h1SMcT0005107.1, h1SMcT0005109.3
OG0001975	EWB00_006471.3, EWB00_006471.1, EWB00_006471.2	h1SMcT0012165.1, h1SMcT0012165.2
OG0001976	EWB00_009025	h1SMcT0007621.1, h1SMcT0007621.2
OG0001977	EWB00_009453.1, EWB00_009453.2, EWB00_009453.3	h1SMcT0022179.1, h1SMcT0022179.2
OG0001978	EWB00_008191.1, EWB00_008191.2	h1SMcT0009221.2, h1SMcT0009221.1, h1SMcT0009222.1
OG0001979	EWB00_005320.1, EWB00_005320.2	h1SMcT0017547.1, h1SMcT0017548.3, h1SMcT0017548.1, h1SMcT0017548.2
OG0001980	EWB00_000544.1, EWB00_000544.2	h1SMcT0007933.1, h1SMcT0000803.1, h1SMcT0000803.3, h1SMcT0000803.2, h1SMcT0000803.4
OG0001981	EWB00_003238, EWB00_003235.1, EWB00_003235.2	h1SMcT0015901.1
OG0001982	EWB00_003374.1, EWB00_003374.2	h1SMcT0008361.1
OG0001983	EWB00_010176	h1SMcT0003213.1
OG0001984	EWB00_004454.3, EWB00_004454.2, EWB00_004454.1, EWB00_004454.4	h1SMcT0021069.1
OG0001985	EWB00_006219	h1SMcT0015012.1, h1SMcT0015012.2, h1SMcT0015012.3
OG0001986	EWB00_010664.1, EWB00_010664.2, EWB00_010664.3	h1SMcT0000675.1
OG0001987	EWB00_009533	h1SMcT0004630.1
OG0001988	EWB00_000510	h1SMcT0001900.3, h1SMcT0001900.1, h1SMcT0001900.2
OG0001989	EWB00_009481	h1SMcT0008359.1, h1SMcT0008359.2, h1SMcT0008359.3
OG0001990	EWB00_007602	h1SMcT0014617.1, h1SMcT0014617.2
OG0001991	EWB00_002349	h1SMcT0022486.2, h1SMcT0022486.1, h1SMcT0022486.3
OG0001992	EWB00_010772.1, EWB00_010772.3, EWB00_010772.2	h1SMcT0022089.1, h1SMcT0022090.1, h1SMcT0022090.3, h1SMcT0022090.2
OG0001993	EWB00_001364.1, EWB00_001364.2	h1SMcT0010807.2, h1SMcT0010807.3, h1SMcT0010807.1, h1SMcT0010807.4
OG0001995	EWB00_008424.1, EWB00_008424.3, EWB00_008424.4, EWB00_008424.2, EWB00_008424.5	h1SMcT0012615.1, h1SMcT0012615.2
OG0001996	EWB00_001673	h1SMcT0013111.1, h1SMcT0013111.2, h1SMcT0013111.3
OG0001997	EWB00_003079	h1SMcT0005512.1, h1SMcT0005512.2, h1SMcT0005512.3, h1SMcT0005512.4, h1SMcT0005512.5
OG0001998	EWB00_006708	h1SMcT0022133.1, h1SMcT0022133.2
OG0001999	EWB00_003613	h1SMcT0023046.1, h1SMcT0007717.1, h1SMcT0007717.2
OG0002000	EWB00_003097	h1SMcT0005493.1, h1SMcT0005493.2
OG0002001	EWB00_004162, EWB00_004161	h1SMcT0021452.2, h1SMcT0022877.1, h1SMcT0021452.1
OG0002002	EWB00_004263.3, EWB00_004263.1, EWB00_004263.2	h1SMcT0021171.1
OG0002003	EWB00_007594.1, EWB00_007594.2	h1SMcT0018768.1, h1SMcT0018768.3, h1SMcT0018768.4, h1SMcT0018768.2
OG0002004	EWB00_000115	h1SMcT0002030.1
OG0002006	EWB00_001376.1, EWB00_001376.2	h1SMcT0022216.1
OG0002007	EWB00_010057, EWB00_010056	h1SMcT0017307.3, h1SMcT0014328.1, h1SMcT0014327.3, h1SMcT0014327.1, h1SMcT0014327.2
OG0002009	EWB00_001730	h1SMcT0015851.1
OG0002011	EWB00_007159	h1SMcT0021884.9, h1SMcT0021884.1, h1SMcT0021884.3, h1SMcT0021884.5, h1SMcT0021884.6, h1SMcT0021884.8, h1SMcT0021884.2, h1SMcT0021884.7, h1SMcT0021884.4
OG0002012	EWB00_009465.2, EWB00_009465.1, EWB00_009465.3	h1SMcT0010185.1
OG0002013	EWB00_005319.1, EWB00_005319.2	h1SMcT0015358.1, h1SMcT0015358.2
OG0002014	EWB00_008895.1, EWB00_008895.3, EWB00_008895.2	h1SMcT0018333.1
OG0002015	EWB00_006940	h1SMcT0007283.1, h1SMcT0000174.1, h1SMcT0000174.2, h1SMcT0000174.3
OG0002017	EWB00_010506.1, EWB00_010506.2	h1SMcT0007338.1, h1SMcT0007338.2, h1SMcT0007338.3, h1SMcT0007342.1, h1SMcT0007342.2
OG0002018	EWB00_008679	h1SMcT0010740.1, h1SMcT0004749.2, h1SMcT0004749.3, h1SMcT0004749.1, h1SMcT0004749.4
OG0002018	EWB00_008680	h1SMcT0007184.1, h1SMcT0007185.1
OG0002020	EWB00_010448, EWB00_010449	h1SMcT0019141.2, h1SMcT0019141.5, h1SMcT0019141.7, h1SMcT0019141.3, h1SMcT0019141.6, h1SMcT0019141.1, h1SMcT0019141.4, h1SMcT0019141.8
OG0002021	EWB00_002771	h1SMcT0000442.1, h1SMcT0000442.2
OG0002023	EWB00_006224.4, EWB00_006224.1, EWB00_006224.2, EWB00_006224.3	h1SMcT0020049.1, h1SMcT0020049.2
OG0002024	EWB00_001133.1, EWB00_001133.2, EWB00_001133.3	h1SMcT0011005.1
OG0002025	EWB00_005907.1, EWB00_005907.2	h1SMcT0011900.1, h1SMcT0014955.1
OG0002027	EWB00_010185	h1SMcT0006516.1, h1SMcT0006516.2, h1SMcT0006516.3
OG0002028	EWB00_010621	h1SMcT0000689.1, h1SMcT0000689.2
OG0002029	EWB00_005960	h1SMcT0020434.1
OG0002030	EWB00_009169.3, EWB00_009169.4, EWB00_009169.1, EWB00_009169.2	h1SMcT0018723.1
OG0002032	EWB00_005869.2, EWB00_005869.1, EWB00_005869.3, EWB00_005869.4	h1SMcT0003381.1
OG0002033	EWB00_011262.1, EWB00_011262.2	h1SMcT0002950.4, h1SMcT0002950.1, h1SMcT0002950.3, h1SMcT0002950.2
OG0002035	EWB00_003695.4, EWB00_003695.3, EWB00_003695.6, EWB00_003695.7, EWB00_003695.5, EWB00_003695.1, EWB00_003695.2	h1SMcT0005775.1
OG0002036	EWB00_007516.3, EWB00_007516.1, EWB00_007516.2	h1SMcT0010926.3, h1SMcT0010926.2, h1SMcT0010926.5, h1SMcT0010926.1, h1SMcT0010926.4
OG0002037	EWB00_002151.2, EWB00_002151.1, EWB00_002151.3	h1SMcT0017037.1, h1SMcT0017038.1
OG0002038	EWB00_001564.2, EWB00_001564.3, EWB00_001564.1, EWB00_001564.4	h1SMcT0021727.4, h1SMcT0021727.2, h1SMcT0021727.3
