Orthogroup	schistosoma_japonicum	schistosoma_intercalatum
OG0001596	EWB00_007492	SINT1_78900.4, SINT1_78900.3, SINT1_78900.2, SINT1_78900.1
OG0001597	EWB00_004539.1, EWB00_004539.2	SINT1_72370.2, SINT1_72370.3, SINT1_72370.1
OG0001598	EWB00_004044.2, EWB00_004044.3, EWB00_004044.4, EWB00_004044.6, EWB00_004044.5, EWB00_004044.1	SINT1_45790.1
OG0001599	EWB00_003665	SINT1_69280.1, SINT1_69280.2
OG0001600	EWB00_006003.1, EWB00_006003.2, EWB00_006003.3, EWB00_006003.5, EWB00_006003.4	SINT1_30170.1
OG0001601	EWB00_000474	SINT1_65710.1, SINT1_65710.2
OG0001602	EWB00_002672.1, EWB00_002672.2	SINT1_13570.1, SINT1_13570.2
OG0001604	EWB00_001111	SINT1_24740.1, SINT1_24740.3, SINT1_24740.2
OG0001605	EWB00_004822	SINT1_15670.1, SINT1_15670.2
OG0001606	EWB00_007547.1, EWB00_007547.2, EWB00_007547.3, EWB00_007547.4	SINT1_23040.2, SINT1_23050.1
OG0001607	EWB00_003884.1, EWB00_003884.3, EWB00_003884.2, EWB00_003884.4, EWB00_003884.5	SINT1_68870.1, SINT1_68870.2
OG0001608	EWB00_006512	SINT1_51530.1, SINT1_51530.2
OG0001609	EWB00_007367.7, EWB00_007367.5, EWB00_007367.2, EWB00_007367.3, EWB00_007367.4, EWB00_007367.1, EWB00_007367.6	SINT1_70800.1
OG0001610	EWB00_004368	SINT1_36910.1
OG0001611	EWB00_011295	SINT1_60130.1, SINT1_60130.3, SINT1_60130.6, SINT1_60130.5, SINT1_60130.2, SINT1_60130.4
OG0001612	EWB00_005638.1, EWB00_005638.2	SINT1_1440.1, SINT1_1440.2, SINT1_1440.3
OG0001613	EWB00_011053.1, EWB00_011053.2, EWB00_011053.3	SINT1_73110.1, SINT1_73110.2
OG0001614	EWB00_003941	SINT1_40050.1
OG0001615	EWB00_003940	SINT1_40060.1, SINT1_40060.3, SINT1_40060.2, SINT1_40060.4
OG0001616	EWB00_009486	SINT1_10630.1, SINT1_10630.2
OG0001617	EWB00_009311.1, EWB00_009311.2	SINT1_54210.1, SINT1_54210.2
OG0001618	EWB00_006198.1, EWB00_006198.2	SINT1_39170.1, SINT1_39170.2, SINT1_39170.3, SINT1_15920.1
OG0001619	EWB00_008116.1, EWB00_008116.2	SINT1_54090.7, SINT1_54090.1, SINT1_54090.6, SINT1_54090.4, SINT1_54090.5, SINT1_54090.2, SINT1_54090.3
OG0001620	EWB00_001728	SINT1_33860.1
OG0001621	EWB00_010220	SINT1_750.1
OG0001622	EWB00_004499.1, EWB00_004499.2	SINT1_83370.1, SINT1_94920.1, SINT1_83340.1
OG0001623	EWB00_008598.2, EWB00_008598.1, EWB00_008598.3	SINT1_7540.4, SINT1_7540.1, SINT1_7540.3, SINT1_7540.5, SINT1_7540.2
OG0001624	EWB00_001583.1, EWB00_001583.2, EWB00_001583.3	SINT1_41070.1
OG0001625	EWB00_003330	SINT1_62410.1
OG0001626	EWB00_003418.1, EWB00_003418.2	SINT1_32390.4, SINT1_32390.5, SINT1_32390.6, SINT1_32390.1, SINT1_32390.3
OG0001627	EWB00_006592.1, EWB00_006592.2, EWB00_006592.3	SINT1_71820.1
OG0001628	EWB00_003126.2, EWB00_003126.1, EWB00_003126.3, EWB00_003126.5, EWB00_003126.4, EWB00_003126.6	SINT1_16400.1, SINT1_16400.4, SINT1_16400.5, SINT1_16400.2, SINT1_16400.3
OG0001629	EWB00_004656.1, EWB00_004656.2, EWB00_004656.4, EWB00_004656.5, EWB00_004656.6, EWB00_004656.3	SINT1_1910.3, SINT1_1910.1, SINT1_1910.2
OG0001631	EWB00_001898.1, EWB00_001898.2	SINT1_88400.1
OG0001632	EWB00_005797	SINT1_66660.1
OG0001633	EWB00_004781.3, EWB00_004781.1, EWB00_004781.2	SINT1_93140.1, SINT1_93140.2, SINT1_93140.3
OG0001634	EWB00_007518	SINT1_85850.1, SINT1_85850.2
OG0001635	EWB00_006335	SINT1_5020.1, SINT1_5020.2
OG0001636	EWB00_001392.2, EWB00_001392.3, EWB00_001392.1, EWB00_001392.4	SINT1_73800.1
OG0001637	EWB00_003455.3, EWB00_003455.1, EWB00_003455.2	SINT1_57890.2, SINT1_57890.3, SINT1_57890.1
OG0001639	EWB00_002443	SINT1_16670.1, SINT1_16700.1
OG0001640	EWB00_002491.1, EWB00_002491.2	SINT1_20640.2, SINT1_20640.1, SINT1_20640.3, SINT1_20640.4
OG0001641	EWB00_001978.1, EWB00_001978.2	SINT1_87360.1
OG0001642	EWB00_009266	SINT1_68760.1, SINT1_68770.1, SINT1_45590.1
OG0001643	EWB00_003874	SINT1_59420.1, SINT1_59420.2
OG0001644	EWB00_008738.1, EWB00_008738.2, EWB00_008738.3, EWB00_008738.4, EWB00_008738.5, EWB00_008738.6, EWB00_008738.7	SINT1_49020.1
OG0001645	EWB00_005858	SINT1_93540.1
OG0001646	EWB00_007841.1, EWB00_007841.2	SINT1_55500.1, SINT1_55500.3, SINT1_55500.6, SINT1_55500.4, SINT1_55500.2, SINT1_55500.5
OG0001647	EWB00_008760.3, EWB00_008760.1, EWB00_008760.2	SINT1_41800.5, SINT1_41800.7, SINT1_41800.3, SINT1_41800.4, SINT1_41800.2, SINT1_41800.1, SINT1_41800.8, SINT1_41800.6
OG0001648	EWB00_007501	SINT1_78840.1, SINT1_78840.2, SINT1_78840.3
OG0001649	EWB00_003693, EWB00_005061	SINT1_14030.1
OG0001650	EWB00_001193	SINT1_72160.3, SINT1_72160.1, SINT1_72160.2
OG0001651	EWB00_004648	SINT1_2000.2, SINT1_2000.1, SINT1_2000.3
OG0001652	EWB00_007374.1, EWB00_007374.2	SINT1_70730.3, SINT1_70730.2, SINT1_70730.1, SINT1_70730.5, SINT1_70730.4
OG0001653	EWB00_004667.1, EWB00_004667.2	SINT1_10870.1, SINT1_10870.2
OG0001654	EWB00_003253	SINT1_89180.1
OG0001655	EWB00_006237.1, EWB00_006237.2, EWB00_006237.3, EWB00_006237.4	SINT1_67180.3, SINT1_67180.2, SINT1_67180.1, SINT1_67180.4
OG0001656	EWB00_000311	SINT1_86360.1
OG0001657	EWB00_002910	SINT1_33560.1, SINT1_33560.2, SINT1_33560.3
OG0001659	EWB00_008176.1, EWB00_008176.2, EWB00_008358.1, EWB00_008358.2, EWB00_008358.3, EWB00_009727.2, EWB00_009727.1	SINT1_34980.1
OG0001661	EWB00_007215	SINT1_51400.2, SINT1_51400.3, SINT1_51400.1, SINT1_51400.4
OG0001662	EWB00_006313	SINT1_5460.1
OG0001668	EWB00_000091.1, EWB00_000091.3, EWB00_000091.5, EWB00_000091.4, EWB00_000091.2, EWB00_000091.6, EWB00_000091.7	SINT1_28470.2, SINT1_28470.3, SINT1_28470.1, SINT1_28470.4
OG0001669	EWB00_011212.1, EWB00_011212.2	SINT1_32050.1, SINT1_32050.2, SINT1_32050.4, SINT1_32050.3, SINT1_32050.5
OG0001670	EWB00_004351.1, EWB00_004351.2, EWB00_004351.3, EWB00_004351.4	SINT1_36720.1, SINT1_36720.2, SINT1_36720.3
OG0001671	EWB00_005987.1, EWB00_005987.2	SINT1_30360.2, SINT1_30360.1
OG0001672	EWB00_007942.1, EWB00_007942.2	SINT1_29540.3, SINT1_29540.1, SINT1_29540.2, SINT1_29540.4, SINT1_29540.5, SINT1_29540.6
OG0001673	EWB00_011109.1, EWB00_011109.2	SINT1_60960.1, SINT1_60960.2, SINT1_60960.3
OG0001675	EWB00_009829.1, EWB00_009829.2, EWB00_009829.3, EWB00_009829.4	SINT1_66280.1, SINT1_66280.2
OG0001676	EWB00_005536.1, EWB00_005536.2	SINT1_11030.1
OG0001677	EWB00_009285	SINT1_87180.3, SINT1_87180.5, SINT1_87180.2, SINT1_87180.4, SINT1_87180.1
OG0001678	EWB00_005559.1, EWB00_005559.3, EWB00_005559.4, EWB00_005559.2	SINT1_57560.3, SINT1_57560.1, SINT1_57560.2
OG0001679	EWB00_010312.1, EWB00_010312.3, EWB00_010312.2, EWB00_010312.4	SINT1_19940.1
OG0001680	EWB00_003316.3, EWB00_003316.2, EWB00_003316.1	SINT1_28520.1
OG0001681	EWB00_001043	SINT1_19150.1
OG0001682	EWB00_000072.1, EWB00_000072.2	SINT1_17180.1, SINT1_17180.2, SINT1_17180.3
OG0001683	EWB00_000248	SINT1_25440.1
OG0001684	EWB00_009146	SINT1_29470.1, SINT1_29470.2, SINT1_29470.3, SINT1_29470.4, SINT1_29470.5
OG0001685	EWB00_006465, EWB00_010778	SINT1_15440.1
OG0001685	EWB00_002377	SINT1_15420.1
OG0001686	EWB00_001494.1, EWB00_001494.2, EWB00_001494.3	SINT1_81000.1, SINT1_81000.2, SINT1_81000.3
OG0001687	EWB00_007842.4, EWB00_007842.1, EWB00_007842.3, EWB00_007842.2	SINT1_55510.1
OG0001688	EWB00_005820.1, EWB00_005820.2	SINT1_22360.1
OG0001689	EWB00_003512	SINT1_21370.1, SINT1_21870.1
OG0001689	EWB00_003511	SINT1_21590.1
OG0001690	EWB00_001748.1, EWB00_001748.4, EWB00_001748.3, EWB00_001748.2	SINT1_33960.1
OG0001691	EWB00_003815	SINT1_13250.1
OG0001692	EWB00_010961	SINT1_75010.1, SINT1_75010.2
OG0001693	EWB00_008477	SINT1_81140.1, SINT1_81140.2, SINT1_81140.3, SINT1_81140.4
OG0001694	EWB00_003684.1, EWB00_003684.4, EWB00_003684.2, EWB00_003684.3, EWB00_003684.5, EWB00_003684.6, EWB00_003684.7	SINT1_81170.1, SINT1_81170.2
OG0001695	EWB00_008158	SINT1_31880.1
OG0001696	EWB00_006376.1, EWB00_006376.2	SINT1_43000.1
OG0001697	EWB00_003024.1, EWB00_003024.2, EWB00_003024.3	SINT1_92700.1
OG0001698	EWB00_007397	SINT1_77030.1, SINT1_77030.2, SINT1_77030.3, SINT1_77030.4, SINT1_77030.5
OG0001699	EWB00_006586	SINT1_61380.1
OG0001700	EWB00_002364.1, EWB00_002364.2	SINT1_15310.1
OG0001701	EWB00_007308.1, EWB00_007308.2	SINT1_82870.1, SINT1_82860.1
OG0001702	EWB00_008286.2, EWB00_008286.4, EWB00_008286.1, EWB00_008286.3	SINT1_44840.1, SINT1_44840.3, SINT1_44840.2
OG0001703	EWB00_006853.1, EWB00_006853.2	SINT1_35620.1, SINT1_35620.2
OG0001704	EWB00_004801	SINT1_15500.1, SINT1_15500.2
OG0001705	EWB00_001120, EWB00_001119	SINT1_24830.1, SINT1_24830.2, SINT1_24810.1
OG0001706	EWB00_011216.2, EWB00_011216.5, EWB00_011216.3, EWB00_011216.4, EWB00_011216.1, EWB00_011216.6	SINT1_32010.1
OG0001707	EWB00_000916.1, EWB00_000916.2	SINT1_64620.1, SINT1_64620.2, SINT1_64620.3
OG0001708	EWB00_009638.2, EWB00_009638.3, EWB00_009638.1, EWB00_009638.4, EWB00_009638.5, EWB00_009638.6	SINT1_92860.1, SINT1_92860.2
OG0001709	EWB00_006047	SINT1_29720.3, SINT1_29720.1, SINT1_29720.6, SINT1_29720.8, SINT1_29720.7, SINT1_29720.2, SINT1_29720.4, SINT1_29720.5
OG0001710	EWB00_011363.1, EWB00_011363.3, EWB00_011363.4, EWB00_011363.2	SINT1_84620.1
OG0001711	EWB00_005879.3, EWB00_005879.1, EWB00_005879.2	SINT1_91850.1, SINT1_91850.2
OG0001712	EWB00_004726	SINT1_41610.1, SINT1_41610.2
OG0001713	EWB00_005183.1, EWB00_005183.2, EWB00_005183.3, EWB00_005183.4	SINT1_58020.1
OG0001714	EWB00_005184	SINT1_58030.1, SINT1_58030.2
OG0001715	EWB00_007067.1, EWB00_007067.3	SINT1_23730.1, SINT1_23730.2
OG0001716	EWB00_009167.1, EWB00_009167.2	SINT1_68880.1
OG0001717	EWB00_003282.3	SINT1_28910.1, SINT1_28910.2
OG0001718	EWB00_002352.1, EWB00_002352.2	SINT1_15180.2, SINT1_15180.1
OG0001719	EWB00_009251	SINT1_43590.1
OG0001720	EWB00_008445.1, EWB00_008445.2	SINT1_11850.1, SINT1_11850.2
OG0001721	EWB00_005126.2, EWB00_005126.1, EWB00_005126.3, EWB00_005126.4	SINT1_56450.1
OG0001721	EWB00_005128.1, EWB00_005128.2	SINT1_56470.1
OG0001722	EWB00_009862.4, EWB00_009862.3, EWB00_009862.2, EWB00_009862.1	SINT1_11260.1
OG0001723	EWB00_005542	SINT1_11080.4, SINT1_11080.7, SINT1_11080.6, SINT1_11080.3, SINT1_11080.1, SINT1_11080.2, SINT1_11080.5
OG0001724	EWB00_009579.1, EWB00_009579.2, EWB00_009579.4, EWB00_009579.3	SINT1_71670.1
OG0001725	EWB00_006118.1, EWB00_006118.2	SINT1_70160.1, SINT1_70160.2
OG0001726	EWB00_004248	SINT1_35790.1
OG0001726	EWB00_010136, EWB00_010137	SINT1_80240.1
OG0001727	EWB00_001981.1, EWB00_001981.2, EWB00_001981.3, EWB00_001982	SINT1_87340.1, SINT1_87330.1
OG0001728	EWB00_005587	SINT1_63890.1, SINT1_63890.2
OG0001729	EWB00_004669	SINT1_10890.2, SINT1_10890.3, SINT1_10890.1
OG0001730	EWB00_005425	SINT1_18220.2, SINT1_18220.1
OG0001731	EWB00_010113.1, EWB00_010113.2, EWB00_010113.3	SINT1_30890.2, SINT1_30890.4, SINT1_30890.1, SINT1_30890.3
OG0001732	EWB00_010708	SINT1_48320.4, SINT1_48320.1, SINT1_48320.3, SINT1_48320.2
OG0001733	EWB00_006579.1, EWB00_006579.2	SINT1_59550.1, SINT1_59550.3, SINT1_59550.2
OG0001734	EWB00_000355.1, EWB00_000355.2	SINT1_90810.1, SINT1_90810.2
OG0001735	EWB00_008027	SINT1_26420.1, SINT1_26420.2
OG0001736	EWB00_000076	SINT1_17130.2, SINT1_17130.1
OG0001737	EWB00_008580	SINT1_90270.1
OG0001738	EWB00_004730	SINT1_41640.2, SINT1_41640.4, SINT1_41640.6, SINT1_41640.1, SINT1_41640.3, SINT1_41640.5
OG0001739	EWB00_004148	SINT1_41190.1
OG0001740	EWB00_000764	SINT1_54740.2, SINT1_54740.1, SINT1_54740.3, SINT1_54740.4, SINT1_54740.5, SINT1_54740.6, SINT1_54740.7
OG0001741	EWB00_000113.2, EWB00_000113.1	SINT1_4520.1
OG0001742	EWB00_009309	SINT1_54240.2, SINT1_54240.1
OG0001743	EWB00_005069.1, EWB00_005069.2	SINT1_89050.1, SINT1_89050.2, SINT1_89050.3
OG0001744	EWB00_008931.1, EWB00_008931.2, EWB00_008931.3, EWB00_008931.5, EWB00_008931.4	SINT1_67820.1, SINT1_67820.2
OG0001745	EWB00_001325	SINT1_28850.2, SINT1_28850.1, SINT1_28850.3
OG0001746	EWB00_008300	SINT1_81230.1
OG0001747	EWB00_010827	SINT1_5990.1
OG0001748	EWB00_009580	SINT1_58330.1, SINT1_58330.2, SINT1_58330.3
OG0001749	EWB00_008038.2, EWB00_008038.1, EWB00_008038.3	SINT1_26520.1, SINT1_26520.2
OG0001750	EWB00_004829.1, EWB00_004829.2, EWB00_004830	SINT1_4090.1
OG0001751	EWB00_005046.1, EWB00_005046.2	SINT1_26640.1, SINT1_26640.2, SINT1_26640.3, SINT1_26640.4
OG0001752	EWB00_009191.1, EWB00_009191.2	SINT1_10400.3, SINT1_10400.2, SINT1_10400.4, SINT1_10400.1
OG0001753	EWB00_004195	SINT1_11520.5, SINT1_11520.6, SINT1_11520.1, SINT1_11520.2, SINT1_11520.3, SINT1_11520.4
OG0001754	EWB00_003866	SINT1_59330.1, SINT1_59330.2, SINT1_59330.3, SINT1_59330.5, SINT1_59330.4
OG0001755	EWB00_009019.3, EWB00_009019.4, EWB00_009019.5, EWB00_009019.1, EWB00_009019.2	SINT1_4000.1, SINT1_4000.2
OG0001756	EWB00_005339.4, EWB00_005339.2, EWB00_005339.7, EWB00_005339.3, EWB00_005339.1, EWB00_005339.5, EWB00_005339.6	SINT1_50110.1
OG0001757	EWB00_008089.1, EWB00_008089.2	SINT1_48660.1
OG0001758	EWB00_008645.1, EWB00_008645.2	SINT1_83960.1, SINT1_83960.3, SINT1_83960.5, SINT1_83960.6, SINT1_83960.2, SINT1_83960.4
OG0001759	EWB00_006252	SINT1_67310.1, SINT1_95230.1
OG0001760	EWB00_009898, EWB00_005773	SINT1_66960.6, SINT1_66960.5, SINT1_66960.1, SINT1_66960.3, SINT1_66960.2, SINT1_66960.4
OG0001761	EWB00_011085, EWB00_008774.1, EWB00_008774.2	SINT1_70740.1
OG0001762	EWB00_006675.1, EWB00_006675.2	SINT1_94700.1, SINT1_95830.1, SINT1_95740.1
OG0001763	EWB00_007453.1, EWB00_007453.2	SINT1_31120.1
OG0001764	EWB00_003107	SINT1_16150.2, SINT1_16150.1
OG0001765	EWB00_006261	SINT1_67400.3, SINT1_67400.1, SINT1_67400.4, SINT1_67400.2
OG0001766	EWB00_003400	SINT1_34530.4, SINT1_34530.1, SINT1_34530.2, SINT1_34530.3
OG0001767	EWB00_009027	SINT1_3910.1, SINT1_3930.1
OG0001768	EWB00_011364.1, EWB00_011364.2, EWB00_011364.3	SINT1_84600.1, SINT1_84600.2
OG0001769	EWB00_007867	SINT1_2510.1, SINT1_2510.2, SINT1_2510.3
OG0001770	EWB00_008145.1, EWB00_008145.2	SINT1_33660.1, SINT1_33660.2, SINT1_33660.3
OG0001771	EWB00_010612	SINT1_52730.3, SINT1_52730.1, SINT1_52730.2
OG0001772	EWB00_001858	SINT1_88660.2, SINT1_88660.1
OG0001773	EWB00_008867	SINT1_63180.4, SINT1_63180.1, SINT1_63180.5, SINT1_63180.3, SINT1_63180.2
OG0001774	EWB00_008539	SINT1_6950.4, SINT1_6950.3, SINT1_6950.1, SINT1_6950.2
OG0001775	EWB00_005423	SINT1_18200.1, SINT1_18200.2, SINT1_18200.3
OG0001776	EWB00_001450	SINT1_93440.1
OG0001777	EWB00_006296.2, EWB00_006296.3, EWB00_006296.4, EWB00_006296.5, EWB00_010820.2, EWB00_006296.1, EWB00_010820.1	SINT1_5330.1, SINT1_5330.2
OG0001778	EWB00_001931.1, EWB00_001931.2, EWB00_001931.3	SINT1_88180.1, SINT1_88180.2
OG0001779	EWB00_007071.1, EWB00_007071.2	SINT1_23760.7, SINT1_23760.3, SINT1_23760.5, SINT1_23760.1, SINT1_23760.2, SINT1_23760.4, SINT1_23760.6
OG0001780	EWB00_003266	SINT1_28430.1
OG0001781	EWB00_005839.1, EWB00_005839.2	SINT1_93690.1, SINT1_93690.2, SINT1_93690.5, SINT1_93690.6, SINT1_93690.3, SINT1_93690.4
OG0001782	EWB00_009818.6, EWB00_009818.4, EWB00_009818.1, EWB00_009818.2, EWB00_009818.5, EWB00_009818.3	SINT1_65970.1
OG0001783	EWB00_002890	SINT1_30770.1, SINT1_30770.2, SINT1_30770.3, SINT1_30770.4
OG0001784	EWB00_002793.1, EWB00_002793.2, EWB00_002793.3, EWB00_002793.4, EWB00_002793.5, EWB00_002793.6	SINT1_42300.4, SINT1_42300.1, SINT1_42300.2, SINT1_42300.3
OG0001785	EWB00_007557	SINT1_22940.1, SINT1_22940.2
OG0001786	EWB00_010439	SINT1_63520.1
OG0001787	EWB00_007555	SINT1_22970.7, SINT1_22970.1, SINT1_22970.2, SINT1_22970.3, SINT1_22970.4, SINT1_22970.5, SINT1_22970.6
OG0001788	EWB00_002022.5, EWB00_002022.2, EWB00_002022.4, EWB00_002022.3, EWB00_002022.1	SINT1_75880.1, SINT1_75880.2
OG0001789	EWB00_008564.2, EWB00_008564.4, EWB00_008564.3, EWB00_008564.1, EWB00_008564.5	SINT1_22530.1
OG0001790	EWB00_003915.3, EWB00_003915.4, EWB00_003915.1, EWB00_003915.2, EWB00_003915.5	SINT1_40320.1, SINT1_40320.2
OG0001791	EWB00_004963.1, EWB00_004963.2, EWB00_004963.3	SINT1_90590.1
OG0001792	EWB00_001226.2, EWB00_001226.1, EWB00_001226.3	SINT1_77290.1, SINT1_77290.6, SINT1_77290.2, SINT1_77290.4, SINT1_77290.3, SINT1_77290.5
OG0001793	EWB00_011395.1, EWB00_011395.2	SINT1_87610.1, SINT1_87610.2
OG0001794	EWB00_006260.4, EWB00_006260.2, EWB00_006260.3, EWB00_006260.1, EWB00_006260.5	SINT1_67390.1, SINT1_67390.2, SINT1_67390.3, SINT1_67390.4
OG0001795	EWB00_004440, EWB00_005333	SINT1_50170.1
OG0001800	EWB00_000890.1, EWB00_000890.2	SINT1_55790.1, SINT1_55790.5, SINT1_55790.4, SINT1_55790.3, SINT1_55790.2
OG0001801	EWB00_009398	SINT1_14420.1, SINT1_14420.2, SINT1_14420.3
OG0001802	EWB00_004332.1, EWB00_004332.2	SINT1_36580.2, SINT1_36580.1, SINT1_36580.4, SINT1_36580.3
OG0001803	EWB00_002836	SINT1_40540.1
OG0001804	EWB00_002126	SINT1_32950.1
OG0001805	EWB00_000017.1, EWB00_000017.2, EWB00_000017.3	SINT1_43900.4, SINT1_43900.2, SINT1_43900.1, SINT1_43900.3
OG0001806	EWB00_006638	SINT1_94500.1
OG0001807	EWB00_004204	SINT1_14430.3, SINT1_14430.1, SINT1_14430.2
OG0001808	EWB00_000043, EWB00_001027	SINT1_19290.4, SINT1_19290.1, SINT1_19290.2, SINT1_19290.3, SINT1_19290.5
OG0001809	EWB00_002951.2, EWB00_002951.1, EWB00_002951.3	SINT1_33190.1, SINT1_33190.2
OG0001810	EWB00_002054.3, EWB00_002054.2, EWB00_002054.1	SINT1_92510.1, SINT1_92510.2, SINT1_92510.5, SINT1_92510.3, SINT1_92510.4, SINT1_92510.6
OG0001811	EWB00_010046.1, EWB00_010046.2	SINT1_68280.1
OG0001811	EWB00_003080.2, EWB00_003080.3, EWB00_003080.1, EWB00_003080.4, EWB00_003080.5	SINT1_8870.1
OG0001812	EWB00_001383.1, EWB00_001383.2	SINT1_73860.1, SINT1_73860.2
OG0001813	EWB00_008448	SINT1_11740.1
OG0001814	EWB00_007255.3, EWB00_007255.2, EWB00_007255.4, EWB00_007255.1	SINT1_73580.1, SINT1_73580.2
OG0001815	EWB00_006877	SINT1_47430.1, SINT1_47430.2
OG0001816	EWB00_008962	SINT1_47170.1
OG0001817	EWB00_006214.2, EWB00_006214.6, EWB00_006214.7, EWB00_006214.1, EWB00_006214.3, EWB00_006214.4, EWB00_006214.5	SINT1_39010.1
OG0001818	EWB00_007620.2, EWB00_007620.3, EWB00_007620.1	SINT1_49420.1, SINT1_49420.2
OG0001819	EWB00_010311.1, EWB00_010311.2	SINT1_19930.1, SINT1_19930.2
OG0001820	EWB00_011327.1, EWB00_011327.2	SINT1_60530.1, SINT1_60530.2
OG0001821	EWB00_008776.2, EWB00_008776.1	SINT1_79400.1
OG0001821	EWB00_003220.3	SINT1_57140.1
OG0001822	EWB00_000791	SINT1_92070.1
OG0001823	EWB00_006130	SINT1_21220.1, SINT1_21220.2
OG0001824	EWB00_002376	SINT1_15410.1
OG0001825	EWB00_005323.1, EWB00_005323.4, EWB00_005323.2, EWB00_005323.3	SINT1_51210.1
OG0001826	EWB00_006283	SINT1_5210.1, SINT1_5210.2
OG0001827	EWB00_004569	SINT1_76660.1, SINT1_76670.1
OG0001828	EWB00_010656	SINT1_52840.2, SINT1_52840.1
OG0001829	EWB00_003359	SINT1_27940.1
OG0001831	EWB00_008871	SINT1_65370.1
OG0001832	EWB00_006761	SINT1_95490.1, SINT1_95510.1, SINT1_57900.3, SINT1_57900.1, SINT1_57900.2, SINT1_95500.1, SINT1_57850.1, SINT1_57860.1
OG0001833	EWB00_006762	SINT1_95520.1, SINT1_57840.3, SINT1_57840.1, SINT1_57840.2, SINT1_96510.1, SINT1_96500.1
OG0001834	EWB00_011028	SINT1_73360.3, SINT1_73360.2, SINT1_73360.4, SINT1_73360.1
OG0001835	EWB00_007631	SINT1_16820.1, SINT1_16820.2
OG0001837	EWB00_008945.1, EWB00_008945.2	SINT1_80590.1
OG0001838	EWB00_005045.3, EWB00_005045.1, EWB00_005045.2, EWB00_005045.4, EWB00_005045.5	SINT1_26670.1, SINT1_26670.3, SINT1_26670.4, SINT1_26670.2
OG0001839	EWB00_005382.3, EWB00_005382.4, EWB00_005382.5, EWB00_005382.1, EWB00_005382.2	SINT1_53460.2, SINT1_53460.1
OG0001841	EWB00_003124, EWB00_009787	SINT1_16420.3, SINT1_16420.1, SINT1_16420.2, SINT1_16420.4
OG0001842	EWB00_000568.1, EWB00_000568.2, EWB00_000568.3	SINT1_93000.1, SINT1_93000.2
OG0001843	EWB00_004731.1, EWB00_004731.2	SINT1_41650.1, SINT1_41650.2, SINT1_41650.3
OG0001844	EWB00_006557	SINT1_9470.1
OG0001845	EWB00_001437	SINT1_93350.1, SINT1_93350.2, SINT1_93350.3, SINT1_93350.4, SINT1_93350.5
OG0001846	EWB00_005010.1, EWB00_005010.2	SINT1_27020.1, SINT1_27020.2
OG0001847	EWB00_009082	SINT1_4720.1, SINT1_4720.2, SINT1_4720.3
OG0001848	EWB00_006326	SINT1_5610.1
OG0001849	EWB00_009871.2, EWB00_009871.1, EWB00_009871.3, EWB00_009871.4	SINT1_64200.1
OG0001850	EWB00_004542	SINT1_72400.2, SINT1_72400.4, SINT1_72400.5, SINT1_72400.1, SINT1_72400.3, SINT1_72400.6
OG0001851	EWB00_010657.1, EWB00_010657.2	SINT1_52850.1, SINT1_52850.2
OG0001852	EWB00_009114	SINT1_29490.1
OG0001853	EWB00_001639.2, EWB00_001639.1, EWB00_001639.3, EWB00_001639.4, EWB00_001639.5, EWB00_001639.6	SINT1_3580.1, SINT1_3420.1
OG0001854	EWB00_003747	SINT1_95190.1, SINT1_94750.1, SINT1_96740.1, SINT1_94760.1, SINT1_94760.2
OG0001855	EWB00_001590.3	SINT1_70710.1
OG0001856	EWB00_007149.2, EWB00_007149.1	SINT1_74520.1, SINT1_74520.2
OG0001857	EWB00_011005.1, EWB00_011005.2	SINT1_75370.1, SINT1_75370.2
OG0001858	EWB00_008289.1, EWB00_008289.2	SINT1_44870.2, SINT1_44870.1
OG0001859	EWB00_008660	SINT1_8640.1, SINT1_8640.2, SINT1_8640.4, SINT1_8640.3
OG0001860	EWB00_010601, EWB00_000663.1, EWB00_000663.2	SINT1_27180.1
OG0001861	EWB00_001369.1, EWB00_001369.2	SINT1_74010.1, SINT1_74010.3, SINT1_74010.2
OG0001862	EWB00_004860	SINT1_4360.1
OG0001863	EWB00_000659	SINT1_27850.1, SINT1_27150.1
OG0001864	EWB00_001182.7, EWB00_001182.6, EWB00_001182.5, EWB00_001182.1, EWB00_001182.3, EWB00_001182.2, EWB00_001182.4	SINT1_74190.1
OG0001865	EWB00_007776.1, EWB00_007776.3, EWB00_007776.2	SINT1_7060.3, SINT1_7060.1, SINT1_7060.2
OG0001866	EWB00_001683.1, EWB00_001683.2, EWB00_001683.3	SINT1_87980.1, SINT1_87980.2
OG0001867	EWB00_007616.1, EWB00_007616.2	SINT1_49460.2, SINT1_49460.1, SINT1_49460.4, SINT1_49460.3
OG0001868	EWB00_007873.1	SINT1_2570.2, SINT1_2570.3, SINT1_2570.1
OG0001869	EWB00_002497, EWB00_002496	SINT1_20610.1
OG0001870	EWB00_005310.1, EWB00_005310.2	SINT1_51060.1
OG0001871	EWB00_006383	SINT1_42950.1
OG0001872	EWB00_001508.4, EWB00_001508.3, EWB00_001508.1, EWB00_001508.2	SINT1_80890.1, SINT1_80890.7, SINT1_80890.10, SINT1_80890.4, SINT1_80890.8, SINT1_80890.5, SINT1_80890.6, SINT1_80890.9, SINT1_80890.2, SINT1_80890.3, SINT1_80890.11, SINT1_80890.12
