Orthogroup	schistosoma_turkestanicum	schistosoma_japonicum
OG0002037	STRK1_48310.1, STRK1_48310.2, STRK1_48310.3, STRK1_48310.4, STRK1_48310.5	EWB00_002151.2, EWB00_002151.1, EWB00_002151.3
OG0002038	STRK1_40110.1	EWB00_001564.2, EWB00_001564.3, EWB00_001564.1, EWB00_001564.4
OG0002039	STRK1_49390.1	EWB00_003603
OG0002040	STRK1_17390.1	EWB00_007877
OG0002041	STRK1_73740.1	EWB00_007250.1, EWB00_007250.2
OG0002042	STRK1_11430.1	EWB00_004158
OG0002043	STRK1_64210.1	EWB00_007122.4, EWB00_007122.9, EWB00_007122.6, EWB00_007122.1, EWB00_007122.2, EWB00_007122.3, EWB00_007122.5, EWB00_007122.8, EWB00_007122.7
OG0002044	STRK1_7260.2, STRK1_7260.3, STRK1_7260.1, STRK1_7260.4	EWB00_008600.1, EWB00_008600.2, EWB00_008600.4, EWB00_008600.5, EWB00_008600.3
OG0002045	STRK1_102790.1, STRK1_82780.1	EWB00_009520.3, EWB00_009520.6, EWB00_009520.5, EWB00_009520.1, EWB00_009520.2, EWB00_009520.4
OG0002046	STRK1_74240.1	EWB00_001389
OG0002047	STRK1_101930.1, STRK1_104400.1	EWB00_001334.1, EWB00_001334.2
OG0002048	STRK1_14740.1, STRK1_14740.2, STRK1_14740.3, STRK1_14740.4, STRK1_14740.5	EWB00_003123.1, EWB00_003123.2
OG0002049	STRK1_88350.1	EWB00_003250
OG0002050	STRK1_51810.1	EWB00_006497.1, EWB00_006497.2, EWB00_006497.3
OG0002051	STRK1_29610.1	EWB00_002114.1, EWB00_002114.2
OG0002052	STRK1_40680.1	EWB00_001807.3, EWB00_001807.1, EWB00_001807.2, EWB00_001807.4
OG0002053	STRK1_73920.1	EWB00_002011
OG0002054	STRK1_68680.1, STRK1_68680.2	EWB00_000955.1, EWB00_000955.3, EWB00_000955.2
OG0002055	STRK1_55820.1	EWB00_003464, EWB00_003465
OG0002056	STRK1_86610.1	EWB00_001929
OG0002057	STRK1_49220.1, STRK1_49220.2	EWB00_005362
OG0002059	STRK1_42640.1	EWB00_000979.1, EWB00_000979.2
OG0002060	STRK1_7150.1, STRK1_7150.2, STRK1_7150.3	EWB00_002103.1, EWB00_002103.2, EWB00_002103.3
OG0002061	STRK1_6390.1	EWB00_000100.1, EWB00_000100.2
OG0002062	STRK1_65100.1, STRK1_65100.2	EWB00_005788
OG0002063	STRK1_102420.1, STRK1_42750.1, STRK1_97310.1	EWB00_000990
OG0002064	STRK1_9430.1	EWB00_009624.3, EWB00_009624.1, EWB00_009624.2
OG0002065	STRK1_14270.1	EWB00_011427
OG0002066	STRK1_73340.1	EWB00_007142, EWB00_010817
OG0002067	STRK1_57240.1	EWB00_000481
OG0002068	STRK1_7710.1, STRK1_7720.1	EWB00_008328, EWB00_008329.1, EWB00_008329.2, EWB00_008329.3, EWB00_008330.4, EWB00_008330.3, EWB00_008330.2, EWB00_008330.1
OG0002073	STRK1_90760.1	EWB00_001425.1, EWB00_001425.2
OG0002074	STRK1_3740.1	EWB00_001041
OG0002075	STRK1_9920.1	EWB00_009494.2, EWB00_009494.3, EWB00_009494.1
OG0002076	STRK1_41870.1, STRK1_41870.2	EWB00_008759.2, EWB00_008759.1
OG0002077	STRK1_11530.1	EWB00_002303
OG0002079	STRK1_33160.1	EWB00_007700.1, EWB00_007700.2
OG0002080	STRK1_52540.1	EWB00_005317.1, EWB00_005317.2
OG0002081	STRK1_80380.1, STRK1_90910.1, STRK1_106750.1	EWB00_008299.1, EWB00_008299.2, EWB00_008299.3
OG0002082	STRK1_57490.1, STRK1_86050.1, STRK1_86060.1	EWB00_003853
OG0002082	STRK1_57500.1	EWB00_003854
OG0002083	STRK1_42540.1	EWB00_001011.1
OG0002084	STRK1_4170.1	EWB00_000603
OG0002085	STRK1_60360.1	EWB00_011092.1, EWB00_011092.2, EWB00_011092.3
OG0002086	STRK1_39450.1	EWB00_007657.2, EWB00_007657.1, EWB00_007657.3, EWB00_007657.4
OG0002087	STRK1_34790.1	EWB00_008150.1, EWB00_008150.2
OG0002088	STRK1_23900.1, STRK1_23900.2	EWB00_001075
OG0002089	STRK1_43970.1	EWB00_000175.1, EWB00_000175.2
OG0002090	STRK1_48180.1, STRK1_48190.1	EWB00_002150
OG0002091	STRK1_47130.1	EWB00_006791.2, EWB00_006791.3, EWB00_006791.4, EWB00_006791.1
OG0002092	STRK1_37170.1, STRK1_37140.1	EWB00_006208
OG0002093	STRK1_22600.1, STRK1_22610.1	EWB00_000274.1, EWB00_000274.2
OG0002094	STRK1_6730.1	EWB00_006338
OG0002095	STRK1_14760.1	EWB00_003125
OG0002096	STRK1_27420.1	EWB00_001324.1, EWB00_001324.2, EWB00_001324.3
OG0002097	STRK1_15270.1	EWB00_006301, EWB00_006300
OG0002098	STRK1_61730.1	EWB00_009882.1, EWB00_009882.2
OG0002099	STRK1_28520.1	EWB00_009529
OG0002100	STRK1_110120.1, STRK1_110120.2, STRK1_110120.3, STRK1_26630.1, STRK1_26630.2, STRK1_26630.3	EWB00_000095.5, EWB00_000095.1, EWB00_000095.2, EWB00_000095.3, EWB00_000095.4
OG0002101	STRK1_85600.1, STRK1_85610.1	EWB00_011387
OG0002102	STRK1_25080.1	EWB00_007000
OG0002102	STRK1_23070.1	EWB00_004225
OG0002103	STRK1_99050.1, STRK1_100170.1	EWB00_006367
OG0002104	STRK1_29110.1	EWB00_004136.1, EWB00_004136.2
OG0002105	STRK1_26710.1	EWB00_003321.2, EWB00_003321.3, EWB00_003321.4, EWB00_003321.5, EWB00_003321.1
OG0002106	STRK1_84750.1	EWB00_000312.4, EWB00_000312.1, EWB00_000312.2, EWB00_000312.3
OG0002107	STRK1_58010.1	EWB00_006567, EWB00_006568
OG0002108	STRK1_88340.1	EWB00_003251
OG0002108	STRK1_78810.1	EWB00_006766.1, EWB00_006766.2
OG0002109	STRK1_98690.1, STRK1_43220.1	EWB00_004744
OG0002110	STRK1_68910.1	EWB00_006092
OG0002111	STRK1_37490.1, STRK1_37490.2	EWB00_002808
OG0002112	STRK1_106420.1, STRK1_106420.2, STRK1_106420.3, STRK1_106420.4	EWB00_009581
OG0002113	STRK1_86010.1	EWB00_008310.1, EWB00_008310.2
OG0002114	STRK1_24830.1, STRK1_96770.1	EWB00_001140.1, EWB00_001140.2
OG0002115	STRK1_48360.3, STRK1_48360.2, STRK1_48360.1	EWB00_011171.1, EWB00_011171.2
OG0002116	STRK1_33820.1	EWB00_005916.1, EWB00_005916.2
OG0002117	STRK1_15680.1, STRK1_15680.2	EWB00_000110
OG0002118	STRK1_43840.1	EWB00_003641
OG0002119	STRK1_103970.1, STRK1_81430.1, STRK1_101560.1	EWB00_007309.2, EWB00_007309.1
OG0002120	STRK1_5850.1	EWB00_009243.1, EWB00_009243.2
OG0002121	STRK1_5860.1	EWB00_009242.1, EWB00_009242.2, EWB00_009242.4, EWB00_009242.3
OG0002122	STRK1_32260.1	EWB00_004617
OG0002123	STRK1_100220.2, STRK1_100220.3, STRK1_100220.5, STRK1_100220.1, STRK1_100220.4	EWB00_009150.9, EWB00_009150.1, EWB00_009150.5, EWB00_009150.4, EWB00_009150.3, EWB00_009150.10, EWB00_009150.7, EWB00_009150.2, EWB00_009150.6, EWB00_009150.8
OG0002124	STRK1_19270.1	EWB00_006423
OG0002125	STRK1_90580.1, STRK1_56130.1, STRK1_96650.1, STRK1_105090.1	EWB00_006649
OG0002126	STRK1_17010.1	EWB00_007318
OG0002127	STRK1_57720.1, STRK1_57720.2, STRK1_57720.3, STRK1_57720.4, STRK1_57720.5, STRK1_57720.6	EWB00_011167.1, EWB00_011167.2, EWB00_011167.3
OG0002128	STRK1_6110.1	EWB00_004870
OG0002129	STRK1_46320.1, STRK1_46330.1	EWB00_003558.2, EWB00_003558.1
OG0002130	STRK1_24210.1, STRK1_24220.1	EWB00_001104.2, EWB00_001104.1
OG0002131	STRK1_38710.1, STRK1_38710.3, STRK1_38710.2	EWB00_002835.4, EWB00_002835.1, EWB00_002835.2, EWB00_002835.3
OG0002132	STRK1_96480.1, STRK1_54740.1, STRK1_54740.2, STRK1_54730.1, STRK1_110650.1, STRK1_54880.1	EWB00_002216.1, EWB00_002216.2, EWB00_002216.3
OG0002133	STRK1_45290.1	EWB00_006881
OG0002134	STRK1_28130.1	EWB00_005619.1, EWB00_005619.2
OG0002135	STRK1_26940.1	EWB00_003469
OG0002136	STRK1_93460.1	EWB00_008767
OG0002138	STRK1_32610.1	EWB00_007455.3, EWB00_007455.1, EWB00_007455.2
OG0002138	STRK1_32620.1	EWB00_007454.1, EWB00_007454.2
OG0002139	STRK1_64460.1	EWB00_009794.1, EWB00_009794.2, EWB00_009794.3, EWB00_009794.4
OG0002140	STRK1_7110.1	EWB00_009570.2, EWB00_009570.1, EWB00_009570.3
OG0002141	STRK1_104910.1, STRK1_56340.1	EWB00_010525
OG0002142	STRK1_83800.1, STRK1_96740.1	EWB00_011368.9, EWB00_011368.6, EWB00_011368.1, EWB00_011368.7, EWB00_011368.3, EWB00_011368.4, EWB00_011368.5, EWB00_011368.2, EWB00_011368.8
OG0002143	STRK1_50090.1	EWB00_003636, EWB00_003635.2, EWB00_003635.1, EWB00_003635.4, EWB00_003635.3
OG0002144	STRK1_26400.1, STRK1_26400.2	EWB00_008031
OG0002145	STRK1_29480.1	EWB00_006068.5, EWB00_006068.1, EWB00_006068.2, EWB00_006068.3, EWB00_006068.4
OG0002146	STRK1_14510.1	EWB00_002446.1, EWB00_002446.3, EWB00_002446.2
OG0002147	STRK1_49400.1	EWB00_003604.2, EWB00_003604.1, EWB00_003604.3
OG0002148	STRK1_3700.1	EWB00_008459
OG0002149	STRK1_51580.2, STRK1_51580.1, STRK1_51590.1	EWB00_005372.3, EWB00_005372.1, EWB00_005372.2
OG0002150	STRK1_65660.1	EWB00_006269.1, EWB00_006269.3, EWB00_006269.2
OG0002151	STRK1_100800.1, STRK1_79470.1	EWB00_004407
OG0002152	STRK1_101700.1, STRK1_98260.1, STRK1_99100.1, STRK1_97910.1	EWB00_009109.3, EWB00_009109.1, EWB00_009109.2
OG0002153	STRK1_15530.1, STRK1_15540.1, STRK1_15540.2	EWB00_007777
OG0002154	STRK1_31230.1, STRK1_31230.2	EWB00_004316
OG0002155	STRK1_22360.1	EWB00_007056.1, EWB00_007056.2
OG0002156	STRK1_87710.1	EWB00_004465
OG0002157	STRK1_59540.1	EWB00_007727.1, EWB00_007727.2
OG0002158	STRK1_71180.1, STRK1_71180.3, STRK1_71180.2	EWB00_011014.1, EWB00_011014.2
OG0002159	STRK1_73780.1, STRK1_73780.2	EWB00_007258, EWB00_007259
OG0002160	STRK1_60300.1	EWB00_011352
OG0002161	STRK1_43200.1	EWB00_004747.1, EWB00_004747.2
OG0002162	STRK1_26480.1	EWB00_003716
OG0002162	STRK1_26480.1	EWB00_003731
OG0002163	STRK1_28810.1	EWB00_010140
OG0002164	STRK1_55390.2, STRK1_55390.1, STRK1_55390.3	EWB00_005202.1, EWB00_005202.2
OG0002165	STRK1_24310.1	EWB00_006959
OG0002166	STRK1_53580.1	EWB00_007840.1, EWB00_007840.2
OG0002167	STRK1_107140.1	EWB00_007755.1, EWB00_007755.2
OG0002168	STRK1_51090.1	EWB00_010727.1, EWB00_010727.2
OG0002169	STRK1_20070.1, STRK1_20070.2	EWB00_010785
OG0002170	STRK1_69930.1, STRK1_69930.2	EWB00_002755
OG0002171	STRK1_17450.1, STRK1_110770.1, STRK1_17440.1, STRK1_111210.1, STRK1_17410.1, STRK1_17430.1, STRK1_95000.1, STRK1_17400.1, STRK1_111210.2	EWB00_007874
OG0002172	STRK1_29560.1	EWB00_006078.1, EWB00_006078.2
OG0002173	STRK1_61550.1, STRK1_61550.2	EWB00_009900.1, EWB00_009900.2
OG0002174	STRK1_75460.1	EWB00_009111.3, EWB00_009111.4, EWB00_009111.2
OG0002175	STRK1_72140.1	EWB00_001185.1, EWB00_001185.2
OG0002176	STRK1_61050.1, STRK1_61050.2, STRK1_61050.3	EWB00_002291.1, EWB00_002291.2, EWB00_002291.3
OG0002177	STRK1_3180.1	EWB00_006318
OG0002178	STRK1_70990.1	EWB00_007274
OG0002179	STRK1_9520.1, STRK1_9520.2	EWB00_009196.3, EWB00_009196.4, EWB00_009196.1, EWB00_009196.2
OG0002180	STRK1_71000.1	EWB00_007273.2, EWB00_007273.3, EWB00_007273.1
OG0002181	STRK1_54360.1	EWB00_003578, EWB00_003579
OG0002182	STRK1_103660.1, STRK1_74320.1, STRK1_70780.1, STRK1_74360.1, STRK1_74370.1	EWB00_001396.1, EWB00_001396.2
OG0002183	STRK1_10830.1	EWB00_009410
OG0002184	STRK1_88930.1, STRK1_106170.1, STRK1_88940.1, STRK1_88940.2	EWB00_003182
OG0002185	STRK1_6590.2, STRK1_6590.1, STRK1_6590.3	EWB00_006355.2, EWB00_006355.1, EWB00_006355.4, EWB00_006355.3
OG0002186	STRK1_108900.1	EWB00_010344
OG0002187	STRK1_4700.1	EWB00_002327
OG0002188	STRK1_65070.1	EWB00_005792.1, EWB00_005792.2
OG0002189	STRK1_36290.1	EWB00_006846.1, EWB00_006846.2
OG0002190	STRK1_26010.1, STRK1_26010.2	EWB00_005032.1, EWB00_005032.2
OG0002191	STRK1_10920.1, STRK1_10930.1	EWB00_008449
OG0002192	STRK1_43010.1	EWB00_009913
OG0002193	STRK1_74130.1, STRK1_74130.2	EWB00_009003
OG0002194	STRK1_29470.1, STRK1_29470.2	EWB00_006067.2, EWB00_006067.4, EWB00_006067.1, EWB00_006067.3, EWB00_006067.5, EWB00_006067.6
OG0002195	STRK1_47530.1, STRK1_47530.2	EWB00_010688.1, EWB00_010688.2
OG0002196	STRK1_66090.1	EWB00_006230.2, EWB00_006230.1, EWB00_006230.3, EWB00_006230.4
OG0002197	STRK1_56410.1	EWB00_010514
OG0002198	STRK1_27050.1	EWB00_003320.3, EWB00_003320.2, EWB00_003320.1, EWB00_003320.4
OG0002199	STRK1_100700.1	EWB00_000961.1, EWB00_000961.2, EWB00_000961.3
OG0002200	STRK1_52060.4, STRK1_52060.5, STRK1_52060.1, STRK1_52060.2, STRK1_52060.3	EWB00_008421.1, EWB00_008421.2, EWB00_008421.4, EWB00_008421.3
OG0002201	STRK1_48510.1	EWB00_004419
OG0002202	STRK1_37310.1, STRK1_37310.2	EWB00_003223.1, EWB00_003223.2
OG0002204	STRK1_22740.1	EWB00_000253.2, EWB00_000253.3, EWB00_000253.1, EWB00_000253.4
OG0002205	STRK1_15930.1	EWB00_004852.1, EWB00_004852.2
OG0002206	STRK1_85640.5, STRK1_85640.8, STRK1_85640.10, STRK1_85640.9, STRK1_85640.2, STRK1_85640.1, STRK1_85640.4, STRK1_85640.7, STRK1_85640.3, STRK1_85640.6	EWB00_011379
OG0002207	STRK1_5000.1, STRK1_5010.1, STRK1_5010.2, STRK1_103540.1, STRK1_103540.2, STRK1_103540.3	EWB00_009376
OG0002208	STRK1_2650.1	EWB00_005427.1, EWB00_005427.2
OG0002209	STRK1_104210.1, STRK1_103730.1, STRK1_105030.1, STRK1_99490.1	EWB00_004778, EWB00_004786
OG0002210	STRK1_104690.1, STRK1_19770.1, STRK1_19760.1, STRK1_19780.1, STRK1_19750.1	EWB00_003534
OG0002212	STRK1_93310.1	EWB00_005860
OG0002214	STRK1_42870.1	EWB00_009696
OG0002215	STRK1_7160.1, STRK1_7160.2	EWB00_002101, EWB00_002102
OG0002216	STRK1_32530.1	EWB00_007464
OG0002217	STRK1_16700.1, STRK1_16710.1	EWB00_001648
OG0002218	STRK1_3200.1	EWB00_006320
OG0002219	STRK1_13620.1, STRK1_13620.2, STRK1_13620.3, STRK1_13620.4, STRK1_13620.5, STRK1_13620.6	EWB00_006526
OG0002220	STRK1_510.1	EWB00_005689
OG0002221	STRK1_8970.2, STRK1_8970.6, STRK1_8970.5, STRK1_8970.4	EWB00_000205.1, EWB00_000205.2
OG0002222	STRK1_35800.1	EWB00_008170.3, EWB00_008170.1, EWB00_008170.2, EWB00_008170.4
OG0002223	STRK1_101340.1, STRK1_101350.1, STRK1_1920.1, STRK1_1910.1, STRK1_1910.2	EWB00_008808
OG0002224	STRK1_7580.1	EWB00_000688
OG0002225	STRK1_86810.1, STRK1_86820.1, STRK1_102670.1	EWB00_001905
OG0002226	STRK1_26390.1	EWB00_008033
OG0002227	STRK1_40770.1	EWB00_006363.1, EWB00_006363.2
OG0002228	STRK1_105160.1, STRK1_37680.1	EWB00_002824.1, EWB00_002824.2, EWB00_002824.3, EWB00_002824.4
OG0002229	STRK1_5100.1	EWB00_009369
OG0002230	STRK1_62560.1	EWB00_010499.3, EWB00_010499.1, EWB00_010499.2, EWB00_010499.4
OG0002231	STRK1_63170.1	EWB00_000403
OG0002232	STRK1_75990.1	EWB00_010950.4, EWB00_010950.3, EWB00_010950.1, EWB00_010950.2
OG0002233	STRK1_61500.1	EWB00_011293
OG0002234	STRK1_51470.1	EWB00_005381
OG0002234	STRK1_51480.1	EWB00_005380
OG0002235	STRK1_2370.1	EWB00_005457
OG0002236	STRK1_65740.1, STRK1_65720.1	EWB00_006274
OG0002237	STRK1_40420.1	EWB00_009498
OG0002238	STRK1_98570.1, STRK1_19420.1, STRK1_19420.2, STRK1_19420.3	EWB00_006137.1, EWB00_006137.2, EWB00_006137.3
OG0002239	STRK1_92800.1	EWB00_006688.1, EWB00_006688.2, EWB00_006688.3
OG0002240	STRK1_41600.1, STRK1_41600.2	EWB00_005731
OG0002241	STRK1_65920.1	EWB00_004153, EWB00_006256.5, EWB00_006256.4, EWB00_006256.3, EWB00_006256.1, EWB00_006256.2
OG0002242	STRK1_109860.1, STRK1_109860.2	EWB00_003230.1, EWB00_003230.2, EWB00_003230.3
OG0002243	STRK1_30420.1	EWB00_006062.2, EWB00_006062.1
OG0002244	STRK1_24120.1	EWB00_001094
OG0002245	STRK1_58300.1	EWB00_011263.1, EWB00_011263.2, EWB00_011263.3
OG0002246	STRK1_19970.1	EWB00_003507.3, EWB00_003507.4, EWB00_003507.2, EWB00_003507.1
OG0002247	STRK1_26920.1, STRK1_26920.2	EWB00_004105.1, EWB00_004105.2, EWB00_004105.3
OG0002248	STRK1_47190.1, STRK1_47190.2, STRK1_47190.3, STRK1_47190.4	EWB00_010660
OG0002249	STRK1_48780.1	EWB00_000748
OG0002250	STRK1_38500.1	EWB00_003918.4, EWB00_003918.1, EWB00_003918.2, EWB00_003918.3
OG0002251	STRK1_25570.1, STRK1_25570.2, STRK1_25570.3	EWB00_007014
OG0002252	STRK1_6840.1, STRK1_6840.2	EWB00_008266.1, EWB00_008266.2, EWB00_008266.3, EWB00_008267
OG0002253	STRK1_55250.1, STRK1_55260.1, STRK1_55250.2	EWB00_008508.2, EWB00_008508.1
OG0002254	STRK1_51990.1, STRK1_51990.2	EWB00_006514.1, EWB00_006514.2
OG0002256	STRK1_51140.1	EWB00_010732, EWB00_010733
OG0002257	STRK1_98830.1, STRK1_46810.1, STRK1_98840.1	EWB00_010650
OG0002258	STRK1_46880.1	EWB00_010643.1, EWB00_010643.2
OG0002259	STRK1_24640.2, STRK1_24640.1, STRK1_24640.3, STRK1_24640.4	EWB00_006971.1, EWB00_006971.2, EWB00_006971.3
OG0002260	STRK1_470.1	EWB00_005675.1, EWB00_005675.2, EWB00_005675.3, EWB00_005675.4
OG0002261	STRK1_52640.1, STRK1_52640.2, STRK1_52640.3	EWB00_005327.1, EWB00_005327.2
OG0002262	STRK1_13390.1	EWB00_006555
OG0002263	STRK1_64840.1	EWB00_009852.1, EWB00_009852.2
OG0002264	STRK1_40920.1, STRK1_40920.2	EWB00_006377.1, EWB00_006377.2
OG0002265	STRK1_38670.1	EWB00_002840.2, EWB00_002840.1, EWB00_002840.3
OG0002266	STRK1_100840.1	EWB00_000566
OG0002267	STRK1_11770.1, STRK1_11770.2	EWB00_002677.2, EWB00_002677.1, EWB00_002677.3, EWB00_002677.5, EWB00_002677.4
OG0002268	STRK1_95590.1	EWB00_002177.1, EWB00_002177.2
OG0002269	STRK1_65500.1, STRK1_99140.1, STRK1_99140.2	EWB00_001157.3, EWB00_001157.1, EWB00_001157.2, EWB00_001157.4, EWB00_001157.5
OG0002270	STRK1_85490.1	EWB00_001689
OG0002271	STRK1_78340.1, STRK1_78340.3, STRK1_78340.2	EWB00_000845.2, EWB00_000845.1
OG0002272	STRK1_22910.1, STRK1_106110.1, STRK1_105790.1, STRK1_107810.1, STRK1_102630.1, STRK1_22920.1, STRK1_102110.1	EWB00_005231
OG0002273	STRK1_72650.1	EWB00_007379.1, EWB00_007379.2
OG0002274	STRK1_44580.1	EWB00_002531
OG0002275	STRK1_81630.1	EWB00_007288
OG0002276	STRK1_46850.1	EWB00_010646.1, EWB00_010646.2, EWB00_010646.3
OG0002277	STRK1_101200.1	EWB00_007225
OG0002278	STRK1_89450.1	EWB00_004962.1, EWB00_004962.2
OG0002279	STRK1_79740.1	EWB00_000143
OG0002279	STRK1_84110.1	EWB00_008059.1, EWB00_008059.2
OG0002280	STRK1_55400.1, STRK1_55400.2, STRK1_107230.1, STRK1_100470.1	EWB00_005203
OG0002281	STRK1_41590.1	EWB00_005732
OG0002282	STRK1_8880.1	EWB00_010373.1, EWB00_010373.2, EWB00_010373.3
OG0002283	STRK1_52040.1	EWB00_007213.1, EWB00_007213.2
OG0002284	STRK1_68730.1	EWB00_000950.1, EWB00_000950.2, EWB00_000950.3, EWB00_000950.4
OG0002285	STRK1_12510.1, STRK1_12510.2, STRK1_12510.3	EWB00_009508.1, EWB00_009508.5, EWB00_009508.3
OG0002286	STRK1_65020.1	EWB00_005798
OG0002287	STRK1_59510.1	EWB00_007724.3, EWB00_007724.1, EWB00_007724.2
OG0002288	STRK1_75530.1	EWB00_009134.1, EWB00_009134.2
OG0002289	STRK1_34360.1, STRK1_34360.2, STRK1_34360.3, STRK1_34360.4	EWB00_002954
OG0002290	STRK1_83070.1, STRK1_83080.1	EWB00_009009.1, EWB00_009009.2
OG0002291	STRK1_62840.1, STRK1_62840.2	EWB00_000478.1, EWB00_000478.2, EWB00_000478.3
OG0002292	STRK1_74470.1, STRK1_74470.2	EWB00_008238
OG0002293	STRK1_58160.1	EWB00_007962.1, EWB00_007962.2, EWB00_007962.3
OG0002295	STRK1_91790.1, STRK1_47680.1	EWB00_005405
OG0002296	STRK1_11100.1, STRK1_11100.2	EWB00_004060, EWB00_009441, EWB00_003784.1, EWB00_003784.3, EWB00_003784.2
OG0002297	STRK1_36790.1, STRK1_36780.1	EWB00_007936, EWB00_009753
OG0002298	STRK1_17370.1	EWB00_007881.1, EWB00_007881.2, EWB00_007881.3, EWB00_007881.4
OG0002298	STRK1_17360.1	EWB00_007882
OG0002299	STRK1_25610.1, STRK1_25610.2, STRK1_25610.3, STRK1_25610.4, STRK1_25610.5	EWB00_000668
OG0002300	STRK1_72620.1	EWB00_007382
OG0002301	STRK1_88610.1	EWB00_001890, EWB00_001889
OG0002302	STRK1_103010.1, STRK1_14460.1, STRK1_15020.1	EWB00_003102.1, EWB00_003102.2
OG0002303	STRK1_74450.1, STRK1_74450.2	EWB00_001408
OG0002304	STRK1_66300.1, STRK1_66300.2, STRK1_98810.1	EWB00_009768
OG0002305	STRK1_37080.1	EWB00_003427.1, EWB00_003427.3, EWB00_003427.5, EWB00_003427.2, EWB00_003427.4
OG0002306	STRK1_63400.1, STRK1_63400.2	EWB00_010473.1, EWB00_010473.2, EWB00_010473.3
OG0002307	STRK1_75540.1	EWB00_009135.1, EWB00_009135.2, EWB00_009135.3
OG0002308	STRK1_52390.1, STRK1_52390.2	EWB00_006775.1, EWB00_006775.2
OG0002309	STRK1_37610.1	EWB00_002818.2, EWB00_002818.1, EWB00_002818.3
OG0002310	STRK1_20590.1	EWB00_002425
OG0002311	STRK1_6660.1, STRK1_6660.2	EWB00_006345
OG0002312	STRK1_30930.1	EWB00_001522
OG0002313	STRK1_38600.2, STRK1_38600.1	EWB00_003908.1, EWB00_003908.2, EWB00_003908.3
OG0002314	STRK1_16060.1	EWB00_004832.1, EWB00_004832.2
OG0002315	STRK1_12500.1, STRK1_12500.2, STRK1_12500.4, STRK1_12500.3	EWB00_009507.1, EWB00_009507.2, EWB00_009507.3, EWB00_009507.4
OG0002316	STRK1_68920.2, STRK1_68920.1, STRK1_68920.3	EWB00_006093.1, EWB00_006093.4, EWB00_006093.2, EWB00_006093.3
OG0002317	STRK1_45130.2, STRK1_45130.1, STRK1_45130.3, STRK1_84570.1	EWB00_005056.1, EWB00_005056.2, EWB00_005056.3, EWB00_005056.4, EWB00_005056.5
OG0002318	STRK1_21310.1, STRK1_21320.1	EWB00_007545.1, EWB00_007545.2
OG0002319	STRK1_2560.1	EWB00_005438.1, EWB00_005438.2
OG0002320	STRK1_75180.1	EWB00_010928.1, EWB00_010928.2
OG0002321	STRK1_101470.1, STRK1_101460.1, STRK1_14320.1	EWB00_007641.1, EWB00_007641.2, EWB00_007641.3, EWB00_007641.4
OG0002322	STRK1_19210.1	EWB00_006431.1, EWB00_006431.2
OG0002323	STRK1_64270.1	EWB00_007129
OG0002324	STRK1_13260.1, STRK1_13260.2	EWB00_007677.3, EWB00_007677.1, EWB00_007677.2
OG0002325	STRK1_11440.1, STRK1_11440.2	EWB00_004157
OG0002326	STRK1_85760.1, STRK1_85760.2, STRK1_85760.3	EWB00_004944.1, EWB00_004944.2
OG0002327	STRK1_72580.1, STRK1_72580.3, STRK1_72580.2, STRK1_72590.1	EWB00_007385.1, EWB00_007385.2, EWB00_007385.3
OG0002328	STRK1_7300.1, STRK1_7300.2	EWB00_004684
OG0002329	STRK1_1700.1	EWB00_008796.1, EWB00_008796.2
OG0002330	STRK1_3520.1, STRK1_3520.2	EWB00_010837.1, EWB00_010837.3, EWB00_010837.4, EWB00_010837.2
OG0002331	STRK1_3190.1	EWB00_006319
OG0002332	STRK1_8010.1	EWB00_009738.2
OG0002333	STRK1_47720.1, STRK1_47720.2, STRK1_47720.3	EWB00_005401
OG0002334	STRK1_12070.1	EWB00_003066
OG0002336	STRK1_53210.1, STRK1_53210.2, STRK1_53210.4, STRK1_53210.5, STRK1_53210.3	EWB00_005125.5, EWB00_005125.1, EWB00_005125.2, EWB00_005125.3, EWB00_005125.4
OG0002337	STRK1_90720.1	EWB00_003746.1, EWB00_003746.2
OG0002338	STRK1_8980.1	EWB00_000209.1, EWB00_000209.5, EWB00_000208, EWB00_000209.2, EWB00_000209.3, EWB00_000209.4, EWB00_000209.6
OG0002339	STRK1_86430.1	EWB00_001881.3, EWB00_001881.2, EWB00_001881.1
OG0002340	STRK1_17310.1	EWB00_007887
OG0002341	STRK1_85420.1, STRK1_85420.2, STRK1_85420.3, STRK1_85420.4, STRK1_85420.5, STRK1_85420.6, STRK1_85420.7	EWB00_001961
OG0002342	STRK1_16590.1, STRK1_16590.2	EWB00_000875.1, EWB00_000875.2, EWB00_000875.3
OG0002343	STRK1_40100.1, STRK1_40100.2	EWB00_001562.1, EWB00_001562.2, EWB00_001562.3
OG0002344	STRK1_61650.4, STRK1_61650.2, STRK1_61650.1, STRK1_61650.3	EWB00_011279
OG0002345	STRK1_88290.1	EWB00_009427.1, EWB00_009427.2, EWB00_009427.3, EWB00_009427.4
OG0002346	STRK1_22810.1	EWB00_000244.3, EWB00_000244.4, EWB00_000244.5, EWB00_000244.1, EWB00_000244.2
OG0002347	STRK1_18690.1, STRK1_18680.1, STRK1_18680.2	EWB00_002503, EWB00_002505, EWB00_002506, EWB00_002504
OG0002347	STRK1_18670.1	EWB00_002509
OG0002348	STRK1_30940.1	EWB00_004284.2, EWB00_004284.3, EWB00_004284.1
OG0002349	STRK1_85330.1	EWB00_001980.1, EWB00_001980.2
