Orthogroup	schistosoma_turkestanicum	s.mekongi
OG0002158	STRK1_71180.1, STRK1_71180.3, STRK1_71180.2	KAK4470730.1
OG0002159	STRK1_73780.1, STRK1_73780.2	KAK4470454.1
OG0002160	STRK1_60300.1	KAK4471931.1
OG0002161	STRK1_43200.1	KAK4473484.1
OG0002162	STRK1_26480.1	KAK4467278.1
OG0002162	STRK1_26480.1	KAK4472885.1
OG0002162	STRK1_26480.1	KAK4472886.1
OG0002162	STRK1_26480.1	KAK4472888.1
OG0002162	STRK1_26480.1	KAK4472890.1
OG0002162	STRK1_26480.1	KAK4472896.1
OG0002163	STRK1_28810.1	KAK4473812.1
OG0002164	STRK1_55390.2, STRK1_55390.1, STRK1_55390.3	KAK4471093.1
OG0002165	STRK1_24310.1	KAK4473110.1
OG0002166	STRK1_53580.1	KAK4469987.1
OG0002167	STRK1_107140.1	KAK4469005.1
OG0002168	STRK1_51090.1	KAK4469578.1
OG0002169	STRK1_20070.1, STRK1_20070.2	KAK4475426.1
OG0002170	STRK1_69930.1, STRK1_69930.2	KAK4470209.1
OG0002171	STRK1_17450.1, STRK1_110770.1, STRK1_17440.1, STRK1_111210.1, STRK1_17410.1, STRK1_17430.1, STRK1_95000.1, STRK1_17400.1, STRK1_111210.2	KAK4475546.1
OG0002172	STRK1_29560.1	KAK4472401.1
OG0002173	STRK1_61550.1, STRK1_61550.2	KAK4472007.1
OG0002174	STRK1_75460.1	KAK4470652.1
OG0002175	STRK1_72140.1	KAK4470327.1
OG0002176	STRK1_61050.1, STRK1_61050.2, STRK1_61050.3	KAK4470944.1
OG0002177	STRK1_3180.1	KAK4474210.1
OG0002178	STRK1_70990.1	KAK4470441.1
OG0002179	STRK1_9520.1, STRK1_9520.2	KAK4476303.1
OG0002180	STRK1_71000.1	KAK4470443.1, KAK4470442.1
OG0002181	STRK1_54360.1	KAK4468988.1
OG0002182	STRK1_103660.1, STRK1_74320.1, STRK1_70780.1, STRK1_74360.1, STRK1_74370.1	KAK4470376.1
OG0002183	STRK1_10830.1	KAK4474532.1
OG0002184	STRK1_88930.1, STRK1_106170.1, STRK1_88940.1, STRK1_88940.2	KAK4468465.1
OG0002185	STRK1_6590.2, STRK1_6590.1, STRK1_6590.3	KAK4467484.1, KAK4467485.1, KAK4475796.1
OG0002186	STRK1_108900.1	KAK4475062.1
OG0002187	STRK1_4700.1	KAK4475283.1, KAK4475282.1
OG0002188	STRK1_65070.1	KAK4471595.1
OG0002189	STRK1_36290.1	KAK4474102.1
OG0002190	STRK1_26010.1, STRK1_26010.2	KAK4472958.1
OG0002191	STRK1_10920.1, STRK1_10930.1	KAK4474481.1
OG0002192	STRK1_43010.1	KAK4472557.1
OG0002193	STRK1_74130.1, STRK1_74130.2	KAK4470427.1
OG0002194	STRK1_29470.1, STRK1_29470.2	KAK4467423.1
OG0002195	STRK1_47530.1, STRK1_47530.2	KAK4469543.1
OG0002196	STRK1_66090.1	KAK4471567.1
OG0002197	STRK1_56410.1	KAK4472106.1
OG0002198	STRK1_27050.1	KAK4472911.1
OG0002199	STRK1_100700.1	KAK4470621.1
OG0002201	STRK1_48510.1	KAK4469418.1
OG0002202	STRK1_37310.1, STRK1_37310.2	KAK4473459.1
OG0002203	STRK1_74710.1, STRK1_74720.1	KAK4470762.1, KAK4470761.1
OG0002204	STRK1_22740.1	KAK4472224.1
OG0002205	STRK1_15930.1	KAK4467464.1, KAK4475718.1
OG0002206	STRK1_85640.5, STRK1_85640.8, STRK1_85640.10, STRK1_85640.9, STRK1_85640.2, STRK1_85640.1, STRK1_85640.4, STRK1_85640.7, STRK1_85640.3, STRK1_85640.6	KAK4468925.1
OG0002207	STRK1_5000.1, STRK1_5010.1, STRK1_5010.2, STRK1_103540.1, STRK1_103540.2, STRK1_103540.3	KAK4474561.1
OG0002208	STRK1_2650.1	KAK4475217.1
OG0002209	STRK1_104210.1, STRK1_103730.1, STRK1_105030.1, STRK1_99490.1	KAK4467621.1
OG0002210	STRK1_104690.1, STRK1_19770.1, STRK1_19760.1, STRK1_19780.1, STRK1_19750.1	KAK4475392.1, KAK4475391.1
OG0002212	STRK1_93310.1	KAK4467664.1
OG0002214	STRK1_42870.1	KAK4473783.1
OG0002215	STRK1_7160.1, STRK1_7160.2	KAK4476191.1
OG0002216	STRK1_32530.1	KAK4472672.1
OG0002217	STRK1_16700.1, STRK1_16710.1	KAK4475607.1
OG0002218	STRK1_3200.1	KAK4475825.1, KAK4475822.1
OG0002219	STRK1_13620.1, STRK1_13620.2, STRK1_13620.3, STRK1_13620.4, STRK1_13620.5, STRK1_13620.6	KAK4474924.1
OG0002220	STRK1_510.1	KAK4476207.1
OG0002222	STRK1_35800.1	KAK4474160.1
OG0002223	STRK1_101340.1, STRK1_101350.1, STRK1_1920.1, STRK1_1910.1, STRK1_1910.2	KAK4475100.1
OG0002224	STRK1_7580.1	KAK4474464.1
OG0002225	STRK1_86810.1, STRK1_86820.1, STRK1_102670.1	KAK4468547.1
OG0002226	STRK1_26390.1	KAK4472989.1
OG0002227	STRK1_40770.1	KAK4473543.1
OG0002228	STRK1_105160.1, STRK1_37680.1	KAK4473500.1
OG0002229	STRK1_5100.1	KAK4474569.1
OG0002230	STRK1_62560.1	KAK4471246.1
OG0002231	STRK1_63170.1	KAK4471672.1
OG0002232	STRK1_75990.1	KAK4470671.1
OG0002233	STRK1_61500.1	KAK4471876.1
OG0002234	STRK1_51470.1	KAK4469357.1
OG0002234	STRK1_51480.1	KAK4469358.1
OG0002235	STRK1_2370.1	KAK4475181.1
OG0002236	STRK1_65740.1, STRK1_65720.1	KAK4471525.1
OG0002237	STRK1_40420.1	KAK4467236.1
OG0002239	STRK1_92800.1	KAK4467805.1
OG0002240	STRK1_41600.1, STRK1_41600.2	KAK4467503.1
OG0002241	STRK1_65920.1	KAK4471543.1
OG0002242	STRK1_109860.1, STRK1_109860.2	KAK4473454.1
OG0002243	STRK1_30420.1	KAK4472415.1
OG0002244	STRK1_24120.1	KAK4473155.1, KAK4473154.1
OG0002245	STRK1_58300.1	KAK4471858.1
OG0002246	STRK1_19970.1	KAK4475414.1
OG0002247	STRK1_26920.1, STRK1_26920.2	KAK4472854.1
OG0002248	STRK1_47190.1, STRK1_47190.2, STRK1_47190.3, STRK1_47190.4	KAK4469512.1
OG0002249	STRK1_48780.1	KAK4469863.1
OG0002250	STRK1_38500.1	KAK4473655.1
OG0002251	STRK1_25570.1, STRK1_25570.2, STRK1_25570.3	KAK4473038.1
OG0002252	STRK1_6840.1, STRK1_6840.2	KAK4475873.1
OG0002253	STRK1_55250.1, STRK1_55260.1, STRK1_55250.2	KAK4476184.1
OG0002254	STRK1_51990.1, STRK1_51990.2	KAK4469155.1
OG0002256	STRK1_51140.1	KAK4469585.1
OG0002257	STRK1_98830.1, STRK1_46810.1, STRK1_98840.1	KAK4469500.1
OG0002258	STRK1_46880.1	KAK4469494.1
OG0002259	STRK1_24640.2, STRK1_24640.1, STRK1_24640.3, STRK1_24640.4	KAK4473000.1
OG0002260	STRK1_470.1	KAK4476307.1
OG0002261	STRK1_52640.1, STRK1_52640.2, STRK1_52640.3	KAK4469639.1
OG0002262	STRK1_13390.1	KAK4474948.1
OG0002263	STRK1_64840.1	KAK4471619.1
OG0002264	STRK1_40920.1, STRK1_40920.2	KAK4473530.1
OG0002265	STRK1_38670.1	KAK4473640.1
OG0002266	STRK1_100840.1	KAK4467765.1
OG0002267	STRK1_11770.1, STRK1_11770.2	KAK4474732.1
OG0002268	STRK1_95590.1	KAK4467958.1
OG0002269	STRK1_65500.1, STRK1_99140.1, STRK1_99140.2	KAK4471798.1
OG0002270	STRK1_85490.1	KAK4468653.1
OG0002271	STRK1_78340.1, STRK1_78340.3, STRK1_78340.2	KAK4468322.1
OG0002272	STRK1_22910.1, STRK1_106110.1, STRK1_105790.1, STRK1_107810.1, STRK1_102630.1, STRK1_22920.1, STRK1_102110.1	KAK4473205.1
OG0002273	STRK1_72650.1	KAK4470801.1
OG0002274	STRK1_44580.1	KAK4469856.1
OG0002275	STRK1_81630.1	KAK4468197.1
OG0002276	STRK1_46850.1	KAK4468979.1
OG0002277	STRK1_97300.1, STRK1_101200.1	KAK4469138.1
OG0002278	STRK1_89450.1	KAK4468691.1
OG0002279	STRK1_79740.1	KAK4467998.1
OG0002279	STRK1_84110.1	KAK4468820.1
OG0002280	STRK1_55400.1, STRK1_55400.2, STRK1_107230.1, STRK1_100470.1	KAK4471092.1
OG0002281	STRK1_41590.1	KAK4473431.1
OG0002282	STRK1_8880.1	KAK4476158.1
OG0002283	STRK1_52040.1	KAK4469147.1
OG0002284	STRK1_68730.1	KAK4470505.1
OG0002285	STRK1_12510.1, STRK1_12510.2, STRK1_12510.3	KAK4476005.1
OG0002286	STRK1_65020.1	KAK4471599.1
OG0002287	STRK1_59510.1	KAK4471717.1
OG0002288	STRK1_75530.1	KAK4470658.1
OG0002289	STRK1_34360.1, STRK1_34360.2, STRK1_34360.3, STRK1_34360.4	KAK4472368.1
OG0002290	STRK1_83070.1, STRK1_83080.1	KAK4468157.1
OG0002291	STRK1_62840.1, STRK1_62840.2	KAK4471354.1
OG0002292	STRK1_74470.1, STRK1_74470.2	KAK4470743.1
OG0002293	STRK1_58160.1	KAK4471834.1
OG0002295	STRK1_91790.1, STRK1_47680.1	KAK4469337.1
OG0002296	STRK1_11100.1, STRK1_11100.2	KAK4474492.1, KAK4467418.1
OG0002297	STRK1_36790.1, STRK1_36780.1	KAK4472747.1
OG0002298	STRK1_17370.1	KAK4475551.1
OG0002298	STRK1_17360.1	KAK4475552.1
OG0002299	STRK1_25610.1, STRK1_25610.2, STRK1_25610.3, STRK1_25610.4, STRK1_25610.5	KAK4472924.1
OG0002300	STRK1_72620.1	KAK4470804.1
OG0002301	STRK1_88610.1	KAK4468535.1
OG0002302	STRK1_103010.1, STRK1_14460.1, STRK1_15020.1	KAK4474781.1
OG0002303	STRK1_74450.1, STRK1_74450.2	KAK4470385.1, KAK4470386.1
OG0002304	STRK1_66300.1, STRK1_66300.2, STRK1_98810.1	KAK4471512.1
OG0002305	STRK1_37080.1	KAK4472248.1
OG0002306	STRK1_63400.1, STRK1_63400.2	KAK4471272.1
OG0002307	STRK1_75540.1	KAK4470659.1
OG0002308	STRK1_52390.1, STRK1_52390.2	KAK4469660.1
OG0002309	STRK1_37610.1	KAK4473490.1
OG0002310	STRK1_20590.1	KAK4475477.1
OG0002311	STRK1_6660.1, STRK1_6660.2	KAK4467381.1, KAK4467391.1, KAK4475787.1
OG0002312	STRK1_30930.1	KAK4467256.1
OG0002314	STRK1_16060.1	KAK4475701.1
OG0002315	STRK1_12500.1, STRK1_12500.2, STRK1_12500.4, STRK1_12500.3	KAK4476003.1
OG0002316	STRK1_68920.2, STRK1_68920.1, STRK1_68920.3	KAK4470108.1
OG0002317	STRK1_45130.2, STRK1_45130.1, STRK1_45130.3, STRK1_84570.1	KAK4468748.1
OG0002318	STRK1_21310.1, STRK1_21320.1	KAK4473366.1
OG0002319	STRK1_2560.1	KAK4475207.1
OG0002320	STRK1_75180.1	KAK4470626.1
OG0002321	STRK1_101470.1, STRK1_101460.1, STRK1_14320.1	KAK4474856.1
OG0002322	STRK1_19210.1	KAK4475349.1
OG0002323	STRK1_64270.1	KAK4471398.1
OG0002325	STRK1_11440.1, STRK1_11440.2	KAK4474627.1, KAK4467450.1, KAK4474283.1
OG0002326	STRK1_85760.1, STRK1_85760.2, STRK1_85760.3	KAK4468543.1
OG0002327	STRK1_72580.1, STRK1_72580.3, STRK1_72580.2, STRK1_72590.1	KAK4470807.1
OG0002328	STRK1_7300.1, STRK1_7300.2	KAK4475950.1
OG0002329	STRK1_1700.1	KAK4474319.1
OG0002330	STRK1_3520.1, STRK1_3520.2	KAK4475901.1
OG0002331	STRK1_3190.1	KAK4475826.1
OG0002333	STRK1_47720.1, STRK1_47720.2, STRK1_47720.3	KAK4469339.1, KAK4469340.1
OG0002334	STRK1_12070.1	KAK4476244.1
OG0002335	STRK1_14220.1, STRK1_14220.2	KAK4474865.1
OG0002336	STRK1_53210.1, STRK1_53210.2, STRK1_53210.4, STRK1_53210.5, STRK1_53210.3	KAK4469752.1
OG0002337	STRK1_90720.1	KAK4467876.1
OG0002338	STRK1_8980.1	KAK4476164.1
OG0002339	STRK1_86430.1	KAK4468528.1
OG0002340	STRK1_17310.1	KAK4475558.1
OG0002341	STRK1_85420.1, STRK1_85420.2, STRK1_85420.3, STRK1_85420.4, STRK1_85420.5, STRK1_85420.6, STRK1_85420.7	KAK4468589.1
OG0002342	STRK1_16590.1, STRK1_16590.2	KAK4475632.1
OG0002343	STRK1_40100.1, STRK1_40100.2	KAK4472783.1
OG0002344	STRK1_61650.4, STRK1_61650.2, STRK1_61650.1, STRK1_61650.3	KAK4471870.1
OG0002345	STRK1_88290.1	KAK4468737.1
OG0002346	STRK1_22810.1	KAK4473237.1
OG0002347	STRK1_18690.1, STRK1_18680.1, STRK1_18680.2	KAK4474998.1, KAK4474997.1
OG0002347	STRK1_18670.1	KAK4475000.1
OG0002349	STRK1_85330.1	KAK4468594.1
OG0002350	STRK1_104490.1, STRK1_31320.1	KAK4474000.1
OG0002351	STRK1_52330.1, STRK1_52330.2, STRK1_52330.3	KAK4469666.1
OG0002352	STRK1_87740.1, STRK1_87740.2	KAK4468684.1
OG0002353	STRK1_71980.1	KAK4470343.1
OG0002355	STRK1_71360.1	KAK4470597.1
OG0002356	STRK1_62670.1, STRK1_62670.2	KAK4471254.1
OG0002357	STRK1_104320.1	KAK4473135.1
OG0002357	STRK1_98060.1	KAK4473137.1
OG0002358	STRK1_13550.1, STRK1_13550.2	KAK4474939.1
OG0002359	STRK1_5410.1	KAK4474550.1
OG0002360	STRK1_73060.1, STRK1_73060.2, STRK1_73060.3	KAK4470696.1
OG0002361	STRK1_81970.1	KAK4468109.1
OG0002362	STRK1_62340.1, STRK1_62340.2	KAK4471226.1
OG0002363	STRK1_106220.1, STRK1_66640.1	KAK4471743.1
OG0002364	STRK1_40820.1	KAK4473538.1
OG0002365	STRK1_15620.1	KAK4475751.1
OG0002370	STRK1_51270.1	KAK4469597.1
OG0002371	STRK1_1150.1, STRK1_1150.2, STRK1_1150.3, STRK1_1150.4	KAK4474916.1
OG0002372	STRK1_63890.1, STRK1_109690.1	KAK4467224.1, KAK4471312.1
OG0002373	STRK1_73000.1	KAK4470701.1
OG0002374	STRK1_3220.1, STRK1_3220.2, STRK1_3220.3	KAK4475820.1
OG0002375	STRK1_93050.1, STRK1_93080.1	KAK4467780.1
OG0002376	STRK1_70180.1, STRK1_70180.2	KAK4470257.1
OG0002377	STRK1_110210.1, STRK1_111040.1, STRK1_30230.1, STRK1_30240.1	KAK4472439.1
OG0002378	STRK1_38260.1	KAK4473698.1
OG0002379	STRK1_41040.1	KAK4473511.1
OG0002380	STRK1_20040.1	KAK4475429.1, KAK4470544.1
OG0002381	STRK1_51550.1	KAK4469366.1
OG0002382	STRK1_9300.1, STRK1_9300.2, STRK1_9300.3	KAK4474375.1
OG0002383	STRK1_46660.1, STRK1_46660.2, STRK1_46660.3	KAK4469692.1
OG0002384	STRK1_79320.1	KAK4467987.1
OG0002385	STRK1_37060.2, STRK1_37060.5, STRK1_37060.8, STRK1_37060.7, STRK1_37060.6, STRK1_37060.3, STRK1_37060.1, STRK1_37060.4	KAK4472809.1
OG0002386	STRK1_34370.1, STRK1_34380.1	KAK4472367.1, KAK4472366.1
OG0002387	STRK1_73880.1	KAK4470018.1
OG0002388	STRK1_67100.1, STRK1_67110.1, STRK1_67120.1, STRK1_10090.1, STRK1_10090.2	KAK4475940.1
OG0002389	STRK1_87730.1	KAK4468669.1
OG0002390	STRK1_14600.1	KAK4474823.1
OG0002391	STRK1_2060.1	KAK4475150.1
OG0002392	STRK1_85170.1	KAK4468612.1
OG0002393	STRK1_56920.1, STRK1_56920.2	KAK4472029.1
OG0002394	STRK1_32570.1	KAK4472676.1
OG0002395	STRK1_91730.1, STRK1_91680.1, STRK1_107650.1	KAK4468093.1, KAK4468094.1
OG0002396	STRK1_34100.1	KAK4472397.1
OG0002397	STRK1_76450.3, STRK1_76450.1, STRK1_76450.2, STRK1_76450.4	KAK4470885.1
OG0002398	STRK1_15330.1	KAK4475858.1
OG0002399	STRK1_39000.1, STRK1_39000.2	KAK4473606.1
OG0002400	STRK1_17050.1	KAK4475588.1
OG0002401	STRK1_105390.1	KAK4467838.1
OG0002402	STRK1_19820.1, STRK1_102610.1, STRK1_19800.1, STRK1_102750.1, STRK1_19810.1	KAK4475402.1
OG0002403	STRK1_24840.1, STRK1_24840.2	KAK4473070.1
OG0002404	STRK1_65340.1	KAK4471785.1
OG0002405	STRK1_1300.1	KAK4475049.1
OG0002406	STRK1_12400.1	KAK4475993.1
OG0002407	STRK1_12820.1	KAK4476135.1
OG0002407	STRK1_12830.1	KAK4476136.1
OG0002408	STRK1_75070.1	KAK4470613.1
OG0002409	STRK1_81700.1, STRK1_103120.1	KAK4468127.1
OG0002410	STRK1_36320.1	KAK4474104.1
OG0002411	STRK1_85480.1	KAK4468652.1
OG0002412	STRK1_30300.1, STRK1_30300.2	KAK4472430.1
OG0002413	STRK1_85120.1, STRK1_85120.2	KAK4468788.1
OG0002414	STRK1_54910.1	KAK4469811.1
OG0002415	STRK1_104080.1, STRK1_104080.2, STRK1_104080.3, STRK1_19090.1	KAK4474976.1
OG0002416	STRK1_38990.1, STRK1_38990.2	KAK4473611.1
OG0002417	STRK1_14790.1	KAK4474808.1
OG0002418	STRK1_34240.2, STRK1_34240.1	KAK4472382.1
OG0002419	STRK1_27340.1	KAK4472820.1
OG0002420	STRK1_34410.1, STRK1_34410.2	KAK4472363.1
OG0002421	STRK1_69580.1	KAK4470174.1
OG0002422	STRK1_35760.1	KAK4474164.1
OG0002423	STRK1_68520.1	KAK4470832.1
OG0002425	STRK1_35520.1	KAK4474187.1
OG0002426	STRK1_109530.1, STRK1_28160.1, STRK1_28160.2	KAK4473965.1
OG0002427	STRK1_100320.1, STRK1_12410.1	KAK4475994.1
OG0002428	STRK1_7900.1, STRK1_7900.2, STRK1_7900.3, STRK1_7900.4	KAK4474646.1
OG0002429	STRK1_38310.1	KAK4473683.1
OG0002430	STRK1_73640.1	KAK4470471.1
OG0002431	STRK1_28430.1	KAK4473988.1
OG0002432	STRK1_59990.1	KAK4471897.1
OG0002433	STRK1_1830.1	KAK4475085.1
OG0002434	STRK1_35850.1, STRK1_35830.1	KAK4474158.1
OG0002435	STRK1_27400.1	KAK4472802.1
OG0002436	STRK1_20780.1, STRK1_20770.1	KAK4475444.1
OG0002437	STRK1_102030.1, STRK1_47030.1	KAK4469477.1
OG0002438	STRK1_34690.1	KAK4472333.1
OG0002439	STRK1_47140.1	KAK4469502.1
OG0002440	STRK1_67000.1	KAK4471468.1
OG0002441	STRK1_50150.1, STRK1_50150.2	KAK4469282.1
OG0002442	STRK1_37620.1	KAK4473493.1
OG0002443	STRK1_43270.1	KAK4473569.1
OG0002444	STRK1_56740.1, STRK1_56750.1, STRK1_95410.1, STRK1_56710.1, STRK1_95420.1	KAK4471163.1
OG0002445	STRK1_67020.1	KAK4471033.1, KAK4471034.1
OG0002446	STRK1_59580.1	KAK4471713.1
OG0002447	STRK1_7240.1	KAK4475948.1
OG0002448	STRK1_105600.1, STRK1_31540.1	KAK4474203.1
OG0002449	STRK1_2550.1, STRK1_2550.2	KAK4475205.1
OG0002450	STRK1_62320.1, STRK1_62320.2	KAK4471224.1
OG0002451	STRK1_69610.1	KAK4470176.1
OG0002452	STRK1_12980.1, STRK1_12980.2	KAK4476118.1
OG0002453	STRK1_45150.1	KAK4469090.1
OG0002454	STRK1_64930.1	KAK4471609.1
OG0002455	STRK1_59040.1	KAK4471329.1
OG0002456	STRK1_34080.1	KAK4472501.1
OG0002457	STRK1_68750.1	KAK4470483.1
OG0002458	STRK1_81720.1	KAK4468125.1
OG0002459	STRK1_32900.1, STRK1_32900.2, STRK1_32900.3, STRK1_43320.1, STRK1_43330.1	KAK4473929.1
OG0002460	STRK1_12670.1	KAK4476149.1
OG0002461	STRK1_8810.1, STRK1_8810.2	KAK4474949.1
OG0002462	STRK1_106030.1, STRK1_58700.1	KAK4471476.1
OG0002463	STRK1_91770.1, STRK1_91780.1	KAK4467460.1
OG0002464	STRK1_24340.1, STRK1_24350.1, STRK1_24350.2	KAK4473107.1
OG0002465	STRK1_80690.1	KAK4468232.1
OG0002466	STRK1_94680.1	KAK4467611.1
OG0002467	STRK1_100620.1	KAK4469429.1
OG0002468	STRK1_75790.1	KAK4470508.1
OG0002469	STRK1_15810.1, STRK1_15810.2	KAK4475730.1
OG0002470	STRK1_96760.1, STRK1_77310.1, STRK1_77310.2, STRK1_77320.1	KAK4470917.1
OG0002471	STRK1_74220.1, STRK1_74220.2	KAK4470366.1
OG0002472	STRK1_28260.1, STRK1_28260.2	KAK4473974.1
OG0002473	STRK1_9180.1	KAK4474357.1
OG0002474	STRK1_88140.1	KAK4468715.1
OG0002475	STRK1_98600.1	KAK4475148.1
OG0002476	STRK1_29100.1	KAK4472699.1
OG0002477	STRK1_110460.1	KAK4470715.1
OG0002478	STRK1_52580.1, STRK1_52580.3, STRK1_52580.2, STRK1_52580.4	KAK4469646.1
OG0002479	STRK1_64090.1, STRK1_64090.2, STRK1_64090.3	KAK4471422.1
OG0002480	STRK1_23750.1	KAK4473129.1
OG0002481	STRK1_3620.1, STRK1_3620.2	KAK4475915.1
OG0002482	STRK1_60890.1	KAK4471812.1
OG0002483	STRK1_18520.1	KAK4475013.1
OG0002484	STRK1_22260.1	KAK4473299.1
OG0002485	STRK1_27700.1	KAK4472541.1
OG0002486	STRK1_22380.1	KAK4473286.1
OG0002487	STRK1_76520.1	KAK4470995.1
OG0002488	STRK1_48710.1	KAK4469858.1
OG0002489	STRK1_25420.1	KAK4473026.1
OG0002490	STRK1_75550.1, STRK1_75550.2	KAK4470660.1
OG0002491	STRK1_93470.1	KAK4467913.1
OG0002492	STRK1_104010.1, STRK1_74230.1	KAK4470367.1
OG0002493	STRK1_63770.1	KAK4471320.1
OG0002494	STRK1_1060.1, STRK1_1060.2	KAK4474831.1
OG0002495	STRK1_5170.1	KAK4474575.1
OG0002496	STRK1_41160.1, STRK1_96130.1, STRK1_103240.1, STRK1_103240.2, STRK1_99170.1	KAK4473513.1
OG0002497	STRK1_43370.1, STRK1_43380.1	KAK4469709.1
OG0002498	STRK1_380.1	KAK4474394.1
OG0002499	STRK1_49640.1, STRK1_49640.2, STRK1_49640.3	KAK4469230.1
OG0002500	STRK1_91350.5, STRK1_91350.4, STRK1_91350.1, STRK1_91350.2, STRK1_91350.3	KAK4475638.1
OG0002501	STRK1_9120.1, STRK1_9120.2	KAK4474363.1
OG0002502	STRK1_53950.1	KAK4469951.1, KAK4469952.1
OG0002503	STRK1_91750.4, STRK1_91750.1, STRK1_91750.5, STRK1_91750.2, STRK1_91750.6, STRK1_91750.8, STRK1_91750.3, STRK1_91750.7	KAK4467461.1
OG0002504	STRK1_98480.1	KAK4473291.1
OG0002505	STRK1_51980.1, STRK1_51980.2	KAK4469156.1
OG0002506	STRK1_27640.1	KAK4472548.1
OG0002507	STRK1_80550.1, STRK1_80550.2	KAK4468244.1
OG0002508	STRK1_58800.1	KAK4471460.1
OG0002509	STRK1_8750.1, STRK1_8750.2	KAK4476214.1
OG0002510	STRK1_56140.1	KAK4467569.1
OG0002511	STRK1_70150.1, STRK1_70150.6, STRK1_70150.7, STRK1_70150.2, STRK1_70150.3, STRK1_70150.4, STRK1_70150.5, STRK1_70150.8	KAK4470253.1
OG0002512	STRK1_63190.1	KAK4471671.1
OG0002514	STRK1_15060.1	KAK4474778.1
OG0002515	STRK1_41770.2, STRK1_41770.1, STRK1_41780.1, STRK1_41760.1, STRK1_41760.2	KAK4473425.1
OG0002516	STRK1_71140.1	KAK4470734.1
OG0002517	STRK1_73620.1, STRK1_73620.2, STRK1_73620.3, STRK1_73620.5, STRK1_73620.4	KAK4470474.1
OG0002518	STRK1_101480.1	KAK4473503.1
OG0002519	STRK1_55850.1, STRK1_56110.1, STRK1_56180.1, STRK1_56190.1, STRK1_23510.1	KAK4467565.1
OG0002520	STRK1_103590.1, STRK1_97830.1, STRK1_97830.2	KAK4470742.1
OG0002521	STRK1_61110.1, STRK1_61100.1, STRK1_61120.1	KAK4471067.1, KAK4471066.1
OG0002522	STRK1_22680.1	KAK4473252.1
OG0002526	STRK1_11700.1, STRK1_11700.2, STRK1_11700.3	KAK4474740.1
OG0002527	STRK1_39680.1	KAK4473392.1, KAK4473393.1
OG0002528	STRK1_91150.1	KAK4467775.1
OG0002530	STRK1_74420.1	KAK4470379.1
OG0002531	STRK1_25300.1	KAK4473089.1
OG0002532	STRK1_69420.1	KAK4470157.1
OG0002533	STRK1_62620.1	KAK4471252.1
OG0002534	STRK1_86660.1	KAK4468563.1
OG0002535	STRK1_36330.1	KAK4474105.1
OG0002536	STRK1_11660.1	KAK4474745.1
OG0002537	STRK1_80410.1, STRK1_80410.2, STRK1_80410.3	KAK4468260.1
OG0002538	STRK1_60050.1	KAK4471905.1
OG0002539	STRK1_26370.1	KAK4472987.1
OG0002540	STRK1_37180.1, STRK1_101080.1	KAK4473767.1
OG0002541	STRK1_55180.2, STRK1_55180.1, STRK1_55180.3	KAK4469799.1
OG0002542	STRK1_85790.1	KAK4468510.1
OG0002543	STRK1_36930.1	KAK4472792.1
OG0002544	STRK1_45730.1, STRK1_45730.2	KAK4469629.1
OG0002545	STRK1_22210.1	KAK4473302.1
OG0002546	STRK1_2630.1, STRK1_2630.2	KAK4475215.1
OG0002547	STRK1_105720.1, STRK1_92550.1	KAK4467856.1
OG0002548	STRK1_92070.1, STRK1_92070.3, STRK1_92070.2	KAK4467883.1
OG0002549	STRK1_23810.1, STRK1_23810.2, STRK1_23810.3, STRK1_23810.4, STRK1_99240.1, STRK1_108590.1	KAK4473138.1
OG0002550	STRK1_44920.1, STRK1_44930.1	KAK4469066.1
OG0002551	STRK1_32600.1	KAK4472679.1
OG0002552	STRK1_16000.1, STRK1_16000.2	KAK4467387.1, KAK4467506.1, KAK4475710.1
OG0002553	STRK1_58530.1	KAK4471835.1
OG0002554	STRK1_57460.1	KAK4472087.1
OG0002555	STRK1_30740.1	KAK4474061.1
OG0002556	STRK1_18640.1	KAK4474301.1
OG0002557	STRK1_37500.1	KAK4473479.1
OG0002558	STRK1_16250.1	KAK4475678.1
OG0002559	STRK1_90960.1	KAK4473156.1
OG0002560	STRK1_84740.1	KAK4468947.1
OG0002562	STRK1_12020.1, STRK1_12020.2	KAK4476239.1
OG0002563	STRK1_60700.1, STRK1_60700.2, STRK1_60700.3	KAK4471980.1
OG0002564	STRK1_74650.1, STRK1_107450.1	KAK4470753.1
OG0002565	STRK1_17730.1	KAK4475513.1
OG0002565	STRK1_17720.1	KAK4475502.1
OG0002566	STRK1_62210.1, STRK1_62180.1	KAK4471213.1
OG0002567	STRK1_36380.1, STRK1_36380.2	KAK4474116.1
OG0002568	STRK1_63860.1	KAK4471310.1
OG0002569	STRK1_63490.2, STRK1_63490.3, STRK1_63490.1, STRK1_63490.4	KAK4471279.1
OG0002570	STRK1_32020.2, STRK1_32020.3, STRK1_32020.1	KAK4472620.1
OG0002571	STRK1_38490.1, STRK1_38490.3, STRK1_38490.4, STRK1_38490.2	KAK4473656.1
OG0002572	STRK1_57140.1, STRK1_57140.2	KAK4472039.1
OG0002573	STRK1_14010.1, STRK1_52420.1	KAK4474889.1
OG0002574	STRK1_72110.1	KAK4470332.1
OG0002576	STRK1_76280.1, STRK1_102620.1, STRK1_109740.1	KAK4470870.1
OG0002578	STRK1_50000.1	KAK4469253.1
OG0002579	STRK1_94440.1	KAK4467904.1
