Orthogroup	schistosoma_turkestanicum	schistosoma_spindale
OG0001690	STRK1_35130.1	SSPN1_37010.1, SSPN1_37010.2, SSPN1_37010.3
OG0001691	STRK1_8440.1	SSPN1_17670.6, SSPN1_17670.1, SSPN1_17670.2, SSPN1_17670.5, SSPN1_17670.3, SSPN1_17670.4
OG0001692	STRK1_76090.1, STRK1_76090.2, STRK1_76090.3, STRK1_76090.4, STRK1_76090.5	SSPN1_73300.1
OG0001693	STRK1_107890.1	SSPN1_79440.1
OG0001694	STRK1_80330.1, STRK1_80330.2	SSPN1_79470.2, SSPN1_79470.3, SSPN1_79470.1, SSPN1_79470.4
OG0001695	STRK1_31910.1	SSPN1_39040.1, SSPN1_39040.2
OG0001696	STRK1_40910.1	SSPN1_41660.1, SSPN1_41660.3, SSPN1_41660.2
OG0001697	STRK1_90200.1	SSPN1_90770.1, SSPN1_90770.2
OG0001698	STRK1_72410.1	SSPN1_75300.1
OG0001699	STRK1_60870.1, STRK1_60870.2	SSPN1_62500.1
OG0001700	STRK1_4510.1	SSPN1_15400.1, SSPN1_15400.3, SSPN1_15400.4, SSPN1_15400.2, SSPN1_15400.5, SSPN1_15400.6, SSPN1_15400.7
OG0001701	STRK1_105400.1	SSPN1_81170.1
OG0001701	STRK1_81410.6, STRK1_81410.7, STRK1_81400.2, STRK1_81410.2, STRK1_81410.3, STRK1_81410.5, STRK1_81410.1, STRK1_81420.1, STRK1_81420.2, STRK1_81410.4	SSPN1_81160.1
OG0001702	STRK1_42350.1	SSPN1_43380.2, SSPN1_43380.1, SSPN1_43380.3
OG0001703	STRK1_36200.1, STRK1_36210.1	SSPN1_35310.2, SSPN1_35310.1, SSPN1_35310.3
OG0001704	STRK1_2740.1, STRK1_2740.2	SSPN1_15210.1, SSPN1_15210.2
OG0001705	STRK1_25780.1	SSPN1_23760.1, SSPN1_23770.1
OG0001706	STRK1_31780.1	SSPN1_38890.3, SSPN1_38890.2, SSPN1_38890.1
OG0001707	STRK1_62220.1	SSPN1_59530.1, SSPN1_59530.3, SSPN1_59530.2
OG0001708	STRK1_102710.1, STRK1_91130.1, STRK1_97450.1	SSPN1_90940.1
OG0001709	STRK1_30310.1	SSPN1_28580.1
OG0001710	STRK1_83750.1	SSPN1_83080.1
OG0001711	STRK1_91840.1	SSPN1_89940.1, SSPN1_89940.2
OG0001712	STRK1_39710.1	SSPN1_40340.1, SSPN1_40340.2
OG0001713	STRK1_55610.1	SSPN1_56300.1
OG0001714	STRK1_55600.1, STRK1_55600.2, STRK1_55600.3, STRK1_101760.1, STRK1_55590.1, STRK1_110810.1, STRK1_98120.1, STRK1_110800.1, STRK1_55620.1, STRK1_98950.1	SSPN1_56310.1
OG0001715	STRK1_22240.1	SSPN1_22880.2, SSPN1_22880.3, SSPN1_22880.4
OG0001716	STRK1_110710.1, STRK1_68220.1	SSPN1_66870.1, SSPN1_66870.2, SSPN1_66960.1
OG0001717	STRK1_37040.1	SSPN1_27740.1
OG0001718	STRK1_4610.1	SSPN1_15500.4, SSPN1_15500.5, SSPN1_15500.1, SSPN1_15500.2, SSPN1_15500.3
OG0001719	STRK1_40370.1, STRK1_40370.2	SSPN1_42180.1, SSPN1_42180.2
OG0001720	STRK1_11010.1	SSPN1_18810.1
OG0001721	STRK1_53200.1	SSPN1_54720.1
OG0001721	STRK1_97580.1	SSPN1_54740.1
OG0001722	STRK1_10450.1, STRK1_10450.2, STRK1_10440.1, STRK1_10430.1	SSPN1_19390.2, SSPN1_19390.5, SSPN1_19390.1, SSPN1_19390.3, SSPN1_19390.4
OG0001723	STRK1_10230.1, STRK1_10230.2	SSPN1_19600.1, SSPN1_19600.3, SSPN1_19600.2
OG0001724	STRK1_70340.1	SSPN1_69710.3, SSPN1_69710.1, SSPN1_69710.2
OG0001725	STRK1_68850.1	SSPN1_68200.1, SSPN1_68190.1
OG0001726	STRK1_30590.1	SSPN1_35110.1
OG0001726	STRK1_80000.1	SSPN1_78550.1
OG0001727	STRK1_85340.1	SSPN1_85650.1, SSPN1_85650.2, SSPN1_85650.3, SSPN1_85650.4, SSPN1_85640.1
OG0001728	STRK1_58570.1, STRK1_58570.2, STRK1_58570.3	SSPN1_60210.1, SSPN1_60210.2
OG0001729	STRK1_10050.1	SSPN1_19770.2, SSPN1_19770.1, SSPN1_19770.3
OG0001730	STRK1_2680.2, STRK1_2680.5, STRK1_2680.1, STRK1_2680.4, STRK1_2680.3	SSPN1_10920.1, SSPN1_10920.2
OG0001731	STRK1_29200.1	SSPN1_29730.1, SSPN1_29730.2
OG0001732	STRK1_50910.1	SSPN1_46800.1
OG0001733	STRK1_57830.1, STRK1_104790.1	SSPN1_64420.4, SSPN1_64420.1, SSPN1_64420.2, SSPN1_64420.3
OG0001734	STRK1_89730.2, STRK1_89730.1, STRK1_89730.3, STRK1_89730.4, STRK1_102590.1	SSPN1_88900.1
OG0001735	STRK1_26430.1	SSPN1_25270.1
OG0001736	STRK1_14100.1	SSPN1_13710.1, SSPN1_13710.3, SSPN1_13710.4, SSPN1_13710.2
OG0001737	STRK1_98320.1, STRK1_89130.1, STRK1_102570.1, STRK1_89140.1	SSPN1_88400.1, SSPN1_88400.4, SSPN1_88400.2, SSPN1_88400.3
OG0001738	STRK1_39740.1	SSPN1_40370.1
OG0001739	STRK1_39280.1	SSPN1_39870.1
OG0001740	STRK1_48640.1	SSPN1_53050.1, SSPN1_53050.2, SSPN1_53050.3
OG0001741	STRK1_15700.3, STRK1_15700.1, STRK1_15700.5, STRK1_15700.6, STRK1_15700.4, STRK1_15700.2	SSPN1_4450.1
OG0001742	STRK1_47970.1	SSPN1_52520.1
OG0001743	STRK1_85850.1	SSPN1_87270.1
OG0001744	STRK1_66340.1	SSPN1_65970.1
OG0001745	STRK1_97790.1, STRK1_27430.1, STRK1_27430.2	SSPN1_27680.1
OG0001746	STRK1_80370.1, STRK1_80370.2	SSPN1_79510.1
OG0001747	STRK1_3580.1	SSPN1_5900.1
OG0001748	STRK1_56440.1	SSPN1_56720.1, SSPN1_56720.2
OG0001749	STRK1_26340.1	SSPN1_25360.1
OG0001750	STRK1_16080.1, STRK1_16080.2, STRK1_16070.2, STRK1_16070.1, STRK1_16070.3	SSPN1_4070.1, SSPN1_4070.2
OG0001751	STRK1_26220.1	SSPN1_25490.1
OG0001752	STRK1_9630.1, STRK1_9630.2	SSPN1_20220.1
OG0001753	STRK1_10680.4, STRK1_10680.2, STRK1_10680.3, STRK1_10680.1	SSPN1_19170.1
OG0001754	STRK1_57620.1	SSPN1_64610.3, SSPN1_64610.2, SSPN1_64610.1
OG0001755	STRK1_16170.1, STRK1_16170.2, STRK1_16170.3, STRK1_16170.4	SSPN1_3980.1
OG0001756	STRK1_49060.1, STRK1_49060.2	SSPN1_48520.2, SSPN1_48520.5, SSPN1_48520.1, SSPN1_48520.3, SSPN1_48520.4
OG0001757	STRK1_50420.2, STRK1_50420.1, STRK1_50420.3	SSPN1_47190.1, SSPN1_47190.2, SSPN1_47190.3, SSPN1_47190.4
OG0001758	STRK1_82650.1	SSPN1_82040.3, SSPN1_82040.5, SSPN1_82040.6, SSPN1_82040.4, SSPN1_82040.1, SSPN1_82040.2
OG0001759	STRK1_65980.1	SSPN1_65060.1, SSPN1_65060.2
OG0001760	STRK1_61210.1	SSPN1_57440.1
OG0001761	STRK1_79240.1, STRK1_79260.1, STRK1_79230.1, STRK1_79220.1	SSPN1_68740.1, SSPN1_68740.2
OG0001762	STRK1_90460.1	SSPN1_92790.1, SSPN1_92800.1
OG0001763	STRK1_32630.1	SSPN1_29950.2, SSPN1_29950.1, SSPN1_29950.3
OG0001764	STRK1_14990.1	SSPN1_14640.2, SSPN1_14640.1
OG0001765	STRK1_65860.1	SSPN1_60350.5, SSPN1_60350.1, SSPN1_60350.6, SSPN1_60350.4, SSPN1_60350.7, SSPN1_60350.2, SSPN1_60350.3
OG0001766	STRK1_35430.1, STRK1_35430.2	SSPN1_36460.1
OG0001767	STRK1_16230.1	SSPN1_3930.1
OG0001768	STRK1_83760.1, STRK1_83760.2, STRK1_110440.1, STRK1_90860.1, STRK1_83770.1	SSPN1_83090.1, SSPN1_83090.2, SSPN1_83090.3
OG0001769	STRK1_17500.1	SSPN1_2550.1, SSPN1_2550.4, SSPN1_2550.2, SSPN1_2550.3
OG0001770	STRK1_34820.1	SSPN1_37350.1, SSPN1_37350.2
OG0001771	STRK1_47100.1	SSPN1_51030.1
OG0001772	STRK1_86290.1	SSPN1_85890.1, SSPN1_85890.2
OG0001773	STRK1_64050.1, STRK1_64050.2	SSPN1_60600.1
OG0001774	STRK1_6360.1	SSPN1_6910.1, SSPN1_6910.3, SSPN1_6910.2
OG0001775	STRK1_2700.1	SSPN1_10900.2, SSPN1_10900.1, SSPN1_10900.3
OG0001776	STRK1_93390.1	SSPN1_91540.1
OG0001777	STRK1_15300.1	SSPN1_5260.4, SSPN1_5260.3, SSPN1_5260.1, SSPN1_5260.2
OG0001778	STRK1_86620.1, STRK1_86620.2, STRK1_109070.1	SSPN1_86380.1
OG0001779	STRK1_22220.1	SSPN1_22850.1, SSPN1_22850.2, SSPN1_22850.3, SSPN1_22850.4, SSPN1_22850.5, SSPN1_22850.6
OG0001780	STRK1_26980.1	SSPN1_27220.1
OG0001781	STRK1_93160.1, STRK1_93160.2	SSPN1_91800.1, SSPN1_91800.3, SSPN1_91800.4, SSPN1_91800.2
OG0001782	STRK1_63020.1, STRK1_63020.2, STRK1_63020.4, STRK1_63020.5, STRK1_63020.3	SSPN1_58270.1, SSPN1_58270.3, SSPN1_58270.2
OG0001783	STRK1_29320.1, STRK1_29320.2	SSPN1_29610.1
OG0001784	STRK1_37370.5, STRK1_37370.4, STRK1_37370.2, STRK1_37370.1, STRK1_37370.3	SSPN1_41020.1, SSPN1_41020.2, SSPN1_41020.4, SSPN1_41020.6, SSPN1_41020.3, SSPN1_41020.5
OG0001785	STRK1_105890.2, STRK1_105890.1, STRK1_106430.1, STRK1_21420.1, STRK1_21410.1, STRK1_21410.2, STRK1_21410.3, STRK1_21410.4	SSPN1_22110.1
OG0001786	STRK1_63570.1, STRK1_63570.2	SSPN1_65420.1
OG0001787	STRK1_21400.1, STRK1_21400.2	SSPN1_22130.1
OG0001788	STRK1_74080.1	SSPN1_74220.1
OG0001789	STRK1_20850.1, STRK1_20860.1, STRK1_20860.2	SSPN1_20840.1
OG0001790	STRK1_38530.1, STRK1_38530.2	SSPN1_30650.5, SSPN1_30650.1, SSPN1_30650.2, SSPN1_30650.3, SSPN1_30650.4
OG0001791	STRK1_89370.1, STRK1_89500.1	SSPN1_83350.1, SSPN1_88700.1
OG0001792	STRK1_73220.1	SSPN1_75510.1, SSPN1_75510.3, SSPN1_75510.2
OG0001793	STRK1_87500.1, STRK1_87500.2	SSPN1_86930.1, SSPN1_86930.2, SSPN1_86930.4, SSPN1_86930.3, SSPN1_86930.5, SSPN1_86930.6
OG0001794	STRK1_65870.1, STRK1_65870.2	SSPN1_60340.1, SSPN1_60340.2, SSPN1_60340.3
OG0001795	STRK1_49000.1, STRK1_48990.1	SSPN1_48590.2, SSPN1_48590.1, SSPN1_48590.5, SSPN1_48590.6, SSPN1_48590.3, SSPN1_48590.4
OG0001796	STRK1_110760.1, STRK1_95740.1, STRK1_110750.1	SSPN1_45090.1, SSPN1_45090.2, SSPN1_45090.3
OG0001800	STRK1_53850.1	SSPN1_54070.6, SSPN1_54070.5, SSPN1_54070.9, SSPN1_54070.10, SSPN1_54070.11, SSPN1_54070.7, SSPN1_54070.8, SSPN1_54070.1, SSPN1_54070.3, SSPN1_54070.2, SSPN1_54070.4
OG0001801	STRK1_5320.1	SSPN1_16280.2, SSPN1_16280.1, SSPN1_16280.3, SSPN1_16280.6, SSPN1_16280.5, SSPN1_16280.4, SSPN1_16280.7
OG0001802	STRK1_31380.2, STRK1_31380.1, STRK1_31380.3, STRK1_31380.4	SSPN1_34350.1, SSPN1_34350.2
OG0001803	STRK1_38700.1	SSPN1_39300.1
OG0001804	STRK1_34180.1	SSPN1_38000.1
OG0001805	STRK1_40060.1, STRK1_108740.1	SSPN1_42480.1, SSPN1_42480.2, SSPN1_42480.3
OG0001806	STRK1_92370.1	SSPN1_92600.1
OG0001807	STRK1_5310.1	SSPN1_16270.1, SSPN1_16270.4, SSPN1_16270.5, SSPN1_16270.6, SSPN1_16270.2, SSPN1_16270.3
OG0001808	STRK1_3840.1	SSPN1_11940.1
OG0001809	STRK1_34400.1	SSPN1_37770.3, SSPN1_37770.6, SSPN1_37770.5, SSPN1_37770.1, SSPN1_37770.2, SSPN1_37770.4
OG0001810	STRK1_90340.1	SSPN1_90570.1
OG0001811	STRK1_66980.1	SSPN1_66400.1
OG0001811	STRK1_12210.1	SSPN1_8660.1
OG0001812	STRK1_74210.1, STRK1_74210.2, STRK1_74210.3, STRK1_74210.4	SSPN1_72100.1, SSPN1_72100.6, SSPN1_72100.2, SSPN1_72100.3, SSPN1_72100.4, SSPN1_72100.5
OG0001813	STRK1_10900.1, STRK1_10910.1	SSPN1_18920.1
OG0001814	STRK1_108280.1	SSPN1_71790.1
OG0001815	STRK1_45430.1	SSPN1_45870.1
OG0001816	STRK1_45240.1, STRK1_45250.1	SSPN1_45660.1
OG0001817	STRK1_28470.1	SSPN1_31990.1
OG0001818	STRK1_49720.1, STRK1_49720.2	SSPN1_47890.1, SSPN1_47890.2, SSPN1_47890.5, SSPN1_47890.3, SSPN1_47890.6, SSPN1_47890.4
OG0001819	STRK1_18000.1, STRK1_18000.2, STRK1_18000.3	SSPN1_12600.1, SSPN1_12600.2
OG0001820	STRK1_55380.1	SSPN1_63390.1
OG0001821	STRK1_56560.1	SSPN1_55450.1
OG0001822	STRK1_92000.1, STRK1_77350.1	SSPN1_90170.1
OG0001823	STRK1_19350.1	SSPN1_9860.1
OG0001824	STRK1_4420.1	SSPN1_15300.1, SSPN1_15300.2, SSPN1_15300.3
OG0001825	STRK1_52600.1	SSPN1_49560.2, SSPN1_49560.1, SSPN1_49560.3
OG0001826	STRK1_15420.1	SSPN1_5120.1, SSPN1_5120.2
OG0001827	STRK1_74950.1	SSPN1_74920.1, SSPN1_74920.2, SSPN1_74930.1
OG0001828	STRK1_47230.2, STRK1_47230.4, STRK1_47230.1, STRK1_47230.3	SSPN1_51150.1, SSPN1_51150.3, SSPN1_51150.4, SSPN1_51150.2
OG0001829	STRK1_23790.1	SSPN1_26750.1
OG0001829	STRK1_25930.1, STRK1_25940.1, STRK1_25940.2	SSPN1_25760.1
OG0001830	STRK1_55870.1, STRK1_103100.1	SSPN1_55570.1, SSPN1_55570.2, SSPN1_55570.3
OG0001831	STRK1_58970.3, STRK1_58970.1, STRK1_58970.2	SSPN1_58820.1, SSPN1_58820.2, SSPN1_58820.3, SSPN1_58820.4, SSPN1_58820.5
OG0001832	STRK1_78880.1	SSPN1_56160.1, SSPN1_56180.1
OG0001833	STRK1_78870.1, STRK1_78870.2	SSPN1_56020.2, SSPN1_56020.1, SSPN1_56020.3
OG0001834	STRK1_75710.1	SSPN1_71570.1
OG0001835	STRK1_14430.1	SSPN1_14010.2, SSPN1_14010.3, SSPN1_14010.5, SSPN1_14010.6, SSPN1_14010.4, SSPN1_14010.1
OG0001836	STRK1_17280.1	SSPN1_2750.1, SSPN1_2730.1
OG0001837	STRK1_79550.1	SSPN1_78890.1
OG0001838	STRK1_26200.1, STRK1_26200.2	SSPN1_25530.1, SSPN1_25530.3, SSPN1_25530.2
OG0001839	STRK1_51460.1	SSPN1_51760.1, SSPN1_51760.2, SSPN1_51760.3, SSPN1_51760.4
OG0001840	STRK1_32930.1, STRK1_32930.2, STRK1_32930.3	SSPN1_32850.1, SSPN1_32850.2, SSPN1_32850.3
OG0001841	STRK1_14750.1, STRK1_14750.2	SSPN1_14420.1
OG0001842	STRK1_90950.1	SSPN1_91080.1
OG0001843	STRK1_106240.1, STRK1_39750.1	SSPN1_40380.1
OG0001845	STRK1_94510.1	SSPN1_91450.1, SSPN1_91450.5, SSPN1_91450.4, SSPN1_91450.2, SSPN1_91450.3
OG0001846	STRK1_25870.1	SSPN1_25840.3, SSPN1_25840.5, SSPN1_25840.1, SSPN1_25840.2, SSPN1_25840.4, SSPN1_25840.6
OG0001847	STRK1_6440.1	SSPN1_4610.1, SSPN1_4610.8, SSPN1_4610.7, SSPN1_4610.6, SSPN1_4610.4, SSPN1_4610.2, SSPN1_4610.5, SSPN1_4610.3
OG0001848	STRK1_3270.1	SSPN1_5520.1
OG0001849	STRK1_61800.1	SSPN1_59900.1, SSPN1_59900.2
OG0001850	STRK1_71550.1	SSPN1_70470.1
OG0001851	STRK1_47220.1	SSPN1_51170.1
OG0001852	STRK1_36550.1, STRK1_36550.2	SSPN1_28310.1
OG0001853	STRK1_16650.1, STRK1_16650.2	SSPN1_3580.1, SSPN1_3390.1
OG0001854	STRK1_90730.1	SSPN1_92890.1, SSPN1_92870.1, SSPN1_92890.2, SSPN1_92860.1, SSPN1_92840.1
OG0001855	STRK1_69380.5	SSPN1_68710.1
OG0001856	STRK1_73400.1	SSPN1_72760.5, SSPN1_72760.6, SSPN1_72760.2, SSPN1_72760.3, SSPN1_72760.1, SSPN1_72760.4
OG0001857	STRK1_72820.1	SSPN1_73700.1
OG0001858	STRK1_42380.1, STRK1_42380.2, STRK1_42380.3	SSPN1_43400.2, SSPN1_43400.1, SSPN1_43400.3
OG0001859	STRK1_12430.1, STRK1_108870.1, STRK1_12420.1	SSPN1_8430.1, SSPN1_8430.2, SSPN1_8430.3
OG0001860	STRK1_25660.3, STRK1_25660.1, STRK1_25660.2	SSPN1_26030.5, SSPN1_26030.3, SSPN1_26030.1, SSPN1_26030.2, SSPN1_26030.4, SSPN1_26040.2, SSPN1_26040.1
OG0001861	STRK1_71910.1	SSPN1_72250.1
OG0001862	STRK1_15850.1, STRK1_15850.2	SSPN1_4300.2, SSPN1_4300.7, SSPN1_4300.5, SSPN1_4300.9, SSPN1_4300.6, SSPN1_4300.8, SSPN1_4300.1, SSPN1_4300.3, SSPN1_4300.4
OG0001863	STRK1_25710.1	SSPN1_25980.1
OG0001864	STRK1_72100.1, STRK1_72100.2	SSPN1_72440.1, SSPN1_72440.2, SSPN1_72440.3, SSPN1_72440.4, SSPN1_72440.5, SSPN1_72440.6
OG0001865	STRK1_15550.1, STRK1_15550.2, STRK1_15550.3, STRK1_15550.4	SSPN1_7010.1
OG0001866	STRK1_86440.1	SSPN1_86520.1
OG0001867	STRK1_49680.1	SSPN1_47930.1
OG0001868	STRK1_17460.1	SSPN1_2590.2, SSPN1_2590.1
OG0001869	STRK1_18750.1	SSPN1_13140.1
OG0001870	STRK1_52460.1	SSPN1_49530.1, SSPN1_49530.2
OG0001871	STRK1_40960.1, STRK1_97480.1	SSPN1_41610.3, SSPN1_41610.4, SSPN1_41610.1, SSPN1_41610.2
OG0001872	STRK1_80020.1	SSPN1_79150.1, SSPN1_79150.2
OG0001873	STRK1_34810.1	SSPN1_37390.4, SSPN1_37390.1, SSPN1_37390.5, SSPN1_37390.6, SSPN1_37390.2, SSPN1_37390.3
OG0001874	STRK1_21780.1, STRK1_21780.2, STRK1_21780.3	SSPN1_22380.1
OG0001875	STRK1_88070.1	SSPN1_84920.1
OG0001876	STRK1_20500.1	SSPN1_21080.1, SSPN1_21080.2, SSPN1_21080.4, SSPN1_21080.5, SSPN1_21080.7, SSPN1_21080.3, SSPN1_21080.6
OG0001877	STRK1_13680.1	SSPN1_13340.1
OG0001878	STRK1_98740.1, STRK1_53250.1, STRK1_109430.1, STRK1_98730.1	SSPN1_54680.1, SSPN1_54680.2
OG0001879	STRK1_26350.1	SSPN1_25350.1
OG0001880	STRK1_17700.1	SSPN1_12370.1
OG0001881	STRK1_57350.1	SSPN1_56990.1
OG0001882	STRK1_75620.1	SSPN1_71490.1
OG0001883	STRK1_16930.1	SSPN1_3250.1, SSPN1_3250.2, SSPN1_3250.3
OG0001884	STRK1_88080.1	SSPN1_84910.1
OG0001885	STRK1_102660.1	SSPN1_17720.2, SSPN1_17720.1
OG0001886	STRK1_70490.1, STRK1_70520.1	SSPN1_69800.1, SSPN1_69810.1, SSPN1_69810.2
OG0001887	STRK1_111220.1	SSPN1_61530.2, SSPN1_61530.1
OG0001888	STRK1_64530.1	SSPN1_58090.1
OG0001889	STRK1_81670.1	SSPN1_81350.1
OG0001890	STRK1_45700.1	SSPN1_46090.1
OG0001891	STRK1_89800.1	SSPN1_88820.1
OG0001892	STRK1_76330.1	SSPN1_75740.1
OG0001893	STRK1_34950.1, STRK1_34950.2, STRK1_34950.3	SSPN1_37230.1, SSPN1_37230.3, SSPN1_37230.2
OG0001894	STRK1_79310.1, STRK1_79310.2, STRK1_79310.3, STRK1_79310.4	SSPN1_79000.2, SSPN1_79000.3, SSPN1_79000.1, SSPN1_79000.4
OG0001895	STRK1_42600.1, STRK1_42600.2, STRK1_42650.1	SSPN1_42930.1, SSPN1_42930.2
OG0001896	STRK1_29160.1, STRK1_29160.2	SSPN1_29780.2, SSPN1_29780.3, SSPN1_29780.4, SSPN1_29780.5, SSPN1_29780.1
OG0001897	STRK1_72470.1	SSPN1_75250.1
OG0001898	STRK1_56070.1	SSPN1_55940.1, SSPN1_55940.2, SSPN1_55940.5, SSPN1_55940.6, SSPN1_55940.3, SSPN1_55940.4
OG0001899	STRK1_28480.1, STRK1_28480.2	SSPN1_32000.1
OG0001900	STRK1_73790.1, STRK1_73790.2	SSPN1_71830.1, SSPN1_71830.2
OG0001901	STRK1_29790.1, STRK1_29790.2	SSPN1_29140.1
OG0001902	STRK1_28500.1	SSPN1_32020.1, SSPN1_32020.2
OG0001903	STRK1_81870.1	SSPN1_81580.1, SSPN1_81580.2, SSPN1_81580.3
OG0001904	STRK1_11500.1	SSPN1_18250.1, SSPN1_18250.2
OG0001905	STRK1_104070.1, STRK1_56210.2, STRK1_56200.1, STRK1_56200.2, STRK1_56210.1, STRK1_53590.1	SSPN1_56660.1, SSPN1_56660.2, SSPN1_56660.3, SSPN1_56660.4
OG0001906	STRK1_36580.2, STRK1_36580.1, STRK1_36580.3	SSPN1_28270.1
OG0001907	STRK1_6270.1	SSPN1_6830.1, SSPN1_6820.1, SSPN1_6810.1
OG0001908	STRK1_62080.1, STRK1_62090.1	SSPN1_59610.1, SSPN1_59620.1
OG0001909	STRK1_93170.1	SSPN1_91790.1, SSPN1_91790.2
OG0001910	STRK1_28890.1	SSPN1_32520.1
OG0001911	STRK1_47770.1, STRK1_47770.2	SSPN1_51660.2, SSPN1_51660.1, SSPN1_51660.3, SSPN1_51660.4, SSPN1_51660.5, SSPN1_51660.6
OG0001912	STRK1_76490.1, STRK1_76490.2, STRK1_76490.3	SSPN1_77040.1, SSPN1_77040.2, SSPN1_77040.3
OG0001913	STRK1_71560.1	SSPN1_70460.1, SSPN1_70460.2
OG0001914	STRK1_60010.1	SSPN1_63460.1
OG0001915	STRK1_80790.1	SSPN1_80000.1, SSPN1_80000.2
OG0001916	STRK1_6160.1	SSPN1_9710.1
OG0001917	STRK1_12730.1, STRK1_12730.2, STRK1_12730.4, STRK1_12730.3	SSPN1_8150.1, SSPN1_8150.2
OG0001918	STRK1_43990.1, STRK1_43990.2	SSPN1_44580.1, SSPN1_44580.2
OG0001919	STRK1_66110.1, STRK1_66110.2	SSPN1_64910.2, SSPN1_64910.1, SSPN1_64910.3
OG0001920	STRK1_100410.1, STRK1_12580.1, STRK1_12580.2, STRK1_12590.1	SSPN1_8250.1
OG0001921	STRK1_38000.1	SSPN1_31310.1, SSPN1_31350.1
OG0001922	STRK1_102080.1	SSPN1_56410.1, SSPN1_56410.2
OG0001923	STRK1_15570.1	SSPN1_6980.1, SSPN1_6980.3, SSPN1_6980.2, SSPN1_6980.4
OG0001924	STRK1_48810.5, STRK1_48810.6, STRK1_48810.7, STRK1_48810.1, STRK1_48810.2, STRK1_48810.3, STRK1_48810.4	SSPN1_52920.1, SSPN1_52920.2
OG0001925	STRK1_20340.1, STRK1_20340.2	SSPN1_21330.1
OG0001926	STRK1_34130.1	SSPN1_38050.1
OG0001927	STRK1_80850.1, STRK1_80850.2	SSPN1_830.2, SSPN1_830.1, SSPN1_830.3, SSPN1_830.4
OG0001928	STRK1_52100.1, STRK1_52100.2, STRK1_52100.4, STRK1_52100.3	SSPN1_49100.1, SSPN1_49100.2, SSPN1_49100.3, SSPN1_49100.4
OG0001929	STRK1_70270.1, STRK1_70270.2, STRK1_70270.3	SSPN1_69640.1, SSPN1_69640.2
OG0001930	STRK1_29860.1, STRK1_29860.2, STRK1_29860.3	SSPN1_29060.4, SSPN1_29060.1, SSPN1_29060.2, SSPN1_29060.3
OG0001931	STRK1_36570.3, STRK1_36570.1, STRK1_36570.2	SSPN1_28250.1
OG0001932	STRK1_61990.1	SSPN1_59700.1, SSPN1_59700.2, SSPN1_59700.3, SSPN1_59700.4
OG0001933	STRK1_22480.1, STRK1_22480.2	SSPN1_24650.1
OG0001934	STRK1_37580.1	SSPN1_41240.1
OG0001935	STRK1_7730.2, STRK1_7730.3, STRK1_7730.1, STRK1_7730.4	SSPN1_16670.7, SSPN1_16670.4, SSPN1_16670.3, SSPN1_16670.5, SSPN1_16670.6, SSPN1_16670.2, SSPN1_16670.1, SSPN1_16670.8
OG0001936	STRK1_10980.1	SSPN1_18850.5, SSPN1_18850.1, SSPN1_18850.3, SSPN1_18850.4, SSPN1_18850.6, SSPN1_18850.2, SSPN1_18850.7
OG0001937	STRK1_4060.3, STRK1_4060.1, STRK1_4060.4, STRK1_4060.2, STRK1_4060.5	SSPN1_10570.1
OG0001941	STRK1_87790.1	SSPN1_85160.1, SSPN1_85160.2
OG0001942	STRK1_23630.1	SSPN1_26900.1
OG0001943	STRK1_13300.1, STRK1_13300.3, STRK1_13300.2, STRK1_13300.4	SSPN1_11810.1
OG0001944	STRK1_66250.1	SSPN1_65790.1, SSPN1_65790.2
OG0001945	STRK1_92480.1, STRK1_92480.2	SSPN1_92380.1, SSPN1_92370.1, SSPN1_92370.2
OG0001946	STRK1_29760.3, STRK1_29760.4, STRK1_29760.1, STRK1_29760.2, STRK1_29760.5	SSPN1_29170.1
OG0001947	STRK1_37240.2, STRK1_37240.1	SSPN1_40870.1, SSPN1_40880.1, SSPN1_40880.2
OG0001948	STRK1_87890.1	SSPN1_85070.1
OG0001949	STRK1_90360.1	SSPN1_90590.1, SSPN1_90590.2
OG0001950	STRK1_81210.1	SSPN1_80980.1
OG0001951	STRK1_5790.1, STRK1_5790.2, STRK1_5790.3, STRK1_5790.4	SSPN1_6140.3, SSPN1_6140.1, SSPN1_6140.2
OG0001952	STRK1_43440.1, STRK1_43440.2	SSPN1_44310.1, SSPN1_44310.2
OG0001953	STRK1_31500.1	SSPN1_38550.1
OG0001954	STRK1_4450.1	SSPN1_15330.1, SSPN1_15350.1
OG0001955	STRK1_15370.1	SSPN1_5180.1
OG0001956	STRK1_75910.1, STRK1_75910.2	SSPN1_73100.1, SSPN1_73100.2
OG0001957	STRK1_4590.1, STRK1_4590.2, STRK1_4590.4, STRK1_4590.3	SSPN1_15490.1, SSPN1_15490.2, SSPN1_15490.3
OG0001958	STRK1_63180.1, STRK1_63180.2, STRK1_63180.3, STRK1_63180.4, STRK1_63180.5, STRK1_63180.7, STRK1_63180.8, STRK1_63180.6	SSPN1_61260.1
OG0001959	STRK1_29460.1	SSPN1_29470.1
OG0001960	STRK1_36730.1, STRK1_36730.2, STRK1_36730.3, STRK1_36730.4	SSPN1_28070.1
OG0001961	STRK1_66380.1	SSPN1_65600.1
OG0001962	STRK1_19080.1, STRK1_19080.2	SSPN1_10250.1
OG0001963	STRK1_26880.1, STRK1_26880.2	SSPN1_24990.1, SSPN1_24990.2
OG0001964	STRK1_88000.1	SSPN1_84980.1
