Orthogroup	schistosoma_haematobium	fasciola_gigantica
OG0000712	SHAE2_55980.6, SHAE2_55980.2, SHAE2_55980.4, SHAE2_55980.3, SHAE2_55980.8, SHAE2_55980.1, SHAE2_55980.7, SHAE2_55980.5	FGIG_04717
OG0000713	SHAE2_76050.1, SHAE2_76050.2, SHAE2_76050.4, SHAE2_76050.8, SHAE2_76050.3, SHAE2_76050.5, SHAE2_76050.7, SHAE2_76050.6, SHAE2_76050.9	FGIG_04850
OG0000714	SHAE2_48630.1, SHAE2_49500.7, SHAE2_48630.2, SHAE2_49500.8, SHAE2_49500.9, SHAE2_49500.3, SHAE2_49500.5, SHAE2_49500.6, SHAE2_49500.2, SHAE2_49500.1, SHAE2_49500.4	FGIG_09522, FGIG_05276
OG0000715	SHAE2_29620.2, SHAE2_29620.1, SHAE2_29620.3, SHAE2_29620.6, SHAE2_29620.7, SHAE2_29620.8, SHAE2_29620.9, SHAE2_29620.4, SHAE2_29620.10, SHAE2_29620.5	FGIG_05565
OG0000716	SHAE2_13580.3, SHAE2_13580.2, SHAE2_13580.1, SHAE2_13580.5, SHAE2_13580.4	FGIG_06079, FGIG_11256
OG0000717	SHAE2_62980.1	FGIG_06905, FGIG_06906
OG0000718	SHAE2_79230.4, SHAE2_79230.2, SHAE2_79230.3, SHAE2_79230.1, SHAE2_79230.5, SHAE2_79230.6, SHAE2_79230.7, SHAE2_79230.8	FGIG_07103
OG0000719	SHAE2_58310.4, SHAE2_58310.6, SHAE2_58310.1, SHAE2_58310.3, SHAE2_58310.5, SHAE2_58310.2	FGIG_07183
OG0000720	SHAE2_81340.1	FGIG_07280
OG0000721	SHAE2_49250.1	FGIG_07460
OG0000722	SHAE2_5860.2, SHAE2_5860.3, SHAE2_5860.1, SHAE2_5860.4	FGIG_07693, FGIG_07988
OG0000723	SHAE2_81080.7, SHAE2_81080.2, SHAE2_81080.4, SHAE2_81080.5, SHAE2_81080.1, SHAE2_81080.8, SHAE2_81080.6, SHAE2_81080.3, SHAE2_81080.9	FGIG_08409
OG0000724	SHAE2_44700.1, SHAE2_44700.3, SHAE2_44700.4, SHAE2_44700.2, SHAE2_44700.5, SHAE2_44700.6	FGIG_08545, FGIG_08543
OG0000725	SHAE2_81420.9, SHAE2_81420.10, SHAE2_81420.3, SHAE2_81420.2, SHAE2_81420.8, SHAE2_81420.1, SHAE2_81420.5, SHAE2_81420.6, SHAE2_81420.7, SHAE2_81420.4, SHAE2_81420.11	FGIG_08674, FGIG_12036
OG0000726	SHAE2_32100.1	FGIG_08836
OG0000726	SHAE2_32110.1	FGIG_08835
OG0000727	SHAE2_41680.1	FGIG_09069
OG0000728	SHAE2_51660.2, SHAE2_51660.1, SHAE2_51660.8, SHAE2_51660.7, SHAE2_51660.6, SHAE2_51660.3, SHAE2_51660.4, SHAE2_51660.5	FGIG_12215, FGIG_09158
OG0000729	SHAE2_10680.7, SHAE2_10680.1, SHAE2_10680.8, SHAE2_10680.10, SHAE2_10680.9, SHAE2_10680.5, SHAE2_10680.6, SHAE2_10680.4, SHAE2_10680.3, SHAE2_10680.2	FGIG_12577, FGIG_12004, FGIG_09493, FGIG_11791
OG0000730	SHAE2_64100.4, SHAE2_64100.3, SHAE2_64100.2, SHAE2_64100.1	FGIG_10454
OG0000731	SHAE2_80720.1, SHAE2_80720.5, SHAE2_80720.3, SHAE2_80720.2, SHAE2_80720.4	FGIG_10487
OG0000732	SHAE2_4020.8, SHAE2_4020.7, SHAE2_4020.5, SHAE2_4020.1, SHAE2_4020.6, SHAE2_4020.2, SHAE2_4020.3, SHAE2_4020.4	FGIG_11075
OG0000733	SHAE2_3370.3, SHAE2_3370.1, SHAE2_3370.2, SHAE2_97590.1	FGIG_12111, FGIG_11583
OG0000736	SHAE2_82540.1	FGIG_00111
OG0000737	SHAE2_11710.8, SHAE2_11710.6, SHAE2_11710.7, SHAE2_11710.11, SHAE2_11710.3, SHAE2_11710.2, SHAE2_11710.1, SHAE2_11710.5, SHAE2_11710.4, SHAE2_11710.10, SHAE2_11710.9	FGIG_00338, FGIG_00337, FGIG_00339
OG0000738	SHAE2_74250.1, SHAE2_74250.2, SHAE2_74240.1	FGIG_02670, FGIG_00476, FGIG_08925
OG0000740	SHAE2_10220.1, SHAE2_10220.2	FGIG_01427
OG0000741	SHAE2_89630.1, SHAE2_89630.2, SHAE2_89630.3, SHAE2_89630.4, SHAE2_89630.5, SHAE2_89630.6, SHAE2_89630.7, SHAE2_89630.10, SHAE2_89630.9, SHAE2_89630.8	FGIG_02730
OG0000742	SHAE2_15560.1, SHAE2_15570.1, SHAE2_92220.1, SHAE2_92220.2, SHAE2_18710.1, SHAE2_18720.1, SHAE2_18720.2, SHAE2_93070.1	FGIG_02978
OG0000743	SHAE2_24740.3, SHAE2_24740.4, SHAE2_24740.1, SHAE2_24740.2	FGIG_03357
OG0000744	SHAE2_4120.1	FGIG_04615
OG0000745	SHAE2_40970.6, SHAE2_40970.2, SHAE2_40970.3, SHAE2_40970.5, SHAE2_40970.1, SHAE2_40970.7, SHAE2_40970.4	FGIG_04697, FGIG_11035
OG0000746	SHAE2_64800.1	FGIG_05601
OG0000747	SHAE2_45720.1	FGIG_05634
OG0000748	SHAE2_74660.1	FGIG_05694, FGIG_05760, FGIG_05761
OG0000749	SHAE2_74040.10, SHAE2_74040.9, SHAE2_74040.5, SHAE2_74040.11, SHAE2_74040.6, SHAE2_74040.7, SHAE2_74040.1, SHAE2_74040.3, SHAE2_74040.4, SHAE2_74040.8, SHAE2_74040.12, SHAE2_74040.2	FGIG_05710
OG0000750	SHAE2_78820.2, SHAE2_78820.4, SHAE2_78820.3, SHAE2_78820.1	FGIG_06338
OG0000751	SHAE2_5990.1, SHAE2_2890.1, SHAE2_2800.1	FGIG_06853, FGIG_12237
OG0000752	SHAE2_98130.2, SHAE2_98130.3, SHAE2_98130.1, SHAE2_102390.1	FGIG_06872
OG0000753	SHAE2_87310.1	FGIG_07104
OG0000754	SHAE2_53610.1, SHAE2_53610.2	FGIG_07172
OG0000755	SHAE2_79980.1, SHAE2_79980.3, SHAE2_79980.2	FGIG_07206
OG0000756	SHAE2_41950.5, SHAE2_41950.9, SHAE2_41950.6, SHAE2_41950.1, SHAE2_41950.3, SHAE2_41950.2, SHAE2_41950.4, SHAE2_41950.7, SHAE2_41950.8, SHAE2_41950.10	FGIG_07332
OG0000757	SHAE2_55830.3, SHAE2_55830.4, SHAE2_55830.5, SHAE2_55830.7, SHAE2_55830.8, SHAE2_55830.11, SHAE2_55830.10, SHAE2_55830.9, SHAE2_55830.6, SHAE2_55830.1, SHAE2_55830.2	FGIG_07577
OG0000758	SHAE2_10710.4, SHAE2_10710.1, SHAE2_10710.2, SHAE2_10710.3, SHAE2_10710.5	FGIG_07692
OG0000759	SHAE2_56250.6, SHAE2_56250.5, SHAE2_56250.3, SHAE2_56250.1, SHAE2_56250.2, SHAE2_56250.4	FGIG_08239, FGIG_08240, FGIG_11630, FGIG_08238
OG0000760	SHAE2_83220.1	FGIG_08405
OG0000761	SHAE2_56940.1, SHAE2_56940.2, SHAE2_56940.3, SHAE2_56940.4	FGIG_08641
OG0000762	SHAE2_86300.1	FGIG_11563, FGIG_11679
OG0000762	SHAE2_92630.1	FGIG_08717
OG0000763	SHAE2_23590.10, SHAE2_23590.2, SHAE2_23590.6, SHAE2_23590.7, SHAE2_23590.8, SHAE2_23590.1, SHAE2_23590.11, SHAE2_23590.4, SHAE2_23590.9, SHAE2_23590.3, SHAE2_23590.5	FGIG_10588
OG0000764	SHAE2_10840.1, SHAE2_10840.3, SHAE2_10840.2, SHAE2_10840.5, SHAE2_10840.4	FGIG_10711
OG0000765	SHAE2_56230.1	FGIG_12043, FGIG_11357
OG0000765	SHAE2_56240.1, SHAE2_56240.3, SHAE2_56240.2	FGIG_11560, FGIG_12698
OG0000766	SHAE2_67440.1	FGIG_11419
OG0000767	SHAE2_69550.4, SHAE2_69550.3, SHAE2_69550.1, SHAE2_69550.2	FGIG_11449
OG0000768	SHAE2_42930.1	FGIG_11533, FGIG_12305
OG0000769	SHAE2_2470.1, SHAE2_2470.2	FGIG_12118, FGIG_12119
OG0000770	SHAE2_20050.1, SHAE2_20050.2, SHAE2_20050.3, SHAE2_20050.5, SHAE2_20050.6, SHAE2_20050.4	FGIG_12503, FGIG_12181
OG0000773	SHAE2_28010.1, SHAE2_28010.2, SHAE2_28010.3	FGIG_04534, FGIG_00207
OG0000774	SHAE2_50420.2, SHAE2_50420.5, SHAE2_50420.1, SHAE2_50420.3, SHAE2_50420.4, SHAE2_50420.6, SHAE2_50420.7	FGIG_00300, FGIG_00299
OG0000775	SHAE2_54950.1	FGIG_00308
OG0000776	SHAE2_49230.1, SHAE2_49230.2	FGIG_10546
OG0000776	SHAE2_60210.1	FGIG_00374
OG0000777	SHAE2_55490.2, SHAE2_55490.1, SHAE2_55490.3, SHAE2_55490.4, SHAE2_55490.5, SHAE2_55490.6	FGIG_00633
OG0000778	SHAE2_25120.2, SHAE2_25120.1	FGIG_03692
OG0000779	SHAE2_4230.1, SHAE2_4230.3, SHAE2_4230.2	FGIG_00938
OG0000780	SHAE2_16740.1	FGIG_01425
OG0000781	SHAE2_13090.1	FGIG_01631
OG0000781	SHAE2_630.1, SHAE2_630.2, SHAE2_630.3	FGIG_06825
OG0000782	SHAE2_33920.1	FGIG_01653, FGIG_01652
OG0000783	SHAE2_53890.1	FGIG_02146, FGIG_11024, FGIG_11880
OG0000784	SHAE2_33840.4, SHAE2_33840.7, SHAE2_33840.6, SHAE2_33840.8, SHAE2_33840.1, SHAE2_33840.2, SHAE2_33840.3, SHAE2_33840.5	FGIG_02281
OG0000785	SHAE2_62880.1, SHAE2_62880.3, SHAE2_62880.5, SHAE2_62880.6, SHAE2_62880.2, SHAE2_62880.4	FGIG_02641, FGIG_02640
OG0000786	SHAE2_43660.7, SHAE2_43660.6, SHAE2_43660.8, SHAE2_43660.4, SHAE2_43660.5, SHAE2_43660.2, SHAE2_43660.3, SHAE2_43660.1	FGIG_02834
OG0000787	SHAE2_98280.1, SHAE2_98280.2, SHAE2_63630.2, SHAE2_63630.1	FGIG_03330
OG0000788	SHAE2_15340.1, SHAE2_15340.3, SHAE2_15340.9, SHAE2_15340.2, SHAE2_15340.6, SHAE2_15340.7, SHAE2_15340.5, SHAE2_15340.4, SHAE2_15340.8	FGIG_03424
OG0000789	SHAE2_27810.1, SHAE2_27800.1, SHAE2_27800.2, SHAE2_27800.3, SHAE2_27800.4	FGIG_03779
OG0000790	SHAE2_42270.1, SHAE2_42270.3, SHAE2_42270.4, SHAE2_42270.5, SHAE2_42270.2, SHAE2_42270.6	FGIG_08832, FGIG_03836
OG0000791	SHAE2_45580.3, SHAE2_45580.1, SHAE2_45580.2	FGIG_09865, FGIG_04257, FGIG_04256
OG0000792	SHAE2_6160.1, SHAE2_6160.2	FGIG_04315
OG0000793	SHAE2_37000.6, SHAE2_37000.8, SHAE2_37000.7, SHAE2_37000.2, SHAE2_37000.1, SHAE2_37000.3, SHAE2_37000.4, SHAE2_37000.5	FGIG_04387, FGIG_04388
OG0000794	SHAE2_11930.1	FGIG_04456
OG0000795	SHAE2_100770.1	FGIG_09877, FGIG_04474
OG0000796	SHAE2_17770.1, SHAE2_17760.1	FGIG_04495, FGIG_08360
OG0000797	SHAE2_23330.3, SHAE2_23330.1, SHAE2_23330.2	FGIG_10416, FGIG_04513
OG0000798	SHAE2_1610.2, SHAE2_1610.1, SHAE2_1610.3	FGIG_04574
OG0000799	SHAE2_71050.1, SHAE2_71050.2, SHAE2_71050.3, SHAE2_71050.4, SHAE2_71050.5, SHAE2_71050.6, SHAE2_71050.7, SHAE2_71050.8	FGIG_04575
OG0000800	SHAE2_11860.2, SHAE2_11860.5, SHAE2_11860.4, SHAE2_11860.3, SHAE2_11860.1	FGIG_04703
OG0000801	SHAE2_17670.1, SHAE2_17670.3, SHAE2_17670.2, SHAE2_17670.4	FGIG_04893
OG0000802	SHAE2_77750.1	FGIG_07812
OG0000802	SHAE2_62560.1	FGIG_12596, FGIG_05603
OG0000803	SHAE2_83610.1, SHAE2_83610.2	FGIG_05677
OG0000804	SHAE2_44230.4, SHAE2_44230.2, SHAE2_44230.3, SHAE2_44230.6, SHAE2_44230.5, SHAE2_44230.1	FGIG_11847, FGIG_05852
OG0000805	SHAE2_39300.5, SHAE2_39300.6, SHAE2_39300.1, SHAE2_39300.4, SHAE2_39300.2, SHAE2_39300.3	FGIG_06069
OG0000806	SHAE2_78160.1, SHAE2_78160.2, SHAE2_78160.3	FGIG_06119
OG0000807	SHAE2_103460.2, SHAE2_103460.1	FGIG_06243
OG0000808	SHAE2_98850.1, SHAE2_98850.2	FGIG_06270
OG0000809	SHAE2_96350.1, SHAE2_96360.1	FGIG_06731, FGIG_11853
OG0000810	SHAE2_27390.1, SHAE2_27390.2, SHAE2_27390.3	FGIG_06961
OG0000811	SHAE2_12850.1, SHAE2_12850.2, SHAE2_12850.3, SHAE2_12850.4, SHAE2_12850.5, SHAE2_12850.6	FGIG_07144
OG0000812	SHAE2_13870.1, SHAE2_13870.2, SHAE2_13870.5, SHAE2_13870.6, SHAE2_13870.7, SHAE2_13870.9, SHAE2_13870.8, SHAE2_13870.3, SHAE2_13870.4	FGIG_07516
OG0000813	SHAE2_91820.3, SHAE2_91820.5, SHAE2_91820.1, SHAE2_91820.2, SHAE2_91820.4	FGIG_07818
OG0000814	SHAE2_67620.1, SHAE2_67650.3, SHAE2_67650.1, SHAE2_67650.2	FGIG_08219
OG0000815	SHAE2_63610.1	FGIG_08221, FGIG_11100, FGIG_08223
OG0000816	SHAE2_103250.1	FGIG_08709
OG0000817	SHAE2_93780.1, SHAE2_93780.2, SHAE2_93780.3, SHAE2_93780.5, SHAE2_93780.6, SHAE2_93780.4	FGIG_09135
OG0000818	SHAE2_13320.1	FGIG_09435
OG0000819	SHAE2_69700.1, SHAE2_69700.2, SHAE2_69700.4, SHAE2_69700.3	FGIG_09439
OG0000820	SHAE2_89890.1	FGIG_11717
OG0000821	SHAE2_52370.7, SHAE2_52370.10, SHAE2_52370.6, SHAE2_52370.8, SHAE2_52370.1, SHAE2_52370.11, SHAE2_52370.5, SHAE2_52370.9, SHAE2_52370.3, SHAE2_52370.4, SHAE2_52370.12, SHAE2_52370.13, SHAE2_52370.2	FGIG_09921
OG0000822	SHAE2_78940.1	FGIG_10054
OG0000823	SHAE2_56640.1	FGIG_10877
OG0000823	SHAE2_98200.1, SHAE2_98230.1	FGIG_10391
OG0000824	SHAE2_3630.3, SHAE2_3630.2, SHAE2_3630.1	FGIG_10848
OG0000825	SHAE2_81540.1, SHAE2_81540.2, SHAE2_81550.1, SHAE2_81530.1	FGIG_11216
OG0000826	SHAE2_58500.8, SHAE2_58500.1, SHAE2_58500.4, SHAE2_58500.2, SHAE2_58500.3, SHAE2_58500.5, SHAE2_58500.6, SHAE2_58500.7	FGIG_11695
OG0000827	SHAE2_79890.1	FGIG_12190
OG0000830	SHAE2_52150.6, SHAE2_52150.7, SHAE2_52150.2, SHAE2_52150.4, SHAE2_52150.1, SHAE2_52150.3, SHAE2_52150.5	FGIG_00108
OG0000831	SHAE2_45320.1, SHAE2_45320.2, SHAE2_45320.3, SHAE2_45320.4, SHAE2_45320.5, SHAE2_45320.6	FGIG_00177
OG0000832	SHAE2_64400.7, SHAE2_64400.8, SHAE2_64400.2, SHAE2_64400.3, SHAE2_64400.4, SHAE2_64400.1	FGIG_00455
OG0000833	SHAE2_36180.4, SHAE2_36180.1, SHAE2_36180.2, SHAE2_36180.3	FGIG_00489, FGIG_06899
OG0000834	SHAE2_51980.2, SHAE2_51980.6, SHAE2_51980.10, SHAE2_51980.8, SHAE2_51980.1, SHAE2_51980.3, SHAE2_51980.9, SHAE2_51980.4, SHAE2_51980.5, SHAE2_51980.7	FGIG_00772
OG0000835	SHAE2_40980.3, SHAE2_40980.1, SHAE2_40980.2, SHAE2_40980.4	FGIG_00786
OG0000836	SHAE2_40290.1	FGIG_00855
OG0000837	SHAE2_34640.3, SHAE2_34640.2, SHAE2_34640.5, SHAE2_34640.4, SHAE2_34640.1	FGIG_01009
OG0000838	SHAE2_42060.1, SHAE2_42070.2, SHAE2_42070.1, SHAE2_42070.3, SHAE2_42070.4, SHAE2_42070.5	FGIG_01017, FGIG_01016
OG0000839	SHAE2_41460.10, SHAE2_41460.9, SHAE2_41460.2, SHAE2_41460.1, SHAE2_41460.4, SHAE2_41460.3, SHAE2_41460.5, SHAE2_41460.7, SHAE2_41460.6, SHAE2_41460.8	FGIG_01333
OG0000840	SHAE2_74760.4, SHAE2_74760.6, SHAE2_74760.5, SHAE2_74760.2, SHAE2_74760.1, SHAE2_74760.3	FGIG_01498
OG0000841	SHAE2_22960.7, SHAE2_22960.3, SHAE2_22960.2, SHAE2_22960.6, SHAE2_22960.1, SHAE2_22960.5, SHAE2_22960.9, SHAE2_22960.8, SHAE2_22960.10, SHAE2_22960.4	FGIG_01937
OG0000842	SHAE2_71320.2, SHAE2_71320.4, SHAE2_71320.1, SHAE2_71320.3	FGIG_01947
OG0000843	SHAE2_86730.2, SHAE2_86730.1	FGIG_02333
OG0000844	SHAE2_5760.1, SHAE2_5760.2, SHAE2_5760.4, SHAE2_5760.5, SHAE2_5760.3, SHAE2_5760.6	FGIG_02635
OG0000845	SHAE2_95250.1, SHAE2_95250.2	FGIG_03440
OG0000846	SHAE2_19010.1	FGIG_04141, FGIG_04373
OG0000847	SHAE2_1530.1	FGIG_04277
OG0000848	SHAE2_37610.3, SHAE2_37610.1, SHAE2_37610.5, SHAE2_37610.6, SHAE2_37610.2, SHAE2_37610.9, SHAE2_37610.11, SHAE2_37610.4, SHAE2_37610.7, SHAE2_37610.10, SHAE2_37610.12, SHAE2_37610.8	FGIG_04531
OG0000849	SHAE2_42110.1, SHAE2_42110.3, SHAE2_42110.4, SHAE2_42110.7, SHAE2_42110.8, SHAE2_42110.2, SHAE2_42110.5, SHAE2_42110.6, SHAE2_42110.9, SHAE2_42110.11, SHAE2_42110.10, SHAE2_42110.12	FGIG_04536
OG0000850	SHAE2_29600.4, SHAE2_29600.5, SHAE2_29600.6, SHAE2_29600.7, SHAE2_29600.8, SHAE2_29600.3, SHAE2_29600.1, SHAE2_29600.2	FGIG_04635
OG0000851	SHAE2_96370.1, SHAE2_96370.2, SHAE2_96370.3, SHAE2_96370.5, SHAE2_96370.6, SHAE2_96370.4	FGIG_04677
OG0000852	SHAE2_12680.8, SHAE2_12680.2, SHAE2_12680.3, SHAE2_12680.1, SHAE2_12680.5, SHAE2_12680.6, SHAE2_12680.7, SHAE2_12680.9, SHAE2_12680.4	FGIG_04776
OG0000853	SHAE2_87270.4, SHAE2_87270.3, SHAE2_87270.1, SHAE2_87270.2	FGIG_04849, FGIG_06913
OG0000854	SHAE2_40330.1, SHAE2_40340.1	FGIG_04960
OG0000855	SHAE2_57770.1, SHAE2_57770.3, SHAE2_57770.2, SHAE2_57770.5, SHAE2_57770.6, SHAE2_57770.4	FGIG_05067
OG0000856	SHAE2_3490.1, SHAE2_3490.12, SHAE2_3490.2, SHAE2_3490.4, SHAE2_3490.5, SHAE2_3490.7, SHAE2_3490.10, SHAE2_3490.13, SHAE2_3490.14, SHAE2_3490.6, SHAE2_3490.3, SHAE2_3490.9, SHAE2_3490.11, SHAE2_3490.8	FGIG_05440
OG0000857	SHAE2_4720.3, SHAE2_4720.4, SHAE2_4720.1, SHAE2_4720.2, SHAE2_4720.5	FGIG_06616
OG0000858	SHAE2_5100.4, SHAE2_5100.1, SHAE2_5100.7, SHAE2_5100.6, SHAE2_5100.2, SHAE2_5100.3, SHAE2_5100.8, SHAE2_5100.5	FGIG_06646
OG0000859	SHAE2_52760.1, SHAE2_52760.4, SHAE2_52760.3, SHAE2_52760.2	FGIG_07329
OG0000860	SHAE2_63890.1	FGIG_08877
OG0000860	SHAE2_66610.2, SHAE2_66610.1	FGIG_08075
OG0000861	SHAE2_13550.1, SHAE2_13550.2	FGIG_09232
OG0000862	SHAE2_32280.1, SHAE2_32280.2, SHAE2_32280.3, SHAE2_32280.4	FGIG_09618
OG0000863	SHAE2_7880.1	FGIG_09756, FGIG_11821
OG0000864	SHAE2_43260.1	FGIG_10031
OG0000865	SHAE2_36140.2, SHAE2_36140.3, SHAE2_36140.1, SHAE2_36140.4, SHAE2_36140.5	FGIG_11450
OG0000866	SHAE2_1040.2, SHAE2_1040.6, SHAE2_1040.1, SHAE2_1040.8, SHAE2_1040.7, SHAE2_1040.4, SHAE2_1040.5, SHAE2_1040.3	FGIG_11612
OG0000867	SHAE2_7760.1, SHAE2_7760.2, SHAE2_7760.5, SHAE2_7760.3, SHAE2_7760.4, SHAE2_7760.6, SHAE2_7760.7	FGIG_12103
OG0000869	SHAE2_94700.2, SHAE2_94700.5, SHAE2_94700.6, SHAE2_94700.1, SHAE2_94700.4, SHAE2_94700.3	FGIG_08036, FGIG_00173, FGIG_10748
OG0000870	SHAE2_1270.1	FGIG_00458
OG0000871	SHAE2_30920.11, SHAE2_30920.1, SHAE2_30920.2, SHAE2_30920.4, SHAE2_30920.5, SHAE2_30920.6, SHAE2_30920.7, SHAE2_30920.8, SHAE2_30920.9, SHAE2_30920.3, SHAE2_30920.10	FGIG_00704, FGIG_00705
OG0000872	SHAE2_4600.1, SHAE2_4600.3, SHAE2_4600.4, SHAE2_4600.5, SHAE2_4600.6, SHAE2_4600.7, SHAE2_4600.2, SHAE2_4600.8	FGIG_01168
OG0000873	SHAE2_91750.2, SHAE2_91750.5, SHAE2_91750.8, SHAE2_91750.4, SHAE2_91750.7, SHAE2_91750.3, SHAE2_91750.6, SHAE2_91750.1	FGIG_01237
OG0000874	SHAE2_45890.1, SHAE2_45890.11, SHAE2_45890.2, SHAE2_45890.3, SHAE2_45890.4, SHAE2_45890.5, SHAE2_45890.7, SHAE2_45890.9, SHAE2_45890.6, SHAE2_45890.8, SHAE2_45890.10	FGIG_09975, FGIG_05621, FGIG_02068
OG0000875	SHAE2_66540.4, SHAE2_66540.3, SHAE2_66540.2, SHAE2_66540.1, SHAE2_66540.5	FGIG_02491
OG0000876	SHAE2_26230.2, SHAE2_26230.1, SHAE2_26230.3, SHAE2_26230.4	FGIG_02493, FGIG_13987
OG0000877	SHAE2_7810.1, SHAE2_7810.2, SHAE2_7810.4, SHAE2_7810.3	FGIG_02724
OG0000878	SHAE2_20630.1	FGIG_11660, FGIG_02764
OG0000879	SHAE2_62370.1, SHAE2_62390.1	FGIG_03120
OG0000880	SHAE2_84050.1, SHAE2_84050.10, SHAE2_84050.5, SHAE2_84050.11, SHAE2_84050.7, SHAE2_84050.3, SHAE2_84050.2, SHAE2_84050.4, SHAE2_84050.6, SHAE2_84050.8, SHAE2_84050.9	FGIG_03926
OG0000881	SHAE2_5120.1	FGIG_04172
OG0000881	SHAE2_96200.1, SHAE2_96170.1	FGIG_04278
OG0000882	SHAE2_24220.1	FGIG_05170
OG0000882	SHAE2_43040.2, SHAE2_43040.1, SHAE2_43040.3	FGIG_04211
OG0000883	SHAE2_43030.2, SHAE2_43030.1, SHAE2_43030.5, SHAE2_43030.6, SHAE2_43030.9, SHAE2_43030.3, SHAE2_43030.7, SHAE2_43030.8, SHAE2_43030.4	FGIG_04212
OG0000884	SHAE2_42310.1, SHAE2_42310.2	FGIG_04519
OG0000885	SHAE2_97940.1, SHAE2_97940.2, SHAE2_61010.1, SHAE2_130.1, SHAE2_130.2	FGIG_06559, FGIG_04824
OG0000886	SHAE2_74840.1, SHAE2_74840.3, SHAE2_74840.2	FGIG_06109
OG0000887	SHAE2_21790.2, SHAE2_21790.5, SHAE2_21790.4, SHAE2_21790.7, SHAE2_21790.3, SHAE2_21790.1, SHAE2_21790.6	FGIG_07211
OG0000888	SHAE2_83180.1, SHAE2_83190.1	FGIG_07235
OG0000889	SHAE2_30000.1, SHAE2_30000.2	FGIG_07370
OG0000890	SHAE2_43810.11, SHAE2_43810.2, SHAE2_43810.3, SHAE2_43810.4, SHAE2_43810.7, SHAE2_43810.6, SHAE2_43810.1, SHAE2_43810.10, SHAE2_43810.12, SHAE2_43810.5, SHAE2_43810.9, SHAE2_43810.8	FGIG_07609
OG0000891	SHAE2_40150.1	FGIG_08269
OG0000892	SHAE2_55260.3, SHAE2_55260.1, SHAE2_55260.2	FGIG_08300
OG0000894	SHAE2_93010.1, SHAE2_93010.4, SHAE2_93010.5, SHAE2_93010.6, SHAE2_93010.3, SHAE2_93010.2	FGIG_09025
OG0000895	SHAE2_46840.6, SHAE2_46840.1, SHAE2_46840.8, SHAE2_46840.5, SHAE2_46840.2, SHAE2_46840.7, SHAE2_46840.4, SHAE2_46840.3	FGIG_09033, FGIG_10887, FGIG_11622
OG0000896	SHAE2_22260.1, SHAE2_22280.2, SHAE2_22280.3, SHAE2_22280.1	FGIG_09198, FGIG_11521
OG0000897	SHAE2_11920.1, SHAE2_11920.2, SHAE2_11920.4, SHAE2_11920.3, SHAE2_11920.5	FGIG_09238, FGIG_09239
OG0000898	SHAE2_76400.1	FGIG_09340
OG0000899	SHAE2_16230.1	FGIG_09861
OG0000900	SHAE2_4170.1, SHAE2_4160.1	FGIG_09928, FGIG_10894, FGIG_11511
OG0000901	SHAE2_66720.5, SHAE2_66720.6, SHAE2_66720.4, SHAE2_66720.1, SHAE2_66720.2, SHAE2_66720.3	FGIG_09929
OG0000902	SHAE2_58360.2, SHAE2_58360.1	FGIG_10069
OG0000903	SHAE2_17420.3, SHAE2_17420.1, SHAE2_17420.2	FGIG_10099, FGIG_12212
OG0000904	SHAE2_5640.1	FGIG_10256
OG0000905	SHAE2_83350.2, SHAE2_83350.3, SHAE2_83350.5, SHAE2_83350.1, SHAE2_83350.4, SHAE2_83350.6, SHAE2_83350.7, SHAE2_83350.8	FGIG_12473, FGIG_10853
OG0000906	SHAE2_68040.1	FGIG_11785
OG0000907	SHAE2_79090.1, SHAE2_79090.2, SHAE2_79090.3, SHAE2_79090.4	FGIG_12114
OG0000910	SHAE2_10020.1, SHAE2_10020.2, SHAE2_10020.3	FGIG_00237
OG0000911	SHAE2_62180.1	FGIG_01294, FGIG_01295
OG0000912	SHAE2_6970.7, SHAE2_6970.10, SHAE2_6970.8, SHAE2_6970.11, SHAE2_6970.4, SHAE2_6970.5, SHAE2_6970.6, SHAE2_6970.9, SHAE2_6970.2, SHAE2_6970.1, SHAE2_6970.3	FGIG_01540
OG0000913	SHAE2_33740.3, SHAE2_33740.1, SHAE2_33740.4, SHAE2_33740.5, SHAE2_33740.2	FGIG_01566, FGIG_05409, FGIG_02080, FGIG_02081
OG0000914	SHAE2_41490.3, SHAE2_41490.4, SHAE2_41490.2, SHAE2_41490.1, SHAE2_41490.5	FGIG_01782
OG0000915	SHAE2_31880.1	FGIG_02191
OG0000916	SHAE2_42590.1	FGIG_02554
OG0000917	SHAE2_89530.1	FGIG_02688, FGIG_12358, FGIG_11883
OG0000918	SHAE2_29010.1	FGIG_02932
OG0000919	SHAE2_89720.3, SHAE2_89720.1, SHAE2_89720.6, SHAE2_89720.5, SHAE2_89720.7, SHAE2_89720.2, SHAE2_89720.4	FGIG_03174
OG0000921	SHAE2_46300.5, SHAE2_46300.3, SHAE2_46300.1, SHAE2_46300.2, SHAE2_46300.4	FGIG_03378
OG0000922	SHAE2_7420.1	FGIG_08404
OG0000922	SHAE2_7410.1	FGIG_03416, FGIG_03417, FGIG_03413, FGIG_03412, FGIG_08184, FGIG_03414, FGIG_03415
OG0000923	SHAE2_98560.1	FGIG_03937
OG0000925	SHAE2_18470.3, SHAE2_18470.1, SHAE2_18470.2	FGIG_03997
