Orthogroup	schistosoma_haematobium	schistosoma_mattheei
OG0000715	SHAE2_29620.2, SHAE2_29620.1, SHAE2_29620.3, SHAE2_29620.6, SHAE2_29620.7, SHAE2_29620.8, SHAE2_29620.9, SHAE2_29620.4, SHAE2_29620.10, SHAE2_29620.5	SMTH1_30250.1
OG0000716	SHAE2_13580.1	SMTH1_13080.1
OG0000717	SHAE2_62980.1	SMTH1_65500.1, SMTH1_65490.1
OG0000718	SHAE2_79230.4, SHAE2_79230.2, SHAE2_79230.3, SHAE2_79230.1, SHAE2_79230.5, SHAE2_79230.6, SHAE2_79230.7, SHAE2_79230.8	SMTH1_83100.1
OG0000719	SHAE2_58310.4, SHAE2_58310.6, SHAE2_58310.1, SHAE2_58310.3, SHAE2_58310.5, SHAE2_58310.2	SMTH1_61310.1
OG0000720	SHAE2_81340.1	SMTH1_85480.1, SMTH1_85480.2, SMTH1_85480.5, SMTH1_85480.4, SMTH1_85480.3
OG0000721	SHAE2_49250.1	SMTH1_51020.1
OG0000722	SHAE2_5860.2, SHAE2_5860.3, SHAE2_5860.1, SHAE2_5860.4	SMTH1_6100.6, SMTH1_6100.3, SMTH1_6100.2, SMTH1_6100.5, SMTH1_6100.1, SMTH1_6100.4
OG0000723	SHAE2_81080.7, SHAE2_81080.2, SHAE2_81080.4	SMTH1_85220.2, SMTH1_85220.3
OG0000723	SHAE2_81080.5, SHAE2_81080.1, SHAE2_81080.8, SHAE2_81080.6, SHAE2_81080.3, SHAE2_81080.9	SMTH1_85220.5, SMTH1_85220.4, SMTH1_85220.1
OG0000724	SHAE2_44700.1, SHAE2_44700.3, SHAE2_44700.4, SHAE2_44700.2, SHAE2_44700.5, SHAE2_44700.6	SMTH1_46650.1, SMTH1_46650.5, SMTH1_46650.2, SMTH1_46650.3, SMTH1_46650.4, SMTH1_46650.6
OG0000725	SHAE2_81420.9, SHAE2_81420.10, SHAE2_81420.3, SHAE2_81420.2, SHAE2_81420.8, SHAE2_81420.1, SHAE2_81420.5, SHAE2_81420.6, SHAE2_81420.7, SHAE2_81420.4, SHAE2_81420.11	SMTH1_85630.3, SMTH1_85630.1, SMTH1_85630.6, SMTH1_85630.4, SMTH1_85630.5, SMTH1_85630.2
OG0000726	SHAE2_32100.1	SMTH1_107640.1
OG0000726	SHAE2_32110.1	SMTH1_33060.1
OG0000727	SHAE2_41680.1	SMTH1_42930.1
OG0000728	SHAE2_51660.7	SMTH1_54100.8
OG0000728	SHAE2_51660.6	SMTH1_54100.7
OG0000728	SHAE2_51660.3, SHAE2_51660.4, SHAE2_51660.5	SMTH1_54100.1, SMTH1_54100.2, SMTH1_54100.4, SMTH1_54100.5, SMTH1_54100.6, SMTH1_54100.3
OG0000729	SHAE2_10680.7, SHAE2_10680.1, SHAE2_10680.8, SHAE2_10680.10, SHAE2_10680.9, SHAE2_10680.5, SHAE2_10680.6, SHAE2_10680.4, SHAE2_10680.3, SHAE2_10680.2	SMTH1_10000.1
OG0000730	SHAE2_64100.2, SHAE2_64100.1	SMTH1_66840.1
OG0000731	SHAE2_80720.1, SHAE2_80720.5, SHAE2_80720.3, SHAE2_80720.2, SHAE2_80720.4	SMTH1_84850.4, SMTH1_84850.2, SMTH1_84850.1, SMTH1_84850.3, SMTH1_84850.5
OG0000732	SHAE2_4020.8	SMTH1_4050.1
OG0000733	SHAE2_3370.3, SHAE2_3370.1, SHAE2_3370.2	SMTH1_3420.1, SMTH1_3420.2, SMTH1_3420.3, SMTH1_3420.4
OG0000733	SHAE2_97590.1	SMTH1_102070.1
OG0000736	SHAE2_82540.1	SMTH1_86850.2, SMTH1_86850.1
OG0000737	SHAE2_11710.8, SHAE2_11710.6, SHAE2_11710.7, SHAE2_11710.11, SHAE2_11710.3, SHAE2_11710.2, SHAE2_11710.1, SHAE2_11710.5, SHAE2_11710.4, SHAE2_11710.10, SHAE2_11710.9	SMTH1_11110.1, SMTH1_11100.1
OG0000738	SHAE2_74250.1	SMTH1_77440.1
OG0000738	SHAE2_74250.2	SMTH1_77440.2
OG0000738	SHAE2_74240.1	SMTH1_77430.1
OG0000739	SHAE2_73900.1	SMTH1_63120.1
OG0000740	SHAE2_10220.1, SHAE2_10220.2	SMTH1_9510.2, SMTH1_9510.3, SMTH1_9510.1, SMTH1_9510.6, SMTH1_9510.4, SMTH1_9510.5
OG0000741	SHAE2_89630.1, SHAE2_89630.2, SHAE2_89630.3, SHAE2_89630.4, SHAE2_89630.5, SHAE2_89630.6, SHAE2_89630.7, SHAE2_89630.10, SHAE2_89630.9, SHAE2_89630.8	SMTH1_93450.1, SMTH1_93450.2
OG0000742	SHAE2_92220.1, SHAE2_92220.2, SHAE2_18710.1, SHAE2_18720.1, SHAE2_18720.2	SMTH1_66660.1
OG0000742	SHAE2_93070.1	SMTH1_51350.1, SMTH1_51350.2, SMTH1_51360.1
OG0000743	SHAE2_24740.3, SHAE2_24740.4, SHAE2_24740.1, SHAE2_24740.2	SMTH1_25030.4, SMTH1_25030.1, SMTH1_25030.2, SMTH1_25030.3, SMTH1_25030.6, SMTH1_25030.5
OG0000744	SHAE2_4120.1	SMTH1_4160.1, SMTH1_4160.3, SMTH1_4160.4, SMTH1_4160.5, SMTH1_4160.2
OG0000745	SHAE2_40970.6, SHAE2_40970.2, SHAE2_40970.3, SHAE2_40970.5, SHAE2_40970.1, SHAE2_40970.7, SHAE2_40970.4	SMTH1_42080.1, SMTH1_42080.3, SMTH1_42080.2, SMTH1_42080.5, SMTH1_42080.4
OG0000746	SHAE2_64800.1	SMTH1_67520.1, SMTH1_67520.2
OG0000747	SHAE2_45720.1	SMTH1_47760.1
OG0000748	SHAE2_74660.1	SMTH1_77920.1
OG0000749	SHAE2_74040.10, SHAE2_74040.9, SHAE2_74040.5, SHAE2_74040.11, SHAE2_74040.6, SHAE2_74040.7, SHAE2_74040.1, SHAE2_74040.3, SHAE2_74040.4, SHAE2_74040.8, SHAE2_74040.12, SHAE2_74040.2	SMTH1_77210.1
OG0000750	SHAE2_78820.2, SHAE2_78820.4, SHAE2_78820.3, SHAE2_78820.1	SMTH1_82710.1
OG0000751	SHAE2_5990.1	SMTH1_6240.1
OG0000751	SHAE2_2890.1, SHAE2_2800.1	SMTH1_3050.1, SMTH1_3050.3, SMTH1_3050.2, SMTH1_3010.1, SMTH1_3050.4
OG0000752	SHAE2_98130.2, SHAE2_98130.3, SHAE2_98130.1	SMTH1_102980.1
OG0000752	SHAE2_102390.1	SMTH1_103060.1, SMTH1_103060.2
OG0000753	SHAE2_87310.1	SMTH1_92010.1
OG0000754	SHAE2_53610.1, SHAE2_53610.2	SMTH1_56270.1
OG0000755	SHAE2_79980.1, SHAE2_79980.3	SMTH1_83910.1
OG0000755	SHAE2_79980.2	SMTH1_83910.2, SMTH1_83910.3, SMTH1_83910.4, SMTH1_83910.5, SMTH1_83910.7, SMTH1_83910.8, SMTH1_83910.6
OG0000756	SHAE2_41950.5, SHAE2_41950.9, SHAE2_41950.6, SHAE2_41950.1, SHAE2_41950.3, SHAE2_41950.2, SHAE2_41950.4, SHAE2_41950.7, SHAE2_41950.8, SHAE2_41950.10	SMTH1_43260.5, SMTH1_43260.1, SMTH1_43260.4, SMTH1_43260.2, SMTH1_43260.3, SMTH1_43260.7, SMTH1_43260.6
OG0000757	SHAE2_55830.3, SHAE2_55830.4, SHAE2_55830.5, SHAE2_55830.7, SHAE2_55830.8, SHAE2_55830.11, SHAE2_55830.10, SHAE2_55830.9, SHAE2_55830.6, SHAE2_55830.1, SHAE2_55830.2	SMTH1_58620.1
OG0000758	SHAE2_10710.2, SHAE2_10710.3, SHAE2_10710.5	SMTH1_10040.1, SMTH1_10040.3
OG0000759	SHAE2_56250.6, SHAE2_56250.5, SHAE2_56250.3, SHAE2_56250.1, SHAE2_56250.2, SHAE2_56250.4	SMTH1_59090.1, SMTH1_59080.1
OG0000760	SHAE2_83220.1	SMTH1_87640.1
OG0000761	SHAE2_56940.1, SHAE2_56940.2, SHAE2_56940.3, SHAE2_56940.4	SMTH1_59860.2, SMTH1_59860.3, SMTH1_59860.1, SMTH1_59860.4, SMTH1_59860.5
OG0000762	SHAE2_86300.1	SMTH1_89850.1
OG0000762	SHAE2_92630.1	SMTH1_96950.1
OG0000763	SHAE2_23590.10, SHAE2_23590.2, SHAE2_23590.6, SHAE2_23590.7, SHAE2_23590.8, SHAE2_23590.1, SHAE2_23590.11, SHAE2_23590.4, SHAE2_23590.9, SHAE2_23590.3, SHAE2_23590.5	SMTH1_21680.1, SMTH1_21680.2, SMTH1_21680.3, SMTH1_21680.4
OG0000764	SHAE2_10840.1	SMTH1_10180.3
OG0000764	SHAE2_10840.3, SHAE2_10840.2, SHAE2_10840.5, SHAE2_10840.4	SMTH1_10180.1, SMTH1_10180.2, SMTH1_10180.4, SMTH1_10180.5, SMTH1_10180.6
OG0000765	SHAE2_56230.1	SMTH1_59060.1
OG0000765	SHAE2_56240.1, SHAE2_56240.3, SHAE2_56240.2	SMTH1_59070.2
OG0000766	SHAE2_67440.1	SMTH1_70180.1
OG0000767	SHAE2_69550.4, SHAE2_69550.3, SHAE2_69550.1, SHAE2_69550.2	SMTH1_72600.1, SMTH1_72600.3, SMTH1_72600.4, SMTH1_72600.2
OG0000768	SHAE2_42930.1	SMTH1_44560.3, SMTH1_44560.2, SMTH1_44560.1, SMTH1_44560.4
OG0000769	SHAE2_2470.1, SHAE2_2470.2	SMTH1_2600.1
OG0000770	SHAE2_20050.1, SHAE2_20050.2, SHAE2_20050.3, SHAE2_20050.5, SHAE2_20050.6, SHAE2_20050.4	SMTH1_19780.1
OG0000771	SHAE2_84360.1, SHAE2_84360.2	SMTH1_88940.1
OG0000771	SHAE2_84400.1	SMTH1_88970.1, SMTH1_88970.2, SMTH1_88940.2
OG0000772	SHAE2_18860.1, SHAE2_18940.1, SHAE2_18920.1, SHAE2_18850.1	SMTH1_18570.1
OG0000773	SHAE2_28010.1, SHAE2_28010.2, SHAE2_28010.3	SMTH1_28520.1, SMTH1_28520.3, SMTH1_28520.10, SMTH1_28520.6, SMTH1_28520.8, SMTH1_28520.12, SMTH1_28520.5, SMTH1_28520.9, SMTH1_28520.11, SMTH1_28520.4, SMTH1_28520.7, SMTH1_28520.2
OG0000774	SHAE2_50420.2, SHAE2_50420.5, SHAE2_50420.1	SMTH1_52570.1, SMTH1_52570.2
OG0000774	SHAE2_50420.3, SHAE2_50420.4, SHAE2_50420.6, SHAE2_50420.7	SMTH1_52580.1
OG0000775	SHAE2_54950.1	SMTH1_57640.1
OG0000776	SHAE2_49230.1, SHAE2_49230.2	SMTH1_51040.1
OG0000776	SHAE2_60210.1	SMTH1_62890.1, SMTH1_62890.2
OG0000777	SHAE2_55490.2, SHAE2_55490.1, SHAE2_55490.3, SHAE2_55490.4, SHAE2_55490.5	SMTH1_58200.1
OG0000778	SHAE2_25120.2, SHAE2_25120.1	SMTH1_25480.1, SMTH1_25470.1
OG0000779	SHAE2_4230.1, SHAE2_4230.3, SHAE2_4230.2	SMTH1_4240.1, SMTH1_4250.1
OG0000780	SHAE2_16740.1	SMTH1_16610.1, SMTH1_16610.3, SMTH1_16610.4, SMTH1_16610.5, SMTH1_16610.2, SMTH1_16610.6, SMTH1_16610.7, SMTH1_16610.8
OG0000781	SHAE2_13090.1	SMTH1_12540.1
OG0000781	SHAE2_630.1, SHAE2_630.2, SHAE2_630.3	SMTH1_510.1, SMTH1_500.1
OG0000782	SHAE2_33920.1	SMTH1_35180.1
OG0000783	SHAE2_53890.1	SMTH1_56560.1, SMTH1_56570.1
OG0000784	SHAE2_33840.4, SHAE2_33840.7, SHAE2_33840.6, SHAE2_33840.8, SHAE2_33840.1, SHAE2_33840.2, SHAE2_33840.3, SHAE2_33840.5	SMTH1_35080.1, SMTH1_35070.1
OG0000785	SHAE2_62880.1, SHAE2_62880.3, SHAE2_62880.5, SHAE2_62880.6, SHAE2_62880.2, SHAE2_62880.4	SMTH1_65420.1
OG0000786	SHAE2_43660.7, SHAE2_43660.6, SHAE2_43660.8, SHAE2_43660.4, SHAE2_43660.5, SHAE2_43660.2, SHAE2_43660.3, SHAE2_43660.1	SMTH1_45450.3, SMTH1_45450.4, SMTH1_45450.1, SMTH1_45450.2
OG0000787	SHAE2_98280.1, SHAE2_98280.2	SMTH1_103200.3, SMTH1_103200.1, SMTH1_103200.2
OG0000787	SHAE2_63630.2, SHAE2_63630.1	SMTH1_66240.1
OG0000788	SHAE2_15340.1, SHAE2_15340.3, SHAE2_15340.9, SHAE2_15340.2, SHAE2_15340.6, SHAE2_15340.7	SMTH1_15130.2
OG0000788	SHAE2_15340.5, SHAE2_15340.4, SHAE2_15340.8	SMTH1_15130.1, SMTH1_15130.3
OG0000789	SHAE2_27810.1	SMTH1_28270.1
OG0000789	SHAE2_27800.1, SHAE2_27800.2, SHAE2_27800.3, SHAE2_27800.4	SMTH1_28250.1
OG0000790	SHAE2_42270.1, SHAE2_42270.3, SHAE2_42270.4, SHAE2_42270.5, SHAE2_42270.2, SHAE2_42270.6	SMTH1_43750.1
OG0000791	SHAE2_45580.3, SHAE2_45580.1, SHAE2_45580.2	SMTH1_47620.1
OG0000792	SHAE2_6160.1, SHAE2_6160.2	SMTH1_6460.2, SMTH1_6460.3, SMTH1_6460.5, SMTH1_6460.1, SMTH1_6460.4, SMTH1_6460.6
OG0000793	SHAE2_37000.6, SHAE2_37000.8, SHAE2_37000.7, SHAE2_37000.2, SHAE2_37000.1, SHAE2_37000.3, SHAE2_37000.4, SHAE2_37000.5	SMTH1_37990.1
OG0000794	SHAE2_11930.1	SMTH1_11410.1, SMTH1_11410.2, SMTH1_11410.3, SMTH1_11410.8, SMTH1_11410.4, SMTH1_11410.7, SMTH1_11410.5, SMTH1_11410.6
OG0000795	SHAE2_100770.1	SMTH1_105730.1
OG0000796	SHAE2_17770.1	SMTH1_17520.1
OG0000796	SHAE2_17760.1	SMTH1_17510.1
OG0000797	SHAE2_23330.3, SHAE2_23330.1, SHAE2_23330.2	SMTH1_21980.3, SMTH1_21980.2, SMTH1_21980.5, SMTH1_21980.6, SMTH1_21980.4, SMTH1_21980.1
OG0000798	SHAE2_1610.2, SHAE2_1610.1, SHAE2_1610.3	SMTH1_40700.1, SMTH1_1540.1, SMTH1_1540.4, SMTH1_1540.2, SMTH1_1540.3
OG0000799	SHAE2_71050.1, SHAE2_71050.2, SHAE2_71050.3, SHAE2_71050.4, SHAE2_71050.5, SHAE2_71050.6, SHAE2_71050.7, SHAE2_71050.8	SMTH1_74240.1
OG0000800	SHAE2_11860.2, SHAE2_11860.5, SHAE2_11860.4, SHAE2_11860.3, SHAE2_11860.1	SMTH1_11290.1, SMTH1_11280.1
OG0000801	SHAE2_17670.1, SHAE2_17670.3, SHAE2_17670.2, SHAE2_17670.4	SMTH1_17420.1, SMTH1_17420.2, SMTH1_17420.3, SMTH1_17420.4
OG0000802	SHAE2_77750.1	SMTH1_81570.1
OG0000802	SHAE2_62560.1	SMTH1_65130.1
OG0000803	SHAE2_83610.1	SMTH1_88060.5, SMTH1_88040.1, SMTH1_88040.2, SMTH1_88040.3
OG0000803	SHAE2_83610.2	SMTH1_88040.6, SMTH1_88060.3, SMTH1_88060.8, SMTH1_88060.9, SMTH1_88040.4, SMTH1_88040.5, SMTH1_88060.1, SMTH1_88060.2, SMTH1_88060.4, SMTH1_88060.6, SMTH1_88060.7
OG0000804	SHAE2_44230.4, SHAE2_44230.2, SHAE2_44230.3, SHAE2_44230.6, SHAE2_44230.5	SMTH1_46020.1
OG0000805	SHAE2_39300.2, SHAE2_39300.3	SMTH1_40300.1, SMTH1_40300.5
OG0000806	SHAE2_78160.1, SHAE2_78160.2, SHAE2_78160.3	SMTH1_82030.1, SMTH1_82030.2, SMTH1_82030.4, SMTH1_82030.5, SMTH1_82030.6, SMTH1_82030.8, SMTH1_82030.3, SMTH1_82030.7
OG0000807	SHAE2_103460.2, SHAE2_103460.1	SMTH1_11020.1, SMTH1_11020.2
OG0000808	SHAE2_98840.1	SMTH1_103790.1
OG0000808	SHAE2_98850.1, SHAE2_98850.2	SMTH1_103800.1
OG0000809	SHAE2_96350.1, SHAE2_96360.1	SMTH1_100870.1, SMTH1_100870.2, SMTH1_100870.3
OG0000810	SHAE2_27390.1, SHAE2_27390.2, SHAE2_27390.3	SMTH1_27760.1
OG0000811	SHAE2_12850.1, SHAE2_12850.2, SHAE2_12850.3, SHAE2_12850.4, SHAE2_12850.5, SHAE2_12850.6	SMTH1_12380.1, SMTH1_12380.2, SMTH1_12380.3, SMTH1_12380.4
OG0000812	SHAE2_13870.1, SHAE2_13870.2, SHAE2_13870.5, SHAE2_13870.6, SHAE2_13870.7, SHAE2_13870.9, SHAE2_13870.8, SHAE2_13870.3, SHAE2_13870.4	SMTH1_13480.1, SMTH1_13480.2, SMTH1_13480.3, SMTH1_13480.4, SMTH1_13480.5, SMTH1_13480.6, SMTH1_13480.7, SMTH1_13480.8, SMTH1_13480.9
OG0000813	SHAE2_91820.3, SHAE2_91820.5, SHAE2_91820.1, SHAE2_91820.2	SMTH1_95930.1
OG0000814	SHAE2_67650.3, SHAE2_67650.1, SHAE2_67650.2	SMTH1_70610.1
OG0000815	SHAE2_63610.1	SMTH1_66210.1, SMTH1_66210.2
OG0000816	SHAE2_103250.1	SMTH1_93040.1, SMTH1_93040.2, SMTH1_93040.3, SMTH1_93040.4
OG0000817	SHAE2_93780.1, SHAE2_93780.2, SHAE2_93780.3, SHAE2_93780.5, SHAE2_93780.6, SHAE2_93780.4	SMTH1_98120.1, SMTH1_98120.2, SMTH1_98120.3, SMTH1_98120.4
OG0000818	SHAE2_13320.1	SMTH1_12800.1, SMTH1_12800.2, SMTH1_12800.3, SMTH1_12800.4
OG0000819	SHAE2_69700.1, SHAE2_69700.2, SHAE2_69700.4, SHAE2_69700.3	SMTH1_72750.2, SMTH1_72750.3, SMTH1_72750.1, SMTH1_72750.6, SMTH1_72750.7, SMTH1_72750.4, SMTH1_72750.5
OG0000820	SHAE2_89890.1	SMTH1_93740.1
OG0000820	SHAE2_30150.1	SMTH1_30910.1
OG0000821	SHAE2_52370.2	SMTH1_54930.1
OG0000822	SHAE2_78940.1	SMTH1_82810.8, SMTH1_82810.1, SMTH1_82810.4, SMTH1_82810.2, SMTH1_82810.3, SMTH1_82810.7, SMTH1_82810.5, SMTH1_82810.6
OG0000823	SHAE2_56640.1	SMTH1_59480.1
OG0000823	SHAE2_98200.1	SMTH1_103140.1
OG0000823	SHAE2_98230.1	SMTH1_103150.1
OG0000824	SHAE2_3630.3	SMTH1_3700.1
OG0000825	SHAE2_81550.1	SMTH1_85800.2, SMTH1_85800.3
OG0000826	SHAE2_58500.8, SHAE2_58500.1, SHAE2_58500.4, SHAE2_58500.2, SHAE2_58500.3, SHAE2_58500.5, SHAE2_58500.6, SHAE2_58500.7	SMTH1_61500.1, SMTH1_61500.2, SMTH1_61500.3
OG0000827	SHAE2_79890.1	SMTH1_83820.1
OG0000827	SHAE2_79880.1, SHAE2_79880.2	SMTH1_83810.1
OG0000829	SHAE2_20640.5, SHAE2_20640.3, SHAE2_20640.4	SMTH1_20390.3, SMTH1_20390.7
OG0000830	SHAE2_52150.6, SHAE2_52150.7, SHAE2_52150.2, SHAE2_52150.4, SHAE2_52150.1, SHAE2_52150.3	SMTH1_54680.1
OG0000831	SHAE2_45320.1, SHAE2_45320.2, SHAE2_45320.3, SHAE2_45320.4, SHAE2_45320.5, SHAE2_45320.6	SMTH1_47320.1, SMTH1_47320.2
OG0000832	SHAE2_64400.2, SHAE2_64400.3, SHAE2_64400.4	SMTH1_67120.3, SMTH1_67120.5, SMTH1_67120.7, SMTH1_67120.2, SMTH1_67120.4, SMTH1_67120.6
OG0000832	SHAE2_64400.1	SMTH1_67120.1
OG0000833	SHAE2_36180.4, SHAE2_36180.1, SHAE2_36180.2, SHAE2_36180.3	SMTH1_37000.1
OG0000834	SHAE2_51980.2, SHAE2_51980.6, SHAE2_51980.10, SHAE2_51980.8, SHAE2_51980.1, SHAE2_51980.3, SHAE2_51980.9, SHAE2_51980.4, SHAE2_51980.5, SHAE2_51980.7	SMTH1_54470.2, SMTH1_54470.3, SMTH1_54470.1, SMTH1_54470.4
OG0000835	SHAE2_40980.3, SHAE2_40980.1, SHAE2_40980.2, SHAE2_40980.4	SMTH1_42090.1, SMTH1_42100.1
OG0000837	SHAE2_34640.3, SHAE2_34640.2, SHAE2_34640.5, SHAE2_34640.4, SHAE2_34640.1	SMTH1_35910.1, SMTH1_35920.1
OG0000838	SHAE2_42070.2, SHAE2_42070.1, SHAE2_42070.3, SHAE2_42070.4, SHAE2_42070.5	SMTH1_43440.1
OG0000839	SHAE2_41460.10, SHAE2_41460.9, SHAE2_41460.2, SHAE2_41460.1, SHAE2_41460.4, SHAE2_41460.3, SHAE2_41460.5, SHAE2_41460.7, SHAE2_41460.6, SHAE2_41460.8	SMTH1_42660.1, SMTH1_42660.2, SMTH1_42660.3
OG0000840	SHAE2_74760.4, SHAE2_74760.6, SHAE2_74760.5, SHAE2_74760.2, SHAE2_74760.1, SHAE2_74760.3	SMTH1_78030.1, SMTH1_78030.2
OG0000841	SHAE2_22960.7, SHAE2_22960.3, SHAE2_22960.2, SHAE2_22960.6, SHAE2_22960.1, SHAE2_22960.5, SHAE2_22960.9, SHAE2_22960.8, SHAE2_22960.10, SHAE2_22960.4	SMTH1_22410.1
OG0000842	SHAE2_71320.2, SHAE2_71320.4, SHAE2_71320.1, SHAE2_71320.3	SMTH1_74480.1
OG0000843	SHAE2_86730.2, SHAE2_86730.1	SMTH1_91460.1, SMTH1_91460.2, SMTH1_91460.3
OG0000844	SHAE2_5760.1, SHAE2_5760.2, SHAE2_5760.4, SHAE2_5760.5, SHAE2_5760.3, SHAE2_5760.6	SMTH1_6020.1
OG0000845	SHAE2_95250.1, SHAE2_95250.2	SMTH1_99700.4, SMTH1_99700.6, SMTH1_99700.5, SMTH1_99700.2, SMTH1_99700.3, SMTH1_99700.1
OG0000846	SHAE2_19010.1	SMTH1_18630.7, SMTH1_18630.1, SMTH1_18630.2, SMTH1_18630.8, SMTH1_18630.4, SMTH1_18630.5, SMTH1_18630.3, SMTH1_18630.6
OG0000847	SHAE2_1530.1	SMTH1_1440.1
OG0000848	SHAE2_37610.3, SHAE2_37610.1, SHAE2_37610.5, SHAE2_37610.6, SHAE2_37610.2, SHAE2_37610.9, SHAE2_37610.11, SHAE2_37610.4, SHAE2_37610.7, SHAE2_37610.10, SHAE2_37610.12, SHAE2_37610.8	SMTH1_38620.1
OG0000849	SHAE2_42110.1, SHAE2_42110.3, SHAE2_42110.4, SHAE2_42110.7, SHAE2_42110.8, SHAE2_42110.2, SHAE2_42110.5, SHAE2_42110.6, SHAE2_42110.9, SHAE2_42110.11, SHAE2_42110.10, SHAE2_42110.12	SMTH1_43510.1, SMTH1_43520.1, SMTH1_43500.1
OG0000850	SHAE2_29600.4, SHAE2_29600.5, SHAE2_29600.6, SHAE2_29600.7, SHAE2_29600.8, SHAE2_29600.3, SHAE2_29600.1, SHAE2_29600.2	SMTH1_30210.1
OG0000851	SHAE2_96370.1, SHAE2_96370.2, SHAE2_96370.3, SHAE2_96370.5, SHAE2_96370.6, SHAE2_96370.4	SMTH1_100880.1
OG0000852	SHAE2_12680.8, SHAE2_12680.2, SHAE2_12680.3, SHAE2_12680.1, SHAE2_12680.5, SHAE2_12680.6, SHAE2_12680.7, SHAE2_12680.9, SHAE2_12680.4	SMTH1_12210.1
OG0000853	SHAE2_87270.3, SHAE2_87270.1, SHAE2_87270.2	SMTH1_91960.3, SMTH1_91960.1, SMTH1_91960.2
OG0000854	SHAE2_40330.1, SHAE2_40340.1	SMTH1_41500.1, SMTH1_41500.2, SMTH1_41500.3, SMTH1_41500.4
OG0000855	SHAE2_57770.1, SHAE2_57770.3, SHAE2_57770.2, SHAE2_57770.5, SHAE2_57770.6, SHAE2_57770.4	SMTH1_60720.1, SMTH1_60720.3, SMTH1_60720.4, SMTH1_60720.5, SMTH1_60720.2, SMTH1_60720.7, SMTH1_60720.6
OG0000856	SHAE2_3490.1, SHAE2_3490.12, SHAE2_3490.2, SHAE2_3490.4, SHAE2_3490.5, SHAE2_3490.7, SHAE2_3490.10, SHAE2_3490.13, SHAE2_3490.14, SHAE2_3490.6, SHAE2_3490.3, SHAE2_3490.9, SHAE2_3490.11, SHAE2_3490.8	SMTH1_3560.3, SMTH1_3560.4, SMTH1_3560.1, SMTH1_3560.2
OG0000857	SHAE2_4720.1, SHAE2_4720.2, SHAE2_4720.5	SMTH1_4810.1
OG0000858	SHAE2_5100.4, SHAE2_5100.1, SHAE2_5100.7, SHAE2_5100.6, SHAE2_5100.2, SHAE2_5100.3	SMTH1_5220.1
OG0000859	SHAE2_52760.3	SMTH1_55410.1
OG0000860	SHAE2_63890.1	SMTH1_66540.1
OG0000860	SHAE2_66610.2, SHAE2_66610.1	SMTH1_69520.1
OG0000861	SHAE2_13550.1, SHAE2_13550.2	SMTH1_13040.6, SMTH1_13040.4, SMTH1_13040.1, SMTH1_13040.10, SMTH1_13040.11, SMTH1_13040.9, SMTH1_13040.8, SMTH1_13040.3, SMTH1_13040.5, SMTH1_13040.7, SMTH1_13040.2
OG0000862	SHAE2_32280.1	SMTH1_33240.4, SMTH1_33240.1
OG0000862	SHAE2_32280.2, SHAE2_32280.3, SHAE2_32280.4	SMTH1_33240.2, SMTH1_33240.3
OG0000863	SHAE2_7890.1, SHAE2_7890.2	SMTH1_8360.1, SMTH1_8350.1
OG0000863	SHAE2_7880.1	SMTH1_8340.1
OG0000864	SHAE2_43260.1	SMTH1_44970.2, SMTH1_44970.5, SMTH1_44970.4, SMTH1_44970.1, SMTH1_44970.3
OG0000865	SHAE2_36140.2, SHAE2_36140.3, SHAE2_36140.1, SHAE2_36140.4, SHAE2_36140.5	SMTH1_36960.1
OG0000866	SHAE2_1040.2, SHAE2_1040.6, SHAE2_1040.1, SHAE2_1040.8, SHAE2_1040.7, SHAE2_1040.4, SHAE2_1040.5, SHAE2_1040.3	SMTH1_54890.1, SMTH1_760.2, SMTH1_760.1
OG0000867	SHAE2_7760.1, SHAE2_7760.2, SHAE2_7760.5, SHAE2_7760.3, SHAE2_7760.4, SHAE2_7760.6, SHAE2_7760.7	SMTH1_8210.1, SMTH1_8210.2, SMTH1_8210.5, SMTH1_8210.6, SMTH1_8210.3, SMTH1_8210.4, SMTH1_8210.7
OG0000868	SHAE2_84410.1	SMTH1_88980.1
OG0000868	SHAE2_84480.1, SHAE2_84440.1	SMTH1_89010.1, SMTH1_89040.1
OG0000870	SHAE2_1270.1	SMTH1_1120.1, SMTH1_1120.2
OG0000871	SHAE2_30920.11, SHAE2_30920.1, SHAE2_30920.2, SHAE2_30920.4, SHAE2_30920.5, SHAE2_30920.6, SHAE2_30920.7, SHAE2_30920.8, SHAE2_30920.9, SHAE2_30920.3, SHAE2_30920.10	SMTH1_31750.1, SMTH1_31750.2, SMTH1_31750.3
OG0000872	SHAE2_4600.1, SHAE2_4600.3, SHAE2_4600.4, SHAE2_4600.5, SHAE2_4600.6, SHAE2_4600.7, SHAE2_4600.2, SHAE2_4600.8	SMTH1_4660.1
OG0000873	SHAE2_91750.2, SHAE2_91750.5, SHAE2_91750.8, SHAE2_91750.4, SHAE2_91750.7, SHAE2_91750.3, SHAE2_91750.6, SHAE2_91750.1	SMTH1_95870.1
OG0000874	SHAE2_45890.1, SHAE2_45890.11, SHAE2_45890.2, SHAE2_45890.3, SHAE2_45890.4, SHAE2_45890.5, SHAE2_45890.7, SHAE2_45890.9, SHAE2_45890.6, SHAE2_45890.8, SHAE2_45890.10	SMTH1_47980.1
