Orthogroup	schistosoma_haematobium	schistosoma_japonicum
OG0000757	SHAE2_55830.3, SHAE2_55830.4, SHAE2_55830.5, SHAE2_55830.7, SHAE2_55830.8, SHAE2_55830.11, SHAE2_55830.10, SHAE2_55830.9, SHAE2_55830.6, SHAE2_55830.1, SHAE2_55830.2	EWB00_010635
OG0000758	SHAE2_10710.4, SHAE2_10710.1	EWB00_003069.2
OG0000759	SHAE2_56250.6, SHAE2_56250.5, SHAE2_56250.3, SHAE2_56250.1, SHAE2_56250.2, SHAE2_56250.4	EWB00_010667
OG0000760	SHAE2_83220.1	EWB00_001260
OG0000761	SHAE2_56940.1, SHAE2_56940.2, SHAE2_56940.3, SHAE2_56940.4	EWB00_006472.3, EWB00_006472.1, EWB00_006472.2, EWB00_006472.4
OG0000762	SHAE2_86300.1	EWB00_004406.1, EWB00_004406.2
OG0000762	SHAE2_92630.1	EWB00_007520.1, EWB00_007520.2, EWB00_007520.3
OG0000763	SHAE2_23590.10, SHAE2_23590.2, SHAE2_23590.6, SHAE2_23590.7, SHAE2_23590.8, SHAE2_23590.1, SHAE2_23590.11, SHAE2_23590.4, SHAE2_23590.9, SHAE2_23590.3, SHAE2_23590.5	EWB00_010343.3, EWB00_010343.1, EWB00_010343.2
OG0000764	SHAE2_10840.1, SHAE2_10840.3, SHAE2_10840.2, SHAE2_10840.5, SHAE2_10840.4	EWB00_003057
OG0000765	SHAE2_56230.1	EWB00_010665.1, EWB00_010665.3, EWB00_010665.2
OG0000765	SHAE2_56240.1, SHAE2_56240.3, SHAE2_56240.2	EWB00_010666
OG0000766	SHAE2_67440.1	EWB00_007134, EWB00_007139.1, EWB00_007139.2
OG0000767	SHAE2_69550.4, SHAE2_69550.3, SHAE2_69550.1, SHAE2_69550.2	EWB00_010512.1, EWB00_010512.2
OG0000768	SHAE2_42930.1	EWB00_003947.5, EWB00_003947.2, EWB00_003947.4, EWB00_003947.6, EWB00_003947.3, EWB00_003947.1, EWB00_003947.7
OG0000769	SHAE2_2470.1, SHAE2_2470.2	EWB00_004642
OG0000770	SHAE2_20050.1, SHAE2_20050.2, SHAE2_20050.3, SHAE2_20050.5, SHAE2_20050.6, SHAE2_20050.4	EWB00_000605.3, EWB00_000605.1, EWB00_000605.2
OG0000771	SHAE2_84360.1, SHAE2_84360.2, SHAE2_84390.1, SHAE2_84400.1	EWB00_010596.1, EWB00_010596.2
OG0000772	SHAE2_18860.1, SHAE2_18940.1, SHAE2_18920.1, SHAE2_18850.1	EWB00_007638
OG0000773	SHAE2_28010.1, SHAE2_28010.2, SHAE2_28010.3	EWB00_000303.1, EWB00_000303.2
OG0000774	SHAE2_50420.2, SHAE2_50420.5, SHAE2_50420.1, SHAE2_50420.3, SHAE2_50420.4, SHAE2_50420.6, SHAE2_50420.7	EWB00_008560.1, EWB00_008560.2
OG0000775	SHAE2_54950.1	EWB00_006506
OG0000776	SHAE2_49230.1, SHAE2_49230.2	EWB00_003632.1, EWB00_003632.2, EWB00_003632.3
OG0000776	SHAE2_60210.1	EWB00_005129.1, EWB00_005129.2, EWB00_005129.3, EWB00_005129.4, EWB00_005131
OG0000777	SHAE2_55490.2, SHAE2_55490.1, SHAE2_55490.3, SHAE2_55490.4, SHAE2_55490.5, SHAE2_55490.6	EWB00_006815, EWB00_006816
OG0000778	SHAE2_25120.2, SHAE2_25120.1	EWB00_007548.1, EWB00_007548.2, EWB00_007549
OG0000779	SHAE2_4230.1, SHAE2_4230.3, SHAE2_4230.2	EWB00_009077
OG0000780	SHAE2_16740.1	EWB00_002317
OG0000781	SHAE2_13090.1	EWB00_009388
OG0000781	SHAE2_630.1, SHAE2_630.2, SHAE2_630.3	EWB00_003590
OG0000782	SHAE2_33920.1	EWB00_010893
OG0000783	SHAE2_53890.1	EWB00_008411.1, EWB00_008411.4, EWB00_008411.2, EWB00_008411.3
OG0000784	SHAE2_33840.4, SHAE2_33840.7, SHAE2_33840.6, SHAE2_33840.8, SHAE2_33840.1, SHAE2_33840.2, SHAE2_33840.3, SHAE2_33840.5	EWB00_002586.1, EWB00_002586.2
OG0000785	SHAE2_62880.1, SHAE2_62880.3, SHAE2_62880.5, SHAE2_62880.6, SHAE2_62880.2, SHAE2_62880.4	EWB00_011250, EWB00_011248
OG0000786	SHAE2_43660.7, SHAE2_43660.6, SHAE2_43660.8, SHAE2_43660.4, SHAE2_43660.5, SHAE2_43660.2, SHAE2_43660.3, SHAE2_43660.1	EWB00_007803.1, EWB00_007803.2
OG0000787	SHAE2_98280.1, SHAE2_98280.2	EWB00_002246, EWB00_005725, EWB00_002247.1, EWB00_002247.2, EWB00_002247.3
OG0000787	SHAE2_63630.2, SHAE2_63630.1	EWB00_003865
OG0000789	SHAE2_27810.1	EWB00_000270
OG0000789	SHAE2_27800.1, SHAE2_27800.2, SHAE2_27800.3, SHAE2_27800.4	EWB00_000269
OG0000790	SHAE2_42270.1, SHAE2_42270.3, SHAE2_42270.4, SHAE2_42270.5, SHAE2_42270.2, SHAE2_42270.6	EWB00_006178.2, EWB00_006178.1, EWB00_006178.3
OG0000791	SHAE2_45580.3, SHAE2_45580.1, SHAE2_45580.2	EWB00_006403
OG0000792	SHAE2_6160.1, SHAE2_6160.2	EWB00_006328.2, EWB00_006328.1, EWB00_006328.4, EWB00_006328.3
OG0000793	SHAE2_37000.6, SHAE2_37000.8, SHAE2_37000.7, SHAE2_37000.2, SHAE2_37000.1, SHAE2_37000.3, SHAE2_37000.4, SHAE2_37000.5	EWB00_003428.1, EWB00_003428.2, EWB00_003428.3
OG0000794	SHAE2_11930.1	EWB00_000465
OG0000795	SHAE2_100770.1	EWB00_005844
OG0000796	SHAE2_17770.1	EWB00_010273
OG0000796	SHAE2_17760.1	EWB00_010274
OG0000797	SHAE2_23330.3, SHAE2_23330.1, SHAE2_23330.2	EWB00_010326.1, EWB00_010326.2
OG0000798	SHAE2_1610.2, SHAE2_1610.1, SHAE2_1610.3	EWB00_010249.3, EWB00_010249.2, EWB00_010249.1
OG0000799	SHAE2_71050.1, SHAE2_71050.2, SHAE2_71050.3, SHAE2_71050.4, SHAE2_71050.5, SHAE2_71050.6, SHAE2_71050.7, SHAE2_71050.8	EWB00_009828
OG0000800	SHAE2_11860.2, SHAE2_11860.5, SHAE2_11860.4, SHAE2_11860.3, SHAE2_11860.1	EWB00_009622.1, EWB00_009622.2
OG0000801	SHAE2_17670.1, SHAE2_17670.3, SHAE2_17670.2, SHAE2_17670.4	EWB00_004124.2, EWB00_004124.1, EWB00_004124.3
OG0000802	SHAE2_77750.1	EWB00_004540.1, EWB00_004540.3, EWB00_004540.4, EWB00_004540.2, EWB00_004540.5, EWB00_004540.6
OG0000802	SHAE2_62560.1	EWB00_010034.3, EWB00_010034.1, EWB00_010034.2
OG0000803	SHAE2_83610.1, SHAE2_83610.2	EWB00_008177
OG0000804	SHAE2_44230.4, SHAE2_44230.2, SHAE2_44230.3, SHAE2_44230.6, SHAE2_44230.5, SHAE2_44230.1	EWB00_007663.1, EWB00_007663.2
OG0000805	SHAE2_39300.5, SHAE2_39300.6, SHAE2_39300.1, SHAE2_39300.4, SHAE2_39300.2, SHAE2_39300.3	EWB00_004312
OG0000806	SHAE2_78160.1, SHAE2_78160.2, SHAE2_78160.3	EWB00_003447.1, EWB00_003447.2, EWB00_003447.3
OG0000807	SHAE2_103460.2, SHAE2_103460.1	EWB00_009187.1, EWB00_009187.2, EWB00_009187.3, EWB00_009187.4, EWB00_009187.5, EWB00_009187.6, EWB00_009187.7
OG0000808	SHAE2_98840.1	EWB00_005876
OG0000808	SHAE2_98850.1, SHAE2_98850.2	EWB00_005875.2
OG0000809	SHAE2_96350.1, SHAE2_96360.1	EWB00_000329.1, EWB00_000329.2
OG0000810	SHAE2_27390.1, SHAE2_27390.2, SHAE2_27390.3	EWB00_004213.1, EWB00_004213.3, EWB00_004213.2
OG0000811	SHAE2_12850.1, SHAE2_12850.2, SHAE2_12850.3, SHAE2_12850.4, SHAE2_12850.5, SHAE2_12850.6	EWB00_011073
OG0000812	SHAE2_13870.1, SHAE2_13870.2, SHAE2_13870.5, SHAE2_13870.6, SHAE2_13870.7, SHAE2_13870.9, SHAE2_13870.8, SHAE2_13870.3, SHAE2_13870.4	EWB00_008335.1, EWB00_008335.2
OG0000813	SHAE2_91820.3, SHAE2_91820.5, SHAE2_91820.1, SHAE2_91820.2, SHAE2_91820.4	EWB00_005286
OG0000814	SHAE2_67620.1, SHAE2_67650.3, SHAE2_67650.1, SHAE2_67650.2	EWB00_009225.1, EWB00_009225.2
OG0000815	SHAE2_63610.1	EWB00_003863.1, EWB00_003863.2
OG0000816	SHAE2_103250.1	EWB00_009447, EWB00_008278
OG0000817	SHAE2_93780.1, SHAE2_93780.2, SHAE2_93780.3, SHAE2_93780.5, SHAE2_93780.6, SHAE2_93780.4	EWB00_004470
OG0000818	SHAE2_13320.1	EWB00_009403.1, EWB00_009403.2, EWB00_009403.3
OG0000819	SHAE2_69700.1, SHAE2_69700.2, SHAE2_69700.4, SHAE2_69700.3	EWB00_010495.1, EWB00_010495.2, EWB00_010495.3
OG0000820	SHAE2_89890.1	EWB00_004486
OG0000821	SHAE2_52370.7, SHAE2_52370.10, SHAE2_52370.6, SHAE2_52370.8, SHAE2_52370.1, SHAE2_52370.11, SHAE2_52370.5, SHAE2_52370.9, SHAE2_52370.3, SHAE2_52370.4, SHAE2_52370.12, SHAE2_52370.13, SHAE2_52370.2	EWB00_008746.2, EWB00_008746.1, EWB00_008746.3
OG0000822	SHAE2_78940.1	EWB00_008230
OG0000823	SHAE2_56640.1	EWB00_005403.1, EWB00_005403.2
OG0000824	SHAE2_3630.3, SHAE2_3630.2, SHAE2_3630.1	EWB00_007317.1, EWB00_007317.2, EWB00_007317.4, EWB00_007317.3
OG0000825	SHAE2_81540.1, SHAE2_81540.2, SHAE2_81550.1, SHAE2_81530.1	EWB00_002017, EWB00_002019
OG0000826	SHAE2_58500.8, SHAE2_58500.1, SHAE2_58500.4, SHAE2_58500.2, SHAE2_58500.3, SHAE2_58500.5, SHAE2_58500.6, SHAE2_58500.7	EWB00_002201.1, EWB00_002201.2
OG0000827	SHAE2_79890.1	EWB00_010545
OG0000827	SHAE2_79880.1, SHAE2_79880.2	EWB00_004515, EWB00_004516
OG0000829	SHAE2_20640.1, SHAE2_20640.2, SHAE2_20640.5, SHAE2_20640.3, SHAE2_20640.4	EWB00_005456.1, EWB00_005456.2, EWB00_005456.3, EWB00_005456.4
OG0000830	SHAE2_52150.6, SHAE2_52150.7, SHAE2_52150.2, SHAE2_52150.4, SHAE2_52150.1, SHAE2_52150.3, SHAE2_52150.5	EWB00_004754.3, EWB00_004754.1, EWB00_004754.4, EWB00_004754.2
OG0000831	SHAE2_45320.1, SHAE2_45320.2, SHAE2_45320.3, SHAE2_45320.4, SHAE2_45320.5, SHAE2_45320.6	EWB00_002810.1, EWB00_002810.2
OG0000832	SHAE2_64400.7, SHAE2_64400.8, SHAE2_64400.2, SHAE2_64400.3, SHAE2_64400.4, SHAE2_64400.1	EWB00_011283.3, EWB00_011283.2, EWB00_011283.4, EWB00_011283.1
OG0000833	SHAE2_36180.4, SHAE2_36180.1, SHAE2_36180.2, SHAE2_36180.3	EWB00_002934.2, EWB00_002934.1, EWB00_002934.3
OG0000834	SHAE2_51980.2, SHAE2_51980.6, SHAE2_51980.10, SHAE2_51980.8, SHAE2_51980.1, SHAE2_51980.3, SHAE2_51980.9, SHAE2_51980.4, SHAE2_51980.5, SHAE2_51980.7	EWB00_008087
OG0000835	SHAE2_40980.3, SHAE2_40980.1, SHAE2_40980.2, SHAE2_40980.4	EWB00_003152
OG0000836	SHAE2_40290.1	EWB00_001297.1, EWB00_001297.2
OG0000837	SHAE2_34640.3, SHAE2_34640.2, SHAE2_34640.5, SHAE2_34640.4, SHAE2_34640.1	EWB00_003416, EWB00_003417.1, EWB00_003417.2
OG0000839	SHAE2_41460.10, SHAE2_41460.9, SHAE2_41460.2, SHAE2_41460.1, SHAE2_41460.4, SHAE2_41460.3, SHAE2_41460.5, SHAE2_41460.7, SHAE2_41460.6, SHAE2_41460.8	EWB00_005620.1, EWB00_005620.2
OG0000840	SHAE2_74760.4, SHAE2_74760.6, SHAE2_74760.5, SHAE2_74760.2, SHAE2_74760.1, SHAE2_74760.3	EWB00_007917
OG0000841	SHAE2_22960.7, SHAE2_22960.3, SHAE2_22960.2, SHAE2_22960.6, SHAE2_22960.1, SHAE2_22960.5, SHAE2_22960.9, SHAE2_22960.8, SHAE2_22960.10, SHAE2_22960.4	EWB00_002518
OG0000842	SHAE2_71320.2, SHAE2_71320.4, SHAE2_71320.1, SHAE2_71320.3	EWB00_009854.2, EWB00_009854.4, EWB00_009854.1, EWB00_009854.3
OG0000843	SHAE2_86730.2, SHAE2_86730.1	EWB00_001496.1, EWB00_001496.2
OG0000844	SHAE2_5760.1, SHAE2_5760.2, SHAE2_5760.4, SHAE2_5760.5, SHAE2_5760.3, SHAE2_5760.6	EWB00_006284.1, EWB00_006284.2
OG0000845	SHAE2_95250.1, SHAE2_95250.2	EWB00_001912.1, EWB00_001912.2
OG0000846	SHAE2_19010.1	EWB00_007643
OG0000847	SHAE2_1530.1	EWB00_007998.1, EWB00_007998.2
OG0000848	SHAE2_37610.3, SHAE2_37610.1, SHAE2_37610.5, SHAE2_37610.6, SHAE2_37610.2, SHAE2_37610.9, SHAE2_37610.11, SHAE2_37610.4, SHAE2_37610.7, SHAE2_37610.10, SHAE2_37610.12, SHAE2_37610.8	EWB00_008166.1, EWB00_008166.2
OG0000849	SHAE2_42110.1, SHAE2_42110.3, SHAE2_42110.4, SHAE2_42110.7, SHAE2_42110.8, SHAE2_42110.2, SHAE2_42110.5, SHAE2_42110.6, SHAE2_42110.9, SHAE2_42110.11, SHAE2_42110.10, SHAE2_42110.12	EWB00_006196.1, EWB00_006196.2, EWB00_006196.3
OG0000850	SHAE2_29600.4, SHAE2_29600.5, SHAE2_29600.6, SHAE2_29600.7, SHAE2_29600.8, SHAE2_29600.3, SHAE2_29600.1, SHAE2_29600.2	EWB00_002852.3, EWB00_002852.2, EWB00_002852.1
OG0000851	SHAE2_96370.1, SHAE2_96370.2, SHAE2_96370.3, SHAE2_96370.5, SHAE2_96370.6, SHAE2_96370.4	EWB00_000328.1, EWB00_000328.2, EWB00_000328.3
OG0000852	SHAE2_12680.8, SHAE2_12680.2, SHAE2_12680.3, SHAE2_12680.1, SHAE2_12680.5, SHAE2_12680.6, SHAE2_12680.7, SHAE2_12680.9, SHAE2_12680.4	EWB00_005534.1, EWB00_005534.2
OG0000853	SHAE2_87270.4, SHAE2_87270.3, SHAE2_87270.1, SHAE2_87270.2	EWB00_007019.2, EWB00_007019.1, EWB00_007019.3
OG0000854	SHAE2_40330.1, SHAE2_40340.1	EWB00_001300
OG0000855	SHAE2_57770.1, SHAE2_57770.3, SHAE2_57770.2, SHAE2_57770.5, SHAE2_57770.6, SHAE2_57770.4	EWB00_002162.3, EWB00_002162.1, EWB00_002162.2
OG0000856	SHAE2_3490.1, SHAE2_3490.12, SHAE2_3490.2, SHAE2_3490.4, SHAE2_3490.5, SHAE2_3490.7, SHAE2_3490.10, SHAE2_3490.13, SHAE2_3490.14, SHAE2_3490.6, SHAE2_3490.3, SHAE2_3490.9, SHAE2_3490.11, SHAE2_3490.8	EWB00_007570
OG0000857	SHAE2_4720.3, SHAE2_4720.4, SHAE2_4720.1, SHAE2_4720.2, SHAE2_4720.5	EWB00_004833
OG0000858	SHAE2_5100.4, SHAE2_5100.1, SHAE2_5100.7, SHAE2_5100.6, SHAE2_5100.2, SHAE2_5100.3, SHAE2_5100.8, SHAE2_5100.5	EWB00_000114
OG0000859	SHAE2_52760.1, SHAE2_52760.4, SHAE2_52760.3, SHAE2_52760.2	EWB00_007615.2, EWB00_007615.1
OG0000860	SHAE2_63890.1	EWB00_006576
OG0000860	SHAE2_66610.2, SHAE2_66610.1	EWB00_007725.1, EWB00_007725.2, EWB00_007725.3
OG0000861	SHAE2_13550.1, SHAE2_13550.2	EWB00_008437.3, EWB00_008437.4, EWB00_008437.5, EWB00_008437.1, EWB00_008437.2, EWB00_008437.6
OG0000862	SHAE2_32280.1, SHAE2_32280.2, SHAE2_32280.3, SHAE2_32280.4	EWB00_006009.2, EWB00_006009.4, EWB00_006009.1, EWB00_006009.3
OG0000863	SHAE2_7890.1, SHAE2_7890.2	EWB00_007798
OG0000864	SHAE2_43260.1	EWB00_003909.1, EWB00_003909.2, EWB00_003909.3, EWB00_003909.4
OG0000865	SHAE2_36140.2, SHAE2_36140.3, SHAE2_36140.1, SHAE2_36140.4, SHAE2_36140.5	EWB00_002940
OG0000866	SHAE2_1040.2, SHAE2_1040.6, SHAE2_1040.1, SHAE2_1040.8, SHAE2_1040.7, SHAE2_1040.4, SHAE2_1040.5, SHAE2_1040.3	EWB00_010228.1, EWB00_010228.2
OG0000867	SHAE2_7760.1, SHAE2_7760.2, SHAE2_7760.5, SHAE2_7760.3, SHAE2_7760.4, SHAE2_7760.6, SHAE2_7760.7	EWB00_008671
OG0000868	SHAE2_84410.1, SHAE2_84480.1, SHAE2_84440.1	EWB00_007500, EWB00_007483, EWB00_010377
OG0000869	SHAE2_94700.2, SHAE2_94700.5, SHAE2_94700.6, SHAE2_94700.1, SHAE2_94700.4, SHAE2_94700.3	EWB00_004947.5, EWB00_004947.7, EWB00_004947.1, EWB00_004947.3, EWB00_004947.4, EWB00_004947.6, EWB00_004947.2
OG0000871	SHAE2_30920.11, SHAE2_30920.1, SHAE2_30920.2, SHAE2_30920.4, SHAE2_30920.5, SHAE2_30920.6, SHAE2_30920.7, SHAE2_30920.8, SHAE2_30920.9, SHAE2_30920.3, SHAE2_30920.10	EWB00_003295.3, EWB00_003295.2, EWB00_003295.1
OG0000872	SHAE2_4600.1, SHAE2_4600.3, SHAE2_4600.4, SHAE2_4600.5, SHAE2_4600.6, SHAE2_4600.7, SHAE2_4600.2, SHAE2_4600.8	EWB00_009021
OG0000873	SHAE2_91750.2, SHAE2_91750.5, SHAE2_91750.8, SHAE2_91750.4, SHAE2_91750.7, SHAE2_91750.3, SHAE2_91750.6, SHAE2_91750.1	EWB00_005288.2, EWB00_005288.1, EWB00_005288.3
OG0000874	SHAE2_45890.1, SHAE2_45890.11, SHAE2_45890.2, SHAE2_45890.3, SHAE2_45890.4, SHAE2_45890.5, SHAE2_45890.7, SHAE2_45890.9, SHAE2_45890.6, SHAE2_45890.8, SHAE2_45890.10	EWB00_006372.1, EWB00_006372.2, EWB00_006372.3
OG0000875	SHAE2_66540.4, SHAE2_66540.3, SHAE2_66540.2, SHAE2_66540.1, SHAE2_66540.5	EWB00_007733.1, EWB00_007733.2, EWB00_007733.3
OG0000876	SHAE2_26230.2, SHAE2_26230.1, SHAE2_26230.3, SHAE2_26230.4	EWB00_007060
OG0000877	SHAE2_7810.1, SHAE2_7810.2, SHAE2_7810.4, SHAE2_7810.3	EWB00_007792.1, EWB00_007792.2, EWB00_007792.3, EWB00_007792.4
OG0000878	SHAE2_20630.1	EWB00_005455
OG0000879	SHAE2_62370.1, SHAE2_62390.1	EWB00_005194, EWB00_005192
OG0000880	SHAE2_84050.1, SHAE2_84050.10, SHAE2_84050.5, SHAE2_84050.11, SHAE2_84050.7, SHAE2_84050.3, SHAE2_84050.2, SHAE2_84050.4, SHAE2_84050.6, SHAE2_84050.8, SHAE2_84050.9	EWB00_002259
OG0000881	SHAE2_5120.1	EWB00_000111
OG0000881	SHAE2_96200.1, SHAE2_96170.1	EWB00_003254
OG0000882	SHAE2_24220.1	EWB00_002390
OG0000882	SHAE2_43040.2, SHAE2_43040.1, SHAE2_43040.3	EWB00_003934
OG0000883	SHAE2_43030.2, SHAE2_43030.1, SHAE2_43030.5, SHAE2_43030.6, SHAE2_43030.9, SHAE2_43030.3, SHAE2_43030.7, SHAE2_43030.8, SHAE2_43030.4	EWB00_003933
OG0000884	SHAE2_42310.1, SHAE2_42310.2	EWB00_006173.1, EWB00_006173.2, EWB00_006173.3
OG0000885	SHAE2_97940.1, SHAE2_97940.2, SHAE2_61010.1, SHAE2_130.1, SHAE2_130.2	EWB00_005106, EWB00_011234, EWB00_008306, EWB00_005490
OG0000886	SHAE2_74840.1, SHAE2_74840.3, SHAE2_74840.2	EWB00_007925.3, EWB00_007925.4, EWB00_007925.5, EWB00_007925.6, EWB00_007925.1, EWB00_007925.2
OG0000887	SHAE2_21790.2, SHAE2_21790.5, SHAE2_21790.4, SHAE2_21790.7, SHAE2_21790.3, SHAE2_21790.1, SHAE2_21790.6	EWB00_010345.3, EWB00_010345.1, EWB00_010345.2
OG0000888	SHAE2_83180.1	EWB00_001255
OG0000888	SHAE2_83190.1	EWB00_001258, EWB00_001257
OG0000889	SHAE2_30000.1, SHAE2_30000.2	EWB00_003369
OG0000890	SHAE2_43810.11, SHAE2_43810.2, SHAE2_43810.3, SHAE2_43810.4, SHAE2_43810.7, SHAE2_43810.6, SHAE2_43810.1, SHAE2_43810.10, SHAE2_43810.12, SHAE2_43810.5, SHAE2_43810.9, SHAE2_43810.8	EWB00_007984.1, EWB00_007984.2, EWB00_007984.3
OG0000891	SHAE2_40150.1	EWB00_001282.1, EWB00_001282.2, EWB00_001282.4, EWB00_001282.3
OG0000892	SHAE2_55260.3, SHAE2_55260.1, SHAE2_55260.2	EWB00_003556
OG0000894	SHAE2_93010.1, SHAE2_93010.4, SHAE2_93010.5, SHAE2_93010.6, SHAE2_93010.3, SHAE2_93010.2	EWB00_000728
OG0000895	SHAE2_46840.6, SHAE2_46840.1, SHAE2_46840.8, SHAE2_46840.5, SHAE2_46840.2, SHAE2_46840.7, SHAE2_46840.4, SHAE2_46840.3	EWB00_004915
OG0000896	SHAE2_22260.1, SHAE2_22280.2, SHAE2_22280.3, SHAE2_22280.1	EWB00_006414, EWB00_006410, EWB00_006413
OG0000897	SHAE2_11920.1, SHAE2_11920.2, SHAE2_11920.4, SHAE2_11920.3, SHAE2_11920.5	EWB00_000466.1, EWB00_000466.2
OG0000898	SHAE2_76400.1	EWB00_002760.1, EWB00_002760.2
OG0000899	SHAE2_16230.1	EWB00_009349.1, EWB00_009349.2, EWB00_009349.3
OG0000900	SHAE2_4170.1, SHAE2_4160.1	EWB00_000867.4, EWB00_000867.1, EWB00_000867.2, EWB00_000867.3
OG0000902	SHAE2_58360.2, SHAE2_58360.1	EWB00_002217
OG0000903	SHAE2_17420.3, SHAE2_17420.1, SHAE2_17420.2	EWB00_006459.1, EWB00_006459.4, EWB00_006459.3, EWB00_006459.2
OG0000904	SHAE2_5640.1	EWB00_008265.1, EWB00_008265.3, EWB00_008265.2
OG0000905	SHAE2_83350.2, SHAE2_83350.3, SHAE2_83350.5, SHAE2_83350.1, SHAE2_83350.4, SHAE2_83350.6, SHAE2_83350.7, SHAE2_83350.8	EWB00_002656
OG0000906	SHAE2_68040.1	EWB00_010433
OG0000907	SHAE2_79090.1, SHAE2_79090.2, SHAE2_79090.3, SHAE2_79090.4	EWB00_007247.3, EWB00_007247.1, EWB00_007247.2, EWB00_007247.4
OG0000908	SHAE2_28900.1	EWB00_005038.1, EWB00_005038.2
OG0000908	SHAE2_28890.1	EWB00_005040.1, EWB00_005039, EWB00_005040.2, EWB00_005040.3
OG0000908	SHAE2_28910.1, SHAE2_28920.1	EWB00_005037
OG0000910	SHAE2_10020.1, SHAE2_10020.2, SHAE2_10020.3	EWB00_008842
OG0000912	SHAE2_6970.7, SHAE2_6970.10, SHAE2_6970.8, SHAE2_6970.11, SHAE2_6970.4, SHAE2_6970.5, SHAE2_6970.6, SHAE2_6970.9, SHAE2_6970.2, SHAE2_6970.1, SHAE2_6970.3	EWB00_008987
OG0000913	SHAE2_33740.3, SHAE2_33740.1, SHAE2_33740.4, SHAE2_33740.5, SHAE2_33740.2	EWB00_004611, EWB00_002590, EWB00_004613
OG0000914	SHAE2_41490.3, SHAE2_41490.4, SHAE2_41490.2, SHAE2_41490.1, SHAE2_41490.5	EWB00_010144
OG0000915	SHAE2_31880.1	EWB00_006060.2, EWB00_006060.3, EWB00_006060.1, EWB00_006060.4
OG0000916	SHAE2_42590.1	EWB00_006143.1, EWB00_006143.2
OG0000917	SHAE2_89530.1	EWB00_010169.1, EWB00_010169.2
OG0000918	SHAE2_29010.1	EWB00_005030
OG0000919	SHAE2_89720.3, SHAE2_89720.1, SHAE2_89720.6, SHAE2_89720.5, SHAE2_89720.7, SHAE2_89720.2, SHAE2_89720.4	EWB00_007296
OG0000921	SHAE2_46300.5, SHAE2_46300.3, SHAE2_46300.1, SHAE2_46300.2, SHAE2_46300.4	EWB00_008259
OG0000922	SHAE2_7420.1	EWB00_008533
OG0000923	SHAE2_98560.1	EWB00_008972.4, EWB00_008972.1, EWB00_008972.3, EWB00_008972.2
OG0000925	SHAE2_18470.3, SHAE2_18470.1, SHAE2_18470.2	EWB00_002466.1, EWB00_002466.2
OG0000926	SHAE2_29380.1, SHAE2_29350.1, SHAE2_29350.2, SHAE2_29350.3, SHAE2_29350.5, SHAE2_29350.6, SHAE2_29350.4	EWB00_005002
OG0000927	SHAE2_23540.1	EWB00_010307.3, EWB00_010307.4, EWB00_010307.1, EWB00_010307.2
OG0000928	SHAE2_34570.1, SHAE2_34570.2	EWB00_003409
OG0000929	SHAE2_69200.1, SHAE2_69200.2, SHAE2_69200.3, SHAE2_69200.4	EWB00_002228.3, EWB00_002228.1, EWB00_002228.4, EWB00_002228.2
OG0000930	SHAE2_45250.1	EWB00_002801
OG0000931	SHAE2_75800.4, SHAE2_75800.6, SHAE2_75800.3, SHAE2_75800.2, SHAE2_75800.5, SHAE2_75800.1	EWB00_002742.3, EWB00_002742.1, EWB00_002742.2
OG0000932	SHAE2_1440.1, SHAE2_1440.2, SHAE2_1440.4, SHAE2_1440.5, SHAE2_1440.7, SHAE2_1440.9, SHAE2_1440.8, SHAE2_1440.3, SHAE2_1440.6	EWB00_008012.1, EWB00_008012.2
OG0000933	SHAE2_42680.5, SHAE2_42680.4, SHAE2_42680.6, SHAE2_42680.2, SHAE2_42680.1, SHAE2_42680.3	EWB00_004597
OG0000934	SHAE2_12000.3, SHAE2_12000.2, SHAE2_12000.1, SHAE2_12000.4	EWB00_009195.1, EWB00_009195.2
OG0000935	SHAE2_68500.1, SHAE2_68500.2, SHAE2_68500.3, SHAE2_68500.5, SHAE2_68500.4	EWB00_008912
OG0000936	SHAE2_99330.1	EWB00_004757.1, EWB00_004757.2
OG0000937	SHAE2_57510.1	EWB00_008129.1, EWB00_008129.2
OG0000938	SHAE2_63760.1, SHAE2_63760.2	EWB00_011164
OG0000939	SHAE2_92260.3, SHAE2_92260.4, SHAE2_92260.1, SHAE2_92260.2	EWB00_005274
OG0000940	SHAE2_6270.1, SHAE2_6270.2	EWB00_002044
OG0000941	SHAE2_34400.5, SHAE2_34400.3, SHAE2_34400.6, SHAE2_34400.2, SHAE2_34400.4, SHAE2_34400.1, SHAE2_34390.3, SHAE2_34390.1, SHAE2_34390.2	EWB00_007844
OG0000942	SHAE2_18000.2, SHAE2_18000.1, SHAE2_18000.4, SHAE2_18000.3, SHAE2_18000.5	EWB00_003098, EWB00_003099
OG0000943	SHAE2_31000.5, SHAE2_31000.2, SHAE2_31000.6, SHAE2_31000.3, SHAE2_31000.4, SHAE2_31000.1, SHAE2_31000.7	EWB00_000645
OG0000944	SHAE2_61850.3, SHAE2_61850.1, SHAE2_61850.2	EWB00_010860.1, EWB00_010860.2
OG0000945	SHAE2_13200.1	EWB00_004193.4, EWB00_004193.2, EWB00_004193.3, EWB00_004193.5, EWB00_004193.1
OG0000946	SHAE2_10570.5, SHAE2_10570.1, SHAE2_10570.4, SHAE2_10570.2, SHAE2_10570.3	EWB00_005652, EWB00_003083, EWB00_003088
