Orthogroup	schistosoma_haematobium	s.mekongi
OG0001344	SHAE2_81430.2, SHAE2_81430.5, SHAE2_81430.1, SHAE2_81430.3, SHAE2_81430.6, SHAE2_81430.8, SHAE2_81430.4, SHAE2_81430.7, SHAE2_81430.9	KAK4470426.1
OG0001345	SHAE2_45220.3, SHAE2_45220.1, SHAE2_45220.2, SHAE2_45220.4, SHAE2_45220.6, SHAE2_45220.5	KAK4473469.1
OG0001346	SHAE2_16470.2, SHAE2_16470.3, SHAE2_16470.8, SHAE2_16470.9, SHAE2_16470.1, SHAE2_16460.1, SHAE2_16460.2, SHAE2_16460.3, SHAE2_16470.5, SHAE2_16470.6, SHAE2_16470.4, SHAE2_16470.10, SHAE2_16470.7	KAK4474563.1
OG0001347	SHAE2_36700.1, SHAE2_36700.2, SHAE2_36700.3	KAK4472285.1
OG0001348	SHAE2_38770.1	KAK4474058.1
OG0001349	SHAE2_17270.2, SHAE2_17270.7, SHAE2_17270.1, SHAE2_17270.4, SHAE2_17270.6, SHAE2_17270.3, SHAE2_17270.5, SHAE2_17270.8, SHAE2_17270.10, SHAE2_17270.9, SHAE2_17270.11	KAK4475304.1
OG0001350	SHAE2_33480.1, SHAE2_33480.5, SHAE2_33480.3, SHAE2_33480.4, SHAE2_33480.7, SHAE2_33480.2, SHAE2_33480.6	KAK4472671.1
OG0001351	SHAE2_25990.3, SHAE2_25990.4, SHAE2_25990.1, SHAE2_25990.2	KAK4473300.1
OG0001352	SHAE2_26300.2, SHAE2_26300.3, SHAE2_26300.4, SHAE2_26300.5, SHAE2_26300.1, SHAE2_26300.6	KAK4473285.1
OG0001353	SHAE2_66820.7, SHAE2_66820.8, SHAE2_66820.2, SHAE2_66820.4, SHAE2_66820.5, SHAE2_66820.6, SHAE2_66820.3, SHAE2_66820.1	KAK4471694.1
OG0001354	SHAE2_68860.1, SHAE2_68860.2, SHAE2_68860.3	KAK4471128.1
OG0001355	SHAE2_63600.2, SHAE2_63600.5, SHAE2_63600.3, SHAE2_63600.4, SHAE2_63600.1	KAK4472013.1
OG0001356	SHAE2_76530.2, SHAE2_76530.1	KAK4470235.1
OG0001357	SHAE2_42370.3, SHAE2_42370.1, SHAE2_42370.2	KAK4473732.1
OG0001358	SHAE2_93970.1, SHAE2_93970.2, SHAE2_93970.3, SHAE2_93970.4	KAK4468661.1
OG0001359	SHAE2_77300.1	KAK4470296.1
OG0001361	SHAE2_30840.1, SHAE2_30840.2, SHAE2_30840.3, SHAE2_30840.4	KAK4472834.1
OG0001362	SHAE2_32890.3, SHAE2_32890.1, SHAE2_32890.2	KAK4472727.1
OG0001363	SHAE2_100330.1, SHAE2_100330.4, SHAE2_100330.2, SHAE2_100330.3	KAK4467637.1
OG0001364	SHAE2_90340.1	KAK4468089.1
OG0001365	SHAE2_82450.2, SHAE2_82450.1	KAK4470803.1
OG0001367	SHAE2_100910.1	KAK4467781.1
OG0001368	SHAE2_20160.1	KAK4475327.1
OG0001369	SHAE2_94630.7, SHAE2_94630.3, SHAE2_94630.4, SHAE2_94630.6, SHAE2_94630.1, SHAE2_94630.2, SHAE2_94630.5	KAK4468924.1
OG0001370	SHAE2_62460.1, SHAE2_62460.3, SHAE2_62460.4, SHAE2_62460.6, SHAE2_62460.2, SHAE2_62460.5	KAK4471090.1
OG0001371	SHAE2_39320.3, SHAE2_39320.1, SHAE2_39320.2, SHAE2_39320.4	KAK4474011.1
OG0001372	SHAE2_40090.6, SHAE2_40090.4, SHAE2_40090.3, SHAE2_40090.2, SHAE2_40090.1, SHAE2_40090.5	KAK4473839.1
OG0001373	SHAE2_2750.4, SHAE2_2750.1, SHAE2_2750.2, SHAE2_2750.5, SHAE2_2750.3	KAK4475524.1
OG0001374	SHAE2_64910.1, SHAE2_64910.2	KAK4471908.1
OG0001375	SHAE2_81720.1, SHAE2_81720.2	KAK4470400.1
OG0001376	SHAE2_92250.4, SHAE2_92250.5, SHAE2_92250.1, SHAE2_92250.2, SHAE2_92250.3, SHAE2_95680.1	KAK4468841.1
OG0001377	SHAE2_66300.1, SHAE2_66300.3, SHAE2_66300.2, SHAE2_66300.4, SHAE2_66300.5, SHAE2_66300.6	KAK4471750.1
OG0001378	SHAE2_3800.1	KAK4475624.1
OG0001379	SHAE2_74500.1	KAK4470300.1
OG0001380	SHAE2_63290.2, SHAE2_63290.3, SHAE2_63290.1, SHAE2_63290.4	KAK4472050.1
OG0001381	SHAE2_77720.1	KAK4470574.1
OG0001382	SHAE2_28940.1	KAK4472961.1
OG0001383	SHAE2_4650.1, SHAE2_4650.2	KAK4467561.1, KAK4467562.1, KAK4475694.1
OG0001384	SHAE2_93050.1, SHAE2_93050.2	KAK4467390.1
OG0001385	SHAE2_25610.1, SHAE2_25610.2, SHAE2_25610.4, SHAE2_25610.3	KAK4473334.1
OG0001387	SHAE2_92100.1, SHAE2_92100.2, SHAE2_92100.3, SHAE2_92100.4, SHAE2_92100.5	KAK4468825.1
OG0001388	SHAE2_13380.1, SHAE2_13380.3, SHAE2_13380.2	KAK4474533.1
OG0001389	SHAE2_49030.1	KAK4469569.1
OG0001390	SHAE2_42700.1, SHAE2_42700.2, SHAE2_42700.3, SHAE2_42700.4	KAK4473695.1, KAK4467327.1
OG0001391	SHAE2_37390.1	KAK4474184.1
OG0001392	SHAE2_14380.1, SHAE2_14380.2, SHAE2_14380.3	KAK4467529.1, KAK4467530.1, KAK4474649.1
OG0001393	SHAE2_18290.1	KAK4474810.1
OG0001394	SHAE2_80700.4, SHAE2_80700.3, SHAE2_80700.2, SHAE2_80700.1, SHAE2_80700.5, SHAE2_48400.1	KAK4470691.1
OG0001395	SHAE2_93900.1, SHAE2_93900.2	KAK4468666.1
OG0001395	SHAE2_27950.1	KAK4473275.1
OG0001397	SHAE2_66480.2, SHAE2_66480.1	KAK4471735.1
OG0001398	SHAE2_13140.1	KAK4474558.1
OG0001399	SHAE2_97290.3, SHAE2_97290.4, SHAE2_97300.1, SHAE2_97310.1, SHAE2_97290.2, SHAE2_97290.1	KAK4468491.1
OG0001400	SHAE2_85470.1, SHAE2_85470.2, SHAE2_85470.5, SHAE2_85470.4, SHAE2_85470.3	KAK4468320.1
OG0001401	SHAE2_53930.1, SHAE2_53920.1	KAK4469444.1
OG0001402	SHAE2_28290.1	KAK4472860.1
OG0001403	SHAE2_58290.1	KAK4469835.1
OG0001404	SHAE2_21740.1	KAK4475068.1
OG0001405	SHAE2_36300.1	KAK4472330.1
OG0001406	SHAE2_31510.1	KAK4472773.1
OG0001407	SHAE2_90100.1, SHAE2_90050.1	KAK4467966.1
OG0001408	SHAE2_26600.1	KAK4473060.1
OG0001409	SHAE2_52890.2, SHAE2_52890.4, SHAE2_52890.3, SHAE2_52890.1, SHAE2_52890.5	KAK4469219.1, KAK4469220.1
OG0001410	SHAE2_37790.1, SHAE2_37780.1	KAK4474146.1, KAK4474145.1
OG0001411	SHAE2_30820.1	KAK4472836.1
OG0001412	SHAE2_30910.1	KAK4472825.1, KAK4472824.1
OG0001413	SHAE2_99590.1, SHAE2_99590.2	KAK4467707.1
OG0001414	SHAE2_4850.3, SHAE2_4850.4, SHAE2_4850.6, SHAE2_4850.1, SHAE2_4850.5, SHAE2_4850.2, SHAE2_4850.9, SHAE2_4850.8, SHAE2_4850.7	KAK4475715.1
OG0001415	SHAE2_33620.4, SHAE2_33620.1, SHAE2_33620.2, SHAE2_33620.3	KAK4472656.1
OG0001416	SHAE2_16390.1	KAK4474571.1
OG0001417	SHAE2_14130.6, SHAE2_14130.3, SHAE2_14130.4, SHAE2_14130.5, SHAE2_14130.2, SHAE2_14130.1	KAK4474476.1
OG0001418	SHAE2_180.1, SHAE2_180.2	KAK4475658.1
OG0001420	SHAE2_86810.1	KAK4468277.1
OG0001421	SHAE2_39720.3, SHAE2_39720.4, SHAE2_39720.2, SHAE2_39720.5, SHAE2_39720.1, SHAE2_39720.6	KAK4473975.1
OG0001422	SHAE2_79510.6, SHAE2_79510.1, SHAE2_79510.3, SHAE2_79510.4, SHAE2_79510.7, SHAE2_79510.5, SHAE2_79510.9, SHAE2_79510.2, SHAE2_79510.8	KAK4470355.1
OG0001423	SHAE2_13060.1	KAK4474401.1
OG0001424	SHAE2_11260.2, SHAE2_11260.1	KAK4475978.1
OG0001425	SHAE2_27770.1, SHAE2_27770.3, SHAE2_27770.4, SHAE2_27770.2	KAK4473253.1
OG0001426	SHAE2_6760.1, SHAE2_6760.2	KAK4476100.1
OG0001427	SHAE2_28300.1	KAK4472853.1
OG0001428	SHAE2_102430.10, SHAE2_102430.8, SHAE2_102430.11, SHAE2_102430.1, SHAE2_102430.2, SHAE2_102430.5, SHAE2_102430.6, SHAE2_102430.7, SHAE2_102430.9, SHAE2_102430.3, SHAE2_102430.4	KAK4475537.1
OG0001429	SHAE2_56280.1	KAK4469523.1
OG0001430	SHAE2_58400.1	KAK4469826.1
OG0001430	SHAE2_58380.1, SHAE2_58390.1	KAK4469827.1
OG0001431	SHAE2_69640.1, SHAE2_69640.3, SHAE2_69640.2, SHAE2_69640.4	KAK4471244.1
OG0001432	SHAE2_23910.1	KAK4475480.1
OG0001433	SHAE2_22540.5, SHAE2_22540.3, SHAE2_22540.2, SHAE2_22540.4, SHAE2_22540.1	KAK4475337.1
OG0001434	SHAE2_100570.2, SHAE2_100570.4, SHAE2_100570.5, SHAE2_100570.1, SHAE2_100570.3	KAK4467660.1
OG0001435	SHAE2_81750.3, SHAE2_81750.4, SHAE2_81750.2, SHAE2_81750.1	KAK4470399.1
OG0001436	SHAE2_82160.1	KAK4470775.1
OG0001437	SHAE2_53310.1	KAK4469385.1
OG0001438	SHAE2_21180.3, SHAE2_21180.4, SHAE2_21180.5, SHAE2_21180.1, SHAE2_21180.2, SHAE2_21180.6	KAK4475129.1
OG0001439	SHAE2_80240.1, SHAE2_80240.3, SHAE2_80240.4, SHAE2_80240.2	KAK4470521.1
OG0001440	SHAE2_40240.1, SHAE2_40240.3, SHAE2_40240.2, SHAE2_40240.4	KAK4473854.1
OG0001441	SHAE2_95460.1	KAK4468533.1, KAK4468536.1
OG0001442	SHAE2_66550.1, SHAE2_66550.4, SHAE2_66550.3, SHAE2_66550.2	KAK4471727.1
OG0001443	SHAE2_21610.1	KAK4475081.1
OG0001444	SHAE2_77140.1, SHAE2_77140.2	KAK4470278.1
OG0001445	SHAE2_78150.2, SHAE2_78150.1	KAK4470607.1
OG0001446	SHAE2_47590.1, SHAE2_47600.1, SHAE2_47610.1, SHAE2_47620.1	KAK4467413.1, KAK4467414.1
OG0001447	SHAE2_84260.1	KAK4467426.1
OG0001447	SHAE2_84250.1	KAK4467428.1, KAK4467427.1
OG0001448	SHAE2_84240.1	KAK4470982.1
OG0001449	SHAE2_35990.7, SHAE2_35990.8, SHAE2_35990.4, SHAE2_35990.2, SHAE2_35990.3, SHAE2_35990.5, SHAE2_35990.1, SHAE2_35990.6	KAK4472371.1, KAK4472370.1
OG0001450	SHAE2_19350.3, SHAE2_19350.7, SHAE2_19350.1, SHAE2_19350.2, SHAE2_19350.4, SHAE2_19350.5, SHAE2_19350.6	KAK4474892.1
OG0001454	SHAE2_87080.4, SHAE2_87080.6, SHAE2_87080.1, SHAE2_87080.2, SHAE2_87080.3, SHAE2_87080.5	KAK4468255.1
OG0001455	SHAE2_102220.1, SHAE2_102220.2, SHAE2_102220.3, SHAE2_102220.4, SHAE2_102220.5, SHAE2_99850.1, SHAE2_99850.2, SHAE2_99850.3, SHAE2_99850.4	KAK4467822.1
OG0001456	SHAE2_73190.2, SHAE2_73190.1	KAK4471732.1
OG0001457	SHAE2_5780.3, SHAE2_5780.1, SHAE2_5780.2	KAK4475852.1
OG0001458	SHAE2_32440.1, SHAE2_32440.2, SHAE2_32440.3	KAK4472480.1
OG0001459	SHAE2_61050.1, SHAE2_61050.2, SHAE2_61050.3, SHAE2_61040.1	KAK4471159.1
OG0001460	SHAE2_38920.3, SHAE2_38920.2, SHAE2_38920.1, SHAE2_38920.5, SHAE2_38920.4	KAK4474046.1
OG0001461	SHAE2_30540.1, SHAE2_30540.2, SHAE2_30540.3	KAK4472865.1
OG0001462	SHAE2_61520.3, SHAE2_61520.1, SHAE2_61520.2	KAK4467568.1
OG0001463	SHAE2_63550.1, SHAE2_63570.1, SHAE2_63550.2	KAK4472017.1
OG0001464	SHAE2_56550.2, SHAE2_56550.1	KAK4469332.1
OG0001465	SHAE2_79730.4, SHAE2_79730.6, SHAE2_79730.5, SHAE2_79730.1, SHAE2_79730.2, SHAE2_79730.3	KAK4470015.1, KAK4470333.1
OG0001466	SHAE2_5560.1, SHAE2_5560.2, SHAE2_5560.3	KAK4475780.1, KAK4475777.1, KAK4467227.1
OG0001467	SHAE2_67070.3, SHAE2_67070.4, SHAE2_67070.1, SHAE2_67070.2	KAK4471670.1
OG0001468	SHAE2_5190.6, SHAE2_5190.2, SHAE2_5190.1, SHAE2_5190.3, SHAE2_5190.5, SHAE2_5190.4	KAK4475755.1
OG0001469	SHAE2_86670.1	KAK4468293.1
OG0001470	SHAE2_68850.1	KAK4471118.1
OG0001471	SHAE2_64620.1, SHAE2_64610.1	KAK4471762.1, KAK4471761.1
OG0001472	SHAE2_68740.4, SHAE2_68740.1, SHAE2_68740.2, SHAE2_68740.3	KAK4471954.1
OG0001473	SHAE2_78460.1	KAK4470641.1
OG0001474	SHAE2_43400.2, SHAE2_43400.3, SHAE2_43400.4, SHAE2_43400.1	KAK4473644.1
OG0001475	SHAE2_57750.3, SHAE2_57750.7, SHAE2_57750.1, SHAE2_57750.4, SHAE2_57750.5, SHAE2_57750.2, SHAE2_57750.6	KAK4469874.1
OG0001476	SHAE2_10300.4, SHAE2_10300.1, SHAE2_10300.2, SHAE2_10300.3	KAK4476002.1
OG0001477	SHAE2_59330.1, SHAE2_59330.2	KAK4469033.1
OG0001478	SHAE2_23960.1, SHAE2_23960.2, SHAE2_23960.6, SHAE2_23960.4, SHAE2_23960.3, SHAE2_23960.5	KAK4475476.1
OG0001479	SHAE2_11550.1	KAK4476159.1
OG0001480	SHAE2_12630.2, SHAE2_12630.1, SHAE2_12630.3, SHAE2_12630.4	KAK4475942.1
OG0001481	SHAE2_50860.1	KAK4469635.1, KAK4469636.1
OG0001482	SHAE2_97850.1, SHAE2_97850.2	KAK4468865.1
OG0001483	SHAE2_76010.3, SHAE2_76010.4, SHAE2_76010.1, SHAE2_76010.2	KAK4470165.1
OG0001484	SHAE2_24940.1, SHAE2_24940.2, SHAE2_24940.3	KAK4473387.1
OG0001485	SHAE2_36690.1, SHAE2_36690.2	KAK4472286.1
OG0001486	SHAE2_56120.1	KAK4469506.1
OG0001487	SHAE2_26880.2, SHAE2_26880.4, SHAE2_26880.3, SHAE2_26880.5, SHAE2_26880.1, SHAE2_26880.6, SHAE2_26880.7, SHAE2_25920.1	KAK4473164.1
OG0001488	SHAE2_38780.1	KAK4474060.1
OG0001488	SHAE2_100940.1	KAK4467784.1
OG0001489	SHAE2_27700.1, SHAE2_27700.2	KAK4473243.1
OG0001490	SHAE2_33820.1	KAK4472636.1
OG0001491	SHAE2_6130.1, SHAE2_6130.3, SHAE2_6130.2	KAK4467448.1, KAK4475818.1
OG0001492	SHAE2_51720.1, SHAE2_51740.1, SHAE2_51730.1	KAK4469550.1
OG0001493	SHAE2_48990.1	KAK4469536.1
OG0001495	SHAE2_8150.1, SHAE2_8150.2, SHAE2_8150.3, SHAE2_8150.5, SHAE2_8150.7, SHAE2_8150.4, SHAE2_8150.6	KAK4475962.1
OG0001496	SHAE2_80320.1, SHAE2_80320.2	KAK4470511.1
OG0001497	SHAE2_37260.1, SHAE2_37260.2, SHAE2_37260.3	KAK4474198.1
OG0001498	SHAE2_48300.3, SHAE2_48300.4, SHAE2_48300.5, SHAE2_48300.2, SHAE2_48300.1	KAK4473400.1
OG0001499	SHAE2_68610.2, SHAE2_68610.3, SHAE2_68610.4, SHAE2_68610.1	KAK4471805.1
OG0001500	SHAE2_70670.2, SHAE2_70670.1	KAK4471363.1
OG0001501	SHAE2_98160.1	KAK4467925.1
OG0001502	SHAE2_920.1	KAK4475834.1
OG0001503	SHAE2_54960.1, SHAE2_54960.2	KAK4469162.1
OG0001504	SHAE2_67590.1	KAK4471426.1
OG0001505	SHAE2_98710.1, SHAE2_98710.3, SHAE2_98700.2, SHAE2_98700.1, SHAE2_98710.2	KAK4467674.1
OG0001506	SHAE2_16110.1	KAK4474547.1
OG0001507	SHAE2_55450.2, SHAE2_55450.4, SHAE2_55450.1, SHAE2_55450.3, SHAE2_55450.5, SHAE2_55450.6	KAK4469704.1
OG0001508	SHAE2_41790.4, SHAE2_41790.8, SHAE2_41790.10, SHAE2_41790.9, SHAE2_41790.2, SHAE2_41790.3, SHAE2_41790.5, SHAE2_41790.6, SHAE2_41790.7, SHAE2_41790.1	KAK4473780.1
OG0001509	SHAE2_80510.1, SHAE2_80510.2	KAK4470670.1
OG0001510	SHAE2_44640.1	KAK4473423.1
OG0001511	SHAE2_34050.1, SHAE2_34050.3, SHAE2_34050.2, SHAE2_34050.4, SHAE2_34050.5, SHAE2_34050.6, SHAE2_34050.7, SHAE2_34050.8	KAK4472609.1
OG0001512	SHAE2_75920.1, SHAE2_75920.3, SHAE2_75920.2	KAK4470155.1, KAK4470156.1
OG0001514	SHAE2_2000.3, SHAE2_2000.1, SHAE2_2000.2	KAK4474937.1
OG0001515	SHAE2_2640.1, SHAE2_11090.1, SHAE2_11090.2, SHAE2_11090.3, SHAE2_61320.1	KAK4476213.1
OG0001516	SHAE2_23460.1	KAK4475046.1
OG0001517	SHAE2_29770.1, SHAE2_29770.4, SHAE2_29770.2, SHAE2_29770.3	KAK4473097.1
OG0001518	SHAE2_80370.3, SHAE2_80370.1, SHAE2_80370.2, SHAE2_80370.4, SHAE2_80370.5	KAK4470507.1
OG0001519	SHAE2_80200.7, SHAE2_80200.2, SHAE2_80200.3, SHAE2_80200.4, SHAE2_80200.6, SHAE2_80200.1, SHAE2_80200.5	KAK4470526.1
OG0001520	SHAE2_10410.1, SHAE2_10410.2, SHAE2_10410.4, SHAE2_10410.3	KAK4475990.1
OG0001521	SHAE2_58120.1	KAK4469850.1
OG0001522	SHAE2_11760.1, SHAE2_11760.2	KAK4474373.1
OG0001523	SHAE2_51840.1, SHAE2_51840.3, SHAE2_51840.2, SHAE2_51840.4	KAK4469319.1
OG0001524	SHAE2_86280.1, SHAE2_86280.2, SHAE2_86280.4, SHAE2_86280.5, SHAE2_86280.3, SHAE2_86280.6, SHAE2_86280.7	KAK4468358.1, KAK4468304.1
OG0001525	SHAE2_36580.1, SHAE2_36580.3, SHAE2_36580.5, SHAE2_36580.2, SHAE2_36580.4	KAK4472296.1
OG0001526	SHAE2_56100.1, SHAE2_56100.2, SHAE2_56100.3	KAK4469504.1
OG0001527	SHAE2_94690.3, SHAE2_94690.1, SHAE2_94690.2	KAK4468587.1
OG0001528	SHAE2_45750.1	KAK4473520.1
OG0001529	SHAE2_62920.1	KAK4472072.1
OG0001530	SHAE2_49890.2, SHAE2_49890.1, SHAE2_49890.3, SHAE2_49890.4	KAK4469900.1
OG0001531	SHAE2_18700.1, SHAE2_18700.2, SHAE2_18700.3, SHAE2_18700.4, SHAE2_18700.5, SHAE2_18700.6	KAK4474840.1, KAK4474842.1
OG0001532	SHAE2_3460.1	KAK4475577.1
OG0001533	SHAE2_62710.2, SHAE2_62710.1, SHAE2_62710.3, SHAE2_62710.5, SHAE2_62710.4	KAK4472100.1
OG0001534	SHAE2_78830.2, SHAE2_78830.6, SHAE2_78830.1, SHAE2_78830.3, SHAE2_78830.4, SHAE2_78830.5	KAK4470485.1
OG0001535	SHAE2_92490.10, SHAE2_92490.6, SHAE2_92490.2, SHAE2_92490.4, SHAE2_92490.1, SHAE2_92490.11, SHAE2_92490.9, SHAE2_92490.7, SHAE2_92490.8, SHAE2_92490.3, SHAE2_92490.5	KAK4468789.1
OG0001536	SHAE2_22530.2, SHAE2_22530.1, SHAE2_22530.4, SHAE2_22530.5, SHAE2_22530.3	KAK4475341.1
OG0001537	SHAE2_1740.1, SHAE2_1730.3, SHAE2_1740.2, SHAE2_1730.1, SHAE2_1730.2	KAK4474598.1
OG0001538	SHAE2_93310.2, SHAE2_93310.4, SHAE2_93310.1, SHAE2_93310.3, SHAE2_93310.5, SHAE2_93310.6, SHAE2_93310.7, SHAE2_93310.8	KAK4468775.1
OG0001539	SHAE2_1890.1, SHAE2_1890.2, SHAE2_1890.4, SHAE2_1890.3	KAK4474777.1
OG0001540	SHAE2_42000.1	KAK4473765.1
OG0001541	SHAE2_89440.1	KAK4468168.1
OG0001542	SHAE2_51450.1, SHAE2_51450.2	KAK4469573.1
OG0001543	SHAE2_89320.1, SHAE2_89320.2, SHAE2_89320.3, SHAE2_89320.4	KAK4468017.1
OG0001544	SHAE2_14440.1	KAK4474656.1
OG0001545	SHAE2_50250.1, SHAE2_50250.2, SHAE2_50250.3, SHAE2_50250.4, SHAE2_50250.5	KAK4469077.1
OG0001546	SHAE2_39180.1, SHAE2_39180.4, SHAE2_39180.5, SHAE2_39180.2, SHAE2_39180.3	KAK4474025.1
OG0001547	SHAE2_47830.1, SHAE2_47830.2, SHAE2_47820.1	KAK4472298.1
OG0001548	SHAE2_94840.1, SHAE2_94840.2, SHAE2_94840.3, SHAE2_94840.4	KAK4468448.1
OG0001549	SHAE2_48440.4, SHAE2_48440.2, SHAE2_48440.1, SHAE2_48440.3	KAK4473526.1
OG0001554	SHAE2_32960.1	KAK4472720.1
OG0001555	SHAE2_80350.1, SHAE2_80330.1	KAK4470510.1
OG0001556	SHAE2_34580.1, SHAE2_34560.1, SHAE2_34560.2	KAK4474204.1
OG0001557	SHAE2_43980.6, SHAE2_43980.7, SHAE2_43980.1, SHAE2_43980.2, SHAE2_43980.3, SHAE2_43980.4, SHAE2_43980.5	KAK4472960.1
OG0001558	SHAE2_84640.1	KAK4467369.1
OG0001559	SHAE2_54100.1, SHAE2_54090.2, SHAE2_54090.1	KAK4469451.1
OG0001560	SHAE2_67350.1, SHAE2_67350.2, SHAE2_67350.3	KAK4471393.1
OG0001562	SHAE2_79260.3, SHAE2_79270.1, SHAE2_79260.2, SHAE2_79260.1, SHAE2_79260.4	KAK4470382.1, KAK4470383.1, KAK4470380.1
OG0001563	SHAE2_46560.1	KAK4472898.1
OG0001564	SHAE2_52180.1, SHAE2_52180.2, SHAE2_52190.1	KAK4468971.1
OG0001565	SHAE2_69180.1, SHAE2_69180.2, SHAE2_69180.4, SHAE2_69180.5, SHAE2_69180.6, SHAE2_69180.3	KAK4471199.1
OG0001566	SHAE2_67490.5, SHAE2_67490.3, SHAE2_67490.4, SHAE2_67490.6, SHAE2_67490.1, SHAE2_67490.2	KAK4471382.1
OG0001567	SHAE2_82030.1, SHAE2_82030.2	KAK4470759.1
OG0001568	SHAE2_84970.1, SHAE2_84970.2, SHAE2_84970.3	KAK4467482.1
OG0001569	SHAE2_24390.10, SHAE2_24390.9, SHAE2_24390.7, SHAE2_24390.8, SHAE2_24390.1, SHAE2_24390.3, SHAE2_24390.4, SHAE2_24390.5, SHAE2_24390.6, SHAE2_24390.2	KAK4475458.1
OG0001570	SHAE2_75280.1	KAK4470472.1
OG0001571	SHAE2_1060.1	KAK4475792.1
OG0001571	SHAE2_6980.1	KAK4475974.1
OG0001572	SHAE2_67470.4, SHAE2_67470.1, SHAE2_67470.5, SHAE2_67470.6, SHAE2_67470.3, SHAE2_67470.2, SHAE2_67470.7	KAK4471383.1
OG0001573	SHAE2_28770.1, SHAE2_28770.3, SHAE2_28770.2, SHAE2_28770.4, SHAE2_28770.5	KAK4472974.1
OG0001574	SHAE2_38050.3, SHAE2_38050.2, SHAE2_38050.10, SHAE2_38050.9, SHAE2_38050.14, SHAE2_38050.8, SHAE2_38050.1, SHAE2_38050.7, SHAE2_38050.4, SHAE2_38050.13, SHAE2_38050.6, SHAE2_38050.5, SHAE2_38050.12, SHAE2_38050.11	KAK4474125.1
OG0001575	SHAE2_13570.2, SHAE2_13570.1, SHAE2_13570.3	KAK4474487.1, KAK4467524.1
OG0001576	SHAE2_93800.1, SHAE2_93800.2	KAK4468675.1
OG0001577	SHAE2_31280.2, SHAE2_31280.4, SHAE2_31280.1, SHAE2_31280.3	KAK4472784.1
OG0001578	SHAE2_59950.1	KAK4469733.1
OG0001579	SHAE2_19110.2, SHAE2_19110.3, SHAE2_19110.4, SHAE2_19110.5, SHAE2_19110.8, SHAE2_19110.6, SHAE2_19110.1, SHAE2_19110.7	KAK4474867.1
OG0001580	SHAE2_44890.6, SHAE2_44890.1, SHAE2_44890.2, SHAE2_44890.4, SHAE2_44890.7, SHAE2_44890.9, SHAE2_44890.3, SHAE2_44890.8, SHAE2_44890.5	KAK4473439.1
OG0001581	SHAE2_83100.1	KAK4470867.1
OG0001582	SHAE2_59530.1	KAK4469986.1
OG0001583	SHAE2_44770.4, SHAE2_44770.1, SHAE2_44770.2, SHAE2_44770.5, SHAE2_44770.6, SHAE2_44770.7, SHAE2_44770.3	KAK4467501.1
OG0001584	SHAE2_37550.1, SHAE2_37550.3, SHAE2_37550.2, SHAE2_37550.4	KAK4474170.1
OG0001585	SHAE2_43100.1, SHAE2_43100.2, SHAE2_43100.3, SHAE2_43100.4, SHAE2_43100.5	KAK4473664.1
OG0001586	SHAE2_20060.4, SHAE2_20060.5, SHAE2_20060.6, SHAE2_20060.1, SHAE2_20060.3, SHAE2_20060.2	KAK4474962.1
OG0001587	SHAE2_21050.1	KAK4475140.1
OG0001588	SHAE2_66940.5, SHAE2_66940.2, SHAE2_66940.3, SHAE2_66940.4, SHAE2_66940.6, SHAE2_66940.1	KAK4471682.1
OG0001589	SHAE2_36840.3, SHAE2_36840.4, SHAE2_36840.1, SHAE2_36840.2	KAK4472272.1
OG0001590	SHAE2_73970.1	KAK4470391.1
OG0001591	SHAE2_101940.1, SHAE2_101940.4, SHAE2_101940.3, SHAE2_101940.5, SHAE2_101940.6, SHAE2_101940.2, SHAE2_101940.7, SHAE2_101940.10, SHAE2_101940.8, SHAE2_101940.9	KAK4467880.1
OG0001592	SHAE2_20860.1, SHAE2_20860.2, SHAE2_20860.3, SHAE2_20860.4	KAK4475159.1
OG0001593	SHAE2_65490.1, SHAE2_65490.2, SHAE2_65490.3, SHAE2_65490.5, SHAE2_65490.4, SHAE2_65490.6	KAK4471969.1
OG0001594	SHAE2_39240.1, SHAE2_39240.2, SHAE2_39240.4, SHAE2_39240.5, SHAE2_39240.6, SHAE2_39240.7, SHAE2_39240.3, SHAE2_39240.8	KAK4474020.1
OG0001595	SHAE2_69830.1	KAK4471263.1
OG0001596	SHAE2_84530.3, SHAE2_84530.5, SHAE2_84530.2, SHAE2_84530.1, SHAE2_84530.4	KAK4471007.1, KAK4471006.1
OG0001597	SHAE2_77740.3, SHAE2_77740.2, SHAE2_77740.1, SHAE2_77740.4	KAK4470575.1
OG0001598	SHAE2_49280.1	KAK4469123.1
OG0001599	SHAE2_74430.1, SHAE2_74430.3, SHAE2_74430.2	KAK4470370.1
OG0001600	SHAE2_32360.1, SHAE2_32360.2, SHAE2_32360.3, SHAE2_32360.5, SHAE2_32360.6, SHAE2_32360.4	KAK4472472.1
OG0001601	SHAE2_70510.4, SHAE2_70510.3, SHAE2_70510.2, SHAE2_70510.1	KAK4471351.1
OG0001602	SHAE2_15240.1, SHAE2_15240.2, SHAE2_15240.3	KAK4474735.1
OG0001603	SHAE2_55890.1, SHAE2_55890.2	KAK4469483.1
OG0001604	SHAE2_26920.1	KAK4473169.1
OG0001606	SHAE2_25260.1	KAK4473367.1
OG0001607	SHAE2_74020.1, SHAE2_74020.2	KAK4470705.1
