Orthogroup	schistosoma_haematobium	schistosoma_curassoni
OG0000391	SHAE2_15730.1, SHAE2_15730.10, SHAE2_15730.2, SHAE2_15730.3, SHAE2_15730.4, SHAE2_15730.7, SHAE2_15730.8, SHAE2_15730.9, SHAE2_15730.5, SHAE2_15730.6	SCUR1_13950.1
OG0000392	SHAE2_65830.2	SCUR1_61610.4
OG0000392	SHAE2_65830.1, SHAE2_65830.3, SHAE2_65830.4, SHAE2_65830.7, SHAE2_65830.5	SCUR1_61610.2
OG0000393	SHAE2_49450.1	SCUR1_45680.1
OG0000394	SHAE2_65230.10, SHAE2_65230.4, SHAE2_65230.5, SHAE2_65230.6, SHAE2_65230.7, SHAE2_65230.3, SHAE2_65230.1, SHAE2_65230.8, SHAE2_65230.9, SHAE2_65230.2	SCUR1_97310.1, SCUR1_61030.1
OG0000395	SHAE2_83950.1	SCUR1_78920.3, SCUR1_78920.12, SCUR1_78920.5, SCUR1_78920.8, SCUR1_78920.7, SCUR1_78920.2, SCUR1_78920.1, SCUR1_78920.6, SCUR1_78920.4, SCUR1_78920.11, SCUR1_78920.13, SCUR1_78920.10, SCUR1_78920.9
OG0000396	SHAE2_4990.1, SHAE2_4990.4, SHAE2_4990.5	SCUR1_4450.2
OG0000396	SHAE2_4990.6	SCUR1_4450.1, SCUR1_4450.3, SCUR1_4450.4
OG0000397	SHAE2_83730.1, SHAE2_83730.2, SHAE2_83730.3	SCUR1_78730.1
OG0000398	SHAE2_23450.1	SCUR1_21290.1
OG0000398	SHAE2_24670.1	SCUR1_22510.2, SCUR1_22510.1
OG0000398	SHAE2_24620.1, SHAE2_24620.2	SCUR1_22470.1
OG0000399	SHAE2_30380.1	SCUR1_28190.1
OG0000399	SHAE2_30380.3, SHAE2_30380.4	SCUR1_28190.4, SCUR1_28190.3
OG0000399	SHAE2_30380.2	SCUR1_28190.2
OG0000399	SHAE2_30370.1	SCUR1_28180.3, SCUR1_28180.1, SCUR1_28180.2
OG0000400	SHAE2_47500.1	SCUR1_44810.1, SCUR1_44810.2
OG0000401	SHAE2_100150.1	SCUR1_93330.4, SCUR1_93330.5, SCUR1_93330.7, SCUR1_93330.1, SCUR1_93330.2, SCUR1_93330.6, SCUR1_93330.3
OG0000402	SHAE2_13170.3, SHAE2_13170.6, SHAE2_13170.4, SHAE2_13170.1, SHAE2_13170.7, SHAE2_13170.2, SHAE2_13170.5, SHAE2_13170.8	SCUR1_11300.1
OG0000403	SHAE2_3740.1	SCUR1_3150.1
OG0000404	SHAE2_86160.2, SHAE2_86160.3, SHAE2_86160.1	SCUR1_80360.1, SCUR1_80360.2, SCUR1_80360.3, SCUR1_80360.4
OG0000405	SHAE2_40690.1, SHAE2_40690.5, SHAE2_40690.7, SHAE2_40690.3, SHAE2_40690.4, SHAE2_40690.6, SHAE2_40690.8, SHAE2_40690.9	SCUR1_37940.1
OG0000406	SHAE2_41560.1	SCUR1_38800.1, SCUR1_38800.2, SCUR1_38800.3, SCUR1_38800.4, SCUR1_38800.5, SCUR1_38800.6, SCUR1_38800.7, SCUR1_38800.8
OG0000407	SHAE2_66490.3	SCUR1_62210.2, SCUR1_98350.1
OG0000408	SHAE2_28780.8, SHAE2_28780.10, SHAE2_28780.7	SCUR1_26510.1, SCUR1_26510.2
OG0000409	SHAE2_93460.2, SHAE2_93460.1, SHAE2_93460.3, SHAE2_93460.4	SCUR1_86870.6, SCUR1_86870.5, SCUR1_86870.1, SCUR1_86870.8, SCUR1_86870.10, SCUR1_86870.3, SCUR1_86870.9, SCUR1_86870.2, SCUR1_86870.7, SCUR1_86870.11, SCUR1_86870.4
OG0000410	SHAE2_73600.1, SHAE2_73600.4, SHAE2_73600.3, SHAE2_73600.2	SCUR1_68500.1, SCUR1_68500.2, SCUR1_68500.3, SCUR1_68500.4, SCUR1_68500.5
OG0000411	SHAE2_29390.2	SCUR1_27170.1
OG0000412	SHAE2_76480.2, SHAE2_76480.8, SHAE2_76480.1, SHAE2_76480.6, SHAE2_76480.3, SHAE2_76480.4, SHAE2_76480.9, SHAE2_76480.10, SHAE2_76480.7, SHAE2_76480.11, SHAE2_76480.5	SCUR1_71370.1, SCUR1_71370.2, SCUR1_71370.3, SCUR1_71370.5, SCUR1_71370.4
OG0000413	SHAE2_65060.2, SHAE2_65060.1, SHAE2_65060.3, SHAE2_65060.4, SHAE2_65060.5	SCUR1_60880.1
OG0000414	SHAE2_12580.1, SHAE2_12580.2	SCUR1_10750.1
OG0000415	SHAE2_33010.1, SHAE2_33010.2	SCUR1_30720.8, SCUR1_30720.9, SCUR1_30720.1, SCUR1_30720.3, SCUR1_30720.6, SCUR1_30720.7, SCUR1_30720.4, SCUR1_30720.5, SCUR1_30720.2
OG0000416	SHAE2_92700.1	SCUR1_86300.1
OG0000416	SHAE2_96770.1	SCUR1_90050.2, SCUR1_90050.3, SCUR1_90050.1
OG0000416	SHAE2_92690.1, SHAE2_92690.2	SCUR1_86310.1
OG0000417	SHAE2_55440.6, SHAE2_55440.11, SHAE2_55440.8, SHAE2_55440.12, SHAE2_55440.2, SHAE2_55440.1, SHAE2_55440.4, SHAE2_55440.5, SHAE2_55440.3, SHAE2_55440.13, SHAE2_55440.10, SHAE2_55440.7, SHAE2_55440.9	SCUR1_52150.1
OG0000418	SHAE2_99670.1, SHAE2_99670.2, SHAE2_99670.5, SHAE2_99670.3, SHAE2_99670.4, SHAE2_99670.6, SHAE2_99670.7	SCUR1_92990.5, SCUR1_92990.6, SCUR1_92990.1, SCUR1_92990.4, SCUR1_92990.2, SCUR1_92990.3
OG0000419	SHAE2_6610.7, SHAE2_6610.1, SHAE2_6610.3, SHAE2_6610.4, SHAE2_6610.5, SHAE2_6610.2	SCUR1_6060.1
OG0000420	SHAE2_49330.2, SHAE2_49330.7, SHAE2_49330.4, SHAE2_49330.5, SHAE2_49330.6, SHAE2_49330.3, SHAE2_49330.9, SHAE2_49330.1, SHAE2_49330.10, SHAE2_49330.8	SCUR1_45790.5
OG0000421	SHAE2_71570.12, SHAE2_71570.5, SHAE2_71570.6	SCUR1_66880.2, SCUR1_66880.4
OG0000421	SHAE2_71570.2, SHAE2_71570.4, SHAE2_71570.15, SHAE2_71570.13, SHAE2_71570.1, SHAE2_71570.3, SHAE2_71570.10, SHAE2_71570.7	SCUR1_66880.3, SCUR1_66880.5, SCUR1_66880.1
OG0000423	SHAE2_40860.9	SCUR1_38120.4, SCUR1_38120.5, SCUR1_38120.1, SCUR1_38120.6, SCUR1_38120.7, SCUR1_38120.3, SCUR1_38120.9
OG0000423	SHAE2_40860.6, SHAE2_40860.1, SHAE2_40860.2, SHAE2_40860.3, SHAE2_40860.10, SHAE2_40860.4, SHAE2_40860.7, SHAE2_40860.8	SCUR1_38120.8, SCUR1_38120.2
OG0000425	SHAE2_31940.4, SHAE2_31940.6, SHAE2_31940.1, SHAE2_31940.2, SHAE2_31940.3, SHAE2_31940.5	SCUR1_29490.1
OG0000426	SHAE2_57650.1, SHAE2_57640.2	SCUR1_54470.1
OG0000426	SHAE2_57630.1	SCUR1_54450.1
OG0000427	SHAE2_56490.1, SHAE2_56490.4, SHAE2_56490.2, SHAE2_56490.3, SHAE2_56480.1	SCUR1_53220.1
OG0000428	SHAE2_44990.1	SCUR1_42290.1, SCUR1_42290.8, SCUR1_42290.9, SCUR1_42290.10, SCUR1_42290.11, SCUR1_42290.13, SCUR1_42290.14
OG0000429	SHAE2_98270.1	SCUR1_98850.1
OG0000429	SHAE2_48010.1	SCUR1_45270.1
OG0000430	SHAE2_34630.2, SHAE2_34630.3, SHAE2_34630.4, SHAE2_34630.5, SHAE2_34630.1, SHAE2_34630.7, SHAE2_34630.9, SHAE2_34630.6, SHAE2_34630.8	SCUR1_32410.1
OG0000431	SHAE2_52230.2, SHAE2_52230.3, SHAE2_52230.4, SHAE2_52230.1	SCUR1_49010.1
OG0000432	SHAE2_99320.2, SHAE2_99320.3, SHAE2_99320.5, SHAE2_99320.6, SHAE2_99320.1, SHAE2_99320.4, SHAE2_99320.7	SCUR1_92690.10, SCUR1_92690.1, SCUR1_92690.2, SCUR1_92690.9, SCUR1_92690.3, SCUR1_92690.4, SCUR1_92690.7, SCUR1_92690.8, SCUR1_92690.5, SCUR1_92690.6
OG0000433	SHAE2_43150.1, SHAE2_43150.2, SHAE2_43150.3, SHAE2_43150.4	SCUR1_40390.2, SCUR1_40390.1
OG0000433	SHAE2_43150.5, SHAE2_43150.6, SHAE2_43150.7	SCUR1_40390.13, SCUR1_40390.14, SCUR1_40390.4, SCUR1_40390.6, SCUR1_40390.3, SCUR1_40390.5, SCUR1_40390.8
OG0000434	SHAE2_98830.9	SCUR1_92170.7
OG0000434	SHAE2_98830.3	SCUR1_92170.1
OG0000435	SHAE2_57860.6, SHAE2_57860.2, SHAE2_57860.3, SHAE2_57860.7, SHAE2_57860.4, SHAE2_57860.5, SHAE2_57860.1	SCUR1_54720.1
OG0000436	SHAE2_27890.1, SHAE2_27890.2, SHAE2_27890.5, SHAE2_27890.3, SHAE2_27890.4	SCUR1_25540.1, SCUR1_25540.2, SCUR1_25540.4, SCUR1_25540.5, SCUR1_25540.3
OG0000437	SHAE2_3660.4, SHAE2_3660.1, SHAE2_3660.2, SHAE2_3660.3, SHAE2_3660.5	SCUR1_3070.1, SCUR1_3070.2, SCUR1_3070.3
OG0000438	SHAE2_67770.6, SHAE2_67770.1, SHAE2_67770.2, SHAE2_67770.4, SHAE2_67770.5, SHAE2_67770.3	SCUR1_63480.1
OG0000439	SHAE2_89790.4, SHAE2_89790.1, SHAE2_89790.3	SCUR1_83540.1
OG0000440	SHAE2_96500.1, SHAE2_96500.2, SHAE2_96500.3, SHAE2_96500.4, SHAE2_96500.5, SHAE2_96500.6	SCUR1_89740.1
OG0000440	SHAE2_96490.1	SCUR1_89730.1, SCUR1_89710.1
OG0000440	SHAE2_96480.1	SCUR1_89720.1, SCUR1_89700.1
OG0000441	SHAE2_10940.2, SHAE2_10940.1, SHAE2_10940.5, SHAE2_10940.4, SHAE2_10940.6	SCUR1_8990.1
OG0000441	SHAE2_16310.1	SCUR1_14560.1
OG0000442	SHAE2_39120.6, SHAE2_39120.1, SHAE2_39120.8	SCUR1_36390.4, SCUR1_36390.2, SCUR1_36390.5, SCUR1_36390.1
OG0000442	SHAE2_39120.4, SHAE2_39120.2, SHAE2_39120.5	SCUR1_36390.6, SCUR1_36390.7
OG0000442	SHAE2_39120.3, SHAE2_39120.7	SCUR1_36390.3, SCUR1_36390.8, SCUR1_36390.9
OG0000443	SHAE2_6240.2, SHAE2_6240.3, SHAE2_6240.4, SHAE2_6240.7	SCUR1_5760.2
OG0000443	SHAE2_6240.1, SHAE2_6240.10, SHAE2_6240.11, SHAE2_6240.9	SCUR1_5760.1, SCUR1_5760.3, SCUR1_5760.4
OG0000444	SHAE2_75590.1	SCUR1_70450.1, SCUR1_70450.10, SCUR1_70450.18, SCUR1_70450.13, SCUR1_70450.4, SCUR1_70450.16, SCUR1_70450.3, SCUR1_70450.7, SCUR1_70450.21, SCUR1_70450.9, SCUR1_70450.12, SCUR1_70450.14, SCUR1_70450.19, SCUR1_70450.15, SCUR1_70450.5, SCUR1_70450.20, SCUR1_70450.6, SCUR1_70450.17, SCUR1_70450.11, SCUR1_70450.8, SCUR1_70450.2
OG0000445	SHAE2_69850.1, SHAE2_69850.7, SHAE2_69850.3, SHAE2_69850.4, SHAE2_69850.5, SHAE2_69850.6, SHAE2_69850.2	SCUR1_65380.6, SCUR1_65380.7, SCUR1_65380.5, SCUR1_65380.1, SCUR1_65380.3, SCUR1_65380.4
OG0000445	SHAE2_69850.8	SCUR1_65380.2, SCUR1_65380.8
OG0000446	SHAE2_10900.1	SCUR1_8960.1, SCUR1_8950.1
OG0000446	SHAE2_11020.1	SCUR1_9070.1
OG0000447	SHAE2_60420.2, SHAE2_60420.1	SCUR1_57100.1, SCUR1_57100.17, SCUR1_57100.11, SCUR1_57100.7, SCUR1_57100.6, SCUR1_57100.10, SCUR1_57100.13, SCUR1_57100.14, SCUR1_57100.16, SCUR1_57100.15, SCUR1_57100.3, SCUR1_57100.4, SCUR1_57100.12, SCUR1_57100.8, SCUR1_57100.9, SCUR1_57100.2, SCUR1_57100.5
OG0000448	SHAE2_33720.1	SCUR1_31440.1
OG0000449	SHAE2_61470.5	SCUR1_98810.1, SCUR1_57650.1, SCUR1_96510.3
OG0000449	SHAE2_61460.1	SCUR1_96510.1, SCUR1_96510.2
OG0000450	SHAE2_27070.2, SHAE2_27070.1, SHAE2_27070.3	SCUR1_24790.1, SCUR1_24790.3, SCUR1_24790.2
OG0000451	SHAE2_92970.4, SHAE2_92970.10, SHAE2_92970.8, SHAE2_92970.1, SHAE2_92970.2, SHAE2_92970.6, SHAE2_92970.7, SHAE2_92970.5, SHAE2_92970.3, SHAE2_92970.9	SCUR1_86470.9, SCUR1_86470.1, SCUR1_86470.11, SCUR1_86470.6, SCUR1_86470.8, SCUR1_86470.10, SCUR1_86470.12, SCUR1_86470.2, SCUR1_86470.4, SCUR1_86470.5, SCUR1_86470.7, SCUR1_86470.3
OG0000452	SHAE2_42350.9, SHAE2_42350.1, SHAE2_42350.3, SHAE2_42350.8, SHAE2_42350.4, SHAE2_42350.5, SHAE2_42350.7, SHAE2_42350.2, SHAE2_42350.6, SHAE2_42350.10	SCUR1_39580.1
OG0000453	SHAE2_66330.1, SHAE2_66330.6, SHAE2_66330.2, SHAE2_66330.3, SHAE2_66330.5, SHAE2_66330.7	SCUR1_62120.5, SCUR1_62120.9, SCUR1_62120.7, SCUR1_62120.8, SCUR1_62120.4, SCUR1_62120.6
OG0000453	SHAE2_66330.4	SCUR1_62120.1
OG0000454	SHAE2_74720.1	SCUR1_69610.2
OG0000454	SHAE2_89270.1, SHAE2_89280.1	SCUR1_82990.1
OG0000455	SHAE2_14200.3	SCUR1_12500.6
OG0000455	SHAE2_14200.1, SHAE2_14200.2	SCUR1_12500.1, SCUR1_12500.2, SCUR1_12500.3, SCUR1_12500.4, SCUR1_12500.5, SCUR1_12500.7
OG0000456	SHAE2_75410.3, SHAE2_75410.1, SHAE2_75410.2	SCUR1_70250.1
OG0000457	SHAE2_30890.1	SCUR1_28700.1
OG0000458	SHAE2_37120.1	SCUR1_34480.2, SCUR1_34480.5, SCUR1_34480.3, SCUR1_34480.4, SCUR1_34480.1
OG0000459	SHAE2_11370.7, SHAE2_11370.4, SHAE2_11370.1, SHAE2_11370.2, SHAE2_11370.6, SHAE2_11370.3, SHAE2_11370.5	SCUR1_9400.1
OG0000460	SHAE2_14370.3, SHAE2_14370.1, SHAE2_14370.10, SHAE2_14370.2, SHAE2_14370.4, SHAE2_14370.5, SHAE2_14370.6, SHAE2_14370.7, SHAE2_14370.8, SHAE2_14370.9, SHAE2_14370.11, SHAE2_14370.12	SCUR1_12670.1, SCUR1_12670.2
OG0000461	SHAE2_78480.1	SCUR1_73300.4, SCUR1_73300.8, SCUR1_73300.3
OG0000462	SHAE2_97950.1	SCUR1_91300.1, SCUR1_91310.1
OG0000463	SHAE2_55410.1, SHAE2_55410.2, SHAE2_55410.3, SHAE2_55410.4	SCUR1_52120.1
OG0000463	SHAE2_55420.1, SHAE2_55420.2	SCUR1_52130.1
OG0000464	SHAE2_15980.3, SHAE2_15980.2, SHAE2_15980.4, SHAE2_15980.1	SCUR1_14220.1
OG0000465	SHAE2_80340.3, SHAE2_80340.6, SHAE2_80340.8	SCUR1_75220.3, SCUR1_75220.6, SCUR1_75220.5
OG0000465	SHAE2_80340.4	SCUR1_75220.2
OG0000466	SHAE2_56540.2, SHAE2_56540.3, SHAE2_56540.1, SHAE2_56540.4, SHAE2_56540.5, SHAE2_56540.6	SCUR1_53270.1, SCUR1_53270.3, SCUR1_53270.6, SCUR1_53270.4, SCUR1_53270.2, SCUR1_53270.5
OG0000467	SHAE2_39970.3, SHAE2_39970.2, SHAE2_39970.1, SHAE2_39970.4	SCUR1_37220.3, SCUR1_37220.4, SCUR1_37220.1, SCUR1_37220.2, SCUR1_37220.5, SCUR1_37220.6, SCUR1_37220.7, SCUR1_37220.10, SCUR1_37220.8, SCUR1_37220.9, SCUR1_37220.12, SCUR1_37220.13, SCUR1_37220.14, SCUR1_37220.15, SCUR1_37220.11
OG0000468	SHAE2_75130.1	SCUR1_69970.1
OG0000469	SHAE2_4550.7	SCUR1_3980.1
OG0000469	SHAE2_4550.1, SHAE2_4550.2, SHAE2_4550.3, SHAE2_4550.5, SHAE2_4550.8, SHAE2_4550.6, SHAE2_4550.9, SHAE2_4550.4	SCUR1_3980.2, SCUR1_3980.3, SCUR1_3980.4, SCUR1_3980.5, SCUR1_3980.6, SCUR1_3980.7, SCUR1_3980.8, SCUR1_3980.9
OG0000470	SHAE2_54570.4, SHAE2_54570.1, SHAE2_54570.2, SHAE2_54570.3, SHAE2_54570.5	SCUR1_51270.3, SCUR1_51270.1, SCUR1_51270.4, SCUR1_51270.2, SCUR1_51270.5
OG0000471	SHAE2_93820.15, SHAE2_93820.13, SHAE2_93820.12, SHAE2_93820.14, SHAE2_93820.11, SHAE2_93820.16, SHAE2_93820.9, SHAE2_93820.4, SHAE2_93820.8, SHAE2_93820.3, SHAE2_93820.1, SHAE2_93820.2, SHAE2_93820.6, SHAE2_93820.7, SHAE2_93820.10, SHAE2_93820.5	SCUR1_87210.1
OG0000472	SHAE2_39920.7, SHAE2_39920.6, SHAE2_39920.2, SHAE2_39920.4, SHAE2_39920.1, SHAE2_39920.5, SHAE2_39920.8, SHAE2_39920.3	SCUR1_37170.3, SCUR1_37170.5, SCUR1_37170.6, SCUR1_37170.2, SCUR1_37170.4, SCUR1_37170.1
OG0000473	SHAE2_5540.1, SHAE2_5540.2, SHAE2_5540.3	SCUR1_5000.3, SCUR1_5000.4, SCUR1_5000.2, SCUR1_5000.7, SCUR1_5000.8, SCUR1_5000.1, SCUR1_5000.5, SCUR1_5000.6
OG0000474	SHAE2_22680.1	SCUR1_20610.1
OG0000474	SHAE2_49270.1, SHAE2_49270.2	SCUR1_45850.1
OG0000475	SHAE2_67980.3, SHAE2_67980.9, SHAE2_67980.8, SHAE2_67980.7, SHAE2_67980.4, SHAE2_67980.5, SHAE2_67980.2, SHAE2_67980.6, SHAE2_67980.1	SCUR1_63700.1
OG0000476	SHAE2_21860.1, SHAE2_21860.10, SHAE2_21860.3, SHAE2_21860.5, SHAE2_21860.6, SHAE2_21860.8, SHAE2_21860.11, SHAE2_21860.4, SHAE2_21860.12, SHAE2_21860.9, SHAE2_21860.2, SHAE2_21860.7	SCUR1_19710.12, SCUR1_19710.10, SCUR1_19710.3, SCUR1_19710.4, SCUR1_19710.6, SCUR1_19710.5, SCUR1_19710.8, SCUR1_19710.11, SCUR1_19710.7, SCUR1_19710.1, SCUR1_19710.9, SCUR1_19710.2
OG0000477	SHAE2_49360.6, SHAE2_49360.12, SHAE2_49360.1, SHAE2_49360.5, SHAE2_49360.10, SHAE2_49360.7, SHAE2_49360.3, SHAE2_49360.9, SHAE2_49360.13, SHAE2_49360.4, SHAE2_49360.8, SHAE2_49360.11, SHAE2_49360.2	SCUR1_45780.1
OG0000478	SHAE2_6950.3, SHAE2_6950.5	SCUR1_6360.1
OG0000478	SHAE2_6950.7, SHAE2_6950.9, SHAE2_6950.11, SHAE2_6950.10, SHAE2_6950.6, SHAE2_6950.8, SHAE2_6950.12, SHAE2_6950.13, SHAE2_6950.1, SHAE2_6950.14, SHAE2_6950.2, SHAE2_6950.4	SCUR1_6360.3
OG0000479	SHAE2_33850.8, SHAE2_33850.5, SHAE2_33850.1, SHAE2_33850.3, SHAE2_33850.9, SHAE2_33850.2, SHAE2_33850.4, SHAE2_33850.6, SHAE2_33850.10, SHAE2_33850.11, SHAE2_33850.12, SHAE2_33850.7	SCUR1_31590.9, SCUR1_31590.8, SCUR1_31590.2, SCUR1_31590.5, SCUR1_31590.6, SCUR1_31590.4, SCUR1_31590.1, SCUR1_31590.7, SCUR1_31590.3
OG0000480	SHAE2_68280.1	SCUR1_63950.1
OG0000481	SHAE2_69400.1, SHAE2_69400.11, SHAE2_69400.12, SHAE2_69400.13, SHAE2_69400.3, SHAE2_69400.8, SHAE2_69400.14, SHAE2_69400.2, SHAE2_69400.5, SHAE2_69400.6, SHAE2_69400.7, SHAE2_69400.10, SHAE2_69400.4, SHAE2_69400.9	SCUR1_64880.1, SCUR1_64880.2, SCUR1_64880.3, SCUR1_64880.4, SCUR1_64880.5
OG0000482	SHAE2_11730.1	SCUR1_9750.1
OG0000483	SHAE2_61060.1	SCUR1_98890.1
OG0000484	SHAE2_102140.1, SHAE2_102140.2, SHAE2_102140.3	SCUR1_100170.1, SCUR1_100170.3, SCUR1_100170.4
OG0000484	SHAE2_102060.1, SHAE2_102060.2, SHAE2_102060.3, SHAE2_102060.4	SCUR1_100170.2
OG0000484	SHAE2_102150.1	SCUR1_96520.1
OG0000485	SHAE2_15310.1	SCUR1_13590.1
OG0000487	SHAE2_6690.1	SCUR1_6150.1
OG0000487	SHAE2_20280.1, SHAE2_20280.2, SHAE2_20280.3	SCUR1_18140.1
OG0000488	SHAE2_91140.1	SCUR1_84660.1
OG0000488	SHAE2_91130.3, SHAE2_91130.1, SHAE2_91130.2, SHAE2_91130.4	SCUR1_84650.1
OG0000489	SHAE2_60410.3, SHAE2_60410.4, SHAE2_60410.5	SCUR1_57120.1, SCUR1_57120.2
OG0000489	SHAE2_60410.8, SHAE2_60410.9, SHAE2_60410.6, SHAE2_60410.7, SHAE2_60410.1, SHAE2_60410.2	SCUR1_57120.4, SCUR1_57120.3, SCUR1_57120.5, SCUR1_57120.6
OG0000490	SHAE2_72720.2, SHAE2_72730.2, SHAE2_72720.1, SHAE2_72730.1	SCUR1_67700.1
OG0000491	SHAE2_32480.6, SHAE2_32480.1, SHAE2_32480.3, SHAE2_32480.9, SHAE2_32480.2, SHAE2_32480.4, SHAE2_32480.5, SHAE2_32480.7, SHAE2_32480.8	SCUR1_30200.1, SCUR1_30200.3, SCUR1_30200.2, SCUR1_30200.4
OG0000492	SHAE2_66670.6, SHAE2_66670.8, SHAE2_66670.9, SHAE2_66670.7, SHAE2_66670.2, SHAE2_66670.1, SHAE2_66670.3, SHAE2_66670.4, SHAE2_66670.5	SCUR1_62390.1, SCUR1_62390.2
OG0000493	SHAE2_50730.1	SCUR1_47550.1
OG0000493	SHAE2_31270.1	SCUR1_29080.2, SCUR1_29080.1
OG0000495	SHAE2_3670.1, SHAE2_3670.8, SHAE2_3670.2, SHAE2_3670.7, SHAE2_3670.3, SHAE2_3670.4, SHAE2_3670.6, SHAE2_3670.5	SCUR1_3080.2, SCUR1_3080.3, SCUR1_3080.4, SCUR1_3080.5, SCUR1_3080.6, SCUR1_3080.1
OG0000496	SHAE2_40750.5	SCUR1_38000.4, SCUR1_38000.3, SCUR1_38000.1, SCUR1_38000.2, SCUR1_38000.5, SCUR1_38000.6, SCUR1_38000.7
OG0000497	SHAE2_6000.1, SHAE2_6010.1	SCUR1_5510.8, SCUR1_5520.6, SCUR1_5510.1
OG0000497	SHAE2_6000.2	SCUR1_5510.6
OG0000497	SHAE2_6000.2	SCUR1_5520.4
OG0000497	SHAE2_6000.2	SCUR1_5520.5
OG0000498	SHAE2_27540.1	SCUR1_25180.1
OG0000498	SHAE2_29460.1	SCUR1_27180.1
OG0000499	SHAE2_75030.9, SHAE2_75030.2, SHAE2_75030.12, SHAE2_75030.11, SHAE2_75030.17, SHAE2_75030.16, SHAE2_75030.21, SHAE2_75030.19, SHAE2_75030.20, SHAE2_75030.14, SHAE2_75030.18, SHAE2_75030.13, SHAE2_75030.15, SHAE2_75030.1, SHAE2_75030.10, SHAE2_75030.6, SHAE2_75030.7, SHAE2_75030.5, SHAE2_75030.3, SHAE2_75030.4, SHAE2_75030.8	SCUR1_69910.1
OG0000500	SHAE2_103170.7, SHAE2_103170.4, SHAE2_103170.1, SHAE2_103170.3, SHAE2_103170.5, SHAE2_103170.6, SHAE2_103170.2	SCUR1_19170.4, SCUR1_19170.1, SCUR1_19170.3, SCUR1_19170.6, SCUR1_19170.14, SCUR1_19170.11, SCUR1_19170.16, SCUR1_19170.7, SCUR1_19170.18, SCUR1_19170.9, SCUR1_19170.15, SCUR1_19170.13, SCUR1_19170.2, SCUR1_19170.5, SCUR1_19170.8, SCUR1_19170.12, SCUR1_19170.17, SCUR1_19170.10
OG0000501	SHAE2_28170.1, SHAE2_28170.2, SHAE2_28170.3, SHAE2_28170.4, SHAE2_28170.5	SCUR1_25840.1, SCUR1_25840.3, SCUR1_25840.2, SCUR1_25840.4
OG0000502	SHAE2_38450.1	SCUR1_35710.1, SCUR1_35710.2, SCUR1_35710.4
OG0000503	SHAE2_4350.5	SCUR1_3760.1
OG0000504	SHAE2_50150.2, SHAE2_50150.3, SHAE2_50150.1, SHAE2_50150.4, SHAE2_50150.5, SHAE2_50150.8, SHAE2_50150.6, SHAE2_50150.9, SHAE2_50150.7	SCUR1_98280.5, SCUR1_98280.1, SCUR1_98280.4, SCUR1_98280.6, SCUR1_98280.2, SCUR1_98280.3, SCUR1_98280.7
OG0000505	SHAE2_44040.5, SHAE2_44040.4	SCUR1_41260.1
OG0000506	SHAE2_11240.2, SHAE2_11240.4, SHAE2_11240.1, SHAE2_11240.5, SHAE2_11240.3, SHAE2_11240.6, SHAE2_11240.7	SCUR1_9260.1
OG0000507	SHAE2_33590.8, SHAE2_33590.2, SHAE2_33590.3, SHAE2_33590.7, SHAE2_33590.1, SHAE2_33590.4, SHAE2_33590.5, SHAE2_33590.6, SHAE2_33590.9	SCUR1_31270.1
OG0000508	SHAE2_17170.1, SHAE2_17170.3, SHAE2_17170.5, SHAE2_17170.2, SHAE2_17170.4	SCUR1_15190.2, SCUR1_15190.5, SCUR1_15190.1, SCUR1_15190.4, SCUR1_15190.6, SCUR1_15190.3
OG0000509	SHAE2_52690.1, SHAE2_52690.2, SHAE2_52690.3	SCUR1_49520.1
OG0000509	SHAE2_54290.1	SCUR1_50980.1, SCUR1_50980.2
OG0000510	SHAE2_83280.1	SCUR1_78290.1
OG0000510	SHAE2_83280.2	SCUR1_78280.1
OG0000510	SHAE2_83310.1	SCUR1_78310.1
OG0000511	SHAE2_76940.3, SHAE2_76940.1, SHAE2_76970.1, SHAE2_76940.2, SHAE2_76960.1, SHAE2_76960.2, SHAE2_76930.1, SHAE2_76950.1, SHAE2_76920.1	SCUR1_71830.1, SCUR1_71820.1, SCUR1_71800.1
OG0000512	SHAE2_54810.1	SCUR1_51490.1
OG0000513	SHAE2_71520.9, SHAE2_71520.12, SHAE2_71520.15, SHAE2_71520.8, SHAE2_71520.14, SHAE2_71520.16, SHAE2_71520.5, SHAE2_71520.6, SHAE2_71520.10, SHAE2_71520.3, SHAE2_71520.7, SHAE2_71520.1, SHAE2_71520.13, SHAE2_71520.4, SHAE2_71520.11, SHAE2_71520.2	SCUR1_66840.1
OG0000514	SHAE2_49350.3, SHAE2_49350.5	SCUR1_96290.2, SCUR1_96290.5, SCUR1_96290.9, SCUR1_96290.8, SCUR1_96290.10, SCUR1_96290.11, SCUR1_96290.13
OG0000514	SHAE2_49350.1	SCUR1_96290.4
OG0000514	SHAE2_49350.2, SHAE2_49350.8	SCUR1_96290.12, SCUR1_96290.7, SCUR1_96290.1, SCUR1_96290.3, SCUR1_96290.6
OG0000515	SHAE2_16560.6, SHAE2_16560.2, SHAE2_16560.3, SHAE2_16560.4, SHAE2_16560.10, SHAE2_16560.8, SHAE2_16560.1, SHAE2_16560.13, SHAE2_16560.11, SHAE2_16560.5, SHAE2_16560.12, SHAE2_16560.7, SHAE2_16560.9	SCUR1_14800.4, SCUR1_14800.2, SCUR1_14800.1, SCUR1_14800.3
