Orthogroup	schistosoma_curassoni	schistosoma_intercalatum
OG0000682	SCUR1_43170.4, SCUR1_43170.6, SCUR1_43170.10, SCUR1_43170.2, SCUR1_43170.8, SCUR1_43170.7, SCUR1_43170.9, SCUR1_43170.1, SCUR1_43170.5, SCUR1_43170.3	SINT1_42980.3, SINT1_42980.5, SINT1_42980.4, SINT1_42980.6, SINT1_42980.2, SINT1_42980.1
OG0000683	SCUR1_55100.1, SCUR1_55100.2, SCUR1_55100.3, SCUR1_55100.4	SINT1_54980.1, SINT1_54980.2, SINT1_54980.3
OG0000683	SCUR1_66850.1	SINT1_66710.1
OG0000684	SCUR1_98310.1, SCUR1_98310.2, SCUR1_98310.3, SCUR1_98310.4	SINT1_83180.1
OG0000685	SCUR1_74560.1, SCUR1_74560.2, SCUR1_74560.3, SCUR1_74560.5, SCUR1_74560.6, SCUR1_74560.4	SINT1_74150.1, SINT1_74150.2, SINT1_74150.3
OG0000686	SCUR1_59910.2	SINT1_59760.2
OG0000686	SCUR1_59910.4	SINT1_59760.2
OG0000686	SCUR1_59910.1, SCUR1_59910.3	SINT1_59760.1, SINT1_59760.3
OG0000687	SCUR1_26830.2, SCUR1_26830.1, SCUR1_26830.7, SCUR1_26830.4, SCUR1_26830.5, SCUR1_26830.6, SCUR1_26830.3	SINT1_26910.1, SINT1_26910.2, SINT1_26910.6, SINT1_26910.3, SINT1_26910.5, SINT1_26910.4
OG0000688	SCUR1_630.1, SCUR1_630.2, SCUR1_630.3	SINT1_640.1
OG0000689	SCUR1_2870.1, SCUR1_2860.1	SINT1_2840.1
OG0000690	SCUR1_22770.1	SINT1_95640.1
OG0000692	SCUR1_17070.3, SCUR1_17070.1, SCUR1_17070.2	SINT1_17170.2, SINT1_17170.1, SINT1_17170.3
OG0000695	SCUR1_94700.1	SINT1_94530.1
OG0000695	SCUR1_45600.1, SCUR1_45600.2, SCUR1_45600.3	SINT1_45510.1, SINT1_45510.2
OG0000696	SCUR1_5470.1, SCUR1_5470.2	SINT1_5420.1
OG0000697	SCUR1_40410.1, SCUR1_40410.6, SCUR1_40410.7, SCUR1_40410.4, SCUR1_40410.3, SCUR1_40410.5, SCUR1_40410.2	SINT1_40250.1, SINT1_40250.2
OG0000698	SCUR1_18010.4	SINT1_18150.4
OG0000698	SCUR1_18010.1, SCUR1_18010.2, SCUR1_18010.3	SINT1_18150.1, SINT1_18150.2, SINT1_18150.3
OG0000699	SCUR1_33080.1	SINT1_33030.1
OG0000699	SCUR1_46010.2, SCUR1_46010.1, SCUR1_46010.3	SINT1_45930.1, SINT1_45920.1
OG0000700	SCUR1_23870.1	SINT1_24020.1
OG0000700	SCUR1_23880.1	SINT1_24030.1
OG0000700	SCUR1_23890.1	SINT1_24040.1
OG0000701	SCUR1_60720.2, SCUR1_60720.1, SCUR1_60720.3	SINT1_60550.3
OG0000702	SCUR1_85710.2, SCUR1_85710.7, SCUR1_85710.5, SCUR1_85710.1, SCUR1_85710.3, SCUR1_85710.4, SCUR1_85710.6	SINT1_85500.3, SINT1_85500.1, SINT1_85500.2
OG0000703	SCUR1_190.1, SCUR1_190.2	SINT1_160.1, SINT1_160.3, SINT1_160.2
OG0000704	SCUR1_48380.1	SINT1_48220.1, SINT1_48220.2, SINT1_48220.3, SINT1_48220.4, SINT1_48220.5, SINT1_48220.6, SINT1_48220.7, SINT1_48220.8, SINT1_48220.9
OG0000705	SCUR1_6090.5, SCUR1_6100.1, SCUR1_6090.1, SCUR1_6090.4, SCUR1_6090.2, SCUR1_6100.2, SCUR1_6090.3	SINT1_6120.1
OG0000706	SCUR1_43500.1	SINT1_43330.1
OG0000706	SCUR1_52330.1	SINT1_52320.1
OG0000707	SCUR1_92940.3, SCUR1_92940.1, SCUR1_92940.2, SCUR1_92940.4	SINT1_92660.1, SINT1_92660.3, SINT1_92660.2
OG0000708	SCUR1_37410.1	SINT1_37190.1
OG0000708	SCUR1_37410.1	SINT1_37190.3
OG0000709	SCUR1_43780.1, SCUR1_43780.2	SINT1_43650.1, SINT1_43650.2, SINT1_43650.4, SINT1_43650.5, SINT1_43650.9, SINT1_43650.3, SINT1_43650.6, SINT1_43650.7, SINT1_43650.8
OG0000710	SCUR1_7900.1	SINT1_7950.9, SINT1_7950.7, SINT1_7950.8, SINT1_7950.6
OG0000711	SCUR1_73710.7, SCUR1_73710.4, SCUR1_73710.2, SCUR1_73710.3, SCUR1_73710.5, SCUR1_73710.1, SCUR1_73710.6	SINT1_73420.1
OG0000712	SCUR1_52710.2, SCUR1_52710.1, SCUR1_52710.3, SCUR1_52710.5, SCUR1_52710.6, SCUR1_52710.4, SCUR1_52710.7	SINT1_52680.1
OG0000713	SCUR1_70950.1	SINT1_70880.1
OG0000714	SCUR1_46350.1, SCUR1_46350.2, SCUR1_46310.2, SCUR1_46310.1	SINT1_46250.1
OG0000715	SCUR1_27370.1, SCUR1_27370.2, SCUR1_27370.3, SCUR1_27370.4, SCUR1_27370.5, SCUR1_27370.6, SCUR1_27370.7	SINT1_27420.1, SINT1_27420.2, SINT1_27420.4, SINT1_27420.3
OG0000716	SCUR1_11750.5, SCUR1_11750.4	SINT1_11840.1, SINT1_11840.3
OG0000716	SCUR1_11750.1, SCUR1_11750.3, SCUR1_11750.2	SINT1_11840.2
OG0000717	SCUR1_58920.3, SCUR1_58920.4, SCUR1_58920.7, SCUR1_58920.9, SCUR1_58920.1, SCUR1_58920.2, SCUR1_58920.8, SCUR1_58920.11, SCUR1_58920.12, SCUR1_58920.10, SCUR1_58920.5, SCUR1_58920.6	SINT1_58730.1
OG0000718	SCUR1_74010.1, SCUR1_74010.3, SCUR1_74010.4, SCUR1_74010.2	SINT1_73680.1, SINT1_73680.2
OG0000719	SCUR1_55110.1, SCUR1_55110.3, SCUR1_55110.2, SCUR1_55110.4	SINT1_55000.1, SINT1_55000.2, SINT1_55000.3
OG0000720	SCUR1_76300.6, SCUR1_76300.7, SCUR1_76300.2, SCUR1_76300.9, SCUR1_76300.10, SCUR1_76300.8, SCUR1_76300.5, SCUR1_76300.3, SCUR1_76300.4, SCUR1_76300.1	SINT1_75720.1, SINT1_75710.1
OG0000721	SCUR1_45870.4, SCUR1_45870.6, SCUR1_45870.5, SCUR1_45870.1, SCUR1_45870.2, SCUR1_45870.3, SCUR1_45870.7	SINT1_45830.1, SINT1_45830.2
OG0000722	SCUR1_5370.5, SCUR1_5370.7, SCUR1_5370.4, SCUR1_5370.3, SCUR1_5370.2, SCUR1_5370.6, SCUR1_5370.1	SINT1_5310.2, SINT1_5310.1, SINT1_5310.3
OG0000723	SCUR1_76020.1	SINT1_75450.3, SINT1_75450.2, SINT1_75450.4
OG0000724	SCUR1_41990.4, SCUR1_41990.6, SCUR1_41990.1, SCUR1_41990.2, SCUR1_41990.3, SCUR1_41990.5, SCUR1_41990.7, SCUR1_41990.8	SINT1_41830.6, SINT1_41830.3, SINT1_41830.1, SINT1_41830.2, SINT1_41830.4, SINT1_41830.5
OG0000725	SCUR1_76380.2, SCUR1_76380.1, SCUR1_76380.3, SCUR1_76380.4, SCUR1_76380.5	SINT1_75800.1, SINT1_75800.2, SINT1_75800.3, SINT1_75800.4
OG0000726	SCUR1_29780.4	SINT1_29880.1
OG0000726	SCUR1_29790.1, SCUR1_29790.4, SCUR1_29790.2, SCUR1_29790.3	SINT1_29890.1
OG0000727	SCUR1_38890.10, SCUR1_38890.6, SCUR1_38890.11, SCUR1_38890.12, SCUR1_38890.5, SCUR1_38890.7, SCUR1_38890.8, SCUR1_38890.9, SCUR1_38890.1, SCUR1_38890.13, SCUR1_38890.14, SCUR1_38890.2, SCUR1_38890.3, SCUR1_38890.4	SINT1_38780.1
OG0000729	SCUR1_8740.10, SCUR1_8740.1, SCUR1_8740.2, SCUR1_8740.3, SCUR1_8740.8, SCUR1_8740.4, SCUR1_8740.5, SCUR1_8740.6, SCUR1_8740.7, SCUR1_8740.9	SINT1_8940.4, SINT1_8940.5, SINT1_8940.6, SINT1_8940.2, SINT1_8940.1, SINT1_8940.3
OG0000730	SCUR1_59940.6, SCUR1_59940.8, SCUR1_59940.7	SINT1_59790.2, SINT1_59790.3
OG0000730	SCUR1_59940.1, SCUR1_59940.2, SCUR1_59940.3	SINT1_59790.1
OG0000731	SCUR1_75670.4, SCUR1_75670.5, SCUR1_75670.2, SCUR1_75670.3, SCUR1_75670.6, SCUR1_75670.7, SCUR1_75670.8, SCUR1_75670.1	SINT1_75110.1
OG0000732	SCUR1_3480.2	SINT1_3430.7, SINT1_3430.2
OG0000733	SCUR1_2800.2, SCUR1_2800.3, SCUR1_2800.1	SINT1_2770.2
OG0000736	SCUR1_77500.1	SINT1_76920.1, SINT1_76920.2
OG0000737	SCUR1_9770.4, SCUR1_9770.1, SCUR1_9770.3, SCUR1_9770.6, SCUR1_9780.1, SCUR1_9780.2, SCUR1_9770.2, SCUR1_9770.5	SINT1_9960.3, SINT1_9960.4, SINT1_9960.7, SINT1_9960.2, SINT1_9960.6, SINT1_9960.1, SINT1_9960.5
OG0000738	SCUR1_69120.1	SINT1_69080.1
OG0000738	SCUR1_69110.1	SINT1_69070.1
OG0000739	SCUR1_100520.1	SINT1_56690.1, SINT1_56690.2
OG0000739	SCUR1_96800.1, SCUR1_96800.6	SINT1_56690.3
OG0000740	SCUR1_8290.1	SINT1_8470.1, SINT1_8470.2, SINT1_8470.3, SINT1_8470.6, SINT1_8470.4, SINT1_8470.5, SINT1_8470.7, SINT1_8470.8
OG0000741	SCUR1_83400.1, SCUR1_83400.3, SCUR1_83400.2	SINT1_82900.5, SINT1_82900.3, SINT1_82900.1, SINT1_82900.2, SINT1_82900.4
OG0000742	SCUR1_36100.1, SCUR1_45910.2	SINT1_96910.1, SINT1_96910.2, SINT1_96910.3, SINT1_96910.4
OG0000742	SCUR1_71810.1	SINT1_81970.1, SINT1_81970.2, SINT1_81970.3
OG0000743	SCUR1_22580.1, SCUR1_22580.4, SCUR1_22580.2, SCUR1_22580.3	SINT1_22750.1, SINT1_22750.2
OG0000744	SCUR1_3570.4, SCUR1_3570.1, SCUR1_3570.11, SCUR1_3570.12, SCUR1_3570.2, SCUR1_3570.3, SCUR1_3570.5, SCUR1_3570.6, SCUR1_3570.10, SCUR1_3570.9, SCUR1_3570.8, SCUR1_3570.7	SINT1_3520.1
OG0000745	SCUR1_38240.1, SCUR1_38240.3, SCUR1_38240.2	SINT1_38100.1, SINT1_38100.2
OG0000746	SCUR1_60580.1	SINT1_60430.1, SINT1_60430.3
OG0000747	SCUR1_43060.1, SCUR1_43060.3, SCUR1_43060.2, SCUR1_43060.4	SINT1_42860.1
OG0000748	SCUR1_69550.1	SINT1_69510.4, SINT1_69510.2, SINT1_69510.3, SINT1_69510.6, SINT1_69510.1, SINT1_69510.5
OG0000749	SCUR1_68910.1	SINT1_68890.1
OG0000750	SCUR1_73580.1, SCUR1_73580.3, SCUR1_73580.2, SCUR1_73580.8, SCUR1_73580.7, SCUR1_73580.6, SCUR1_73580.5, SCUR1_73580.4	SINT1_73320.3, SINT1_73320.4, SINT1_73320.1, SINT1_73320.2, SINT1_73320.5, SINT1_73320.6
OG0000751	SCUR1_5500.1	SINT1_5440.1
OG0000751	SCUR1_2440.1	SINT1_2500.1
OG0000752	SCUR1_97640.1	SINT1_91160.1
OG0000752	SCUR1_91540.1	SINT1_91210.1
OG0000753	SCUR1_82050.3, SCUR1_82050.1, SCUR1_82050.2	SINT1_81530.3
OG0000754	SCUR1_50350.1	SINT1_50250.1
OG0000755	SCUR1_74850.1	SINT1_74410.4
OG0000757	SCUR1_52570.3, SCUR1_52570.2, SCUR1_52570.1, SCUR1_52570.4	SINT1_52550.2, SINT1_52550.3, SINT1_52550.1
OG0000758	SCUR1_8770.1	SINT1_8970.3
OG0000759	SCUR1_53000.6, SCUR1_53000.7, SCUR1_53000.1, SCUR1_53000.4, SCUR1_53000.8, SCUR1_53000.5, SCUR1_53000.3, SCUR1_53000.2	SINT1_52950.3, SINT1_52950.1, SINT1_52950.4, SINT1_52950.2, SINT1_52950.6, SINT1_52950.5, SINT1_52950.7
OG0000760	SCUR1_78210.2, SCUR1_78210.10, SCUR1_78210.8, SCUR1_78210.1, SCUR1_78210.3, SCUR1_78210.4, SCUR1_78210.5, SCUR1_78210.6, SCUR1_78210.7, SCUR1_78210.9	SINT1_77620.1, SINT1_77620.10, SINT1_77620.11, SINT1_77620.12, SINT1_77620.2, SINT1_77620.3, SINT1_77620.4, SINT1_77620.5, SINT1_77620.6, SINT1_77620.7, SINT1_77620.8, SINT1_77620.9
OG0000761	SCUR1_53740.1, SCUR1_53740.2	SINT1_53610.2, SINT1_53610.4, SINT1_53610.1, SINT1_53610.5, SINT1_53610.9, SINT1_53610.7, SINT1_53610.6, SINT1_53610.8, SINT1_53610.3
OG0000762	SCUR1_80200.2, SCUR1_80200.3, SCUR1_80200.1	SINT1_80630.1
OG0000762	SCUR1_86400.1	SINT1_85900.1, SINT1_85900.2, SINT1_85900.3
OG0000763	SCUR1_21460.1	SINT1_19820.5, SINT1_19820.1, SINT1_19820.2, SINT1_19820.3, SINT1_19820.4
OG0000764	SCUR1_8890.4	SINT1_9100.5, SINT1_9100.3
OG0000764	SCUR1_8890.2, SCUR1_8890.1, SCUR1_8890.3	SINT1_9100.2, SINT1_9100.1, SINT1_9100.4
OG0000765	SCUR1_52980.2, SCUR1_52980.1	SINT1_52930.1
OG0000765	SCUR1_52990.2, SCUR1_52990.1	SINT1_52940.1
OG0000766	SCUR1_62980.1, SCUR1_62980.2	SINT1_62770.1
OG0000767	SCUR1_65030.1, SCUR1_65030.2	SINT1_64820.1, SINT1_64820.2
OG0000768	SCUR1_40190.1, SCUR1_40190.3, SCUR1_40190.2	SINT1_40010.2, SINT1_40010.3, SINT1_40010.1, SINT1_40010.4
OG0000768	SCUR1_40190.4	SINT1_40010.5
OG0000769	SCUR1_2010.5, SCUR1_2010.1, SCUR1_2010.3, SCUR1_2010.2, SCUR1_2010.4	SINT1_2060.3, SINT1_2060.1, SINT1_2060.2
OG0000770	SCUR1_17840.1	SINT1_17990.1, SINT1_17990.2, SINT1_17990.3
OG0000771	SCUR1_79350.1	SINT1_78770.1
OG0000772	SCUR1_16750.1, SCUR1_16750.2, SCUR1_16800.1	SINT1_16850.1, SINT1_16860.2, SINT1_16860.1, SINT1_16860.3, SINT1_16860.4, SINT1_16860.5
OG0000773	SCUR1_25680.1	SINT1_25800.3, SINT1_25800.2, SINT1_25800.1
OG0000774	SCUR1_47240.1, SCUR1_47240.4, SCUR1_47240.7, SCUR1_47240.3, SCUR1_47240.6, SCUR1_47240.2, SCUR1_47240.5	SINT1_47130.1, SINT1_47130.2
OG0000775	SCUR1_51630.5, SCUR1_51630.6, SCUR1_51630.3, SCUR1_51630.1, SCUR1_51630.2, SCUR1_51630.4	SINT1_51610.1, SINT1_51610.2, SINT1_51610.3, SINT1_51610.4
OG0000776	SCUR1_45900.1, SCUR1_45900.2	SINT1_45850.1
OG0000776	SCUR1_56750.1	SINT1_56460.1
OG0000777	SCUR1_52200.4, SCUR1_52200.1	SINT1_52160.3, SINT1_52160.1
OG0000777	SCUR1_52200.3, SCUR1_52200.5	SINT1_52160.8, SINT1_52160.7
OG0000778	SCUR1_22880.1	SINT1_23030.1, SINT1_23030.3, SINT1_23030.2
OG0000779	SCUR1_3650.1	SINT1_3610.1
OG0000780	SCUR1_14960.1	SINT1_14980.1
OG0000781	SCUR1_11210.1	SINT1_11380.1
OG0000781	SCUR1_470.1	SINT1_460.2, SINT1_460.1, SINT1_460.3, SINT1_460.4
OG0000782	SCUR1_31670.1	SINT1_31730.1
OG0000783	SCUR1_50660.1, SCUR1_50660.2, SCUR1_50660.5, SCUR1_50660.3, SCUR1_50660.8, SCUR1_50660.4, SCUR1_50660.11, SCUR1_50660.12, SCUR1_50660.10, SCUR1_50660.6, SCUR1_50660.7, SCUR1_50660.9	SINT1_50520.1, SINT1_50520.2, SINT1_50520.3
OG0000784	SCUR1_31580.2, SCUR1_31580.1, SCUR1_31580.3	SINT1_31650.4, SINT1_31650.3, SINT1_31650.2, SINT1_31650.1, SINT1_31650.5, SINT1_31650.6
OG0000785	SCUR1_58860.1	SINT1_58640.1
OG0000787	SCUR1_98840.1, SCUR1_98840.2, SCUR1_98840.3, SCUR1_91660.1	SINT1_91330.1, SINT1_91330.2
OG0000787	SCUR1_59500.1	SINT1_59320.1
OG0000788	SCUR1_13620.10, SCUR1_13620.11, SCUR1_13620.12, SCUR1_13620.13, SCUR1_13620.2, SCUR1_13620.3, SCUR1_13620.4, SCUR1_13620.5, SCUR1_13620.6, SCUR1_13620.7, SCUR1_13620.8, SCUR1_13620.9, SCUR1_13620.1	SINT1_13680.1
OG0000789	SCUR1_25460.1	SINT1_25610.1
OG0000789	SCUR1_25450.1	SINT1_25600.1, SINT1_25600.2
OG0000790	SCUR1_39510.8, SCUR1_39510.9, SCUR1_39510.5, SCUR1_39510.7, SCUR1_39510.4, SCUR1_39510.6, SCUR1_39510.3, SCUR1_39510.1, SCUR1_39510.2	SINT1_39340.1, SINT1_39340.2, SINT1_39340.3, SINT1_39340.4
OG0000791	SCUR1_42890.1, SCUR1_42890.2, SCUR1_42890.3	SINT1_42730.1
OG0000792	SCUR1_5670.1, SCUR1_5670.2, SCUR1_5670.4, SCUR1_5670.5, SCUR1_5670.3	SINT1_5640.2, SINT1_5640.1, SINT1_5640.3, SINT1_5640.4
OG0000793	SCUR1_34360.8	SINT1_34260.4
OG0000794	SCUR1_10010.1	SINT1_10230.1
OG0000795	SCUR1_93940.1, SCUR1_93940.3, SCUR1_93940.4, SCUR1_93940.2	SINT1_93650.7, SINT1_93650.6, SINT1_93650.3, SINT1_93650.1, SINT1_93650.2, SINT1_93650.4, SINT1_93650.5
OG0000796	SCUR1_15810.1, SCUR1_15820.1	SINT1_15870.1, SINT1_15870.2
OG0000796	SCUR1_15790.1, SCUR1_15800.1, SCUR1_15800.2	SINT1_15860.1
OG0000797	SCUR1_21170.2, SCUR1_21170.1, SCUR1_21170.3, SCUR1_21170.4	SINT1_20130.6, SINT1_20130.2, SINT1_20130.5, SINT1_20130.3, SINT1_20130.4, SINT1_20130.1
OG0000798	SCUR1_1230.2, SCUR1_1230.1, SCUR1_1230.3	SINT1_1260.1, SINT1_1260.2, SINT1_1260.3
OG0000799	SCUR1_66490.1	SINT1_66270.1, SINT1_66270.2, SINT1_66270.3, SINT1_66270.4
OG0000800	SCUR1_9930.1	SINT1_10160.1
OG0000801	SCUR1_15690.2, SCUR1_15690.3, SCUR1_15690.1	SINT1_15740.2, SINT1_15740.1, SINT1_15740.3
OG0000802	SCUR1_72510.1	SINT1_72380.1
OG0000802	SCUR1_72510.2	SINT1_72380.1
OG0000802	SCUR1_72510.3	SINT1_72380.1
OG0000802	SCUR1_58580.1	SINT1_58280.1
OG0000803	SCUR1_78600.1	SINT1_78010.2, SINT1_78010.1
OG0000804	SCUR1_41460.1, SCUR1_41460.2, SCUR1_41460.5, SCUR1_41460.6, SCUR1_41460.7, SCUR1_41460.3, SCUR1_41460.4	SINT1_41330.1, SINT1_41330.2, SINT1_41330.4, SINT1_41330.5, SINT1_41330.3, SINT1_41330.6
OG0000805	SCUR1_36560.2, SCUR1_36560.3, SCUR1_36560.4, SCUR1_36560.5, SCUR1_36560.1	SINT1_36400.1
OG0000806	SCUR1_72950.10, SCUR1_72950.9, SCUR1_72950.1, SCUR1_72950.3, SCUR1_72950.4, SCUR1_72950.5, SCUR1_72950.6, SCUR1_72950.8, SCUR1_72950.2, SCUR1_72950.7	SINT1_72740.1, SINT1_72740.2
OG0000807	SCUR1_9670.3, SCUR1_9670.4, SCUR1_9670.2, SCUR1_9670.1	SINT1_9860.1, SINT1_9860.2
OG0000808	SCUR1_92180.1	SINT1_91880.1
OG0000808	SCUR1_92200.1, SCUR1_92200.2, SCUR1_92200.3, SCUR1_92200.4, SCUR1_92200.5, SCUR1_92200.6	SINT1_91890.1, SINT1_91890.4, SINT1_91890.2, SINT1_91890.3
OG0000809	SCUR1_89600.1, SCUR1_89600.3, SCUR1_89600.4, SCUR1_89600.5, SCUR1_89600.2	SINT1_89370.1, SINT1_89370.2, SINT1_89370.4, SINT1_89370.5, SINT1_89370.3
OG0000810	SCUR1_25040.4, SCUR1_25040.6, SCUR1_25040.1, SCUR1_25040.3, SCUR1_25040.2, SCUR1_25040.5, SCUR1_25040.8, SCUR1_25040.7	SINT1_25130.1
OG0000811	SCUR1_11010.1, SCUR1_11010.2	SINT1_11150.1, SINT1_11150.2, SINT1_11150.3, SINT1_11150.4, SINT1_11150.5
OG0000812	SCUR1_12160.1	SINT1_12150.1, SINT1_12150.2, SINT1_12150.3
OG0000813	SCUR1_85330.2, SCUR1_85330.5, SCUR1_85330.6, SCUR1_85330.4, SCUR1_85330.7, SCUR1_85330.8, SCUR1_85330.3, SCUR1_85330.9, SCUR1_85330.1	SINT1_85090.1
OG0000814	SCUR1_63370.2, SCUR1_63370.1, SCUR1_63370.3	SINT1_63100.1
OG0000815	SCUR1_59480.1, SCUR1_59480.2, SCUR1_59480.4, SCUR1_59480.3	SINT1_59300.3, SINT1_59300.1, SINT1_59300.2, SINT1_59300.5, SINT1_59300.4
OG0000816	SCUR1_82970.1	SINT1_82520.1, SINT1_82520.2, SINT1_82520.3, SINT1_82520.4
OG0000817	SCUR1_87170.1, SCUR1_87170.2, SCUR1_87170.3, SCUR1_87170.4, SCUR1_87170.5	SINT1_86900.1, SINT1_86900.2, SINT1_86900.3, SINT1_86900.4, SINT1_86900.5, SINT1_86900.6
OG0000818	SCUR1_11470.1	SINT1_11620.1, SINT1_11620.3, SINT1_11620.2
OG0000819	SCUR1_65190.1, SCUR1_65190.2, SCUR1_65190.3	SINT1_64960.2, SINT1_64960.4, SINT1_64960.1, SINT1_64960.3
OG0000820	SCUR1_27930.1	SINT1_27990.1
OG0000821	SCUR1_49160.1, SCUR1_49160.2, SCUR1_49160.3	SINT1_49050.1
OG0000822	SCUR1_73700.6, SCUR1_73700.7, SCUR1_73700.1, SCUR1_73700.5, SCUR1_73700.2, SCUR1_73700.3, SCUR1_73700.4	SINT1_73410.1
OG0000823	SCUR1_53360.1	SINT1_53300.1
OG0000823	SCUR1_91610.1	SINT1_91290.1
OG0000823	SCUR1_91620.1	SINT1_91300.1
OG0000824	SCUR1_3040.6	SINT1_3060.4
OG0000824	SCUR1_3040.5	SINT1_3060.2
OG0000825	SCUR1_76510.1, SCUR1_76520.1	SINT1_75930.1, SINT1_75930.2, SINT1_75930.4, SINT1_75930.3
OG0000825	SCUR1_76500.1	SINT1_75900.1
OG0000825	SCUR1_76490.1	SINT1_75890.1
OG0000826	SCUR1_55310.7, SCUR1_55310.8	SINT1_55170.3
OG0000826	SCUR1_55310.2, SCUR1_55310.3, SCUR1_55310.1, SCUR1_55310.4, SCUR1_55310.5, SCUR1_55310.6	SINT1_55170.1, SINT1_55170.4, SINT1_55170.2
OG0000827	SCUR1_74760.1	SINT1_74320.1
OG0000827	SCUR1_74750.1	SINT1_74310.1
OG0000827	SCUR1_74750.1	SINT1_74310.2
OG0000827	SCUR1_74750.2	SINT1_74310.1
OG0000827	SCUR1_74750.2	SINT1_74310.2
OG0000828	SCUR1_89330.1	SINT1_89110.1
OG0000829	SCUR1_18460.1	SINT1_18610.1
OG0000830	SCUR1_48890.3	SINT1_48820.1
OG0000831	SCUR1_42600.5, SCUR1_42600.4	SINT1_42440.3
OG0000831	SCUR1_42600.1, SCUR1_42600.6	SINT1_42440.1, SINT1_42440.4, SINT1_42440.5
OG0000831	SCUR1_42600.3	SINT1_42440.2
OG0000832	SCUR1_60220.4, SCUR1_60220.5, SCUR1_60220.3	SINT1_60050.2
OG0000832	SCUR1_60220.2	SINT1_60050.1
OG0000833	SCUR1_33360.1	SINT1_33300.1, SINT1_33300.3, SINT1_33300.2, SINT1_33300.4
OG0000834	SCUR1_48780.4, SCUR1_48780.3, SCUR1_48780.1, SCUR1_48780.2, SCUR1_48780.5	SINT1_48650.1
OG0000835	SCUR1_38250.1	SINT1_38110.1, SINT1_38110.2
OG0000836	SCUR1_37540.3	SINT1_37330.5, SINT1_37330.2, SINT1_37330.3
OG0000837	SCUR1_32420.1	SINT1_32380.2, SINT1_32380.3, SINT1_32380.1, SINT1_32380.5, SINT1_32380.4
OG0000838	SCUR1_39280.1, SCUR1_39290.1, SCUR1_39290.2, SCUR1_39290.3, SCUR1_39290.4, SCUR1_39290.5, SCUR1_39290.6	SINT1_39150.1
OG0000839	SCUR1_38700.3	SINT1_38540.3
OG0000839	SCUR1_38700.1, SCUR1_38700.2	SINT1_38540.1
OG0000840	SCUR1_69640.10, SCUR1_69640.5, SCUR1_69640.9, SCUR1_69640.4, SCUR1_69640.7, SCUR1_69640.6, SCUR1_69640.8, SCUR1_69640.2, SCUR1_69640.1, SCUR1_69640.3	SINT1_69580.1, SINT1_69580.2
OG0000841	SCUR1_20870.1	SINT1_20460.6, SINT1_20460.5, SINT1_20460.1
OG0000842	SCUR1_66640.2	SINT1_66450.1
OG0000842	SCUR1_66640.1	SINT1_66450.2
OG0000844	SCUR1_5250.1, SCUR1_5250.2	SINT1_5220.10, SINT1_5220.3, SINT1_5220.4, SINT1_5220.7, SINT1_5220.1, SINT1_5220.11, SINT1_5220.5, SINT1_5220.6, SINT1_5220.8, SINT1_5220.9, SINT1_5220.2
OG0000845	SCUR1_88620.4, SCUR1_88620.5, SCUR1_88620.3, SCUR1_88620.6, SCUR1_88620.1, SCUR1_88620.2	SINT1_88300.2, SINT1_88300.1, SINT1_88300.3
OG0000846	SCUR1_16860.1, SCUR1_16860.2, SCUR1_16860.3, SCUR1_16860.4, SCUR1_16860.5, SCUR1_16860.6	SINT1_16940.1, SINT1_16940.2, SINT1_16940.3, SINT1_16940.4, SINT1_16940.5, SINT1_16940.6
OG0000847	SCUR1_1140.1	SINT1_1170.1, SINT1_1170.2
OG0000848	SCUR1_34980.3, SCUR1_34980.4, SCUR1_34980.5, SCUR1_34980.2	SINT1_34870.3, SINT1_34870.6
OG0000849	SCUR1_39330.2, SCUR1_39330.4, SCUR1_39330.3, SCUR1_39330.5, SCUR1_39330.8, SCUR1_39330.1, SCUR1_39330.6, SCUR1_39330.7	SINT1_39190.1, SINT1_39190.2, SINT1_39190.3, SINT1_39190.4
OG0000850	SCUR1_27340.6, SCUR1_27340.1, SCUR1_27340.3, SCUR1_27340.4, SCUR1_27340.2, SCUR1_27340.5	SINT1_27390.4, SINT1_27390.6, SINT1_27390.1, SINT1_27390.7, SINT1_27390.2, SINT1_27390.3, SINT1_27390.5
OG0000851	SCUR1_89620.1, SCUR1_89620.2, SCUR1_89620.3, SCUR1_89620.4	SINT1_89380.1, SINT1_89380.2
OG0000852	SCUR1_10860.4, SCUR1_10860.5, SCUR1_10860.6, SCUR1_10860.3, SCUR1_10860.1, SCUR1_10860.2, SCUR1_10860.8	SINT1_11000.1
OG0000853	SCUR1_82010.1	SINT1_81500.1
OG0000854	SCUR1_37550.1	SINT1_37340.1, SINT1_37340.3, SINT1_37340.2, SINT1_37340.4
OG0000855	SCUR1_54640.1, SCUR1_54630.1, SCUR1_54580.4, SCUR1_54580.2, SCUR1_54580.1, SCUR1_54580.5, SCUR1_54580.3	SINT1_54440.1, SINT1_54440.2, SINT1_54440.3
OG0000856	SCUR1_2950.1	SINT1_2940.5, SINT1_2940.2, SINT1_2940.3, SINT1_2940.4, SINT1_2940.1
OG0000857	SCUR1_4150.7, SCUR1_4150.5, SCUR1_4150.8	SINT1_4110.1
OG0000858	SCUR1_4550.3, SCUR1_4550.1, SCUR1_4550.5	SINT1_4510.3
OG0000859	SCUR1_49580.8, SCUR1_49580.11	SINT1_49470.4
OG0000859	SCUR1_49580.4	SINT1_49470.3
