Orthogroup	schistosoma_curassoni	schistosoma_mattheei
OG0000831	SCUR1_42600.2, SCUR1_42600.5, SCUR1_42600.4, SCUR1_42600.1, SCUR1_42600.6, SCUR1_42600.3	SMTH1_47320.1, SMTH1_47320.2
OG0000832	SCUR1_60220.4, SCUR1_60220.5	SMTH1_67120.3, SMTH1_67120.5, SMTH1_67120.7, SMTH1_67120.2, SMTH1_67120.4, SMTH1_67120.6
OG0000832	SCUR1_60220.2	SMTH1_67120.1
OG0000833	SCUR1_33360.1	SMTH1_37000.1
OG0000834	SCUR1_48780.4, SCUR1_48780.3, SCUR1_48780.1, SCUR1_48780.2, SCUR1_48780.5	SMTH1_54470.2, SMTH1_54470.3, SMTH1_54470.1, SMTH1_54470.4
OG0000835	SCUR1_38250.1	SMTH1_42100.1
OG0000836	SCUR1_37540.3	SMTH1_41490.2
OG0000837	SCUR1_32420.1	SMTH1_35910.1, SMTH1_35920.1
OG0000838	SCUR1_39290.1, SCUR1_39290.2, SCUR1_39290.3, SCUR1_39290.4, SCUR1_39290.5, SCUR1_39290.6	SMTH1_43440.1
OG0000839	SCUR1_38700.3, SCUR1_38700.1, SCUR1_38700.2	SMTH1_42660.1, SMTH1_42660.2, SMTH1_42660.3
OG0000840	SCUR1_69640.10, SCUR1_69640.5, SCUR1_69640.9, SCUR1_69640.4, SCUR1_69640.7, SCUR1_69640.6, SCUR1_69640.8, SCUR1_69640.2, SCUR1_69640.1, SCUR1_69640.3	SMTH1_78030.1, SMTH1_78030.2
OG0000841	SCUR1_20870.1	SMTH1_22410.1
OG0000842	SCUR1_66640.2, SCUR1_66640.1	SMTH1_74480.1
OG0000843	SCUR1_81490.3, SCUR1_81490.4, SCUR1_81490.1, SCUR1_81490.2	SMTH1_91460.1, SMTH1_91460.2, SMTH1_91460.3
OG0000844	SCUR1_5250.1, SCUR1_5250.2	SMTH1_6020.1
OG0000845	SCUR1_88620.4, SCUR1_88620.5, SCUR1_88620.3, SCUR1_88620.6, SCUR1_88620.1, SCUR1_88620.2	SMTH1_99700.4, SMTH1_99700.6, SMTH1_99700.5, SMTH1_99700.2, SMTH1_99700.3, SMTH1_99700.1
OG0000846	SCUR1_16860.1, SCUR1_16860.2, SCUR1_16860.3, SCUR1_16860.4, SCUR1_16860.5, SCUR1_16860.6	SMTH1_18630.7, SMTH1_18630.1, SMTH1_18630.2, SMTH1_18630.8, SMTH1_18630.4, SMTH1_18630.5, SMTH1_18630.3, SMTH1_18630.6
OG0000847	SCUR1_1140.1	SMTH1_1440.1
OG0000848	SCUR1_34980.6, SCUR1_34980.3, SCUR1_34980.4, SCUR1_34980.5, SCUR1_34980.2, SCUR1_34980.1	SMTH1_38620.1
OG0000849	SCUR1_39330.2, SCUR1_39330.4, SCUR1_39330.3, SCUR1_39330.5, SCUR1_39330.8, SCUR1_39330.1, SCUR1_39330.6, SCUR1_39330.7	SMTH1_43510.1, SMTH1_43520.1, SMTH1_43500.1
OG0000850	SCUR1_27340.6, SCUR1_27340.1, SCUR1_27340.3, SCUR1_27340.4, SCUR1_27340.2, SCUR1_27340.5	SMTH1_30210.1
OG0000851	SCUR1_89620.1, SCUR1_89620.2, SCUR1_89620.3, SCUR1_89620.4	SMTH1_100880.1
OG0000852	SCUR1_10860.4, SCUR1_10860.5, SCUR1_10860.6, SCUR1_10860.3, SCUR1_10860.1, SCUR1_10860.2, SCUR1_10860.8	SMTH1_12210.1
OG0000853	SCUR1_82010.1	SMTH1_91960.3, SMTH1_91960.1, SMTH1_91960.2
OG0000854	SCUR1_37550.1	SMTH1_41500.1, SMTH1_41500.2, SMTH1_41500.3, SMTH1_41500.4
OG0000855	SCUR1_54640.1, SCUR1_54630.1, SCUR1_54580.4, SCUR1_54580.2, SCUR1_54580.1, SCUR1_54580.5, SCUR1_54580.3	SMTH1_60720.1, SMTH1_60720.3, SMTH1_60720.4, SMTH1_60720.5, SMTH1_60720.2, SMTH1_60720.7, SMTH1_60720.6
OG0000856	SCUR1_2950.1	SMTH1_3560.3, SMTH1_3560.4, SMTH1_3560.1, SMTH1_3560.2
OG0000857	SCUR1_4150.7, SCUR1_4150.5, SCUR1_4150.8	SMTH1_4810.1
OG0000858	SCUR1_4550.4, SCUR1_4550.6, SCUR1_4550.7, SCUR1_4550.2, SCUR1_4550.3, SCUR1_4550.1, SCUR1_4550.5	SMTH1_5220.1
OG0000859	SCUR1_49580.2, SCUR1_49580.4	SMTH1_55410.1
OG0000860	SCUR1_59770.1	SMTH1_66540.1
OG0000860	SCUR1_62340.1, SCUR1_62340.2	SMTH1_69520.1
OG0000861	SCUR1_11710.1	SMTH1_13040.6, SMTH1_13040.4, SMTH1_13040.1, SMTH1_13040.10, SMTH1_13040.11, SMTH1_13040.9, SMTH1_13040.8, SMTH1_13040.3, SMTH1_13040.5, SMTH1_13040.7, SMTH1_13040.2
OG0000862	SCUR1_29940.1	SMTH1_33240.4, SMTH1_33240.1
OG0000863	SCUR1_7260.2, SCUR1_7260.1, SCUR1_7260.3, SCUR1_7260.4, SCUR1_7260.5, SCUR1_7260.6, SCUR1_7260.7	SMTH1_8360.1, SMTH1_8350.1
OG0000864	SCUR1_40490.1	SMTH1_44970.2, SMTH1_44970.5, SMTH1_44970.4, SMTH1_44970.1, SMTH1_44970.3
OG0000865	SCUR1_33320.1	SMTH1_36960.1
OG0000866	SCUR1_95280.5, SCUR1_95280.4, SCUR1_95280.3, SCUR1_95280.1, SCUR1_95280.2	SMTH1_54890.1, SMTH1_760.2, SMTH1_760.1
OG0000867	SCUR1_7140.1, SCUR1_7140.2, SCUR1_7140.3, SCUR1_7140.4, SCUR1_7140.5, SCUR1_7140.7, SCUR1_7140.6, SCUR1_7140.8	SMTH1_8210.1, SMTH1_8210.2, SMTH1_8210.5, SMTH1_8210.6, SMTH1_8210.3, SMTH1_8210.4, SMTH1_8210.7
OG0000868	SCUR1_100130.1, SCUR1_79370.1, SCUR1_79370.2, SCUR1_79370.3, SCUR1_79370.4	SMTH1_88980.1
OG0000868	SCUR1_79440.1, SCUR1_79400.1	SMTH1_89010.1, SMTH1_89040.1
OG0000870	SCUR1_100160.1, SCUR1_100160.2, SCUR1_100160.3, SCUR1_100160.4	SMTH1_1120.1, SMTH1_1120.2
OG0000871	SCUR1_22660.1, SCUR1_22660.2	SMTH1_31750.1, SMTH1_31750.2, SMTH1_31750.3
OG0000872	SCUR1_4030.1, SCUR1_4030.2	SMTH1_4660.1
OG0000873	SCUR1_85260.6, SCUR1_85260.4, SCUR1_85260.5, SCUR1_85260.7, SCUR1_85260.1, SCUR1_85260.2, SCUR1_85260.3	SMTH1_95870.1
OG0000874	SCUR1_43220.1, SCUR1_43220.2, SCUR1_43220.3, SCUR1_43220.4, SCUR1_43220.5	SMTH1_47980.1
OG0000875	SCUR1_62270.2, SCUR1_62270.3, SCUR1_62270.1, SCUR1_62270.4	SMTH1_69390.1, SMTH1_69390.2
OG0000876	SCUR1_96810.3, SCUR1_96810.4, SCUR1_96810.6, SCUR1_96810.7, SCUR1_96810.5, SCUR1_96810.1, SCUR1_96810.2, SCUR1_95170.1, SCUR1_99960.1, SCUR1_99960.2, SCUR1_96070.1, SCUR1_96070.2	SMTH1_26410.1
OG0000877	SCUR1_7190.1	SMTH1_8260.1, SMTH1_8260.3
OG0000877	SCUR1_7190.2, SCUR1_7190.3	SMTH1_8260.2
OG0000878	SCUR1_18450.1	SMTH1_20380.1, SMTH1_20380.2
OG0000879	SCUR1_58400.1	SMTH1_64910.1
OG0000880	SCUR1_79040.1	SMTH1_88590.1
OG0000881	SCUR1_4570.1	SMTH1_5240.1
OG0000881	SCUR1_89450.1	SMTH1_100740.1
OG0000882	SCUR1_22090.1	SMTH1_24510.1
OG0000882	SCUR1_40290.1	SMTH1_44720.1
OG0000883	SCUR1_40280.1	SMTH1_44710.4, SMTH1_44710.1, SMTH1_44710.2, SMTH1_44710.3, SMTH1_44710.5, SMTH1_44710.6
OG0000884	SCUR1_39540.1	SMTH1_43810.1, SMTH1_43810.2, SMTH1_43810.3, SMTH1_43790.1
OG0000885	SCUR1_91260.3, SCUR1_91260.2, SCUR1_91260.1	SMTH1_102750.1, SMTH1_102750.2
OG0000886	SCUR1_69740.4	SMTH1_78130.5, SMTH1_78130.3
OG0000887	SCUR1_19630.1	SMTH1_21650.1, SMTH1_21650.2, SMTH1_21650.3, SMTH1_21650.4
OG0000888	SCUR1_78160.1, SCUR1_78160.2, SCUR1_78160.3	SMTH1_87560.1
OG0000888	SCUR1_78170.1	SMTH1_87600.1, SMTH1_87580.1
OG0000889	SCUR1_27780.1, SCUR1_27780.2	SMTH1_30720.3, SMTH1_30720.4
OG0000890	SCUR1_41050.1, SCUR1_41050.2	SMTH1_45630.1
OG0000891	SCUR1_37430.1	SMTH1_41350.1
OG0000892	SCUR1_51930.3, SCUR1_51930.1, SCUR1_51930.2	SMTH1_57940.2, SMTH1_57940.1, SMTH1_57940.3
OG0000894	SCUR1_86500.7, SCUR1_86500.1, SCUR1_86500.2, SCUR1_86500.8, SCUR1_86500.3, SCUR1_86500.4, SCUR1_86500.5, SCUR1_86500.11, SCUR1_86500.12, SCUR1_86500.13, SCUR1_86500.14, SCUR1_86500.15, SCUR1_86500.10, SCUR1_86500.6, SCUR1_86500.16, SCUR1_86500.17, SCUR1_86500.18, SCUR1_86500.19, SCUR1_86500.9	SMTH1_97380.1
OG0000895	SCUR1_44170.9, SCUR1_44170.8, SCUR1_44170.1, SCUR1_44170.3, SCUR1_44170.7, SCUR1_44170.2, SCUR1_44170.4, SCUR1_44170.10, SCUR1_44170.5, SCUR1_44170.6	SMTH1_49020.1
OG0000896	SCUR1_20170.1, SCUR1_20170.3, SCUR1_20170.2, SCUR1_20170.7, SCUR1_20160.1, SCUR1_20170.6, SCUR1_20170.4, SCUR1_20170.5	SMTH1_23230.1, SMTH1_23240.1, SMTH1_23250.1
OG0000897	SCUR1_10000.1	SMTH1_11390.1, SMTH1_11400.1
OG0000898	SCUR1_97920.1, SCUR1_97920.2	SMTH1_80190.1, SMTH1_80190.2, SMTH1_80190.3, SMTH1_80190.4, SMTH1_80190.5, SMTH1_80190.6
OG0000899	SCUR1_14450.1	SMTH1_16070.1
OG0000900	SCUR1_3590.1, SCUR1_3600.2	SMTH1_4180.1, SMTH1_4190.1
OG0000901	SCUR1_62440.2, SCUR1_62440.1, SCUR1_62440.3, SCUR1_62440.6, SCUR1_62440.4, SCUR1_62440.5	SMTH1_69630.7, SMTH1_69630.8, SMTH1_69630.5, SMTH1_69630.6, SMTH1_69630.10, SMTH1_69630.11, SMTH1_69630.9, SMTH1_69630.1, SMTH1_69630.2, SMTH1_69630.3, SMTH1_69630.4
OG0000902	SCUR1_55160.5	SMTH1_61360.5, SMTH1_61360.7
OG0000902	SCUR1_55160.4	SMTH1_61360.6
OG0000903	SCUR1_15460.7, SCUR1_15460.6, SCUR1_15460.1, SCUR1_15460.3, SCUR1_15460.2, SCUR1_15460.4, SCUR1_15460.5	SMTH1_17150.1, SMTH1_17150.2
OG0000904	SCUR1_100550.1, SCUR1_100550.2, SCUR1_100550.4, SCUR1_100550.5, SCUR1_5120.1, SCUR1_100550.3	SMTH1_5860.3, SMTH1_5860.1, SMTH1_5860.2, SMTH1_5860.4, SMTH1_5860.5
OG0000905	SCUR1_78340.1	SMTH1_87750.2
OG0000906	SCUR1_63750.1	SMTH1_71090.1, SMTH1_71090.3, SMTH1_71090.2
OG0000907	SCUR1_73850.1	SMTH1_82970.4, SMTH1_82970.2, SMTH1_82970.1, SMTH1_82970.3
OG0000908	SCUR1_26640.1, SCUR1_26640.3, SCUR1_26640.2	SMTH1_29470.3, SMTH1_29470.2, SMTH1_29470.1
OG0000908	SCUR1_26630.1	SMTH1_29460.1
OG0000910	SCUR1_8090.1	SMTH1_9280.1, SMTH1_9280.3, SMTH1_9280.2
OG0000911	SCUR1_58230.5, SCUR1_58230.1, SCUR1_58230.6, SCUR1_58230.2, SCUR1_58230.3, SCUR1_58230.4	SMTH1_64690.2, SMTH1_64690.3, SMTH1_64690.4, SMTH1_64690.5, SMTH1_64690.1
OG0000912	SCUR1_6390.1, SCUR1_6390.3, SCUR1_6390.5, SCUR1_6390.6, SCUR1_6390.2, SCUR1_6390.4, SCUR1_6390.7, SCUR1_6390.8, SCUR1_6390.9	SMTH1_7390.1
OG0000913	SCUR1_31460.1	SMTH1_34970.1
OG0000914	SCUR1_38730.1	SMTH1_42700.1
OG0000915	SCUR1_29550.4	SMTH1_32780.4
OG0000915	SCUR1_29550.3	SMTH1_32780.2
OG0000916	SCUR1_39840.1, SCUR1_39840.2, SCUR1_39840.3, SCUR1_39840.4	SMTH1_44110.1
OG0000917	SCUR1_83280.2, SCUR1_83280.9, SCUR1_83280.1, SCUR1_83280.3, SCUR1_83280.6, SCUR1_83280.8, SCUR1_83280.7, SCUR1_83280.4, SCUR1_83280.10, SCUR1_83280.5	SMTH1_93310.1
OG0000918	SCUR1_26760.1, SCUR1_26760.10, SCUR1_26760.2, SCUR1_26760.7, SCUR1_26760.9, SCUR1_26760.3, SCUR1_26760.4, SCUR1_26760.6, SCUR1_26760.8, SCUR1_26760.5	SMTH1_29590.1
OG0000919	SCUR1_83450.1, SCUR1_83450.2, SCUR1_83450.9, SCUR1_83450.3, SCUR1_83450.4, SCUR1_83450.5, SCUR1_83450.7, SCUR1_83450.6, SCUR1_83450.8, SCUR1_83450.10	SMTH1_93560.1, SMTH1_93560.2
OG0000920	SCUR1_93600.4, SCUR1_93600.5, SCUR1_93600.7, SCUR1_93600.8, SCUR1_93600.3, SCUR1_93600.6, SCUR1_93600.1, SCUR1_93600.2	SMTH1_105390.1
OG0000921	SCUR1_43620.1	SMTH1_48450.1, SMTH1_48450.6, SMTH1_48450.5, SMTH1_48450.4, SMTH1_48450.2, SMTH1_48450.3
OG0000922	SCUR1_6820.1	SMTH1_7870.1
OG0000922	SCUR1_6810.1	SMTH1_7860.1
OG0000923	SCUR1_91870.1	SMTH1_103410.1, SMTH1_103410.2, SMTH1_103410.4, SMTH1_103410.3
OG0000925	SCUR1_16420.1	SMTH1_18200.1
OG0000926	SCUR1_27010.1	SMTH1_29910.1
OG0000927	SCUR1_21390.1	SMTH1_21740.13, SMTH1_21740.6, SMTH1_21740.1, SMTH1_21740.10, SMTH1_21740.11, SMTH1_21740.2, SMTH1_21740.3, SMTH1_21740.4, SMTH1_21740.7, SMTH1_21740.8, SMTH1_21740.9, SMTH1_21740.12, SMTH1_21740.5
OG0000928	SCUR1_32340.1	SMTH1_35830.3, SMTH1_35830.4, SMTH1_35830.5, SMTH1_35830.6, SMTH1_35830.7, SMTH1_35830.8, SMTH1_35830.1, SMTH1_35830.2, SMTH1_35840.4, SMTH1_35840.2, SMTH1_35840.5, SMTH1_35840.1, SMTH1_35840.3
OG0000929	SCUR1_64730.1, SCUR1_64730.2, SCUR1_64730.3, SCUR1_64730.4	SMTH1_72160.1, SMTH1_72160.2
OG0000930	SCUR1_42530.1	SMTH1_47240.1, SMTH1_47240.2, SMTH1_47240.3, SMTH1_47240.4, SMTH1_47240.7, SMTH1_47240.5, SMTH1_47240.6
OG0000931	SCUR1_70670.2, SCUR1_70670.1, SCUR1_70670.3	SMTH1_79480.1
OG0000932	SCUR1_1050.1, SCUR1_1050.2, SCUR1_1050.3	SMTH1_1330.1, SMTH1_1330.3, SMTH1_1330.4, SMTH1_1330.5, SMTH1_1330.6, SMTH1_1330.7, SMTH1_1330.8, SMTH1_1330.2
OG0000933	SCUR1_39960.1, SCUR1_39960.2	SMTH1_44220.1, SMTH1_44220.2, SMTH1_44230.1
OG0000934	SCUR1_10100.1	SMTH1_11480.1
OG0000935	SCUR1_64100.1	SMTH1_71490.1
OG0000936	SCUR1_92700.3	SMTH1_104360.5, SMTH1_104360.1, SMTH1_104360.3, SMTH1_104360.4, SMTH1_104360.2
OG0000937	SCUR1_54330.1	SMTH1_60440.1
OG0000938	SCUR1_59630.1, SCUR1_59630.5, SCUR1_59630.2, SCUR1_59630.4, SCUR1_59630.3, SCUR1_59630.6	SMTH1_66390.1, SMTH1_66380.1
OG0000939	SCUR1_85750.1, SCUR1_85750.6, SCUR1_85750.4, SCUR1_85750.5, SCUR1_85750.2, SCUR1_85750.3	SMTH1_96500.5, SMTH1_96500.1, SMTH1_96500.2, SMTH1_96500.3, SMTH1_96500.4
OG0000940	SCUR1_5790.3, SCUR1_5790.2, SCUR1_5790.1	SMTH1_6610.1
OG0000941	SCUR1_32170.1, SCUR1_32170.2	SMTH1_35630.1
OG0000942	SCUR1_16000.1	SMTH1_17740.1
OG0000943	SCUR1_28810.2, SCUR1_28810.1, SCUR1_28810.3, SCUR1_28810.4, SCUR1_28810.5	SMTH1_31860.3, SMTH1_31860.1, SMTH1_31860.2
OG0000944	SCUR1_58020.1, SCUR1_58020.2, SCUR1_58020.4, SCUR1_58020.3	SMTH1_64370.1
OG0000945	SCUR1_11330.1	SMTH1_12670.5, SMTH1_12670.1, SMTH1_12670.2, SMTH1_12670.3, SMTH1_12670.4, SMTH1_12670.6
OG0000946	SCUR1_8630.2, SCUR1_8630.1, SCUR1_8630.3	SMTH1_9880.1
OG0000947	SCUR1_39010.1	SMTH1_43090.1
OG0000948	SCUR1_80450.2, SCUR1_80450.3, SCUR1_80450.4, SCUR1_80450.6, SCUR1_80450.7, SCUR1_80450.8, SCUR1_80450.1, SCUR1_80450.9, SCUR1_80450.5	SMTH1_90130.1
OG0000949	SCUR1_16180.1, SCUR1_16190.1	SMTH1_17930.1, SMTH1_17940.1
OG0000949	SCUR1_16170.1	SMTH1_17910.1, SMTH1_17920.1
OG0000950	SCUR1_53320.1	SMTH1_59450.1, SMTH1_59450.3, SMTH1_59450.2, SMTH1_59450.4
OG0000951	SCUR1_91820.1, SCUR1_91820.4	SMTH1_103360.1, SMTH1_103360.3
OG0000952	SCUR1_29510.2	SMTH1_32740.3, SMTH1_32740.4, SMTH1_32740.1
OG0000952	SCUR1_29510.1, SCUR1_29510.3, SCUR1_29510.4, SCUR1_29510.5, SCUR1_29510.6, SCUR1_29510.7, SCUR1_29510.8	SMTH1_32740.2
OG0000955	SCUR1_12610.3, SCUR1_12610.1, SCUR1_12610.2	SMTH1_14020.1, SMTH1_14020.3, SMTH1_14020.4, SMTH1_14020.5, SMTH1_14020.2
OG0000958	SCUR1_13740.1	SMTH1_15260.1, SMTH1_15260.2, SMTH1_15260.3, SMTH1_15260.4
OG0000959	SCUR1_69180.3	SMTH1_77500.2
OG0000959	SCUR1_69180.2, SCUR1_69180.4	SMTH1_77500.4
OG0000960	SCUR1_22640.1	SMTH1_25080.3, SMTH1_25080.4, SMTH1_25080.5, SMTH1_25080.2, SMTH1_25080.7, SMTH1_25080.1, SMTH1_25080.6
OG0000961	SCUR1_39050.2	SMTH1_43140.3, SMTH1_43140.4, SMTH1_43140.2, SMTH1_43140.5
OG0000962	SCUR1_73820.1	SMTH1_82940.4, SMTH1_82940.5, SMTH1_82940.6, SMTH1_82940.1, SMTH1_82940.3, SMTH1_82940.2, SMTH1_82940.8, SMTH1_82940.9
OG0000963	SCUR1_2310.1	SMTH1_2920.1, SMTH1_2930.1
OG0000964	SCUR1_40820.1	SMTH1_45390.2, SMTH1_45390.5, SMTH1_45390.1, SMTH1_45390.3, SMTH1_45390.4, SMTH1_45390.6
OG0000965	SCUR1_63300.1, SCUR1_63300.2, SCUR1_63300.3	SMTH1_70530.1
OG0000966	SCUR1_36360.1, SCUR1_36360.2	SMTH1_40110.1
OG0000966	SCUR1_49050.1	SMTH1_54810.1
OG0000967	SCUR1_35520.1, SCUR1_35520.2, SCUR1_35520.6, SCUR1_35520.3, SCUR1_35520.4, SCUR1_35520.5	SMTH1_39020.1
OG0000968	SCUR1_2770.2, SCUR1_2770.1, SCUR1_2770.3, SCUR1_2770.4	SMTH1_3390.1
OG0000969	SCUR1_80570.1	SMTH1_90260.1, SMTH1_90250.1
OG0000970	SCUR1_95840.1	SMTH1_77140.1
OG0000971	SCUR1_1760.1	SMTH1_2360.1, SMTH1_2360.2
OG0000972	SCUR1_6080.6, SCUR1_6080.5, SCUR1_6080.1, SCUR1_6080.2, SCUR1_6080.3, SCUR1_6080.4	SMTH1_7000.1, SMTH1_7010.1, SMTH1_7020.1, SMTH1_6980.1
OG0000973	SCUR1_24020.1	SMTH1_26720.1
OG0000973	SCUR1_24030.1	SMTH1_26740.1
OG0000973	SCUR1_24040.2, SCUR1_24040.3	SMTH1_26750.1, SMTH1_26750.3
OG0000974	SCUR1_55520.1, SCUR1_55510.1	SMTH1_61730.5, SMTH1_61730.3, SMTH1_61730.4, SMTH1_61730.2, SMTH1_61730.6, SMTH1_61730.1
OG0000975	SCUR1_5930.1	SMTH1_6810.3, SMTH1_6810.2, SMTH1_6810.1
OG0000976	SCUR1_10260.2	SMTH1_11590.1, SMTH1_11590.2, SMTH1_11590.3
OG0000977	SCUR1_12140.1	SMTH1_13460.1
OG0000978	SCUR1_20300.1	SMTH1_23090.1
OG0000978	SCUR1_20300.1	SMTH1_23090.2
OG0000978	SCUR1_20300.1	SMTH1_23090.3
OG0000978	SCUR1_20300.1	SMTH1_23090.4
OG0000978	SCUR1_20300.2	SMTH1_23090.1
OG0000978	SCUR1_20300.2	SMTH1_23090.2
OG0000978	SCUR1_20300.2	SMTH1_23090.3
OG0000978	SCUR1_20300.2	SMTH1_23090.4
OG0000978	SCUR1_20300.4	SMTH1_23090.1
OG0000978	SCUR1_20300.4	SMTH1_23090.2
OG0000978	SCUR1_20300.4	SMTH1_23090.3
OG0000978	SCUR1_20300.4	SMTH1_23090.4
OG0000978	SCUR1_20300.3	SMTH1_23090.5
OG0000978	SCUR1_20300.5	SMTH1_23090.5
OG0000979	SCUR1_72920.1	SMTH1_81990.1
OG0000980	SCUR1_52040.4, SCUR1_52040.5, SCUR1_52040.3, SCUR1_52040.2	SMTH1_58020.5, SMTH1_58020.2, SMTH1_58020.1, SMTH1_58020.3, SMTH1_58020.4
OG0000981	SCUR1_40260.1	SMTH1_44690.1
OG0000981	SCUR1_40260.2, SCUR1_40260.3, SCUR1_40260.4	SMTH1_44680.1
OG0000982	SCUR1_64160.1	SMTH1_71550.1
OG0000983	SCUR1_15640.4, SCUR1_15640.5, SCUR1_15640.1, SCUR1_15640.2, SCUR1_15640.3, SCUR1_15640.6, SCUR1_15640.7, SCUR1_15640.8, SCUR1_15640.9	SMTH1_17360.1
OG0000984	SCUR1_35000.5, SCUR1_35000.7, SCUR1_35000.6, SCUR1_35000.3, SCUR1_35000.1, SCUR1_35000.2, SCUR1_35000.4	SMTH1_38640.1
OG0000985	SCUR1_16150.1, SCUR1_16150.4, SCUR1_16150.2, SCUR1_16150.3	SMTH1_17890.1, SMTH1_17890.4, SMTH1_17890.2, SMTH1_17890.3, SMTH1_17890.5, SMTH1_17890.6
OG0000986	SCUR1_72040.1	SMTH1_81000.1, SMTH1_81000.4, SMTH1_81000.2, SMTH1_81000.3
OG0000987	SCUR1_82460.3, SCUR1_82460.2, SCUR1_82460.1	SMTH1_92490.1
OG0000988	SCUR1_57130.1, SCUR1_57130.2	SMTH1_63410.1, SMTH1_63410.2, SMTH1_63410.3
OG0000989	SCUR1_51340.4	SMTH1_57360.3, SMTH1_57360.5, SMTH1_57360.1, SMTH1_57360.2, SMTH1_57360.4
OG0000990	SCUR1_4740.1	SMTH1_5440.2, SMTH1_5440.4, SMTH1_5440.7, SMTH1_5440.1, SMTH1_5440.5, SMTH1_5440.3, SMTH1_5440.6
OG0000991	SCUR1_58780.1	SMTH1_65330.1
OG0000992	SCUR1_44400.8, SCUR1_44400.3, SCUR1_44400.5, SCUR1_44400.2, SCUR1_44400.4, SCUR1_44400.6, SCUR1_44400.7, SCUR1_44400.1	SMTH1_49270.1, SMTH1_49270.3, SMTH1_49270.4, SMTH1_49270.2
OG0000993	SCUR1_77510.3, SCUR1_77510.4, SCUR1_77510.7, SCUR1_77510.8, SCUR1_77510.6, SCUR1_77510.1, SCUR1_77510.2, SCUR1_77510.5	SMTH1_86860.3, SMTH1_86860.4, SMTH1_86860.1, SMTH1_86860.2
OG0000994	SCUR1_34030.1, SCUR1_34030.2	SMTH1_37680.1
OG0000995	SCUR1_79790.5, SCUR1_79790.3, SCUR1_79790.1, SCUR1_79790.2	SMTH1_89450.2, SMTH1_89450.4
OG0000995	SCUR1_79790.4	SMTH1_89450.3, SMTH1_89450.1
OG0000996	SCUR1_64300.1, SCUR1_64300.2	SMTH1_71700.1, SMTH1_71700.2, SMTH1_71700.3, SMTH1_71690.1
OG0000998	SCUR1_55850.1	SMTH1_61950.1
OG0000999	SCUR1_38050.1, SCUR1_38050.2, SCUR1_38050.4, SCUR1_38050.5, SCUR1_38050.6, SCUR1_38050.10, SCUR1_38050.9, SCUR1_38050.7, SCUR1_38050.8, SCUR1_38050.3	SMTH1_41880.1, SMTH1_41880.2
OG0001000	SCUR1_7040.1, SCUR1_7040.2	SMTH1_8090.1
OG0001003	SCUR1_32280.3, SCUR1_32280.6, SCUR1_32280.8, SCUR1_32280.7, SCUR1_32280.2, SCUR1_32280.1, SCUR1_32280.4, SCUR1_32280.5	SMTH1_35770.2, SMTH1_35770.1, SMTH1_35770.3
OG0001004	SCUR1_15780.2, SCUR1_15780.3, SCUR1_15780.1	SMTH1_17500.1, SMTH1_17490.1
OG0001005	SCUR1_4630.1, SCUR1_4630.2, SCUR1_4630.3, SCUR1_4630.4	SMTH1_5320.1, SMTH1_5320.2, SMTH1_5320.3, SMTH1_5320.4, SMTH1_5320.5, SMTH1_5320.6
OG0001007	SCUR1_59310.1, SCUR1_59310.2, SCUR1_59330.1	SMTH1_66010.2, SMTH1_66010.3
OG0001008	SCUR1_59300.3, SCUR1_59300.4, SCUR1_59300.5, SCUR1_59300.7, SCUR1_59300.2, SCUR1_59300.6	SMTH1_65970.2
OG0001009	SCUR1_86720.3, SCUR1_86720.1, SCUR1_86720.2	SMTH1_97630.3, SMTH1_97630.4, SMTH1_97630.1, SMTH1_97630.2
OG0001010	SCUR1_60140.2, SCUR1_60140.5, SCUR1_60140.9, SCUR1_60140.1, SCUR1_60140.3, SCUR1_60140.4, SCUR1_60140.6, SCUR1_60140.7, SCUR1_60140.8	SMTH1_67040.1, SMTH1_67040.2, SMTH1_67040.3
OG0001011	SCUR1_39900.2	SMTH1_44170.2
OG0001011	SCUR1_39900.4	SMTH1_44170.5
OG0001011	SCUR1_39900.4	SMTH1_44170.6
OG0001011	SCUR1_39900.5	SMTH1_44170.5
OG0001011	SCUR1_39900.5	SMTH1_44170.6
OG0001011	SCUR1_39900.1	SMTH1_44170.1
OG0001011	SCUR1_39900.1	SMTH1_44170.3
OG0001011	SCUR1_39900.1	SMTH1_44170.4
OG0001011	SCUR1_39900.3	SMTH1_44170.1
OG0001011	SCUR1_39900.3	SMTH1_44170.3
OG0001011	SCUR1_39900.3	SMTH1_44170.4
OG0001012	SCUR1_5170.1, SCUR1_5170.2, SCUR1_5170.3	SMTH1_5900.2, SMTH1_5900.5, SMTH1_5900.7, SMTH1_5900.1, SMTH1_5900.3, SMTH1_5900.6, SMTH1_5900.4
OG0001013	SCUR1_13850.2, SCUR1_13850.3, SCUR1_13850.4	SMTH1_15380.1, SMTH1_15380.3, SMTH1_15380.4, SMTH1_15380.2
OG0001014	SCUR1_4010.1	SMTH1_4630.1
OG0001015	SCUR1_38580.1, SCUR1_38560.1, SCUR1_38560.2	SMTH1_41580.1, SMTH1_107080.1, SMTH1_42450.1, SMTH1_107090.1, SMTH1_42500.1
