Orthogroup	fasciola_gigantica	schistosoma_rodhaini
OG0000553	FGIG_06277, FGIG_03255	SRDH2_97900.2, SRDH2_97900.1, SRDH2_97900.3, SRDH2_97900.4, SRDH2_97900.5, SRDH2_97900.6
OG0000554	FGIG_03594, FGIG_03593, FGIG_09273	SRDH2_11470.1, SRDH2_11470.2, SRDH2_11470.3
OG0000555	FGIG_06696, FGIG_03633, FGIG_07782	SRDH2_43820.1, SRDH2_43820.2, SRDH2_43820.3
OG0000556	FGIG_04270	SRDH2_66370.20, SRDH2_66370.1, SRDH2_66370.10, SRDH2_66370.11, SRDH2_66370.12, SRDH2_66370.13, SRDH2_66370.14, SRDH2_66370.15, SRDH2_66370.2, SRDH2_66370.3, SRDH2_66370.4, SRDH2_66370.5, SRDH2_66370.6, SRDH2_66370.7, SRDH2_66370.8, SRDH2_66370.9, SRDH2_66370.18, SRDH2_66370.16, SRDH2_66370.21, SRDH2_66370.22, SRDH2_66370.19, SRDH2_66370.17, SRDH2_66370.23, SRDH2_66370.26, SRDH2_66370.25, SRDH2_66370.27, SRDH2_66370.24
OG0000557	FGIG_04408	SRDH2_37240.3, SRDH2_37240.1, SRDH2_37240.7, SRDH2_37240.8, SRDH2_37240.2, SRDH2_37240.5, SRDH2_37240.6, SRDH2_37240.9, SRDH2_37240.4
OG0000558	FGIG_04989	SRDH2_18270.14, SRDH2_18270.9, SRDH2_18270.12, SRDH2_18270.13, SRDH2_18270.5, SRDH2_18270.1, SRDH2_18270.2, SRDH2_18270.3, SRDH2_18270.8, SRDH2_18270.6, SRDH2_18270.10, SRDH2_18270.11, SRDH2_18270.4, SRDH2_18270.7
OG0000559	FGIG_05022, FGIG_05024, FGIG_05023	SRDH2_83450.3, SRDH2_83450.9, SRDH2_83450.1, SRDH2_83450.2, SRDH2_83450.4, SRDH2_83450.5, SRDH2_83450.6, SRDH2_83450.7, SRDH2_83450.8
OG0000560	FGIG_05328	SRDH2_99630.1, SRDH2_99630.4, SRDH2_99630.7, SRDH2_99630.8, SRDH2_99630.2, SRDH2_99630.6, SRDH2_99630.3, SRDH2_99630.5
OG0000561	FGIG_05533	SRDH2_98330.1
OG0000562	FGIG_05555, FGIG_05553	SRDH2_87420.1
OG0000563	FGIG_06026	SRDH2_20470.1, SRDH2_20470.2, SRDH2_20470.3, SRDH2_20470.4, SRDH2_20470.6, SRDH2_20470.5, SRDH2_20470.7, SRDH2_20470.8
OG0000564	FGIG_06399, FGIG_10134	SRDH2_42280.14, SRDH2_42280.8, SRDH2_42280.11, SRDH2_42280.1, SRDH2_42280.2, SRDH2_42280.12, SRDH2_42280.13, SRDH2_42280.4, SRDH2_42280.10, SRDH2_42280.5, SRDH2_42280.6, SRDH2_42280.3, SRDH2_42280.9, SRDH2_42280.7
OG0000565	FGIG_06423	SRDH2_3520.1
OG0000566	FGIG_06842	SRDH2_84510.1, SRDH2_84510.2, SRDH2_84510.3, SRDH2_84510.4, SRDH2_84510.5, SRDH2_84510.6
OG0000567	FGIG_07651	SRDH2_66280.5, SRDH2_66280.2, SRDH2_66280.1, SRDH2_66280.4, SRDH2_66280.3
OG0000568	FGIG_08587	SRDH2_58250.1
OG0000568	FGIG_08255	SRDH2_69110.1, SRDH2_69110.2
OG0000568	FGIG_08984	SRDH2_32530.1
OG0000569	FGIG_08518	SRDH2_9940.1
OG0000570	FGIG_11175, FGIG_11174, FGIG_08779	SRDH2_14970.1
OG0000571	FGIG_09381, FGIG_08972	SRDH2_9210.8, SRDH2_9210.6, SRDH2_9210.11, SRDH2_9210.7, SRDH2_9210.9, SRDH2_9210.12, SRDH2_9210.1, SRDH2_9210.10, SRDH2_9210.2, SRDH2_9210.3, SRDH2_9210.4, SRDH2_9210.5
OG0000572	FGIG_10316	SRDH2_60950.1
OG0000574	FGIG_11179, FGIG_10756	SRDH2_3030.2, SRDH2_3030.1, SRDH2_3010.1
OG0000575	FGIG_10778	SRDH2_97790.1
OG0000576	FGIG_11079	SRDH2_44390.12, SRDH2_44390.13, SRDH2_44390.4, SRDH2_44390.2, SRDH2_44390.8, SRDH2_44390.14, SRDH2_44390.5, SRDH2_44390.3, SRDH2_44390.18, SRDH2_44390.16, SRDH2_44390.6, SRDH2_44390.1, SRDH2_44390.11, SRDH2_44390.7, SRDH2_44390.17, SRDH2_44390.10, SRDH2_44390.9, SRDH2_44390.15
OG0000580	FGIG_01348	SRDH2_39350.3, SRDH2_39350.1, SRDH2_39350.2
OG0000580	FGIG_06846	SRDH2_36230.1, SRDH2_36230.4, SRDH2_36230.2, SRDH2_36230.3
OG0000581	FGIG_01599, FGIG_01600, FGIG_01602	SRDH2_62630.1
OG0000582	FGIG_08180, FGIG_01623, FGIG_12483, FGIG_04914	SRDH2_85320.1, SRDH2_85340.1
OG0000582	FGIG_04913	SRDH2_85360.1
OG0000583	FGIG_01854	SRDH2_62260.6, SRDH2_62260.2, SRDH2_62260.3, SRDH2_62260.8, SRDH2_62260.10, SRDH2_62260.11, SRDH2_62260.13, SRDH2_62260.7, SRDH2_62260.5, SRDH2_62260.1, SRDH2_62260.14, SRDH2_62260.4, SRDH2_62260.9, SRDH2_62260.12
OG0000584	FGIG_02128	SRDH2_28870.1
OG0000585	FGIG_03970	SRDH2_5950.2, SRDH2_5950.4, SRDH2_5950.5, SRDH2_5950.6, SRDH2_5950.7, SRDH2_5950.8, SRDH2_5950.9, SRDH2_5950.1, SRDH2_5950.3
OG0000586	FGIG_04310	SRDH2_31400.1, SRDH2_31400.2, SRDH2_31400.5, SRDH2_31400.3, SRDH2_31400.4, SRDH2_31400.7, SRDH2_31400.6, SRDH2_31400.8
OG0000588	FGIG_04873, FGIG_04872	SRDH2_21890.1, SRDH2_21910.1
OG0000589	FGIG_05822	SRDH2_55920.2, SRDH2_55920.3, SRDH2_55920.1
OG0000590	FGIG_06108	SRDH2_29560.1
OG0000590	FGIG_09604	SRDH2_40800.1
OG0000591	FGIG_07049	SRDH2_3530.12, SRDH2_3530.4, SRDH2_3530.1, SRDH2_3530.11, SRDH2_3530.3, SRDH2_3530.6, SRDH2_3530.8, SRDH2_3530.13, SRDH2_3530.14, SRDH2_3530.2, SRDH2_3530.5, SRDH2_3530.7, SRDH2_3530.9, SRDH2_3530.10
OG0000592	FGIG_07330	SRDH2_31230.1, SRDH2_31230.7, SRDH2_31230.8, SRDH2_31230.2, SRDH2_31230.3, SRDH2_31230.6, SRDH2_31230.4, SRDH2_31230.5
OG0000593	FGIG_07487	SRDH2_36740.1
OG0000594	FGIG_09951	SRDH2_50120.4, SRDH2_50120.10, SRDH2_50120.8, SRDH2_50120.3, SRDH2_50120.9, SRDH2_50120.7, SRDH2_50120.6, SRDH2_50120.5, SRDH2_50120.1, SRDH2_50120.11, SRDH2_50120.2
OG0000595	FGIG_10443	SRDH2_48500.1, SRDH2_48500.2
OG0000598	FGIG_00058	SRDH2_14800.1
OG0000599	FGIG_00310	SRDH2_64220.10, SRDH2_64220.4, SRDH2_64220.3, SRDH2_64220.9, SRDH2_64220.6, SRDH2_64220.1, SRDH2_64220.5, SRDH2_64220.2, SRDH2_64220.7, SRDH2_64220.8, SRDH2_64220.11, SRDH2_64220.12
OG0000600	FGIG_00415	SRDH2_68440.2, SRDH2_68440.1
OG0000601	FGIG_00679, FGIG_00677	SRDH2_98250.1
OG0000601	FGIG_06993, FGIG_06994	SRDH2_41220.1, SRDH2_41210.2, SRDH2_41210.3, SRDH2_41210.4, SRDH2_41210.1
OG0000602	FGIG_07880, FGIG_00906	SRDH2_15670.8, SRDH2_15670.5, SRDH2_15670.2, SRDH2_15670.9, SRDH2_15670.3, SRDH2_15670.10, SRDH2_15670.11, SRDH2_15670.4, SRDH2_15670.1, SRDH2_15670.6, SRDH2_15670.7
OG0000603	FGIG_01276	SRDH2_51390.12, SRDH2_51390.10, SRDH2_51390.7, SRDH2_51390.13, SRDH2_51390.9, SRDH2_51390.8, SRDH2_51390.1, SRDH2_51390.2, SRDH2_51390.3, SRDH2_51390.11, SRDH2_51390.5, SRDH2_51390.6, SRDH2_51390.4
OG0000604	FGIG_01861	SRDH2_39550.10, SRDH2_39550.11, SRDH2_39550.15, SRDH2_39550.1, SRDH2_39550.9, SRDH2_39550.13, SRDH2_39550.12, SRDH2_39550.4, SRDH2_39550.5, SRDH2_39550.2, SRDH2_39550.14, SRDH2_39550.3, SRDH2_39550.6, SRDH2_39550.7, SRDH2_39550.8
OG0000605	FGIG_04127, FGIG_05340, FGIG_08932, FGIG_04128, FGIG_06075, FGIG_02168, FGIG_09785, FGIG_11355, FGIG_08151	SRDH2_27960.1, SRDH2_27960.2, SRDH2_27960.3, SRDH2_27920.1
OG0000606	FGIG_11978	SRDH2_110.1
OG0000606	FGIG_11978	SRDH2_110.2
OG0000607	FGIG_02390	SRDH2_31460.5, SRDH2_31460.2, SRDH2_31460.7, SRDH2_31460.9, SRDH2_31460.8, SRDH2_31460.1, SRDH2_31460.3, SRDH2_31460.6, SRDH2_31460.4
OG0000608	FGIG_12153, FGIG_02513	SRDH2_51790.10, SRDH2_51790.2, SRDH2_51790.4, SRDH2_51790.5, SRDH2_51790.6, SRDH2_51790.12, SRDH2_51790.11, SRDH2_51790.3, SRDH2_51790.7, SRDH2_51790.8, SRDH2_51790.9, SRDH2_51790.1
OG0000609	FGIG_03553	SRDH2_27840.5, SRDH2_27840.6, SRDH2_27840.4, SRDH2_27840.2, SRDH2_27840.7, SRDH2_27840.3, SRDH2_27840.8, SRDH2_27840.1
OG0000610	FGIG_06791	SRDH2_28620.1
OG0000610	FGIG_04026	SRDH2_23520.1
OG0000611	FGIG_04031, FGIG_04611, FGIG_04610	SRDH2_43480.2, SRDH2_43480.1
OG0000612	FGIG_05075, FGIG_07356	SRDH2_9160.5, SRDH2_9160.6, SRDH2_9160.9, SRDH2_9160.7, SRDH2_9160.4, SRDH2_9160.8, SRDH2_9160.3, SRDH2_9160.1, SRDH2_9160.2
OG0000613	FGIG_05297	SRDH2_37860.1
OG0000614	FGIG_07551, FGIG_05357, FGIG_05708	SRDH2_44550.1, SRDH2_44550.2, SRDH2_44550.3, SRDH2_44550.4
OG0000615	FGIG_05820	SRDH2_15160.2, SRDH2_15160.9, SRDH2_15160.8, SRDH2_15160.1, SRDH2_15160.5, SRDH2_15160.6, SRDH2_15160.3, SRDH2_15160.4, SRDH2_15160.7
OG0000616	FGIG_05900, FGIG_05899, FGIG_05901, FGIG_05902	SRDH2_61720.6, SRDH2_61720.2, SRDH2_61720.9, SRDH2_61720.7, SRDH2_61720.8, SRDH2_61720.10, SRDH2_61720.11, SRDH2_61720.12, SRDH2_61720.14, SRDH2_61720.13, SRDH2_61720.4, SRDH2_61720.3, SRDH2_61720.5, SRDH2_61720.1
OG0000617	FGIG_06140	SRDH2_83990.2, SRDH2_83990.1
OG0000618	FGIG_06230	SRDH2_34050.1
OG0000620	FGIG_06888	SRDH2_15860.2, SRDH2_15860.3, SRDH2_15860.1
OG0000620	FGIG_07590	SRDH2_46120.2, SRDH2_46120.3, SRDH2_46120.1
OG0000621	FGIG_08191	SRDH2_30470.4, SRDH2_30470.15, SRDH2_30470.12, SRDH2_30470.14, SRDH2_30470.10, SRDH2_30470.11, SRDH2_30470.13, SRDH2_30470.2, SRDH2_30470.3, SRDH2_30470.5, SRDH2_30470.6, SRDH2_30470.7, SRDH2_30470.1, SRDH2_30470.8, SRDH2_30470.9
OG0000622	FGIG_08378	SRDH2_75250.1
OG0000623	FGIG_08778	SRDH2_14950.10, SRDH2_14950.5, SRDH2_14950.6, SRDH2_14950.7, SRDH2_14950.8, SRDH2_14950.9, SRDH2_14950.4, SRDH2_14950.3, SRDH2_14950.1, SRDH2_14950.2
OG0000624	FGIG_09639	SRDH2_29350.1, SRDH2_29350.3, SRDH2_29350.2, SRDH2_29350.4, SRDH2_29350.5
OG0000625	FGIG_12467, FGIG_09809	SRDH2_37510.1, SRDH2_37510.2, SRDH2_37510.3, SRDH2_37510.4, SRDH2_37510.5
OG0000626	FGIG_10065	SRDH2_55740.1, SRDH2_55740.2
OG0000627	FGIG_10215, FGIG_11735	SRDH2_13770.4, SRDH2_13770.1, SRDH2_13770.3, SRDH2_13770.2, SRDH2_13770.5
OG0000628	FGIG_10311	SRDH2_62710.2, SRDH2_62710.3, SRDH2_62710.5, SRDH2_62710.6, SRDH2_62710.16, SRDH2_62710.13, SRDH2_62710.15, SRDH2_62710.9, SRDH2_62710.14, SRDH2_62710.11, SRDH2_62710.10, SRDH2_62710.1, SRDH2_62710.4, SRDH2_62710.7, SRDH2_62710.8, SRDH2_62710.12
OG0000629	FGIG_11102, FGIG_11404, FGIG_11103	SRDH2_39010.6, SRDH2_39010.8, SRDH2_39010.14, SRDH2_39010.9, SRDH2_39010.15, SRDH2_39010.13, SRDH2_39010.7, SRDH2_39010.12, SRDH2_39010.4, SRDH2_39010.1, SRDH2_39010.10, SRDH2_39010.11, SRDH2_39010.2, SRDH2_39010.3, SRDH2_39010.5
OG0000630	FGIG_11115	SRDH2_60460.1, SRDH2_60460.2
OG0000631	FGIG_11204	SRDH2_66410.1, SRDH2_62740.1, SRDH2_62740.2, SRDH2_62740.3, SRDH2_62740.4
OG0000632	FGIG_11309	SRDH2_15270.3, SRDH2_15270.4, SRDH2_15270.10, SRDH2_15270.2, SRDH2_15270.5, SRDH2_15270.1, SRDH2_15270.6, SRDH2_15270.9, SRDH2_15270.7, SRDH2_15270.8
OG0000633	FGIG_11961, FGIG_11512	SRDH2_53500.2, SRDH2_53500.1, SRDH2_53500.3, SRDH2_53500.4
OG0000636	FGIG_00195, FGIG_00194	SRDH2_97960.2, SRDH2_97960.4, SRDH2_97960.3, SRDH2_97960.1, SRDH2_97960.6, SRDH2_97960.5
OG0000637	FGIG_00401, FGIG_09972	SRDH2_50390.1
OG0000638	FGIG_00444, FGIG_00445	SRDH2_67670.1
OG0000639	FGIG_12024, FGIG_00548	SRDH2_63410.13, SRDH2_63410.14, SRDH2_63410.3, SRDH2_63410.4, SRDH2_63410.11, SRDH2_63410.15, SRDH2_63410.12, SRDH2_63410.7, SRDH2_63410.8, SRDH2_63410.17, SRDH2_63410.6, SRDH2_63410.10, SRDH2_63410.5, SRDH2_63410.9, SRDH2_63410.2, SRDH2_63410.1, SRDH2_63410.16, SRDH2_63410.18
OG0000640	FGIG_07362, FGIG_01307	SRDH2_87460.1, SRDH2_87020.1
OG0000641	FGIG_10155	SRDH2_6740.1
OG0000641	FGIG_06676	SRDH2_4580.1
OG0000642	FGIG_01513	SRDH2_63480.1, SRDH2_63480.2, SRDH2_63480.10, SRDH2_63480.5, SRDH2_63480.3, SRDH2_63480.4, SRDH2_63480.6, SRDH2_63480.7, SRDH2_63480.8, SRDH2_63480.9
OG0000643	FGIG_07634	SRDH2_53990.1
OG0000643	FGIG_01520	SRDH2_54000.1, SRDH2_54000.2
OG0000644	FGIG_02755	SRDH2_98990.1
OG0000645	FGIG_03205, FGIG_03204	SRDH2_10740.2, SRDH2_10740.1
OG0000646	FGIG_06464, FGIG_04063	SRDH2_9200.1, SRDH2_9190.2, SRDH2_9190.3, SRDH2_9190.8, SRDH2_9190.7, SRDH2_9190.4, SRDH2_9190.5, SRDH2_9190.6, SRDH2_9190.1
OG0000647	FGIG_04352	SRDH2_63670.1, SRDH2_63670.2
OG0000648	FGIG_04810	SRDH2_95100.1, SRDH2_95100.4, SRDH2_95100.5, SRDH2_95100.3, SRDH2_95100.2
OG0000649	FGIG_12167, FGIG_04864	SRDH2_61460.1
OG0000650	FGIG_05802	SRDH2_79600.4, SRDH2_79600.5, SRDH2_79600.1, SRDH2_79600.2, SRDH2_79600.3, SRDH2_79600.8, SRDH2_79600.6, SRDH2_79600.7
OG0000651	FGIG_06711	SRDH2_42080.4, SRDH2_42080.2, SRDH2_42080.3, SRDH2_42080.5, SRDH2_42080.6, SRDH2_42080.1, SRDH2_42080.7, SRDH2_42080.8, SRDH2_42080.10, SRDH2_42080.9, SRDH2_42080.11
OG0000652	FGIG_07451, FGIG_11251	SRDH2_40370.7, SRDH2_40370.6, SRDH2_40370.2, SRDH2_40370.4, SRDH2_40370.3, SRDH2_40370.1, SRDH2_40370.5
OG0000653	FGIG_08008	SRDH2_41000.1, SRDH2_40990.2, SRDH2_40990.1, SRDH2_40990.3
OG0000654	FGIG_08135	SRDH2_38210.1
OG0000655	FGIG_08460	SRDH2_83950.1
OG0000656	FGIG_11331	SRDH2_77290.1, SRDH2_77290.6, SRDH2_77290.9, SRDH2_77290.7, SRDH2_77290.2, SRDH2_77290.3, SRDH2_77290.4, SRDH2_77290.8, SRDH2_77290.5
OG0000657	FGIG_12016	SRDH2_92510.1, SRDH2_92510.2, SRDH2_92510.5, SRDH2_92510.6, SRDH2_92510.3, SRDH2_92510.4
OG0000663	FGIG_00042	SRDH2_31940.1
OG0000664	FGIG_00049	SRDH2_14340.3, SRDH2_14340.1, SRDH2_14340.2, SRDH2_14340.10, SRDH2_14340.9, SRDH2_14340.5, SRDH2_14340.6, SRDH2_14340.4, SRDH2_14340.8, SRDH2_14340.7
OG0000665	FGIG_00160, FGIG_00161	SRDH2_72630.1
OG0000666	FGIG_00549	SRDH2_63400.5, SRDH2_63400.1, SRDH2_63400.3, SRDH2_63400.2, SRDH2_63400.6, SRDH2_63400.4
OG0000667	FGIG_01542	SRDH2_6290.1
OG0000668	FGIG_01730, FGIG_09027	SRDH2_53580.1, SRDH2_53580.8, SRDH2_53580.4, SRDH2_53580.6, SRDH2_53580.7, SRDH2_53580.2, SRDH2_53580.3, SRDH2_53580.5, SRDH2_53580.10, SRDH2_53580.9
OG0000669	FGIG_01837	SRDH2_70300.1, SRDH2_70300.2, SRDH2_70300.5, SRDH2_70300.3, SRDH2_70300.4
OG0000671	FGIG_08408, FGIG_02086	SRDH2_78560.6, SRDH2_78560.1, SRDH2_78560.11, SRDH2_78560.10, SRDH2_78560.4, SRDH2_78560.8, SRDH2_78560.9, SRDH2_78560.3, SRDH2_78560.5, SRDH2_78560.2, SRDH2_78560.7
OG0000672	FGIG_02238	SRDH2_44470.4, SRDH2_44470.5, SRDH2_44470.9, SRDH2_44470.6, SRDH2_44470.8, SRDH2_44470.7, SRDH2_44470.1, SRDH2_44470.3, SRDH2_44470.2
OG0000673	FGIG_09403, FGIG_02862, FGIG_11262	SRDH2_16600.1
OG0000674	FGIG_03748	SRDH2_80150.1, SRDH2_80150.2, SRDH2_80150.7, SRDH2_80150.3, SRDH2_80150.4, SRDH2_80150.5, SRDH2_80150.6
OG0000675	FGIG_04836	SRDH2_73540.1, SRDH2_73540.2, SRDH2_73540.3, SRDH2_73540.5, SRDH2_73540.6, SRDH2_73540.4, SRDH2_73540.7, SRDH2_73540.8
OG0000676	FGIG_04981	SRDH2_83890.1, SRDH2_83890.2, SRDH2_83890.3, SRDH2_83890.4, SRDH2_83890.5, SRDH2_83890.6, SRDH2_83890.7, SRDH2_83890.8, SRDH2_83890.9
OG0000677	FGIG_08608, FGIG_05149	SRDH2_5290.1, SRDH2_5300.3, SRDH2_5300.2, SRDH2_5300.1
OG0000678	FGIG_05212, FGIG_08440	SRDH2_38460.7, SRDH2_38460.2, SRDH2_38460.6, SRDH2_38460.5, SRDH2_38460.1, SRDH2_38460.3, SRDH2_38460.4
OG0000679	FGIG_05421	SRDH2_73470.5, SRDH2_73470.7, SRDH2_73470.8, SRDH2_73470.3, SRDH2_73470.1, SRDH2_73470.2, SRDH2_73470.4, SRDH2_73470.6, SRDH2_73470.10, SRDH2_73470.11, SRDH2_73470.9
OG0000680	FGIG_06325	SRDH2_17380.1, SRDH2_17380.5, SRDH2_17380.6, SRDH2_17380.7, SRDH2_17380.2, SRDH2_17380.3, SRDH2_17380.8, SRDH2_17380.4
OG0000681	FGIG_07672, FGIG_07674, FGIG_07673	SRDH2_32450.4, SRDH2_32450.7, SRDH2_32450.3, SRDH2_32450.2, SRDH2_32450.5, SRDH2_32450.6, SRDH2_32450.1
OG0000682	FGIG_08671, FGIG_10440	SRDH2_43300.2, SRDH2_43300.3, SRDH2_43300.6, SRDH2_43300.5, SRDH2_43300.4, SRDH2_43300.7, SRDH2_43300.8, SRDH2_43300.1
OG0000683	FGIG_08868	SRDH2_56130.1
OG0000683	FGIG_11508	SRDH2_68900.1, SRDH2_68900.2, SRDH2_68900.3, SRDH2_68900.4
OG0000684	FGIG_09603	SRDH2_87330.1, SRDH2_87330.2
OG0000685	FGIG_10349	SRDH2_77100.1
OG0000686	FGIG_10794	SRDH2_61630.4, SRDH2_61630.3, SRDH2_61630.2, SRDH2_61630.1
OG0000687	FGIG_10988	SRDH2_27200.3, SRDH2_27200.5, SRDH2_27200.4, SRDH2_27200.7, SRDH2_27200.6, SRDH2_27200.1, SRDH2_27200.2
OG0000688	FGIG_11395	SRDH2_660.1
OG0000689	FGIG_11959, FGIG_11996, FGIG_12497	SRDH2_3020.5, SRDH2_3020.6, SRDH2_3020.13, SRDH2_3020.14, SRDH2_3020.7, SRDH2_3020.9, SRDH2_3020.1, SRDH2_3020.10, SRDH2_3020.12, SRDH2_3020.2, SRDH2_3020.3, SRDH2_3020.4, SRDH2_3020.8, SRDH2_3020.11, SRDH2_3020.15
OG0000695	FGIG_01172	SRDH2_99540.1
OG0000695	FGIG_00165	SRDH2_45790.2, SRDH2_45790.3, SRDH2_45790.1
OG0000696	FGIG_00322	SRDH2_5500.1
OG0000697	FGIG_00451	SRDH2_40450.1
OG0000698	FGIG_00723	SRDH2_18520.1, SRDH2_18520.2, SRDH2_18520.10, SRDH2_18520.11, SRDH2_18520.12, SRDH2_18520.13, SRDH2_18520.6, SRDH2_18520.7, SRDH2_18520.8, SRDH2_18520.9, SRDH2_18520.14, SRDH2_18520.3, SRDH2_18520.5, SRDH2_18520.15, SRDH2_18520.4
OG0000699	FGIG_08660	SRDH2_46750.3, SRDH2_46750.1, SRDH2_46750.2
OG0000700	FGIG_01249	SRDH2_28600.1, SRDH2_24350.1, SRDH2_24360.1, SRDH2_24370.1, SRDH2_24370.2
OG0000701	FGIG_01998	SRDH2_62420.2, SRDH2_62420.3, SRDH2_62420.4, SRDH2_62420.7, SRDH2_62420.1, SRDH2_62420.5, SRDH2_62420.6, SRDH2_62420.8
OG0000702	FGIG_02188	SRDH2_89410.19, SRDH2_89410.16, SRDH2_89410.13, SRDH2_89410.10, SRDH2_89410.14, SRDH2_89410.15, SRDH2_89410.18, SRDH2_89410.20, SRDH2_89410.9, SRDH2_89410.21, SRDH2_89410.3, SRDH2_89410.4, SRDH2_89410.6, SRDH2_89410.12, SRDH2_89410.2, SRDH2_89410.11, SRDH2_89410.17, SRDH2_89410.5, SRDH2_89410.7, SRDH2_89410.1, SRDH2_89410.8
OG0000703	FGIG_02284, FGIG_02283, FGIG_09761, FGIG_07532, FGIG_07531, FGIG_06144	SRDH2_190.1, SRDH2_190.3, SRDH2_190.2
OG0000704	FGIG_02296	SRDH2_49040.1, SRDH2_49040.2, SRDH2_49040.3
OG0000705	FGIG_02537, FGIG_04858	SRDH2_6190.1, SRDH2_6190.5, SRDH2_6190.3, SRDH2_6190.4, SRDH2_6190.2
OG0000706	FGIG_03088	SRDH2_43620.1
OG0000706	FGIG_06242	SRDH2_53670.1, SRDH2_53670.2, SRDH2_53670.3
OG0000707	FGIG_03479, FGIG_13999	SRDH2_97620.1, SRDH2_97620.2, SRDH2_97620.3
OG0000708	FGIG_03513, FGIG_05397	SRDH2_37730.1
OG0000709	FGIG_03634	SRDH2_43880.1, SRDH2_43880.2
OG0000710	FGIG_04123	SRDH2_8200.11, SRDH2_8200.5, SRDH2_8200.6, SRDH2_8200.9, SRDH2_8200.8, SRDH2_8200.10, SRDH2_8200.12, SRDH2_8200.4, SRDH2_8200.7, SRDH2_8200.3, SRDH2_8200.1, SRDH2_8200.2
OG0000711	FGIG_04685	SRDH2_76260.2, SRDH2_76260.1, SRDH2_76260.4, SRDH2_76260.5, SRDH2_76260.3
OG0000712	FGIG_04717	SRDH2_53320.1
OG0000713	FGIG_04850	SRDH2_73970.1
OG0000714	FGIG_09522, FGIG_05276	SRDH2_47070.2, SRDH2_47070.6, SRDH2_47070.9, SRDH2_47070.7, SRDH2_47070.3, SRDH2_47070.5, SRDH2_47070.1, SRDH2_47070.11, SRDH2_47070.4, SRDH2_47070.10, SRDH2_47070.8
OG0000715	FGIG_05565	SRDH2_27760.6, SRDH2_27760.5, SRDH2_27760.1, SRDH2_27760.2, SRDH2_27760.3, SRDH2_27760.4
OG0000716	FGIG_06079, FGIG_11256	SRDH2_11870.2, SRDH2_11870.1, SRDH2_11870.4, SRDH2_11870.5, SRDH2_11870.3
OG0000717	FGIG_06905, FGIG_06906	SRDH2_60610.1, SRDH2_60610.2, SRDH2_60610.3, SRDH2_60610.4, SRDH2_60610.5, SRDH2_60610.6, SRDH2_60610.7
OG0000718	FGIG_07103	SRDH2_76530.1
OG0000719	FGIG_07183	SRDH2_56140.4, SRDH2_56140.1, SRDH2_56140.2, SRDH2_56140.5, SRDH2_56140.7, SRDH2_56140.9, SRDH2_56140.6, SRDH2_56140.8, SRDH2_56140.3, SRDH2_56140.10
OG0000720	FGIG_07280	SRDH2_78850.1
OG0000721	FGIG_07460	SRDH2_46480.2, SRDH2_46480.4, SRDH2_46480.12, SRDH2_46480.7, SRDH2_46480.9, SRDH2_46480.13, SRDH2_46480.5, SRDH2_46480.8, SRDH2_46480.3, SRDH2_46480.1, SRDH2_46480.11, SRDH2_46480.6, SRDH2_46480.10
OG0000722	FGIG_07693, FGIG_07988	SRDH2_5400.1, SRDH2_5400.9, SRDH2_5400.10, SRDH2_5400.6, SRDH2_5400.2, SRDH2_5400.3, SRDH2_5400.4, SRDH2_5400.5, SRDH2_5400.7, SRDH2_5400.8
OG0000723	FGIG_08409	SRDH2_78550.1, SRDH2_78550.3, SRDH2_78550.4, SRDH2_78550.10, SRDH2_78550.8, SRDH2_78550.7, SRDH2_78550.5, SRDH2_78550.2, SRDH2_78550.9, SRDH2_78550.6
OG0000724	FGIG_08545, FGIG_08543	SRDH2_42140.1, SRDH2_42140.2, SRDH2_42140.3
OG0000725	FGIG_08674, FGIG_12036	SRDH2_78920.1
OG0000726	FGIG_08836	SRDH2_30220.1, SRDH2_30220.2
OG0000726	FGIG_08835	SRDH2_30230.1
OG0000727	FGIG_09069	SRDH2_38860.2, SRDH2_38860.3, SRDH2_38860.8, SRDH2_38860.12, SRDH2_38860.13, SRDH2_38860.1, SRDH2_38860.5, SRDH2_38860.6, SRDH2_38860.7, SRDH2_38860.10, SRDH2_38860.11, SRDH2_38860.9, SRDH2_38860.14, SRDH2_38860.4
OG0000728	FGIG_12215, FGIG_09158	SRDH2_49170.1
OG0000729	FGIG_12577, FGIG_12004, FGIG_09493, FGIG_11791	SRDH2_9110.1, SRDH2_9120.2, SRDH2_9120.1, SRDH2_9120.3
OG0000730	FGIG_10454	SRDH2_61680.1, SRDH2_61680.2, SRDH2_61680.3, SRDH2_61680.4
OG0000731	FGIG_10487	SRDH2_78130.12, SRDH2_78130.13, SRDH2_78130.10, SRDH2_78130.8, SRDH2_78130.1, SRDH2_78130.4, SRDH2_78130.3, SRDH2_78130.11, SRDH2_78130.2, SRDH2_78130.7, SRDH2_78130.6, SRDH2_78130.9, SRDH2_78130.5
OG0000732	FGIG_11075	SRDH2_3590.10, SRDH2_3590.9, SRDH2_3590.13, SRDH2_3590.11, SRDH2_3590.8, SRDH2_3590.3, SRDH2_3590.5, SRDH2_3590.6, SRDH2_3590.7, SRDH2_3590.12, SRDH2_3590.1, SRDH2_3590.16, SRDH2_3590.4, SRDH2_3590.15, SRDH2_3590.14, SRDH2_3590.2
