Orthogroup	fasciola_gigantica	schistosoma_margrebowiei
OG0001603	FGIG_04384	SMRG1_53220.1, SMRG1_53220.2, SMRG1_53220.3, SMRG1_53220.4, SMRG1_53220.5
OG0001604	FGIG_04790	SMRG1_24790.1, SMRG1_24790.2
OG0001605	FGIG_04843, FGIG_04842	SMRG1_15100.5, SMRG1_15100.2, SMRG1_15100.1, SMRG1_15100.3, SMRG1_15100.4
OG0001606	FGIG_09218, FGIG_09219, FGIG_05027	SMRG1_23010.2, SMRG1_23010.1, SMRG1_23010.3, SMRG1_23010.4, SMRG1_23010.5
OG0001607	FGIG_05053, FGIG_08672	SMRG1_70290.2, SMRG1_70290.5, SMRG1_70290.6, SMRG1_70290.1, SMRG1_70290.3, SMRG1_70290.4
OG0001608	FGIG_05065	SMRG1_52200.1, SMRG1_52200.2, SMRG1_52200.4, SMRG1_52200.3
OG0001609	FGIG_05088	SMRG1_71610.1
OG0001610	FGIG_07389	SMRG1_96710.1
OG0001610	FGIG_08349, FGIG_05093	SMRG1_37070.1
OG0001611	FGIG_05457	SMRG1_60350.1
OG0001612	FGIG_05464	SMRG1_430.1
OG0001613	FGIG_05500	SMRG1_74710.1, SMRG1_74710.3, SMRG1_74710.2
OG0001614	FGIG_05538, FGIG_05540	SMRG1_40170.2, SMRG1_40170.1, SMRG1_40170.3
OG0001615	FGIG_05541	SMRG1_40180.3, SMRG1_40180.2, SMRG1_40180.1
OG0001616	FGIG_05680	SMRG1_10100.10, SMRG1_10100.8, SMRG1_10100.9, SMRG1_10100.5, SMRG1_10100.7, SMRG1_10100.1, SMRG1_10100.3, SMRG1_10100.2, SMRG1_10100.6, SMRG1_10100.4
OG0001617	FGIG_05780	SMRG1_54830.2, SMRG1_54830.1, SMRG1_54830.3
OG0001618	FGIG_05781, FGIG_05782	SMRG1_39210.1, SMRG1_39210.2
OG0001619	FGIG_05824	SMRG1_54730.1, SMRG1_54730.2
OG0001620	FGIG_06091	SMRG1_33850.1, SMRG1_33850.2, SMRG1_33850.3, SMRG1_33850.4, SMRG1_33850.5, SMRG1_33850.6
OG0001621	FGIG_06135	SMRG1_1130.1
OG0001622	FGIG_06211, FGIG_06210	SMRG1_85550.5, SMRG1_85550.3, SMRG1_85550.2, SMRG1_85550.6, SMRG1_85550.1, SMRG1_85550.4
OG0001623	FGIG_06565	SMRG1_7170.1
OG0001624	FGIG_07374, FGIG_06649	SMRG1_41280.1, SMRG1_41280.2
OG0001625	FGIG_11741, FGIG_06687	SMRG1_63300.1
OG0001626	FGIG_06845	SMRG1_32410.1, SMRG1_32410.2
OG0001627	FGIG_06856	SMRG1_73400.2, SMRG1_73400.1
OG0001628	FGIG_06970	SMRG1_15830.1, SMRG1_15830.2
OG0001629	FGIG_07009	SMRG1_1780.3, SMRG1_1780.4, SMRG1_1780.1, SMRG1_1780.2
OG0001631	FGIG_07316	SMRG1_91080.1, SMRG1_91080.5, SMRG1_91080.2, SMRG1_91080.3, SMRG1_91080.4
OG0001632	FGIG_07391	SMRG1_67800.1, SMRG1_67800.2, SMRG1_67800.3, SMRG1_67800.4, SMRG1_67800.5
OG0001633	FGIG_07448	SMRG1_96070.1, SMRG1_96070.2
OG0001634	FGIG_07519	SMRG1_88390.1, SMRG1_88390.2, SMRG1_88390.3, SMRG1_88390.4, SMRG1_88390.5, SMRG1_88390.6, SMRG1_88390.7
OG0001635	FGIG_07538, FGIG_07539	SMRG1_4830.1, SMRG1_4830.2
OG0001636	FGIG_07566	SMRG1_75460.3, SMRG1_75460.1, SMRG1_75460.2
OG0001637	FGIG_07660	SMRG1_58620.3, SMRG1_58620.1, SMRG1_58620.4, SMRG1_58620.2
OG0001638	FGIG_07831	SMRG1_6480.1
OG0001639	FGIG_08142	SMRG1_18360.1, SMRG1_18330.1, SMRG1_18320.1
OG0001640	FGIG_08389	SMRG1_19930.2, SMRG1_19930.5, SMRG1_19930.3, SMRG1_19930.1, SMRG1_19930.4
OG0001641	FGIG_08605	SMRG1_89900.1
OG0001643	FGIG_08854	SMRG1_61090.2, SMRG1_61090.4, SMRG1_61090.1, SMRG1_61090.3
OG0001644	FGIG_09142	SMRG1_49790.1
OG0001645	FGIG_09151, FGIG_10352	SMRG1_96490.1, SMRG1_96490.4, SMRG1_96490.3, SMRG1_96490.2
OG0001646	FGIG_09195	SMRG1_56230.1, SMRG1_56230.3, SMRG1_56230.4, SMRG1_56230.2
OG0001647	FGIG_09206	SMRG1_42040.1, SMRG1_42040.3, SMRG1_42040.2, SMRG1_42040.4
OG0001648	FGIG_09300	SMRG1_80460.1, SMRG1_80460.4, SMRG1_80460.5, SMRG1_80460.2, SMRG1_80460.3, SMRG1_80460.6
OG0001649	FGIG_09378	SMRG1_13390.4, SMRG1_13390.3, SMRG1_13390.1, SMRG1_13390.2
OG0001650	FGIG_10424, FGIG_12069	SMRG1_73710.1, SMRG1_73710.2
OG0001651	FGIG_10542	SMRG1_1860.1, SMRG1_1860.2, SMRG1_1860.6, SMRG1_1860.7, SMRG1_1860.5, SMRG1_1860.3, SMRG1_1860.4
OG0001652	FGIG_10655	SMRG1_71640.1, SMRG1_71700.3, SMRG1_71700.1, SMRG1_71700.2
OG0001653	FGIG_10856	SMRG1_10320.1
OG0001654	FGIG_11347	SMRG1_91890.1, SMRG1_91900.1
OG0001655	FGIG_11826	SMRG1_68300.1, SMRG1_68300.2
OG0001656	FGIG_12138	SMRG1_88940.1
OG0001657	FGIG_12273	SMRG1_33560.1, SMRG1_33560.3, SMRG1_33560.4, SMRG1_33560.2
OG0001668	FGIG_00343, FGIG_00341, FGIG_00342	SMRG1_28470.1, SMRG1_28470.2
OG0001669	FGIG_00345	SMRG1_32080.1, SMRG1_32080.2
OG0001670	FGIG_00362, FGIG_09303, FGIG_09302	SMRG1_36850.1, SMRG1_36850.2, SMRG1_36850.3
OG0001671	FGIG_00386	SMRG1_30340.1
OG0001672	FGIG_00594	SMRG1_29530.1, SMRG1_29530.2
OG0001673	FGIG_00782	SMRG1_59510.1
OG0001675	FGIG_01158	SMRG1_67380.1
OG0001676	FGIG_01424	SMRG1_10510.1, SMRG1_10510.2, SMRG1_10510.3, SMRG1_10510.4, SMRG1_10510.5
OG0001677	FGIG_01587	SMRG1_89730.3, SMRG1_89730.1, SMRG1_89730.2
OG0001678	FGIG_01613	SMRG1_58320.1
OG0001679	FGIG_01636	SMRG1_19270.1, SMRG1_19270.2
OG0001680	FGIG_01674, FGIG_09657, FGIG_01673	SMRG1_28530.4, SMRG1_28530.1, SMRG1_28530.6, SMRG1_28530.2, SMRG1_28530.5, SMRG1_28530.3
OG0001681	FGIG_10397, FGIG_01757	SMRG1_18460.1, SMRG1_18460.3, SMRG1_18460.4, SMRG1_18460.7, SMRG1_18460.2, SMRG1_18460.5, SMRG1_18460.6
OG0001682	FGIG_01772	SMRG1_17900.1
OG0001683	FGIG_09870, FGIG_01860, FGIG_09138, FGIG_09869	SMRG1_25480.1, SMRG1_25480.2
OG0001684	FGIG_06953, FGIG_02137	SMRG1_29460.1
OG0001685	FGIG_02286	SMRG1_14820.1, SMRG1_14800.1
OG0001686	FGIG_02332	SMRG1_83090.3, SMRG1_83090.1, SMRG1_83090.2, SMRG1_83090.4
OG0001687	FGIG_02344	SMRG1_56240.1, SMRG1_56260.1, SMRG1_56260.2
OG0001688	FGIG_02355, FGIG_02354	SMRG1_21970.3, SMRG1_21970.1, SMRG1_21970.2, SMRG1_21970.4, SMRG1_21970.6, SMRG1_21970.5
OG0001689	FGIG_02361	SMRG1_20270.1, SMRG1_20310.1
OG0001690	FGIG_02412	SMRG1_33960.1, SMRG1_33960.2
OG0001691	FGIG_02430	SMRG1_12620.1
OG0001692	FGIG_02603	SMRG1_76710.1
OG0001693	FGIG_02612	SMRG1_83240.1, SMRG1_83240.2, SMRG1_83240.3, SMRG1_83240.4, SMRG1_83240.5
OG0001694	FGIG_02613	SMRG1_83270.1, SMRG1_83270.3, SMRG1_83270.2
OG0001695	FGIG_02650	SMRG1_31860.1
OG0001696	FGIG_02668	SMRG1_43320.1
OG0001697	FGIG_02799	SMRG1_95620.5, SMRG1_95620.1, SMRG1_95620.4, SMRG1_95620.2, SMRG1_95620.3
OG0001698	FGIG_02827	SMRG1_12810.1, SMRG1_78720.3, SMRG1_78720.1, SMRG1_78720.5, SMRG1_78720.2, SMRG1_78720.4, SMRG1_78720.6, SMRG1_78720.7, SMRG1_12820.1
OG0001699	FGIG_08442, FGIG_12071, FGIG_02860	SMRG1_62260.1, SMRG1_62260.2, SMRG1_62260.3, SMRG1_62260.5, SMRG1_62260.4
OG0001700	FGIG_02948	SMRG1_14700.1
OG0001701	FGIG_02954	SMRG1_84950.1, SMRG1_84940.1
OG0001702	FGIG_03036	SMRG1_45100.1
OG0001703	FGIG_03206	SMRG1_35720.1, SMRG1_35720.2
OG0001704	FGIG_03262	SMRG1_14880.1, SMRG1_14880.2
OG0001705	FGIG_03312	SMRG1_24870.1, SMRG1_24870.2, SMRG1_24860.1
OG0001706	FGIG_03334	SMRG1_32020.3, SMRG1_32020.4, SMRG1_32020.5, SMRG1_32020.1, SMRG1_32020.2
OG0001707	FGIG_03346, FGIG_11546	SMRG1_65670.1, SMRG1_65670.3, SMRG1_65670.2
OG0001708	FGIG_07923, FGIG_03395	SMRG1_95810.1
OG0001709	FGIG_03643	SMRG1_29740.2, SMRG1_29740.4, SMRG1_29740.1, SMRG1_29740.5, SMRG1_29740.3
OG0001711	FGIG_03723, FGIG_09584, FGIG_05732, FGIG_12458	SMRG1_94800.1, SMRG1_94800.2, SMRG1_94800.3, SMRG1_94800.4
OG0001712	FGIG_04007	SMRG1_41840.1
OG0001713	FGIG_04033	SMRG1_58790.1, SMRG1_58790.2
OG0001714	FGIG_04034	SMRG1_58800.1
OG0001715	FGIG_04340	SMRG1_23620.1, SMRG1_23620.2
OG0001716	FGIG_04933, FGIG_04367	SMRG1_70300.1, SMRG1_70300.2, SMRG1_70300.3
OG0001717	FGIG_04529	SMRG1_28940.1
OG0001718	FGIG_04552	SMRG1_14610.1, SMRG1_14610.2, SMRG1_14610.3
OG0001719	FGIG_04710, FGIG_04709	SMRG1_43850.4, SMRG1_43850.2, SMRG1_43850.3, SMRG1_43850.5, SMRG1_43850.1
OG0001720	FGIG_04866, FGIG_06080	SMRG1_11260.1, SMRG1_11260.2, SMRG1_11260.3
OG0001721	FGIG_04876	SMRG1_57200.4, SMRG1_57200.3, SMRG1_57200.1, SMRG1_57200.2, SMRG1_57220.1
OG0001722	FGIG_04965, FGIG_10318	SMRG1_10720.1, SMRG1_10720.2, SMRG1_10720.3
OG0001723	FGIG_05019	SMRG1_10540.1, SMRG1_10540.2
OG0001724	FGIG_05138, FGIG_11352	SMRG1_73250.2, SMRG1_73250.1, SMRG1_73250.3
OG0001725	FGIG_05235	SMRG1_72280.1
OG0001726	FGIG_08225, FGIG_11396	SMRG1_35910.1
OG0001726	FGIG_05249	SMRG1_82310.1
OG0001727	FGIG_05253	SMRG1_89880.1
OG0001728	FGIG_05390	SMRG1_64940.1, SMRG1_64940.2, SMRG1_64940.3
OG0001729	FGIG_05422	SMRG1_10340.1
OG0001730	FGIG_05448	SMRG1_16880.6, SMRG1_16880.5, SMRG1_16880.7, SMRG1_16930.1
OG0001731	FGIG_05472	SMRG1_30890.2, SMRG1_30890.1
OG0001732	FGIG_05692	SMRG1_49000.1
OG0001733	FGIG_05918	SMRG1_60940.1, SMRG1_60940.3, SMRG1_60940.2, SMRG1_60940.4
OG0001734	FGIG_05951, FGIG_07347	SMRG1_93730.1
OG0001735	FGIG_06068	SMRG1_26390.4, SMRG1_26390.1, SMRG1_26390.2, SMRG1_26390.3
OG0001736	FGIG_06248, FGIG_09628	SMRG1_17940.3, SMRG1_17940.1, SMRG1_17940.2
OG0001737	FGIG_06314	SMRG1_92970.3, SMRG1_92970.4, SMRG1_92970.5, SMRG1_92970.1, SMRG1_92970.2
OG0001738	FGIG_06451, FGIG_06452	SMRG1_41870.1, SMRG1_41870.2
OG0001739	FGIG_06589	SMRG1_41390.1, SMRG1_41390.2
OG0001740	FGIG_06601	SMRG1_55390.1, SMRG1_55390.2, SMRG1_55390.3, SMRG1_55390.4
OG0001741	FGIG_06645	SMRG1_4380.1
OG0001742	FGIG_06724	SMRG1_54850.1, SMRG1_54850.2, SMRG1_54850.3, SMRG1_54850.4
OG0001743	FGIG_06750	SMRG1_91750.5, SMRG1_91750.6, SMRG1_91750.1, SMRG1_91750.2, SMRG1_91750.3, SMRG1_91750.4
OG0001744	FGIG_06776	SMRG1_69520.1
OG0001745	FGIG_10942, FGIG_06817	SMRG1_28880.2, SMRG1_28880.1, SMRG1_28880.3
OG0001746	FGIG_07007, FGIG_11346	SMRG1_83310.5, SMRG1_83310.4, SMRG1_83310.6, SMRG1_83310.1, SMRG1_83310.2, SMRG1_83310.3
OG0001747	FGIG_10446, FGIG_07087	SMRG1_5760.1
OG0001748	FGIG_07196	SMRG1_59090.1, SMRG1_59090.2, SMRG1_59090.3
OG0001749	FGIG_07207	SMRG1_26480.1, SMRG1_26480.2, SMRG1_26480.3, SMRG1_26480.4, SMRG1_26480.5, SMRG1_26480.6
OG0001750	FGIG_07290, FGIG_11354	SMRG1_4040.1, SMRG1_4000.1
OG0001751	FGIG_07350	SMRG1_26610.4, SMRG1_26610.5, SMRG1_26610.3, SMRG1_26610.1, SMRG1_26610.2
OG0001752	FGIG_07833, FGIG_07832, FGIG_07400	SMRG1_9880.3, SMRG1_9880.2, SMRG1_9880.4, SMRG1_9880.5, SMRG1_9880.6, SMRG1_9880.1
OG0001753	FGIG_07740	SMRG1_10940.1, SMRG1_10940.2, SMRG1_10940.3, SMRG1_10940.4
OG0001754	FGIG_07797, FGIG_07796	SMRG1_61170.4, SMRG1_61170.3, SMRG1_61170.2, SMRG1_61170.1
OG0001755	FGIG_07829	SMRG1_3940.1, SMRG1_3940.2
OG0001756	FGIG_08210	SMRG1_50850.1, SMRG1_50850.2, SMRG1_50850.3
OG0001757	FGIG_08253	SMRG1_49410.1
OG0001758	FGIG_12341, FGIG_08329	SMRG1_86200.1, SMRG1_86200.2
OG0001759	FGIG_12373, FGIG_08557, FGIG_11928	SMRG1_68450.1, SMRG1_68440.1, SMRG1_68440.2
OG0001760	FGIG_08695, FGIG_08696, FGIG_08694	SMRG1_68060.1, SMRG1_68060.5, SMRG1_68060.4, SMRG1_68060.2, SMRG1_68060.3
OG0001761	FGIG_12460, FGIG_09474, FGIG_09475, FGIG_08736	SMRG1_71690.1, SMRG1_71690.2
OG0001762	FGIG_08880, FGIG_11962	SMRG1_97580.1
OG0001763	FGIG_08936	SMRG1_31150.1, SMRG1_31150.2
OG0001764	FGIG_09029, FGIG_09028	SMRG1_15610.3, SMRG1_15610.6, SMRG1_15610.1, SMRG1_15610.4, SMRG1_15610.2, SMRG1_15610.5
OG0001765	FGIG_09205	SMRG1_70020.3, SMRG1_70020.1, SMRG1_70020.5, SMRG1_70020.2, SMRG1_70020.4
OG0001766	FGIG_09234	SMRG1_34510.1
OG0001767	FGIG_12380, FGIG_09314	SMRG1_3870.6, SMRG1_3870.2, SMRG1_3870.4, SMRG1_3870.5, SMRG1_3870.1, SMRG1_3870.3
OG0001768	FGIG_09327	SMRG1_87030.1
OG0001769	FGIG_09331	SMRG1_2340.2, SMRG1_2340.9, SMRG1_2340.3, SMRG1_2340.4, SMRG1_2340.8, SMRG1_2340.1, SMRG1_2340.7, SMRG1_2340.5, SMRG1_2340.6
OG0001770	FGIG_09332	SMRG1_33640.5, SMRG1_33640.3, SMRG1_33640.1, SMRG1_33640.2, SMRG1_33640.4
OG0001771	FGIG_09366	SMRG1_53350.2, SMRG1_53350.1, SMRG1_53350.3
OG0001772	FGIG_09813	SMRG1_91360.2, SMRG1_91360.1, SMRG1_91360.3
OG0001773	FGIG_09836	SMRG1_64180.2, SMRG1_64180.1, SMRG1_64180.3
OG0001774	FGIG_09938	SMRG1_6640.4, SMRG1_6640.5, SMRG1_6640.6, SMRG1_6640.1, SMRG1_6640.2, SMRG1_6640.3
OG0001775	FGIG_10075	SMRG1_16950.1, SMRG1_16950.2, SMRG1_16950.3
OG0001776	FGIG_10105	SMRG1_96380.1, SMRG1_96380.5, SMRG1_96380.6, SMRG1_96380.2, SMRG1_96380.3, SMRG1_96380.4
OG0001777	FGIG_10186	SMRG1_5090.1, SMRG1_5090.2
OG0001778	FGIG_10398	SMRG1_90840.1, SMRG1_90840.2, SMRG1_90840.3
OG0001779	FGIG_10521	SMRG1_23650.1, SMRG1_23650.2
OG0001780	FGIG_10677	SMRG1_28430.1
OG0001781	FGIG_10803, FGIG_11244	SMRG1_96650.1
OG0001782	FGIG_10806	SMRG1_67080.1
OG0001783	FGIG_10960	SMRG1_30780.1, SMRG1_30780.2, SMRG1_30780.3
OG0001784	FGIG_11263	SMRG1_42630.1
OG0001785	FGIG_11277	SMRG1_22810.1, SMRG1_22810.3, SMRG1_22810.2, SMRG1_22810.4
OG0001786	FGIG_11466	SMRG1_64520.1, SMRG1_64520.2, SMRG1_64520.6, SMRG1_64520.4, SMRG1_64520.5, SMRG1_64520.3
OG0001787	FGIG_11743	SMRG1_22830.1
OG0001788	FGIG_11918	SMRG1_77590.2, SMRG1_77590.1, SMRG1_77590.3
OG0001789	FGIG_12472	SMRG1_21590.1
OG0001790	FGIG_12557	SMRG1_40480.1
OG0001800	FGIG_00037	SMRG1_56580.3, SMRG1_56580.4, SMRG1_56580.6, SMRG1_56580.2, SMRG1_56580.5, SMRG1_56580.1
OG0001801	FGIG_00130	SMRG1_13830.3, SMRG1_13830.1, SMRG1_13830.2
OG0001802	FGIG_00149	SMRG1_36700.1, SMRG1_36700.3, SMRG1_36700.4, SMRG1_36700.5, SMRG1_36700.2, SMRG1_36700.6
OG0001803	FGIG_00286	SMRG1_40740.2, SMRG1_40740.3, SMRG1_40740.1, SMRG1_40750.1
OG0001804	FGIG_00398	SMRG1_33000.3, SMRG1_33000.2, SMRG1_33000.4, SMRG1_33000.5, SMRG1_33000.1, SMRG1_33000.6
OG0001805	FGIG_00507, FGIG_00508	SMRG1_44160.1, SMRG1_44160.2
OG0001806	FGIG_00525	SMRG1_97370.1, SMRG1_97390.1
OG0001807	FGIG_00587	SMRG1_13840.2, SMRG1_13840.1, SMRG1_13840.3
OG0001808	FGIG_00700	SMRG1_18620.1, SMRG1_18620.7, SMRG1_18620.2, SMRG1_18620.4, SMRG1_18620.3, SMRG1_18620.5, SMRG1_18620.6, SMRG1_18620.8
OG0001809	FGIG_00729	SMRG1_33210.2, SMRG1_33210.4, SMRG1_33210.1, SMRG1_33210.3
OG0001810	FGIG_00762	SMRG1_95430.2, SMRG1_95430.1, SMRG1_95430.3, SMRG1_95430.4, SMRG1_95430.5
OG0001811	FGIG_05656	SMRG1_69070.1
OG0001811	FGIG_00833	SMRG1_8410.1
OG0001812	FGIG_00836	SMRG1_75520.1, SMRG1_75520.2
OG0001813	FGIG_00936	SMRG1_11140.4, SMRG1_11140.5, SMRG1_11140.1, SMRG1_11140.2, SMRG1_11140.3
OG0001814	FGIG_00962	SMRG1_75200.1, SMRG1_75200.2, SMRG1_75200.3
OG0001815	FGIG_01073, FGIG_01074	SMRG1_48100.1, SMRG1_48100.2
OG0001816	FGIG_01170	SMRG1_47880.1, SMRG1_47880.2, SMRG1_47880.3
OG0001817	FGIG_01315	SMRG1_39030.1
OG0001818	FGIG_01476	SMRG1_50200.1, SMRG1_50200.2, SMRG1_50200.3, SMRG1_50200.4, SMRG1_50200.5, SMRG1_50200.6
OG0001819	FGIG_01638	SMRG1_19260.1
OG0001820	FGIG_01817, FGIG_01816	SMRG1_59950.1
OG0001821	FGIG_01822	SMRG1_81260.1
OG0001821	FGIG_03077	SMRG1_57860.1
OG0001822	FGIG_01856, FGIG_12355	SMRG1_95030.1
OG0001823	FGIG_02236, FGIG_05411	SMRG1_20760.1
OG0001824	FGIG_02287	SMRG1_14790.1, SMRG1_14790.2
OG0001825	FGIG_02531	SMRG1_51890.1, SMRG1_51890.2
OG0001826	FGIG_02634	SMRG1_5020.1, SMRG1_5020.2, SMRG1_5020.5, SMRG1_5020.6, SMRG1_5020.3, SMRG1_5020.4
OG0001827	FGIG_12499	SMRG1_78340.1, SMRG1_78340.2
OG0001828	FGIG_02847	SMRG1_53470.1, SMRG1_53470.2, SMRG1_53470.3, SMRG1_53470.4, SMRG1_53470.5
OG0001829	FGIG_02872	SMRG1_27970.1
OG0001829	FGIG_03015	SMRG1_27000.2, SMRG1_27000.1
OG0001830	FGIG_02879, FGIG_12693	SMRG1_58230.1
OG0001831	FGIG_02881	SMRG1_66480.1
OG0001832	FGIG_02973	SMRG1_58480.1, SMRG1_58650.3, SMRG1_58650.1, SMRG1_58650.2
OG0001833	FGIG_02974	SMRG1_58490.1
OG0001834	FGIG_02991	SMRG1_74980.3, SMRG1_74980.2, SMRG1_74980.1
OG0001835	FGIG_11589, FGIG_03039	SMRG1_18210.1, SMRG1_18210.2
OG0001836	FGIG_03199	SMRG1_2630.1, SMRG1_2640.1, SMRG1_2650.1
OG0001837	FGIG_03271	SMRG1_82660.1
OG0001838	FGIG_03289	SMRG1_26670.1, SMRG1_26670.2, SMRG1_26670.3, SMRG1_26670.4, SMRG1_26670.5, SMRG1_26670.6, SMRG1_26670.7
OG0001839	FGIG_03331	SMRG1_54100.2, SMRG1_54100.1, SMRG1_54100.3
OG0001840	FGIG_03379	SMRG1_38160.2, SMRG1_38160.3, SMRG1_38160.4, SMRG1_38160.1
OG0001841	FGIG_03429	SMRG1_15850.2, SMRG1_15850.1, SMRG1_15850.4, SMRG1_15850.3
OG0001842	FGIG_03482, FGIG_12479	SMRG1_95930.1, SMRG1_95930.2, SMRG1_95930.3
OG0001843	FGIG_03549	SMRG1_41880.1
OG0001845	FGIG_03666	SMRG1_96290.1
OG0001846	FGIG_11334, FGIG_03780, FGIG_03781	SMRG1_26820.1, SMRG1_27080.3, SMRG1_27080.1, SMRG1_27080.2
OG0001847	FGIG_03848	SMRG1_4530.3, SMRG1_4530.1, SMRG1_4530.2, SMRG1_4530.4
OG0001848	FGIG_04380	SMRG1_5380.1, SMRG1_5380.2
OG0001849	FGIG_04452	SMRG1_65260.1, SMRG1_65260.2
OG0001850	FGIG_04633	SMRG1_73970.1, SMRG1_73970.3, SMRG1_73970.4, SMRG1_73970.2
OG0001851	FGIG_04765	SMRG1_53480.1, SMRG1_53480.2
OG0001852	FGIG_04961	SMRG1_29480.1, SMRG1_29480.4, SMRG1_29480.5, SMRG1_29480.2, SMRG1_29480.3
OG0001853	FGIG_05001	SMRG1_3530.1, SMRG1_3390.1, SMRG1_3390.2
OG0001854	FGIG_05079, FGIG_05080	SMRG1_97670.1
OG0001855	FGIG_05092	SMRG1_71720.2, SMRG1_71720.1, SMRG1_71720.3
OG0001856	FGIG_05147	SMRG1_76210.1, SMRG1_76210.2
OG0001857	FGIG_05152	SMRG1_77110.1
OG0001858	FGIG_05246	SMRG1_45120.1
OG0001859	FGIG_05352	SMRG1_8150.1
OG0001860	FGIG_12696, FGIG_05529, FGIG_08194	SMRG1_27240.1, SMRG1_27240.2
OG0001861	FGIG_05537	SMRG1_75680.3, SMRG1_75680.4, SMRG1_75680.5, SMRG1_75680.6, SMRG1_75680.1, SMRG1_75680.2
OG0001862	FGIG_05612	SMRG1_4240.3, SMRG1_4240.1, SMRG1_4240.4, SMRG1_4240.2
OG0001863	FGIG_05675	SMRG1_27890.1, SMRG1_27210.1
OG0001864	FGIG_05957, FGIG_05774, FGIG_05958	SMRG1_75890.1, SMRG1_75890.2
OG0001865	FGIG_05792	SMRG1_6740.3, SMRG1_6740.1, SMRG1_6740.2
OG0001866	FGIG_05934, FGIG_07819, FGIG_07820	SMRG1_90610.4, SMRG1_90610.2, SMRG1_90610.1, SMRG1_90610.3
OG0001867	FGIG_06039	SMRG1_50230.3, SMRG1_50230.6, SMRG1_50230.4, SMRG1_50230.5, SMRG1_50230.1, SMRG1_50230.2
OG0001868	FGIG_06184	SMRG1_2380.1
OG0001869	FGIG_12654, FGIG_06195, FGIG_06196	SMRG1_19900.1, SMRG1_19900.2, SMRG1_19900.3
OG0001870	FGIG_06239	SMRG1_51770.1, SMRG1_51770.2
OG0001871	FGIG_06490	SMRG1_43270.1
OG0001872	FGIG_06502, FGIG_08638	SMRG1_82960.1
OG0001873	FGIG_06583	SMRG1_33610.1
OG0001874	FGIG_06688, FGIG_07094	SMRG1_23150.1, SMRG1_23160.1
OG0001875	FGIG_06832	SMRG1_89130.1, SMRG1_89130.2, SMRG1_89130.3
OG0001876	FGIG_06870	SMRG1_21830.1
OG0001877	FGIG_06876	SMRG1_17530.1, SMRG1_17530.2
OG0001878	FGIG_07481, FGIG_07111	SMRG1_57140.1
OG0001879	FGIG_07185	SMRG1_26470.1, SMRG1_26470.2, SMRG1_26470.3
OG0001880	FGIG_07399	SMRG1_19010.1, SMRG1_19010.2
OG0001881	FGIG_08617, FGIG_07427	SMRG1_61880.3, SMRG1_61880.6, SMRG1_61880.5, SMRG1_61880.2, SMRG1_61880.1, SMRG1_61880.4
OG0001882	FGIG_10254, FGIG_07480	SMRG1_74900.1
OG0001883	FGIG_07514	SMRG1_3250.5, SMRG1_3250.2, SMRG1_3250.1, SMRG1_3250.3, SMRG1_3250.4
OG0001884	FGIG_07616	SMRG1_89120.4, SMRG1_89120.2, SMRG1_89120.5, SMRG1_89120.1, SMRG1_89120.3
OG0001885	FGIG_07748	SMRG1_12670.1, SMRG1_12670.4, SMRG1_12670.2, SMRG1_12670.3
OG0001886	FGIG_07805	SMRG1_73330.2, SMRG1_73330.4, SMRG1_73330.1, SMRG1_73330.3
OG0001887	FGIG_07966	SMRG1_63240.2, SMRG1_63240.1
OG0001888	FGIG_08128, FGIG_09905, FGIG_12317	SMRG1_67280.4, SMRG1_67280.1, SMRG1_67280.3, SMRG1_67280.2, SMRG1_67280.5
OG0001889	FGIG_08133	SMRG1_85290.4, SMRG1_85290.3, SMRG1_85290.1, SMRG1_85290.2, SMRG1_85290.5, SMRG1_85290.6
OG0001890	FGIG_08277	SMRG1_48280.2, SMRG1_48280.4, SMRG1_48280.3, SMRG1_48280.1
OG0001891	FGIG_08290	SMRG1_92760.1, SMRG1_93640.1, SMRG1_93640.4, SMRG1_93640.3, SMRG1_93640.2, SMRG1_93640.5
OG0001892	FGIG_08312	SMRG1_79140.1
OG0001893	FGIG_08493	SMRG1_33760.1
OG0001894	FGIG_08662	SMRG1_82780.1, SMRG1_82780.2, SMRG1_82780.3, SMRG1_82780.4
OG0001895	FGIG_08712	SMRG1_44610.1
OG0001896	FGIG_08759	SMRG1_30940.1
OG0001897	FGIG_08889	SMRG1_78680.1
OG0001898	FGIG_09045	SMRG1_58420.3, SMRG1_58420.1, SMRG1_58420.2
OG0001899	FGIG_09165, FGIG_12532	SMRG1_39020.1
OG0001900	FGIG_09208	SMRG1_75240.1, SMRG1_75240.2
OG0001901	FGIG_09292, FGIG_09291	SMRG1_30290.3, SMRG1_30290.1, SMRG1_30290.2
OG0001902	FGIG_09325, FGIG_09326	SMRG1_39000.5, SMRG1_39000.4, SMRG1_39000.1, SMRG1_39000.3, SMRG1_39000.2
OG0001903	FGIG_11383, FGIG_09404	SMRG1_85470.1, SMRG1_85470.2, SMRG1_85470.3, SMRG1_85470.4
OG0001904	FGIG_09502	SMRG1_13240.1, SMRG1_13240.7, SMRG1_13240.3, SMRG1_13240.6, SMRG1_13240.4, SMRG1_13240.5, SMRG1_13240.2
OG0001905	FGIG_09751	SMRG1_59030.3, SMRG1_59030.4, SMRG1_59030.1, SMRG1_59030.2
OG0001906	FGIG_09783	SMRG1_29450.1, SMRG1_29450.2
