Orthogroup	fasciola_gigantica	schistosoma_intercalatum
OG0000698	FGIG_00723	SINT1_18150.4, SINT1_18150.1, SINT1_18150.2, SINT1_18150.3
OG0000699	FGIG_00957	SINT1_33030.1
OG0000699	FGIG_08660	SINT1_45930.1, SINT1_45920.1
OG0000700	FGIG_01249	SINT1_24020.1, SINT1_24030.1, SINT1_24040.1
OG0000701	FGIG_01998	SINT1_60550.3, SINT1_60550.1, SINT1_60550.2, SINT1_60550.5, SINT1_60550.4, SINT1_60550.6
OG0000702	FGIG_02188	SINT1_85500.3, SINT1_85500.1, SINT1_85500.2
OG0000703	FGIG_02284, FGIG_02283, FGIG_09761, FGIG_07532, FGIG_07531, FGIG_06144	SINT1_160.1, SINT1_160.3, SINT1_160.2
OG0000704	FGIG_02296	SINT1_48220.1, SINT1_48220.2, SINT1_48220.3, SINT1_48220.4, SINT1_48220.5, SINT1_48220.6, SINT1_48220.7, SINT1_48220.8, SINT1_48220.9
OG0000705	FGIG_02537, FGIG_04858	SINT1_6120.1
OG0000706	FGIG_03088	SINT1_43330.1
OG0000706	FGIG_06242	SINT1_52320.1
OG0000707	FGIG_03479, FGIG_13999	SINT1_92660.1, SINT1_92660.3, SINT1_92660.2
OG0000708	FGIG_03513, FGIG_05397	SINT1_37190.1, SINT1_37190.3, SINT1_37190.5, SINT1_37190.4, SINT1_37190.2
OG0000709	FGIG_03634	SINT1_43650.1, SINT1_43650.2, SINT1_43650.4, SINT1_43650.5, SINT1_43650.9, SINT1_43650.3, SINT1_43650.6, SINT1_43650.7, SINT1_43650.8
OG0000710	FGIG_04123	SINT1_8060.1, SINT1_7950.9, SINT1_7950.7, SINT1_7950.8, SINT1_7950.6
OG0000711	FGIG_04685	SINT1_73420.1
OG0000712	FGIG_04717	SINT1_52680.1
OG0000713	FGIG_04850	SINT1_70880.1
OG0000714	FGIG_09522, FGIG_05276	SINT1_46250.1
OG0000715	FGIG_05565	SINT1_27420.1, SINT1_27420.2, SINT1_27420.4, SINT1_27420.3
OG0000716	FGIG_06079, FGIG_11256	SINT1_11840.1, SINT1_11840.3, SINT1_11840.2
OG0000717	FGIG_06905, FGIG_06906	SINT1_58730.1
OG0000718	FGIG_07103	SINT1_73680.1, SINT1_73680.2
OG0000719	FGIG_07183	SINT1_55000.1, SINT1_55000.2, SINT1_55000.3
OG0000720	FGIG_07280	SINT1_75720.1, SINT1_75710.1
OG0000721	FGIG_07460	SINT1_45830.1, SINT1_45830.2
OG0000722	FGIG_07693, FGIG_07988	SINT1_5310.2, SINT1_5310.1, SINT1_5310.3
OG0000723	FGIG_08409	SINT1_75450.1, SINT1_75450.3, SINT1_75450.2, SINT1_75450.4
OG0000724	FGIG_08545, FGIG_08543	SINT1_41830.6, SINT1_41830.3, SINT1_41830.1, SINT1_41830.2, SINT1_41830.4, SINT1_41830.5
OG0000725	FGIG_08674, FGIG_12036	SINT1_75800.5, SINT1_75800.1, SINT1_75800.2, SINT1_75800.3, SINT1_75800.4
OG0000726	FGIG_08836	SINT1_29880.1
OG0000726	FGIG_08835	SINT1_29890.1
OG0000727	FGIG_09069	SINT1_38780.1
OG0000728	FGIG_12215, FGIG_09158	SINT1_48360.4, SINT1_48360.2, SINT1_48360.1, SINT1_48360.3
OG0000729	FGIG_12577, FGIG_12004, FGIG_09493, FGIG_11791	SINT1_8940.4, SINT1_8940.5, SINT1_8940.6, SINT1_8940.2, SINT1_8940.1, SINT1_8940.3
OG0000730	FGIG_10454	SINT1_59790.2, SINT1_59790.3, SINT1_59790.1
OG0000731	FGIG_10487	SINT1_75110.1
OG0000732	FGIG_11075	SINT1_3430.5, SINT1_3430.1, SINT1_3430.6, SINT1_3430.7, SINT1_3430.2, SINT1_3430.4, SINT1_3430.3
OG0000733	FGIG_12111, FGIG_11583	SINT1_2770.3, SINT1_2770.1, SINT1_2770.4, SINT1_2770.2
OG0000736	FGIG_00111	SINT1_76920.1, SINT1_76920.2
OG0000737	FGIG_00338, FGIG_00337, FGIG_00339	SINT1_9960.3, SINT1_9960.4, SINT1_9960.7, SINT1_9960.2, SINT1_9960.6, SINT1_9960.1, SINT1_9960.5
OG0000738	FGIG_02670, FGIG_00476, FGIG_08925	SINT1_69080.1, SINT1_69080.5, SINT1_69080.2, SINT1_69080.4, SINT1_69080.6, SINT1_69080.3, SINT1_69080.7, SINT1_69070.1
OG0000740	FGIG_01427	SINT1_8470.1, SINT1_8470.2, SINT1_8470.3, SINT1_8470.6, SINT1_8470.4, SINT1_8470.5, SINT1_8470.7, SINT1_8470.8
OG0000741	FGIG_02730	SINT1_82900.5, SINT1_82900.3, SINT1_82900.1, SINT1_82900.2, SINT1_82900.4
OG0000742	FGIG_02978	SINT1_96910.1, SINT1_96910.2, SINT1_96910.3, SINT1_96910.4, SINT1_81970.1, SINT1_81970.2, SINT1_81970.3
OG0000743	FGIG_03357	SINT1_22750.1, SINT1_22750.2
OG0000744	FGIG_04615	SINT1_3520.1
OG0000745	FGIG_04697, FGIG_11035	SINT1_38100.1, SINT1_38100.2
OG0000746	FGIG_05601	SINT1_60430.2, SINT1_60430.1, SINT1_60430.3
OG0000747	FGIG_05634	SINT1_42860.1
OG0000748	FGIG_05694, FGIG_05760, FGIG_05761	SINT1_69510.4, SINT1_69510.2, SINT1_69510.3, SINT1_69510.6, SINT1_69510.1, SINT1_69510.5
OG0000749	FGIG_05710	SINT1_68890.1
OG0000750	FGIG_06338	SINT1_73320.3, SINT1_73320.4, SINT1_73320.1, SINT1_73320.2, SINT1_73320.5, SINT1_73320.6
OG0000751	FGIG_06853, FGIG_12237	SINT1_5440.1, SINT1_2500.1
OG0000752	FGIG_06872	SINT1_91160.1, SINT1_91210.1
OG0000753	FGIG_07104	SINT1_81530.3, SINT1_81530.1, SINT1_81530.2
OG0000754	FGIG_07172	SINT1_50250.9, SINT1_50250.10, SINT1_50250.12, SINT1_50250.13, SINT1_50250.2, SINT1_50250.11, SINT1_50250.14, SINT1_50250.1, SINT1_50250.5, SINT1_50250.7, SINT1_50250.6, SINT1_50250.8, SINT1_50250.3, SINT1_50250.4
OG0000755	FGIG_07206	SINT1_74410.3, SINT1_74410.1, SINT1_74410.2, SINT1_74410.4
OG0000756	FGIG_07332	SINT1_39030.1
OG0000757	FGIG_07577	SINT1_52550.2, SINT1_52550.3, SINT1_52550.1
OG0000758	FGIG_07692	SINT1_8970.8, SINT1_8970.9, SINT1_8970.4, SINT1_8970.1, SINT1_8970.2, SINT1_8970.5, SINT1_8970.6, SINT1_8970.7, SINT1_8970.3
OG0000759	FGIG_08239, FGIG_08240, FGIG_11630, FGIG_08238	SINT1_52950.3, SINT1_52950.1, SINT1_52950.4, SINT1_52950.2, SINT1_52950.6, SINT1_52950.5, SINT1_52950.7
OG0000760	FGIG_08405	SINT1_77620.1, SINT1_77620.10, SINT1_77620.11, SINT1_77620.12, SINT1_77620.2, SINT1_77620.3, SINT1_77620.4, SINT1_77620.5, SINT1_77620.6, SINT1_77620.7, SINT1_77620.8, SINT1_77620.9
OG0000761	FGIG_08641	SINT1_53610.2, SINT1_53610.4, SINT1_53610.1, SINT1_53610.5, SINT1_53610.9, SINT1_53610.7, SINT1_53610.6, SINT1_53610.8, SINT1_53610.3
OG0000762	FGIG_11563, FGIG_11679	SINT1_80630.1
OG0000762	FGIG_08717	SINT1_85900.1, SINT1_85900.2, SINT1_85900.3
OG0000763	FGIG_10588	SINT1_19820.5, SINT1_19820.1, SINT1_19820.2, SINT1_19820.3, SINT1_19820.4
OG0000764	FGIG_10711	SINT1_9100.5, SINT1_9100.3, SINT1_9100.2, SINT1_9100.1, SINT1_9100.4
OG0000765	FGIG_12043, FGIG_11357	SINT1_52930.1
OG0000765	FGIG_11560, FGIG_12698	SINT1_52940.1
OG0000766	FGIG_11419	SINT1_62770.1
OG0000767	FGIG_11449	SINT1_64820.1, SINT1_64820.2
OG0000768	FGIG_11533, FGIG_12305	SINT1_40010.2, SINT1_40010.3, SINT1_40010.1, SINT1_40010.4, SINT1_40010.5
OG0000769	FGIG_12118, FGIG_12119	SINT1_2060.3, SINT1_2060.1, SINT1_2060.2
OG0000770	FGIG_12503, FGIG_12181	SINT1_17990.1, SINT1_17990.2, SINT1_17990.3
OG0000773	FGIG_04534, FGIG_00207	SINT1_25800.3, SINT1_25800.2, SINT1_25800.1
OG0000774	FGIG_00300, FGIG_00299	SINT1_47130.1, SINT1_47130.2
OG0000775	FGIG_00308	SINT1_51610.1, SINT1_51610.2, SINT1_51610.3, SINT1_51610.4
OG0000776	FGIG_10546	SINT1_45850.1
OG0000776	FGIG_00374	SINT1_56460.1
OG0000777	FGIG_00633	SINT1_52160.3, SINT1_52160.1, SINT1_52160.6, SINT1_52160.5, SINT1_52160.2, SINT1_52160.4, SINT1_52160.8, SINT1_52160.7
OG0000778	FGIG_03692	SINT1_23030.1, SINT1_23030.3, SINT1_23030.2
OG0000779	FGIG_00938	SINT1_3610.1
OG0000780	FGIG_01425	SINT1_14980.1
OG0000781	FGIG_01631	SINT1_11380.1
OG0000781	FGIG_06825	SINT1_460.2, SINT1_460.1, SINT1_460.3, SINT1_460.4
OG0000782	FGIG_01653, FGIG_01652	SINT1_31730.1
OG0000783	FGIG_02146, FGIG_11024, FGIG_11880	SINT1_50520.1, SINT1_50520.2, SINT1_50520.3
OG0000784	FGIG_02281	SINT1_31650.4, SINT1_31650.3, SINT1_31650.2, SINT1_31650.1, SINT1_31650.5, SINT1_31650.6
OG0000785	FGIG_02641, FGIG_02640	SINT1_58640.1
OG0000786	FGIG_02834	SINT1_40750.5, SINT1_40750.2, SINT1_40750.1, SINT1_40750.4, SINT1_40750.3
OG0000787	FGIG_03330	SINT1_91330.1, SINT1_91330.2, SINT1_59320.1
OG0000788	FGIG_03424	SINT1_13680.1
OG0000789	FGIG_03779	SINT1_25610.1, SINT1_25600.1, SINT1_25600.2
OG0000790	FGIG_08832, FGIG_03836	SINT1_39340.1, SINT1_39340.2, SINT1_39340.3, SINT1_39340.4
OG0000791	FGIG_09865, FGIG_04257, FGIG_04256	SINT1_42730.1
OG0000792	FGIG_04315	SINT1_5640.2, SINT1_5640.1, SINT1_5640.3, SINT1_5640.4
OG0000793	FGIG_04387, FGIG_04388	SINT1_34260.3, SINT1_34260.1, SINT1_34260.2, SINT1_34260.4
OG0000794	FGIG_04456	SINT1_10230.1
OG0000795	FGIG_09877, FGIG_04474	SINT1_93650.7, SINT1_93650.6, SINT1_93650.3, SINT1_93650.1, SINT1_93650.2, SINT1_93650.4, SINT1_93650.5
OG0000796	FGIG_04495, FGIG_08360	SINT1_15870.1, SINT1_15870.2, SINT1_15860.1
OG0000797	FGIG_10416, FGIG_04513	SINT1_20130.6, SINT1_20130.2, SINT1_20130.5, SINT1_20130.3, SINT1_20130.4, SINT1_20130.1
OG0000798	FGIG_04574	SINT1_1260.1, SINT1_1260.2, SINT1_1260.3
OG0000799	FGIG_04575	SINT1_66270.1, SINT1_66270.2, SINT1_66270.3, SINT1_66270.4
OG0000800	FGIG_04703	SINT1_10160.1
OG0000801	FGIG_04893	SINT1_15740.2, SINT1_15740.1, SINT1_15740.3
OG0000802	FGIG_07812	SINT1_72380.1
OG0000802	FGIG_12596, FGIG_05603	SINT1_58280.1
OG0000803	FGIG_05677	SINT1_78010.2, SINT1_78010.1
OG0000804	FGIG_11847, FGIG_05852	SINT1_41330.1, SINT1_41330.2, SINT1_41330.4, SINT1_41330.5, SINT1_41330.3, SINT1_41330.6
OG0000805	FGIG_06069	SINT1_36400.1
OG0000806	FGIG_06119	SINT1_72740.1, SINT1_72740.2
OG0000807	FGIG_06243	SINT1_9860.1, SINT1_9860.2
OG0000808	FGIG_06270	SINT1_91890.1, SINT1_91890.4, SINT1_91890.2, SINT1_91890.3
OG0000809	FGIG_06731, FGIG_11853	SINT1_89370.1, SINT1_89370.2, SINT1_89370.4, SINT1_89370.5, SINT1_89370.3
OG0000810	FGIG_06961	SINT1_25130.1
OG0000811	FGIG_07144	SINT1_11150.1, SINT1_11150.2, SINT1_11150.3, SINT1_11150.4, SINT1_11150.5
OG0000812	FGIG_07516	SINT1_12150.1, SINT1_12150.2, SINT1_12150.3
OG0000813	FGIG_07818	SINT1_85090.1
OG0000814	FGIG_08219	SINT1_63100.1
OG0000815	FGIG_08221, FGIG_11100, FGIG_08223	SINT1_59300.3, SINT1_59300.1, SINT1_59300.2, SINT1_59300.5, SINT1_59300.4
OG0000816	FGIG_08709	SINT1_82520.1, SINT1_82520.2, SINT1_82520.3, SINT1_82520.4
OG0000817	FGIG_09135	SINT1_86900.1, SINT1_86900.2, SINT1_86900.3, SINT1_86900.4, SINT1_86900.5, SINT1_86900.6
OG0000818	FGIG_09435	SINT1_11620.1, SINT1_11620.3, SINT1_11620.2
OG0000819	FGIG_09439	SINT1_64960.2, SINT1_64960.4, SINT1_64960.1, SINT1_64960.3
OG0000820	FGIG_11717	SINT1_83190.1
OG0000821	FGIG_09921	SINT1_49050.1
OG0000822	FGIG_10054	SINT1_73410.1
OG0000823	FGIG_10877	SINT1_53300.1
OG0000823	FGIG_10391	SINT1_91290.1, SINT1_91300.1
OG0000824	FGIG_10848	SINT1_3060.1, SINT1_3060.4, SINT1_3060.3, SINT1_3060.2, SINT1_3060.6, SINT1_3060.5
OG0000825	FGIG_11216	SINT1_75930.1, SINT1_75930.2, SINT1_75930.4, SINT1_75930.3, SINT1_75900.1, SINT1_75890.1
OG0000826	FGIG_11695	SINT1_55170.3, SINT1_55170.1, SINT1_55170.4, SINT1_55170.2
OG0000827	FGIG_12190	SINT1_74320.1
OG0000830	FGIG_00108	SINT1_48820.2, SINT1_48820.3, SINT1_48820.1
OG0000831	FGIG_00177	SINT1_42440.3, SINT1_42440.1, SINT1_42440.4, SINT1_42440.5, SINT1_42440.2
OG0000832	FGIG_00455	SINT1_60050.2, SINT1_60050.1
OG0000833	FGIG_00489, FGIG_06899	SINT1_33300.1, SINT1_33300.3, SINT1_33300.2, SINT1_33300.4
OG0000834	FGIG_00772	SINT1_48650.1
OG0000835	FGIG_00786	SINT1_38110.1, SINT1_38110.2
OG0000836	FGIG_00855	SINT1_37330.4, SINT1_37330.5, SINT1_37330.2, SINT1_37330.3, SINT1_37330.1
OG0000837	FGIG_01009	SINT1_32380.2, SINT1_32380.3, SINT1_32380.1, SINT1_32380.5, SINT1_32380.4
OG0000838	FGIG_01017, FGIG_01016	SINT1_39150.1
OG0000839	FGIG_01333	SINT1_38540.3, SINT1_38540.1, SINT1_38540.2
OG0000840	FGIG_01498	SINT1_69580.1, SINT1_69580.2
OG0000841	FGIG_01937	SINT1_20460.2, SINT1_20460.7, SINT1_20460.4, SINT1_20460.3, SINT1_20460.6, SINT1_20460.5, SINT1_20460.1
OG0000842	FGIG_01947	SINT1_66450.1, SINT1_66450.2
OG0000843	FGIG_02333	SINT1_80990.1, SINT1_80990.2
OG0000844	FGIG_02635	SINT1_5220.10, SINT1_5220.3, SINT1_5220.4, SINT1_5220.7, SINT1_5220.1, SINT1_5220.11, SINT1_5220.5, SINT1_5220.6, SINT1_5220.8, SINT1_5220.9, SINT1_5220.2
OG0000845	FGIG_03440	SINT1_88300.2, SINT1_88300.1, SINT1_88300.3
OG0000846	FGIG_04141, FGIG_04373	SINT1_16940.1, SINT1_16940.2, SINT1_16940.3, SINT1_16940.4, SINT1_16940.5, SINT1_16940.6
OG0000847	FGIG_04277	SINT1_1170.1, SINT1_1170.2
OG0000848	FGIG_04531	SINT1_34870.4, SINT1_34870.2, SINT1_34870.5, SINT1_34870.3, SINT1_34870.6, SINT1_34870.1
OG0000849	FGIG_04536	SINT1_39190.1, SINT1_39190.2, SINT1_39190.3, SINT1_39190.4
OG0000850	FGIG_04635	SINT1_27390.4, SINT1_27390.6, SINT1_27390.1, SINT1_27390.7, SINT1_27390.2, SINT1_27390.3, SINT1_27390.5
OG0000851	FGIG_04677	SINT1_89380.1, SINT1_89380.2
OG0000852	FGIG_04776	SINT1_11010.1, SINT1_11000.1
OG0000853	FGIG_04849, FGIG_06913	SINT1_81500.1
OG0000854	FGIG_04960	SINT1_37340.1, SINT1_37340.3, SINT1_37340.2, SINT1_37340.4
OG0000855	FGIG_05067	SINT1_54440.1, SINT1_54440.2, SINT1_54440.3
OG0000856	FGIG_05440	SINT1_2940.5, SINT1_2940.2, SINT1_2940.3, SINT1_2940.4, SINT1_2940.1
OG0000857	FGIG_06616	SINT1_4110.1
OG0000858	FGIG_06646	SINT1_4510.2, SINT1_4510.1, SINT1_4510.4, SINT1_4510.3
OG0000859	FGIG_07329	SINT1_49470.4, SINT1_49470.2, SINT1_49470.3, SINT1_49470.1
OG0000860	FGIG_08877	SINT1_59580.1
OG0000860	FGIG_08075	SINT1_62150.1
OG0000861	FGIG_09232	SINT1_11800.1
OG0000862	FGIG_09618	SINT1_30070.2, SINT1_30070.3, SINT1_30070.4, SINT1_30070.5, SINT1_30070.6, SINT1_30070.1
OG0000863	FGIG_09756, FGIG_11821	SINT1_7360.1
OG0000864	FGIG_10031	SINT1_40340.1
OG0000865	FGIG_11450	SINT1_33260.1
OG0000866	FGIG_11612	SINT1_660.1, SINT1_95050.1
OG0000867	FGIG_12103	SINT1_7240.1, SINT1_7240.2, SINT1_7240.3, SINT1_7240.4
OG0000869	FGIG_08036, FGIG_00173, FGIG_10748	SINT1_87830.2, SINT1_87830.1, SINT1_87830.3
OG0000870	FGIG_00458	SINT1_910.4, SINT1_910.6, SINT1_910.1, SINT1_910.2, SINT1_910.3, SINT1_910.5
OG0000871	FGIG_00704, FGIG_00705	SINT1_28730.1, SINT1_28730.7, SINT1_28730.2, SINT1_28730.5, SINT1_28730.8, SINT1_28730.3, SINT1_28730.6, SINT1_28730.4
OG0000872	FGIG_01168	SINT1_3990.1
OG0000873	FGIG_01237	SINT1_85010.3, SINT1_85010.1, SINT1_85010.2, SINT1_85010.4, SINT1_85010.5
OG0000874	FGIG_09975, FGIG_05621, FGIG_02068	SINT1_43030.1
OG0000875	FGIG_02491	SINT1_62080.1, SINT1_62080.2, SINT1_62080.3, SINT1_62080.4
OG0000876	FGIG_02493, FGIG_13987	SINT1_96270.1, SINT1_23870.1
OG0000877	FGIG_02724	SINT1_7290.1
OG0000878	FGIG_11660, FGIG_02764	SINT1_18600.2, SINT1_18600.1
OG0000879	FGIG_03120	SINT1_58090.1, SINT1_58090.2
OG0000880	FGIG_03926	SINT1_78480.8, SINT1_78480.1, SINT1_78480.3, SINT1_78480.5, SINT1_78480.2, SINT1_78480.6, SINT1_78480.7, SINT1_78480.4
OG0000881	FGIG_04172	SINT1_4530.1
OG0000881	FGIG_04278	SINT1_89210.1
OG0000882	FGIG_05170	SINT1_22270.1
OG0000882	FGIG_04211	SINT1_40110.2, SINT1_40110.1
OG0000883	FGIG_04212	SINT1_40100.6, SINT1_40100.1, SINT1_40100.2, SINT1_40100.3, SINT1_40100.4, SINT1_40100.5, SINT1_40100.7
OG0000884	FGIG_04519	SINT1_39380.1, SINT1_39380.2, SINT1_39380.3
OG0000885	FGIG_06559, FGIG_04824	SINT1_90980.1, SINT1_140.1, SINT1_96860.1, SINT1_56940.1, SINT1_90990.1, SINT1_90960.1, SINT1_90970.2, SINT1_90970.1, SINT1_120.1
OG0000886	FGIG_06109	SINT1_69710.1, SINT1_69710.3, SINT1_69710.5, SINT1_69710.2, SINT1_69710.4
OG0000887	FGIG_07211	SINT1_19800.4, SINT1_19800.1, SINT1_19800.2, SINT1_19800.3
OG0000888	FGIG_07235	SINT1_77570.1, SINT1_77570.2, SINT1_77570.3, SINT1_77580.1
OG0000889	FGIG_07370	SINT1_27830.1, SINT1_27830.2, SINT1_27830.4, SINT1_27830.3
OG0000890	FGIG_07609	SINT1_40920.1
OG0000891	FGIG_08269	SINT1_37210.1, SINT1_37210.4, SINT1_37210.2, SINT1_37210.3
OG0000892	FGIG_08300	SINT1_51890.6, SINT1_51890.8, SINT1_51890.3, SINT1_51890.1, SINT1_51890.5, SINT1_51890.7, SINT1_51890.4, SINT1_51890.2
OG0000894	FGIG_09025	SINT1_96000.1, SINT1_86220.1, SINT1_86220.2
OG0000895	FGIG_09033, FGIG_10887, FGIG_11622	SINT1_44060.1, SINT1_44060.2
OG0000896	FGIG_09198, FGIG_11521	SINT1_21120.1
OG0000897	FGIG_09238, FGIG_09239	SINT1_10220.1, SINT1_10220.2
OG0000898	FGIG_09340	SINT1_71160.1, SINT1_71160.2, SINT1_71160.3, SINT1_71160.4, SINT1_71160.5
OG0000899	FGIG_09861	SINT1_14490.2, SINT1_14490.4, SINT1_14490.3, SINT1_14490.5, SINT1_14490.1
OG0000900	FGIG_09928, FGIG_10894, FGIG_11511	SINT1_3550.1, SINT1_3540.1
OG0000901	FGIG_09929	SINT1_62260.2, SINT1_62260.4, SINT1_62260.3, SINT1_62260.1
OG0000902	FGIG_10069	SINT1_55040.1, SINT1_55040.2, SINT1_55040.3
OG0000903	FGIG_10099, FGIG_12212	SINT1_15480.1
OG0000904	FGIG_10256	SINT1_5100.1, SINT1_5100.2, SINT1_5100.3, SINT1_5100.8, SINT1_5100.4, SINT1_5100.5, SINT1_5100.6, SINT1_5100.7
OG0000905	FGIG_12473, FGIG_10853	SINT1_77760.1
OG0000906	FGIG_11785	SINT1_63480.1, SINT1_63480.2
OG0000907	FGIG_12114	SINT1_73540.1
OG0000910	FGIG_00237	SINT1_8230.1, SINT1_8230.2, SINT1_8230.3
OG0000911	FGIG_01294, FGIG_01295	SINT1_57920.4, SINT1_57920.1, SINT1_57920.3, SINT1_57920.2
OG0000912	FGIG_01540	SINT1_6420.1
OG0000913	FGIG_01566, FGIG_05409, FGIG_02080, FGIG_02081	SINT1_31550.1, SINT1_31550.2, SINT1_31550.3
OG0000914	FGIG_01782	SINT1_38590.3, SINT1_38590.2, SINT1_38590.1, SINT1_38590.4
OG0000915	FGIG_02191	SINT1_29620.1, SINT1_29620.3, SINT1_29620.2
OG0000916	FGIG_02554	SINT1_39660.4, SINT1_39660.7, SINT1_39660.8, SINT1_39660.10, SINT1_39660.2, SINT1_39660.1, SINT1_39660.12, SINT1_39660.11, SINT1_39660.3, SINT1_39660.5, SINT1_39660.9, SINT1_39660.6
OG0000917	FGIG_02688, FGIG_12358, FGIG_11883	SINT1_82800.1, SINT1_82800.2, SINT1_82800.3
OG0000918	FGIG_02932	SINT1_26830.1, SINT1_26830.2, SINT1_26830.4, SINT1_26830.5, SINT1_26830.6, SINT1_26830.3, SINT1_26830.7, SINT1_26830.8
OG0000919	FGIG_03174	SINT1_82980.1
OG0000921	FGIG_03378	SINT1_43460.2, SINT1_43460.8, SINT1_43460.1, SINT1_43460.5, SINT1_43460.4, SINT1_43460.6, SINT1_43460.3, SINT1_43460.7, SINT1_43460.9
OG0000922	FGIG_08404	SINT1_6910.1
OG0000922	FGIG_03416, FGIG_03417, FGIG_03413, FGIG_03412, FGIG_08184, FGIG_03414, FGIG_03415	SINT1_6900.1
OG0000923	FGIG_09953	SINT1_41520.1
OG0000923	FGIG_03937	SINT1_91550.1
OG0000925	FGIG_03997	SINT1_16510.3, SINT1_16510.4, SINT1_16510.5, SINT1_16510.1, SINT1_16510.2
OG0000926	FGIG_04108, FGIG_04107	SINT1_27110.1, SINT1_27110.2
OG0000927	FGIG_04164	SINT1_19870.1
OG0000928	FGIG_05151	SINT1_32310.1, SINT1_32310.4, SINT1_32310.2, SINT1_32310.3, SINT1_32300.1
OG0000929	FGIG_05247	SINT1_64480.1
OG0000930	FGIG_05414	SINT1_42360.5, SINT1_42360.1, SINT1_42360.3, SINT1_42360.4, SINT1_42360.2
OG0000931	FGIG_05808, FGIG_05809, FGIG_05812	SINT1_70630.1, SINT1_70630.2, SINT1_70630.3, SINT1_70630.4, SINT1_70630.5, SINT1_70630.6, SINT1_70630.8, SINT1_70630.7
OG0000932	FGIG_05937	SINT1_1080.1
OG0000933	FGIG_06615	SINT1_39750.1, SINT1_39750.2
OG0000934	FGIG_06893, FGIG_06892	SINT1_10300.3, SINT1_10300.2, SINT1_10300.1
OG0000935	FGIG_06948	SINT1_63800.1
OG0000936	FGIG_07247, FGIG_12684	SINT1_92400.3, SINT1_92400.2, SINT1_92400.1
OG0000937	FGIG_08721, FGIG_07320	SINT1_54180.1
OG0000938	FGIG_07574	SINT1_59470.4, SINT1_59470.5, SINT1_59470.1, SINT1_59470.3, SINT1_59470.2, SINT1_59470.6, SINT1_59470.7
OG0000939	FGIG_08083	SINT1_85540.1, SINT1_85540.5, SINT1_85540.4, SINT1_85540.2, SINT1_85540.3, SINT1_85540.6
OG0000940	FGIG_08529	SINT1_5770.1, SINT1_5770.2, SINT1_5770.3
OG0000941	FGIG_08549	SINT1_32120.2, SINT1_32120.3, SINT1_32120.1, SINT1_32120.4
OG0000942	FGIG_08647	SINT1_16080.3, SINT1_16080.1, SINT1_16080.2
OG0000943	FGIG_12262, FGIG_08967	SINT1_28810.3, SINT1_28810.4, SINT1_28810.1, SINT1_28810.2
OG0000944	FGIG_08996	SINT1_57720.1, SINT1_94860.1
OG0000945	FGIG_11567, FGIG_10084	SINT1_11500.9, SINT1_11500.4, SINT1_11500.5, SINT1_11500.2, SINT1_11500.1, SINT1_11500.3, SINT1_11500.6, SINT1_11500.7, SINT1_11500.8
OG0000946	FGIG_10162	SINT1_8840.3, SINT1_8840.4, SINT1_8840.1, SINT1_8840.2, SINT1_8840.5, SINT1_8840.6
OG0000947	FGIG_10405	SINT1_38910.1
OG0000948	FGIG_10715	SINT1_80380.3, SINT1_80380.4, SINT1_80380.5, SINT1_80380.1, SINT1_80380.2
OG0000949	FGIG_11029, FGIG_12400	SINT1_16250.1, SINT1_16260.1, SINT1_16240.1, SINT1_16240.2, SINT1_16240.3
OG0000950	FGIG_11337	SINT1_53270.6, SINT1_53270.2, SINT1_53270.4, SINT1_53270.3, SINT1_53270.5, SINT1_53270.1
OG0000951	FGIG_11751	SINT1_91500.3, SINT1_91500.4, SINT1_91500.1, SINT1_91500.2
OG0000952	FGIG_11963	SINT1_29580.2, SINT1_29580.3, SINT1_29580.1
OG0000953	FGIG_12056	SINT1_62370.1, SINT1_62370.2, SINT1_62370.3
OG0000954	FGIG_12353	SINT1_79330.1, SINT1_79330.2
OG0000958	FGIG_00120	SINT1_13790.1
OG0000959	FGIG_00122	SINT1_69140.1, SINT1_69140.5, SINT1_69140.3, SINT1_69140.6, SINT1_69140.2, SINT1_69140.4, SINT1_69140.7
OG0000961	FGIG_01111	SINT1_38940.1
OG0000962	FGIG_01352, FGIG_10661	SINT1_73520.1, SINT1_73520.2
OG0000963	FGIG_07862, FGIG_01440, FGIG_01439	SINT1_2310.1
OG0000964	FGIG_09268, FGIG_01648	SINT1_40680.6, SINT1_40680.3, SINT1_40680.4, SINT1_40680.5, SINT1_40680.1, SINT1_40680.2
OG0000965	FGIG_02037	SINT1_63060.1
OG0000966	FGIG_07892	SINT1_36170.1, SINT1_36170.2
OG0000966	FGIG_02145	SINT1_48960.1
OG0000967	FGIG_02147	SINT1_35420.1, SINT1_35420.2
OG0000968	FGIG_02274	SINT1_2740.1, SINT1_2740.2, SINT1_2740.3, SINT1_2740.4
OG0000969	FGIG_02776, FGIG_11524	SINT1_80260.1
OG0000970	FGIG_03075	SINT1_68850.1, SINT1_68850.2
OG0000971	FGIG_03179, FGIG_13983	SINT1_1810.1, SINT1_1810.2, SINT1_1810.3, SINT1_1810.5, SINT1_1810.7, SINT1_1810.4, SINT1_1810.6
OG0000972	FGIG_11948, FGIG_03784	SINT1_6100.1, SINT1_6100.2, SINT1_6100.3
OG0000973	FGIG_03899	SINT1_24160.1, SINT1_24170.1, SINT1_24180.1
OG0000974	FGIG_04084	SINT1_55310.1, SINT1_55310.2
