Orthogroup	fasciola_gigantica	opisthorchis_viverrini
OG0002218	FGIG_00689	T265_07284
OG0002219	FGIG_00868	T265_10914
OG0002220	FGIG_00875	T265_08525
OG0002221	FGIG_04571	T265_09567
OG0002222	FGIG_01061	T265_07622
OG0002223	FGIG_01190, FGIG_01189	T265_02296
OG0002223	FGIG_08130	T265_02259, T265_03688, T265_00847, T265_00845, T265_00846
OG0002224	FGIG_01217, FGIG_07046	T265_01855
OG0002225	FGIG_01235, FGIG_01236	T265_08736
OG0002226	FGIG_01251	T265_14172
OG0002227	FGIG_01282	T265_04117, T265_15786
OG0002228	FGIG_01298	T265_04080
OG0002229	FGIG_01349	T265_07873
OG0002230	FGIG_01359	T265_06596
OG0002231	FGIG_01526	T265_00618
OG0002232	FGIG_01528	T265_13884, T265_14131
OG0002233	FGIG_01619	T265_15141
OG0002234	FGIG_01755	T265_00386
OG0002235	FGIG_01815	T265_06682
OG0002236	FGIG_01839, FGIG_01838	T265_04798
OG0002236	FGIG_01841, FGIG_05959, FGIG_05960	T265_04794
OG0002237	FGIG_01843, FGIG_01844	T265_09477
OG0002238	FGIG_01931, FGIG_01929, FGIG_09706	T265_00685
OG0002239	FGIG_02021, FGIG_02022, FGIG_11904	T265_11016, T265_16245
OG0002241	FGIG_02071, FGIG_09407	T265_01430
OG0002242	FGIG_03786	T265_09722, T265_14338, T265_14682, T265_08846, T265_08847
OG0002242	FGIG_12095, FGIG_02183	T265_00032
OG0002243	FGIG_02190	T265_00755, T265_16223
OG0002244	FGIG_02421	T265_13718
OG0002245	FGIG_02712	T265_00529
OG0002246	FGIG_02737	T265_13249
OG0002247	FGIG_02926	T265_05389
OG0002248	FGIG_02985	T265_01349
OG0002249	FGIG_03295	T265_02684
OG0002250	FGIG_03355, FGIG_07266, FGIG_07264, FGIG_07265	T265_03642
OG0002251	FGIG_03597	T265_13203
OG0002252	FGIG_03608	T265_07719
OG0002253	FGIG_03758	T265_03058
OG0002254	FGIG_03762	T265_04918
OG0002255	FGIG_03783	T265_13495
OG0002256	FGIG_03842	T265_00072
OG0002257	FGIG_09671, FGIG_09669, FGIG_09670, FGIG_03870	T265_07202
OG0002258	FGIG_03876	T265_09086
OG0002258	FGIG_09563	T265_09079
OG0002259	FGIG_04001	T265_12708
OG0002260	FGIG_04041	T265_13734
OG0002261	FGIG_04091	T265_02353
OG0002263	FGIG_04322	T265_00662, T265_12600
OG0002264	FGIG_04362	T265_13409
OG0002265	FGIG_04389	T265_13935
OG0002266	FGIG_04454	T265_11642
OG0002267	FGIG_04524	T265_10276
OG0002268	FGIG_11754, FGIG_04695	T265_07694
OG0002269	FGIG_04772, FGIG_11249	T265_12133, T265_15794, T265_13923
OG0002270	FGIG_05032	T265_05191
OG0002271	FGIG_05054, FGIG_10761	T265_10628
OG0002272	FGIG_05097	T265_05407, T265_05409
OG0002273	FGIG_11698, FGIG_05145	T265_05777, T265_15024
OG0002274	FGIG_05175	T265_01312
OG0002275	FGIG_05339	T265_10682
OG0002276	FGIG_05367	T265_02217
OG0002277	FGIG_05444, FGIG_06812	T265_04300
OG0002278	FGIG_09994, FGIG_11786, FGIG_05591	T265_11208
OG0002279	FGIG_05662	T265_04983
OG0002280	FGIG_05667, FGIG_09099	T265_15222
OG0002281	FGIG_05678	T265_04079
OG0002282	FGIG_05703	T265_03187
OG0002283	FGIG_11894, FGIG_05806	T265_12455
OG0002284	FGIG_05967	T265_01223
OG0002285	FGIG_05994	T265_13808
OG0002286	FGIG_06042	T265_02503
OG0002287	FGIG_06120	T265_00542
OG0002288	FGIG_06146	T265_03285
OG0002289	FGIG_06166	T265_02605
OG0002290	FGIG_09267, FGIG_06359	T265_14569
OG0002291	FGIG_06403	T265_06153
OG0002292	FGIG_06655	T265_02156
OG0002293	FGIG_06706	T265_00593
OG0002294	FGIG_12343, FGIG_06716	T265_14007
OG0002295	FGIG_06836	T265_12527
OG0002296	FGIG_07857, FGIG_06883	T265_04413, T265_04415
OG0002297	FGIG_06891, FGIG_06890	T265_11479
OG0002298	FGIG_06951	T265_09933, T265_09932, T265_15001
OG0002299	FGIG_07092	T265_03230
OG0002300	FGIG_09925, FGIG_07095	T265_05781
OG0002301	FGIG_07117	T265_04317
OG0002302	FGIG_11232, FGIG_08060, FGIG_08061	T265_01158
OG0002302	FGIG_07118, FGIG_10708	T265_06295
OG0002303	FGIG_07470	T265_07017
OG0002304	FGIG_08042	T265_11843
OG0002306	FGIG_08115	T265_13964
OG0002307	FGIG_08189	T265_08826
OG0002308	FGIG_08211	T265_03838
OG0002309	FGIG_08287	T265_05078
OG0002310	FGIG_08475	T265_00874
OG0002311	FGIG_08577	T265_16283, T265_02474, T265_16279
OG0002312	FGIG_08678	T265_10407
OG0002313	FGIG_08766	T265_03368
OG0002314	FGIG_08910	T265_13148
OG0002315	FGIG_08928	T265_05552
OG0002316	FGIG_09015, FGIG_09014	T265_12852
OG0002318	FGIG_09233	T265_10729
OG0002319	FGIG_09288, FGIG_11697	T265_14042
OG0002320	FGIG_09337	T265_12528
OG0002321	FGIG_11653, FGIG_09436	T265_11407
OG0002322	FGIG_09441, FGIG_09442	T265_10218
OG0002323	FGIG_09510, FGIG_09829	T265_12604
OG0002324	FGIG_09558	T265_14423
OG0002325	FGIG_10351	T265_01610
OG0002325	FGIG_09644	T265_10273
OG0002326	FGIG_09702	T265_14647
OG0002327	FGIG_12278, FGIG_09776, FGIG_09775	T265_01272
OG0002328	FGIG_09778	T265_01590
OG0002329	FGIG_09876	T265_11177
OG0002331	FGIG_09927, FGIG_11900	T265_10476, T265_15160
OG0002332	FGIG_09958	T265_15273
OG0002333	FGIG_10059	T265_06756
OG0002334	FGIG_10145	T265_09684
OG0002335	FGIG_10281	T265_02278
OG0002336	FGIG_12150, FGIG_10289	T265_02152
OG0002337	FGIG_10362	T265_14716, T265_16237
OG0002338	FGIG_10458	T265_11508
OG0002340	FGIG_10716	T265_06228, T265_06230
OG0002341	FGIG_10749	T265_03885
OG0002342	FGIG_10783	T265_00239
OG0002343	FGIG_10808	T265_03463
OG0002344	FGIG_11003	T265_12913
OG0002345	FGIG_11019	T265_04329, T265_10710
OG0002346	FGIG_11123, FGIG_11122	T265_01087
OG0002347	FGIG_11158, FGIG_11159, FGIG_12385, FGIG_12386	T265_11024
OG0002348	FGIG_11206	T265_08714
OG0002349	FGIG_11271, FGIG_11398	T265_13440
OG0002350	FGIG_11286	T265_14858
OG0002351	FGIG_11338	T265_07519
OG0002352	FGIG_11473	T265_15955, T265_07372
OG0002354	FGIG_12409, FGIG_11676	T265_06916
OG0002355	FGIG_11960, FGIG_11712	T265_01787
OG0002370	FGIG_00318, FGIG_00319	T265_00457
OG0002371	FGIG_00332	T265_15300
OG0002372	FGIG_00522	T265_09285, T265_13946
OG0002374	FGIG_00687	T265_14253
OG0002375	FGIG_05220, FGIG_00900	T265_05233, T265_16343
OG0002376	FGIG_00953, FGIG_09565	T265_07446
OG0002377	FGIG_01063, FGIG_01062	T265_13979
OG0002378	FGIG_01137	T265_06234, T265_11236, T265_11235, T265_11237, T265_11238, T265_16021
OG0002379	FGIG_01173	T265_07907, T265_14426
OG0002379	FGIG_05262	T265_05894
OG0002380	FGIG_01224	T265_11928
OG0002381	FGIG_01256	T265_02654, T265_16266
OG0002382	FGIG_01304	T265_07767
OG0002383	FGIG_01455	T265_11452, T265_11454
OG0002384	FGIG_09873, FGIG_01494, FGIG_13997	T265_11362
OG0002385	FGIG_01675	T265_02561
OG0002387	FGIG_01735, FGIG_01737, FGIG_01736	T265_12419, T265_12421
OG0002388	FGIG_01875, FGIG_10835	T265_01616
OG0002389	FGIG_01884	T265_03542
OG0002390	FGIG_01897	T265_15031
OG0002390	FGIG_01896	T265_15032
OG0002390	FGIG_01898	T265_15030
OG0002391	FGIG_02015	T265_10597
OG0002392	FGIG_02057	T265_02648
OG0002393	FGIG_02189, FGIG_04963	T265_00616
OG0002394	FGIG_02326	T265_13140
OG0002395	FGIG_02392, FGIG_12059	T265_13647, T265_13649
OG0002396	FGIG_02713	T265_02873, T265_02874
OG0002397	FGIG_02751	T265_09037
OG0002398	FGIG_02818	T265_03017
OG0002399	FGIG_02929, FGIG_12312	T265_09670, T265_09671
OG0002400	FGIG_02992	T265_00212
OG0002401	FGIG_03016	T265_07408
OG0002402	FGIG_03098	T265_10841
OG0002404	FGIG_03321	T265_09776
OG0002405	FGIG_03332	T265_10856, T265_04546
OG0002406	FGIG_03463	T265_13009
OG0002407	FGIG_03753	T265_00260
OG0002407	FGIG_03485	T265_00264
OG0002408	FGIG_03539	T265_11905
OG0002409	FGIG_03603	T265_01637
OG0002410	FGIG_03611	T265_08723, T265_16313
OG0002411	FGIG_03660	T265_04303
OG0002412	FGIG_03751	T265_14970
OG0002413	FGIG_03978	T265_01806
OG0002414	FGIG_04080	T265_02906
OG0002415	FGIG_04148	T265_03421
OG0002416	FGIG_04169	T265_15016
OG0002417	FGIG_04242	T265_06209
OG0002418	FGIG_04267	T265_00711
OG0002419	FGIG_04405	T265_10336
OG0002420	FGIG_04462	T265_00694
OG0002421	FGIG_04522	T265_02187
OG0002422	FGIG_04530	T265_00765
OG0002423	FGIG_04660, FGIG_04661	T265_02196
OG0002424	FGIG_04664	T265_00303
OG0002425	FGIG_05156	T265_10775
OG0002426	FGIG_05306, FGIG_05305, FGIG_11597, FGIG_05304	T265_05883, T265_16210
OG0002427	FGIG_08659	T265_03972
OG0002427	FGIG_08134	T265_15474
OG0002428	FGIG_05382	T265_13166
OG0002429	FGIG_05450	T265_06453, T265_10284
OG0002430	FGIG_05519	T265_02210, T265_05440, T265_02212
OG0002431	FGIG_05521	T265_01491, T265_03774
OG0002432	FGIG_05602	T265_08924
OG0002434	FGIG_05674	T265_02981
OG0002435	FGIG_05697	T265_14326
OG0002436	FGIG_05730	T265_11614, T265_15156
OG0002437	FGIG_05941	T265_00359
OG0002438	FGIG_05966	T265_06508
OG0002439	FGIG_05976	T265_00836
OG0002440	FGIG_05987	T265_12915
OG0002441	FGIG_06093	T265_05931
OG0002442	FGIG_06418	T265_13576
OG0002443	FGIG_06436	T265_07141
OG0002444	FGIG_06465, FGIG_07625, FGIG_07626	T265_06713, T265_14104
OG0002445	FGIG_06503	T265_05838
OG0002446	FGIG_06541, FGIG_06542	T265_00532
OG0002447	FGIG_06779	T265_08477
OG0002448	FGIG_06814	T265_06603
OG0002449	FGIG_06820	T265_08371
OG0002450	FGIG_06958, FGIG_06957	T265_03931, T265_03930
OG0002451	FGIG_09875, FGIG_06973	T265_09840
OG0002452	FGIG_09266	T265_11081
OG0002452	FGIG_07134	T265_10465
OG0002453	FGIG_07309	T265_00345
OG0002454	FGIG_07341, FGIG_07342	T265_05155
OG0002455	FGIG_07376	T265_12601
OG0002456	FGIG_07457, FGIG_09917	T265_15252
OG0002456	FGIG_07456	T265_11319
OG0002457	FGIG_07547	T265_01249, T265_07438
OG0002458	FGIG_07836	T265_12831
OG0002459	FGIG_07884	T265_01502
OG0002460	FGIG_07978	T265_09316
OG0002461	FGIG_08021	T265_11504
OG0002462	FGIG_08085, FGIG_08086	T265_03327
OG0002463	FGIG_08096	T265_04955
OG0002465	FGIG_08251	T265_11610
OG0002466	FGIG_08323	T265_09526
OG0002468	FGIG_08551	T265_01747
OG0002469	FGIG_08589, FGIG_11582, FGIG_08590	T265_10043
OG0002470	FGIG_08645	T265_13777
OG0002471	FGIG_08707	T265_13340
OG0002472	FGIG_08827	T265_02966
OG0002473	FGIG_08879	T265_06276
OG0002474	FGIG_08909	T265_10153
OG0002475	FGIG_09134	T265_06954
OG0002476	FGIG_09264, FGIG_09265, FGIG_10209	T265_11632, T265_14722
OG0002477	FGIG_09272	T265_15221, T265_15220
OG0002478	FGIG_09278	T265_00370
OG0002479	FGIG_09452	T265_10145
OG0002480	FGIG_09465, FGIG_09464	T265_05583
OG0002481	FGIG_09576	T265_06651
OG0002482	FGIG_09686	T265_08130
OG0002483	FGIG_09695	T265_11161
OG0002484	FGIG_09732	T265_04258
OG0002486	FGIG_09770	T265_01077
OG0002487	FGIG_09784	T265_01323
OG0002488	FGIG_10504, FGIG_09832	T265_02854
OG0002489	FGIG_09868	T265_10400
OG0002490	FGIG_09978	T265_04784
OG0002492	FGIG_10063, FGIG_10064	T265_06763
OG0002493	FGIG_10292	T265_01136
OG0002494	FGIG_10497	T265_13169
OG0002495	FGIG_10719	T265_13492
OG0002497	FGIG_10950	T265_06996
OG0002498	FGIG_11117	T265_08380
OG0002499	FGIG_11169, FGIG_11170	T265_06840
OG0002500	FGIG_11224	T265_13736
OG0002501	FGIG_11287	T265_07964
OG0002502	FGIG_11537	T265_07288
OG0002504	FGIG_12299, FGIG_11806	T265_05690
OG0002505	FGIG_11920	T265_04916
OG0002506	FGIG_12017, FGIG_12551, FGIG_12439	T265_05367
OG0002507	FGIG_12058	T265_06548
OG0002508	FGIG_12197	T265_00657
OG0002509	FGIG_12245, FGIG_12297	T265_11507
OG0002511	FGIG_12393	T265_09184
OG0002512	FGIG_12546, FGIG_12547	T265_01109, T265_01107
OG0002526	FGIG_00089	T265_06218
OG0002527	FGIG_00511, FGIG_00510	T265_06354
OG0002528	FGIG_11944, FGIG_00524	T265_13832
OG0002529	FGIG_00554	T265_00314
OG0002530	FGIG_00602	T265_05441
OG0002531	FGIG_00671	T265_09261, T265_16107
OG0002532	FGIG_00738	T265_06112
OG0002534	FGIG_11683, FGIG_11684, FGIG_01021, FGIG_09514	T265_07669
OG0002534	FGIG_09067	T265_11289
OG0002535	FGIG_01112	T265_04895
OG0002536	FGIG_01191	T265_07878, T265_16109
OG0002537	FGIG_01229, FGIG_01228	T265_11659
OG0002538	FGIG_01242	T265_12591, T265_13956
OG0002539	FGIG_01248	T265_06929
OG0002540	FGIG_01266, FGIG_01267	T265_02959
OG0002541	FGIG_01457	T265_00045
OG0002542	FGIG_10847, FGIG_12416, FGIG_01549	T265_05751
OG0002543	FGIG_01691	T265_02977
OG0002544	FGIG_01781	T265_03611
OG0002545	FGIG_01827, FGIG_01826	T265_13460
OG0002546	FGIG_01847	T265_08445
OG0002547	FGIG_02027	T265_02728
OG0002548	FGIG_02084	T265_10907, T265_04844
OG0002549	FGIG_02182	T265_09253
OG0002551	FGIG_02388	T265_10827
OG0002552	FGIG_02401, FGIG_09802	T265_06270
OG0002553	FGIG_02504	T265_12816
OG0002554	FGIG_02553	T265_11518
OG0002555	FGIG_02669, FGIG_08043, FGIG_09511, FGIG_10706, FGIG_11580, FGIG_09512	T265_12804
OG0002556	FGIG_02738	T265_00868
OG0002557	FGIG_02739	T265_01526
OG0002558	FGIG_02814	T265_11716
OG0002559	FGIG_02898	T265_09716
OG0002560	FGIG_03093, FGIG_03092	T265_10495
OG0002561	FGIG_03183	T265_08002
OG0002562	FGIG_03203	T265_06419
OG0002563	FGIG_03214, FGIG_03215	T265_12573
OG0002564	FGIG_03281, FGIG_12500, FGIG_05562	T265_14413
OG0002565	FGIG_03333, FGIG_07664	T265_10924
OG0002566	FGIG_03342, FGIG_03344, FGIG_03345	T265_01406
OG0002567	FGIG_03349	T265_09820
OG0002568	FGIG_03365	T265_06148
OG0002569	FGIG_03570	T265_09350
OG0002570	FGIG_03617	T265_15976, T265_15295, T265_02970
OG0002571	FGIG_03757	T265_09123
OG0002572	FGIG_03782	T265_00523
OG0002573	FGIG_05707	T265_03551, T265_04783, T265_05402, T265_00589, T265_03673
OG0002573	FGIG_03838, FGIG_03840	T265_05406
OG0002574	FGIG_03886	T265_05451
OG0002575	FGIG_03898	T265_14312
OG0002576	FGIG_04012	T265_05790
OG0002577	FGIG_04166, FGIG_05840, FGIG_12682, FGIG_05379	T265_05294, T265_05295
OG0002578	FGIG_04195	T265_03584
OG0002579	FGIG_04229	T265_02073, T265_12918
OG0002580	FGIG_04294	T265_00177
OG0002581	FGIG_04296	T265_00663
OG0002582	FGIG_04308	T265_04496
OG0002583	FGIG_04409	T265_08898
OG0002584	FGIG_09949, FGIG_04538	T265_13055
OG0002586	FGIG_12272, FGIG_04639	T265_09506, T265_03414
OG0002587	FGIG_04693, FGIG_04694	T265_06030
OG0002588	FGIG_04974	T265_08785
OG0002589	FGIG_05061	T265_04177
OG0002590	FGIG_05128	T265_13106
OG0002591	FGIG_05129	T265_11493
OG0002592	FGIG_05162	T265_14197
OG0002593	FGIG_05298	T265_02360
OG0002594	FGIG_05299	T265_02363
OG0002595	FGIG_05362	T265_02820
OG0002596	FGIG_05460	T265_05825
OG0002597	FGIG_05487	T265_12684
OG0002598	FGIG_05515	T265_11007
OG0002599	FGIG_05728, FGIG_05727	T265_03901
OG0002600	FGIG_05795	T265_10026
OG0002601	FGIG_05849	T265_03324
OG0002602	FGIG_05875	T265_11163
OG0002603	FGIG_05906	T265_01188
OG0002604	FGIG_06006	T265_10922
OG0002605	FGIG_06036	T265_09297
OG0002606	FGIG_06073, FGIG_06072	T265_15010
OG0002607	FGIG_06107	T265_15621
OG0002608	FGIG_06129	T265_03557
OG0002609	FGIG_06136	T265_06812
OG0002610	FGIG_11000, FGIG_06189	T265_04076, T265_15961
OG0002611	FGIG_06324	T265_10160
OG0002612	FGIG_06340	T265_14890
OG0002613	FGIG_06345	T265_08303, T265_07594
OG0002614	FGIG_06354	T265_15097, T265_16170
OG0002615	FGIG_06373	T265_03587
OG0002616	FGIG_06415	T265_04004
OG0002617	FGIG_06419	T265_04692
OG0002618	FGIG_06466	T265_06714, T265_16357
OG0002619	FGIG_06472, FGIG_06474	T265_10984
OG0002620	FGIG_06511	T265_08636
OG0002621	FGIG_09641, FGIG_06677	T265_09809
OG0002622	FGIG_06700	T265_11458
OG0002623	FGIG_06729, FGIG_06728	T265_04416
OG0002624	FGIG_06964	T265_07686
OG0002625	FGIG_06967	T265_06474
OG0002626	FGIG_06976	T265_08212
OG0002627	FGIG_07084	T265_03218
OG0002628	FGIG_07147	T265_13827
OG0002629	FGIG_07170	T265_13471
OG0002630	FGIG_07216	T265_01008, T265_07743
OG0002631	FGIG_07225	T265_05687
OG0002632	FGIG_07361, FGIG_12484, FGIG_12485	T265_06015
OG0002633	FGIG_07397	T265_04018
OG0002634	FGIG_07468	T265_05042
OG0002635	FGIG_07528	T265_06947
OG0002636	FGIG_07640	T265_12437
OG0002637	FGIG_12349, FGIG_07657, FGIG_07658	T265_14280, T265_14279
OG0002638	FGIG_07669	T265_01339
OG0002639	FGIG_07695	T265_06794
OG0002640	FGIG_12195, FGIG_07993	T265_08171
OG0002641	FGIG_08071, FGIG_08808	T265_11303
OG0002642	FGIG_08263	T265_06912
OG0002643	FGIG_08292	T265_10968
OG0002644	FGIG_08363	T265_14640
OG0002645	FGIG_08488	T265_00224
OG0002646	FGIG_09593, FGIG_08514	T265_05691
OG0002647	FGIG_08632	T265_03821
OG0002648	FGIG_08657	T265_04212
OG0002649	FGIG_08764, FGIG_10032	T265_05362
OG0002650	FGIG_08774	T265_14961
OG0002651	FGIG_08809	T265_13532, T265_13531
OG0002652	FGIG_08823, FGIG_08825, FGIG_08824	T265_03490, T265_03489
OG0002653	FGIG_08840	T265_05349
OG0002654	FGIG_08874	T265_15265
OG0002655	FGIG_08904, FGIG_08905	T265_07489
OG0002656	FGIG_09068	T265_13304
OG0002657	FGIG_09186	T265_13545
OG0002658	FGIG_10965, FGIG_09229	T265_00747, T265_12627
OG0002660	FGIG_09287	T265_00945
OG0002661	FGIG_09299	T265_13706
OG0002662	FGIG_09329, FGIG_09330	T265_14428
OG0002663	FGIG_09358	T265_10211
OG0002664	FGIG_09406	T265_11068, T265_16106
OG0002665	FGIG_09444	T265_06844, T265_16075
OG0002666	FGIG_09447	T265_10120
OG0002667	FGIG_09692	T265_03243
OG0002668	FGIG_09716	T265_01423
OG0002669	FGIG_09863	T265_13389
OG0002670	FGIG_09923	T265_02796
OG0002671	FGIG_10002	T265_04847
OG0002672	FGIG_10016, FGIG_12308, FGIG_10692	T265_00778
OG0002673	FGIG_10035	T265_14755
OG0002674	FGIG_10188	T265_02974, T265_09573
OG0002675	FGIG_10506	T265_01135
OG0002676	FGIG_10620	T265_08124
OG0002677	FGIG_10626	T265_11806
OG0002678	FGIG_10664	T265_14495, T265_08174
OG0002679	FGIG_10815	T265_14188
OG0002680	FGIG_10900	T265_01156
OG0002681	FGIG_10906	T265_11893, T265_11894
OG0002682	FGIG_10998, FGIG_12522	T265_10217
OG0002683	FGIG_11199	T265_13830
OG0002684	FGIG_11240	T265_05163
OG0002685	FGIG_11288	T265_09546
OG0002686	FGIG_11995, FGIG_11420	T265_13273
OG0002687	FGIG_11463, FGIG_12541	T265_04020, T265_04336
OG0002688	FGIG_12381, FGIG_11687	T265_11653
OG0002689	FGIG_11852	T265_04523
OG0002690	FGIG_11864	T265_09672
OG0002691	FGIG_11898	T265_15871
OG0002692	FGIG_12208	T265_11446
OG0002693	FGIG_12226	T265_02440
OG0002694	FGIG_12281	T265_04234, T265_07936
OG0002696	FGIG_12504	T265_08323
OG0002709	FGIG_00131	T265_09385
OG0002710	FGIG_00253	T265_02910, T265_02911
OG0002711	FGIG_00270	T265_11288
OG0002713	FGIG_00291	T265_05798
OG0002714	FGIG_00297, FGIG_01555, FGIG_01554	T265_09095
OG0002715	FGIG_07985, FGIG_00418	T265_02021
OG0002716	FGIG_00604, FGIG_00420	T265_07182
OG0002717	FGIG_00464	T265_01862, T265_16344
OG0002718	FGIG_00471	T265_08451, T265_10568
OG0002719	FGIG_09095	T265_08405
OG0002719	FGIG_00486	T265_06423
OG0002720	FGIG_00722	T265_09225, T265_09226
OG0002720	FGIG_00721	T265_15015
OG0002721	FGIG_00850	T265_11661
OG0002722	FGIG_11485, FGIG_00965, FGIG_00966	T265_08585
OG0002724	FGIG_00998, FGIG_00999, FGIG_04014	T265_12997
OG0002725	FGIG_01120	T265_08421
OG0002726	FGIG_01159	T265_08999
OG0002727	FGIG_01253	T265_00821
OG0002728	FGIG_01273	T265_06495
OG0002729	FGIG_01275	T265_13191, T265_07546, T265_07956, T265_14318
OG0002730	FGIG_11239, FGIG_01464, FGIG_01465	T265_02419, T265_16240
OG0002731	FGIG_01545	T265_01959, T265_13402
OG0002732	FGIG_01644	T265_14352
OG0002733	FGIG_01763	T265_13194, T265_16356
OG0002734	FGIG_01878	T265_13416
OG0002735	FGIG_01907	T265_10699
OG0002736	FGIG_02056	T265_03760
OG0002737	FGIG_02094, FGIG_02093	T265_05897
OG0002738	FGIG_11587	T265_03554, T265_03555, T265_05707, T265_10277, T265_12164, T265_12402
OG0002738	FGIG_02169	T265_05828
OG0002739	FGIG_02207	T265_09407
OG0002740	FGIG_02372	T265_02573
OG0002741	FGIG_02378	T265_10545, T265_11017
OG0002742	FGIG_02450	T265_12515
OG0002743	FGIG_02463	T265_15636
OG0002744	FGIG_02489	T265_06158
OG0002745	FGIG_12179, FGIG_08718, FGIG_02569	T265_05355
OG0002747	FGIG_02850	T265_11759
OG0002748	FGIG_02853	T265_13947, T265_06098
OG0002749	FGIG_03004	T265_06761
OG0002750	FGIG_03144, FGIG_03145	T265_13284, T265_16195
OG0002751	FGIG_03221	T265_00573
OG0002752	FGIG_03278	T265_00423, T265_16111
OG0002755	FGIG_03316	T265_09929
OG0002756	FGIG_03391, FGIG_03390	T265_00650
OG0002757	FGIG_03406	T265_00762
OG0002758	FGIG_03449	T265_00955
OG0002759	FGIG_03520	T265_03239
OG0002760	FGIG_03627, FGIG_10459, FGIG_10973	T265_11036, T265_11034, T265_11035
OG0002761	FGIG_03649	T265_03044
OG0002762	FGIG_03853	T265_13549
OG0002763	FGIG_03991	T265_13464
OG0002764	FGIG_04124	T265_08194, T265_02184, T265_02185
OG0002765	FGIG_04140	T265_05839
OG0002766	FGIG_04171	T265_00330
OG0002767	FGIG_04178	T265_06760
OG0002768	FGIG_04236	T265_10258, T265_16169
OG0002769	FGIG_04369	T265_01046
OG0002771	FGIG_04434	T265_08021, T265_08022
OG0002774	FGIG_04542	T265_05258
OG0002776	FGIG_04643, FGIG_05682	T265_11356
OG0002777	FGIG_04687	T265_05823
OG0002778	FGIG_04729	T265_09444
OG0002779	FGIG_06722, FGIG_04831	T265_14542
OG0002781	FGIG_05105	T265_07481
OG0002782	FGIG_05161, FGIG_05159	T265_12327, T265_10961, T265_01932
OG0002783	FGIG_05182	T265_00286
OG0002784	FGIG_05187, FGIG_05186	T265_01050
OG0002785	FGIG_06181, FGIG_05209	T265_13376
OG0002786	FGIG_05260	T265_13497
OG0002787	FGIG_12685, FGIG_05286, FGIG_05287	T265_03074
OG0002788	FGIG_10358, FGIG_05423	T265_01005
OG0002789	FGIG_05445	T265_08482
OG0002790	FGIG_05483	T265_02675
OG0002791	FGIG_05501	T265_06735
OG0002792	FGIG_05618	T265_06771
OG0002793	FGIG_05704	T265_04394
OG0002794	FGIG_05717, FGIG_05716	T265_15249, T265_15899
OG0002795	FGIG_05889	T265_07477
OG0002796	FGIG_05981	T265_13167
OG0002797	FGIG_05992	T265_04341
OG0002798	FGIG_06061, FGIG_06060	T265_13131
OG0002799	FGIG_06088, FGIG_06085, FGIG_06087, FGIG_10414, FGIG_06084, FGIG_06086	T265_07700, T265_14359, T265_14358
OG0002800	FGIG_06159	T265_14735
OG0002802	FGIG_06293	T265_07569
OG0002803	FGIG_11788, FGIG_06358	T265_03781
OG0002804	FGIG_06361, FGIG_06360, FGIG_11543, FGIG_11542	T265_13660
OG0002805	FGIG_06457, FGIG_06456	T265_12771
OG0002806	FGIG_06469, FGIG_06468	T265_15954, T265_07440, T265_16235
OG0002807	FGIG_06513	T265_06189
OG0002808	FGIG_06605, FGIG_06607, FGIG_06606	T265_04515
OG0002809	FGIG_06637, FGIG_08992	T265_12974
OG0002810	FGIG_06738	T265_06252
OG0002811	FGIG_06770	T265_10010
OG0002812	FGIG_06797	T265_04204, T265_13449
OG0002814	FGIG_07068, FGIG_07069	T265_05382
OG0002815	FGIG_07178	T265_10978
OG0002816	FGIG_07270	T265_08032
OG0002817	FGIG_07355	T265_04006
OG0002818	FGIG_07442	T265_08927, T265_01280
OG0002819	FGIG_07453, FGIG_07452	T265_09770
OG0002820	FGIG_07472, FGIG_07471	T265_02159
OG0002821	FGIG_07530, FGIG_11429, FGIG_09280, FGIG_11525	T265_03347
OG0002822	FGIG_07663	T265_07965
OG0002823	FGIG_07715	T265_05525
OG0002824	FGIG_07734	T265_10376
OG0002825	FGIG_07794	T265_07639
OG0002826	FGIG_07964	T265_11221, T265_15380
OG0002827	FGIG_08025, FGIG_08024	T265_03736
OG0002828	FGIG_08104, FGIG_12689	T265_09896
OG0002829	FGIG_09197, FGIG_08438	T265_06804
OG0002830	FGIG_10726, FGIG_11056, FGIG_11055, FGIG_08511	T265_15416
OG0002831	FGIG_08556	T265_06375
OG0002832	FGIG_08571	T265_03399
OG0002834	FGIG_08596	T265_11271
OG0002835	FGIG_08621, FGIG_08622	T265_04910
OG0002836	FGIG_08624	T265_03775
OG0002837	FGIG_08626	T265_03657
OG0002838	FGIG_08655	T265_11730
OG0002839	FGIG_08663, FGIG_08664	T265_00320
OG0002840	FGIG_08800	T265_13355
OG0002841	FGIG_08875	T265_10889
OG0002842	FGIG_08981	T265_12366, T265_08849, T265_15989
OG0002844	FGIG_09190	T265_14223, T265_05563
OG0002845	FGIG_09422	T265_13463
OG0002846	FGIG_09486	T265_16173, T265_06179
OG0002847	FGIG_09676	T265_00612
OG0002848	FGIG_09722	T265_14189
OG0002848	FGIG_11866, FGIG_11390	T265_08788
OG0002849	FGIG_09733	T265_06370
OG0002851	FGIG_09821	T265_08012
OG0002851	FGIG_09820	T265_14456, T265_08013
OG0002852	FGIG_09930	T265_10322
OG0002853	FGIG_09963	T265_09115
OG0002854	FGIG_10000, FGIG_11499	T265_02955, T265_13136
