Orthogroup	fasciola_gigantica	schistosoma_guineensis
OG0001072	FGIG_01150	SGUI1_42250.2, SGUI1_42250.3, SGUI1_42250.1, SGUI1_42250.4, SGUI1_42250.5
OG0001073	FGIG_01202, FGIG_01203	SGUI1_16430.1
OG0001074	FGIG_01210	SGUI1_27250.1
OG0001075	FGIG_01512	SGUI1_62320.1
OG0001076	FGIG_01548	SGUI1_46350.1, SGUI1_46350.2, SGUI1_46350.3, SGUI1_46350.4
OG0001077	FGIG_01785, FGIG_06860	SGUI1_50230.1
OG0001078	FGIG_01797, FGIG_12525	SGUI1_61700.1
OG0001079	FGIG_04699	SGUI1_75780.1
OG0001080	FGIG_02556	SGUI1_74120.2, SGUI1_74120.1, SGUI1_74120.3, SGUI1_74120.4
OG0001081	FGIG_03048	SGUI1_33730.1, SGUI1_33730.2
OG0001082	FGIG_03102	SGUI1_48700.1, SGUI1_48700.3, SGUI1_48700.2, SGUI1_48700.4
OG0001083	FGIG_03601	SGUI1_94740.4, SGUI1_94740.3, SGUI1_94740.1, SGUI1_94740.2
OG0001084	FGIG_03671	SGUI1_20020.1
OG0001086	FGIG_03975, FGIG_03974	SGUI1_72080.1
OG0001087	FGIG_06664	SGUI1_51440.1
OG0001087	FGIG_04176	SGUI1_36250.1
OG0001088	FGIG_04337	SGUI1_24320.1, SGUI1_24320.3, SGUI1_24320.5, SGUI1_24320.2, SGUI1_24320.4
OG0001089	FGIG_04339	SGUI1_65540.1
OG0001090	FGIG_04584	SGUI1_96390.1, SGUI1_96390.2, SGUI1_96390.3, SGUI1_96390.4
OG0001091	FGIG_04846	SGUI1_48590.1, SGUI1_48590.2
OG0001092	FGIG_05033	SGUI1_70070.1, SGUI1_70070.4, SGUI1_70070.2, SGUI1_70070.3
OG0001093	FGIG_05118, FGIG_08573	SGUI1_81940.2, SGUI1_81940.3, SGUI1_81940.1, SGUI1_81940.5, SGUI1_81940.4
OG0001094	FGIG_10015, FGIG_05520	SGUI1_36550.1
OG0001095	FGIG_05851	SGUI1_51080.1, SGUI1_51080.2, SGUI1_51080.3, SGUI1_51080.4
OG0001096	FGIG_06037	SGUI1_19060.2, SGUI1_19060.4, SGUI1_19060.3, SGUI1_19060.7, SGUI1_19060.1, SGUI1_19060.8, SGUI1_19060.5, SGUI1_19060.6
OG0001097	FGIG_11329, FGIG_06852, FGIG_06111	SGUI1_69680.1
OG0001098	FGIG_06590	SGUI1_31710.6, SGUI1_31710.1, SGUI1_31710.2, SGUI1_31710.4, SGUI1_31710.5, SGUI1_31710.7, SGUI1_31710.3
OG0001099	FGIG_09675	SGUI1_92720.1
OG0001099	FGIG_06592, FGIG_11369	SGUI1_92710.1, SGUI1_92710.2
OG0001100	FGIG_10246, FGIG_06668	SGUI1_68380.1, SGUI1_68380.2, SGUI1_68380.3
OG0001101	FGIG_06746, FGIG_09913	SGUI1_45800.1
OG0001102	FGIG_06752	SGUI1_62880.3, SGUI1_62880.1, SGUI1_62880.2, SGUI1_62880.4, SGUI1_62880.5
OG0001103	FGIG_06925	SGUI1_94610.1, SGUI1_94610.2, SGUI1_94610.3, SGUI1_94610.4
OG0001104	FGIG_07204, FGIG_07205	SGUI1_62850.6, SGUI1_62850.7, SGUI1_62850.2, SGUI1_62850.3, SGUI1_62850.4, SGUI1_62850.1, SGUI1_62850.5
OG0001105	FGIG_07324	SGUI1_31800.1
OG0001106	FGIG_07485	SGUI1_68850.2, SGUI1_68850.1, SGUI1_68850.3, SGUI1_68850.4, SGUI1_68850.5, SGUI1_68850.6, SGUI1_68850.7
OG0001107	FGIG_07647	SGUI1_51580.1
OG0001108	FGIG_08427	SGUI1_28280.1
OG0001109	FGIG_08484, FGIG_08485	SGUI1_33820.1, SGUI1_33790.1, SGUI1_33800.1, SGUI1_33800.9, SGUI1_33800.11, SGUI1_33800.5, SGUI1_33800.10, SGUI1_33800.4, SGUI1_33800.6, SGUI1_33800.7, SGUI1_33800.3, SGUI1_33800.8, SGUI1_33800.2
OG0001110	FGIG_09011	SGUI1_3910.1
OG0001111	FGIG_09579, FGIG_09578	SGUI1_49050.1, SGUI1_49050.4, SGUI1_49050.3, SGUI1_49050.7, SGUI1_49050.9, SGUI1_49050.2, SGUI1_49050.5, SGUI1_49050.6, SGUI1_49050.8, SGUI1_49050.10
OG0001112	FGIG_09596	SGUI1_95850.2, SGUI1_95850.1, SGUI1_95830.1, SGUI1_95840.1
OG0001113	FGIG_09744	SGUI1_7290.1, SGUI1_7290.2
OG0001114	FGIG_09856	SGUI1_6310.6, SGUI1_6310.3, SGUI1_6310.2, SGUI1_6310.4, SGUI1_6310.5, SGUI1_6310.1
OG0001115	FGIG_10139	SGUI1_94700.4, SGUI1_94700.5, SGUI1_94700.1, SGUI1_94700.3, SGUI1_94700.2
OG0001116	FGIG_11923, FGIG_10461	SGUI1_81450.1
OG0001117	FGIG_10571	SGUI1_14920.1, SGUI1_14920.2
OG0001118	FGIG_11081	SGUI1_71710.1, SGUI1_71700.1
OG0001119	FGIG_11555	SGUI1_65520.3, SGUI1_65520.1, SGUI1_65520.2
OG0001120	FGIG_11558	SGUI1_31380.1
OG0001121	FGIG_11654	SGUI1_56980.1
OG0001122	FGIG_12006	SGUI1_79880.1, SGUI1_79880.2, SGUI1_79880.3
OG0001123	FGIG_12321	SGUI1_90880.1, SGUI1_90880.2
OG0001124	FGIG_12395	SGUI1_37790.3, SGUI1_37790.4, SGUI1_37790.1, SGUI1_37790.2
OG0001125	FGIG_12588	SGUI1_13150.1, SGUI1_13190.1
OG0001129	FGIG_00014, FGIG_00015	SGUI1_37470.1
OG0001130	FGIG_00274	SGUI1_11090.1, SGUI1_11090.2
OG0001131	FGIG_01558, FGIG_00298, FGIG_09149	SGUI1_74290.1, SGUI1_74280.1
OG0001132	FGIG_00496, FGIG_00497	SGUI1_83650.1
OG0001133	FGIG_02833, FGIG_00526	SGUI1_15620.1
OG0001134	FGIG_12437, FGIG_00591	SGUI1_65710.1, SGUI1_65710.2, SGUI1_65710.3, SGUI1_65710.4
OG0001135	FGIG_02017, FGIG_00617, FGIG_07747, FGIG_02078	SGUI1_34260.1
OG0001136	FGIG_00645, FGIG_03058, FGIG_03059	SGUI1_96770.1, SGUI1_23330.1
OG0001137	FGIG_00823, FGIG_00821	SGUI1_53700.1, SGUI1_53700.2, SGUI1_53700.4, SGUI1_53700.3, SGUI1_53700.5
OG0001138	FGIG_01503	SGUI1_20180.2, SGUI1_20180.3, SGUI1_20180.4, SGUI1_20180.6, SGUI1_20180.1, SGUI1_20180.5
OG0001139	FGIG_01506	SGUI1_37200.2, SGUI1_37200.3, SGUI1_37200.5, SGUI1_37200.4, SGUI1_37200.1
OG0001140	FGIG_01543	SGUI1_46280.1, SGUI1_46280.2
OG0001141	FGIG_01893, FGIG_01892	SGUI1_80290.1, SGUI1_80300.1, SGUI1_80280.1
OG0001142	FGIG_02001, FGIG_02003	SGUI1_12150.1, SGUI1_12150.2
OG0001143	FGIG_02060	SGUI1_63210.1
OG0001144	FGIG_02616, FGIG_03492	SGUI1_36030.2, SGUI1_36030.4, SGUI1_36030.5, SGUI1_36030.6, SGUI1_36030.7, SGUI1_36030.3, SGUI1_36030.1
OG0001145	FGIG_02867	SGUI1_65890.7, SGUI1_65890.2, SGUI1_65890.3, SGUI1_65890.1, SGUI1_65890.4, SGUI1_65890.5, SGUI1_65890.6
OG0001146	FGIG_03198	SGUI1_4250.1
OG0001147	FGIG_04109, FGIG_03472	SGUI1_7190.1
OG0001148	FGIG_03714	SGUI1_70950.2, SGUI1_70950.1, SGUI1_70950.8, SGUI1_70950.4, SGUI1_70950.6, SGUI1_70950.7, SGUI1_70950.5, SGUI1_70950.3
OG0001149	FGIG_03749	SGUI1_78650.1
OG0001150	FGIG_03772	SGUI1_52170.1, SGUI1_52170.2
OG0001151	FGIG_04134, FGIG_04135	SGUI1_90180.3, SGUI1_90180.4, SGUI1_90180.2, SGUI1_90180.1
OG0001152	FGIG_04580, FGIG_07119	SGUI1_11930.1
OG0001153	FGIG_04681	SGUI1_69480.2, SGUI1_69480.1
OG0001154	FGIG_04952	SGUI1_43950.1
OG0001155	FGIG_05185, FGIG_05184	SGUI1_48460.4, SGUI1_48460.6, SGUI1_48460.1, SGUI1_48460.2, SGUI1_48460.3, SGUI1_48460.5, SGUI1_48460.7, SGUI1_48460.8
OG0001156	FGIG_05213	SGUI1_97080.1, SGUI1_97080.2, SGUI1_97080.3, SGUI1_97100.1, SGUI1_97090.1, SGUI1_7130.1
OG0001157	FGIG_05241	SGUI1_63240.1
OG0001158	FGIG_05413	SGUI1_42390.5, SGUI1_42390.2, SGUI1_42390.3, SGUI1_42390.1, SGUI1_42390.4
OG0001159	FGIG_05437	SGUI1_92530.1, SGUI1_92530.3, SGUI1_92530.5, SGUI1_92530.6, SGUI1_92530.7, SGUI1_92530.2, SGUI1_92530.4
OG0001160	FGIG_05512	SGUI1_19460.1, SGUI1_19460.4, SGUI1_19460.2, SGUI1_19460.3
OG0001161	FGIG_05665, FGIG_05664	SGUI1_68840.1, SGUI1_66030.1
OG0001162	FGIG_05816	SGUI1_35590.1
OG0001163	FGIG_06050, FGIG_06049	SGUI1_77630.1
OG0001164	FGIG_06154	SGUI1_82300.1
OG0001165	FGIG_06975	SGUI1_58060.1
OG0001166	FGIG_07145	SGUI1_10170.2, SGUI1_10170.3, SGUI1_10170.4, SGUI1_10170.1, SGUI1_10170.5
OG0001167	FGIG_07296	SGUI1_35580.1
OG0001168	FGIG_07458, FGIG_07459	SGUI1_11740.5, SGUI1_11740.1, SGUI1_11740.2, SGUI1_11740.3, SGUI1_11740.4
OG0001169	FGIG_07667	SGUI1_50260.1, SGUI1_50260.2, SGUI1_50260.3, SGUI1_50260.6, SGUI1_50260.5, SGUI1_50260.4
OG0001170	FGIG_07739	SGUI1_10500.1, SGUI1_10490.1
OG0001171	FGIG_07821	SGUI1_15200.1
OG0001172	FGIG_08034	SGUI1_60930.3, SGUI1_60930.4, SGUI1_60930.2, SGUI1_60930.1
OG0001173	FGIG_08233	SGUI1_1750.2, SGUI1_1750.1
OG0001174	FGIG_08325	SGUI1_9050.1
OG0001175	FGIG_08343	SGUI1_52250.1, SGUI1_52250.2, SGUI1_52250.4, SGUI1_52250.3
OG0001176	FGIG_08377	SGUI1_73720.1
OG0001177	FGIG_08477	SGUI1_24540.1, SGUI1_24540.2, SGUI1_24540.3
OG0001178	FGIG_08746	SGUI1_2620.1, SGUI1_2610.1
OG0001179	FGIG_08962	SGUI1_93620.1, SGUI1_93620.2, SGUI1_93620.3, SGUI1_93620.6, SGUI1_93620.5, SGUI1_93620.4
OG0001180	FGIG_09159, FGIG_11284	SGUI1_8710.5, SGUI1_8710.2, SGUI1_8710.3, SGUI1_8710.1, SGUI1_8710.4
OG0001181	FGIG_09440	SGUI1_58100.1
OG0001182	FGIG_09577, FGIG_12267	SGUI1_35850.1
OG0001183	FGIG_09838	SGUI1_10200.1, SGUI1_10200.2, SGUI1_10200.6, SGUI1_10200.3, SGUI1_10200.5, SGUI1_10200.4
OG0001184	FGIG_09947	SGUI1_3530.1, SGUI1_3530.2, SGUI1_3530.3
OG0001185	FGIG_10786	SGUI1_9880.1
OG0001186	FGIG_10879	SGUI1_4670.1, SGUI1_4670.10, SGUI1_4670.3, SGUI1_4670.5, SGUI1_4670.6, SGUI1_4670.7, SGUI1_4670.8, SGUI1_4670.9, SGUI1_4670.2, SGUI1_4670.4
OG0001187	FGIG_11096	SGUI1_31090.1
OG0001188	FGIG_11471	SGUI1_7400.1
OG0001189	FGIG_12652, FGIG_11638	SGUI1_14100.1, SGUI1_14100.5, SGUI1_14100.3, SGUI1_14100.4, SGUI1_14100.7, SGUI1_14100.2, SGUI1_14100.6
OG0001190	FGIG_11792	SGUI1_36060.1, SGUI1_36060.2
OG0001191	FGIG_11901	SGUI1_6630.1
OG0001192	FGIG_12164, FGIG_12599	SGUI1_42760.2, SGUI1_42760.3, SGUI1_42760.1
OG0001193	FGIG_12177	SGUI1_83160.1
OG0001194	FGIG_12597	SGUI1_6140.1
OG0001202	FGIG_00092, FGIG_00091, FGIG_00090	SGUI1_12770.1, SGUI1_12740.1
OG0001203	FGIG_00255	SGUI1_1340.1
OG0001203	FGIG_01145	SGUI1_82410.1
OG0001204	FGIG_00416	SGUI1_66970.2, SGUI1_66970.3, SGUI1_66970.4, SGUI1_66970.1
OG0001205	FGIG_00431, FGIG_00433	SGUI1_36270.1
OG0001206	FGIG_00521	SGUI1_96170.1, SGUI1_16260.1, SGUI1_19980.1, SGUI1_78670.1
OG0001207	FGIG_00624	SGUI1_14710.1, SGUI1_14710.3, SGUI1_14710.2, SGUI1_14710.4, SGUI1_14710.5
OG0001208	FGIG_00768, FGIG_10999, FGIG_08146	SGUI1_37960.1
OG0001209	FGIG_00773	SGUI1_48780.1
OG0001210	FGIG_00783	SGUI1_93460.1
OG0001211	FGIG_00866	SGUI1_17140.1
OG0001212	FGIG_00887, FGIG_00886	SGUI1_24200.1, SGUI1_24200.2, SGUI1_24200.3
OG0001213	FGIG_00940	SGUI1_6460.2, SGUI1_6460.4, SGUI1_6460.1, SGUI1_6460.3
OG0001214	FGIG_00963	SGUI1_28140.1, SGUI1_28140.2, SGUI1_28140.3
OG0001215	FGIG_00989	SGUI1_64230.1
OG0001216	FGIG_01139	SGUI1_26480.1
OG0001217	FGIG_01201, FGIG_09525	SGUI1_73320.2, SGUI1_73320.1, SGUI1_73320.3, SGUI1_73320.7, SGUI1_73320.6, SGUI1_73320.4, SGUI1_73320.5
OG0001218	FGIG_01297	SGUI1_11610.1, SGUI1_11610.2
OG0001219	FGIG_01301	SGUI1_1180.1, SGUI1_1180.3, SGUI1_1180.2, SGUI1_1180.4
OG0001220	FGIG_01568	SGUI1_95190.1
OG0001221	FGIG_01627	SGUI1_62910.4, SGUI1_62910.2, SGUI1_62910.1, SGUI1_62910.3
OG0001222	FGIG_01806	SGUI1_92280.1, SGUI1_92280.3, SGUI1_92280.2, SGUI1_92280.4
OG0001223	FGIG_12507, FGIG_01808	SGUI1_32500.3, SGUI1_32500.1, SGUI1_32500.2
OG0001224	FGIG_11675, FGIG_01980, FGIG_11674	SGUI1_82670.4, SGUI1_82670.6, SGUI1_82670.1, SGUI1_82670.2, SGUI1_82670.5, SGUI1_82670.3
OG0001225	FGIG_11699, FGIG_02205	SGUI1_59200.1
OG0001226	FGIG_02402, FGIG_02403	SGUI1_46050.2, SGUI1_46050.4, SGUI1_46050.5, SGUI1_46050.3, SGUI1_46050.1
OG0001227	FGIG_02427, FGIG_10207	SGUI1_62340.1
OG0001228	FGIG_04742, FGIG_05551, FGIG_02693, FGIG_12115, FGIG_02692	SGUI1_44950.1, SGUI1_44950.2
OG0001229	FGIG_02875	SGUI1_30290.1
OG0001230	FGIG_02882	SGUI1_16490.6, SGUI1_16490.3, SGUI1_16490.1, SGUI1_16490.2, SGUI1_16490.4, SGUI1_16490.5
OG0001231	FGIG_02962	SGUI1_39440.2, SGUI1_39440.5, SGUI1_39440.1, SGUI1_39440.3, SGUI1_39440.4
OG0001232	FGIG_03290, FGIG_10388	SGUI1_82340.1, SGUI1_82330.1
OG0001233	FGIG_03583	SGUI1_5550.1, SGUI1_5550.2
OG0001234	FGIG_03890	SGUI1_44170.1
OG0001235	FGIG_05015, FGIG_04167	SGUI1_28530.1, SGUI1_28520.1
OG0001236	FGIG_04255, FGIG_04254	SGUI1_63890.1
OG0001237	FGIG_04341	SGUI1_26440.1, SGUI1_26400.1
OG0001238	FGIG_04821, FGIG_10088	SGUI1_84240.1
OG0001239	FGIG_04854	SGUI1_11630.1
OG0001240	FGIG_05002	SGUI1_54270.3, SGUI1_54270.1, SGUI1_54270.2, SGUI1_54270.4
OG0001241	FGIG_05887	SGUI1_60090.1
OG0001241	FGIG_05099	SGUI1_74870.1
OG0001242	FGIG_05100, FGIG_11527, FGIG_06927, FGIG_10131, FGIG_10130	SGUI1_56590.1, SGUI1_56590.2, SGUI1_56590.3
OG0001243	FGIG_08567, FGIG_05341	SGUI1_6450.7, SGUI1_6450.3, SGUI1_6450.2, SGUI1_6450.5, SGUI1_6450.1, SGUI1_6450.4, SGUI1_6450.6, SGUI1_6450.8
OG0001244	FGIG_05347	SGUI1_90030.1
OG0001245	FGIG_05932	SGUI1_11250.1
OG0001246	FGIG_06383	SGUI1_32890.1
OG0001247	FGIG_06416	SGUI1_37140.6, SGUI1_37140.10, SGUI1_37140.8, SGUI1_37140.1, SGUI1_37140.2, SGUI1_37140.9, SGUI1_37140.5, SGUI1_37140.4, SGUI1_37140.7, SGUI1_37140.3
OG0001248	FGIG_06917	SGUI1_3360.1, SGUI1_96950.1, SGUI1_5290.1
OG0001249	FGIG_06968	SGUI1_35960.2, SGUI1_35960.1, SGUI1_35960.3
OG0001250	FGIG_06989	SGUI1_2050.1, SGUI1_2050.2, SGUI1_2050.3, SGUI1_2060.1
OG0001251	FGIG_07285	SGUI1_77820.1, SGUI1_77820.2
OG0001252	FGIG_07384	SGUI1_52050.1
OG0001253	FGIG_07753, FGIG_07752	SGUI1_55090.1, SGUI1_55090.2, SGUI1_55090.3
OG0001254	FGIG_12494, FGIG_07899, FGIG_07901	SGUI1_32560.3, SGUI1_32560.1, SGUI1_32560.4, SGUI1_32560.2, SGUI1_32570.1, SGUI1_32570.2
OG0001255	FGIG_07955	SGUI1_28620.1
OG0001256	FGIG_10216, FGIG_08072, FGIG_08073	SGUI1_48360.1
OG0001257	FGIG_10494, FGIG_08198	SGUI1_26690.2, SGUI1_26690.1, SGUI1_26690.3
OG0001258	FGIG_08259	SGUI1_77170.1
OG0001259	FGIG_08281	SGUI1_59960.1
OG0001260	FGIG_08501, FGIG_08502	SGUI1_1440.1, SGUI1_1440.2, SGUI1_1440.3, SGUI1_1440.4
OG0001261	FGIG_08782	SGUI1_45470.1
OG0001262	FGIG_08945	SGUI1_83210.1
OG0001263	FGIG_09513	SGUI1_90160.1, SGUI1_90160.2, SGUI1_90170.1
OG0001264	FGIG_09786	SGUI1_54090.1
OG0001265	FGIG_09796	SGUI1_61350.1, SGUI1_61350.2, SGUI1_61350.3, SGUI1_61350.4, SGUI1_61350.5, SGUI1_61350.6, SGUI1_61350.7, SGUI1_61350.9, SGUI1_61350.10, SGUI1_61350.8
OG0001266	FGIG_09988	SGUI1_70840.1
OG0001267	FGIG_10603	SGUI1_53370.1
OG0001268	FGIG_11001, FGIG_10608	SGUI1_7410.1, SGUI1_7410.2, SGUI1_7410.3
OG0001269	FGIG_10908	SGUI1_23370.1
OG0001270	FGIG_10957	SGUI1_89280.1, SGUI1_89280.2, SGUI1_89280.3, SGUI1_89280.4, SGUI1_89280.5, SGUI1_89280.6
OG0001271	FGIG_11008, FGIG_12544	SGUI1_65440.1, SGUI1_65440.2, SGUI1_65440.3, SGUI1_65440.4, SGUI1_65440.5, SGUI1_65440.6, SGUI1_65440.7
OG0001272	FGIG_11520, FGIG_12609, FGIG_11091	SGUI1_80730.7, SGUI1_80730.1, SGUI1_80730.2, SGUI1_80730.4, SGUI1_80730.5, SGUI1_80730.3, SGUI1_80730.6, SGUI1_80730.8
OG0001273	FGIG_11191	SGUI1_74050.4, SGUI1_74050.2, SGUI1_74050.1, SGUI1_74050.3
OG0001274	FGIG_11229, FGIG_11228	SGUI1_68800.2, SGUI1_68800.4, SGUI1_68800.3, SGUI1_68800.1
OG0001275	FGIG_11389, FGIG_11949	SGUI1_54620.3, SGUI1_54620.8, SGUI1_54620.1, SGUI1_54620.6, SGUI1_54620.7, SGUI1_54620.4, SGUI1_54620.5, SGUI1_54620.2
OG0001276	FGIG_11574	SGUI1_64890.1, SGUI1_64890.2, SGUI1_65930.1
OG0001277	FGIG_11601, FGIG_12005	SGUI1_3170.1
OG0001278	FGIG_11618	SGUI1_91180.1, SGUI1_91180.2, SGUI1_91180.4, SGUI1_91180.5, SGUI1_91180.3
OG0001279	FGIG_12224, FGIG_12521	SGUI1_34790.4, SGUI1_34790.1, SGUI1_34790.2, SGUI1_34790.3
OG0001288	FGIG_00192	SGUI1_94400.3, SGUI1_94400.1, SGUI1_94400.2
OG0001289	FGIG_00210	SGUI1_29360.2, SGUI1_29360.1
OG0001290	FGIG_07230, FGIG_00515	SGUI1_4750.2, SGUI1_4750.1
OG0001291	FGIG_00674	SGUI1_6620.1
OG0001292	FGIG_00943	SGUI1_6720.1, SGUI1_6730.1
OG0001293	FGIG_01034, FGIG_10755	SGUI1_55730.2, SGUI1_55730.3, SGUI1_55730.1, SGUI1_55730.4
OG0001294	FGIG_01093	SGUI1_31980.1, SGUI1_31980.2
OG0001295	FGIG_01383	SGUI1_31610.1, SGUI1_31610.2, SGUI1_31610.3
OG0001296	FGIG_01523	SGUI1_7000.1
OG0001297	FGIG_01649	SGUI1_13490.6, SGUI1_13490.4, SGUI1_13490.5, SGUI1_13490.2, SGUI1_13490.1, SGUI1_13490.3, SGUI1_13580.1, SGUI1_13560.1
OG0001298	FGIG_10329, FGIG_01668	SGUI1_36140.1
OG0001299	FGIG_01809	SGUI1_32510.2, SGUI1_32510.5, SGUI1_32510.6, SGUI1_32510.4, SGUI1_32510.1, SGUI1_32510.3
OG0001300	FGIG_01863, FGIG_01865, FGIG_01864	SGUI1_5690.1, SGUI1_5680.1
OG0001301	FGIG_02298	SGUI1_54700.2, SGUI1_54700.3, SGUI1_54700.4, SGUI1_54700.1
OG0001302	FGIG_02339, FGIG_12266	SGUI1_2490.1
OG0001303	FGIG_02649	SGUI1_31590.1, SGUI1_31590.2, SGUI1_31590.3, SGUI1_31590.4
OG0001304	FGIG_02940	SGUI1_88950.4, SGUI1_88950.7, SGUI1_88950.5, SGUI1_88950.3, SGUI1_88950.1, SGUI1_88950.2, SGUI1_88950.6
OG0001305	FGIG_03115	SGUI1_1470.1, SGUI1_1470.3, SGUI1_1470.2, SGUI1_1470.4, SGUI1_1470.5, SGUI1_1470.6, SGUI1_1470.7
OG0001306	FGIG_03213, FGIG_11624	SGUI1_61940.1, SGUI1_61940.2, SGUI1_61940.3, SGUI1_61940.4, SGUI1_61940.5
OG0001307	FGIG_12121	SGUI1_81830.1
OG0001307	FGIG_08402, FGIG_03373	SGUI1_81850.1
OG0001308	FGIG_03675	SGUI1_95150.1
OG0001309	FGIG_03882	SGUI1_74360.1, SGUI1_74360.3, SGUI1_74360.2
OG0001310	FGIG_03923, FGIG_03919, FGIG_03920, FGIG_03921, FGIG_03922	SGUI1_27200.1
OG0001311	FGIG_04205	SGUI1_44160.1
OG0001312	FGIG_04608	SGUI1_31350.1
OG0001313	FGIG_04711, FGIG_10967, FGIG_04712	SGUI1_41800.3, SGUI1_41800.1, SGUI1_41800.2
OG0001314	FGIG_04857	SGUI1_9710.1
OG0001315	FGIG_04966	SGUI1_31300.1
OG0001317	FGIG_05230, FGIG_05743	SGUI1_14620.1, SGUI1_14620.2, SGUI1_14620.3, SGUI1_14620.4
OG0001318	FGIG_05261	SGUI1_770.1
OG0001319	FGIG_05871	SGUI1_39500.5, SGUI1_39500.2, SGUI1_39500.3, SGUI1_39500.4, SGUI1_39500.1, SGUI1_39500.6
OG0001320	FGIG_06118	SGUI1_63920.1
OG0001322	FGIG_06556	SGUI1_47720.4, SGUI1_47720.1, SGUI1_47720.3, SGUI1_47720.5, SGUI1_47720.2, SGUI1_47720.6
OG0001323	FGIG_06678	SGUI1_900.1, SGUI1_900.3, SGUI1_900.2
OG0001324	FGIG_06702	SGUI1_87240.1, SGUI1_87240.2
OG0001325	FGIG_06784	SGUI1_96480.1, SGUI1_96480.2
OG0001326	FGIG_07026, FGIG_12565	SGUI1_53960.1, SGUI1_53960.2
OG0001327	FGIG_07236	SGUI1_91450.1
OG0001328	FGIG_12496, FGIG_07303, FGIG_07304	SGUI1_4350.1
OG0001329	FGIG_07431	SGUI1_6000.1
OG0001330	FGIG_07580	SGUI1_30750.5, SGUI1_30750.1, SGUI1_30750.2, SGUI1_30750.3, SGUI1_30750.4, SGUI1_30750.6
OG0001331	FGIG_07615	SGUI1_48170.4, SGUI1_48170.3, SGUI1_48170.1, SGUI1_48170.2, SGUI1_48170.5
OG0001332	FGIG_07793	SGUI1_59640.1
OG0001332	FGIG_08065	SGUI1_72300.1, SGUI1_72300.2
OG0001333	FGIG_08087	SGUI1_64660.1
OG0001334	FGIG_08335	SGUI1_1510.1
OG0001335	FGIG_08507	SGUI1_30610.1
OG0001336	FGIG_08559	SGUI1_46290.1, SGUI1_46290.2
OG0001337	FGIG_08711	SGUI1_54070.1
OG0001338	FGIG_08777	SGUI1_37000.1
OG0001339	FGIG_09242	SGUI1_10390.1
OG0001340	FGIG_09253	SGUI1_8800.1, SGUI1_8780.1
OG0001341	FGIG_09384	SGUI1_77360.1, SGUI1_77360.4, SGUI1_77360.2, SGUI1_77360.3
OG0001342	FGIG_12225, FGIG_09592, FGIG_09591	SGUI1_52620.1, SGUI1_52620.2
OG0001343	FGIG_09648	SGUI1_72320.1
OG0001344	FGIG_10334, FGIG_09779	SGUI1_77420.1, SGUI1_77420.3, SGUI1_77420.2
OG0001345	FGIG_09899, FGIG_10090	SGUI1_42370.2, SGUI1_42370.1, SGUI1_42370.4, SGUI1_42370.5, SGUI1_42370.3
OG0001346	FGIG_10884, FGIG_10886, FGIG_09989, FGIG_10885	SGUI1_14360.1
OG0001347	FGIG_10057, FGIG_12464	SGUI1_33680.1, SGUI1_33680.2
OG0001348	FGIG_10100	SGUI1_35820.1
OG0001349	FGIG_11879, FGIG_10164	SGUI1_14940.1
OG0001350	FGIG_10314	SGUI1_30970.1
OG0001351	FGIG_10576	SGUI1_23400.1, SGUI1_23400.2, SGUI1_23400.3
OG0001352	FGIG_10691	SGUI1_23550.1, SGUI1_23550.4, SGUI1_23550.2, SGUI1_23550.3, SGUI1_23550.5, SGUI1_23550.6
OG0001353	FGIG_10836, FGIG_11746	SGUI1_63100.1
OG0001354	FGIG_11409	SGUI1_65050.1, SGUI1_65050.2
OG0001355	FGIG_11782	SGUI1_60020.2, SGUI1_60020.1, SGUI1_60020.3
OG0001356	FGIG_11865	SGUI1_72500.2, SGUI1_72500.4, SGUI1_72500.1, SGUI1_72500.3
OG0001357	FGIG_12082	SGUI1_39380.5, SGUI1_39380.6, SGUI1_39380.4, SGUI1_39380.1, SGUI1_39380.2, SGUI1_39380.3, SGUI1_39380.7
OG0001358	FGIG_12429, FGIG_12515	SGUI1_89010.2, SGUI1_89010.1, SGUI1_89010.4, SGUI1_89010.3, SGUI1_89010.5
OG0001361	FGIG_00002	SGUI1_28240.2, SGUI1_28240.4, SGUI1_28240.1, SGUI1_28240.3
OG0001362	FGIG_10224	SGUI1_30440.1, SGUI1_30440.2
OG0001363	FGIG_00681	SGUI1_95220.1
OG0001364	FGIG_02461, FGIG_00701	SGUI1_85430.1
OG0001365	FGIG_00793	SGUI1_78470.1
OG0001366	FGIG_00825	SGUI1_53500.1
OG0001367	FGIG_00899	SGUI1_95740.1, SGUI1_95740.2, SGUI1_95740.3
OG0001368	FGIG_01072	SGUI1_17580.2, SGUI1_17580.1
OG0001369	FGIG_01293, FGIG_11775	SGUI1_89670.1
OG0001370	FGIG_01407	SGUI1_58850.2, SGUI1_58850.1, SGUI1_58850.3, SGUI1_58850.4, SGUI1_58850.5, SGUI1_58850.6
OG0001371	FGIG_01436, FGIG_03554, FGIG_05993	SGUI1_36320.1
OG0001372	FGIG_01881	SGUI1_37040.1, SGUI1_37040.2
OG0001373	FGIG_01981	SGUI1_2460.3, SGUI1_2460.1, SGUI1_2460.2, SGUI1_3350.1
OG0001374	FGIG_01999	SGUI1_61260.1, SGUI1_61260.2, SGUI1_61260.3, SGUI1_61260.4
