Orthogroup	fasciola_gigantica	trichobilharzia_regenti
OG0001655	FGIG_11826	TREG1_91970.1
OG0001656	FGIG_12138	TREG1_121230.1
OG0001657	FGIG_12273	TREG1_44570.1, TREG1_44570.2, TREG1_44570.3
OG0001668	FGIG_00343, FGIG_00341, FGIG_00342	TREG1_48590.1, TREG1_48590.2, TREG1_48590.3
OG0001669	FGIG_00345	TREG1_54970.1
OG0001670	FGIG_00362, FGIG_09303, FGIG_09302	TREG1_51010.1
OG0001671	FGIG_00386	TREG1_49110.2, TREG1_49110.3, TREG1_49110.1
OG0001672	FGIG_00594	TREG1_46520.1, TREG1_46520.2, TREG1_46520.3, TREG1_46520.4, TREG1_46520.5
OG0001673	FGIG_00782	TREG1_85050.6, TREG1_85050.7, TREG1_85050.1, TREG1_85050.2, TREG1_85050.3, TREG1_85050.4, TREG1_85050.5
OG0001675	FGIG_01158	TREG1_82930.1
OG0001676	FGIG_01424	TREG1_6120.1
OG0001677	FGIG_01587	TREG1_125940.1
OG0001678	FGIG_01613	TREG1_78190.1, TREG1_78160.3, TREG1_78160.4, TREG1_78200.1, TREG1_78160.5
OG0001679	FGIG_01636	TREG1_16660.1
OG0001680	FGIG_01674, FGIG_09657, FGIG_01673	TREG1_48390.1
OG0001681	FGIG_10397, FGIG_01757	TREG1_22710.1
OG0001682	FGIG_01772	TREG1_19820.1, TREG1_19820.2, TREG1_19820.3
OG0001683	FGIG_09870, FGIG_01860, FGIG_09138, FGIG_09869	TREG1_35540.3, TREG1_35540.1, TREG1_35540.2, TREG1_35540.4, TREG1_139930.1, TREG1_35510.1, TREG1_35530.1
OG0001684	FGIG_06953, FGIG_02137	TREG1_46130.1, TREG1_46120.1, TREG1_144370.1, TREG1_33000.1
OG0001685	FGIG_02286	TREG1_19910.1, TREG1_19910.2, TREG1_19910.3, TREG1_19910.4, TREG1_19860.1, TREG1_19870.1, TREG1_19900.1
OG0001686	FGIG_02332	TREG1_110840.1, TREG1_110840.2, TREG1_110840.3
OG0001687	FGIG_02344	TREG1_74170.1
OG0001688	FGIG_02355, FGIG_02354	TREG1_24150.2, TREG1_24150.3, TREG1_24150.7, TREG1_24150.8, TREG1_24150.5, TREG1_24150.6, TREG1_24150.4, TREG1_24150.9, TREG1_24150.1
OG0001689	FGIG_02361	TREG1_28940.1, TREG1_28950.1
OG0001690	FGIG_02412	TREG1_53430.1
OG0001691	FGIG_02430	TREG1_28000.1, TREG1_28000.2, TREG1_28000.3, TREG1_28000.4
OG0001692	FGIG_02603	TREG1_106600.1
OG0001693	FGIG_02612	TREG1_118690.1, TREG1_118690.2, TREG1_118690.3
OG0001694	FGIG_02613	TREG1_118720.1, TREG1_118720.2, TREG1_118720.3
OG0001695	FGIG_02650	TREG1_58550.1, TREG1_58550.2
OG0001696	FGIG_02668	TREG1_42620.1
OG0001697	FGIG_02799	TREG1_136230.4, TREG1_136230.1, TREG1_136230.3, TREG1_136230.2, TREG1_136230.5
OG0001698	FGIG_02827	TREG1_98090.1
OG0001699	FGIG_08442, FGIG_12071, FGIG_02860	TREG1_85860.1, TREG1_85860.2
OG0001701	FGIG_02954	TREG1_110690.1
OG0001702	FGIG_03036	TREG1_31100.1
OG0001703	FGIG_03206	TREG1_52610.1
OG0001704	FGIG_03262	TREG1_24770.1
OG0001705	FGIG_03312	TREG1_58630.1, TREG1_58630.2, TREG1_58630.3, TREG1_58630.4, TREG1_58630.5
OG0001706	FGIG_03334	TREG1_41810.1
OG0001707	FGIG_03346, FGIG_11546	TREG1_88710.1, TREG1_88710.2, TREG1_88710.3
OG0001708	FGIG_07923, FGIG_03395	TREG1_131360.1, TREG1_131360.2, TREG1_131360.3, TREG1_131360.4
OG0001709	FGIG_03643	TREG1_46740.1
OG0001710	FGIG_03672	TREG1_122180.1
OG0001711	FGIG_03723, FGIG_09584, FGIG_05732, FGIG_12458	TREG1_130210.1, TREG1_130220.1
OG0001712	FGIG_04007	TREG1_40400.2, TREG1_40400.5, TREG1_40400.9, TREG1_40400.4, TREG1_40400.8, TREG1_40400.3, TREG1_40400.7, TREG1_40400.1, TREG1_40400.6
OG0001713	FGIG_04033	TREG1_80100.1
OG0001714	FGIG_04034	TREG1_80110.1, TREG1_80120.1, TREG1_80130.1, TREG1_80120.2
OG0001715	FGIG_04340	TREG1_9480.1, TREG1_60020.1, TREG1_59980.9, TREG1_59980.6, TREG1_59980.5, TREG1_59980.7, TREG1_59980.8
OG0001716	FGIG_04933, FGIG_04367	TREG1_96380.1, TREG1_96380.3, TREG1_96380.6, TREG1_96380.2, TREG1_96380.5, TREG1_96380.4
OG0001717	FGIG_04529	TREG1_50130.1, TREG1_50130.2
OG0001718	FGIG_04552	TREG1_21050.4, TREG1_21050.5, TREG1_21050.1, TREG1_21050.3, TREG1_21050.2
OG0001719	FGIG_04710, FGIG_04709	TREG1_39560.1, TREG1_39560.2
OG0001720	FGIG_04866, FGIG_06080	TREG1_13900.1, TREG1_13900.2, TREG1_13900.3, TREG1_13900.6, TREG1_13900.4, TREG1_13900.5
OG0001721	FGIG_04876	TREG1_76040.1, TREG1_76020.1
OG0001722	FGIG_04965, FGIG_10318	TREG1_30370.1
OG0001723	FGIG_05019	TREG1_8030.1
OG0001724	FGIG_05138, FGIG_11352	TREG1_104060.4, TREG1_104060.3, TREG1_104060.1, TREG1_104060.2
OG0001725	FGIG_05235	TREG1_95500.1
OG0001726	FGIG_08225, FGIG_11396	TREG1_43950.1
OG0001726	FGIG_05249	TREG1_111960.1
OG0001727	FGIG_05253	TREG1_119500.1, TREG1_119490.1
OG0001728	FGIG_05390	TREG1_82270.1, TREG1_82260.1
OG0001729	FGIG_05422	TREG1_9710.1
OG0001730	FGIG_05448	TREG1_19330.1, TREG1_19330.2, TREG1_19330.3, TREG1_19330.4, TREG1_19330.5, TREG1_19330.6, TREG1_19330.7
OG0001731	FGIG_05472	TREG1_45300.1
OG0001732	FGIG_05692	TREG1_68370.1
OG0001733	FGIG_05918	TREG1_84780.4, TREG1_84780.1, TREG1_84780.2, TREG1_84780.3
OG0001734	FGIG_05951, FGIG_07347	TREG1_122340.1, TREG1_122340.2
OG0001735	FGIG_06068	TREG1_3960.1, TREG1_38830.5, TREG1_38830.1, TREG1_38830.4, TREG1_38830.2, TREG1_38830.3, TREG1_3950.1
OG0001736	FGIG_06248, FGIG_09628	TREG1_19770.4, TREG1_19770.2, TREG1_19770.3, TREG1_19770.1
OG0001737	FGIG_06314	TREG1_128500.1
OG0001738	FGIG_06451, FGIG_06452	TREG1_40380.2, TREG1_40380.1, TREG1_40380.3
OG0001739	FGIG_06589	TREG1_33210.2, TREG1_33210.1
OG0001740	FGIG_06601	TREG1_77030.1, TREG1_77030.2, TREG1_77030.3
OG0001741	FGIG_06645	TREG1_4640.1, TREG1_4640.2
OG0001742	FGIG_06724	TREG1_71340.1
OG0001743	FGIG_06750	TREG1_123710.1
OG0001744	FGIG_06776	TREG1_90490.1, TREG1_90490.2
OG0001745	FGIG_10942, FGIG_06817	TREG1_45380.1, TREG1_45370.1, TREG1_45400.2, TREG1_45400.1
OG0001746	FGIG_07007, FGIG_11346	TREG1_29980.1, TREG1_29980.2, TREG1_30170.1, TREG1_30170.2, TREG1_30170.5, TREG1_30170.4, TREG1_30170.3, TREG1_117280.1, TREG1_117280.2, TREG1_117280.3, TREG1_117280.4, TREG1_117280.6, TREG1_117280.5
OG0001747	FGIG_10446, FGIG_07087	TREG1_18550.2, TREG1_18550.1, TREG1_18550.3
OG0001748	FGIG_07196	TREG1_78430.3, TREG1_78430.4, TREG1_78430.8, TREG1_78430.1, TREG1_78430.5, TREG1_78430.6, TREG1_78430.7, TREG1_78430.2, TREG1_78430.9
OG0001749	FGIG_07207	TREG1_38680.1
OG0001750	FGIG_07290, FGIG_11354	TREG1_5200.1, TREG1_5200.3, TREG1_5200.2
OG0001751	FGIG_07350	TREG1_38420.1
OG0001752	FGIG_07833, FGIG_07832, FGIG_07400	TREG1_3530.1
OG0001753	FGIG_07740	TREG1_26820.1
OG0001754	FGIG_07797, FGIG_07796	TREG1_80760.1, TREG1_80750.1
OG0001755	FGIG_07829	TREG1_3750.1, TREG1_3750.2, TREG1_3760.1, TREG1_3760.2
OG0001756	FGIG_08210	TREG1_67880.1, TREG1_67880.2, TREG1_67880.3, TREG1_67880.4
OG0001757	FGIG_08253	TREG1_68780.1
OG0001758	FGIG_12341, FGIG_08329	TREG1_116870.1
OG0001759	FGIG_12373, FGIG_08557, FGIG_11928	TREG1_94380.4, TREG1_94380.1, TREG1_94380.2, TREG1_94380.3, TREG1_93480.2, TREG1_93480.1, TREG1_93480.3
OG0001760	FGIG_08695, FGIG_08696, FGIG_08694	TREG1_91310.1
OG0001761	FGIG_09476, FGIG_12460, FGIG_09474, FGIG_09475, FGIG_08736	TREG1_110140.1
OG0001762	FGIG_08880, FGIG_11962	TREG1_134140.1, TREG1_134130.1
OG0001763	FGIG_08936	TREG1_49810.1, TREG1_49810.2
OG0001764	FGIG_09029, FGIG_09028	TREG1_30440.5, TREG1_30440.2, TREG1_30440.3, TREG1_30440.1, TREG1_30440.4, TREG1_30440.6
OG0001765	FGIG_09205	TREG1_93330.1, TREG1_93330.2, TREG1_93330.3
OG0001766	FGIG_09234	TREG1_52140.4, TREG1_52140.3, TREG1_52140.5, TREG1_52140.1, TREG1_52140.2
OG0001767	FGIG_12380, FGIG_09314	TREG1_3900.1
OG0001768	FGIG_09327	TREG1_122190.6, TREG1_122190.3, TREG1_122190.1, TREG1_122190.2, TREG1_122190.5, TREG1_122190.4
OG0001769	FGIG_09331	TREG1_12880.1
OG0001770	FGIG_09332	TREG1_54370.2, TREG1_54370.4, TREG1_54370.5, TREG1_54370.1, TREG1_54370.3, TREG1_54370.6
OG0001771	FGIG_09366	TREG1_70260.1
OG0001772	FGIG_09813	TREG1_125690.1
OG0001773	FGIG_09836	TREG1_89900.1, TREG1_89900.2
OG0001774	FGIG_09938	TREG1_6180.1, TREG1_6180.3, TREG1_6180.4, TREG1_6180.5, TREG1_6180.6, TREG1_6180.2
OG0001775	FGIG_10075	TREG1_129470.1, TREG1_19360.1
OG0001776	FGIG_10105	TREG1_136200.1, TREG1_136200.2, TREG1_136200.3, TREG1_136200.4, TREG1_136200.5, TREG1_136200.6, TREG1_136200.7, TREG1_136200.8, TREG1_136200.9
OG0001777	FGIG_10186	TREG1_18980.1, TREG1_18980.2
OG0001778	FGIG_10398	TREG1_125770.1, TREG1_125770.3, TREG1_125770.4, TREG1_125770.2, TREG1_125770.5
OG0001779	FGIG_10521	TREG1_59900.1, TREG1_59900.2
OG0001780	FGIG_10677	TREG1_48790.1, TREG1_48780.1
OG0001781	FGIG_10803, FGIG_11244	TREG1_135840.2, TREG1_135840.1, TREG1_135840.3, TREG1_135840.4
OG0001782	FGIG_10806	TREG1_89750.1, TREG1_89770.1
OG0001783	FGIG_10960	TREG1_50340.1, TREG1_50340.2
OG0001784	FGIG_11263	TREG1_55940.1
OG0001785	FGIG_11277	TREG1_60960.8, TREG1_60960.10, TREG1_60960.4, TREG1_60960.2, TREG1_60960.9, TREG1_60960.7, TREG1_60960.3, TREG1_60960.6, TREG1_60960.1, TREG1_60960.5
OG0001786	FGIG_11466	TREG1_85270.1
OG0001787	FGIG_11743	TREG1_60930.1
OG0001788	FGIG_11918	TREG1_100290.1
OG0001789	FGIG_12472	TREG1_21600.4, TREG1_21600.1, TREG1_21600.2, TREG1_21600.3, TREG1_21600.5, TREG1_21600.6, TREG1_21600.7, TREG1_21600.8
OG0001790	FGIG_12557	TREG1_54850.1
OG0001800	FGIG_00037	TREG1_74780.1
OG0001801	FGIG_00130	TREG1_17610.4, TREG1_17610.5, TREG1_17610.3, TREG1_17610.1, TREG1_17610.2, TREG1_17610.6, TREG1_17610.7
OG0001802	FGIG_00149	TREG1_56870.1
OG0001803	FGIG_00286	TREG1_45860.1, TREG1_45860.2, TREG1_45860.3, TREG1_45860.4
OG0001804	FGIG_00398	TREG1_51370.1, TREG1_51370.4, TREG1_51370.2, TREG1_51370.3, TREG1_51370.5
OG0001805	FGIG_00507, FGIG_00508	TREG1_34610.2, TREG1_34620.1, TREG1_34610.1, TREG1_34610.4, TREG1_34610.3
OG0001806	FGIG_00525	TREG1_135060.1, TREG1_135040.1, TREG1_135070.1
OG0001807	FGIG_00587	TREG1_17570.3, TREG1_17550.1, TREG1_17570.2, TREG1_17570.1, TREG1_17570.4, TREG1_17570.5
OG0001808	FGIG_00700	TREG1_16470.1
OG0001809	FGIG_00729	TREG1_53370.1
OG0001810	FGIG_00762	TREG1_132180.1
OG0001811	FGIG_05656	TREG1_93690.1
OG0001811	FGIG_00833	TREG1_11270.1
OG0001812	FGIG_00836	TREG1_107560.1
OG0001813	FGIG_00936	TREG1_27020.1
OG0001814	FGIG_00962	TREG1_99070.2, TREG1_99070.1, TREG1_99070.3
OG0001815	FGIG_01073, FGIG_01074	TREG1_67170.2, TREG1_67170.1, TREG1_67170.3
OG0001816	FGIG_01170	TREG1_67260.1, TREG1_67260.2, TREG1_67260.3, TREG1_67260.4, TREG1_67260.5
OG0001817	FGIG_01315	TREG1_41590.1, TREG1_140.1, TREG1_150.1, TREG1_139600.1, TREG1_140920.1, TREG1_140920.2, TREG1_140920.3, TREG1_41590.2, TREG1_41630.1, TREG1_41560.1
OG0001818	FGIG_01476	TREG1_65210.1, TREG1_65210.2
OG0001819	FGIG_01638	TREG1_16650.1, TREG1_16650.2, TREG1_16650.3, TREG1_16650.4, TREG1_16650.5
OG0001820	FGIG_01817, FGIG_01816	TREG1_83930.1, TREG1_83880.1
OG0001821	FGIG_01822	TREG1_109970.1
OG0001821	FGIG_03077	TREG1_77630.1
OG0001822	FGIG_01856, FGIG_12355	TREG1_132420.1, TREG1_132440.1
OG0001823	FGIG_02236, FGIG_05411	TREG1_23490.3, TREG1_23490.7, TREG1_23490.1, TREG1_23490.2, TREG1_23490.4, TREG1_23490.6, TREG1_23490.5
OG0001824	FGIG_02287	TREG1_141790.1, TREG1_19930.3, TREG1_19930.1, TREG1_19930.2, TREG1_141750.1, TREG1_19920.1, TREG1_19920.2, TREG1_19920.3, TREG1_137400.1
OG0001825	FGIG_02531	TREG1_64240.1
OG0001826	FGIG_02634	TREG1_4990.1, TREG1_4990.3, TREG1_4990.2
OG0001827	FGIG_12499	TREG1_108630.1
OG0001828	FGIG_02847	TREG1_63410.1
OG0001829	FGIG_02872	TREG1_37730.1
OG0001830	FGIG_02879, FGIG_12693	TREG1_78010.1
OG0001831	FGIG_02881	TREG1_90380.1
OG0001833	FGIG_02974	TREG1_113510.1
OG0001834	FGIG_02991	TREG1_98310.1, TREG1_98310.3, TREG1_98310.2, TREG1_98310.4
OG0001835	FGIG_11589, FGIG_03039	TREG1_17700.1, TREG1_17700.2
OG0001836	FGIG_03199	TREG1_19120.1
OG0001837	FGIG_03271	TREG1_113130.1, TREG1_113130.2, TREG1_113130.3, TREG1_113130.4, TREG1_113130.5, TREG1_113130.6
OG0001838	FGIG_03289	TREG1_59380.1, TREG1_59380.2
OG0001839	FGIG_03331	TREG1_67680.1
OG0001840	FGIG_03379	TREG1_45980.1, TREG1_45980.2, TREG1_45980.3, TREG1_45980.4
OG0001841	FGIG_03429	TREG1_26340.1
OG0001842	FGIG_03482, FGIG_12479	TREG1_131570.1, TREG1_131580.1
OG0001843	FGIG_03549	TREG1_40330.1
OG0001844	FGIG_03580	TREG1_11810.1, TREG1_11810.3, TREG1_11810.2, TREG1_11810.4
OG0001845	FGIG_03666	TREG1_135800.1, TREG1_135800.2
OG0001846	FGIG_11334, FGIG_03780, FGIG_03781	TREG1_33610.1
OG0001847	FGIG_03848	TREG1_64110.3, TREG1_64110.4, TREG1_64110.1, TREG1_64110.2
OG0001848	FGIG_04380	TREG1_18490.4, TREG1_18490.3, TREG1_18490.2, TREG1_18490.1
OG0001849	FGIG_04452	TREG1_85670.1
OG0001850	FGIG_04633	TREG1_107860.1
OG0001851	FGIG_04765	TREG1_63400.1
OG0001852	FGIG_04961	TREG1_46090.3, TREG1_46090.1, TREG1_46090.4, TREG1_46090.2
OG0001853	FGIG_05001	TREG1_4940.1
OG0001854	FGIG_05079, FGIG_05080	TREG1_136480.1, TREG1_136470.1
OG0001855	FGIG_05092	TREG1_103530.1, TREG1_103530.2
OG0001856	FGIG_05147	TREG1_98570.1
OG0001857	FGIG_05152	TREG1_104820.6, TREG1_104820.8, TREG1_104820.1, TREG1_104820.2, TREG1_104820.3, TREG1_104820.4, TREG1_104820.5, TREG1_104820.9, TREG1_104820.7
OG0001858	FGIG_05246	TREG1_31130.1
OG0001859	FGIG_05352	TREG1_6810.1
OG0001860	FGIG_12696, FGIG_05529, FGIG_08194	TREG1_34080.1
OG0001861	FGIG_05537	TREG1_103730.5, TREG1_103730.4, TREG1_103730.3, TREG1_103730.2, TREG1_103730.1
OG0001862	FGIG_05612	TREG1_18760.1, TREG1_18760.3, TREG1_18760.2
OG0001863	FGIG_05675	TREG1_47970.1, TREG1_34020.1, TREG1_34030.1, TREG1_34010.1, TREG1_34000.1, TREG1_40190.1
OG0001864	FGIG_05957, FGIG_05774, FGIG_05958	TREG1_100120.1
OG0001865	FGIG_05792	TREG1_25040.4, TREG1_25040.3, TREG1_25040.1, TREG1_25040.2
OG0001866	FGIG_05934, FGIG_07819, FGIG_07820	TREG1_127360.2, TREG1_127360.1, TREG1_127360.3
OG0001867	FGIG_06039	TREG1_68200.3, TREG1_68200.7, TREG1_68200.4, TREG1_68200.5, TREG1_68200.1, TREG1_68200.6, TREG1_68200.2
OG0001868	FGIG_06184	TREG1_10240.1, TREG1_10240.2
OG0001869	FGIG_12654, FGIG_06195, FGIG_06196	TREG1_24860.1
OG0001870	FGIG_06239	TREG1_70550.1, TREG1_70530.1
OG0001871	FGIG_06490	TREG1_42540.1, TREG1_42540.2, TREG1_42540.3
OG0001872	FGIG_06502, FGIG_08638	TREG1_111020.2, TREG1_111020.1, TREG1_111020.3
OG0001873	FGIG_06583	TREG1_54060.1, TREG1_54060.2
OG0001874	FGIG_06688, FGIG_07094	TREG1_32320.1, TREG1_32320.2, TREG1_32330.1
OG0001875	FGIG_06832	TREG1_124620.1, TREG1_124610.1
OG0001877	FGIG_06876	TREG1_14460.4, TREG1_14460.3, TREG1_14460.1, TREG1_14460.2
OG0001878	FGIG_07481, FGIG_07111	TREG1_76220.1
OG0001879	FGIG_07185	TREG1_38690.1, TREG1_38690.2, TREG1_38690.3, TREG1_38690.4
OG0001880	FGIG_07399	TREG1_14870.1, TREG1_14870.2
OG0001881	FGIG_08617, FGIG_07427	TREG1_81530.1
OG0001882	FGIG_10254, FGIG_07480	TREG1_101420.3, TREG1_101420.2, TREG1_101420.1
OG0001883	FGIG_07514	TREG1_6520.3, TREG1_6520.4, TREG1_6520.1, TREG1_6520.2
OG0001884	FGIG_07616	TREG1_124580.1, TREG1_124580.2
OG0001885	FGIG_07748	TREG1_28050.1
OG0001886	FGIG_07805	TREG1_105900.1, TREG1_139880.1, TREG1_105890.1, TREG1_139890.1
OG0001887	FGIG_07966	TREG1_87170.1, TREG1_87180.1
OG0001888	FGIG_08128, FGIG_09905, FGIG_12317	TREG1_89570.1, TREG1_89570.2
OG0001889	FGIG_08133	TREG1_115580.1, TREG1_115580.4, TREG1_115580.7, TREG1_115580.3, TREG1_115580.2, TREG1_115580.5, TREG1_115580.6
OG0001890	FGIG_08277	TREG1_66900.1
OG0001892	FGIG_08312	TREG1_108340.1
OG0001893	FGIG_08493	TREG1_58040.1, TREG1_58040.2, TREG1_58040.3, TREG1_58040.5, TREG1_58040.6, TREG1_58040.7, TREG1_58040.8, TREG1_58040.9, TREG1_58040.4
OG0001894	FGIG_08662	TREG1_114170.1
OG0001895	FGIG_08712	TREG1_39340.1, TREG1_39340.2, TREG1_39370.1
OG0001896	FGIG_08759	TREG1_45230.1
OG0001897	FGIG_08889	TREG1_102270.1, TREG1_102270.2, TREG1_102270.3, TREG1_102270.4, TREG1_102270.5
OG0001898	FGIG_09045	TREG1_79240.1
OG0001899	FGIG_09165, FGIG_12532	TREG1_41650.1
OG0001900	FGIG_09208	TREG1_99010.3, TREG1_99010.1, TREG1_99010.2
OG0001901	FGIG_09292, FGIG_09291	TREG1_49170.4, TREG1_49170.1, TREG1_49170.3, TREG1_49170.2
OG0001902	FGIG_09325, FGIG_09326	TREG1_41710.1, TREG1_41710.2
OG0001903	FGIG_11383, FGIG_09404	TREG1_114570.1
OG0001904	FGIG_09502	TREG1_17840.1, TREG1_17840.2, TREG1_17840.3, TREG1_17840.4
OG0001905	FGIG_09751	TREG1_78660.1
OG0001906	FGIG_09783	TREG1_46210.2, TREG1_46210.3, TREG1_46210.1, TREG1_46210.4, TREG1_46210.5
OG0001907	FGIG_09790	TREG1_8730.1, TREG1_8720.1
OG0001908	FGIG_10713, FGIG_10014	TREG1_88890.1
OG0001909	FGIG_10056	TREG1_132110.1, TREG1_132110.4, TREG1_132110.5, TREG1_132110.2, TREG1_132110.3
OG0001910	FGIG_10144	TREG1_44790.1, TREG1_44790.2, TREG1_44790.3
OG0001911	FGIG_10217	TREG1_73820.3, TREG1_73820.1, TREG1_73820.2, TREG1_73820.4, TREG1_73820.5
OG0001912	FGIG_10259	TREG1_97760.2, TREG1_97760.1, TREG1_97760.3
OG0001913	FGIG_10326	TREG1_107770.1, TREG1_107770.3, TREG1_107770.2, TREG1_107770.4, TREG1_107770.5, TREG1_107770.6, TREG1_107770.7, TREG1_107770.8
OG0001914	FGIG_10404, FGIG_10403	TREG1_83960.1
OG0001915	FGIG_10465, FGIG_11686	TREG1_115790.1, TREG1_115780.1
OG0001916	FGIG_10612, FGIG_10605	TREG1_23700.1, TREG1_23750.4, TREG1_23750.1, TREG1_23750.2, TREG1_23750.3
OG0001917	FGIG_12536, FGIG_11628	TREG1_96840.1, TREG1_96840.2, TREG1_13390.1, TREG1_13420.1, TREG1_13420.2, TREG1_13450.1, TREG1_13450.2
OG0001918	FGIG_12348, FGIG_11631	TREG1_62890.1, TREG1_62890.3, TREG1_62890.2, TREG1_62890.4
OG0001919	FGIG_11652	TREG1_92120.1, TREG1_92130.1, TREG1_92170.1, TREG1_92170.2
OG0001920	FGIG_11748	TREG1_6920.1
OG0001921	FGIG_11845	TREG1_41430.1
OG0001922	FGIG_11872	TREG1_80210.1, TREG1_80210.2
OG0001923	FGIG_11902	TREG1_25130.1, TREG1_25130.2, TREG1_137580.4, TREG1_137580.5, TREG1_137580.6, TREG1_137580.8, TREG1_137580.7, TREG1_137580.3, TREG1_137580.1, TREG1_137580.2, TREG1_137590.1
OG0001924	FGIG_11939	TREG1_49620.1, TREG1_21220.1, TREG1_76320.1, TREG1_76320.2, TREG1_76320.3, TREG1_76320.4, TREG1_76320.5
OG0001925	FGIG_12270, FGIG_11988	TREG1_24020.2, TREG1_24020.8, TREG1_24020.3, TREG1_24020.4, TREG1_24020.7, TREG1_24020.6, TREG1_24020.1, TREG1_24020.5
OG0001926	FGIG_12026	TREG1_55470.1, TREG1_55470.2, TREG1_55470.3, TREG1_55470.4, TREG1_55470.5, TREG1_55470.6
OG0001927	FGIG_12178	TREG1_570.1
OG0001941	FGIG_00126	TREG1_124190.1
OG0001942	FGIG_00190	TREG1_37170.1
OG0001943	FGIG_00220	TREG1_22730.3, TREG1_22730.4, TREG1_22730.1, TREG1_22730.2, TREG1_22730.5
OG0001944	FGIG_00245	TREG1_90750.1
OG0001945	FGIG_00280, FGIG_00284, FGIG_00283, FGIG_00281, FGIG_00285	TREG1_134660.1, TREG1_134670.1
OG0001946	FGIG_00457	TREG1_49140.3, TREG1_49140.4, TREG1_49140.5, TREG1_49140.6, TREG1_49140.7, TREG1_49140.2, TREG1_49140.1
OG0001947	FGIG_00619	TREG1_56110.1
OG0001948	FGIG_00736	TREG1_124070.1
OG0001949	FGIG_00760	TREG1_132160.1, TREG1_132160.5, TREG1_132160.6, TREG1_132160.7, TREG1_132160.8, TREG1_132160.9, TREG1_132160.2, TREG1_132160.3, TREG1_132160.4
OG0001950	FGIG_00800	TREG1_115120.1, TREG1_115120.3, TREG1_115120.2, TREG1_115120.4
OG0001951	FGIG_00894	TREG1_16760.1, TREG1_16770.2, TREG1_16770.1
OG0001952	FGIG_01038	TREG1_63160.3, TREG1_63160.1, TREG1_63160.2
OG0001953	FGIG_01050	TREG1_51780.1
OG0001954	FGIG_01129	TREG1_19970.1, TREG1_19970.3, TREG1_19970.2, TREG1_19970.4, TREG1_19970.5
OG0001955	FGIG_01306	TREG1_5060.1, TREG1_5060.2, TREG1_5060.4, TREG1_5060.3, TREG1_5060.5, TREG1_5060.6
OG0001956	FGIG_08032, FGIG_01323	TREG1_98440.1, TREG1_98440.2, TREG1_98440.4, TREG1_98440.3
OG0001957	FGIG_01445	TREG1_20150.1, TREG1_20150.2
OG0001958	FGIG_01525	TREG1_88490.1
OG0001959	FGIG_01707	TREG1_52530.5, TREG1_52530.6, TREG1_52530.2, TREG1_52530.3, TREG1_52530.1, TREG1_52530.4
OG0001960	FGIG_01709	TREG1_46310.1
OG0001961	FGIG_12229, FGIG_01718, FGIG_01717, FGIG_12228	TREG1_90450.1
OG0001962	FGIG_01870	TREG1_28370.5, TREG1_28370.4, TREG1_28370.1, TREG1_28370.2, TREG1_28370.3
OG0001963	FGIG_01934	TREG1_48840.1, TREG1_48840.2
OG0001964	FGIG_01965	TREG1_123970.1, TREG1_124000.1, TREG1_123950.1
OG0001965	FGIG_01978	TREG1_115040.3, TREG1_115040.1, TREG1_115040.2
OG0001966	FGIG_01994	TREG1_26240.1, TREG1_26240.2
OG0001967	FGIG_02023	TREG1_135540.1, TREG1_135540.4, TREG1_135540.2, TREG1_135540.3
OG0001968	FGIG_02090	TREG1_54200.1
OG0001969	FGIG_02108	TREG1_47010.1, TREG1_47020.3, TREG1_47020.1, TREG1_47020.2, TREG1_47020.4
OG0001970	FGIG_02292	TREG1_43120.1, TREG1_43120.2, TREG1_43120.3, TREG1_43120.4, TREG1_43120.5, TREG1_43120.6
OG0001971	FGIG_02395	TREG1_85360.1, TREG1_85360.2
OG0001972	FGIG_02971	TREG1_89390.1
OG0001973	FGIG_02972	TREG1_113400.1
OG0001974	FGIG_03001, FGIG_03000, FGIG_03002	TREG1_67020.1, TREG1_67020.2
OG0001975	FGIG_03194	TREG1_65600.1
OG0001976	FGIG_03267	TREG1_3780.1, TREG1_3780.2
OG0001977	FGIG_03396	TREG1_129460.1
OG0001978	FGIG_03425	TREG1_109580.1
OG0001979	FGIG_03430	TREG1_70650.1
OG0001980	FGIG_03446	TREG1_91220.1
OG0001981	FGIG_03545	TREG1_56120.1, TREG1_56130.1
OG0001982	FGIG_03564	TREG1_57220.1
OG0001983	FGIG_03619	TREG1_110830.1, TREG1_110820.1
OG0001984	FGIG_03674	TREG1_122520.1
OG0001985	FGIG_03737, FGIG_03736	TREG1_43210.1, TREG1_43210.2, TREG1_43210.6, TREG1_43210.3, TREG1_43210.4, TREG1_43210.5
OG0001986	FGIG_03793	TREG1_72610.1, TREG1_72600.1
OG0001987	FGIG_03835	TREG1_43230.1, TREG1_43230.2
OG0001988	FGIG_04295	TREG1_84000.1, TREG1_84000.2, TREG1_84000.3, TREG1_84000.4
OG0001989	FGIG_04368	TREG1_8690.1
OG0001990	FGIG_04430	TREG1_65890.10, TREG1_65890.8, TREG1_65890.7, TREG1_65890.9, TREG1_65890.12, TREG1_65890.4, TREG1_65890.6, TREG1_65890.11, TREG1_65890.3, TREG1_65890.5, TREG1_65890.1, TREG1_65890.2
OG0001991	FGIG_04551	TREG1_21040.2, TREG1_21040.4, TREG1_21040.1, TREG1_21040.3
