Orthogroup	fasciola_gigantica	schistosoma_haematobium
OG0001194	FGIG_12597	SHAE2_7020.5, SHAE2_7020.6, SHAE2_7020.3, SHAE2_7020.4, SHAE2_7020.2, SHAE2_7020.7, SHAE2_7020.1
OG0001202	FGIG_00092, FGIG_00091, FGIG_00090	SHAE2_15270.1, SHAE2_15270.2, SHAE2_15270.3
OG0001203	FGIG_00255	SHAE2_1690.1
OG0001203	FGIG_01145	SHAE2_85070.1
OG0001204	FGIG_00416	SHAE2_70850.2, SHAE2_70850.4, SHAE2_70850.5, SHAE2_70850.1, SHAE2_70850.3
OG0001205	FGIG_00431, FGIG_00433	SHAE2_39250.4, SHAE2_39250.5, SHAE2_39250.6, SHAE2_39250.1, SHAE2_39250.3, SHAE2_39250.2
OG0001207	FGIG_00624	SHAE2_16810.3, SHAE2_16810.4, SHAE2_16810.6, SHAE2_16810.5, SHAE2_16810.2, SHAE2_16810.7, SHAE2_16810.1
OG0001208	FGIG_00768, FGIG_10999, FGIG_08146	SHAE2_41000.4, SHAE2_41000.1, SHAE2_41000.2, SHAE2_41000.3
OG0001209	FGIG_00773	SHAE2_51970.1, SHAE2_51970.4, SHAE2_51970.2, SHAE2_51970.3, SHAE2_51970.5
OG0001210	FGIG_00783	SHAE2_98630.6, SHAE2_98630.1, SHAE2_98630.2, SHAE2_98630.4, SHAE2_98630.5, SHAE2_98630.3
OG0001211	FGIG_00866	SHAE2_19720.1, SHAE2_19720.2, SHAE2_19720.3, SHAE2_19720.4, SHAE2_19720.6, SHAE2_19720.7, SHAE2_19720.5
OG0001212	FGIG_00887, FGIG_00886	SHAE2_26780.1, SHAE2_26780.2, SHAE2_26780.3, SHAE2_26780.4, SHAE2_26780.5
OG0001213	FGIG_00940	SHAE2_7340.1, SHAE2_7340.4, SHAE2_7340.6, SHAE2_7340.3, SHAE2_7340.2, SHAE2_7340.5
OG0001214	FGIG_00963	SHAE2_30720.10, SHAE2_30720.11, SHAE2_30720.3, SHAE2_30720.4, SHAE2_30720.6, SHAE2_30720.9, SHAE2_30720.12, SHAE2_30720.2, SHAE2_30720.5, SHAE2_30720.7, SHAE2_30720.8, SHAE2_30720.1
OG0001215	FGIG_00989	SHAE2_67950.2, SHAE2_67950.3, SHAE2_67950.1, SHAE2_67950.4
OG0001216	FGIG_01139	SHAE2_28970.1
OG0001217	FGIG_01201, FGIG_09525	SHAE2_77470.1, SHAE2_77470.2
OG0001218	FGIG_01297	SHAE2_14300.1
OG0001219	FGIG_01301	SHAE2_1490.1, SHAE2_1490.2, SHAE2_1490.3, SHAE2_1490.4
OG0001220	FGIG_01568	SHAE2_100300.3, SHAE2_100300.4, SHAE2_100300.5, SHAE2_100300.1, SHAE2_100300.2, SHAE2_100300.6
OG0001221	FGIG_01627	SHAE2_66630.4, SHAE2_66630.5, SHAE2_66630.1, SHAE2_66630.2, SHAE2_66630.3
OG0001222	FGIG_01806	SHAE2_97330.1
OG0001223	FGIG_12507, FGIG_01808	SHAE2_35000.4, SHAE2_35000.2, SHAE2_35000.3, SHAE2_35000.1
OG0001224	FGIG_11675, FGIG_01980, FGIG_11674	SHAE2_86590.1, SHAE2_86590.2, SHAE2_86590.3, SHAE2_86590.4
OG0001225	FGIG_11699, FGIG_02205	SHAE2_62820.6, SHAE2_62820.7, SHAE2_62820.3, SHAE2_62820.2, SHAE2_62820.4, SHAE2_62820.1, SHAE2_62820.5
OG0001226	FGIG_02402, FGIG_02403	SHAE2_48780.1
OG0001227	FGIG_02427, FGIG_10207	SHAE2_66010.5, SHAE2_66010.4, SHAE2_66010.2, SHAE2_66010.6, SHAE2_66010.1, SHAE2_66010.3
OG0001228	FGIG_04742, FGIG_05551, FGIG_02693, FGIG_12115, FGIG_02692	SHAE2_47850.1
OG0001229	FGIG_02875	SHAE2_32730.1, SHAE2_32730.2, SHAE2_32730.3, SHAE2_32730.4
OG0001230	FGIG_02882	SHAE2_19040.6, SHAE2_19040.1, SHAE2_19040.5, SHAE2_19040.2, SHAE2_19040.3, SHAE2_19040.4
OG0001231	FGIG_02962	SHAE2_42430.3, SHAE2_42430.4, SHAE2_42430.7, SHAE2_42430.8, SHAE2_42430.1, SHAE2_42430.2, SHAE2_42430.5, SHAE2_42430.6
OG0001232	FGIG_03290, FGIG_10388	SHAE2_85210.1, SHAE2_85240.1
OG0001233	FGIG_03583	SHAE2_6450.1, SHAE2_6450.2, SHAE2_6450.3
OG0001234	FGIG_03890	SHAE2_47000.1, SHAE2_47000.2, SHAE2_47000.3, SHAE2_47000.4
OG0001235	FGIG_05015, FGIG_04167	SHAE2_31120.1, SHAE2_31110.1
OG0001236	FGIG_04255, FGIG_04254	SHAE2_67670.1, SHAE2_67670.4, SHAE2_67670.2, SHAE2_67670.3
OG0001237	FGIG_04341	SHAE2_28930.1, SHAE2_28850.1
OG0001238	FGIG_04821, FGIG_10088	SHAE2_89190.2, SHAE2_89190.1, SHAE2_89190.4, SHAE2_89190.3
OG0001239	FGIG_04854	SHAE2_14320.1, SHAE2_14320.2, SHAE2_14320.3, SHAE2_14320.4
OG0001240	FGIG_05002	SHAE2_57260.1, SHAE2_57260.3, SHAE2_57260.4, SHAE2_57260.2
OG0001241	FGIG_05887	SHAE2_63670.1
OG0001241	FGIG_05099	SHAE2_79010.1
OG0001242	FGIG_05100, FGIG_11527, FGIG_06927, FGIG_10131, FGIG_10130	SHAE2_59820.1
OG0001244	FGIG_05347	SHAE2_95030.5, SHAE2_95030.4, SHAE2_95030.3, SHAE2_95030.6, SHAE2_95030.1, SHAE2_95030.7, SHAE2_95030.2
OG0001245	FGIG_05932	SHAE2_13960.1
OG0001246	FGIG_06383	SHAE2_36000.3, SHAE2_36000.1, SHAE2_36000.2
OG0001247	FGIG_06416	SHAE2_40160.1
OG0001248	FGIG_06917	SHAE2_6170.1
OG0001249	FGIG_06968	SHAE2_38900.3, SHAE2_38900.4, SHAE2_38910.3, SHAE2_38910.4, SHAE2_38900.1, SHAE2_38910.2, SHAE2_38900.2, SHAE2_38910.1
OG0001250	FGIG_06989	SHAE2_2330.2, SHAE2_2330.3, SHAE2_2330.1, SHAE2_2340.1, SHAE2_2340.2
OG0001251	FGIG_07285	SHAE2_81830.1
OG0001252	FGIG_07384	SHAE2_55170.1, SHAE2_55170.2, SHAE2_55170.3, SHAE2_55170.4, SHAE2_55170.5, SHAE2_55170.6
OG0001253	FGIG_07753, FGIG_07752	SHAE2_58070.2, SHAE2_58070.1, SHAE2_58070.3
OG0001254	FGIG_12494, FGIG_07899, FGIG_07901	SHAE2_35050.1, SHAE2_35060.1
OG0001255	FGIG_07955	SHAE2_31210.1
OG0001256	FGIG_10216, FGIG_08072, FGIG_08073	SHAE2_51620.1
OG0001257	FGIG_10494, FGIG_08198	SHAE2_29210.3, SHAE2_29210.2, SHAE2_29210.5, SHAE2_29210.1, SHAE2_29210.4
OG0001258	FGIG_08259	SHAE2_81180.3, SHAE2_81180.2, SHAE2_81180.4
OG0001259	FGIG_08281	SHAE2_63530.1, SHAE2_63530.2
OG0001260	FGIG_08501, FGIG_08502	SHAE2_1770.1, SHAE2_1770.3, SHAE2_1770.2
OG0001261	FGIG_08782	SHAE2_48500.1, SHAE2_48500.2, SHAE2_48500.3
OG0001262	FGIG_08945	SHAE2_87120.3, SHAE2_87120.6, SHAE2_87120.5, SHAE2_87120.1, SHAE2_87120.2, SHAE2_87120.4
OG0001263	FGIG_09513	SHAE2_95170.6, SHAE2_95170.3, SHAE2_95170.1, SHAE2_95170.2, SHAE2_95170.4, SHAE2_95170.5, SHAE2_95180.1
OG0001264	FGIG_09786	SHAE2_57110.3, SHAE2_57110.5, SHAE2_57110.1, SHAE2_57110.2, SHAE2_57110.6, SHAE2_57110.7, SHAE2_57110.4
OG0001265	FGIG_09796	SHAE2_65030.1
OG0001266	FGIG_09988	SHAE2_74880.1, SHAE2_74880.4, SHAE2_74880.2, SHAE2_74880.3, SHAE2_74880.5, SHAE2_74880.6
OG0001267	FGIG_10603	SHAE2_56470.1
OG0001268	FGIG_11001, FGIG_10608	SHAE2_8470.1
OG0001269	FGIG_10908	SHAE2_26040.2, SHAE2_26040.1, SHAE2_26040.3
OG0001270	FGIG_10957	SHAE2_94240.1
OG0001271	FGIG_11008, FGIG_12544	SHAE2_69320.2, SHAE2_69320.4, SHAE2_69320.6, SHAE2_69320.1, SHAE2_69320.3, SHAE2_69320.5
OG0001272	FGIG_11520, FGIG_12609, FGIG_11091	SHAE2_85010.4, SHAE2_85010.1, SHAE2_85010.2, SHAE2_85010.3
OG0001273	FGIG_11191	SHAE2_78190.3, SHAE2_78190.1, SHAE2_78190.2
OG0001274	FGIG_11229, FGIG_11228	SHAE2_72910.1, SHAE2_72910.4, SHAE2_72910.3, SHAE2_72910.5, SHAE2_72910.2
OG0001275	FGIG_11389, FGIG_11949	SHAE2_57620.1, SHAE2_57620.2, SHAE2_57620.5, SHAE2_57620.6, SHAE2_57620.3, SHAE2_57620.4, SHAE2_57620.7
OG0001276	FGIG_11574	SHAE2_68690.1
OG0001277	FGIG_11601, FGIG_12005	SHAE2_3720.3, SHAE2_3720.4, SHAE2_3720.6, SHAE2_3720.14, SHAE2_3720.5, SHAE2_3720.8, SHAE2_3720.10, SHAE2_3720.2, SHAE2_3720.7, SHAE2_3720.9, SHAE2_3720.13, SHAE2_3720.12, SHAE2_3720.1, SHAE2_3720.11
OG0001278	FGIG_11618	SHAE2_96240.1, SHAE2_96240.3, SHAE2_96240.2
OG0001279	FGIG_12224, FGIG_12521	SHAE2_37770.1, SHAE2_37770.2, SHAE2_37770.3, SHAE2_37770.4, SHAE2_37770.6, SHAE2_37770.5
OG0001288	FGIG_00192	SHAE2_99370.1
OG0001289	FGIG_00210	SHAE2_31810.2, SHAE2_31810.3, SHAE2_31810.1
OG0001290	FGIG_07230, FGIG_00515	SHAE2_5520.7, SHAE2_5520.1, SHAE2_5520.6, SHAE2_5520.4, SHAE2_5520.2, SHAE2_5520.3, SHAE2_5520.5
OG0001291	FGIG_00674	SHAE2_7520.6, SHAE2_7520.2, SHAE2_7520.4, SHAE2_7520.7, SHAE2_7520.1, SHAE2_7520.3, SHAE2_7520.5, SHAE2_7520.8
OG0001292	FGIG_00943	SHAE2_7630.1
OG0001293	FGIG_01034, FGIG_10755	SHAE2_58860.2, SHAE2_58860.3, SHAE2_58860.1, SHAE2_58830.1
OG0001294	FGIG_01093	SHAE2_34490.1
OG0001295	FGIG_01383	SHAE2_34090.1, SHAE2_34090.2, SHAE2_34090.3
OG0001296	FGIG_01523	SHAE2_8030.2, SHAE2_8030.7, SHAE2_8030.4, SHAE2_8030.3, SHAE2_8030.1, SHAE2_8030.5, SHAE2_8030.6, SHAE2_8030.8
OG0001297	FGIG_01649	SHAE2_15850.2, SHAE2_15850.1, SHAE2_15850.3
OG0001298	FGIG_10329, FGIG_01668	SHAE2_39130.1, SHAE2_39130.2, SHAE2_39130.3, SHAE2_39130.4, SHAE2_39130.6, SHAE2_39130.5
OG0001299	FGIG_01809	SHAE2_35010.2, SHAE2_35010.1, SHAE2_35010.3
OG0001300	FGIG_01863, FGIG_01865, FGIG_01864	SHAE2_6540.3, SHAE2_6540.1, SHAE2_6540.2
OG0001301	FGIG_02298	SHAE2_57690.1, SHAE2_57690.2, SHAE2_57690.4, SHAE2_57690.5, SHAE2_57690.3
OG0001302	FGIG_02339, FGIG_12266	SHAE2_2760.2, SHAE2_2760.1, SHAE2_2760.3, SHAE2_2760.4, SHAE2_2760.10, SHAE2_2760.12, SHAE2_2760.13, SHAE2_2760.8, SHAE2_2760.5, SHAE2_2760.6, SHAE2_2760.14, SHAE2_2760.15, SHAE2_2760.11, SHAE2_2760.9, SHAE2_2760.7
OG0001303	FGIG_02649	SHAE2_34070.2, SHAE2_34070.4, SHAE2_34070.1, SHAE2_34070.3
OG0001304	FGIG_02940	SHAE2_93910.1
OG0001305	FGIG_03115	SHAE2_1800.1, SHAE2_1800.2, SHAE2_1800.3, SHAE2_1800.4, SHAE2_1800.5, SHAE2_1800.7, SHAE2_1800.6
OG0001306	FGIG_03213, FGIG_11624	SHAE2_65640.1, SHAE2_65640.2
OG0001307	FGIG_12121	SHAE2_85860.1
OG0001307	FGIG_08402, FGIG_03373	SHAE2_85840.1
OG0001308	FGIG_03675	SHAE2_100270.1, SHAE2_100270.2
OG0001309	FGIG_03882	SHAE2_78500.1, SHAE2_78500.5, SHAE2_78500.6, SHAE2_78500.7, SHAE2_78500.2, SHAE2_78500.3, SHAE2_78500.4, SHAE2_78500.8
OG0001310	FGIG_03923, FGIG_03919, FGIG_03920, FGIG_03921, FGIG_03922	SHAE2_29730.1, SHAE2_29730.2, SHAE2_29730.3, SHAE2_29730.5, SHAE2_29730.4
OG0001311	FGIG_04205	SHAE2_46990.1, SHAE2_46990.4, SHAE2_46990.2, SHAE2_46990.3
OG0001312	FGIG_04608	SHAE2_33830.1
OG0001313	FGIG_04711, FGIG_10967, FGIG_04712	SHAE2_44680.1, SHAE2_44680.5, SHAE2_44680.2, SHAE2_44680.3, SHAE2_44680.4
OG0001314	FGIG_04857	SHAE2_12350.1, SHAE2_12350.3, SHAE2_12350.2, SHAE2_12350.4, SHAE2_12350.5
OG0001315	FGIG_04966	SHAE2_33790.1, SHAE2_33790.2, SHAE2_33790.3
OG0001316	FGIG_05223, FGIG_05224	SHAE2_90350.1, SHAE2_90360.1, SHAE2_90370.1
OG0001317	FGIG_05230, FGIG_05743	SHAE2_16720.1, SHAE2_16720.2, SHAE2_16720.3
OG0001318	FGIG_05261	SHAE2_1080.1
OG0001319	FGIG_05871	SHAE2_42460.3, SHAE2_42460.7, SHAE2_42460.5, SHAE2_42460.6, SHAE2_42460.8, SHAE2_42460.10, SHAE2_42460.4, SHAE2_42480.1, SHAE2_42460.9
OG0001320	FGIG_06118	SHAE2_67700.4, SHAE2_67700.1, SHAE2_67700.7, SHAE2_67700.8, SHAE2_67700.6, SHAE2_67700.2, SHAE2_67700.3, SHAE2_67700.5
OG0001322	FGIG_06556	SHAE2_51010.2, SHAE2_51010.1
OG0001323	FGIG_06678	SHAE2_1220.1
OG0001324	FGIG_06702	SHAE2_92110.1, SHAE2_92110.2, SHAE2_92110.3
OG0001325	FGIG_06784	SHAE2_101660.1, SHAE2_101660.2, SHAE2_101660.3
OG0001326	FGIG_07026, FGIG_12565	SHAE2_56970.1
OG0001327	FGIG_07236	SHAE2_96570.1
OG0001328	FGIG_12496, FGIG_07303, FGIG_07304	SHAE2_5060.6, SHAE2_5060.7, SHAE2_5060.3, SHAE2_5060.2, SHAE2_5060.1, SHAE2_5060.5, SHAE2_5060.4, SHAE2_5060.8, SHAE2_5060.9
OG0001329	FGIG_07431	SHAE2_6840.1, SHAE2_6840.2, SHAE2_6840.3, SHAE2_6840.5, SHAE2_6840.4, SHAE2_6840.6
OG0001330	FGIG_07580	SHAE2_33230.1
OG0001331	FGIG_07615	SHAE2_51410.1, SHAE2_51410.3, SHAE2_51410.2, SHAE2_51410.4
OG0001332	FGIG_07793	SHAE2_63210.2, SHAE2_63210.1
OG0001332	FGIG_08065	SHAE2_76330.1
OG0001333	FGIG_08087	SHAE2_68460.1, SHAE2_68460.2, SHAE2_68460.3
OG0001334	FGIG_08335	SHAE2_1840.1, SHAE2_1840.2, SHAE2_1840.3, SHAE2_1840.4, SHAE2_1840.5, SHAE2_1840.6, SHAE2_1840.7, SHAE2_1840.10, SHAE2_1840.8, SHAE2_1840.9
OG0001335	FGIG_08507	SHAE2_33060.1, SHAE2_33060.2, SHAE2_33060.3, SHAE2_33080.1
OG0001336	FGIG_08559	SHAE2_49570.1, SHAE2_49580.1
OG0001337	FGIG_08711	SHAE2_57090.1, SHAE2_57090.4, SHAE2_57090.8, SHAE2_57090.6, SHAE2_57090.2, SHAE2_57090.3, SHAE2_57090.7, SHAE2_57090.5
OG0001338	FGIG_08777	SHAE2_40040.4, SHAE2_40040.2, SHAE2_40040.6, SHAE2_40040.3, SHAE2_40040.1, SHAE2_40040.7, SHAE2_40040.8, SHAE2_40040.5, SHAE2_40040.9
OG0001339	FGIG_09242	SHAE2_13110.4, SHAE2_13110.2, SHAE2_13110.3, SHAE2_13110.1
OG0001340	FGIG_09253	SHAE2_11560.1, SHAE2_11390.1
OG0001341	FGIG_09384	SHAE2_81370.3, SHAE2_81370.1, SHAE2_81370.2, SHAE2_81370.4, SHAE2_81370.5, SHAE2_81370.6
OG0001342	FGIG_12225, FGIG_09592, FGIG_09591	SHAE2_55730.2, SHAE2_55730.1, SHAE2_55730.3
OG0001343	FGIG_09648	SHAE2_76350.1, SHAE2_76350.2
OG0001344	FGIG_10334, FGIG_09779	SHAE2_81430.2, SHAE2_81430.5, SHAE2_81430.1, SHAE2_81430.3, SHAE2_81430.6, SHAE2_81430.8, SHAE2_81430.4, SHAE2_81430.7, SHAE2_81430.9
OG0001345	FGIG_09899, FGIG_10090	SHAE2_45220.3, SHAE2_45220.1, SHAE2_45220.2, SHAE2_45220.4, SHAE2_45220.6, SHAE2_45220.5
OG0001346	FGIG_10884, FGIG_10886, FGIG_09989, FGIG_10885	SHAE2_16470.2, SHAE2_16470.3, SHAE2_16470.8, SHAE2_16470.9, SHAE2_16470.1, SHAE2_16460.1, SHAE2_16460.2, SHAE2_16460.3, SHAE2_16470.5, SHAE2_16470.6, SHAE2_16470.4, SHAE2_16470.10, SHAE2_16470.7
OG0001347	FGIG_10057, FGIG_12464	SHAE2_36700.1, SHAE2_36700.2, SHAE2_36700.3
OG0001348	FGIG_10100	SHAE2_38770.1
OG0001349	FGIG_11879, FGIG_10164	SHAE2_17270.2, SHAE2_17270.7, SHAE2_17270.1, SHAE2_17270.4, SHAE2_17270.6, SHAE2_17270.3, SHAE2_17270.5, SHAE2_17270.8, SHAE2_17270.10, SHAE2_17270.9, SHAE2_17270.11
OG0001350	FGIG_10314	SHAE2_33480.1, SHAE2_33480.5, SHAE2_33480.3, SHAE2_33480.4, SHAE2_33480.7, SHAE2_33480.2, SHAE2_33480.6
OG0001351	FGIG_10576	SHAE2_25990.3, SHAE2_25990.4, SHAE2_25990.1, SHAE2_25990.2
OG0001352	FGIG_10691	SHAE2_26300.2, SHAE2_26300.3, SHAE2_26300.4, SHAE2_26300.5, SHAE2_26300.1, SHAE2_26300.6
OG0001353	FGIG_10836, FGIG_11746	SHAE2_66820.7, SHAE2_66820.8, SHAE2_66820.2, SHAE2_66820.4, SHAE2_66820.5, SHAE2_66820.6, SHAE2_66820.3, SHAE2_66820.1
OG0001354	FGIG_11409	SHAE2_68860.1, SHAE2_68860.2, SHAE2_68860.3
OG0001355	FGIG_11782	SHAE2_63600.2, SHAE2_63600.5, SHAE2_63600.3, SHAE2_63600.4, SHAE2_63600.1
OG0001356	FGIG_11865	SHAE2_76530.2, SHAE2_76530.1
OG0001357	FGIG_12082	SHAE2_42370.3, SHAE2_42370.1, SHAE2_42370.2
OG0001358	FGIG_12429, FGIG_12515	SHAE2_93970.1, SHAE2_93970.2, SHAE2_93970.3, SHAE2_93970.4
OG0001361	FGIG_00002	SHAE2_30840.1, SHAE2_30840.2, SHAE2_30840.3, SHAE2_30840.4
OG0001362	FGIG_10224	SHAE2_32890.3, SHAE2_32890.1, SHAE2_32890.2
OG0001363	FGIG_00681	SHAE2_100330.1, SHAE2_100330.4, SHAE2_100330.2, SHAE2_100330.3
OG0001364	FGIG_02461, FGIG_00701	SHAE2_90340.1
OG0001365	FGIG_00793	SHAE2_82450.2, SHAE2_82450.1
OG0001366	FGIG_00825	SHAE2_56580.2, SHAE2_56580.1, SHAE2_56580.3
OG0001367	FGIG_00899	SHAE2_100910.1
OG0001368	FGIG_01072	SHAE2_20160.1
OG0001369	FGIG_01293, FGIG_11775	SHAE2_94630.7, SHAE2_94630.3, SHAE2_94630.4, SHAE2_94630.6, SHAE2_94630.1, SHAE2_94630.2, SHAE2_94630.5
OG0001370	FGIG_01407	SHAE2_62460.1, SHAE2_62460.3, SHAE2_62460.4, SHAE2_62460.6, SHAE2_62460.2, SHAE2_62460.5
OG0001371	FGIG_01436, FGIG_03554, FGIG_05993	SHAE2_39320.3, SHAE2_39320.1, SHAE2_39320.2, SHAE2_39320.4
OG0001372	FGIG_01881	SHAE2_40090.6, SHAE2_40090.4, SHAE2_40090.3, SHAE2_40090.2, SHAE2_40090.1, SHAE2_40090.5
OG0001373	FGIG_01981	SHAE2_2750.4, SHAE2_2750.1, SHAE2_2750.2, SHAE2_2750.5, SHAE2_2750.3
OG0001374	FGIG_01999	SHAE2_64910.1, SHAE2_64910.2
OG0001375	FGIG_02028	SHAE2_81720.1, SHAE2_81720.2
OG0001376	FGIG_02276	SHAE2_92250.4, SHAE2_92250.5, SHAE2_92250.1, SHAE2_92250.2, SHAE2_92250.3, SHAE2_95680.1
OG0001377	FGIG_02347	SHAE2_66300.1, SHAE2_66300.3, SHAE2_66300.2, SHAE2_66300.4, SHAE2_66300.5, SHAE2_66300.6
OG0001378	FGIG_02822, FGIG_02481	SHAE2_3800.1
OG0001379	FGIG_02623, FGIG_11407, FGIG_11408, FGIG_09106	SHAE2_74500.1
OG0001380	FGIG_02638	SHAE2_63290.2, SHAE2_63290.3, SHAE2_63290.1, SHAE2_63290.4
OG0001381	FGIG_02642, FGIG_12629	SHAE2_77720.1
OG0001382	FGIG_02925	SHAE2_28940.1
OG0001383	FGIG_03190	SHAE2_4650.1, SHAE2_4650.2
OG0001384	FGIG_03272	SHAE2_93050.1, SHAE2_93050.2
OG0001385	FGIG_03311, FGIG_03310	SHAE2_25610.1, SHAE2_25610.2, SHAE2_25610.4, SHAE2_25610.3
OG0001386	FGIG_03534	SHAE2_46970.1
OG0001387	FGIG_03668	SHAE2_92100.1, SHAE2_92100.2, SHAE2_92100.3, SHAE2_92100.4, SHAE2_92100.5
OG0001388	FGIG_07823, FGIG_03697	SHAE2_13380.1, SHAE2_13380.3, SHAE2_13380.2
OG0001389	FGIG_03992	SHAE2_49030.1
OG0001390	FGIG_04023	SHAE2_42700.1, SHAE2_42700.2, SHAE2_42700.3, SHAE2_42700.4
OG0001391	FGIG_04025, FGIG_06537	SHAE2_37390.1
OG0001392	FGIG_04113	SHAE2_14380.1, SHAE2_14380.2, SHAE2_14380.3
OG0001393	FGIG_04241	SHAE2_18290.1, SHAE2_18280.1, SHAE2_18280.2
OG0001394	FGIG_04248	SHAE2_80700.4, SHAE2_80700.3, SHAE2_80700.2, SHAE2_80700.1, SHAE2_80700.5, SHAE2_48400.1
OG0001395	FGIG_04272	SHAE2_93900.1, SHAE2_93900.2
OG0001395	FGIG_12176	SHAE2_27950.1
OG0001396	FGIG_04364	SHAE2_51080.3, SHAE2_51080.1, SHAE2_51080.2
OG0001397	FGIG_04602	SHAE2_66480.2, SHAE2_66480.1
OG0001398	FGIG_04627	SHAE2_13140.1
OG0001399	FGIG_04632, FGIG_05593	SHAE2_97290.3, SHAE2_97290.4, SHAE2_97300.1, SHAE2_97310.1, SHAE2_97290.2, SHAE2_97290.1
OG0001400	FGIG_04740	SHAE2_85470.1, SHAE2_85470.2, SHAE2_85470.5, SHAE2_85470.4, SHAE2_85470.3
OG0001401	FGIG_05531, FGIG_04791	SHAE2_53930.1, SHAE2_53920.1
OG0001402	FGIG_04917	SHAE2_28290.1
OG0001403	FGIG_05254, FGIG_05255	SHAE2_58290.1
OG0001404	FGIG_05319	SHAE2_21740.1
OG0001405	FGIG_05965	SHAE2_36300.1
OG0001406	FGIG_06203	SHAE2_31510.1
OG0001408	FGIG_06264, FGIG_07363	SHAE2_26600.1, SHAE2_26580.1, SHAE2_26580.2
OG0001409	FGIG_06287, FGIG_09995	SHAE2_52890.2, SHAE2_52890.4, SHAE2_52890.3, SHAE2_52890.1, SHAE2_52890.5
OG0001410	FGIG_06538	SHAE2_37790.1, SHAE2_37780.1
OG0001411	FGIG_06544	SHAE2_30820.1
OG0001412	FGIG_06774	SHAE2_30910.1
OG0001413	FGIG_06924	SHAE2_99590.1, SHAE2_99590.2
OG0001414	FGIG_07348	SHAE2_4850.3, SHAE2_4850.4, SHAE2_4850.6, SHAE2_4850.1, SHAE2_4850.5, SHAE2_4850.2, SHAE2_4850.9, SHAE2_4850.8, SHAE2_4850.7
OG0001415	FGIG_07500	SHAE2_33620.4, SHAE2_33620.1, SHAE2_33620.2, SHAE2_33620.3
OG0001416	FGIG_07696	SHAE2_16390.1
OG0001417	FGIG_07741, FGIG_12559	SHAE2_14130.6, SHAE2_14130.3, SHAE2_14130.4, SHAE2_14130.5, SHAE2_14130.2, SHAE2_14130.1
OG0001418	FGIG_07825	SHAE2_180.1, SHAE2_180.2
OG0001419	FGIG_07870, FGIG_10679	SHAE2_70540.3, SHAE2_70540.1, SHAE2_70540.2
OG0001420	FGIG_07881	SHAE2_86810.1
OG0001421	FGIG_07907	SHAE2_39720.3, SHAE2_39720.4, SHAE2_39720.2, SHAE2_39720.5, SHAE2_39720.1, SHAE2_39720.6
OG0001422	FGIG_08355	SHAE2_79510.6, SHAE2_79510.1, SHAE2_79510.3, SHAE2_79510.4, SHAE2_79510.7, SHAE2_79510.5, SHAE2_79510.9, SHAE2_79510.2, SHAE2_79510.8
OG0001423	FGIG_08436	SHAE2_13060.1
OG0001424	FGIG_09248, FGIG_12263, FGIG_08684	SHAE2_11260.2, SHAE2_11260.1
OG0001425	FGIG_08864	SHAE2_27770.1, SHAE2_27770.3, SHAE2_27770.4, SHAE2_27770.2
OG0001426	FGIG_09477	SHAE2_6760.1, SHAE2_6760.2
OG0001427	FGIG_09959, FGIG_09960, FGIG_09551	SHAE2_28300.1
OG0001428	FGIG_09685	SHAE2_102430.10, SHAE2_102430.8, SHAE2_102430.11, SHAE2_102430.1, SHAE2_102430.2, SHAE2_102430.5, SHAE2_102430.6, SHAE2_102430.7, SHAE2_102430.9, SHAE2_102430.3, SHAE2_102430.4
OG0001429	FGIG_09736	SHAE2_56280.1
OG0001430	FGIG_09780, FGIG_09781	SHAE2_58400.1, SHAE2_58380.1, SHAE2_58390.1
OG0001431	FGIG_09903	SHAE2_69640.1, SHAE2_69640.3, SHAE2_69640.2, SHAE2_69640.4
OG0001432	FGIG_10624, FGIG_10046	SHAE2_23910.1
OG0001433	FGIG_10236	SHAE2_22540.5, SHAE2_22540.3, SHAE2_22540.2, SHAE2_22540.4, SHAE2_22540.1
OG0001434	FGIG_10315	SHAE2_100570.2, SHAE2_100570.4, SHAE2_100570.5, SHAE2_100570.1, SHAE2_100570.3
OG0001435	FGIG_10602	SHAE2_81750.3, SHAE2_81750.4, SHAE2_81750.2, SHAE2_81750.1
OG0001436	FGIG_10675	SHAE2_82160.1
OG0001437	FGIG_11037	SHAE2_53310.1, SHAE2_57800.1
OG0001438	FGIG_12188, FGIG_11078	SHAE2_21180.3, SHAE2_21180.4, SHAE2_21180.5, SHAE2_21180.1, SHAE2_21180.2, SHAE2_21180.6
OG0001439	FGIG_11413	SHAE2_80240.1, SHAE2_80240.3, SHAE2_80240.4, SHAE2_80240.2
OG0001440	FGIG_11566, FGIG_11647	SHAE2_40240.1, SHAE2_40240.3, SHAE2_40240.2, SHAE2_40240.4
OG0001441	FGIG_11575	SHAE2_95460.1
OG0001442	FGIG_12309	SHAE2_66550.1, SHAE2_66550.4, SHAE2_66550.3, SHAE2_66550.2
OG0001443	FGIG_12392	SHAE2_21610.1
OG0001453	FGIG_00007	SHAE2_55600.3, SHAE2_55600.2, SHAE2_55600.4, SHAE2_55600.6, SHAE2_55600.1, SHAE2_55600.5
OG0001454	FGIG_00100	SHAE2_87080.4, SHAE2_87080.6, SHAE2_87080.1, SHAE2_87080.2, SHAE2_87080.3, SHAE2_87080.5
