Orthogroup	fasciola_gigantica	s.mekongi
OG0002330	FGIG_09881	KAK4475901.1
OG0002331	FGIG_09927, FGIG_11900	KAK4475826.1
OG0002332	FGIG_09958	KAK4474659.1
OG0002333	FGIG_10059	KAK4469339.1, KAK4469340.1
OG0002334	FGIG_10145	KAK4476244.1
OG0002335	FGIG_10281	KAK4474865.1
OG0002336	FGIG_12150, FGIG_10289	KAK4469752.1
OG0002337	FGIG_10362	KAK4467876.1
OG0002338	FGIG_10458	KAK4476164.1
OG0002339	FGIG_10531	KAK4468528.1
OG0002340	FGIG_10716	KAK4475558.1
OG0002341	FGIG_10749	KAK4468589.1
OG0002342	FGIG_10783	KAK4475632.1
OG0002343	FGIG_10808	KAK4472783.1
OG0002344	FGIG_11003	KAK4471870.1
OG0002345	FGIG_11019	KAK4468737.1
OG0002346	FGIG_11123, FGIG_11122	KAK4473237.1
OG0002347	FGIG_11158, FGIG_11159, FGIG_12385, FGIG_12386	KAK4474998.1, KAK4474997.1, KAK4475000.1
OG0002349	FGIG_11271, FGIG_11398	KAK4468594.1
OG0002350	FGIG_11286	KAK4474000.1
OG0002351	FGIG_11338	KAK4469666.1
OG0002352	FGIG_11473	KAK4468684.1
OG0002353	FGIG_11640	KAK4470343.1
OG0002355	FGIG_11960, FGIG_11712	KAK4470597.1
OG0002356	FGIG_11801	KAK4471254.1
OG0002370	FGIG_00318, FGIG_00319	KAK4469597.1, KAK4469133.1
OG0002371	FGIG_00332	KAK4474916.1
OG0002372	FGIG_00522	KAK4467224.1, KAK4471312.1
OG0002373	FGIG_00664	KAK4470701.1
OG0002374	FGIG_00687	KAK4475820.1
OG0002375	FGIG_05220, FGIG_00900	KAK4467780.1
OG0002376	FGIG_00953, FGIG_09565	KAK4470257.1
OG0002377	FGIG_01063, FGIG_01062	KAK4472439.1
OG0002378	FGIG_01137	KAK4473698.1
OG0002379	FGIG_05262	KAK4473511.1
OG0002381	FGIG_01256	KAK4469366.1
OG0002382	FGIG_01304	KAK4474375.1
OG0002383	FGIG_01455	KAK4469692.1
OG0002384	FGIG_09873, FGIG_01494, FGIG_13997	KAK4467987.1
OG0002385	FGIG_01675	KAK4472809.1
OG0002387	FGIG_01735, FGIG_01737, FGIG_01736	KAK4470018.1
OG0002388	FGIG_01875, FGIG_10835	KAK4475940.1
OG0002389	FGIG_01884	KAK4468669.1
OG0002390	FGIG_01897, FGIG_01896, FGIG_01898	KAK4474823.1
OG0002391	FGIG_02015	KAK4475150.1
OG0002392	FGIG_02057	KAK4468612.1
OG0002393	FGIG_02189, FGIG_04963	KAK4472029.1
OG0002394	FGIG_02326	KAK4472676.1
OG0002395	FGIG_02392, FGIG_12059	KAK4468093.1, KAK4468094.1
OG0002396	FGIG_02713	KAK4472397.1
OG0002397	FGIG_02751	KAK4470885.1
OG0002398	FGIG_02818	KAK4475858.1
OG0002399	FGIG_02929, FGIG_12312	KAK4473606.1
OG0002400	FGIG_02992	KAK4475588.1
OG0002401	FGIG_03016	KAK4467838.1
OG0002402	FGIG_03098	KAK4475402.1
OG0002403	FGIG_03175	KAK4473070.1
OG0002404	FGIG_03321	KAK4471785.1
OG0002405	FGIG_03332	KAK4475049.1
OG0002406	FGIG_03463	KAK4475993.1
OG0002407	FGIG_03753	KAK4476135.1
OG0002407	FGIG_03485	KAK4476136.1
OG0002408	FGIG_03539	KAK4470613.1
OG0002409	FGIG_03603	KAK4468127.1
OG0002410	FGIG_03611	KAK4474104.1
OG0002411	FGIG_10068, FGIG_03660	KAK4468652.1
OG0002412	FGIG_03751	KAK4472430.1
OG0002413	FGIG_03978	KAK4468788.1
OG0002414	FGIG_04080	KAK4469811.1
OG0002415	FGIG_04148	KAK4474976.1
OG0002416	FGIG_04169	KAK4473611.1
OG0002417	FGIG_04242	KAK4474808.1
OG0002418	FGIG_04267	KAK4472382.1
OG0002419	FGIG_04405	KAK4472820.1
OG0002420	FGIG_04462	KAK4472363.1
OG0002421	FGIG_04522	KAK4470174.1
OG0002422	FGIG_04530	KAK4474164.1
OG0002423	FGIG_04660, FGIG_04661	KAK4470832.1
OG0002425	FGIG_05156	KAK4474187.1
OG0002426	FGIG_05306, FGIG_05305, FGIG_11597, FGIG_05304	KAK4473965.1
OG0002427	FGIG_08659, FGIG_08134, FGIG_05349	KAK4475994.1
OG0002428	FGIG_05382	KAK4474646.1
OG0002429	FGIG_05450	KAK4473683.1
OG0002430	FGIG_05519	KAK4470471.1
OG0002431	FGIG_05521	KAK4473988.1
OG0002432	FGIG_05602	KAK4471897.1
OG0002433	FGIG_05646, FGIG_05645	KAK4475085.1
OG0002434	FGIG_05674	KAK4474158.1
OG0002435	FGIG_05697	KAK4472802.1
OG0002436	FGIG_05730	KAK4475444.1
OG0002437	FGIG_05941	KAK4469477.1
OG0002438	FGIG_05966	KAK4472333.1
OG0002439	FGIG_05976	KAK4469502.1
OG0002440	FGIG_05987	KAK4471468.1
OG0002441	FGIG_06093	KAK4469282.1
OG0002442	FGIG_06418	KAK4473493.1
OG0002443	FGIG_06436	KAK4473569.1
OG0002444	FGIG_06465, FGIG_07625, FGIG_07626	KAK4471163.1
OG0002445	FGIG_06503	KAK4471033.1, KAK4471034.1
OG0002446	FGIG_06541, FGIG_06542	KAK4471713.1
OG0002447	FGIG_06779	KAK4475948.1
OG0002448	FGIG_06814	KAK4474203.1
OG0002449	FGIG_06820	KAK4475205.1
OG0002450	FGIG_06958, FGIG_06957	KAK4471224.1
OG0002451	FGIG_09875, FGIG_06973	KAK4470176.1
OG0002452	FGIG_07134	KAK4476118.1
OG0002453	FGIG_07309	KAK4469090.1
OG0002454	FGIG_07341, FGIG_07342	KAK4471609.1
OG0002455	FGIG_07376	KAK4471329.1
OG0002456	FGIG_07456	KAK4472501.1
OG0002457	FGIG_07547	KAK4470483.1
OG0002458	FGIG_07836	KAK4468125.1
OG0002459	FGIG_07884	KAK4473929.1
OG0002460	FGIG_07978	KAK4476149.1
OG0002461	FGIG_08021	KAK4474949.1
OG0002462	FGIG_08085, FGIG_08086	KAK4471476.1
OG0002463	FGIG_08096	KAK4467460.1
OG0002464	FGIG_08106	KAK4473107.1
OG0002465	FGIG_08251	KAK4468232.1
OG0002466	FGIG_08323	KAK4467611.1
OG0002467	FGIG_08516	KAK4469429.1
OG0002468	FGIG_08551	KAK4470508.1
OG0002469	FGIG_08589, FGIG_11582, FGIG_08590	KAK4475730.1
OG0002470	FGIG_08645	KAK4470917.1
OG0002471	FGIG_08707	KAK4470366.1
OG0002472	FGIG_08827	KAK4473974.1
OG0002473	FGIG_08879	KAK4474357.1
OG0002474	FGIG_08909	KAK4468715.1
OG0002475	FGIG_09134	KAK4475148.1
OG0002476	FGIG_09264, FGIG_09265, FGIG_10209	KAK4472699.1
OG0002477	FGIG_09272	KAK4470715.1
OG0002478	FGIG_09278	KAK4469646.1
OG0002479	FGIG_09452	KAK4471422.1
OG0002480	FGIG_09465, FGIG_09464	KAK4473129.1
OG0002481	FGIG_09576	KAK4475915.1
OG0002482	FGIG_09686	KAK4471812.1
OG0002483	FGIG_09695	KAK4475013.1
OG0002484	FGIG_09732	KAK4473299.1
OG0002485	FGIG_09739	KAK4472541.1
OG0002486	FGIG_09770	KAK4473286.1
OG0002487	FGIG_09784	KAK4470995.1
OG0002488	FGIG_10504, FGIG_09832	KAK4469858.1
OG0002489	FGIG_09868	KAK4473026.1
OG0002490	FGIG_09978	KAK4470660.1
OG0002491	FGIG_10023	KAK4467913.1
OG0002492	FGIG_10063, FGIG_10064	KAK4470367.1
OG0002493	FGIG_10292	KAK4471320.1
OG0002494	FGIG_10497	KAK4474831.1
OG0002495	FGIG_10719	KAK4474575.1
OG0002496	FGIG_10747	KAK4473513.1
OG0002497	FGIG_10950	KAK4469709.1
OG0002498	FGIG_11117	KAK4474394.1
OG0002499	FGIG_11169, FGIG_11170	KAK4469230.1
OG0002500	FGIG_11224	KAK4475638.1
OG0002501	FGIG_11287	KAK4474363.1
OG0002502	FGIG_11537	KAK4469951.1, KAK4469952.1
OG0002503	FGIG_11553	KAK4467461.1
OG0002504	FGIG_12299, FGIG_11806	KAK4473291.1
OG0002505	FGIG_11920	KAK4469156.1
OG0002506	FGIG_12017, FGIG_12551, FGIG_12439	KAK4472548.1
OG0002507	FGIG_12058	KAK4468244.1
OG0002508	FGIG_12197	KAK4471460.1
OG0002509	FGIG_12245, FGIG_12297	KAK4476214.1
OG0002510	FGIG_12391	KAK4467569.1
OG0002511	FGIG_12393	KAK4470253.1
OG0002512	FGIG_12546, FGIG_12547	KAK4471671.1
OG0002526	FGIG_00089	KAK4474740.1
OG0002527	FGIG_00511, FGIG_00510	KAK4473392.1, KAK4473393.1
OG0002528	FGIG_11944, FGIG_00524	KAK4467775.1
OG0002530	FGIG_00602	KAK4470379.1
OG0002531	FGIG_00671	KAK4473089.1
OG0002532	FGIG_00738	KAK4470157.1
OG0002533	FGIG_00969	KAK4471252.1
OG0002534	FGIG_09067	KAK4468563.1
OG0002535	FGIG_01112	KAK4474105.1
OG0002536	FGIG_01191	KAK4474745.1
OG0002537	FGIG_01229, FGIG_01228	KAK4468260.1
OG0002538	FGIG_01242	KAK4471905.1
OG0002539	FGIG_01248	KAK4472987.1
OG0002540	FGIG_01266, FGIG_01267	KAK4473767.1
OG0002541	FGIG_01457	KAK4469799.1
OG0002542	FGIG_10847, FGIG_12416, FGIG_01549	KAK4468510.1
OG0002543	FGIG_01691	KAK4472792.1
OG0002544	FGIG_01781	KAK4469629.1
OG0002545	FGIG_01827, FGIG_01826	KAK4473302.1
OG0002546	FGIG_01847	KAK4475215.1
OG0002547	FGIG_02027	KAK4467856.1
OG0002548	FGIG_02084	KAK4467883.1
OG0002549	FGIG_02182	KAK4473138.1
OG0002550	FGIG_02255	KAK4469066.1
OG0002551	FGIG_02388	KAK4472679.1
OG0002552	FGIG_02401, FGIG_09802	KAK4467387.1, KAK4467506.1, KAK4475710.1
OG0002553	FGIG_02504	KAK4471835.1
OG0002554	FGIG_02553	KAK4472087.1
OG0002555	FGIG_02669, FGIG_08043, FGIG_09511, FGIG_10706, FGIG_11580, FGIG_09512	KAK4474061.1
OG0002556	FGIG_02738	KAK4474301.1
OG0002557	FGIG_02739	KAK4473479.1
OG0002558	FGIG_02814	KAK4475678.1
OG0002559	FGIG_02898	KAK4473156.1
OG0002560	FGIG_03093, FGIG_03092	KAK4468947.1
OG0002562	FGIG_03203	KAK4476239.1
OG0002563	FGIG_03214, FGIG_03215	KAK4471980.1
OG0002564	FGIG_03281, FGIG_12500, FGIG_05562	KAK4470753.1
OG0002565	FGIG_03333, FGIG_07664	KAK4475513.1, KAK4475502.1
OG0002566	FGIG_03342, FGIG_03344, FGIG_03345	KAK4471213.1
OG0002567	FGIG_03349	KAK4474116.1
OG0002568	FGIG_03365	KAK4471310.1
OG0002569	FGIG_03570	KAK4471279.1
OG0002570	FGIG_03617	KAK4472620.1
OG0002571	FGIG_03757	KAK4473656.1
OG0002572	FGIG_03782	KAK4472039.1
OG0002573	FGIG_05707	KAK4474889.1
OG0002574	FGIG_03886	KAK4470332.1
OG0002575	FGIG_03898	KAK4473068.1
OG0002576	FGIG_04012	KAK4470870.1
OG0002578	FGIG_04195	KAK4469253.1
OG0002579	FGIG_04229	KAK4467904.1
OG0002580	FGIG_04294	KAK4472055.1
OG0002581	FGIG_04296	KAK4471767.1
OG0002582	FGIG_04308	KAK4474148.1
OG0002583	FGIG_04409	KAK4468752.1
OG0002584	FGIG_09949, FGIG_04538	KAK4473762.1
OG0002585	FGIG_04559	KAK4475358.1
OG0002586	FGIG_12272, FGIG_04639	KAK4475123.1
OG0002587	FGIG_04693, FGIG_04694	KAK4468233.1
OG0002588	FGIG_04974	KAK4471951.1
OG0002589	FGIG_05061	KAK4471928.1
OG0002590	FGIG_05128	KAK4470710.1
OG0002591	FGIG_05129	KAK4470847.1
OG0002592	FGIG_05162	KAK4473094.1
OG0002593	FGIG_05298	KAK4470993.1
OG0002594	FGIG_05299	KAK4470992.1
OG0002595	FGIG_05362	KAK4469555.1
OG0002596	FGIG_05460	KAK4470677.1
OG0002597	FGIG_05487	KAK4474701.1
OG0002598	FGIG_05515	KAK4472544.1
OG0002599	FGIG_05728, FGIG_05727	KAK4471646.1, KAK4471071.1
OG0002600	FGIG_05795	KAK4469126.1
OG0002601	FGIG_05849	KAK4474432.1
OG0002602	FGIG_05875	KAK4475406.1
OG0002603	FGIG_05906	KAK4471396.1
OG0002604	FGIG_06006	KAK4475522.1
OG0002605	FGIG_06036	KAK4469244.1
OG0002606	FGIG_06073, FGIG_06072	KAK4468082.1
OG0002607	FGIG_06107	KAK4472334.1
OG0002608	FGIG_06129	KAK4469572.1
OG0002609	FGIG_06136	KAK4475663.1, KAK4475665.1
OG0002610	FGIG_11000, FGIG_06189	KAK4473486.1
OG0002611	FGIG_06324	KAK4474861.1
OG0002612	FGIG_06340	KAK4467481.1
OG0002613	FGIG_06345	KAK4473505.1, KAK4470130.1
OG0002614	FGIG_06354	KAK4475608.1
OG0002615	FGIG_06373	KAK4468140.1
OG0002616	FGIG_06415	KAK4473848.1
OG0002617	FGIG_06419	KAK4473594.1
OG0002618	FGIG_06466	KAK4471164.1
OG0002619	FGIG_06472, FGIG_06474	KAK4471838.1
OG0002620	FGIG_06511	KAK4472489.1
OG0002621	FGIG_09641, FGIG_06677	KAK4475984.1
OG0002622	FGIG_06700	KAK4469743.1
OG0002623	FGIG_06729, FGIG_06728	KAK4474559.1
OG0002624	FGIG_06964	KAK4474836.1
OG0002625	FGIG_06967	KAK4474049.1
OG0002626	FGIG_06976	KAK4467566.1
OG0002627	FGIG_07084	KAK4474676.1
OG0002629	FGIG_07170	KAK4468445.1
OG0002630	FGIG_07216	KAK4476252.1
OG0002631	FGIG_07225	KAK4473217.1
OG0002632	FGIG_07361, FGIG_12484, FGIG_12485	KAK4468113.1
OG0002633	FGIG_07397	KAK4473686.1
OG0002634	FGIG_07468	KAK4473197.1
OG0002635	FGIG_07528	KAK4473343.1
OG0002636	FGIG_07640	KAK4471015.1
OG0002637	FGIG_12349, FGIG_07657, FGIG_07658	KAK4467702.1, KAK4467701.1
OG0002638	FGIG_07669	KAK4469897.1
OG0002639	FGIG_07695	KAK4471615.1
OG0002640	FGIG_12195, FGIG_07993	KAK4476273.1
OG0002641	FGIG_08071, FGIG_08808	KAK4469360.1
OG0002642	FGIG_08263	KAK4474619.1
OG0002643	FGIG_08292	KAK4467574.1, KAK4467575.1, KAK4475706.1
OG0002644	FGIG_08363	KAK4471790.1
OG0002645	FGIG_08488	KAK4474376.1
OG0002646	FGIG_09593, FGIG_08514	KAK4472920.1
OG0002647	FGIG_08632	KAK4468697.1
OG0002648	FGIG_08657	KAK4476061.1
OG0002649	FGIG_08764, FGIG_10032	KAK4473646.1
OG0002650	FGIG_08774	KAK4475983.1
OG0002651	FGIG_08809	KAK4476278.1
OG0002652	FGIG_08823, FGIG_08825, FGIG_08824	KAK4473894.1, KAK4467542.1
OG0002653	FGIG_08840	KAK4468927.1
OG0002654	FGIG_08874	KAK4468318.1
OG0002655	FGIG_08904, FGIG_08905	KAK4469771.1
OG0002656	FGIG_09068	KAK4475330.1
OG0002657	FGIG_09186	KAK4474784.1
OG0002658	FGIG_10965, FGIG_09229	KAK4472414.1
OG0002659	FGIG_09283, FGIG_09284	KAK4471842.1
OG0002660	FGIG_09287	KAK4475534.1
OG0002661	FGIG_09299	KAK4471307.1
OG0002662	FGIG_09329, FGIG_09330	KAK4468048.1
OG0002663	FGIG_09358	KAK4468176.1
OG0002664	FGIG_09406	KAK4467844.1
OG0002665	FGIG_09444	KAK4469407.1
OG0002667	FGIG_09692	KAK4473048.1
OG0002668	FGIG_09716	KAK4471186.1
OG0002669	FGIG_09863	KAK4468604.1
OG0002670	FGIG_09923	KAK4472817.1
OG0002671	FGIG_10002	KAK4467886.1
OG0002672	FGIG_10016, FGIG_12308, FGIG_10692	KAK4470631.1
OG0002673	FGIG_10035	KAK4470642.1
OG0002675	FGIG_10506	KAK4474368.1
OG0002676	FGIG_10620	KAK4471763.1
OG0002677	FGIG_10626	KAK4471715.1
OG0002678	FGIG_10664	KAK4475957.1
OG0002679	FGIG_10815	KAK4470081.1
OG0002680	FGIG_10900	KAK4471593.1
OG0002681	FGIG_10906	KAK4473081.1
OG0002682	FGIG_10998	KAK4475394.1
OG0002683	FGIG_11199	KAK4467688.1
OG0002684	FGIG_11240	KAK4468058.1
OG0002685	FGIG_11288	KAK4474773.1, KAK4474772.1
OG0002687	FGIG_11463, FGIG_12541	KAK4472774.1
OG0002688	FGIG_12381, FGIG_11687	KAK4472913.1
OG0002689	FGIG_11852	KAK4472868.1
OG0002690	FGIG_11864	KAK4473607.1
OG0002691	FGIG_11898	KAK4468051.1
OG0002692	FGIG_12208	KAK4474728.1
OG0002693	FGIG_12226	KAK4469575.1, KAK4469576.1
OG0002694	FGIG_12281	KAK4467684.1
OG0002695	FGIG_12398, FGIG_12354	KAK4475579.1
OG0002696	FGIG_12504	KAK4472278.1
OG0002708	FGIG_00053	KAK4472655.1
OG0002709	FGIG_00131	KAK4476139.1
OG0002710	FGIG_00253	KAK4476073.1
OG0002711	FGIG_00270	KAK4468624.1
OG0002712	FGIG_00278	KAK4474770.1, KAK4474771.1
OG0002713	FGIG_00291	KAK4469619.1
OG0002714	FGIG_00297, FGIG_01555, FGIG_01554	KAK4470749.1
OG0002715	FGIG_07985, FGIG_00418	KAK4471754.1
OG0002716	FGIG_00604, FGIG_00420	KAK4471573.1
OG0002717	FGIG_00464	KAK4468554.1
OG0002718	FGIG_00471	KAK4471654.1
OG0002720	FGIG_00722	KAK4475867.1
OG0002721	FGIG_00850	KAK4467655.1
OG0002722	FGIG_11485, FGIG_00965, FGIG_00966	KAK4475455.1
OG0002723	FGIG_11475, FGIG_00967, FGIG_11476	KAK4468312.1
OG0002724	FGIG_00998, FGIG_00999, FGIG_04014	KAK4468303.1
OG0002725	FGIG_01120	KAK4475720.1, KAK4475723.1
OG0002726	FGIG_01159	KAK4472701.1
OG0002727	FGIG_01253	KAK4470614.1
OG0002728	FGIG_01273	KAK4475998.1
OG0002729	FGIG_01275	KAK4474800.1
OG0002730	FGIG_11239, FGIG_01464, FGIG_01465	KAK4468174.1
OG0002731	FGIG_01545	KAK4469270.1
OG0002732	FGIG_01644	KAK4471597.1
OG0002733	FGIG_01763	KAK4473049.1
OG0002734	FGIG_01878	KAK4473463.1
OG0002735	FGIG_01907	KAK4472689.1
OG0002736	FGIG_02056	KAK4473052.1
OG0002737	FGIG_02094, FGIG_02093	KAK4473989.1
OG0002739	FGIG_02207	KAK4474669.1
OG0002740	FGIG_02372	KAK4473717.1
OG0002741	FGIG_02378	KAK4474921.1
OG0002742	FGIG_02450	KAK4470147.1
OG0002743	FGIG_02463	KAK4473428.1
OG0002744	FGIG_02489	KAK4471140.1
OG0002745	FGIG_12179, FGIG_08718, FGIG_02569	KAK4468844.1
OG0002746	FGIG_03304, FGIG_03305, FGIG_03306, FGIG_02632	KAK4469905.1
OG0002747	FGIG_02850	KAK4473006.1
OG0002748	FGIG_02853	KAK4474127.1
OG0002749	FGIG_03004	KAK4469628.1
OG0002750	FGIG_03144, FGIG_03145	KAK4469085.1
OG0002751	FGIG_03221	KAK4473696.1
OG0002752	FGIG_03278	KAK4470141.1
OG0002753	FGIG_03286, FGIG_06907	KAK4468156.1
OG0002754	FGIG_03291	KAK4475253.1
OG0002755	FGIG_03316	KAK4475664.1, KAK4475666.1
OG0002756	FGIG_03391, FGIG_03390	KAK4471179.1
OG0002757	FGIG_03406	KAK4472603.1
OG0002758	FGIG_03449	KAK4475841.1
OG0002759	FGIG_03520	KAK4472998.1
OG0002760	FGIG_03627, FGIG_10459, FGIG_10973	KAK4475634.1
OG0002761	FGIG_03649	KAK4476099.1
OG0002762	FGIG_03853	KAK4467811.1, KAK4467813.1
OG0002763	FGIG_03991	KAK4470861.1
OG0002764	FGIG_04124	KAK4472628.1
OG0002765	FGIG_04140	KAK4471457.1
OG0002766	FGIG_04171	KAK4470313.1
OG0002767	FGIG_04178	KAK4469243.1
OG0002768	FGIG_04236	KAK4475376.1
OG0002769	FGIG_04369	KAK4472893.1
OG0002770	FGIG_04421	KAK4475325.1
OG0002771	FGIG_04434	KAK4472301.1
OG0002772	FGIG_04505	KAK4468029.1
OG0002773	FGIG_04512	KAK4474786.1
OG0002774	FGIG_04542	KAK4475555.1
OG0002775	FGIG_04591	KAK4472265.1, KAK4472266.1
OG0002777	FGIG_04687	KAK4470678.1
OG0002778	FGIG_04729	KAK4467794.1
OG0002779	FGIG_06722, FGIG_04831	KAK4472348.1
OG0002780	FGIG_04996, FGIG_12623	KAK4469094.1
OG0002781	FGIG_05105	KAK4472968.1
OG0002782	FGIG_05161, FGIG_05159	KAK4470897.1
OG0002783	FGIG_05182	KAK4469893.1
OG0002784	FGIG_05187, FGIG_05186	KAK4472892.1
OG0002785	FGIG_06181, FGIG_05209	KAK4470232.1
OG0002786	FGIG_05260	KAK4474724.1
OG0002788	FGIG_10358, FGIG_05423	KAK4475935.1
OG0002789	FGIG_05445	KAK4475144.1
OG0002790	FGIG_05483	KAK4470712.1, KAK4470711.1
OG0002791	FGIG_05501	KAK4475544.1
OG0002792	FGIG_05618	KAK4469027.1
OG0002793	FGIG_05704	KAK4474592.1
OG0002794	FGIG_05717, FGIG_05716	KAK4467895.1
OG0002796	FGIG_05981	KAK4467330.1, KAK4474641.1
OG0002797	FGIG_05992	KAK4474012.1
OG0002798	FGIG_06061, FGIG_06060	KAK4470665.1
OG0002799	FGIG_06088, FGIG_06085, FGIG_06087, FGIG_10414, FGIG_06084, FGIG_06086	KAK4468172.1, KAK4468171.1
OG0002800	FGIG_06159	KAK4470965.1
OG0002801	FGIG_06201	KAK4475790.1
OG0002802	FGIG_06293	KAK4468614.1
OG0002803	FGIG_06358	KAK4472944.1
OG0002804	FGIG_06361, FGIG_06360, FGIG_11543, FGIG_11542	KAK4473749.1, KAK4473751.1
OG0002805	FGIG_06457, FGIG_06456	KAK4469980.1
OG0002806	FGIG_06469, FGIG_06468	KAK4470451.1
OG0002807	FGIG_06513	KAK4474987.1
OG0002808	FGIG_06605, FGIG_06607, FGIG_06606	KAK4471766.1
OG0002809	FGIG_06637, FGIG_08992	KAK4467274.1, KAK4467991.1
OG0002810	FGIG_06738	KAK4474165.1
OG0002811	FGIG_06770	KAK4475479.1
OG0002812	FGIG_06797	KAK4475762.1
OG0002813	FGIG_06986	KAK4470782.1
OG0002814	FGIG_07068, FGIG_07069	KAK4473308.1
OG0002815	FGIG_07178	KAK4471427.1
OG0002816	FGIG_07270	KAK4475072.1
OG0002817	FGIG_07355	KAK4473849.1
OG0002818	FGIG_07442	KAK4470552.1
OG0002819	FGIG_07453, FGIG_07452	KAK4471487.1
OG0002820	FGIG_07472, FGIG_07471	KAK4470384.1
OG0002821	FGIG_07530, FGIG_11429, FGIG_09280, FGIG_11525	KAK4467386.1, KAK4475711.1, KAK4467376.1
OG0002823	FGIG_07715	KAK4475285.1
OG0002824	FGIG_07734	KAK4475091.1
OG0002825	FGIG_07794	KAK4468972.1
OG0002826	FGIG_07964	KAK4473615.1
OG0002827	FGIG_08025, FGIG_08024	KAK4473031.1
OG0002828	FGIG_08104, FGIG_12689	KAK4473105.1
OG0002829	FGIG_09197, FGIG_08438	KAK4471892.1
OG0002830	FGIG_10726, FGIG_11056, FGIG_11055, FGIG_08511	KAK4473315.1
OG0002831	FGIG_08556	KAK4475243.1
OG0002832	FGIG_08571	KAK4468334.1
OG0002833	FGIG_08588	KAK4469791.1
OG0002834	FGIG_08596	KAK4475637.1
OG0002835	FGIG_08621, FGIG_08622	KAK4468458.1
OG0002836	FGIG_08624	KAK4473265.1
OG0002837	FGIG_08626	KAK4475244.1
OG0002838	FGIG_08655	KAK4474625.1
OG0002839	FGIG_08663, FGIG_08664	KAK4470148.1
OG0002840	FGIG_08800	KAK4468435.1
OG0002842	FGIG_08981	KAK4470171.1
OG0002843	FGIG_09146	KAK4472838.1
OG0002844	FGIG_09190	KAK4471576.1
OG0002845	FGIG_09422	KAK4474387.1
OG0002846	FGIG_09486	KAK4475053.1
OG0002847	FGIG_09676	KAK4471142.1
OG0002848	FGIG_09722, FGIG_11866, FGIG_11390	KAK4471949.1, KAK4471948.1
OG0002849	FGIG_09733	KAK4475254.1
OG0002850	FGIG_09763	KAK4471187.1
OG0002851	FGIG_09820	KAK4468571.1
OG0002852	FGIG_09930	KAK4475266.1
OG0002853	FGIG_09963	KAK4470560.1
OG0002854	FGIG_10000, FGIG_11499	KAK4474186.1
OG0002855	FGIG_10052	KAK4474887.1
OG0002856	FGIG_10060	KAK4469341.1
OG0002857	FGIG_10094	KAK4471388.1
OG0002858	FGIG_10159	KAK4476181.1
OG0002859	FGIG_10168	KAK4471686.1
OG0002860	FGIG_10233	KAK4470387.1
OG0002861	FGIG_11617, FGIG_10343	KAK4468713.1
OG0002862	FGIG_10392	KAK4471227.1
OG0002863	FGIG_12461	KAK4474910.1
OG0002864	FGIG_10838	KAK4469182.1
OG0002865	FGIG_12304, FGIG_10855	KAK4475930.1
OG0002866	FGIG_10903	KAK4472169.1, KAK4474078.1, KAK4474077.1
OG0002867	FGIG_10919, FGIG_10918	KAK4475655.1
OG0002868	FGIG_11146	KAK4468799.1
OG0002869	FGIG_11243, FGIG_12537	KAK4475208.1
OG0002870	FGIG_11294	KAK4469128.1
OG0002871	FGIG_11362	KAK4473794.1
OG0002872	FGIG_11386	KAK4469227.1
OG0002873	FGIG_11394	KAK4468488.1
OG0002874	FGIG_11438	KAK4473714.1
OG0002875	FGIG_11642	KAK4469658.1
OG0002876	FGIG_11664	KAK4470402.1
OG0002877	FGIG_11764	KAK4471758.1
OG0002878	FGIG_12418, FGIG_11844	KAK4471298.1
OG0002879	FGIG_11907	KAK4474965.1
OG0002880	FGIG_11965	KAK4475485.1
OG0002881	FGIG_11981	KAK4472037.1
OG0002882	FGIG_12183	KAK4475201.1, KAK4475200.1
OG0002883	FGIG_12203	KAK4469649.1
OG0002884	FGIG_12322	KAK4471211.1
OG0002885	FGIG_12382	KAK4469050.1
OG0002886	FGIG_12486	KAK4470478.1
OG0002903	FGIG_00186	KAK4470177.1
OG0002904	FGIG_00215	KAK4475461.1
OG0002905	FGIG_00262	KAK4471053.1, KAK4471359.1
OG0002906	FGIG_00289	KAK4472781.1
OG0002907	FGIG_00323	KAK4467487.1, KAK4475839.1
OG0002908	FGIG_00395	KAK4471493.1
OG0002909	FGIG_00500	KAK4468331.1
OG0002910	FGIG_00574	KAK4475171.1
OG0002911	FGIG_14002, FGIG_00620	KAK4475277.1
OG0002912	FGIG_00740	KAK4471176.1
OG0002913	FGIG_00835	KAK4476306.1
OG0002914	FGIG_00848	KAK4474821.1
OG0002915	FGIG_00931	KAK4470746.1
OG0002916	FGIG_01037	KAK4474914.1
OG0002917	FGIG_01058	KAK4473361.1
OG0002918	FGIG_01161	KAK4468330.1
OG0002919	FGIG_01197	KAK4467311.1, KAK4468894.1
OG0002920	FGIG_01206	KAK4473523.1
OG0002921	FGIG_01214	KAK4467652.1
OG0002922	FGIG_01223	KAK4470713.1
OG0002923	FGIG_01244, FGIG_01243	KAK4471906.1
OG0002924	FGIG_01292	KAK4474421.1
OG0002925	FGIG_01296	KAK4474644.1
OG0002927	FGIG_08220, FGIG_01366, FGIG_01367	KAK4476175.1
OG0002928	FGIG_01390, FGIG_10597	KAK4470358.1
OG0002929	FGIG_01392	KAK4475521.1
OG0002930	FGIG_01565	KAK4473638.1
OG0002931	FGIG_01593	KAK4475101.1
OG0002932	FGIG_01662	KAK4472268.1
OG0002933	FGIG_01666, FGIG_01667	KAK4472146.1, KAK4473657.1
