Orthogroup	schmidtea_mediterranea	trichobilharzia_regenti
OG0000678	h1SMcT0000627.1	TREG1_52150.2, TREG1_52150.3, TREG1_52150.4, TREG1_52150.1, TREG1_52150.5
OG0000679	h1SMcT0005954.1, h1SMcT0005954.2, h1SMcT0005954.3, h1SMcT0005954.4	TREG1_100810.1
OG0000680	h1SMcT0020605.2, h1SMcT0020605.3, h1SMcT0020605.4, h1SMcT0020605.1, h1SMcT0020605.5	TREG1_9130.1
OG0000682	h1SMcT0021817.1, h1SMcT0021817.2, h1SMcT0021817.3	TREG1_42600.1
OG0000683	h1SMcT0001041.1	TREG1_77370.1, TREG1_137520.1, TREG1_77370.2
OG0000683	h1SMcT0016211.1, h1SMcT0016211.2, h1SMcT0016211.3	TREG1_91590.1
OG0000684	h1SMcT0018167.5, h1SMcT0018167.1, h1SMcT0018167.20, h1SMcT0018167.7, h1SMcT0018167.12, h1SMcT0018167.3, h1SMcT0018167.4, h1SMcT0018167.18, h1SMcT0018167.14, h1SMcT0018167.19, h1SMcT0018167.8, h1SMcT0018167.10, h1SMcT0018167.15, h1SMcT0018167.9, h1SMcT0018167.11, h1SMcT0018167.16, h1SMcT0018167.17, h1SMcT0018167.13	TREG1_110030.2, TREG1_110030.1, TREG1_110030.3, TREG1_110030.4
OG0000686	h1SMcT0001825.1, h1SMcT0001825.2	TREG1_79590.1, TREG1_79590.2, TREG1_79590.7, TREG1_79590.3, TREG1_79590.4, TREG1_79590.5, TREG1_79590.6, TREG1_79590.8, TREG1_79590.9
OG0000687	h1SMcT0019613.1	TREG1_141160.1, TREG1_60450.1, TREG1_60450.2
OG0000689	h1SMcT0003853.1, h1SMcT0003854.1	TREG1_144110.1, TREG1_19100.1
OG0000690	h1SMcT0006534.1, h1SMcT0006534.6, h1SMcT0006534.3, h1SMcT0006534.8, h1SMcT0006534.9, h1SMcT0006534.10, h1SMcT0006534.2, h1SMcT0006534.11, h1SMcT0006534.4, h1SMcT0006534.5, h1SMcT0006534.7, h1SMcT0006847.1	TREG1_61050.1
OG0000695	h1SMcT0007395.1	TREG1_135010.1
OG0000695	h1SMcT0017536.1, h1SMcT0017537.1	TREG1_31440.1
OG0000696	h1SMcT0007847.1, h1SMcT0007847.2	TREG1_19050.1, TREG1_19050.2, TREG1_19050.3, TREG1_19050.4
OG0000697	h1SMcT0018621.4, h1SMcT0018621.2, h1SMcT0018621.1, h1SMcT0018621.3	TREG1_34750.1
OG0000699	h1SMcT0022612.1, h1SMcT0022612.3, h1SMcT0022612.2, h1SMcT0022612.4, h1SMcT0022612.5, h1SMcT0012097.1, h1SMcT0012097.2, h1SMcT0012097.3	TREG1_53170.2, TREG1_53170.3, TREG1_53170.4
OG0000699	h1SMcT0010928.1	TREG1_62360.1
OG0000700	h1SMcT0011041.1	TREG1_58910.1, TREG1_37450.1, TREG1_37550.1, TREG1_37530.1
OG0000703	h1SMcT0004344.1, h1SMcT0003611.3, h1SMcT0003611.1, h1SMcT0003611.2, h1SMcT0000754.1, h1SMcT0000754.2, h1SMcT0000754.3	TREG1_14050.1
OG0000704	h1SMcT0014608.4, h1SMcT0014608.3, h1SMcT0014608.1, h1SMcT0014608.2	TREG1_139800.1, TREG1_139800.2, TREG1_139800.3, TREG1_121550.1, TREG1_121560.1, TREG1_52080.1
OG0000705	h1SMcT0002097.1	TREG1_2090.1
OG0000706	h1SMcT0018667.1	TREG1_57640.1
OG0000706	h1SMcT0007172.1, h1SMcT0007172.4, h1SMcT0007172.2, h1SMcT0007172.3, h1SMcT0015679.1, h1SMcT0016765.1, h1SMcT0020007.1, h1SMcT0020007.2	TREG1_72900.1
OG0000707	h1SMcT0015742.1, h1SMcT0015742.3, h1SMcT0015742.2, h1SMcT0015742.4	TREG1_134230.1
OG0000708	h1SMcT0008283.2, h1SMcT0008283.4, h1SMcT0008283.3, h1SMcT0008283.1, h1SMcT0008283.5	TREG1_47360.1, TREG1_47360.2, TREG1_47360.5, TREG1_47360.8, TREG1_47360.3, TREG1_47360.6, TREG1_47360.7, TREG1_47360.4
OG0000709	h1SMcT0004212.1	TREG1_42750.2, TREG1_42750.3, TREG1_42750.4, TREG1_42750.5, TREG1_42750.7, TREG1_42820.1, TREG1_42750.8, TREG1_42750.9, TREG1_42750.13, TREG1_42750.6, TREG1_42750.12, TREG1_42750.1, TREG1_42750.10, TREG1_42750.11, TREG1_42820.4, TREG1_42820.7, TREG1_42820.5, TREG1_42820.3, TREG1_42820.6, TREG1_42820.2
OG0000710	h1SMcT0004295.1, h1SMcT0010571.1	TREG1_14120.2, TREG1_14120.4, TREG1_14120.3, TREG1_14120.5, TREG1_14120.1
OG0000711	h1SMcT0020247.1	TREG1_98590.1
OG0000712	h1SMcT0022628.1, h1SMcT0022628.2, h1SMcT0022628.3	TREG1_70290.1
OG0000714	h1SMcT0013833.1	TREG1_63640.1
OG0000715	h1SMcT0013928.1, h1SMcT0013928.3	TREG1_36380.1, TREG1_36380.2
OG0000716	h1SMcT0017449.3, h1SMcT0017449.1, h1SMcT0017449.2	TREG1_13890.6, TREG1_13890.2, TREG1_13890.3, TREG1_13890.4, TREG1_13890.5, TREG1_13890.1, TREG1_13890.8, TREG1_13890.7
OG0000717	h1SMcT0005890.1	TREG1_81580.1
OG0000718	h1SMcT0019140.3, h1SMcT0014134.1, h1SMcT0014134.2, h1SMcT0018100.2, h1SMcT0018373.3, h1SMcT0002221.2, h1SMcT0002221.4, h1SMcT0002221.6, h1SMcT0002221.5, h1SMcT0001082.7, h1SMcT0001082.9, h1SMcT0001082.1, h1SMcT0001082.5, h1SMcT0001082.6	TREG1_107380.1
OG0000719	h1SMcT0003953.1	TREG1_77360.4, TREG1_77360.3, TREG1_77360.1, TREG1_77360.2
OG0000720	h1SMcT0001353.1	TREG1_103950.1
OG0000722	h1SMcT0010769.1, h1SMcT0010769.2, h1SMcT0010770.1, h1SMcT0010770.2	TREG1_19000.1
OG0000723	h1SMcT0006520.1, h1SMcT0006522.1	TREG1_101970.1, TREG1_101970.2
OG0000724	h1SMcT0017100.1, h1SMcT0017100.2, h1SMcT0017100.3	TREG1_37000.2, TREG1_37000.1, TREG1_37000.3
OG0000726	h1SMcT0007616.1, h1SMcT0007616.2	TREG1_47910.1, TREG1_47920.1
OG0000728	h1SMcT0017035.1	TREG1_68340.5, TREG1_68340.1, TREG1_68340.3, TREG1_68340.4, TREG1_68340.2
OG0000729	h1SMcT0016744.1, h1SMcT0016744.2	TREG1_11210.1
OG0000730	h1SMcT0010082.1, h1SMcT0010082.2, h1SMcT0010082.3	TREG1_79640.1, TREG1_79640.2, TREG1_79640.3, TREG1_79640.4
OG0000731	h1SMcT0010461.1, h1SMcT0010461.3, h1SMcT0010461.2, h1SMcT0010461.4	TREG1_105330.1
OG0000732	h1SMcT0008186.1	TREG1_19240.3, TREG1_19240.1, TREG1_19240.2
OG0000733	h1SMcT0021193.1	TREG1_19150.6, TREG1_19150.4, TREG1_19150.5, TREG1_19150.3, TREG1_19150.1, TREG1_19150.2
OG0000736	h1SMcT0016952.1, h1SMcT0016952.2	TREG1_102340.1, TREG1_35810.1
OG0000738	h1SMcT0008294.1	TREG1_96570.1, TREG1_96580.1, TREG1_96560.1
OG0000739	h1SMcT0014531.1	TREG1_76840.1, TREG1_76850.1, TREG1_76830.1
OG0000740	h1SMcT0010959.1	TREG1_6910.1, TREG1_6880.1, TREG1_6880.10, TREG1_6880.3, TREG1_6880.4, TREG1_6880.5, TREG1_6880.6, TREG1_6880.8, TREG1_6880.9, TREG1_6880.2, TREG1_6880.7
OG0000741	h1SMcT0004042.1, h1SMcT0004042.2	TREG1_110370.4, TREG1_110470.1
OG0000743	h1SMcT0003842.2	TREG1_29150.1
OG0000744	h1SMcT0004810.1, h1SMcT0004810.5, h1SMcT0004810.3, h1SMcT0004810.4, h1SMcT0004810.2	TREG1_4420.1
OG0000745	h1SMcT0000463.1	TREG1_55280.1, TREG1_55270.1
OG0000746	h1SMcT0008650.12, h1SMcT0008650.22, h1SMcT0008650.24, h1SMcT0008650.8, h1SMcT0008650.4, h1SMcT0008650.20, h1SMcT0008650.16, h1SMcT0008650.11, h1SMcT0008650.3, h1SMcT0008650.9, h1SMcT0008650.7, h1SMcT0008650.13, h1SMcT0008650.17, h1SMcT0008650.15, h1SMcT0008650.21, h1SMcT0008650.6, h1SMcT0008650.19, h1SMcT0008650.14, h1SMcT0008650.1, h1SMcT0008650.2, h1SMcT0008650.18, h1SMcT0008650.10, h1SMcT0008650.5, h1SMcT0008650.23	TREG1_84080.1
OG0000747	h1SMcT0015570.1, h1SMcT0013888.1, h1SMcT0013888.2	TREG1_42450.1, TREG1_42450.2, TREG1_42450.4, TREG1_42450.3
OG0000748	h1SMcT0021267.1, h1SMcT0021267.2, h1SMcT0021882.3, h1SMcT0021882.1, h1SMcT0021882.2, h1SMcT0021882.4	TREG1_96600.1, TREG1_96630.1, TREG1_96630.2, TREG1_96630.3, TREG1_96630.4, TREG1_96610.1
OG0000749	h1SMcT0014961.3, h1SMcT0014961.1, h1SMcT0014961.2	TREG1_96410.10, TREG1_96410.7, TREG1_96410.8, TREG1_96410.9, TREG1_96410.1, TREG1_96410.3, TREG1_96410.6, TREG1_96410.4, TREG1_96410.2, TREG1_96410.5
OG0000750	h1SMcT0017309.2, h1SMcT0017309.3, h1SMcT0017309.1	TREG1_98330.1
OG0000751	h1SMcT0016766.1, h1SMcT0019426.1, h1SMcT0002043.1, h1SMcT0002054.1	TREG1_12870.1, TREG1_12870.4, TREG1_12870.2, TREG1_12870.3
OG0000752	h1SMcT0008944.1, h1SMcT0013028.1, h1SMcT0013029.1, h1SMcT0016615.1, h1SMcT0015880.1	TREG1_132330.1, TREG1_132330.2, TREG1_132250.1
OG0000753	h1SMcT0001067.3	TREG1_113690.7, TREG1_113690.8, TREG1_113690.9, TREG1_113690.5, TREG1_113770.1, TREG1_113690.6
OG0000754	h1SMcT0013180.2, h1SMcT0013180.1, h1SMcT0013180.3	TREG1_74530.3, TREG1_74530.1, TREG1_74530.2
OG0000755	h1SMcT0000011.1, h1SMcT0015157.1	TREG1_98780.5, TREG1_98830.1, TREG1_98780.6
OG0000756	h1SMcT0015447.1	TREG1_57870.1, TREG1_57870.3, TREG1_57870.2, TREG1_57870.4
OG0000757	h1SMcT0005050.8, h1SMcT0005050.5, h1SMcT0005050.3, h1SMcT0005050.4, h1SMcT0005050.7	TREG1_65450.2, TREG1_65450.4, TREG1_65450.1, TREG1_65450.3, TREG1_65450.5
OG0000760	h1SMcT0006973.1	TREG1_108530.1, TREG1_108530.2, TREG1_108530.3, TREG1_108550.1
OG0000761	h1SMcT0013573.1	TREG1_71410.1
OG0000762	h1SMcT0004438.1, h1SMcT0004438.2, h1SMcT0001956.1	TREG1_112900.1
OG0000762	h1SMcT0020895.1, h1SMcT0004793.1, h1SMcT0004793.2	TREG1_121390.1
OG0000763	h1SMcT0003782.1	TREG1_14960.1
OG0000764	h1SMcT0013512.1, h1SMcT0013512.2	TREG1_11550.1, TREG1_11560.1
OG0000765	h1SMcT0001915.2, h1SMcT0001915.3	TREG1_72620.1, TREG1_72620.2, TREG1_72630.1, TREG1_72630.2
OG0000766	h1SMcT0011470.1	TREG1_83550.8, TREG1_83550.1, TREG1_83550.10, TREG1_83550.12, TREG1_83550.6, TREG1_83550.15, TREG1_83550.9, TREG1_83550.11, TREG1_83550.13, TREG1_83550.7, TREG1_83550.5, TREG1_83550.4, TREG1_83550.2, TREG1_83550.3, TREG1_83550.14
OG0000767	h1SMcT0001545.1, h1SMcT0016721.3, h1SMcT0016721.1, h1SMcT0016721.2	TREG1_86050.1, TREG1_86050.4, TREG1_86050.2, TREG1_86050.3
OG0000768	h1SMcT0021396.1, h1SMcT0021396.2	TREG1_41020.2, TREG1_41020.1, TREG1_41020.3, TREG1_41020.4
OG0000770	h1SMcT0001664.1, h1SMcT0001664.2	TREG1_15810.1, TREG1_15810.4, TREG1_15810.7, TREG1_15810.8, TREG1_15810.6, TREG1_15810.5, TREG1_15810.3, TREG1_15820.1, TREG1_15810.2, TREG1_15810.9
OG0000771	h1SMcT0011512.1	TREG1_97710.1, TREG1_97740.1
OG0000772	h1SMcT0004399.3, h1SMcT0004399.1, h1SMcT0004399.2	TREG1_27970.1, TREG1_27960.1, TREG1_27960.4, TREG1_27960.5, TREG1_27960.2, TREG1_27960.3, TREG1_33110.1, TREG1_33120.1, TREG1_33120.2, TREG1_33120.3, TREG1_33120.4
OG0000773	h1SMcT0017259.3, h1SMcT0017259.2, h1SMcT0017259.1	TREG1_31650.1
OG0000774	h1SMcT0003510.1	TREG1_72150.1
OG0000776	h1SMcT0022578.1	TREG1_63180.1, TREG1_76030.1, TREG1_76030.2
OG0000777	h1SMcT0018313.1, h1SMcT0006394.1, h1SMcT0006394.2	TREG1_70040.1, TREG1_70030.1
OG0000778	h1SMcT0010991.3, h1SMcT0010991.1, h1SMcT0010991.4, h1SMcT0010991.2	TREG1_32120.3, TREG1_32120.4, TREG1_32120.2, TREG1_32120.1
OG0000779	h1SMcT0013585.1, h1SMcT0013585.4, h1SMcT0013585.3, h1SMcT0013585.2, h1SMcT0013585.5, h1SMcT0006377.4, h1SMcT0006377.3, h1SMcT0006377.1, h1SMcT0006377.2, h1SMcT0010855.1, h1SMcT0010855.2	TREG1_740.1
OG0000780	h1SMcT0021164.1, h1SMcT0021164.2, h1SMcT0021164.5, h1SMcT0021164.3, h1SMcT0021164.4	TREG1_21200.1
OG0000781	h1SMcT0022513.1, h1SMcT0022513.2, h1SMcT0022513.3	TREG1_20520.1
OG0000781	h1SMcT0007825.1, h1SMcT0007825.2, h1SMcT0007825.3, h1SMcT0007825.4, h1SMcT0007825.5, h1SMcT0002376.1, h1SMcT0021957.1, h1SMcT0005745.1, h1SMcT0005745.2	TREG1_15450.1
OG0000782	h1SMcT0016917.1, h1SMcT0016917.3, h1SMcT0016917.4, h1SMcT0016917.7, h1SMcT0016917.5, h1SMcT0016917.2	TREG1_46490.1
OG0000783	h1SMcT0001660.1, h1SMcT0001660.2	TREG1_74600.1
OG0000784	h1SMcT0005749.1, h1SMcT0005749.2	TREG1_55190.6, TREG1_55190.4, TREG1_55190.5, TREG1_6950.1, TREG1_55190.3, TREG1_55190.7, TREG1_55190.2, TREG1_55190.1, TREG1_55190.8
OG0000786	h1SMcT0005490.2, h1SMcT0005490.3, h1SMcT0005490.1, h1SMcT0005490.4	TREG1_57140.1, TREG1_57140.2, TREG1_57140.3, TREG1_57140.4, TREG1_57140.5
OG0000787	h1SMcT0014586.1, h1SMcT0010263.1, h1SMcT0010263.2	TREG1_111330.1, TREG1_131450.1, TREG1_80770.1
OG0000788	h1SMcT0001702.1	TREG1_15270.1
OG0000790	h1SMcT0008456.1, h1SMcT0008456.2	TREG1_43840.9, TREG1_43840.8, TREG1_43840.6, TREG1_43840.1, TREG1_43840.2, TREG1_43840.3, TREG1_43840.4, TREG1_43840.5, TREG1_43840.7
OG0000792	h1SMcT0018319.1, h1SMcT0016624.1, h1SMcT0016624.2, h1SMcT0006125.1, h1SMcT0014628.1	TREG1_18510.2, TREG1_18510.1, TREG1_18510.7, TREG1_18510.5, TREG1_18510.6, TREG1_18510.3, TREG1_18510.4, TREG1_18510.8
OG0000793	h1SMcT0020639.1, h1SMcT0020639.3, h1SMcT0020639.5, h1SMcT0020639.4	TREG1_53900.1
OG0000794	h1SMcT0007112.1	TREG1_5950.1, TREG1_5950.2, TREG1_5950.3, TREG1_5930.1, TREG1_5950.4, TREG1_5950.5
OG0000795	h1SMcT0016007.1, h1SMcT0016007.2	TREG1_131920.5, TREG1_131920.8, TREG1_131920.1, TREG1_131920.2, TREG1_131920.3, TREG1_131920.4, TREG1_131920.6, TREG1_131920.7, TREG1_131920.9, TREG1_131920.10
OG0000797	h1SMcT0015604.1, h1SMcT0015604.2	TREG1_22370.1, TREG1_22370.3, TREG1_22370.2, TREG1_22370.4, TREG1_22370.5
OG0000798	h1SMcT0021362.1, h1SMcT0021362.4, h1SMcT0021362.3, h1SMcT0021362.2	TREG1_8990.1
OG0000800	h1SMcT0012033.2, h1SMcT0013420.1	TREG1_2110.1
OG0000801	h1SMcT0003229.1, h1SMcT0014918.1	TREG1_17530.1, TREG1_17530.2
OG0000802	h1SMcT0021221.1, h1SMcT0021221.2	TREG1_107760.1
OG0000802	h1SMcT0009969.1, h1SMcT0009969.2, h1SMcT0019836.1, h1SMcT0019836.4, h1SMcT0019836.6, h1SMcT0019836.5, h1SMcT0019836.3, h1SMcT0019836.2	TREG1_78650.1
OG0000803	h1SMcT0006070.1, h1SMcT0016640.1, h1SMcT0016640.3, h1SMcT0016640.2, h1SMcT0016640.4	TREG1_109770.1
OG0000804	h1SMcT0006574.1	TREG1_57510.1
OG0000805	h1SMcT0000629.2, h1SMcT0000629.1, h1SMcT0000629.3, h1SMcT0004055.1, h1SMcT0004055.2	TREG1_58310.6, TREG1_58310.7, TREG1_58410.1
OG0000806	h1SMcT0013921.2	TREG1_106630.1
OG0000807	h1SMcT0018301.1, h1SMcT0018301.2	TREG1_5850.1, TREG1_145350.5, TREG1_145350.7, TREG1_145350.2, TREG1_145350.3, TREG1_145350.4, TREG1_145350.8, TREG1_145350.6, TREG1_145350.9, TREG1_145350.1, TREG1_145350.10, TREG1_80500.4, TREG1_80500.5, TREG1_80500.1, TREG1_80500.2, TREG1_80500.3, TREG1_46650.1
OG0000808	h1SMcT0012563.1, h1SMcT0012563.2, h1SMcT0012563.3, h1SMcT0012563.4	TREG1_131320.1, TREG1_131310.1
OG0000809	h1SMcT0009960.1, h1SMcT0009960.2, h1SMcT0009960.3	TREG1_119130.1
OG0000810	h1SMcT0003091.1	TREG1_35050.1, TREG1_35060.1
OG0000811	h1SMcT0010199.1	TREG1_6250.1
OG0000812	h1SMcT0004071.1	TREG1_29560.1
OG0000813	h1SMcT0006829.3	TREG1_121640.1
OG0000814	h1SMcT0021195.1	TREG1_87570.1, TREG1_87570.4, TREG1_87570.2, TREG1_87570.3, TREG1_87570.5, TREG1_87570.6
OG0000815	h1SMcT0019063.1, h1SMcT0019063.2, h1SMcT0019063.3	TREG1_80780.1
OG0000816	h1SMcT0020527.1, h1SMcT0020527.2	TREG1_112480.1
OG0000819	h1SMcT0007829.1, h1SMcT0007829.2, h1SMcT0007826.3, h1SMcT0007826.1, h1SMcT0007826.2	TREG1_87920.1
OG0000820	h1SMcT0005369.1, h1SMcT0004527.1, h1SMcT0004527.2, h1SMcT0004527.3, h1SMcT0004527.4, h1SMcT0004527.5, h1SMcT0004527.6, h1SMcT0004527.7, h1SMcT0004527.8, h1SMcT0004527.9, h1SMcT0004523.1, h1SMcT0004525.1, h1SMcT0019236.1	TREG1_110010.1
OG0000820	h1SMcT0005498.1	TREG1_37670.1, TREG1_37670.2, TREG1_37680.1
OG0000821	h1SMcT0017236.1	TREG1_69560.1
OG0000823	h1SMcT0009958.1, h1SMcT0009958.2, h1SMcT0009958.3	TREG1_73540.1
OG0000823	h1SMcT0005546.1, h1SMcT0005547.1	TREG1_131750.1
OG0000824	h1SMcT0021534.1, h1SMcT0019872.1, h1SMcT0019872.2, h1SMcT0001657.1, h1SMcT0001657.2	TREG1_18420.1, TREG1_18420.2
OG0000825	h1SMcT0010927.1	TREG1_100350.1, TREG1_100390.1
OG0000826	h1SMcT0019928.1	TREG1_70500.1, TREG1_70510.1
OG0000827	h1SMcT0015163.1	TREG1_102950.1
OG0000827	h1SMcT0022556.1, h1SMcT0022556.2	TREG1_102960.1, TREG1_102980.1
OG0000830	h1SMcT0009891.1, h1SMcT0018192.1, h1SMcT0018192.2	TREG1_64210.1
OG0000831	h1SMcT0015193.1, h1SMcT0015193.2	TREG1_42010.1
OG0000832	h1SMcT0018143.1, h1SMcT0018145.3, h1SMcT0018145.1, h1SMcT0018145.2	TREG1_86200.1
OG0000833	h1SMcT0001820.1, h1SMcT0001820.2	TREG1_34380.6, TREG1_34380.7, TREG1_34380.2, TREG1_34380.4, TREG1_34380.1, TREG1_34380.3, TREG1_34380.5
OG0000834	h1SMcT0022269.1	TREG1_70990.1
OG0000835	h1SMcT0010046.1, h1SMcT0010046.2	TREG1_137160.1, TREG1_55260.1
OG0000836	h1SMcT0014195.1, h1SMcT0015379.2, h1SMcT0017356.1, h1SMcT0017356.2	TREG1_51450.1, TREG1_51450.2, TREG1_51450.3
OG0000837	h1SMcT0016959.1	TREG1_139910.1, TREG1_51810.1
OG0000838	h1SMcT0020983.1, h1SMcT0010597.3, h1SMcT0012064.2, h1SMcT0012064.1, h1SMcT0012064.17	TREG1_58280.1, TREG1_58270.1
OG0000839	h1SMcT0013664.2, h1SMcT0013664.1, h1SMcT0013664.7, h1SMcT0013664.4, h1SMcT0013664.3, h1SMcT0013664.5, h1SMcT0013664.6	TREG1_44780.2, TREG1_44780.3, TREG1_44780.1, TREG1_44780.4
OG0000840	h1SMcT0013836.3, h1SMcT0013836.1, h1SMcT0013836.2	TREG1_96330.4, TREG1_96330.1, TREG1_96330.2, TREG1_96330.3
OG0000841	h1SMcT0003475.1	TREG1_16120.3, TREG1_16120.1, TREG1_16120.5, TREG1_16120.2, TREG1_16120.6, TREG1_16120.4
OG0000842	h1SMcT0011841.4, h1SMcT0011841.1, h1SMcT0011841.2, h1SMcT0011841.5, h1SMcT0011841.3	TREG1_82150.3, TREG1_82150.6, TREG1_82150.4, TREG1_82150.7, TREG1_82150.8, TREG1_82150.1, TREG1_82150.5, TREG1_82150.2
OG0000843	h1SMcT0003292.3, h1SMcT0003292.6, h1SMcT0003292.5, h1SMcT0003292.4, h1SMcT0003292.2, h1SMcT0003292.1	TREG1_110860.1
OG0000844	h1SMcT0006102.1, h1SMcT0006102.2, h1SMcT0006102.3, h1SMcT0006102.4	TREG1_5000.1, TREG1_5000.2, TREG1_5000.3, TREG1_5000.4
OG0000845	h1SMcT0009034.1	TREG1_127650.1, TREG1_127650.2, TREG1_127650.3
OG0000846	h1SMcT0005561.1	TREG1_29770.4, TREG1_29770.2, TREG1_29770.1, TREG1_29770.3
OG0000847	h1SMcT0015404.1, h1SMcT0017264.1	TREG1_9830.4, TREG1_9830.5, TREG1_9830.2, TREG1_9830.3, TREG1_9830.1
OG0000848	h1SMcT0011564.1	TREG1_57370.1
OG0000849	h1SMcT0004291.2, h1SMcT0004291.3, h1SMcT0004291.1	TREG1_45030.2, TREG1_45030.1, TREG1_45030.3
OG0000850	h1SMcT0000657.1	TREG1_36460.1
OG0000851	h1SMcT0020207.3, h1SMcT0020207.1, h1SMcT0020207.2	TREG1_119140.1, TREG1_119150.1, TREG1_119160.1
OG0000853	h1SMcT0007873.1, h1SMcT0007873.2, h1SMcT0018242.1, h1SMcT0018242.2, h1SMcT0018232.1, h1SMcT0018232.2, h1SMcT0018232.3, h1SMcT0018232.4	TREG1_113850.2, TREG1_113850.3, TREG1_113850.5, TREG1_113850.10, TREG1_113850.6, TREG1_113850.9, TREG1_113850.8, TREG1_113850.1, TREG1_113850.4, TREG1_113850.11, TREG1_113850.12, TREG1_113850.13, TREG1_113850.14, TREG1_113850.7
OG0000854	h1SMcT0020539.2, h1SMcT0020539.3	TREG1_44470.1, TREG1_51430.2, TREG1_51430.1, TREG1_51430.3
OG0000856	h1SMcT0003963.1, h1SMcT0003963.2, h1SMcT0003963.3	TREG1_3710.3, TREG1_3710.2, TREG1_3710.1, TREG1_3710.4
OG0000857	h1SMcT0009908.1, h1SMcT0012127.1, h1SMcT0012127.3, h1SMcT0012127.2	TREG1_5160.1
OG0000858	h1SMcT0006257.1	TREG1_14070.5, TREG1_14070.1, TREG1_14070.4, TREG1_14070.2, TREG1_14070.3
OG0000859	h1SMcT0010529.1, h1SMcT0012292.1	TREG1_68190.1, TREG1_68190.2
OG0000860	h1SMcT0011028.1, h1SMcT0011028.2, h1SMcT0011028.3	TREG1_80920.1, TREG1_90130.1, TREG1_83610.1
OG0000861	h1SMcT0018409.1	TREG1_13860.1
OG0000862	h1SMcT0016664.1, h1SMcT0016664.2	TREG1_49680.1
OG0000863	h1SMcT0002951.1, h1SMcT0015621.1	TREG1_25490.1
OG0000864	h1SMcT0000106.2, h1SMcT0000106.1, h1SMcT0000106.3	TREG1_54890.1
OG0000866	h1SMcT0006850.1, h1SMcT0006850.2	TREG1_4670.1
OG0000869	h1SMcT0010496.5, h1SMcT0010496.2, h1SMcT0010496.3, h1SMcT0010496.1, h1SMcT0010496.4	TREG1_121370.1, TREG1_121370.2
OG0000870	h1SMcT0007343.1, h1SMcT0007343.2, h1SMcT0001585.1, h1SMcT0001585.2	TREG1_13310.1, TREG1_13310.2, TREG1_13310.3, TREG1_13310.4, TREG1_13310.6, TREG1_13310.7, TREG1_13310.8, TREG1_13310.9, TREG1_13310.5, TREG1_85010.1
OG0000872	h1SMcT0002307.1, h1SMcT0002307.2, h1SMcT0002307.3	TREG1_3920.1, TREG1_3920.2, TREG1_3920.3
OG0000873	h1SMcT0007175.1, h1SMcT0007175.2, h1SMcT0022268.1	TREG1_121670.1
OG0000874	h1SMcT0000520.1	TREG1_42590.4, TREG1_42590.5, TREG1_42590.1, TREG1_42590.2, TREG1_42590.3
OG0000875	h1SMcT0023098.1	TREG1_82910.4, TREG1_83010.1, TREG1_82910.6, TREG1_82910.8, TREG1_82910.5, TREG1_82910.7
OG0000876	h1SMcT0011017.1	TREG1_60610.1, TREG1_60630.1, TREG1_60670.1
OG0000877	h1SMcT0011149.1	TREG1_26220.1
OG0000880	h1SMcT0011930.1, h1SMcT0011930.2, h1SMcT0011930.3	TREG1_107590.1
OG0000881	h1SMcT0016867.3, h1SMcT0016867.1, h1SMcT0016867.2, h1SMcT0010177.1, h1SMcT0010177.4, h1SMcT0010177.5, h1SMcT0010177.2	TREG1_2180.1
OG0000881	h1SMcT0015068.1, h1SMcT0015068.2, h1SMcT0000551.1	TREG1_126190.3, TREG1_126190.1, TREG1_126190.2, TREG1_126210.1
OG0000882	h1SMcT0019949.1	TREG1_23920.1
OG0000882	h1SMcT0013142.1, h1SMcT0015243.1	TREG1_40830.2, TREG1_40830.1, TREG1_40830.3
OG0000883	h1SMcT0017921.2, h1SMcT0017921.4, h1SMcT0017921.1, h1SMcT0017921.3, h1SMcT0017921.5	TREG1_40840.1
OG0000884	h1SMcT0006597.1, h1SMcT0022922.1	TREG1_43890.1
OG0000887	h1SMcT0011651.2, h1SMcT0011651.1, h1SMcT0011651.3	TREG1_14980.1
OG0000888	h1SMcT0018274.1, h1SMcT0006978.1, h1SMcT0006978.2	TREG1_108240.1, TREG1_108070.1, TREG1_108210.1, TREG1_108230.1
OG0000889	h1SMcT0000584.2, h1SMcT0000584.1, h1SMcT0000584.4, h1SMcT0000584.3, h1SMcT0000584.5	TREG1_37950.6, TREG1_37950.2, TREG1_37950.1, TREG1_37950.3, TREG1_37950.4, TREG1_37950.5
OG0000890	h1SMcT0001261.1	TREG1_56730.1
OG0000891	h1SMcT0019782.2	TREG1_52000.1, TREG1_52010.2, TREG1_52010.1
OG0000894	h1SMcT0012738.2, h1SMcT0012738.1, h1SMcT0012738.3	TREG1_119780.1, TREG1_119780.2, TREG1_119780.3, TREG1_119780.5, TREG1_119780.4, TREG1_119780.6
OG0000895	h1SMcT0017639.1	TREG1_40640.1
OG0000896	h1SMcT0016190.3	TREG1_28700.1, TREG1_28700.2, TREG1_28700.3, TREG1_28700.6, TREG1_28700.8, TREG1_28700.4, TREG1_28700.5, TREG1_28700.7, TREG1_28700.10, TREG1_28700.11, TREG1_28700.9
OG0000897	h1SMcT0013490.1	TREG1_2650.1, TREG1_2660.1
OG0000898	h1SMcT0009884.1, h1SMcT0009883.1, h1SMcT0009883.2	TREG1_102060.1, TREG1_102060.2, TREG1_102060.3, TREG1_102060.4, TREG1_102060.6, TREG1_102060.5
