Orthogroup	schmidtea_mediterranea	schistosoma_mansoni
OG0001822	h1SMcT0021165.1, h1SMcT0021165.2, h1SMcT0021166.1, h1SMcT0021165.4, h1SMcT0021165.6, h1SMcT0021165.5, h1SMcT0021165.7, h1SMcT0021165.8, h1SMcT0017497.1, h1SMcT0017497.2	Smp_127940.1
OG0001826	h1SMcT0002813.1, h1SMcT0002813.2	Smp_166550.1
OG0001827	h1SMcT0000035.1	Smp_213070.1, Smp_213060.1
OG0001828	h1SMcT0000446.1	Smp_049140.1, Smp_049140.2, Smp_049140.3
OG0001829	h1SMcT0011896.1, h1SMcT0022194.1	Smp_120700.1, Smp_086590.1
OG0001830	h1SMcT0021986.1	Smp_159910.1
OG0001831	h1SMcT0014333.5, h1SMcT0014333.6, h1SMcT0014333.2, h1SMcT0014333.4, h1SMcT0014333.1, h1SMcT0014333.3	Smp_197480.1
OG0001833	h1SMcT0001085.1	Smp_243500.1, Smp_333450.1
OG0001834	h1SMcT0020592.1, h1SMcT0010290.1, h1SMcT0010290.2	Smp_156670.1
OG0001835	h1SMcT0005658.1, h1SMcT0013373.1	Smp_099030.1, Smp_099030.2
OG0001837	h1SMcT0010048.1	Smp_136280.1, Smp_136280.3, Smp_136280.2
OG0001838	h1SMcT0010619.1	Smp_085830.1, Smp_085830.2
OG0001839	h1SMcT0002713.1	Smp_099630.1
OG0001840	h1SMcT0022135.1, h1SMcT0022135.2	Smp_142640.1, Smp_142640.3, Smp_142640.2
OG0001841	h1SMcT0020217.1, h1SMcT0020217.2	Smp_142770.1
OG0001844	h1SMcT0007947.1	Smp_180180.1, Smp_316540.1
OG0001845	h1SMcT0011119.1	Smp_134530.1
OG0001847	h1SMcT0015481.1, h1SMcT0015481.2	Smp_134370.1
OG0001848	h1SMcT0016599.3, h1SMcT0016599.1, h1SMcT0016599.2	Smp_158730.1
OG0001849	h1SMcT0016402.1, h1SMcT0018050.1, h1SMcT0018050.5, h1SMcT0018050.3, h1SMcT0018050.4, h1SMcT0018050.2	Smp_214060.1
OG0001850	h1SMcT0017635.1	Smp_137040.1
OG0001851	h1SMcT0022124.2, h1SMcT0022124.1, h1SMcT0022124.3	Smp_049150.1
OG0001852	h1SMcT0002547.3, h1SMcT0002547.1, h1SMcT0002547.2	Smp_094870.1
OG0001856	h1SMcT0011763.1, h1SMcT0011763.2	Smp_150890.1
OG0001857	h1SMcT0022370.1, h1SMcT0022370.2, h1SMcT0022370.3	Smp_174630.1
OG0001859	h1SMcT0007644.1, h1SMcT0007700.1	Smp_011980.1
OG0001860	h1SMcT0021050.1	Smp_165420.1
OG0001862	h1SMcT0011003.1	Smp_304320.1
OG0001864	h1SMcT0000735.1	Smp_042990.1
OG0001865	h1SMcT0017268.1, h1SMcT0017268.2, h1SMcT0017268.3, h1SMcT0017268.4	Smp_244970.1
OG0001868	h1SMcT0005126.1, h1SMcT0005126.2, h1SMcT0006712.1, h1SMcT0006712.2, h1SMcT0016692.2, h1SMcT0019911.1, h1SMcT0014112.1, h1SMcT0004938.1, h1SMcT0004938.2	Smp_348670.1, Smp_006920.1
OG0001869	h1SMcT0018355.1, h1SMcT0018356.1	Smp_155050.1
OG0001870	h1SMcT0021764.1, h1SMcT0021764.2	Smp_164540.1
OG0001871	h1SMcT0005423.1	Smp_152130.1
OG0001873	h1SMcT0012972.1	Smp_115290.1
OG0001874	h1SMcT0004093.1, h1SMcT0004093.2, h1SMcT0002132.1, h1SMcT0004097.1, h1SMcT0004097.2, h1SMcT0004097.3, h1SMcT0004097.4, h1SMcT0004097.5	Smp_158430.1
OG0001875	h1SMcT0020940.1, h1SMcT0020757.3, h1SMcT0020757.1, h1SMcT0020757.2, h1SMcT0020756.1, h1SMcT0020756.2, h1SMcT0020753.1	Smp_168730.1
OG0001877	h1SMcT0021188.1	Smp_084140.1
OG0001878	h1SMcT0005777.1	Smp_343340.1
OG0001879	h1SMcT0013918.1	Smp_175950.1
OG0001880	h1SMcT0003397.1, h1SMcT0003397.2	Smp_076050.1
OG0001881	h1SMcT0014323.1	Smp_180520.1
OG0001882	h1SMcT0016927.3, h1SMcT0016927.7, h1SMcT0016927.2, h1SMcT0016927.5, h1SMcT0016927.6, h1SMcT0016927.4, h1SMcT0014119.1	Smp_344930.1, Smp_344930.2
OG0001883	h1SMcT0000544.5, h1SMcT0000544.1, h1SMcT0000544.2, h1SMcT0000544.6, h1SMcT0000544.3, h1SMcT0000544.4	Smp_028360.1
OG0001884	h1SMcT0010874.1	Smp_080700.1
OG0001886	h1SMcT0016397.3, h1SMcT0016397.2, h1SMcT0016397.1	Smp_344270.1
OG0001887	h1SMcT0001259.1	Smp_105910.1
OG0001888	h1SMcT0005027.1, h1SMcT0005027.2	Smp_138500.1
OG0001889	h1SMcT0006874.1, h1SMcT0006874.2	Smp_344720.1
OG0001890	h1SMcT0016426.2, h1SMcT0016426.1, h1SMcT0016426.3	Smp_128210.2, Smp_128210.1
OG0001892	h1SMcT0022597.1	Smp_055200.1, Smp_055200.2
OG0001894	h1SMcT0016737.2, h1SMcT0016737.1, h1SMcT0016737.3	Smp_154530.1
OG0001895	h1SMcT0021501.1, h1SMcT0021501.2	Smp_166290.1
OG0001896	h1SMcT0016281.2, h1SMcT0016281.1, h1SMcT0016281.3	Smp_012670.1
OG0001897	h1SMcT0006287.1	Smp_144920.1
OG0001898	h1SMcT0002007.1, h1SMcT0002007.2, h1SMcT0002007.3, h1SMcT0002007.4	Smp_311360.1, Smp_311360.2, Smp_311360.3
OG0001899	h1SMcT0008938.1, h1SMcT0013904.1, h1SMcT0013904.2	Smp_054610.1
OG0001900	h1SMcT0018011.3, h1SMcT0018011.1, h1SMcT0018011.2	Smp_211020.1, Smp_211020.2
OG0001901	h1SMcT0000743.1, h1SMcT0000743.2	Smp_165960.1
OG0001902	h1SMcT0008507.1, h1SMcT0008507.2, h1SMcT0008507.3	Smp_332570.1
OG0001903	h1SMcT0021286.1	Smp_040080.1, Smp_040080.2
OG0001907	h1SMcT0001963.1, h1SMcT0001963.2	Smp_343350.1
OG0001909	h1SMcT0003517.1, h1SMcT0003517.2	Smp_213800.1
OG0001910	h1SMcT0022818.1, h1SMcT0009008.1, h1SMcT0009008.3, h1SMcT0009008.2, h1SMcT0009008.4, h1SMcT0009008.5	Smp_071150.1
OG0001911	h1SMcT0022326.1	Smp_060900.1
OG0001912	h1SMcT0010295.1	Smp_150280.1
OG0001913	h1SMcT0017208.1	Smp_027450.1
OG0001914	h1SMcT0011941.1, h1SMcT0011881.1, h1SMcT0011881.2, h1SMcT0011881.3, h1SMcT0011881.4	Smp_018280.1
OG0001915	h1SMcT0011169.1	Smp_146720.1
OG0001916	h1SMcT0010024.1	Smp_162900.1, Smp_162900.2
OG0001917	h1SMcT0001874.1, h1SMcT0001870.1, h1SMcT0001870.2	Smp_145620.1
OG0001918	h1SMcT0001785.5, h1SMcT0001785.1, h1SMcT0001785.3, h1SMcT0001785.4, h1SMcT0001785.2	Smp_017230.1
OG0001919	h1SMcT0006757.1	Smp_000130.1
OG0001920	h1SMcT0003731.1	Smp_322710.1, Smp_322700.1, Smp_322700.2
OG0001921	h1SMcT0011809.1, h1SMcT0011809.2, h1SMcT0011809.3, h1SMcT0022731.1	Smp_048240.1
OG0001922	h1SMcT0004051.1	Smp_098980.1
OG0001924	h1SMcT0017174.1, h1SMcT0017174.2	Smp_340680.1
OG0001925	h1SMcT0001466.3, h1SMcT0001466.2, h1SMcT0001466.1, h1SMcT0001464.1, h1SMcT0001464.2	Smp_340520.1, Smp_340520.2, Smp_327820.1, Smp_348910.1
OG0001927	h1SMcT0022233.1	Smp_048540.1
OG0001929	h1SMcT0015623.1, h1SMcT0007255.1, h1SMcT0007255.2, h1SMcT0007255.3	Smp_045560.1
OG0001930	h1SMcT0015155.1	Smp_081140.1
OG0001932	h1SMcT0007506.1, h1SMcT0011130.1, h1SMcT0011130.2, h1SMcT0003858.3, h1SMcT0006060.1	Smp_213390.1
OG0001934	h1SMcT0008665.1	Smp_331720.1
OG0001941	h1SMcT0007878.1, h1SMcT0007878.2, h1SMcT0007878.3	Smp_141770.1
OG0001942	h1SMcT0008062.1	Smp_035620.1
OG0001943	h1SMcT0010455.1, h1SMcT0010455.2	Smp_324060.1, Smp_306730.1, Smp_306740.1, Smp_306750.1, Smp_324080.1
OG0001944	h1SMcT0010813.2, h1SMcT0010813.1, h1SMcT0010813.4, h1SMcT0010813.5, h1SMcT0010813.6, h1SMcT0010813.3	Smp_100120.1
OG0001945	h1SMcT0020652.1, h1SMcT0020652.5, h1SMcT0020652.2, h1SMcT0020652.3, h1SMcT0020652.4, h1SMcT0020652.6	Smp_343310.1
OG0001946	h1SMcT0021096.5, h1SMcT0021096.4, h1SMcT0021096.6, h1SMcT0021096.3, h1SMcT0021096.2, h1SMcT0021096.1	Smp_246260.1
OG0001947	h1SMcT0011014.1	Smp_103950.1
OG0001948	h1SMcT0008416.1, h1SMcT0008416.2	Smp_147140.1
OG0001949	h1SMcT0010843.1, h1SMcT0010843.3, h1SMcT0010843.4, h1SMcT0010843.2	Smp_140020.1
OG0001950	h1SMcT0018799.1	Smp_039180.1
OG0001951	h1SMcT0019278.1	Smp_207000.1
OG0001952	h1SMcT0007722.1, h1SMcT0007722.2, h1SMcT0007722.3	Smp_122780.1
OG0001953	h1SMcT0012123.1	Smp_337580.1
OG0001954	h1SMcT0021952.1, h1SMcT0013746.1, h1SMcT0021292.1	Smp_024140.1
OG0001955	h1SMcT0006475.1, h1SMcT0006475.2	Smp_246880.1
OG0001956	h1SMcT0001404.1, h1SMcT0009669.4, h1SMcT0009669.2, h1SMcT0009669.3	Smp_153810.1
OG0001957	h1SMcT0013668.1	Smp_179380.1
OG0001958	h1SMcT0003488.1, h1SMcT0003488.4, h1SMcT0003488.5, h1SMcT0003488.2, h1SMcT0003488.3, h1SMcT0003488.6	Smp_010110.1
OG0001959	h1SMcT0018025.1, h1SMcT0021282.1, h1SMcT0018024.1, h1SMcT0018024.2	Smp_071550.1
OG0001960	h1SMcT0003235.1, h1SMcT0009022.2, h1SMcT0009022.3, h1SMcT0009022.1, h1SMcT0009022.4	Smp_020040.1
OG0001961	h1SMcT0010420.1, h1SMcT0010420.2, h1SMcT0001264.2, h1SMcT0001264.1, h1SMcT0001264.3, h1SMcT0012558.1	Smp_337010.1
OG0001962	h1SMcT0008254.1, h1SMcT0008254.2, h1SMcT0019824.1, h1SMcT0019824.2	Smp_149500.1, Smp_149500.2
OG0001963	h1SMcT0011203.1, h1SMcT0011203.2	Smp_079410.1
OG0001965	h1SMcT0022045.3, h1SMcT0022045.1, h1SMcT0022045.2	Smp_039130.1
OG0001966	h1SMcT0001175.4, h1SMcT0001175.5, h1SMcT0001175.6, h1SMcT0001175.2, h1SMcT0001175.1, h1SMcT0001175.3, h1SMcT0001089.1, h1SMcT0013315.1, h1SMcT0011742.1, h1SMcT0019933.1	Smp_171870.1
OG0001967	h1SMcT0010002.1, h1SMcT0010002.2, h1SMcT0010002.3	Smp_345970.1, Smp_345970.2
OG0001968	h1SMcT0015577.1, h1SMcT0015577.2, h1SMcT0015577.3	Smp_246470.1
OG0001969	h1SMcT0011536.1	Smp_140800.1
OG0001970	h1SMcT0021155.1	Smp_083710.1
OG0001972	h1SMcT0007262.1, h1SMcT0002549.1, h1SMcT0002406.1, h1SMcT0000771.1, h1SMcT0011669.2, h1SMcT0011669.4, h1SMcT0011669.3, h1SMcT0011669.5, h1SMcT0011669.1	Smp_138310.1, Smp_138310.2
OG0001974	h1SMcT0005107.1, h1SMcT0005109.3	Smp_247400.1
OG0001975	h1SMcT0012165.1, h1SMcT0012165.2	Smp_124390.1
OG0001976	h1SMcT0007621.1, h1SMcT0007621.2	Smp_031100.1, Smp_303540.1
OG0001977	h1SMcT0022179.1, h1SMcT0022179.2	Smp_128000.1
OG0001978	h1SMcT0009221.2, h1SMcT0009221.1, h1SMcT0009222.1	Smp_247420.1, Smp_247420.2
OG0001979	h1SMcT0017547.1, h1SMcT0017548.3, h1SMcT0017548.1, h1SMcT0017548.2	Smp_156410.1
OG0001980	h1SMcT0007933.1, h1SMcT0000803.1, h1SMcT0000803.3, h1SMcT0000803.2, h1SMcT0000803.4	Smp_129430.1
OG0001981	h1SMcT0015901.1	Smp_320120.1, Smp_180200.1
OG0001982	h1SMcT0008361.1	Smp_094890.1, Smp_094890.2
OG0001983	h1SMcT0003213.1	Smp_343630.1
OG0001984	h1SMcT0021069.1	Smp_169980.1
OG0001985	h1SMcT0015012.1, h1SMcT0015012.2, h1SMcT0015012.3	Smp_151420.1
OG0001986	h1SMcT0000675.1	Smp_173880.1
OG0001987	h1SMcT0004630.1	Smp_165030.1
OG0001988	h1SMcT0001900.3, h1SMcT0001900.1, h1SMcT0001900.2	Smp_167500.1
OG0001989	h1SMcT0008359.1, h1SMcT0008359.2, h1SMcT0008359.3	Smp_174090.1
OG0001990	h1SMcT0014617.1, h1SMcT0014617.2	Smp_156720.1, Smp_156720.2
OG0001991	h1SMcT0022486.2, h1SMcT0022486.1, h1SMcT0022486.3	Smp_345070.1, Smp_345070.2
OG0001992	h1SMcT0022089.1, h1SMcT0022090.1, h1SMcT0022090.3, h1SMcT0022090.2	Smp_128110.1
OG0001993	h1SMcT0010807.2, h1SMcT0010807.3, h1SMcT0010807.1, h1SMcT0010807.4	Smp_042810.1
OG0001995	h1SMcT0012615.1, h1SMcT0012615.2	Smp_140030.1
OG0001996	h1SMcT0020817.1	Smp_069880.1
OG0001996	h1SMcT0013111.1, h1SMcT0013111.2, h1SMcT0013111.3	Smp_069870.1
OG0001997	h1SMcT0005512.1, h1SMcT0005512.2, h1SMcT0005512.3, h1SMcT0005512.4, h1SMcT0005512.5	Smp_337290.1
OG0001998	h1SMcT0022133.1, h1SMcT0022133.2	Smp_016600.1
OG0001999	h1SMcT0023046.1, h1SMcT0007717.1, h1SMcT0007717.2	Smp_245680.1
OG0002000	h1SMcT0005493.1, h1SMcT0005493.2	Smp_347640.1
OG0002001	h1SMcT0021452.2, h1SMcT0022877.1, h1SMcT0021452.1	Smp_305490.1
OG0002002	h1SMcT0021171.1	Smp_301670.1
OG0002003	h1SMcT0018768.1, h1SMcT0018768.3, h1SMcT0018768.4, h1SMcT0018768.2	Smp_176290.1
OG0002004	h1SMcT0002030.1	Smp_007660.1, Smp_007660.2
OG0002006	h1SMcT0022216.1	Smp_042630.1
OG0002007	h1SMcT0017307.3, h1SMcT0014328.1, h1SMcT0014327.3, h1SMcT0014327.1, h1SMcT0014327.2	Smp_001095.1, Smp_001090.1
OG0002009	h1SMcT0015851.1	Smp_136210.1
OG0002011	h1SMcT0021884.9, h1SMcT0021884.1, h1SMcT0021884.3, h1SMcT0021884.5, h1SMcT0021884.6, h1SMcT0021884.8, h1SMcT0021884.2, h1SMcT0021884.7, h1SMcT0021884.4	Smp_150840.1
OG0002012	h1SMcT0010185.1	Smp_021460.1, Smp_133770.1
OG0002013	h1SMcT0015358.1, h1SMcT0015358.2	Smp_305560.1
OG0002014	h1SMcT0018333.1	Smp_156350.1
OG0002015	h1SMcT0007283.1, h1SMcT0000174.1, h1SMcT0000174.2, h1SMcT0000174.3	Smp_002280.1
OG0002017	h1SMcT0007338.1, h1SMcT0007338.2, h1SMcT0007338.3, h1SMcT0007342.1, h1SMcT0007342.2	Smp_123440.1
OG0002018	h1SMcT0010740.1, h1SMcT0004749.2, h1SMcT0004749.3, h1SMcT0004749.1, h1SMcT0004749.4	Smp_172090.1
OG0002018	h1SMcT0007184.1, h1SMcT0007185.1	Smp_344140.1
OG0002020	h1SMcT0019141.2, h1SMcT0019141.5, h1SMcT0019141.7, h1SMcT0019141.3, h1SMcT0019141.6, h1SMcT0019141.1, h1SMcT0019141.4, h1SMcT0019141.8	Smp_164590.1
OG0002021	h1SMcT0000442.1, h1SMcT0000442.2	Smp_312730.1
OG0002023	h1SMcT0020049.1, h1SMcT0020049.2	Smp_000190.1
OG0002024	h1SMcT0011005.1	Smp_152230.1
OG0002025	h1SMcT0011900.1, h1SMcT0014955.1	Smp_105960.1
OG0002026	h1SMcT0010559.1	Smp_134300.1
OG0002027	h1SMcT0006516.1, h1SMcT0006516.2, h1SMcT0006516.3	Smp_315010.2
OG0002028	h1SMcT0000689.1, h1SMcT0000689.2	Smp_148360.1
OG0002029	h1SMcT0020434.1	Smp_152860.1
OG0002030	h1SMcT0018723.1	Smp_013520.1
OG0002032	h1SMcT0003381.1	Smp_127840.1
OG0002033	h1SMcT0002950.4, h1SMcT0002950.1, h1SMcT0002950.3, h1SMcT0002950.2	Smp_073940.1
OG0002035	h1SMcT0005775.1	Smp_076390.1, Smp_076390.2
OG0002036	h1SMcT0010926.3, h1SMcT0010926.2, h1SMcT0010926.5, h1SMcT0010926.1, h1SMcT0010926.4	Smp_091650.1
OG0002037	h1SMcT0017037.1, h1SMcT0017038.1	Smp_147650.1
OG0002038	h1SMcT0021727.4, h1SMcT0021727.2, h1SMcT0021727.3	Smp_038870.1
OG0002039	h1SMcT0006687.1	Smp_124430.1
OG0002040	h1SMcT0002776.6, h1SMcT0002776.7, h1SMcT0002776.2, h1SMcT0002776.3, h1SMcT0002776.4, h1SMcT0002776.5, h1SMcT0002776.1, h1SMcT0001507.2, h1SMcT0001507.1, h1SMcT0001507.3	Smp_331650.3, Smp_331650.2, Smp_331650.4, Smp_331650.1, Smp_332860.1, Smp_332860.2
OG0002041	h1SMcT0015225.1, h1SMcT0015225.3, h1SMcT0015225.6, h1SMcT0015225.5, h1SMcT0015225.2, h1SMcT0015225.4, h1SMcT0015225.7, h1SMcT0015225.8, h1SMcT0011960.3, h1SMcT0011960.1, h1SMcT0011960.2, h1SMcT0009854.3, h1SMcT0009854.1, h1SMcT0009854.2	Smp_135500.1
OG0002042	h1SMcT0001304.1	Smp_076530.1
OG0002043	h1SMcT0005432.1	Smp_026390.1
OG0002044	h1SMcT0015827.1	Smp_127270.1
OG0002045	h1SMcT0000763.1, h1SMcT0021422.1	Smp_166220.1
OG0002046	h1SMcT0005074.1, h1SMcT0017666.1	Smp_145210.1
OG0002047	h1SMcT0018942.1	Smp_039490.1
OG0002048	h1SMcT0001025.1, h1SMcT0019919.1	Smp_005020.1
OG0002049	h1SMcT0013881.1, h1SMcT0013881.2	Smp_315580.1
OG0002050	h1SMcT0009234.1	Smp_146360.1
OG0002051	h1SMcT0013228.1	Smp_160870.1
OG0002052	h1SMcT0016531.1	Smp_051390.1
OG0002053	h1SMcT0006987.1	Smp_062520.1
OG0002054	h1SMcT0011687.1, h1SMcT0011760.1	Smp_036010.1
OG0002055	h1SMcT0001856.1	Smp_151720.1
OG0002056	h1SMcT0021801.1	Smp_214030.1, Smp_214020.1, Smp_214020.2
OG0002057	h1SMcT0012583.1	Smp_211330.1
OG0002058	h1SMcT0021557.1, h1SMcT0018219.1, h1SMcT0000702.1, h1SMcT0000702.2	Smp_103740.1
OG0002059	h1SMcT0001337.1, h1SMcT0001337.2, h1SMcT0001337.5, h1SMcT0001337.3, h1SMcT0001337.4	Smp_135130.1
OG0002060	h1SMcT0008239.1	Smp_053420.1
OG0002061	h1SMcT0001101.1	Smp_022850.1
OG0002064	h1SMcT0005644.1	Smp_165790.1, Smp_165790.2
OG0002066	h1SMcT0006944.1, h1SMcT0011680.1, h1SMcT0018740.1	Smp_043260.1, Smp_336110.1, Smp_336140.1, Smp_043290.1
OG0002073	h1SMcT0000231.1, h1SMcT0000231.2, h1SMcT0000231.3, h1SMcT0000231.4, h1SMcT0014508.1, h1SMcT0020918.2, h1SMcT0020918.3, h1SMcT0020918.1	Smp_144850.1
OG0002075	h1SMcT0013153.1, h1SMcT0013153.2	Smp_094820.1
OG0002076	h1SMcT0004007.1, h1SMcT0009726.1, h1SMcT0009726.2, h1SMcT0013397.1, h1SMcT0014280.1, h1SMcT0013133.1, h1SMcT0013134.1	Smp_065610.1
OG0002077	h1SMcT0004821.1, h1SMcT0004821.2, h1SMcT0004908.6, h1SMcT0004908.4, h1SMcT0004908.5, h1SMcT0004908.2, h1SMcT0004908.1, h1SMcT0004908.3	Smp_153480.1
OG0002078	h1SMcT0019763.1, h1SMcT0019763.2, h1SMcT0019763.4, h1SMcT0019763.3, h1SMcT0016245.1, h1SMcT0016245.2, h1SMcT0011973.1, h1SMcT0011973.2, h1SMcT0011973.3	Smp_067140.1
OG0002079	h1SMcT0022425.3, h1SMcT0022425.1, h1SMcT0022425.2, h1SMcT0022424.4, h1SMcT0022424.1, h1SMcT0022424.2, h1SMcT0022424.7, h1SMcT0022424.6, h1SMcT0022424.5, h1SMcT0022424.3, h1SMcT0022424.8	Smp_060480.1
OG0002080	h1SMcT0007090.3, h1SMcT0007090.2, h1SMcT0007090.5, h1SMcT0007090.1, h1SMcT0007090.4	Smp_063530.1, Smp_063530.2
OG0002081	h1SMcT0012726.3	Smp_153410.1
OG0002083	h1SMcT0012319.1, h1SMcT0012319.2	Smp_044000.1
OG0002084	h1SMcT0015883.1	Smp_244080.1
OG0002085	h1SMcT0016113.1	Smp_018710.1
OG0002086	h1SMcT0016811.1, h1SMcT0016811.2, h1SMcT0016811.3	Smp_345280.1
OG0002087	h1SMcT0019853.1, h1SMcT0019853.2	Smp_173380.1, Smp_173380.2
OG0002088	h1SMcT0006136.3, h1SMcT0006136.2, h1SMcT0006136.1	Smp_083380.1
OG0002089	h1SMcT0015614.1	Smp_046190.1
OG0002090	h1SMcT0004062.1, h1SMcT0001169.1, h1SMcT0001169.2	Smp_047700.1
OG0002091	h1SMcT0000706.1	Smp_148410.1
OG0002093	h1SMcT0016741.6, h1SMcT0016741.4, h1SMcT0016741.7, h1SMcT0016741.1, h1SMcT0016741.3	Smp_123830.1
OG0002094	h1SMcT0014214.1, h1SMcT0000979.1	Smp_030400.1
OG0002096	h1SMcT0013481.1	Smp_133280.1
OG0002097	h1SMcT0004707.1, h1SMcT0011843.1	Smp_245280.2, Smp_245280.1
OG0002098	h1SMcT0012070.3, h1SMcT0012070.1, h1SMcT0012070.2, h1SMcT0012070.4	Smp_342700.1
OG0002099	h1SMcT0009059.1	Smp_332560.1
OG0002100	h1SMcT0019929.1	Smp_035360.1
OG0002101	h1SMcT0022389.1, h1SMcT0022389.2	Smp_051000.1, Smp_051000.2
OG0002102	h1SMcT0000727.1, h1SMcT0020732.1	Smp_319890.1, Smp_124080.1
OG0002104	h1SMcT0013703.1, h1SMcT0013703.2	Smp_128940.1
OG0002105	h1SMcT0016084.1	Smp_073610.1
OG0002106	h1SMcT0020742.1, h1SMcT0020742.2	Smp_158130.1
OG0002107	h1SMcT0006362.1, h1SMcT0014446.1	Smp_246970.1, Smp_246970.2
OG0002108	h1SMcT0021795.1	Smp_068510.1
OG0002108	h1SMcT0019556.1, h1SMcT0017243.1	Smp_158980.1, Smp_158990.1
OG0002111	h1SMcT0014179.1, h1SMcT0014179.2, h1SMcT0014179.3	Smp_144130.1, Smp_144130.2
OG0002112	h1SMcT0004987.1	Smp_029360.1
OG0002113	h1SMcT0000361.3, h1SMcT0000361.4, h1SMcT0000361.1, h1SMcT0000361.2, h1SMcT0021128.1, h1SMcT0021128.2, h1SMcT0021128.3	Smp_340130.1, Smp_340130.2
OG0002114	h1SMcT0002975.2, h1SMcT0002975.1, h1SMcT0002975.3	Smp_196600.1
OG0002115	h1SMcT0009892.1	Smp_159190.1
OG0002116	h1SMcT0022638.2	Smp_340170.1
OG0002117	h1SMcT0014620.1, h1SMcT0014620.2	Smp_134450.1
OG0002118	h1SMcT0007422.1, h1SMcT0007422.3, h1SMcT0007422.2	Smp_241580.1
OG0002118	h1SMcT0005103.4, h1SMcT0005103.1, h1SMcT0005103.3, h1SMcT0005103.2	Smp_181000.1
OG0002119	h1SMcT0021112.1	Smp_129320.1
OG0002120	h1SMcT0013827.1	Smp_174870.1
OG0002121	h1SMcT0012938.1, h1SMcT0012938.2	Smp_174890.1
OG0002122	h1SMcT0002868.1	Smp_073220.1
OG0002123	h1SMcT0004478.1	Smp_019950.1
OG0002124	h1SMcT0015364.1, h1SMcT0022701.1	Smp_077120.1
OG0002125	h1SMcT0008391.1	Smp_343290.1
OG0002126	h1SMcT0016141.1	Smp_322190.1
OG0002129	h1SMcT0022289.1, h1SMcT0022289.2, h1SMcT0002161.2, h1SMcT0002161.1, h1SMcT0002161.3	Smp_212990.1, Smp_213000.1
OG0002130	h1SMcT0020201.1, h1SMcT0012523.5, h1SMcT0012523.4, h1SMcT0012523.7, h1SMcT0012523.8, h1SMcT0012523.9, h1SMcT0012523.10, h1SMcT0012523.3, h1SMcT0012523.1, h1SMcT0012523.6, h1SMcT0012523.2	Smp_129610.1, Smp_129610.2
OG0002132	h1SMcT0005674.1	Smp_311770.1
OG0002133	h1SMcT0000690.1	Smp_242060.1
OG0002134	h1SMcT0010519.2, h1SMcT0010519.3, h1SMcT0010519.4, h1SMcT0010519.1	Smp_126620.1
OG0002135	h1SMcT0013438.1	Smp_164960.1
OG0002136	h1SMcT0005809.2, h1SMcT0005809.1, h1SMcT0005809.3	Smp_097320.1
OG0002137	h1SMcT0006762.1	Smp_055090.3, Smp_055090.1, Smp_055090.2
OG0002138	h1SMcT0018391.1	Smp_059980.1, Smp_154410.1
OG0002140	h1SMcT0010961.1	Smp_244940.1
OG0002141	h1SMcT0006373.1, h1SMcT0006373.2	Smp_138150.1
OG0002142	h1SMcT0012989.1, h1SMcT0012989.2, h1SMcT0012988.1, h1SMcT0012988.3, h1SMcT0012988.2	Smp_062070.1
OG0002143	h1SMcT0006734.1	Smp_349950.1, Smp_327610.1, Smp_327590.1
OG0002144	h1SMcT0021536.1, h1SMcT0021536.2	Smp_176000.1
OG0002145	h1SMcT0006197.6	Smp_246400.1
OG0002146	h1SMcT0016225.4, h1SMcT0016225.5, h1SMcT0016225.2, h1SMcT0016225.1, h1SMcT0016225.3	Smp_060190.1
OG0002147	h1SMcT0012040.1, h1SMcT0012040.2	Smp_124440.1
OG0002148	h1SMcT0013515.1, h1SMcT0013515.2, h1SMcT0013515.3	Smp_120380.1
OG0002149	h1SMcT0021366.1, h1SMcT0005530.1, h1SMcT0005530.2	Smp_208050.1
OG0002150	h1SMcT0008849.1, h1SMcT0008849.2, h1SMcT0008849.3	Smp_197640.1
OG0002151	h1SMcT0010869.1, h1SMcT0010172.1, h1SMcT0010173.1, h1SMcT0010174.1	Smp_098570.1, Smp_136310.1
OG0002153	h1SMcT0003526.1	Smp_244980.1
OG0002157	h1SMcT0013424.3, h1SMcT0013424.1, h1SMcT0013424.2	Smp_181480.1
OG0002158	h1SMcT0016681.1, h1SMcT0016681.2	Smp_345890.1
OG0002159	h1SMcT0005402.1	Smp_248070.1
OG0002160	h1SMcT0016684.1, h1SMcT0016684.2	Smp_018620.1
OG0002162	h1SMcT0004362.1	Smp_053300.1, Smp_053390.1, Smp_194870.1
OG0002163	h1SMcT0007993.1, h1SMcT0017739.1	Smp_160730.1, Smp_160730.2
OG0002164	h1SMcT0022827.1, h1SMcT0009790.4, h1SMcT0009790.1, h1SMcT0009790.2, h1SMcT0009790.3	Smp_204730.1
OG0002165	h1SMcT0016686.5, h1SMcT0016686.1, h1SMcT0016686.2	Smp_141360.1
OG0002166	h1SMcT0007596.1, h1SMcT0007596.2	Smp_333940.1
OG0002167	h1SMcT0001172.1, h1SMcT0001172.2, h1SMcT0001172.3, h1SMcT0001172.4	Smp_113620.1
OG0002168	h1SMcT0020195.1, h1SMcT0017081.1, h1SMcT0010685.1, h1SMcT0021930.1, h1SMcT0021930.2	Smp_143470.1
OG0002169	h1SMcT0010317.1	Smp_243870.1
OG0002170	h1SMcT0011164.1, h1SMcT0011164.2	Smp_170760.1
OG0002171	h1SMcT0002150.1	Smp_006930.1
OG0002173	h1SMcT0008118.1	Smp_019010.1
