Orthogroup	schmidtea_mediterranea	opisthorchis_viverrini
OG0001960	h1SMcT0003235.1, h1SMcT0009022.2, h1SMcT0009022.3, h1SMcT0009022.1, h1SMcT0009022.4	T265_03563
OG0001961	h1SMcT0010420.1, h1SMcT0010420.2, h1SMcT0001264.2, h1SMcT0001264.1, h1SMcT0001264.3, h1SMcT0012558.1	T265_04189
OG0001962	h1SMcT0008254.1, h1SMcT0008254.2, h1SMcT0019824.1, h1SMcT0019824.2	T265_02258
OG0001963	h1SMcT0011203.1, h1SMcT0011203.2	T265_07542
OG0001965	h1SMcT0022045.3, h1SMcT0022045.1, h1SMcT0022045.2	T265_15738, T265_09470, T265_16302
OG0001966	h1SMcT0001175.4, h1SMcT0001175.5, h1SMcT0001175.6, h1SMcT0001175.2, h1SMcT0001175.1, h1SMcT0001175.3, h1SMcT0001089.1, h1SMcT0013315.1, h1SMcT0011742.1, h1SMcT0019933.1	T265_11898
OG0001967	h1SMcT0010002.1, h1SMcT0010002.2, h1SMcT0010002.3	T265_11018
OG0001968	h1SMcT0015577.1, h1SMcT0015577.2, h1SMcT0015577.3	T265_12615
OG0001969	h1SMcT0011536.1	T265_15599, T265_11986
OG0001970	h1SMcT0021155.1	T265_06534
OG0001972	h1SMcT0007262.1, h1SMcT0002549.1, h1SMcT0002406.1, h1SMcT0000771.1, h1SMcT0011669.2, h1SMcT0011669.4, h1SMcT0011669.3, h1SMcT0011669.5, h1SMcT0011669.1	T265_06716
OG0001974	h1SMcT0005107.1, h1SMcT0005109.3	T265_03306
OG0001975	h1SMcT0012165.1, h1SMcT0012165.2	T265_08820
OG0001978	h1SMcT0009221.2, h1SMcT0009221.1, h1SMcT0009222.1	T265_02840
OG0001979	h1SMcT0017547.1, h1SMcT0017548.3, h1SMcT0017548.1, h1SMcT0017548.2	T265_00134
OG0001980	h1SMcT0007933.1, h1SMcT0000803.1, h1SMcT0000803.3, h1SMcT0000803.2, h1SMcT0000803.4	T265_00639
OG0001981	h1SMcT0015901.1	T265_14563
OG0001982	h1SMcT0008361.1	T265_05804
OG0001983	h1SMcT0003213.1	T265_16272, T265_10525
OG0001984	h1SMcT0021069.1	T265_13337
OG0001985	h1SMcT0015012.1, h1SMcT0015012.2, h1SMcT0015012.3	T265_05014
OG0001986	h1SMcT0000675.1	T265_13071
OG0001987	h1SMcT0004630.1	T265_11477
OG0001988	h1SMcT0001900.3, h1SMcT0001900.1, h1SMcT0001900.2	T265_00178
OG0001989	h1SMcT0008359.1, h1SMcT0008359.2, h1SMcT0008359.3	T265_00999
OG0001990	h1SMcT0014617.1, h1SMcT0014617.2	T265_14644
OG0001991	h1SMcT0022486.2, h1SMcT0022486.1, h1SMcT0022486.3	T265_09212
OG0001992	h1SMcT0022089.1, h1SMcT0022090.1, h1SMcT0022090.3, h1SMcT0022090.2	T265_04048
OG0001993	h1SMcT0010807.2, h1SMcT0010807.3, h1SMcT0010807.1, h1SMcT0010807.4	T265_14343
OG0001995	h1SMcT0012615.1, h1SMcT0012615.2	T265_11523
OG0001996	h1SMcT0020817.1	T265_10482
OG0001997	h1SMcT0005512.1, h1SMcT0005512.2, h1SMcT0005512.3, h1SMcT0005512.4, h1SMcT0005512.5	T265_01011
OG0001998	h1SMcT0009946.1, h1SMcT0009944.2, h1SMcT0009945.5, h1SMcT0009945.1, h1SMcT0009945.3, h1SMcT0009945.4	T265_14397
OG0001998	h1SMcT0022133.1, h1SMcT0022133.2	T265_05189
OG0001999	h1SMcT0023046.1, h1SMcT0007717.1, h1SMcT0007717.2	T265_01760
OG0002000	h1SMcT0005493.1, h1SMcT0005493.2	T265_10963
OG0002001	h1SMcT0021452.2, h1SMcT0022877.1, h1SMcT0021452.1	T265_04575
OG0002002	h1SMcT0021171.1	T265_11222
OG0002003	h1SMcT0018768.1, h1SMcT0018768.3, h1SMcT0018768.4, h1SMcT0018768.2	T265_05270
OG0002004	h1SMcT0002030.1	T265_04351
OG0002006	h1SMcT0022216.1	T265_11260
OG0002007	h1SMcT0017307.3, h1SMcT0014328.1, h1SMcT0014327.3, h1SMcT0014327.1, h1SMcT0014327.2	T265_01809
OG0002009	h1SMcT0015851.1	T265_07583
OG0002011	h1SMcT0021884.9, h1SMcT0021884.1, h1SMcT0021884.3, h1SMcT0021884.5, h1SMcT0021884.6, h1SMcT0021884.8, h1SMcT0021884.2, h1SMcT0021884.7, h1SMcT0021884.4	T265_15553
OG0002012	h1SMcT0010185.1	T265_01585
OG0002013	h1SMcT0015358.1, h1SMcT0015358.2	T265_00133
OG0002014	h1SMcT0018333.1	T265_02025
OG0002015	h1SMcT0007283.1, h1SMcT0000174.1, h1SMcT0000174.2, h1SMcT0000174.3	T265_10154
OG0002018	h1SMcT0010740.1, h1SMcT0004749.2, h1SMcT0004749.3, h1SMcT0004749.1, h1SMcT0004749.4	T265_01252
OG0002020	h1SMcT0019141.2, h1SMcT0019141.5, h1SMcT0019141.7, h1SMcT0019141.3, h1SMcT0019141.6, h1SMcT0019141.1, h1SMcT0019141.4, h1SMcT0019141.8	T265_09353, T265_09354
OG0002021	h1SMcT0000442.1, h1SMcT0000442.2	T265_02319
OG0002023	h1SMcT0020049.1, h1SMcT0020049.2	T265_01173
OG0002024	h1SMcT0011005.1	T265_11589
OG0002025	h1SMcT0011900.1, h1SMcT0014955.1	T265_13824
OG0002026	h1SMcT0010559.1	T265_14886
OG0002027	h1SMcT0006516.1, h1SMcT0006516.2, h1SMcT0006516.3	T265_12826
OG0002028	h1SMcT0000689.1, h1SMcT0000689.2	T265_06994
OG0002029	h1SMcT0020434.1	T265_03894
OG0002030	h1SMcT0018723.1	T265_00505
OG0002032	h1SMcT0003381.1	T265_02749
OG0002033	h1SMcT0002950.4, h1SMcT0002950.1, h1SMcT0002950.3, h1SMcT0002950.2	T265_10134
OG0002035	h1SMcT0005775.1	T265_04572
OG0002036	h1SMcT0010926.3, h1SMcT0010926.2, h1SMcT0010926.5, h1SMcT0010926.1, h1SMcT0010926.4	T265_02637
OG0002037	h1SMcT0017037.1, h1SMcT0017038.1	T265_00055
OG0002038	h1SMcT0021727.4, h1SMcT0021727.2, h1SMcT0021727.3	T265_12805, T265_02077, T265_15831
OG0002039	h1SMcT0006687.1	T265_08815
OG0002040	h1SMcT0002776.6, h1SMcT0002776.7, h1SMcT0002776.2, h1SMcT0002776.3, h1SMcT0002776.4, h1SMcT0002776.5, h1SMcT0002776.1, h1SMcT0001507.2, h1SMcT0001507.1, h1SMcT0001507.3	T265_03319
OG0002041	h1SMcT0015225.1, h1SMcT0015225.3, h1SMcT0015225.6, h1SMcT0015225.5, h1SMcT0015225.2, h1SMcT0015225.4, h1SMcT0015225.7, h1SMcT0015225.8, h1SMcT0011960.3, h1SMcT0011960.1, h1SMcT0011960.2, h1SMcT0009854.3, h1SMcT0009854.1, h1SMcT0009854.2	T265_00833
OG0002042	h1SMcT0001304.1	T265_10274
OG0002043	h1SMcT0005432.1	T265_01128
OG0002045	h1SMcT0000763.1, h1SMcT0021422.1	T265_07822
OG0002046	h1SMcT0005074.1, h1SMcT0017666.1	T265_02662
OG0002047	h1SMcT0018942.1	T265_04671
OG0002048	h1SMcT0001025.1, h1SMcT0019919.1	T265_13011
OG0002050	h1SMcT0009234.1	T265_11962
OG0002051	h1SMcT0013228.1	T265_02963
OG0002052	h1SMcT0016531.1	T265_01480
OG0002053	h1SMcT0006987.1	T265_00451
OG0002054	h1SMcT0011687.1, h1SMcT0011760.1	T265_13210
OG0002055	h1SMcT0001856.1	T265_01146
OG0002056	h1SMcT0021801.1	T265_04162, T265_04164
OG0002057	h1SMcT0012583.1	T265_11668
OG0002058	h1SMcT0021557.1, h1SMcT0018219.1, h1SMcT0000702.1, h1SMcT0000702.2	T265_07761
OG0002059	h1SMcT0001337.1, h1SMcT0001337.2, h1SMcT0001337.5, h1SMcT0001337.3, h1SMcT0001337.4	T265_11048
OG0002060	h1SMcT0008239.1	T265_01393
OG0002061	h1SMcT0001101.1	T265_08182
OG0002064	h1SMcT0005644.1	T265_15101
OG0002066	h1SMcT0006944.1, h1SMcT0011680.1, h1SMcT0018740.1	T265_08198, T265_08199
OG0002073	h1SMcT0000231.1, h1SMcT0000231.2, h1SMcT0000231.3, h1SMcT0000231.4, h1SMcT0014508.1, h1SMcT0020918.2, h1SMcT0020918.3, h1SMcT0020918.1	T265_09527
OG0002075	h1SMcT0013153.1, h1SMcT0013153.2	T265_09383
OG0002076	h1SMcT0004007.1, h1SMcT0009726.1, h1SMcT0009726.2, h1SMcT0013397.1, h1SMcT0014280.1, h1SMcT0013133.1, h1SMcT0013134.1	T265_15233, T265_16097
OG0002077	h1SMcT0004821.1, h1SMcT0004821.2, h1SMcT0004908.6, h1SMcT0004908.4, h1SMcT0004908.5, h1SMcT0004908.2, h1SMcT0004908.1, h1SMcT0004908.3	T265_03682
OG0002078	h1SMcT0019763.1, h1SMcT0019763.2, h1SMcT0019763.4, h1SMcT0019763.3, h1SMcT0016245.1, h1SMcT0016245.2, h1SMcT0011973.1, h1SMcT0011973.2, h1SMcT0011973.3	T265_15041
OG0002079	h1SMcT0022425.3, h1SMcT0022425.1, h1SMcT0022425.2, h1SMcT0022424.4, h1SMcT0022424.1, h1SMcT0022424.2, h1SMcT0022424.7, h1SMcT0022424.6, h1SMcT0022424.5, h1SMcT0022424.3, h1SMcT0022424.8	T265_06240
OG0002080	h1SMcT0007090.3, h1SMcT0007090.2, h1SMcT0007090.5, h1SMcT0007090.1, h1SMcT0007090.4	T265_00124
OG0002081	h1SMcT0012726.3	T265_09555
OG0002083	h1SMcT0012319.1, h1SMcT0012319.2	T265_08100
OG0002084	h1SMcT0015883.1	T265_12470, T265_12471
OG0002085	h1SMcT0016113.1	T265_01378
OG0002086	h1SMcT0016811.1, h1SMcT0016811.2, h1SMcT0016811.3	T265_05643
OG0002087	h1SMcT0019853.1, h1SMcT0019853.2	T265_14114
OG0002088	h1SMcT0006136.3, h1SMcT0006136.2, h1SMcT0006136.1	T265_14944
OG0002089	h1SMcT0015614.1	T265_00465
OG0002090	h1SMcT0004062.1, h1SMcT0001169.1, h1SMcT0001169.2	T265_05436
OG0002091	h1SMcT0000706.1	T265_00837, T265_16066
OG0002093	h1SMcT0016741.6, h1SMcT0016741.4, h1SMcT0016741.7, h1SMcT0016741.1, h1SMcT0016741.3	T265_08579
OG0002094	h1SMcT0014214.1, h1SMcT0000979.1	T265_04373, T265_13499
OG0002096	h1SMcT0013481.1	T265_03819
OG0002098	h1SMcT0012070.3, h1SMcT0012070.1, h1SMcT0012070.2, h1SMcT0012070.4	T265_05615
OG0002099	h1SMcT0009059.1	T265_04149, T265_04150
OG0002100	h1SMcT0019929.1	T265_11580
OG0002101	h1SMcT0022389.1, h1SMcT0022389.2	T265_05374
OG0002102	h1SMcT0000727.1, h1SMcT0020732.1	T265_13199
OG0002104	h1SMcT0013703.1, h1SMcT0013703.2	T265_08023
OG0002105	h1SMcT0016084.1	T265_14195
OG0002106	h1SMcT0020742.1, h1SMcT0020742.2	T265_12884
OG0002107	h1SMcT0006362.1, h1SMcT0014446.1	T265_06088
OG0002108	h1SMcT0021795.1	T265_04775
OG0002108	h1SMcT0019556.1, h1SMcT0017243.1	T265_09456
OG0002111	h1SMcT0014179.1, h1SMcT0014179.2, h1SMcT0014179.3	T265_12810
OG0002112	h1SMcT0004987.1	T265_15351, T265_01166
OG0002113	h1SMcT0000361.3, h1SMcT0000361.4, h1SMcT0000361.1, h1SMcT0000361.2, h1SMcT0021128.1, h1SMcT0021128.2, h1SMcT0021128.3	T265_13848
OG0002114	h1SMcT0002975.2, h1SMcT0002975.1, h1SMcT0002975.3	T265_08567
OG0002115	h1SMcT0009892.1	T265_13872
OG0002116	h1SMcT0022638.2	T265_15055
OG0002117	h1SMcT0014620.1, h1SMcT0014620.2	T265_14145, T265_14146
OG0002118	h1SMcT0007422.1, h1SMcT0007422.3, h1SMcT0007422.2	T265_03977
OG0002119	h1SMcT0021112.1	T265_12990
OG0002120	h1SMcT0013827.1	T265_10602
OG0002121	h1SMcT0012938.1, h1SMcT0012938.2	T265_15200
OG0002122	h1SMcT0002868.1	T265_16017, T265_13609, T265_06473, T265_07036
OG0002123	h1SMcT0004478.1	T265_00741
OG0002124	h1SMcT0015364.1, h1SMcT0022701.1	T265_13794
OG0002125	h1SMcT0008391.1	T265_05313
OG0002126	h1SMcT0016141.1	T265_05547, T265_13807
OG0002129	h1SMcT0022289.1, h1SMcT0022289.2	T265_04289
OG0002129	h1SMcT0002161.2, h1SMcT0002161.1, h1SMcT0002161.3	T265_04290
OG0002130	h1SMcT0020201.1, h1SMcT0012523.5, h1SMcT0012523.4, h1SMcT0012523.7, h1SMcT0012523.8, h1SMcT0012523.9, h1SMcT0012523.10, h1SMcT0012523.3, h1SMcT0012523.1, h1SMcT0012523.6, h1SMcT0012523.2	T265_05977
OG0002132	h1SMcT0005674.1	T265_10351
OG0002133	h1SMcT0000690.1	T265_05901
OG0002134	h1SMcT0010519.2, h1SMcT0010519.3, h1SMcT0010519.4, h1SMcT0010519.1	T265_13573
OG0002135	h1SMcT0013438.1	T265_11834
OG0002136	h1SMcT0005809.2, h1SMcT0005809.1, h1SMcT0005809.3	T265_02078, T265_02076
OG0002137	h1SMcT0006762.1	T265_04278
OG0002138	h1SMcT0018391.1	T265_11382, T265_11381
OG0002140	h1SMcT0010961.1	T265_03075
OG0002141	h1SMcT0006373.1, h1SMcT0006373.2	T265_12391, T265_14911, T265_16353
OG0002142	h1SMcT0012989.1, h1SMcT0012989.2, h1SMcT0012988.1, h1SMcT0012988.3, h1SMcT0012988.2	T265_09176
OG0002143	h1SMcT0006734.1	T265_01276
OG0002144	h1SMcT0021536.1, h1SMcT0021536.2	T265_15470
OG0002145	h1SMcT0006197.6	T265_04022
OG0002147	h1SMcT0012040.1, h1SMcT0012040.2	T265_10180
OG0002148	h1SMcT0013515.1, h1SMcT0013515.2, h1SMcT0013515.3	T265_12487
OG0002149	h1SMcT0021366.1, h1SMcT0005530.1, h1SMcT0005530.2	T265_11302
OG0002150	h1SMcT0008849.1, h1SMcT0008849.2, h1SMcT0008849.3	T265_01113
OG0002151	h1SMcT0010869.1, h1SMcT0010172.1, h1SMcT0010173.1, h1SMcT0010174.1	T265_14429, T265_15959
OG0002153	h1SMcT0003526.1	T265_02445
OG0002157	h1SMcT0013424.3, h1SMcT0013424.1, h1SMcT0013424.2	T265_00621, T265_00620
OG0002158	h1SMcT0016681.1, h1SMcT0016681.2	T265_00081
OG0002159	h1SMcT0005402.1	T265_13086, T265_13085
OG0002160	h1SMcT0016684.1, h1SMcT0016684.2	T265_04782
OG0002162	h1SMcT0004362.1	T265_05709, T265_05840
OG0002163	h1SMcT0007993.1, h1SMcT0017739.1	T265_08502
OG0002164	h1SMcT0022827.1, h1SMcT0009790.4, h1SMcT0009790.1, h1SMcT0009790.2, h1SMcT0009790.3	T265_05843
OG0002165	h1SMcT0016686.5, h1SMcT0016686.1, h1SMcT0016686.2	T265_03273, T265_16079, T265_03274
OG0002166	h1SMcT0007596.1, h1SMcT0007596.2	T265_01946
OG0002167	h1SMcT0001172.1, h1SMcT0001172.2, h1SMcT0001172.3, h1SMcT0001172.4	T265_02698
OG0002168	h1SMcT0020195.1, h1SMcT0017081.1, h1SMcT0010685.1, h1SMcT0021930.1, h1SMcT0021930.2	T265_02435
OG0002169	h1SMcT0010317.1	T265_03699
OG0002170	h1SMcT0011164.1, h1SMcT0011164.2	T265_01262
OG0002171	h1SMcT0002150.1	T265_08677
OG0002173	h1SMcT0008118.1	T265_09337
OG0002174	h1SMcT0021580.4, h1SMcT0021580.5	T265_06747
OG0002175	h1SMcT0009857.1	T265_00392
OG0002176	h1SMcT0006985.1, h1SMcT0001083.1, h1SMcT0001083.2, h1SMcT0001083.3	T265_06743
OG0002179	h1SMcT0010864.1, h1SMcT0014376.1	T265_01562
OG0002180	h1SMcT0018746.2, h1SMcT0018746.1, h1SMcT0018746.3, h1SMcT0018746.4, h1SMcT0018746.5	T265_03959
OG0002181	h1SMcT0005761.1	T265_15583
OG0002183	h1SMcT0013447.1, h1SMcT0013447.2, h1SMcT0009238.1, h1SMcT0009238.2	T265_07962
OG0002185	h1SMcT0022284.1	T265_00949
OG0002186	h1SMcT0016019.1, h1SMcT0016019.2	T265_06919
OG0002186	h1SMcT0017688.1	T265_14166
OG0002187	h1SMcT0011105.1	T265_15386
OG0002187	h1SMcT0001308.1	T265_11248, T265_08829, T265_09036
OG0002188	h1SMcT0016720.6, h1SMcT0016720.3, h1SMcT0016720.4, h1SMcT0016720.2, h1SMcT0016720.1, h1SMcT0016720.5	T265_09763
OG0002190	h1SMcT0002677.1, h1SMcT0015959.1, h1SMcT0016817.1, h1SMcT0016817.2	T265_03237
OG0002192	h1SMcT0000485.1	T265_09919
OG0002193	h1SMcT0020736.1	T265_15308
OG0002195	h1SMcT0017288.1	T265_13134
OG0002196	h1SMcT0012542.1	T265_03909
OG0002197	h1SMcT0022178.1	T265_06567
OG0002198	h1SMcT0004782.1, h1SMcT0004782.2	T265_14194
OG0002199	h1SMcT0002035.1, h1SMcT0002035.2	T265_09839
OG0002201	h1SMcT0001223.1, h1SMcT0001223.2, h1SMcT0012361.1, h1SMcT0002206.1, h1SMcT0005667.1, h1SMcT0011982.1, h1SMcT0011304.1, h1SMcT0001223.3, h1SMcT0001223.4	T265_09904
OG0002202	h1SMcT0010909.1, h1SMcT0010132.1, h1SMcT0016698.1	T265_10317
OG0002203	h1SMcT0021345.1	T265_00149
OG0002204	h1SMcT0019589.1	T265_05023
OG0002206	h1SMcT0000981.2, h1SMcT0000981.1, h1SMcT0000981.4, h1SMcT0000981.3	T265_12890
OG0002212	h1SMcT0021259.1, h1SMcT0021259.2, h1SMcT0021259.3, h1SMcT0021259.5, h1SMcT0021259.4, h1SMcT0021259.6, h1SMcT0012453.3, h1SMcT0012453.4, h1SMcT0012453.2, h1SMcT0012453.1, h1SMcT0002274.2, h1SMcT0002274.1, h1SMcT0002274.3	T265_15048
OG0002214	h1SMcT0020992.1	T265_04068
OG0002215	h1SMcT0021003.4, h1SMcT0021003.2, h1SMcT0021003.1, h1SMcT0021003.3, h1SMcT0021003.5	T265_01396
OG0002216	h1SMcT0014358.2, h1SMcT0014358.1, h1SMcT0014358.3	T265_07046
OG0002216	h1SMcT0015074.1, h1SMcT0018111.1	T265_04024
OG0002217	h1SMcT0006262.2, h1SMcT0006262.1, h1SMcT0006262.3, h1SMcT0006262.4	T265_06306
OG0002218	h1SMcT0002658.1	T265_05183
OG0002218	h1SMcT0002654.1, h1SMcT0015984.1, h1SMcT0005198.1, h1SMcT0005747.1	T265_07284
OG0002219	h1SMcT0013339.1	T265_10914
OG0002220	h1SMcT0017111.1, h1SMcT0017111.2	T265_08525
OG0002221	h1SMcT0018442.2, h1SMcT0018442.1, h1SMcT0018442.3, h1SMcT0018442.4	T265_09567
OG0002222	h1SMcT0016868.1	T265_07622
OG0002223	h1SMcT0020934.1, h1SMcT0020934.2, h1SMcT0010441.1, h1SMcT0010441.2	T265_02296, T265_02259, T265_03688, T265_00847, T265_00845, T265_00846
OG0002224	h1SMcT0015165.1	T265_01855
OG0002225	h1SMcT0005737.1	T265_08736
OG0002226	h1SMcT0014293.1	T265_14172
OG0002228	h1SMcT0011148.1, h1SMcT0002085.1, h1SMcT0009479.1, h1SMcT0009479.2, h1SMcT0009480.1, h1SMcT0009480.3, h1SMcT0009480.4, h1SMcT0009480.5, h1SMcT0009480.2, h1SMcT0009695.1, h1SMcT0009695.2	T265_04080
OG0002229	h1SMcT0012780.1, h1SMcT0020490.1, h1SMcT0009875.1, h1SMcT0009875.3, h1SMcT0009875.4, h1SMcT0009875.2	T265_07873
OG0002230	h1SMcT0010041.1	T265_06596
OG0002231	h1SMcT0017149.1	T265_00618
OG0002233	h1SMcT0009701.1, h1SMcT0009701.2	T265_15141
OG0002234	h1SMcT0005337.1, h1SMcT0003705.1, h1SMcT0003707.1	T265_00386
OG0002235	h1SMcT0020643.1, h1SMcT0020643.2	T265_06682
OG0002236	h1SMcT0009446.5, h1SMcT0009446.1, h1SMcT0009446.3, h1SMcT0009446.2, h1SMcT0009446.4	T265_04798, T265_04794
OG0002237	h1SMcT0002130.3, h1SMcT0002130.1, h1SMcT0002130.2, h1SMcT0002129.4, h1SMcT0002129.5, h1SMcT0002129.1, h1SMcT0002129.2, h1SMcT0002129.3, h1SMcT0002129.6	T265_09477
OG0002238	h1SMcT0004297.1, h1SMcT0022415.1	T265_00685
OG0002239	h1SMcT0015698.3, h1SMcT0015698.1, h1SMcT0015698.2	T265_11016, T265_16245
OG0002241	h1SMcT0008363.1, h1SMcT0008363.2	T265_01430
OG0002243	h1SMcT0014990.1, h1SMcT0014992.1, h1SMcT0014991.1	T265_00755, T265_16223
OG0002244	h1SMcT0015018.1, h1SMcT0015018.2, h1SMcT0007658.1, h1SMcT0003322.1, h1SMcT0003322.2	T265_13718
OG0002245	h1SMcT0014135.1, h1SMcT0014135.2	T265_00529
OG0002246	h1SMcT0005898.1, h1SMcT0005898.2	T265_13249
OG0002247	h1SMcT0003818.1, h1SMcT0005306.1	T265_05389
OG0002248	h1SMcT0009702.1	T265_01349
OG0002249	h1SMcT0022437.1, h1SMcT0022437.2	T265_02684
OG0002251	h1SMcT0004847.1, h1SMcT0004847.2	T265_13203
OG0002253	h1SMcT0021448.1	T265_03058
OG0002257	h1SMcT0012446.1	T265_07202
OG0002258	h1SMcT0007855.4, h1SMcT0007855.1, h1SMcT0007855.3, h1SMcT0007855.2	T265_09086, T265_09079
OG0002259	h1SMcT0015776.1, h1SMcT0015776.2	T265_12708
OG0002260	h1SMcT0009012.1	T265_13734
OG0002261	h1SMcT0008261.1, h1SMcT0008260.1, h1SMcT0008260.2	T265_02353
OG0002263	h1SMcT0013870.1	T265_00662, T265_12600
OG0002265	h1SMcT0002410.2, h1SMcT0002410.1, h1SMcT0002410.3	T265_13935
OG0002267	h1SMcT0006392.1, h1SMcT0006392.2	T265_10276
OG0002268	h1SMcT0014082.1	T265_07694
OG0002269	h1SMcT0012036.1, h1SMcT0012036.2	T265_12133, T265_15794, T265_13923
OG0002270	h1SMcT0019060.1	T265_05191
OG0002271	h1SMcT0015046.1, h1SMcT0015046.2, h1SMcT0015046.3	T265_10628
OG0002273	h1SMcT0018366.1, h1SMcT0018366.2, h1SMcT0018366.4, h1SMcT0018366.3, h1SMcT0018366.5, h1SMcT0018366.6	T265_05777, T265_15024
OG0002274	h1SMcT0001216.1, h1SMcT0001216.2	T265_01312
OG0002275	h1SMcT0006880.1	T265_10682
OG0002276	h1SMcT0014994.1, h1SMcT0014997.1	T265_02217
OG0002280	h1SMcT0009481.1, h1SMcT0009482.1, h1SMcT0009483.1, h1SMcT0009483.2, h1SMcT0007439.1	T265_15222
OG0002281	h1SMcT0007344.1	T265_04079
OG0002282	h1SMcT0001891.1	T265_03187
OG0002284	h1SMcT0002151.1, h1SMcT0002151.2	T265_01223
OG0002285	h1SMcT0019707.1, h1SMcT0019707.2, h1SMcT0003620.1, h1SMcT0003620.3, h1SMcT0003620.2, h1SMcT0003620.4, h1SMcT0003620.5	T265_13808
OG0002286	h1SMcT0006369.1	T265_02503
OG0002287	h1SMcT0004984.3, h1SMcT0004984.5, h1SMcT0004984.1, h1SMcT0004984.2, h1SMcT0004984.4	T265_00542
OG0002288	h1SMcT0012765.1, h1SMcT0012765.2	T265_03285
OG0002289	h1SMcT0002898.1, h1SMcT0002898.2, h1SMcT0002898.3, h1SMcT0002898.4, h1SMcT0002898.5	T265_02605
OG0002290	h1SMcT0007627.1, h1SMcT0007627.2, h1SMcT0016622.2, h1SMcT0016622.1, h1SMcT0016622.3, h1SMcT0005629.1, h1SMcT0005632.1, h1SMcT0007429.1	T265_14569
OG0002291	h1SMcT0012984.1, h1SMcT0012984.2	T265_06153
OG0002292	h1SMcT0003190.1, h1SMcT0003190.2	T265_02156
OG0002294	h1SMcT0012289.1, h1SMcT0012289.2	T265_14007
OG0002295	h1SMcT0003143.1, h1SMcT0003143.2, h1SMcT0017057.1, h1SMcT0022306.1	T265_12527
OG0002296	h1SMcT0012875.1	T265_04413, T265_04415
OG0002297	h1SMcT0017380.1, h1SMcT0017970.1, h1SMcT0017970.2	T265_11479
OG0002299	h1SMcT0020136.5, h1SMcT0020136.4, h1SMcT0020136.6, h1SMcT0020136.2, h1SMcT0020136.1, h1SMcT0020136.3	T265_03230
OG0002300	h1SMcT0010691.1, h1SMcT0013526.1, h1SMcT0013526.2	T265_05781
OG0002301	h1SMcT0014287.1	T265_04317
OG0002303	h1SMcT0018519.2, h1SMcT0018519.1, h1SMcT0018519.3	T265_07017
OG0002306	h1SMcT0005430.1, h1SMcT0005430.2	T265_13964
OG0002307	h1SMcT0003838.1, h1SMcT0003838.2, h1SMcT0003838.3	T265_08826
OG0002308	h1SMcT0005981.1	T265_03838
OG0002309	h1SMcT0000898.1, h1SMcT0000898.2, h1SMcT0004286.1, h1SMcT0011991.1, h1SMcT0011991.2	T265_05078
OG0002310	h1SMcT0006324.1, h1SMcT0019620.1	T265_00874
OG0002311	h1SMcT0007000.1	T265_16283, T265_02474, T265_16279
OG0002312	h1SMcT0003729.1, h1SMcT0002138.1, h1SMcT0002138.2, h1SMcT0002279.1	T265_10407
OG0002313	h1SMcT0011101.1, h1SMcT0011101.2	T265_03368
OG0002314	h1SMcT0010084.1	T265_13148
OG0002315	h1SMcT0000159.1, h1SMcT0000159.2	T265_05552
OG0002316	h1SMcT0004868.7, h1SMcT0004868.9, h1SMcT0004868.10, h1SMcT0004868.4, h1SMcT0004868.11, h1SMcT0004868.5, h1SMcT0004868.12, h1SMcT0004868.3, h1SMcT0004868.1, h1SMcT0004868.6, h1SMcT0004868.2, h1SMcT0004868.8	T265_12852
OG0002318	h1SMcT0015866.1	T265_10729
OG0002320	h1SMcT0015375.1, h1SMcT0014356.2, h1SMcT0014356.1, h1SMcT0014356.5, h1SMcT0014356.3, h1SMcT0014356.4	T265_12528
OG0002321	h1SMcT0017856.3, h1SMcT0017856.1, h1SMcT0017856.2	T265_11407
OG0002322	h1SMcT0020525.1, h1SMcT0011739.1	T265_10218
OG0002323	h1SMcT0023109.1, h1SMcT0023109.2	T265_12604
OG0002324	h1SMcT0013780.1, h1SMcT0013780.3, h1SMcT0013780.2	T265_14423
OG0002325	h1SMcT0006166.1, h1SMcT0017112.1, h1SMcT0017113.1	T265_01610, T265_10273
OG0002326	h1SMcT0008058.1, h1SMcT0008058.2, h1SMcT0008058.3, h1SMcT0008058.4	T265_14647
OG0002328	h1SMcT0015671.1, h1SMcT0022878.1, h1SMcT0022878.2	T265_01590
OG0002329	h1SMcT0021527.1, h1SMcT0021527.2, h1SMcT0021527.3	T265_11177
OG0002333	h1SMcT0022241.1, h1SMcT0022241.4, h1SMcT0022241.6, h1SMcT0022241.2, h1SMcT0022241.3, h1SMcT0022241.5	T265_06756
OG0002335	h1SMcT0010346.1	T265_02278
OG0002336	h1SMcT0000085.1	T265_02152
OG0002337	h1SMcT0003187.1, h1SMcT0003187.2	T265_14716, T265_16237
OG0002338	h1SMcT0018331.1	T265_11508
OG0002340	h1SMcT0009015.1	T265_06228, T265_06230
OG0002341	h1SMcT0007725.2, h1SMcT0007725.3, h1SMcT0007725.4, h1SMcT0007725.1	T265_03885
OG0002342	h1SMcT0008402.1, h1SMcT0008402.2, h1SMcT0008402.3	T265_00239
OG0002343	h1SMcT0020615.1	T265_03463
OG0002344	h1SMcT0002905.1	T265_12913
OG0002345	h1SMcT0021802.1, h1SMcT0021802.3, h1SMcT0021802.2	T265_04329, T265_10710
OG0002346	h1SMcT0018474.1, h1SMcT0006167.3, h1SMcT0006167.1, h1SMcT0006167.2	T265_01087
