Orthogroup	schmidtea_mediterranea	schistosoma_haematobium
OG0000731	h1SMcT0010461.1, h1SMcT0010461.3, h1SMcT0010461.2, h1SMcT0010461.4	SHAE2_80720.1, SHAE2_80720.5, SHAE2_80720.3, SHAE2_80720.2, SHAE2_80720.4
OG0000732	h1SMcT0008186.1	SHAE2_4020.8, SHAE2_4020.7, SHAE2_4020.5, SHAE2_4020.1, SHAE2_4020.6, SHAE2_4020.2, SHAE2_4020.3, SHAE2_4020.4
OG0000733	h1SMcT0021193.1	SHAE2_3370.3, SHAE2_3370.1, SHAE2_3370.2, SHAE2_97590.1
OG0000736	h1SMcT0016952.1, h1SMcT0016952.2	SHAE2_82540.1
OG0000738	h1SMcT0008294.1	SHAE2_74250.1, SHAE2_74250.2, SHAE2_74240.1
OG0000739	h1SMcT0014531.1	SHAE2_73900.1
OG0000740	h1SMcT0010959.1	SHAE2_10220.1, SHAE2_10220.2
OG0000741	h1SMcT0004042.1, h1SMcT0004042.2	SHAE2_89630.1, SHAE2_89630.2, SHAE2_89630.3, SHAE2_89630.4, SHAE2_89630.5, SHAE2_89630.6, SHAE2_89630.7, SHAE2_89630.10, SHAE2_89630.9, SHAE2_89630.8
OG0000743	h1SMcT0003842.2	SHAE2_24740.3, SHAE2_24740.4, SHAE2_24740.1, SHAE2_24740.2
OG0000744	h1SMcT0004810.1, h1SMcT0004810.5, h1SMcT0004810.3, h1SMcT0004810.4, h1SMcT0004810.2	SHAE2_4120.1
OG0000745	h1SMcT0000463.1	SHAE2_40970.6, SHAE2_40970.2, SHAE2_40970.3, SHAE2_40970.5, SHAE2_40970.1, SHAE2_40970.7, SHAE2_40970.4
OG0000746	h1SMcT0008650.12, h1SMcT0008650.22, h1SMcT0008650.24, h1SMcT0008650.8, h1SMcT0008650.4, h1SMcT0008650.20, h1SMcT0008650.16, h1SMcT0008650.11, h1SMcT0008650.3, h1SMcT0008650.9, h1SMcT0008650.7, h1SMcT0008650.13, h1SMcT0008650.17, h1SMcT0008650.15, h1SMcT0008650.21, h1SMcT0008650.6, h1SMcT0008650.19, h1SMcT0008650.14, h1SMcT0008650.1, h1SMcT0008650.2, h1SMcT0008650.18, h1SMcT0008650.10, h1SMcT0008650.5, h1SMcT0008650.23	SHAE2_64800.1
OG0000747	h1SMcT0015570.1, h1SMcT0013888.1, h1SMcT0013888.2	SHAE2_45720.1
OG0000748	h1SMcT0021267.1, h1SMcT0021267.2, h1SMcT0021882.3, h1SMcT0021882.1, h1SMcT0021882.2, h1SMcT0021882.4	SHAE2_74660.1
OG0000749	h1SMcT0014961.3, h1SMcT0014961.1, h1SMcT0014961.2	SHAE2_74040.10, SHAE2_74040.9, SHAE2_74040.5, SHAE2_74040.11, SHAE2_74040.6, SHAE2_74040.7, SHAE2_74040.1, SHAE2_74040.3, SHAE2_74040.4, SHAE2_74040.8, SHAE2_74040.12, SHAE2_74040.2
OG0000750	h1SMcT0017309.2, h1SMcT0017309.3, h1SMcT0017309.1	SHAE2_78820.2, SHAE2_78820.4, SHAE2_78820.3, SHAE2_78820.1
OG0000751	h1SMcT0016766.1, h1SMcT0019426.1, h1SMcT0002043.1, h1SMcT0002054.1	SHAE2_5990.1, SHAE2_2890.1, SHAE2_2800.1
OG0000752	h1SMcT0008944.1, h1SMcT0013028.1, h1SMcT0013029.1, h1SMcT0016615.1, h1SMcT0015880.1	SHAE2_98130.2, SHAE2_98130.3, SHAE2_98130.1, SHAE2_102390.1
OG0000753	h1SMcT0001067.3	SHAE2_87310.1
OG0000754	h1SMcT0013180.2, h1SMcT0013180.1, h1SMcT0013180.3	SHAE2_53610.1, SHAE2_53610.2
OG0000755	h1SMcT0000011.1, h1SMcT0015157.1	SHAE2_79980.1, SHAE2_79980.3, SHAE2_79980.2
OG0000756	h1SMcT0015447.1	SHAE2_41950.5, SHAE2_41950.9, SHAE2_41950.6, SHAE2_41950.1, SHAE2_41950.3, SHAE2_41950.2, SHAE2_41950.4, SHAE2_41950.7, SHAE2_41950.8, SHAE2_41950.10
OG0000757	h1SMcT0005050.8, h1SMcT0005050.5, h1SMcT0005050.3, h1SMcT0005050.4, h1SMcT0005050.7	SHAE2_55830.3, SHAE2_55830.4, SHAE2_55830.5, SHAE2_55830.7, SHAE2_55830.8, SHAE2_55830.11, SHAE2_55830.10, SHAE2_55830.9, SHAE2_55830.6, SHAE2_55830.1, SHAE2_55830.2
OG0000760	h1SMcT0006973.1	SHAE2_83220.1
OG0000761	h1SMcT0013573.1	SHAE2_56940.1, SHAE2_56940.2, SHAE2_56940.3, SHAE2_56940.4
OG0000762	h1SMcT0004438.1, h1SMcT0004438.2, h1SMcT0001956.1	SHAE2_86300.1
OG0000762	h1SMcT0020895.1, h1SMcT0004793.1, h1SMcT0004793.2	SHAE2_92630.1
OG0000763	h1SMcT0003782.1	SHAE2_23590.10, SHAE2_23590.2, SHAE2_23590.6, SHAE2_23590.7, SHAE2_23590.8, SHAE2_23590.1, SHAE2_23590.11, SHAE2_23590.4, SHAE2_23590.9, SHAE2_23590.3, SHAE2_23590.5
OG0000764	h1SMcT0013512.1, h1SMcT0013512.2	SHAE2_10840.1, SHAE2_10840.3, SHAE2_10840.2, SHAE2_10840.5, SHAE2_10840.4
OG0000765	h1SMcT0001915.2, h1SMcT0001915.3	SHAE2_56230.1, SHAE2_56240.1, SHAE2_56240.3, SHAE2_56240.2
OG0000766	h1SMcT0011470.1	SHAE2_67440.1
OG0000767	h1SMcT0001545.1, h1SMcT0016721.3, h1SMcT0016721.1, h1SMcT0016721.2	SHAE2_69550.4, SHAE2_69550.3, SHAE2_69550.1, SHAE2_69550.2
OG0000768	h1SMcT0021396.1, h1SMcT0021396.2	SHAE2_42930.1
OG0000770	h1SMcT0001664.1, h1SMcT0001664.2	SHAE2_20050.1, SHAE2_20050.2, SHAE2_20050.3, SHAE2_20050.5, SHAE2_20050.6, SHAE2_20050.4
OG0000771	h1SMcT0011512.1	SHAE2_84360.1, SHAE2_84360.2, SHAE2_84390.1, SHAE2_84400.1
OG0000772	h1SMcT0004399.3, h1SMcT0004399.1, h1SMcT0004399.2	SHAE2_18860.1, SHAE2_18940.1, SHAE2_18920.1, SHAE2_18850.1
OG0000773	h1SMcT0017259.3, h1SMcT0017259.2, h1SMcT0017259.1	SHAE2_28010.1, SHAE2_28010.2, SHAE2_28010.3
OG0000774	h1SMcT0003510.1	SHAE2_50420.2, SHAE2_50420.5, SHAE2_50420.1, SHAE2_50420.3, SHAE2_50420.4, SHAE2_50420.6, SHAE2_50420.7
OG0000776	h1SMcT0022578.1	SHAE2_49230.1, SHAE2_49230.2, SHAE2_60210.1
OG0000777	h1SMcT0018313.1, h1SMcT0006394.1, h1SMcT0006394.2	SHAE2_55490.2, SHAE2_55490.1, SHAE2_55490.3, SHAE2_55490.4, SHAE2_55490.5, SHAE2_55490.6
OG0000778	h1SMcT0010991.3, h1SMcT0010991.1, h1SMcT0010991.4, h1SMcT0010991.2	SHAE2_25120.2, SHAE2_25120.1
OG0000779	h1SMcT0013585.1, h1SMcT0013585.4, h1SMcT0013585.3, h1SMcT0013585.2, h1SMcT0013585.5, h1SMcT0006377.4, h1SMcT0006377.3, h1SMcT0006377.1, h1SMcT0006377.2, h1SMcT0010855.1, h1SMcT0010855.2	SHAE2_4230.1, SHAE2_4230.3, SHAE2_4230.2
OG0000780	h1SMcT0021164.1, h1SMcT0021164.2, h1SMcT0021164.5, h1SMcT0021164.3, h1SMcT0021164.4	SHAE2_16740.1
OG0000781	h1SMcT0022513.1, h1SMcT0022513.2, h1SMcT0022513.3	SHAE2_13090.1
OG0000781	h1SMcT0007825.1, h1SMcT0007825.2, h1SMcT0007825.3, h1SMcT0007825.4, h1SMcT0007825.5, h1SMcT0002376.1, h1SMcT0021957.1, h1SMcT0005745.1, h1SMcT0005745.2	SHAE2_630.1, SHAE2_630.2, SHAE2_630.3
OG0000782	h1SMcT0016917.1, h1SMcT0016917.3, h1SMcT0016917.4, h1SMcT0016917.7, h1SMcT0016917.5, h1SMcT0016917.2	SHAE2_33920.1
OG0000783	h1SMcT0001660.1, h1SMcT0001660.2	SHAE2_53890.1
OG0000784	h1SMcT0005749.1, h1SMcT0005749.2	SHAE2_33840.4, SHAE2_33840.7, SHAE2_33840.6, SHAE2_33840.8, SHAE2_33840.1, SHAE2_33840.2, SHAE2_33840.3, SHAE2_33840.5
OG0000786	h1SMcT0005490.2, h1SMcT0005490.3, h1SMcT0005490.1, h1SMcT0005490.4	SHAE2_43660.7, SHAE2_43660.6, SHAE2_43660.8, SHAE2_43660.4, SHAE2_43660.5, SHAE2_43660.2, SHAE2_43660.3, SHAE2_43660.1
OG0000787	h1SMcT0014586.1, h1SMcT0010263.1, h1SMcT0010263.2	SHAE2_98280.1, SHAE2_98280.2, SHAE2_63630.2, SHAE2_63630.1
OG0000788	h1SMcT0001702.1	SHAE2_15340.1, SHAE2_15340.3, SHAE2_15340.9, SHAE2_15340.2, SHAE2_15340.6, SHAE2_15340.7, SHAE2_15340.5, SHAE2_15340.4, SHAE2_15340.8
OG0000790	h1SMcT0008456.1, h1SMcT0008456.2	SHAE2_42270.1, SHAE2_42270.3, SHAE2_42270.4, SHAE2_42270.5, SHAE2_42270.2, SHAE2_42270.6
OG0000792	h1SMcT0018319.1, h1SMcT0016624.1, h1SMcT0016624.2, h1SMcT0006125.1, h1SMcT0014628.1	SHAE2_6160.1, SHAE2_6160.2
OG0000793	h1SMcT0020639.1, h1SMcT0020639.3, h1SMcT0020639.5, h1SMcT0020639.4	SHAE2_37000.6, SHAE2_37000.8, SHAE2_37000.7, SHAE2_37000.2, SHAE2_37000.1, SHAE2_37000.3, SHAE2_37000.4, SHAE2_37000.5
OG0000794	h1SMcT0007112.1	SHAE2_11930.1
OG0000795	h1SMcT0016007.1, h1SMcT0016007.2	SHAE2_100770.1
OG0000797	h1SMcT0015604.1, h1SMcT0015604.2	SHAE2_23330.3, SHAE2_23330.1, SHAE2_23330.2
OG0000798	h1SMcT0021362.1, h1SMcT0021362.4, h1SMcT0021362.3, h1SMcT0021362.2	SHAE2_1610.2, SHAE2_1610.1, SHAE2_1610.3
OG0000800	h1SMcT0012033.2, h1SMcT0013420.1	SHAE2_11860.2, SHAE2_11860.5, SHAE2_11860.4, SHAE2_11860.3, SHAE2_11860.1
OG0000801	h1SMcT0003229.1, h1SMcT0014918.1	SHAE2_17670.1, SHAE2_17670.3, SHAE2_17670.2, SHAE2_17670.4
OG0000802	h1SMcT0021221.1, h1SMcT0021221.2	SHAE2_77750.1
OG0000802	h1SMcT0009969.1, h1SMcT0009969.2, h1SMcT0019836.1, h1SMcT0019836.4, h1SMcT0019836.6, h1SMcT0019836.5, h1SMcT0019836.3, h1SMcT0019836.2	SHAE2_62560.1
OG0000803	h1SMcT0006070.1, h1SMcT0016640.1, h1SMcT0016640.3, h1SMcT0016640.2, h1SMcT0016640.4	SHAE2_83610.1, SHAE2_83610.2
OG0000804	h1SMcT0006574.1	SHAE2_44230.4, SHAE2_44230.2, SHAE2_44230.3, SHAE2_44230.6, SHAE2_44230.5, SHAE2_44230.1
OG0000805	h1SMcT0000629.2, h1SMcT0000629.1, h1SMcT0000629.3, h1SMcT0004055.1, h1SMcT0004055.2	SHAE2_39300.5, SHAE2_39300.6, SHAE2_39300.1, SHAE2_39300.4, SHAE2_39300.2, SHAE2_39300.3
OG0000806	h1SMcT0013921.2	SHAE2_78160.1, SHAE2_78160.2, SHAE2_78160.3
OG0000807	h1SMcT0018301.1, h1SMcT0018301.2	SHAE2_103460.2, SHAE2_103460.1
OG0000808	h1SMcT0012563.1, h1SMcT0012563.2, h1SMcT0012563.3, h1SMcT0012563.4	SHAE2_98840.1, SHAE2_98850.1, SHAE2_98850.2
OG0000809	h1SMcT0009960.1, h1SMcT0009960.2, h1SMcT0009960.3	SHAE2_96350.1, SHAE2_96360.1
OG0000810	h1SMcT0003091.1	SHAE2_27390.1, SHAE2_27390.2, SHAE2_27390.3
OG0000811	h1SMcT0010199.1	SHAE2_12850.1, SHAE2_12850.2, SHAE2_12850.3, SHAE2_12850.4, SHAE2_12850.5, SHAE2_12850.6
OG0000812	h1SMcT0004071.1	SHAE2_13870.1, SHAE2_13870.2, SHAE2_13870.5, SHAE2_13870.6, SHAE2_13870.7, SHAE2_13870.9, SHAE2_13870.8, SHAE2_13870.3, SHAE2_13870.4
OG0000813	h1SMcT0006829.3	SHAE2_91820.3, SHAE2_91820.5, SHAE2_91820.1, SHAE2_91820.2, SHAE2_91820.4
OG0000814	h1SMcT0021195.1	SHAE2_67620.1, SHAE2_67650.3, SHAE2_67650.1, SHAE2_67650.2
OG0000815	h1SMcT0019063.1, h1SMcT0019063.2, h1SMcT0019063.3	SHAE2_63610.1
OG0000816	h1SMcT0020527.1, h1SMcT0020527.2	SHAE2_103250.1
OG0000818	h1SMcT0018089.1, h1SMcT0018089.4, h1SMcT0018089.2, h1SMcT0018089.3	SHAE2_13320.1
OG0000819	h1SMcT0007829.1, h1SMcT0007829.2, h1SMcT0007826.3, h1SMcT0007826.1, h1SMcT0007826.2	SHAE2_69700.1, SHAE2_69700.2, SHAE2_69700.4, SHAE2_69700.3
OG0000820	h1SMcT0005369.1, h1SMcT0004527.1, h1SMcT0004527.2, h1SMcT0004527.3, h1SMcT0004527.4, h1SMcT0004527.5, h1SMcT0004527.6, h1SMcT0004527.7, h1SMcT0004527.8, h1SMcT0004527.9, h1SMcT0004523.1, h1SMcT0004525.1, h1SMcT0019236.1	SHAE2_89890.1
OG0000820	h1SMcT0005498.1	SHAE2_30150.1
OG0000821	h1SMcT0017236.1	SHAE2_52370.7, SHAE2_52370.10, SHAE2_52370.6, SHAE2_52370.8, SHAE2_52370.1, SHAE2_52370.11, SHAE2_52370.5, SHAE2_52370.9, SHAE2_52370.3, SHAE2_52370.4, SHAE2_52370.12, SHAE2_52370.13, SHAE2_52370.2
OG0000823	h1SMcT0009958.1, h1SMcT0009958.2, h1SMcT0009958.3	SHAE2_56640.1
OG0000823	h1SMcT0005546.1, h1SMcT0005547.1	SHAE2_98200.1, SHAE2_98230.1
OG0000824	h1SMcT0021534.1, h1SMcT0019872.1, h1SMcT0019872.2, h1SMcT0001657.1, h1SMcT0001657.2	SHAE2_3630.3, SHAE2_3630.2, SHAE2_3630.1
OG0000825	h1SMcT0010927.1	SHAE2_81540.1, SHAE2_81540.2, SHAE2_81550.1, SHAE2_81530.1
OG0000826	h1SMcT0019928.1	SHAE2_58500.8, SHAE2_58500.1, SHAE2_58500.4, SHAE2_58500.2, SHAE2_58500.3, SHAE2_58500.5, SHAE2_58500.6, SHAE2_58500.7
OG0000827	h1SMcT0015163.1	SHAE2_79890.1
OG0000827	h1SMcT0022556.1, h1SMcT0022556.2	SHAE2_79880.1, SHAE2_79880.2
OG0000830	h1SMcT0009891.1, h1SMcT0018192.1, h1SMcT0018192.2	SHAE2_52150.6, SHAE2_52150.7, SHAE2_52150.2, SHAE2_52150.4, SHAE2_52150.1, SHAE2_52150.3, SHAE2_52150.5
OG0000831	h1SMcT0015193.1, h1SMcT0015193.2	SHAE2_45320.1, SHAE2_45320.2, SHAE2_45320.3, SHAE2_45320.4, SHAE2_45320.5, SHAE2_45320.6
OG0000832	h1SMcT0018143.1, h1SMcT0018145.3, h1SMcT0018145.1, h1SMcT0018145.2	SHAE2_64400.7, SHAE2_64400.8, SHAE2_64400.2, SHAE2_64400.3, SHAE2_64400.4, SHAE2_64400.1
OG0000833	h1SMcT0001820.1, h1SMcT0001820.2	SHAE2_36180.4, SHAE2_36180.1, SHAE2_36180.2, SHAE2_36180.3
OG0000834	h1SMcT0022269.1	SHAE2_51980.2, SHAE2_51980.6, SHAE2_51980.10, SHAE2_51980.8, SHAE2_51980.1, SHAE2_51980.3, SHAE2_51980.9, SHAE2_51980.4, SHAE2_51980.5, SHAE2_51980.7
OG0000835	h1SMcT0010046.1, h1SMcT0010046.2	SHAE2_40980.3, SHAE2_40980.1, SHAE2_40980.2, SHAE2_40980.4
OG0000836	h1SMcT0014195.1, h1SMcT0015379.2, h1SMcT0017356.1, h1SMcT0017356.2	SHAE2_40290.1
OG0000837	h1SMcT0016959.1	SHAE2_34640.3, SHAE2_34640.2, SHAE2_34640.5, SHAE2_34640.4, SHAE2_34640.1
OG0000838	h1SMcT0020983.1, h1SMcT0010597.3, h1SMcT0012064.2, h1SMcT0012064.1, h1SMcT0012064.17	SHAE2_42060.1, SHAE2_42070.2, SHAE2_42070.1, SHAE2_42070.3, SHAE2_42070.4, SHAE2_42070.5
OG0000839	h1SMcT0013664.2, h1SMcT0013664.1, h1SMcT0013664.7, h1SMcT0013664.4, h1SMcT0013664.3, h1SMcT0013664.5, h1SMcT0013664.6	SHAE2_41460.10, SHAE2_41460.9, SHAE2_41460.2, SHAE2_41460.1, SHAE2_41460.4, SHAE2_41460.3, SHAE2_41460.5, SHAE2_41460.7, SHAE2_41460.6, SHAE2_41460.8
OG0000840	h1SMcT0013836.3, h1SMcT0013836.1, h1SMcT0013836.2	SHAE2_74760.4, SHAE2_74760.6, SHAE2_74760.5, SHAE2_74760.2, SHAE2_74760.1, SHAE2_74760.3
OG0000841	h1SMcT0003475.1	SHAE2_22960.7, SHAE2_22960.3, SHAE2_22960.2, SHAE2_22960.6, SHAE2_22960.1, SHAE2_22960.5, SHAE2_22960.9, SHAE2_22960.8, SHAE2_22960.10, SHAE2_22960.4
OG0000842	h1SMcT0011841.4, h1SMcT0011841.1, h1SMcT0011841.2, h1SMcT0011841.5, h1SMcT0011841.3	SHAE2_71320.2, SHAE2_71320.4, SHAE2_71320.1, SHAE2_71320.3
OG0000843	h1SMcT0003292.3, h1SMcT0003292.6, h1SMcT0003292.5, h1SMcT0003292.4, h1SMcT0003292.2, h1SMcT0003292.1	SHAE2_86730.2, SHAE2_86730.1
OG0000844	h1SMcT0006102.1, h1SMcT0006102.2, h1SMcT0006102.3, h1SMcT0006102.4	SHAE2_5760.1, SHAE2_5760.2, SHAE2_5760.4, SHAE2_5760.5, SHAE2_5760.3, SHAE2_5760.6
OG0000845	h1SMcT0009034.1	SHAE2_95250.1, SHAE2_95250.2
OG0000846	h1SMcT0005561.1	SHAE2_19010.1
OG0000847	h1SMcT0015404.1, h1SMcT0017264.1	SHAE2_1530.1
OG0000848	h1SMcT0011564.1	SHAE2_37610.3, SHAE2_37610.1, SHAE2_37610.5, SHAE2_37610.6, SHAE2_37610.2, SHAE2_37610.9, SHAE2_37610.11, SHAE2_37610.4, SHAE2_37610.7, SHAE2_37610.10, SHAE2_37610.12, SHAE2_37610.8
OG0000849	h1SMcT0004291.2, h1SMcT0004291.3, h1SMcT0004291.1	SHAE2_42110.1, SHAE2_42110.3, SHAE2_42110.4, SHAE2_42110.7, SHAE2_42110.8, SHAE2_42110.2, SHAE2_42110.5, SHAE2_42110.6, SHAE2_42110.9, SHAE2_42110.11, SHAE2_42110.10, SHAE2_42110.12
OG0000850	h1SMcT0000657.1	SHAE2_29600.4, SHAE2_29600.5, SHAE2_29600.6, SHAE2_29600.7, SHAE2_29600.8, SHAE2_29600.3, SHAE2_29600.1, SHAE2_29600.2
OG0000851	h1SMcT0020207.3, h1SMcT0020207.1, h1SMcT0020207.2	SHAE2_96370.1, SHAE2_96370.2, SHAE2_96370.3, SHAE2_96370.5, SHAE2_96370.6, SHAE2_96370.4
OG0000853	h1SMcT0007873.1, h1SMcT0007873.2, h1SMcT0018242.1, h1SMcT0018242.2, h1SMcT0018232.1, h1SMcT0018232.2, h1SMcT0018232.3, h1SMcT0018232.4	SHAE2_87270.4, SHAE2_87270.3, SHAE2_87270.1, SHAE2_87270.2
OG0000854	h1SMcT0020539.2, h1SMcT0020539.3	SHAE2_40330.1, SHAE2_40340.1
OG0000856	h1SMcT0003963.1, h1SMcT0003963.2, h1SMcT0003963.3	SHAE2_3490.1, SHAE2_3490.12, SHAE2_3490.2, SHAE2_3490.4, SHAE2_3490.5, SHAE2_3490.7, SHAE2_3490.10, SHAE2_3490.13, SHAE2_3490.14, SHAE2_3490.6, SHAE2_3490.3, SHAE2_3490.9, SHAE2_3490.11, SHAE2_3490.8
OG0000857	h1SMcT0009908.1, h1SMcT0012127.1, h1SMcT0012127.3, h1SMcT0012127.2	SHAE2_4720.3, SHAE2_4720.4, SHAE2_4720.1, SHAE2_4720.2, SHAE2_4720.5
OG0000858	h1SMcT0006257.1	SHAE2_5100.4, SHAE2_5100.1, SHAE2_5100.7, SHAE2_5100.6, SHAE2_5100.2, SHAE2_5100.3, SHAE2_5100.8, SHAE2_5100.5
OG0000859	h1SMcT0010529.1, h1SMcT0012292.1	SHAE2_52760.1, SHAE2_52760.4, SHAE2_52760.3, SHAE2_52760.2
OG0000860	h1SMcT0011028.1, h1SMcT0011028.2, h1SMcT0011028.3	SHAE2_63890.1, SHAE2_66610.2, SHAE2_66610.1
OG0000861	h1SMcT0018409.1	SHAE2_13550.1, SHAE2_13550.2
OG0000862	h1SMcT0016664.1, h1SMcT0016664.2	SHAE2_32280.1, SHAE2_32280.2, SHAE2_32280.3, SHAE2_32280.4
OG0000863	h1SMcT0002951.1, h1SMcT0015621.1	SHAE2_7890.1, SHAE2_7890.2, SHAE2_7880.1
OG0000864	h1SMcT0000106.2, h1SMcT0000106.1, h1SMcT0000106.3	SHAE2_43260.1
OG0000866	h1SMcT0006850.1, h1SMcT0006850.2	SHAE2_1040.2, SHAE2_1040.6, SHAE2_1040.1, SHAE2_1040.8, SHAE2_1040.7, SHAE2_1040.4, SHAE2_1040.5, SHAE2_1040.3
OG0000869	h1SMcT0010496.5, h1SMcT0010496.2, h1SMcT0010496.3, h1SMcT0010496.1, h1SMcT0010496.4	SHAE2_94700.2, SHAE2_94700.5, SHAE2_94700.6, SHAE2_94700.1, SHAE2_94700.4, SHAE2_94700.3
OG0000870	h1SMcT0007343.1, h1SMcT0007343.2, h1SMcT0001585.1, h1SMcT0001585.2	SHAE2_1270.1
OG0000872	h1SMcT0002307.1, h1SMcT0002307.2, h1SMcT0002307.3	SHAE2_4600.1, SHAE2_4600.3, SHAE2_4600.4, SHAE2_4600.5, SHAE2_4600.6, SHAE2_4600.7, SHAE2_4600.2, SHAE2_4600.8
OG0000873	h1SMcT0007175.1, h1SMcT0007175.2, h1SMcT0022268.1	SHAE2_91750.2, SHAE2_91750.5, SHAE2_91750.8, SHAE2_91750.4, SHAE2_91750.7, SHAE2_91750.3, SHAE2_91750.6, SHAE2_91750.1
OG0000874	h1SMcT0000520.1	SHAE2_45890.1, SHAE2_45890.11, SHAE2_45890.2, SHAE2_45890.3, SHAE2_45890.4, SHAE2_45890.5, SHAE2_45890.7, SHAE2_45890.9, SHAE2_45890.6, SHAE2_45890.8, SHAE2_45890.10
OG0000875	h1SMcT0023098.1	SHAE2_66540.4, SHAE2_66540.3, SHAE2_66540.2, SHAE2_66540.1, SHAE2_66540.5
OG0000876	h1SMcT0011017.1	SHAE2_26230.2, SHAE2_26230.1, SHAE2_26230.3, SHAE2_26230.4
OG0000877	h1SMcT0011149.1	SHAE2_7810.1, SHAE2_7810.2, SHAE2_7810.4, SHAE2_7810.3
OG0000880	h1SMcT0011930.1, h1SMcT0011930.2, h1SMcT0011930.3	SHAE2_84050.1, SHAE2_84050.10, SHAE2_84050.5, SHAE2_84050.11, SHAE2_84050.7, SHAE2_84050.3, SHAE2_84050.2, SHAE2_84050.4, SHAE2_84050.6, SHAE2_84050.8, SHAE2_84050.9
OG0000881	h1SMcT0016867.3, h1SMcT0016867.1, h1SMcT0016867.2, h1SMcT0010177.1, h1SMcT0010177.4, h1SMcT0010177.5, h1SMcT0010177.2	SHAE2_5120.1
OG0000881	h1SMcT0015068.1, h1SMcT0015068.2, h1SMcT0000551.1	SHAE2_96200.1, SHAE2_96170.1
OG0000882	h1SMcT0019949.1	SHAE2_24220.1
OG0000882	h1SMcT0013142.1, h1SMcT0015243.1	SHAE2_43040.2, SHAE2_43040.1, SHAE2_43040.3
OG0000883	h1SMcT0017921.2, h1SMcT0017921.4, h1SMcT0017921.1, h1SMcT0017921.3, h1SMcT0017921.5	SHAE2_43030.2, SHAE2_43030.1, SHAE2_43030.5, SHAE2_43030.6, SHAE2_43030.9, SHAE2_43030.3, SHAE2_43030.7, SHAE2_43030.8, SHAE2_43030.4
OG0000884	h1SMcT0006597.1, h1SMcT0022922.1	SHAE2_42310.1, SHAE2_42310.2
OG0000887	h1SMcT0011651.2, h1SMcT0011651.1, h1SMcT0011651.3	SHAE2_21790.2, SHAE2_21790.5, SHAE2_21790.4, SHAE2_21790.7, SHAE2_21790.3, SHAE2_21790.1, SHAE2_21790.6
OG0000888	h1SMcT0018274.1, h1SMcT0006978.1, h1SMcT0006978.2	SHAE2_83180.1, SHAE2_83190.1
OG0000889	h1SMcT0000584.2, h1SMcT0000584.1, h1SMcT0000584.4, h1SMcT0000584.3, h1SMcT0000584.5	SHAE2_30000.1, SHAE2_30000.2
OG0000890	h1SMcT0001261.1	SHAE2_43810.11, SHAE2_43810.2, SHAE2_43810.3, SHAE2_43810.4, SHAE2_43810.7, SHAE2_43810.6, SHAE2_43810.1, SHAE2_43810.10, SHAE2_43810.12, SHAE2_43810.5, SHAE2_43810.9, SHAE2_43810.8
OG0000891	h1SMcT0019782.2	SHAE2_40150.1
OG0000894	h1SMcT0012738.2, h1SMcT0012738.1, h1SMcT0012738.3	SHAE2_93010.1, SHAE2_93010.4, SHAE2_93010.5, SHAE2_93010.6, SHAE2_93010.3, SHAE2_93010.2
OG0000895	h1SMcT0017639.1	SHAE2_46840.6, SHAE2_46840.1, SHAE2_46840.8, SHAE2_46840.5, SHAE2_46840.2, SHAE2_46840.7, SHAE2_46840.4, SHAE2_46840.3
OG0000896	h1SMcT0016190.3	SHAE2_22260.1, SHAE2_22280.2, SHAE2_22280.3, SHAE2_22280.1
OG0000897	h1SMcT0013490.1	SHAE2_11920.1, SHAE2_11920.2, SHAE2_11920.4, SHAE2_11920.3, SHAE2_11920.5
OG0000898	h1SMcT0009884.1, h1SMcT0009883.1, h1SMcT0009883.2	SHAE2_76400.1
OG0000900	h1SMcT0012395.1	SHAE2_4170.1, SHAE2_4160.1
OG0000902	h1SMcT0010803.1, h1SMcT0010803.2, h1SMcT0010803.3	SHAE2_58360.2, SHAE2_58360.1
OG0000903	h1SMcT0005323.1, h1SMcT0005323.2	SHAE2_17420.3, SHAE2_17420.1, SHAE2_17420.2
OG0000904	h1SMcT0018440.1	SHAE2_5640.1
OG0000907	h1SMcT0018393.1, h1SMcT0004265.1, h1SMcT0004265.2, h1SMcT0004265.3, h1SMcT0000265.2, h1SMcT0000265.1, h1SMcT0000265.3, h1SMcT0004262.2, h1SMcT0004261.1, h1SMcT0004262.1, h1SMcT0004263.1, h1SMcT0022894.1, h1SMcT0004264.6, h1SMcT0004264.9, h1SMcT0004264.8, h1SMcT0004264.7, h1SMcT0004264.1, h1SMcT0004264.3, h1SMcT0004264.4, h1SMcT0004264.2, h1SMcT0004264.5	SHAE2_79090.1, SHAE2_79090.2, SHAE2_79090.3, SHAE2_79090.4
OG0000910	h1SMcT0015484.1	SHAE2_10020.1, SHAE2_10020.2, SHAE2_10020.3
OG0000911	h1SMcT0021969.1	SHAE2_62180.1
OG0000914	h1SMcT0009919.4, h1SMcT0009919.1, h1SMcT0009919.2, h1SMcT0009919.3	SHAE2_41490.3, SHAE2_41490.4, SHAE2_41490.2, SHAE2_41490.1, SHAE2_41490.5
OG0000916	h1SMcT0008408.1	SHAE2_42590.1
OG0000917	h1SMcT0003713.1, h1SMcT0013367.1	SHAE2_89530.1
