Orthogroup	schmidtea_mediterranea	fasciola_hepatica
OG0001616	h1SMcT0006305.1, h1SMcT0021522.1	FhHiC23_g13562.t1, FhHiC23_g13562.t2
OG0001618	h1SMcT0022622.4, h1SMcT0022622.8, h1SMcT0022622.1, h1SMcT0022622.2, h1SMcT0022622.9, h1SMcT0022622.7, h1SMcT0022622.3, h1SMcT0022622.5, h1SMcT0022622.6	FhHiC23_g6230.t1
OG0001619	h1SMcT0013335.1	FhHiC23_g1822.t1, FhHiC23_g1822.t2
OG0001620	h1SMcT0020514.4, h1SMcT0020514.5, h1SMcT0020514.6, h1SMcT0020516.1, h1SMcT0020514.1, h1SMcT0020514.2, h1SMcT0020632.1, h1SMcT0020514.3, h1SMcT0020519.1	FhHiC23_g5019.t1
OG0001622	h1SMcT0004565.1	FhHiC23_g3859.t1
OG0001623	h1SMcT0021134.1	FhHiC23_g12568.t1
OG0001626	h1SMcT0020664.1	FhHiC23_g4924.t1, FhHiC23_g4924.t2
OG0001627	h1SMcT0006211.1, h1SMcT0006211.2	FhHiC23_g3162.t1
OG0001628	h1SMcT0019709.1, h1SMcT0019709.4	FhHiC23_g15068.t1, FhHiC23_g12087.t1
OG0001629	h1SMcT0011452.1, h1SMcT0011452.2	FhHiC23_g11254.t1
OG0001630	h1SMcT0011252.1	FhHiC23_g12989.t1
OG0001631	h1SMcT0007603.1	FhHiC23_g16292.t1
OG0001632	h1SMcT0010514.1	FhHiC23_g6746.t1
OG0001633	h1SMcT0002014.5, h1SMcT0002014.6, h1SMcT0002014.3, h1SMcT0002014.1, h1SMcT0002014.2, h1SMcT0002014.4	FhHiC23_g9236.t1
OG0001634	h1SMcT0021810.2, h1SMcT0021810.1, h1SMcT0021810.3	FhHiC23_g15902.t2, FhHiC23_g15902.t1
OG0001635	h1SMcT0002693.1, h1SMcT0002693.2, h1SMcT0015943.1	FhHiC23_g13640.t2, FhHiC23_g13640.t1
OG0001636	h1SMcT0013635.1	FhHiC23_g2927.t1, FhHiC23_g2927.t2
OG0001637	h1SMcT0011724.1	FhHiC23_g6969.t1
OG0001639	h1SMcT0015128.1	FhHiC23_g11042.t1, FhHiC23_g11044.t1
OG0001640	h1SMcT0003502.4, h1SMcT0003502.3, h1SMcT0003502.1, h1SMcT0003502.2	FhHiC23_g15554.t1
OG0001641	h1SMcT0021693.1	FhHiC23_g15937.t1, FhHiC23_g6164.t1, FhHiC23_g6162.t1
OG0001642	h1SMcT0007955.1	FhHiC23_g136.t1, FhHiC23_g135.t1, FhHiC23_g135.t2
OG0001643	h1SMcT0000482.1, h1SMcT0000482.2	FhHiC23_g7424.t1, FhHiC23_g7424.t2
OG0001644	h1SMcT0008832.1	FhHiC23_g158.t2, FhHiC23_g158.t1
OG0001645	h1SMcT0016250.1, h1SMcT0016250.2, h1SMcT0016250.3, h1SMcT0016250.4	FhHiC23_g9248.t1, FhHiC23_g9248.t2, FhHiC23_g9248.t3
OG0001646	h1SMcT0004929.1, h1SMcT0004929.2	FhHiC23_g1025.t1, FhHiC23_g1025.t2
OG0001648	h1SMcT0019063.4, h1SMcT0019063.5, h1SMcT0017672.3, h1SMcT0017672.4, h1SMcT0017672.2, h1SMcT0017672.1	FhHiC23_g1289.t1, FhHiC23_g1289.t2, FhHiC23_g1289.t3
OG0001649	h1SMcT0013727.1, h1SMcT0013727.2, h1SMcT0013729.1, h1SMcT0013729.4, h1SMcT0013729.2, h1SMcT0013729.3	FhHiC23_g12151.t1
OG0001651	h1SMcT0010863.1, h1SMcT0010863.2	FhHiC23_g13731.t1
OG0001653	h1SMcT0001479.1, h1SMcT0001479.2, h1SMcT0001479.3, h1SMcT0001479.4	FhHiC23_g13332.t1
OG0001655	h1SMcT0005253.1	FhHiC23_g7908.t1
OG0001656	h1SMcT0021826.1, h1SMcT0021826.2	FhHiC23_g16220.t1
OG0001657	h1SMcT0012718.1	FhHiC23_g6597.t1
OG0001671	h1SMcT0010251.1	FhHiC23_g5337.t1
OG0001672	h1SMcT0016081.3, h1SMcT0016081.1, h1SMcT0016081.2	FhHiC23_g5891.t1
OG0001673	h1SMcT0019728.1, h1SMcT0004485.1, h1SMcT0004485.4, h1SMcT0004485.2, h1SMcT0004485.3	FhHiC23_g7888.t1
OG0001676	h1SMcT0001921.1	FhHiC23_g11961.t1
OG0001677	h1SMcT0016893.2	FhHiC23_g16079.t1
OG0001678	h1SMcT0000851.1	FhHiC23_g8325.t1
OG0001679	h1SMcT0020429.5, h1SMcT0020429.6, h1SMcT0020429.2, h1SMcT0020429.1, h1SMcT0020429.3, h1SMcT0020429.4	FhHiC23_g15323.t2, FhHiC23_g15323.t1
OG0001680	h1SMcT0000730.1	FhHiC23_g6301.t2, FhHiC23_g6301.t1
OG0001681	h1SMcT0014199.1, h1SMcT0014199.2, h1SMcT0014199.3	FhHiC23_g15100.t1
OG0001682	h1SMcT0020485.1, h1SMcT0020485.2	FhHiC23_g15653.t1, FhHiC23_g15653.t2
OG0001687	h1SMcT0016944.2, h1SMcT0016944.1, h1SMcT0016944.4, h1SMcT0016944.9, h1SMcT0016944.5, h1SMcT0016944.6, h1SMcT0016944.7, h1SMcT0016944.8, h1SMcT0016944.3	FhHiC23_g3014.t1
OG0001688	h1SMcT0015247.5, h1SMcT0015247.4, h1SMcT0015247.3	FhHiC23_g15635.t1
OG0001689	h1SMcT0002487.1	FhHiC23_g15583.t1
OG0001690	h1SMcT0009279.3, h1SMcT0009279.4, h1SMcT0009279.1, h1SMcT0009279.2	FhHiC23_g6129.t1
OG0001691	h1SMcT0016928.1, h1SMcT0016928.2, h1SMcT0016928.3	FhHiC23_g12050.t1, FhHiC23_g12049.t1, FhHiC23_g12049.t2, FhHiC23_g12051.t1
OG0001694	h1SMcT0020178.1, h1SMcT0020178.2	FhHiC23_g4030.t1, FhHiC23_g4030.t2, FhHiC23_g4030.t3
OG0001697	h1SMcT0022488.1	FhHiC23_g9231.t1
OG0001699	h1SMcT0012548.1	FhHiC23_g7848.t1
OG0001700	h1SMcT0003410.1	FhHiC23_g15052.t1
OG0001702	h1SMcT0017051.2, h1SMcT0017051.3, h1SMcT0017051.4, h1SMcT0015306.1, h1SMcT0015306.6, h1SMcT0015306.2, h1SMcT0015306.7, h1SMcT0015306.5, h1SMcT0015306.4	FhHiC23_g14701.t1
OG0001703	h1SMcT0007280.1, h1SMcT0007280.2	FhHiC23_g5981.t1
OG0001704	h1SMcT0015605.1	FhHiC23_g15526.t1
OG0001707	h1SMcT0020760.1	FhHiC23_g8571.t1
OG0001708	h1SMcT0021084.7, h1SMcT0021084.6, h1SMcT0021084.1, h1SMcT0021084.2, h1SMcT0021084.5, h1SMcT0021084.3, h1SMcT0021084.4	FhHiC23_g9788.t1
OG0001710	h1SMcT0011023.1, h1SMcT0011023.2, h1SMcT0011023.3	FhHiC23_g16103.t1, FhHiC23_g16103.t2
OG0001711	h1SMcT0010492.1, h1SMcT0010492.2	FhHiC23_g9210.t3, FhHiC23_g9210.t2, FhHiC23_g9210.t4, FhHiC23_g9210.t1
OG0001712	h1SMcT0012477.1, h1SMcT0012477.2	FhHiC23_g14602.t1
OG0001713	h1SMcT0001773.1	FhHiC23_g8279.t1
OG0001714	h1SMcT0002980.7, h1SMcT0002980.1, h1SMcT0002980.2, h1SMcT0002980.4, h1SMcT0002980.6, h1SMcT0002980.5, h1SMcT0002980.3	FhHiC23_g8280.t3, FhHiC23_g8280.t1, FhHiC23_g8280.t2
OG0001715	h1SMcT0008469.1, h1SMcT0008469.2, h1SMcT0008469.3, h1SMcT0008469.4, h1SMcT0008469.5	FhHiC23_g10492.t2, FhHiC23_g10492.t1
OG0001717	h1SMcT0008155.3, h1SMcT0008155.4, h1SMcT0008155.2, h1SMcT0008155.5, h1SMcT0008155.1, h1SMcT0008155.6	FhHiC23_g6203.t1, FhHiC23_g6203.t2
OG0001718	h1SMcT0007968.1	FhHiC23_g15022.t1
OG0001720	h1SMcT0011139.1, h1SMcT0006364.1, h1SMcT0019514.1, h1SMcT0019514.3, h1SMcT0019514.2, h1SMcT0019514.4	FhHiC23_g13752.t1, FhHiC23_g13755.t1, FhHiC23_g11919.t1
OG0001721	h1SMcT0022008.1, h1SMcT0022008.2	FhHiC23_g14874.t1
OG0001722	h1SMcT0009778.1	FhHiC23_g10678.t3, FhHiC23_g10678.t1, FhHiC23_g10678.t2
OG0001724	h1SMcT0009947.1, h1SMcT0009947.2	FhHiC23_g2339.t1, FhHiC23_g13838.t1
OG0001725	h1SMcT0001865.2	FhHiC23_g1556.t2, FhHiC23_g1556.t1
OG0001726	h1SMcT0019260.1	FhHiC23_g6478.t1
OG0001726	h1SMcT0022247.1, h1SMcT0012356.1, h1SMcT0012356.2, h1SMcT0012356.3, h1SMcT0012356.4	FhHiC23_g3490.t1
OG0001727	h1SMcT0021352.1, h1SMcT0021352.2, h1SMcT0017294.1	FhHiC23_g16650.t1, FhHiC23_g16651.t1
OG0001728	h1SMcT0013659.2, h1SMcT0013659.1, h1SMcT0013659.3, h1SMcT0013659.4	FhHiC23_g8064.t1
OG0001729	h1SMcT0008021.1, h1SMcT0005984.1, h1SMcT0005984.2, h1SMcT0005984.3, h1SMcT0005984.4, h1SMcT0022620.1	FhHiC23_g13336.t1
OG0001730	h1SMcT0011395.1	FhHiC23_g11641.t1
OG0001731	h1SMcT0019144.1	FhHiC23_g5226.t1, FhHiC23_g5226.t2
OG0001732	h1SMcT0001016.1	FhHiC23_g3310.t1, FhHiC23_g3310.t2
OG0001733	h1SMcT0006755.1	FhHiC23_g8520.t1
OG0001734	h1SMcT0000991.2, h1SMcT0000991.6, h1SMcT0000991.4, h1SMcT0000991.8, h1SMcT0000991.5, h1SMcT0000991.3, h1SMcT0000991.1, h1SMcT0000991.7	FhHiC23_g16299.t3, FhHiC23_g16299.t1, FhHiC23_g16299.t2
OG0001736	h1SMcT0018349.1, h1SMcT0018349.2	FhHiC23_g15257.t1, FhHiC23_g15256.t1
OG0001738	h1SMcT0021483.1, h1SMcT0022809.1	FhHiC23_g14642.t1
OG0001739	h1SMcT0013839.1, h1SMcT0013839.2	FhHiC23_g5514.t1
OG0001741	h1SMcT0005296.1, h1SMcT0005291.1, h1SMcT0005291.2, h1SMcT0005291.3	FhHiC23_g12472.t1
OG0001744	h1SMcT0005035.1	FhHiC23_g8278.t1
OG0001745	h1SMcT0013160.1, h1SMcT0013160.2	FhHiC23_g5028.t1
OG0001746	h1SMcT0004010.1	FhHiC23_g3504.t1, FhHiC23_g3504.t2
OG0001747	h1SMcT0009037.1, h1SMcT0009037.2	FhHiC23_g13144.t1, FhHiC23_g13144.t2, FhHiC23_g13144.t3
OG0001748	h1SMcT0001235.1, h1SMcT0001235.2	FhHiC23_g7931.t1, FhHiC23_g7931.t2
OG0001750	h1SMcT0019885.1, h1SMcT0019885.2, h1SMcT0019885.5, h1SMcT0019885.3, h1SMcT0019885.4	FhHiC23_g13786.t1
OG0001751	h1SMcT0021739.2, h1SMcT0004886.1, h1SMcT0004886.2	FhHiC23_g9806.t1
OG0001752	h1SMcT0005183.1	FhHiC23_g11339.t2, FhHiC23_g11339.t1
OG0001753	h1SMcT0013782.1	FhHiC23_g11439.t1
OG0001754	h1SMcT0000935.1	FhHiC23_g6774.t1, FhHiC23_g6775.t1
OG0001755	h1SMcT0004449.2	FhHiC23_g12622.t1
OG0001756	h1SMcT0005974.1, h1SMcT0005974.2	FhHiC23_g2005.t1
OG0001758	h1SMcT0016619.1, h1SMcT0016619.2	FhHiC23_g3972.t1
OG0001759	h1SMcT0021839.1, h1SMcT0021839.2, h1SMcT0021839.3, h1SMcT0020798.1, h1SMcT0020798.2, h1SMcT0004514.1, h1SMcT0004514.2, h1SMcT0004514.3	FhHiC23_g8422.t1, FhHiC23_g8417.t1, FhHiC23_g8418.t1
OG0001760	h1SMcT0009739.2	FhHiC23_g7411.t1, FhHiC23_g7411.t2, FhHiC23_g7411.t3
OG0001761	h1SMcT0015220.1	FhHiC23_g3989.t1
OG0001762	h1SMcT0018473.1	FhHiC23_g9226.t1, FhHiC23_g9226.t2
OG0001763	h1SMcT0014031.2, h1SMcT0014031.1, h1SMcT0014031.3, h1SMcT0014031.4	FhHiC23_g5129.t1, FhHiC23_g5129.t2
OG0001764	h1SMcT0009805.2, h1SMcT0009805.4, h1SMcT0009805.1, h1SMcT0009805.3	FhHiC23_g12537.t1, FhHiC23_g12537.t2
OG0001766	h1SMcT0019075.1, h1SMcT0019075.2	FhHiC23_g6518.t1, FhHiC23_g6518.t2
OG0001768	h1SMcT0013683.1, h1SMcT0013683.2	FhHiC23_g16502.t1
OG0001769	h1SMcT0020309.1, h1SMcT0020309.2	FhHiC23_g13728.t1
OG0001770	h1SMcT0021515.2, h1SMcT0021515.1, h1SMcT0021515.3	FhHiC23_g6137.t1
OG0001771	h1SMcT0007797.6, h1SMcT0007797.3, h1SMcT0007797.4, h1SMcT0007797.2, h1SMcT0007797.5	FhHiC23_g526.t1
OG0001772	h1SMcT0002778.2, h1SMcT0002778.1, h1SMcT0002778.3	FhHiC23_g15921.t1
OG0001773	h1SMcT0008613.1, h1SMcT0008563.4, h1SMcT0008565.2, h1SMcT0008563.1, h1SMcT0022781.1, h1SMcT0008563.2, h1SMcT0022781.2, h1SMcT0008563.3	FhHiC23_g4114.t1, FhHiC23_g4115.t1, FhHiC23_g8093.t1
OG0001774	h1SMcT0003104.4	FhHiC23_g10661.t1, FhHiC23_g10661.t2
OG0001775	h1SMcT0001715.1, h1SMcT0001715.2	FhHiC23_g10918.t1, FhHiC23_g10918.t2
OG0001776	h1SMcT0017707.1	FhHiC23_g9961.t1, FhHiC23_g9962.t1, FhHiC23_g9962.t2
OG0001777	h1SMcT0000525.1, h1SMcT0000525.2	FhHiC23_g13573.t1
OG0001778	h1SMcT0016706.1, h1SMcT0016706.2, h1SMcT0016706.4, h1SMcT0016706.3	FhHiC23_g16036.t1
OG0001779	h1SMcT0004257.1, h1SMcT0004257.2	FhHiC23_g10367.t1
OG0001780	h1SMcT0015555.16, h1SMcT0015555.9, h1SMcT0015555.19, h1SMcT0015555.1, h1SMcT0015555.15, h1SMcT0015555.18, h1SMcT0015555.21, h1SMcT0015555.22, h1SMcT0015555.2, h1SMcT0015555.4, h1SMcT0015555.5, h1SMcT0015555.7, h1SMcT0015555.8, h1SMcT0015555.12, h1SMcT0015555.13, h1SMcT0015555.14, h1SMcT0015555.17, h1SMcT0015555.3, h1SMcT0015555.6, h1SMcT0015555.11, h1SMcT0015555.20, h1SMcT0015555.10	FhHiC23_g4894.t1, FhHiC23_g4894.t2
OG0001781	h1SMcT0015529.1	FhHiC23_g9502.t1
OG0001782	h1SMcT0002334.1, h1SMcT0002331.2, h1SMcT0002331.6, h1SMcT0002331.4, h1SMcT0002331.8, h1SMcT0002331.3, h1SMcT0002331.5	FhHiC23_g8224.t1
OG0001783	h1SMcT0009033.1	FhHiC23_g4720.t1
OG0001784	h1SMcT0010892.1	FhHiC23_g13869.t1, FhHiC23_g13869.t2
OG0001785	h1SMcT0010242.1	FhHiC23_g10222.t1
OG0001786	h1SMcT0011297.1	FhHiC23_g7166.t1
OG0001787	h1SMcT0020085.1	FhHiC23_g10310.t2, FhHiC23_g10310.t3, FhHiC23_g10310.t4, FhHiC23_g10310.t5, FhHiC23_g10310.t1
OG0001788	h1SMcT0001318.1	FhHiC23_g3146.t1
OG0001790	h1SMcT0002945.1, h1SMcT0002945.2	FhHiC23_g5199.t1
OG0001791	h1SMcT0000906.3, h1SMcT0000906.1, h1SMcT0000906.2, h1SMcT0000904.4, h1SMcT0000904.1, h1SMcT0000904.2, h1SMcT0000904.3	FhHiC23_g16841.t1
OG0001792	h1SMcT0020582.1, h1SMcT0020950.1, h1SMcT0020950.2, h1SMcT0021364.5, h1SMcT0021364.2, h1SMcT0021364.3, h1SMcT0021364.1, h1SMcT0021364.4	FhHiC23_g3424.t1
OG0001800	h1SMcT0019752.1	FhHiC23_g1449.t1
OG0001801	h1SMcT0014180.1, h1SMcT0014180.2, h1SMcT0014180.3	FhHiC23_g13597.t1, FhHiC23_g13597.t2, FhHiC23_g13597.t3
OG0001802	h1SMcT0020134.1	FhHiC23_g14409.t1
OG0001803	h1SMcT0011732.3, h1SMcT0011284.1, h1SMcT0011284.2	FhHiC23_g6396.t1, FhHiC23_g6396.t2, FhHiC23_g6396.t3
OG0001804	h1SMcT0016489.1	FhHiC23_g6171.t1, FhHiC23_g6171.t2
OG0001805	h1SMcT0022212.1	FhHiC23_g14611.t1
OG0001807	h1SMcT0008513.2, h1SMcT0008514.6, h1SMcT0008514.1, h1SMcT0008514.3, h1SMcT0008513.3, h1SMcT0008514.2, h1SMcT0008514.4, h1SMcT0008514.5	FhHiC23_g11479.t1
OG0001808	h1SMcT0001448.1	FhHiC23_g15101.t1
OG0001809	h1SMcT0014733.1, h1SMcT0014733.2	FhHiC23_g6248.t1
OG0001810	h1SMcT0018180.5, h1SMcT0018180.1, h1SMcT0018180.4, h1SMcT0018180.2, h1SMcT0018180.3	FhHiC23_g9038.t1, FhHiC23_g9038.t2
OG0001811	h1SMcT0007807.1, h1SMcT0007807.2	FhHiC23_g8341.t1, FhHiC23_g8341.t2, FhHiC23_g13177.t1, FhHiC23_g13179.t1, FhHiC23_g13540.t1
OG0001812	h1SMcT0004905.1, h1SMcT0004905.2	FhHiC23_g1664.t1
OG0001813	h1SMcT0001706.1	FhHiC23_g12138.t1, FhHiC23_g12138.t2
OG0001816	h1SMcT0017125.1, h1SMcT0017193.1	FhHiC23_g1325.t1
OG0001817	h1SMcT0022407.1	FhHiC23_g7576.t1, FhHiC23_g7576.t2, FhHiC23_g7576.t3
OG0001819	h1SMcT0014745.1, h1SMcT0014745.7, h1SMcT0014745.2, h1SMcT0014745.3, h1SMcT0014745.4, h1SMcT0014745.5, h1SMcT0014745.6, h1SMcT0014745.8	FhHiC23_g15322.t1
OG0001820	h1SMcT0013890.1, h1SMcT0002328.1, h1SMcT0014749.1, h1SMcT0014749.2, h1SMcT0014749.3, h1SMcT0014749.4, h1SMcT0004897.1, h1SMcT0004897.2	FhHiC23_g8623.t1, FhHiC23_g8622.t1
OG0001821	h1SMcT0014590.1, h1SMcT0020570.1	FhHiC23_g4567.t1
OG0001821	h1SMcT0003463.1, h1SMcT0003463.2, h1SMcT0014038.1	FhHiC23_g8381.t1
OG0001822	h1SMcT0021165.1, h1SMcT0021165.2, h1SMcT0021166.1, h1SMcT0021165.4, h1SMcT0021165.6, h1SMcT0021165.5, h1SMcT0021165.7, h1SMcT0021165.8, h1SMcT0017497.1, h1SMcT0017497.2	FhHiC23_g9179.t1
OG0001826	h1SMcT0002813.1, h1SMcT0002813.2	FhHiC23_g12925.t1
OG0001827	h1SMcT0000035.1	FhHiC23_g3287.t1, FhHiC23_g3301.t1, FhHiC23_g11784.t1, FhHiC23_g9264.t1, FhHiC23_g3302.t1
OG0001828	h1SMcT0000446.1	FhHiC23_g1210.t2, FhHiC23_g1210.t1, FhHiC23_g1210.t3
OG0001829	h1SMcT0011896.1, h1SMcT0022194.1	FhHiC23_g9818.t1, FhHiC23_g9571.t1
OG0001830	h1SMcT0021986.1	FhHiC23_g6996.t1
OG0001831	h1SMcT0014333.5, h1SMcT0014333.6, h1SMcT0014333.2, h1SMcT0014333.4, h1SMcT0014333.1, h1SMcT0014333.3	FhHiC23_g7437.t3, FhHiC23_g7437.t1, FhHiC23_g7437.t2
OG0001833	h1SMcT0001085.1	FhHiC23_g3870.t1
OG0001834	h1SMcT0020592.1, h1SMcT0010290.1, h1SMcT0010290.2	FhHiC23_g2986.t2, FhHiC23_g2986.t1
OG0001835	h1SMcT0005658.1, h1SMcT0013373.1	FhHiC23_g10935.t1, FhHiC23_g10940.t1, FhHiC23_g10940.t2, FhHiC23_g9474.t1
OG0001837	h1SMcT0010048.1	FhHiC23_g13587.t1, FhHiC23_g13587.t2
OG0001838	h1SMcT0010619.1	FhHiC23_g4053.t1, FhHiC23_g4053.t2
OG0001839	h1SMcT0002713.1	FhHiC23_g3.t1
OG0001840	h1SMcT0022135.1, h1SMcT0022135.2	FhHiC23_g14806.t1
OG0001841	h1SMcT0020217.1, h1SMcT0020217.2	FhHiC23_g11678.t1
OG0001844	h1SMcT0007947.1	FhHiC23_g13623.t2, FhHiC23_g13623.t1, FhHiC23_g13623.t3
OG0001845	h1SMcT0011119.1	FhHiC23_g9489.t1
OG0001847	h1SMcT0015481.1, h1SMcT0015481.2	FhHiC23_g12420.t1
OG0001848	h1SMcT0016599.3, h1SMcT0016599.1, h1SMcT0016599.2	FhHiC23_g12461.t2, FhHiC23_g12461.t1
OG0001849	h1SMcT0016402.1, h1SMcT0018050.1, h1SMcT0018050.5, h1SMcT0018050.3, h1SMcT0018050.4, h1SMcT0018050.2	FhHiC23_g8272.t1
OG0001850	h1SMcT0017635.1	FhHiC23_g3305.t1
OG0001851	h1SMcT0022124.2, h1SMcT0022124.1, h1SMcT0022124.3	FhHiC23_g751.t1, FhHiC23_g751.t2
OG0001852	h1SMcT0002547.3, h1SMcT0002547.1, h1SMcT0002547.2	FhHiC23_g5504.t3, FhHiC23_g5504.t1, FhHiC23_g5504.t2
OG0001856	h1SMcT0011763.1, h1SMcT0011763.2	FhHiC23_g782.t1, FhHiC23_g782.t2
OG0001857	h1SMcT0022370.1, h1SMcT0022370.2, h1SMcT0022370.3	FhHiC23_g2297.t1
OG0001859	h1SMcT0007644.1, h1SMcT0007700.1	FhHiC23_g11464.t1
OG0001860	h1SMcT0021050.1	FhHiC23_g8999.t1, FhHiC23_g8999.t2
OG0001862	h1SMcT0011003.1	FhHiC23_g12794.t1
OG0001864	h1SMcT0000735.1	FhHiC23_g11083.t1, FhHiC23_g508.t1
OG0001865	h1SMcT0017268.1, h1SMcT0017268.2, h1SMcT0017268.3, h1SMcT0017268.4	FhHiC23_g10630.t1
OG0001868	h1SMcT0005126.1, h1SMcT0005126.2, h1SMcT0006712.1, h1SMcT0006712.2, h1SMcT0016692.2, h1SMcT0019911.1, h1SMcT0014112.1, h1SMcT0004938.1, h1SMcT0004938.2	FhHiC23_g13588.t1
OG0001869	h1SMcT0018355.1, h1SMcT0018356.1	FhHiC23_g15603.t1, FhHiC23_g15603.t2
OG0001870	h1SMcT0021764.1, h1SMcT0021764.2	FhHiC23_g144.t1
OG0001871	h1SMcT0005423.1	FhHiC23_g14150.t2, FhHiC23_g14150.t1, FhHiC23_g14150.t3
OG0001873	h1SMcT0012972.1	FhHiC23_g5097.t1
OG0001874	h1SMcT0004093.1, h1SMcT0004093.2, h1SMcT0002132.1, h1SMcT0004097.1, h1SMcT0004097.2, h1SMcT0004097.3, h1SMcT0004097.4, h1SMcT0004097.5	FhHiC23_g10115.t1, FhHiC23_g10121.t1
OG0001875	h1SMcT0020940.1, h1SMcT0020757.3, h1SMcT0020757.1, h1SMcT0020757.2, h1SMcT0020756.1, h1SMcT0020756.2, h1SMcT0020753.1	FhHiC23_g15834.t1, FhHiC23_g15834.t2
OG0001877	h1SMcT0021188.1	FhHiC23_g11175.t1, FhHiC23_g10759.t1, FhHiC23_g10759.t2, FhHiC23_g10759.t3
OG0001878	h1SMcT0005777.1	FhHiC23_g3016.t1, FhHiC23_g3016.t2
OG0001879	h1SMcT0013918.1	FhHiC23_g9269.t1, FhHiC23_g9269.t2
OG0001880	h1SMcT0003397.1, h1SMcT0003397.2	FhHiC23_g11364.t1, FhHiC23_g11364.t2
OG0001881	h1SMcT0014323.1	FhHiC23_g8316.t2, FhHiC23_g8316.t1
OG0001882	h1SMcT0016927.3, h1SMcT0016927.7, h1SMcT0016927.2, h1SMcT0016927.5, h1SMcT0016927.6, h1SMcT0016927.4, h1SMcT0014119.1	FhHiC23_g2292.t1, FhHiC23_g2292.t2
OG0001883	h1SMcT0000544.5, h1SMcT0000544.1, h1SMcT0000544.2, h1SMcT0000544.6, h1SMcT0000544.3, h1SMcT0000544.4	FhHiC23_g13249.t1
OG0001884	h1SMcT0010874.1	FhHiC23_g16349.t1
OG0001886	h1SMcT0016397.3, h1SMcT0016397.2, h1SMcT0016397.1	FhHiC23_g3216.t1, FhHiC23_g3216.t2, FhHiC23_g3216.t4, FhHiC23_g3216.t3
OG0001887	h1SMcT0001259.1	FhHiC23_g7867.t1, FhHiC23_g7867.t2, FhHiC23_g6306.t1
OG0001888	h1SMcT0005027.1, h1SMcT0005027.2	FhHiC23_g8407.t1
OG0001889	h1SMcT0006874.1, h1SMcT0006874.2	FhHiC23_g4041.t1
OG0001890	h1SMcT0016426.2, h1SMcT0016426.1, h1SMcT0016426.3	FhHiC23_g1917.t1, FhHiC23_g1917.t2
OG0001892	h1SMcT0022597.1	FhHiC23_g3111.t1
OG0001894	h1SMcT0016737.2, h1SMcT0016737.1, h1SMcT0016737.3	FhHiC23_g3703.t1
OG0001895	h1SMcT0021501.1, h1SMcT0021501.2	FhHiC23_g4928.t1, FhHiC23_g4928.t2
OG0001896	h1SMcT0016281.2, h1SMcT0016281.1, h1SMcT0016281.3	FhHiC23_g6158.t1, FhHiC23_g6157.t1
OG0001897	h1SMcT0006287.1	FhHiC23_g281.t2, FhHiC23_g281.t1
OG0001898	h1SMcT0002007.1, h1SMcT0002007.2, h1SMcT0002007.3, h1SMcT0002007.4	FhHiC23_g7975.t1
OG0001899	h1SMcT0008938.1, h1SMcT0013904.1, h1SMcT0013904.2	FhHiC23_g5660.t1
OG0001900	h1SMcT0018011.3, h1SMcT0018011.1, h1SMcT0018011.2	FhHiC23_g471.t1, FhHiC23_g471.t2
OG0001901	h1SMcT0000743.1, h1SMcT0000743.2	FhHiC23_g5582.t1
OG0001902	h1SMcT0008507.1, h1SMcT0008507.2, h1SMcT0008507.3	FhHiC23_g5658.t2, FhHiC23_g5658.t1, FhHiC23_g5658.t4, FhHiC23_g5658.t3
OG0001903	h1SMcT0021286.1	FhHiC23_g4117.t1
OG0001907	h1SMcT0001963.1, h1SMcT0001963.2	FhHiC23_g12171.t1, FhHiC23_g12171.t3, FhHiC23_g12171.t2
OG0001909	h1SMcT0003517.1, h1SMcT0003517.2	FhHiC23_g9250.t1
OG0001910	h1SMcT0022818.1, h1SMcT0009008.1, h1SMcT0009008.3, h1SMcT0009008.2, h1SMcT0009008.4, h1SMcT0009008.5	FhHiC23_g5169.t2, FhHiC23_g5169.t1
OG0001911	h1SMcT0022326.1	FhHiC23_g1053.t1, FhHiC23_g1053.t2
OG0001912	h1SMcT0010295.1	FhHiC23_g948.t1
OG0001913	h1SMcT0017208.1	FhHiC23_g2989.t2, FhHiC23_g2989.t1
OG0001914	h1SMcT0011941.1, h1SMcT0011881.1, h1SMcT0011881.2, h1SMcT0011881.3, h1SMcT0011881.4	FhHiC23_g7090.t1
OG0001915	h1SMcT0011169.1	FhHiC23_g4263.t1
OG0001916	h1SMcT0010024.1	FhHiC23_g15279.t2, FhHiC23_g15279.t1, FhHiC23_g15279.t3
OG0001917	h1SMcT0001874.1, h1SMcT0001870.1, h1SMcT0001870.2	FhHiC23_g13657.t1
OG0001918	h1SMcT0001785.5, h1SMcT0001785.1, h1SMcT0001785.3, h1SMcT0001785.4, h1SMcT0001785.2	FhHiC23_g2086.t1
OG0001919	h1SMcT0006757.1	FhHiC23_g7730.t1
OG0001920	h1SMcT0003731.1	FhHiC23_g10973.t1
OG0001921	h1SMcT0011809.1, h1SMcT0011809.2, h1SMcT0011809.3, h1SMcT0022731.1	FhHiC23_g5705.t1
OG0001922	h1SMcT0004051.1	FhHiC23_g6862.t2, FhHiC23_g6861.t1, FhHiC23_g6862.t1
OG0001924	h1SMcT0017174.1, h1SMcT0017174.2	FhHiC23_g1748.t1
