Orthogroup	trichobilharzia_regenti	schistosoma_japonicum
OG0001257	TREG1_33570.1, TREG1_33570.2	EWB00_005008.1, EWB00_005008.2
OG0001258	TREG1_97270.2, TREG1_97270.1, TREG1_97270.3, TREG1_97270.5, TREG1_97270.6, TREG1_97270.7, TREG1_97270.4	EWB00_007264
OG0001259	TREG1_80880.1, TREG1_80880.2	EWB00_003857
OG0001260	TREG1_12590.1, TREG1_12590.2, TREG1_12590.3	EWB00_005642.1, EWB00_005642.2
OG0001261	TREG1_31480.4, TREG1_31480.1, TREG1_31480.2, TREG1_31480.3	EWB00_004737
OG0001262	TREG1_114870.1	EWB00_008791
OG0001263	TREG1_127810.1, TREG1_127810.2	EWB00_001923.1, EWB00_001923.2
OG0001263	TREG1_127840.1	EWB00_001920
OG0001264	TREG1_64220.1, TREG1_64220.2	EWB00_006491.1, EWB00_006491.2
OG0001265	TREG1_144620.1, TREG1_83740.1	EWB00_011339
OG0001266	TREG1_103100.4, TREG1_103100.3, TREG1_103100.1, TREG1_103100.2, TREG1_103100.5	EWB00_000975.2, EWB00_000975.1, EWB00_000975.3
OG0001267	TREG1_73840.1, TREG1_73840.2, TREG1_73840.3, TREG1_73840.4, TREG1_73840.5	EWB00_010689.1, EWB00_010689.2
OG0001268	TREG1_122810.1	EWB00_001949
OG0001268	TREG1_4230.1, TREG1_4240.1	EWB00_000426
OG0001269	TREG1_59950.1, TREG1_59950.2, TREG1_59950.3, TREG1_59950.4, TREG1_59950.6, TREG1_59950.7, TREG1_59950.5	EWB00_007070.1, EWB00_007070.3, EWB00_007070.2
OG0001270	TREG1_119430.1, TREG1_119430.2, TREG1_119430.3, TREG1_119430.4, TREG1_119430.5, TREG1_119430.6	EWB00_001976
OG0001271	TREG1_88840.1	EWB00_000909
OG0001272	TREG1_101080.1, TREG1_101080.2, TREG1_101080.3	EWB00_007476.1, EWB00_007476.2
OG0001273	TREG1_106650.1	EWB00_003439.1, EWB00_003439.2
OG0001274	TREG1_90420.1, TREG1_90430.2, TREG1_90430.9, TREG1_90430.5, TREG1_90430.11, TREG1_90430.4, TREG1_90430.10, TREG1_90430.3, TREG1_90430.6, TREG1_90430.1, TREG1_90430.7, TREG1_90430.8	EWB00_008932
OG0001275	TREG1_71200.1	EWB00_002146.1, EWB00_002146.2, EWB00_002146.3
OG0001276	TREG1_89250.6, TREG1_89250.3, TREG1_89250.5, TREG1_89250.1, TREG1_89250.2, TREG1_89250.4	EWB00_004707.1, EWB00_004707.2, EWB00_004707.3
OG0001277	TREG1_13070.1, TREG1_13070.2, TREG1_13070.3	EWB00_007325.1, EWB00_007325.2
OG0001278	TREG1_126300.1	EWB00_000340.1, EWB00_000340.2, EWB00_000340.3
OG0001279	TREG1_36920.2, TREG1_36920.6, TREG1_36920.4, TREG1_36920.3, TREG1_36920.5, TREG1_36920.1	EWB00_008361
OG0001280	TREG1_68910.1, TREG1_68910.2, TREG1_68910.3, TREG1_68910.4, TREG1_68910.5	EWB00_007757
OG0001281	TREG1_101530.1, TREG1_101540.1, TREG1_101590.1, TREG1_101600.1, TREG1_101610.1	EWB00_001210, EWB00_001209, EWB00_001211
OG0001282	TREG1_133800.1	EWB00_000576.1, EWB00_000576.2, EWB00_000576.3, EWB00_000576.4, EWB00_000576.5
OG0001283	TREG1_52690.1, TREG1_52680.1	EWB00_006849
OG0001284	TREG1_15700.1, TREG1_15710.1, TREG1_15720.1, TREG1_15690.1, TREG1_15680.1, TREG1_15680.2, TREG1_15680.4, TREG1_15680.3, TREG1_15680.5	EWB00_006559.1, EWB00_006559.2
OG0001285	TREG1_4680.1, TREG1_4680.2	EWB00_010229.1, EWB00_010229.2
OG0001288	TREG1_134020.1	EWB00_009423.1, EWB00_009423.2, EWB00_009423.3
OG0001289	TREG1_46680.1	EWB00_006051.1, EWB00_006051.2, EWB00_006051.3
OG0001290	TREG1_3630.1, TREG1_3630.2, TREG1_3630.3	EWB00_006343
OG0001291	TREG1_6210.1, TREG1_9410.1, TREG1_9570.1	EWB00_007770
OG0001292	TREG1_26070.17, TREG1_26070.16, TREG1_26070.19, TREG1_26070.22, TREG1_26070.23, TREG1_26070.18, TREG1_26070.20, TREG1_26070.21, TREG1_26100.1, TREG1_26070.6, TREG1_138140.1, TREG1_26150.1, TREG1_26070.5, TREG1_26130.4, TREG1_26130.5, TREG1_26130.3, TREG1_26090.1, TREG1_138130.1, TREG1_26070.7	EWB00_007784.1, EWB00_007784.2
OG0001293	TREG1_73260.3, TREG1_73260.1, TREG1_73260.2, TREG1_73260.4	EWB00_003795
OG0001294	TREG1_50680.6, TREG1_50680.5, TREG1_50680.1, TREG1_50680.2, TREG1_50680.4, TREG1_50680.3	EWB00_007854.1, EWB00_007854.3, EWB00_007854.2
OG0001295	TREG1_54320.4, TREG1_54320.3, TREG1_54320.1, TREG1_54320.2	EWB00_008156.4, EWB00_008156.1, EWB00_008156.5, EWB00_008156.6, EWB00_008156.3, EWB00_008156.2
OG0001296	TREG1_10870.1	EWB00_008597
OG0001297	TREG1_14590.1	EWB00_003697
OG0001298	TREG1_51920.1	EWB00_004298.2, EWB00_004298.3, EWB00_004298.1
OG0001299	TREG1_47730.1, TREG1_47730.2, TREG1_47730.3	EWB00_005967.1, EWB00_005967.2, EWB00_005967.3, EWB00_005967.4, EWB00_005967.6, EWB00_005967.5, EWB00_005967.7
OG0001300	TREG1_18570.1, TREG1_18570.2	EWB00_009240
OG0001301	TREG1_61640.2, TREG1_61640.3, TREG1_61640.1, TREG1_61640.4	EWB00_002152.1, EWB00_002152.2, EWB00_002152.3, EWB00_002152.4
OG0001302	TREG1_7840.1	EWB00_007901.1, EWB00_007901.2, EWB00_007901.3
OG0001303	TREG1_58540.1	EWB00_008157.2, EWB00_008157.1
OG0001304	TREG1_122440.1	EWB00_004457.2, EWB00_004457.1, EWB00_004457.3, EWB00_004457.4
OG0001305	TREG1_12560.1, TREG1_12560.2, TREG1_12560.3	EWB00_005639
OG0001306	TREG1_140790.1, TREG1_140790.2, TREG1_140790.5, TREG1_140790.7, TREG1_83670.1, TREG1_140790.3, TREG1_140790.4, TREG1_140790.6, TREG1_140790.8	EWB00_011148
OG0001307	TREG1_111790.1, TREG1_111830.1	EWB00_008828.1, EWB00_008828.2, EWB00_008828.3, EWB00_008828.5, EWB00_008828.6, EWB00_008828.4
OG0001307	TREG1_111820.1	EWB00_008823.3, EWB00_008823.1, EWB00_008823.2
OG0001308	TREG1_143350.1, TREG1_26030.1, TREG1_143350.2, TREG1_145540.1, TREG1_94040.1, TREG1_133760.1, TREG1_26040.1, TREG1_133660.1, TREG1_133700.1, TREG1_133710.1, TREG1_133690.1, TREG1_133680.1, TREG1_133730.1, TREG1_133720.1, TREG1_133670.1, TREG1_133650.1, TREG1_143320.1, TREG1_144160.3, TREG1_144160.1, TREG1_144160.2, TREG1_143330.1, TREG1_143330.2, TREG1_133600.1, TREG1_133590.1, TREG1_143360.1	EWB00_001421
OG0001309	TREG1_97190.1	EWB00_011058.1, EWB00_011058.2
OG0001310	TREG1_60190.1	EWB00_010881.1, EWB00_010881.2
OG0001311	TREG1_43350.4, TREG1_43350.5, TREG1_43350.1, TREG1_43350.2, TREG1_43350.3	EWB00_004898
OG0001312	TREG1_55180.1	EWB00_002585.1, EWB00_002585.3, EWB00_002585.4, EWB00_002585.2
OG0001313	TREG1_40420.1	EWB00_008761
OG0001315	TREG1_55130.1	EWB00_002581
OG0001316	TREG1_36820.1, TREG1_36820.2	EWB00_008370
OG0001316	TREG1_116380.1	EWB00_001349, EWB00_001348
OG0001317	TREG1_24450.1, TREG1_24450.2	EWB00_002314.1, EWB00_002314.2, EWB00_002314.3, EWB00_002314.4, EWB00_002314.5
OG0001318	TREG1_490.1, TREG1_490.2, TREG1_490.3	EWB00_010224
OG0001319	TREG1_43150.1, TREG1_43150.2	EWB00_006154.1, EWB00_006154.2
OG0001320	TREG1_87500.1, TREG1_87500.2	EWB00_008863
OG0001321	TREG1_24400.1	EWB00_008520, EWB00_008521
OG0001322	TREG1_63650.4, TREG1_63650.1, TREG1_63650.3, TREG1_63650.2	EWB00_010777
OG0001323	TREG1_13400.3, TREG1_13400.1, TREG1_13400.2	EWB00_005668
OG0001324	TREG1_123330.3, TREG1_123330.1, TREG1_123330.2, TREG1_123330.5, TREG1_123330.4	EWB00_008054.1, EWB00_008054.2
OG0001325	TREG1_133290.1	EWB00_003691, EWB00_005835
OG0001326	TREG1_71430.1, TREG1_71440.1	EWB00_006474.2, EWB00_006474.3, EWB00_006474.5, EWB00_006474.1, EWB00_006474.4
OG0001327	TREG1_129320.1, TREG1_129320.2, TREG1_129320.4, TREG1_129320.3, TREG1_129320.5	EWB00_011417
OG0001330	TREG1_45120.1, TREG1_45120.2, TREG1_45120.3	EWB00_004141.1, EWB00_004141.2
OG0001331	TREG1_66410.1, TREG1_140390.1, TREG1_140390.2, TREG1_140390.3, TREG1_140390.4, TREG1_140390.5, TREG1_140390.6, TREG1_140390.7	EWB00_010728.1, EWB00_010728.2
OG0001332	TREG1_81650.1	EWB00_000493.3, EWB00_000493.4, EWB00_000493.2
OG0001333	TREG1_91100.1, TREG1_91100.2, TREG1_91100.4, TREG1_91100.5, TREG1_91100.6, TREG1_91100.3	EWB00_008908
OG0001334	TREG1_12490.1	EWB00_005632.1, EWB00_005632.2, EWB00_005632.3
OG0001335	TREG1_45280.1, TREG1_45280.4, TREG1_45280.3, TREG1_45280.2	EWB00_010111
OG0001336	TREG1_62200.1	EWB00_004039
OG0001337	TREG1_71320.1	EWB00_006488.1, EWB00_006488.2, EWB00_006489
OG0001338	TREG1_47130.4, TREG1_47130.3, TREG1_47130.1, TREG1_47130.2	EWB00_005602
OG0001339	TREG1_26860.1, TREG1_26860.3, TREG1_26860.2	EWB00_009385
OG0001340	TREG1_11950.1	EWB00_009670, EWB00_009671
OG0001341	TREG1_103870.1, TREG1_103870.2, TREG1_103870.3	EWB00_003889
OG0001342	TREG1_73210.1, TREG1_73210.2, TREG1_73210.3	EWB00_010648.1, EWB00_010648.2
OG0001343	TREG1_100640.4, TREG1_100640.1, TREG1_100640.2, TREG1_100640.3, TREG1_100640.5	EWB00_002765.2, EWB00_002765.3, EWB00_002765.1
OG0001344	TREG1_100220.1	EWB00_009004
OG0001345	TREG1_41940.1, TREG1_41940.2	EWB00_002797
OG0001346	TREG1_13810.1	EWB00_009374.1, EWB00_009374.2, EWB00_009373
OG0001347	TREG1_51420.1	EWB00_001746.1, EWB00_001746.2, EWB00_001746.3
OG0001348	TREG1_44210.1, TREG1_44210.2, TREG1_44210.3, TREG1_44210.4, TREG1_44210.5, TREG1_44210.6, TREG1_44210.7, TREG1_44220.1, TREG1_44220.2, TREG1_44220.3, TREG1_44220.4, TREG1_44220.5	EWB00_004267.1, EWB00_004267.2
OG0001349	TREG1_20040.6, TREG1_20040.7, TREG1_20040.2, TREG1_20040.3, TREG1_20040.5, TREG1_20040.1, TREG1_20040.4	EWB00_002368, EWB00_002365
OG0001350	TREG1_49930.1	EWB00_007465
OG0001351	TREG1_138510.1, TREG1_138530.1, TREG1_138500.1, TREG1_138520.1, TREG1_143950.1, TREG1_143940.1	EWB00_007066.1, EWB00_007066.2
OG0001352	TREG1_60840.1	EWB00_007051.1, EWB00_007051.2
OG0001353	TREG1_87130.1, TREG1_87150.1	EWB00_005902.1, EWB00_005902.2, EWB00_005902.3
OG0001354	TREG1_81880.5, TREG1_81880.1, TREG1_81880.2, TREG1_81880.3, TREG1_81880.4	EWB00_009879.1, EWB00_009879.2
OG0001355	TREG1_80810.1	EWB00_003862.3, EWB00_003862.1, EWB00_003862.2
OG0001356	TREG1_100780.1, TREG1_100790.1	EWB00_002725
OG0001357	TREG1_45500.1, TREG1_45500.2	EWB00_006165
OG0001358	TREG1_125720.1, TREG1_125740.1	EWB00_001067.1, EWB00_001067.2, EWB00_001067.4, EWB00_001067.3
OG0001359	TREG1_138770.1, TREG1_105700.1, TREG1_105700.2	EWB00_006603
OG0001360	TREG1_49060.1, TREG1_730.1, TREG1_54770.1, TREG1_78620.1, TREG1_78620.2, TREG1_91950.1, TREG1_130890.1, TREG1_42680.1, TREG1_132810.1, TREG1_71040.1, TREG1_83230.1, TREG1_54760.1, TREG1_81000.1, TREG1_131590.1, TREG1_64030.1, TREG1_2600.1, TREG1_101370.1, TREG1_57920.1, TREG1_35250.1, TREG1_133960.1, TREG1_80270.1, TREG1_47390.1, TREG1_16700.1, TREG1_86170.1, TREG1_52480.1, TREG1_120880.1, TREG1_38250.1, TREG1_4040.1, TREG1_107780.1, TREG1_130910.1, TREG1_130920.1, TREG1_80990.1, TREG1_122060.1, TREG1_36390.1, TREG1_72790.1, TREG1_123920.1, TREG1_74640.1, TREG1_138740.1, TREG1_109820.1, TREG1_117070.1, TREG1_79220.1, TREG1_8350.1	EWB00_007505
OG0001361	TREG1_48300.1	EWB00_003304
OG0001362	TREG1_52990.1, TREG1_52990.2, TREG1_52990.3	EWB00_002884.1, EWB00_002884.2
OG0001363	TREG1_131630.2, TREG1_131630.4, TREG1_131630.3, TREG1_131630.1, TREG1_131630.5	EWB00_001426.2, EWB00_001426.1
OG0001364	TREG1_112680.1, TREG1_112680.2, TREG1_112680.4, TREG1_112680.3	EWB00_001353
OG0001365	TREG1_102490.1, TREG1_102490.2, TREG1_102490.3, TREG1_102490.4, TREG1_102490.5, TREG1_102490.6, TREG1_102490.7	EWB00_007381
OG0001366	TREG1_73600.4, TREG1_73600.3, TREG1_73600.1, TREG1_73600.7, TREG1_73600.8, TREG1_73600.6, TREG1_73600.5, TREG1_73600.2	EWB00_005408.1, EWB00_005408.2
OG0001367	TREG1_136010.1, TREG1_136010.4, TREG1_136010.5, TREG1_136010.2, TREG1_136010.3, TREG1_136010.6	EWB00_004799.3, EWB00_004799.1, EWB00_004799.2
OG0001368	TREG1_22010.1, TREG1_22010.2, TREG1_22010.3	EWB00_006451.3, EWB00_006451.4, EWB00_006451.1, EWB00_006451.2
OG0001369	TREG1_126070.1	EWB00_011378.1, EWB00_011378.2, EWB00_011378.3
OG0001370	TREG1_120000.1	EWB00_002230, EWB00_002234
OG0001371	TREG1_58430.1, TREG1_58430.2	EWB00_004314.2, EWB00_004314.4, EWB00_004314.5, EWB00_004314.3, EWB00_004314.1
OG0001372	TREG1_47300.1	EWB00_001272, EWB00_005599.1, EWB00_005599.4, EWB00_001273, EWB00_005599.3, EWB00_005599.2
OG0001373	TREG1_7830.1	EWB00_001922, EWB00_007903.2, EWB00_007903.1, EWB00_007903.3
OG0001374	TREG1_83840.2, TREG1_83840.3, TREG1_83840.11, TREG1_83840.7, TREG1_83840.8, TREG1_83840.10, TREG1_83840.6, TREG1_83840.9, TREG1_83840.1, TREG1_83840.4, TREG1_83840.5	EWB00_011328
OG0001375	TREG1_100530.2, TREG1_100530.6, TREG1_100530.8, TREG1_100530.1, TREG1_100530.10, TREG1_100530.3, TREG1_100530.7, TREG1_100530.9, TREG1_100530.4, TREG1_100530.5	EWB00_002001
OG0001376	TREG1_123540.1, TREG1_123560.1, TREG1_145520.1	EWB00_009961, EWB00_004930.1, EWB00_004930.2
OG0001377	TREG1_86860.1, TREG1_86860.2	EWB00_009170
OG0001378	TREG1_1450.1	EWB00_007333.5, EWB00_007333.3, EWB00_007333.4, EWB00_007333.1, EWB00_007333.2, EWB00_007333.6
OG0001379	TREG1_97880.1	EWB00_008653
OG0001380	TREG1_84170.1	EWB00_000503.1, EWB00_000503.2
OG0001381	TREG1_105090.1	EWB00_004538
OG0001382	TREG1_59580.1	EWB00_005035.1, EWB00_005035.2
OG0001383	TREG1_130280.1, TREG1_139080.7, TREG1_139080.3, TREG1_139080.5, TREG1_139080.1, TREG1_139080.2, TREG1_139080.4, TREG1_139080.6, TREG1_100050.6, TREG1_100050.4, TREG1_100050.7, TREG1_100050.1, TREG1_100050.10, TREG1_100050.2, TREG1_100050.3, TREG1_100050.5, TREG1_100050.9, TREG1_100050.8	EWB00_009013, EWB00_009014
OG0001384	TREG1_119640.1	EWB00_009445.3, EWB00_009445.4, EWB00_009445.2, EWB00_009445.1
OG0001385	TREG1_32560.1, TREG1_32560.3, TREG1_32560.2, TREG1_32560.6, TREG1_32560.5, TREG1_32560.8, TREG1_32560.4, TREG1_32560.7	EWB00_001547
OG0001386	TREG1_40470.1	EWB00_004901, EWB00_004900
OG0001387	TREG1_120170.1, TREG1_120170.3, TREG1_120170.2	EWB00_008055
OG0001388	TREG1_27130.1, TREG1_27140.1	EWB00_009408
OG0001389	TREG1_62410.1, TREG1_62410.2, TREG1_62410.3	EWB00_000171
OG0001390	TREG1_41320.1, TREG1_41320.2	EWB00_004599
OG0001391	TREG1_55560.1	EWB00_003387.2, EWB00_003387.3, EWB00_003387.1
OG0001392	TREG1_7950.1	EWB00_007691
OG0001393	TREG1_17060.1	EWB00_003130, EWB00_003131
OG0001394	TREG1_105300.1	EWB00_010972.1, EWB00_010972.2
OG0001395	TREG1_122710.1, TREG1_122710.2	EWB00_004458
OG0001395	TREG1_31610.1, TREG1_31610.3, TREG1_31610.5, TREG1_31610.2, TREG1_31610.4	EWB00_000296.4, EWB00_000296.1, EWB00_000296.2, EWB00_000296.3
OG0001396	TREG1_69160.1, TREG1_69160.2	EWB00_010769
OG0001397	TREG1_83140.1	EWB00_007740
OG0001398	TREG1_26900.1	EWB00_009382.5, EWB00_009382.2, EWB00_009382.3, EWB00_009382.4, EWB00_009382.1
OG0001399	TREG1_75740.1, TREG1_128360.1, TREG1_128370.1, TREG1_128350.2, TREG1_128380.1, TREG1_128350.3, TREG1_128350.1	EWB00_008572
OG0001400	TREG1_111210.5, TREG1_111210.6, TREG1_111260.1	EWB00_000847
OG0001401	TREG1_76490.1	EWB00_008415, EWB00_008414
OG0001402	TREG1_48830.1	EWB00_005115.1, EWB00_005115.2, EWB00_005115.3, EWB00_005115.6, EWB00_005115.4, EWB00_005115.5
OG0001403	TREG1_77310.1	EWB00_002225
OG0001404	TREG1_15040.13, TREG1_15040.14, TREG1_15040.7, TREG1_15040.5, TREG1_15040.10, TREG1_15040.8, TREG1_15040.11, TREG1_15040.9, TREG1_15040.1, TREG1_15040.4, TREG1_15040.3, TREG1_15040.2, TREG1_15040.12, TREG1_15040.6	EWB00_010350.1, EWB00_010350.2
OG0001405	TREG1_53990.1	EWB00_002914
OG0001406	TREG1_46140.1	EWB00_009121.2, EWB00_009121.3, EWB00_009121.4, EWB00_009121.5, EWB00_009121.1, EWB00_009121.7, EWB00_009121.6
OG0001407	TREG1_114490.1	EWB00_004502
OG0001408	TREG1_58890.2, TREG1_58890.1, TREG1_58890.3	EWB00_006991
OG0001408	TREG1_59060.1	EWB00_006989.1, EWB00_006989.2, EWB00_006989.3
OG0001409	TREG1_65910.1, TREG1_65900.1	EWB00_007601
OG0001410	TREG1_55550.1	EWB00_008363.1, EWB00_008363.2, EWB00_008362.3, EWB00_008362.1, EWB00_008362.2
OG0001411	TREG1_48320.1	EWB00_003306.1, EWB00_003306.2, EWB00_003306.3
OG0001412	TREG1_49600.1, TREG1_139200.2, TREG1_139200.1	EWB00_003296.1, EWB00_003296.2
OG0001413	TREG1_134220.3, TREG1_134220.1, TREG1_134220.2	EWB00_003030.1, EWB00_003030.2
OG0001414	TREG1_9800.3, TREG1_9800.1, TREG1_9800.2, TREG1_9800.4	EWB00_004848, EWB00_004849, EWB00_004847
OG0001415	TREG1_51100.1	EWB00_004624
OG0001416	TREG1_10700.1	EWB00_009367.2, EWB00_009367.1
OG0001417	TREG1_18240.1	EWB00_000686.1, EWB00_000686.2
OG0001418	TREG1_14230.1, TREG1_14230.2, TREG1_14230.3	EWB00_010214.2, EWB00_010214.1, EWB00_010214.3, EWB00_010214.4, EWB00_010214.5
OG0001420	TREG1_117780.1, TREG1_117780.2, TREG1_144400.2, TREG1_144400.1, TREG1_144400.3, TREG1_144400.4	EWB00_001481.1, EWB00_001481.2, EWB00_001481.3
OG0001421	TREG1_50970.1, TREG1_50970.2, TREG1_50970.3	EWB00_004354
OG0001422	TREG1_103780.1	EWB00_001374.1, EWB00_001374.2
OG0001423	TREG1_20490.1	EWB00_003255
OG0001424	TREG1_11830.1, TREG1_11840.1, TREG1_11840.2, TREG1_11840.3	EWB00_005772.2, EWB00_005772.5, EWB00_005772.1, EWB00_005772.6, EWB00_005772.3, EWB00_005772.4
OG0001425	TREG1_35380.1	EWB00_000266.1, EWB00_000266.2, EWB00_000266.3, EWB00_000266.4
OG0001426	TREG1_16830.1, TREG1_16830.2, TREG1_16830.3, TREG1_16830.4, TREG1_16830.5	EWB00_011239.2, EWB00_011239.1, EWB00_011239.3
OG0001427	TREG1_48910.1	EWB00_004103
OG0001428	TREG1_15580.1, TREG1_15580.2, TREG1_15580.3	EWB00_004240
OG0001429	TREG1_66300.4, TREG1_66300.5, TREG1_66300.6, TREG1_66300.2, TREG1_66300.1, TREG1_66300.3	EWB00_010670.1, EWB00_010670.2
OG0001430	TREG1_70360.1, TREG1_70360.2	EWB00_002214
OG0001430	TREG1_70370.1	EWB00_002215
OG0001431	TREG1_87860.1	EWB00_010501.6, EWB00_010501.4, EWB00_010501.5, EWB00_010501.1, EWB00_010501.3, EWB00_010501.2
OG0001432	TREG1_27420.2, TREG1_27420.3, TREG1_27420.1, TREG1_27420.4	EWB00_002429.1, EWB00_002429.2
OG0001433	TREG1_28420.1	EWB00_006443
OG0001434	TREG1_136030.1, TREG1_136030.2, TREG1_136030.3, TREG1_136030.4	EWB00_003352, EWB00_003353
OG0001435	TREG1_98910.1, TREG1_98910.2	EWB00_001419, EWB00_001418
OG0001436	TREG1_106050.1, TREG1_106050.2, TREG1_106050.3	EWB00_004555.1, EWB00_004555.2, EWB00_004555.3, EWB00_004555.4
OG0001437	TREG1_64180.1, TREG1_65070.1, TREG1_65070.2	EWB00_004750.1, EWB00_004750.2
OG0001437	TREG1_68660.1	EWB00_005353
OG0001437	TREG1_61780.1	EWB00_002165
OG0001438	TREG1_22560.1, TREG1_52310.1, TREG1_52310.3, TREG1_52310.2	EWB00_001046.1, EWB00_001046.3, EWB00_001046.2
OG0001439	TREG1_102010.1	EWB00_007162.1, EWB00_007162.2
OG0001440	TREG1_47480.1, TREG1_47480.2, TREG1_47480.3, TREG1_47480.4	EWB00_001292
OG0001441	TREG1_125500.1	EWB00_001887.1, EWB00_001887.2, EWB00_001887.3, EWB00_001887.4, EWB00_001887.5, EWB00_001891.4, EWB00_001891.6, EWB00_001891.2, EWB00_001891.3, EWB00_001891.5, EWB00_001891.1
OG0001442	TREG1_82980.1, TREG1_82990.1	EWB00_007731
OG0001444	TREG1_105870.1	EWB00_004974.1, EWB00_004974.3, EWB00_004974.2, EWB00_004974.4
OG0001445	TREG1_106620.1	EWB00_003448.1, EWB00_003448.2
OG0001447	TREG1_97540.1, TREG1_97550.1, TREG1_97560.1, TREG1_97510.1, TREG1_97570.1, TREG1_144750.1, TREG1_144530.1, TREG1_144510.1, TREG1_144520.1, TREG1_97530.1, TREG1_97520.1	EWB00_010576.1, EWB00_010576.2, EWB00_010579
OG0001448	TREG1_97440.1, TREG1_97420.1, TREG1_97430.1, TREG1_97460.1	EWB00_010567.1, EWB00_010567.2, EWB00_010569
OG0001448	TREG1_97490.1, TREG1_97500.1, TREG1_97470.1, TREG1_97480.1	EWB00_010570, EWB00_010574.1, EWB00_010574.2, EWB00_010573.1, EWB00_010573.2
OG0001449	TREG1_53270.4, TREG1_53270.2, TREG1_53270.1, TREG1_53270.3	EWB00_002956
OG0001450	TREG1_23180.6, TREG1_23180.7, TREG1_23180.1, TREG1_23180.3, TREG1_23180.4, TREG1_23180.5, TREG1_23180.2	EWB00_000063.4, EWB00_000063.6, EWB00_000063.1, EWB00_000063.2, EWB00_000063.3, EWB00_000063.5
OG0001454	TREG1_114650.1, TREG1_114660.1	EWB00_008794.3, EWB00_008794.1, EWB00_008794.2, EWB00_008794.4, EWB00_008794.5
OG0001455	TREG1_133260.1	EWB00_006672
OG0001457	TREG1_5020.1, TREG1_5020.2, TREG1_5020.3, TREG1_5020.4, TREG1_5020.5, TREG1_5020.6, TREG1_5020.7, TREG1_5030.1	EWB00_006287
OG0001458	TREG1_49190.2, TREG1_49190.6, TREG1_49190.5, TREG1_49190.3, TREG1_49190.4, TREG1_49190.7	EWB00_005995
OG0001459	TREG1_79410.1	EWB00_003190
OG0001460	TREG1_44360.2, TREG1_44360.1, TREG1_44360.3	EWB00_004279
OG0001461	TREG1_48730.3, TREG1_48730.1, TREG1_48730.5, TREG1_48730.2, TREG1_48730.4	EWB00_010024.2, EWB00_010024.3, EWB00_010024.1, EWB00_010024.4
OG0001462	TREG1_77890.1, TREG1_138300.1	EWB00_005942.4, EWB00_005942.7, EWB00_005942.3, EWB00_005942.6, EWB00_005942.8, EWB00_005942.9, EWB00_005942.10, EWB00_005942.2, EWB00_005942.1, EWB00_005942.5
OG0001463	TREG1_80840.1, TREG1_80850.1	EWB00_003859
OG0001464	TREG1_75630.1	EWB00_005411
OG0001465	TREG1_100070.1	EWB00_001179.1, EWB00_001179.2, EWB00_001179.3
OG0001466	TREG1_3100.1	EWB00_006339.1, EWB00_006339.2, EWB00_006339.3, EWB00_006339.4
OG0001467	TREG1_88520.1, TREG1_88520.2, TREG1_88520.3, TREG1_88520.4	EWB00_000404.4, EWB00_000404.1, EWB00_000404.2, EWB00_000404.3
OG0001468	TREG1_3230.2, TREG1_3230.1, TREG1_3230.3	EWB00_000106
OG0001469	TREG1_110990.1	EWB00_001504
OG0001470	TREG1_81890.1	EWB00_009880.1, EWB00_009880.2
OG0001471	TREG1_81410.1, TREG1_81410.2, TREG1_81410.3, TREG1_81410.4	EWB00_000232, EWB00_000231, EWB00_000235
OG0001472	TREG1_81080.4, TREG1_81080.5, TREG1_81080.3, TREG1_81080.2, TREG1_81080.1	EWB00_004700
OG0001473	TREG1_97160.1	EWB00_011064.1, EWB00_011064.3, EWB00_011064.2
OG0001474	TREG1_55100.1	EWB00_003899
OG0001475	TREG1_61730.1	EWB00_002159.1, EWB00_002159.2, EWB00_002159.3
OG0001476	TREG1_7190.3, TREG1_7190.4, TREG1_7190.1, TREG1_7190.2	EWB00_009089, EWB00_009090
OG0001477	TREG1_74390.1	EWB00_008376.5, EWB00_008376.1, EWB00_008376.3, EWB00_008376.2, EWB00_008376.4
OG0001478	TREG1_27480.1, TREG1_36420.1	EWB00_011273, EWB00_002424.2, EWB00_002424.1, EWB00_002424.3
OG0001479	TREG1_11960.1	EWB00_010375.1, EWB00_010375.2
OG0001481	TREG1_66970.1, TREG1_66970.2, TREG1_66950.1, TREG1_66970.3	EWB00_010804
OG0001482	TREG1_128020.1	EWB00_000369
OG0001483	TREG1_103380.5, TREG1_103380.1, TREG1_103380.2, TREG1_103380.3, TREG1_103380.4	EWB00_007364.1, EWB00_007364.2, EWB00_007364.3
OG0001484	TREG1_61060.1	EWB00_007567.2, EWB00_007567.1, EWB00_007567.3, EWB00_007567.4
OG0001485	TREG1_45570.2, TREG1_31760.1, TREG1_45570.1, TREG1_45570.3	EWB00_001745.1, EWB00_001745.2, EWB00_001745.3, EWB00_001745.4, EWB00_001745.5
OG0001486	TREG1_63430.1, TREG1_136650.1, TREG1_136650.2	EWB00_010654
OG0001487	TREG1_58690.1	EWB00_001107.1, EWB00_001107.2, EWB00_001107.3
OG0001488	TREG1_44200.1	EWB00_004266
OG0001488	TREG1_135980.1	EWB00_004796
OG0001489	TREG1_35590.4, TREG1_35600.1, TREG1_35590.2, TREG1_35590.1, TREG1_35590.3	EWB00_000255.1, EWB00_000255.2, EWB00_000255.3
OG0001490	TREG1_55160.1, TREG1_55160.4, TREG1_55160.2, TREG1_55160.7, TREG1_55160.8, TREG1_55160.3, TREG1_55160.5, TREG1_55160.6	EWB00_002584
