Orthogroup	trichobilharzia_regenti	s.mekongi
OG0001590	TREG1_99830.2, TREG1_99830.3, TREG1_99830.1, TREG1_99830.4	KAK4470391.1
OG0001591	TREG1_136490.1	KAK4467880.1
OG0001592	TREG1_16220.1, TREG1_16220.2, TREG1_16220.3, TREG1_16220.4, TREG1_16220.5, TREG1_16220.6	KAK4475159.1
OG0001593	TREG1_84840.1, TREG1_84840.2	KAK4471969.1
OG0001594	TREG1_47000.1, TREG1_47000.3, TREG1_47000.4, TREG1_47000.2	KAK4474020.1
OG0001595	TREG1_88090.1	KAK4471263.1
OG0001596	TREG1_96040.1	KAK4471007.1, KAK4471006.1
OG0001597	TREG1_105060.4, TREG1_105060.2, TREG1_105060.3, TREG1_105060.1, TREG1_105060.5	KAK4470575.1
OG0001598	TREG1_63310.1, TREG1_63310.2, TREG1_63310.3	KAK4469123.1
OG0001599	TREG1_99300.7, TREG1_99300.1, TREG1_99300.2, TREG1_99300.4, TREG1_99300.5, TREG1_99300.3, TREG1_99300.6	KAK4470370.1
OG0001600	TREG1_49310.1, TREG1_49310.2, TREG1_49310.3, TREG1_49310.4	KAK4472472.1
OG0001601	TREG1_82450.6, TREG1_82450.4, TREG1_82450.5, TREG1_82450.1, TREG1_82450.2, TREG1_82450.3	KAK4471351.1
OG0001602	TREG1_14810.1, TREG1_14810.2, TREG1_14810.3	KAK4474735.1
OG0001603	TREG1_76860.1, TREG1_76860.2	KAK4469483.1
OG0001604	TREG1_58640.1	KAK4473169.1
OG0001606	TREG1_32150.1, TREG1_32140.1	KAK4473367.1
OG0001607	TREG1_96670.2, TREG1_96670.1, TREG1_96670.3	KAK4470705.1
OG0001608	TREG1_68800.1	KAK4469157.1
OG0001610	TREG1_143490.1, TREG1_52820.1	KAK4473963.1
OG0001611	TREG1_85300.1	KAK4471878.1
OG0001612	TREG1_12550.5, TREG1_12550.1, TREG1_12550.2, TREG1_12550.3, TREG1_12550.4, TREG1_12550.6	KAK4474674.1
OG0001613	TREG1_104660.1	KAK4470649.1
OG0001614	TREG1_40970.1, TREG1_40980.1	KAK4473674.1
OG0001615	TREG1_40960.1, TREG1_40960.2	KAK4473673.1
OG0001616	TREG1_111720.1	KAK4476267.1
OG0001617	TREG1_71330.1	KAK4469909.1
OG0001619	TREG1_72810.1	KAK4469895.1
OG0001620	TREG1_55350.1, TREG1_55350.2	KAK4472293.1
OG0001621	TREG1_14330.15, TREG1_14330.17, TREG1_14330.18, TREG1_14330.2, TREG1_14330.3, TREG1_14330.12, TREG1_14330.11, TREG1_14330.19, TREG1_14330.20, TREG1_14330.4, TREG1_14330.6, TREG1_14330.7, TREG1_14330.1, TREG1_14330.10, TREG1_14330.13, TREG1_14330.14, TREG1_14330.8, TREG1_14330.16, TREG1_14330.5, TREG1_14330.9	KAK4475743.1
OG0001622	TREG1_118380.1, TREG1_114510.1, TREG1_114510.2	KAK4468112.1
OG0001623	TREG1_8210.7, TREG1_8210.5, TREG1_8210.6, TREG1_8210.4, TREG1_8210.1, TREG1_8210.2, TREG1_8210.3	KAK4475954.1
OG0001624	TREG1_57770.1, TREG1_57770.3, TREG1_57770.4, TREG1_57770.5, TREG1_57770.2	KAK4472927.1
OG0001625	TREG1_87080.1	KAK4471687.1
OG0001625	TREG1_139310.1, TREG1_139310.2, TREG1_144540.1, TREG1_144540.2	KAK4471690.1
OG0001626	TREG1_51760.1	KAK4472240.1
OG0001627	TREG1_105810.1, TREG1_105810.2, TREG1_105810.3, TREG1_105810.4	KAK4470285.1
OG0001628	TREG1_27180.2, TREG1_27180.1, TREG1_27180.3	KAK4474805.1
OG0001629	TREG1_10090.1, TREG1_10090.3, TREG1_10090.4, TREG1_10090.5, TREG1_10090.6, TREG1_10090.2	KAK4475152.1
OG0001630	TREG1_11860.1, TREG1_11860.2	KAK4476208.1
OG0001631	TREG1_125450.1, TREG1_125480.1	KAK4468541.1
OG0001632	TREG1_91640.1	KAK4471598.1
OG0001633	TREG1_134400.1, TREG1_134400.2, TREG1_134400.6, TREG1_134400.7, TREG1_134400.3, TREG1_134400.4, TREG1_134400.5	KAK4467624.1
OG0001634	TREG1_125200.1	KAK4468718.1
OG0001635	TREG1_3090.1	KAK4475804.1, KAK4475805.1
OG0001636	TREG1_107480.1, TREG1_107480.3, TREG1_107480.2	KAK4470372.1
OG0001637	TREG1_78870.2, TREG1_78870.1, TREG1_78870.3, TREG1_78870.4	KAK4471172.1
OG0001639	TREG1_17470.1	KAK4474837.1, KAK4474838.1
OG0001640	TREG1_24890.1, TREG1_24890.2	KAK4474986.1
OG0001641	TREG1_119450.1, TREG1_119450.2, TREG1_119450.3	KAK4468595.1
OG0001642	TREG1_61600.6, TREG1_61600.1, TREG1_61600.3, TREG1_61600.4, TREG1_61600.2, TREG1_61600.5	KAK4469018.1
OG0001643	TREG1_87320.3, TREG1_87320.1, TREG1_87320.2	KAK4472002.1
OG0001644	TREG1_67570.1, TREG1_67570.2, TREG1_67570.3, TREG1_67570.4, TREG1_67570.5	KAK4469279.1
OG0001645	TREG1_132350.1	KAK4467665.1
OG0001646	TREG1_74150.2, TREG1_74150.1, TREG1_74150.3, TREG1_74150.4	KAK4469988.1
OG0001647	TREG1_40440.1, TREG1_40440.2	KAK4473419.1
OG0001648	TREG1_97840.1	KAK4471000.1
OG0001649	TREG1_27190.3, TREG1_27190.1, TREG1_27190.2	KAK4474518.1
OG0001650	TREG1_101880.1, TREG1_101880.2, TREG1_101880.3	KAK4470319.1
OG0001651	TREG1_210.1, TREG1_220.1	KAK4475239.1
OG0001652	TREG1_103560.1, TREG1_103560.2, TREG1_103560.3, TREG1_103560.4	KAK4470154.1
OG0001653	TREG1_9730.4, TREG1_9730.2, TREG1_9730.1, TREG1_9730.3	KAK4475931.1
OG0001654	TREG1_126190.14, TREG1_126190.15, TREG1_126230.1	KAK4468635.1
OG0001655	TREG1_91970.1	KAK4471560.1
OG0001656	TREG1_121230.1	KAK4468765.1
OG0001657	TREG1_44570.1, TREG1_44570.2, TREG1_44570.3	KAK4472325.1
OG0001659	TREG1_40250.1, TREG1_40250.2	KAK4467371.1, KAK4467374.1, KAK4474153.1
OG0001662	TREG1_3280.1, TREG1_3290.1	KAK4475831.1
OG0001668	TREG1_48590.1, TREG1_48590.2, TREG1_48590.3	KAK4472995.1
OG0001669	TREG1_54970.1	KAK4472585.1
OG0001670	TREG1_51010.1	KAK4473978.1
OG0001671	TREG1_49110.2, TREG1_49110.3, TREG1_49110.1	KAK4472488.1
OG0001672	TREG1_46520.1, TREG1_46520.2, TREG1_46520.3, TREG1_46520.4, TREG1_46520.5	KAK4472742.1
OG0001673	TREG1_85050.6, TREG1_85050.7, TREG1_85050.1, TREG1_85050.2, TREG1_85050.3, TREG1_85050.4, TREG1_85050.5	KAK4471952.1
OG0001675	TREG1_82930.1	KAK4471637.1
OG0001676	TREG1_6120.1	KAK4474386.1
OG0001677	TREG1_125940.1	KAK4468654.1
OG0001678	TREG1_78190.1, TREG1_78160.3, TREG1_78160.4, TREG1_78200.1, TREG1_78160.5	KAK4471141.1
OG0001679	TREG1_16660.1	KAK4475050.1, KAK4475048.1
OG0001680	TREG1_48390.1	KAK4472908.1
OG0001681	TREG1_22710.1	KAK4475126.1
OG0001682	TREG1_19820.1, TREG1_19820.2, TREG1_19820.3	KAK4474882.1
OG0001683	TREG1_35540.3, TREG1_35540.1, TREG1_35540.2, TREG1_35540.4, TREG1_139930.1, TREG1_35510.1, TREG1_35530.1	KAK4473241.1
OG0001684	TREG1_46130.1, TREG1_46120.1, TREG1_144370.1, TREG1_33000.1	KAK4472759.1
OG0001685	TREG1_19860.1	KAK4474323.1
OG0001685	TREG1_19870.1, TREG1_19900.1	KAK4475314.1
OG0001686	TREG1_110840.1, TREG1_110840.2, TREG1_110840.3	KAK4468284.1
OG0001687	TREG1_74170.1	KAK4469989.1
OG0001688	TREG1_24150.2, TREG1_24150.3, TREG1_24150.7, TREG1_24150.8, TREG1_24150.5, TREG1_24150.6, TREG1_24150.4, TREG1_24150.9, TREG1_24150.1	KAK4475439.1
OG0001689	TREG1_28940.1	KAK4475407.1
OG0001689	TREG1_28950.1	KAK4475411.1
OG0001690	TREG1_53430.1	KAK4472283.1
OG0001691	TREG1_28000.1, TREG1_28000.2, TREG1_28000.3, TREG1_28000.4	KAK4474679.1
OG0001692	TREG1_106600.1	KAK4470682.1
OG0001693	TREG1_118690.1, TREG1_118690.2, TREG1_118690.3	KAK4468270.1
OG0001694	TREG1_118720.1, TREG1_118720.2, TREG1_118720.3	KAK4468266.1
OG0001695	TREG1_58550.1, TREG1_58550.2	KAK4472607.1
OG0001696	TREG1_42620.1	KAK4473531.1
OG0001697	TREG1_136230.4, TREG1_136230.1, TREG1_136230.3, TREG1_136230.2, TREG1_136230.5	KAK4467703.1
OG0001698	TREG1_98090.1	KAK4470822.1
OG0001699	TREG1_85860.1, TREG1_85860.2	KAK4471814.1
OG0001701	TREG1_110690.1	KAK4467316.1
OG0001702	TREG1_31100.1	KAK4474190.1
OG0001703	TREG1_52610.1	KAK4474095.1
OG0001704	TREG1_24770.1	KAK4475225.1
OG0001705	TREG1_58630.1, TREG1_58630.2, TREG1_58630.3, TREG1_58630.4, TREG1_58630.5	KAK4473177.1, KAK4472217.1
OG0001706	TREG1_41810.1	KAK4472590.1
OG0001707	TREG1_88710.1, TREG1_88710.2, TREG1_88710.3	KAK4471214.1
OG0001708	TREG1_131360.1, TREG1_131360.2, TREG1_131360.3, TREG1_131360.4	KAK4467777.1
OG0001709	TREG1_46740.1	KAK4472429.1
OG0001710	TREG1_122180.1	KAK4468896.1
OG0001711	TREG1_130210.1, TREG1_130220.1	KAK4467741.1
OG0001712	TREG1_40400.2, TREG1_40400.5, TREG1_40400.9, TREG1_40400.4, TREG1_40400.8, TREG1_40400.3, TREG1_40400.7, TREG1_40400.1, TREG1_40400.6	KAK4473397.1
OG0001713	TREG1_80100.1	KAK4471106.1
OG0001714	TREG1_80110.1, TREG1_80120.1, TREG1_80130.1, TREG1_80120.2	KAK4471104.1
OG0001715	TREG1_9480.1, TREG1_60020.1, TREG1_59980.9, TREG1_59980.6, TREG1_59980.5, TREG1_59980.7, TREG1_59980.8	KAK4473301.1
OG0001716	TREG1_96380.1, TREG1_96380.3, TREG1_96380.6, TREG1_96380.2, TREG1_96380.5, TREG1_96380.4	KAK4470062.1
OG0001717	TREG1_50130.1, TREG1_50130.2	KAK4472811.1
OG0001718	TREG1_21050.4, TREG1_21050.5, TREG1_21050.1, TREG1_21050.3, TREG1_21050.2	KAK4475292.1
OG0001719	TREG1_39560.1, TREG1_39560.2	KAK4473579.1
OG0001720	TREG1_13900.1, TREG1_13900.2, TREG1_13900.3, TREG1_13900.6, TREG1_13900.4, TREG1_13900.5	KAK4474489.1
OG0001721	TREG1_76040.1	KAK4469753.1
OG0001721	TREG1_76020.1	KAK4469756.1
OG0001722	TREG1_30370.1	KAK4474408.1
OG0001723	TREG1_8030.1	KAK4474388.1
OG0001724	TREG1_104060.4, TREG1_104060.3, TREG1_104060.1, TREG1_104060.2	KAK4470267.1
OG0001725	TREG1_95500.1	KAK4470124.1
OG0001726	TREG1_43950.1	KAK4474075.1
OG0001726	TREG1_111960.1	KAK4468354.1
OG0001727	TREG1_119500.1, TREG1_119490.1	KAK4468593.1
OG0001728	TREG1_82270.1, TREG1_82260.1	KAK4471793.1
OG0001729	TREG1_9710.1	KAK4475934.1
OG0001730	TREG1_19330.1, TREG1_19330.2, TREG1_19330.3, TREG1_19330.4, TREG1_19330.5, TREG1_19330.6, TREG1_19330.7	KAK4475220.1
OG0001731	TREG1_45300.1	KAK4472709.1
OG0001732	TREG1_68370.1	KAK4469561.1
OG0001733	TREG1_84780.4, TREG1_84780.1, TREG1_84780.2, TREG1_84780.3	KAK4471822.1
OG0001734	TREG1_122340.1, TREG1_122340.2	KAK4468884.1
OG0001735	TREG1_3960.1, TREG1_38830.5, TREG1_38830.1, TREG1_38830.4, TREG1_38830.2, TREG1_38830.3, TREG1_3950.1	KAK4472994.1
OG0001736	TREG1_19770.4, TREG1_19770.2, TREG1_19770.3, TREG1_19770.1	KAK4474877.1
OG0001737	TREG1_128500.1	KAK4468482.1
OG0001738	TREG1_40380.2, TREG1_40380.1, TREG1_40380.3	KAK4473402.1
OG0001739	TREG1_33210.2, TREG1_33210.1	KAK4473001.1, KAK4473011.1
OG0001740	TREG1_77030.1, TREG1_77030.2, TREG1_77030.3	KAK4469854.1
OG0001741	TREG1_4640.1, TREG1_4640.2	KAK4475742.1, KAK4467456.1
OG0001742	TREG1_71340.1	KAK4469913.1
OG0001743	TREG1_123710.1	KAK4468437.1
OG0001744	TREG1_90490.1, TREG1_90490.2	KAK4471501.1
OG0001745	TREG1_45380.1, TREG1_45370.1, TREG1_45400.2, TREG1_45400.1	KAK4472806.1
OG0001746	TREG1_29980.1, TREG1_29980.2, TREG1_30170.1, TREG1_30170.2, TREG1_30170.5, TREG1_30170.4, TREG1_30170.3, TREG1_117280.1, TREG1_117280.2, TREG1_117280.3, TREG1_117280.4, TREG1_117280.6, TREG1_117280.5	KAK4468263.1
OG0001747	TREG1_18550.2, TREG1_18550.1, TREG1_18550.3	KAK4475909.1
OG0001748	TREG1_78430.3, TREG1_78430.4, TREG1_78430.8, TREG1_78430.1, TREG1_78430.5, TREG1_78430.6, TREG1_78430.7, TREG1_78430.2, TREG1_78430.9	KAK4472108.1
OG0001749	TREG1_38680.1	KAK4472984.1
OG0001750	TREG1_5200.1, TREG1_5200.3, TREG1_5200.2	KAK4475699.1
OG0001751	TREG1_38420.1	KAK4472971.1
OG0001752	TREG1_3530.1	KAK4476299.1
OG0001753	TREG1_26820.1	KAK4474597.1
OG0001754	TREG1_80760.1, TREG1_80750.1	KAK4472010.1
OG0001755	TREG1_3750.1, TREG1_3750.2, TREG1_3760.1, TREG1_3760.2	KAK4475689.1
OG0001756	TREG1_67880.1, TREG1_67880.2, TREG1_67880.3, TREG1_67880.4	KAK4469397.1
OG0001758	TREG1_116870.1	KAK4468062.1
OG0001759	TREG1_94380.4, TREG1_94380.1, TREG1_94380.2, TREG1_94380.3, TREG1_93480.2, TREG1_93480.1, TREG1_93480.3	KAK4471546.1
OG0001760	TREG1_91310.1	KAK4471578.1
OG0001761	TREG1_110140.1	KAK4467949.1, KAK4468183.1
OG0001762	TREG1_134140.1, TREG1_134130.1	KAK4467819.1
OG0001763	TREG1_49810.1, TREG1_49810.2	KAK4472682.1
OG0001764	TREG1_30440.5, TREG1_30440.2, TREG1_30440.3, TREG1_30440.1, TREG1_30440.4, TREG1_30440.6	KAK4474785.1
OG0001765	TREG1_93330.1, TREG1_93330.2, TREG1_93330.3	KAK4471538.1
OG0001766	TREG1_52140.4, TREG1_52140.3, TREG1_52140.5, TREG1_52140.1, TREG1_52140.2	KAK4474197.1
OG0001767	TREG1_3900.1	KAK4475684.1, KAK4467389.1, KAK4475683.1
OG0001768	TREG1_122190.6, TREG1_122190.3, TREG1_122190.1, TREG1_122190.2, TREG1_122190.5, TREG1_122190.4	KAK4468897.1
OG0001769	TREG1_12880.1	KAK4475540.1
OG0001770	TREG1_54370.2, TREG1_54370.4, TREG1_54370.5, TREG1_54370.1, TREG1_54370.3, TREG1_54370.6	KAK4472315.1
OG0001771	TREG1_70260.1	KAK4469467.1
OG0001772	TREG1_125690.1	KAK4468517.1
OG0001773	TREG1_89900.1, TREG1_89900.2	KAK4471437.1
OG0001774	TREG1_6180.1, TREG1_6180.3, TREG1_6180.4, TREG1_6180.5, TREG1_6180.6, TREG1_6180.2	KAK4476044.1
OG0001775	TREG1_129470.1, TREG1_19360.1	KAK4475222.1
OG0001776	TREG1_136200.1, TREG1_136200.2, TREG1_136200.3, TREG1_136200.4, TREG1_136200.5, TREG1_136200.6, TREG1_136200.7, TREG1_136200.8, TREG1_136200.9	KAK4467656.1
OG0001777	TREG1_18980.1, TREG1_18980.2	KAK4474215.1, KAK4474211.1, KAK4474212.1
OG0001778	TREG1_125770.1, TREG1_125770.3, TREG1_125770.4, TREG1_125770.2, TREG1_125770.5	KAK4468568.1
OG0001779	TREG1_59900.1, TREG1_59900.2	KAK4473304.1
OG0001780	TREG1_48790.1, TREG1_48780.1	KAK4472870.1
OG0001781	TREG1_135840.2, TREG1_135840.1, TREG1_135840.3, TREG1_135840.4	KAK4467680.1
OG0001782	TREG1_89750.1, TREG1_89770.1	KAK4471070.1
OG0001783	TREG1_50340.1, TREG1_50340.2	KAK4472722.1
OG0001784	TREG1_55940.1	KAK4473465.1
OG0001785	TREG1_60960.8, TREG1_60960.10, TREG1_60960.4, TREG1_60960.2, TREG1_60960.9, TREG1_60960.7, TREG1_60960.3, TREG1_60960.6, TREG1_60960.1, TREG1_60960.5	KAK4473376.1
OG0001786	TREG1_85270.1	KAK4471290.1
OG0001787	TREG1_60930.1	KAK4473373.1
OG0001788	TREG1_100290.1	KAK4470422.1
OG0001789	TREG1_21600.4, TREG1_21600.1, TREG1_21600.2, TREG1_21600.3, TREG1_21600.5, TREG1_21600.6, TREG1_21600.7, TREG1_21600.8	KAK4475490.1
OG0001790	TREG1_54850.1	KAK4473652.1
OG0001791	TREG1_128230.1, TREG1_128210.1, TREG1_128220.1	KAK4468701.1
OG0001791	TREG1_128200.1, TREG1_103470.1, TREG1_103500.1	KAK4470158.1
OG0001792	TREG1_104310.1	KAK4470845.1
OG0001793	TREG1_124440.1, TREG1_124440.2	KAK4468939.1
OG0001794	TREG1_93370.1	KAK4471539.1
OG0001795	TREG1_65370.1, TREG1_65370.3	KAK4469403.1
OG0001801	TREG1_17610.4, TREG1_17610.5, TREG1_17610.3, TREG1_17610.1, TREG1_17610.2, TREG1_17610.6, TREG1_17610.7	KAK4474541.1
OG0001802	TREG1_56870.1	KAK4473993.1
OG0001803	TREG1_45860.1, TREG1_45860.2, TREG1_45860.3, TREG1_45860.4	KAK4473637.1, KAK4473636.1
OG0001804	TREG1_51370.1, TREG1_51370.4, TREG1_51370.2, TREG1_51370.3, TREG1_51370.5	KAK4472388.1
OG0001805	TREG1_34610.2, TREG1_34620.1, TREG1_34610.1, TREG1_34610.4, TREG1_34610.3	KAK4472728.1
OG0001806	TREG1_135060.1, TREG1_135040.1, TREG1_135070.1	KAK4467839.1
OG0001807	TREG1_17570.3, TREG1_17550.1, TREG1_17570.2, TREG1_17570.1, TREG1_17570.4, TREG1_17570.5	KAK4474591.1
OG0001808	TREG1_16470.1	KAK4475115.1
OG0001809	TREG1_53370.1	KAK4472364.1
OG0001810	TREG1_132180.1	KAK4467749.1
OG0001811	TREG1_11270.1	KAK4476221.1
OG0001812	TREG1_107560.1	KAK4470365.1
OG0001813	TREG1_27020.1	KAK4474479.1
OG0001814	TREG1_99070.2, TREG1_99070.1, TREG1_99070.3	KAK4470457.1
OG0001815	TREG1_67170.2, TREG1_67170.1, TREG1_67170.3	KAK4469120.1, KAK4469121.1
OG0001816	TREG1_67260.1, TREG1_67260.2, TREG1_67260.3, TREG1_67260.4, TREG1_67260.5	KAK4469095.1
OG0001817	TREG1_41590.1, TREG1_140.1, TREG1_150.1, TREG1_139600.1, TREG1_140920.1, TREG1_140920.2, TREG1_140920.3, TREG1_41590.2, TREG1_41630.1, TREG1_41560.1	KAK4473773.1
OG0001818	TREG1_65210.1, TREG1_65210.2	KAK4469237.1
OG0001819	TREG1_16650.1, TREG1_16650.2, TREG1_16650.3, TREG1_16650.4, TREG1_16650.5	KAK4475051.1
OG0001820	TREG1_83930.1, TREG1_83880.1	KAK4471907.1
OG0001821	TREG1_109970.1	KAK4467978.1
OG0001821	TREG1_77630.1	KAK4471167.1
OG0001822	TREG1_132420.1, TREG1_132440.1	KAK4467887.1
OG0001823	TREG1_23490.3, TREG1_23490.7, TREG1_23490.1, TREG1_23490.2, TREG1_23490.4, TREG1_23490.6, TREG1_23490.5	KAK4475370.1
OG0001824	TREG1_141790.1, TREG1_19930.3, TREG1_19930.1, TREG1_19930.2, TREG1_141750.1, TREG1_19920.1, TREG1_19920.2, TREG1_19920.3, TREG1_137400.1	KAK4475313.1
OG0001825	TREG1_64240.1	KAK4469644.1
OG0001826	TREG1_4990.1, TREG1_4990.3, TREG1_4990.2	KAK4475849.1
OG0001827	TREG1_108640.1, TREG1_108630.1	KAK4470784.1
OG0001828	TREG1_63410.1	KAK4469508.1
OG0001829	TREG1_37730.1	KAK4473132.1
OG0001830	TREG1_78010.1	KAK4471134.1
OG0001831	TREG1_90380.1	KAK4471442.1
OG0001833	TREG1_113510.1	KAK4468153.1
OG0001834	TREG1_98310.1, TREG1_98310.3, TREG1_98310.2, TREG1_98310.4	KAK4470481.1
OG0001835	TREG1_17700.1, TREG1_17700.2	KAK4474848.1
OG0001836	TREG1_19120.1	KAK4475561.1
OG0001837	TREG1_113130.1, TREG1_113130.2, TREG1_113130.3, TREG1_113130.4, TREG1_113130.5, TREG1_113130.6	KAK4468362.1
OG0001838	TREG1_59380.1, TREG1_59380.2	KAK4472969.1
OG0001839	TREG1_67680.1	KAK4469356.1
OG0001840	TREG1_45980.1, TREG1_45980.2, TREG1_45980.3, TREG1_45980.4	KAK4473925.1
OG0001841	TREG1_26340.1	KAK4474803.1
OG0001842	TREG1_131570.1, TREG1_131580.1	KAK4467763.1
OG0001843	TREG1_40330.1	KAK4473403.1
OG0001844	TREG1_11810.1, TREG1_11810.3, TREG1_11810.2, TREG1_11810.4	KAK4474950.1
OG0001845	TREG1_135800.1, TREG1_135800.2	KAK4467647.1
OG0001846	TREG1_33610.1	KAK4472936.1
OG0001847	TREG1_64110.3, TREG1_64110.4, TREG1_64110.1, TREG1_64110.2	KAK4475768.1
OG0001848	TREG1_18490.4, TREG1_18490.3, TREG1_18490.2, TREG1_18490.1	KAK4467434.1, KAK4475817.1
OG0001849	TREG1_85670.1	KAK4472068.1
OG0001850	TREG1_107860.1	KAK4470579.1
OG0001851	TREG1_63400.1	KAK4469509.1
OG0001852	TREG1_46090.3, TREG1_46090.1, TREG1_46090.4, TREG1_46090.2	KAK4472766.1
OG0001853	TREG1_4940.1	KAK4475630.1
OG0001854	TREG1_136480.1, TREG1_136470.1	KAK4467874.1
OG0001855	TREG1_103530.1, TREG1_103530.2	KAK4470152.1
OG0001856	TREG1_98570.1	KAK4470532.1
OG0001857	TREG1_104820.6, TREG1_104820.8, TREG1_104820.1, TREG1_104820.2, TREG1_104820.3, TREG1_104820.4, TREG1_104820.5, TREG1_104820.9, TREG1_104820.7	KAK4470721.1
OG0001858	TREG1_31130.1	KAK4472246.1
OG0001859	TREG1_6810.1	KAK4475995.1
OG0001861	TREG1_103730.5, TREG1_103730.4, TREG1_103730.3, TREG1_103730.2, TREG1_103730.1	KAK4470351.1
OG0001862	TREG1_18760.1, TREG1_18760.3, TREG1_18760.2	KAK4475729.1
OG0001863	TREG1_47970.1	KAK4472919.1, KAK4472918.1
OG0001863	TREG1_34020.1, TREG1_34030.1, TREG1_34010.1, TREG1_34000.1	KAK4472203.1
OG0001864	TREG1_100120.1	KAK4470331.1
OG0001865	TREG1_25040.4, TREG1_25040.3, TREG1_25040.1, TREG1_25040.2	KAK4476033.1
OG0001866	TREG1_127360.2, TREG1_127360.1, TREG1_127360.3	KAK4468647.1
OG0001867	TREG1_68200.3, TREG1_68200.7, TREG1_68200.4, TREG1_68200.5, TREG1_68200.1, TREG1_68200.6, TREG1_68200.2	KAK4469233.1
OG0001868	TREG1_10240.1, TREG1_10240.2	KAK4475545.1
OG0001869	TREG1_24860.1	KAK4474991.1
OG0001870	TREG1_70550.1, TREG1_70530.1	KAK4469657.1
OG0001871	TREG1_42540.1, TREG1_42540.2, TREG1_42540.3	KAK4473524.1, KAK4473525.1
OG0001872	TREG1_111020.2, TREG1_111020.1, TREG1_111020.3	KAK4468296.1
OG0001873	TREG1_54060.1, TREG1_54060.2	KAK4472319.1
OG0001874	TREG1_32320.1, TREG1_32320.2	KAK4472231.1, KAK4473351.1, KAK4473350.1
OG0001874	TREG1_32330.1	KAK4473349.1
OG0001875	TREG1_124620.1, TREG1_124610.1	KAK4468707.1
OG0001877	TREG1_14460.4, TREG1_14460.3, TREG1_14460.1, TREG1_14460.2	KAK4474918.1
OG0001878	TREG1_76220.1	KAK4469747.1, KAK4468993.1
OG0001879	TREG1_38690.1, TREG1_38690.2, TREG1_38690.3, TREG1_38690.4	KAK4472985.1
OG0001880	TREG1_14870.1, TREG1_14870.2	KAK4475074.1
OG0001881	TREG1_81530.1	KAK4472071.1
OG0001882	TREG1_101420.3, TREG1_101420.2, TREG1_101420.1	KAK4470668.1
OG0001883	TREG1_6520.3, TREG1_6520.4, TREG1_6520.1, TREG1_6520.2	KAK4475612.1
OG0001884	TREG1_124580.1, TREG1_124580.2	KAK4468708.1
OG0001885	TREG1_28050.1	KAK4474684.1
OG0001886	TREG1_105900.1, TREG1_139880.1, TREG1_105890.1, TREG1_139890.1	KAK4470275.1
OG0001887	TREG1_87170.1, TREG1_87180.1	KAK4471695.1
OG0001888	TREG1_89570.1, TREG1_89570.2	KAK4471374.1
OG0001889	TREG1_115580.1, TREG1_115580.4, TREG1_115580.7, TREG1_115580.3, TREG1_115580.2, TREG1_115580.5, TREG1_115580.6	KAK4468130.1
OG0001890	TREG1_66900.1	KAK4469633.1
OG0001892	TREG1_108340.1	KAK4470873.1
OG0001893	TREG1_58040.1, TREG1_58040.2, TREG1_58040.3, TREG1_58040.5, TREG1_58040.6, TREG1_58040.7, TREG1_58040.8, TREG1_58040.9, TREG1_58040.4	KAK4472302.1
OG0001894	TREG1_114170.1	KAK4467988.1
OG0001895	TREG1_39340.1, TREG1_39340.2, TREG1_39370.1	KAK4473815.1
OG0001896	TREG1_45230.1	KAK4472703.1
OG0001897	TREG1_102270.1, TREG1_102270.2, TREG1_102270.3, TREG1_102270.4, TREG1_102270.5	KAK4470818.1
OG0001898	TREG1_79240.1	KAK4471151.1
OG0001899	TREG1_41650.1	KAK4473774.1
OG0001900	TREG1_99010.3, TREG1_99010.1, TREG1_99010.2	KAK4467407.1, KAK4470453.1
OG0001901	TREG1_49170.4, TREG1_49170.1, TREG1_49170.3, TREG1_49170.2	KAK4472483.1
OG0001903	TREG1_114570.1	KAK4468115.1
OG0001904	TREG1_17840.1, TREG1_17840.2, TREG1_17840.3, TREG1_17840.4	KAK4475265.1
OG0001905	TREG1_78660.1	KAK4472113.1
OG0001906	TREG1_46210.2, TREG1_46210.3, TREG1_46210.1, TREG1_46210.4, TREG1_46210.5	KAK4472762.1
OG0001907	TREG1_8730.1, TREG1_8720.1	KAK4476050.1
OG0001908	TREG1_88890.1	KAK4471205.1
OG0001909	TREG1_132110.1, TREG1_132110.4, TREG1_132110.5, TREG1_132110.2, TREG1_132110.3	KAK4467679.1
OG0001910	TREG1_44790.1, TREG1_44790.2, TREG1_44790.3	KAK4473962.1
OG0001911	TREG1_73820.3, TREG1_73820.1, TREG1_73820.2, TREG1_73820.4, TREG1_73820.5	KAK4469345.1
OG0001912	TREG1_97760.2, TREG1_97760.1, TREG1_97760.3	KAK4470997.1
OG0001913	TREG1_107770.1, TREG1_107770.3, TREG1_107770.2, TREG1_107770.4, TREG1_107770.5, TREG1_107770.6, TREG1_107770.7, TREG1_107770.8	KAK4470578.1
OG0001914	TREG1_83960.1	KAK4471900.1
OG0001915	TREG1_115790.1, TREG1_115780.1	KAK4468220.1
OG0001916	TREG1_23700.1, TREG1_23750.4, TREG1_23750.1, TREG1_23750.2, TREG1_23750.3	KAK4475422.1
OG0001917	TREG1_96840.1, TREG1_96840.2, TREG1_13390.1, TREG1_13420.1, TREG1_13420.2, TREG1_13450.1, TREG1_13450.2	KAK4476132.1
OG0001918	TREG1_62890.1, TREG1_62890.3, TREG1_62890.2, TREG1_62890.4	KAK4469426.1
