Orthogroup	trichobilharzia_regenti	schistosoma_mansoni
OG0000698	TREG1_15140.7, TREG1_15140.6, TREG1_15140.4, TREG1_15140.3, TREG1_15140.5, TREG1_15140.1, TREG1_15140.2	Smp_015220.1, Smp_015220.2
OG0000699	TREG1_53170.2, TREG1_53170.3, TREG1_53170.4	Smp_008490.1
OG0000699	TREG1_62360.1	Smp_157950.1
OG0000700	TREG1_37450.1	Smp_349610.1
OG0000700	TREG1_37550.1	Smp_319400.1
OG0000700	TREG1_37530.1	Smp_092150.1, Smp_151640.1
OG0000701	TREG1_83860.1	Smp_132270.1
OG0000702	TREG1_123490.1	Smp_123060.1
OG0000703	TREG1_14050.1	Smp_123720.1
OG0000704	TREG1_139800.1, TREG1_139800.2, TREG1_139800.3, TREG1_121550.1, TREG1_121560.1, TREG1_52080.1	Smp_072110.1
OG0000705	TREG1_2090.1	Smp_347680.1
OG0000706	TREG1_57640.1	Smp_104670.1
OG0000706	TREG1_72900.1	Smp_014660.1
OG0000707	TREG1_134230.1	Smp_152960.1
OG0000708	TREG1_47360.1, TREG1_47360.2, TREG1_47360.5, TREG1_47360.8, TREG1_47360.3, TREG1_47360.6, TREG1_47360.7, TREG1_47360.4	Smp_041060.1
OG0000709	TREG1_42750.2, TREG1_42750.3, TREG1_42750.4, TREG1_42750.5, TREG1_42750.7, TREG1_42820.1, TREG1_42750.8, TREG1_42750.9, TREG1_42750.13, TREG1_42750.6, TREG1_42750.12, TREG1_42750.1, TREG1_42750.10, TREG1_42750.11, TREG1_42820.4, TREG1_42820.7, TREG1_42820.5, TREG1_42820.3, TREG1_42820.6, TREG1_42820.2	Smp_198940.1
OG0000710	TREG1_14120.2, TREG1_14120.4, TREG1_14120.3, TREG1_14120.5, TREG1_14120.1	Smp_346720.1
OG0000711	TREG1_98590.1	Smp_334200.1
OG0000712	TREG1_70290.1	Smp_148370.1
OG0000713	TREG1_103330.1, TREG1_103330.4, TREG1_103330.8, TREG1_103330.7, TREG1_103330.3, TREG1_103330.2, TREG1_103330.5, TREG1_103330.6, TREG1_103330.9	Smp_312660.1
OG0000714	TREG1_63640.1	Smp_196150.1, Smp_196150.2
OG0000715	TREG1_36380.1, TREG1_36380.2	Smp_076950.1
OG0000716	TREG1_13890.6, TREG1_13890.2, TREG1_13890.3, TREG1_13890.4, TREG1_13890.5, TREG1_13890.1, TREG1_13890.8, TREG1_13890.7	Smp_244580.1
OG0000717	TREG1_81580.1	Smp_311920.1, Smp_346240.1
OG0000718	TREG1_107380.1	Smp_135560.1
OG0000719	TREG1_77360.4, TREG1_77360.3, TREG1_77360.1, TREG1_77360.2	Smp_137650.1
OG0000720	TREG1_103950.1	Smp_213520.1
OG0000721	TREG1_63250.3, TREG1_63250.1, TREG1_63250.2, TREG1_63250.4	Smp_122800.1
OG0000722	TREG1_19000.1	Smp_166610.1
OG0000723	TREG1_101970.1, TREG1_101970.2	Smp_169520.1
OG0000724	TREG1_37000.2, TREG1_37000.1, TREG1_37000.3	Smp_157560.1
OG0000725	TREG1_100210.1	Smp_155780.1
OG0000726	TREG1_47910.1	Smp_175570.1
OG0000726	TREG1_47920.1	Smp_097240.1
OG0000727	TREG1_37140.1, TREG1_37140.2	Smp_079700.1
OG0000728	TREG1_68340.5, TREG1_68340.1, TREG1_68340.3, TREG1_68340.4, TREG1_68340.2	Smp_071960.1
OG0000729	TREG1_11210.1	Smp_128370.1
OG0000730	TREG1_79640.1, TREG1_79640.2, TREG1_79640.3, TREG1_79640.4	Smp_074070.1
OG0000731	TREG1_105330.1	Smp_347040.1
OG0000732	TREG1_19240.3, TREG1_19240.1, TREG1_19240.2	Smp_343150.1
OG0000733	TREG1_19150.6, TREG1_19150.4, TREG1_19150.5, TREG1_19150.3, TREG1_19150.1, TREG1_19150.2	Smp_169150.1, Smp_169150.2
OG0000736	TREG1_102340.1, TREG1_35810.1	Smp_144940.1
OG0000737	TREG1_12800.1	Smp_305100.1, Smp_305110.1
OG0000738	TREG1_96570.1, TREG1_96580.1	Smp_205270.1
OG0000738	TREG1_96560.1	Smp_346410.1
OG0000739	TREG1_76840.1, TREG1_76850.1	Smp_094380.1
OG0000740	TREG1_6910.1, TREG1_6880.1, TREG1_6880.10, TREG1_6880.3, TREG1_6880.4, TREG1_6880.5, TREG1_6880.6, TREG1_6880.8, TREG1_6880.9, TREG1_6880.2, TREG1_6880.7	Smp_093920.1
OG0000741	TREG1_110370.4, TREG1_110470.1	Smp_129260.1
OG0000742	TREG1_74450.1, TREG1_74450.2, TREG1_74450.3, TREG1_74450.4, TREG1_130150.1, TREG1_55170.1, TREG1_48960.1, TREG1_48960.2	Smp_112480.1
OG0000743	TREG1_29150.1	Smp_150340.1
OG0000744	TREG1_4420.1	Smp_171640.1
OG0000745	TREG1_55280.1, TREG1_55270.1	Smp_142600.1
OG0000746	TREG1_84080.1	Smp_018250.1, Smp_018250.2
OG0000748	TREG1_96600.1, TREG1_96630.1, TREG1_96630.2, TREG1_96630.3, TREG1_96630.4	Smp_053220.1
OG0000748	TREG1_96610.1	Smp_150700.1
OG0000749	TREG1_96410.10, TREG1_96410.7, TREG1_96410.8, TREG1_96410.9, TREG1_96410.1, TREG1_96410.3, TREG1_96410.6, TREG1_96410.4, TREG1_96410.2, TREG1_96410.5	Smp_213300.1, Smp_213300.2
OG0000750	TREG1_98330.1	Smp_306910.1
OG0000751	TREG1_12870.1, TREG1_12870.4, TREG1_12870.2, TREG1_12870.3	Smp_159490.1, Smp_057620.1
OG0000752	TREG1_132330.1, TREG1_132330.2	Smp_015020.1
OG0000752	TREG1_132250.1	Smp_130300.1
OG0000753	TREG1_113690.7, TREG1_113690.8, TREG1_113690.9, TREG1_113690.5, TREG1_113770.1, TREG1_113690.6	Smp_334530.1
OG0000754	TREG1_74530.3, TREG1_74530.1, TREG1_74530.2	Smp_123040.1
OG0000755	TREG1_98780.5, TREG1_98830.1, TREG1_98780.6	Smp_145510.1, Smp_145510.2
OG0000756	TREG1_57870.1, TREG1_57870.3, TREG1_57870.2, TREG1_57870.4	Smp_344380.1
OG0000757	TREG1_65450.2, TREG1_65450.4, TREG1_65450.1, TREG1_65450.3, TREG1_65450.5	Smp_148250.1
OG0000758	TREG1_11150.1	Smp_190020.1
OG0000759	TREG1_66340.1	Smp_135460.1
OG0000760	TREG1_108530.1, TREG1_108530.2, TREG1_108530.3, TREG1_108550.1	Smp_056640.1
OG0000761	TREG1_71410.1	Smp_175340.1
OG0000762	TREG1_112900.1	Smp_136300.1
OG0000762	TREG1_121390.1	Smp_172200.1
OG0000763	TREG1_14960.1	Smp_038140.1, Smp_038140.2
OG0000764	TREG1_11550.1, TREG1_11560.1	Smp_128420.1, Smp_128420.2
OG0000765	TREG1_72620.1, TREG1_72620.2	Smp_094420.1
OG0000765	TREG1_72630.1, TREG1_72630.2	Smp_024520.1
OG0000766	TREG1_83550.8, TREG1_83550.1, TREG1_83550.10, TREG1_83550.12, TREG1_83550.6, TREG1_83550.15, TREG1_83550.9, TREG1_83550.11, TREG1_83550.13, TREG1_83550.7, TREG1_83550.5, TREG1_83550.4, TREG1_83550.2, TREG1_83550.3, TREG1_83550.14	Smp_127460.1, Smp_127460.2
OG0000767	TREG1_86050.1, TREG1_86050.4, TREG1_86050.2, TREG1_86050.3	Smp_243680.1
OG0000768	TREG1_41020.2, TREG1_41020.1, TREG1_41020.3, TREG1_41020.4	Smp_049390.1
OG0000769	TREG1_11850.7, TREG1_11850.8, TREG1_11850.9, TREG1_11850.11, TREG1_11850.12, TREG1_11850.10, TREG1_11850.2, TREG1_11850.1, TREG1_11850.4, TREG1_11850.3, TREG1_109310.1, TREG1_11850.5, TREG1_11850.6	Smp_343570.1
OG0000770	TREG1_15810.1, TREG1_15810.4, TREG1_15810.7, TREG1_15810.8, TREG1_15810.6, TREG1_15810.5, TREG1_15810.3, TREG1_15820.1, TREG1_15810.2, TREG1_15810.9	Smp_130580.1
OG0000771	TREG1_97710.1, TREG1_97740.1	Smp_198020.1
OG0000772	TREG1_27970.1, TREG1_27960.1, TREG1_27960.4, TREG1_27960.5, TREG1_27960.2, TREG1_27960.3, TREG1_33110.1, TREG1_33120.1, TREG1_33120.2, TREG1_33120.3, TREG1_33120.4	Smp_306350.1, Smp_099090.1, Smp_333000.1
OG0000773	TREG1_31650.1	Smp_162030.1, Smp_162030.2
OG0000774	TREG1_72150.1	Smp_131070.1, Smp_131070.2, Smp_131070.3
OG0000775	TREG1_69730.3, TREG1_69730.7, TREG1_69730.6, TREG1_69730.4, TREG1_69730.1, TREG1_69730.2, TREG1_69730.5	Smp_167020.1
OG0000776	TREG1_63180.1	Smp_001360.1
OG0000776	TREG1_76030.1, TREG1_76030.2	Smp_032810.1
OG0000777	TREG1_70040.1, TREG1_70030.1	Smp_130070.2, Smp_130070.3, Smp_130070.4, Smp_130070.1, Smp_130070.5
OG0000778	TREG1_32120.3, TREG1_32120.4, TREG1_32120.2, TREG1_32120.1	Smp_306370.1
OG0000779	TREG1_740.1	Smp_171600.1
OG0000780	TREG1_21200.1	Smp_146830.1, Smp_146830.3, Smp_146830.2
OG0000781	TREG1_20520.1	Smp_143130.1
OG0000781	TREG1_15450.1	Smp_048560.2, Smp_048560.1
OG0000782	TREG1_46490.1	Smp_161680.1
OG0000783	TREG1_74600.1	Smp_337480.1, Smp_337480.2
OG0000784	TREG1_55190.6, TREG1_55190.4, TREG1_55190.5, TREG1_6950.1, TREG1_55190.3, TREG1_55190.7, TREG1_55190.2, TREG1_55190.1, TREG1_55190.8	Smp_094340.1
OG0000785	TREG1_81490.1, TREG1_137350.1, TREG1_137370.1	Smp_194420.1
OG0000786	TREG1_57140.1, TREG1_57140.2, TREG1_57140.3, TREG1_57140.4, TREG1_57140.5	Smp_247200.1
OG0000787	TREG1_111330.1, TREG1_131450.1	Smp_300570.1
OG0000787	TREG1_80770.1	Smp_121920.1, Smp_121920.2
OG0000788	TREG1_15270.1	Smp_058360.1
OG0000789	TREG1_35320.1	Smp_123840.1
OG0000789	TREG1_35340.1	Smp_123860.1
OG0000790	TREG1_43840.9, TREG1_43840.8, TREG1_43840.6, TREG1_43840.1, TREG1_43840.2, TREG1_43840.3, TREG1_43840.4, TREG1_43840.5, TREG1_43840.7	Smp_247160.2, Smp_247160.1
OG0000791	TREG1_42340.1	Smp_343700.1, Smp_343700.2
OG0000792	TREG1_18510.2, TREG1_18510.1, TREG1_18510.7, TREG1_18510.5, TREG1_18510.6, TREG1_18510.3, TREG1_18510.4, TREG1_18510.8	Smp_158720.1
OG0000793	TREG1_53900.1	Smp_140330.1
OG0000794	TREG1_5950.1, TREG1_5950.2, TREG1_5950.3, TREG1_5930.1, TREG1_5950.4, TREG1_5950.5	Smp_335080.1, Smp_334400.1, Smp_159110.1
OG0000795	TREG1_131920.5, TREG1_131920.8, TREG1_131920.1, TREG1_131920.2, TREG1_131920.3, TREG1_131920.4, TREG1_131920.6, TREG1_131920.7, TREG1_131920.9, TREG1_131920.10	Smp_125340.1, Smp_125340.2
OG0000796	TREG1_15670.1	Smp_151200.1, Smp_151210.1
OG0000796	TREG1_79460.1, TREG1_79440.1, TREG1_79440.2, TREG1_79440.3, TREG1_79440.4, TREG1_79450.1, TREG1_79470.1	Smp_333180.1
OG0000797	TREG1_22370.1, TREG1_22370.3, TREG1_22370.2, TREG1_22370.4, TREG1_22370.5	Smp_039820.1
OG0000798	TREG1_8990.1	Smp_341650.1
OG0000799	TREG1_83320.1	Smp_030320.1
OG0000800	TREG1_2110.1	Smp_244710.1
OG0000801	TREG1_17530.1, TREG1_17530.2	Smp_020550.1, Smp_020550.3, Smp_020550.2
OG0000802	TREG1_107760.1	Smp_137020.1
OG0000802	TREG1_78650.1	Smp_340590.1
OG0000803	TREG1_109770.1	Smp_212940.1
OG0000804	TREG1_57510.1	Smp_332620.1
OG0000805	TREG1_58310.6, TREG1_58310.7, TREG1_58410.1	Smp_010280.1
OG0000806	TREG1_106630.1	Smp_127030.1
OG0000807	TREG1_5850.1, TREG1_145350.5, TREG1_145350.7, TREG1_145350.2, TREG1_145350.3, TREG1_145350.4, TREG1_145350.8, TREG1_145350.6, TREG1_145350.9, TREG1_145350.1, TREG1_145350.10, TREG1_80500.4, TREG1_80500.5, TREG1_80500.1, TREG1_80500.2, TREG1_80500.3, TREG1_46650.1	Smp_304360.1
OG0000808	TREG1_131320.1	Smp_010690.1
OG0000808	TREG1_131310.1	Smp_127830.1
OG0000809	TREG1_119130.1	Smp_173330.1
OG0000810	TREG1_35050.1, TREG1_35060.1	Smp_003670.1, Smp_003670.2
OG0000811	TREG1_6250.1	Smp_178750.1
OG0000812	TREG1_29560.1	Smp_017750.1
OG0000813	TREG1_121640.1	Smp_179270.1
OG0000814	TREG1_87570.1, TREG1_87570.4, TREG1_87570.2, TREG1_87570.3, TREG1_87570.5, TREG1_87570.6	Smp_150230.1, Smp_150230.2
OG0000815	TREG1_80780.1	Smp_307960.1
OG0000816	TREG1_112480.1	Smp_304140.1, Smp_314620.1
OG0000817	TREG1_124240.1	Smp_030860.1
OG0000819	TREG1_87920.1	Smp_002600.1, Smp_002600.2
OG0000820	TREG1_110010.1	Smp_040130.1
OG0000820	TREG1_37670.1, TREG1_37670.2	Smp_346190.1
OG0000820	TREG1_37680.1	Smp_173280.1
OG0000821	TREG1_69560.1	Smp_310830.1, Smp_310820.1
OG0000822	TREG1_99140.5, TREG1_99140.2, TREG1_99140.3, TREG1_99140.7, TREG1_99140.6, TREG1_99140.1, TREG1_99140.4	Smp_064020.1
OG0000823	TREG1_73540.1	Smp_082810.1
OG0000823	TREG1_131750.1	Smp_130230.1, Smp_062300.1, Smp_062300.2
OG0000824	TREG1_18420.1, TREG1_18420.2	Smp_028670.1
OG0000825	TREG1_100350.1, TREG1_100390.1	Smp_145290.1, Smp_307840.1, Smp_313560.1
OG0000826	TREG1_70500.1, TREG1_70510.1	Smp_155630.1
OG0000827	TREG1_102950.1	Smp_202690.1
OG0000827	TREG1_102960.1, TREG1_102980.1	Smp_043120.1
OG0000829	TREG1_20430.1	Smp_075280.1, Smp_075280.2
OG0000830	TREG1_64210.1	Smp_157410.1
OG0000831	TREG1_42010.1	Smp_040350.1
OG0000832	TREG1_86200.1	Smp_029240.1
OG0000833	TREG1_34380.6, TREG1_34380.7, TREG1_34380.2, TREG1_34380.4, TREG1_34380.1, TREG1_34380.3, TREG1_34380.5	Smp_196700.1
OG0000834	TREG1_70990.1	Smp_171150.1
OG0000835	TREG1_137160.1, TREG1_55260.1	Smp_310870.1
OG0000836	TREG1_51450.1, TREG1_51450.2, TREG1_51450.3	Smp_083770.1
OG0000837	TREG1_139910.1	Smp_140390.1
OG0000838	TREG1_58280.1	Smp_213900.1
OG0000839	TREG1_44780.2, TREG1_44780.3, TREG1_44780.1, TREG1_44780.4	Smp_071140.1
OG0000840	TREG1_96330.4, TREG1_96330.1, TREG1_96330.2, TREG1_96330.3	Smp_345540.1
OG0000841	TREG1_16120.3, TREG1_16120.1, TREG1_16120.5, TREG1_16120.2, TREG1_16120.6, TREG1_16120.4	Smp_032510.1
OG0000842	TREG1_82150.3, TREG1_82150.6, TREG1_82150.4, TREG1_82150.7, TREG1_82150.8, TREG1_82150.1, TREG1_82150.5, TREG1_82150.2	Smp_179810.1
OG0000843	TREG1_110860.1	Smp_150510.1
OG0000844	TREG1_5000.1, TREG1_5000.2, TREG1_5000.3, TREG1_5000.4	Smp_166560.1, Smp_166560.2
OG0000845	TREG1_127650.1, TREG1_127650.2, TREG1_127650.3	Smp_141460.1
OG0000846	TREG1_29770.4, TREG1_29770.2, TREG1_29770.1, TREG1_29770.3	Smp_341400.1
OG0000847	TREG1_9830.4, TREG1_9830.5, TREG1_9830.2, TREG1_9830.3, TREG1_9830.1	Smp_056360.1
OG0000848	TREG1_57370.1	Smp_343320.1
OG0000849	TREG1_45030.2, TREG1_45030.1, TREG1_45030.3	Smp_196290.1
OG0000850	TREG1_36460.1	Smp_163620.1
OG0000851	TREG1_119140.1, TREG1_119150.1, TREG1_119160.1	Smp_173320.2, Smp_173320.1
OG0000852	TREG1_6090.1	Smp_193440.1
OG0000853	TREG1_113850.2, TREG1_113850.3, TREG1_113850.5, TREG1_113850.10, TREG1_113850.6, TREG1_113850.9, TREG1_113850.8, TREG1_113850.1, TREG1_113850.4, TREG1_113850.11, TREG1_113850.12, TREG1_113850.13, TREG1_113850.14, TREG1_113850.7	Smp_043670.2, Smp_043670.1
OG0000854	TREG1_44470.1, TREG1_51430.2, TREG1_51430.1, TREG1_51430.3	Smp_345740.1
OG0000855	TREG1_61750.1	Smp_147670.1
OG0000856	TREG1_3710.3, TREG1_3710.2, TREG1_3710.1, TREG1_3710.4	Smp_164880.1, Smp_327030.1
OG0000857	TREG1_5160.1	Smp_139100.2, Smp_139100.1, Smp_139100.3
OG0000858	TREG1_14070.5, TREG1_14070.1, TREG1_14070.4, TREG1_14070.2, TREG1_14070.3	Smp_007650.1
OG0000859	TREG1_68190.1, TREG1_68190.2	Smp_046930.1
OG0000860	TREG1_80920.1	Smp_150500.1
OG0000860	TREG1_83610.1	Smp_181470.1
OG0000861	TREG1_13860.1	Smp_333080.1
OG0000862	TREG1_49680.1	Smp_098320.1, Smp_098320.2
OG0000863	TREG1_25490.1	Smp_350030.1
OG0000864	TREG1_54890.1	Smp_302460.1, Smp_059790.1
OG0000865	TREG1_53080.1, TREG1_53070.1	Smp_007180.1, Smp_007180.2
OG0000866	TREG1_4670.1	Smp_244800.1
OG0000867	TREG1_26310.1	Smp_322570.1
OG0000868	TREG1_64520.1	Smp_302810.1, Smp_314020.1
OG0000869	TREG1_121370.1, TREG1_121370.2	Smp_063090.1
OG0000870	TREG1_13310.1, TREG1_13310.2, TREG1_13310.3, TREG1_13310.4, TREG1_13310.6, TREG1_13310.7, TREG1_13310.8, TREG1_13310.9, TREG1_13310.5, TREG1_85010.1	Smp_015840.1
OG0000871	TREG1_139230.1, TREG1_139230.2	Smp_034940.1
OG0000872	TREG1_3920.1, TREG1_3920.2, TREG1_3920.3	Smp_139030.1
OG0000873	TREG1_121670.1	Smp_162310.1
OG0000874	TREG1_42590.4, TREG1_42590.5, TREG1_42590.1, TREG1_42590.2, TREG1_42590.3	Smp_051530.1, Smp_051530.2
OG0000875	TREG1_82910.4, TREG1_83010.1, TREG1_82910.6, TREG1_82910.8, TREG1_82910.5, TREG1_82910.7	Smp_160600.2, Smp_160600.1
OG0000876	TREG1_60610.1, TREG1_60630.1, TREG1_60670.1	Smp_171020.1
OG0000877	TREG1_26220.1	Smp_171860.1
OG0000878	TREG1_22910.1	Smp_341200.1, Smp_341200.2
OG0000879	TREG1_80220.1, TREG1_80220.3, TREG1_80220.2, TREG1_80220.4, TREG1_80220.5	Smp_333470.1, Smp_335800.1, Smp_307800.1, Smp_350500.1, Smp_350500.2, Smp_325630.1, Smp_138000.1, Smp_325620.1, Smp_325610.1
OG0000880	TREG1_107590.1	Smp_055720.1
OG0000881	TREG1_2180.1	Smp_126260.1
OG0000881	TREG1_126190.3, TREG1_126190.1, TREG1_126190.2, TREG1_126210.1	Smp_214000.1
OG0000882	TREG1_23920.1	Smp_333390.1, Smp_333390.2
OG0000882	TREG1_40830.2, TREG1_40830.1, TREG1_40830.3	Smp_148670.1
OG0000883	TREG1_40840.1	Smp_148660.1
OG0000884	TREG1_43890.1	Smp_171790.1
OG0000885	TREG1_14080.1	Smp_332820.1
OG0000886	TREG1_94870.1	Smp_085290.1
OG0000887	TREG1_14980.1	Smp_157920.1
OG0000888	TREG1_108070.1, TREG1_108210.1	Smp_247480.1
OG0000888	TREG1_108230.1	Smp_055240.1
OG0000889	TREG1_37950.6, TREG1_37950.2, TREG1_37950.1, TREG1_37950.3, TREG1_37950.4, TREG1_37950.5	Smp_167330.1
OG0000890	TREG1_56730.1	Smp_172060.1
OG0000891	TREG1_52000.1, TREG1_52010.2, TREG1_52010.1	Smp_144570.1
OG0000892	TREG1_66610.1, TREG1_66610.2	Smp_045360.1
OG0000894	TREG1_119780.1, TREG1_119780.2, TREG1_119780.3, TREG1_119780.5, TREG1_119780.4, TREG1_119780.6	Smp_165000.1
OG0000895	TREG1_40640.1	Smp_155330.1
OG0000896	TREG1_28700.1, TREG1_28700.2, TREG1_28700.3, TREG1_28700.6, TREG1_28700.8, TREG1_28700.4, TREG1_28700.5, TREG1_28700.7, TREG1_28700.10, TREG1_28700.11, TREG1_28700.9	Smp_307090.1
OG0000897	TREG1_2650.1, TREG1_2660.1	Smp_159120.1, Smp_159130.1
OG0000898	TREG1_102060.1, TREG1_102060.2, TREG1_102060.3, TREG1_102060.4, TREG1_102060.6, TREG1_102060.5	Smp_213760.1
OG0000899	TREG1_107040.1, TREG1_107050.1, TREG1_141190.1, TREG1_107010.1, TREG1_107240.1, TREG1_107250.1, TREG1_107250.2, TREG1_142190.1, TREG1_142190.2, TREG1_107100.1, TREG1_141200.1, TREG1_141200.2	Smp_132180.1
OG0000900	TREG1_4380.5, TREG1_4380.7, TREG1_4380.9, TREG1_4380.4, TREG1_4380.6, TREG1_4470.1, TREG1_4380.10, TREG1_4380.11, TREG1_4380.8, TREG1_4480.1, TREG1_62970.1, TREG1_62940.1, TREG1_62950.1, TREG1_62960.1, TREG1_62960.2, TREG1_62960.3	Smp_304260.1, Smp_304250.1
OG0000901	TREG1_90080.1	Smp_181390.1
OG0000902	TREG1_77320.1	Smp_194520.1
OG0000903	TREG1_30190.3, TREG1_30190.4, TREG1_30190.1, TREG1_30190.5, TREG1_30190.6, TREG1_30190.2, TREG1_30190.7	Smp_135270.1
OG0000904	TREG1_2830.1, TREG1_2830.2, TREG1_2830.3, TREG1_2830.4	Smp_331780.1
OG0000905	TREG1_108470.1, TREG1_108470.2	Smp_180790.1
OG0000906	TREG1_79790.1	Smp_213030.1
OG0000907	TREG1_99120.1, TREG1_99120.2	Smp_135490.1
OG0000908	TREG1_59560.1	Smp_341790.1
OG0000908	TREG1_59530.1, TREG1_59540.1	Smp_323680.1, Smp_323710.1
OG0000910	TREG1_10250.2, TREG1_10250.4, TREG1_10250.5, TREG1_10250.6, TREG1_10250.7, TREG1_10250.8, TREG1_10250.9, TREG1_10250.1, TREG1_10250.3	Smp_078400.1
OG0000911	TREG1_78840.1	Smp_105700.1
OG0000912	TREG1_5340.2, TREG1_5340.4, TREG1_5340.3, TREG1_5340.6, TREG1_5340.5, TREG1_5340.1	Smp_167950.1
OG0000913	TREG1_51280.2, TREG1_51280.3, TREG1_51280.7, TREG1_51280.4, TREG1_51280.5, TREG1_51280.1, TREG1_51280.6	Smp_210780.1
OG0000914	TREG1_44740.1	Smp_160760.1, Smp_160760.2
OG0000915	TREG1_46590.2, TREG1_46590.3, TREG1_46590.4, TREG1_46590.5, TREG1_46590.1	Smp_034660.3, Smp_034660.2, Smp_034660.1
OG0000916	TREG1_41440.1, TREG1_41440.3, TREG1_41440.2	Smp_147990.1
OG0000917	TREG1_110530.6, TREG1_110560.1, TREG1_110530.7, TREG1_110530.8, TREG1_110530.4, TREG1_110530.5	Smp_343610.1
OG0000918	TREG1_60430.1, TREG1_60430.3, TREG1_60430.2	Smp_246670.1
OG0000919	TREG1_115330.2, TREG1_115330.1, TREG1_115330.3, TREG1_115330.4, TREG1_115330.5, TREG1_115330.6	Smp_129210.1
OG0000920	TREG1_132090.1	Smp_300910.3, Smp_300910.1, Smp_300910.2
OG0000921	TREG1_56460.1	Smp_161530.1
OG0000922	TREG1_8780.1, TREG1_8780.2, TREG1_8780.3	Smp_032990.1
OG0000922	TREG1_8770.1	Smp_032970.1
OG0000922	TREG1_8760.1	Smp_032980.1
OG0000923	TREG1_40410.1	Smp_099890.1
OG0000923	TREG1_131390.1, TREG1_131390.2, TREG1_131390.3	Smp_010370.1
OG0000925	TREG1_9350.1	Smp_090240.1
OG0000926	TREG1_33460.1	Smp_159780.1
OG0000927	TREG1_14900.1	Smp_143730.1
OG0000928	TREG1_52020.1	Smp_140430.1
OG0000929	TREG1_88920.3, TREG1_88920.1, TREG1_88920.2, TREG1_88920.4	Smp_026910.1
OG0000930	TREG1_55860.1	Smp_332630.1
OG0000931	TREG1_101780.1	Smp_148760.1
OG0000932	TREG1_400.1	Smp_152400.1
OG0000933	TREG1_41360.1, TREG1_41360.2, TREG1_41360.6, TREG1_41360.3, TREG1_41360.4, TREG1_41360.5, TREG1_41360.7	Smp_048160.1
OG0000934	TREG1_1980.1	Smp_068270.1
OG0000935	TREG1_82350.1	Smp_027870.1
OG0000936	TREG1_133900.3, TREG1_133900.2, TREG1_133900.1, TREG1_133900.4	Smp_033260.1
OG0000937	TREG1_70720.1	Smp_213320.3, Smp_213320.1, Smp_213320.2
OG0000938	TREG1_83130.1	Smp_194650.1
OG0000939	TREG1_110940.1, TREG1_123580.1	Smp_170910.2, Smp_170910.1
OG0000940	TREG1_3550.1, TREG1_3550.6, TREG1_3550.7, TREG1_3550.2, TREG1_3550.3, TREG1_3550.4, TREG1_3550.5, TREG1_3550.8	Smp_347430.1
OG0000941	TREG1_36570.1	Smp_034000.1
OG0000942	TREG1_21060.1, TREG1_21070.1	Smp_151280.1
OG0000943	TREG1_49700.1, TREG1_49710.1	Smp_141040.1
OG0000944	TREG1_79060.1	Smp_246850.1, Smp_246840.1
OG0000945	TREG1_26880.1, TREG1_26880.2	Smp_155450.1
OG0000946	TREG1_11120.1	Smp_128680.1
OG0000947	TREG1_41550.1	Smp_054820.1
OG0000948	TREG1_112130.1, TREG1_112130.2	Smp_267060.1
OG0000949	TREG1_21850.1, TREG1_21860.1, TREG1_21880.1	Smp_038960.1, Smp_038950.1
OG0000950	TREG1_73570.1	Smp_082850.1
OG0000951	TREG1_133500.1	Smp_010290.1
OG0000952	TREG1_46530.1	Smp_034700.1
OG0000953	TREG1_87120.1	Smp_105860.1
OG0000954	TREG1_109230.1, TREG1_109230.2, TREG1_109230.3, TREG1_109230.5, TREG1_109220.1, TREG1_109230.4	Smp_053940.1
OG0000955	TREG1_25700.1, TREG1_25700.3, TREG1_25700.2	Smp_065770.2, Smp_065770.1, Smp_065770.3
OG0000958	TREG1_17890.1, TREG1_17890.2, TREG1_17890.3, TREG1_138750.4, TREG1_138760.1, TREG1_138750.1, TREG1_2380.4, TREG1_138750.2, TREG1_138760.3, TREG1_2370.1, TREG1_2380.1, TREG1_2380.2, TREG1_2380.3, TREG1_138750.3, TREG1_138760.2, TREG1_138760.4, TREG1_2380.5, TREG1_2620.1, TREG1_2620.2, TREG1_2620.3, TREG1_2620.4, TREG1_2620.5	Smp_058240.1, Smp_058240.2
OG0000959	TREG1_99660.1	Smp_316700.1
OG0000960	TREG1_108970.1	Smp_309140.1, Smp_327340.1, Smp_349040.1, Smp_319240.1, Smp_199340.1, Smp_328940.1
OG0000961	TREG1_41730.4, TREG1_41730.1, TREG1_41730.3, TREG1_41730.2, TREG1_41730.5	Smp_054730.1
OG0000962	TREG1_98530.1	Smp_024580.1
OG0000963	TREG1_8080.7, TREG1_8080.10, TREG1_8080.11, TREG1_8080.4, TREG1_8080.1, TREG1_8080.3, TREG1_8080.5, TREG1_8080.6, TREG1_8080.8, TREG1_8080.9, TREG1_8080.2	Smp_153150.1
OG0000964	TREG1_57050.1	Smp_168270.1
OG0000965	TREG1_87590.1, TREG1_87600.1	Smp_246430.3, Smp_246430.1, Smp_246430.2
OG0000966	TREG1_44500.1	Smp_019100.1
OG0000966	TREG1_67580.1, TREG1_67580.2	Smp_065180.1
OG0000967	TREG1_50770.1, TREG1_50770.3, TREG1_50770.5, TREG1_50770.4, TREG1_50770.6, TREG1_50770.2	Smp_028170.1
OG0000968	TREG1_19170.1, TREG1_19170.2	Smp_332870.1
OG0000969	TREG1_111970.1	Smp_342190.1
