Orthogroup	schistosoma_japonicum	schistosoma_haematobium
OG0001319	EWB00_006154.1, EWB00_006154.2	SHAE2_42460.3, SHAE2_42460.7, SHAE2_42460.5, SHAE2_42460.6, SHAE2_42460.8, SHAE2_42460.10, SHAE2_42460.4, SHAE2_42480.1, SHAE2_42460.9
OG0001320	EWB00_008863	SHAE2_67700.4, SHAE2_67700.1, SHAE2_67700.7, SHAE2_67700.8, SHAE2_67700.6, SHAE2_67700.2, SHAE2_67700.3, SHAE2_67700.5
OG0001321	EWB00_008520, EWB00_008521	SHAE2_22040.1, SHAE2_22040.3, SHAE2_22040.2, SHAE2_22040.4
OG0001322	EWB00_010777	SHAE2_51010.2, SHAE2_51010.1
OG0001323	EWB00_005668	SHAE2_1220.1
OG0001324	EWB00_008054.1, EWB00_008054.2	SHAE2_92110.1, SHAE2_92110.2, SHAE2_92110.3
OG0001325	EWB00_003691, EWB00_005835	SHAE2_101660.1, SHAE2_101660.2, SHAE2_101660.3
OG0001326	EWB00_006474.2, EWB00_006474.3, EWB00_006474.5, EWB00_006474.1, EWB00_006474.4	SHAE2_56970.1
OG0001327	EWB00_011417	SHAE2_96570.1
OG0001330	EWB00_004141.1, EWB00_004141.2	SHAE2_33230.1
OG0001331	EWB00_010728.1, EWB00_010728.2	SHAE2_51410.1, SHAE2_51410.3, SHAE2_51410.2, SHAE2_51410.4
OG0001332	EWB00_000493.1	SHAE2_63210.1
OG0001332	EWB00_002767	SHAE2_76330.1
OG0001333	EWB00_008908	SHAE2_68460.1, SHAE2_68460.2, SHAE2_68460.3
OG0001334	EWB00_005632.1, EWB00_005632.2, EWB00_005632.3	SHAE2_1840.1, SHAE2_1840.2, SHAE2_1840.3, SHAE2_1840.4, SHAE2_1840.5, SHAE2_1840.6, SHAE2_1840.7, SHAE2_1840.10, SHAE2_1840.8, SHAE2_1840.9
OG0001335	EWB00_010111	SHAE2_33060.1, SHAE2_33060.2, SHAE2_33060.3, SHAE2_33080.1
OG0001336	EWB00_004039	SHAE2_49570.1, SHAE2_49580.1
OG0001337	EWB00_006488.1, EWB00_006488.2, EWB00_006489	SHAE2_57090.1, SHAE2_57090.4, SHAE2_57090.8, SHAE2_57090.6, SHAE2_57090.2, SHAE2_57090.3, SHAE2_57090.7, SHAE2_57090.5
OG0001338	EWB00_005602	SHAE2_40040.4, SHAE2_40040.2, SHAE2_40040.6, SHAE2_40040.3, SHAE2_40040.1, SHAE2_40040.7, SHAE2_40040.8, SHAE2_40040.5, SHAE2_40040.9
OG0001339	EWB00_009385	SHAE2_13110.4, SHAE2_13110.2, SHAE2_13110.3, SHAE2_13110.1
OG0001340	EWB00_009670, EWB00_009671	SHAE2_11560.1, SHAE2_11390.1
OG0001341	EWB00_003889	SHAE2_81370.3, SHAE2_81370.1, SHAE2_81370.2, SHAE2_81370.4, SHAE2_81370.5, SHAE2_81370.6
OG0001342	EWB00_010648.1, EWB00_010648.2	SHAE2_55730.2, SHAE2_55730.1, SHAE2_55730.3
OG0001343	EWB00_002765.2, EWB00_002765.3, EWB00_002765.1	SHAE2_76350.1, SHAE2_76350.2
OG0001344	EWB00_009004	SHAE2_81430.2, SHAE2_81430.5, SHAE2_81430.1, SHAE2_81430.3, SHAE2_81430.6, SHAE2_81430.8, SHAE2_81430.4, SHAE2_81430.7, SHAE2_81430.9
OG0001345	EWB00_002797	SHAE2_45220.3, SHAE2_45220.1, SHAE2_45220.2, SHAE2_45220.4, SHAE2_45220.6, SHAE2_45220.5
OG0001346	EWB00_009374.1, EWB00_009374.2, EWB00_009373	SHAE2_16470.2, SHAE2_16470.3, SHAE2_16470.8, SHAE2_16470.9, SHAE2_16470.1, SHAE2_16460.1, SHAE2_16460.2, SHAE2_16460.3, SHAE2_16470.5, SHAE2_16470.6, SHAE2_16470.4, SHAE2_16470.10, SHAE2_16470.7
OG0001347	EWB00_001746.1, EWB00_001746.2, EWB00_001746.3	SHAE2_36700.1, SHAE2_36700.2, SHAE2_36700.3
OG0001348	EWB00_004267.1, EWB00_004267.2	SHAE2_38770.1
OG0001349	EWB00_002368, EWB00_002365	SHAE2_17270.2, SHAE2_17270.7, SHAE2_17270.1, SHAE2_17270.4, SHAE2_17270.6, SHAE2_17270.3, SHAE2_17270.5, SHAE2_17270.8, SHAE2_17270.10, SHAE2_17270.9, SHAE2_17270.11
OG0001350	EWB00_007465	SHAE2_33480.1, SHAE2_33480.5, SHAE2_33480.3, SHAE2_33480.4, SHAE2_33480.7, SHAE2_33480.2, SHAE2_33480.6
OG0001351	EWB00_007066.1, EWB00_007066.2	SHAE2_25990.3, SHAE2_25990.4, SHAE2_25990.1, SHAE2_25990.2
OG0001352	EWB00_007051.1, EWB00_007051.2	SHAE2_26300.2, SHAE2_26300.3, SHAE2_26300.4, SHAE2_26300.5, SHAE2_26300.1, SHAE2_26300.6
OG0001353	EWB00_005902.1, EWB00_005902.2, EWB00_005902.3	SHAE2_66820.7, SHAE2_66820.8, SHAE2_66820.2, SHAE2_66820.4, SHAE2_66820.5, SHAE2_66820.6, SHAE2_66820.3, SHAE2_66820.1
OG0001354	EWB00_009879.1, EWB00_009879.2	SHAE2_68860.1, SHAE2_68860.2, SHAE2_68860.3
OG0001355	EWB00_003862.3, EWB00_003862.1, EWB00_003862.2	SHAE2_63600.2, SHAE2_63600.5, SHAE2_63600.3, SHAE2_63600.4, SHAE2_63600.1
OG0001356	EWB00_002725	SHAE2_76530.2, SHAE2_76530.1
OG0001357	EWB00_006165	SHAE2_42370.3, SHAE2_42370.1, SHAE2_42370.2
OG0001358	EWB00_001067.1, EWB00_001067.2, EWB00_001067.4, EWB00_001067.3	SHAE2_93970.1, SHAE2_93970.2, SHAE2_93970.3, SHAE2_93970.4
OG0001359	EWB00_006603	SHAE2_77300.1
OG0001361	EWB00_003304	SHAE2_30840.1, SHAE2_30840.2, SHAE2_30840.3, SHAE2_30840.4
OG0001362	EWB00_002884.1, EWB00_002884.2	SHAE2_32890.3, SHAE2_32890.1, SHAE2_32890.2
OG0001363	EWB00_001426.2, EWB00_001426.1	SHAE2_100330.1, SHAE2_100330.4, SHAE2_100330.2, SHAE2_100330.3
OG0001364	EWB00_001353	SHAE2_90340.1
OG0001365	EWB00_007381	SHAE2_82450.2, SHAE2_82450.1
OG0001366	EWB00_005408.1, EWB00_005408.2	SHAE2_56580.2, SHAE2_56580.1, SHAE2_56580.3
OG0001367	EWB00_004799.3, EWB00_004799.1, EWB00_004799.2	SHAE2_100910.1
OG0001368	EWB00_006451.3, EWB00_006451.4, EWB00_006451.1, EWB00_006451.2	SHAE2_20160.1
OG0001369	EWB00_011378.1, EWB00_011378.2, EWB00_011378.3	SHAE2_94630.7, SHAE2_94630.3, SHAE2_94630.4, SHAE2_94630.6, SHAE2_94630.1, SHAE2_94630.2, SHAE2_94630.5
OG0001370	EWB00_002230, EWB00_002234	SHAE2_62460.1, SHAE2_62460.3, SHAE2_62460.4, SHAE2_62460.6, SHAE2_62460.2, SHAE2_62460.5
OG0001371	EWB00_004314.2, EWB00_004314.4, EWB00_004314.5, EWB00_004314.3, EWB00_004314.1	SHAE2_39320.3, SHAE2_39320.1, SHAE2_39320.2, SHAE2_39320.4
OG0001372	EWB00_001272, EWB00_005599.1, EWB00_005599.4, EWB00_001273, EWB00_005599.3, EWB00_005599.2	SHAE2_40090.6, SHAE2_40090.4, SHAE2_40090.3, SHAE2_40090.2, SHAE2_40090.1, SHAE2_40090.5
OG0001373	EWB00_001922, EWB00_007903.2, EWB00_007903.1, EWB00_007903.3	SHAE2_2750.4, SHAE2_2750.1, SHAE2_2750.2, SHAE2_2750.5, SHAE2_2750.3
OG0001374	EWB00_011328	SHAE2_64910.1, SHAE2_64910.2
OG0001375	EWB00_002001	SHAE2_81720.1, SHAE2_81720.2
OG0001377	EWB00_009170	SHAE2_66300.1, SHAE2_66300.3, SHAE2_66300.2, SHAE2_66300.4, SHAE2_66300.5, SHAE2_66300.6
OG0001378	EWB00_007333.5, EWB00_007333.3, EWB00_007333.4, EWB00_007333.1, EWB00_007333.2, EWB00_007333.6	SHAE2_3800.1
OG0001379	EWB00_008653	SHAE2_74500.1
OG0001380	EWB00_000503.1, EWB00_000503.2	SHAE2_63290.2, SHAE2_63290.3, SHAE2_63290.1, SHAE2_63290.4
OG0001381	EWB00_004538	SHAE2_77720.1
OG0001382	EWB00_005035.1, EWB00_005035.2	SHAE2_28940.1
OG0001383	EWB00_009013, EWB00_009014	SHAE2_4650.1, SHAE2_4650.2
OG0001384	EWB00_009445.3, EWB00_009445.4, EWB00_009445.2, EWB00_009445.1	SHAE2_93050.1, SHAE2_93050.2
OG0001385	EWB00_001547	SHAE2_25610.1, SHAE2_25610.2, SHAE2_25610.4, SHAE2_25610.3
OG0001386	EWB00_004901, EWB00_004900	SHAE2_46970.1
OG0001387	EWB00_008055	SHAE2_92100.1, SHAE2_92100.2, SHAE2_92100.3, SHAE2_92100.4, SHAE2_92100.5
OG0001388	EWB00_009408	SHAE2_13380.1, SHAE2_13380.3, SHAE2_13380.2
OG0001389	EWB00_000171	SHAE2_49030.1
OG0001390	EWB00_004599	SHAE2_42700.1, SHAE2_42700.2, SHAE2_42700.3, SHAE2_42700.4
OG0001391	EWB00_003387.2, EWB00_003387.3, EWB00_003387.1	SHAE2_37390.1
OG0001392	EWB00_007691	SHAE2_14380.1, SHAE2_14380.2, SHAE2_14380.3
OG0001393	EWB00_003130	SHAE2_18290.1
OG0001393	EWB00_003131	SHAE2_18280.1, SHAE2_18280.2
OG0001394	EWB00_010972.1, EWB00_010972.2	SHAE2_80700.4, SHAE2_80700.3, SHAE2_80700.2, SHAE2_80700.1, SHAE2_80700.5, SHAE2_48400.1
OG0001395	EWB00_004458	SHAE2_93900.1, SHAE2_93900.2
OG0001395	EWB00_000296.4, EWB00_000296.1, EWB00_000296.2, EWB00_000296.3	SHAE2_27950.1
OG0001396	EWB00_010769	SHAE2_51080.3, SHAE2_51080.1, SHAE2_51080.2
OG0001397	EWB00_007740	SHAE2_66480.2, SHAE2_66480.1
OG0001398	EWB00_009382.5, EWB00_009382.2, EWB00_009382.3, EWB00_009382.4, EWB00_009382.1	SHAE2_13140.1
OG0001399	EWB00_008572	SHAE2_97290.3, SHAE2_97290.4, SHAE2_97300.1, SHAE2_97310.1, SHAE2_97290.2, SHAE2_97290.1
OG0001400	EWB00_000847	SHAE2_85470.1, SHAE2_85470.2, SHAE2_85470.5, SHAE2_85470.4, SHAE2_85470.3
OG0001401	EWB00_008415, EWB00_008414	SHAE2_53930.1, SHAE2_53920.1
OG0001402	EWB00_005115.1, EWB00_005115.2, EWB00_005115.3, EWB00_005115.6, EWB00_005115.4, EWB00_005115.5	SHAE2_28290.1
OG0001403	EWB00_002225	SHAE2_58290.1
OG0001404	EWB00_010350.1, EWB00_010350.2	SHAE2_21740.1
OG0001405	EWB00_002914	SHAE2_36300.1
OG0001406	EWB00_009121.2, EWB00_009121.3, EWB00_009121.4, EWB00_009121.5, EWB00_009121.1, EWB00_009121.7, EWB00_009121.6	SHAE2_31510.1
OG0001407	EWB00_004502	SHAE2_90100.1, SHAE2_90050.1
OG0001408	EWB00_006991	SHAE2_26600.1
OG0001408	EWB00_006989.1, EWB00_006989.2, EWB00_006989.3	SHAE2_26580.1, SHAE2_26580.2
OG0001409	EWB00_007601	SHAE2_52890.2, SHAE2_52890.4, SHAE2_52890.3, SHAE2_52890.1, SHAE2_52890.5
OG0001410	EWB00_008363.1, EWB00_008363.2, EWB00_008362.3, EWB00_008362.1, EWB00_008362.2	SHAE2_37790.1, SHAE2_37780.1
OG0001411	EWB00_003306.1, EWB00_003306.2, EWB00_003306.3	SHAE2_30820.1
OG0001412	EWB00_003296.1, EWB00_003296.2	SHAE2_30910.1
OG0001413	EWB00_003030.1, EWB00_003030.2	SHAE2_99590.1, SHAE2_99590.2
OG0001414	EWB00_004847	SHAE2_4850.3, SHAE2_4850.4, SHAE2_4850.6, SHAE2_4850.1, SHAE2_4850.5, SHAE2_4850.2, SHAE2_4850.9, SHAE2_4850.8, SHAE2_4850.7
OG0001415	EWB00_004624	SHAE2_33620.4, SHAE2_33620.1, SHAE2_33620.2, SHAE2_33620.3
OG0001416	EWB00_009367.2, EWB00_009367.1	SHAE2_16390.1
OG0001417	EWB00_000686.1, EWB00_000686.2	SHAE2_14130.6, SHAE2_14130.3, SHAE2_14130.4, SHAE2_14130.5, SHAE2_14130.2, SHAE2_14130.1
OG0001418	EWB00_010214.2, EWB00_010214.1, EWB00_010214.3, EWB00_010214.4, EWB00_010214.5	SHAE2_180.1, SHAE2_180.2
OG0001420	EWB00_001481.1, EWB00_001481.2, EWB00_001481.3	SHAE2_86810.1
OG0001421	EWB00_004354	SHAE2_39720.3, SHAE2_39720.4, SHAE2_39720.2, SHAE2_39720.5, SHAE2_39720.1, SHAE2_39720.6
OG0001422	EWB00_001374.1, EWB00_001374.2	SHAE2_79510.6, SHAE2_79510.1, SHAE2_79510.3, SHAE2_79510.4, SHAE2_79510.7, SHAE2_79510.5, SHAE2_79510.9, SHAE2_79510.2, SHAE2_79510.8
OG0001423	EWB00_003255	SHAE2_13060.1
OG0001424	EWB00_005772.2, EWB00_005772.5, EWB00_005772.1, EWB00_005772.6, EWB00_005772.3, EWB00_005772.4	SHAE2_11260.2, SHAE2_11260.1
OG0001425	EWB00_000266.1, EWB00_000266.2, EWB00_000266.3, EWB00_000266.4	SHAE2_27770.1, SHAE2_27770.3, SHAE2_27770.4, SHAE2_27770.2
OG0001426	EWB00_011239.2, EWB00_011239.1, EWB00_011239.3	SHAE2_6760.1, SHAE2_6760.2
OG0001427	EWB00_004103	SHAE2_28300.1
OG0001428	EWB00_004240	SHAE2_102430.10, SHAE2_102430.8, SHAE2_102430.11, SHAE2_102430.1, SHAE2_102430.2, SHAE2_102430.5, SHAE2_102430.6, SHAE2_102430.7, SHAE2_102430.9, SHAE2_102430.3, SHAE2_102430.4
OG0001429	EWB00_010670.1, EWB00_010670.2	SHAE2_56280.1
OG0001430	EWB00_002214	SHAE2_58400.1
OG0001430	EWB00_002215	SHAE2_58380.1, SHAE2_58390.1
OG0001431	EWB00_010501.6, EWB00_010501.4, EWB00_010501.5, EWB00_010501.1, EWB00_010501.3, EWB00_010501.2	SHAE2_69640.1, SHAE2_69640.3, SHAE2_69640.2, SHAE2_69640.4
OG0001432	EWB00_002429.1, EWB00_002429.2	SHAE2_23910.1
OG0001433	EWB00_006443	SHAE2_22540.5, SHAE2_22540.3, SHAE2_22540.2, SHAE2_22540.4, SHAE2_22540.1
OG0001434	EWB00_003352, EWB00_003353	SHAE2_100570.2, SHAE2_100570.4, SHAE2_100570.5, SHAE2_100570.1, SHAE2_100570.3
OG0001435	EWB00_001419, EWB00_001418	SHAE2_81750.3, SHAE2_81750.4, SHAE2_81750.2, SHAE2_81750.1
OG0001436	EWB00_004555.1, EWB00_004555.2, EWB00_004555.3, EWB00_004555.4	SHAE2_82160.1
OG0001437	EWB00_005353	SHAE2_53310.1
OG0001437	EWB00_002165	SHAE2_57800.1
OG0001438	EWB00_001046.1, EWB00_001046.3, EWB00_001046.2	SHAE2_21180.3, SHAE2_21180.4, SHAE2_21180.5, SHAE2_21180.1, SHAE2_21180.2, SHAE2_21180.6
OG0001439	EWB00_007162.1, EWB00_007162.2	SHAE2_80240.1, SHAE2_80240.3, SHAE2_80240.4, SHAE2_80240.2
OG0001440	EWB00_001292	SHAE2_40240.1, SHAE2_40240.3, SHAE2_40240.2, SHAE2_40240.4
OG0001441	EWB00_001887.1, EWB00_001887.2, EWB00_001887.3, EWB00_001887.4, EWB00_001887.5, EWB00_001891.4, EWB00_001891.6, EWB00_001891.2, EWB00_001891.3, EWB00_001891.5, EWB00_001891.1	SHAE2_95460.1
OG0001442	EWB00_007731	SHAE2_66550.1, SHAE2_66550.4, SHAE2_66550.3, SHAE2_66550.2
OG0001443	EWB00_008501.2, EWB00_008501.1, EWB00_008501.4, EWB00_008501.3	SHAE2_21610.1
OG0001444	EWB00_004974.1, EWB00_004974.3, EWB00_004974.2, EWB00_004974.4	SHAE2_77140.1, SHAE2_77140.2
OG0001445	EWB00_003448.1, EWB00_003448.2	SHAE2_78150.2, SHAE2_78150.1
OG0001446	EWB00_010796	SHAE2_47590.1, SHAE2_47600.1, SHAE2_47610.1, SHAE2_47620.1
OG0001447	EWB00_010576.1, EWB00_010576.2	SHAE2_84260.1
OG0001447	EWB00_010579	SHAE2_84250.1
OG0001448	EWB00_010570	SHAE2_84240.1
OG0001449	EWB00_002956	SHAE2_35990.7, SHAE2_35990.8, SHAE2_35990.4, SHAE2_35990.2, SHAE2_35990.3, SHAE2_35990.5, SHAE2_35990.1, SHAE2_35990.6
OG0001450	EWB00_000063.4, EWB00_000063.6, EWB00_000063.1, EWB00_000063.2, EWB00_000063.3, EWB00_000063.5	SHAE2_19350.3, SHAE2_19350.7, SHAE2_19350.1, SHAE2_19350.2, SHAE2_19350.4, SHAE2_19350.5, SHAE2_19350.6
OG0001454	EWB00_008794.3, EWB00_008794.1, EWB00_008794.2, EWB00_008794.4, EWB00_008794.5	SHAE2_87080.4, SHAE2_87080.6, SHAE2_87080.1, SHAE2_87080.2, SHAE2_87080.3, SHAE2_87080.5
OG0001455	EWB00_006672	SHAE2_102220.1, SHAE2_102220.2, SHAE2_102220.3, SHAE2_102220.4, SHAE2_102220.5, SHAE2_99850.1, SHAE2_99850.2, SHAE2_99850.3, SHAE2_99850.4
OG0001456	EWB00_009329.2, EWB00_009329.4, EWB00_009329.1, EWB00_009329.3	SHAE2_73190.2, SHAE2_73190.1
OG0001457	EWB00_006287	SHAE2_5780.3, SHAE2_5780.1, SHAE2_5780.2
OG0001458	EWB00_005995	SHAE2_32440.1, SHAE2_32440.2, SHAE2_32440.3
OG0001459	EWB00_003190	SHAE2_61050.1, SHAE2_61050.2, SHAE2_61050.3, SHAE2_61040.1
OG0001460	EWB00_004279	SHAE2_38920.3, SHAE2_38920.2, SHAE2_38920.1, SHAE2_38920.5, SHAE2_38920.4
OG0001461	EWB00_010024.2, EWB00_010024.3, EWB00_010024.1, EWB00_010024.4	SHAE2_30540.1, SHAE2_30540.2, SHAE2_30540.3
OG0001462	EWB00_005942.4, EWB00_005942.7, EWB00_005942.3, EWB00_005942.6, EWB00_005942.8, EWB00_005942.9, EWB00_005942.10, EWB00_005942.2, EWB00_005942.1, EWB00_005942.5	SHAE2_61520.3, SHAE2_61520.1, SHAE2_61520.2
OG0001463	EWB00_003859	SHAE2_63550.1, SHAE2_63570.1, SHAE2_63550.2
OG0001464	EWB00_005411	SHAE2_56550.2, SHAE2_56550.1
OG0001465	EWB00_001179.1, EWB00_001179.2, EWB00_001179.3	SHAE2_79730.4, SHAE2_79730.6, SHAE2_79730.5, SHAE2_79730.1, SHAE2_79730.2, SHAE2_79730.3
OG0001466	EWB00_006339.1, EWB00_006339.2, EWB00_006339.3, EWB00_006339.4	SHAE2_5560.1, SHAE2_5560.2, SHAE2_5560.3
OG0001467	EWB00_000404.4, EWB00_000404.1, EWB00_000404.2, EWB00_000404.3	SHAE2_67070.3, SHAE2_67070.4, SHAE2_67070.1, SHAE2_67070.2
OG0001468	EWB00_000106	SHAE2_5190.6, SHAE2_5190.2, SHAE2_5190.1, SHAE2_5190.3, SHAE2_5190.5, SHAE2_5190.4
OG0001469	EWB00_001504	SHAE2_86670.1
OG0001470	EWB00_009880.1, EWB00_009880.2	SHAE2_68850.1
OG0001471	EWB00_000232, EWB00_000231, EWB00_000235	SHAE2_64620.1, SHAE2_64610.1
OG0001472	EWB00_004700	SHAE2_68740.4, SHAE2_68740.1, SHAE2_68740.2, SHAE2_68740.3
OG0001473	EWB00_011064.1, EWB00_011064.3, EWB00_011064.2	SHAE2_78460.1
OG0001474	EWB00_003899	SHAE2_43400.2, SHAE2_43400.3, SHAE2_43400.4, SHAE2_43400.1
OG0001475	EWB00_002159.1, EWB00_002159.2, EWB00_002159.3	SHAE2_57750.3, SHAE2_57750.7, SHAE2_57750.1, SHAE2_57750.4, SHAE2_57750.5, SHAE2_57750.2, SHAE2_57750.6
OG0001476	EWB00_009089, EWB00_009090	SHAE2_10300.4, SHAE2_10300.1, SHAE2_10300.2, SHAE2_10300.3
OG0001477	EWB00_008376.5, EWB00_008376.1, EWB00_008376.3, EWB00_008376.2, EWB00_008376.4	SHAE2_59330.1, SHAE2_59330.2
OG0001478	EWB00_011273, EWB00_002424.2, EWB00_002424.1, EWB00_002424.3	SHAE2_23960.1, SHAE2_23960.2, SHAE2_23960.6, SHAE2_23960.4, SHAE2_23960.3, SHAE2_23960.5
OG0001479	EWB00_010375.1, EWB00_010375.2	SHAE2_11550.1
OG0001480	EWB00_004676	SHAE2_12630.2, SHAE2_12630.1, SHAE2_12630.3, SHAE2_12630.4
OG0001481	EWB00_010804	SHAE2_50860.1
OG0001482	EWB00_000369	SHAE2_97850.1, SHAE2_97850.2
OG0001483	EWB00_007364.1, EWB00_007364.2, EWB00_007364.3	SHAE2_76010.3, SHAE2_76010.4, SHAE2_76010.1, SHAE2_76010.2
OG0001484	EWB00_007567.2, EWB00_007567.1, EWB00_007567.3, EWB00_007567.4	SHAE2_24940.1, SHAE2_24940.2, SHAE2_24940.3
OG0001485	EWB00_001745.1, EWB00_001745.2, EWB00_001745.3, EWB00_001745.4, EWB00_001745.5	SHAE2_36690.1, SHAE2_36690.2
OG0001486	EWB00_010654	SHAE2_56120.1
OG0001487	EWB00_001107.1, EWB00_001107.2, EWB00_001107.3	SHAE2_26880.2, SHAE2_26880.4, SHAE2_26880.3, SHAE2_26880.5, SHAE2_26880.1, SHAE2_26880.6, SHAE2_26880.7, SHAE2_25920.1
OG0001488	EWB00_004266	SHAE2_38780.1
OG0001488	EWB00_004796	SHAE2_100940.1
OG0001489	EWB00_000255.1, EWB00_000255.2, EWB00_000255.3	SHAE2_27700.1, SHAE2_27700.2
OG0001490	EWB00_002584	SHAE2_33820.1
OG0001491	EWB00_006325.1, EWB00_006325.2	SHAE2_6130.1, SHAE2_6130.3, SHAE2_6130.2
OG0001492	EWB00_010698	SHAE2_51720.1, SHAE2_51740.1, SHAE2_51730.1
OG0001493	EWB00_000174	SHAE2_48990.1
OG0001495	EWB00_008592.1, EWB00_008592.2	SHAE2_8150.1, SHAE2_8150.2, SHAE2_8150.3, SHAE2_8150.5, SHAE2_8150.7, SHAE2_8150.4, SHAE2_8150.6
OG0001496	EWB00_007183.1, EWB00_007183.2, EWB00_007183.3	SHAE2_80320.1, SHAE2_80320.2
OG0001497	EWB00_003402	SHAE2_37260.1, SHAE2_37260.2, SHAE2_37260.3
OG0001498	EWB00_009904	SHAE2_48300.3, SHAE2_48300.4, SHAE2_48300.5, SHAE2_48300.2, SHAE2_48300.1
OG0001499	EWB00_005585	SHAE2_68610.2, SHAE2_68610.3, SHAE2_68610.4, SHAE2_68610.1
OG0001500	EWB00_003991.3, EWB00_003991.1, EWB00_003991.2	SHAE2_70670.2, SHAE2_70670.1
OG0001501	EWB00_007411	SHAE2_98160.1
OG0001502	EWB00_010230	SHAE2_920.1
OG0001503	EWB00_006507.1, EWB00_006507.2, EWB00_006507.3, EWB00_006507.4, EWB00_006507.5	SHAE2_54960.1, SHAE2_54960.2
OG0001504	EWB00_007101.2, EWB00_007101.3, EWB00_007101.6, EWB00_007101.7, EWB00_007101.4, EWB00_007101.5, EWB00_007101.1	SHAE2_67590.1
OG0001505	EWB00_005893	SHAE2_98710.1, SHAE2_98710.3, SHAE2_98700.2, SHAE2_98700.1, SHAE2_98710.2
OG0001506	EWB00_009392.1, EWB00_009392.2	SHAE2_16110.1
OG0001507	EWB00_006823	SHAE2_55450.2, SHAE2_55450.4, SHAE2_55450.1, SHAE2_55450.3, SHAE2_55450.5, SHAE2_55450.6
OG0001508	EWB00_009523	SHAE2_41790.4, SHAE2_41790.8, SHAE2_41790.10, SHAE2_41790.9, SHAE2_41790.2, SHAE2_41790.3, SHAE2_41790.5, SHAE2_41790.6, SHAE2_41790.7, SHAE2_41790.1
OG0001509	EWB00_010948	SHAE2_80510.1, SHAE2_80510.2
OG0001510	EWB00_008757.1, EWB00_008757.3, EWB00_008757.4, EWB00_008757.2	SHAE2_44640.1
OG0001511	EWB00_010906.1, EWB00_010906.2, EWB00_010906.3, EWB00_010906.4	SHAE2_34050.1, SHAE2_34050.3, SHAE2_34050.2, SHAE2_34050.4, SHAE2_34050.5, SHAE2_34050.6, SHAE2_34050.7, SHAE2_34050.8
OG0001512	EWB00_007373	SHAE2_75920.1, SHAE2_75920.3, SHAE2_75920.2
OG0001514	EWB00_003846.1, EWB00_003846.2	SHAE2_2000.3, SHAE2_2000.1, SHAE2_2000.2
OG0001515	EWB00_009461	SHAE2_2640.1, SHAE2_11090.1, SHAE2_11090.2, SHAE2_11090.3, SHAE2_61320.1
OG0001516	EWB00_010316.1, EWB00_010316.2	SHAE2_23430.1
OG0001516	EWB00_010314.3, EWB00_010314.4, EWB00_010314.2	SHAE2_23460.1
OG0001517	EWB00_010873.3, EWB00_010873.1, EWB00_010873.2, EWB00_010873.4	SHAE2_29770.1, SHAE2_29770.4, SHAE2_29770.2, SHAE2_29770.3
OG0001518	EWB00_007187	SHAE2_80370.3, SHAE2_80370.1, SHAE2_80370.2, SHAE2_80370.4, SHAE2_80370.5
OG0001519	EWB00_007156, EWB00_007158.1, EWB00_007158.2, EWB00_007158.3	SHAE2_80200.7, SHAE2_80200.2, SHAE2_80200.3, SHAE2_80200.4, SHAE2_80200.6, SHAE2_80200.1, SHAE2_80200.5
OG0001520	EWB00_008664.1, EWB00_008664.4, EWB00_008664.2, EWB00_008664.3	SHAE2_10410.1, SHAE2_10410.2, SHAE2_10410.4, SHAE2_10410.3
OG0001521	EWB00_011168.1, EWB00_011168.2	SHAE2_58120.1
OG0001522	EWB00_000808.4, EWB00_000808.3, EWB00_000808.1, EWB00_000808.2	SHAE2_11760.1, SHAE2_11760.2
OG0001523	EWB00_008071	SHAE2_51840.1, SHAE2_51840.3, SHAE2_51840.2, SHAE2_51840.4
OG0001524	EWB00_008943.2, EWB00_008943.1, EWB00_008943.4, EWB00_008943.3	SHAE2_86280.1, SHAE2_86280.2, SHAE2_86280.4, SHAE2_86280.5, SHAE2_86280.3, SHAE2_86280.6, SHAE2_86280.7
OG0001525	EWB00_001725	SHAE2_36580.1, SHAE2_36580.3, SHAE2_36580.5, SHAE2_36580.2, SHAE2_36580.4
OG0001527	EWB00_000712, EWB00_004948	SHAE2_94690.3, SHAE2_94690.1, SHAE2_94690.2
OG0001528	EWB00_006389	SHAE2_45750.1
OG0001529	EWB00_011254.1, EWB00_011254.2	SHAE2_62920.1
OG0001530	EWB00_002535.1, EWB00_009946, EWB00_002535.2, EWB00_002535.3	SHAE2_49890.2, SHAE2_49890.1, SHAE2_49890.3, SHAE2_49890.4
OG0001531	EWB00_002439.3, EWB00_002439.2, EWB00_002439.4, EWB00_002439.1	SHAE2_18700.1, SHAE2_18700.2, SHAE2_18700.3, SHAE2_18700.4, SHAE2_18700.5, SHAE2_18700.6
OG0001532	EWB00_007573.1, EWB00_007573.2	SHAE2_3460.1
OG0001533	EWB00_010521	SHAE2_62710.2, SHAE2_62710.1, SHAE2_62710.3, SHAE2_62710.5, SHAE2_62710.4
OG0001534	EWB00_011036.1, EWB00_011036.2	SHAE2_78830.2, SHAE2_78830.6, SHAE2_78830.1, SHAE2_78830.3, SHAE2_78830.4, SHAE2_78830.5
OG0001535	EWB00_006942	SHAE2_92490.10, SHAE2_92490.6, SHAE2_92490.2, SHAE2_92490.4, SHAE2_92490.1, SHAE2_92490.11, SHAE2_92490.9, SHAE2_92490.7, SHAE2_92490.8, SHAE2_92490.3, SHAE2_92490.5
