Orthogroup	schistosoma_japonicum	schistosoma_mattheei
OG0001560	EWB00_007132.1, EWB00_007132.2, EWB00_007132.3	SMTH1_70250.1, SMTH1_70250.4, SMTH1_70250.5, SMTH1_70250.2, SMTH1_70250.3
OG0001562	EWB00_001403, EWB00_001401	SMTH1_83140.1, SMTH1_83150.1, SMTH1_83150.2, SMTH1_83150.3
OG0001563	EWB00_001576	SMTH1_48730.1, SMTH1_48730.2, SMTH1_48730.3, SMTH1_48730.5, SMTH1_48730.6, SMTH1_48730.4
OG0001564	EWB00_008720, EWB00_008721	SMTH1_54720.1, SMTH1_54730.1
OG0001565	EWB00_003657.1, EWB00_003657.3, EWB00_003657.4, EWB00_003657.2	SMTH1_72140.1, SMTH1_72140.2, SMTH1_72140.4, SMTH1_72140.3
OG0001566	EWB00_003963.2, EWB00_003963.1, EWB00_003963.3	SMTH1_70100.1, SMTH1_70110.1
OG0001567	EWB00_008254.1, EWB00_008254.2	SMTH1_86300.1, SMTH1_86300.2
OG0001568	EWB00_009895, EWB00_010378	SMTH1_89290.3, SMTH1_89290.2, SMTH1_89290.1, SMTH1_89290.4
OG0001569	EWB00_002399, EWB00_002400	SMTH1_24670.1, SMTH1_24670.2, SMTH1_24670.3, SMTH1_24670.4
OG0001570	EWB00_000946.4, EWB00_000946.1, EWB00_000946.3, EWB00_000946.2	SMTH1_78710.1
OG0001571	EWB00_010226	SMTH1_900.1, SMTH1_890.1
OG0001571	EWB00_008986	SMTH1_7380.1
OG0001572	EWB00_003961	SMTH1_70140.1
OG0001573	EWB00_005049.1, EWB00_005049.2, EWB00_005049.3	SMTH1_29360.1
OG0001574	EWB00_001475.1, EWB00_001475.2, EWB00_001475.3	SMTH1_39130.1
OG0001575	EWB00_008443, EWB00_009866, EWB00_009867, EWB00_009869, EWB00_009868, EWB00_008442	SMTH1_13060.1, SMTH1_13070.1
OG0001576	EWB00_004468	SMTH1_98140.1
OG0001577	EWB00_000631	SMTH1_32210.1, SMTH1_32210.2
OG0001578	EWB00_003565	SMTH1_62640.1
OG0001579	EWB00_000084	SMTH1_18730.1
OG0001580	EWB00_003247	SMTH1_46850.1, SMTH1_46860.1
OG0001581	EWB00_001247.1, EWB00_001247.2, EWB00_001247.6, EWB00_001247.4, EWB00_001247.3, EWB00_001247.5, EWB00_001247.7	SMTH1_87470.1
OG0001582	EWB00_007839.2, EWB00_007839.3, EWB00_007839.4, EWB00_007839.5, EWB00_007839.6, EWB00_007839.7, EWB00_007839.8, EWB00_007839.10, EWB00_007839.11, EWB00_007839.12, EWB00_007839.13, EWB00_007839.14, EWB00_007839.9, EWB00_007839.1	SMTH1_62240.1
OG0001583	EWB00_008305	SMTH1_46730.1, SMTH1_46740.1
OG0001584	EWB00_003372.1, EWB00_003372.2	SMTH1_38550.3, SMTH1_38550.1, SMTH1_38550.2
OG0001585	EWB00_003931	SMTH1_44790.1
OG0001586	EWB00_000604	SMTH1_19790.1
OG0001587	EWB00_001056.2, EWB00_001056.4, EWB00_001056.1, EWB00_001056.3	SMTH1_20810.1
OG0001588	EWB00_000393.4, EWB00_000393.3, EWB00_000393.2, EWB00_000393.1, EWB00_000393.5	SMTH1_69850.1, SMTH1_69850.2, SMTH1_69850.3, SMTH1_69850.4
OG0001589	EWB00_001764, EWB00_001763	SMTH1_37820.1
OG0001590	EWB00_000529.1, EWB00_000529.2	SMTH1_77120.1
OG0001591	EWB00_001817, EWB00_001818	SMTH1_107060.1, SMTH1_107050.1
OG0001592	EWB00_005480.1, EWB00_005480.2, EWB00_005480.3	SMTH1_20630.1, SMTH1_20630.3, SMTH1_20630.2
OG0001593	EWB00_011133.1, EWB00_011133.2	SMTH1_68250.1, SMTH1_68240.1
OG0001594	EWB00_004309.1, EWB00_004309.2	SMTH1_40260.1, SMTH1_40260.2, SMTH1_40260.3
OG0001595	EWB00_010479	SMTH1_72900.2, SMTH1_72900.1, SMTH1_72900.3, SMTH1_72900.6, SMTH1_72900.4, SMTH1_72900.5
OG0001596	EWB00_007492	SMTH1_89100.1, SMTH1_89110.1
OG0001597	EWB00_004539.1, EWB00_004539.2	SMTH1_81560.2, SMTH1_81560.3, SMTH1_81560.1
OG0001598	EWB00_004044.2, EWB00_004044.3, EWB00_004044.4, EWB00_004044.6, EWB00_004044.5, EWB00_004044.1	SMTH1_50970.1
OG0001599	EWB00_003665	SMTH1_77640.1
OG0001600	EWB00_006003.1, EWB00_006003.2, EWB00_006003.3, EWB00_006003.5, EWB00_006003.4	SMTH1_33330.1
OG0001601	EWB00_000474	SMTH1_73620.1
OG0001602	EWB00_002672.1, EWB00_002672.2	SMTH1_14980.1, SMTH1_14980.2, SMTH1_14990.1
OG0001604	EWB00_001111	SMTH1_27360.1
OG0001605	EWB00_004822	SMTH1_17350.1
OG0001606	EWB00_007547.1, EWB00_007547.2, EWB00_007547.3, EWB00_007547.4	SMTH1_25510.1, SMTH1_25490.1, SMTH1_25500.1
OG0001607	EWB00_003884.1, EWB00_003884.3, EWB00_003884.2, EWB00_003884.4, EWB00_003884.5	SMTH1_77190.4, SMTH1_77190.1, SMTH1_77190.2, SMTH1_77190.3, SMTH1_77190.5
OG0001608	EWB00_006512	SMTH1_57560.1
OG0001609	EWB00_007367.7, EWB00_007367.5, EWB00_007367.2, EWB00_007367.3, EWB00_007367.4, EWB00_007367.1, EWB00_007367.6	SMTH1_79650.1, SMTH1_79650.2, SMTH1_79650.3
OG0001610	EWB00_004368	SMTH1_40830.1
OG0001611	EWB00_011295	SMTH1_67180.1
OG0001612	EWB00_005638.1, EWB00_005638.2	SMTH1_1850.1
OG0001613	EWB00_011053.1, EWB00_011053.2, EWB00_011053.3	SMTH1_82450.1
OG0001614	EWB00_003941	SMTH1_44640.1, SMTH1_44630.1
OG0001615	EWB00_003940	SMTH1_44660.1
OG0001616	EWB00_009486	SMTH1_11840.1
OG0001617	EWB00_009311.1, EWB00_009311.2	SMTH1_60460.1
OG0001618	EWB00_006198.1, EWB00_006198.2	SMTH1_43480.1
OG0001619	EWB00_008116.1, EWB00_008116.2	SMTH1_60340.1
OG0001620	EWB00_001728	SMTH1_37580.1
OG0001621	EWB00_010220	SMTH1_960.1
OG0001622	EWB00_004499.1, EWB00_004499.2	SMTH1_94020.1, SMTH1_93990.1, SMTH1_93990.2
OG0001623	EWB00_008598.2, EWB00_008598.1, EWB00_008598.3	SMTH1_8550.2, SMTH1_8550.1, SMTH1_8550.3
OG0001624	EWB00_001583.1, EWB00_001583.2, EWB00_001583.3	SMTH1_45770.1, SMTH1_45780.1
OG0001625	EWB00_003330	SMTH1_69770.1
OG0001626	EWB00_003418.1, EWB00_003418.2	SMTH1_35930.2, SMTH1_35930.3
OG0001627	EWB00_006592.1, EWB00_006592.2, EWB00_006592.3	SMTH1_80960.2, SMTH1_80960.1, SMTH1_80960.3
OG0001628	EWB00_003126.2, EWB00_003126.1, EWB00_003126.3, EWB00_003126.5, EWB00_003126.4, EWB00_003126.6	SMTH1_18030.1, SMTH1_18030.2, SMTH1_18030.3, SMTH1_18030.4, SMTH1_18030.5, SMTH1_18030.6
OG0001629	EWB00_004656.1, EWB00_004656.2, EWB00_004656.4, EWB00_004656.5, EWB00_004656.6, EWB00_004656.3	SMTH1_2460.1, SMTH1_2460.2
OG0001631	EWB00_001898.1, EWB00_001898.2	SMTH1_99830.1, SMTH1_99840.1
OG0001632	EWB00_005797	SMTH1_74650.1, SMTH1_74650.2, SMTH1_74650.3
OG0001633	EWB00_004781.3, EWB00_004781.1, EWB00_004781.2	SMTH1_105180.1
OG0001634	EWB00_007518	SMTH1_96890.1, SMTH1_96890.2
OG0001635	EWB00_006335	SMTH1_5780.4, SMTH1_5780.1, SMTH1_5780.2, SMTH1_5780.3
OG0001636	EWB00_001392.2, EWB00_001392.3, EWB00_001392.1, EWB00_001392.4	SMTH1_83240.1, SMTH1_83240.5, SMTH1_83240.6, SMTH1_83240.2, SMTH1_83240.7, SMTH1_83240.3, SMTH1_83240.4
OG0001637	EWB00_003455.3, EWB00_003455.1, EWB00_003455.2	SMTH1_64600.1
OG0001639	EWB00_002443	SMTH1_18400.1, SMTH1_18400.2, SMTH1_18430.1
OG0001639	EWB00_002442	SMTH1_18440.1
OG0001640	EWB00_002491.1, EWB00_002491.2	SMTH1_22670.2, SMTH1_22670.1, SMTH1_22670.6, SMTH1_22670.7, SMTH1_22670.3, SMTH1_22670.4, SMTH1_22670.5
OG0001641	EWB00_001978.1, EWB00_001978.2	SMTH1_98580.1, SMTH1_98590.1
OG0001642	EWB00_009266	SMTH1_77000.1, SMTH1_107680.1, SMTH1_107300.1
OG0001643	EWB00_003874	SMTH1_66330.1
OG0001644	EWB00_008738.1, EWB00_008738.2, EWB00_008738.3, EWB00_008738.4, EWB00_008738.5, EWB00_008738.6, EWB00_008738.7	SMTH1_54840.1, SMTH1_54840.2, SMTH1_54840.3
OG0001645	EWB00_005858	SMTH1_105640.1, SMTH1_105620.1, SMTH1_105630.1
OG0001646	EWB00_007841.1, EWB00_007841.2	SMTH1_61920.3, SMTH1_61920.2, SMTH1_61920.1
OG0001647	EWB00_008760.3, EWB00_008760.1, EWB00_008760.2	SMTH1_46620.1
OG0001648	EWB00_007501	SMTH1_89030.1
OG0001649	EWB00_003693, EWB00_005061	SMTH1_15510.2, SMTH1_15510.6, SMTH1_15510.4, SMTH1_15510.1, SMTH1_15510.3, SMTH1_15510.5, SMTH1_15510.8, SMTH1_15510.7, SMTH1_15520.1
OG0001650	EWB00_001193	SMTH1_81320.1, SMTH1_81320.2, SMTH1_81320.4, SMTH1_81320.3
OG0001651	EWB00_004648	SMTH1_2540.1
OG0001652	EWB00_007374.1, EWB00_007374.2	SMTH1_79570.1
OG0001653	EWB00_004667.1, EWB00_004667.2	SMTH1_12040.1, SMTH1_12040.2, SMTH1_12040.3
OG0001655	EWB00_006237.1, EWB00_006237.2, EWB00_006237.3, EWB00_006237.4	SMTH1_75200.2, SMTH1_75200.1, SMTH1_75200.3, SMTH1_75200.4
OG0001656	EWB00_000311	SMTH1_97550.3, SMTH1_97550.1, SMTH1_97550.2, SMTH1_97550.4
OG0001657	EWB00_002910	SMTH1_37260.1, SMTH1_37250.1
OG0001659	EWB00_008176.1, EWB00_008176.2, EWB00_008358.1, EWB00_008358.2, EWB00_008358.3, EWB00_009727.2, EWB00_009727.1	SMTH1_38750.1, SMTH1_38750.2, SMTH1_38750.3, SMTH1_38770.1
OG0001661	EWB00_007215	SMTH1_57450.1, SMTH1_57450.2
OG0001662	EWB00_006313	SMTH1_6270.1, SMTH1_6270.2, SMTH1_6270.6, SMTH1_6270.3, SMTH1_6270.4, SMTH1_6270.5
OG0001668	EWB00_000091.1, EWB00_000091.3, EWB00_000091.5, EWB00_000091.4, EWB00_000091.2, EWB00_000091.6, EWB00_000091.7	SMTH1_31440.1
OG0001669	EWB00_011212.1, EWB00_011212.2	SMTH1_35560.1
OG0001670	EWB00_004351.1, EWB00_004351.2, EWB00_004351.3, EWB00_004351.4	SMTH1_40650.1
OG0001671	EWB00_005987.1, EWB00_005987.2	SMTH1_33520.5, SMTH1_33520.3, SMTH1_33520.4, SMTH1_33520.1, SMTH1_33520.2
OG0001672	EWB00_007942.1, EWB00_007942.2	SMTH1_32670.1, SMTH1_32670.2
OG0001673	EWB00_011109.1, EWB00_011109.2	SMTH1_68070.1
OG0001675	EWB00_009829.1, EWB00_009829.2, EWB00_009829.3, EWB00_009829.4	SMTH1_74250.2, SMTH1_74250.4, SMTH1_74250.1, SMTH1_74250.3
OG0001676	EWB00_005536.1, EWB00_005536.2	SMTH1_12240.1
OG0001677	EWB00_009285	SMTH1_98400.1
OG0001678	EWB00_005559.1, EWB00_005559.3, EWB00_005559.4, EWB00_005559.2	SMTH1_64170.2, SMTH1_64170.1
OG0001679	EWB00_010312.1, EWB00_010312.3, EWB00_010312.2, EWB00_010312.4	SMTH1_21820.1
OG0001680	EWB00_003316.3, EWB00_003316.2, EWB00_003316.1	SMTH1_31500.1, SMTH1_31510.1
OG0001681	EWB00_001043	SMTH1_21000.1, SMTH1_20990.1
OG0001682	EWB00_000072.1, EWB00_000072.2	SMTH1_18900.1
OG0001683	EWB00_000248	SMTH1_28100.1
OG0001684	EWB00_009146	SMTH1_32600.1, SMTH1_32600.2, SMTH1_32600.3, SMTH1_32600.5, SMTH1_32550.1, SMTH1_32600.4
OG0001685	EWB00_006465, EWB00_010778	SMTH1_17090.1, SMTH1_17090.2, SMTH1_17090.3, SMTH1_17090.4, SMTH1_17090.5
OG0001685	EWB00_002377	SMTH1_17070.1
OG0001686	EWB00_001494.1, EWB00_001494.2, EWB00_001494.3	SMTH1_91470.1, SMTH1_91470.2, SMTH1_91470.3
OG0001687	EWB00_007842.4, EWB00_007842.1, EWB00_007842.3, EWB00_007842.2	SMTH1_61900.1, SMTH1_61910.2, SMTH1_61910.1
OG0001688	EWB00_005820.1, EWB00_005820.2	SMTH1_24590.1
OG0001689	EWB00_003512	SMTH1_24060.1
OG0001689	EWB00_003511	SMTH1_23750.1, SMTH1_23750.2
OG0001690	EWB00_001748.1, EWB00_001748.4, EWB00_001748.3, EWB00_001748.2	SMTH1_37700.1, SMTH1_37700.4, SMTH1_37700.5, SMTH1_37700.6, SMTH1_37700.7, SMTH1_37700.8, SMTH1_37700.9, SMTH1_37700.2, SMTH1_37700.3
OG0001691	EWB00_003815	SMTH1_14650.1, SMTH1_14640.1, SMTH1_14640.2, SMTH1_14640.3, SMTH1_14640.4
OG0001692	EWB00_010961	SMTH1_84710.1
OG0001693	EWB00_008477	SMTH1_91600.1
OG0001694	EWB00_003684.1, EWB00_003684.4, EWB00_003684.2, EWB00_003684.3, EWB00_003684.5, EWB00_003684.6, EWB00_003684.7	SMTH1_91630.1
OG0001695	EWB00_008158	SMTH1_35320.1
OG0001696	EWB00_006376.1, EWB00_006376.2	SMTH1_47940.1
OG0001697	EWB00_003024.1, EWB00_003024.2, EWB00_003024.3	SMTH1_104730.3, SMTH1_104730.4, SMTH1_104730.5, SMTH1_104730.6, SMTH1_104730.1, SMTH1_104730.2
OG0001698	EWB00_007397	SMTH1_86960.1
OG0001699	EWB00_006586	SMTH1_68590.3, SMTH1_68590.4, SMTH1_68590.2, SMTH1_68590.1
OG0001700	EWB00_002364.1, EWB00_002364.2	SMTH1_16940.1, SMTH1_16940.2
OG0001701	EWB00_007308.1, EWB00_007308.2	SMTH1_93410.1, SMTH1_93400.1
OG0001702	EWB00_008286.2, EWB00_008286.4, EWB00_008286.1, EWB00_008286.3	SMTH1_49890.2, SMTH1_49890.1
OG0001703	EWB00_006853.1, EWB00_006853.2	SMTH1_39490.1, SMTH1_39490.4, SMTH1_39490.2, SMTH1_39490.5, SMTH1_39490.3, SMTH1_39490.6
OG0001704	EWB00_004801	SMTH1_17160.1, SMTH1_17180.1, SMTH1_17190.1
OG0001705	EWB00_001120, EWB00_001119	SMTH1_27450.2, SMTH1_27450.1, SMTH1_27460.1, SMTH1_27440.2, SMTH1_27440.1, SMTH1_27440.3
OG0001706	EWB00_011216.2, EWB00_011216.5, EWB00_011216.3, EWB00_011216.4, EWB00_011216.1, EWB00_011216.6	SMTH1_35520.1
OG0001707	EWB00_000916.1, EWB00_000916.2	SMTH1_72390.1
OG0001708	EWB00_009638.2, EWB00_009638.3, EWB00_009638.1, EWB00_009638.4, EWB00_009638.5, EWB00_009638.6	SMTH1_104890.1
OG0001709	EWB00_006047	SMTH1_32900.1, SMTH1_32890.1
OG0001710	EWB00_011363.1, EWB00_011363.3, EWB00_011363.4, EWB00_011363.2	SMTH1_95360.1, SMTH1_95350.1, SMTH1_95350.2, SMTH1_95350.3, SMTH1_95350.4, SMTH1_95350.5, SMTH1_95370.1
OG0001711	EWB00_005879.3, EWB00_005879.1, EWB00_005879.2	SMTH1_103730.1, SMTH1_103730.2, SMTH1_103740.1
OG0001712	EWB00_004726	SMTH1_46380.1
OG0001713	EWB00_005183.1, EWB00_005183.2, EWB00_005183.3, EWB00_005183.4	SMTH1_64840.1
OG0001714	EWB00_005184	SMTH1_64850.1
OG0001715	EWB00_007067.1, EWB00_007067.3	SMTH1_26230.2, SMTH1_26230.1
OG0001716	EWB00_009167.1, EWB00_009167.2	SMTH1_77200.1
OG0001717	EWB00_003282.3	SMTH1_31980.3, SMTH1_31980.1
OG0001718	EWB00_002352.1, EWB00_002352.2	SMTH1_16820.1
OG0001719	EWB00_009251	SMTH1_48630.1, SMTH1_48620.1
OG0001720	EWB00_008445.1, EWB00_008445.2	SMTH1_13120.1
OG0001721	EWB00_005126.2, EWB00_005126.1, EWB00_005126.3, EWB00_005126.4	SMTH1_62880.1
OG0001721	EWB00_005128.1, EWB00_005128.2	SMTH1_62900.1
OG0001723	EWB00_005542	SMTH1_12300.1, SMTH1_12290.1
OG0001724	EWB00_009579.1, EWB00_009579.2, EWB00_009579.4, EWB00_009579.3	SMTH1_80800.1
OG0001725	EWB00_006118.1, EWB00_006118.2	SMTH1_78840.1, SMTH1_78840.2, SMTH1_78840.3, SMTH1_78840.4, SMTH1_78840.5, SMTH1_78850.1
OG0001726	EWB00_004248	SMTH1_39670.1
OG0001726	EWB00_010136, EWB00_010137	SMTH1_90290.1
OG0001727	EWB00_001981.1, EWB00_001981.2, EWB00_001981.3, EWB00_001982	SMTH1_98550.1, SMTH1_98550.2, SMTH1_98540.1
OG0001728	EWB00_005587	SMTH1_78780.1, SMTH1_71570.1
OG0001729	EWB00_004669	SMTH1_12060.1, SMTH1_12060.2, SMTH1_12060.3
OG0001730	EWB00_005425	SMTH1_20020.2, SMTH1_20020.5, SMTH1_20020.1, SMTH1_20020.4, SMTH1_20020.3, SMTH1_20020.6
OG0001731	EWB00_010113.1, EWB00_010113.2, EWB00_010113.3	SMTH1_34250.1, SMTH1_34250.2
OG0001732	EWB00_010708	SMTH1_54050.1, SMTH1_54050.2, SMTH1_54050.3, SMTH1_54050.4, SMTH1_54050.5, SMTH1_54050.6
OG0001733	EWB00_006579.1, EWB00_006579.2	SMTH1_66510.1
OG0001734	EWB00_000355.1, EWB00_000355.2	SMTH1_102570.1
OG0001735	EWB00_008027	SMTH1_29100.1, SMTH1_29110.1, SMTH1_29090.1
OG0001736	EWB00_000076	SMTH1_18830.1, SMTH1_18820.1
OG0001737	EWB00_008580	SMTH1_101880.2, SMTH1_101880.3, SMTH1_101880.1, SMTH1_101880.4
OG0001738	EWB00_004730	SMTH1_46410.1
OG0001739	EWB00_004148	SMTH1_45860.1
OG0001740	EWB00_000764	SMTH1_61050.1, SMTH1_61050.2, SMTH1_61050.3, SMTH1_61050.5, SMTH1_61050.4
OG0001741	EWB00_000113.2, EWB00_000113.1	SMTH1_5230.2, SMTH1_5230.1
OG0001742	EWB00_009309	SMTH1_60480.1
OG0001743	EWB00_005069.1, EWB00_005069.2	SMTH1_100580.1, SMTH1_100570.1
OG0001744	EWB00_008931.1, EWB00_008931.2, EWB00_008931.3, EWB00_008931.5, EWB00_008931.4	SMTH1_76050.1, SMTH1_76050.2
OG0001745	EWB00_001325	SMTH1_31900.1
OG0001746	EWB00_008300	SMTH1_91660.1
OG0001747	EWB00_010827	SMTH1_6890.5, SMTH1_6890.4, SMTH1_6890.3, SMTH1_6890.1, SMTH1_6890.2
OG0001748	EWB00_009580	SMTH1_65180.2, SMTH1_65180.1
OG0001749	EWB00_008038.2, EWB00_008038.1, EWB00_008038.3	SMTH1_29250.1, SMTH1_29240.1
OG0001750	EWB00_004829.1, EWB00_004829.2, EWB00_004830	SMTH1_4790.1, SMTH1_4790.2, SMTH1_4790.3
OG0001751	EWB00_005046.1, EWB00_005046.2	SMTH1_29390.1
OG0001752	EWB00_009191.1, EWB00_009191.2	SMTH1_11570.1, SMTH1_11570.3, SMTH1_11570.4, SMTH1_11570.2
OG0001753	EWB00_004195	SMTH1_12700.1, SMTH1_12700.2, SMTH1_12700.3, SMTH1_12700.4, SMTH1_12700.5, SMTH1_12700.6
OG0001754	EWB00_003866	SMTH1_66250.1
OG0001755	EWB00_009019.3, EWB00_009019.4, EWB00_009019.5, EWB00_009019.1, EWB00_009019.2	SMTH1_4680.1, SMTH1_4680.2
OG0001756	EWB00_005339.4, EWB00_005339.2, EWB00_005339.7, EWB00_005339.3, EWB00_005339.1, EWB00_005339.5, EWB00_005339.6	SMTH1_56120.1
OG0001757	EWB00_008089.1, EWB00_008089.2	SMTH1_54500.1, SMTH1_54500.2, SMTH1_54500.3
OG0001758	EWB00_008645.1, EWB00_008645.2	SMTH1_94660.1
OG0001759	EWB00_006252	SMTH1_75380.1, SMTH1_75380.2
OG0001760	EWB00_009898, EWB00_005773	SMTH1_74940.1, SMTH1_74930.1, SMTH1_74950.1
OG0001761	EWB00_011085, EWB00_008774.1, EWB00_008774.2	SMTH1_79580.1, SMTH1_79580.2, SMTH1_79580.3
OG0001762	EWB00_006675.1, EWB00_006675.2	SMTH1_106650.1, SMTH1_106660.1
OG0001763	EWB00_007453.1, EWB00_007453.2	SMTH1_34530.1
OG0001764	EWB00_003107	SMTH1_17830.2, SMTH1_17830.1
OG0001765	EWB00_006261	SMTH1_75500.1, SMTH1_75490.1
OG0001766	EWB00_003400	SMTH1_38260.2, SMTH1_38260.1
OG0001767	EWB00_009027	SMTH1_4560.1, SMTH1_4570.1
OG0001768	EWB00_011364.1, EWB00_011364.2, EWB00_011364.3	SMTH1_95340.1, SMTH1_95340.2, SMTH1_95320.1
OG0001769	EWB00_007867	SMTH1_3060.1, SMTH1_3060.2, SMTH1_3060.3
OG0001770	EWB00_008145.1, EWB00_008145.2	SMTH1_37350.1, SMTH1_37350.2
OG0001771	EWB00_010612	SMTH1_58820.1
OG0001772	EWB00_001858	SMTH1_100130.5, SMTH1_72850.1, SMTH1_100130.2, SMTH1_100130.4, SMTH1_100130.1, SMTH1_100130.3
OG0001773	EWB00_008867	SMTH1_70700.1
OG0001774	EWB00_008539	SMTH1_7920.1
OG0001775	EWB00_005423	SMTH1_20000.2, SMTH1_20000.3, SMTH1_20000.1
OG0001776	EWB00_001450	SMTH1_105520.5, SMTH1_105520.6, SMTH1_105520.1, SMTH1_105520.2, SMTH1_105520.3, SMTH1_105520.4
OG0001777	EWB00_006296.2, EWB00_006296.3, EWB00_006296.4, EWB00_006296.5, EWB00_010820.2, EWB00_006296.1, EWB00_010820.1	SMTH1_6120.1, SMTH1_6120.2, SMTH1_6120.3
OG0001778	EWB00_001931.1, EWB00_001931.2, EWB00_001931.3	SMTH1_99550.1, SMTH1_99550.2
OG0001779	EWB00_007071.1, EWB00_007071.2	SMTH1_26260.1, SMTH1_26260.2
OG0001780	EWB00_003266	SMTH1_31380.1
OG0001781	EWB00_005839.1, EWB00_005839.2	SMTH1_105780.2, SMTH1_105770.1, SMTH1_105780.1
OG0001782	EWB00_009818.6, EWB00_009818.4, EWB00_009818.1, EWB00_009818.2, EWB00_009818.5, EWB00_009818.3	SMTH1_73960.1
OG0001783	EWB00_002890	SMTH1_34080.1
OG0001784	EWB00_002793.1, EWB00_002793.2, EWB00_002793.3, EWB00_002793.4, EWB00_002793.5, EWB00_002793.6	SMTH1_47130.1
OG0001785	EWB00_007557	SMTH1_25300.3, SMTH1_25300.1, SMTH1_25300.2
OG0001786	EWB00_010439	SMTH1_71140.1, SMTH1_71140.9, SMTH1_71140.2, SMTH1_71140.4, SMTH1_71140.6, SMTH1_71140.7, SMTH1_71140.8, SMTH1_71140.3, SMTH1_71140.5
OG0001787	EWB00_007555	SMTH1_25330.1
OG0001788	EWB00_002022.5, EWB00_002022.2, EWB00_002022.4, EWB00_002022.3, EWB00_002022.1	SMTH1_85720.1
OG0001789	EWB00_008564.2, EWB00_008564.4, EWB00_008564.3, EWB00_008564.1, EWB00_008564.5	SMTH1_24780.1
OG0001790	EWB00_003915.3, EWB00_003915.4, EWB00_003915.1, EWB00_003915.2, EWB00_003915.5	SMTH1_44940.1, SMTH1_44940.2
OG0001791	EWB00_004963.1, EWB00_004963.2, EWB00_004963.3	SMTH1_102290.1
OG0001792	EWB00_001226.2, EWB00_001226.1, EWB00_001226.3	SMTH1_87220.1
OG0001793	EWB00_011395.1, EWB00_011395.2	SMTH1_98850.1, SMTH1_98850.3, SMTH1_98850.2
OG0001794	EWB00_006260.4, EWB00_006260.2, EWB00_006260.3, EWB00_006260.1, EWB00_006260.5	SMTH1_75480.1
OG0001795	EWB00_004440, EWB00_005333	SMTH1_56180.1
OG0001800	EWB00_000890.1, EWB00_000890.2	SMTH1_62210.1
OG0001801	EWB00_009398	SMTH1_16000.1
OG0001802	EWB00_004332.1, EWB00_004332.2	SMTH1_40500.1
OG0001803	EWB00_002836	SMTH1_45210.1
OG0001804	EWB00_002126	SMTH1_36580.1, SMTH1_36570.1
OG0001805	EWB00_000017.1, EWB00_000017.2, EWB00_000017.3	SMTH1_48890.1, SMTH1_48890.2
OG0001806	EWB00_006638	SMTH1_106880.1, SMTH1_106880.2, SMTH1_106880.4
OG0001807	EWB00_004204	SMTH1_16010.1
OG0001808	EWB00_000043, EWB00_001027	SMTH1_21150.2, SMTH1_21150.3, SMTH1_21150.5, SMTH1_21150.4, SMTH1_21150.1
OG0001809	EWB00_002951.2, EWB00_002951.1, EWB00_002951.3	SMTH1_36890.1
OG0001810	EWB00_002054.3, EWB00_002054.2, EWB00_002054.1	SMTH1_104500.1, SMTH1_104500.2
OG0001811	EWB00_010046.1, EWB00_010046.2	SMTH1_76540.1
OG0001811	EWB00_003080.2, EWB00_003080.3, EWB00_003080.1, EWB00_003080.4, EWB00_003080.5	SMTH1_9920.1
OG0001812	EWB00_001383.1, EWB00_001383.2	SMTH1_83310.1, SMTH1_83310.2, SMTH1_83310.3
OG0001813	EWB00_008448	SMTH1_12950.2
OG0001814	EWB00_007255.3, EWB00_007255.2, EWB00_007255.4, EWB00_007255.1	SMTH1_83010.3, SMTH1_83010.1, SMTH1_83010.2
OG0001815	EWB00_006877	SMTH1_52940.1, SMTH1_52930.1
OG0001816	EWB00_008962	SMTH1_52640.1
OG0001817	EWB00_006214.2, EWB00_006214.6, EWB00_006214.7, EWB00_006214.1, EWB00_006214.3, EWB00_006214.4, EWB00_006214.5	SMTH1_43240.1, SMTH1_43240.3, SMTH1_43240.4, SMTH1_43240.2
OG0001818	EWB00_007620.2, EWB00_007620.3, EWB00_007620.1	SMTH1_55350.1
OG0001819	EWB00_010311.1, EWB00_010311.2	SMTH1_21810.1
OG0001820	EWB00_011327.1, EWB00_011327.2	SMTH1_67620.2, SMTH1_67620.3, SMTH1_67620.4, SMTH1_67620.1
OG0001821	EWB00_008776.2, EWB00_008776.1	SMTH1_91150.1
OG0001821	EWB00_003220.3	SMTH1_63650.1
OG0001822	EWB00_000791	SMTH1_104020.1
OG0001823	EWB00_006130	SMTH1_23360.1
OG0001824	EWB00_002376	SMTH1_17060.1, SMTH1_17060.2, SMTH1_17060.3
OG0001825	EWB00_005323.1, EWB00_005323.4, EWB00_005323.2, EWB00_005323.3	SMTH1_57220.1, SMTH1_57210.1
OG0001826	EWB00_006283	SMTH1_6010.1, SMTH1_6000.1
OG0001827	EWB00_004569	SMTH1_86570.1
OG0001828	EWB00_010656	SMTH1_58930.1
OG0001829	EWB00_003359	SMTH1_30850.1
OG0001831	EWB00_008871	SMTH1_73230.2, SMTH1_73230.1, SMTH1_73230.3
OG0001832	EWB00_006761	SMTH1_64650.1, SMTH1_64650.3, SMTH1_64650.2, SMTH1_64640.3, SMTH1_64640.1, SMTH1_64640.2
OG0001833	EWB00_006762	SMTH1_64550.1, SMTH1_64630.1
OG0001834	EWB00_011028	SMTH1_82760.1
OG0001835	EWB00_007631	SMTH1_18530.2, SMTH1_18530.1
OG0001836	EWB00_007589.1, EWB00_007589.2, EWB00_007589.3	SMTH1_3360.1, SMTH1_3370.1
