Orthogroup	schistosoma_japonicum	fasciola_gigantica
OG0001498	EWB00_009904	FGIG_05326
OG0001499	EWB00_005585	FGIG_05475
OG0001500	EWB00_003991.3, EWB00_003991.1, EWB00_003991.2	FGIG_05484
OG0001501	EWB00_007411	FGIG_05719
OG0001502	EWB00_010230	FGIG_07935, FGIG_12383, FGIG_11916, FGIG_05911
OG0001503	EWB00_006507.1, EWB00_006507.2, EWB00_006507.3, EWB00_006507.4, EWB00_006507.5	FGIG_05914, FGIG_05913, FGIG_12549
OG0001504	EWB00_007101.2, EWB00_007101.3, EWB00_007101.6, EWB00_007101.7, EWB00_007101.4, EWB00_007101.5, EWB00_007101.1	FGIG_06003
OG0001505	EWB00_005893, EWB00_005891	FGIG_06009, FGIG_06008, FGIG_11726
OG0001506	EWB00_009392.1, EWB00_009392.2	FGIG_11884, FGIG_06191
OG0001507	EWB00_006823	FGIG_06422
OG0001508	EWB00_009523	FGIG_06515
OG0001509	EWB00_010948	FGIG_08725, FGIG_06689, FGIG_11470
OG0001510	EWB00_008757.1, EWB00_008757.3, EWB00_008757.4, EWB00_008757.2	FGIG_06710, FGIG_09309
OG0001511	EWB00_010906.1, EWB00_010906.2, EWB00_010906.3, EWB00_010906.4	FGIG_07488
OG0001512	EWB00_007373	FGIG_07543, FGIG_08646
OG0001513	EWB00_009356.1, EWB00_009356.2	FGIG_07584
OG0001514	EWB00_003846.1, EWB00_003846.2	FGIG_11472, FGIG_07598
OG0001515	EWB00_009461	FGIG_07783
OG0001516	EWB00_010316.1, EWB00_010316.2	FGIG_08344
OG0001516	EWB00_010314.3, EWB00_010314.4, EWB00_010314.2	FGIG_08392
OG0001516	EWB00_010314.1	FGIG_07947
OG0001517	EWB00_010873.3, EWB00_010873.1, EWB00_010873.2, EWB00_010873.4	FGIG_08150
OG0001518	EWB00_007187	FGIG_08552, FGIG_08418
OG0001519	EWB00_007156, EWB00_007158.1, EWB00_007158.2, EWB00_007158.3	FGIG_08498
OG0001520	EWB00_008664.1, EWB00_008664.4, EWB00_008664.2, EWB00_008664.3	FGIG_08941
OG0001521	EWB00_011168.1, EWB00_011168.2	FGIG_09187
OG0001522	EWB00_000808.4, EWB00_000808.3, EWB00_000808.1, EWB00_000808.2	FGIG_09207
OG0001523	EWB00_008071	FGIG_09296
OG0001524	EWB00_008943.2, EWB00_008943.1, EWB00_008943.4, EWB00_008943.3	FGIG_09430
OG0001525	EWB00_001725	FGIG_10654, FGIG_09632
OG0001527	EWB00_000712, EWB00_004948	FGIG_09634
OG0001528	EWB00_006389	FGIG_09818, FGIG_10180
OG0001529	EWB00_011254.1, EWB00_011254.2	FGIG_09837
OG0001530	EWB00_002535.1, EWB00_009946, EWB00_002535.2, EWB00_002535.3	FGIG_09879
OG0001531	EWB00_002439.3, EWB00_002439.2, EWB00_002439.4, EWB00_002439.1	FGIG_10103
OG0001532	EWB00_007573.1, EWB00_007573.2	FGIG_10146, FGIG_10147
OG0001533	EWB00_010521	FGIG_10179
OG0001534	EWB00_011036.1, EWB00_011036.2	FGIG_10287
OG0001535	EWB00_006942	FGIG_10930, FGIG_10298
OG0001536	EWB00_006442	FGIG_10698
OG0001537	EWB00_005648	FGIG_11105
OG0001538	EWB00_000322	FGIG_11361
OG0001539	EWB00_005624.2, EWB00_005624.1	FGIG_11593
OG0001540	EWB00_006207.1, EWB00_006207.2, EWB00_006207.3, EWB00_006207.4	FGIG_11704
OG0001541	EWB00_010178.1, EWB00_010178.2, EWB00_010179	FGIG_11817
OG0001542	EWB00_010723.1, EWB00_010723.2	FGIG_11924
OG0001543	EWB00_008401.3, EWB00_008401.4, EWB00_008401.1, EWB00_008401.2	FGIG_11936
OG0001544	EWB00_009740.1, EWB00_009740.2	FGIG_12130, FGIG_12131
OG0001554	EWB00_002893	FGIG_07971, FGIG_07969
OG0001555	EWB00_007184	FGIG_00531, FGIG_00530, FGIG_00127
OG0001556	EWB00_003408.4, EWB00_003408.1, EWB00_003408.3, EWB00_003408.2	FGIG_00492
OG0001557	EWB00_001587	FGIG_00563
OG0001558	EWB00_004824, EWB00_009609.2, EWB00_009609.1	FGIG_00593
OG0001560	EWB00_007132.1, EWB00_007132.2, EWB00_007132.3	FGIG_00841
OG0001561	EWB00_000179, EWB00_000181	FGIG_00934, FGIG_03387
OG0001562	EWB00_001403, EWB00_001401	FGIG_01022
OG0001563	EWB00_001576	FGIG_01149
OG0001564	EWB00_008720, EWB00_008721	FGIG_12337, FGIG_01165, FGIG_01166
OG0001565	EWB00_003657.1, EWB00_003657.3, EWB00_003657.4, EWB00_003657.2	FGIG_01252
OG0001566	EWB00_003963.2, EWB00_003963.1, EWB00_003963.3	FGIG_01332, FGIG_01331
OG0001567	EWB00_008254.1, EWB00_008254.2	FGIG_01351, FGIG_02042
OG0001568	EWB00_009895, EWB00_010378	FGIG_01381, FGIG_10926
OG0001569	EWB00_002399, EWB00_002400	FGIG_01430
OG0001570	EWB00_000946.4, EWB00_000946.1, EWB00_000946.3, EWB00_000946.2	FGIG_01497
OG0001571	EWB00_010226	FGIG_08212
OG0001571	EWB00_008986	FGIG_01541
OG0001572	EWB00_003961	FGIG_01643
OG0001573	EWB00_005049.1, EWB00_005049.2, EWB00_005049.3	FGIG_01771
OG0001574	EWB00_001475.1, EWB00_001475.2, EWB00_001475.3	FGIG_01776
OG0001575	EWB00_008443, EWB00_009866, EWB00_009867, EWB00_009869, EWB00_009868, EWB00_008442	FGIG_01819
OG0001576	EWB00_004468	FGIG_01874, FGIG_01873
OG0001577	EWB00_000631	FGIG_02105
OG0001578	EWB00_003565	FGIG_02177
OG0001579	EWB00_000084	FGIG_02212
OG0001580	EWB00_003247	FGIG_02237
OG0001581	EWB00_001247.1, EWB00_001247.2, EWB00_001247.6, EWB00_001247.4, EWB00_001247.3, EWB00_001247.5, EWB00_001247.7	FGIG_02435
OG0001582	EWB00_007839.2, EWB00_007839.3, EWB00_007839.4, EWB00_007839.5, EWB00_007839.6, EWB00_007839.7, EWB00_007839.8, EWB00_007839.10, EWB00_007839.11, EWB00_007839.12, EWB00_007839.13, EWB00_007839.14, EWB00_007839.9, EWB00_007839.1	FGIG_02459
OG0001583	EWB00_008305	FGIG_02462
OG0001584	EWB00_003372.1, EWB00_003372.2	FGIG_02509, FGIG_02508
OG0001585	EWB00_003931	FGIG_02700
OG0001586	EWB00_000604	FGIG_02757
OG0001587	EWB00_001056.2, EWB00_001056.4, EWB00_001056.1, EWB00_001056.3	FGIG_02789, FGIG_08846
OG0001588	EWB00_000393.4, EWB00_000393.3, EWB00_000393.2, EWB00_000393.1, EWB00_000393.5	FGIG_03013
OG0001589	EWB00_001764, EWB00_001763	FGIG_03031
OG0001590	EWB00_000529.1, EWB00_000529.2	FGIG_03074
OG0001591	EWB00_001817, EWB00_001818	FGIG_03110
OG0001592	EWB00_005480.1, EWB00_005480.2, EWB00_005480.3	FGIG_03254
OG0001593	EWB00_011133.1, EWB00_011133.2	FGIG_03389
OG0001594	EWB00_004309.1, EWB00_004309.2	FGIG_03404
OG0001595	EWB00_010479	FGIG_03681
OG0001596	EWB00_007492	FGIG_03686
OG0001597	EWB00_004539.1, EWB00_004539.2	FGIG_03710
OG0001598	EWB00_004044.2, EWB00_004044.3, EWB00_004044.4, EWB00_004044.6, EWB00_004044.5, EWB00_004044.1	FGIG_03711
OG0001599	EWB00_003665	FGIG_03826
OG0001600	EWB00_006003.1, EWB00_006003.2, EWB00_006003.3, EWB00_006003.5, EWB00_006003.4	FGIG_03860
OG0001601	EWB00_000474	FGIG_04047
OG0001602	EWB00_002672.1, EWB00_002672.2	FGIG_04252
OG0001604	EWB00_001111	FGIG_04790
OG0001605	EWB00_004822	FGIG_04843, FGIG_04842
OG0001606	EWB00_007547.1, EWB00_007547.2, EWB00_007547.3, EWB00_007547.4	FGIG_09218, FGIG_09219, FGIG_05027
OG0001607	EWB00_003884.1, EWB00_003884.3, EWB00_003884.2, EWB00_003884.4, EWB00_003884.5	FGIG_05053, FGIG_08672
OG0001608	EWB00_006512	FGIG_05065
OG0001609	EWB00_007367.7, EWB00_007367.5, EWB00_007367.2, EWB00_007367.3, EWB00_007367.4, EWB00_007367.1, EWB00_007367.6	FGIG_05088
OG0001610	EWB00_004368	FGIG_08349, FGIG_05093
OG0001611	EWB00_011295	FGIG_05457
OG0001612	EWB00_005638.1, EWB00_005638.2	FGIG_05464
OG0001613	EWB00_011053.1, EWB00_011053.2, EWB00_011053.3	FGIG_05500
OG0001614	EWB00_003941	FGIG_05538, FGIG_05540
OG0001615	EWB00_003940	FGIG_05541
OG0001616	EWB00_009486	FGIG_05680
OG0001617	EWB00_009311.1, EWB00_009311.2	FGIG_05780
OG0001618	EWB00_006198.1, EWB00_006198.2	FGIG_05781, FGIG_05782
OG0001619	EWB00_008116.1, EWB00_008116.2	FGIG_05824
OG0001620	EWB00_001728	FGIG_06091
OG0001621	EWB00_010220	FGIG_06135
OG0001622	EWB00_004499.1, EWB00_004499.2	FGIG_06211, FGIG_06210
OG0001623	EWB00_008598.2, EWB00_008598.1, EWB00_008598.3	FGIG_06565
OG0001624	EWB00_001583.1, EWB00_001583.2, EWB00_001583.3	FGIG_07374, FGIG_06649
OG0001625	EWB00_000388, EWB00_003330	FGIG_11741, FGIG_06687
OG0001626	EWB00_003418.1, EWB00_003418.2	FGIG_06845
OG0001627	EWB00_006592.1, EWB00_006592.2, EWB00_006592.3	FGIG_06856
OG0001628	EWB00_003126.2, EWB00_003126.1, EWB00_003126.3, EWB00_003126.5, EWB00_003126.4, EWB00_003126.6	FGIG_06970
OG0001629	EWB00_004656.1, EWB00_004656.2, EWB00_004656.4, EWB00_004656.5, EWB00_004656.6, EWB00_004656.3	FGIG_07009
OG0001631	EWB00_001898.1, EWB00_001898.2	FGIG_07316
OG0001632	EWB00_005797	FGIG_07391
OG0001633	EWB00_004781.3, EWB00_004781.1, EWB00_004781.2	FGIG_07448
OG0001634	EWB00_007518	FGIG_07519
OG0001635	EWB00_006335	FGIG_07538, FGIG_07539
OG0001636	EWB00_001392.2, EWB00_001392.3, EWB00_001392.1, EWB00_001392.4	FGIG_07566
OG0001637	EWB00_003455.3, EWB00_003455.1, EWB00_003455.2	FGIG_07660
OG0001639	EWB00_002443, EWB00_002442	FGIG_08142
OG0001640	EWB00_002491.1, EWB00_002491.2	FGIG_08389
OG0001641	EWB00_001978.1, EWB00_001978.2	FGIG_08605
OG0001643	EWB00_003874	FGIG_08854
OG0001644	EWB00_008738.1, EWB00_008738.2, EWB00_008738.3, EWB00_008738.4, EWB00_008738.5, EWB00_008738.6, EWB00_008738.7	FGIG_09142
OG0001645	EWB00_005858	FGIG_09151, FGIG_10352
OG0001646	EWB00_007841.1, EWB00_007841.2	FGIG_09195
OG0001647	EWB00_008760.3, EWB00_008760.1, EWB00_008760.2	FGIG_09206
OG0001648	EWB00_007501	FGIG_09300
OG0001649	EWB00_003693, EWB00_005061	FGIG_09378
OG0001650	EWB00_001193	FGIG_10424, FGIG_12069
OG0001651	EWB00_004648	FGIG_10542
OG0001652	EWB00_007374.1, EWB00_007374.2	FGIG_10655
OG0001653	EWB00_004667.1, EWB00_004667.2	FGIG_10856
OG0001654	EWB00_003253	FGIG_11347
OG0001655	EWB00_006237.1, EWB00_006237.2, EWB00_006237.3, EWB00_006237.4	FGIG_11826
OG0001656	EWB00_000311	FGIG_12138
OG0001657	EWB00_002910	FGIG_12273
OG0001668	EWB00_000091.1, EWB00_000091.3, EWB00_000091.5, EWB00_000091.4, EWB00_000091.2, EWB00_000091.6, EWB00_000091.7	FGIG_00343, FGIG_00341, FGIG_00342
OG0001669	EWB00_011212.1, EWB00_011212.2	FGIG_00345
OG0001670	EWB00_004351.1, EWB00_004351.2, EWB00_004351.3, EWB00_004351.4	FGIG_00362, FGIG_09303, FGIG_09302
OG0001671	EWB00_005987.1, EWB00_005987.2	FGIG_00386
OG0001672	EWB00_007942.1, EWB00_007942.2	FGIG_00594
OG0001673	EWB00_011109.1, EWB00_011109.2	FGIG_00782
OG0001675	EWB00_009829.1, EWB00_009829.2, EWB00_009829.3, EWB00_009829.4	FGIG_01158
OG0001676	EWB00_005536.1, EWB00_005536.2	FGIG_01424
OG0001677	EWB00_009285	FGIG_01587
OG0001678	EWB00_005559.1, EWB00_005559.3, EWB00_005559.4, EWB00_005559.2	FGIG_01613
OG0001679	EWB00_010312.1, EWB00_010312.3, EWB00_010312.2, EWB00_010312.4	FGIG_01636
OG0001680	EWB00_003316.3, EWB00_003316.2, EWB00_003316.1	FGIG_01674, FGIG_09657, FGIG_01673
OG0001681	EWB00_001043	FGIG_10397, FGIG_01757
OG0001682	EWB00_000072.1, EWB00_000072.2	FGIG_01772
OG0001683	EWB00_000248, EWB00_000250, EWB00_000252, EWB00_000251	FGIG_09870, FGIG_01860, FGIG_09138, FGIG_09869
OG0001684	EWB00_009146	FGIG_06953, FGIG_02137
OG0001685	EWB00_006465, EWB00_010778, EWB00_002377	FGIG_02286
OG0001686	EWB00_001494.1, EWB00_001494.2, EWB00_001494.3	FGIG_02332
OG0001687	EWB00_007842.4, EWB00_007842.1, EWB00_007842.3, EWB00_007842.2	FGIG_02344
OG0001688	EWB00_005820.1, EWB00_005820.2	FGIG_02355, FGIG_02354
OG0001689	EWB00_003512, EWB00_003511	FGIG_02361
OG0001690	EWB00_001748.1, EWB00_001748.4, EWB00_001748.3, EWB00_001748.2	FGIG_02412
OG0001691	EWB00_003815	FGIG_02430
OG0001692	EWB00_010961	FGIG_02603
OG0001693	EWB00_008477	FGIG_02612
OG0001694	EWB00_003684.1, EWB00_003684.4, EWB00_003684.2, EWB00_003684.3, EWB00_003684.5, EWB00_003684.6, EWB00_003684.7	FGIG_02613
OG0001695	EWB00_008158	FGIG_02650
OG0001696	EWB00_006376.1, EWB00_006376.2	FGIG_02668
OG0001697	EWB00_003024.1, EWB00_003024.2, EWB00_003024.3	FGIG_02799
OG0001698	EWB00_007397	FGIG_02827
OG0001699	EWB00_006586	FGIG_08442, FGIG_12071, FGIG_02860
OG0001700	EWB00_002364.1, EWB00_002364.2	FGIG_02948
OG0001701	EWB00_007308.1, EWB00_007308.2	FGIG_02954
OG0001702	EWB00_008286.2, EWB00_008286.4, EWB00_008286.1, EWB00_008286.3	FGIG_03036
OG0001703	EWB00_006853.1, EWB00_006853.2	FGIG_03206
OG0001704	EWB00_004801	FGIG_03262
OG0001705	EWB00_001120, EWB00_001119	FGIG_03312
OG0001706	EWB00_011216.2, EWB00_011216.5, EWB00_011216.3, EWB00_011216.4, EWB00_011216.1, EWB00_011216.6	FGIG_03334
OG0001707	EWB00_000916.1, EWB00_000916.2	FGIG_03346, FGIG_11546
OG0001708	EWB00_009638.2, EWB00_009638.3, EWB00_009638.1, EWB00_009638.4, EWB00_009638.5, EWB00_009638.6	FGIG_07923, FGIG_03395
OG0001709	EWB00_006047	FGIG_03643
OG0001710	EWB00_011363.1, EWB00_011363.3, EWB00_011363.4, EWB00_011363.2	FGIG_03672
OG0001711	EWB00_005879.3, EWB00_005879.1, EWB00_005879.2	FGIG_03723, FGIG_09584, FGIG_05732, FGIG_12458
OG0001712	EWB00_004726	FGIG_04007
OG0001713	EWB00_005183.1, EWB00_005183.2, EWB00_005183.3, EWB00_005183.4	FGIG_04033
OG0001714	EWB00_005184	FGIG_04034
OG0001715	EWB00_007067.2, EWB00_007067.4, EWB00_007067.1, EWB00_007067.3	FGIG_04340
OG0001716	EWB00_009167.1, EWB00_009167.2	FGIG_04933, FGIG_04367
OG0001717	EWB00_003282.3, EWB00_003282.1, EWB00_003282.2	FGIG_04529
OG0001718	EWB00_002352.1, EWB00_002352.2	FGIG_04552
OG0001719	EWB00_009251	FGIG_04710, FGIG_04709
OG0001720	EWB00_008445.1, EWB00_008445.2	FGIG_04866, FGIG_06080
OG0001721	EWB00_005126.2, EWB00_005126.1, EWB00_005126.3, EWB00_005126.4, EWB00_005128.1, EWB00_005128.2	FGIG_04876
OG0001722	EWB00_009862.4, EWB00_009862.3, EWB00_009862.2, EWB00_009862.1	FGIG_04965, FGIG_10318
OG0001723	EWB00_005542	FGIG_05019
OG0001724	EWB00_009579.1, EWB00_009579.2, EWB00_009579.4, EWB00_009579.3	FGIG_05138, FGIG_11352
OG0001725	EWB00_006118.1, EWB00_006118.2	FGIG_05235
OG0001726	EWB00_004248	FGIG_08225, FGIG_11396
OG0001726	EWB00_010136, EWB00_010137	FGIG_05249
OG0001727	EWB00_001981.1, EWB00_001981.2, EWB00_001981.3, EWB00_001982	FGIG_05253
OG0001728	EWB00_005587	FGIG_05390
OG0001729	EWB00_004669	FGIG_05422
OG0001730	EWB00_005425	FGIG_05448
OG0001731	EWB00_010113.1, EWB00_010113.2, EWB00_010113.3	FGIG_05472
OG0001732	EWB00_010708	FGIG_05692
OG0001733	EWB00_006579.1, EWB00_006579.2	FGIG_05918
OG0001734	EWB00_000355.1, EWB00_000355.2	FGIG_05951, FGIG_07347
OG0001735	EWB00_008027	FGIG_06068
OG0001736	EWB00_000076	FGIG_06248, FGIG_09628
OG0001737	EWB00_008580	FGIG_06314
OG0001738	EWB00_004730	FGIG_06451, FGIG_06452
OG0001739	EWB00_004148	FGIG_06589
OG0001740	EWB00_000764	FGIG_06601
OG0001741	EWB00_000113.2, EWB00_000113.1	FGIG_06645
OG0001742	EWB00_009309	FGIG_06724
OG0001743	EWB00_005069.1, EWB00_005069.2	FGIG_06750
OG0001744	EWB00_008931.1, EWB00_008931.2, EWB00_008931.3, EWB00_008931.5, EWB00_008931.4	FGIG_06776
OG0001745	EWB00_001325	FGIG_10942, FGIG_06817
OG0001746	EWB00_008300	FGIG_07007, FGIG_11346
OG0001747	EWB00_010827	FGIG_10446, FGIG_07087
OG0001748	EWB00_009580	FGIG_07196
OG0001749	EWB00_008038.2, EWB00_008038.1, EWB00_008038.3	FGIG_07207
OG0001750	EWB00_004829.1, EWB00_004829.2, EWB00_004830	FGIG_07290, FGIG_11354
OG0001751	EWB00_005046.1, EWB00_005046.2	FGIG_07350
OG0001752	EWB00_009191.1, EWB00_009191.2	FGIG_07833, FGIG_07832, FGIG_07400
OG0001753	EWB00_004195	FGIG_07740
OG0001754	EWB00_003866	FGIG_07797, FGIG_07796
OG0001755	EWB00_009019.3, EWB00_009019.4, EWB00_009019.5, EWB00_009019.1, EWB00_009019.2	FGIG_07829
OG0001756	EWB00_005339.4, EWB00_005339.2, EWB00_005339.7, EWB00_005339.3, EWB00_005339.1, EWB00_005339.5, EWB00_005339.6	FGIG_08210
OG0001757	EWB00_008089.1, EWB00_008089.2	FGIG_08253
OG0001758	EWB00_008645.1, EWB00_008645.2	FGIG_12341, FGIG_08329
OG0001759	EWB00_006252	FGIG_12373, FGIG_08557, FGIG_11928
OG0001760	EWB00_009898, EWB00_005773	FGIG_08695, FGIG_08696, FGIG_08694
OG0001761	EWB00_011085, EWB00_008774.1, EWB00_008774.2	FGIG_12460, FGIG_09474, FGIG_09475, FGIG_08736
OG0001762	EWB00_006675.1, EWB00_006675.2	FGIG_08880, FGIG_11962
OG0001763	EWB00_007453.1, EWB00_007453.2	FGIG_08936
OG0001764	EWB00_003107	FGIG_09029, FGIG_09028
OG0001765	EWB00_006261	FGIG_09205
OG0001766	EWB00_003400	FGIG_09234
OG0001767	EWB00_009027	FGIG_12380, FGIG_09314
OG0001768	EWB00_011364.1, EWB00_011364.2, EWB00_011364.3	FGIG_09327
OG0001769	EWB00_007867	FGIG_09331
OG0001770	EWB00_008145.1, EWB00_008145.2	FGIG_09332
OG0001771	EWB00_010612	FGIG_09366
OG0001772	EWB00_001858	FGIG_09813
OG0001773	EWB00_008867	FGIG_09836
OG0001774	EWB00_008539	FGIG_09938
OG0001775	EWB00_005423	FGIG_10075
OG0001776	EWB00_001450	FGIG_10105
OG0001777	EWB00_006296.2, EWB00_006296.3, EWB00_006296.4, EWB00_006296.5, EWB00_010820.2, EWB00_006296.1, EWB00_010820.1	FGIG_10186
OG0001778	EWB00_001931.1, EWB00_001931.2, EWB00_001931.3	FGIG_10398
OG0001779	EWB00_007071.1, EWB00_007071.2	FGIG_10521
OG0001780	EWB00_003266	FGIG_10677
OG0001781	EWB00_005839.1, EWB00_005839.2	FGIG_10803, FGIG_11244
OG0001782	EWB00_009818.6, EWB00_009818.4, EWB00_009818.1, EWB00_009818.2, EWB00_009818.5, EWB00_009818.3	FGIG_10806
OG0001783	EWB00_002890	FGIG_10960
OG0001784	EWB00_002793.1, EWB00_002793.2, EWB00_002793.3, EWB00_002793.4, EWB00_002793.5, EWB00_002793.6	FGIG_11263
OG0001785	EWB00_007557	FGIG_11277
OG0001786	EWB00_010439	FGIG_11466
OG0001787	EWB00_007555	FGIG_11743
OG0001788	EWB00_002022.5, EWB00_002022.2, EWB00_002022.4, EWB00_002022.3, EWB00_002022.1	FGIG_11918
OG0001789	EWB00_008564.2, EWB00_008564.4, EWB00_008564.3, EWB00_008564.1, EWB00_008564.5	FGIG_12472
OG0001790	EWB00_003915.3, EWB00_003915.4, EWB00_003915.1, EWB00_003915.2, EWB00_003915.5	FGIG_12557
OG0001800	EWB00_000890.1, EWB00_000890.2	FGIG_00037
OG0001801	EWB00_009398	FGIG_00130
OG0001802	EWB00_004332.1, EWB00_004332.2	FGIG_00149
OG0001803	EWB00_002837.1, EWB00_002837.2, EWB00_002837.3, EWB00_002836	FGIG_00286
OG0001804	EWB00_002126	FGIG_00398
OG0001805	EWB00_000017.1, EWB00_000017.2, EWB00_000017.3	FGIG_00507, FGIG_00508
OG0001806	EWB00_006638, EWB00_006641	FGIG_00525
OG0001807	EWB00_004204	FGIG_00587
OG0001808	EWB00_000043, EWB00_001027	FGIG_00700
OG0001809	EWB00_002951.2, EWB00_002951.1, EWB00_002951.3	FGIG_00729
OG0001810	EWB00_002054.3, EWB00_002054.2, EWB00_002054.1	FGIG_00762
OG0001811	EWB00_010046.1, EWB00_010046.2	FGIG_05656
OG0001811	EWB00_003080.2, EWB00_003080.3, EWB00_003080.1, EWB00_003080.4, EWB00_003080.5	FGIG_00833
OG0001812	EWB00_001383.1, EWB00_001383.2	FGIG_00836
OG0001813	EWB00_008448, EWB00_008454	FGIG_00936
OG0001814	EWB00_007255.3, EWB00_007255.2, EWB00_007255.4, EWB00_007255.1	FGIG_00962
OG0001815	EWB00_006877	FGIG_01073, FGIG_01074
OG0001816	EWB00_008962	FGIG_01170
OG0001817	EWB00_006214.2, EWB00_006214.6, EWB00_006214.7, EWB00_006214.1, EWB00_006214.3, EWB00_006214.4, EWB00_006214.5	FGIG_01315
OG0001818	EWB00_007620.2, EWB00_007620.3, EWB00_007620.1	FGIG_01476
OG0001819	EWB00_010311.1, EWB00_010311.2	FGIG_01638
OG0001820	EWB00_011327.1, EWB00_011327.2	FGIG_01817, FGIG_01816
OG0001821	EWB00_008776.2, EWB00_008776.1	FGIG_01822
OG0001821	EWB00_003220.1, EWB00_003220.2, EWB00_003220.3	FGIG_03077
OG0001822	EWB00_000791	FGIG_01856, FGIG_12355
OG0001823	EWB00_006130	FGIG_02236, FGIG_05411
OG0001824	EWB00_002376	FGIG_02287
OG0001825	EWB00_005323.1, EWB00_005323.4, EWB00_005323.2, EWB00_005323.3	FGIG_02531
OG0001826	EWB00_006283	FGIG_02634
OG0001827	EWB00_004569	FGIG_02803, FGIG_12147, FGIG_11771, FGIG_12499
OG0001828	EWB00_010656	FGIG_02847
OG0001829	EWB00_003359	FGIG_02872
OG0001831	EWB00_008871	FGIG_02881
OG0001832	EWB00_006761	FGIG_02973
OG0001833	EWB00_006762	FGIG_02974
OG0001834	EWB00_011028	FGIG_02991
OG0001835	EWB00_007631	FGIG_11589, FGIG_03039
OG0001836	EWB00_007589.1, EWB00_007589.2, EWB00_007589.3	FGIG_03199
OG0001837	EWB00_008945.1, EWB00_008945.2	FGIG_03271
OG0001838	EWB00_005045.3, EWB00_005045.1, EWB00_005045.2, EWB00_005045.4, EWB00_005045.5	FGIG_03289
OG0001839	EWB00_005382.3, EWB00_005382.4, EWB00_005382.5, EWB00_005382.1, EWB00_005382.2	FGIG_03331
OG0001840	EWB00_003145.2, EWB00_003145.1, EWB00_003145.3, EWB00_003145.4	FGIG_03379
OG0001841	EWB00_003124, EWB00_009787	FGIG_03429
OG0001842	EWB00_000568.1, EWB00_000568.2, EWB00_000568.3	FGIG_03482, FGIG_12479
OG0001843	EWB00_004731.1, EWB00_004731.2	FGIG_03549
OG0001844	EWB00_006557	FGIG_03580
OG0001845	EWB00_001437	FGIG_03666
OG0001846	EWB00_005010.1, EWB00_005010.2	FGIG_11334, FGIG_03780, FGIG_03781
OG0001847	EWB00_009082	FGIG_03848
OG0001848	EWB00_006326	FGIG_04380
OG0001849	EWB00_009871.2, EWB00_009871.1, EWB00_009871.3, EWB00_009871.4	FGIG_04452
OG0001850	EWB00_004542	FGIG_04633
OG0001851	EWB00_010657.1, EWB00_010657.2	FGIG_04765
OG0001852	EWB00_009114	FGIG_04961
OG0001853	EWB00_001639.2, EWB00_001639.1, EWB00_001639.3, EWB00_001639.4, EWB00_001639.5, EWB00_001639.6	FGIG_05001
OG0001854	EWB00_003747	FGIG_05079, FGIG_05080
OG0001855	EWB00_001590.1, EWB00_001590.2, EWB00_001590.3	FGIG_05092
OG0001856	EWB00_007149.2, EWB00_007149.1	FGIG_05147
OG0001857	EWB00_011005.1, EWB00_011005.2	FGIG_05152
OG0001858	EWB00_008289.1, EWB00_008289.2	FGIG_05246
OG0001859	EWB00_008660	FGIG_05352
OG0001860	EWB00_010601, EWB00_000663.1, EWB00_000663.2	FGIG_12696, FGIG_05529, FGIG_08194
OG0001861	EWB00_001369.1, EWB00_001369.2	FGIG_05537
OG0001862	EWB00_004860	FGIG_05612
OG0001863	EWB00_009680, EWB00_000659	FGIG_05675
OG0001864	EWB00_001182.7, EWB00_001182.6, EWB00_001182.5, EWB00_001182.1, EWB00_001182.3, EWB00_001182.2, EWB00_001182.4	FGIG_05957, FGIG_05774, FGIG_05958
OG0001865	EWB00_007776.1, EWB00_007776.3, EWB00_007776.2	FGIG_05792
OG0001866	EWB00_001683.1, EWB00_001683.2, EWB00_001683.3	FGIG_05934, FGIG_07819, FGIG_07820
OG0001867	EWB00_007616.1, EWB00_007616.2	FGIG_06039
OG0001868	EWB00_007873.2, EWB00_007873.1	FGIG_06184
OG0001869	EWB00_002497, EWB00_002496	FGIG_12654, FGIG_06195, FGIG_06196
OG0001870	EWB00_005310.1, EWB00_005310.2	FGIG_06239
OG0001871	EWB00_006383	FGIG_06490
OG0001872	EWB00_001508.4, EWB00_001508.3, EWB00_001508.1, EWB00_001508.2	FGIG_06502, FGIG_08638
OG0001873	EWB00_008148.1, EWB00_008148.2, EWB00_008148.3	FGIG_06583
OG0001874	EWB00_001525, EWB00_001528.1, EWB00_001528.2	FGIG_06688, FGIG_07094
OG0001875	EWB00_008995.1, EWB00_008995.2, EWB00_008995.3	FGIG_06832
OG0001876	EWB00_002412.2, EWB00_002412.3, EWB00_002412.1, EWB00_002412.4	FGIG_06870
OG0001878	EWB00_005121, EWB00_005120, EWB00_005118, EWB00_011374, EWB00_005119.1, EWB00_005119.2	FGIG_07481, FGIG_07111
OG0001879	EWB00_008037.1, EWB00_008037.6, EWB00_008037.2, EWB00_008037.3, EWB00_008037.4, EWB00_008037.5	FGIG_07185
OG0001880	EWB00_010357.1, EWB00_010357.2	FGIG_07399
OG0001881	EWB00_011255	FGIG_08617, FGIG_07427
OG0001882	EWB00_010945	FGIG_10254, FGIG_07480
OG0001883	EWB00_007343	FGIG_07514
OG0001884	EWB00_003270	FGIG_07616
OG0001885	EWB00_009963, EWB00_009964, EWB00_004694	FGIG_07748
OG0001886	EWB00_004977.1, EWB00_004977.2	FGIG_07805
