Orthogroup	schmidtea_mediterranea	schistosoma_curassoni
OG0000951	h1SMcT0002521.8, h1SMcT0002521.2, h1SMcT0002521.5, h1SMcT0002521.6, h1SMcT0002521.7, h1SMcT0002521.1, h1SMcT0002521.3, h1SMcT0002521.4	SCUR1_91820.1, SCUR1_91820.4, SCUR1_91820.2, SCUR1_91820.3, SCUR1_91820.5, SCUR1_91820.6
OG0000952	h1SMcT0012578.1, h1SMcT0012578.2, h1SMcT0012578.3, h1SMcT0019355.3, h1SMcT0019355.2, h1SMcT0019355.1, h1SMcT0019355.4	SCUR1_29510.2, SCUR1_29510.1, SCUR1_29510.3, SCUR1_29510.4, SCUR1_29510.5, SCUR1_29510.6, SCUR1_29510.7, SCUR1_29510.8
OG0000953	h1SMcT0017151.1	SCUR1_62550.1
OG0000954	h1SMcT0018757.1, h1SMcT0009828.1, h1SMcT0009828.2, h1SMcT0009828.3, h1SMcT0009828.4, h1SMcT0009828.5, h1SMcT0009828.6	SCUR1_79900.1
OG0000955	h1SMcT0006460.1, h1SMcT0006460.2	SCUR1_12610.3, SCUR1_12610.1, SCUR1_12610.2
OG0000959	h1SMcT0010734.1, h1SMcT0010734.2, h1SMcT0010734.3	SCUR1_69180.1, SCUR1_69180.3, SCUR1_69180.2, SCUR1_69180.4
OG0000960	h1SMcT0002494.1, h1SMcT0002494.2, h1SMcT0002494.3	SCUR1_22640.1
OG0000961	h1SMcT0013671.1, h1SMcT0013671.2, h1SMcT0020047.1	SCUR1_39050.1, SCUR1_39050.4, SCUR1_39050.3, SCUR1_39050.2
OG0000962	h1SMcT0001348.1	SCUR1_73820.1
OG0000963	h1SMcT0013824.1	SCUR1_2310.1
OG0000964	h1SMcT0000276.1, h1SMcT0020250.1, h1SMcT0020250.2	SCUR1_40820.1
OG0000965	h1SMcT0021160.1	SCUR1_63300.1, SCUR1_63300.2, SCUR1_63300.3
OG0000966	h1SMcT0014196.1	SCUR1_36360.1, SCUR1_36360.2
OG0000966	h1SMcT0006317.1, h1SMcT0006317.2, h1SMcT0019059.1, h1SMcT0019059.2	SCUR1_49050.1
OG0000968	h1SMcT0020996.1, h1SMcT0020996.2, h1SMcT0020996.3	SCUR1_2770.2, SCUR1_2770.1, SCUR1_2770.3, SCUR1_2770.4
OG0000969	h1SMcT0016718.2	SCUR1_80570.1
OG0000970	h1SMcT0012015.1, h1SMcT0012015.2, h1SMcT0012015.3	SCUR1_68850.9, SCUR1_68850.7, SCUR1_68850.3, SCUR1_68850.1, SCUR1_68850.2, SCUR1_68850.4, SCUR1_68850.5, SCUR1_68850.6, SCUR1_68850.8, SCUR1_95840.1
OG0000971	h1SMcT0011047.1, h1SMcT0012448.5, h1SMcT0012448.1, h1SMcT0012448.6, h1SMcT0012448.3, h1SMcT0012448.4, h1SMcT0012448.2	SCUR1_1760.1
OG0000972	h1SMcT0003527.1, h1SMcT0003527.2, h1SMcT0012587.1, h1SMcT0012587.2, h1SMcT0012587.3	SCUR1_6080.6, SCUR1_6080.5, SCUR1_6080.1, SCUR1_6080.2, SCUR1_6080.3, SCUR1_6080.4
OG0000974	h1SMcT0015359.1, h1SMcT0015359.2	SCUR1_55520.1, SCUR1_55510.1
OG0000975	h1SMcT0015875.3, h1SMcT0015875.4, h1SMcT0015875.2, h1SMcT0015875.1, h1SMcT0015875.5	SCUR1_5930.1
OG0000976	h1SMcT0018042.1, h1SMcT0018042.2, h1SMcT0018147.1, h1SMcT0018147.2	SCUR1_10260.1, SCUR1_10260.2
OG0000977	h1SMcT0020619.2, h1SMcT0020619.3, h1SMcT0020619.1, h1SMcT0020619.4	SCUR1_12140.1
OG0000978	h1SMcT0016704.1	SCUR1_20300.1, SCUR1_20300.2, SCUR1_20300.4, SCUR1_20300.3, SCUR1_20300.5
OG0000979	h1SMcT0004666.2, h1SMcT0004666.1, h1SMcT0004666.3	SCUR1_72920.1
OG0000980	h1SMcT0000225.1	SCUR1_52040.4, SCUR1_52040.5, SCUR1_52040.3, SCUR1_52040.2, SCUR1_52040.6, SCUR1_52040.1
OG0000981	h1SMcT0017407.1, h1SMcT0017407.2	SCUR1_40260.1, SCUR1_40260.2, SCUR1_40260.3, SCUR1_40260.4
OG0000982	h1SMcT0016533.1, h1SMcT0016533.2	SCUR1_64160.1
OG0000985	h1SMcT0011393.1, h1SMcT0011393.2	SCUR1_16150.1, SCUR1_16150.4, SCUR1_16150.2, SCUR1_16150.3
OG0000986	h1SMcT0022874.1, h1SMcT0022874.2, h1SMcT0022874.3, h1SMcT0022874.4, h1SMcT0012771.2, h1SMcT0012772.2, h1SMcT0012772.3, h1SMcT0012772.1, h1SMcT0012772.4, h1SMcT0018537.3, h1SMcT0018537.5, h1SMcT0018537.1, h1SMcT0018537.2, h1SMcT0018537.4	SCUR1_72040.1
OG0000987	h1SMcT0001069.1, h1SMcT0006573.1	SCUR1_82460.3, SCUR1_82460.2, SCUR1_82460.1
OG0000988	h1SMcT0010881.1, h1SMcT0007202.1	SCUR1_57130.1, SCUR1_57130.2
OG0000989	h1SMcT0021252.1	SCUR1_51340.4, SCUR1_51340.1, SCUR1_51340.2, SCUR1_51340.3
OG0000990	h1SMcT0004066.3, h1SMcT0004066.1, h1SMcT0004066.2, h1SMcT0004066.4	SCUR1_4740.1
OG0000992	h1SMcT0005046.4, h1SMcT0005046.2, h1SMcT0005046.3, h1SMcT0005046.6, h1SMcT0005046.1, h1SMcT0005046.5	SCUR1_44400.8, SCUR1_44400.3, SCUR1_44400.5, SCUR1_44400.2, SCUR1_44400.4, SCUR1_44400.6, SCUR1_44400.7, SCUR1_44400.1
OG0000993	h1SMcT0012007.1	SCUR1_77510.3, SCUR1_77510.4, SCUR1_77510.7, SCUR1_77510.8, SCUR1_77510.6, SCUR1_77510.1, SCUR1_77510.2, SCUR1_77510.5
OG0000994	h1SMcT0012857.2, h1SMcT0012857.1, h1SMcT0012857.3	SCUR1_34010.3, SCUR1_34010.5, SCUR1_34010.4, SCUR1_34010.2, SCUR1_34010.1, SCUR1_34030.1, SCUR1_34030.2
OG0000995	h1SMcT0016941.1, h1SMcT0016941.2, h1SMcT0022633.1, h1SMcT0022633.2	SCUR1_79790.5, SCUR1_79790.3, SCUR1_79790.1, SCUR1_79790.2, SCUR1_79790.4
OG0000996	h1SMcT0003558.1, h1SMcT0003558.2, h1SMcT0004365.1	SCUR1_64300.1, SCUR1_64300.2
OG0000997	h1SMcT0016747.1	SCUR1_87540.2, SCUR1_87540.1
OG0000998	h1SMcT0005767.1, h1SMcT0013011.1	SCUR1_55850.1
OG0001000	h1SMcT0009865.1, h1SMcT0009865.2	SCUR1_7040.1, SCUR1_7040.2
OG0001003	h1SMcT0021497.1	SCUR1_32280.3, SCUR1_32280.6, SCUR1_32280.8, SCUR1_32280.7, SCUR1_32280.2, SCUR1_32280.1, SCUR1_32280.4, SCUR1_32280.5
OG0001009	h1SMcT0020897.4, h1SMcT0020897.1, h1SMcT0020897.3, h1SMcT0020897.2	SCUR1_86720.3, SCUR1_86720.1, SCUR1_86720.2
OG0001010	h1SMcT0022396.1, h1SMcT0022396.2	SCUR1_60140.2, SCUR1_60140.5, SCUR1_60140.9, SCUR1_60140.1, SCUR1_60140.3, SCUR1_60140.4, SCUR1_60140.6, SCUR1_60140.7, SCUR1_60140.8
OG0001013	h1SMcT0017060.1	SCUR1_13850.1, SCUR1_13850.2, SCUR1_13850.3, SCUR1_13850.4
OG0001014	h1SMcT0007158.1, h1SMcT0007159.1	SCUR1_4010.1
OG0001015	h1SMcT0000462.1	SCUR1_38580.1, SCUR1_38560.1, SCUR1_38560.2
OG0001016	h1SMcT0006269.1	SCUR1_37870.1, SCUR1_37870.3, SCUR1_37870.5, SCUR1_37870.7, SCUR1_37870.2, SCUR1_37870.6, SCUR1_37870.4
OG0001017	h1SMcT0008318.1, h1SMcT0008318.2	SCUR1_15620.1, SCUR1_15620.2
OG0001018	h1SMcT0018036.2, h1SMcT0018036.1, h1SMcT0018036.3	SCUR1_29720.2, SCUR1_29720.3, SCUR1_29720.1, SCUR1_29720.4
OG0001019	h1SMcT0003777.1, h1SMcT0003777.2	SCUR1_42360.1, SCUR1_42360.3, SCUR1_42360.4, SCUR1_42360.5, SCUR1_42360.2
OG0001020	h1SMcT0016457.1	SCUR1_10870.1, SCUR1_10870.2, SCUR1_10870.3
OG0001022	h1SMcT0002253.2, h1SMcT0020531.1, h1SMcT0020535.1	SCUR1_20120.1, SCUR1_20120.2, SCUR1_20110.1, SCUR1_20110.4, SCUR1_20110.3, SCUR1_20110.2, SCUR1_95750.1, SCUR1_20120.3
OG0001023	h1SMcT0000757.1, h1SMcT0000757.3, h1SMcT0000757.2	SCUR1_62960.7, SCUR1_62960.5, SCUR1_62960.1, SCUR1_62960.2, SCUR1_62960.3, SCUR1_62960.4, SCUR1_62960.8, SCUR1_62960.6
OG0001024	h1SMcT0021266.1, h1SMcT0021266.2	SCUR1_77620.1
OG0001025	h1SMcT0009863.1	SCUR1_87150.1, SCUR1_87150.2, SCUR1_87150.3, SCUR1_87150.4
OG0001026	h1SMcT0011423.1, h1SMcT0011423.2	SCUR1_97260.1
OG0001028	h1SMcT0016235.3, h1SMcT0016235.4, h1SMcT0016235.1, h1SMcT0016235.5, h1SMcT0016235.2	SCUR1_55590.2, SCUR1_55590.3, SCUR1_55590.6, SCUR1_55590.4, SCUR1_55590.5, SCUR1_55590.1
OG0001029	h1SMcT0013620.1, h1SMcT0013533.3, h1SMcT0013533.2, h1SMcT0013533.1, h1SMcT0013533.4	SCUR1_49790.1, SCUR1_49790.2, SCUR1_49790.3, SCUR1_49790.4, SCUR1_49790.5, SCUR1_49790.7, SCUR1_49790.9, SCUR1_49790.6, SCUR1_49790.8
OG0001032	h1SMcT0016029.1	SCUR1_64320.1
OG0001033	h1SMcT0012601.1, h1SMcT0012601.2	SCUR1_71310.1, SCUR1_71310.2, SCUR1_71310.3, SCUR1_71310.4, SCUR1_71310.5
OG0001035	h1SMcT0000534.2, h1SMcT0000534.3, h1SMcT0000534.4, h1SMcT0000534.1	SCUR1_54670.1
OG0001037	h1SMcT0018339.1, h1SMcT0018339.2	SCUR1_20090.4, SCUR1_20090.1, SCUR1_20090.3, SCUR1_20090.5, SCUR1_20090.2
OG0001038	h1SMcT0010377.1, h1SMcT0010377.2, h1SMcT0010377.3, h1SMcT0010377.4, h1SMcT0010377.5, h1SMcT0010377.6, h1SMcT0010377.7, h1SMcT0010377.8	SCUR1_1470.1, SCUR1_1470.2, SCUR1_1470.3, SCUR1_1470.4, SCUR1_1470.5
OG0001039	h1SMcT0000170.1, h1SMcT0021430.1, h1SMcT0021430.2	SCUR1_27360.1
OG0001040	h1SMcT0003306.1, h1SMcT0003306.2, h1SMcT0003306.3	SCUR1_80340.5, SCUR1_80340.2, SCUR1_80340.1, SCUR1_80340.3, SCUR1_80340.6, SCUR1_80340.7, SCUR1_80340.4, SCUR1_80340.8
OG0001041	h1SMcT0020459.3, h1SMcT0020459.5, h1SMcT0020459.4, h1SMcT0020459.6, h1SMcT0020459.2, h1SMcT0020459.7	SCUR1_92900.1, SCUR1_92900.2, SCUR1_92900.4, SCUR1_92900.5, SCUR1_92900.3
OG0001042	h1SMcT0013596.5, h1SMcT0013596.4, h1SMcT0013596.3, h1SMcT0013596.6, h1SMcT0013596.7, h1SMcT0013596.2, h1SMcT0013596.1	SCUR1_12010.5, SCUR1_12010.8, SCUR1_12010.1, SCUR1_12010.2, SCUR1_12010.3, SCUR1_12010.4, SCUR1_12010.7, SCUR1_12010.6
OG0001043	h1SMcT0017036.1, h1SMcT0017036.2	SCUR1_48490.2, SCUR1_48490.1
OG0001045	h1SMcT0020660.1, h1SMcT0020660.2, h1SMcT0020660.3	SCUR1_66560.6, SCUR1_66560.1, SCUR1_66560.3, SCUR1_66560.4, SCUR1_66560.2, SCUR1_66560.5
OG0001048	h1SMcT0019140.2, h1SMcT0014134.3, h1SMcT0018373.2	SCUR1_77560.3, SCUR1_77560.1, SCUR1_77560.2
OG0001049	h1SMcT0001457.3, h1SMcT0001457.1, h1SMcT0001457.2	SCUR1_55250.2, SCUR1_55250.3, SCUR1_55250.4, SCUR1_55250.5, SCUR1_55250.1
OG0001050	h1SMcT0005225.1, h1SMcT0005227.1, h1SMcT0005232.1, h1SMcT0005232.2, h1SMcT0005232.5, h1SMcT0005232.4, h1SMcT0005232.3	SCUR1_62190.1, SCUR1_62190.2
OG0001051	h1SMcT0022496.1, h1SMcT0022496.2	SCUR1_86580.1, SCUR1_86580.2, SCUR1_86580.3, SCUR1_86580.4
OG0001052	h1SMcT0016992.1, h1SMcT0016992.2	SCUR1_55210.3, SCUR1_55210.4, SCUR1_55210.5, SCUR1_55210.2, SCUR1_55210.1
OG0001054	h1SMcT0001703.1	SCUR1_11680.1, SCUR1_11680.2, SCUR1_11670.1, SCUR1_11670.2
OG0001055	h1SMcT0011980.1, h1SMcT0004850.2, h1SMcT0004850.1, h1SMcT0004850.3, h1SMcT0004850.6, h1SMcT0004850.10, h1SMcT0004850.9, h1SMcT0004850.4, h1SMcT0004850.7	SCUR1_38920.4, SCUR1_38920.5, SCUR1_38920.3, SCUR1_38920.1, SCUR1_38920.2
OG0001056	h1SMcT0019142.1, h1SMcT0019142.2	SCUR1_57980.1
OG0001058	h1SMcT0001869.1, h1SMcT0020151.1	SCUR1_60800.1, SCUR1_60790.1
OG0001059	h1SMcT0019262.1	SCUR1_16990.1, SCUR1_16990.2, SCUR1_16990.3
OG0001060	h1SMcT0001275.9, h1SMcT0001275.6, h1SMcT0001275.7, h1SMcT0001275.3, h1SMcT0001275.4, h1SMcT0001275.5, h1SMcT0001275.1, h1SMcT0001275.2, h1SMcT0001275.8	SCUR1_63690.1
OG0001061	h1SMcT0003461.1, h1SMcT0015027.1, h1SMcT0015024.1, h1SMcT0015024.2, h1SMcT0015024.3	SCUR1_11030.1, SCUR1_11020.1, SCUR1_11020.2, SCUR1_11020.3, SCUR1_11040.1
OG0001063	h1SMcT0014042.2, h1SMcT0014042.3	SCUR1_83630.1, SCUR1_98090.1, SCUR1_83620.1, SCUR1_98300.1, SCUR1_98100.1
OG0001064	h1SMcT0004424.1	SCUR1_47850.1
OG0001065	h1SMcT0011544.1, h1SMcT0011544.2	SCUR1_29130.1, SCUR1_29140.1, SCUR1_29150.1, SCUR1_29150.2
OG0001068	h1SMcT0014508.2, h1SMcT0014508.3	SCUR1_75290.5, SCUR1_75290.1, SCUR1_75290.4, SCUR1_75290.2, SCUR1_75290.3
OG0001070	h1SMcT0023128.1	SCUR1_63010.1
OG0001070	h1SMcT0006347.1, h1SMcT0006347.3, h1SMcT0006347.2	SCUR1_75710.1
OG0001071	h1SMcT0012308.1	SCUR1_64910.4, SCUR1_64910.5, SCUR1_64910.1, SCUR1_64910.2, SCUR1_64910.3
OG0001073	h1SMcT0001997.3, h1SMcT0001997.1, h1SMcT0001997.2	SCUR1_16820.1
OG0001075	h1SMcT0018959.1	SCUR1_61790.1
OG0001076	h1SMcT0002591.1	SCUR1_46500.2, SCUR1_46500.1, SCUR1_46500.3, SCUR1_46500.4
OG0001077	h1SMcT0018403.2, h1SMcT0018403.1, h1SMcT0018403.3	SCUR1_50130.1, SCUR1_50130.2
OG0001078	h1SMcT0015049.1, h1SMcT0015049.2	SCUR1_61190.1, SCUR1_61190.2
OG0001079	h1SMcT0003860.1, h1SMcT0018699.1	SCUR1_74690.1, SCUR1_74710.1
OG0001080	h1SMcT0001110.3	SCUR1_73060.2, SCUR1_73060.1, SCUR1_73060.3, SCUR1_73060.5, SCUR1_73060.4
OG0001081	h1SMcT0000773.1	SCUR1_34070.1
OG0001082	h1SMcT0012303.1, h1SMcT0012303.2, h1SMcT0012303.3	SCUR1_48720.5, SCUR1_48720.6, SCUR1_48720.7, SCUR1_48720.1, SCUR1_48720.3, SCUR1_48720.2, SCUR1_48720.4
OG0001083	h1SMcT0005265.3, h1SMcT0005265.1, h1SMcT0005265.2, h1SMcT0001238.1, h1SMcT0001238.2, h1SMcT0001238.3	SCUR1_93030.3, SCUR1_93030.1, SCUR1_93030.2
OG0001084	h1SMcT0013531.1	SCUR1_20490.1, SCUR1_20490.2
OG0001085	h1SMcT0021299.1, h1SMcT0021299.2, h1SMcT0021197.1	SCUR1_93990.2, SCUR1_93990.1
OG0001087	h1SMcT0012320.1, h1SMcT0012320.3, h1SMcT0012320.5, h1SMcT0012320.6, h1SMcT0006967.1, h1SMcT0006967.2, h1SMcT0007568.1	SCUR1_51250.1
OG0001087	h1SMcT0012320.4, h1SMcT0001188.1	SCUR1_36500.1
OG0001088	h1SMcT0004069.1	SCUR1_23480.1, SCUR1_24590.3, SCUR1_24590.4, SCUR1_24590.2, SCUR1_24590.5, SCUR1_24590.1, SCUR1_24590.6
OG0001089	h1SMcT0008400.1	SCUR1_64890.3, SCUR1_64890.1, SCUR1_64890.2
OG0001091	h1SMcT0009445.1, h1SMcT0009445.4, h1SMcT0009445.2, h1SMcT0009445.3	SCUR1_48620.1
OG0001092	h1SMcT0014020.1	SCUR1_69010.2, SCUR1_69010.3, SCUR1_69010.4, SCUR1_69010.1
OG0001093	h1SMcT0000902.2, h1SMcT0016505.14, h1SMcT0016505.9, h1SMcT0016505.3, h1SMcT0016505.8, h1SMcT0016505.1, h1SMcT0016505.10, h1SMcT0016505.11, h1SMcT0016505.12, h1SMcT0016505.13, h1SMcT0016505.2, h1SMcT0016505.4, h1SMcT0016505.5, h1SMcT0016505.6, h1SMcT0016505.7	SCUR1_80710.1
OG0001094	h1SMcT0013737.1, h1SMcT0013737.2	SCUR1_36800.1, SCUR1_36800.5, SCUR1_36800.3, SCUR1_36800.2, SCUR1_36800.4
OG0001097	h1SMcT0011905.6, h1SMcT0011905.8, h1SMcT0011905.1, h1SMcT0011905.4, h1SMcT0011905.3, h1SMcT0011905.9, h1SMcT0011905.5, h1SMcT0011905.2, h1SMcT0011905.7	SCUR1_68740.2, SCUR1_68740.1, SCUR1_68740.3
OG0001100	h1SMcT0007101.1	SCUR1_67520.1
OG0001101	h1SMcT0005269.1, h1SMcT0005269.5, h1SMcT0005269.2, h1SMcT0005269.3, h1SMcT0005269.4, h1SMcT0005269.6	SCUR1_45960.2, SCUR1_45960.1, SCUR1_45960.3, SCUR1_45960.4
OG0001102	h1SMcT0006433.1	SCUR1_62330.1, SCUR1_62330.3, SCUR1_62330.2, SCUR1_62330.4, SCUR1_62330.5
OG0001103	h1SMcT0014541.1, h1SMcT0014541.3, h1SMcT0014541.2, h1SMcT0014541.4	SCUR1_92920.1
OG0001104	h1SMcT0006087.1, h1SMcT0008504.1	SCUR1_62310.1, SCUR1_62310.2
OG0001106	h1SMcT0021183.1	SCUR1_67940.1
OG0001107	h1SMcT0006055.1, h1SMcT0006059.1, h1SMcT0006059.2	SCUR1_51370.1, SCUR1_51370.2, SCUR1_51370.3
OG0001108	h1SMcT0007960.1	SCUR1_28680.1, SCUR1_28680.4, SCUR1_28680.5, SCUR1_28680.6, SCUR1_28680.3, SCUR1_28680.2, SCUR1_28680.7
OG0001109	h1SMcT0022201.1, h1SMcT0022201.2	SCUR1_34120.1, SCUR1_34120.2
OG0001111	h1SMcT0000799.3, h1SMcT0000799.2, h1SMcT0000799.1	SCUR1_48980.1, SCUR1_48960.1, SCUR1_100380.2, SCUR1_100380.1
OG0001112	h1SMcT0016310.1	SCUR1_94140.1, SCUR1_95730.1
OG0001113	h1SMcT0005978.4, h1SMcT0005978.1, h1SMcT0005978.2, h1SMcT0005978.3	SCUR1_7670.7, SCUR1_7670.5, SCUR1_7670.3, SCUR1_7670.8, SCUR1_7670.4, SCUR1_7670.10, SCUR1_7670.9, SCUR1_7670.6, SCUR1_7670.2, SCUR1_7670.1
OG0001114	h1SMcT0022624.6, h1SMcT0022624.4, h1SMcT0022624.2, h1SMcT0022624.3, h1SMcT0022624.1, h1SMcT0022624.5	SCUR1_6580.1
OG0001115	h1SMcT0002273.1	SCUR1_93000.3, SCUR1_93000.2, SCUR1_93000.1
OG0001116	h1SMcT0015831.1, h1SMcT0007147.1, h1SMcT0007147.2	SCUR1_80310.1, SCUR1_80310.2, SCUR1_80310.3, SCUR1_80310.4
OG0001117	h1SMcT0015235.1	SCUR1_15290.4, SCUR1_15290.1, SCUR1_15290.3, SCUR1_15250.1, SCUR1_15290.6, SCUR1_15290.2, SCUR1_15290.5
OG0001119	h1SMcT0012480.11, h1SMcT0012480.16, h1SMcT0012480.18, h1SMcT0012480.1, h1SMcT0012480.10, h1SMcT0012480.22, h1SMcT0012480.4, h1SMcT0012480.17, h1SMcT0012480.19, h1SMcT0012480.20, h1SMcT0012480.15, h1SMcT0012480.23, h1SMcT0012480.6, h1SMcT0012480.25, h1SMcT0012480.12, h1SMcT0012480.7, h1SMcT0012480.9, h1SMcT0012480.13, h1SMcT0012480.21, h1SMcT0012480.14, h1SMcT0012480.5, h1SMcT0012480.8	SCUR1_64870.1
OG0001120	h1SMcT0018623.1, h1SMcT0018623.2	SCUR1_31620.4, SCUR1_31620.2, SCUR1_31620.3, SCUR1_31620.5, SCUR1_31620.7, SCUR1_31620.1, SCUR1_31620.6
OG0001121	h1SMcT0017792.1	SCUR1_56810.1
OG0001122	h1SMcT0007710.1	SCUR1_100080.1, SCUR1_100080.2, SCUR1_100080.3, SCUR1_100290.1, SCUR1_100290.2, SCUR1_100290.3, SCUR1_78820.1, SCUR1_100290.5, SCUR1_100290.4
OG0001123	h1SMcT0013484.1, h1SMcT0013484.2, h1SMcT0013484.3	SCUR1_89150.1
OG0001124	h1SMcT0003380.2, h1SMcT0003380.1, h1SMcT0003380.3	SCUR1_38090.4, SCUR1_38090.5, SCUR1_38090.3, SCUR1_38090.1, SCUR1_38090.2
OG0001126	h1SMcT0009216.1, h1SMcT0009216.3, h1SMcT0009216.2, h1SMcT0009216.4	SCUR1_10020.1
OG0001128	h1SMcT0006939.1	SCUR1_75560.7, SCUR1_75560.8, SCUR1_75560.6, SCUR1_75560.4, SCUR1_75560.5, SCUR1_75560.1, SCUR1_75560.2, SCUR1_75560.3
OG0001129	h1SMcT0005055.1, h1SMcT0016650.1, h1SMcT0016650.2	SCUR1_37780.2, SCUR1_37780.1, SCUR1_37780.6, SCUR1_37780.7, SCUR1_37780.3, SCUR1_37780.4, SCUR1_37780.5
OG0001130	h1SMcT0009496.4, h1SMcT0009496.1, h1SMcT0009496.3, h1SMcT0009496.2	SCUR1_12120.1
OG0001131	h1SMcT0022497.3, h1SMcT0022497.1, h1SMcT0022497.2	SCUR1_73230.1
OG0001132	h1SMcT0018074.1	SCUR1_82300.4, SCUR1_82300.1, SCUR1_82300.2, SCUR1_82300.3
OG0001133	h1SMcT0022075.1, h1SMcT0018044.1	SCUR1_16010.1
OG0001134	h1SMcT0014276.1	SCUR1_65090.1
OG0001137	h1SMcT0021593.2, h1SMcT0021593.3, h1SMcT0021593.1, h1SMcT0011160.3, h1SMcT0011160.5, h1SMcT0011160.1, h1SMcT0011160.4, h1SMcT0011160.2, h1SMcT0011160.6	SCUR1_53520.1
OG0001138	h1SMcT0014800.1	SCUR1_20680.3, SCUR1_20680.4, SCUR1_20680.1, SCUR1_20680.2
OG0001139	h1SMcT0004790.1	SCUR1_37490.1, SCUR1_37490.2, SCUR1_37490.3, SCUR1_37490.4
OG0001140	h1SMcT0016073.1	SCUR1_46410.1
OG0001142	h1SMcT0002269.1, h1SMcT0012529.1	SCUR1_13130.1, SCUR1_13130.2, SCUR1_13130.4, SCUR1_13130.3, SCUR1_13110.3, SCUR1_13110.1, SCUR1_13110.2
OG0001143	h1SMcT0004192.1, h1SMcT0002802.1, h1SMcT0002801.1, h1SMcT0002801.2, h1SMcT0004192.3, h1SMcT0004192.4, h1SMcT0004192.2	SCUR1_62690.1
OG0001146	h1SMcT0020392.1	SCUR1_4400.2, SCUR1_4400.3, SCUR1_4400.4, SCUR1_4400.1
OG0001147	h1SMcT0008934.1, h1SMcT0008934.2	SCUR1_7560.1, SCUR1_7560.2, SCUR1_7560.3, SCUR1_7560.4, SCUR1_7560.5
OG0001148	h1SMcT0008135.1, h1SMcT0008135.2, h1SMcT0008135.3, h1SMcT0008135.4, h1SMcT0008135.5	SCUR1_69890.1, SCUR1_97380.1, SCUR1_97380.2, SCUR1_97380.3, SCUR1_97380.4
OG0001149	h1SMcT0016098.1	SCUR1_77570.9, SCUR1_77570.2, SCUR1_77570.6, SCUR1_77570.8, SCUR1_77570.1, SCUR1_77570.7, SCUR1_77570.5, SCUR1_77570.3, SCUR1_77570.4
OG0001150	h1SMcT0020112.4, h1SMcT0020112.6, h1SMcT0020112.5, h1SMcT0020112.10, h1SMcT0020112.8, h1SMcT0020112.9, h1SMcT0020112.7	SCUR1_52000.1
OG0001151	h1SMcT0012444.3, h1SMcT0012444.5, h1SMcT0020906.5, h1SMcT0020906.3, h1SMcT0020906.4, h1SMcT0020906.1, h1SMcT0020906.6, h1SMcT0020906.2	SCUR1_88540.3, SCUR1_88540.4, SCUR1_88540.2, SCUR1_88540.5, SCUR1_88540.1, SCUR1_100410.1
OG0001152	h1SMcT0019731.1	SCUR1_12920.1, SCUR1_12920.6, SCUR1_12920.11, SCUR1_12920.4, SCUR1_12920.5, SCUR1_12920.8, SCUR1_12920.9, SCUR1_12920.10, SCUR1_12920.7, SCUR1_12920.2, SCUR1_12920.3
OG0001153	h1SMcT0007139.1, h1SMcT0007139.2, h1SMcT0007139.3	SCUR1_68550.1
OG0001155	h1SMcT0020048.1, h1SMcT0020048.2	SCUR1_48540.1
OG0001156	h1SMcT0009520.1, h1SMcT0009520.2, h1SMcT0009520.3, h1SMcT0003396.1, h1SMcT0016657.1	SCUR1_7510.1, SCUR1_7510.2
OG0001157	h1SMcT0020020.1	SCUR1_62730.1
OG0001159	h1SMcT0022453.1	SCUR1_90830.1
OG0001160	h1SMcT0011011.1, h1SMcT0020389.1, h1SMcT0014106.1, h1SMcT0010778.1, h1SMcT0010778.2, h1SMcT0019483.1, h1SMcT0006823.1, h1SMcT0006823.2, h1SMcT0006823.3	SCUR1_19840.1, SCUR1_19840.2
OG0001161	h1SMcT0012653.1, h1SMcT0012643.1, h1SMcT0012642.1, h1SMcT0012644.1	SCUR1_67930.1, SCUR1_65390.4, SCUR1_65390.1, SCUR1_65390.2, SCUR1_65390.3
OG0001162	h1SMcT0001866.2, h1SMcT0001866.1, h1SMcT0001866.3	SCUR1_35840.1, SCUR1_35840.2, SCUR1_35840.3, SCUR1_35840.5, SCUR1_35840.4
OG0001163	h1SMcT0015228.1, h1SMcT0015228.2	SCUR1_76610.1
OG0001164	h1SMcT0017557.2, h1SMcT0017557.1, h1SMcT0017557.3	SCUR1_81050.5, SCUR1_81050.3, SCUR1_81050.4, SCUR1_81050.2, SCUR1_81050.1
OG0001165	h1SMcT0022136.3, h1SMcT0022136.2, h1SMcT0022136.1, h1SMcT0022136.4	SCUR1_57710.2, SCUR1_57710.4, SCUR1_57710.5, SCUR1_57710.1, SCUR1_57710.3
OG0001166	h1SMcT0008465.1	SCUR1_11000.1, SCUR1_11000.2, SCUR1_11000.3
OG0001167	h1SMcT0014014.2	SCUR1_35850.3, SCUR1_35850.9, SCUR1_35850.1, SCUR1_35850.10, SCUR1_35850.2, SCUR1_35850.4, SCUR1_35850.5, SCUR1_35850.6, SCUR1_35850.11, SCUR1_35850.7, SCUR1_35850.8
OG0001168	h1SMcT0022606.1	SCUR1_12700.3, SCUR1_12700.1, SCUR1_12700.5, SCUR1_12700.2, SCUR1_12700.6, SCUR1_12700.7, SCUR1_12700.4
