Orthogroup	schmidtea_mediterranea	schistosoma_turkestanicum
OG0001299	h1SMcT0014182.1	STRK1_34000.1
OG0001300	h1SMcT0019630.1, h1SMcT0016647.1, h1SMcT0016647.2, h1SMcT0003261.5, h1SMcT0003261.3, h1SMcT0003261.2, h1SMcT0003261.4, h1SMcT0003261.1	STRK1_3590.1
OG0001301	h1SMcT0012499.1, h1SMcT0012499.2, h1SMcT0012499.3, h1SMcT0012499.4	STRK1_48300.1
OG0001302	h1SMcT0022236.1, h1SMcT0022236.2	STRK1_17800.1, STRK1_17800.2
OG0001303	h1SMcT0007285.1	STRK1_31900.1
OG0001304	h1SMcT0008904.1	STRK1_101310.1, STRK1_87600.1, STRK1_87600.2
OG0001305	h1SMcT0001829.1	STRK1_860.1
OG0001306	h1SMcT0012301.1	STRK1_60730.1, STRK1_60730.2
OG0001307	h1SMcT0011865.1	STRK1_79970.1, STRK1_79970.2, STRK1_79960.1, STRK1_79960.2
OG0001309	h1SMcT0018538.5, h1SMcT0018538.1, h1SMcT0018538.10, h1SMcT0018538.3, h1SMcT0018538.4, h1SMcT0018538.2, h1SMcT0018538.6, h1SMcT0018538.11, h1SMcT0018538.7, h1SMcT0018538.8, h1SMcT0018538.9	STRK1_75370.1, STRK1_75370.2
OG0001311	h1SMcT0008489.2, h1SMcT0011990.1, h1SMcT0011990.2, h1SMcT0011990.3	STRK1_41960.1, STRK1_41960.2
OG0001312	h1SMcT0000792.1	STRK1_32130.1
OG0001313	h1SMcT0009798.1, h1SMcT0009798.2	STRK1_41840.1, STRK1_41830.1, STRK1_41850.1, STRK1_41860.1
OG0001314	h1SMcT0021592.4, h1SMcT0021592.1, h1SMcT0021592.2, h1SMcT0021592.3	STRK1_9850.1
OG0001315	h1SMcT0006238.1, h1SMcT0018244.1	STRK1_32170.1
OG0001316	h1SMcT0010872.1, h1SMcT0000024.1, h1SMcT0011775.1	STRK1_36010.1
OG0001316	h1SMcT0014295.1, h1SMcT0018009.1	STRK1_82350.1, STRK1_82340.1
OG0001318	h1SMcT0006852.1, h1SMcT0019312.1	STRK1_210.1, STRK1_210.2
OG0001319	h1SMcT0009039.1	STRK1_37910.1
OG0001320	h1SMcT0005651.1, h1SMcT0005651.2, h1SMcT0005651.3, h1SMcT0005651.5, h1SMcT0005651.4	STRK1_63990.1
OG0001321	h1SMcT0015236.1	STRK1_4620.1
OG0001321	h1SMcT0014354.2	STRK1_19570.1, STRK1_19550.2, STRK1_19550.1, STRK1_19560.1, STRK1_14150.1, STRK1_14140.1
OG0001322	h1SMcT0009589.1, h1SMcT0009589.2, h1SMcT0009589.3	STRK1_45660.1, STRK1_104780.1
OG0001323	h1SMcT0010772.1, h1SMcT0010772.2	STRK1_390.1, STRK1_390.2
OG0001324	h1SMcT0002366.1	STRK1_98350.1, STRK1_98350.2
OG0001325	h1SMcT0005178.1, h1SMcT0005178.2	STRK1_92310.1
OG0001328	h1SMcT0006605.1	STRK1_15750.1
OG0001329	h1SMcT0013761.1, h1SMcT0013761.2	STRK1_5810.2, STRK1_5810.5, STRK1_5810.1, STRK1_5810.4, STRK1_5810.3
OG0001330	h1SMcT0001109.1	STRK1_29080.1
OG0001331	h1SMcT0002691.1, h1SMcT0015945.1, h1SMcT0002691.2	STRK1_51100.1
OG0001332	h1SMcT0013352.1	STRK1_57110.2, STRK1_57110.1, STRK1_108580.1
OG0001333	h1SMcT0006484.1, h1SMcT0006480.1	STRK1_58690.1
OG0001334	h1SMcT0003847.1	STRK1_940.1
OG0001335	h1SMcT0017139.10, h1SMcT0017139.11, h1SMcT0017139.3, h1SMcT0017139.6, h1SMcT0017139.2, h1SMcT0017139.7, h1SMcT0017139.4, h1SMcT0017139.1, h1SMcT0017139.8, h1SMcT0017139.5, h1SMcT0017139.9	STRK1_29220.1, STRK1_29220.2
OG0001336	h1SMcT0016009.1, h1SMcT0016009.2	STRK1_108820.1, STRK1_21520.1, STRK1_44470.1, STRK1_44450.1, STRK1_44440.1, STRK1_44480.1, STRK1_101050.1
OG0001337	h1SMcT0020191.2, h1SMcT0020191.3	STRK1_51740.1
OG0001338	h1SMcT0018658.1	STRK1_27960.1, STRK1_27960.2
OG0001339	h1SMcT0002690.1, h1SMcT0015947.1	STRK1_10570.1
OG0001340	h1SMcT0011216.1, h1SMcT0004389.1, h1SMcT0009566.1	STRK1_9010.1
OG0001341	h1SMcT0020805.1, h1SMcT0020805.2	STRK1_70900.2, STRK1_70900.1, STRK1_70900.3
OG0001342	h1SMcT0005522.1, h1SMcT0005522.2	STRK1_46830.1
OG0001343	h1SMcT0018098.1, h1SMcT0018098.2	STRK1_69840.1, STRK1_69840.2
OG0001344	h1SMcT0021290.3, h1SMcT0021290.2, h1SMcT0021290.1	STRK1_74140.1
OG0001345	h1SMcT0011034.1	STRK1_37400.1, STRK1_37400.2
OG0001346	h1SMcT0002771.1	STRK1_5040.1
OG0001347	h1SMcT0002843.1, h1SMcT0021499.1, h1SMcT0009062.1, h1SMcT0009062.2	STRK1_35110.1
OG0001348	h1SMcT0017386.1	STRK1_30760.1, STRK1_30770.1
OG0001350	h1SMcT0012766.1	STRK1_32520.1, STRK1_32520.2
OG0001351	h1SMcT0016400.1	STRK1_102860.1, STRK1_105640.1, STRK1_22250.1
OG0001352	h1SMcT0014873.1	STRK1_22390.1, STRK1_22390.2
OG0001353	h1SMcT0012767.1, h1SMcT0012767.2, h1SMcT0012767.3	STRK1_99950.1, STRK1_59340.1, STRK1_59340.3, STRK1_59340.2
OG0001354	h1SMcT0022605.7, h1SMcT0022605.8	STRK1_61770.1, STRK1_61700.1, STRK1_61710.1
OG0001355	h1SMcT0000220.1, h1SMcT0008525.1	STRK1_44260.1, STRK1_101750.1, STRK1_44270.1
OG0001356	h1SMcT0018208.1, h1SMcT0018208.2, h1SMcT0018207.1, h1SMcT0018207.2, h1SMcT0018209.1, h1SMcT0018209.3, h1SMcT0018209.2, h1SMcT0018209.4	STRK1_69890.1
OG0001357	h1SMcT0020209.2, h1SMcT0020209.1, h1SMcT0020209.3, h1SMcT0020209.4	STRK1_37830.1, STRK1_37830.2, STRK1_37830.3, STRK1_37830.4
OG0001361	h1SMcT0011919.3, h1SMcT0011920.1, h1SMcT0011920.2	STRK1_27210.1, STRK1_27220.1
OG0001362	h1SMcT0004079.1, h1SMcT0004079.2, h1SMcT0004079.3	STRK1_29380.1, STRK1_29380.2
OG0001363	h1SMcT0003403.2, h1SMcT0003403.1, h1SMcT0003403.3	STRK1_94590.1, STRK1_90740.1, STRK1_90740.3, STRK1_90740.2
OG0001365	h1SMcT0013398.1, h1SMcT0009843.1, h1SMcT0009843.2	STRK1_72630.1
OG0001366	h1SMcT0005416.1	STRK1_47660.3, STRK1_47660.2, STRK1_47660.1
OG0001367	h1SMcT0020791.1, h1SMcT0020791.2, h1SMcT0020791.3	STRK1_93040.1
OG0001368	h1SMcT0007219.1, h1SMcT0007219.2	STRK1_4250.1
OG0001369	h1SMcT0004874.1, h1SMcT0021558.1	STRK1_85650.1, STRK1_85650.2
OG0001370	h1SMcT0012351.1	STRK1_55430.1, STRK1_55440.1, STRK1_55420.1
OG0001372	h1SMcT0022409.1, h1SMcT0022409.2, h1SMcT0022409.3	STRK1_27920.1
OG0001374	h1SMcT0008293.1	STRK1_60090.1
OG0001376	h1SMcT0018401.3, h1SMcT0018401.1, h1SMcT0018401.2	STRK1_55280.1, STRK1_83980.1, STRK1_83980.2, STRK1_110470.1
OG0001377	h1SMcT0012062.1	STRK1_59780.1, STRK1_59780.2
OG0001378	h1SMcT0006123.1, h1SMcT0006124.1, h1SMcT0006124.2	STRK1_16860.1
OG0001380	h1SMcT0010298.1, h1SMcT0000997.1, h1SMcT0001958.1	STRK1_57030.1, STRK1_57030.2
OG0001381	h1SMcT0019156.1, h1SMcT0019156.2	STRK1_71590.1
OG0001382	h1SMcT0022036.1	STRK1_26090.1
OG0001384	h1SMcT0003357.1, h1SMcT0003357.3, h1SMcT0003357.2, h1SMcT0003357.4	STRK1_84640.1
OG0001386	h1SMcT0010924.1	STRK1_39770.1, STRK1_39790.1, STRK1_39800.1
OG0001387	h1SMcT0000825.1, h1SMcT0000825.2	STRK1_108060.1
OG0001388	h1SMcT0006833.1, h1SMcT0017750.1, h1SMcT0022433.3, h1SMcT0015279.1, h1SMcT0015279.2	STRK1_10820.1
OG0001389	h1SMcT0009254.1	STRK1_43860.1, STRK1_43860.2
OG0001390	h1SMcT0021858.1, h1SMcT0021858.2, h1SMcT0007437.1, h1SMcT0007437.3, h1SMcT0007437.4, h1SMcT0007437.5, h1SMcT0007437.2	STRK1_38100.1, STRK1_38120.1, STRK1_38090.1
OG0001391	h1SMcT0002003.1, h1SMcT0002003.3, h1SMcT0002003.2	STRK1_35550.1
OG0001392	h1SMcT0008339.1	STRK1_7920.1
OG0001393	h1SMcT0012506.2, h1SMcT0012506.3, h1SMcT0022095.1, h1SMcT0022095.2, h1SMcT0000493.1, h1SMcT0002077.2, h1SMcT0002077.1, h1SMcT0002077.3, h1SMcT0002077.4	STRK1_14800.1, STRK1_14810.1, STRK1_14810.2, STRK1_14810.3
OG0001394	h1SMcT0010708.1, h1SMcT0010708.2	STRK1_100110.1, STRK1_76170.1
OG0001395	h1SMcT0008076.1	STRK1_22490.1, STRK1_22490.2
OG0001396	h1SMcT0004127.1	STRK1_45870.1, STRK1_45880.1, STRK1_45880.2
OG0001397	h1SMcT0002899.1, h1SMcT0002899.2	STRK1_59650.1, STRK1_59650.2
OG0001398	h1SMcT0001714.1	STRK1_10600.1
OG0001400	h1SMcT0014473.1, h1SMcT0014473.3, h1SMcT0014473.2, h1SMcT0014473.5, h1SMcT0014473.4	STRK1_97090.1, STRK1_105050.1
OG0001401	h1SMcT0022641.2, h1SMcT0001222.1, h1SMcT0001222.4, h1SMcT0001222.2, h1SMcT0001222.3	STRK1_96390.1, STRK1_54410.1
OG0001402	h1SMcT0019178.1, h1SMcT0019178.3, h1SMcT0019178.4, h1SMcT0019178.2	STRK1_26890.1
OG0001403	h1SMcT0007120.1, h1SMcT0007120.2, h1SMcT0007120.3	STRK1_98040.1, STRK1_54600.1
OG0001405	h1SMcT0000742.1, h1SMcT0000742.2	STRK1_34700.4, STRK1_34700.6, STRK1_34700.1, STRK1_34700.2, STRK1_34700.3, STRK1_34700.5
OG0001406	h1SMcT0021725.1, h1SMcT0021725.2	STRK1_36650.1
OG0001409	h1SMcT0009465.3, h1SMcT0009465.1, h1SMcT0009465.2	STRK1_49570.1
OG0001410	h1SMcT0019018.1	STRK1_35930.1
OG0001411	h1SMcT0011117.1, h1SMcT0022547.1, h1SMcT0022547.2	STRK1_27190.1
OG0001412	h1SMcT0014908.1, h1SMcT0014908.2	STRK1_27290.1
OG0001413	h1SMcT0003405.1, h1SMcT0003405.3, h1SMcT0003405.4, h1SMcT0003405.2, h1SMcT0003404.1, h1SMcT0003404.2, h1SMcT0003406.1, h1SMcT0003406.2, h1SMcT0003406.3	STRK1_90290.1, STRK1_90290.2
OG0001414	h1SMcT0008397.1	STRK1_15960.1
OG0001416	h1SMcT0021647.1, h1SMcT0021647.2	STRK1_5120.1, STRK1_5120.2
OG0001417	h1SMcT0016160.1, h1SMcT0016160.4, h1SMcT0016160.3, h1SMcT0016160.2	STRK1_13190.1
OG0001418	h1SMcT0004450.1, h1SMcT0004450.2	STRK1_91360.1
OG0001419	h1SMcT0002437.1, h1SMcT0002437.2, h1SMcT0002437.3	STRK1_62820.1
OG0001420	h1SMcT0020804.12, h1SMcT0020804.4, h1SMcT0020804.1, h1SMcT0020804.11, h1SMcT0020804.6, h1SMcT0020804.5, h1SMcT0020804.9, h1SMcT0020804.10, h1SMcT0020804.8, h1SMcT0020804.3, h1SMcT0020804.2	STRK1_80240.1, STRK1_80240.2
OG0001421	h1SMcT0007958.1	STRK1_28270.1
OG0001422	h1SMcT0012836.1	STRK1_70820.1
OG0001423	h1SMcT0004431.1, h1SMcT0004431.2, h1SMcT0004431.3	STRK1_10530.1
OG0001424	h1SMcT0013501.1, h1SMcT0013501.2	STRK1_8820.1
OG0001425	h1SMcT0007005.1	STRK1_22670.1, STRK1_22670.2, STRK1_22670.3, STRK1_22670.4, STRK1_22670.5, STRK1_22670.6
OG0001426	h1SMcT0000701.1, h1SMcT0000701.2	STRK1_5770.1, STRK1_90570.1
OG0001427	h1SMcT0001796.1	STRK1_26900.1
OG0001430	h1SMcT0009661.1, h1SMcT0014547.1, h1SMcT0014549.2, h1SMcT0014549.1, h1SMcT0014549.3, h1SMcT0014548.1	STRK1_54760.1, STRK1_54750.1
OG0001431	h1SMcT0006849.3, h1SMcT0006849.1, h1SMcT0006849.2	STRK1_62540.1, STRK1_62540.2, STRK1_62540.3, STRK1_62540.4, STRK1_62540.5
OG0001432	h1SMcT0010146.1	STRK1_105570.1, STRK1_105580.1, STRK1_20610.1
OG0001434	h1SMcT0009357.1	STRK1_93350.1
OG0001435	h1SMcT0009597.1, h1SMcT0000164.1, h1SMcT0000164.3, h1SMcT0000164.2	STRK1_73840.1, STRK1_73840.2, STRK1_73840.3, STRK1_73840.4
OG0001436	h1SMcT0017995.4, h1SMcT0017995.5, h1SMcT0017995.1, h1SMcT0017995.2, h1SMcT0017995.3	STRK1_74830.1
OG0001438	h1SMcT0018374.1, h1SMcT0018374.2, h1SMcT0018374.3	STRK1_105840.1, STRK1_13340.1
OG0001440	h1SMcT0013788.2, h1SMcT0013788.3, h1SMcT0013788.1	STRK1_33710.1, STRK1_33710.2, STRK1_33710.3
OG0001441	h1SMcT0002761.1	STRK1_88750.1, STRK1_88750.2, STRK1_88750.3, STRK1_88590.1, STRK1_88600.1
OG0001444	h1SMcT0006915.1, h1SMcT0006915.2, h1SMcT0006915.3, h1SMcT0006915.4	STRK1_70540.1, STRK1_70540.2, STRK1_70540.3
OG0001449	h1SMcT0021207.2, h1SMcT0021207.1, h1SMcT0021207.3	STRK1_34340.1
OG0001454	h1SMcT0000780.1	STRK1_80440.1
OG0001455	h1SMcT0007602.1	STRK1_90500.1
OG0001456	h1SMcT0019184.1	STRK1_102150.1, STRK1_67470.1, STRK1_66620.1, STRK1_66630.1, STRK1_66660.1
OG0001457	h1SMcT0009495.2, h1SMcT0009495.1, h1SMcT0009495.3	STRK1_15390.1
OG0001458	h1SMcT0005935.1, h1SMcT0012577.1, h1SMcT0012577.2	STRK1_29810.2, STRK1_29810.4, STRK1_29810.1, STRK1_29810.3
OG0001459	h1SMcT0008943.1, h1SMcT0008943.2, h1SMcT0005464.4, h1SMcT0005464.2, h1SMcT0005464.1, h1SMcT0005464.3	STRK1_56830.1
OG0001460	h1SMcT0015241.1	STRK1_30880.1
OG0001461	h1SMcT0018386.1	STRK1_26650.1, STRK1_26650.2
OG0001462	h1SMcT0022524.1	STRK1_56150.1, STRK1_56150.2, STRK1_56150.3, STRK1_56150.4
OG0001463	h1SMcT0008338.1, h1SMcT0008338.2	STRK1_57580.1, STRK1_57570.1, STRK1_99760.1, STRK1_98190.1, STRK1_98180.1
OG0001464	h1SMcT0009630.5, h1SMcT0009630.6, h1SMcT0009630.8, h1SMcT0009630.7, h1SMcT0009630.4, h1SMcT0009630.2	STRK1_47630.1, STRK1_47610.1
OG0001465	h1SMcT0014154.1	STRK1_72070.1, STRK1_72070.2
OG0001466	h1SMcT0016902.1	STRK1_6740.1, STRK1_6740.2, STRK1_6740.3, STRK1_6740.4, STRK1_6740.5, STRK1_6740.6
OG0001467	h1SMcT0008460.1, h1SMcT0008460.2, h1SMcT0020856.1, h1SMcT0020855.2, h1SMcT0020855.4, h1SMcT0020855.1, h1SMcT0020855.3	STRK1_63200.3, STRK1_63200.5, STRK1_63200.6, STRK1_63200.1, STRK1_63200.2, STRK1_63200.4
OG0001468	h1SMcT0010099.1, h1SMcT0014322.1	STRK1_15650.1
OG0001469	h1SMcT0021871.2, h1SMcT0021871.1, h1SMcT0021871.3	STRK1_80110.1
OG0001470	h1SMcT0014172.1, h1SMcT0014172.2, h1SMcT0014172.3, h1SMcT0014172.4	STRK1_61780.1, STRK1_61740.1
OG0001472	h1SMcT0007921.1, h1SMcT0007921.2, h1SMcT0007921.3, h1SMcT0007921.4	STRK1_61680.1, STRK1_61690.1, STRK1_111360.1
OG0001473	h1SMcT0013163.1, h1SMcT0013166.1, h1SMcT0013166.2, h1SMcT0013177.1, h1SMcT0013178.1, h1SMcT0013179.1	STRK1_75330.1
OG0001475	h1SMcT0021270.1	STRK1_48250.3, STRK1_48250.1, STRK1_48250.4, STRK1_48250.5, STRK1_48250.2
OG0001476	h1SMcT0019733.2, h1SMcT0019733.3, h1SMcT0019733.4, h1SMcT0019733.1, h1SMcT0019733.5	STRK1_12490.1
OG0001479	h1SMcT0009862.1, h1SMcT0009862.2	STRK1_9000.1
OG0001481	h1SMcT0015903.1, h1SMcT0021086.1, h1SMcT0021086.2, h1SMcT0016775.1	STRK1_45590.1, STRK1_45600.1
OG0001482	h1SMcT0012176.1, h1SMcT0012176.2	STRK1_89840.1, STRK1_89840.2
OG0001483	h1SMcT0000736.1, h1SMcT0000736.3, h1SMcT0000736.5, h1SMcT0000736.2, h1SMcT0000736.4	STRK1_69490.1, STRK1_69490.2
OG0001485	h1SMcT0011857.3, h1SMcT0011857.2, h1SMcT0011857.1, h1SMcT0000533.1, h1SMcT0018805.1	STRK1_35100.1, STRK1_35100.2
OG0001486	h1SMcT0010412.2, h1SMcT0010412.1, h1SMcT0010412.3	STRK1_47170.1, STRK1_47170.2
OG0001488	h1SMcT0022183.1, h1SMcT0022183.2	STRK1_30750.1
OG0001488	h1SMcT0022047.1, h1SMcT0022047.2	STRK1_93010.1
OG0001489	h1SMcT0021635.1, h1SMcT0021635.5, h1SMcT0021635.2, h1SMcT0021635.3, h1SMcT0021635.4	STRK1_22720.1
OG0001490	h1SMcT0014203.3, h1SMcT0014203.5, h1SMcT0014203.4, h1SMcT0014203.6, h1SMcT0014203.7, h1SMcT0014203.1, h1SMcT0014203.2	STRK1_32140.1
OG0001492	h1SMcT0003534.1	STRK1_50790.1
OG0001493	h1SMcT0019791.1, h1SMcT0019791.2	STRK1_43880.1, STRK1_43880.2, STRK1_97930.1
OG0001494	h1SMcT0017253.1, h1SMcT0017253.2	STRK1_26330.1, STRK1_26330.2, STRK1_26330.3
OG0001496	h1SMcT0003218.1	STRK1_73590.1
OG0001497	h1SMcT0017554.1	STRK1_35420.1
OG0001498	h1SMcT0022452.1, h1SMcT0022452.4, h1SMcT0022452.2, h1SMcT0022452.3	STRK1_42280.1, STRK1_42270.1, STRK1_42270.2
OG0001500	h1SMcT0007630.1	STRK1_62940.2, STRK1_62940.1, STRK1_62940.4, STRK1_62940.3
OG0001502	h1SMcT0021616.1, h1SMcT0021616.3, h1SMcT0021616.2, h1SMcT0021616.4	STRK1_108690.1, STRK1_103250.1, STRK1_110.1, STRK1_130.1
OG0001503	h1SMcT0011287.1, h1SMcT0011287.2	STRK1_51900.1, STRK1_51900.2
OG0001504	h1SMcT0007770.1	STRK1_63940.1
OG0001505	h1SMcT0006436.1, h1SMcT0006436.2	STRK1_94340.1
OG0001506	h1SMcT0021094.1, h1SMcT0004396.1, h1SMcT0004396.2, h1SMcT0004396.3	STRK1_5390.1
OG0001508	h1SMcT0019286.1	STRK1_28600.1
OG0001509	h1SMcT0013921.1, h1SMcT0013921.3	STRK1_75970.1, STRK1_74480.1
OG0001511	h1SMcT0004279.1	STRK1_31920.1
OG0001512	h1SMcT0017028.1	STRK1_69410.1
OG0001513	h1SMcT0018540.1, h1SMcT0018540.2, h1SMcT0018540.3	STRK1_5200.1
OG0001514	h1SMcT0020380.2, h1SMcT0020380.3, h1SMcT0020380.1	STRK1_1130.1, STRK1_1130.2
OG0001515	h1SMcT0000870.1, h1SMcT0010058.1, h1SMcT0010058.2	STRK1_1730.1, STRK1_8770.1
OG0001516	h1SMcT0021462.1, h1SMcT0022718.1	STRK1_18060.1, STRK1_18040.1
OG0001517	h1SMcT0010241.1	STRK1_25210.1, STRK1_25230.1, STRK1_25230.2
OG0001518	h1SMcT0019738.1	STRK1_75800.1
OG0001519	h1SMcT0014015.1, h1SMcT0014015.2, h1SMcT0014015.3, h1SMcT0014015.4	STRK1_73460.1
OG0001522	h1SMcT0011111.1	STRK1_9290.1
OG0001523	h1SMcT0010801.1	STRK1_50640.1, STRK1_50640.2
OG0001524	h1SMcT0015153.1	STRK1_79570.1
OG0001526	h1SMcT0012889.1, h1SMcT0012890.2, h1SMcT0012890.1, h1SMcT0012890.3	STRK1_47150.1, STRK1_47150.2
OG0001527	h1SMcT0010521.1, h1SMcT0010521.2	STRK1_85710.1, STRK1_85700.1, STRK1_85720.1
OG0001529	h1SMcT0021637.1	STRK1_93510.1, STRK1_93510.2
OG0001530	h1SMcT0003859.1, h1SMcT0003859.2	STRK1_44640.1, STRK1_44650.1, STRK1_44630.1
OG0001531	h1SMcT0004453.2, h1SMcT0004453.5, h1SMcT0004453.6, h1SMcT0004453.1, h1SMcT0004453.3, h1SMcT0004453.4	STRK1_98650.1, STRK1_98650.2
OG0001533	h1SMcT0004368.1, h1SMcT0004368.2	STRK1_56370.1, STRK1_56370.2
OG0001534	h1SMcT0007642.1	STRK1_75680.1, STRK1_75680.2
OG0001536	h1SMcT0015301.1	STRK1_18970.1, STRK1_18990.1
OG0001537	h1SMcT0013792.1, h1SMcT0013792.2	STRK1_820.1
OG0001538	h1SMcT0014530.1, h1SMcT0015324.1	STRK1_88150.1, STRK1_88150.2, STRK1_88150.3
OG0001539	h1SMcT0017958.1, h1SMcT0017958.2, h1SMcT0017958.3	STRK1_1000.1, STRK1_1000.2, STRK1_1000.3
OG0001540	h1SMcT0006384.1, h1SMcT0006384.2	STRK1_41410.1, STRK1_41410.2
OG0001541	h1SMcT0004722.1	STRK1_96640.1, STRK1_103870.1, STRK1_81260.1, STRK1_102310.1
OG0001542	h1SMcT0015832.1, h1SMcT0015832.2, h1SMcT0015832.3, h1SMcT0015832.4, h1SMcT0015832.5	STRK1_51050.1
OG0001554	h1SMcT0008486.1, h1SMcT0003478.1, h1SMcT0003500.1, h1SMcT0017344.1, h1SMcT0008950.1, h1SMcT0007092.1, h1SMcT0023035.1, h1SMcT0007094.1, h1SMcT0007094.2, h1SMcT0007093.1, h1SMcT0007095.1, h1SMcT0000396.1, h1SMcT0000426.1, h1SMcT0000426.2, h1SMcT0001582.1, h1SMcT0002457.1, h1SMcT0016082.1	STRK1_29300.1
OG0001555	h1SMcT0010539.1	STRK1_75770.1
OG0001556	h1SMcT0018243.1, h1SMcT0018243.2, h1SMcT0018243.3, h1SMcT0018243.4, h1SMcT0018243.5	STRK1_31530.3, STRK1_31530.4, STRK1_31530.1, STRK1_31530.2
OG0001557	h1SMcT0009780.1, h1SMcT0009780.2	STRK1_39230.1, STRK1_39230.2
OG0001558	h1SMcT0003178.1, h1SMcT0003178.2	STRK1_77800.1
OG0001559	h1SMcT0016843.2, h1SMcT0016843.1, h1SMcT0016843.3	STRK1_52150.1
OG0001560	h1SMcT0012518.1, h1SMcT0012518.2	STRK1_64310.1
OG0001561	h1SMcT0013876.1	STRK1_43690.1
OG0001562	h1SMcT0020801.1	STRK1_74430.1
OG0001563	h1SMcT0019159.1, h1SMcT0019159.2	STRK1_40200.1, STRK1_40180.1, STRK1_95010.1, STRK1_95020.1
OG0001564	h1SMcT0006456.1	STRK1_50300.1, STRK1_50250.1
OG0001565	h1SMcT0016970.1, h1SMcT0021524.1	STRK1_62010.1
OG0001566	h1SMcT0009524.1	STRK1_64410.1
OG0001567	h1SMcT0018183.1	STRK1_74690.1, STRK1_74690.2
OG0001570	h1SMcT0018002.5, h1SMcT0018002.2, h1SMcT0018002.7, h1SMcT0018002.4, h1SMcT0018002.9, h1SMcT0018002.12, h1SMcT0018002.13, h1SMcT0018002.11, h1SMcT0018002.8	STRK1_68760.1
OG0001571	h1SMcT0018536.1, h1SMcT0022616.1, h1SMcT0011762.1, h1SMcT0015483.1, h1SMcT0016767.1, h1SMcT0015482.1, h1SMcT0016538.1, h1SMcT0014564.1	STRK1_190.1, STRK1_5920.1
OG0001572	h1SMcT0002800.1, h1SMcT0002800.2	STRK1_64400.1, STRK1_64400.2
OG0001574	h1SMcT0016307.1, h1SMcT0016307.2	STRK1_36460.1, STRK1_36460.2
OG0001575	h1SMcT0006105.3, h1SMcT0006105.1, h1SMcT0006105.2	STRK1_11000.1
OG0001576	h1SMcT0006666.2, h1SMcT0006666.1, h1SMcT0006666.3, h1SMcT0003104.2, h1SMcT0003104.3, h1SMcT0003104.1, h1SMcT0003104.5, h1SMcT0001180.1, h1SMcT0001180.2	STRK1_106850.1, STRK1_108170.1, STRK1_87670.1, STRK1_87670.2
OG0001577	h1SMcT0014297.1, h1SMcT0014297.2, h1SMcT0006524.2, h1SMcT0006524.5, h1SMcT0006524.3, h1SMcT0006524.6, h1SMcT0006524.1, h1SMcT0006524.4, h1SMcT0006517.1, h1SMcT0006523.1, h1SMcT0006523.3, h1SMcT0006523.2	STRK1_100980.1
OG0001578	h1SMcT0003020.4, h1SMcT0003020.3, h1SMcT0003020.5, h1SMcT0003020.6	STRK1_54270.1
OG0001579	h1SMcT0010551.1	STRK1_14200.1
OG0001580	h1SMcT0021337.1, h1SMcT0021337.2	STRK1_41520.1
OG0001581	h1SMcT0008604.4, h1SMcT0008604.7, h1SMcT0008604.3, h1SMcT0008604.2, h1SMcT0008604.1, h1SMcT0008604.5	STRK1_76260.1
OG0001582	h1SMcT0013798.1, h1SMcT0013798.2	STRK1_53870.1
OG0001588	h1SMcT0012021.1, h1SMcT0012021.2, h1SMcT0014683.1	STRK1_59270.1
OG0001589	h1SMcT0018334.3, h1SMcT0018334.1, h1SMcT0018334.2	STRK1_35310.1
OG0001590	h1SMcT0016705.1, h1SMcT0016705.2	STRK1_67540.1
OG0001592	h1SMcT0016376.1, h1SMcT0016376.2	STRK1_2120.1, STRK1_2120.2, STRK1_2120.3, STRK1_2150.1
OG0001593	h1SMcT0014525.1	STRK1_60600.1, STRK1_60600.2
OG0001595	h1SMcT0004004.1, h1SMcT0011696.3	STRK1_63310.1
OG0001596	h1SMcT0020657.1, h1SMcT0020657.2	STRK1_77970.1, STRK1_77970.2
OG0001597	h1SMcT0005317.1, h1SMcT0005317.2, h1SMcT0005317.4, h1SMcT0005317.3	STRK1_71580.1, STRK1_71580.2
OG0001598	h1SMcT0017652.1	STRK1_43360.1
OG0001599	h1SMcT0006535.1, h1SMcT0006580.1	STRK1_67920.1
OG0001600	h1SMcT0001572.1, h1SMcT0001572.2	STRK1_29910.1, STRK1_29910.2
OG0001601	h1SMcT0006626.1	STRK1_62790.1
OG0001602	h1SMcT0012475.2, h1SMcT0012475.3, h1SMcT0012475.4, h1SMcT0000699.4, h1SMcT0000699.2, h1SMcT0000699.1, h1SMcT0000699.3, h1SMcT0000699.5, h1SMcT0006969.1, h1SMcT0019456.1	STRK1_11740.1, STRK1_11740.2
OG0001606	h1SMcT0004111.2, h1SMcT0004111.3, h1SMcT0004111.1	STRK1_100090.1, STRK1_21330.1, STRK1_21330.2, STRK1_99380.1, STRK1_102480.1
OG0001607	h1SMcT0001333.2, h1SMcT0001333.1, h1SMcT0001333.3	STRK1_68060.1
OG0001608	h1SMcT0019002.1	STRK1_51970.1
OG0001609	h1SMcT0021762.3, h1SMcT0021762.2, h1SMcT0021762.1, h1SMcT0021762.4	STRK1_106150.1, STRK1_106150.2, STRK1_69460.1, STRK1_69470.1
OG0001610	h1SMcT0005810.1, h1SMcT0005810.2	STRK1_93100.2
OG0001610	h1SMcT0001133.1, h1SMcT0001133.2, h1SMcT0012922.1	STRK1_28140.1
OG0001611	h1SMcT0013941.1, h1SMcT0013941.2, h1SMcT0013941.3	STRK1_61480.1
