Orthogroup	schmidtea_mediterranea	schistosoma_bovis
OG0000553	h1SMcT0019029.2, h1SMcT0019029.1, h1SMcT0019029.3, h1SMcT0019029.4, h1SMcT0004255.2, h1SMcT0004255.1, h1SMcT0004255.11, h1SMcT0004255.3, h1SMcT0004255.4, h1SMcT0004255.6, h1SMcT0004255.7, h1SMcT0004255.8, h1SMcT0004255.9, h1SMcT0004255.10, h1SMcT0004255.12, h1SMcT0004255.5	SBOV2_93560.3, SBOV2_93560.4, SBOV2_93560.2, SBOV2_93560.1
OG0000554	h1SMcT0003715.1, h1SMcT0003715.2	SBOV2_10870.2, SBOV2_10870.6, SBOV2_10870.7, SBOV2_10870.4, SBOV2_10870.1, SBOV2_10870.3, SBOV2_10870.5
OG0000555	h1SMcT0005491.1, h1SMcT0021937.1, h1SMcT0021938.1, h1SMcT0021940.1, h1SMcT0013846.1, h1SMcT0013846.2	SBOV2_42790.3, SBOV2_42790.2, SBOV2_42790.1, SBOV2_42790.4
OG0000557	h1SMcT0006419.1, h1SMcT0006419.2, h1SMcT0006419.3	SBOV2_29940.1, SBOV2_29940.2, SBOV2_29940.3, SBOV2_29940.5, SBOV2_29940.4, SBOV2_29940.6
OG0000558	h1SMcT0021451.5, h1SMcT0021451.6, h1SMcT0021451.9, h1SMcT0021451.10, h1SMcT0021451.7, h1SMcT0021451.8, h1SMcT0021451.11, h1SMcT0021451.2, h1SMcT0021451.3, h1SMcT0021451.4	SBOV2_17300.7, SBOV2_17300.8, SBOV2_17300.3, SBOV2_17300.2, SBOV2_17300.1, SBOV2_17300.4, SBOV2_17300.5, SBOV2_17300.6, SBOV2_17300.9
OG0000559	h1SMcT0021284.1, h1SMcT0021284.2, h1SMcT0021284.3	SBOV2_80010.1, SBOV2_80010.3, SBOV2_80010.2
OG0000560	h1SMcT0006173.1	SBOV2_95600.1, SBOV2_95600.2, SBOV2_95600.3, SBOV2_95600.4
OG0000561	h1SMcT0005992.1, h1SMcT0005992.2, h1SMcT0005992.3, h1SMcT0005992.4, h1SMcT0005992.5, h1SMcT0005992.6, h1SMcT0005992.7	SBOV2_93990.2, SBOV2_93990.1
OG0000561	h1SMcT0000933.1	SBOV2_94000.1
OG0000562	h1SMcT0021856.10, h1SMcT0021856.4, h1SMcT0021856.3, h1SMcT0021856.1, h1SMcT0021856.6, h1SMcT0021856.9, h1SMcT0021856.2, h1SMcT0021856.7, h1SMcT0021856.8, h1SMcT0021856.5	SBOV2_83870.1, SBOV2_83890.1
OG0000564	h1SMcT0004343.4, h1SMcT0004343.1, h1SMcT0004343.6, h1SMcT0004343.2, h1SMcT0004343.3, h1SMcT0004343.5	SBOV2_25900.2, SBOV2_25900.1
OG0000565	h1SMcT0018773.4, h1SMcT0018773.3, h1SMcT0018773.2, h1SMcT0022896.1, h1SMcT0022896.2, h1SMcT0000517.3, h1SMcT0000517.4, h1SMcT0000517.5, h1SMcT0000517.1, h1SMcT0000517.2	SBOV2_3480.1, SBOV2_3480.2, SBOV2_3480.6, SBOV2_3480.5, SBOV2_3480.4, SBOV2_3480.3
OG0000566	h1SMcT0016524.1, h1SMcT0016524.2, h1SMcT0016524.4, h1SMcT0016524.3	SBOV2_81430.1, SBOV2_81430.3, SBOV2_81430.4, SBOV2_81430.6, SBOV2_81430.2, SBOV2_81430.5
OG0000567	h1SMcT0018100.3, h1SMcT0018100.4, h1SMcT0018373.1, h1SMcT0019140.1	SBOV2_65340.10, SBOV2_65340.7, SBOV2_65340.6, SBOV2_65340.5, SBOV2_65340.8, SBOV2_65340.9, SBOV2_65340.2, SBOV2_65340.1, SBOV2_65340.3, SBOV2_65340.4
OG0000568	h1SMcT0000422.1	SBOV2_56100.1
OG0000568	h1SMcT0004474.1	SBOV2_66610.1, SBOV2_66610.2, SBOV2_66610.3
OG0000568	h1SMcT0007387.1, h1SMcT0008220.1	SBOV2_32750.1
OG0000569	h1SMcT0011523.1	SBOV2_9460.1
OG0000570	h1SMcT0019517.1, h1SMcT0019517.4, h1SMcT0019517.3, h1SMcT0019517.2, h1SMcT0004661.3, h1SMcT0004661.1, h1SMcT0004661.2	SBOV2_12760.1, SBOV2_12760.2, SBOV2_12760.3
OG0000572	h1SMcT0002436.1, h1SMcT0002436.2, h1SMcT0002436.3	SBOV2_58890.1
OG0000576	h1SMcT0011316.1	SBOV2_43370.4, SBOV2_43370.6, SBOV2_43370.3, SBOV2_43370.5, SBOV2_43370.1, SBOV2_43370.2
OG0000580	h1SMcT0008757.1	SBOV2_28560.1, SBOV2_35280.1, SBOV2_35280.2
OG0000581	h1SMcT0003098.1, h1SMcT0003098.4, h1SMcT0003098.2, h1SMcT0003098.3	SBOV2_60630.1, SBOV2_60630.2, SBOV2_60630.3, SBOV2_60630.4
OG0000582	h1SMcT0007948.1	SBOV2_82220.1, SBOV2_82230.1, SBOV2_82240.1
OG0000583	h1SMcT0016905.1, h1SMcT0018972.1, h1SMcT0018972.2	SBOV2_60250.5, SBOV2_60250.2, SBOV2_60250.1, SBOV2_60250.3, SBOV2_60250.4
OG0000584	h1SMcT0015177.1	SBOV2_39130.1
OG0000585	h1SMcT0015294.3	SBOV2_5880.8, SBOV2_5880.10, SBOV2_5880.11, SBOV2_5880.4, SBOV2_5880.5, SBOV2_5880.6, SBOV2_5880.7, SBOV2_5880.9, SBOV2_5880.3, SBOV2_5880.1, SBOV2_5880.2
OG0000586	h1SMcT0002546.1	SBOV2_36560.1, SBOV2_36560.5, SBOV2_36560.4, SBOV2_36560.3, SBOV2_36560.2
OG0000587	h1SMcT0012527.1	SBOV2_64500.1, SBOV2_64500.2, SBOV2_64510.1, SBOV2_64530.1, SBOV2_9150.1
OG0000588	h1SMcT0022641.1	SBOV2_21940.1
OG0000589	h1SMcT0000513.6, h1SMcT0000513.10, h1SMcT0000513.5, h1SMcT0000513.11, h1SMcT0000513.7, h1SMcT0000513.4, h1SMcT0000513.2, h1SMcT0000513.1, h1SMcT0000513.15, h1SMcT0000513.9, h1SMcT0000513.12, h1SMcT0000513.13, h1SMcT0000513.16, h1SMcT0000513.3, h1SMcT0000513.14, h1SMcT0000513.8	SBOV2_50670.1
OG0000590	h1SMcT0012706.1, h1SMcT0012706.2	SBOV2_38410.1
OG0000590	h1SMcT0011530.1, h1SMcT0011530.2, h1SMcT0011530.3, h1SMcT0011530.5, h1SMcT0011530.4	SBOV2_27250.1
OG0000592	h1SMcT0002361.1	SBOV2_36710.1
OG0000593	h1SMcT0011288.1	SBOV2_35850.5, SBOV2_35850.10, SBOV2_35850.8, SBOV2_35850.6, SBOV2_35850.2, SBOV2_35850.9, SBOV2_35850.1, SBOV2_35850.3, SBOV2_35850.4, SBOV2_35850.7
OG0000594	h1SMcT0014403.1	SBOV2_48710.1
OG0000599	h1SMcT0014383.1	SBOV2_62190.2, SBOV2_62190.4, SBOV2_62190.3, SBOV2_62190.1, SBOV2_62190.5, SBOV2_62190.6
OG0000600	h1SMcT0001236.1, h1SMcT0001236.2	SBOV2_67220.1, SBOV2_67230.1
OG0000601	h1SMcT0017191.2	SBOV2_93890.1
OG0000601	h1SMcT0017191.1, h1SMcT0015663.1	SBOV2_26880.1
OG0000603	h1SMcT0006589.1, h1SMcT0001620.1, h1SMcT0001575.2, h1SMcT0001575.1	SBOV2_49740.2, SBOV2_49740.1, SBOV2_49740.3
OG0000605	h1SMcT0000877.1, h1SMcT0000877.2	SBOV2_40030.1, SBOV2_40070.1
OG0000607	h1SMcT0020176.1	SBOV2_36500.8, SBOV2_36500.7, SBOV2_36500.4, SBOV2_36500.2, SBOV2_36500.6, SBOV2_36500.1, SBOV2_36500.3, SBOV2_36500.5
OG0000609	h1SMcT0005893.1	SBOV2_40160.6, SBOV2_40160.3, SBOV2_40160.1, SBOV2_40160.4, SBOV2_40160.7, SBOV2_40160.5, SBOV2_40160.2
OG0000610	h1SMcT0011951.1, h1SMcT0005871.1, h1SMcT0005871.2, h1SMcT0013226.4, h1SMcT0013226.5, h1SMcT0013226.1, h1SMcT0013226.3, h1SMcT0013226.6, h1SMcT0013226.2, h1SMcT0013226.9, h1SMcT0013226.7	SBOV2_22240.1
OG0000611	h1SMcT0001233.1, h1SMcT0001234.1	SBOV2_42380.1, SBOV2_42430.1, SBOV2_42410.1, SBOV2_42400.1, SBOV2_42420.1
OG0000612	h1SMcT0020937.1	SBOV2_8720.1, SBOV2_8720.4, SBOV2_8720.5, SBOV2_8720.6, SBOV2_8720.3, SBOV2_8720.2
OG0000613	h1SMcT0002240.1, h1SMcT0014405.4, h1SMcT0014405.1, h1SMcT0014405.6, h1SMcT0014405.5, h1SMcT0014405.2, h1SMcT0014405.3	SBOV2_30590.1, SBOV2_30590.2, SBOV2_30590.4, SBOV2_30590.3, SBOV2_30590.5, SBOV2_30590.6
OG0000614	h1SMcT0004878.5, h1SMcT0004878.1, h1SMcT0004878.6	SBOV2_43550.2, SBOV2_43550.3, SBOV2_43550.1, SBOV2_43550.6, SBOV2_43550.7, SBOV2_43550.4, SBOV2_43550.5
OG0000615	h1SMcT0007757.1, h1SMcT0011556.1, h1SMcT0022918.1	SBOV2_12910.2, SBOV2_12910.1
OG0000616	h1SMcT0015808.1, h1SMcT0011502.1, h1SMcT0011502.4	SBOV2_59690.1
OG0000617	h1SMcT0000662.1, h1SMcT0016621.1, h1SMcT0016621.2, h1SMcT0016926.2, h1SMcT0016926.1, h1SMcT0016926.3	SBOV2_80960.1
OG0000618	h1SMcT0002134.3, h1SMcT0002134.1, h1SMcT0002134.2, h1SMcT0002134.4	SBOV2_31210.1
OG0000620	h1SMcT0012721.1, h1SMcT0012721.2	SBOV2_14950.1
OG0000620	h1SMcT0013766.1, h1SMcT0013766.2, h1SMcT0008491.1, h1SMcT0008491.2	SBOV2_44930.1
OG0000621	h1SMcT0007997.1	SBOV2_37570.5, SBOV2_37570.1, SBOV2_37570.6, SBOV2_37570.2, SBOV2_37570.3, SBOV2_37570.4
OG0000623	h1SMcT0014261.1	SBOV2_12750.5, SBOV2_12750.1, SBOV2_12750.2, SBOV2_12750.4, SBOV2_12750.3
OG0000624	h1SMcT0020124.1	SBOV2_38630.1
OG0000625	h1SMcT0013791.1	SBOV2_30240.3, SBOV2_30240.1, SBOV2_30240.6, SBOV2_30240.5, SBOV2_30240.2, SBOV2_30240.4
OG0000626	h1SMcT0016716.3, h1SMcT0016716.1, h1SMcT0016716.2	SBOV2_50890.6, SBOV2_50890.5, SBOV2_50890.8, SBOV2_50890.7, SBOV2_50890.4, SBOV2_50890.1, SBOV2_50890.3, SBOV2_50890.2
OG0000627	h1SMcT0005288.1, h1SMcT0005288.2, h1SMcT0005288.3, h1SMcT0005288.4	SBOV2_11680.7, SBOV2_11680.8, SBOV2_11680.6, SBOV2_11680.4, SBOV2_11680.2, SBOV2_11680.1, SBOV2_11680.3, SBOV2_11680.5
OG0000628	h1SMcT0006558.1	SBOV2_60730.2, SBOV2_60730.4, SBOV2_60730.3, SBOV2_60730.1
OG0000629	h1SMcT0002469.1, h1SMcT0002469.2, h1SMcT0002157.1, h1SMcT0002157.2	SBOV2_28920.5, SBOV2_28920.7, SBOV2_28920.6, SBOV2_28920.4, SBOV2_28920.3, SBOV2_28920.2, SBOV2_28920.1
OG0000630	h1SMcT0010265.4, h1SMcT0010265.5, h1SMcT0010265.1, h1SMcT0010265.3, h1SMcT0010265.2	SBOV2_58350.1, SBOV2_58350.2, SBOV2_58350.3
OG0000631	h1SMcT0010110.1, h1SMcT0010112.1, h1SMcT0010114.1	SBOV2_65490.1, SBOV2_60770.5, SBOV2_60770.1, SBOV2_60770.2, SBOV2_60770.4, SBOV2_60770.3, SBOV2_60770.6
OG0000632	h1SMcT0004637.1, h1SMcT0004637.2	SBOV2_13020.5, SBOV2_13020.3, SBOV2_13020.4, SBOV2_13020.6, SBOV2_13020.1, SBOV2_13020.2
OG0000633	h1SMcT0003142.1	SBOV2_53030.1, SBOV2_53030.4, SBOV2_53030.2, SBOV2_53030.3, SBOV2_53030.5
OG0000636	h1SMcT0010435.1	SBOV2_93640.1, SBOV2_93640.3, SBOV2_93640.5, SBOV2_93640.6, SBOV2_93640.2, SBOV2_93640.4, SBOV2_93640.7
OG0000637	h1SMcT0003479.1, h1SMcT0009323.1, h1SMcT0009324.1, h1SMcT0009324.2, h1SMcT0009332.1, h1SMcT0009332.4, h1SMcT0009332.2, h1SMcT0009332.3, h1SMcT0009397.1, h1SMcT0009393.1, h1SMcT0009393.2	SBOV2_48970.1
OG0000638	h1SMcT0014155.1, h1SMcT0014155.2	SBOV2_63660.1, SBOV2_63660.2, SBOV2_63660.3
OG0000639	h1SMcT0008292.1	SBOV2_61390.1
OG0000641	h1SMcT0000075.1, h1SMcT0000075.2, h1SMcT0000075.3	SBOV2_6610.1, SBOV2_6610.2, SBOV2_6610.3
OG0000641	h1SMcT0021560.1, h1SMcT0021560.2	SBOV2_4550.1, SBOV2_4550.2
OG0000643	h1SMcT0004865.1	SBOV2_53500.1, SBOV2_53510.2, SBOV2_53510.3, SBOV2_53510.1
OG0000644	h1SMcT0009313.1, h1SMcT0009313.2, h1SMcT0009313.3	SBOV2_94590.5, SBOV2_94590.2, SBOV2_94590.1, SBOV2_94590.3, SBOV2_94590.4
OG0000645	h1SMcT0014622.1, h1SMcT0014622.2, h1SMcT0014622.3, h1SMcT0001951.1, h1SMcT0001951.4, h1SMcT0001951.2, h1SMcT0001951.5, h1SMcT0001951.3, h1SMcT0002162.9, h1SMcT0002162.3, h1SMcT0002162.5, h1SMcT0002162.8, h1SMcT0002162.1, h1SMcT0002162.10, h1SMcT0002162.2, h1SMcT0002162.7, h1SMcT0002162.4, h1SMcT0002162.6, h1SMcT0005662.1, h1SMcT0006078.1, h1SMcT0006078.2	SBOV2_10180.1, SBOV2_10170.1
OG0000646	h1SMcT0014565.2, h1SMcT0014565.8, h1SMcT0014565.3, h1SMcT0014565.6, h1SMcT0014565.4, h1SMcT0014565.7, h1SMcT0014565.1, h1SMcT0014565.5, h1SMcT0021225.1, h1SMcT0000025.3, h1SMcT0000025.1, h1SMcT0000025.2	SBOV2_8750.7, SBOV2_8750.4, SBOV2_8750.8, SBOV2_8750.3, SBOV2_8750.6, SBOV2_8750.1, SBOV2_8750.2, SBOV2_8750.5
OG0000647	h1SMcT0002662.1, h1SMcT0015974.1	SBOV2_61630.5, SBOV2_61630.7, SBOV2_61630.6, SBOV2_61630.1, SBOV2_61630.2, SBOV2_61630.8, SBOV2_61630.10, SBOV2_61630.3, SBOV2_61630.4, SBOV2_61630.9
OG0000649	h1SMcT0014304.4, h1SMcT0014304.1, h1SMcT0014304.3, h1SMcT0014304.2, h1SMcT0010534.1, h1SMcT0010534.3, h1SMcT0010534.2, h1SMcT0018309.10, h1SMcT0018309.12, h1SMcT0018309.4, h1SMcT0018309.5, h1SMcT0018309.7, h1SMcT0018309.8, h1SMcT0018309.9, h1SMcT0018309.13, h1SMcT0018309.2, h1SMcT0018309.6, h1SMcT0018309.1, h1SMcT0018309.11, h1SMcT0018309.3	SBOV2_59410.1, SBOV2_59410.2
OG0000652	h1SMcT0014597.3, h1SMcT0014597.1, h1SMcT0014597.2	SBOV2_27620.3, SBOV2_27620.1, SBOV2_27620.2, SBOV2_27620.4, SBOV2_27620.5, SBOV2_27620.6
OG0000653	h1SMcT0001116.3, h1SMcT0001116.1, h1SMcT0001116.4, h1SMcT0001112.2, h1SMcT0001113.1	SBOV2_27060.1, SBOV2_27070.1, SBOV2_27070.2, SBOV2_27070.3
OG0000654	h1SMcT0006285.1	SBOV2_57610.3, SBOV2_57610.1, SBOV2_57610.2, SBOV2_57610.4
OG0000655	h1SMcT0009631.1	SBOV2_80890.1
OG0000656	h1SMcT0022550.7, h1SMcT0022550.3, h1SMcT0022550.2, h1SMcT0022550.5, h1SMcT0022550.6, h1SMcT0022550.4, h1SMcT0022550.8	SBOV2_74520.2, SBOV2_74520.1, SBOV2_74520.3
OG0000657	h1SMcT0013044.1, h1SMcT0013044.2, h1SMcT0013044.4, h1SMcT0013044.10, h1SMcT0013044.3, h1SMcT0013044.7, h1SMcT0013044.8, h1SMcT0013044.9, h1SMcT0013044.5, h1SMcT0013044.6	SBOV2_87960.2, SBOV2_87960.3, SBOV2_87960.4, SBOV2_87960.5, SBOV2_87960.1, SBOV2_87960.6
OG0000659	h1SMcT0007920.1	SBOV2_26120.1, SBOV2_26120.3, SBOV2_26120.4, SBOV2_26120.2
OG0000663	h1SMcT0017016.2, h1SMcT0017016.3, h1SMcT0017016.4	SBOV2_29600.10, SBOV2_29600.9, SBOV2_29600.7, SBOV2_29600.6, SBOV2_29600.4, SBOV2_29600.5, SBOV2_29600.8, SBOV2_29600.2, SBOV2_29600.1, SBOV2_29600.3
OG0000664	h1SMcT0002678.1, h1SMcT0015958.1	SBOV2_12170.2, SBOV2_12170.1, SBOV2_12170.3, SBOV2_12170.4
OG0000665	h1SMcT0008601.2	SBOV2_72240.1, SBOV2_72240.2, SBOV2_72240.3
OG0000666	h1SMcT0008106.1, h1SMcT0008106.3, h1SMcT0008106.4, h1SMcT0008106.2	SBOV2_61380.3, SBOV2_61380.4, SBOV2_61380.5, SBOV2_61380.1, SBOV2_61380.2, SBOV2_61380.6
OG0000667	h1SMcT0000405.1, h1SMcT0000405.2, h1SMcT0000405.3, h1SMcT0000405.4, h1SMcT0000405.5, h1SMcT0000405.6, h1SMcT0000405.7, h1SMcT0000405.8	SBOV2_6160.5, SBOV2_6160.6, SBOV2_6160.7, SBOV2_6160.1, SBOV2_6160.2, SBOV2_6160.3, SBOV2_6160.4
OG0000668	h1SMcT0000772.1	SBOV2_53120.1
OG0000669	h1SMcT0002674.1, h1SMcT0015961.1	SBOV2_67660.1, SBOV2_67660.2
OG0000670	h1SMcT0013219.2, h1SMcT0013219.3, h1SMcT0008488.1, h1SMcT0012609.4, h1SMcT0012609.5, h1SMcT0012609.1, h1SMcT0012609.6, h1SMcT0012609.7, h1SMcT0023028.1, h1SMcT0012609.3, h1SMcT0012609.2	SBOV2_43860.1
OG0000671	h1SMcT0004049.1	SBOV2_75700.1, SBOV2_75700.2, SBOV2_75700.3
OG0000672	h1SMcT0007758.5, h1SMcT0007758.7, h1SMcT0007758.2, h1SMcT0007758.6	SBOV2_43460.2, SBOV2_43460.3, SBOV2_43460.1, SBOV2_43460.4, SBOV2_43460.5
OG0000674	h1SMcT0006548.5, h1SMcT0006548.2, h1SMcT0006548.4, h1SMcT0006548.6, h1SMcT0006548.1, h1SMcT0006548.3, h1SMcT0006548.7	SBOV2_77260.1, SBOV2_77260.3, SBOV2_77260.6, SBOV2_77260.2, SBOV2_77260.4, SBOV2_77260.5
OG0000675	h1SMcT0003156.2	SBOV2_71420.7, SBOV2_71420.2, SBOV2_71420.1, SBOV2_71420.10, SBOV2_71420.4, SBOV2_71420.6, SBOV2_71420.8, SBOV2_71420.9, SBOV2_71420.3, SBOV2_71420.5
OG0000676	h1SMcT0011607.1	SBOV2_80840.1, SBOV2_80840.2, SBOV2_80840.3, SBOV2_80840.4, SBOV2_80840.5, SBOV2_80840.6
OG0000677	h1SMcT0005076.1, h1SMcT0010995.1	SBOV2_5200.1
OG0000678	h1SMcT0000627.1	SBOV2_33200.1, SBOV2_33200.3, SBOV2_33200.2, SBOV2_33200.4
OG0000680	h1SMcT0020605.2, h1SMcT0020605.3, h1SMcT0020605.4, h1SMcT0020605.1, h1SMcT0020605.5	SBOV2_16400.1, SBOV2_16400.2, SBOV2_16400.3, SBOV2_16400.4
OG0000682	h1SMcT0021817.1, h1SMcT0021817.2, h1SMcT0021817.3	SBOV2_42210.1, SBOV2_42210.4, SBOV2_42210.5, SBOV2_42210.3, SBOV2_42210.2
OG0000683	h1SMcT0001041.1	SBOV2_50470.1
OG0000683	h1SMcT0016211.1, h1SMcT0016211.2, h1SMcT0016211.3	SBOV2_66790.1
OG0000684	h1SMcT0018167.5, h1SMcT0018167.1, h1SMcT0018167.20, h1SMcT0018167.7, h1SMcT0018167.12, h1SMcT0018167.3, h1SMcT0018167.4, h1SMcT0018167.18, h1SMcT0018167.14, h1SMcT0018167.19, h1SMcT0018167.8, h1SMcT0018167.10, h1SMcT0018167.15, h1SMcT0018167.9, h1SMcT0018167.11, h1SMcT0018167.16, h1SMcT0018167.17, h1SMcT0018167.13	SBOV2_83820.1
OG0000686	h1SMcT0001825.1, h1SMcT0001825.2	SBOV2_59620.1
OG0000687	h1SMcT0019613.1	SBOV2_40760.6, SBOV2_40760.3, SBOV2_40760.1, SBOV2_40760.5, SBOV2_40760.2, SBOV2_40760.4
OG0000689	h1SMcT0003853.1, h1SMcT0003854.1	SBOV2_2980.1
OG0000690	h1SMcT0006534.1, h1SMcT0006534.6, h1SMcT0006534.3, h1SMcT0006534.8, h1SMcT0006534.9, h1SMcT0006534.10, h1SMcT0006534.2, h1SMcT0006534.11, h1SMcT0006534.4, h1SMcT0006534.5, h1SMcT0006534.7, h1SMcT0006847.1	SBOV2_22280.1
OG0000695	h1SMcT0007395.1	SBOV2_95430.1
OG0000695	h1SMcT0017536.1, h1SMcT0017537.1	SBOV2_44750.1
OG0000696	h1SMcT0007847.1, h1SMcT0007847.2	SBOV2_5400.1, SBOV2_5400.2, SBOV2_5400.3, SBOV2_5400.5, SBOV2_5400.4
OG0000697	h1SMcT0018621.4, h1SMcT0018621.2, h1SMcT0018621.1, h1SMcT0018621.3	SBOV2_27560.1, SBOV2_27560.2
OG0000699	h1SMcT0022612.1, h1SMcT0022612.3, h1SMcT0022612.2, h1SMcT0022612.4, h1SMcT0022612.5, h1SMcT0012097.1, h1SMcT0012097.2, h1SMcT0012097.3	SBOV2_34630.1
OG0000699	h1SMcT0010928.1	SBOV2_45230.1, SBOV2_45230.2
OG0000700	h1SMcT0011041.1	SBOV2_39350.1, SBOV2_23480.1, SBOV2_23490.1, SBOV2_23500.1
OG0000703	h1SMcT0004344.1, h1SMcT0003611.3, h1SMcT0003611.1, h1SMcT0003611.2, h1SMcT0000754.1, h1SMcT0000754.2, h1SMcT0000754.3	SBOV2_140.1
OG0000704	h1SMcT0014608.4, h1SMcT0014608.3, h1SMcT0014608.1, h1SMcT0014608.2	SBOV2_47670.2, SBOV2_47670.1, SBOV2_47670.3, SBOV2_47670.4, SBOV2_47670.5
OG0000705	h1SMcT0002097.1	SBOV2_6060.7, SBOV2_6060.8, SBOV2_6060.9, SBOV2_6060.6, SBOV2_6060.3, SBOV2_6060.4, SBOV2_6060.1, SBOV2_6060.2, SBOV2_6060.5
OG0000706	h1SMcT0018667.1	SBOV2_42570.1
OG0000706	h1SMcT0007172.1, h1SMcT0007172.4, h1SMcT0007172.2, h1SMcT0007172.3, h1SMcT0015679.1, h1SMcT0016765.1, h1SMcT0020007.1, h1SMcT0020007.2	SBOV2_53210.1
OG0000707	h1SMcT0015742.1, h1SMcT0015742.3, h1SMcT0015742.2, h1SMcT0015742.4	SBOV2_93230.11, SBOV2_93230.3, SBOV2_93230.4, SBOV2_93230.1, SBOV2_93230.10, SBOV2_93230.2, SBOV2_93230.5, SBOV2_93230.6, SBOV2_93230.9, SBOV2_93230.12, SBOV2_93230.8, SBOV2_93230.7
OG0000708	h1SMcT0008283.2, h1SMcT0008283.4, h1SMcT0008283.3, h1SMcT0008283.1, h1SMcT0008283.5	SBOV2_30430.3, SBOV2_30430.4, SBOV2_30430.5, SBOV2_30430.1, SBOV2_30430.2
OG0000709	h1SMcT0004212.1	SBOV2_42880.1
OG0000710	h1SMcT0004295.1, h1SMcT0010571.1	SBOV2_7410.1, SBOV2_7400.1
OG0000711	h1SMcT0020247.1	SBOV2_73570.10, SBOV2_73570.11, SBOV2_73570.2, SBOV2_73570.1, SBOV2_73570.7, SBOV2_73570.3, SBOV2_73570.4, SBOV2_73570.9, SBOV2_73570.8, SBOV2_73570.5, SBOV2_73570.6
OG0000712	h1SMcT0022628.1, h1SMcT0022628.2, h1SMcT0022628.3	SBOV2_52860.1
OG0000714	h1SMcT0013833.1	SBOV2_45550.1, SBOV2_45550.2, SBOV2_45550.3
OG0000715	h1SMcT0013928.1, h1SMcT0013928.3	SBOV2_40230.1, SBOV2_40230.2, SBOV2_40230.3, SBOV2_40230.5, SBOV2_40230.4
OG0000716	h1SMcT0017449.3, h1SMcT0017449.1, h1SMcT0017449.2	SBOV2_11540.1
OG0000717	h1SMcT0005890.1	SBOV2_58590.1, SBOV2_58590.2, SBOV2_58590.4, SBOV2_58590.3, SBOV2_58590.5
OG0000718	h1SMcT0019140.3, h1SMcT0014134.1, h1SMcT0014134.2, h1SMcT0018100.2, h1SMcT0018373.3, h1SMcT0002221.2, h1SMcT0002221.4, h1SMcT0002221.6, h1SMcT0002221.5, h1SMcT0001082.7, h1SMcT0001082.9, h1SMcT0001082.1, h1SMcT0001082.5, h1SMcT0001082.6	SBOV2_73840.5, SBOV2_73840.1, SBOV2_73840.2, SBOV2_73840.4, SBOV2_73840.3
OG0000719	h1SMcT0003953.1	SBOV2_50460.1, SBOV2_50460.2, SBOV2_50460.3, SBOV2_50460.4, SBOV2_50460.5, SBOV2_50460.6
OG0000720	h1SMcT0001353.1	SBOV2_75950.2, SBOV2_75950.3, SBOV2_75950.5, SBOV2_75950.6, SBOV2_75950.7, SBOV2_75950.1, SBOV2_75950.4
OG0000722	h1SMcT0010769.1, h1SMcT0010769.2, h1SMcT0010770.1, h1SMcT0010770.2	SBOV2_5300.3, SBOV2_5300.2, SBOV2_5300.1, SBOV2_5300.4
OG0000723	h1SMcT0006520.1, h1SMcT0006522.1	SBOV2_75690.1
OG0000724	h1SMcT0017100.1, h1SMcT0017100.2, h1SMcT0017100.3	SBOV2_26040.1
OG0000726	h1SMcT0007616.1, h1SMcT0007616.2	SBOV2_37790.2, SBOV2_37790.1, SBOV2_37780.1, SBOV2_37780.2
OG0000728	h1SMcT0017035.1	SBOV2_47800.2, SBOV2_47800.3, SBOV2_47800.1
OG0000729	h1SMcT0016744.1, h1SMcT0016744.2	SBOV2_8680.2, SBOV2_8680.4, SBOV2_8680.1, SBOV2_8680.3, SBOV2_8680.5, SBOV2_8680.6
OG0000730	h1SMcT0010082.1, h1SMcT0010082.2, h1SMcT0010082.3	SBOV2_59650.1
OG0000731	h1SMcT0010461.1, h1SMcT0010461.3, h1SMcT0010461.2, h1SMcT0010461.4	SBOV2_75320.1
OG0000732	h1SMcT0008186.1	SBOV2_3530.6, SBOV2_3530.1, SBOV2_3530.5, SBOV2_3530.4, SBOV2_3530.2, SBOV2_3530.3
OG0000733	h1SMcT0021193.1	SBOV2_2920.2, SBOV2_2920.1, SBOV2_2920.3, SBOV2_2920.7, SBOV2_2920.5, SBOV2_2920.4, SBOV2_2920.6, SBOV2_2920.8
OG0000736	h1SMcT0016952.1, h1SMcT0016952.2	SBOV2_77150.4, SBOV2_77150.5, SBOV2_77150.2, SBOV2_77150.3, SBOV2_77150.1
OG0000738	h1SMcT0008294.1	SBOV2_69300.1, SBOV2_69300.4, SBOV2_69300.2, SBOV2_69300.3, SBOV2_69160.1, SBOV2_69280.1
OG0000739	h1SMcT0014531.1	SBOV2_56400.1
OG0000740	h1SMcT0010959.1	SBOV2_8270.1
OG0000741	h1SMcT0004042.1, h1SMcT0004042.2	SBOV2_83520.3, SBOV2_83520.6, SBOV2_83520.1, SBOV2_83520.2, SBOV2_83520.4, SBOV2_83520.5
OG0000743	h1SMcT0003842.2	SBOV2_22020.1, SBOV2_22020.2
OG0000744	h1SMcT0004810.1, h1SMcT0004810.5, h1SMcT0004810.3, h1SMcT0004810.4, h1SMcT0004810.2	SBOV2_3630.1
