Orthogroup	schistosoma_guineensis	schistosoma_mattheei
OG0001383	SGUI1_4070.1	SMTH1_4740.1
OG0001384	SGUI1_88190.2, SGUI1_88190.8, SGUI1_88190.10, SGUI1_88190.1, SGUI1_88190.5, SGUI1_88190.6, SGUI1_88190.3, SGUI1_88190.4, SGUI1_88190.7, SGUI1_88190.9	SMTH1_97430.1
OG0001386	SGUI1_44140.1	SMTH1_49140.1
OG0001387	SGUI1_87230.3, SGUI1_87230.4, SGUI1_87230.1, SGUI1_87230.2	SMTH1_96330.1
OG0001389	SGUI1_45870.3, SGUI1_45870.4, SGUI1_45870.5, SGUI1_45870.6, SGUI1_45870.2, SGUI1_45870.1	SMTH1_51250.1
OG0001390	SGUI1_39720.1, SGUI1_39720.2	SMTH1_44260.1, SMTH1_44260.2, SMTH1_44260.3
OG0001391	SGUI1_34400.1	SMTH1_38410.1
OG0001392	SGUI1_11710.1	SMTH1_14090.1
OG0001393	SGUI1_15860.1	SMTH1_17990.1
OG0001394	SGUI1_76690.1	SMTH1_84830.4, SMTH1_84830.3, SMTH1_84830.1, SMTH1_84830.2
OG0001395	SGUI1_88940.1	SMTH1_98220.1
OG0001396	SGUI1_47780.1, SGUI1_47780.2, SGUI1_47780.3	SMTH1_53330.1
OG0001396	SGUI1_47780.4, SGUI1_47780.5, SGUI1_47780.6, SGUI1_47780.7, SGUI1_47780.8	SMTH1_53350.1
OG0001397	SGUI1_62740.1, SGUI1_62740.2, SGUI1_62740.3, SGUI1_62740.4, SGUI1_62740.5	SMTH1_69320.2, SMTH1_69320.1, SMTH1_69320.5, SMTH1_69320.3, SMTH1_69320.4
OG0001398	SGUI1_10420.2, SGUI1_10420.3, SGUI1_10420.5	SMTH1_12600.4, SMTH1_12600.1, SMTH1_12600.2, SMTH1_12600.3
OG0001399	SGUI1_92250.1, SGUI1_92260.1	SMTH1_101960.1
OG0001400	SGUI1_82130.2, SGUI1_82130.1, SGUI1_82130.3, SGUI1_82130.4	SMTH1_90710.1
OG0001401	SGUI1_50780.3, SGUI1_50780.2	SMTH1_56590.1
OG0001402	SGUI1_25730.1, SGUI1_25730.2, SGUI1_25730.3, SGUI1_25730.4	SMTH1_28790.1, SMTH1_28790.3, SMTH1_28790.2
OG0001403	SGUI1_55330.4, SGUI1_55330.10, SGUI1_55330.2, SGUI1_55330.5, SGUI1_55330.3, SGUI1_55330.8, SGUI1_55330.9, SGUI1_55330.6, SGUI1_55330.1, SGUI1_55330.7	SMTH1_61290.1, SMTH1_61290.2
OG0001405	SGUI1_33220.3, SGUI1_33220.6, SGUI1_33220.2, SGUI1_33220.8, SGUI1_33220.7, SGUI1_33220.1, SGUI1_33220.9, SGUI1_33220.4, SGUI1_33220.5	SMTH1_37230.1
OG0001406	SGUI1_28970.1, SGUI1_28970.5, SGUI1_28970.8, SGUI1_28970.3, SGUI1_28970.7, SGUI1_28970.2, SGUI1_28970.4, SGUI1_28970.6, SGUI1_28970.9	SMTH1_32480.1, SMTH1_32480.2, SMTH1_32480.3, SMTH1_32480.4
OG0001408	SGUI1_24000.1	SMTH1_26950.1
OG0001408	SGUI1_23980.1	SMTH1_26930.1
OG0001409	SGUI1_49720.1	SMTH1_55540.1
OG0001410	SGUI1_34820.1	SMTH1_38860.1
OG0001410	SGUI1_34800.1	SMTH1_38850.1
OG0001411	SGUI1_28220.9, SGUI1_28220.8, SGUI1_28220.7, SGUI1_28220.6, SGUI1_28220.1, SGUI1_28220.10, SGUI1_28220.2, SGUI1_28220.5, SGUI1_28220.3, SGUI1_28220.4	SMTH1_31630.1, SMTH1_31630.3, SMTH1_31630.2, SMTH1_31630.4, SMTH1_31630.5
OG0001412	SGUI1_28310.1, SGUI1_28310.3, SGUI1_28310.4, SGUI1_28310.2	SMTH1_31730.1
OG0001413	SGUI1_94620.1, SGUI1_94620.2	SMTH1_104670.1
OG0001414	SGUI1_4220.1	SMTH1_4980.1, SMTH1_4970.1
OG0001415	SGUI1_31110.5, SGUI1_31110.2, SGUI1_31110.3, SGUI1_31110.1, SGUI1_31110.4	SMTH1_34810.1, SMTH1_34810.3, SMTH1_34810.2, SMTH1_34810.4
OG0001416	SGUI1_14280.1	SMTH1_16240.3, SMTH1_16240.5
OG0001417	SGUI1_11440.2, SGUI1_11440.1, SGUI1_11440.4, SGUI1_11440.3	SMTH1_13820.1, SMTH1_13830.1
OG0001419	SGUI1_66660.1	SMTH1_73650.1, SMTH1_73650.2, SMTH1_73650.3
OG0001420	SGUI1_82940.1	SMTH1_91540.1, SMTH1_91540.2, SMTH1_91540.3, SMTH1_91540.5, SMTH1_91540.4
OG0001421	SGUI1_36690.1	SMTH1_40690.1
OG0001422	SGUI1_75400.1, SGUI1_75400.2, SGUI1_75400.3	SMTH1_83420.1, SMTH1_83420.2, SMTH1_83420.3
OG0001423	SGUI1_10320.1	SMTH1_12510.1
OG0001424	SGUI1_8660.1	SMTH1_10570.1
OG0001425	SGUI1_25210.1, SGUI1_25210.2	SMTH1_28220.1
OG0001427	SGUI1_25740.1	SMTH1_28800.1, SMTH1_28810.1
OG0001428	SGUI1_2590.1, SGUI1_2590.2, SGUI1_2590.3	SMTH1_3020.1, SMTH1_3020.2, SMTH1_3020.3, SMTH1_3020.4, SMTH1_3020.5, SMTH1_3020.6, SMTH1_3020.7
OG0001429	SGUI1_53190.1	SMTH1_59120.1, SMTH1_59120.2
OG0001430	SGUI1_55440.1	SMTH1_61390.1
OG0001430	SGUI1_55430.1, SGUI1_55430.2, SGUI1_55430.3, SGUI1_55430.4	SMTH1_61380.1
OG0001431	SGUI1_65770.1, SGUI1_65770.2	SMTH1_72690.1
OG0001432	SGUI1_21440.1	SMTH1_24130.1
OG0001433	SGUI1_19990.1	SMTH1_22930.2, SMTH1_22930.4
OG0001434	SGUI1_95450.3, SGUI1_95450.4, SGUI1_95450.2, SGUI1_95450.1	SMTH1_105570.1
OG0001435	SGUI1_77740.1	SMTH1_85980.2
OG0001436	SGUI1_78150.1, SGUI1_78150.2, SGUI1_78150.3	SMTH1_86440.1
OG0001437	SGUI1_50180.1	SMTH1_56010.1, SMTH1_56010.2, SMTH1_56010.3
OG0001437	SGUI1_54820.1	SMTH1_60770.1
OG0001438	SGUI1_18610.1	SMTH1_20940.1
OG0001439	SGUI1_76190.1, SGUI1_76190.2	SMTH1_84210.1
OG0001440	SGUI1_37220.1, SGUI1_37220.2	SMTH1_41450.1, SMTH1_41450.2, SMTH1_41450.3
OG0001441	SGUI1_90420.1	SMTH1_99940.1
OG0001442	SGUI1_62820.2	SMTH1_69410.3
OG0001442	SGUI1_62820.3, SGUI1_62820.4	SMTH1_69410.2
OG0001443	SGUI1_19050.1	SMTH1_21470.1
OG0001444	SGUI1_72980.2	SMTH1_80910.6
OG0001445	SGUI1_74000.1, SGUI1_74000.2	SMTH1_82020.1, SMTH1_82010.1
OG0001446	SGUI1_44720.2, SGUI1_44720.3	SMTH1_49770.1
OG0001447	SGUI1_80260.1	SMTH1_88760.1, SMTH1_88770.1
OG0001449	SGUI1_32880.4, SGUI1_32880.5	SMTH1_36800.1
OG0001450	SGUI1_16790.3, SGUI1_16790.4, SGUI1_16790.5	SMTH1_19000.1
OG0001453	SGUI1_52470.1	SMTH1_58330.1
OG0001454	SGUI1_83170.1	SMTH1_91740.1
OG0001455	SGUI1_96580.1	SMTH1_106700.1, SMTH1_106700.2, SMTH1_106700.3, SMTH1_106700.4, SMTH1_106700.5, SMTH1_106700.6
OG0001456	SGUI1_69010.1	SMTH1_76260.1
OG0001457	SGUI1_4950.1	SMTH1_6040.1, SMTH1_6040.2
OG0001458	SGUI1_29950.4, SGUI1_29950.2, SGUI1_29950.1, SGUI1_29950.3	SMTH1_33430.1, SMTH1_33430.2, SMTH1_33430.3
OG0001459	SGUI1_57590.1	SMTH1_63500.1
OG0001459	SGUI1_57580.1	SMTH1_63490.1
OG0001460	SGUI1_35970.2, SGUI1_35970.1, SGUI1_35970.3	SMTH1_39950.1
OG0001462	SGUI1_58040.1, SGUI1_58040.2, SGUI1_58040.3	SMTH1_64000.1, SMTH1_64000.2
OG0001463	SGUI1_59980.1, SGUI1_59990.1	SMTH1_66150.1, SMTH1_66170.1, SMTH1_66160.1
OG0001464	SGUI1_53460.1	SMTH1_59420.1
OG0001465	SGUI1_75650.1, SGUI1_75650.2, SGUI1_75650.4, SGUI1_75650.3	SMTH1_83660.1, SMTH1_83670.1
OG0001466	SGUI1_4770.1, SGUI1_4770.2, SGUI1_4770.3	SMTH1_5760.1, SMTH1_5760.2, SMTH1_5760.3, SMTH1_5760.4
OG0001467	SGUI1_63290.1	SMTH1_69980.1
OG0001468	SGUI1_4440.2, SGUI1_4440.1, SGUI1_4440.3	SMTH1_5300.1
OG0001469	SGUI1_82780.1, SGUI1_82780.2, SGUI1_82780.3, SGUI1_82780.5, SGUI1_82780.4	SMTH1_91370.1
OG0001470	SGUI1_65040.1, SGUI1_65040.2, SGUI1_65040.3	SMTH1_71840.1
OG0001471	SGUI1_60950.1	SMTH1_67280.1
OG0001472	SGUI1_64940.2, SGUI1_64940.3, SGUI1_64940.1, SGUI1_64940.5, SGUI1_64940.4	SMTH1_71740.1
OG0001473	SGUI1_74320.1, SGUI1_74320.5, SGUI1_74320.7, SGUI1_74320.2, SGUI1_74320.3, SGUI1_74320.4, SGUI1_74320.6	SMTH1_82380.1
OG0001474	SGUI1_40440.1	SMTH1_45110.5, SMTH1_45110.4, SMTH1_45110.1, SMTH1_45110.2, SMTH1_45110.3, SMTH1_45110.6
OG0001475	SGUI1_54770.2, SGUI1_54770.1, SGUI1_54770.3	SMTH1_60700.1
OG0001476	SGUI1_7900.1, SGUI1_7910.1, SGUI1_7890.1	SMTH1_9610.1, SMTH1_9620.1
OG0001477	SGUI1_56090.4, SGUI1_56090.1, SGUI1_56090.5, SGUI1_56090.2, SGUI1_56090.3	SMTH1_62040.1
OG0001478	SGUI1_21480.1	SMTH1_24180.1
OG0001479	SGUI1_8810.1	SMTH1_10750.1, SMTH1_10770.1, SMTH1_10760.1, SMTH1_10740.1
OG0001480	SGUI1_9980.1, SGUI1_9980.3, SGUI1_9980.2	SMTH1_12160.1, SMTH1_12160.2, SMTH1_12160.3
OG0001481	SGUI1_47570.4, SGUI1_47590.1	SMTH1_53090.1
OG0001482	SGUI1_92610.2, SGUI1_92610.4, SGUI1_92610.1, SGUI1_92610.3, SGUI1_92610.5	SMTH1_102460.1, SMTH1_102470.1
OG0001483	SGUI1_71960.1	SMTH1_79710.1
OG0001484	SGUI1_22350.1, SGUI1_22350.2, SGUI1_22350.3, SGUI1_22350.4	SMTH1_25180.1, SMTH1_25180.3, SMTH1_25180.2, SMTH1_25180.4
OG0001485	SGUI1_33670.1, SGUI1_33670.2, SGUI1_33670.3	SMTH1_37650.1, SMTH1_37650.2
OG0001486	SGUI1_53010.3, SGUI1_53010.1, SGUI1_53010.2, SGUI1_53020.1	SMTH1_58910.1
OG0001487	SGUI1_24330.1, SGUI1_24330.2, SGUI1_24330.3	SMTH1_27320.2, SMTH1_27320.1, SMTH1_27320.3, SMTH1_27320.4
OG0001488	SGUI1_35830.1	SMTH1_39820.1
OG0001488	SGUI1_95780.1	SMTH1_105930.1
OG0001489	SGUI1_25140.1	SMTH1_28140.1
OG0001490	SGUI1_31340.1	SMTH1_35050.1
OG0001491	SGUI1_5240.1	SMTH1_6410.1, SMTH1_6410.4, SMTH1_6410.2, SMTH1_6410.3
OG0001493	SGUI1_45900.1, SGUI1_45900.2, SGUI1_45900.3, SGUI1_45900.4, SGUI1_45900.5, SGUI1_45900.6	SMTH1_51270.1, SMTH1_51280.1, SMTH1_51290.1
OG0001494	SGUI1_26210.3, SGUI1_26210.4, SGUI1_26210.1, SGUI1_26210.2, SGUI1_26210.5, SGUI1_26210.6	SMTH1_29260.1
OG0001496	SGUI1_76260.8, SGUI1_76260.6, SGUI1_76260.9, SGUI1_76260.4, SGUI1_76260.1, SGUI1_76260.5, SGUI1_76260.2, SGUI1_76260.7, SGUI1_76260.3	SMTH1_84290.1
OG0001497	SGUI1_34270.4, SGUI1_34270.1, SGUI1_34270.2, SGUI1_34270.5, SGUI1_34270.3	SMTH1_38240.1
OG0001498	SGUI1_45270.1	SMTH1_50490.1
OG0001499	SGUI1_64790.3, SGUI1_64790.2, SGUI1_64790.1	SMTH1_71580.1, SMTH1_71580.3, SMTH1_71580.2, SMTH1_71580.4
OG0001500	SGUI1_66800.1	SMTH1_73850.1
OG0001501	SGUI1_93190.1	SMTH1_103080.8, SMTH1_103080.1, SMTH1_103080.3, SMTH1_103080.4, SMTH1_103080.5, SMTH1_103080.6, SMTH1_103080.7, SMTH1_103080.2
OG0001502	SGUI1_680.1, SGUI1_680.2, SGUI1_680.3	SMTH1_800.1, SMTH1_830.1, SMTH1_750.1
OG0001503	SGUI1_51840.1	SMTH1_57650.1, SMTH1_57650.2, SMTH1_57650.3
OG0001504	SGUI1_63840.2	SMTH1_70540.1
OG0001505	SGUI1_93770.1, SGUI1_93770.2	SMTH1_103630.3, SMTH1_103630.2, SMTH1_103630.1
OG0001506	SGUI1_13990.1	SMTH1_15890.1
OG0001507	SGUI1_52330.1	SMTH1_58160.1
OG0001508	SGUI1_38700.3, SGUI1_38700.4, SGUI1_38700.6, SGUI1_38700.1, SGUI1_38700.2, SGUI1_38700.5	SMTH1_43070.1
OG0001509	SGUI1_76490.1	SMTH1_84590.1
OG0001511	SGUI1_31570.3, SGUI1_31570.4, SGUI1_31570.5, SGUI1_31570.6, SGUI1_31570.8, SGUI1_31570.7, SGUI1_31570.1, SGUI1_31570.2	SMTH1_35290.1, SMTH1_35290.2
OG0001512	SGUI1_71870.1	SMTH1_79610.1
OG0001513	SGUI1_14190.1	SMTH1_16150.1
OG0001513	SGUI1_14180.1	SMTH1_16140.1, SMTH1_16140.2
OG0001514	SGUI1_1690.3, SGUI1_1690.5, SGUI1_1690.1, SGUI1_1690.2, SGUI1_1690.4	SMTH1_2080.1
OG0001515	SGUI1_2370.1	SMTH1_2750.1
OG0001515	SGUI1_8520.2, SGUI1_8520.1	SMTH1_10420.1, SMTH1_63770.1, SMTH1_63790.1, SMTH1_63790.2
OG0001516	SGUI1_20920.1	SMTH1_21860.1
OG0001516	SGUI1_20940.1	SMTH1_21840.1
OG0001517	SGUI1_27240.1	SMTH1_30460.1, SMTH1_30460.2, SMTH1_30460.3, SMTH1_30460.4, SMTH1_30460.5, SMTH1_30460.6, SMTH1_30460.7
OG0001518	SGUI1_76320.1	SMTH1_84370.1
OG0001519	SGUI1_76150.1	SMTH1_84170.1
OG0001521	SGUI1_55140.1, SGUI1_55140.5, SGUI1_55140.3, SGUI1_55140.2, SGUI1_55140.4	SMTH1_61110.1, SMTH1_61110.2
OG0001522	SGUI1_9160.1	SMTH1_11160.2, SMTH1_11160.1, SMTH1_11160.3, SMTH1_11160.4, SMTH1_11160.5, SMTH1_11160.6
OG0001523	SGUI1_48620.2, SGUI1_48620.5, SGUI1_48620.3, SGUI1_48620.4, SGUI1_48620.6, SGUI1_48620.1	SMTH1_54310.1
OG0001524	SGUI1_81380.1, SGUI1_81380.2, SGUI1_81380.3	SMTH1_89870.1
OG0001525	SGUI1_33560.1	SMTH1_37550.1, SMTH1_37550.2, SMTH1_37550.3
OG0001526	SGUI1_52990.1	SMTH1_58890.1, SMTH1_58890.2, SMTH1_58890.3, SMTH1_58890.4
OG0001527	SGUI1_89730.1, SGUI1_89730.2	SMTH1_99110.1, SMTH1_99110.2, SMTH1_99110.3
OG0001528	SGUI1_42940.1	SMTH1_46430.1, SMTH1_47790.1
OG0001529	SGUI1_59350.4, SGUI1_59350.5, SGUI1_59350.3, SGUI1_59350.1, SGUI1_59350.2	SMTH1_107820.1, SMTH1_107820.2, SMTH1_65440.1, SMTH1_65440.2
OG0001530	SGUI1_46550.1, SGUI1_46550.3, SGUI1_46550.2, SGUI1_46550.4, SGUI1_46550.5	SMTH1_52000.1, SMTH1_52000.2
OG0001531	SGUI1_16270.1	SMTH1_18470.1
OG0001532	SGUI1_2900.1	SMTH1_3520.1
OG0001533	SGUI1_59060.1	SMTH1_65260.1
OG0001534	SGUI1_74660.1	SMTH1_82720.1
OG0001535	SGUI1_87630.1	SMTH1_96770.1
OG0001537	SGUI1_1400.1, SGUI1_1410.1	SMTH1_1770.1, SMTH1_1750.1, SMTH1_1730.1
OG0001538	SGUI1_88390.4, SGUI1_88390.1, SGUI1_88390.2, SGUI1_88390.3, SGUI1_88390.5	SMTH1_97640.1
OG0001539	SGUI1_1550.1	SMTH1_1930.1, SMTH1_1930.2, SMTH1_1930.3
OG0001540	SGUI1_38910.4, SGUI1_38910.1, SGUI1_38910.2, SGUI1_38910.3	SMTH1_43370.10, SMTH1_43370.7, SMTH1_43370.2, SMTH1_43370.3, SMTH1_43370.1, SMTH1_43370.4, SMTH1_43370.11, SMTH1_43370.5, SMTH1_43370.12, SMTH1_43370.8, SMTH1_43370.9, SMTH1_43370.6
OG0001541	SGUI1_84540.1	SMTH1_93210.1, SMTH1_93210.2
OG0001542	SGUI1_48220.2, SGUI1_48220.3, SGUI1_48220.6, SGUI1_48220.7, SGUI1_48220.5, SGUI1_48220.1, SGUI1_48220.4	SMTH1_53880.4, SMTH1_53880.1, SMTH1_53880.2, SMTH1_53880.3
OG0001543	SGUI1_84440.1, SGUI1_84440.2, SGUI1_84440.3	SMTH1_93100.1, SMTH1_93100.2, SMTH1_93100.3, SMTH1_93100.4, SMTH1_93100.5
OG0001544	SGUI1_11780.1	SMTH1_14150.1, SMTH1_14150.2, SMTH1_14150.3, SMTH1_14150.4
OG0001545	SGUI1_46940.1, SGUI1_46940.2, SGUI1_46940.3	SMTH1_52390.1
OG0001546	SGUI1_36200.1	SMTH1_40200.1
OG0001547	SGUI1_44920.1, SGUI1_44920.2	SMTH1_50000.1, SMTH1_50000.2, SMTH1_50000.3, SMTH1_50000.4
OG0001548	SGUI1_89870.2, SGUI1_89870.1, SGUI1_89870.3, SGUI1_89870.5, SGUI1_89870.6, SGUI1_89870.4	SMTH1_99270.1, SMTH1_99270.2, SMTH1_99270.3, SMTH1_99270.4
OG0001549	SGUI1_45410.5, SGUI1_45410.1, SGUI1_45410.2, SGUI1_45410.3, SGUI1_45410.4, SGUI1_45410.6, SGUI1_45410.7	SMTH1_50640.1
OG0001550	SGUI1_89410.5, SGUI1_89410.3, SGUI1_89410.6, SGUI1_89410.1, SGUI1_89410.7, SGUI1_89410.2, SGUI1_89410.4	SMTH1_98730.1, SMTH1_96700.1
OG0001554	SGUI1_30510.1	SMTH1_34110.1
OG0001555	SGUI1_76290.1	SMTH1_84330.1
OG0001555	SGUI1_76270.1, SGUI1_76270.2, SGUI1_76270.3, SGUI1_76270.4	SMTH1_84300.1, SMTH1_84310.1
OG0001556	SGUI1_32030.1, SGUI1_32030.2, SGUI1_32030.3	SMTH1_35820.1
OG0001557	SGUI1_41080.1	SMTH1_45810.4, SMTH1_45810.1, SMTH1_45810.2, SMTH1_45810.3
OG0001558	SGUI1_81120.1, SGUI1_81120.2, SGUI1_81120.3	SMTH1_89620.1
OG0001559	SGUI1_50920.1	SMTH1_56750.1, SMTH1_56760.1
OG0001560	SGUI1_63560.1	SMTH1_70250.1, SMTH1_70250.4, SMTH1_70250.5, SMTH1_70250.2, SMTH1_70250.3
OG0001561	SGUI1_45970.1	SMTH1_51320.1
OG0001562	SGUI1_75120.1	SMTH1_83140.1, SMTH1_83150.1, SMTH1_83150.2, SMTH1_83150.3
OG0001564	SGUI1_48990.2	SMTH1_54720.1
OG0001564	SGUI1_48990.1, SGUI1_48990.3	SMTH1_54730.1
OG0001565	SGUI1_65320.1, SGUI1_65320.2, SGUI1_65320.3, SGUI1_65320.4	SMTH1_72140.1, SMTH1_72140.2, SMTH1_72140.4, SMTH1_72140.3
OG0001566	SGUI1_63440.1	SMTH1_70110.1
OG0001567	SGUI1_78000.1	SMTH1_86300.1, SMTH1_86300.2
OG0001568	SGUI1_80770.1	SMTH1_89290.3, SMTH1_89290.2, SMTH1_89290.1, SMTH1_89290.4
OG0001569	SGUI1_21880.1	SMTH1_24670.1, SMTH1_24670.2, SMTH1_24670.3, SMTH1_24670.4
OG0001570	SGUI1_71190.2, SGUI1_71190.1, SGUI1_71190.3, SGUI1_71190.4	SMTH1_78710.1
OG0001571	SGUI1_750.1	SMTH1_900.1, SMTH1_890.1
OG0001571	SGUI1_6120.1	SMTH1_7380.1
OG0001572	SGUI1_63460.3, SGUI1_63460.1, SGUI1_63460.2	SMTH1_70140.1
OG0001573	SGUI1_26310.1, SGUI1_26310.4, SGUI1_26310.2, SGUI1_26310.3	SMTH1_29360.1
OG0001574	SGUI1_35140.1	SMTH1_39130.1
OG0001575	SGUI1_10780.1	SMTH1_13060.1, SMTH1_13070.1
OG0001576	SGUI1_88840.1	SMTH1_98140.1
OG0001577	SGUI1_28710.1, SGUI1_28710.2	SMTH1_32210.1, SMTH1_32210.2
OG0001579	SGUI1_16550.1, SGUI1_16550.2, SGUI1_16550.3	SMTH1_18730.1
OG0001580	SGUI1_42030.1	SMTH1_46850.1
OG0001581	SGUI1_79080.1	SMTH1_87470.1
OG0001582	SGUI1_56310.1	SMTH1_62240.1
OG0001583	SGUI1_41910.3, SGUI1_41910.2, SGUI1_41910.1	SMTH1_46730.1
OG0001585	SGUI1_40120.1, SGUI1_40120.2, SGUI1_40120.3, SGUI1_40120.4, SGUI1_40120.5	SMTH1_44790.1
OG0001586	SGUI1_17490.2, SGUI1_17490.3, SGUI1_17490.1, SGUI1_17490.4	SMTH1_19790.1
OG0001587	SGUI1_18490.6, SGUI1_18490.4, SGUI1_18490.1, SGUI1_18490.2, SGUI1_18490.3, SGUI1_18490.5	SMTH1_20810.1
OG0001588	SGUI1_94890.7, SGUI1_94890.6, SGUI1_94890.5, SGUI1_94890.1, SGUI1_94890.2, SGUI1_94890.3, SGUI1_94890.4	SMTH1_69850.1, SMTH1_69850.2, SMTH1_69850.3, SMTH1_69850.4
OG0001589	SGUI1_33850.1, SGUI1_33850.2	SMTH1_37820.1
OG0001590	SGUI1_69910.3, SGUI1_69910.1, SGUI1_69910.2	SMTH1_77120.1
OG0001591	SGUI1_96730.1	SMTH1_107060.1, SMTH1_107050.1
OG0001592	SGUI1_18310.1	SMTH1_20630.1, SMTH1_20630.3, SMTH1_20630.2
OG0001593	SGUI1_61780.1	SMTH1_68250.1, SMTH1_68240.1
OG0001594	SGUI1_36260.1	SMTH1_40260.1, SMTH1_40260.2, SMTH1_40260.3
OG0001596	SGUI1_80600.4	SMTH1_89110.1
OG0001597	SGUI1_73600.1	SMTH1_81560.1
OG0001598	SGUI1_45690.1, SGUI1_45690.2, SGUI1_45690.3, SGUI1_45690.4, SGUI1_96880.1	SMTH1_50970.1
OG0001599	SGUI1_70370.1, SGUI1_70370.2, SGUI1_70370.4	SMTH1_77640.1
OG0001600	SGUI1_29840.1, SGUI1_29840.2, SGUI1_29840.3, SGUI1_29840.5, SGUI1_29840.4	SMTH1_33330.1
OG0001601	SGUI1_66630.1, SGUI1_66630.2, SGUI1_66630.3	SMTH1_73620.1
OG0001602	SGUI1_12690.1	SMTH1_14980.1, SMTH1_14980.2, SMTH1_14990.1
OG0001604	SGUI1_24370.1, SGUI1_24370.2, SGUI1_24370.3, SGUI1_24370.4, SGUI1_24370.5	SMTH1_27360.1
OG0001605	SGUI1_15270.1	SMTH1_17350.1
OG0001606	SGUI1_22570.1	SMTH1_25510.1, SMTH1_25490.1, SMTH1_25500.1
OG0001608	SGUI1_51740.1	SMTH1_57560.1
OG0001609	SGUI1_71920.2, SGUI1_71920.1	SMTH1_79650.1, SMTH1_79650.2, SMTH1_79650.3
OG0001610	SGUI1_95710.1	SMTH1_105870.1
OG0001610	SGUI1_36820.1	SMTH1_40830.1
OG0001611	SGUI1_60850.1, SGUI1_60850.2	SMTH1_67180.1
OG0001612	SGUI1_1480.1, SGUI1_1480.2	SMTH1_1850.1
OG0001613	SGUI1_74400.1, SGUI1_74400.2	SMTH1_82450.1
OG0001614	SGUI1_40020.1	SMTH1_44640.1, SMTH1_44630.1
OG0001615	SGUI1_40030.2, SGUI1_40030.3, SGUI1_40030.1, SGUI1_40030.4, SGUI1_40030.5	SMTH1_44660.1
OG0001616	SGUI1_9700.1	SMTH1_11840.1
OG0001617	SGUI1_54510.1, SGUI1_54510.3, SGUI1_54510.4, SGUI1_54510.5, SGUI1_54510.6, SGUI1_54510.2, SGUI1_54510.7, SGUI1_54510.9, SGUI1_54510.8	SMTH1_60460.1
OG0001618	SGUI1_38990.6, SGUI1_38990.1, SGUI1_38990.2, SGUI1_38990.3, SGUI1_38990.5, SGUI1_38990.4	SMTH1_43480.1
OG0001619	SGUI1_54410.1, SGUI1_54410.2, SGUI1_54410.3	SMTH1_60340.1
OG0001620	SGUI1_33590.1	SMTH1_37580.1
OG0001621	SGUI1_810.1, SGUI1_810.2	SMTH1_960.1
OG0001622	SGUI1_85150.1	SMTH1_94020.1
OG0001622	SGUI1_85130.1	SMTH1_93990.1, SMTH1_93990.2
OG0001623	SGUI1_7040.1	SMTH1_8550.2, SMTH1_8550.1, SMTH1_8550.3
OG0001624	SGUI1_41030.1	SMTH1_45770.1, SMTH1_45780.1
OG0001625	SGUI1_63150.1, SGUI1_63150.2	SMTH1_69790.1, SMTH1_69770.1
OG0001626	SGUI1_32120.2, SGUI1_32120.1, SGUI1_32120.3, SGUI1_32120.4	SMTH1_35930.2, SMTH1_35930.3
OG0001627	SGUI1_73030.1	SMTH1_80960.2, SMTH1_80960.1, SMTH1_80960.3
OG0001628	SGUI1_15890.1	SMTH1_18030.1, SMTH1_18030.2, SMTH1_18030.3, SMTH1_18030.4, SMTH1_18030.5, SMTH1_18030.6
OG0001629	SGUI1_2030.1	SMTH1_2460.1, SMTH1_2460.2
OG0001631	SGUI1_90320.3	SMTH1_99840.1
OG0001632	SGUI1_67610.1	SMTH1_74650.1, SMTH1_74650.2, SMTH1_74650.3
OG0001633	SGUI1_95100.1, SGUI1_95100.2	SMTH1_105180.1
OG0001634	SGUI1_87740.1, SGUI1_87740.2, SGUI1_87740.4, SGUI1_87740.5, SGUI1_87740.6, SGUI1_87740.3	SMTH1_96890.1, SMTH1_96890.2
OG0001635	SGUI1_4790.1, SGUI1_4790.2	SMTH1_5780.4, SMTH1_5780.1, SMTH1_5780.2, SMTH1_5780.3
OG0001636	SGUI1_75230.2, SGUI1_75230.1, SGUI1_75230.4	SMTH1_83240.1, SMTH1_83240.5, SMTH1_83240.6, SMTH1_83240.2, SMTH1_83240.7, SMTH1_83240.3, SMTH1_83240.4
OG0001638	SGUI1_6420.1, SGUI1_6420.4, SGUI1_6420.2, SGUI1_6420.3, SGUI1_6420.5, SGUI1_6420.6	SMTH1_7730.1
OG0001639	SGUI1_16190.1	SMTH1_18400.1, SMTH1_18400.2
OG0001639	SGUI1_16220.1	SMTH1_18430.1
OG0001639	SGUI1_16230.1	SMTH1_18440.1
OG0001640	SGUI1_20200.1, SGUI1_20200.2, SGUI1_20200.3	SMTH1_22670.2, SMTH1_22670.1, SMTH1_22670.6, SMTH1_22670.7, SMTH1_22670.3, SMTH1_22670.4, SMTH1_22670.5
OG0001641	SGUI1_89260.1, SGUI1_89260.5	SMTH1_98580.1
OG0001641	SGUI1_89260.2, SGUI1_89260.3, SGUI1_89260.4, SGUI1_89260.6	SMTH1_98590.1
OG0001643	SGUI1_60130.1, SGUI1_60130.2, SGUI1_60130.3, SGUI1_60130.4, SGUI1_60130.6, SGUI1_60130.5	SMTH1_66330.1
OG0001644	SGUI1_49160.1, SGUI1_49160.2	SMTH1_54840.1, SMTH1_54840.2, SMTH1_54840.3
