Orthogroup	schistosoma_guineensis	fasciola_gigantica
OG0001303	SGUI1_31590.1, SGUI1_31590.2, SGUI1_31590.3, SGUI1_31590.4	FGIG_02649
OG0001304	SGUI1_88950.4, SGUI1_88950.7, SGUI1_88950.5, SGUI1_88950.3, SGUI1_88950.1, SGUI1_88950.2, SGUI1_88950.6	FGIG_02940
OG0001305	SGUI1_1470.1, SGUI1_1470.3, SGUI1_1470.2, SGUI1_1470.4, SGUI1_1470.5, SGUI1_1470.6, SGUI1_1470.7	FGIG_03115
OG0001306	SGUI1_61940.1, SGUI1_61940.2, SGUI1_61940.3, SGUI1_61940.4, SGUI1_61940.5	FGIG_03213, FGIG_11624
OG0001307	SGUI1_81830.1	FGIG_12121
OG0001307	SGUI1_81850.1	FGIG_08402, FGIG_03373
OG0001308	SGUI1_95150.1	FGIG_03675
OG0001309	SGUI1_74360.1, SGUI1_74360.3, SGUI1_74360.2	FGIG_03882
OG0001310	SGUI1_27200.1	FGIG_03923, FGIG_03919, FGIG_03920, FGIG_03921, FGIG_03922
OG0001311	SGUI1_44160.1	FGIG_04205
OG0001312	SGUI1_31350.1	FGIG_04608
OG0001313	SGUI1_41800.3, SGUI1_41800.1, SGUI1_41800.2	FGIG_04711, FGIG_10967, FGIG_04712
OG0001314	SGUI1_9710.1	FGIG_04857
OG0001315	SGUI1_31300.1	FGIG_04966
OG0001317	SGUI1_14620.1, SGUI1_14620.2, SGUI1_14620.3, SGUI1_14620.4	FGIG_05230, FGIG_05743
OG0001318	SGUI1_770.1	FGIG_05261
OG0001319	SGUI1_39500.5, SGUI1_39500.2, SGUI1_39500.3, SGUI1_39500.4, SGUI1_39500.1, SGUI1_39500.6	FGIG_05871
OG0001320	SGUI1_63920.1	FGIG_06118
OG0001322	SGUI1_47720.4, SGUI1_47720.1, SGUI1_47720.3, SGUI1_47720.5, SGUI1_47720.2, SGUI1_47720.6	FGIG_06556
OG0001323	SGUI1_900.1, SGUI1_900.3, SGUI1_900.2	FGIG_06678
OG0001324	SGUI1_87240.1, SGUI1_87240.2	FGIG_06702
OG0001325	SGUI1_96480.1, SGUI1_96480.2	FGIG_06784
OG0001326	SGUI1_53960.1, SGUI1_53960.2	FGIG_07026, FGIG_12565
OG0001327	SGUI1_91450.1	FGIG_07236
OG0001328	SGUI1_4350.1	FGIG_12496, FGIG_07303, FGIG_07304
OG0001329	SGUI1_6000.1	FGIG_07431
OG0001330	SGUI1_30750.5, SGUI1_30750.1, SGUI1_30750.2, SGUI1_30750.3, SGUI1_30750.4, SGUI1_30750.6	FGIG_07580
OG0001331	SGUI1_48170.4, SGUI1_48170.3, SGUI1_48170.1, SGUI1_48170.2, SGUI1_48170.5	FGIG_07615
OG0001332	SGUI1_59640.1	FGIG_07793
OG0001332	SGUI1_72300.1, SGUI1_72300.2	FGIG_08065
OG0001333	SGUI1_64660.1	FGIG_08087
OG0001334	SGUI1_1510.1	FGIG_08335
OG0001335	SGUI1_30610.1	FGIG_08507
OG0001336	SGUI1_46290.1, SGUI1_46290.2	FGIG_08559
OG0001337	SGUI1_54070.1	FGIG_08711
OG0001338	SGUI1_37000.1	FGIG_08777
OG0001339	SGUI1_10390.1	FGIG_09242
OG0001340	SGUI1_8800.1, SGUI1_8780.1	FGIG_09253
OG0001341	SGUI1_77360.1, SGUI1_77360.4, SGUI1_77360.2, SGUI1_77360.3	FGIG_09384
OG0001342	SGUI1_52620.1, SGUI1_52620.2	FGIG_12225, FGIG_09592, FGIG_09591
OG0001343	SGUI1_72320.1	FGIG_09648
OG0001344	SGUI1_77420.1, SGUI1_77420.3, SGUI1_77420.2	FGIG_10334, FGIG_09779
OG0001345	SGUI1_42370.2, SGUI1_42370.1, SGUI1_42370.4, SGUI1_42370.5, SGUI1_42370.3	FGIG_09899, FGIG_10090
OG0001346	SGUI1_14360.1	FGIG_10884, FGIG_10886, FGIG_09989, FGIG_10885
OG0001347	SGUI1_33680.1, SGUI1_33680.2	FGIG_10057, FGIG_12464
OG0001348	SGUI1_35820.1	FGIG_10100
OG0001349	SGUI1_14940.1	FGIG_11879, FGIG_10164
OG0001350	SGUI1_30970.1	FGIG_10314
OG0001351	SGUI1_23400.1, SGUI1_23400.2, SGUI1_23400.3	FGIG_10576
OG0001352	SGUI1_23550.1, SGUI1_23550.4, SGUI1_23550.2, SGUI1_23550.3, SGUI1_23550.5, SGUI1_23550.6	FGIG_10691
OG0001353	SGUI1_63100.1	FGIG_10836, FGIG_11746
OG0001354	SGUI1_65050.1, SGUI1_65050.2	FGIG_11409
OG0001355	SGUI1_60020.2, SGUI1_60020.1, SGUI1_60020.3	FGIG_11782
OG0001356	SGUI1_72500.2, SGUI1_72500.4, SGUI1_72500.1, SGUI1_72500.3	FGIG_11865
OG0001357	SGUI1_39380.5, SGUI1_39380.6, SGUI1_39380.4, SGUI1_39380.1, SGUI1_39380.2, SGUI1_39380.3, SGUI1_39380.7	FGIG_12082
OG0001358	SGUI1_89010.2, SGUI1_89010.1, SGUI1_89010.4, SGUI1_89010.3, SGUI1_89010.5	FGIG_12429, FGIG_12515
OG0001361	SGUI1_28240.2, SGUI1_28240.4, SGUI1_28240.1, SGUI1_28240.3	FGIG_00002
OG0001362	SGUI1_30440.1, SGUI1_30440.2	FGIG_10224
OG0001363	SGUI1_95220.1	FGIG_00681
OG0001364	SGUI1_85430.1	FGIG_02461, FGIG_00701
OG0001365	SGUI1_78470.1	FGIG_00793
OG0001366	SGUI1_53500.1	FGIG_00825
OG0001367	SGUI1_95740.1, SGUI1_95740.2, SGUI1_95740.3	FGIG_00899
OG0001368	SGUI1_17580.2, SGUI1_17580.1	FGIG_01072
OG0001369	SGUI1_89670.1	FGIG_01293, FGIG_11775
OG0001370	SGUI1_58850.2, SGUI1_58850.1, SGUI1_58850.3, SGUI1_58850.4, SGUI1_58850.5, SGUI1_58850.6	FGIG_01407
OG0001371	SGUI1_36320.1	FGIG_01436, FGIG_03554, FGIG_05993
OG0001372	SGUI1_37040.1, SGUI1_37040.2	FGIG_01881
OG0001373	SGUI1_2460.3, SGUI1_2460.1, SGUI1_2460.2, SGUI1_3350.1	FGIG_01981
OG0001374	SGUI1_61260.1, SGUI1_61260.2, SGUI1_61260.3, SGUI1_61260.4	FGIG_01999
OG0001375	SGUI1_77710.1, SGUI1_77710.3, SGUI1_77710.2, SGUI1_77710.4, SGUI1_77710.5	FGIG_02028
OG0001376	SGUI1_87370.1, SGUI1_67120.1	FGIG_02276
OG0001377	SGUI1_62600.3, SGUI1_62600.6, SGUI1_62600.4, SGUI1_62600.2, SGUI1_62600.5, SGUI1_62600.1	FGIG_02347
OG0001378	SGUI1_3260.1, SGUI1_3260.2, SGUI1_3260.3, SGUI1_3260.4, SGUI1_3260.5, SGUI1_3260.6	FGIG_02822, FGIG_02481
OG0001379	SGUI1_70430.1, SGUI1_70430.2, SGUI1_70430.4, SGUI1_70430.5, SGUI1_70430.3	FGIG_02623, FGIG_11407, FGIG_11408, FGIG_09106
OG0001380	SGUI1_59720.1, SGUI1_59720.2	FGIG_02638
OG0001381	SGUI1_73580.3, SGUI1_73580.2, SGUI1_73580.5, SGUI1_73580.4, SGUI1_73580.1	FGIG_02642, FGIG_12629
OG0001382	SGUI1_26450.5, SGUI1_26450.6, SGUI1_26450.3, SGUI1_26450.1, SGUI1_26450.2, SGUI1_26450.4	FGIG_02925
OG0001383	SGUI1_4070.1	FGIG_03190
OG0001384	SGUI1_88190.2, SGUI1_88190.8, SGUI1_88190.10, SGUI1_88190.1, SGUI1_88190.5, SGUI1_88190.6, SGUI1_88190.3, SGUI1_88190.4, SGUI1_88190.7, SGUI1_88190.9	FGIG_03272
OG0001385	SGUI1_22870.1	FGIG_03311, FGIG_03310
OG0001386	SGUI1_44140.1	FGIG_03534
OG0001387	SGUI1_87230.5, SGUI1_87230.3, SGUI1_87230.4, SGUI1_87230.1, SGUI1_87230.2	FGIG_03668
OG0001389	SGUI1_45870.3, SGUI1_45870.4, SGUI1_45870.5, SGUI1_45870.6, SGUI1_45870.2, SGUI1_45870.1	FGIG_03992
OG0001390	SGUI1_39720.1, SGUI1_39720.2	FGIG_04023
OG0001391	SGUI1_34400.1	FGIG_04025, FGIG_06537
OG0001392	SGUI1_11710.1	FGIG_04113
OG0001393	SGUI1_15860.1, SGUI1_15850.1	FGIG_04241
OG0001394	SGUI1_76690.1	FGIG_04248
OG0001395	SGUI1_88940.1	FGIG_04272
OG0001396	SGUI1_47780.1, SGUI1_47780.2, SGUI1_47780.3, SGUI1_47780.4, SGUI1_47780.5, SGUI1_47780.6, SGUI1_47780.7, SGUI1_47780.8	FGIG_04364
OG0001397	SGUI1_62740.1, SGUI1_62740.2, SGUI1_62740.3, SGUI1_62740.4, SGUI1_62740.5	FGIG_04602
OG0001398	SGUI1_10420.2, SGUI1_10420.3, SGUI1_10420.5, SGUI1_10420.4, SGUI1_10420.1	FGIG_04627
OG0001399	SGUI1_92250.1, SGUI1_92260.1	FGIG_04632, FGIG_05593
OG0001400	SGUI1_82130.2, SGUI1_82130.1, SGUI1_82130.3, SGUI1_82130.4	FGIG_04740
OG0001401	SGUI1_50780.3, SGUI1_50780.2, SGUI1_50780.1	FGIG_05531, FGIG_04791
OG0001402	SGUI1_25730.1, SGUI1_25730.2, SGUI1_25730.3, SGUI1_25730.4	FGIG_04917
OG0001403	SGUI1_55330.4, SGUI1_55330.10, SGUI1_55330.2, SGUI1_55330.5, SGUI1_55330.3, SGUI1_55330.8, SGUI1_55330.9, SGUI1_55330.6, SGUI1_55330.1, SGUI1_55330.7	FGIG_05254, FGIG_05255
OG0001404	SGUI1_19170.1	FGIG_05319
OG0001405	SGUI1_33220.3, SGUI1_33220.6, SGUI1_33220.2, SGUI1_33220.8, SGUI1_33220.7, SGUI1_33220.1, SGUI1_33220.9, SGUI1_33220.4, SGUI1_33220.5	FGIG_05965
OG0001406	SGUI1_28970.1, SGUI1_28970.5, SGUI1_28970.8, SGUI1_28970.3, SGUI1_28970.7, SGUI1_28970.2, SGUI1_28970.4, SGUI1_28970.6, SGUI1_28970.9	FGIG_06203
OG0001408	SGUI1_24000.1, SGUI1_23980.1	FGIG_06264, FGIG_07363
OG0001409	SGUI1_49720.1	FGIG_06287, FGIG_09995
OG0001410	SGUI1_34820.1, SGUI1_34800.1	FGIG_06538
OG0001411	SGUI1_28220.9, SGUI1_28220.8, SGUI1_28220.7, SGUI1_28220.6, SGUI1_28220.1, SGUI1_28220.10, SGUI1_28220.2, SGUI1_28220.5, SGUI1_28220.3, SGUI1_28220.4	FGIG_06544
OG0001412	SGUI1_28310.1, SGUI1_28310.3, SGUI1_28310.4, SGUI1_28310.2	FGIG_06774
OG0001413	SGUI1_94620.1, SGUI1_94620.2	FGIG_06924
OG0001414	SGUI1_4220.1	FGIG_07348
OG0001415	SGUI1_31110.5, SGUI1_31110.2, SGUI1_31110.3, SGUI1_31110.1, SGUI1_31110.4	FGIG_07500
OG0001416	SGUI1_14280.1	FGIG_07696
OG0001417	SGUI1_11440.2, SGUI1_11440.1, SGUI1_11440.4, SGUI1_11440.3	FGIG_07741, FGIG_12559
OG0001418	SGUI1_230.1	FGIG_07825
OG0001419	SGUI1_66660.1	FGIG_07870, FGIG_10679
OG0001420	SGUI1_82940.1	FGIG_07881
OG0001421	SGUI1_36690.1	FGIG_07907
OG0001422	SGUI1_75400.1, SGUI1_75400.2, SGUI1_75400.3	FGIG_08355
OG0001423	SGUI1_10320.1	FGIG_08436
OG0001424	SGUI1_8660.1	FGIG_09248, FGIG_12263, FGIG_08684
OG0001425	SGUI1_25210.1, SGUI1_25210.2	FGIG_08864
OG0001426	SGUI1_5940.1	FGIG_09477
OG0001427	SGUI1_25740.1	FGIG_09959, FGIG_09960, FGIG_09551
OG0001428	SGUI1_2590.1, SGUI1_2590.2, SGUI1_2590.3	FGIG_09685
OG0001429	SGUI1_53190.1	FGIG_09736
OG0001430	SGUI1_55440.1, SGUI1_55430.1, SGUI1_55430.2, SGUI1_55430.3, SGUI1_55430.4	FGIG_09780, FGIG_09781
OG0001431	SGUI1_65770.1, SGUI1_65770.2	FGIG_09903
OG0001432	SGUI1_21440.1	FGIG_10624, FGIG_10046
OG0001433	SGUI1_19990.1	FGIG_10236
OG0001434	SGUI1_95450.3, SGUI1_95450.4, SGUI1_95450.2, SGUI1_95450.1	FGIG_10315
OG0001435	SGUI1_77740.1	FGIG_10602
OG0001436	SGUI1_78150.1, SGUI1_78150.2, SGUI1_78150.3	FGIG_10675
OG0001437	SGUI1_50180.1, SGUI1_54820.1	FGIG_11037
OG0001438	SGUI1_18610.1	FGIG_12188, FGIG_11078
OG0001439	SGUI1_76190.1, SGUI1_76190.2	FGIG_11413
OG0001440	SGUI1_37220.1, SGUI1_37220.2	FGIG_11566, FGIG_11647
OG0001441	SGUI1_90420.1	FGIG_11575
OG0001442	SGUI1_62820.1, SGUI1_62820.2, SGUI1_62820.3, SGUI1_62820.4	FGIG_12309
OG0001443	SGUI1_19050.1	FGIG_12392
OG0001453	SGUI1_52470.1	FGIG_00007
OG0001454	SGUI1_83170.5, SGUI1_83170.4, SGUI1_83170.1, SGUI1_83170.2, SGUI1_83170.3	FGIG_00100
OG0001455	SGUI1_96580.1	FGIG_00375
OG0001456	SGUI1_69010.1	FGIG_00389, FGIG_00388, FGIG_00391, FGIG_00390, FGIG_00394
OG0001457	SGUI1_4950.1	FGIG_00527
OG0001458	SGUI1_29950.4, SGUI1_29950.2, SGUI1_29950.1, SGUI1_29950.3	FGIG_00598
OG0001459	SGUI1_57590.1, SGUI1_57580.1	FGIG_00625
OG0001460	SGUI1_35970.2, SGUI1_35970.1, SGUI1_35970.3	FGIG_00746
OG0001462	SGUI1_58040.1, SGUI1_58040.2, SGUI1_58040.3	FGIG_00838
OG0001463	SGUI1_59980.1, SGUI1_59990.1	FGIG_00845, FGIG_00847, FGIG_00842
OG0001464	SGUI1_53460.1	FGIG_01002, FGIG_01001
OG0001465	SGUI1_75650.1, SGUI1_75650.2, SGUI1_75650.4, SGUI1_75650.3	FGIG_01084, FGIG_01085, FGIG_01083
OG0001466	SGUI1_4770.1, SGUI1_4770.2, SGUI1_4770.3	FGIG_01468
OG0001467	SGUI1_63290.1	FGIG_01527
OG0001468	SGUI1_4440.4, SGUI1_4440.2, SGUI1_4440.1, SGUI1_4440.3	FGIG_01678
OG0001469	SGUI1_82780.1, SGUI1_82780.2, SGUI1_82780.3, SGUI1_82780.5, SGUI1_82780.4	FGIG_02035
OG0001470	SGUI1_65040.1, SGUI1_65040.2, SGUI1_65040.3	FGIG_02478
OG0001471	SGUI1_60950.1	FGIG_02485
OG0001472	SGUI1_64940.2, SGUI1_64940.3, SGUI1_64940.1, SGUI1_64940.5, SGUI1_64940.4	FGIG_02729
OG0001473	SGUI1_74320.1, SGUI1_74320.5, SGUI1_74320.7, SGUI1_74320.2, SGUI1_74320.3, SGUI1_74320.4, SGUI1_74320.6	FGIG_02731
OG0001474	SGUI1_40440.1	FGIG_03047
OG0001475	SGUI1_54770.2, SGUI1_54770.1, SGUI1_54770.3	FGIG_03100
OG0001476	SGUI1_7900.1, SGUI1_7910.1, SGUI1_7890.1	FGIG_03317, FGIG_03318, FGIG_03319
OG0001477	SGUI1_56090.4, SGUI1_56090.1, SGUI1_56090.5, SGUI1_56090.2, SGUI1_56090.3	FGIG_05669, FGIG_03473
OG0001478	SGUI1_21480.1	FGIG_03510
OG0001479	SGUI1_8810.1	FGIG_03824, FGIG_03823
OG0001480	SGUI1_9980.1, SGUI1_9980.3, SGUI1_9980.2	FGIG_03902, FGIG_09394
OG0001481	SGUI1_47570.4, SGUI1_47590.1	FGIG_03954
OG0001482	SGUI1_92610.2, SGUI1_92610.4, SGUI1_92610.1, SGUI1_92610.3, SGUI1_92610.5	FGIG_03987, FGIG_03989
OG0001483	SGUI1_71960.1	FGIG_04016, FGIG_04017
OG0001484	SGUI1_22350.1, SGUI1_22350.2, SGUI1_22350.3, SGUI1_22350.4	FGIG_04029
OG0001485	SGUI1_33670.1, SGUI1_33670.2, SGUI1_33670.3	FGIG_04100
OG0001486	SGUI1_53010.3, SGUI1_53010.1, SGUI1_53010.2, SGUI1_53020.1	FGIG_04199
OG0001487	SGUI1_24330.1, SGUI1_24330.2, SGUI1_24330.3	FGIG_04338
OG0001488	SGUI1_35830.1	FGIG_10101
OG0001488	SGUI1_95780.1	FGIG_04424, FGIG_09377
OG0001489	SGUI1_25140.1	FGIG_04514
OG0001490	SGUI1_31340.1	FGIG_04737
OG0001491	SGUI1_5240.1	FGIG_04881
OG0001492	SGUI1_48520.1, SGUI1_48530.1, SGUI1_48530.3, SGUI1_48530.4, SGUI1_48480.1, SGUI1_48500.1, SGUI1_48480.2, SGUI1_48530.2	FGIG_05028
OG0001493	SGUI1_45900.1, SGUI1_45900.2, SGUI1_45900.3, SGUI1_45900.4, SGUI1_45900.5, SGUI1_45900.6	FGIG_05082
OG0001494	SGUI1_26210.3, SGUI1_26210.4, SGUI1_26210.1, SGUI1_26210.2, SGUI1_26210.5, SGUI1_26210.6	FGIG_05163
OG0001496	SGUI1_76260.8, SGUI1_76260.6, SGUI1_76260.9, SGUI1_76260.4, SGUI1_76260.1, SGUI1_76260.5, SGUI1_76260.2, SGUI1_76260.7, SGUI1_76260.3	FGIG_05312
OG0001497	SGUI1_34270.4, SGUI1_34270.1, SGUI1_34270.2, SGUI1_34270.5, SGUI1_34270.3	FGIG_09297, FGIG_08521, FGIG_05321, FGIG_09298
OG0001498	SGUI1_45270.1	FGIG_05326
OG0001499	SGUI1_64790.3, SGUI1_64790.2, SGUI1_64790.1	FGIG_05475
OG0001500	SGUI1_66800.1	FGIG_05484
OG0001501	SGUI1_93190.1	FGIG_05719
OG0001502	SGUI1_680.1, SGUI1_680.2, SGUI1_680.3	FGIG_07935, FGIG_12383, FGIG_11916, FGIG_05911
OG0001503	SGUI1_51840.1	FGIG_05914, FGIG_05913, FGIG_12549
OG0001504	SGUI1_63840.1, SGUI1_63840.3, SGUI1_63840.4, SGUI1_63840.5, SGUI1_63840.6, SGUI1_63840.7, SGUI1_63840.2	FGIG_06003
OG0001505	SGUI1_93770.1, SGUI1_93770.2	FGIG_06009, FGIG_06008, FGIG_11726
OG0001506	SGUI1_13990.1	FGIG_11884, FGIG_06191
OG0001507	SGUI1_52330.1	FGIG_06422
OG0001508	SGUI1_38700.3, SGUI1_38700.4, SGUI1_38700.6, SGUI1_38700.1, SGUI1_38700.2, SGUI1_38700.5	FGIG_06515
OG0001509	SGUI1_76490.1, SGUI1_75030.1	FGIG_08725, FGIG_06689, FGIG_11470
OG0001511	SGUI1_31570.3, SGUI1_31570.4, SGUI1_31570.5, SGUI1_31570.6, SGUI1_31570.8, SGUI1_31570.7, SGUI1_31570.1, SGUI1_31570.2	FGIG_07488
OG0001512	SGUI1_71870.1	FGIG_07543, FGIG_08646
OG0001513	SGUI1_14190.1, SGUI1_14180.1	FGIG_07584
OG0001514	SGUI1_1690.3, SGUI1_1690.5, SGUI1_1690.1, SGUI1_1690.2, SGUI1_1690.4	FGIG_11472, FGIG_07598
OG0001515	SGUI1_2370.1, SGUI1_8520.2, SGUI1_8520.1	FGIG_07783
OG0001516	SGUI1_20920.1	FGIG_08344
OG0001516	SGUI1_20940.1	FGIG_08392
OG0001517	SGUI1_27240.1	FGIG_08150
OG0001518	SGUI1_76320.1	FGIG_08552, FGIG_08418
OG0001519	SGUI1_76150.1	FGIG_08498
OG0001521	SGUI1_55140.1, SGUI1_55140.5, SGUI1_55140.3, SGUI1_55140.2, SGUI1_55140.4	FGIG_09187
OG0001522	SGUI1_9160.1	FGIG_09207
OG0001523	SGUI1_48620.2, SGUI1_48620.5, SGUI1_48620.3, SGUI1_48620.4, SGUI1_48620.6, SGUI1_48620.1	FGIG_09296
OG0001524	SGUI1_81380.1, SGUI1_81380.2, SGUI1_81380.3	FGIG_09430
OG0001525	SGUI1_33560.1	FGIG_10654, FGIG_09632
OG0001526	SGUI1_52990.1	FGIG_09633
OG0001527	SGUI1_89730.1, SGUI1_89730.2	FGIG_09634
OG0001528	SGUI1_42940.1	FGIG_09818, FGIG_10180
OG0001529	SGUI1_59350.4, SGUI1_59350.5, SGUI1_59350.3, SGUI1_59350.1, SGUI1_59350.2	FGIG_09837
OG0001530	SGUI1_46550.1, SGUI1_46550.3, SGUI1_46550.2, SGUI1_46550.4, SGUI1_46550.5	FGIG_09879
OG0001531	SGUI1_16270.1	FGIG_10103
OG0001532	SGUI1_2900.1	FGIG_10146, FGIG_10147
OG0001533	SGUI1_59060.1	FGIG_10179
OG0001534	SGUI1_74660.1	FGIG_10287
OG0001535	SGUI1_87630.1	FGIG_10930, FGIG_10298
OG0001537	SGUI1_1400.1, SGUI1_1410.1	FGIG_11105
OG0001538	SGUI1_88390.4, SGUI1_88390.1, SGUI1_88390.2, SGUI1_88390.3, SGUI1_88390.5	FGIG_11361
OG0001539	SGUI1_1550.1	FGIG_11593
OG0001540	SGUI1_38910.4, SGUI1_38910.1, SGUI1_38910.2, SGUI1_38910.3	FGIG_11704
OG0001541	SGUI1_84540.1	FGIG_11817
OG0001542	SGUI1_48220.2, SGUI1_48220.3, SGUI1_48220.6, SGUI1_48220.7, SGUI1_48220.5, SGUI1_48220.1, SGUI1_48220.4	FGIG_11924
OG0001543	SGUI1_84440.1, SGUI1_84440.2, SGUI1_84440.3	FGIG_11936
OG0001544	SGUI1_11780.1	FGIG_12130, FGIG_12131
OG0001554	SGUI1_30510.1	FGIG_07971, FGIG_07969
OG0001555	SGUI1_76290.1, SGUI1_76270.1, SGUI1_76270.2, SGUI1_76270.3, SGUI1_76270.4	FGIG_00531, FGIG_00530, FGIG_00127
OG0001556	SGUI1_32030.1, SGUI1_32030.2, SGUI1_32030.3	FGIG_00492
OG0001557	SGUI1_41080.1	FGIG_00563
OG0001558	SGUI1_81120.1, SGUI1_81120.2, SGUI1_81120.3	FGIG_00593
OG0001560	SGUI1_63560.1	FGIG_00841
OG0001561	SGUI1_45970.1	FGIG_00934, FGIG_03387
OG0001562	SGUI1_75120.1	FGIG_01022
OG0001563	SGUI1_43720.4, SGUI1_43720.1, SGUI1_43720.2, SGUI1_43720.3	FGIG_01149
OG0001564	SGUI1_48990.2, SGUI1_48990.1, SGUI1_48990.3	FGIG_12337, FGIG_01165, FGIG_01166
OG0001565	SGUI1_65320.1, SGUI1_65320.2, SGUI1_65320.3, SGUI1_65320.4	FGIG_01252
OG0001566	SGUI1_63440.1	FGIG_01332, FGIG_01331
OG0001567	SGUI1_78000.1	FGIG_01351, FGIG_02042
OG0001568	SGUI1_80770.1	FGIG_01381, FGIG_10926
OG0001569	SGUI1_21880.1	FGIG_01430
OG0001570	SGUI1_71190.2, SGUI1_71190.1, SGUI1_71190.3, SGUI1_71190.4	FGIG_01497
OG0001571	SGUI1_750.1	FGIG_08212
OG0001571	SGUI1_6120.1	FGIG_01541
OG0001572	SGUI1_63460.3, SGUI1_63460.1, SGUI1_63460.2	FGIG_01643
OG0001573	SGUI1_26310.1, SGUI1_26310.4, SGUI1_26310.2, SGUI1_26310.3	FGIG_01771
OG0001574	SGUI1_35140.1	FGIG_01776
OG0001575	SGUI1_10780.1	FGIG_01819
OG0001576	SGUI1_88840.1	FGIG_01874, FGIG_01873
OG0001577	SGUI1_28710.1, SGUI1_28710.2	FGIG_02105
OG0001579	SGUI1_16550.1, SGUI1_16550.2, SGUI1_16550.3	FGIG_02212
OG0001580	SGUI1_42030.1	FGIG_02237
OG0001581	SGUI1_79080.1	FGIG_02435
OG0001582	SGUI1_56310.1	FGIG_02459
OG0001583	SGUI1_41910.3, SGUI1_41910.2, SGUI1_41910.1	FGIG_02462
OG0001584	SGUI1_34550.1	FGIG_02509, FGIG_02508
OG0001585	SGUI1_40120.1, SGUI1_40120.2, SGUI1_40120.3, SGUI1_40120.4, SGUI1_40120.5	FGIG_02700
OG0001586	SGUI1_17490.2, SGUI1_17490.3, SGUI1_17490.1, SGUI1_17490.4	FGIG_02757
OG0001587	SGUI1_18490.6, SGUI1_18490.4, SGUI1_18490.1, SGUI1_18490.2, SGUI1_18490.3, SGUI1_18490.5	FGIG_02789, FGIG_08846
OG0001588	SGUI1_94890.7, SGUI1_94890.6, SGUI1_94890.5, SGUI1_94890.1, SGUI1_94890.2, SGUI1_94890.3, SGUI1_94890.4	FGIG_03013
OG0001589	SGUI1_33850.1, SGUI1_33850.2	FGIG_03031
OG0001590	SGUI1_69910.3, SGUI1_69910.1, SGUI1_69910.2	FGIG_03074
OG0001591	SGUI1_96730.1	FGIG_03110
OG0001592	SGUI1_18310.1	FGIG_03254
OG0001593	SGUI1_61780.1	FGIG_03389
OG0001594	SGUI1_36260.1	FGIG_03404
OG0001595	SGUI1_66000.1	FGIG_03681
OG0001596	SGUI1_80600.4, SGUI1_80600.3, SGUI1_80600.2, SGUI1_80600.1	FGIG_03686
OG0001597	SGUI1_73600.1	FGIG_03710
OG0001598	SGUI1_45690.1, SGUI1_45690.2, SGUI1_45690.3, SGUI1_45690.4, SGUI1_96880.1	FGIG_03711
OG0001599	SGUI1_70370.3, SGUI1_70370.1, SGUI1_70370.2, SGUI1_70370.4	FGIG_03826
OG0001600	SGUI1_29840.1, SGUI1_29840.2, SGUI1_29840.3, SGUI1_29840.5, SGUI1_29840.4	FGIG_03860
OG0001601	SGUI1_66630.1, SGUI1_66630.2, SGUI1_66630.3	FGIG_04047
OG0001602	SGUI1_12690.1	FGIG_04252
OG0001603	SGUI1_52780.1	FGIG_04384
OG0001604	SGUI1_24370.1, SGUI1_24370.2, SGUI1_24370.3, SGUI1_24370.4, SGUI1_24370.5	FGIG_04790
OG0001605	SGUI1_15270.1	FGIG_04843, FGIG_04842
OG0001606	SGUI1_22570.1	FGIG_09218, FGIG_09219, FGIG_05027
OG0001608	SGUI1_51740.1	FGIG_05065
OG0001609	SGUI1_71920.2, SGUI1_71920.1	FGIG_05088
OG0001610	SGUI1_95710.1	FGIG_07389
OG0001610	SGUI1_36820.1	FGIG_08349, FGIG_05093
OG0001611	SGUI1_60850.1, SGUI1_60850.2	FGIG_05457
OG0001612	SGUI1_1480.1, SGUI1_1480.2	FGIG_05464
OG0001613	SGUI1_74400.1, SGUI1_74400.2	FGIG_05500
OG0001614	SGUI1_40020.1	FGIG_05538, FGIG_05540
OG0001615	SGUI1_40030.2, SGUI1_40030.3, SGUI1_40030.1, SGUI1_40030.4, SGUI1_40030.5	FGIG_05541
OG0001616	SGUI1_9700.1	FGIG_05680
OG0001617	SGUI1_54510.1, SGUI1_54510.3, SGUI1_54510.4, SGUI1_54510.5, SGUI1_54510.6, SGUI1_54510.2, SGUI1_54510.7, SGUI1_54510.9, SGUI1_54510.8	FGIG_05780
OG0001618	SGUI1_38990.6, SGUI1_38990.1, SGUI1_38990.2, SGUI1_38990.3, SGUI1_38990.5, SGUI1_38990.4	FGIG_05781, FGIG_05782
OG0001619	SGUI1_54410.1, SGUI1_54410.2, SGUI1_54410.3	FGIG_05824
OG0001620	SGUI1_33590.1	FGIG_06091
OG0001621	SGUI1_810.1, SGUI1_810.2	FGIG_06135
OG0001622	SGUI1_85150.1, SGUI1_85130.1	FGIG_06211, FGIG_06210
OG0001623	SGUI1_7040.1	FGIG_06565
OG0001624	SGUI1_41030.1	FGIG_07374, FGIG_06649
OG0001625	SGUI1_63150.1, SGUI1_63150.2	FGIG_11741, FGIG_06687
OG0001626	SGUI1_32120.2, SGUI1_32120.1, SGUI1_32120.3, SGUI1_32120.4	FGIG_06845
OG0001627	SGUI1_73030.1	FGIG_06856
OG0001628	SGUI1_15890.1	FGIG_06970
OG0001629	SGUI1_2030.1	FGIG_07009
OG0001631	SGUI1_90320.1, SGUI1_90320.2, SGUI1_90320.3	FGIG_07316
