Orthogroup	schistosoma_guineensis	trichobilharzia_regenti
OG0001246	SGUI1_32890.1	TREG1_53280.3, TREG1_53280.5, TREG1_53280.1, TREG1_53280.2, TREG1_53280.4
OG0001247	SGUI1_37140.6, SGUI1_37140.10, SGUI1_37140.8, SGUI1_37140.1, SGUI1_37140.2, SGUI1_37140.9, SGUI1_37140.5, SGUI1_37140.4, SGUI1_37140.7, SGUI1_37140.3	TREG1_47380.1, TREG1_47380.3, TREG1_47380.4, TREG1_47380.2
OG0001248	SGUI1_3360.1, SGUI1_96950.1, SGUI1_5290.1	TREG1_18520.1, TREG1_18520.2, TREG1_18520.3
OG0001249	SGUI1_35960.2, SGUI1_35960.1, SGUI1_35960.3	TREG1_44330.2, TREG1_44330.1, TREG1_44330.4, TREG1_44330.3, TREG1_44330.5
OG0001250	SGUI1_2050.1, SGUI1_2050.2, SGUI1_2050.3, SGUI1_2060.1	TREG1_10100.1, TREG1_10100.2, TREG1_10100.3
OG0001251	SGUI1_77820.1, SGUI1_77820.2	TREG1_107170.1
OG0001252	SGUI1_52050.1	TREG1_66510.1, TREG1_66510.2
OG0001253	SGUI1_55090.1, SGUI1_55090.2, SGUI1_55090.3	TREG1_77040.1
OG0001254	SGUI1_32560.3, SGUI1_32560.1, SGUI1_32560.4, SGUI1_32560.2, SGUI1_32570.1, SGUI1_32570.2	TREG1_49390.1, TREG1_49400.1
OG0001255	SGUI1_28620.1	TREG1_50250.1, TREG1_50250.3, TREG1_50250.5, TREG1_50250.4, TREG1_50250.2
OG0001256	SGUI1_48360.1	TREG1_68350.1
OG0001257	SGUI1_26690.2, SGUI1_26690.1, SGUI1_26690.3	TREG1_33570.1, TREG1_33570.2
OG0001258	SGUI1_77170.1	TREG1_97270.2, TREG1_97270.1, TREG1_97270.3, TREG1_97270.5, TREG1_97270.6, TREG1_97270.7, TREG1_97270.4
OG0001259	SGUI1_59960.1	TREG1_80880.1, TREG1_80880.2
OG0001260	SGUI1_1440.1, SGUI1_1440.2, SGUI1_1440.3, SGUI1_1440.4	TREG1_12590.1, TREG1_12590.2, TREG1_12590.3
OG0001261	SGUI1_45470.1	TREG1_31480.4, TREG1_31480.1, TREG1_31480.2, TREG1_31480.3
OG0001262	SGUI1_83210.1	TREG1_114870.1
OG0001263	SGUI1_90160.1, SGUI1_90160.2	TREG1_127810.1, TREG1_127810.2
OG0001263	SGUI1_90170.1	TREG1_127840.1
OG0001264	SGUI1_54090.1	TREG1_64220.1, TREG1_64220.2
OG0001265	SGUI1_61350.1, SGUI1_61350.2, SGUI1_61350.3, SGUI1_61350.4, SGUI1_61350.5, SGUI1_61350.6, SGUI1_61350.7, SGUI1_61350.9, SGUI1_61350.10, SGUI1_61350.8	TREG1_144620.1, TREG1_83740.1
OG0001266	SGUI1_70840.1	TREG1_103100.4, TREG1_103100.3, TREG1_103100.1, TREG1_103100.2, TREG1_103100.5
OG0001267	SGUI1_53370.1	TREG1_73840.1, TREG1_73840.2, TREG1_73840.3, TREG1_73840.4, TREG1_73840.5
OG0001268	SGUI1_89970.1	TREG1_122810.1
OG0001268	SGUI1_7410.1, SGUI1_7410.2, SGUI1_7410.3	TREG1_4230.1, TREG1_4240.1
OG0001269	SGUI1_23370.1	TREG1_59950.1, TREG1_59950.2, TREG1_59950.3, TREG1_59950.4, TREG1_59950.6, TREG1_59950.7, TREG1_59950.5
OG0001270	SGUI1_89280.1, SGUI1_89280.2, SGUI1_89280.3, SGUI1_89280.4, SGUI1_89280.5, SGUI1_89280.6	TREG1_119430.1, TREG1_119430.2, TREG1_119430.3, TREG1_119430.4, TREG1_119430.5, TREG1_119430.6
OG0001271	SGUI1_65440.1, SGUI1_65440.2, SGUI1_65440.3, SGUI1_65440.4, SGUI1_65440.5, SGUI1_65440.6, SGUI1_65440.7	TREG1_88840.1
OG0001272	SGUI1_80730.7, SGUI1_80730.1, SGUI1_80730.2, SGUI1_80730.4, SGUI1_80730.5, SGUI1_80730.3, SGUI1_80730.6, SGUI1_80730.8	TREG1_101080.1, TREG1_101080.2, TREG1_101080.3
OG0001273	SGUI1_74050.4, SGUI1_74050.2, SGUI1_74050.1, SGUI1_74050.3	TREG1_106650.1
OG0001274	SGUI1_68800.2, SGUI1_68800.4, SGUI1_68800.3, SGUI1_68800.1	TREG1_90420.1, TREG1_90430.2, TREG1_90430.9, TREG1_90430.5, TREG1_90430.11, TREG1_90430.4, TREG1_90430.10, TREG1_90430.3, TREG1_90430.6, TREG1_90430.1, TREG1_90430.7, TREG1_90430.8
OG0001275	SGUI1_54620.3, SGUI1_54620.8, SGUI1_54620.1, SGUI1_54620.6, SGUI1_54620.7, SGUI1_54620.4, SGUI1_54620.5, SGUI1_54620.2	TREG1_71200.1
OG0001276	SGUI1_64890.1, SGUI1_64890.2, SGUI1_65930.1	TREG1_89250.6, TREG1_89250.3, TREG1_89250.5, TREG1_89250.1, TREG1_89250.2, TREG1_89250.4
OG0001277	SGUI1_3170.1	TREG1_13070.1, TREG1_13070.2, TREG1_13070.3
OG0001278	SGUI1_91180.1, SGUI1_91180.2, SGUI1_91180.4, SGUI1_91180.5, SGUI1_91180.3	TREG1_126300.1
OG0001279	SGUI1_34790.4, SGUI1_34790.1, SGUI1_34790.2, SGUI1_34790.3	TREG1_36920.2, TREG1_36920.6, TREG1_36920.4, TREG1_36920.3, TREG1_36920.5, TREG1_36920.1
OG0001280	SGUI1_51920.1, SGUI1_51920.3, SGUI1_51920.4, SGUI1_51920.5, SGUI1_51920.2	TREG1_68910.1, TREG1_68910.2, TREG1_68910.3, TREG1_68910.4, TREG1_68910.5
OG0001281	SGUI1_78760.1	TREG1_101530.1, TREG1_101540.1, TREG1_101590.1, TREG1_101600.1, TREG1_101610.1
OG0001282	SGUI1_95040.1, SGUI1_95040.2, SGUI1_95040.3	TREG1_133800.1
OG0001283	SGUI1_35400.1, SGUI1_35400.3, SGUI1_35400.2, SGUI1_35400.4, SGUI1_35400.5	TREG1_52690.1, TREG1_52680.1
OG0001284	SGUI1_17390.1	TREG1_15700.1, TREG1_15710.1, TREG1_15720.1, TREG1_15690.1, TREG1_15680.1, TREG1_15680.2, TREG1_15680.4, TREG1_15680.3, TREG1_15680.5
OG0001285	SGUI1_97070.1, SGUI1_700.1, SGUI1_1120.1, SGUI1_690.1, SGUI1_710.1, SGUI1_720.1	TREG1_4680.1, TREG1_4680.2
OG0001288	SGUI1_94400.3, SGUI1_94400.1, SGUI1_94400.2	TREG1_134020.1
OG0001289	SGUI1_29360.2, SGUI1_29360.1	TREG1_46680.1
OG0001290	SGUI1_4750.2, SGUI1_4750.1	TREG1_3630.1, TREG1_3630.2, TREG1_3630.3
OG0001291	SGUI1_6620.1	TREG1_6210.1, TREG1_9410.1, TREG1_9570.1
OG0001292	SGUI1_6720.1, SGUI1_6730.1	TREG1_26070.17, TREG1_26070.16, TREG1_26070.19, TREG1_26070.22, TREG1_26070.23, TREG1_26070.18, TREG1_26070.20, TREG1_26070.21, TREG1_26100.1, TREG1_26070.6, TREG1_138140.1, TREG1_26150.1, TREG1_26070.5, TREG1_26130.4, TREG1_26130.5, TREG1_26130.3, TREG1_26090.1, TREG1_138130.1, TREG1_26070.7
OG0001293	SGUI1_55730.2, SGUI1_55730.3, SGUI1_55730.1, SGUI1_55730.4	TREG1_73260.3, TREG1_73260.1, TREG1_73260.2, TREG1_73260.4
OG0001294	SGUI1_31980.1, SGUI1_31980.2	TREG1_50680.6, TREG1_50680.5, TREG1_50680.1, TREG1_50680.2, TREG1_50680.4, TREG1_50680.3
OG0001295	SGUI1_31610.1, SGUI1_31610.2, SGUI1_31610.3	TREG1_54320.4, TREG1_54320.3, TREG1_54320.1, TREG1_54320.2
OG0001296	SGUI1_7000.1	TREG1_10870.1
OG0001297	SGUI1_13490.6, SGUI1_13490.4, SGUI1_13490.5, SGUI1_13490.2, SGUI1_13490.1, SGUI1_13490.3, SGUI1_13580.1, SGUI1_13560.1	TREG1_14590.1
OG0001298	SGUI1_36140.1	TREG1_51920.1
OG0001299	SGUI1_32510.2, SGUI1_32510.5, SGUI1_32510.6, SGUI1_32510.4, SGUI1_32510.1, SGUI1_32510.3	TREG1_47730.1, TREG1_47730.2, TREG1_47730.3
OG0001300	SGUI1_5690.1, SGUI1_5680.1	TREG1_18570.1, TREG1_18570.2
OG0001301	SGUI1_54700.2, SGUI1_54700.3, SGUI1_54700.4, SGUI1_54700.1	TREG1_61640.2, TREG1_61640.3, TREG1_61640.1, TREG1_61640.4
OG0001302	SGUI1_2490.1	TREG1_7840.1
OG0001303	SGUI1_31590.1, SGUI1_31590.2, SGUI1_31590.3, SGUI1_31590.4	TREG1_58540.1
OG0001304	SGUI1_88950.4, SGUI1_88950.7, SGUI1_88950.5, SGUI1_88950.3, SGUI1_88950.1, SGUI1_88950.2, SGUI1_88950.6	TREG1_122440.1
OG0001305	SGUI1_1470.1, SGUI1_1470.3, SGUI1_1470.2, SGUI1_1470.4, SGUI1_1470.5, SGUI1_1470.6, SGUI1_1470.7	TREG1_12560.1, TREG1_12560.2, TREG1_12560.3
OG0001306	SGUI1_61940.1, SGUI1_61940.2, SGUI1_61940.3, SGUI1_61940.4, SGUI1_61940.5	TREG1_140790.1, TREG1_140790.2, TREG1_140790.5, TREG1_140790.7, TREG1_83670.1, TREG1_140790.3, TREG1_140790.4, TREG1_140790.6, TREG1_140790.8
OG0001307	SGUI1_81830.1	TREG1_111790.1, TREG1_111830.1
OG0001307	SGUI1_81850.1	TREG1_111820.1
OG0001308	SGUI1_95150.1	TREG1_143350.1, TREG1_26030.1, TREG1_143350.2, TREG1_145540.1, TREG1_94040.1, TREG1_133760.1, TREG1_26040.1, TREG1_133660.1, TREG1_133700.1, TREG1_133710.1, TREG1_133690.1, TREG1_133680.1, TREG1_133730.1, TREG1_133720.1, TREG1_133670.1, TREG1_133650.1, TREG1_143320.1, TREG1_144160.3, TREG1_144160.1, TREG1_144160.2, TREG1_143330.1, TREG1_143330.2, TREG1_133600.1, TREG1_133590.1, TREG1_143360.1
OG0001309	SGUI1_74360.1, SGUI1_74360.3, SGUI1_74360.2	TREG1_97190.1
OG0001310	SGUI1_27200.1	TREG1_60190.1
OG0001311	SGUI1_44160.1	TREG1_43350.4, TREG1_43350.5, TREG1_43350.1, TREG1_43350.2, TREG1_43350.3
OG0001312	SGUI1_31350.1	TREG1_55180.1
OG0001313	SGUI1_41800.3, SGUI1_41800.1, SGUI1_41800.2	TREG1_40420.1
OG0001314	SGUI1_9710.1	TREG1_7520.1
OG0001315	SGUI1_31300.1	TREG1_55130.1
OG0001316	SGUI1_34910.1	TREG1_36820.1, TREG1_36820.2
OG0001317	SGUI1_14620.1, SGUI1_14620.2	TREG1_24450.1, TREG1_24450.2
OG0001319	SGUI1_39500.6	TREG1_43150.2
OG0001320	SGUI1_63920.1	TREG1_87500.1, TREG1_87500.2
OG0001322	SGUI1_47720.4, SGUI1_47720.1, SGUI1_47720.3, SGUI1_47720.5, SGUI1_47720.2, SGUI1_47720.6	TREG1_63650.4, TREG1_63650.1, TREG1_63650.3, TREG1_63650.2
OG0001323	SGUI1_900.1, SGUI1_900.3, SGUI1_900.2	TREG1_13400.3, TREG1_13400.1, TREG1_13400.2
OG0001324	SGUI1_87240.1, SGUI1_87240.2	TREG1_123330.3, TREG1_123330.1, TREG1_123330.2, TREG1_123330.5, TREG1_123330.4
OG0001325	SGUI1_96480.1, SGUI1_96480.2	TREG1_133290.1
OG0001326	SGUI1_53960.1, SGUI1_53960.2	TREG1_71430.1, TREG1_71440.1
OG0001327	SGUI1_91450.1	TREG1_129320.1, TREG1_129320.2, TREG1_129320.4, TREG1_129320.3, TREG1_129320.5
OG0001328	SGUI1_4350.1	TREG1_4560.1, TREG1_4560.2, TREG1_4560.3
OG0001329	SGUI1_6000.1	TREG1_16820.1
OG0001330	SGUI1_30750.5, SGUI1_30750.1, SGUI1_30750.2, SGUI1_30750.3, SGUI1_30750.4, SGUI1_30750.6	TREG1_45120.1, TREG1_45120.2, TREG1_45120.3
OG0001331	SGUI1_48170.4, SGUI1_48170.3, SGUI1_48170.1, SGUI1_48170.2, SGUI1_48170.5	TREG1_66410.1, TREG1_140390.1, TREG1_140390.2, TREG1_140390.3, TREG1_140390.4, TREG1_140390.5, TREG1_140390.6, TREG1_140390.7
OG0001332	SGUI1_59640.1	TREG1_81650.1
OG0001333	SGUI1_64660.1	TREG1_91100.1, TREG1_91100.2, TREG1_91100.4, TREG1_91100.5, TREG1_91100.6, TREG1_91100.3
OG0001334	SGUI1_1510.1	TREG1_12490.1
OG0001335	SGUI1_30610.1	TREG1_45280.1, TREG1_45280.4, TREG1_45280.3, TREG1_45280.2
OG0001336	SGUI1_46290.1, SGUI1_46290.2	TREG1_62200.1
OG0001337	SGUI1_54070.1	TREG1_71320.1
OG0001338	SGUI1_37000.1	TREG1_47130.4, TREG1_47130.3, TREG1_47130.1, TREG1_47130.2
OG0001339	SGUI1_10390.1	TREG1_26860.1, TREG1_26860.3, TREG1_26860.2
OG0001340	SGUI1_8800.1, SGUI1_8780.1	TREG1_11950.1
OG0001341	SGUI1_77360.1, SGUI1_77360.4, SGUI1_77360.2, SGUI1_77360.3	TREG1_103870.1, TREG1_103870.2, TREG1_103870.3
OG0001342	SGUI1_52620.1, SGUI1_52620.2	TREG1_73210.1, TREG1_73210.2, TREG1_73210.3
OG0001343	SGUI1_72320.1	TREG1_100640.4, TREG1_100640.1, TREG1_100640.2, TREG1_100640.3, TREG1_100640.5
OG0001344	SGUI1_77420.1, SGUI1_77420.3, SGUI1_77420.2	TREG1_100220.1
OG0001345	SGUI1_42370.2, SGUI1_42370.1, SGUI1_42370.4, SGUI1_42370.5, SGUI1_42370.3	TREG1_41940.1, TREG1_41940.2
OG0001346	SGUI1_14360.1	TREG1_13810.1
OG0001347	SGUI1_33680.1, SGUI1_33680.2	TREG1_51420.1
OG0001348	SGUI1_35820.1	TREG1_44210.1, TREG1_44210.2, TREG1_44210.3, TREG1_44210.4, TREG1_44210.5, TREG1_44210.6, TREG1_44210.7, TREG1_44220.1, TREG1_44220.2, TREG1_44220.3, TREG1_44220.4, TREG1_44220.5
OG0001349	SGUI1_14940.1	TREG1_20040.6, TREG1_20040.7, TREG1_20040.2, TREG1_20040.3, TREG1_20040.5, TREG1_20040.1, TREG1_20040.4
OG0001350	SGUI1_30970.1	TREG1_49930.1
OG0001351	SGUI1_23400.1, SGUI1_23400.2, SGUI1_23400.3	TREG1_138510.1, TREG1_138530.1, TREG1_138500.1, TREG1_138520.1, TREG1_143950.1, TREG1_143940.1
OG0001352	SGUI1_23550.1, SGUI1_23550.4, SGUI1_23550.2, SGUI1_23550.3, SGUI1_23550.5, SGUI1_23550.6	TREG1_60840.1
OG0001353	SGUI1_63100.1	TREG1_87130.1, TREG1_87150.1
OG0001354	SGUI1_65050.1, SGUI1_65050.2	TREG1_81880.5, TREG1_81880.1, TREG1_81880.2, TREG1_81880.3, TREG1_81880.4
OG0001355	SGUI1_60020.2, SGUI1_60020.1, SGUI1_60020.3	TREG1_80810.1
OG0001356	SGUI1_72500.2, SGUI1_72500.4, SGUI1_72500.1, SGUI1_72500.3	TREG1_100780.1, TREG1_100790.1
OG0001357	SGUI1_39380.5, SGUI1_39380.6, SGUI1_39380.4, SGUI1_39380.1, SGUI1_39380.2, SGUI1_39380.3, SGUI1_39380.7	TREG1_45500.1, TREG1_45500.2
OG0001358	SGUI1_89010.2, SGUI1_89010.1, SGUI1_89010.4, SGUI1_89010.3, SGUI1_89010.5	TREG1_125720.1, TREG1_125740.1
OG0001359	SGUI1_73130.1	TREG1_138770.1, TREG1_105700.1, TREG1_105700.2
OG0001361	SGUI1_28240.2, SGUI1_28240.4, SGUI1_28240.1, SGUI1_28240.3	TREG1_48300.1
OG0001362	SGUI1_30440.1, SGUI1_30440.2	TREG1_52990.1, TREG1_52990.2, TREG1_52990.3
OG0001363	SGUI1_95220.1	TREG1_131630.2, TREG1_131630.4, TREG1_131630.3, TREG1_131630.1, TREG1_131630.5
OG0001364	SGUI1_85430.1	TREG1_112680.1, TREG1_112680.2, TREG1_112680.4, TREG1_112680.3
OG0001365	SGUI1_78470.1	TREG1_102490.1, TREG1_102490.2, TREG1_102490.3, TREG1_102490.4, TREG1_102490.5, TREG1_102490.6, TREG1_102490.7
OG0001366	SGUI1_53500.1	TREG1_73600.4, TREG1_73600.3, TREG1_73600.1, TREG1_73600.7, TREG1_73600.8, TREG1_73600.6, TREG1_73600.5, TREG1_73600.2
OG0001367	SGUI1_95740.1, SGUI1_95740.2, SGUI1_95740.3	TREG1_136010.1, TREG1_136010.4, TREG1_136010.5, TREG1_136010.2, TREG1_136010.3, TREG1_136010.6
OG0001368	SGUI1_17580.2, SGUI1_17580.1	TREG1_22010.1, TREG1_22010.2, TREG1_22010.3
OG0001369	SGUI1_89670.1	TREG1_126070.1
OG0001370	SGUI1_58850.2, SGUI1_58850.1, SGUI1_58850.3, SGUI1_58850.4, SGUI1_58850.5, SGUI1_58850.6	TREG1_120000.1
OG0001371	SGUI1_36320.1	TREG1_58430.1, TREG1_58430.2
OG0001372	SGUI1_37040.1, SGUI1_37040.2	TREG1_47300.1
OG0001373	SGUI1_2460.3, SGUI1_2460.1, SGUI1_2460.2, SGUI1_3350.1	TREG1_7830.1
OG0001374	SGUI1_61260.1, SGUI1_61260.2, SGUI1_61260.3, SGUI1_61260.4	TREG1_83840.2, TREG1_83840.3, TREG1_83840.11, TREG1_83840.7, TREG1_83840.8, TREG1_83840.10, TREG1_83840.6, TREG1_83840.9, TREG1_83840.1, TREG1_83840.4, TREG1_83840.5
OG0001375	SGUI1_77710.1, SGUI1_77710.3, SGUI1_77710.2, SGUI1_77710.4, SGUI1_77710.5	TREG1_100530.2, TREG1_100530.6, TREG1_100530.8, TREG1_100530.1, TREG1_100530.10, TREG1_100530.3, TREG1_100530.7, TREG1_100530.9, TREG1_100530.4, TREG1_100530.5
OG0001376	SGUI1_87370.1, SGUI1_67120.1	TREG1_123540.1, TREG1_123560.1, TREG1_145520.1
OG0001377	SGUI1_62600.3, SGUI1_62600.6, SGUI1_62600.4, SGUI1_62600.2, SGUI1_62600.5, SGUI1_62600.1	TREG1_86860.1, TREG1_86860.2
OG0001378	SGUI1_3260.1, SGUI1_3260.2, SGUI1_3260.3, SGUI1_3260.4, SGUI1_3260.5, SGUI1_3260.6	TREG1_1450.1
OG0001379	SGUI1_70430.1, SGUI1_70430.2, SGUI1_70430.4, SGUI1_70430.5, SGUI1_70430.3	TREG1_97880.1
OG0001380	SGUI1_59720.1, SGUI1_59720.2	TREG1_84170.1
OG0001381	SGUI1_73580.3, SGUI1_73580.2, SGUI1_73580.5, SGUI1_73580.4, SGUI1_73580.1	TREG1_105090.1
OG0001382	SGUI1_26450.5, SGUI1_26450.6, SGUI1_26450.3, SGUI1_26450.1, SGUI1_26450.2, SGUI1_26450.4	TREG1_59580.1
OG0001383	SGUI1_4070.1	TREG1_130280.1, TREG1_139080.7, TREG1_139080.3, TREG1_139080.5, TREG1_139080.1, TREG1_139080.2, TREG1_139080.4, TREG1_139080.6, TREG1_100050.6, TREG1_100050.4, TREG1_100050.7, TREG1_100050.1, TREG1_100050.10, TREG1_100050.2, TREG1_100050.3, TREG1_100050.5, TREG1_100050.9, TREG1_100050.8
OG0001384	SGUI1_88190.2, SGUI1_88190.8, SGUI1_88190.10, SGUI1_88190.1, SGUI1_88190.5, SGUI1_88190.6, SGUI1_88190.3, SGUI1_88190.4, SGUI1_88190.7, SGUI1_88190.9	TREG1_119640.1
OG0001385	SGUI1_22870.1	TREG1_32560.1, TREG1_32560.3, TREG1_32560.2, TREG1_32560.6, TREG1_32560.5, TREG1_32560.8, TREG1_32560.4, TREG1_32560.7
OG0001386	SGUI1_44140.1	TREG1_40470.1
OG0001387	SGUI1_87230.5, SGUI1_87230.3, SGUI1_87230.4, SGUI1_87230.1, SGUI1_87230.2	TREG1_120170.1, TREG1_120170.3, TREG1_120170.2
OG0001389	SGUI1_45870.3, SGUI1_45870.4, SGUI1_45870.5, SGUI1_45870.6, SGUI1_45870.2, SGUI1_45870.1	TREG1_62410.1, TREG1_62410.2, TREG1_62410.3
OG0001390	SGUI1_39720.1, SGUI1_39720.2	TREG1_41320.1, TREG1_41320.2
OG0001391	SGUI1_34400.1	TREG1_55560.1
OG0001392	SGUI1_11710.1	TREG1_7950.1
OG0001393	SGUI1_15860.1, SGUI1_15850.1	TREG1_17060.1
OG0001394	SGUI1_76690.1	TREG1_105300.1
OG0001395	SGUI1_88940.1	TREG1_122710.1, TREG1_122710.2
OG0001396	SGUI1_47780.1, SGUI1_47780.2, SGUI1_47780.3, SGUI1_47780.4, SGUI1_47780.5, SGUI1_47780.6, SGUI1_47780.7, SGUI1_47780.8	TREG1_69160.1, TREG1_69160.2
OG0001397	SGUI1_62740.1, SGUI1_62740.2, SGUI1_62740.3, SGUI1_62740.4, SGUI1_62740.5	TREG1_83140.1
OG0001398	SGUI1_10420.2, SGUI1_10420.3, SGUI1_10420.5, SGUI1_10420.4, SGUI1_10420.1	TREG1_26900.1
OG0001399	SGUI1_92250.1, SGUI1_92260.1	TREG1_75740.1, TREG1_128360.1, TREG1_128370.1, TREG1_128350.2, TREG1_128380.1, TREG1_128350.3, TREG1_128350.1
OG0001400	SGUI1_82130.2, SGUI1_82130.1, SGUI1_82130.3, SGUI1_82130.4	TREG1_111210.5, TREG1_111210.6, TREG1_111260.1
OG0001401	SGUI1_50780.3, SGUI1_50780.2, SGUI1_50780.1	TREG1_76490.1
OG0001402	SGUI1_25730.1, SGUI1_25730.2, SGUI1_25730.3, SGUI1_25730.4	TREG1_48830.1
OG0001403	SGUI1_55330.4, SGUI1_55330.10, SGUI1_55330.2, SGUI1_55330.5, SGUI1_55330.3, SGUI1_55330.8, SGUI1_55330.9, SGUI1_55330.6, SGUI1_55330.1, SGUI1_55330.7	TREG1_77310.1
OG0001404	SGUI1_19170.1	TREG1_15040.13, TREG1_15040.14, TREG1_15040.7, TREG1_15040.5, TREG1_15040.10, TREG1_15040.8, TREG1_15040.11, TREG1_15040.9, TREG1_15040.1, TREG1_15040.4, TREG1_15040.3, TREG1_15040.2, TREG1_15040.12, TREG1_15040.6
OG0001405	SGUI1_33220.3, SGUI1_33220.6, SGUI1_33220.2, SGUI1_33220.8, SGUI1_33220.7, SGUI1_33220.1, SGUI1_33220.9, SGUI1_33220.4, SGUI1_33220.5	TREG1_53990.1
OG0001406	SGUI1_28970.1, SGUI1_28970.5, SGUI1_28970.8, SGUI1_28970.3, SGUI1_28970.7, SGUI1_28970.2, SGUI1_28970.4, SGUI1_28970.6, SGUI1_28970.9	TREG1_46140.1
OG0001407	SGUI1_85140.1, SGUI1_85190.1	TREG1_114490.1
OG0001408	SGUI1_24000.1	TREG1_58890.2, TREG1_58890.1, TREG1_58890.3
OG0001408	SGUI1_23980.1	TREG1_59060.1
OG0001409	SGUI1_49720.1	TREG1_65900.1
OG0001410	SGUI1_34820.1, SGUI1_34800.1	TREG1_55550.1
OG0001411	SGUI1_28220.9, SGUI1_28220.8, SGUI1_28220.7, SGUI1_28220.6, SGUI1_28220.1, SGUI1_28220.10, SGUI1_28220.2, SGUI1_28220.5, SGUI1_28220.3, SGUI1_28220.4	TREG1_48320.1
OG0001412	SGUI1_28310.1, SGUI1_28310.3, SGUI1_28310.4, SGUI1_28310.2	TREG1_49600.1, TREG1_139200.2, TREG1_139200.1
OG0001413	SGUI1_94620.1, SGUI1_94620.2	TREG1_134220.3, TREG1_134220.1, TREG1_134220.2
OG0001414	SGUI1_4220.1	TREG1_9800.3, TREG1_9800.1, TREG1_9800.2, TREG1_9800.4
OG0001415	SGUI1_31110.5, SGUI1_31110.2, SGUI1_31110.3, SGUI1_31110.1, SGUI1_31110.4	TREG1_51100.1
OG0001416	SGUI1_14280.1	TREG1_10700.1
OG0001417	SGUI1_11440.2, SGUI1_11440.1, SGUI1_11440.4, SGUI1_11440.3	TREG1_18240.1
OG0001418	SGUI1_230.1	TREG1_14230.1, TREG1_14230.2, TREG1_14230.3
OG0001419	SGUI1_66660.1	TREG1_82230.1, TREG1_82230.2, TREG1_82230.3, TREG1_82230.4, TREG1_82230.5
OG0001420	SGUI1_82940.1	TREG1_117780.1, TREG1_117780.2, TREG1_144400.2, TREG1_144400.1, TREG1_144400.3, TREG1_144400.4
OG0001421	SGUI1_36690.1	TREG1_50970.1, TREG1_50970.2, TREG1_50970.3
OG0001422	SGUI1_75400.1, SGUI1_75400.2, SGUI1_75400.3	TREG1_103780.1
OG0001423	SGUI1_10320.1	TREG1_20490.1
OG0001424	SGUI1_8660.1	TREG1_11830.1, TREG1_11840.1, TREG1_11840.2, TREG1_11840.3
OG0001425	SGUI1_25210.1, SGUI1_25210.2	TREG1_35380.1
OG0001426	SGUI1_5940.1	TREG1_16830.1, TREG1_16830.2, TREG1_16830.3, TREG1_16830.4, TREG1_16830.5
OG0001427	SGUI1_25740.1	TREG1_48910.1
OG0001428	SGUI1_2590.1, SGUI1_2590.2, SGUI1_2590.3	TREG1_15580.1, TREG1_15580.2, TREG1_15580.3
OG0001429	SGUI1_53190.1	TREG1_66300.4, TREG1_66300.5, TREG1_66300.6, TREG1_66300.2, TREG1_66300.1, TREG1_66300.3
OG0001430	SGUI1_55440.1	TREG1_70360.1, TREG1_70360.2
OG0001430	SGUI1_55430.1, SGUI1_55430.2, SGUI1_55430.3, SGUI1_55430.4	TREG1_70370.1
OG0001431	SGUI1_65770.1, SGUI1_65770.2	TREG1_87860.1
OG0001432	SGUI1_21440.1	TREG1_27420.2, TREG1_27420.3, TREG1_27420.1, TREG1_27420.4
OG0001433	SGUI1_19990.1	TREG1_28420.1
OG0001434	SGUI1_95450.3, SGUI1_95450.4, SGUI1_95450.2, SGUI1_95450.1	TREG1_136030.1, TREG1_136030.2, TREG1_136030.3, TREG1_136030.4
OG0001435	SGUI1_77740.1	TREG1_98910.1, TREG1_98910.2
OG0001436	SGUI1_78150.1, SGUI1_78150.2, SGUI1_78150.3	TREG1_106050.1, TREG1_106050.2, TREG1_106050.3
OG0001437	SGUI1_50180.1	TREG1_68660.1
OG0001437	SGUI1_54820.1	TREG1_61780.1
OG0001438	SGUI1_18610.1	TREG1_22560.1, TREG1_52310.1, TREG1_52310.3, TREG1_52310.2
OG0001439	SGUI1_76190.1, SGUI1_76190.2	TREG1_102010.1
OG0001440	SGUI1_37220.1, SGUI1_37220.2	TREG1_47480.1, TREG1_47480.2, TREG1_47480.3, TREG1_47480.4
OG0001441	SGUI1_90420.1	TREG1_125500.1
OG0001442	SGUI1_62820.1, SGUI1_62820.2, SGUI1_62820.3, SGUI1_62820.4	TREG1_82980.1, TREG1_82990.1
OG0001444	SGUI1_72980.1, SGUI1_72980.4, SGUI1_72980.5, SGUI1_72980.6, SGUI1_72980.7, SGUI1_72980.3, SGUI1_72980.2	TREG1_105870.1
OG0001445	SGUI1_74000.1, SGUI1_74000.2	TREG1_106620.1
OG0001447	SGUI1_80260.1, SGUI1_80250.1	TREG1_97540.1, TREG1_97550.1, TREG1_97560.1, TREG1_97510.1, TREG1_97570.1, TREG1_144750.1, TREG1_144530.1, TREG1_144510.1, TREG1_144520.1, TREG1_97530.1, TREG1_97520.1
OG0001449	SGUI1_32880.4, SGUI1_32880.5, SGUI1_32880.2, SGUI1_32880.1, SGUI1_32880.3	TREG1_53270.4, TREG1_53270.2, TREG1_53270.1, TREG1_53270.3
OG0001450	SGUI1_16790.1, SGUI1_16790.2, SGUI1_16790.3, SGUI1_16790.4, SGUI1_16790.5	TREG1_23180.6, TREG1_23180.7, TREG1_23180.1, TREG1_23180.3, TREG1_23180.4, TREG1_23180.5, TREG1_23180.2
OG0001453	SGUI1_52470.1	TREG1_72840.1
