Orthogroup	schistosoma_guineensis	schistosoma_haematobium
OG0001192	SGUI1_42760.2	SHAE2_45570.6
OG0001192	SGUI1_42760.3	SHAE2_45570.3
OG0001192	SGUI1_42760.3	SHAE2_45570.4
OG0001192	SGUI1_42760.3	SHAE2_45570.5
OG0001192	SGUI1_42760.3	SHAE2_45570.6
OG0001193	SGUI1_83160.1	SHAE2_87070.4, SHAE2_87070.5, SHAE2_87070.2, SHAE2_87070.3, SHAE2_87070.1
OG0001194	SGUI1_6140.1	SHAE2_7020.5, SHAE2_7020.6, SHAE2_7020.3, SHAE2_7020.4, SHAE2_7020.2, SHAE2_7020.7, SHAE2_7020.1
OG0001197	SGUI1_21650.1, SGUI1_21650.2	SHAE2_24140.1, SHAE2_24140.3, SHAE2_24140.2, SHAE2_24140.4, SHAE2_24140.5
OG0001198	SGUI1_82880.1, SGUI1_82880.2	SHAE2_86750.2, SHAE2_86750.3, SHAE2_86750.4, SHAE2_86750.5
OG0001199	SGUI1_80240.1	SHAE2_84180.1
OG0001199	SGUI1_80510.1, SGUI1_80520.1	SHAE2_84450.1
OG0001202	SGUI1_12770.1, SGUI1_12740.1	SHAE2_15270.1, SHAE2_15270.2, SHAE2_15270.3
OG0001203	SGUI1_1340.1	SHAE2_1690.1
OG0001203	SGUI1_82410.1	SHAE2_85070.1
OG0001204	SGUI1_66970.2, SGUI1_66970.3, SGUI1_66970.4	SHAE2_70850.2, SHAE2_70850.4, SHAE2_70850.5
OG0001204	SGUI1_66970.1	SHAE2_70850.1, SHAE2_70850.3
OG0001205	SGUI1_36270.1	SHAE2_39250.4, SHAE2_39250.5, SHAE2_39250.6, SHAE2_39250.1, SHAE2_39250.3, SHAE2_39250.2
OG0001207	SGUI1_14710.1, SGUI1_14710.3, SGUI1_14710.2, SGUI1_14710.4	SHAE2_16810.3, SHAE2_16810.4, SHAE2_16810.6, SHAE2_16810.5, SHAE2_16810.2, SHAE2_16810.7, SHAE2_16810.1
OG0001208	SGUI1_37960.1	SHAE2_41000.4, SHAE2_41000.1, SHAE2_41000.2, SHAE2_41000.3
OG0001209	SGUI1_48780.1	SHAE2_51970.1, SHAE2_51970.4, SHAE2_51970.2, SHAE2_51970.3, SHAE2_51970.5
OG0001210	SGUI1_93460.1	SHAE2_98630.6, SHAE2_98630.1, SHAE2_98630.2, SHAE2_98630.4, SHAE2_98630.5, SHAE2_98630.3
OG0001211	SGUI1_17140.1	SHAE2_19720.1, SHAE2_19720.2, SHAE2_19720.3, SHAE2_19720.4, SHAE2_19720.6, SHAE2_19720.7, SHAE2_19720.5
OG0001212	SGUI1_24200.1, SGUI1_24200.2, SGUI1_24200.3	SHAE2_26780.1, SHAE2_26780.2, SHAE2_26780.3, SHAE2_26780.4, SHAE2_26780.5
OG0001213	SGUI1_6460.2, SGUI1_6460.4	SHAE2_7340.1, SHAE2_7340.4, SHAE2_7340.6
OG0001213	SGUI1_6460.1, SGUI1_6460.3	SHAE2_7340.3, SHAE2_7340.2, SHAE2_7340.5
OG0001214	SGUI1_28140.1, SGUI1_28140.2, SGUI1_28140.3	SHAE2_30720.10, SHAE2_30720.11, SHAE2_30720.3, SHAE2_30720.4, SHAE2_30720.6, SHAE2_30720.9, SHAE2_30720.12, SHAE2_30720.2, SHAE2_30720.5, SHAE2_30720.7, SHAE2_30720.8, SHAE2_30720.1
OG0001215	SGUI1_64230.1	SHAE2_67950.2, SHAE2_67950.3, SHAE2_67950.1, SHAE2_67950.4
OG0001216	SGUI1_26480.1	SHAE2_28970.1
OG0001217	SGUI1_73320.5	SHAE2_77470.1, SHAE2_77470.2
OG0001218	SGUI1_11610.1, SGUI1_11610.2	SHAE2_14300.1
OG0001219	SGUI1_1180.1, SGUI1_1180.3, SGUI1_1180.2, SGUI1_1180.4	SHAE2_1490.1, SHAE2_1490.2
OG0001220	SGUI1_95190.1	SHAE2_100300.3, SHAE2_100300.4, SHAE2_100300.5, SHAE2_100300.1, SHAE2_100300.2, SHAE2_100300.6
OG0001221	SGUI1_62910.4	SHAE2_66630.4, SHAE2_66630.5
OG0001221	SGUI1_62910.2, SGUI1_62910.1, SGUI1_62910.3	SHAE2_66630.1, SHAE2_66630.2, SHAE2_66630.3
OG0001222	SGUI1_92280.1, SGUI1_92280.3, SGUI1_92280.2, SGUI1_92280.4	SHAE2_97330.1
OG0001223	SGUI1_32500.3, SGUI1_32500.1, SGUI1_32500.2	SHAE2_35000.4, SHAE2_35000.2, SHAE2_35000.3, SHAE2_35000.1
OG0001224	SGUI1_82670.4, SGUI1_82670.6	SHAE2_86590.1, SHAE2_86590.2
OG0001224	SGUI1_82670.1, SGUI1_82670.2, SGUI1_82670.5, SGUI1_82670.3	SHAE2_86590.3, SHAE2_86590.4
OG0001225	SGUI1_59200.1	SHAE2_62820.6, SHAE2_62820.7, SHAE2_62820.3, SHAE2_62820.2, SHAE2_62820.4, SHAE2_62820.1, SHAE2_62820.5
OG0001226	SGUI1_46050.2, SGUI1_46050.4, SGUI1_46050.5, SGUI1_46050.3, SGUI1_46050.1	SHAE2_48780.1
OG0001227	SGUI1_62340.1	SHAE2_66010.4, SHAE2_66010.2, SHAE2_66010.6, SHAE2_66010.1, SHAE2_66010.3
OG0001228	SGUI1_44950.1, SGUI1_44950.2	SHAE2_47850.1
OG0001229	SGUI1_30290.1	SHAE2_32730.1, SHAE2_32730.2, SHAE2_32730.3, SHAE2_32730.4
OG0001230	SGUI1_16490.6	SHAE2_19040.6
OG0001230	SGUI1_16490.3	SHAE2_19040.1, SHAE2_19040.5, SHAE2_19040.2, SHAE2_19040.3, SHAE2_19040.4
OG0001231	SGUI1_39440.2, SGUI1_39440.5, SGUI1_39440.1, SGUI1_39440.3, SGUI1_39440.4	SHAE2_42430.3, SHAE2_42430.4, SHAE2_42430.7, SHAE2_42430.8, SHAE2_42430.1, SHAE2_42430.2, SHAE2_42430.5, SHAE2_42430.6
OG0001232	SGUI1_82340.1	SHAE2_85210.1
OG0001232	SGUI1_82330.1	SHAE2_85240.1
OG0001233	SGUI1_5550.1, SGUI1_5550.2	SHAE2_6450.2, SHAE2_6450.3
OG0001234	SGUI1_44170.1	SHAE2_47000.1, SHAE2_47000.2, SHAE2_47000.3, SHAE2_47000.4
OG0001235	SGUI1_28530.1	SHAE2_31120.1
OG0001235	SGUI1_28520.1	SHAE2_31110.1
OG0001236	SGUI1_63890.1	SHAE2_67670.1, SHAE2_67670.4, SHAE2_67670.2, SHAE2_67670.3
OG0001237	SGUI1_26440.1	SHAE2_28930.1
OG0001237	SGUI1_26400.1	SHAE2_28850.1
OG0001238	SGUI1_84240.1	SHAE2_89190.2, SHAE2_89190.1, SHAE2_89190.4, SHAE2_89190.3
OG0001239	SGUI1_11630.1	SHAE2_14320.1, SHAE2_14320.2, SHAE2_14320.3, SHAE2_14320.4
OG0001240	SGUI1_54270.3	SHAE2_57260.1
OG0001240	SGUI1_54270.1	SHAE2_57260.3
OG0001240	SGUI1_54270.1	SHAE2_57260.4
OG0001240	SGUI1_54270.2	SHAE2_57260.2
OG0001240	SGUI1_54270.4	SHAE2_57260.2
OG0001241	SGUI1_60090.1	SHAE2_63670.1
OG0001241	SGUI1_74870.1	SHAE2_79010.1
OG0001242	SGUI1_56590.1	SHAE2_59820.1
OG0001242	SGUI1_56590.2	SHAE2_59820.1
OG0001242	SGUI1_56590.3	SHAE2_59820.1
OG0001244	SGUI1_90030.1	SHAE2_95030.5, SHAE2_95030.4, SHAE2_95030.3, SHAE2_95030.6
OG0001245	SGUI1_11250.1	SHAE2_13960.1
OG0001246	SGUI1_32890.1	SHAE2_36000.3, SHAE2_36000.1
OG0001247	SGUI1_37140.6, SGUI1_37140.10, SGUI1_37140.8, SGUI1_37140.1, SGUI1_37140.2, SGUI1_37140.9, SGUI1_37140.5, SGUI1_37140.4, SGUI1_37140.7, SGUI1_37140.3	SHAE2_40160.1
OG0001248	SGUI1_5290.1	SHAE2_6170.1
OG0001249	SGUI1_35960.2	SHAE2_38900.3, SHAE2_38900.4, SHAE2_38910.3, SHAE2_38910.4
OG0001249	SGUI1_35960.1, SGUI1_35960.3	SHAE2_38900.1, SHAE2_38910.2, SHAE2_38900.2, SHAE2_38910.1
OG0001250	SGUI1_2050.1, SGUI1_2050.2, SGUI1_2050.3	SHAE2_2330.2, SHAE2_2330.3, SHAE2_2330.1
OG0001250	SGUI1_2060.1	SHAE2_2340.1, SHAE2_2340.2
OG0001251	SGUI1_77820.1, SGUI1_77820.2	SHAE2_81830.1
OG0001252	SGUI1_52050.1	SHAE2_55170.1, SHAE2_55170.2, SHAE2_55170.3, SHAE2_55170.4, SHAE2_55170.5, SHAE2_55170.6
OG0001253	SGUI1_55090.1, SGUI1_55090.2, SGUI1_55090.3	SHAE2_58070.2, SHAE2_58070.1, SHAE2_58070.3
OG0001254	SGUI1_32560.3, SGUI1_32560.1, SGUI1_32560.4, SGUI1_32560.2	SHAE2_35050.1
OG0001254	SGUI1_32570.1, SGUI1_32570.2	SHAE2_35060.1
OG0001255	SGUI1_28620.1	SHAE2_31210.1
OG0001256	SGUI1_48360.1	SHAE2_51620.1
OG0001257	SGUI1_26690.2, SGUI1_26690.1, SGUI1_26690.3	SHAE2_29210.3, SHAE2_29210.2, SHAE2_29210.5, SHAE2_29210.1, SHAE2_29210.4
OG0001258	SGUI1_77170.1	SHAE2_81180.3
OG0001259	SGUI1_59960.1	SHAE2_63530.1, SHAE2_63530.2
OG0001260	SGUI1_1440.1, SGUI1_1440.2, SGUI1_1440.3, SGUI1_1440.4	SHAE2_1770.1, SHAE2_1770.3, SHAE2_1770.2
OG0001261	SGUI1_45470.1	SHAE2_48500.1, SHAE2_48500.2, SHAE2_48500.3
OG0001262	SGUI1_83210.1	SHAE2_87120.3, SHAE2_87120.6, SHAE2_87120.5, SHAE2_87120.1, SHAE2_87120.2, SHAE2_87120.4
OG0001263	SGUI1_90160.1, SGUI1_90160.2	SHAE2_95170.6, SHAE2_95170.3, SHAE2_95170.1, SHAE2_95170.2, SHAE2_95170.4, SHAE2_95170.5
OG0001263	SGUI1_90170.1	SHAE2_95180.1
OG0001264	SGUI1_54090.1	SHAE2_57110.1, SHAE2_57110.2, SHAE2_57110.6, SHAE2_57110.7, SHAE2_57110.4
OG0001265	SGUI1_61350.1, SGUI1_61350.2, SGUI1_61350.3, SGUI1_61350.4, SGUI1_61350.5, SGUI1_61350.6, SGUI1_61350.7, SGUI1_61350.9, SGUI1_61350.10, SGUI1_61350.8	SHAE2_65030.1
OG0001266	SGUI1_70840.1	SHAE2_74880.1, SHAE2_74880.4, SHAE2_74880.2, SHAE2_74880.3, SHAE2_74880.5, SHAE2_74880.6
OG0001267	SGUI1_53370.1	SHAE2_56470.1
OG0001268	SGUI1_89970.1	SHAE2_94970.1
OG0001268	SGUI1_7410.1, SGUI1_7410.2, SGUI1_7410.3	SHAE2_8470.1
OG0001269	SGUI1_23370.1	SHAE2_26040.2
OG0001270	SGUI1_89280.1, SGUI1_89280.2, SGUI1_89280.3, SGUI1_89280.4, SGUI1_89280.5, SGUI1_89280.6	SHAE2_94240.1
OG0001271	SGUI1_65440.1, SGUI1_65440.2, SGUI1_65440.3, SGUI1_65440.4, SGUI1_65440.5, SGUI1_65440.6, SGUI1_65440.7	SHAE2_69320.2, SHAE2_69320.4, SHAE2_69320.6, SHAE2_69320.1, SHAE2_69320.3, SHAE2_69320.5
OG0001272	SGUI1_80730.7, SGUI1_80730.1, SGUI1_80730.2, SGUI1_80730.4, SGUI1_80730.5, SGUI1_80730.3, SGUI1_80730.6, SGUI1_80730.8	SHAE2_85010.4, SHAE2_85010.1, SHAE2_85010.2, SHAE2_85010.3
OG0001273	SGUI1_74050.4, SGUI1_74050.2, SGUI1_74050.1, SGUI1_74050.3	SHAE2_78190.3, SHAE2_78190.1, SHAE2_78190.2
OG0001274	SGUI1_68800.2, SGUI1_68800.4, SGUI1_68800.3, SGUI1_68800.1	SHAE2_72910.1, SHAE2_72910.4, SHAE2_72910.3, SHAE2_72910.5, SHAE2_72910.2
OG0001275	SGUI1_54620.3, SGUI1_54620.8, SGUI1_54620.1, SGUI1_54620.6, SGUI1_54620.7, SGUI1_54620.4, SGUI1_54620.5	SHAE2_57620.1, SHAE2_57620.2, SHAE2_57620.5, SHAE2_57620.6, SHAE2_57620.3, SHAE2_57620.4, SHAE2_57620.7
OG0001276	SGUI1_64890.1, SGUI1_64890.2	SHAE2_68690.1
OG0001277	SGUI1_3170.1	SHAE2_3720.3, SHAE2_3720.4, SHAE2_3720.6, SHAE2_3720.14, SHAE2_3720.5, SHAE2_3720.8, SHAE2_3720.10, SHAE2_3720.2, SHAE2_3720.7, SHAE2_3720.9, SHAE2_3720.13, SHAE2_3720.12, SHAE2_3720.1, SHAE2_3720.11
OG0001278	SGUI1_91180.1, SGUI1_91180.2, SGUI1_91180.4, SGUI1_91180.5, SGUI1_91180.3	SHAE2_96240.1, SHAE2_96240.3, SHAE2_96240.2
OG0001279	SGUI1_34790.4, SGUI1_34790.1, SGUI1_34790.2, SGUI1_34790.3	SHAE2_37770.1, SHAE2_37770.2, SHAE2_37770.3, SHAE2_37770.4, SHAE2_37770.6, SHAE2_37770.5
OG0001280	SGUI1_51920.1	SHAE2_55050.4, SHAE2_55050.7, SHAE2_55050.10, SHAE2_55050.5, SHAE2_55050.8
OG0001280	SGUI1_51920.2	SHAE2_55050.1, SHAE2_55050.3, SHAE2_55050.2, SHAE2_55050.6, SHAE2_55050.9
OG0001281	SGUI1_78760.1	SHAE2_82740.1, SHAE2_82750.1
OG0001282	SGUI1_95040.1, SGUI1_95040.2, SGUI1_95040.3	SHAE2_100160.1, SHAE2_100160.2, SHAE2_100160.6, SHAE2_100160.3, SHAE2_100160.4, SHAE2_100160.5
OG0001283	SGUI1_35400.1, SGUI1_35400.3, SGUI1_35400.2, SGUI1_35400.4, SGUI1_35400.5	SHAE2_38390.3, SHAE2_38390.1, SHAE2_38390.5, SHAE2_38390.2, SHAE2_38390.4
OG0001284	SGUI1_17390.1	SHAE2_19960.1
OG0001285	SGUI1_700.1, SGUI1_1120.1, SGUI1_690.1, SGUI1_710.1, SGUI1_720.1	SHAE2_960.1
OG0001286	SGUI1_91310.7, SGUI1_91310.6, SGUI1_91310.8, SGUI1_91310.4, SGUI1_91310.3, SGUI1_91310.1, SGUI1_91310.5, SGUI1_91310.2, SGUI1_91310.10, SGUI1_91310.9	SHAE2_96390.3, SHAE2_96390.2, SHAE2_96390.1
OG0001288	SGUI1_94400.3, SGUI1_94400.1, SGUI1_94400.2	SHAE2_99370.1
OG0001289	SGUI1_29360.2	SHAE2_31810.2, SHAE2_31810.3
OG0001289	SGUI1_29360.1	SHAE2_31810.1
OG0001290	SGUI1_4750.1	SHAE2_5520.7, SHAE2_5520.1, SHAE2_5520.6, SHAE2_5520.4, SHAE2_5520.2, SHAE2_5520.3, SHAE2_5520.5
OG0001291	SGUI1_6620.1	SHAE2_7520.6, SHAE2_7520.2, SHAE2_7520.4, SHAE2_7520.7, SHAE2_7520.1, SHAE2_7520.3, SHAE2_7520.5, SHAE2_7520.8
OG0001292	SGUI1_6720.1, SGUI1_6730.1	SHAE2_7630.1
OG0001293	SGUI1_55730.2, SGUI1_55730.3, SGUI1_55730.1, SGUI1_55730.4	SHAE2_58860.2, SHAE2_58860.3, SHAE2_58860.1, SHAE2_58830.1
OG0001294	SGUI1_31980.1, SGUI1_31980.2	SHAE2_34490.1
OG0001295	SGUI1_31610.1, SGUI1_31610.2, SGUI1_31610.3	SHAE2_34090.1, SHAE2_34090.2, SHAE2_34090.3
OG0001296	SGUI1_7000.1	SHAE2_8030.2, SHAE2_8030.7, SHAE2_8030.4, SHAE2_8030.3, SHAE2_8030.1, SHAE2_8030.5, SHAE2_8030.6, SHAE2_8030.8
OG0001297	SGUI1_13490.6, SGUI1_13490.4, SGUI1_13490.5, SGUI1_13490.2, SGUI1_13490.1, SGUI1_13490.3, SGUI1_13580.1	SHAE2_15850.2, SHAE2_15850.1, SHAE2_15850.3
OG0001298	SGUI1_36140.1	SHAE2_39130.5
OG0001299	SGUI1_32510.5, SGUI1_32510.6, SGUI1_32510.4	SHAE2_35010.2
OG0001299	SGUI1_32510.1, SGUI1_32510.3	SHAE2_35010.1, SHAE2_35010.3
OG0001300	SGUI1_5680.1	SHAE2_6540.2
OG0001301	SGUI1_54700.2, SGUI1_54700.3, SGUI1_54700.4, SGUI1_54700.1	SHAE2_57690.1, SHAE2_57690.2, SHAE2_57690.4, SHAE2_57690.5, SHAE2_57690.3
OG0001302	SGUI1_2490.1	SHAE2_2760.2, SHAE2_2760.1, SHAE2_2760.3, SHAE2_2760.4, SHAE2_2760.10, SHAE2_2760.12, SHAE2_2760.13, SHAE2_2760.8, SHAE2_2760.5, SHAE2_2760.6, SHAE2_2760.14, SHAE2_2760.15, SHAE2_2760.11, SHAE2_2760.9, SHAE2_2760.7
OG0001303	SGUI1_31590.1, SGUI1_31590.2, SGUI1_31590.3, SGUI1_31590.4	SHAE2_34070.2, SHAE2_34070.4, SHAE2_34070.1, SHAE2_34070.3
OG0001304	SGUI1_88950.5, SGUI1_88950.3, SGUI1_88950.1, SGUI1_88950.2, SGUI1_88950.6	SHAE2_93910.1
OG0001305	SGUI1_1470.5, SGUI1_1470.6	SHAE2_1800.5, SHAE2_1800.7
OG0001305	SGUI1_1470.7	SHAE2_1800.6
OG0001306	SGUI1_61940.1, SGUI1_61940.2, SGUI1_61940.3, SGUI1_61940.4, SGUI1_61940.5	SHAE2_65640.1, SHAE2_65640.2
OG0001307	SGUI1_81830.1	SHAE2_85860.1
OG0001307	SGUI1_81850.1	SHAE2_85840.1
OG0001308	SGUI1_95150.1	SHAE2_100270.1, SHAE2_100270.2
OG0001309	SGUI1_74360.1, SGUI1_74360.3, SGUI1_74360.2	SHAE2_78500.1, SHAE2_78500.5, SHAE2_78500.6, SHAE2_78500.7, SHAE2_78500.2, SHAE2_78500.3, SHAE2_78500.4, SHAE2_78500.8
OG0001310	SGUI1_27200.1	SHAE2_29730.1, SHAE2_29730.2, SHAE2_29730.3, SHAE2_29730.5, SHAE2_29730.4
OG0001311	SGUI1_44160.1	SHAE2_46990.1, SHAE2_46990.4, SHAE2_46990.2, SHAE2_46990.3
OG0001312	SGUI1_31350.1	SHAE2_33830.1
OG0001313	SGUI1_41800.3, SGUI1_41800.1, SGUI1_41800.2	SHAE2_44680.1, SHAE2_44680.5, SHAE2_44680.2, SHAE2_44680.3, SHAE2_44680.4
OG0001315	SGUI1_31300.1	SHAE2_33790.1, SHAE2_33790.2, SHAE2_33790.3
OG0001316	SGUI1_34910.1	SHAE2_37860.1
OG0001317	SGUI1_14620.1, SGUI1_14620.2	SHAE2_16720.1, SHAE2_16720.2
OG0001318	SGUI1_770.1	SHAE2_1080.1
OG0001319	SGUI1_39500.5, SGUI1_39500.2, SGUI1_39500.3	SHAE2_42460.3, SHAE2_42460.7, SHAE2_42460.5
OG0001319	SGUI1_39500.4	SHAE2_42460.6
OG0001319	SGUI1_39500.1	SHAE2_42460.8, SHAE2_42460.10, SHAE2_42460.4, SHAE2_42480.1
OG0001319	SGUI1_39500.6	SHAE2_42460.9
OG0001320	SGUI1_63920.1	SHAE2_67700.4, SHAE2_67700.1, SHAE2_67700.7, SHAE2_67700.8, SHAE2_67700.6, SHAE2_67700.2, SHAE2_67700.3, SHAE2_67700.5
OG0001321	SGUI1_19520.1, SGUI1_19520.2	SHAE2_22040.1, SHAE2_22040.3, SHAE2_22040.2, SHAE2_22040.4
OG0001322	SGUI1_47720.1	SHAE2_51010.2
OG0001322	SGUI1_47720.3, SGUI1_47720.5, SGUI1_47720.2, SGUI1_47720.6	SHAE2_51010.1
OG0001323	SGUI1_900.1, SGUI1_900.3, SGUI1_900.2	SHAE2_1220.1
OG0001324	SGUI1_87240.1, SGUI1_87240.2	SHAE2_92110.1, SHAE2_92110.2, SHAE2_92110.3
OG0001325	SGUI1_96480.1, SGUI1_96480.2	SHAE2_101660.1, SHAE2_101660.2, SHAE2_101660.3
OG0001326	SGUI1_53960.2	SHAE2_56970.1
OG0001327	SGUI1_91450.1	SHAE2_96570.1
OG0001328	SGUI1_4350.1	SHAE2_5060.6, SHAE2_5060.7, SHAE2_5060.3, SHAE2_5060.2, SHAE2_5060.1, SHAE2_5060.5, SHAE2_5060.4, SHAE2_5060.8, SHAE2_5060.9
OG0001329	SGUI1_6000.1	SHAE2_6840.1, SHAE2_6840.2, SHAE2_6840.3, SHAE2_6840.5, SHAE2_6840.4, SHAE2_6840.6
OG0001330	SGUI1_30750.5, SGUI1_30750.1, SGUI1_30750.2, SGUI1_30750.3, SGUI1_30750.4, SGUI1_30750.6	SHAE2_33230.1
OG0001331	SGUI1_48170.4, SGUI1_48170.3	SHAE2_51410.1
OG0001331	SGUI1_48170.1, SGUI1_48170.2, SGUI1_48170.5	SHAE2_51410.3, SHAE2_51410.2, SHAE2_51410.4
OG0001332	SGUI1_59640.1	SHAE2_63210.2, SHAE2_63210.1
OG0001332	SGUI1_72300.1	SHAE2_76330.1
OG0001332	SGUI1_72300.2	SHAE2_76330.1
OG0001333	SGUI1_64660.1	SHAE2_68460.1, SHAE2_68460.2, SHAE2_68460.3
OG0001334	SGUI1_1510.1	SHAE2_1840.1, SHAE2_1840.2, SHAE2_1840.3, SHAE2_1840.4, SHAE2_1840.5, SHAE2_1840.6, SHAE2_1840.7, SHAE2_1840.10, SHAE2_1840.8, SHAE2_1840.9
OG0001335	SGUI1_30610.1	SHAE2_33060.1, SHAE2_33060.2, SHAE2_33060.3, SHAE2_33080.1
OG0001337	SGUI1_54070.1	SHAE2_57090.1, SHAE2_57090.4, SHAE2_57090.8, SHAE2_57090.6, SHAE2_57090.2, SHAE2_57090.3, SHAE2_57090.7, SHAE2_57090.5
OG0001338	SGUI1_37000.1	SHAE2_40040.3, SHAE2_40040.1, SHAE2_40040.7, SHAE2_40040.8, SHAE2_40040.5, SHAE2_40040.9
OG0001339	SGUI1_10390.1	SHAE2_13110.4, SHAE2_13110.2, SHAE2_13110.3, SHAE2_13110.1
OG0001340	SGUI1_8800.1	SHAE2_11560.1
OG0001340	SGUI1_8780.1	SHAE2_11390.1
OG0001341	SGUI1_77360.1	SHAE2_81370.3
OG0001341	SGUI1_77360.4, SGUI1_77360.2, SGUI1_77360.3	SHAE2_81370.1, SHAE2_81370.2, SHAE2_81370.4, SHAE2_81370.5, SHAE2_81370.6
OG0001342	SGUI1_52620.1, SGUI1_52620.2	SHAE2_55730.2, SHAE2_55730.1, SHAE2_55730.3
OG0001343	SGUI1_72320.1	SHAE2_76350.1, SHAE2_76350.2
OG0001344	SGUI1_77420.1, SGUI1_77420.3, SGUI1_77420.2	SHAE2_81430.2, SHAE2_81430.5, SHAE2_81430.1, SHAE2_81430.3, SHAE2_81430.6, SHAE2_81430.8, SHAE2_81430.4, SHAE2_81430.7, SHAE2_81430.9
OG0001345	SGUI1_42370.2, SGUI1_42370.1, SGUI1_42370.4, SGUI1_42370.5, SGUI1_42370.3	SHAE2_45220.3, SHAE2_45220.1, SHAE2_45220.2, SHAE2_45220.4, SHAE2_45220.6, SHAE2_45220.5
OG0001346	SGUI1_14360.1	SHAE2_16470.2, SHAE2_16470.3, SHAE2_16470.8, SHAE2_16470.9, SHAE2_16470.1, SHAE2_16460.1, SHAE2_16460.2, SHAE2_16460.3, SHAE2_16470.5, SHAE2_16470.6, SHAE2_16470.4, SHAE2_16470.10, SHAE2_16470.7
OG0001347	SGUI1_33680.1, SGUI1_33680.2	SHAE2_36700.1, SHAE2_36700.2, SHAE2_36700.3
OG0001348	SGUI1_35820.1	SHAE2_38770.1
OG0001349	SGUI1_14940.1	SHAE2_17270.2, SHAE2_17270.7, SHAE2_17270.1, SHAE2_17270.4, SHAE2_17270.6, SHAE2_17270.3, SHAE2_17270.5, SHAE2_17270.8, SHAE2_17270.10, SHAE2_17270.9, SHAE2_17270.11
OG0001350	SGUI1_30970.1	SHAE2_33480.1, SHAE2_33480.5, SHAE2_33480.3, SHAE2_33480.4, SHAE2_33480.7, SHAE2_33480.2, SHAE2_33480.6
OG0001351	SGUI1_23400.2	SHAE2_25990.4
OG0001351	SGUI1_23400.3	SHAE2_25990.1, SHAE2_25990.2
OG0001352	SGUI1_23550.1, SGUI1_23550.4, SGUI1_23550.2, SGUI1_23550.3, SGUI1_23550.5, SGUI1_23550.6	SHAE2_26300.2, SHAE2_26300.3, SHAE2_26300.4, SHAE2_26300.5, SHAE2_26300.1, SHAE2_26300.6
OG0001353	SGUI1_63100.1	SHAE2_66820.7, SHAE2_66820.8, SHAE2_66820.2, SHAE2_66820.4, SHAE2_66820.5, SHAE2_66820.6, SHAE2_66820.3, SHAE2_66820.1
OG0001354	SGUI1_65050.1, SGUI1_65050.2	SHAE2_68860.1, SHAE2_68860.2, SHAE2_68860.3
OG0001355	SGUI1_60020.2	SHAE2_63600.2, SHAE2_63600.5
OG0001355	SGUI1_60020.1	SHAE2_63600.3
OG0001355	SGUI1_60020.1	SHAE2_63600.4
OG0001355	SGUI1_60020.3	SHAE2_63600.3
OG0001355	SGUI1_60020.3	SHAE2_63600.4
OG0001356	SGUI1_72500.2, SGUI1_72500.4, SGUI1_72500.1	SHAE2_76530.2
OG0001357	SGUI1_39380.5, SGUI1_39380.6, SGUI1_39380.4, SGUI1_39380.1, SGUI1_39380.2, SGUI1_39380.3, SGUI1_39380.7	SHAE2_42370.3, SHAE2_42370.1, SHAE2_42370.2
OG0001358	SGUI1_89010.5	SHAE2_93970.1, SHAE2_93970.2, SHAE2_93970.3, SHAE2_93970.4
OG0001359	SGUI1_73130.1	SHAE2_77300.1
OG0001361	SGUI1_28240.2, SGUI1_28240.4, SGUI1_28240.1, SGUI1_28240.3	SHAE2_30840.1, SHAE2_30840.2, SHAE2_30840.3, SHAE2_30840.4
OG0001362	SGUI1_30440.2	SHAE2_32890.1, SHAE2_32890.2
OG0001363	SGUI1_95220.1	SHAE2_100330.2, SHAE2_100330.3
OG0001364	SGUI1_85430.1	SHAE2_90340.1
OG0001365	SGUI1_78470.1	SHAE2_82450.2, SHAE2_82450.1
OG0001366	SGUI1_53500.1	SHAE2_56580.1, SHAE2_56580.3
OG0001367	SGUI1_95740.1, SGUI1_95740.2, SGUI1_95740.3	SHAE2_100910.1
OG0001368	SGUI1_17580.2, SGUI1_17580.1	SHAE2_20160.1
OG0001369	SGUI1_89670.1	SHAE2_94630.7, SHAE2_94630.3, SHAE2_94630.4, SHAE2_94630.6, SHAE2_94630.1, SHAE2_94630.2, SHAE2_94630.5
OG0001370	SGUI1_58850.2, SGUI1_58850.1, SGUI1_58850.3, SGUI1_58850.4, SGUI1_58850.5, SGUI1_58850.6	SHAE2_62460.1, SHAE2_62460.3, SHAE2_62460.4, SHAE2_62460.6, SHAE2_62460.2, SHAE2_62460.5
OG0001371	SGUI1_36320.1	SHAE2_39320.3, SHAE2_39320.1, SHAE2_39320.2, SHAE2_39320.4
OG0001372	SGUI1_37040.1, SGUI1_37040.2	SHAE2_40090.6, SHAE2_40090.4, SHAE2_40090.3, SHAE2_40090.2, SHAE2_40090.1, SHAE2_40090.5
OG0001373	SGUI1_2460.3, SGUI1_2460.1	SHAE2_2750.4
OG0001373	SGUI1_2460.2	SHAE2_2750.3
OG0001374	SGUI1_61260.1, SGUI1_61260.2, SGUI1_61260.3, SGUI1_61260.4	SHAE2_64910.1, SHAE2_64910.2
OG0001375	SGUI1_77710.1, SGUI1_77710.3, SGUI1_77710.2, SGUI1_77710.4, SGUI1_77710.5	SHAE2_81720.1, SHAE2_81720.2
OG0001376	SGUI1_87370.1	SHAE2_92250.4, SHAE2_92250.5, SHAE2_92250.1, SHAE2_92250.2, SHAE2_92250.3
