Orthogroup	schistosoma_haematobium	opisthorchis_viverrini
OG0000650	SHAE2_82120.1	T265_04859
OG0000651	SHAE2_44650.6, SHAE2_44650.3, SHAE2_44650.4, SHAE2_44650.1, SHAE2_44650.2, SHAE2_44650.5	T265_08308
OG0000652	SHAE2_43110.2, SHAE2_43110.7, SHAE2_43110.3, SHAE2_43110.4, SHAE2_43110.8, SHAE2_43110.5, SHAE2_43110.6, SHAE2_43110.1, SHAE2_43110.9	T265_02580, T265_06040
OG0000653	SHAE2_43670.1, SHAE2_43670.2, SHAE2_43670.3, SHAE2_43680.1, SHAE2_43680.2	T265_08906
OG0000656	SHAE2_79910.3, SHAE2_79910.5, SHAE2_79910.7, SHAE2_79910.9, SHAE2_79910.2, SHAE2_79910.8, SHAE2_79910.4, SHAE2_79910.1, SHAE2_79910.6	T265_15627
OG0000657	SHAE2_95630.3, SHAE2_95630.4, SHAE2_95630.1, SHAE2_95630.2, SHAE2_95630.6, SHAE2_95630.7, SHAE2_95630.5	T265_02650
OG0000659	SHAE2_44630.4, SHAE2_44630.5, SHAE2_44630.7, SHAE2_44630.2, SHAE2_44630.8, SHAE2_44630.1, SHAE2_44630.3, SHAE2_44630.6	T265_14212
OG0000663	SHAE2_41020.4, SHAE2_41020.2, SHAE2_41020.1, SHAE2_41020.3, SHAE2_41020.7, SHAE2_41020.8, SHAE2_41020.6, SHAE2_41020.5	T265_04735, T265_02871
OG0000664	SHAE2_14180.5, SHAE2_14180.6, SHAE2_14180.7, SHAE2_14180.3, SHAE2_14180.4, SHAE2_14180.1, SHAE2_14180.2	T265_04576
OG0000665	SHAE2_77460.4, SHAE2_77460.1, SHAE2_77460.3, SHAE2_77460.2	T265_10655
OG0000666	SHAE2_65920.2, SHAE2_65920.1, SHAE2_65920.3, SHAE2_65920.4	T265_14484
OG0000667	SHAE2_6720.1	T265_06220
OG0000668	SHAE2_55720.1, SHAE2_55720.5, SHAE2_55720.2, SHAE2_55720.6, SHAE2_55720.7, SHAE2_55720.4, SHAE2_55720.3	T265_07209
OG0000669	SHAE2_72600.4, SHAE2_72600.9, SHAE2_72600.1, SHAE2_72600.2, SHAE2_72600.3, SHAE2_72600.5, SHAE2_72600.6, SHAE2_72600.7, SHAE2_72600.10, SHAE2_72600.8	T265_04795
OG0000671	SHAE2_81090.4, SHAE2_81090.3, SHAE2_81090.1, SHAE2_81090.2, SHAE2_81090.5	T265_06752
OG0000672	SHAE2_47050.2, SHAE2_47050.3, SHAE2_47050.4, SHAE2_47050.5, SHAE2_47050.1	T265_08111
OG0000673	SHAE2_18160.1	T265_06693, T265_15660, T265_03059
OG0000674	SHAE2_82650.3, SHAE2_82650.6, SHAE2_82650.1, SHAE2_82650.2, SHAE2_82650.4, SHAE2_82650.5, SHAE2_82650.7	T265_00038
OG0000675	SHAE2_76490.1	T265_10356
OG0000676	SHAE2_86060.1	T265_02244
OG0000677	SHAE2_5740.1	T265_03024
OG0000678	SHAE2_37280.1, SHAE2_37280.7, SHAE2_37280.5, SHAE2_37280.3, SHAE2_37280.4, SHAE2_37280.8, SHAE2_37280.2, SHAE2_37280.6	T265_14566
OG0000679	SHAE2_76550.4, SHAE2_76550.5, SHAE2_76550.8, SHAE2_76550.1, SHAE2_76550.3, SHAE2_76550.6, SHAE2_76550.2, SHAE2_76550.7	T265_13839
OG0000680	SHAE2_19060.1, SHAE2_19060.2, SHAE2_19060.3, SHAE2_19060.4, SHAE2_19060.5, SHAE2_19060.6	T265_15068
OG0000681	SHAE2_37660.4, SHAE2_37660.1, SHAE2_37660.5, SHAE2_37660.2, SHAE2_37660.3	T265_15309
OG0000682	SHAE2_45830.1, SHAE2_45830.4, SHAE2_45830.2, SHAE2_45830.3	T265_05067
OG0000683	SHAE2_58300.1, SHAE2_58300.2, SHAE2_58300.4, SHAE2_58300.5, SHAE2_58300.3	T265_03513
OG0000684	SHAE2_89870.1	T265_02396
OG0000685	SHAE2_79720.1, SHAE2_79720.2	T265_14345
OG0000686	SHAE2_64060.7, SHAE2_64060.1, SHAE2_64060.3, SHAE2_64060.4, SHAE2_64060.5, SHAE2_64060.6, SHAE2_64060.2, SHAE2_64060.8	T265_06598
OG0000687	SHAE2_29090.1	T265_13762
OG0000688	SHAE2_910.3, SHAE2_910.6, SHAE2_910.1, SHAE2_910.2, SHAE2_910.4, SHAE2_910.5, SHAE2_910.8, SHAE2_910.7	T265_09228
OG0000690	SHAE2_25000.3, SHAE2_25000.1, SHAE2_25000.2, SHAE2_25000.4, SHAE2_25000.5	T265_15342
OG0000691	SHAE2_86430.1, SHAE2_78850.1, SHAE2_43640.1, SHAE2_22270.2, SHAE2_22270.1, SHAE2_37520.2, SHAE2_37520.1, SHAE2_10000.1, SHAE2_10000.3, SHAE2_10000.2, SHAE2_98260.1, SHAE2_98260.2	T265_13940
OG0000695	SHAE2_101610.1	T265_07910
OG0000695	SHAE2_48520.1, SHAE2_48520.2, SHAE2_48520.3, SHAE2_48520.4	T265_07140
OG0000696	SHAE2_5960.2, SHAE2_5960.6, SHAE2_5960.3, SHAE2_5960.4, SHAE2_5960.5, SHAE2_5960.7, SHAE2_5960.1	T265_00960
OG0000697	SHAE2_43170.5, SHAE2_43170.6, SHAE2_43170.10, SHAE2_43170.11, SHAE2_43170.12, SHAE2_43170.13, SHAE2_43170.3, SHAE2_43170.4, SHAE2_43170.7, SHAE2_43170.9, SHAE2_43170.14, SHAE2_43170.2, SHAE2_43170.8, SHAE2_43170.1	T265_02565
OG0000698	SHAE2_20210.1	T265_04366
OG0000699	SHAE2_35900.1	T265_08805
OG0000699	SHAE2_49050.1, SHAE2_49060.1	T265_03971
OG0000700	SHAE2_30500.1, SHAE2_26390.1, SHAE2_26400.1, SHAE2_26410.1	T265_06924, T265_06925
OG0000701	SHAE2_64920.2, SHAE2_64920.4, SHAE2_64920.5, SHAE2_64920.3, SHAE2_64920.6, SHAE2_64920.1	T265_02016
OG0000702	SHAE2_92210.5, SHAE2_92210.7, SHAE2_92210.1, SHAE2_92210.2, SHAE2_92210.4, SHAE2_92210.3, SHAE2_92210.8, SHAE2_92210.6	T265_08615
OG0000703	SHAE2_150.1, SHAE2_150.2, SHAE2_150.3	T265_14823, T265_09393, T265_14824
OG0000704	SHAE2_51510.2, SHAE2_51510.4, SHAE2_51510.1, SHAE2_51510.3, SHAE2_51510.5, SHAE2_51510.6, SHAE2_51510.7, SHAE2_51510.8	T265_10029
OG0000705	SHAE2_6640.10, SHAE2_6640.3, SHAE2_6640.4, SHAE2_6640.5, SHAE2_6640.7, SHAE2_6640.8, SHAE2_6640.9, SHAE2_6640.2, SHAE2_6640.1, SHAE2_6640.6	T265_10453
OG0000706	SHAE2_46200.1	T265_01271, T265_09997
OG0000706	SHAE2_55630.3, SHAE2_55630.4, SHAE2_55630.1, SHAE2_55630.2	T265_00020
OG0000707	SHAE2_99610.1	T265_15248, T265_15672
OG0000708	SHAE2_40130.1	T265_05018
OG0000709	SHAE2_46460.1	T265_13137
OG0000710	SHAE2_8540.1, SHAE2_8550.9, SHAE2_8550.6, SHAE2_8550.7, SHAE2_8550.8, SHAE2_8550.2, SHAE2_8550.1, SHAE2_8550.3, SHAE2_8550.4, SHAE2_8550.5	T265_14772
OG0000711	SHAE2_78950.3, SHAE2_78950.4, SHAE2_78950.10, SHAE2_78950.2, SHAE2_78950.5, SHAE2_78950.9, SHAE2_78950.11, SHAE2_78950.6, SHAE2_78950.12, SHAE2_78950.13, SHAE2_78950.1, SHAE2_78950.14, SHAE2_78950.7, SHAE2_78950.8	T265_13046
OG0000712	SHAE2_55980.6, SHAE2_55980.2, SHAE2_55980.4, SHAE2_55980.3, SHAE2_55980.8, SHAE2_55980.1, SHAE2_55980.7, SHAE2_55980.5	T265_00357
OG0000713	SHAE2_76050.1, SHAE2_76050.2, SHAE2_76050.4, SHAE2_76050.8, SHAE2_76050.3, SHAE2_76050.5, SHAE2_76050.7, SHAE2_76050.6, SHAE2_76050.9	T265_15192
OG0000714	SHAE2_48630.1, SHAE2_49500.7, SHAE2_48630.2, SHAE2_49500.8, SHAE2_49500.9, SHAE2_49500.3, SHAE2_49500.5, SHAE2_49500.6, SHAE2_49500.2, SHAE2_49500.1, SHAE2_49500.4	T265_12461
OG0000715	SHAE2_29620.2, SHAE2_29620.1, SHAE2_29620.3, SHAE2_29620.6, SHAE2_29620.7, SHAE2_29620.8, SHAE2_29620.9, SHAE2_29620.4, SHAE2_29620.10, SHAE2_29620.5	T265_06936, T265_16285
OG0000716	SHAE2_13580.3, SHAE2_13580.2, SHAE2_13580.1, SHAE2_13580.5, SHAE2_13580.4	T265_01851
OG0000717	SHAE2_62980.1	T265_15060
OG0000718	SHAE2_79230.4, SHAE2_79230.2, SHAE2_79230.3, SHAE2_79230.1, SHAE2_79230.5, SHAE2_79230.6, SHAE2_79230.7, SHAE2_79230.8	T265_15816
OG0000721	SHAE2_49250.1	T265_00362
OG0000722	SHAE2_5860.2, SHAE2_5860.3, SHAE2_5860.1, SHAE2_5860.4	T265_03018, T265_03020
OG0000723	SHAE2_81080.7, SHAE2_81080.2, SHAE2_81080.4, SHAE2_81080.5, SHAE2_81080.1, SHAE2_81080.8, SHAE2_81080.6, SHAE2_81080.3, SHAE2_81080.9	T265_10513, T265_14119
OG0000724	SHAE2_44700.1, SHAE2_44700.3, SHAE2_44700.4, SHAE2_44700.2, SHAE2_44700.5, SHAE2_44700.6	T265_15804, T265_04091, T265_04747
OG0000725	SHAE2_81420.9, SHAE2_81420.10, SHAE2_81420.3, SHAE2_81420.2, SHAE2_81420.8, SHAE2_81420.1, SHAE2_81420.5, SHAE2_81420.6, SHAE2_81420.7, SHAE2_81420.4, SHAE2_81420.11	T265_05721
OG0000727	SHAE2_41680.1	T265_07029
OG0000728	SHAE2_51660.2, SHAE2_51660.1, SHAE2_51660.8, SHAE2_51660.7, SHAE2_51660.6, SHAE2_51660.3, SHAE2_51660.4, SHAE2_51660.5	T265_02822
OG0000729	SHAE2_10680.7, SHAE2_10680.1, SHAE2_10680.8, SHAE2_10680.10, SHAE2_10680.9, SHAE2_10680.5, SHAE2_10680.6, SHAE2_10680.4, SHAE2_10680.3, SHAE2_10680.2	T265_03115
OG0000730	SHAE2_64100.4, SHAE2_64100.3, SHAE2_64100.2, SHAE2_64100.1	T265_10980
OG0000731	SHAE2_80720.1, SHAE2_80720.5, SHAE2_80720.3, SHAE2_80720.2, SHAE2_80720.4	T265_11322
OG0000732	SHAE2_4020.8, SHAE2_4020.7, SHAE2_4020.5, SHAE2_4020.1, SHAE2_4020.6, SHAE2_4020.2, SHAE2_4020.3, SHAE2_4020.4	T265_11823
OG0000733	SHAE2_3370.3, SHAE2_3370.1, SHAE2_3370.2, SHAE2_97590.1	T265_05137, T265_13691, T265_13693
OG0000737	SHAE2_11710.8, SHAE2_11710.6, SHAE2_11710.7, SHAE2_11710.11, SHAE2_11710.3, SHAE2_11710.2, SHAE2_11710.1, SHAE2_11710.5, SHAE2_11710.4, SHAE2_11710.10, SHAE2_11710.9	T265_05237
OG0000738	SHAE2_74250.1, SHAE2_74250.2, SHAE2_74240.1	T265_05635, T265_05639
OG0000740	SHAE2_10220.1, SHAE2_10220.2	T265_04555
OG0000741	SHAE2_89630.1, SHAE2_89630.2, SHAE2_89630.3, SHAE2_89630.4, SHAE2_89630.5, SHAE2_89630.6, SHAE2_89630.7, SHAE2_89630.10, SHAE2_89630.9, SHAE2_89630.8	T265_10490
OG0000743	SHAE2_24740.3, SHAE2_24740.4, SHAE2_24740.1, SHAE2_24740.2	T265_02255
OG0000744	SHAE2_4120.1	T265_13534
OG0000745	SHAE2_40970.6, SHAE2_40970.2, SHAE2_40970.3, SHAE2_40970.5, SHAE2_40970.1, SHAE2_40970.7, SHAE2_40970.4	T265_15592, T265_01499
OG0000746	SHAE2_64800.1	T265_08923
OG0000747	SHAE2_45720.1	T265_14015
OG0000748	SHAE2_74660.1	T265_08449, T265_15607, T265_15918, T265_12210
OG0000749	SHAE2_74040.10, SHAE2_74040.9, SHAE2_74040.5, SHAE2_74040.11, SHAE2_74040.6, SHAE2_74040.7, SHAE2_74040.1, SHAE2_74040.3, SHAE2_74040.4, SHAE2_74040.8, SHAE2_74040.12, SHAE2_74040.2	T265_15534
OG0000750	SHAE2_78820.2, SHAE2_78820.4, SHAE2_78820.3, SHAE2_78820.1	T265_01999
OG0000751	SHAE2_5990.1, SHAE2_2890.1, SHAE2_2800.1	T265_14248
OG0000752	SHAE2_98130.2, SHAE2_98130.3, SHAE2_98130.1, SHAE2_102390.1	T265_14207
OG0000753	SHAE2_87310.1	T265_11361
OG0000754	SHAE2_53610.1, SHAE2_53610.2	T265_01325
OG0000755	SHAE2_79980.1, SHAE2_79980.3, SHAE2_79980.2	T265_14500, T265_14501
OG0000756	SHAE2_41950.5, SHAE2_41950.9, SHAE2_41950.6, SHAE2_41950.1, SHAE2_41950.3, SHAE2_41950.2, SHAE2_41950.4, SHAE2_41950.7, SHAE2_41950.8, SHAE2_41950.10	T265_04901
OG0000757	SHAE2_55830.3, SHAE2_55830.4, SHAE2_55830.5, SHAE2_55830.7, SHAE2_55830.8, SHAE2_55830.11, SHAE2_55830.10, SHAE2_55830.9, SHAE2_55830.6, SHAE2_55830.1, SHAE2_55830.2	T265_14154
OG0000758	SHAE2_10710.4, SHAE2_10710.1, SHAE2_10710.2, SHAE2_10710.3, SHAE2_10710.5	T265_03111
OG0000759	SHAE2_56250.6, SHAE2_56250.5, SHAE2_56250.3, SHAE2_56250.1, SHAE2_56250.2, SHAE2_56250.4	T265_14472, T265_14473, T265_15924
OG0000760	SHAE2_83220.1	T265_14346
OG0000761	SHAE2_56940.1, SHAE2_56940.2, SHAE2_56940.3, SHAE2_56940.4	T265_01230
OG0000762	SHAE2_86300.1	T265_07913
OG0000762	SHAE2_92630.1	T265_01864
OG0000763	SHAE2_23590.10, SHAE2_23590.2, SHAE2_23590.6, SHAE2_23590.7, SHAE2_23590.8, SHAE2_23590.1, SHAE2_23590.11, SHAE2_23590.4, SHAE2_23590.9, SHAE2_23590.3, SHAE2_23590.5	T265_06905
OG0000764	SHAE2_10840.1, SHAE2_10840.3, SHAE2_10840.2, SHAE2_10840.5, SHAE2_10840.4	T265_00997
OG0000765	SHAE2_56230.1	T265_00442
OG0000765	SHAE2_56240.1, SHAE2_56240.3, SHAE2_56240.2	T265_00440
OG0000766	SHAE2_67440.1	T265_12796
OG0000767	SHAE2_69550.4, SHAE2_69550.3, SHAE2_69550.1, SHAE2_69550.2	T265_12911
OG0000768	SHAE2_42930.1	T265_06451
OG0000769	SHAE2_2470.1, SHAE2_2470.2	T265_01586
OG0000770	SHAE2_20050.1, SHAE2_20050.2, SHAE2_20050.3, SHAE2_20050.5, SHAE2_20050.6, SHAE2_20050.4	T265_12873
OG0000773	SHAE2_28010.1, SHAE2_28010.2, SHAE2_28010.3	T265_00411
OG0000774	SHAE2_50420.2, SHAE2_50420.5, SHAE2_50420.1, SHAE2_50420.3, SHAE2_50420.4, SHAE2_50420.6, SHAE2_50420.7	T265_08743
OG0000775	SHAE2_54950.1	T265_13684
OG0000776	SHAE2_49230.1, SHAE2_49230.2	T265_07866
OG0000776	SHAE2_60210.1	T265_12745
OG0000777	SHAE2_55490.2, SHAE2_55490.1, SHAE2_55490.3, SHAE2_55490.4, SHAE2_55490.5, SHAE2_55490.6	T265_02206
OG0000778	SHAE2_25120.2, SHAE2_25120.1	T265_01511, T265_10392, T265_10394
OG0000779	SHAE2_4230.1, SHAE2_4230.3, SHAE2_4230.2	T265_07269
OG0000780	SHAE2_16740.1	T265_06690
OG0000781	SHAE2_13090.1	T265_11274
OG0000781	SHAE2_630.1, SHAE2_630.2, SHAE2_630.3	T265_10911
OG0000782	SHAE2_33920.1	T265_10870, T265_12889
OG0000783	SHAE2_53890.1	T265_10176
OG0000784	SHAE2_33840.4, SHAE2_33840.7, SHAE2_33840.6, SHAE2_33840.8, SHAE2_33840.1, SHAE2_33840.2, SHAE2_33840.3, SHAE2_33840.5	T265_12066
OG0000785	SHAE2_62880.1, SHAE2_62880.3, SHAE2_62880.5, SHAE2_62880.6, SHAE2_62880.2, SHAE2_62880.4	T265_09886
OG0000786	SHAE2_43660.7, SHAE2_43660.6, SHAE2_43660.8, SHAE2_43660.4, SHAE2_43660.5, SHAE2_43660.2, SHAE2_43660.3, SHAE2_43660.1	T265_03503
OG0000787	SHAE2_98280.1, SHAE2_98280.2, SHAE2_63630.2, SHAE2_63630.1	T265_06799
OG0000788	SHAE2_15340.1, SHAE2_15340.3, SHAE2_15340.9, SHAE2_15340.2, SHAE2_15340.6, SHAE2_15340.7, SHAE2_15340.5, SHAE2_15340.4, SHAE2_15340.8	T265_03219
OG0000789	SHAE2_27810.1, SHAE2_27800.1, SHAE2_27800.2, SHAE2_27800.3, SHAE2_27800.4	T265_01031
OG0000790	SHAE2_42270.1, SHAE2_42270.3, SHAE2_42270.4, SHAE2_42270.5, SHAE2_42270.2, SHAE2_42270.6	T265_00688
OG0000791	SHAE2_45580.3, SHAE2_45580.1, SHAE2_45580.2	T265_14202, T265_14203
OG0000792	SHAE2_6160.1, SHAE2_6160.2	T265_14379
OG0000793	SHAE2_37000.6, SHAE2_37000.8, SHAE2_37000.7, SHAE2_37000.2, SHAE2_37000.1, SHAE2_37000.3, SHAE2_37000.4, SHAE2_37000.5	T265_07034
OG0000794	SHAE2_11930.1	T265_00948
OG0000795	SHAE2_100770.1	T265_16059
OG0000796	SHAE2_17770.1, SHAE2_17760.1	T265_14897
OG0000797	SHAE2_23330.3, SHAE2_23330.1, SHAE2_23330.2	T265_15019
OG0000798	SHAE2_1610.2, SHAE2_1610.1, SHAE2_1610.3	T265_15843
OG0000799	SHAE2_71050.1, SHAE2_71050.2, SHAE2_71050.3, SHAE2_71050.4, SHAE2_71050.5, SHAE2_71050.6, SHAE2_71050.7, SHAE2_71050.8	T265_01805
OG0000800	SHAE2_11860.2, SHAE2_11860.5, SHAE2_11860.4, SHAE2_11860.3, SHAE2_11860.1	T265_10271, T265_16198
OG0000801	SHAE2_17670.1, SHAE2_17670.3, SHAE2_17670.2, SHAE2_17670.4	T265_05496
OG0000802	SHAE2_77750.1	T265_12896
OG0000802	SHAE2_62560.1	T265_06568
OG0000803	SHAE2_83610.1, SHAE2_83610.2	T265_00805
OG0000804	SHAE2_44230.4, SHAE2_44230.2, SHAE2_44230.3, SHAE2_44230.6, SHAE2_44230.5, SHAE2_44230.1	T265_08025
OG0000805	SHAE2_39300.5, SHAE2_39300.6, SHAE2_39300.1, SHAE2_39300.4, SHAE2_39300.2, SHAE2_39300.3	T265_13484
OG0000806	SHAE2_78160.1, SHAE2_78160.2, SHAE2_78160.3	T265_09116
OG0000807	SHAE2_103460.2, SHAE2_103460.1	T265_06277
OG0000808	SHAE2_98840.1	T265_09441
OG0000808	SHAE2_98850.1, SHAE2_98850.2	T265_09443
OG0000809	SHAE2_96350.1, SHAE2_96360.1	T265_05763
OG0000810	SHAE2_27390.1, SHAE2_27390.2, SHAE2_27390.3	T265_11471
OG0000811	SHAE2_12850.1, SHAE2_12850.2, SHAE2_12850.3, SHAE2_12850.4, SHAE2_12850.5, SHAE2_12850.6	T265_14828
OG0000812	SHAE2_13870.1, SHAE2_13870.2, SHAE2_13870.5, SHAE2_13870.6, SHAE2_13870.7, SHAE2_13870.9, SHAE2_13870.8, SHAE2_13870.3, SHAE2_13870.4	T265_15805
OG0000813	SHAE2_91820.3, SHAE2_91820.5, SHAE2_91820.1, SHAE2_91820.2, SHAE2_91820.4	T265_10364
OG0000814	SHAE2_67620.1, SHAE2_67650.3, SHAE2_67650.1, SHAE2_67650.2	T265_15846, T265_11631
OG0000815	SHAE2_63610.1	T265_14139, T265_14138
OG0000816	SHAE2_103250.1	T265_10520, T265_15172
OG0000817	SHAE2_93780.1, SHAE2_93780.2, SHAE2_93780.3, SHAE2_93780.5, SHAE2_93780.6, SHAE2_93780.4	T265_03538
OG0000818	SHAE2_13320.1	T265_12681
OG0000819	SHAE2_69700.1, SHAE2_69700.2, SHAE2_69700.4, SHAE2_69700.3	T265_02518
OG0000820	SHAE2_89890.1	T265_01694
OG0000821	SHAE2_52370.7, SHAE2_52370.10, SHAE2_52370.6, SHAE2_52370.8, SHAE2_52370.1, SHAE2_52370.11, SHAE2_52370.5, SHAE2_52370.9, SHAE2_52370.3, SHAE2_52370.4, SHAE2_52370.12, SHAE2_52370.13, SHAE2_52370.2	T265_13288
OG0000822	SHAE2_78940.1	T265_03848
OG0000823	SHAE2_56640.1	T265_00829
OG0000823	SHAE2_98200.1, SHAE2_98230.1	T265_11555
OG0000824	SHAE2_3630.3, SHAE2_3630.2, SHAE2_3630.1	T265_07875
OG0000826	SHAE2_58500.8, SHAE2_58500.1, SHAE2_58500.4, SHAE2_58500.2, SHAE2_58500.3, SHAE2_58500.5, SHAE2_58500.6, SHAE2_58500.7	T265_06114
OG0000827	SHAE2_79880.1, SHAE2_79880.2	T265_04215, T265_13453, T265_08146, T265_00316
OG0000830	SHAE2_52150.6, SHAE2_52150.7, SHAE2_52150.2, SHAE2_52150.4, SHAE2_52150.1, SHAE2_52150.3, SHAE2_52150.5	T265_03604
OG0000831	SHAE2_45320.1, SHAE2_45320.2, SHAE2_45320.3, SHAE2_45320.4, SHAE2_45320.5, SHAE2_45320.6	T265_11740
OG0000832	SHAE2_64400.7, SHAE2_64400.8, SHAE2_64400.2, SHAE2_64400.3, SHAE2_64400.4, SHAE2_64400.1	T265_06731
OG0000833	SHAE2_36180.4, SHAE2_36180.1, SHAE2_36180.2, SHAE2_36180.3	T265_15296
OG0000834	SHAE2_51980.2, SHAE2_51980.6, SHAE2_51980.10, SHAE2_51980.8, SHAE2_51980.1, SHAE2_51980.3, SHAE2_51980.9, SHAE2_51980.4, SHAE2_51980.5, SHAE2_51980.7	T265_08688
OG0000835	SHAE2_40980.3, SHAE2_40980.1, SHAE2_40980.2, SHAE2_40980.4	T265_05875
OG0000836	SHAE2_40290.1	T265_07620, T265_16203
OG0000837	SHAE2_34640.3, SHAE2_34640.2, SHAE2_34640.5, SHAE2_34640.4, SHAE2_34640.1	T265_08390
OG0000838	SHAE2_42060.1, SHAE2_42070.2, SHAE2_42070.1, SHAE2_42070.3, SHAE2_42070.4, SHAE2_42070.5	T265_02612
OG0000839	SHAE2_41460.10, SHAE2_41460.9, SHAE2_41460.2, SHAE2_41460.1, SHAE2_41460.4, SHAE2_41460.3, SHAE2_41460.5, SHAE2_41460.7, SHAE2_41460.6, SHAE2_41460.8	T265_03005
OG0000840	SHAE2_74760.4, SHAE2_74760.6, SHAE2_74760.5, SHAE2_74760.2, SHAE2_74760.1, SHAE2_74760.3	T265_12899
OG0000841	SHAE2_22960.7, SHAE2_22960.3, SHAE2_22960.2, SHAE2_22960.6, SHAE2_22960.1, SHAE2_22960.5, SHAE2_22960.9, SHAE2_22960.8, SHAE2_22960.10, SHAE2_22960.4	T265_06170
OG0000842	SHAE2_71320.2, SHAE2_71320.4, SHAE2_71320.1, SHAE2_71320.3	T265_14136
OG0000843	SHAE2_86730.2, SHAE2_86730.1	T265_02386
OG0000844	SHAE2_5760.1, SHAE2_5760.2, SHAE2_5760.4, SHAE2_5760.5, SHAE2_5760.3, SHAE2_5760.6	T265_00279
OG0000845	SHAE2_95250.1, SHAE2_95250.2	T265_12579
OG0000846	SHAE2_19010.1	T265_05703
OG0000847	SHAE2_1530.1	T265_07827, T265_09008, T265_01575, T265_07199
OG0000848	SHAE2_37610.3, SHAE2_37610.1, SHAE2_37610.5, SHAE2_37610.6, SHAE2_37610.2, SHAE2_37610.9, SHAE2_37610.11, SHAE2_37610.4, SHAE2_37610.7, SHAE2_37610.10, SHAE2_37610.12, SHAE2_37610.8	T265_00764
OG0000849	SHAE2_42110.1, SHAE2_42110.3, SHAE2_42110.4, SHAE2_42110.7, SHAE2_42110.8, SHAE2_42110.2, SHAE2_42110.5, SHAE2_42110.6, SHAE2_42110.9, SHAE2_42110.11, SHAE2_42110.10, SHAE2_42110.12	T265_12610
OG0000850	SHAE2_29600.4, SHAE2_29600.5, SHAE2_29600.6, SHAE2_29600.7, SHAE2_29600.8, SHAE2_29600.3, SHAE2_29600.1, SHAE2_29600.2	T265_10398
OG0000851	SHAE2_96370.1, SHAE2_96370.2, SHAE2_96370.3, SHAE2_96370.5, SHAE2_96370.6, SHAE2_96370.4	T265_04154
OG0000852	SHAE2_12680.8, SHAE2_12680.2, SHAE2_12680.3, SHAE2_12680.1, SHAE2_12680.5, SHAE2_12680.6, SHAE2_12680.7, SHAE2_12680.9, SHAE2_12680.4	T265_08766
OG0000853	SHAE2_87270.4, SHAE2_87270.3, SHAE2_87270.1, SHAE2_87270.2	T265_06027
OG0000854	SHAE2_40330.1, SHAE2_40340.1	T265_15559, T265_14260, T265_15560
OG0000855	SHAE2_57770.1, SHAE2_57770.3, SHAE2_57770.2, SHAE2_57770.5, SHAE2_57770.6, SHAE2_57770.4	T265_13837, T265_15500
OG0000856	SHAE2_3490.1, SHAE2_3490.12, SHAE2_3490.2, SHAE2_3490.4, SHAE2_3490.5, SHAE2_3490.7, SHAE2_3490.10, SHAE2_3490.13, SHAE2_3490.14, SHAE2_3490.6, SHAE2_3490.3, SHAE2_3490.9, SHAE2_3490.11, SHAE2_3490.8	T265_14822
OG0000857	SHAE2_4720.3, SHAE2_4720.4, SHAE2_4720.1, SHAE2_4720.2, SHAE2_4720.5	T265_14322
OG0000858	SHAE2_5100.4, SHAE2_5100.1, SHAE2_5100.7, SHAE2_5100.6, SHAE2_5100.2, SHAE2_5100.3, SHAE2_5100.8, SHAE2_5100.5	T265_15000
OG0000860	SHAE2_63890.1	T265_06072
OG0000860	SHAE2_66610.2, SHAE2_66610.1	T265_05631
OG0000861	SHAE2_13550.1, SHAE2_13550.2	T265_04574
OG0000862	SHAE2_32280.1, SHAE2_32280.2, SHAE2_32280.3, SHAE2_32280.4	T265_09368, T265_09366, T265_09369
OG0000863	SHAE2_7880.1	T265_05435
OG0000864	SHAE2_43260.1	T265_05363
OG0000865	SHAE2_36140.2, SHAE2_36140.3, SHAE2_36140.1, SHAE2_36140.4, SHAE2_36140.5	T265_05335
OG0000866	SHAE2_1040.2, SHAE2_1040.6, SHAE2_1040.1, SHAE2_1040.8, SHAE2_1040.7, SHAE2_1040.4, SHAE2_1040.5, SHAE2_1040.3	T265_09230
OG0000867	SHAE2_7760.1, SHAE2_7760.2, SHAE2_7760.5, SHAE2_7760.3, SHAE2_7760.4, SHAE2_7760.6, SHAE2_7760.7	T265_03080
OG0000869	SHAE2_94700.2, SHAE2_94700.5, SHAE2_94700.6, SHAE2_94700.1, SHAE2_94700.4, SHAE2_94700.3	T265_14256
OG0000870	SHAE2_1270.1	T265_06698
OG0000872	SHAE2_4600.1, SHAE2_4600.3, SHAE2_4600.4, SHAE2_4600.5, SHAE2_4600.6, SHAE2_4600.7, SHAE2_4600.2, SHAE2_4600.8	T265_16288, T265_12059
OG0000873	SHAE2_91750.2, SHAE2_91750.5, SHAE2_91750.8, SHAE2_91750.4, SHAE2_91750.7, SHAE2_91750.3, SHAE2_91750.6, SHAE2_91750.1	T265_15131
OG0000874	SHAE2_45890.1, SHAE2_45890.11, SHAE2_45890.2, SHAE2_45890.3, SHAE2_45890.4, SHAE2_45890.5, SHAE2_45890.7, SHAE2_45890.9, SHAE2_45890.6, SHAE2_45890.8, SHAE2_45890.10	T265_04488, T265_09986, T265_09985
OG0000876	SHAE2_26230.2, SHAE2_26230.1, SHAE2_26230.3, SHAE2_26230.4	T265_03229
OG0000877	SHAE2_7810.1, SHAE2_7810.2, SHAE2_7810.4, SHAE2_7810.3	T265_14662
OG0000879	SHAE2_62370.1, SHAE2_62390.1	T265_08209
