Orthogroup	schistosoma_haematobium	schistosoma_bovis
OG0000771	SHAE2_84390.1	SBOV2_79030.1, SBOV2_79040.1, SBOV2_79040.2
OG0000772	SHAE2_18860.1, SHAE2_18940.1, SHAE2_18920.1, SHAE2_18850.1	SBOV2_16280.3, SBOV2_16280.1, SBOV2_16280.2
OG0000773	SHAE2_28010.1, SHAE2_28010.2, SHAE2_28010.3	SBOV2_25260.1, SBOV2_25260.2
OG0000774	SHAE2_50420.3, SHAE2_50420.4, SHAE2_50420.6, SHAE2_50420.7	SBOV2_46510.1
OG0000775	SHAE2_54950.1	SBOV2_53860.1, SBOV2_53860.3, SBOV2_53860.2, SBOV2_53860.4
OG0000776	SHAE2_49230.1	SBOV2_45110.1
OG0000776	SHAE2_49230.2	SBOV2_45110.1
OG0000776	SHAE2_60210.1	SBOV2_56010.1, SBOV2_56010.2
OG0000777	SHAE2_55490.2, SHAE2_55490.1	SBOV2_53340.3
OG0000777	SHAE2_55490.6	SBOV2_53340.1, SBOV2_53340.2
OG0000778	SHAE2_25120.2, SHAE2_25120.1	SBOV2_22410.1, SBOV2_22400.4, SBOV2_22400.5
OG0000779	SHAE2_4230.1, SHAE2_4230.3, SHAE2_4230.2	SBOV2_3730.4, SBOV2_3730.3, SBOV2_3730.5
OG0000780	SHAE2_16740.1	SBOV2_14600.1, SBOV2_14600.2, SBOV2_14600.3, SBOV2_14600.4, SBOV2_14600.5
OG0000781	SHAE2_13090.1	SBOV2_11000.1
OG0000781	SHAE2_630.1, SHAE2_630.2, SHAE2_630.3	SBOV2_440.1, SBOV2_440.2
OG0000782	SHAE2_33920.1	SBOV2_35970.1
OG0000783	SHAE2_53890.1	SBOV2_54900.6, SBOV2_54900.5, SBOV2_54900.1, SBOV2_54900.3, SBOV2_54900.2, SBOV2_54900.4
OG0000784	SHAE2_33840.4, SHAE2_33840.7, SHAE2_33840.6, SHAE2_33840.8, SHAE2_33840.1, SHAE2_33840.2, SHAE2_33840.3, SHAE2_33840.5	SBOV2_36050.1, SBOV2_36050.3, SBOV2_36050.2, SBOV2_36050.4
OG0000785	SHAE2_62880.1, SHAE2_62880.3, SHAE2_62880.5, SHAE2_62880.6, SHAE2_62880.2, SHAE2_62880.4	SBOV2_58450.1, SBOV2_58450.2, SBOV2_58450.3
OG0000786	SHAE2_43660.7, SHAE2_43660.6, SHAE2_43660.8, SHAE2_43660.4, SHAE2_43660.5, SHAE2_43660.2, SHAE2_43660.3, SHAE2_43660.1	SBOV2_27080.2, SBOV2_27080.4, SBOV2_27080.1, SBOV2_27080.3, SBOV2_27080.5
OG0000787	SHAE2_98280.1, SHAE2_98280.2	SBOV2_91650.1, SBOV2_91650.2
OG0000787	SHAE2_63630.2, SHAE2_63630.1	SBOV2_59150.1
OG0000788	SHAE2_15340.5, SHAE2_15340.4, SHAE2_15340.8	SBOV2_13250.1
OG0000789	SHAE2_27810.1	SBOV2_25050.1, SBOV2_25050.4, SBOV2_25050.3, SBOV2_25050.2, SBOV2_25060.1
OG0000789	SHAE2_27800.1, SHAE2_27800.2, SHAE2_27800.3, SHAE2_27800.4	SBOV2_25040.1, SBOV2_25040.2
OG0000790	SHAE2_42270.1, SHAE2_42270.3, SHAE2_42270.4, SHAE2_42270.5, SHAE2_42270.2, SHAE2_42270.6	SBOV2_28430.2, SBOV2_28430.3, SBOV2_28430.1
OG0000791	SHAE2_45580.3, SHAE2_45580.1, SHAE2_45580.2	SBOV2_41930.1, SBOV2_41930.2
OG0000792	SHAE2_6160.1, SHAE2_6160.2	SBOV2_5630.1
OG0000793	SHAE2_37000.6, SHAE2_37000.8, SHAE2_37000.7, SHAE2_37000.2, SHAE2_37000.1, SHAE2_37000.3, SHAE2_37000.4, SHAE2_37000.5	SBOV2_33450.3, SBOV2_33450.4, SBOV2_33450.2, SBOV2_33450.1
OG0000794	SHAE2_11930.1	SBOV2_9860.5, SBOV2_9860.7, SBOV2_9860.4, SBOV2_9860.1, SBOV2_9860.3, SBOV2_9860.6, SBOV2_9860.2
OG0000795	SHAE2_100770.1	SBOV2_94290.2, SBOV2_94290.4, SBOV2_94290.5, SBOV2_94290.1, SBOV2_94290.3, SBOV2_94290.6
OG0000796	SHAE2_17770.1	SBOV2_15370.1, SBOV2_15380.1, SBOV2_15350.1
OG0000796	SHAE2_17760.1	SBOV2_15360.1
OG0000797	SHAE2_23330.3, SHAE2_23330.1, SHAE2_23330.2	SBOV2_19410.3, SBOV2_19410.1, SBOV2_19410.2
OG0000798	SHAE2_1610.2, SHAE2_1610.1, SHAE2_1610.3	SBOV2_1330.1, SBOV2_1330.2, SBOV2_1330.4, SBOV2_1330.3
OG0000799	SHAE2_71050.1, SHAE2_71050.2, SHAE2_71050.3, SHAE2_71050.4, SHAE2_71050.5, SHAE2_71050.6, SHAE2_71050.7, SHAE2_71050.8	SBOV2_66410.1, SBOV2_66410.2, SBOV2_66410.3
OG0000800	SHAE2_11860.2, SHAE2_11860.5, SHAE2_11860.4, SHAE2_11860.3, SHAE2_11860.1	SBOV2_9790.10, SBOV2_9790.11, SBOV2_9790.13, SBOV2_9790.14, SBOV2_9790.2, SBOV2_9790.8, SBOV2_9790.7, SBOV2_9790.6, SBOV2_9790.3, SBOV2_9790.1, SBOV2_9790.12, SBOV2_9790.5, SBOV2_9790.9, SBOV2_9790.4
OG0000801	SHAE2_17670.1, SHAE2_17670.3, SHAE2_17670.2, SHAE2_17670.4	SBOV2_15270.1, SBOV2_15270.2, SBOV2_15270.3, SBOV2_15270.4
OG0000802	SHAE2_77750.1	SBOV2_72520.1
OG0000802	SHAE2_62560.1	SBOV2_58070.1
OG0000803	SHAE2_83610.1, SHAE2_83610.2	SBOV2_78220.1, SBOV2_78220.2, SBOV2_78220.4, SBOV2_78220.3
OG0000804	SHAE2_44230.4, SHAE2_44230.2, SHAE2_44230.3, SHAE2_44230.6, SHAE2_44230.5	SBOV2_26530.2
OG0000804	SHAE2_44230.1	SBOV2_26530.1, SBOV2_26530.3
OG0000805	SHAE2_39300.4	SBOV2_31270.6
OG0000806	SHAE2_78160.1, SHAE2_78160.2, SHAE2_78160.3	SBOV2_72880.3, SBOV2_72880.2, SBOV2_72880.4, SBOV2_72880.1
OG0000807	SHAE2_103460.2, SHAE2_103460.1	SBOV2_9580.1, SBOV2_9580.2, SBOV2_9580.3
OG0000808	SHAE2_98840.1	SBOV2_92460.1
OG0000808	SHAE2_98850.1, SHAE2_98850.2	SBOV2_92470.1
OG0000809	SHAE2_96350.1, SHAE2_96360.1	SBOV2_89960.2, SBOV2_89960.4, SBOV2_89960.1, SBOV2_89960.3, SBOV2_89960.5
OG0000810	SHAE2_27390.1, SHAE2_27390.2, SHAE2_27390.3	SBOV2_24570.5, SBOV2_24570.6, SBOV2_24570.7, SBOV2_24570.11, SBOV2_24570.2, SBOV2_24570.1, SBOV2_24570.10, SBOV2_24570.9, SBOV2_24570.13, SBOV2_24570.3, SBOV2_24570.8, SBOV2_24570.12, SBOV2_24570.4
OG0000811	SHAE2_12850.1, SHAE2_12850.2, SHAE2_12850.3, SHAE2_12850.4, SHAE2_12850.5, SHAE2_12850.6	SBOV2_10800.1, SBOV2_10800.2, SBOV2_10800.3
OG0000812	SHAE2_13870.1, SHAE2_13870.2, SHAE2_13870.5, SHAE2_13870.6, SHAE2_13870.7, SHAE2_13870.9, SHAE2_13870.8, SHAE2_13870.3, SHAE2_13870.4	SBOV2_11880.1, SBOV2_11880.2, SBOV2_11880.3, SBOV2_11880.4, SBOV2_11880.5
OG0000813	SHAE2_91820.5	SBOV2_85650.4
OG0000813	SHAE2_91820.1, SHAE2_91820.2	SBOV2_85650.1
OG0000814	SHAE2_67620.1	SBOV2_63000.1
OG0000814	SHAE2_67650.3, SHAE2_67650.1, SHAE2_67650.2	SBOV2_63030.1
OG0000815	SHAE2_63610.1	SBOV2_59130.1, SBOV2_59130.2
OG0000816	SHAE2_103250.1	SBOV2_83100.1, SBOV2_83100.2, SBOV2_83100.5, SBOV2_83100.3, SBOV2_83100.4
OG0000817	SHAE2_93780.1, SHAE2_93780.2, SHAE2_93780.3, SHAE2_93780.5, SHAE2_93780.6, SHAE2_93780.4	SBOV2_89670.1
OG0000818	SHAE2_13320.1	SBOV2_11240.1, SBOV2_11240.3, SBOV2_11240.2
OG0000819	SHAE2_69700.1, SHAE2_69700.2, SHAE2_69700.4, SHAE2_69700.3	SBOV2_64970.1, SBOV2_64970.2, SBOV2_64970.3
OG0000821	SHAE2_52370.1, SHAE2_52370.11, SHAE2_52370.5, SHAE2_52370.9, SHAE2_52370.3, SHAE2_52370.4, SHAE2_52370.12, SHAE2_52370.13	SBOV2_48510.2
OG0000821	SHAE2_52370.2	SBOV2_48510.3, SBOV2_48510.4, SBOV2_48510.5, SBOV2_48510.7, SBOV2_48510.1, SBOV2_48510.6
OG0000822	SHAE2_78940.1	SBOV2_73560.1
OG0000823	SHAE2_56640.1	SBOV2_52240.1
OG0000823	SHAE2_98200.1	SBOV2_91700.1
OG0000823	SHAE2_98230.1	SBOV2_91690.1
OG0000824	SHAE2_3630.3	SBOV2_3140.1
OG0000825	SHAE2_81540.1, SHAE2_81540.2, SHAE2_81550.1	SBOV2_76150.1, SBOV2_76150.2
OG0000825	SHAE2_81530.1	SBOV2_76120.1
OG0000826	SHAE2_58500.8, SHAE2_58500.1, SHAE2_58500.4, SHAE2_58500.2, SHAE2_58500.3, SHAE2_58500.5, SHAE2_58500.6, SHAE2_58500.7	SBOV2_50280.1
OG0000827	SHAE2_79890.1	SBOV2_74500.1
OG0000827	SHAE2_79880.1, SHAE2_79880.2	SBOV2_74490.1, SBOV2_74490.2, SBOV2_74490.3, SBOV2_74490.4
OG0000829	SHAE2_20640.5, SHAE2_20640.3, SHAE2_20640.4	SBOV2_17900.1
OG0000830	SHAE2_52150.6, SHAE2_52150.7, SHAE2_52150.2, SHAE2_52150.4, SHAE2_52150.1, SHAE2_52150.3, SHAE2_52150.5	SBOV2_48290.1
OG0000831	SHAE2_45320.1, SHAE2_45320.2, SHAE2_45320.3, SHAE2_45320.4, SHAE2_45320.5, SHAE2_45320.6	SBOV2_41650.2, SBOV2_41650.4, SBOV2_41650.5, SBOV2_41650.3, SBOV2_41650.1
OG0000832	SHAE2_64400.1	SBOV2_59930.1
OG0000833	SHAE2_36180.4, SHAE2_36180.1, SHAE2_36180.2, SHAE2_36180.3	SBOV2_34370.1
OG0000834	SHAE2_51980.2, SHAE2_51980.6, SHAE2_51980.10, SHAE2_51980.8, SHAE2_51980.1, SHAE2_51980.3, SHAE2_51980.9, SHAE2_51980.4, SHAE2_51980.5, SHAE2_51980.7	SBOV2_48130.2, SBOV2_48130.4, SBOV2_48130.6, SBOV2_48130.3, SBOV2_48130.5, SBOV2_48130.1
OG0000835	SHAE2_40980.3, SHAE2_40980.1, SHAE2_40980.2, SHAE2_40980.4	SBOV2_29630.12, SBOV2_29630.11, SBOV2_29630.9, SBOV2_29630.1, SBOV2_29630.2, SBOV2_29630.3, SBOV2_29630.4, SBOV2_29630.5, SBOV2_29630.6, SBOV2_29630.7, SBOV2_29630.8, SBOV2_29630.10, SBOV2_29630.13, SBOV2_29630.14
OG0000836	SHAE2_40290.1	SBOV2_30300.2
OG0000837	SHAE2_34640.3, SHAE2_34640.2, SHAE2_34640.5, SHAE2_34640.4, SHAE2_34640.1	SBOV2_35300.7, SBOV2_35300.1, SBOV2_35300.2, SBOV2_35300.3, SBOV2_35300.4, SBOV2_35300.5, SBOV2_35300.6, SBOV2_35300.8
OG0000838	SHAE2_42070.2, SHAE2_42070.1, SHAE2_42070.3, SHAE2_42070.4, SHAE2_42070.5	SBOV2_28640.2, SBOV2_28640.1, SBOV2_28640.3
OG0000839	SHAE2_41460.10, SHAE2_41460.9, SHAE2_41460.2, SHAE2_41460.1, SHAE2_41460.4, SHAE2_41460.3, SHAE2_41460.5	SBOV2_29220.2, SBOV2_29220.1
OG0000839	SHAE2_41460.7	SBOV2_29220.3
OG0000840	SHAE2_74760.4, SHAE2_74760.6, SHAE2_74760.5, SHAE2_74760.2, SHAE2_74760.1, SHAE2_74760.3	SBOV2_69760.1
OG0000841	SHAE2_22960.7	SBOV2_19790.1, SBOV2_19790.6, SBOV2_19790.8
OG0000841	SHAE2_22960.3	SBOV2_19790.9
OG0000841	SHAE2_22960.2, SHAE2_22960.6, SHAE2_22960.1, SHAE2_22960.5, SHAE2_22960.9, SHAE2_22960.8, SHAE2_22960.10	SBOV2_19790.3, SBOV2_19790.2, SBOV2_19790.4
OG0000841	SHAE2_22960.4	SBOV2_19790.7
OG0000842	SHAE2_71320.2	SBOV2_66600.1
OG0000842	SHAE2_71320.4, SHAE2_71320.1, SHAE2_71320.3	SBOV2_66600.2
OG0000843	SHAE2_86730.2	SBOV2_81510.5, SBOV2_81510.6, SBOV2_81510.7, SBOV2_81510.8
OG0000843	SHAE2_86730.1	SBOV2_81510.4
OG0000844	SHAE2_5760.1, SHAE2_5760.2, SHAE2_5760.4, SHAE2_5760.5, SHAE2_5760.3, SHAE2_5760.6	SBOV2_5230.1, SBOV2_5230.2, SBOV2_5230.3, SBOV2_5230.4, SBOV2_5230.5
OG0000845	SHAE2_95250.1, SHAE2_95250.2	SBOV2_88310.1, SBOV2_88310.2, SBOV2_88310.3, SBOV2_88310.4
OG0000846	SHAE2_19010.1	SBOV2_16360.1
OG0000847	SHAE2_1530.1	SBOV2_1260.5, SBOV2_1260.3, SBOV2_1260.1, SBOV2_1260.2, SBOV2_1260.7, SBOV2_1260.8, SBOV2_1260.4, SBOV2_1260.6
OG0000848	SHAE2_37610.1, SHAE2_37610.5, SHAE2_37610.6, SHAE2_37610.2, SHAE2_37610.9, SHAE2_37610.11, SHAE2_37610.4, SHAE2_37610.7, SHAE2_37610.10, SHAE2_37610.12, SHAE2_37610.8	SBOV2_32860.5
OG0000849	SHAE2_42110.1, SHAE2_42110.3, SHAE2_42110.4, SHAE2_42110.7, SHAE2_42110.8, SHAE2_42110.2, SHAE2_42110.5, SHAE2_42110.6, SHAE2_42110.9, SHAE2_42110.11, SHAE2_42110.10, SHAE2_42110.12	SBOV2_28600.1, SBOV2_28600.2
OG0000850	SHAE2_29600.4, SHAE2_29600.5, SHAE2_29600.6, SHAE2_29600.7, SHAE2_29600.8, SHAE2_29600.3, SHAE2_29600.1, SHAE2_29600.2	SBOV2_40260.1
OG0000851	SHAE2_96370.1, SHAE2_96370.2, SHAE2_96370.3, SHAE2_96370.5, SHAE2_96370.6, SHAE2_96370.4	SBOV2_89970.1
OG0000852	SHAE2_12680.8, SHAE2_12680.2, SHAE2_12680.3, SHAE2_12680.1, SHAE2_12680.5, SHAE2_12680.6, SHAE2_12680.7, SHAE2_12680.9, SHAE2_12680.4	SBOV2_10630.2, SBOV2_10630.3, SBOV2_10630.1, SBOV2_10630.7
OG0000853	SHAE2_87270.3, SHAE2_87270.1, SHAE2_87270.2	SBOV2_82000.1
OG0000854	SHAE2_40330.1, SHAE2_40340.1	SBOV2_30290.2, SBOV2_30290.1, SBOV2_30290.3
OG0000855	SHAE2_57770.1, SHAE2_57770.3, SHAE2_57770.2, SHAE2_57770.5, SHAE2_57770.6, SHAE2_57770.4	SBOV2_51050.1, SBOV2_51050.4, SBOV2_51050.5, SBOV2_51050.6, SBOV2_51050.2, SBOV2_51050.3
OG0000856	SHAE2_3490.1, SHAE2_3490.12, SHAE2_3490.2, SHAE2_3490.4, SHAE2_3490.5, SHAE2_3490.7, SHAE2_3490.10, SHAE2_3490.13, SHAE2_3490.14, SHAE2_3490.6, SHAE2_3490.3, SHAE2_3490.9, SHAE2_3490.11, SHAE2_3490.8	SBOV2_3050.1
OG0000857	SHAE2_4720.1, SHAE2_4720.2, SHAE2_4720.5	SBOV2_4230.1
OG0000858	SHAE2_5100.4, SHAE2_5100.1, SHAE2_5100.7, SHAE2_5100.6	SBOV2_4580.7, SBOV2_4580.6, SBOV2_4580.3, SBOV2_4580.1, SBOV2_4580.5, SBOV2_4580.4
OG0000858	SHAE2_5100.2, SHAE2_5100.3	SBOV2_4580.2
OG0000859	SHAE2_52760.1	SBOV2_48900.1
OG0000859	SHAE2_52760.3	SBOV2_48900.2
OG0000860	SHAE2_63890.1	SBOV2_59440.1
OG0000860	SHAE2_66610.2	SBOV2_62000.2, SBOV2_62000.3
OG0000860	SHAE2_66610.1	SBOV2_62000.1
OG0000861	SHAE2_13550.1, SHAE2_13550.2	SBOV2_11510.9, SBOV2_11510.8, SBOV2_11510.2, SBOV2_11510.1, SBOV2_11510.4, SBOV2_11510.7, SBOV2_11510.3, SBOV2_11510.5, SBOV2_11510.6
OG0000862	SHAE2_32280.1	SBOV2_37630.1, SBOV2_37630.7, SBOV2_37630.2, SBOV2_37630.5
OG0000863	SHAE2_7890.1, SHAE2_7890.2	SBOV2_8060.1, SBOV2_8070.4, SBOV2_8070.1, SBOV2_8070.3, SBOV2_8070.5, SBOV2_8070.2
OG0000863	SHAE2_7880.1	SBOV2_8080.1
OG0000864	SHAE2_43260.1	SBOV2_27470.4, SBOV2_27470.2, SBOV2_27470.1, SBOV2_27470.3, SBOV2_27470.5
OG0000865	SHAE2_36140.2, SHAE2_36140.3, SHAE2_36140.1, SHAE2_36140.4, SHAE2_36140.5	SBOV2_34410.1, SBOV2_34410.2, SBOV2_34410.3
OG0000866	SHAE2_1040.2, SHAE2_1040.6, SHAE2_1040.1, SHAE2_1040.8, SHAE2_1040.7, SHAE2_1040.4, SHAE2_1040.5, SHAE2_1040.3	SBOV2_770.1, SBOV2_770.2
OG0000867	SHAE2_7760.1, SHAE2_7760.2, SHAE2_7760.5, SHAE2_7760.3, SHAE2_7760.4, SHAE2_7760.6, SHAE2_7760.7	SBOV2_8220.1, SBOV2_8220.5, SBOV2_8220.6, SBOV2_8220.8, SBOV2_8220.9, SBOV2_8220.2, SBOV2_8220.3, SBOV2_8220.4, SBOV2_8220.7
OG0000868	SHAE2_84410.1	SBOV2_79050.2, SBOV2_79050.1, SBOV2_79050.3
OG0000868	SHAE2_84480.1	SBOV2_79110.1
OG0000868	SHAE2_84440.1	SBOV2_79080.1
OG0000869	SHAE2_94700.2, SHAE2_94700.5, SHAE2_94700.6	SBOV2_88830.1, SBOV2_88830.2
OG0000869	SHAE2_94700.1, SHAE2_94700.4, SHAE2_94700.3	SBOV2_88830.3, SBOV2_88830.5, SBOV2_88830.4
OG0000870	SHAE2_1270.1	SBOV2_1000.1
OG0000870	SHAE2_1270.1	SBOV2_1000.2
OG0000870	SHAE2_1270.1	SBOV2_1000.3
OG0000870	SHAE2_1270.1	SBOV2_1000.4
OG0000870	SHAE2_1270.1	SBOV2_1000.5
OG0000871	SHAE2_30920.1, SHAE2_30920.2, SHAE2_30920.4, SHAE2_30920.5, SHAE2_30920.6, SHAE2_30920.7, SHAE2_30920.8, SHAE2_30920.9, SHAE2_30920.3, SHAE2_30920.10	SBOV2_38960.1, SBOV2_38960.2, SBOV2_38960.3, SBOV2_38960.4
OG0000873	SHAE2_91750.2, SHAE2_91750.5, SHAE2_91750.8, SHAE2_91750.4, SHAE2_91750.7, SHAE2_91750.3, SHAE2_91750.6, SHAE2_91750.1	SBOV2_85590.3, SBOV2_85590.1, SBOV2_85590.2, SBOV2_85590.4, SBOV2_85590.5
OG0000874	SHAE2_45890.1	SBOV2_42260.1
OG0000874	SHAE2_45890.11	SBOV2_42260.1
OG0000874	SHAE2_45890.2	SBOV2_42260.1
OG0000874	SHAE2_45890.3	SBOV2_42260.1
OG0000874	SHAE2_45890.4	SBOV2_42260.1
OG0000874	SHAE2_45890.5	SBOV2_42260.1
OG0000874	SHAE2_45890.7	SBOV2_42260.1
OG0000875	SHAE2_66540.4, SHAE2_66540.3, SHAE2_66540.2, SHAE2_66540.1, SHAE2_66540.5	SBOV2_61920.2, SBOV2_61920.3, SBOV2_61920.1, SBOV2_61920.5, SBOV2_61920.6, SBOV2_61920.4, SBOV2_61920.7
OG0000876	SHAE2_26230.2, SHAE2_26230.1, SHAE2_26230.3, SHAE2_26230.4	SBOV2_23280.1, SBOV2_23300.6, SBOV2_23300.5, SBOV2_23300.2, SBOV2_23300.3, SBOV2_23310.1, SBOV2_23300.1, SBOV2_23300.4
OG0000877	SHAE2_7810.3	SBOV2_8160.1, SBOV2_8160.2
OG0000878	SHAE2_20630.1	SBOV2_17890.2, SBOV2_17890.1, SBOV2_17890.4, SBOV2_17890.3
OG0000879	SHAE2_62390.1	SBOV2_57900.2, SBOV2_57900.3, SBOV2_57900.1
OG0000880	SHAE2_84050.8, SHAE2_84050.9	SBOV2_78700.3, SBOV2_78700.11, SBOV2_78700.7, SBOV2_78700.9, SBOV2_78700.10, SBOV2_78700.2, SBOV2_78700.8, SBOV2_78700.1, SBOV2_78700.6, SBOV2_78700.4, SBOV2_78700.5
OG0000881	SHAE2_5120.1	SBOV2_4600.1
OG0000881	SHAE2_96200.1	SBOV2_89820.1
OG0000882	SHAE2_24220.1	SBOV2_21540.1
OG0000882	SHAE2_43040.1, SHAE2_43040.3	SBOV2_27680.1
OG0000883	SHAE2_43030.2, SHAE2_43030.1, SHAE2_43030.5, SHAE2_43030.6, SHAE2_43030.9, SHAE2_43030.3, SHAE2_43030.7, SHAE2_43030.8, SHAE2_43030.4	SBOV2_27690.1
OG0000884	SHAE2_42310.1, SHAE2_42310.2	SBOV2_28380.10, SBOV2_28380.8, SBOV2_28380.9, SBOV2_28380.1, SBOV2_28380.3, SBOV2_28380.2, SBOV2_28380.5, SBOV2_28380.6, SBOV2_28380.7, SBOV2_28380.4
OG0000885	SHAE2_97940.1, SHAE2_97940.2	SBOV2_92040.1, SBOV2_92040.2
OG0000885	SHAE2_61010.1	SBOV2_120.1, SBOV2_56610.1
OG0000886	SHAE2_74840.3, SHAE2_74840.2	SBOV2_69840.4, SBOV2_69840.5
OG0000887	SHAE2_21790.2, SHAE2_21790.5, SHAE2_21790.4, SHAE2_21790.7, SHAE2_21790.3, SHAE2_21790.1, SHAE2_21790.6	SBOV2_19090.1, SBOV2_19090.3, SBOV2_19090.6, SBOV2_19090.2, SBOV2_19090.5, SBOV2_19090.7, SBOV2_19090.8, SBOV2_19090.4
OG0000888	SHAE2_83180.1	SBOV2_77790.1
OG0000888	SHAE2_83190.1	SBOV2_77800.1
OG0000889	SHAE2_30000.1, SHAE2_30000.2	SBOV2_39840.4, SBOV2_39840.9, SBOV2_39840.8, SBOV2_39840.5, SBOV2_39840.7, SBOV2_39840.3, SBOV2_39840.10, SBOV2_39840.11, SBOV2_39840.1, SBOV2_39840.2, SBOV2_39840.6
OG0000890	SHAE2_43810.11, SHAE2_43810.2, SHAE2_43810.3, SHAE2_43810.4, SHAE2_43810.7, SHAE2_43810.6, SHAE2_43810.1, SHAE2_43810.10, SHAE2_43810.12, SHAE2_43810.5, SHAE2_43810.9, SHAE2_43810.8	SBOV2_26930.1
OG0000891	SHAE2_40150.1	SBOV2_30410.1
OG0000892	SHAE2_55260.3, SHAE2_55260.1, SHAE2_55260.2	SBOV2_53570.5, SBOV2_53570.3, SBOV2_53570.2, SBOV2_53570.1, SBOV2_53570.4
OG0000894	SHAE2_93010.1, SHAE2_93010.4, SHAE2_93010.5, SHAE2_93010.6, SHAE2_93010.3, SHAE2_93010.2	SBOV2_86900.1
OG0000895	SHAE2_46840.6, SHAE2_46840.1, SHAE2_46840.8, SHAE2_46840.5, SHAE2_46840.2, SHAE2_46840.7, SHAE2_46840.4, SHAE2_46840.3	SBOV2_43160.2, SBOV2_43160.1, SBOV2_43160.3, SBOV2_43160.4
OG0000896	SHAE2_22260.1, SHAE2_22280.2, SHAE2_22280.3, SHAE2_22280.1	SBOV2_20440.1, SBOV2_20440.2
OG0000897	SHAE2_11920.1, SHAE2_11920.2, SHAE2_11920.4, SHAE2_11920.3, SHAE2_11920.5	SBOV2_9850.1
OG0000898	SHAE2_76400.1	SBOV2_71330.1
OG0000899	SHAE2_16230.1	SBOV2_14110.2, SBOV2_14110.1, SBOV2_14110.6, SBOV2_14110.3, SBOV2_14110.7, SBOV2_14110.4, SBOV2_14110.5
OG0000900	SHAE2_4170.1, SHAE2_4160.1	SBOV2_3650.1
OG0000901	SHAE2_66720.4	SBOV2_62100.2, SBOV2_62100.3
OG0000901	SHAE2_66720.1, SHAE2_66720.2, SHAE2_66720.3	SBOV2_62100.1
OG0000902	SHAE2_58360.2, SHAE2_58360.1	SBOV2_50420.1, SBOV2_50420.2, SBOV2_50420.3, SBOV2_50420.4, SBOV2_50420.5
OG0000903	SHAE2_17420.1, SHAE2_17420.2	SBOV2_15040.4, SBOV2_15040.5, SBOV2_15040.8, SBOV2_15040.1, SBOV2_15040.2, SBOV2_15040.3, SBOV2_15040.6, SBOV2_15040.7, SBOV2_15040.9
OG0000904	SHAE2_5640.1	SBOV2_5100.2, SBOV2_5100.3, SBOV2_5100.4, SBOV2_5100.6, SBOV2_5100.5, SBOV2_5100.7, SBOV2_5100.8, SBOV2_5100.1
OG0000905	SHAE2_83350.3, SHAE2_83350.5, SHAE2_83350.1, SHAE2_83350.4, SHAE2_83350.6, SHAE2_83350.7, SHAE2_83350.8	SBOV2_77950.1
OG0000906	SHAE2_68040.1	SBOV2_63400.5, SBOV2_63400.1, SBOV2_63400.6, SBOV2_63400.2, SBOV2_63400.3, SBOV2_63400.4
OG0000907	SHAE2_79090.1, SHAE2_79090.2, SHAE2_79090.3, SHAE2_79090.4	SBOV2_73690.1
OG0000908	SHAE2_28900.1	SBOV2_40930.1
OG0000908	SHAE2_28890.1	SBOV2_40940.1
OG0000908	SHAE2_28910.1	SBOV2_40920.1
OG0000910	SHAE2_10020.1, SHAE2_10020.2, SHAE2_10020.3	SBOV2_7260.1, SBOV2_7260.2, SBOV2_7260.3, SBOV2_7260.4, SBOV2_7260.7, SBOV2_7260.5, SBOV2_7260.6, SBOV2_7260.8
OG0000911	SHAE2_62180.1	SBOV2_57680.1
OG0000912	SHAE2_6970.7, SHAE2_6970.10, SHAE2_6970.8, SHAE2_6970.11, SHAE2_6970.4, SHAE2_6970.5, SHAE2_6970.6, SHAE2_6970.9, SHAE2_6970.2, SHAE2_6970.1, SHAE2_6970.3	SBOV2_6370.1
OG0000913	SHAE2_33740.3, SHAE2_33740.1, SHAE2_33740.4, SHAE2_33740.5, SHAE2_33740.2	SBOV2_36170.1, SBOV2_36170.2
OG0000914	SHAE2_41490.3, SHAE2_41490.4, SHAE2_41490.2, SHAE2_41490.1, SHAE2_41490.5	SBOV2_29180.2, SBOV2_29180.3, SBOV2_29180.1, SBOV2_29180.4, SBOV2_29180.5
OG0000915	SHAE2_31880.1	SBOV2_38070.1
OG0000916	SHAE2_42590.1	SBOV2_28150.1
OG0000917	SHAE2_89530.1	SBOV2_83410.1, SBOV2_83410.2, SBOV2_83410.3, SBOV2_83410.4
OG0000918	SHAE2_29010.1	SBOV2_40830.1, SBOV2_40830.3, SBOV2_40830.5, SBOV2_40830.6, SBOV2_40830.7, SBOV2_40830.2, SBOV2_40830.4, SBOV2_40830.8
OG0000919	SHAE2_89720.3	SBOV2_83650.1
OG0000920	SHAE2_100390.6, SHAE2_100390.3, SHAE2_100390.5	SBOV2_93930.1
OG0000921	SHAE2_46300.5, SHAE2_46300.3, SHAE2_46300.1, SHAE2_46300.2, SHAE2_46300.4	SBOV2_42700.1, SBOV2_42700.2, SBOV2_42700.5, SBOV2_42700.4, SBOV2_42700.3
OG0000922	SHAE2_7420.1	SBOV2_6790.1
OG0000922	SHAE2_7410.1	SBOV2_6780.1, SBOV2_6780.3, SBOV2_6780.2
OG0000923	SHAE2_98560.1	SBOV2_92160.1, SBOV2_92160.2, SBOV2_92160.3, SBOV2_92160.4
OG0000925	SHAE2_18470.3, SHAE2_18470.1, SHAE2_18470.2	SBOV2_15960.1
