Orthogroup	schistosoma_haematobium	fasciola_hepatica
OG0000959	SHAE2_74290.1, SHAE2_74290.5, SHAE2_74290.2, SHAE2_74290.3, SHAE2_74290.4	FhHiC23_g2492.t1
OG0000960	SHAE2_24790.1, SHAE2_24790.2, SHAE2_24790.3	FhHiC23_g2806.t1
OG0000961	SHAE2_41840.1, SHAE2_41840.2, SHAE2_41840.3, SHAE2_41840.4	FhHiC23_g4805.t1
OG0000962	SHAE2_79070.9, SHAE2_79070.1, SHAE2_79070.2, SHAE2_79070.3, SHAE2_79070.4, SHAE2_79070.5, SHAE2_79070.6, SHAE2_79070.7, SHAE2_79070.8	FhHiC23_g2574.t1
OG0000963	SHAE2_2780.1, SHAE2_2780.3, SHAE2_2780.4, SHAE2_2780.2, SHAE2_2780.5, SHAE2_2780.6	FhHiC23_g13194.t1
OG0000964	SHAE2_43590.1, SHAE2_43590.2, SHAE2_43590.3, SHAE2_43590.4	FhHiC23_g14820.t2, FhHiC23_g14820.t3, FhHiC23_g14820.t1
OG0000965	SHAE2_67580.1, SHAE2_67580.2, SHAE2_67580.3	FhHiC23_g7683.t1
OG0000966	SHAE2_39080.1	FhHiC23_g5905.t1
OG0000966	SHAE2_52270.1	FhHiC23_g520.t1
OG0000967	SHAE2_38230.1, SHAE2_38230.2, SHAE2_38230.4, SHAE2_38230.3, SHAE2_38230.5, SHAE2_38230.6	FhHiC23_g6329.t1, FhHiC23_g6329.t2
OG0000968	SHAE2_3340.1, SHAE2_3340.2	FhHiC23_g13188.t1
OG0000969	SHAE2_85930.1	FhHiC23_g4027.t1, FhHiC23_g4027.t2
OG0000970	SHAE2_73980.1, SHAE2_73980.3, SHAE2_73980.4, SHAE2_73980.2	FhHiC23_g2215.t1
OG0000971	SHAE2_2210.2, SHAE2_2210.4, SHAE2_2210.5, SHAE2_2210.1, SHAE2_2210.6, SHAE2_2210.3	FhHiC23_g11579.t1
OG0000972	SHAE2_6630.1	FhHiC23_g10701.t1, FhHiC23_g10701.t2
OG0000973	SHAE2_25860.1, SHAE2_25870.1, SHAE2_25880.1	FhHiC23_g10383.t1
OG0000974	SHAE2_58880.3, SHAE2_58880.2, SHAE2_58880.5, SHAE2_58880.7, SHAE2_58880.1, SHAE2_58880.6, SHAE2_58880.4	FhHiC23_g1435.t1
OG0000975	SHAE2_6440.2, SHAE2_6440.6, SHAE2_6440.3, SHAE2_6440.5, SHAE2_6440.1, SHAE2_6440.4	FhHiC23_g13353.t1, FhHiC23_g13353.t2
OG0000976	SHAE2_12130.1, SHAE2_12130.2, SHAE2_12130.3, SHAE2_12130.4	FhHiC23_g12582.t1, FhHiC23_g12582.t3
OG0000977	SHAE2_13840.3, SHAE2_13840.1, SHAE2_13840.2, SHAE2_13840.4, SHAE2_13840.5, SHAE2_13840.6, SHAE2_13840.7, SHAE2_13840.8, SHAE2_13840.9	FhHiC23_g11079.t1
OG0000978	SHAE2_22400.1, SHAE2_22400.2, SHAE2_22400.6, SHAE2_22400.3, SHAE2_22400.4, SHAE2_22400.5	FhHiC23_g15261.t1, FhHiC23_g15261.t2
OG0000979	SHAE2_78110.1, SHAE2_78110.2, SHAE2_78110.3	FhHiC23_g2647.t1
OG0000980	SHAE2_55340.1, SHAE2_55340.2	FhHiC23_g1379.t1
OG0000981	SHAE2_43000.4, SHAE2_43000.1, SHAE2_43000.5, SHAE2_43000.3, SHAE2_43000.2, SHAE2_43000.6, SHAE2_43000.7	FhHiC23_g5114.t1
OG0000982	SHAE2_68570.1, SHAE2_68570.2, SHAE2_68570.4, SHAE2_68570.3	FhHiC23_g8063.t1, FhHiC23_g8063.t3, FhHiC23_g8063.t2
OG0000983	SHAE2_17620.1	FhHiC23_g14957.t1
OG0000984	SHAE2_37630.1	FhHiC23_g5012.t1, FhHiC23_g5012.t2
OG0000985	SHAE2_18180.2, SHAE2_18180.5, SHAE2_18180.1, SHAE2_18180.3, SHAE2_18180.4	FhHiC23_g11530.t1
OG0000986	SHAE2_77240.1	FhHiC23_g2637.t4, FhHiC23_g2637.t1, FhHiC23_g2637.t2, FhHiC23_g2637.t3
OG0000987	SHAE2_88720.1	FhHiC23_g3839.t2, FhHiC23_g3839.t1
OG0000988	SHAE2_60400.4, SHAE2_60400.1, SHAE2_60400.2, SHAE2_60400.3	FhHiC23_g345.t2, FhHiC23_g345.t1, FhHiC23_g344.t1, FhHiC23_g344.t2
OG0000989	SHAE2_54660.1, SHAE2_54660.8, SHAE2_54660.9, SHAE2_54660.3, SHAE2_54660.7, SHAE2_54660.5, SHAE2_54660.6, SHAE2_54660.2, SHAE2_54660.4	FhHiC23_g741.t1
OG0000990	SHAE2_5300.1, SHAE2_5300.2, SHAE2_5300.3	FhHiC23_g13484.t1
OG0000991	SHAE2_62780.1	FhHiC23_g7930.t1, FhHiC23_g7930.t2, FhHiC23_g7930.t4, FhHiC23_g7930.t3, FhHiC23_g7930.t5
OG0000992	SHAE2_47110.1	FhHiC23_g13877.t1, FhHiC23_g13879.t1, FhHiC23_g13877.t2
OG0000993	SHAE2_82550.7, SHAE2_82550.6, SHAE2_82550.4, SHAE2_82550.5, SHAE2_82550.2, SHAE2_82550.1, SHAE2_82550.3	FhHiC23_g2786.t1
OG0000994	SHAE2_36710.2, SHAE2_36710.3, SHAE2_36710.1	FhHiC23_g5011.t1, FhHiC23_g5011.t2
OG0000995	SHAE2_84810.4, SHAE2_84810.1, SHAE2_84810.3, SHAE2_84810.2, SHAE2_84810.5	FhHiC23_g3242.t1
OG0000996	SHAE2_68700.4, SHAE2_68700.2, SHAE2_68700.1, SHAE2_68700.3, SHAE2_68700.5	FhHiC23_g7052.t1, FhHiC23_g7052.t2
OG0000997	SHAE2_94160.1	FhHiC23_g16655.t1
OG0000998	SHAE2_59230.1	FhHiC23_g433.t1, FhHiC23_g433.t2
OG0000999	SHAE2_40800.1, SHAE2_40800.3, SHAE2_40800.4, SHAE2_40800.5, SHAE2_40800.6, SHAE2_40800.2	FhHiC23_g6595.t1
OG0001000	SHAE2_7650.1, SHAE2_7650.2	FhHiC23_g10629.t1, FhHiC23_g10629.t2
OG0001009	SHAE2_93300.2, SHAE2_93300.1	FhHiC23_g15862.t1
OG0001010	SHAE2_64310.1, SHAE2_64310.2, SHAE2_64310.3, SHAE2_64310.4, SHAE2_64310.5	FhHiC23_g7211.t1
OG0001011	SHAE2_42640.1	FhHiC23_g4725.t1
OG0001012	SHAE2_5680.1	FhHiC23_g12412.t1
OG0001013	SHAE2_15640.3, SHAE2_15640.1, SHAE2_15640.4, SHAE2_15640.2	FhHiC23_g11782.t1
OG0001014	SHAE2_4580.2, SHAE2_4580.1, SHAE2_4580.11, SHAE2_4580.3, SHAE2_4580.4, SHAE2_4580.6, SHAE2_4580.7, SHAE2_4580.8, SHAE2_4580.9, SHAE2_4580.5, SHAE2_4580.10	FhHiC23_g12609.t1, FhHiC23_g12609.t2, FhHiC23_g12609.t3
OG0001015	SHAE2_41270.1, SHAE2_41330.1, SHAE2_41300.1	FhHiC23_g14738.t1, FhHiC23_g14738.t2
OG0001016	SHAE2_40610.1, SHAE2_40610.2, SHAE2_40610.4, SHAE2_40610.5, SHAE2_40610.3, SHAE2_40610.6, SHAE2_40610.7	FhHiC23_g4790.t1
OG0001017	SHAE2_17600.4, SHAE2_17600.3, SHAE2_17600.5, SHAE2_17600.1, SHAE2_17600.2	FhHiC23_g15044.t1
OG0001018	SHAE2_32000.2, SHAE2_32000.1, SHAE2_32000.3, SHAE2_32000.4	FhHiC23_g5842.t2, FhHiC23_g5842.t1, FhHiC23_g5841.t1
OG0001019	SHAE2_45070.1, SHAE2_45070.2, SHAE2_45070.3	FhHiC23_g14549.t1
OG0001020	SHAE2_12690.1, SHAE2_12690.4, SHAE2_12690.2, SHAE2_12690.3	FhHiC23_g12011.t1
OG0001021	SHAE2_31930.2, SHAE2_31930.3, SHAE2_31930.4, SHAE2_31930.5, SHAE2_31930.7, SHAE2_31930.1, SHAE2_31930.6	FhHiC23_g5322.t2, FhHiC23_g5322.t3, FhHiC23_g5322.t4, FhHiC23_g5322.t1
OG0001022	SHAE2_22230.1, SHAE2_22230.2	FhHiC23_g14964.t1, FhHiC23_g14964.t2
OG0001023	SHAE2_67460.3, SHAE2_67460.4, SHAE2_67460.2, SHAE2_67460.5, SHAE2_67460.1	FhHiC23_g6790.t1
OG0001024	SHAE2_82690.1, SHAE2_82690.2, SHAE2_82690.3	FhHiC23_g2930.t1
OG0001025	SHAE2_93760.1, SHAE2_93760.2, SHAE2_93760.3, SHAE2_93760.4, SHAE2_93760.5, SHAE2_93760.6, SHAE2_93760.7	FhHiC23_g4334.t1, FhHiC23_g4334.t2
OG0001026	SHAE2_52820.1	FhHiC23_g2021.t1
OG0001027	SHAE2_1280.1, SHAE2_1280.2, SHAE2_1280.3, SHAE2_1280.4	FhHiC23_g13410.t2, FhHiC23_g13410.t1
OG0001028	SHAE2_58930.1, SHAE2_58930.2	FhHiC23_g1259.t1
OG0001029	SHAE2_53040.1	FhHiC23_g3446.t1, FhHiC23_g1127.t1
OG0001030	SHAE2_31130.1	FhHiC23_g6107.t1, FhHiC23_g6107.t2
OG0001031	SHAE2_75010.1, SHAE2_75010.2, SHAE2_75010.3	FhHiC23_g1039.t1
OG0001032	SHAE2_68720.1, SHAE2_68720.2, SHAE2_68720.3, SHAE2_68720.4, SHAE2_68720.7, SHAE2_68720.5, SHAE2_68720.6, SHAE2_68720.8	FhHiC23_g7054.t1
OG0001033	SHAE2_76430.1	FhHiC23_g2445.t2, FhHiC23_g2445.t1
OG0001034	SHAE2_57290.1, SHAE2_57290.2, SHAE2_57270.1	FhHiC23_g2105.t1
OG0001035	SHAE2_57810.1, SHAE2_57810.2, SHAE2_57810.3, SHAE2_57810.4	FhHiC23_g268.t1, FhHiC23_g269.t1, FhHiC23_g262.t1, FhHiC23_g262.t2, FhHiC23_g259.t1, FhHiC23_g260.t1, FhHiC23_g264.t1, FhHiC23_g265.t1, FhHiC23_g1943.t1
OG0001036	SHAE2_19630.1, SHAE2_19630.2, SHAE2_19630.3, SHAE2_19630.4, SHAE2_19630.5, SHAE2_19630.10, SHAE2_19630.6, SHAE2_19630.7, SHAE2_19630.11, SHAE2_19630.8, SHAE2_19630.9	FhHiC23_g11613.t1
OG0001037	SHAE2_22200.2, SHAE2_22200.1	FhHiC23_g15057.t1, FhHiC23_g15057.t3, FhHiC23_g15202.t1, FhHiC23_g15202.t2
OG0001038	SHAE2_1870.1, SHAE2_1870.2, SHAE2_1870.3, SHAE2_1870.4, SHAE2_1870.5, SHAE2_1870.6	FhHiC23_g13415.t2, FhHiC23_g13415.t1, FhHiC23_g13415.t3
OG0001039	SHAE2_29610.1, SHAE2_29610.2	FhHiC23_g9256.t1
OG0001040	SHAE2_86180.1, SHAE2_86180.2, SHAE2_86180.4, SHAE2_86180.3	FhHiC23_g4241.t1, FhHiC23_g4241.t2
OG0001041	SHAE2_99560.1, SHAE2_99560.3, SHAE2_99560.2	FhHiC23_g9008.t1, FhHiC23_g9008.t2, FhHiC23_g9008.t3
OG0001042	SHAE2_102560.1	FhHiC23_g13435.t1, FhHiC23_g13436.t1
OG0001043	SHAE2_51650.6, SHAE2_51650.2, SHAE2_51650.3, SHAE2_51650.4, SHAE2_51650.5, SHAE2_51650.1	FhHiC23_g993.t1
OG0001044	SHAE2_71720.3, SHAE2_71720.4, SHAE2_71720.7, SHAE2_71720.2, SHAE2_71720.5, SHAE2_71720.6, SHAE2_71720.1	FhHiC23_g7412.t1
OG0001045	SHAE2_71190.1	FhHiC23_g8415.t1
OG0001046	SHAE2_54320.2, SHAE2_54320.6, SHAE2_54320.3, SHAE2_54320.1, SHAE2_54320.4, SHAE2_54320.5, SHAE2_54320.7	FhHiC23_g81.t1
OG0001047	SHAE2_101210.1, SHAE2_101210.2, SHAE2_101210.3	FhHiC23_g9855.t1, FhHiC23_g9855.t2
OG0001048	SHAE2_82600.9, SHAE2_82600.10, SHAE2_82600.12, SHAE2_82600.7, SHAE2_82600.8, SHAE2_82600.11, SHAE2_82600.3, SHAE2_82600.4, SHAE2_82600.1, SHAE2_82600.2	FhHiC23_g282.t1, FhHiC23_g282.t2
OG0001049	SHAE2_58450.1	FhHiC23_g1405.t4, FhHiC23_g1405.t1, FhHiC23_g1405.t2, FhHiC23_g1405.t3
OG0001050	SHAE2_66450.1, SHAE2_66450.2, SHAE2_66450.4, SHAE2_66450.3	FhHiC23_g6799.t1
OG0001051	SHAE2_93140.1, SHAE2_93140.3, SHAE2_93140.4, SHAE2_93140.5, SHAE2_93140.6, SHAE2_93140.7, SHAE2_93140.2	FhHiC23_g16833.t1
OG0001052	SHAE2_58420.2, SHAE2_58420.3, SHAE2_58420.1	FhHiC23_g798.t1
OG0001053	SHAE2_67680.1	FhHiC23_g8610.t1
OG0001054	SHAE2_13530.12, SHAE2_13530.2, SHAE2_13530.3, SHAE2_13530.6, SHAE2_13530.7, SHAE2_13530.8, SHAE2_13530.10, SHAE2_13530.5, SHAE2_13530.9, SHAE2_13530.11, SHAE2_13530.1, SHAE2_13530.4	FhHiC23_g12139.t1
OG0001055	SHAE2_41710.1	FhHiC23_g6311.t1
OG0001056	SHAE2_61810.1	FhHiC23_g8018.t1, FhHiC23_g8018.t2
OG0001057	SHAE2_92920.1, SHAE2_92920.3, SHAE2_92920.2, SHAE2_92920.6, SHAE2_92920.5, SHAE2_92920.4	FhHiC23_g16676.t1, FhHiC23_g16676.t2
OG0001058	SHAE2_65010.1, SHAE2_65000.2, SHAE2_65000.3, SHAE2_65000.1	FhHiC23_g7616.t1
OG0001059	SHAE2_19150.6, SHAE2_19150.1, SHAE2_19150.2, SHAE2_19150.3, SHAE2_19150.5, SHAE2_19150.4	FhHiC23_g15619.t1, FhHiC23_g15619.t2
OG0001060	SHAE2_67970.4, SHAE2_67970.5, SHAE2_67970.7, SHAE2_67970.3, SHAE2_67970.2, SHAE2_67970.6, SHAE2_67970.1	FhHiC23_g8550.t3, FhHiC23_g8550.t2, FhHiC23_g8550.t1
OG0001061	SHAE2_12890.1, SHAE2_12860.1, SHAE2_12880.1, SHAE2_12880.2	FhHiC23_g10637.t1
OG0001068	SHAE2_80390.1, SHAE2_80390.4, SHAE2_80390.2, SHAE2_80390.3	FhHiC23_g1453.t1
OG0001070	SHAE2_67410.1	FhHiC23_g10636.t1, FhHiC23_g7712.t1
OG0001070	SHAE2_80760.1	FhHiC23_g2817.t2, FhHiC23_g2817.t1
OG0001071	SHAE2_69440.2, SHAE2_69440.4, SHAE2_69440.1, SHAE2_69440.3	FhHiC23_g8249.t1, FhHiC23_g8249.t2
OG0001072	SHAE2_45110.10, SHAE2_45110.11, SHAE2_45110.3, SHAE2_45110.5, SHAE2_45110.9, SHAE2_45110.8, SHAE2_45110.7, SHAE2_45110.2, SHAE2_45110.4, SHAE2_45110.1, SHAE2_45110.12, SHAE2_45110.6	FhHiC23_g14078.t1
OG0001073	SHAE2_18960.1, SHAE2_18960.3, SHAE2_18960.4, SHAE2_18960.5, SHAE2_18960.7, SHAE2_18960.11, SHAE2_18960.9, SHAE2_18960.8, SHAE2_18960.12, SHAE2_18960.2, SHAE2_18960.10, SHAE2_18960.6	FhHiC23_g15794.t1
OG0001074	SHAE2_29780.5, SHAE2_29780.4, SHAE2_29780.8, SHAE2_29780.2, SHAE2_29780.7, SHAE2_29780.6, SHAE2_29780.1, SHAE2_29780.3	FhHiC23_g9712.t1
OG0001075	SHAE2_65990.2, SHAE2_65990.1	FhHiC23_g7537.t1
OG0001076	SHAE2_49650.1, SHAE2_49650.2, SHAE2_49650.3	FhHiC23_g231.t3, FhHiC23_g231.t1, FhHiC23_g231.t2
OG0001077	SHAE2_53350.1	FhHiC23_g2069.t1
OG0001078	SHAE2_65410.3, SHAE2_65410.1, SHAE2_65410.5, SHAE2_65410.2, SHAE2_65410.4, SHAE2_65410.6, SHAE2_65410.7, SHAE2_65410.8	FhHiC23_g7897.t2, FhHiC23_g7897.t1
OG0001079	SHAE2_79830.1, SHAE2_79830.2, SHAE2_79830.3, SHAE2_79840.1, SHAE2_79840.2, SHAE2_79840.3	FhHiC23_g1658.t1
OG0001080	SHAE2_78270.2, SHAE2_78270.1, SHAE2_78270.3	FhHiC23_g1174.t1
OG0001081	SHAE2_36740.3, SHAE2_36740.2, SHAE2_36740.1, SHAE2_36740.4	FhHiC23_g5306.t1
OG0001082	SHAE2_51910.1	FhHiC23_g2343.t1
OG0001083	SHAE2_99710.3, SHAE2_99710.1, SHAE2_99710.2, SHAE2_99710.4	FhHiC23_g9161.t1, FhHiC23_g9161.t2
OG0001084	SHAE2_22570.1, SHAE2_22570.2	FhHiC23_g15642.t1
OG0001085	SHAE2_100840.8, SHAE2_100840.1, SHAE2_100840.2, SHAE2_100840.3, SHAE2_100840.4, SHAE2_100840.6, SHAE2_100840.7, SHAE2_100840.5	FhHiC23_g9501.t1
OG0001086	SHAE2_76120.6, SHAE2_76120.7, SHAE2_76120.1, SHAE2_76120.2, SHAE2_76120.5, SHAE2_76120.3, SHAE2_76120.4	FhHiC23_g3370.t1
OG0001087	SHAE2_54550.2, SHAE2_54550.1	FhHiC23_g1403.t2, FhHiC23_g1403.t1, FhHiC23_g1404.t1
OG0001087	SHAE2_39230.1	FhHiC23_g6106.t1
OG0001088	SHAE2_26870.1	FhHiC23_g10196.t1, FhHiC23_g10197.t1
OG0001089	SHAE2_69420.2, SHAE2_69420.4, SHAE2_69420.1, SHAE2_69420.3	FhHiC23_g7786.t1
OG0001090	SHAE2_101540.1, SHAE2_101540.2, SHAE2_101540.3, SHAE2_101540.4, SHAE2_101540.5, SHAE2_101540.6	FhHiC23_g9487.t1
OG0001091	SHAE2_51800.1, SHAE2_51800.2, SHAE2_51800.3, SHAE2_51800.6, SHAE2_51800.7, SHAE2_51800.4, SHAE2_51800.5, SHAE2_51800.8	FhHiC23_g1119.t1
OG0001092	SHAE2_74140.1	FhHiC23_g2498.t1, FhHiC23_g2498.t2
OG0001093	SHAE2_85740.1	FhHiC23_g4232.t1
OG0001094	SHAE2_39600.2, SHAE2_39600.1, SHAE2_39600.3	FhHiC23_g14498.t1, FhHiC23_g14498.t2
OG0001095	SHAE2_54250.1, SHAE2_54250.2, SHAE2_54250.7, SHAE2_54250.10, SHAE2_54250.3, SHAE2_54250.4, SHAE2_54250.6, SHAE2_54250.9, SHAE2_54250.5, SHAE2_54250.11, SHAE2_54250.8	FhHiC23_g2076.t1
OG0001096	SHAE2_21620.5, SHAE2_21620.1, SHAE2_21620.3, SHAE2_21620.2, SHAE2_21620.4, SHAE2_21620.6	FhHiC23_g11191.t1
OG0001097	SHAE2_73840.3, SHAE2_73840.2, SHAE2_73840.5, SHAE2_73840.1, SHAE2_73840.4	FhHiC23_g8335.t1, FhHiC23_g8335.t2, FhHiC23_g15754.t1
OG0001098	SHAE2_34190.2, SHAE2_34190.1	FhHiC23_g5515.t2, FhHiC23_g5515.t1
OG0001099	SHAE2_97740.1	FhHiC23_g4375.t1, FhHiC23_g4375.t2, FhHiC23_g4375.t3
OG0001099	SHAE2_97750.1, SHAE2_97750.2	FhHiC23_g4376.t2, FhHiC23_g4376.t1
OG0001100	SHAE2_72500.3, SHAE2_72500.5, SHAE2_72500.4, SHAE2_72500.1, SHAE2_72500.2	FhHiC23_g8517.t1, FhHiC23_g8517.t2
OG0001101	SHAE2_49190.1, SHAE2_49160.1	FhHiC23_g1166.t1
OG0001102	SHAE2_66600.2, SHAE2_66600.4, SHAE2_66600.3, SHAE2_66600.7, SHAE2_66600.5, SHAE2_66600.6, SHAE2_66600.1, SHAE2_66600.9, SHAE2_66600.8	FhHiC23_g8118.t1, FhHiC23_g8119.t1
OG0001103	SHAE2_99580.1, SHAE2_99580.2, SHAE2_99580.3, SHAE2_99580.4, SHAE2_99580.5	FhHiC23_g9426.t1
OG0001104	SHAE2_66580.5, SHAE2_66580.4, SHAE2_66580.3, SHAE2_66580.2, SHAE2_66580.1, SHAE2_66580.6	FhHiC23_g7807.t1
OG0001105	SHAE2_34300.1, SHAE2_34300.2, SHAE2_34300.4, SHAE2_34300.5, SHAE2_34300.6, SHAE2_34300.7, SHAE2_34300.8, SHAE2_34300.3	FhHiC23_g5722.t1
OG0001106	SHAE2_72950.3, SHAE2_72950.6, SHAE2_72950.4, SHAE2_72950.1, SHAE2_72950.2, SHAE2_72950.5	FhHiC23_g8470.t1, FhHiC23_g8469.t1
OG0001107	SHAE2_54690.1, SHAE2_54690.2, SHAE2_54690.3	FhHiC23_g2353.t1
OG0001108	SHAE2_30880.2, SHAE2_30880.3, SHAE2_30880.4, SHAE2_30880.1	FhHiC23_g5315.t1, FhHiC23_g5315.t2
OG0001109	SHAE2_36810.1, SHAE2_36810.2	FhHiC23_g5353.t1
OG0001110	SHAE2_4450.2, SHAE2_4450.3, SHAE2_4450.1, SHAE2_4450.4	FhHiC23_g12675.t1, FhHiC23_g12675.t3, FhHiC23_g12675.t2
OG0001111	SHAE2_52220.1	FhHiC23_g704.t1, FhHiC23_g704.t2
OG0001112	SHAE2_101020.1, SHAE2_100990.1, SHAE2_101000.1	FhHiC23_g9029.t1, FhHiC23_g9029.t2
OG0001113	SHAE2_8320.1, SHAE2_8320.3, SHAE2_8320.2	FhHiC23_g13268.t1, FhHiC23_g13268.t2
OG0001114	SHAE2_7160.1	FhHiC23_g12455.t1, FhHiC23_g12454.t1
OG0001115	SHAE2_99680.1	FhHiC23_g9413.t1
OG0001116	SHAE2_86210.1	FhHiC23_g3848.t1, FhHiC23_g3848.t2
OG0001117	SHAE2_17240.3, SHAE2_17240.5, SHAE2_17240.7, SHAE2_17240.8, SHAE2_17240.1, SHAE2_17240.6, SHAE2_17240.4, SHAE2_17240.2	FhHiC23_g15056.t1
OG0001118	SHAE2_75760.1, SHAE2_75770.1	FhHiC23_g858.t1
OG0001119	SHAE2_69390.1	FhHiC23_g7613.t1
OG0001120	SHAE2_33860.3, SHAE2_33860.5, SHAE2_33860.1, SHAE2_33860.2, SHAE2_33860.4, SHAE2_33860.7, SHAE2_33860.6	FhHiC23_g6514.t1, FhHiC23_g6513.t1
OG0001121	SHAE2_60250.2, SHAE2_60250.1, SHAE2_60250.3, SHAE2_60250.4	FhHiC23_g1269.t1
OG0001122	SHAE2_103440.1, SHAE2_103440.2	FhHiC23_g1505.t1
OG0001123	SHAE2_95920.3, SHAE2_95920.1, SHAE2_95920.2	FhHiC23_g16262.t1
OG0001124	SHAE2_40830.1	FhHiC23_g4816.t1, FhHiC23_g4816.t2
OG0001125	SHAE2_15580.1, SHAE2_15620.1, SHAE2_15620.2	FhHiC23_g15067.t1, FhHiC23_g15283.t1
OG0001126	SHAE2_11970.11, SHAE2_11970.12, SHAE2_11970.1, SHAE2_11970.10, SHAE2_11970.13, SHAE2_11970.14, SHAE2_11970.17, SHAE2_11970.19, SHAE2_11970.7, SHAE2_11970.9, SHAE2_11970.15, SHAE2_11970.16, SHAE2_11970.18, SHAE2_11970.3, SHAE2_11970.4, SHAE2_11970.5, SHAE2_11970.6, SHAE2_11970.2, SHAE2_11970.8	FhHiC23_g15149.t1
OG0001127	SHAE2_43070.1, SHAE2_43070.2, SHAE2_43070.3	FhHiC23_g5403.t3
OG0001129	SHAE2_40500.1, SHAE2_40500.2, SHAE2_40520.3, SHAE2_40520.2, SHAE2_40520.1, SHAE2_40520.4	FhHiC23_g5851.t1, FhHiC23_g5851.t2
OG0001130	SHAE2_13820.1, SHAE2_13820.2, SHAE2_13820.7, SHAE2_13820.6, SHAE2_13820.8, SHAE2_13820.9, SHAE2_13820.5, SHAE2_13820.3, SHAE2_13820.4	FhHiC23_g11767.t1
OG0001131	SHAE2_78420.1, SHAE2_78410.1	FhHiC23_g1578.t1, FhHiC23_g904.t1
OG0001132	SHAE2_87800.4, SHAE2_87800.6, SHAE2_87800.5, SHAE2_87800.1, SHAE2_87800.2, SHAE2_87800.3, SHAE2_87800.7	FhHiC23_g4204.t1
OG0001133	SHAE2_18010.1	FhHiC23_g12862.t1, FhHiC23_g12866.t1
OG0001134	SHAE2_69600.5, SHAE2_69600.1, SHAE2_69600.4, SHAE2_69600.2, SHAE2_69600.6, SHAE2_69600.3	FhHiC23_g7886.t2, FhHiC23_g7886.t1
OG0001135	SHAE2_37250.3, SHAE2_37250.1, SHAE2_37250.2	FhHiC23_g5147.t1, FhHiC23_g5147.t3, FhHiC23_g5147.t2, FhHiC23_g13641.t1
OG0001136	SHAE2_26110.1	FhHiC23_g9049.t1, FhHiC23_g9049.t3, FhHiC23_g9049.t2, FhHiC23_g9048.t1
OG0001137	SHAE2_56760.3, SHAE2_56760.2, SHAE2_56760.5, SHAE2_56760.6, SHAE2_56760.7, SHAE2_56760.1, SHAE2_56760.4, SHAE2_56760.8	FhHiC23_g1813.t1, FhHiC23_g4293.t1
OG0001138	SHAE2_22740.1	FhHiC23_g15520.t1, FhHiC23_g15520.t2
OG0001139	SHAE2_40230.9, SHAE2_40230.1, SHAE2_40230.4, SHAE2_40230.5, SHAE2_40230.7, SHAE2_40230.8, SHAE2_40230.3, SHAE2_40230.6, SHAE2_40230.2	FhHiC23_g5718.t1
OG0001140	SHAE2_49560.3, SHAE2_49560.4, SHAE2_49560.2, SHAE2_49560.1	FhHiC23_g241.t1, FhHiC23_g241.t2
OG0001141	SHAE2_84270.1, SHAE2_84280.1	FhHiC23_g1076.t1, FhHiC23_g1076.t2, FhHiC23_g1075.t1
OG0001142	SHAE2_14830.6, SHAE2_14830.5, SHAE2_14830.1, SHAE2_14830.3, SHAE2_14830.4, SHAE2_14830.2, SHAE2_14810.1	FhHiC23_g11870.t1
OG0001143	SHAE2_66990.9, SHAE2_66990.7, SHAE2_66990.10, SHAE2_66990.2, SHAE2_66990.8, SHAE2_66990.1, SHAE2_66990.5, SHAE2_66990.6, SHAE2_66990.3, SHAE2_66990.4	FhHiC23_g7415.t1
OG0001144	SHAE2_39010.1, SHAE2_39010.2, SHAE2_39010.3, SHAE2_39010.4, SHAE2_39010.5, SHAE2_39010.6	FhHiC23_g5155.t1
OG0001145	SHAE2_69750.2, SHAE2_69750.6, SHAE2_69750.1, SHAE2_69750.3, SHAE2_69750.4, SHAE2_69750.5	FhHiC23_g7658.t3
OG0001146	SHAE2_4940.1, SHAE2_4940.4, SHAE2_4940.2, SHAE2_4940.3, SHAE2_4940.5, SHAE2_4940.6, SHAE2_4940.7, SHAE2_4940.8	FhHiC23_g13278.t1
OG0001147	SHAE2_8220.1, SHAE2_8220.2, SHAE2_8220.3	FhHiC23_g12808.t1
OG0001148	SHAE2_74940.2, SHAE2_74940.1, SHAE2_74940.3	FhHiC23_g381.t1
OG0001149	SHAE2_82610.1, SHAE2_82610.2, SHAE2_82610.5, SHAE2_82610.7, SHAE2_82610.6, SHAE2_82610.4, SHAE2_82610.3	FhHiC23_g1224.t1, FhHiC23_g1224.t2
OG0001150	SHAE2_55310.1, SHAE2_55310.2, SHAE2_55310.3	FhHiC23_g1835.t2, FhHiC23_g1835.t1
OG0001151	SHAE2_95190.2, SHAE2_95190.1	FhHiC23_g16662.t1, FhHiC23_g16661.t1
OG0001153	SHAE2_73650.4, SHAE2_73650.6, SHAE2_73650.7, SHAE2_73650.5, SHAE2_73650.2, SHAE2_73650.1, SHAE2_73650.3	FhHiC23_g6756.t1
OG0001155	SHAE2_51710.1	FhHiC23_g990.t1
OG0001156	SHAE2_8160.1, SHAE2_8160.2	FhHiC23_g13609.t1
OG0001157	SHAE2_67020.1	FhHiC23_g7566.t1, FhHiC23_g7566.t2
OG0001158	SHAE2_45240.1, SHAE2_45240.2, SHAE2_45240.3, SHAE2_45240.4	FhHiC23_g13969.t1, FhHiC23_g13969.t2, FhHiC23_g13969.t3
