Orthogroup	schistosoma_haematobium	schistosoma_rodhaini
OG0000657	SHAE2_95630.3, SHAE2_95630.4, SHAE2_95630.1, SHAE2_95630.2, SHAE2_95630.6, SHAE2_95630.7, SHAE2_95630.5	SRDH2_92510.1, SRDH2_92510.2, SRDH2_92510.5, SRDH2_92510.6, SRDH2_92510.3, SRDH2_92510.4
OG0000658	SHAE2_98490.1, SHAE2_15610.1	SRDH2_88500.1, SRDH2_1370.1, SRDH2_11200.1, SRDH2_28610.1, SRDH2_21430.1
OG0000659	SHAE2_44630.4, SHAE2_44630.5, SHAE2_44630.7, SHAE2_44630.2, SHAE2_44630.8, SHAE2_44630.1, SHAE2_44630.3, SHAE2_44630.6	SRDH2_42040.6, SRDH2_42040.7, SRDH2_42040.1, SRDH2_42040.11, SRDH2_42040.12, SRDH2_42040.13, SRDH2_42040.2, SRDH2_42040.3, SRDH2_42040.4, SRDH2_42040.8, SRDH2_42040.9, SRDH2_42040.5, SRDH2_42040.10, SRDH2_42040.14
OG0000662	SHAE2_55530.7, SHAE2_55530.1, SHAE2_55530.3, SHAE2_55530.2, SHAE2_55530.4, SHAE2_55530.5, SHAE2_55530.6	SRDH2_53760.1
OG0000663	SHAE2_41020.4, SHAE2_41020.2, SHAE2_41020.1, SHAE2_41020.3, SHAE2_41020.7, SHAE2_41020.8, SHAE2_41020.6, SHAE2_41020.5	SRDH2_31940.1
OG0000664	SHAE2_14180.5, SHAE2_14180.6, SHAE2_14180.7	SRDH2_14340.3, SRDH2_14340.1, SRDH2_14340.2
OG0000665	SHAE2_77460.4, SHAE2_77460.1, SHAE2_77460.3, SHAE2_77460.2	SRDH2_72630.1
OG0000666	SHAE2_65920.2, SHAE2_65920.1, SHAE2_65920.3, SHAE2_65920.4	SRDH2_63400.5, SRDH2_63400.1, SRDH2_63400.3, SRDH2_63400.2, SRDH2_63400.6, SRDH2_63400.4
OG0000667	SHAE2_6720.1	SRDH2_6290.1
OG0000668	SHAE2_55720.1, SHAE2_55720.5, SHAE2_55720.2, SHAE2_55720.6, SHAE2_55720.7, SHAE2_55720.4, SHAE2_55720.3	SRDH2_53580.1, SRDH2_53580.8, SRDH2_53580.4, SRDH2_53580.6, SRDH2_53580.7, SRDH2_53580.2, SRDH2_53580.3, SRDH2_53580.5, SRDH2_53580.10, SRDH2_53580.9
OG0000669	SHAE2_72600.4, SHAE2_72600.9, SHAE2_72600.1, SHAE2_72600.2, SHAE2_72600.3, SHAE2_72600.5, SHAE2_72600.6, SHAE2_72600.7, SHAE2_72600.10, SHAE2_72600.8	SRDH2_70300.1, SRDH2_70300.2, SRDH2_70300.5, SRDH2_70300.3, SRDH2_70300.4
OG0000670	SHAE2_47450.1, SHAE2_47450.2	SRDH2_44880.1
OG0000671	SHAE2_81090.4, SHAE2_81090.3, SHAE2_81090.1, SHAE2_81090.2, SHAE2_81090.5	SRDH2_78560.6, SRDH2_78560.1, SRDH2_78560.11, SRDH2_78560.10, SRDH2_78560.4, SRDH2_78560.8, SRDH2_78560.9, SRDH2_78560.3, SRDH2_78560.5, SRDH2_78560.2, SRDH2_78560.7
OG0000672	SHAE2_47050.2, SHAE2_47050.3, SHAE2_47050.4, SHAE2_47050.5, SHAE2_47050.1	SRDH2_44470.4, SRDH2_44470.5, SRDH2_44470.9, SRDH2_44470.6, SRDH2_44470.8, SRDH2_44470.7, SRDH2_44470.1, SRDH2_44470.3, SRDH2_44470.2
OG0000673	SHAE2_18160.1	SRDH2_16600.1
OG0000674	SHAE2_82650.3, SHAE2_82650.6, SHAE2_82650.1, SHAE2_82650.2, SHAE2_82650.4, SHAE2_82650.5, SHAE2_82650.7	SRDH2_80150.1, SRDH2_80150.2, SRDH2_80150.7, SRDH2_80150.3, SRDH2_80150.4, SRDH2_80150.5, SRDH2_80150.6
OG0000676	SHAE2_86060.1	SRDH2_83890.1, SRDH2_83890.2, SRDH2_83890.3, SRDH2_83890.4, SRDH2_83890.5, SRDH2_83890.6, SRDH2_83890.7, SRDH2_83890.8, SRDH2_83890.9
OG0000677	SHAE2_5740.1	SRDH2_5290.1, SRDH2_5300.3, SRDH2_5300.2, SRDH2_5300.1
OG0000678	SHAE2_37280.1, SHAE2_37280.7, SHAE2_37280.5, SHAE2_37280.3, SHAE2_37280.4, SHAE2_37280.8, SHAE2_37280.2, SHAE2_37280.6	SRDH2_38460.7, SRDH2_38460.2, SRDH2_38460.6, SRDH2_38460.5, SRDH2_38460.1, SRDH2_38460.3, SRDH2_38460.4
OG0000679	SHAE2_76550.4, SHAE2_76550.5, SHAE2_76550.8, SHAE2_76550.1, SHAE2_76550.3, SHAE2_76550.6, SHAE2_76550.2, SHAE2_76550.7	SRDH2_73470.5, SRDH2_73470.7, SRDH2_73470.8, SRDH2_73470.3, SRDH2_73470.1, SRDH2_73470.2, SRDH2_73470.4, SRDH2_73470.6, SRDH2_73470.10, SRDH2_73470.11, SRDH2_73470.9
OG0000680	SHAE2_19060.1, SHAE2_19060.2, SHAE2_19060.3, SHAE2_19060.4, SHAE2_19060.5, SHAE2_19060.6	SRDH2_17380.1, SRDH2_17380.5, SRDH2_17380.6, SRDH2_17380.7, SRDH2_17380.2, SRDH2_17380.3, SRDH2_17380.8, SRDH2_17380.4
OG0000681	SHAE2_37660.4, SHAE2_37660.1, SHAE2_37660.5, SHAE2_37660.2, SHAE2_37660.3	SRDH2_32450.4, SRDH2_32450.7, SRDH2_32450.3, SRDH2_32450.2, SRDH2_32450.5, SRDH2_32450.6, SRDH2_32450.1
OG0000682	SHAE2_45830.1, SHAE2_45830.4, SHAE2_45830.2, SHAE2_45830.3	SRDH2_43300.2, SRDH2_43300.3, SRDH2_43300.6, SRDH2_43300.5, SRDH2_43300.4, SRDH2_43300.7, SRDH2_43300.8, SRDH2_43300.1
OG0000683	SHAE2_58300.1, SHAE2_58300.2, SHAE2_58300.4, SHAE2_58300.5, SHAE2_58300.3	SRDH2_56130.1
OG0000683	SHAE2_71530.2, SHAE2_71530.1	SRDH2_68900.1, SRDH2_68900.2, SRDH2_68900.3, SRDH2_68900.4
OG0000684	SHAE2_89870.1	SRDH2_87330.1, SRDH2_87330.2
OG0000685	SHAE2_79720.1, SHAE2_79720.2	SRDH2_77100.1
OG0000686	SHAE2_64060.7, SHAE2_64060.1, SHAE2_64060.3, SHAE2_64060.4, SHAE2_64060.5, SHAE2_64060.6, SHAE2_64060.2, SHAE2_64060.8	SRDH2_61630.4, SRDH2_61630.3, SRDH2_61630.2, SRDH2_61630.1
OG0000687	SHAE2_29090.1	SRDH2_27200.3, SRDH2_27200.5, SRDH2_27200.4, SRDH2_27200.7, SRDH2_27200.6, SRDH2_27200.1, SRDH2_27200.2
OG0000688	SHAE2_910.3, SHAE2_910.6, SHAE2_910.1, SHAE2_910.2, SHAE2_910.4, SHAE2_910.5, SHAE2_910.8, SHAE2_910.7	SRDH2_660.1
OG0000689	SHAE2_3430.5, SHAE2_3430.6, SHAE2_3430.7, SHAE2_3430.4, SHAE2_3430.1, SHAE2_3430.2, SHAE2_3430.3	SRDH2_3020.5, SRDH2_3020.6, SRDH2_3020.13, SRDH2_3020.14, SRDH2_3020.7, SRDH2_3020.9, SRDH2_3020.1, SRDH2_3020.10, SRDH2_3020.12, SRDH2_3020.2, SRDH2_3020.3, SRDH2_3020.4, SRDH2_3020.8, SRDH2_3020.11, SRDH2_3020.15
OG0000690	SHAE2_25000.3, SHAE2_25000.1, SHAE2_25000.2, SHAE2_25000.4, SHAE2_25000.5	SRDH2_23480.2, SRDH2_23480.7, SRDH2_23480.1, SRDH2_23480.4, SRDH2_23480.6, SRDH2_23480.8, SRDH2_23480.5, SRDH2_23480.3
OG0000691	SHAE2_86430.1, SHAE2_78850.1, SHAE2_43640.1, SHAE2_22270.2, SHAE2_22270.1, SHAE2_37520.2, SHAE2_37520.1, SHAE2_10000.1, SHAE2_10000.3, SHAE2_10000.2, SHAE2_98260.1, SHAE2_98260.2	SRDH2_58710.1, SRDH2_92400.1, SRDH2_55860.2, SRDH2_55860.3, SRDH2_9070.1, SRDH2_9070.2, SRDH2_98020.1, SRDH2_92400.2, SRDH2_55860.1, SRDH2_12700.1, SRDH2_95680.1, SRDH2_6860.1, SRDH2_27390.1, SRDH2_33640.1
OG0000692	SHAE2_19230.3, SHAE2_19230.1, SHAE2_19230.2	SRDH2_17530.1, SRDH2_17530.2, SRDH2_17530.3, SRDH2_17530.6, SRDH2_17530.4, SRDH2_17530.5
OG0000695	SHAE2_101610.1	SRDH2_99540.1
OG0000695	SHAE2_48520.1, SHAE2_48520.2, SHAE2_48520.3, SHAE2_48520.4	SRDH2_45790.2, SRDH2_45790.3, SRDH2_45790.1
OG0000696	SHAE2_5960.2, SHAE2_5960.6, SHAE2_5960.3, SHAE2_5960.4, SHAE2_5960.5, SHAE2_5960.7, SHAE2_5960.1	SRDH2_5500.1
OG0000697	SHAE2_43170.5, SHAE2_43170.6, SHAE2_43170.10, SHAE2_43170.11, SHAE2_43170.12, SHAE2_43170.13, SHAE2_43170.3, SHAE2_43170.4, SHAE2_43170.7, SHAE2_43170.9, SHAE2_43170.14, SHAE2_43170.2, SHAE2_43170.8, SHAE2_43170.1	SRDH2_40450.1
OG0000698	SHAE2_20210.1	SRDH2_18520.1, SRDH2_18520.2, SRDH2_18520.10, SRDH2_18520.11, SRDH2_18520.12, SRDH2_18520.13, SRDH2_18520.6, SRDH2_18520.7, SRDH2_18520.8, SRDH2_18520.9, SRDH2_18520.14, SRDH2_18520.3, SRDH2_18520.5, SRDH2_18520.15, SRDH2_18520.4
OG0000699	SHAE2_49050.1, SHAE2_49060.1	SRDH2_46750.3, SRDH2_46750.1, SRDH2_46750.2
OG0000700	SHAE2_30500.1	SRDH2_28600.1
OG0000700	SHAE2_26390.1	SRDH2_24350.1
OG0000700	SHAE2_26400.1	SRDH2_24360.1
OG0000700	SHAE2_26410.1	SRDH2_24370.1, SRDH2_24370.2
OG0000701	SHAE2_64920.2, SHAE2_64920.4, SHAE2_64920.5, SHAE2_64920.3, SHAE2_64920.6, SHAE2_64920.1	SRDH2_62420.2, SRDH2_62420.3, SRDH2_62420.4, SRDH2_62420.7, SRDH2_62420.1, SRDH2_62420.5, SRDH2_62420.6, SRDH2_62420.8
OG0000702	SHAE2_92210.5, SHAE2_92210.7, SHAE2_92210.1, SHAE2_92210.2, SHAE2_92210.4, SHAE2_92210.3, SHAE2_92210.8, SHAE2_92210.6	SRDH2_89410.19, SRDH2_89410.16, SRDH2_89410.13, SRDH2_89410.10, SRDH2_89410.14, SRDH2_89410.15, SRDH2_89410.18, SRDH2_89410.20, SRDH2_89410.9, SRDH2_89410.21, SRDH2_89410.3, SRDH2_89410.4, SRDH2_89410.6, SRDH2_89410.12, SRDH2_89410.2, SRDH2_89410.11, SRDH2_89410.17, SRDH2_89410.5, SRDH2_89410.7, SRDH2_89410.1, SRDH2_89410.8
OG0000703	SHAE2_150.1, SHAE2_150.2, SHAE2_150.3	SRDH2_190.1, SRDH2_190.3, SRDH2_190.2
OG0000704	SHAE2_51510.2, SHAE2_51510.4, SHAE2_51510.1, SHAE2_51510.3, SHAE2_51510.5, SHAE2_51510.6, SHAE2_51510.7, SHAE2_51510.8	SRDH2_49040.1, SRDH2_49040.2, SRDH2_49040.3
OG0000705	SHAE2_6640.10, SHAE2_6640.3, SHAE2_6640.4, SHAE2_6640.5, SHAE2_6640.7, SHAE2_6640.8, SHAE2_6640.9, SHAE2_6640.2, SHAE2_6640.1, SHAE2_6640.6	SRDH2_6190.1, SRDH2_6190.5, SRDH2_6190.3, SRDH2_6190.4, SRDH2_6190.2
OG0000706	SHAE2_46200.1	SRDH2_43620.1
OG0000706	SHAE2_55630.1, SHAE2_55630.2	SRDH2_53670.1, SRDH2_53670.2, SRDH2_53670.3
OG0000707	SHAE2_99610.1	SRDH2_97620.1, SRDH2_97620.2, SRDH2_97620.3
OG0000708	SHAE2_40130.1	SRDH2_37730.1
OG0000709	SHAE2_46460.1	SRDH2_43880.1, SRDH2_43880.2
OG0000710	SHAE2_8550.9, SHAE2_8550.6, SHAE2_8550.7, SHAE2_8550.8, SHAE2_8550.2, SHAE2_8550.1, SHAE2_8550.3, SHAE2_8550.4, SHAE2_8550.5	SRDH2_8200.11, SRDH2_8200.5, SRDH2_8200.6, SRDH2_8200.9, SRDH2_8200.8, SRDH2_8200.10, SRDH2_8200.12, SRDH2_8200.4, SRDH2_8200.7, SRDH2_8200.3, SRDH2_8200.1, SRDH2_8200.2
OG0000711	SHAE2_78950.3, SHAE2_78950.4, SHAE2_78950.10, SHAE2_78950.2, SHAE2_78950.5, SHAE2_78950.9, SHAE2_78950.11, SHAE2_78950.6, SHAE2_78950.12, SHAE2_78950.13, SHAE2_78950.1, SHAE2_78950.14, SHAE2_78950.7, SHAE2_78950.8	SRDH2_76260.2, SRDH2_76260.1, SRDH2_76260.4, SRDH2_76260.5, SRDH2_76260.3
OG0000712	SHAE2_55980.6, SHAE2_55980.2, SHAE2_55980.4, SHAE2_55980.3, SHAE2_55980.8, SHAE2_55980.1, SHAE2_55980.7, SHAE2_55980.5	SRDH2_53320.1
OG0000713	SHAE2_76050.1, SHAE2_76050.2, SHAE2_76050.4, SHAE2_76050.8, SHAE2_76050.3, SHAE2_76050.5, SHAE2_76050.7, SHAE2_76050.6, SHAE2_76050.9	SRDH2_73970.1
OG0000714	SHAE2_48630.1, SHAE2_49500.7, SHAE2_48630.2, SHAE2_49500.8, SHAE2_49500.9, SHAE2_49500.3, SHAE2_49500.5, SHAE2_49500.6, SHAE2_49500.2, SHAE2_49500.1, SHAE2_49500.4	SRDH2_47070.2, SRDH2_47070.6, SRDH2_47070.9, SRDH2_47070.7, SRDH2_47070.3, SRDH2_47070.5, SRDH2_47070.1, SRDH2_47070.11, SRDH2_47070.4, SRDH2_47070.10, SRDH2_47070.8
OG0000715	SHAE2_29620.2, SHAE2_29620.1, SHAE2_29620.3, SHAE2_29620.6, SHAE2_29620.7, SHAE2_29620.8, SHAE2_29620.9, SHAE2_29620.4, SHAE2_29620.10, SHAE2_29620.5	SRDH2_27760.6, SRDH2_27760.5, SRDH2_27760.1, SRDH2_27760.2, SRDH2_27760.3, SRDH2_27760.4
OG0000716	SHAE2_13580.3, SHAE2_13580.2, SHAE2_13580.1, SHAE2_13580.5, SHAE2_13580.4	SRDH2_11870.2, SRDH2_11870.1, SRDH2_11870.4, SRDH2_11870.5, SRDH2_11870.3
OG0000717	SHAE2_62980.1	SRDH2_60610.1, SRDH2_60610.2, SRDH2_60610.3, SRDH2_60610.4, SRDH2_60610.5, SRDH2_60610.6, SRDH2_60610.7
OG0000718	SHAE2_79230.4, SHAE2_79230.2, SHAE2_79230.3, SHAE2_79230.1, SHAE2_79230.5, SHAE2_79230.6, SHAE2_79230.7, SHAE2_79230.8	SRDH2_76530.1
OG0000719	SHAE2_58310.4, SHAE2_58310.6, SHAE2_58310.1, SHAE2_58310.3, SHAE2_58310.5, SHAE2_58310.2	SRDH2_56140.4, SRDH2_56140.1, SRDH2_56140.2, SRDH2_56140.5, SRDH2_56140.7, SRDH2_56140.9, SRDH2_56140.6, SRDH2_56140.8, SRDH2_56140.3, SRDH2_56140.10
OG0000720	SHAE2_81340.1	SRDH2_78850.1
OG0000721	SHAE2_49250.1	SRDH2_46480.2, SRDH2_46480.4, SRDH2_46480.12, SRDH2_46480.7, SRDH2_46480.9, SRDH2_46480.13, SRDH2_46480.5, SRDH2_46480.8, SRDH2_46480.3, SRDH2_46480.1, SRDH2_46480.11, SRDH2_46480.6, SRDH2_46480.10
OG0000722	SHAE2_5860.2, SHAE2_5860.3, SHAE2_5860.1, SHAE2_5860.4	SRDH2_5400.1, SRDH2_5400.9, SRDH2_5400.10, SRDH2_5400.6, SRDH2_5400.2, SRDH2_5400.3, SRDH2_5400.4, SRDH2_5400.5, SRDH2_5400.7, SRDH2_5400.8
OG0000723	SHAE2_81080.7, SHAE2_81080.2, SHAE2_81080.4, SHAE2_81080.5, SHAE2_81080.1, SHAE2_81080.8, SHAE2_81080.6, SHAE2_81080.3, SHAE2_81080.9	SRDH2_78550.1, SRDH2_78550.3, SRDH2_78550.4, SRDH2_78550.10, SRDH2_78550.8, SRDH2_78550.7, SRDH2_78550.5, SRDH2_78550.2, SRDH2_78550.9, SRDH2_78550.6
OG0000724	SHAE2_44700.1, SHAE2_44700.3, SHAE2_44700.4, SHAE2_44700.2, SHAE2_44700.5, SHAE2_44700.6	SRDH2_42140.1, SRDH2_42140.2, SRDH2_42140.3
OG0000725	SHAE2_81420.9, SHAE2_81420.10, SHAE2_81420.3, SHAE2_81420.2, SHAE2_81420.8, SHAE2_81420.1, SHAE2_81420.5, SHAE2_81420.6, SHAE2_81420.7, SHAE2_81420.4, SHAE2_81420.11	SRDH2_78920.1
OG0000726	SHAE2_32100.1	SRDH2_30220.1, SRDH2_30220.2
OG0000726	SHAE2_32110.1	SRDH2_30230.1
OG0000727	SHAE2_41680.1	SRDH2_38860.2, SRDH2_38860.3, SRDH2_38860.8, SRDH2_38860.12, SRDH2_38860.13, SRDH2_38860.1, SRDH2_38860.5, SRDH2_38860.6, SRDH2_38860.7, SRDH2_38860.10, SRDH2_38860.11, SRDH2_38860.9, SRDH2_38860.14, SRDH2_38860.4
OG0000728	SHAE2_51660.2, SHAE2_51660.1, SHAE2_51660.8, SHAE2_51660.7, SHAE2_51660.6, SHAE2_51660.3, SHAE2_51660.4, SHAE2_51660.5	SRDH2_49170.1
OG0000729	SHAE2_10680.7, SHAE2_10680.1, SHAE2_10680.8, SHAE2_10680.10, SHAE2_10680.9, SHAE2_10680.5, SHAE2_10680.6, SHAE2_10680.4, SHAE2_10680.3, SHAE2_10680.2	SRDH2_9110.1, SRDH2_9120.2, SRDH2_9120.1, SRDH2_9120.3
OG0000730	SHAE2_64100.4, SHAE2_64100.3, SHAE2_64100.2, SHAE2_64100.1	SRDH2_61680.1, SRDH2_61680.2, SRDH2_61680.3, SRDH2_61680.4
OG0000731	SHAE2_80720.1, SHAE2_80720.5, SHAE2_80720.3, SHAE2_80720.2, SHAE2_80720.4	SRDH2_78130.12, SRDH2_78130.13, SRDH2_78130.10, SRDH2_78130.8, SRDH2_78130.1, SRDH2_78130.4, SRDH2_78130.3, SRDH2_78130.11, SRDH2_78130.2, SRDH2_78130.7, SRDH2_78130.6, SRDH2_78130.9, SRDH2_78130.5
OG0000732	SHAE2_4020.8	SRDH2_3590.10, SRDH2_3590.9, SRDH2_3590.13
OG0000732	SHAE2_4020.7, SHAE2_4020.5, SHAE2_4020.1	SRDH2_3590.12, SRDH2_3590.1, SRDH2_3590.16, SRDH2_3590.4, SRDH2_3590.15, SRDH2_3590.14
OG0000732	SHAE2_4020.6	SRDH2_3590.2
OG0000733	SHAE2_3370.3, SHAE2_3370.1, SHAE2_3370.2	SRDH2_2970.3, SRDH2_2970.4, SRDH2_2970.5
OG0000736	SHAE2_82540.1	SRDH2_80070.2, SRDH2_80070.3, SRDH2_80070.4, SRDH2_80070.5, SRDH2_80070.6, SRDH2_80070.1, SRDH2_80070.9, SRDH2_80070.7, SRDH2_80070.8
OG0000737	SHAE2_11710.8, SHAE2_11710.6, SHAE2_11710.7, SHAE2_11710.11, SHAE2_11710.3, SHAE2_11710.2, SHAE2_11710.1, SHAE2_11710.5, SHAE2_11710.4, SHAE2_11710.10, SHAE2_11710.9	SRDH2_10170.1
OG0000738	SHAE2_74250.1, SHAE2_74250.2	SRDH2_71450.1, SRDH2_71450.2
OG0000738	SHAE2_74240.1	SRDH2_71460.1
OG0000739	SHAE2_73900.1	SRDH2_56790.2, SRDH2_56790.1, SRDH2_56790.3, SRDH2_56790.4, SRDH2_56840.1
OG0000740	SHAE2_10220.1, SHAE2_10220.2	SRDH2_8610.1
OG0000741	SHAE2_89630.1, SHAE2_89630.2, SHAE2_89630.3, SHAE2_89630.4, SHAE2_89630.5, SHAE2_89630.6, SHAE2_89630.7, SHAE2_89630.10, SHAE2_89630.9, SHAE2_89630.8	SRDH2_86820.1
OG0000742	SHAE2_15560.1, SHAE2_15570.1, SHAE2_92220.1, SHAE2_92220.2, SHAE2_18710.1, SHAE2_18720.1, SHAE2_18720.2	SRDH2_86190.2, SRDH2_85800.1, SRDH2_14110.1, SRDH2_86300.1, SRDH2_86310.1, SRDH2_86310.2, SRDH2_86320.1, SRDH2_86240.1, SRDH2_86230.1, SRDH2_86230.2, SRDH2_86230.3
OG0000743	SHAE2_24740.3, SHAE2_24740.4, SHAE2_24740.1, SHAE2_24740.2	SRDH2_21800.11, SRDH2_21800.10, SRDH2_21800.1, SRDH2_21800.2, SRDH2_21800.3, SRDH2_21800.4, SRDH2_21800.5, SRDH2_21800.6, SRDH2_21800.7, SRDH2_21800.8, SRDH2_21800.9
OG0000744	SHAE2_4120.1	SRDH2_3670.1, SRDH2_3670.3, SRDH2_3670.4, SRDH2_3670.7, SRDH2_3670.6, SRDH2_3670.10, SRDH2_3670.2, SRDH2_3670.5, SRDH2_3670.8, SRDH2_3670.9
OG0000745	SHAE2_40970.6, SHAE2_40970.2, SHAE2_40970.3, SHAE2_40970.5, SHAE2_40970.1, SHAE2_40970.7, SHAE2_40970.4	SRDH2_31900.1, SRDH2_31900.2, SRDH2_31900.3, SRDH2_31900.4
OG0000747	SHAE2_45720.1	SRDH2_43190.2, SRDH2_43190.3, SRDH2_43190.5, SRDH2_43190.1, SRDH2_43190.4, SRDH2_43190.6
OG0000748	SHAE2_74660.1	SRDH2_72150.1
OG0000749	SHAE2_74040.10, SHAE2_74040.9, SHAE2_74040.5, SHAE2_74040.11, SHAE2_74040.6, SHAE2_74040.7, SHAE2_74040.1, SHAE2_74040.3, SHAE2_74040.4, SHAE2_74040.8, SHAE2_74040.12, SHAE2_74040.2	SRDH2_71650.1
OG0000750	SHAE2_78820.2, SHAE2_78820.4, SHAE2_78820.3, SHAE2_78820.1	SRDH2_76160.3, SRDH2_76160.1, SRDH2_76160.6, SRDH2_76160.7, SRDH2_76160.2, SRDH2_76160.5, SRDH2_76160.4, SRDH2_76160.10, SRDH2_76160.9, SRDH2_76160.8
OG0000751	SHAE2_5990.1	SRDH2_5530.1
OG0000751	SHAE2_2890.1, SHAE2_2800.1	SRDH2_2600.1, SRDH2_2690.1
OG0000752	SHAE2_98130.2, SHAE2_98130.3, SHAE2_98130.1	SRDH2_96100.1
OG0000752	SHAE2_102390.1	SRDH2_96150.5, SRDH2_96150.7, SRDH2_96150.8, SRDH2_96150.1, SRDH2_96150.2, SRDH2_96150.3, SRDH2_96150.4, SRDH2_96150.6
OG0000753	SHAE2_87310.1	SRDH2_85130.1
OG0000754	SHAE2_53610.1, SHAE2_53610.2	SRDH2_51340.1
OG0000755	SHAE2_79980.1, SHAE2_79980.3, SHAE2_79980.2	SRDH2_77360.1, SRDH2_77360.10, SRDH2_77360.2, SRDH2_77360.3, SRDH2_77360.4, SRDH2_77360.5, SRDH2_77360.6, SRDH2_77360.7, SRDH2_77360.8, SRDH2_77360.9
OG0000756	SHAE2_41950.5, SHAE2_41950.9, SHAE2_41950.6, SHAE2_41950.1, SHAE2_41950.3, SHAE2_41950.2, SHAE2_41950.4, SHAE2_41950.7, SHAE2_41950.8, SHAE2_41950.10	SRDH2_39150.1
OG0000757	SHAE2_55830.3, SHAE2_55830.4, SHAE2_55830.5, SHAE2_55830.7, SHAE2_55830.8, SHAE2_55830.11, SHAE2_55830.10, SHAE2_55830.9, SHAE2_55830.6, SHAE2_55830.1, SHAE2_55830.2	SRDH2_53460.3, SRDH2_53460.2, SRDH2_53460.1
OG0000758	SHAE2_10710.4, SHAE2_10710.1	SRDH2_9150.11, SRDH2_9150.10, SRDH2_9150.9
OG0000759	SHAE2_56250.6, SHAE2_56250.5, SHAE2_56250.3, SHAE2_56250.1, SHAE2_56250.2, SHAE2_56250.4	SRDH2_53070.9, SRDH2_53070.6, SRDH2_53070.7, SRDH2_53070.8, SRDH2_53070.1, SRDH2_53070.2, SRDH2_53070.3, SRDH2_53070.4, SRDH2_53070.5
OG0000760	SHAE2_83220.1	SRDH2_80690.1, SRDH2_80690.2, SRDH2_80690.3, SRDH2_80690.4, SRDH2_80690.5
OG0000761	SHAE2_56940.1, SHAE2_56940.2, SHAE2_56940.3, SHAE2_56940.4	SRDH2_54660.2, SRDH2_54660.9, SRDH2_54660.8, SRDH2_54660.3, SRDH2_54660.5, SRDH2_54660.1, SRDH2_54660.7, SRDH2_54660.4, SRDH2_54660.6
OG0000762	SHAE2_86300.1	SRDH2_84140.1
OG0000762	SHAE2_92630.1	SRDH2_89980.1, SRDH2_89980.3, SRDH2_89980.2
OG0000763	SHAE2_23590.10, SHAE2_23590.2, SHAE2_23590.6, SHAE2_23590.7, SHAE2_23590.8, SHAE2_23590.1, SHAE2_23590.11, SHAE2_23590.4, SHAE2_23590.9, SHAE2_23590.3, SHAE2_23590.5	SRDH2_20090.1
OG0000764	SHAE2_10840.1, SHAE2_10840.3, SHAE2_10840.2, SHAE2_10840.5, SHAE2_10840.4	SRDH2_9280.2, SRDH2_9280.4, SRDH2_9280.6, SRDH2_9280.5, SRDH2_9280.3, SRDH2_9280.1
OG0000765	SHAE2_56230.1	SRDH2_53090.2, SRDH2_53090.1
OG0000765	SHAE2_56240.1, SHAE2_56240.3, SHAE2_56240.2	SRDH2_53080.1, SRDH2_53080.2
OG0000766	SHAE2_67440.1	SRDH2_64640.2, SRDH2_64640.1, SRDH2_64640.3, SRDH2_64640.4, SRDH2_64640.5, SRDH2_64640.6
OG0000767	SHAE2_69550.4, SHAE2_69550.3, SHAE2_69550.1, SHAE2_69550.2	SRDH2_65780.8, SRDH2_65780.3, SRDH2_65780.5, SRDH2_65780.6, SRDH2_65780.1, SRDH2_65780.9, SRDH2_65780.4, SRDH2_65780.2, SRDH2_65780.7
OG0000768	SHAE2_42930.1	SRDH2_40160.1
OG0000769	SHAE2_2470.1, SHAE2_2470.2	SRDH2_2210.1, SRDH2_2210.2, SRDH2_2210.3, SRDH2_2210.6, SRDH2_2210.7, SRDH2_2210.4, SRDH2_2210.5
OG0000770	SHAE2_20050.1, SHAE2_20050.2, SHAE2_20050.3, SHAE2_20050.5, SHAE2_20050.6, SHAE2_20050.4	SRDH2_18340.3, SRDH2_18340.4, SRDH2_18340.1, SRDH2_18340.2
OG0000771	SHAE2_84360.1, SHAE2_84360.2	SRDH2_82030.1
OG0000771	SHAE2_84390.1, SHAE2_84400.1	SRDH2_82060.1, SRDH2_82070.1
OG0000772	SHAE2_18860.1, SHAE2_18940.1, SHAE2_18920.1, SHAE2_18850.1	SRDH2_17240.1, SRDH2_17250.1, SRDH2_17280.1
OG0000773	SHAE2_28010.1, SHAE2_28010.2, SHAE2_28010.3	SRDH2_26150.1, SRDH2_26150.2, SRDH2_26150.3, SRDH2_26150.4, SRDH2_26150.5
OG0000774	SHAE2_50420.2, SHAE2_50420.5, SHAE2_50420.1, SHAE2_50420.3, SHAE2_50420.4, SHAE2_50420.6, SHAE2_50420.7	SRDH2_47950.2, SRDH2_47950.3, SRDH2_47950.4, SRDH2_47950.1, SRDH2_47950.5, SRDH2_47950.6
OG0000775	SHAE2_54950.1	SRDH2_52660.1, SRDH2_52660.2, SRDH2_52660.3, SRDH2_52660.4, SRDH2_52660.6, SRDH2_52660.7, SRDH2_52660.5, SRDH2_52660.8
OG0000776	SHAE2_49230.1, SHAE2_49230.2	SRDH2_46510.1
OG0000776	SHAE2_60210.1	SRDH2_58160.1, SRDH2_58160.2
OG0000777	SHAE2_55490.2, SHAE2_55490.1	SRDH2_53800.6, SRDH2_53800.5, SRDH2_53800.4
OG0000777	SHAE2_55490.6	SRDH2_53800.1, SRDH2_53800.2, SRDH2_53800.3
