Orthogroup	schistosoma_bovis	schistosoma_japonicum
OG0000610	SBOV2_22240.1	EWB00_007565.1, EWB00_007565.2, EWB00_007565.3
OG0000611	SBOV2_42380.1, SBOV2_42430.1, SBOV2_42410.1, SBOV2_42400.1, SBOV2_42420.1	EWB00_006356
OG0000612	SBOV2_8720.1, SBOV2_8720.4, SBOV2_8720.5, SBOV2_8720.6, SBOV2_8720.3, SBOV2_8720.2	EWB00_003067
OG0000613	SBOV2_30590.1, SBOV2_30590.2, SBOV2_30590.4, SBOV2_30590.3, SBOV2_30590.5, SBOV2_30590.6	EWB00_005606.2
OG0000614	SBOV2_43550.2, SBOV2_43550.3, SBOV2_43550.1, SBOV2_43550.6, SBOV2_43550.7, SBOV2_43550.4, SBOV2_43550.5	EWB00_009700.1, EWB00_009700.2, EWB00_009700.4, EWB00_009700.3
OG0000615	SBOV2_12910.2, SBOV2_12910.1	EWB00_002696.1, EWB00_002696.2
OG0000616	SBOV2_59690.1	EWB00_007965
OG0000617	SBOV2_80960.1	EWB00_000154.3, EWB00_000154.9, EWB00_000154.4, EWB00_000154.1, EWB00_000154.2, EWB00_000154.6, EWB00_000154.7, EWB00_000154.8, EWB00_000154.5, EWB00_000154.12, EWB00_000154.10, EWB00_000154.11
OG0000618	SBOV2_31210.1	EWB00_004319.1, EWB00_004319.2, EWB00_004319.3
OG0000619	SBOV2_650.2, SBOV2_650.4, SBOV2_650.1, SBOV2_650.5, SBOV2_650.6, SBOV2_650.3	EWB00_010236.6, EWB00_010236.7, EWB00_010236.8, EWB00_010236.1, EWB00_010236.2, EWB00_010236.3, EWB00_010236.4, EWB00_010236.5, EWB00_010236.9, EWB00_010236.10, EWB00_010236.12, EWB00_010236.13, EWB00_010236.14, EWB00_010236.11
OG0000620	SBOV2_14950.1	EWB00_002375.1, EWB00_002375.3, EWB00_002375.2
OG0000620	SBOV2_44930.1	EWB00_004068.1, EWB00_004068.2
OG0000621	SBOV2_37570.5, SBOV2_37570.1, SBOV2_37570.6, SBOV2_37570.2, SBOV2_37570.3, SBOV2_37570.4	EWB00_006007
OG0000622	SBOV2_72610.9, SBOV2_72610.20, SBOV2_72610.10, SBOV2_72610.11, SBOV2_72610.14, SBOV2_72610.15, SBOV2_72610.16, SBOV2_72610.17, SBOV2_72610.18, SBOV2_72610.21, SBOV2_72610.22, SBOV2_72610.13, SBOV2_72610.12, SBOV2_72610.6, SBOV2_72610.19, SBOV2_72610.8, SBOV2_72610.5, SBOV2_72610.7, SBOV2_72610.4	EWB00_004548
OG0000623	SBOV2_12750.5, SBOV2_12750.1, SBOV2_12750.2, SBOV2_12750.4, SBOV2_12750.3	EWB00_009348, EWB00_010005.2, EWB00_010005.1
OG0000624	SBOV2_38630.1	EWB00_000634
OG0000625	SBOV2_30240.3, SBOV2_30240.1, SBOV2_30240.6, SBOV2_30240.5, SBOV2_30240.2, SBOV2_30240.4	EWB00_001308.1, EWB00_001308.2, EWB00_001308.3, EWB00_001308.4
OG0000626	SBOV2_50890.1, SBOV2_50890.3, SBOV2_50890.2	EWB00_000746
OG0000627	SBOV2_11680.7, SBOV2_11680.8, SBOV2_11680.6, SBOV2_11680.4, SBOV2_11680.2, SBOV2_11680.1, SBOV2_11680.3, SBOV2_11680.5	EWB00_000167, EWB00_002190
OG0000628	SBOV2_60730.2, SBOV2_60730.4, SBOV2_60730.3, SBOV2_60730.1	EWB00_011095.1, EWB00_011095.2
OG0000629	SBOV2_28920.5, SBOV2_28920.7, SBOV2_28920.6, SBOV2_28920.4, SBOV2_28920.3, SBOV2_28920.2, SBOV2_28920.1	EWB00_009522, EWB00_006221
OG0000630	SBOV2_58350.1, SBOV2_58350.2, SBOV2_58350.3	EWB00_005268.2, EWB00_005268.1, EWB00_005268.3, EWB00_005268.4, EWB00_005268.5
OG0000631	SBOV2_65490.1	EWB00_008869.1, EWB00_008869.2
OG0000631	SBOV2_60770.5, SBOV2_60770.1, SBOV2_60770.2, SBOV2_60770.4, SBOV2_60770.3, SBOV2_60770.6	EWB00_011103, EWB00_011102
OG0000632	SBOV2_13020.5, SBOV2_13020.3, SBOV2_13020.4, SBOV2_13020.6, SBOV2_13020.1, SBOV2_13020.2	EWB00_002685
OG0000633	SBOV2_53030.1, SBOV2_53030.4, SBOV2_53030.2, SBOV2_53030.3, SBOV2_53030.5	EWB00_010638
OG0000636	SBOV2_93640.1, SBOV2_93640.3, SBOV2_93640.5, SBOV2_93640.6, SBOV2_93640.2, SBOV2_93640.4, SBOV2_93640.7	EWB00_000571.1, EWB00_000571.2
OG0000637	SBOV2_48970.1	EWB00_007605.1, EWB00_007605.2
OG0000638	SBOV2_63660.1, SBOV2_63660.2, SBOV2_63660.3	EWB00_008903, EWB00_008904
OG0000639	SBOV2_61390.1	EWB00_001158
OG0000640	SBOV2_83930.1, SBOV2_83970.1	EWB00_004497
OG0000641	SBOV2_6610.1, SBOV2_6610.2, SBOV2_6610.3	EWB00_005331, EWB00_011086.3, EWB00_010148, EWB00_011086.1, EWB00_011086.2, EWB00_011086.4
OG0000643	SBOV2_53500.1	EWB00_003546.3, EWB00_003546.1, EWB00_003546.2
OG0000643	SBOV2_53510.2, SBOV2_53510.3, SBOV2_53510.1	EWB00_003547.2, EWB00_003547.3, EWB00_003547.1
OG0000645	SBOV2_10180.1, SBOV2_10170.1	EWB00_009473.1, EWB00_009473.2
OG0000646	SBOV2_8750.7, SBOV2_8750.4, SBOV2_8750.8, SBOV2_8750.3, SBOV2_8750.6, SBOV2_8750.1, SBOV2_8750.2, SBOV2_8750.5	EWB00_003065.2, EWB00_003065.3, EWB00_003065.1
OG0000647	SBOV2_61630.5, SBOV2_61630.7, SBOV2_61630.6, SBOV2_61630.1, SBOV2_61630.2, SBOV2_61630.8, SBOV2_61630.10, SBOV2_61630.3, SBOV2_61630.4, SBOV2_61630.9	EWB00_000545.3, EWB00_000545.6, EWB00_000545.1, EWB00_000545.2, EWB00_000545.5, EWB00_000545.4
OG0000648	SBOV2_91150.1, SBOV2_91140.2, SBOV2_91140.1	EWB00_004964
OG0000649	SBOV2_59410.1, SBOV2_59410.2	EWB00_006577
OG0000650	SBOV2_76710.1, SBOV2_76710.4, SBOV2_76710.2, SBOV2_76710.3, SBOV2_76710.5	EWB00_004553.2, EWB00_004553.1
OG0000651	SBOV2_26100.2, SBOV2_26100.1, SBOV2_26100.3, SBOV2_26100.4	EWB00_008758
OG0000652	SBOV2_27620.3, SBOV2_27620.1, SBOV2_27620.2, SBOV2_27620.4, SBOV2_27620.5, SBOV2_27620.6	EWB00_003930.1, EWB00_003930.2, EWB00_003930.3
OG0000653	SBOV2_27060.1, SBOV2_27070.1, SBOV2_27070.2, SBOV2_27070.3	EWB00_007802
OG0000654	SBOV2_57610.3, SBOV2_57610.1, SBOV2_57610.2, SBOV2_57610.4	EWB00_005929.2, EWB00_005929.3, EWB00_005929.1, EWB00_005929.5, EWB00_005929.4
OG0000655	SBOV2_80890.1	EWB00_000149
OG0000656	SBOV2_74520.2, SBOV2_74520.1, SBOV2_74520.3	EWB00_010547.1, EWB00_010547.2, EWB00_010547.3
OG0000657	SBOV2_87960.2, SBOV2_87960.3, SBOV2_87960.4, SBOV2_87960.5, SBOV2_87960.1, SBOV2_87960.6	EWB00_001860.1, EWB00_001860.2
OG0000659	SBOV2_26120.1, SBOV2_26120.3, SBOV2_26120.4, SBOV2_26120.2	EWB00_009331
OG0000662	SBOV2_53300.3, SBOV2_53300.5, SBOV2_53300.1, SBOV2_53300.2, SBOV2_53300.4, SBOV2_53300.6	EWB00_006810.7, EWB00_006810.4, EWB00_006810.9, EWB00_006810.1, EWB00_006810.2, EWB00_006810.3, EWB00_006810.5, EWB00_006810.6, EWB00_006810.8
OG0000663	SBOV2_29600.10, SBOV2_29600.9, SBOV2_29600.7, SBOV2_29600.6, SBOV2_29600.4, SBOV2_29600.5, SBOV2_29600.8, SBOV2_29600.2, SBOV2_29600.1, SBOV2_29600.3	EWB00_003146
OG0000664	SBOV2_12170.2, SBOV2_12170.1, SBOV2_12170.3, SBOV2_12170.4	EWB00_004155
OG0000665	SBOV2_72240.1, SBOV2_72240.2, SBOV2_72240.3	EWB00_006628.2, EWB00_006628.3, EWB00_006628.1
OG0000666	SBOV2_61380.3, SBOV2_61380.4, SBOV2_61380.5, SBOV2_61380.1, SBOV2_61380.2, SBOV2_61380.6	EWB00_001159.3, EWB00_001159.1, EWB00_001159.2, EWB00_001159.4
OG0000667	SBOV2_6160.5, SBOV2_6160.6, SBOV2_6160.7, SBOV2_6160.1, SBOV2_6160.2, SBOV2_6160.3, SBOV2_6160.4	EWB00_008456.2, EWB00_008456.1
OG0000668	SBOV2_53120.1	EWB00_010649
OG0000669	SBOV2_67660.1, SBOV2_67660.2	EWB00_006275
OG0000670	SBOV2_43860.1	EWB00_001008.8, EWB00_001008.5, EWB00_001008.1, EWB00_001008.2, EWB00_001008.4, EWB00_001008.6, EWB00_001008.7, EWB00_001008.3
OG0000671	SBOV2_75700.1, SBOV2_75700.2, SBOV2_75700.3	EWB00_011016
OG0000672	SBOV2_43460.2, SBOV2_43460.3, SBOV2_43460.1, SBOV2_43460.4, SBOV2_43460.5	EWB00_008803
OG0000673	SBOV2_15710.1	EWB00_003113.3, EWB00_003113.1, EWB00_003113.2
OG0000674	SBOV2_77260.1, SBOV2_77260.3, SBOV2_77260.6, SBOV2_77260.2, SBOV2_77260.4, SBOV2_77260.5	EWB00_007398
OG0000675	SBOV2_71420.7, SBOV2_71420.2, SBOV2_71420.1, SBOV2_71420.10, SBOV2_71420.4, SBOV2_71420.6, SBOV2_71420.8, SBOV2_71420.9, SBOV2_71420.3, SBOV2_71420.5	EWB00_002750
OG0000676	SBOV2_80840.1, SBOV2_80840.2, SBOV2_80840.3, SBOV2_80840.4, SBOV2_80840.5, SBOV2_80840.6	EWB00_000145.1, EWB00_000145.2
OG0000677	SBOV2_5200.1	EWB00_006281
OG0000678	SBOV2_33200.1, SBOV2_33200.3, SBOV2_33200.2, SBOV2_33200.4	EWB00_003399
OG0000680	SBOV2_16400.1, SBOV2_16400.2, SBOV2_16400.3, SBOV2_16400.4	EWB00_007650.3, EWB00_007650.1, EWB00_007650.2
OG0000681	SBOV2_32810.1	EWB00_008171
OG0000682	SBOV2_42210.1, SBOV2_42210.4, SBOV2_42210.5, SBOV2_42210.3, SBOV2_42210.2	EWB00_006378.1, EWB00_006378.2
OG0000683	SBOV2_50470.1	EWB00_002223.1, EWB00_002223.3, EWB00_002223.2
OG0000683	SBOV2_66790.1	EWB00_005794.1, EWB00_005794.2
OG0000684	SBOV2_83820.1	EWB00_009748, EWB00_004484.1, EWB00_004484.2, EWB00_004484.3, EWB00_004484.4, EWB00_004484.5, EWB00_004484.6, EWB00_004484.7, EWB00_004484.8
OG0000685	SBOV2_74330.1	EWB00_001176.4, EWB00_001176.3, EWB00_001176.1, EWB00_001176.2
OG0000686	SBOV2_59620.1	EWB00_007957.1, EWB00_007957.2, EWB00_007957.3
OG0000687	SBOV2_40760.6, SBOV2_40760.3, SBOV2_40760.1, SBOV2_40760.5, SBOV2_40760.2, SBOV2_40760.4	EWB00_005020.3, EWB00_005020.1, EWB00_005020.2
OG0000688	SBOV2_680.1, SBOV2_680.6, SBOV2_680.5, SBOV2_680.2, SBOV2_680.3, SBOV2_680.4	EWB00_010232.1, EWB00_010232.3, EWB00_010232.2
OG0000689	SBOV2_2980.1	EWB00_007577.1, EWB00_007577.2
OG0000690	SBOV2_22280.1	EWB00_007561.1, EWB00_007561.2
OG0000692	SBOV2_16580.4, SBOV2_16580.3, SBOV2_16580.1, SBOV2_16580.2	EWB00_000073.1, EWB00_000073.5, EWB00_000073.6, EWB00_000073.7, EWB00_000073.9, EWB00_000073.4, EWB00_000073.3, EWB00_000073.8, EWB00_000073.2
OG0000695	SBOV2_95430.1	EWB00_006635
OG0000695	SBOV2_44750.1	EWB00_004741.1, EWB00_004741.2
OG0000696	SBOV2_5400.1, SBOV2_5400.2, SBOV2_5400.3, SBOV2_5400.5, SBOV2_5400.4	EWB00_006308.1, EWB00_006308.2, EWB00_006308.3, EWB00_006308.4
OG0000697	SBOV2_27560.1, SBOV2_27560.2	EWB00_003926
OG0000698	SBOV2_17510.1, SBOV2_17510.2, SBOV2_17510.3	EWB00_006456
OG0000699	SBOV2_34630.1	EWB00_002135.2, EWB00_002135.1, EWB00_002135.3
OG0000699	SBOV2_45230.1, SBOV2_45230.2	EWB00_000170
OG0000700	SBOV2_39350.1	EWB00_006970
OG0000700	SBOV2_23480.1	EWB00_002860
OG0000700	SBOV2_23490.1, SBOV2_23500.1	EWB00_002862
OG0000701	SBOV2_60420.3, SBOV2_60420.4, SBOV2_60420.5, SBOV2_60420.6, SBOV2_60420.1, SBOV2_60420.2	EWB00_011329.2, EWB00_011329.1, EWB00_011329.4, EWB00_011329.3
OG0000702	SBOV2_86100.1	EWB00_008044.2, EWB00_008044.1, EWB00_008044.3
OG0000703	SBOV2_140.1	EWB00_010218
OG0000704	SBOV2_47670.2, SBOV2_47670.1, SBOV2_47670.3, SBOV2_47670.4, SBOV2_47670.5	EWB00_010719.1, EWB00_010719.3, EWB00_010719.2, EWB00_010719.4, EWB00_010719.6, EWB00_010719.5
OG0000705	SBOV2_6060.7, SBOV2_6060.8, SBOV2_6060.9, SBOV2_6060.6, SBOV2_6060.3, SBOV2_6060.4, SBOV2_6060.1, SBOV2_6060.2, SBOV2_6060.5	EWB00_008978
OG0000706	SBOV2_42570.1	EWB00_001799.2, EWB00_001799.1, EWB00_001799.3
OG0000706	SBOV2_53210.1	EWB00_006800.1, EWB00_006800.3, EWB00_006800.2
OG0000707	SBOV2_93230.11, SBOV2_93230.3, SBOV2_93230.4, SBOV2_93230.1, SBOV2_93230.10, SBOV2_93230.2, SBOV2_93230.5, SBOV2_93230.6, SBOV2_93230.9, SBOV2_93230.12, SBOV2_93230.8, SBOV2_93230.7	EWB00_003028.1, EWB00_003028.4, EWB00_003028.3, EWB00_003028.2
OG0000708	SBOV2_30430.3, SBOV2_30430.4, SBOV2_30430.5, SBOV2_30430.1, SBOV2_30430.2	EWB00_001278
OG0000709	SBOV2_42880.1	EWB00_009252.1, EWB00_009252.3, EWB00_009252.2
OG0000710	SBOV2_7410.1, SBOV2_7400.1	EWB00_008709.4, EWB00_008709.5, EWB00_008709.2, EWB00_008709.1, EWB00_008709.3
OG0000711	SBOV2_73570.10, SBOV2_73570.11, SBOV2_73570.2, SBOV2_73570.1, SBOV2_73570.7, SBOV2_73570.3, SBOV2_73570.4, SBOV2_73570.9, SBOV2_73570.8, SBOV2_73570.5, SBOV2_73570.6	EWB00_008229.1, EWB00_008229.2
OG0000712	SBOV2_52860.1	EWB00_010618
OG0000713	SBOV2_71030.1, SBOV2_71030.2, SBOV2_71030.4, SBOV2_71030.3	EWB00_007358
OG0000714	SBOV2_45550.1, SBOV2_45550.2, SBOV2_45550.3	EWB00_004030.2, EWB00_004030.1, EWB00_004030.3
OG0000715	SBOV2_40230.1, SBOV2_40230.2, SBOV2_40230.3, SBOV2_40230.5, SBOV2_40230.4	EWB00_001149.4, EWB00_001149.1, EWB00_001149.2, EWB00_001149.3
OG0000716	SBOV2_11540.1	EWB00_008444
OG0000717	SBOV2_58590.1, SBOV2_58590.2, SBOV2_58590.4, SBOV2_58590.3, SBOV2_58590.5	EWB00_011258.1, EWB00_011258.2
OG0000718	SBOV2_73840.5, SBOV2_73840.1, SBOV2_73840.2, SBOV2_73840.4, SBOV2_73840.3	EWB00_008239.3, EWB00_008239.1, EWB00_008239.2
OG0000719	SBOV2_50460.1, SBOV2_50460.2, SBOV2_50460.3, SBOV2_50460.4, SBOV2_50460.5, SBOV2_50460.6	EWB00_002222
OG0000720	SBOV2_75950.2, SBOV2_75950.3, SBOV2_75950.5, SBOV2_75950.6, SBOV2_75950.7, SBOV2_75950.1, SBOV2_75950.4	EWB00_003891
OG0000721	SBOV2_45090.1, SBOV2_45090.2, SBOV2_45090.4, SBOV2_45090.3, SBOV2_45090.5, SBOV2_45090.6	EWB00_003628.1, EWB00_003628.2
OG0000722	SBOV2_5300.3, SBOV2_5300.2, SBOV2_5300.1, SBOV2_5300.4	EWB00_006294
OG0000723	SBOV2_75690.1	EWB00_011015.2, EWB00_011015.3, EWB00_011015.5, EWB00_011015.1, EWB00_011015.4, EWB00_011015.6
OG0000724	SBOV2_26040.1	EWB00_008763
OG0000725	SBOV2_76020.6, SBOV2_76020.4, SBOV2_76020.5, SBOV2_76020.1, SBOV2_76020.3, SBOV2_76020.2	EWB00_009002.1, EWB00_009002.2
OG0000726	SBOV2_37790.2, SBOV2_37790.1	EWB00_006031.2, EWB00_006031.1, EWB00_006031.3
OG0000726	SBOV2_37780.1, SBOV2_37780.2	EWB00_006030
OG0000727	SBOV2_29020.1, SBOV2_29020.2, SBOV2_29020.3, SBOV2_29020.4, SBOV2_29020.5	EWB00_009537.1, EWB00_009537.2
OG0000728	SBOV2_47800.2, SBOV2_47800.3, SBOV2_47800.1	EWB00_010704
OG0000729	SBOV2_8680.2, SBOV2_8680.4, SBOV2_8680.1, SBOV2_8680.3, SBOV2_8680.5, SBOV2_8680.6	EWB00_003072
OG0000730	SBOV2_59650.1	EWB00_007961.2, EWB00_007961.1, EWB00_007961.3
OG0000731	SBOV2_75320.1	EWB00_010974.1, EWB00_010974.2
OG0000733	SBOV2_2920.2, SBOV2_2920.1, SBOV2_2920.3, SBOV2_2920.7, SBOV2_2920.5, SBOV2_2920.4, SBOV2_2920.6, SBOV2_2920.8	EWB00_007581.1, EWB00_007581.2
OG0000736	SBOV2_77150.4, SBOV2_77150.5, SBOV2_77150.2, SBOV2_77150.3, SBOV2_77150.1	EWB00_007389
OG0000737	SBOV2_9650.5, SBOV2_9650.3, SBOV2_9650.8, SBOV2_9650.6, SBOV2_9650.10, SBOV2_9650.2, SBOV2_9650.1, SBOV2_9650.9, SBOV2_9650.7, SBOV2_9650.4	EWB00_000803.1, EWB00_000803.2
OG0000738	SBOV2_69160.1, SBOV2_69280.1	EWB00_001605
OG0000739	SBOV2_56400.1	EWB00_005150.4, EWB00_005150.1, EWB00_005150.2, EWB00_005150.3
OG0000740	SBOV2_8270.1	EWB00_010848
OG0000741	SBOV2_83520.3, SBOV2_83520.6, SBOV2_83520.1, SBOV2_83520.2, SBOV2_83520.4, SBOV2_83520.5	EWB00_007304.1, EWB00_007304.2
OG0000743	SBOV2_22020.1, SBOV2_22020.2	EWB00_005764.1, EWB00_005764.2
OG0000744	SBOV2_3630.1	EWB00_000869.3, EWB00_000869.2, EWB00_000869.1
OG0000745	SBOV2_29640.3, SBOV2_29640.6, SBOV2_29640.7, SBOV2_29640.4, SBOV2_29640.5, SBOV2_29640.9, SBOV2_29640.10, SBOV2_29640.8, SBOV2_29640.1, SBOV2_29640.2	EWB00_003153
OG0000746	SBOV2_60290.1	EWB00_011315.5
OG0000748	SBOV2_69690.1	EWB00_003887.1, EWB00_003887.3, EWB00_003887.4, EWB00_003887.5, EWB00_003887.6, EWB00_003887.2
OG0000749	SBOV2_69050.3, SBOV2_69050.2, SBOV2_69050.4, SBOV2_69050.6, SBOV2_69050.7, SBOV2_69050.8, SBOV2_69050.1, SBOV2_69050.5, SBOV2_69050.9	EWB00_009166
OG0000750	SBOV2_73460.1, SBOV2_73460.2	EWB00_011039
OG0000751	SBOV2_5430.1	EWB00_006311
OG0000751	SBOV2_2620.1	EWB00_004239
OG0000752	SBOV2_91860.1	EWB00_007429.1, EWB00_007429.2
OG0000752	SBOV2_91810.1	EWB00_007419
OG0000753	SBOV2_82040.2, SBOV2_82040.1, SBOV2_82040.3, SBOV2_82040.4, SBOV2_82040.5	EWB00_007023.1, EWB00_007023.2
OG0000754	SBOV2_49680.3, SBOV2_49680.1, SBOV2_49680.2, SBOV2_49680.4	EWB00_004424.1, EWB00_004424.2, EWB00_004424.3, EWB00_004424.5, EWB00_004424.4
OG0000755	SBOV2_74590.1, SBOV2_74590.2, SBOV2_74590.5, SBOV2_74590.6, SBOV2_74590.3, SBOV2_74590.4, SBOV2_74590.7	EWB00_010556
OG0000756	SBOV2_28760.5, SBOV2_28760.6, SBOV2_28760.9, SBOV2_28760.2, SBOV2_28760.7, SBOV2_28760.3, SBOV2_28760.8, SBOV2_28760.1, SBOV2_28760.4	EWB00_006212.1, EWB00_006212.2, EWB00_006212.3
OG0000757	SBOV2_53000.2, SBOV2_53000.1, SBOV2_53000.3, SBOV2_53000.4	EWB00_010635
OG0000758	SBOV2_8710.2	EWB00_003069.2
OG0000759	SBOV2_52610.4, SBOV2_52610.1, SBOV2_52610.2, SBOV2_52610.5, SBOV2_52610.3	EWB00_010667
OG0000760	SBOV2_77850.1	EWB00_001260
OG0000761	SBOV2_51890.1	EWB00_006472.3, EWB00_006472.1, EWB00_006472.2, EWB00_006472.4
OG0000762	SBOV2_81110.1, SBOV2_81110.2, SBOV2_81110.3	EWB00_004406.1, EWB00_004406.2
OG0000762	SBOV2_86520.1	EWB00_007520.1, EWB00_007520.2, EWB00_007520.3
OG0000763	SBOV2_19110.9, SBOV2_19110.1, SBOV2_19110.2, SBOV2_19110.3, SBOV2_19110.4, SBOV2_19110.5, SBOV2_19110.6, SBOV2_19110.7, SBOV2_19110.8, SBOV2_19110.10	EWB00_010343.3, EWB00_010343.1, EWB00_010343.2
OG0000764	SBOV2_8840.5, SBOV2_8840.3, SBOV2_8840.1, SBOV2_8840.2, SBOV2_8840.4	EWB00_003057
OG0000765	SBOV2_52630.1, SBOV2_52630.2	EWB00_010665.1, EWB00_010665.3, EWB00_010665.2
OG0000765	SBOV2_52620.1	EWB00_010666
OG0000766	SBOV2_62680.1	EWB00_007134, EWB00_007139.1, EWB00_007139.2
OG0000767	SBOV2_64830.1, SBOV2_64830.5, SBOV2_64830.3, SBOV2_64830.2, SBOV2_64830.4	EWB00_010512.1, EWB00_010512.2
OG0000768	SBOV2_27790.1	EWB00_003947.5, EWB00_003947.2, EWB00_003947.4, EWB00_003947.6, EWB00_003947.3, EWB00_003947.1, EWB00_003947.7
OG0000769	SBOV2_2190.1, SBOV2_2190.2	EWB00_004642
OG0000770	SBOV2_17370.1, SBOV2_17370.3, SBOV2_17370.4, SBOV2_17370.5, SBOV2_17370.7, SBOV2_17370.2, SBOV2_17370.6, SBOV2_17370.8	EWB00_000605.3, EWB00_000605.1, EWB00_000605.2
OG0000771	SBOV2_79000.1, SBOV2_79020.1, SBOV2_79030.1, SBOV2_79040.1, SBOV2_79040.2	EWB00_010596.1, EWB00_010596.2
OG0000772	SBOV2_16280.3, SBOV2_16280.1, SBOV2_16280.2	EWB00_007638
OG0000773	SBOV2_25260.1, SBOV2_25260.2	EWB00_000303.1, EWB00_000303.2
OG0000774	SBOV2_46510.1	EWB00_008560.1, EWB00_008560.2
OG0000775	SBOV2_53860.1, SBOV2_53860.3, SBOV2_53860.2, SBOV2_53860.4	EWB00_006506
OG0000776	SBOV2_45110.1	EWB00_003632.1, EWB00_003632.2, EWB00_003632.3
OG0000776	SBOV2_56010.1, SBOV2_56010.2	EWB00_005129.1, EWB00_005129.2, EWB00_005129.3, EWB00_005129.4, EWB00_005131
OG0000777	SBOV2_53340.3, SBOV2_53340.1, SBOV2_53340.2	EWB00_006815, EWB00_006816
OG0000778	SBOV2_22410.1, SBOV2_22400.4, SBOV2_22400.5	EWB00_007548.1, EWB00_007548.2, EWB00_007549
OG0000779	SBOV2_3730.2, SBOV2_3730.4, SBOV2_3730.3, SBOV2_3730.5, SBOV2_3730.1	EWB00_009077
OG0000780	SBOV2_14600.1, SBOV2_14600.2, SBOV2_14600.3, SBOV2_14600.4, SBOV2_14600.5	EWB00_002317
OG0000781	SBOV2_11000.1	EWB00_009388
OG0000781	SBOV2_440.1, SBOV2_440.2	EWB00_003590
OG0000782	SBOV2_35970.1	EWB00_010893
OG0000783	SBOV2_54900.6, SBOV2_54900.5, SBOV2_54900.1, SBOV2_54900.3, SBOV2_54900.2, SBOV2_54900.4	EWB00_008411.1, EWB00_008411.4, EWB00_008411.2, EWB00_008411.3
OG0000784	SBOV2_36050.1, SBOV2_36050.3, SBOV2_36050.2, SBOV2_36050.4	EWB00_002586.1, EWB00_002586.2
OG0000785	SBOV2_58450.1, SBOV2_58450.2, SBOV2_58450.3	EWB00_011250, EWB00_011248
OG0000786	SBOV2_27080.2, SBOV2_27080.4, SBOV2_27080.1, SBOV2_27080.3, SBOV2_27080.5	EWB00_007803.1, EWB00_007803.2
OG0000787	SBOV2_91650.1, SBOV2_91650.2	EWB00_002246, EWB00_005725, EWB00_002247.1, EWB00_002247.2, EWB00_002247.3
OG0000787	SBOV2_59150.1	EWB00_003865
OG0000789	SBOV2_25050.1, SBOV2_25050.4, SBOV2_25050.3, SBOV2_25050.2, SBOV2_25060.1	EWB00_000270
OG0000789	SBOV2_25040.1, SBOV2_25040.2	EWB00_000269
OG0000790	SBOV2_28430.2, SBOV2_28430.3, SBOV2_28430.1	EWB00_006178.2, EWB00_006178.1, EWB00_006178.3
OG0000791	SBOV2_41930.1, SBOV2_41930.2	EWB00_006403
OG0000792	SBOV2_5630.1	EWB00_006328.2, EWB00_006328.1, EWB00_006328.4, EWB00_006328.3
OG0000793	SBOV2_33450.3, SBOV2_33450.4, SBOV2_33450.2, SBOV2_33450.1	EWB00_003428.1, EWB00_003428.2, EWB00_003428.3
OG0000794	SBOV2_9860.5, SBOV2_9860.7, SBOV2_9860.4, SBOV2_9860.1, SBOV2_9860.3, SBOV2_9860.6, SBOV2_9860.2	EWB00_000465
OG0000795	SBOV2_94290.2, SBOV2_94290.4, SBOV2_94290.5, SBOV2_94290.1, SBOV2_94290.3, SBOV2_94290.6	EWB00_005844
OG0000796	SBOV2_15370.1, SBOV2_15380.1, SBOV2_15350.1	EWB00_010273
OG0000796	SBOV2_15410.1	EWB00_010277
OG0000796	SBOV2_15360.1	EWB00_010274
OG0000797	SBOV2_19410.3, SBOV2_19410.1, SBOV2_19410.2	EWB00_010326.1, EWB00_010326.2
OG0000798	SBOV2_1330.1, SBOV2_1330.2, SBOV2_1330.4, SBOV2_1330.3	EWB00_010249.3, EWB00_010249.2, EWB00_010249.1
OG0000799	SBOV2_66410.4, SBOV2_66410.1, SBOV2_66410.2, SBOV2_66410.3	EWB00_009828
OG0000800	SBOV2_9790.10, SBOV2_9790.11, SBOV2_9790.13, SBOV2_9790.14, SBOV2_9790.2, SBOV2_9790.8, SBOV2_9790.7, SBOV2_9790.6, SBOV2_9790.3, SBOV2_9790.1, SBOV2_9790.12, SBOV2_9790.5, SBOV2_9790.9, SBOV2_9790.4	EWB00_009622.1, EWB00_009622.2
OG0000801	SBOV2_15270.1, SBOV2_15270.2, SBOV2_15270.3, SBOV2_15270.4	EWB00_004124.2, EWB00_004124.1, EWB00_004124.3
OG0000802	SBOV2_72520.1	EWB00_004540.1, EWB00_004540.3, EWB00_004540.4, EWB00_004540.2, EWB00_004540.5, EWB00_004540.6
OG0000802	SBOV2_58070.1	EWB00_010034.3, EWB00_010034.1, EWB00_010034.2
OG0000803	SBOV2_78220.1, SBOV2_78220.2, SBOV2_78220.4, SBOV2_78220.3	EWB00_008177
OG0000804	SBOV2_26530.2, SBOV2_26530.1, SBOV2_26530.3	EWB00_007663.1, EWB00_007663.2
OG0000805	SBOV2_31270.2, SBOV2_31270.4, SBOV2_31270.3, SBOV2_31270.5, SBOV2_31270.1, SBOV2_31270.6	EWB00_004312
OG0000806	SBOV2_72880.3, SBOV2_72880.2, SBOV2_72880.4, SBOV2_72880.1	EWB00_003447.1, EWB00_003447.2, EWB00_003447.3
