Orthogroup	schistosoma_bovis	schmidtea_mediterranea
OG0000779	SBOV2_3730.2, SBOV2_3730.4, SBOV2_3730.3, SBOV2_3730.5, SBOV2_3730.1	h1SMcT0013585.1, h1SMcT0013585.4, h1SMcT0013585.3, h1SMcT0013585.2, h1SMcT0013585.5, h1SMcT0006377.4, h1SMcT0006377.3, h1SMcT0006377.1, h1SMcT0006377.2, h1SMcT0010855.1, h1SMcT0010855.2
OG0000780	SBOV2_14600.1, SBOV2_14600.2, SBOV2_14600.3, SBOV2_14600.4, SBOV2_14600.5	h1SMcT0021164.1, h1SMcT0021164.2, h1SMcT0021164.5, h1SMcT0021164.3, h1SMcT0021164.4
OG0000781	SBOV2_11000.1	h1SMcT0022513.1, h1SMcT0022513.2, h1SMcT0022513.3
OG0000781	SBOV2_440.1, SBOV2_440.2	h1SMcT0007825.1, h1SMcT0007825.2, h1SMcT0007825.3, h1SMcT0007825.4, h1SMcT0007825.5, h1SMcT0002376.1, h1SMcT0021957.1, h1SMcT0005745.1, h1SMcT0005745.2
OG0000782	SBOV2_35970.1	h1SMcT0016917.1, h1SMcT0016917.3, h1SMcT0016917.4, h1SMcT0016917.7, h1SMcT0016917.5, h1SMcT0016917.2
OG0000783	SBOV2_54900.6, SBOV2_54900.5, SBOV2_54900.1, SBOV2_54900.3, SBOV2_54900.2, SBOV2_54900.4	h1SMcT0001660.1, h1SMcT0001660.2
OG0000784	SBOV2_36050.1, SBOV2_36050.3, SBOV2_36050.2, SBOV2_36050.4	h1SMcT0005749.1, h1SMcT0005749.2
OG0000786	SBOV2_27080.2, SBOV2_27080.4, SBOV2_27080.1, SBOV2_27080.3, SBOV2_27080.5	h1SMcT0005490.2, h1SMcT0005490.3, h1SMcT0005490.1, h1SMcT0005490.4
OG0000787	SBOV2_91650.1, SBOV2_91650.2, SBOV2_59150.1	h1SMcT0014586.1, h1SMcT0010263.1, h1SMcT0010263.2
OG0000788	SBOV2_13250.1, SBOV2_13250.2	h1SMcT0001702.1
OG0000790	SBOV2_28430.2, SBOV2_28430.3, SBOV2_28430.1	h1SMcT0008456.1, h1SMcT0008456.2
OG0000792	SBOV2_5630.1	h1SMcT0018319.1, h1SMcT0016624.1, h1SMcT0016624.2, h1SMcT0006125.1, h1SMcT0014628.1
OG0000793	SBOV2_33450.3, SBOV2_33450.4, SBOV2_33450.2, SBOV2_33450.1	h1SMcT0020639.1, h1SMcT0020639.3, h1SMcT0020639.5, h1SMcT0020639.4
OG0000794	SBOV2_9860.5, SBOV2_9860.7, SBOV2_9860.4, SBOV2_9860.1, SBOV2_9860.3, SBOV2_9860.6, SBOV2_9860.2	h1SMcT0007112.1
OG0000795	SBOV2_94290.2, SBOV2_94290.4, SBOV2_94290.5, SBOV2_94290.1, SBOV2_94290.3, SBOV2_94290.6	h1SMcT0016007.1, h1SMcT0016007.2
OG0000797	SBOV2_19410.3, SBOV2_19410.1, SBOV2_19410.2	h1SMcT0015604.1, h1SMcT0015604.2
OG0000798	SBOV2_1330.1, SBOV2_1330.2, SBOV2_1330.4, SBOV2_1330.3	h1SMcT0021362.1, h1SMcT0021362.4, h1SMcT0021362.3, h1SMcT0021362.2
OG0000800	SBOV2_9790.10, SBOV2_9790.11, SBOV2_9790.13, SBOV2_9790.14, SBOV2_9790.2, SBOV2_9790.8, SBOV2_9790.7, SBOV2_9790.6, SBOV2_9790.3, SBOV2_9790.1, SBOV2_9790.12, SBOV2_9790.5, SBOV2_9790.9, SBOV2_9790.4	h1SMcT0012033.2, h1SMcT0013420.1
OG0000801	SBOV2_15270.1, SBOV2_15270.2, SBOV2_15270.3, SBOV2_15270.4	h1SMcT0003229.1, h1SMcT0014918.1
OG0000802	SBOV2_72520.1	h1SMcT0021221.1, h1SMcT0021221.2
OG0000802	SBOV2_58070.1	h1SMcT0009969.1, h1SMcT0009969.2, h1SMcT0019836.1, h1SMcT0019836.4, h1SMcT0019836.6, h1SMcT0019836.5, h1SMcT0019836.3, h1SMcT0019836.2
OG0000803	SBOV2_78220.1, SBOV2_78220.2, SBOV2_78220.4, SBOV2_78220.3	h1SMcT0006070.1, h1SMcT0016640.1, h1SMcT0016640.3, h1SMcT0016640.2, h1SMcT0016640.4
OG0000804	SBOV2_26530.2, SBOV2_26530.1, SBOV2_26530.3	h1SMcT0006574.1
OG0000805	SBOV2_31270.2, SBOV2_31270.4, SBOV2_31270.3, SBOV2_31270.5, SBOV2_31270.1, SBOV2_31270.6	h1SMcT0000629.2, h1SMcT0000629.1, h1SMcT0000629.3, h1SMcT0004055.1, h1SMcT0004055.2
OG0000806	SBOV2_72880.3, SBOV2_72880.2, SBOV2_72880.4, SBOV2_72880.1	h1SMcT0013921.2
OG0000807	SBOV2_9580.1, SBOV2_9580.2, SBOV2_9580.3	h1SMcT0018301.1, h1SMcT0018301.2
OG0000808	SBOV2_92460.1, SBOV2_92470.1	h1SMcT0012563.1, h1SMcT0012563.2, h1SMcT0012563.3, h1SMcT0012563.4
OG0000809	SBOV2_89960.2, SBOV2_89960.4, SBOV2_89960.1, SBOV2_89960.3, SBOV2_89960.5	h1SMcT0009960.1, h1SMcT0009960.2, h1SMcT0009960.3
OG0000810	SBOV2_24570.5, SBOV2_24570.6, SBOV2_24570.7, SBOV2_24570.11, SBOV2_24570.2, SBOV2_24570.1, SBOV2_24570.10, SBOV2_24570.9, SBOV2_24570.13, SBOV2_24570.3, SBOV2_24570.8, SBOV2_24570.12, SBOV2_24570.4	h1SMcT0003091.1
OG0000811	SBOV2_10800.1, SBOV2_10800.2, SBOV2_10800.3	h1SMcT0010199.1
OG0000812	SBOV2_11880.1, SBOV2_11880.2, SBOV2_11880.3, SBOV2_11880.4, SBOV2_11880.5	h1SMcT0004071.1
OG0000813	SBOV2_85650.3, SBOV2_85650.8, SBOV2_85650.4, SBOV2_85650.1, SBOV2_85650.2, SBOV2_85650.6, SBOV2_85650.7, SBOV2_85650.5	h1SMcT0006829.3
OG0000814	SBOV2_63010.1, SBOV2_63000.1, SBOV2_63030.1	h1SMcT0021195.1
OG0000815	SBOV2_59130.1, SBOV2_59130.2	h1SMcT0019063.1, h1SMcT0019063.2, h1SMcT0019063.3
OG0000816	SBOV2_83100.1, SBOV2_83100.2, SBOV2_83100.5, SBOV2_83100.3, SBOV2_83100.4	h1SMcT0020527.1, h1SMcT0020527.2
OG0000818	SBOV2_11240.1, SBOV2_11240.3, SBOV2_11240.2	h1SMcT0018089.1, h1SMcT0018089.4, h1SMcT0018089.2, h1SMcT0018089.3
OG0000819	SBOV2_64970.1, SBOV2_64970.2, SBOV2_64970.3	h1SMcT0007829.1, h1SMcT0007829.2, h1SMcT0007826.3, h1SMcT0007826.1, h1SMcT0007826.2
OG0000821	SBOV2_48510.2, SBOV2_48510.3, SBOV2_48510.4, SBOV2_48510.5, SBOV2_48510.7, SBOV2_48510.1, SBOV2_48510.6	h1SMcT0017236.1
OG0000823	SBOV2_52240.1	h1SMcT0009958.1, h1SMcT0009958.2, h1SMcT0009958.3
OG0000823	SBOV2_91700.1, SBOV2_91690.1	h1SMcT0005546.1, h1SMcT0005547.1
OG0000824	SBOV2_3140.1, SBOV2_3140.2, SBOV2_3140.3	h1SMcT0021534.1, h1SMcT0019872.1, h1SMcT0019872.2, h1SMcT0001657.1, h1SMcT0001657.2
OG0000825	SBOV2_76150.1, SBOV2_76150.2, SBOV2_76130.1, SBOV2_76120.1	h1SMcT0010927.1
OG0000826	SBOV2_50280.1	h1SMcT0019928.1
OG0000827	SBOV2_74500.1	h1SMcT0015163.1
OG0000827	SBOV2_74490.1, SBOV2_74490.2, SBOV2_74490.3, SBOV2_74490.4	h1SMcT0022556.1, h1SMcT0022556.2
OG0000828	SBOV2_89740.1, SBOV2_89750.1	h1SMcT0001350.1, h1SMcT0001350.3, h1SMcT0001350.2, h1SMcT0021319.1, h1SMcT0021317.1, h1SMcT0021317.2, h1SMcT0021317.3, h1SMcT0011631.1, h1SMcT0011608.1, h1SMcT0011624.1, h1SMcT0011620.1, h1SMcT0011630.1, h1SMcT0011612.1, h1SMcT0011623.1, h1SMcT0011613.1, h1SMcT0011618.1, h1SMcT0011619.1, h1SMcT0011621.1, h1SMcT0011625.1, h1SMcT0011626.1
OG0000830	SBOV2_48290.1	h1SMcT0009891.1, h1SMcT0018192.1, h1SMcT0018192.2
OG0000831	SBOV2_41650.2, SBOV2_41650.4, SBOV2_41650.5, SBOV2_41650.3, SBOV2_41650.1	h1SMcT0015193.1, h1SMcT0015193.2
OG0000832	SBOV2_59930.1	h1SMcT0018143.1, h1SMcT0018145.3, h1SMcT0018145.1, h1SMcT0018145.2
OG0000833	SBOV2_34370.1	h1SMcT0001820.1, h1SMcT0001820.2
OG0000834	SBOV2_48130.2, SBOV2_48130.4, SBOV2_48130.6, SBOV2_48130.3, SBOV2_48130.5, SBOV2_48130.1	h1SMcT0022269.1
OG0000835	SBOV2_29630.12, SBOV2_29630.11, SBOV2_29630.9, SBOV2_29630.1, SBOV2_29630.2, SBOV2_29630.3, SBOV2_29630.4, SBOV2_29630.5, SBOV2_29630.6, SBOV2_29630.7, SBOV2_29630.8, SBOV2_29630.10, SBOV2_29630.13, SBOV2_29630.14	h1SMcT0010046.1, h1SMcT0010046.2
OG0000836	SBOV2_30300.3, SBOV2_30300.1, SBOV2_30300.4, SBOV2_30300.2, SBOV2_30300.6, SBOV2_30300.5	h1SMcT0014195.1, h1SMcT0015379.2, h1SMcT0017356.1, h1SMcT0017356.2
OG0000837	SBOV2_35300.7, SBOV2_35300.1, SBOV2_35300.2, SBOV2_35300.3, SBOV2_35300.4, SBOV2_35300.5, SBOV2_35300.6, SBOV2_35300.8	h1SMcT0016959.1
OG0000838	SBOV2_28640.2, SBOV2_28640.1, SBOV2_28640.3, SBOV2_28650.1	h1SMcT0020983.1, h1SMcT0010597.3, h1SMcT0012064.2, h1SMcT0012064.1, h1SMcT0012064.17
OG0000839	SBOV2_29220.2, SBOV2_29220.1, SBOV2_29220.3	h1SMcT0013664.2, h1SMcT0013664.1, h1SMcT0013664.7, h1SMcT0013664.4, h1SMcT0013664.3, h1SMcT0013664.5, h1SMcT0013664.6
OG0000840	SBOV2_69760.1	h1SMcT0013836.3, h1SMcT0013836.1, h1SMcT0013836.2
OG0000841	SBOV2_19790.1, SBOV2_19790.6, SBOV2_19790.8, SBOV2_19790.5, SBOV2_19790.9, SBOV2_19790.3, SBOV2_19790.2, SBOV2_19790.4, SBOV2_19790.7	h1SMcT0003475.1
OG0000842	SBOV2_66600.1, SBOV2_66600.2	h1SMcT0011841.4, h1SMcT0011841.1, h1SMcT0011841.2, h1SMcT0011841.5, h1SMcT0011841.3
OG0000843	SBOV2_81510.1, SBOV2_81510.2, SBOV2_81510.3, SBOV2_81510.5, SBOV2_81510.6, SBOV2_81510.7, SBOV2_81510.8, SBOV2_81510.4	h1SMcT0003292.3, h1SMcT0003292.6, h1SMcT0003292.5, h1SMcT0003292.4, h1SMcT0003292.2, h1SMcT0003292.1
OG0000844	SBOV2_5230.1, SBOV2_5230.2, SBOV2_5230.3, SBOV2_5230.4, SBOV2_5230.5	h1SMcT0006102.1, h1SMcT0006102.2, h1SMcT0006102.3, h1SMcT0006102.4
OG0000845	SBOV2_88310.1, SBOV2_88310.2, SBOV2_88310.3, SBOV2_88310.4	h1SMcT0009034.1
OG0000846	SBOV2_16350.1, SBOV2_16360.1	h1SMcT0005561.1
OG0000847	SBOV2_1260.5, SBOV2_1260.3, SBOV2_1260.1, SBOV2_1260.2, SBOV2_1260.7, SBOV2_1260.8, SBOV2_1260.4, SBOV2_1260.6	h1SMcT0015404.1, h1SMcT0017264.1
OG0000848	SBOV2_32860.4, SBOV2_32860.6, SBOV2_32860.7, SBOV2_32860.2, SBOV2_32860.3, SBOV2_32860.5, SBOV2_32860.1	h1SMcT0011564.1
OG0000849	SBOV2_28600.1, SBOV2_28600.2	h1SMcT0004291.2, h1SMcT0004291.3, h1SMcT0004291.1
OG0000850	SBOV2_40260.1	h1SMcT0000657.1
OG0000851	SBOV2_89970.1	h1SMcT0020207.3, h1SMcT0020207.1, h1SMcT0020207.2
OG0000853	SBOV2_82000.1	h1SMcT0007873.1, h1SMcT0007873.2, h1SMcT0018242.1, h1SMcT0018242.2, h1SMcT0018232.1, h1SMcT0018232.2, h1SMcT0018232.3, h1SMcT0018232.4
OG0000854	SBOV2_30290.2, SBOV2_30290.1, SBOV2_30290.3	h1SMcT0020539.2, h1SMcT0020539.3
OG0000856	SBOV2_3050.1	h1SMcT0003963.1, h1SMcT0003963.2, h1SMcT0003963.3
OG0000857	SBOV2_4230.1	h1SMcT0009908.1, h1SMcT0012127.1, h1SMcT0012127.3, h1SMcT0012127.2
OG0000858	SBOV2_4580.7, SBOV2_4580.6, SBOV2_4580.3, SBOV2_4580.1, SBOV2_4580.5, SBOV2_4580.4, SBOV2_4580.2	h1SMcT0006257.1
OG0000859	SBOV2_48900.1, SBOV2_48900.2	h1SMcT0010529.1, h1SMcT0012292.1
OG0000860	SBOV2_59440.1, SBOV2_62000.2, SBOV2_62000.3, SBOV2_62000.1, SBOV2_62000.4, SBOV2_62000.5	h1SMcT0011028.1, h1SMcT0011028.2, h1SMcT0011028.3
OG0000861	SBOV2_11510.9, SBOV2_11510.8, SBOV2_11510.2, SBOV2_11510.1, SBOV2_11510.4, SBOV2_11510.7, SBOV2_11510.3, SBOV2_11510.5, SBOV2_11510.6	h1SMcT0018409.1
OG0000862	SBOV2_37630.3, SBOV2_37630.4, SBOV2_37630.6, SBOV2_37630.1, SBOV2_37630.7, SBOV2_37630.2, SBOV2_37630.5	h1SMcT0016664.1, h1SMcT0016664.2
OG0000863	SBOV2_8060.1, SBOV2_8070.4, SBOV2_8070.1, SBOV2_8070.3, SBOV2_8070.5, SBOV2_8070.2, SBOV2_8080.1	h1SMcT0002951.1, h1SMcT0015621.1
OG0000864	SBOV2_27470.4, SBOV2_27470.2, SBOV2_27470.1, SBOV2_27470.3, SBOV2_27470.5	h1SMcT0000106.2, h1SMcT0000106.1, h1SMcT0000106.3
OG0000866	SBOV2_770.1, SBOV2_770.2	h1SMcT0006850.1, h1SMcT0006850.2
OG0000869	SBOV2_88830.1, SBOV2_88830.2, SBOV2_88830.3, SBOV2_88830.5, SBOV2_88830.4	h1SMcT0010496.5, h1SMcT0010496.2, h1SMcT0010496.3, h1SMcT0010496.1, h1SMcT0010496.4
OG0000870	SBOV2_1000.1, SBOV2_1000.2, SBOV2_1000.3, SBOV2_1000.4, SBOV2_1000.5	h1SMcT0007343.1, h1SMcT0007343.2, h1SMcT0001585.1, h1SMcT0001585.2
OG0000872	SBOV2_4090.8, SBOV2_4090.2, SBOV2_4090.1, SBOV2_4090.3, SBOV2_4090.4, SBOV2_4090.5, SBOV2_4090.6, SBOV2_4090.7	h1SMcT0002307.1, h1SMcT0002307.2, h1SMcT0002307.3
OG0000873	SBOV2_85590.3, SBOV2_85590.1, SBOV2_85590.2, SBOV2_85590.4, SBOV2_85590.5	h1SMcT0007175.1, h1SMcT0007175.2, h1SMcT0022268.1
OG0000874	SBOV2_42260.1	h1SMcT0000520.1
OG0000875	SBOV2_61920.2, SBOV2_61920.3, SBOV2_61920.1, SBOV2_61920.5, SBOV2_61920.6, SBOV2_61920.4, SBOV2_61920.7	h1SMcT0023098.1
OG0000876	SBOV2_23280.1, SBOV2_23300.6, SBOV2_23300.5, SBOV2_23300.2, SBOV2_23300.3, SBOV2_23310.1, SBOV2_23300.1, SBOV2_23300.4	h1SMcT0011017.1
OG0000877	SBOV2_8160.3, SBOV2_8160.1, SBOV2_8160.2	h1SMcT0011149.1
OG0000880	SBOV2_78700.3, SBOV2_78700.11, SBOV2_78700.7, SBOV2_78700.9, SBOV2_78700.10, SBOV2_78700.2, SBOV2_78700.8, SBOV2_78700.1, SBOV2_78700.6, SBOV2_78700.4, SBOV2_78700.5	h1SMcT0011930.1, h1SMcT0011930.2, h1SMcT0011930.3
OG0000881	SBOV2_4600.1	h1SMcT0016867.3, h1SMcT0016867.1, h1SMcT0016867.2, h1SMcT0010177.1, h1SMcT0010177.4, h1SMcT0010177.5, h1SMcT0010177.2
OG0000881	SBOV2_89820.1	h1SMcT0015068.1, h1SMcT0015068.2, h1SMcT0000551.1
OG0000882	SBOV2_21540.1	h1SMcT0019949.1
OG0000882	SBOV2_27680.1	h1SMcT0013142.1, h1SMcT0015243.1
OG0000883	SBOV2_27690.1	h1SMcT0017921.2, h1SMcT0017921.4, h1SMcT0017921.1, h1SMcT0017921.3, h1SMcT0017921.5
OG0000884	SBOV2_28380.10, SBOV2_28380.8, SBOV2_28380.9, SBOV2_28380.1, SBOV2_28380.3, SBOV2_28380.2, SBOV2_28380.5, SBOV2_28380.6, SBOV2_28380.7, SBOV2_28380.4	h1SMcT0006597.1, h1SMcT0022922.1
OG0000887	SBOV2_19090.1, SBOV2_19090.3, SBOV2_19090.6, SBOV2_19090.2, SBOV2_19090.5, SBOV2_19090.7, SBOV2_19090.8, SBOV2_19090.4	h1SMcT0011651.2, h1SMcT0011651.1, h1SMcT0011651.3
OG0000888	SBOV2_77790.1, SBOV2_77800.1	h1SMcT0018274.1, h1SMcT0006978.1, h1SMcT0006978.2
OG0000889	SBOV2_39840.4, SBOV2_39840.9, SBOV2_39840.8, SBOV2_39840.5, SBOV2_39840.7, SBOV2_39840.3, SBOV2_39840.10, SBOV2_39840.11, SBOV2_39840.1, SBOV2_39840.2, SBOV2_39840.6	h1SMcT0000584.2, h1SMcT0000584.1, h1SMcT0000584.4, h1SMcT0000584.3, h1SMcT0000584.5
OG0000890	SBOV2_26930.1	h1SMcT0001261.1
OG0000891	SBOV2_30410.1	h1SMcT0019782.2
OG0000894	SBOV2_86900.1	h1SMcT0012738.2, h1SMcT0012738.1, h1SMcT0012738.3
OG0000895	SBOV2_43160.2, SBOV2_43160.1, SBOV2_43160.3, SBOV2_43160.4	h1SMcT0017639.1
OG0000896	SBOV2_20440.1, SBOV2_20440.2	h1SMcT0016190.3
OG0000897	SBOV2_9850.1	h1SMcT0013490.1
OG0000898	SBOV2_71330.1	h1SMcT0009884.1, h1SMcT0009883.1, h1SMcT0009883.2
OG0000900	SBOV2_3650.1, SBOV2_3660.1	h1SMcT0012395.1
OG0000902	SBOV2_50420.1, SBOV2_50420.2, SBOV2_50420.3, SBOV2_50420.4, SBOV2_50420.5	h1SMcT0010803.1, h1SMcT0010803.2, h1SMcT0010803.3
OG0000903	SBOV2_15040.4, SBOV2_15040.5, SBOV2_15040.8, SBOV2_15040.1, SBOV2_15040.2, SBOV2_15040.3, SBOV2_15040.6, SBOV2_15040.7, SBOV2_15040.9	h1SMcT0005323.1, h1SMcT0005323.2
OG0000904	SBOV2_5100.2, SBOV2_5100.3, SBOV2_5100.4, SBOV2_5100.6, SBOV2_5100.5, SBOV2_5100.7, SBOV2_5100.8, SBOV2_5100.1	h1SMcT0018440.1
OG0000907	SBOV2_73690.1	h1SMcT0018393.1, h1SMcT0004265.1, h1SMcT0004265.2, h1SMcT0004265.3, h1SMcT0000265.2, h1SMcT0000265.1, h1SMcT0000265.3, h1SMcT0004262.2, h1SMcT0004261.1, h1SMcT0004262.1, h1SMcT0004263.1, h1SMcT0022894.1, h1SMcT0004264.6, h1SMcT0004264.9, h1SMcT0004264.8, h1SMcT0004264.7, h1SMcT0004264.1, h1SMcT0004264.3, h1SMcT0004264.4, h1SMcT0004264.2, h1SMcT0004264.5
OG0000910	SBOV2_7260.1, SBOV2_7260.2, SBOV2_7260.3, SBOV2_7260.4, SBOV2_7260.7, SBOV2_7260.5, SBOV2_7260.6, SBOV2_7260.8	h1SMcT0015484.1
OG0000911	SBOV2_57680.1	h1SMcT0021969.1
OG0000914	SBOV2_29180.2, SBOV2_29180.3, SBOV2_29180.1, SBOV2_29180.4, SBOV2_29180.5	h1SMcT0009919.4, h1SMcT0009919.1, h1SMcT0009919.2, h1SMcT0009919.3
OG0000916	SBOV2_28150.1	h1SMcT0008408.1
OG0000917	SBOV2_83410.1, SBOV2_83410.2, SBOV2_83410.3, SBOV2_83410.4	h1SMcT0003713.1, h1SMcT0013367.1
OG0000919	SBOV2_83650.1	h1SMcT0007368.1, h1SMcT0007654.1
OG0000920	SBOV2_93930.1	h1SMcT0011459.1, h1SMcT0011459.2
OG0000923	SBOV2_26340.1	h1SMcT0013946.1, h1SMcT0013946.2
OG0000923	SBOV2_92160.1, SBOV2_92160.2, SBOV2_92160.3, SBOV2_92160.4	h1SMcT0020405.3, h1SMcT0020405.1, h1SMcT0020405.2, h1SMcT0015674.1
OG0000925	SBOV2_15960.1	h1SMcT0006630.1, h1SMcT0006630.2
OG0000926	SBOV2_40520.1, SBOV2_40520.2, SBOV2_40520.3, SBOV2_40520.4, SBOV2_40530.1, SBOV2_40530.3, SBOV2_40530.2, SBOV2_40530.4	h1SMcT0002149.7, h1SMcT0002149.1, h1SMcT0002149.2, h1SMcT0002149.4, h1SMcT0002149.5, h1SMcT0002149.3, h1SMcT0002149.6
OG0000927	SBOV2_19180.1	h1SMcT0012510.1, h1SMcT0012510.2
OG0000929	SBOV2_64470.1, SBOV2_64470.3, SBOV2_64470.2	h1SMcT0018531.1, h1SMcT0018531.2
OG0000930	SBOV2_41570.6, SBOV2_41570.5, SBOV2_41570.1, SBOV2_41570.2, SBOV2_41570.3, SBOV2_41570.4	h1SMcT0002686.1, h1SMcT0015950.1
OG0000931	SBOV2_70760.2, SBOV2_70760.1	h1SMcT0010820.1
OG0000932	SBOV2_1170.1, SBOV2_1170.2, SBOV2_1170.4, SBOV2_1170.3	h1SMcT0003111.1, h1SMcT0003111.2
OG0000933	SBOV2_28040.1	h1SMcT0022565.1
OG0000934	SBOV2_9940.3, SBOV2_9940.1, SBOV2_9940.4, SBOV2_9940.2	h1SMcT0006379.1
OG0000936	SBOV2_92970.1, SBOV2_92970.3, SBOV2_92970.2	h1SMcT0006501.1, h1SMcT0006501.2
OG0000937	SBOV2_51350.3, SBOV2_51350.1, SBOV2_51350.2, SBOV2_51350.4, SBOV2_51350.5	h1SMcT0002752.1, h1SMcT0002752.2, h1SMcT0002752.3, h1SMcT0002752.4
OG0000939	SBOV2_86150.3, SBOV2_86150.1, SBOV2_86150.2	h1SMcT0020741.2, h1SMcT0020741.1, h1SMcT0020741.3, h1SMcT0020741.4
OG0000940	SBOV2_5760.1, SBOV2_5760.2, SBOV2_5760.3, SBOV2_5760.4	h1SMcT0002848.1
OG0000941	SBOV2_35550.1	h1SMcT0017959.4, h1SMcT0017959.2, h1SMcT0017959.3, h1SMcT0017959.1
OG0000942	SBOV2_15580.4, SBOV2_15580.3, SBOV2_15580.7, SBOV2_15580.2, SBOV2_15580.5, SBOV2_15580.1, SBOV2_15580.6	h1SMcT0001750.1
OG0000943	SBOV2_38880.1, SBOV2_38880.2	h1SMcT0019889.1
OG0000944	SBOV2_57480.1, SBOV2_57480.3, SBOV2_57480.4, SBOV2_57480.2	h1SMcT0016977.1
OG0000947	SBOV2_28890.1, SBOV2_28890.2, SBOV2_28890.3, SBOV2_28890.4, SBOV2_28890.5, SBOV2_28890.6, SBOV2_28890.7	h1SMcT0002479.1
OG0000948	SBOV2_80830.1, SBOV2_80830.2, SBOV2_80830.3, SBOV2_80830.4	h1SMcT0004588.3, h1SMcT0004588.2, h1SMcT0004588.1, h1SMcT0004588.4
OG0000949	SBOV2_15760.1, SBOV2_15770.1, SBOV2_15750.1	h1SMcT0017273.1
OG0000950	SBOV2_52270.1	h1SMcT0002986.1, h1SMcT0002986.2, h1SMcT0002986.3
OG0000951	SBOV2_92110.1, SBOV2_92110.2, SBOV2_92110.3, SBOV2_92110.5, SBOV2_92110.4	h1SMcT0002521.8, h1SMcT0002521.2, h1SMcT0002521.5, h1SMcT0002521.6, h1SMcT0002521.7, h1SMcT0002521.1, h1SMcT0002521.3, h1SMcT0002521.4
OG0000952	SBOV2_38110.8, SBOV2_38110.1, SBOV2_38110.2, SBOV2_38110.3, SBOV2_38110.4, SBOV2_38110.5, SBOV2_38110.6, SBOV2_38110.7, SBOV2_38110.9	h1SMcT0012578.1, h1SMcT0012578.2, h1SMcT0012578.3, h1SMcT0019355.3, h1SMcT0019355.2, h1SMcT0019355.1, h1SMcT0019355.4
OG0000953	SBOV2_62230.1, SBOV2_62230.2, SBOV2_62230.3	h1SMcT0017151.1
OG0000954	SBOV2_79630.1, SBOV2_79630.2	h1SMcT0018757.1, h1SMcT0009828.1, h1SMcT0009828.2, h1SMcT0009828.3, h1SMcT0009828.4, h1SMcT0009828.5, h1SMcT0009828.6
OG0000955	SBOV2_12310.3, SBOV2_12310.4, SBOV2_12310.5, SBOV2_12310.1, SBOV2_12310.2, SBOV2_12310.6, SBOV2_12310.7	h1SMcT0006460.1, h1SMcT0006460.2
OG0000959	SBOV2_69340.7, SBOV2_69340.1, SBOV2_69340.2, SBOV2_69340.3, SBOV2_69340.4, SBOV2_69340.5, SBOV2_69340.6, SBOV2_69340.8	h1SMcT0010734.1, h1SMcT0010734.2, h1SMcT0010734.3
OG0000960	SBOV2_22080.1	h1SMcT0002494.1, h1SMcT0002494.2, h1SMcT0002494.3
OG0000961	SBOV2_28860.1, SBOV2_28860.2, SBOV2_28860.4, SBOV2_28860.5, SBOV2_28860.3	h1SMcT0013671.1, h1SMcT0013671.2, h1SMcT0020047.1
OG0000962	SBOV2_73670.1	h1SMcT0001348.1
OG0000963	SBOV2_2500.1, SBOV2_2500.3, SBOV2_2500.4, SBOV2_2500.6, SBOV2_2500.2, SBOV2_2500.5, SBOV2_2500.7	h1SMcT0013824.1
OG0000964	SBOV2_27150.3, SBOV2_27150.1, SBOV2_27150.2, SBOV2_27150.4	h1SMcT0000276.1, h1SMcT0020250.1, h1SMcT0020250.2
OG0000965	SBOV2_62970.1, SBOV2_62970.2	h1SMcT0021160.1
OG0000966	SBOV2_31460.1, SBOV2_31460.2, SBOV2_31460.3	h1SMcT0014196.1
OG0000966	SBOV2_48420.2, SBOV2_48420.3, SBOV2_48420.1	h1SMcT0006317.1, h1SMcT0006317.2, h1SMcT0019059.1, h1SMcT0019059.2
OG0000968	SBOV2_2890.3, SBOV2_2890.4, SBOV2_2890.5, SBOV2_2890.1, SBOV2_2890.2, SBOV2_2890.6	h1SMcT0020996.1, h1SMcT0020996.2, h1SMcT0020996.3
OG0000969	SBOV2_80720.1	h1SMcT0016718.2
OG0000970	SBOV2_68960.1, SBOV2_68950.1	h1SMcT0012015.1, h1SMcT0012015.2, h1SMcT0012015.3
OG0000971	SBOV2_1930.1	h1SMcT0011047.1, h1SMcT0012448.5, h1SMcT0012448.1, h1SMcT0012448.6, h1SMcT0012448.3, h1SMcT0012448.4, h1SMcT0012448.2
OG0000972	SBOV2_6050.1, SBOV2_6050.2, SBOV2_6050.3, SBOV2_6050.4, SBOV2_6050.5	h1SMcT0003527.1, h1SMcT0003527.2, h1SMcT0012587.1, h1SMcT0012587.2, h1SMcT0012587.3
OG0000974	SBOV2_50060.4, SBOV2_50060.3, SBOV2_50060.1, SBOV2_50060.2	h1SMcT0015359.1, h1SMcT0015359.2
OG0000975	SBOV2_5910.5, SBOV2_5910.1, SBOV2_5910.2, SBOV2_5910.3, SBOV2_5910.4	h1SMcT0015875.3, h1SMcT0015875.4, h1SMcT0015875.2, h1SMcT0015875.1, h1SMcT0015875.5
OG0000976	SBOV2_10060.1, SBOV2_10060.2, SBOV2_10060.3	h1SMcT0018042.1, h1SMcT0018042.2, h1SMcT0018147.1, h1SMcT0018147.2
OG0000977	SBOV2_11850.2, SBOV2_11850.1	h1SMcT0020619.2, h1SMcT0020619.3, h1SMcT0020619.1, h1SMcT0020619.4
OG0000978	SBOV2_20320.1	h1SMcT0016704.1
