Orthogroup	fasciola_hepatica	schistosoma_mattheei
OG0001599	FhHiC23_g1348.t1, FhHiC23_g1348.t2	SMTH1_77640.1
OG0001600	FhHiC23_g6351.t1, FhHiC23_g6351.t2	SMTH1_33330.1
OG0001601	FhHiC23_g7994.t1, FhHiC23_g7994.t2	SMTH1_73620.1
OG0001602	FhHiC23_g11552.t1	SMTH1_14980.1, SMTH1_14980.2, SMTH1_14990.1
OG0001604	FhHiC23_g10295.t1	SMTH1_27360.1
OG0001605	FhHiC23_g15525.t1	SMTH1_17350.1
OG0001606	FhHiC23_g10377.t3, FhHiC23_g10377.t1, FhHiC23_g10377.t2	SMTH1_25510.1, SMTH1_25490.1, SMTH1_25500.1
OG0001607	FhHiC23_g921.t1	SMTH1_77190.4, SMTH1_77190.1, SMTH1_77190.2, SMTH1_77190.3, SMTH1_77190.5
OG0001608	FhHiC23_g2350.t1	SMTH1_57560.1
OG0001609	FhHiC23_g2451.t2, FhHiC23_g2451.t1	SMTH1_79650.1, SMTH1_79650.2, SMTH1_79650.3
OG0001610	FhHiC23_g9969.t1, FhHiC23_g9969.t2	SMTH1_105870.1
OG0001610	FhHiC23_g9262.t1, FhHiC23_g14166.t1	SMTH1_40830.1
OG0001611	FhHiC23_g8025.t1	SMTH1_67180.1
OG0001612	FhHiC23_g12510.t1, FhHiC23_g12510.t2	SMTH1_1850.1
OG0001613	FhHiC23_g410.t1, FhHiC23_g410.t2	SMTH1_82450.1
OG0001614	FhHiC23_g5493.t1, FhHiC23_g5495.t1	SMTH1_44640.1, SMTH1_44630.1
OG0001615	FhHiC23_g5496.t1	SMTH1_44660.1
OG0001616	FhHiC23_g13562.t1, FhHiC23_g13562.t2	SMTH1_11840.1
OG0001617	FhHiC23_g95.t1	SMTH1_60460.1
OG0001618	FhHiC23_g6230.t1	SMTH1_43480.1
OG0001619	FhHiC23_g1822.t1, FhHiC23_g1822.t2	SMTH1_60340.1
OG0001620	FhHiC23_g5019.t1	SMTH1_37580.1
OG0001621	FhHiC23_g13465.t1	SMTH1_960.1
OG0001622	FhHiC23_g3859.t1	SMTH1_94020.1, SMTH1_93990.1, SMTH1_93990.2
OG0001623	FhHiC23_g12568.t1	SMTH1_8550.2, SMTH1_8550.1, SMTH1_8550.3
OG0001624	FhHiC23_g5969.t1	SMTH1_45770.1, SMTH1_45780.1
OG0001625	FhHiC23_g7834.t1, FhHiC23_g7835.t1, FhHiC23_g7832.t1	SMTH1_69790.1, SMTH1_69770.1
OG0001626	FhHiC23_g4924.t1, FhHiC23_g4924.t2	SMTH1_35930.2, SMTH1_35930.3
OG0001627	FhHiC23_g3162.t1	SMTH1_80960.2, SMTH1_80960.1, SMTH1_80960.3
OG0001628	FhHiC23_g15068.t1, FhHiC23_g12087.t1	SMTH1_18030.1, SMTH1_18030.2, SMTH1_18030.3, SMTH1_18030.4, SMTH1_18030.5, SMTH1_18030.6
OG0001629	FhHiC23_g11254.t1	SMTH1_2460.1, SMTH1_2460.2
OG0001630	FhHiC23_g12989.t1	SMTH1_10380.1
OG0001631	FhHiC23_g16292.t1	SMTH1_99830.1, SMTH1_99840.1
OG0001632	FhHiC23_g6746.t1	SMTH1_74650.1, SMTH1_74650.2, SMTH1_74650.3
OG0001633	FhHiC23_g9236.t1	SMTH1_105180.1
OG0001634	FhHiC23_g15902.t2, FhHiC23_g15902.t1	SMTH1_96890.1, SMTH1_96890.2
OG0001635	FhHiC23_g13640.t2, FhHiC23_g13640.t1	SMTH1_5780.4, SMTH1_5780.1, SMTH1_5780.2, SMTH1_5780.3
OG0001636	FhHiC23_g2927.t1, FhHiC23_g2927.t2	SMTH1_83240.1, SMTH1_83240.5, SMTH1_83240.6, SMTH1_83240.2, SMTH1_83240.7, SMTH1_83240.3, SMTH1_83240.4
OG0001637	FhHiC23_g6969.t1	SMTH1_64600.1
OG0001638	FhHiC23_g11342.t1, FhHiC23_g11341.t1	SMTH1_7730.1
OG0001639	FhHiC23_g11042.t1, FhHiC23_g11044.t1	SMTH1_18400.1, SMTH1_18400.2, SMTH1_18430.1, SMTH1_18440.1
OG0001640	FhHiC23_g15554.t1	SMTH1_22670.2, SMTH1_22670.1, SMTH1_22670.6, SMTH1_22670.7, SMTH1_22670.3, SMTH1_22670.4, SMTH1_22670.5
OG0001641	FhHiC23_g15937.t1, FhHiC23_g6164.t1, FhHiC23_g6162.t1	SMTH1_98580.1, SMTH1_98590.1
OG0001642	FhHiC23_g136.t1	SMTH1_77000.1, SMTH1_107680.1, SMTH1_107300.1
OG0001643	FhHiC23_g7424.t1, FhHiC23_g7424.t2	SMTH1_66330.1
OG0001644	FhHiC23_g158.t2, FhHiC23_g158.t1	SMTH1_54840.1, SMTH1_54840.2, SMTH1_54840.3
OG0001645	FhHiC23_g9248.t1, FhHiC23_g9248.t2, FhHiC23_g9248.t3	SMTH1_105640.1, SMTH1_105620.1, SMTH1_105630.1
OG0001646	FhHiC23_g1025.t1, FhHiC23_g1025.t2	SMTH1_61920.3, SMTH1_61920.2, SMTH1_61920.1
OG0001647	FhHiC23_g14670.t1, FhHiC23_g14670.t2	SMTH1_46620.1
OG0001648	FhHiC23_g1289.t1, FhHiC23_g1289.t2, FhHiC23_g1289.t3	SMTH1_89030.1
OG0001649	FhHiC23_g12151.t1	SMTH1_15510.2, SMTH1_15510.6, SMTH1_15510.4, SMTH1_15510.1, SMTH1_15510.3, SMTH1_15510.5, SMTH1_15510.8, SMTH1_15510.7, SMTH1_15520.1
OG0001650	FhHiC23_g2965.t1	SMTH1_81320.1, SMTH1_81320.2, SMTH1_81320.4, SMTH1_81320.3
OG0001651	FhHiC23_g13731.t1	SMTH1_2540.1
OG0001652	FhHiC23_g2275.t1	SMTH1_79570.1
OG0001653	FhHiC23_g13332.t1	SMTH1_12040.1, SMTH1_12040.2, SMTH1_12040.3
OG0001654	FhHiC23_g16586.t1	SMTH1_100730.1
OG0001655	FhHiC23_g7908.t1	SMTH1_75200.2, SMTH1_75200.1, SMTH1_75200.3, SMTH1_75200.4
OG0001656	FhHiC23_g16220.t1	SMTH1_97550.3, SMTH1_97550.1, SMTH1_97550.2, SMTH1_97550.4
OG0001657	FhHiC23_g6597.t1	SMTH1_37260.1, SMTH1_37250.1
OG0001658	FhHiC23_g8955.t1, FhHiC23_g2923.t1, FhHiC23_g540.t1, FhHiC23_g10937.t1, FhHiC23_g375.t1, FhHiC23_g6848.t1, FhHiC23_g3581.t1, FhHiC23_g15530.t1, FhHiC23_g1305.t1, FhHiC23_g6753.t1, FhHiC23_g12938.t1, FhHiC23_g2645.t1, FhHiC23_g10373.t1, FhHiC23_g4544.t1, FhHiC23_g10896.t1, FhHiC23_g3093.t1, FhHiC23_g1792.t1, FhHiC23_g11405.t1, FhHiC23_g225.t1, FhHiC23_g4677.t1, FhHiC23_g16379.t1, FhHiC23_g7399.t1, FhHiC23_g4971.t1, FhHiC23_g10366.t1, FhHiC23_g12030.t1, FhHiC23_g10793.t1, FhHiC23_g6274.t1, FhHiC23_g13208.t1, FhHiC23_g7521.t1, FhHiC23_g6687.t1, FhHiC23_g6691.t1, FhHiC23_g6686.t1, FhHiC23_g6690.t1, FhHiC23_g6698.t1, FhHiC23_g6699.t1, FhHiC23_g13381.t1, FhHiC23_g5355.t1, FhHiC23_g4970.t1, FhHiC23_g7947.t1, FhHiC23_g3895.t1	SMTH1_4080.1
OG0001659	FhHiC23_g5797.t1, FhHiC23_g5797.t2	SMTH1_38750.1, SMTH1_38750.2, SMTH1_38750.3, SMTH1_38770.1
OG0001668	FhHiC23_g5822.t1, FhHiC23_g5823.t1	SMTH1_31440.1
OG0001669	FhHiC23_g5819.t1	SMTH1_35560.1
OG0001670	FhHiC23_g4830.t1, FhHiC23_g4828.t1, FhHiC23_g4829.t1	SMTH1_40650.1
OG0001671	FhHiC23_g5337.t1	SMTH1_33520.5, SMTH1_33520.3, SMTH1_33520.4, SMTH1_33520.1, SMTH1_33520.2
OG0001672	FhHiC23_g5891.t1	SMTH1_32670.1, SMTH1_32670.2
OG0001673	FhHiC23_g7888.t1	SMTH1_68070.1
OG0001676	FhHiC23_g11961.t1	SMTH1_12240.1
OG0001677	FhHiC23_g16079.t1	SMTH1_98400.1
OG0001678	FhHiC23_g8325.t1	SMTH1_64170.2, SMTH1_64170.1
OG0001679	FhHiC23_g15323.t2, FhHiC23_g15323.t1	SMTH1_21820.1
OG0001680	FhHiC23_g6301.t2, FhHiC23_g6301.t1	SMTH1_31500.1, SMTH1_31510.1
OG0001681	FhHiC23_g15100.t1	SMTH1_21000.1, SMTH1_20990.1
OG0001682	FhHiC23_g15653.t1, FhHiC23_g15653.t2	SMTH1_18900.1
OG0001683	FhHiC23_g10464.t1	SMTH1_28100.1
OG0001684	FhHiC23_g5612.t1, FhHiC23_g5596.t1	SMTH1_32600.1, SMTH1_32600.2, SMTH1_32600.3, SMTH1_32600.5, SMTH1_32550.1, SMTH1_32600.4
OG0001685	FhHiC23_g15189.t1	SMTH1_17090.1, SMTH1_17090.2, SMTH1_17090.3, SMTH1_17090.4, SMTH1_17090.5, SMTH1_17070.1
OG0001686	FhHiC23_g4068.t1	SMTH1_91470.1, SMTH1_91470.2, SMTH1_91470.3
OG0001687	FhHiC23_g3014.t1	SMTH1_61900.1, SMTH1_61910.2, SMTH1_61910.1
OG0001688	FhHiC23_g15635.t1	SMTH1_24590.1
OG0001689	FhHiC23_g15583.t1	SMTH1_24060.1, SMTH1_23750.1, SMTH1_23750.2
OG0001690	FhHiC23_g6129.t1	SMTH1_37700.1, SMTH1_37700.4, SMTH1_37700.5, SMTH1_37700.6, SMTH1_37700.7, SMTH1_37700.8, SMTH1_37700.9, SMTH1_37700.2, SMTH1_37700.3
OG0001691	FhHiC23_g12050.t1, FhHiC23_g12049.t1, FhHiC23_g12049.t2, FhHiC23_g12051.t1	SMTH1_14650.1, SMTH1_14640.1, SMTH1_14640.2, SMTH1_14640.3, SMTH1_14640.4
OG0001692	FhHiC23_g2882.t1, FhHiC23_g2882.t2	SMTH1_84710.1
OG0001693	FhHiC23_g4031.t1	SMTH1_91600.1
OG0001694	FhHiC23_g4030.t1, FhHiC23_g4030.t2, FhHiC23_g4030.t3	SMTH1_91630.1
OG0001695	FhHiC23_g4776.t1	SMTH1_35320.1
OG0001696	FhHiC23_g14290.t2, FhHiC23_g14290.t1	SMTH1_47940.1
OG0001697	FhHiC23_g9231.t1	SMTH1_104730.3, SMTH1_104730.4, SMTH1_104730.5, SMTH1_104730.6, SMTH1_104730.1, SMTH1_104730.2
OG0001698	FhHiC23_g684.t1	SMTH1_86960.1
OG0001699	FhHiC23_g7848.t1	SMTH1_68590.3, SMTH1_68590.4, SMTH1_68590.2, SMTH1_68590.1
OG0001700	FhHiC23_g15052.t1	SMTH1_16940.1, SMTH1_16940.2
OG0001701	FhHiC23_g3917.t1	SMTH1_93410.1, SMTH1_93400.1
OG0001702	FhHiC23_g14701.t1	SMTH1_49890.2, SMTH1_49890.1
OG0001703	FhHiC23_g5981.t1	SMTH1_39490.1, SMTH1_39490.4, SMTH1_39490.2, SMTH1_39490.5, SMTH1_39490.3, SMTH1_39490.6
OG0001704	FhHiC23_g15526.t1	SMTH1_17160.1, SMTH1_17180.1, SMTH1_17190.1
OG0001705	FhHiC23_g9583.t1	SMTH1_27450.2, SMTH1_27450.1, SMTH1_27460.1, SMTH1_27440.2, SMTH1_27440.1, SMTH1_27440.3
OG0001706	FhHiC23_g5541.t1, FhHiC23_g5541.t2	SMTH1_35520.1
OG0001707	FhHiC23_g8571.t1	SMTH1_72390.1
OG0001708	FhHiC23_g9788.t1	SMTH1_104890.1
OG0001709	FhHiC23_g15841.t1, FhHiC23_g6290.t1	SMTH1_32900.1, SMTH1_32890.1
OG0001710	FhHiC23_g16103.t1, FhHiC23_g16103.t2	SMTH1_95360.1, SMTH1_95350.1, SMTH1_95350.2, SMTH1_95350.3, SMTH1_95350.4, SMTH1_95350.5, SMTH1_95370.1
OG0001711	FhHiC23_g9210.t3, FhHiC23_g9210.t2, FhHiC23_g9210.t4, FhHiC23_g9210.t1	SMTH1_103730.1, SMTH1_103730.2, SMTH1_103740.1
OG0001712	FhHiC23_g14602.t1	SMTH1_46380.1
OG0001713	FhHiC23_g8279.t1	SMTH1_64840.1
OG0001714	FhHiC23_g8280.t3, FhHiC23_g8280.t1, FhHiC23_g8280.t2	SMTH1_64850.1
OG0001715	FhHiC23_g10492.t2, FhHiC23_g10492.t1	SMTH1_26230.2, SMTH1_26230.1
OG0001716	FhHiC23_g3408.t2, FhHiC23_g3408.t1	SMTH1_77200.1
OG0001717	FhHiC23_g6203.t1, FhHiC23_g6203.t2	SMTH1_31980.5, SMTH1_31980.4, SMTH1_31980.3, SMTH1_31980.1, SMTH1_31980.2
OG0001718	FhHiC23_g15022.t1	SMTH1_16820.1
OG0001719	FhHiC23_g14692.t1	SMTH1_48630.1, SMTH1_48620.1
OG0001720	FhHiC23_g13752.t1, FhHiC23_g13755.t1, FhHiC23_g11919.t1	SMTH1_13120.1
OG0001721	FhHiC23_g14874.t1	SMTH1_62880.1, SMTH1_62900.1
OG0001723	FhHiC23_g13671.t1, FhHiC23_g13671.t2	SMTH1_12300.1, SMTH1_12290.1
OG0001724	FhHiC23_g2339.t1, FhHiC23_g13838.t1	SMTH1_80800.1
OG0001725	FhHiC23_g1556.t2, FhHiC23_g1556.t1	SMTH1_78840.1, SMTH1_78840.2, SMTH1_78840.3, SMTH1_78840.4, SMTH1_78840.5, SMTH1_78850.1
OG0001726	FhHiC23_g6478.t1	SMTH1_39670.1
OG0001726	FhHiC23_g3490.t1	SMTH1_90290.1
OG0001727	FhHiC23_g16650.t1, FhHiC23_g16651.t1	SMTH1_98550.1, SMTH1_98550.2, SMTH1_98540.1
OG0001728	FhHiC23_g8064.t1	SMTH1_78780.1, SMTH1_71570.1
OG0001729	FhHiC23_g13336.t1	SMTH1_12060.1, SMTH1_12060.2, SMTH1_12060.3
OG0001730	FhHiC23_g11641.t1	SMTH1_20020.2, SMTH1_20020.5, SMTH1_20020.1, SMTH1_20020.4, SMTH1_20020.3, SMTH1_20020.6
OG0001731	FhHiC23_g5226.t1, FhHiC23_g5226.t2	SMTH1_34250.1, SMTH1_34250.2
OG0001732	FhHiC23_g3310.t1, FhHiC23_g3310.t2	SMTH1_54050.1, SMTH1_54050.2, SMTH1_54050.3, SMTH1_54050.4, SMTH1_54050.5, SMTH1_54050.6
OG0001733	FhHiC23_g8520.t1	SMTH1_66510.1
OG0001734	FhHiC23_g16299.t3, FhHiC23_g16299.t1, FhHiC23_g16299.t2	SMTH1_102570.1
OG0001735	FhHiC23_g10504.t3, FhHiC23_g10504.t1, FhHiC23_g10504.t2	SMTH1_29100.1, SMTH1_29110.1, SMTH1_29090.1
OG0001736	FhHiC23_g15257.t1, FhHiC23_g15256.t1	SMTH1_18830.1, SMTH1_18820.1
OG0001737	FhHiC23_g16278.t1	SMTH1_101880.2, SMTH1_101880.3, SMTH1_101880.1, SMTH1_101880.4
OG0001738	FhHiC23_g14642.t1	SMTH1_46410.1
OG0001739	FhHiC23_g5514.t1	SMTH1_45860.1
OG0001740	FhHiC23_g845.t1, FhHiC23_g845.t2, FhHiC23_g845.t3	SMTH1_61050.1, SMTH1_61050.2, SMTH1_61050.3, SMTH1_61050.5, SMTH1_61050.4
OG0001741	FhHiC23_g12472.t1	SMTH1_5230.2, SMTH1_5230.1
OG0001742	FhHiC23_g7.t1	SMTH1_60480.1
OG0001743	FhHiC23_g15860.t1	SMTH1_100580.1, SMTH1_100570.1
OG0001744	FhHiC23_g8278.t1	SMTH1_76050.1, SMTH1_76050.2
OG0001745	FhHiC23_g5028.t1	SMTH1_31900.1
OG0001746	FhHiC23_g3504.t1, FhHiC23_g3504.t2	SMTH1_91660.1
OG0001747	FhHiC23_g13144.t1, FhHiC23_g13144.t2, FhHiC23_g13144.t3	SMTH1_6890.5, SMTH1_6890.4, SMTH1_6890.3, SMTH1_6890.1, SMTH1_6890.2
OG0001748	FhHiC23_g7931.t1, FhHiC23_g7931.t2	SMTH1_65180.2, SMTH1_65180.1
OG0001749	FhHiC23_g9726.t1	SMTH1_29250.1, SMTH1_29240.1
OG0001750	FhHiC23_g13786.t1	SMTH1_4790.1, SMTH1_4790.2, SMTH1_4790.3
OG0001751	FhHiC23_g9806.t1	SMTH1_29390.1
OG0001752	FhHiC23_g11339.t2, FhHiC23_g11339.t1	SMTH1_11570.1, SMTH1_11570.3, SMTH1_11570.4, SMTH1_11570.2
OG0001753	FhHiC23_g11439.t1	SMTH1_12700.1, SMTH1_12700.2, SMTH1_12700.3, SMTH1_12700.4, SMTH1_12700.5, SMTH1_12700.6
OG0001754	FhHiC23_g6774.t1, FhHiC23_g6775.t1	SMTH1_66250.1
OG0001755	FhHiC23_g12622.t1	SMTH1_4680.1, SMTH1_4680.2
OG0001756	FhHiC23_g2005.t1	SMTH1_56120.1
OG0001757	FhHiC23_g561.t1, FhHiC23_g561.t2	SMTH1_54500.1, SMTH1_54500.2, SMTH1_54500.3
OG0001758	FhHiC23_g3972.t1	SMTH1_94660.1
OG0001759	FhHiC23_g8422.t1, FhHiC23_g8417.t1, FhHiC23_g8418.t1	SMTH1_75380.1, SMTH1_75380.2
OG0001760	FhHiC23_g7411.t1, FhHiC23_g7411.t2, FhHiC23_g7411.t3	SMTH1_74940.1, SMTH1_74930.1, SMTH1_74950.1
OG0001761	FhHiC23_g3989.t1	SMTH1_79580.1, SMTH1_79580.2, SMTH1_79580.3
OG0001762	FhHiC23_g9226.t1, FhHiC23_g9226.t2	SMTH1_106650.1, SMTH1_106660.1
OG0001763	FhHiC23_g5129.t1, FhHiC23_g5129.t2	SMTH1_34530.1
OG0001764	FhHiC23_g12537.t1, FhHiC23_g12537.t2	SMTH1_17830.2, SMTH1_17830.1
OG0001765	FhHiC23_g7547.t1	SMTH1_75500.1, SMTH1_75490.1
OG0001766	FhHiC23_g6518.t1, FhHiC23_g6518.t2	SMTH1_38260.2, SMTH1_38260.1
OG0001767	FhHiC23_g12975.t1	SMTH1_4560.1, SMTH1_4570.1
OG0001768	FhHiC23_g16502.t1	SMTH1_95340.1, SMTH1_95340.2, SMTH1_95320.1
OG0001769	FhHiC23_g13728.t1	SMTH1_3060.1, SMTH1_3060.2, SMTH1_3060.3
OG0001770	FhHiC23_g6137.t1	SMTH1_37350.1, SMTH1_37350.2
OG0001771	FhHiC23_g526.t1	SMTH1_58820.1
OG0001772	FhHiC23_g15921.t1	SMTH1_100130.5, SMTH1_72850.1, SMTH1_100130.2, SMTH1_100130.4, SMTH1_100130.1, SMTH1_100130.3
OG0001773	FhHiC23_g4114.t1, FhHiC23_g4115.t1, FhHiC23_g8093.t1	SMTH1_70700.1
OG0001774	FhHiC23_g10661.t1, FhHiC23_g10661.t2	SMTH1_7920.1
OG0001775	FhHiC23_g10918.t1, FhHiC23_g10918.t2	SMTH1_20000.2, SMTH1_20000.3, SMTH1_20000.1
OG0001776	FhHiC23_g9961.t1, FhHiC23_g9962.t1, FhHiC23_g9962.t2	SMTH1_105520.5, SMTH1_105520.6, SMTH1_105520.1, SMTH1_105520.2, SMTH1_105520.3, SMTH1_105520.4
OG0001777	FhHiC23_g13573.t1	SMTH1_6120.1, SMTH1_6120.2, SMTH1_6120.3
OG0001778	FhHiC23_g16036.t1	SMTH1_99550.1, SMTH1_99550.2
OG0001779	FhHiC23_g10367.t1	SMTH1_26260.1, SMTH1_26260.2
OG0001780	FhHiC23_g4894.t1, FhHiC23_g4894.t2	SMTH1_31380.1
OG0001781	FhHiC23_g9502.t1	SMTH1_105780.2, SMTH1_105770.1, SMTH1_105780.1
OG0001782	FhHiC23_g8224.t1	SMTH1_73960.1
OG0001783	FhHiC23_g4720.t1	SMTH1_34080.1
OG0001784	FhHiC23_g13869.t1, FhHiC23_g13869.t2	SMTH1_47130.1
OG0001785	FhHiC23_g10222.t1	SMTH1_25300.3, SMTH1_25300.1, SMTH1_25300.2
OG0001786	FhHiC23_g7166.t1	SMTH1_71140.1, SMTH1_71140.9, SMTH1_71140.2, SMTH1_71140.4, SMTH1_71140.6, SMTH1_71140.7, SMTH1_71140.8, SMTH1_71140.3, SMTH1_71140.5
OG0001787	FhHiC23_g10310.t2, FhHiC23_g10310.t3, FhHiC23_g10310.t4, FhHiC23_g10310.t5, FhHiC23_g10310.t1	SMTH1_25330.1
OG0001788	FhHiC23_g3146.t1	SMTH1_85720.1
OG0001789	FhHiC23_g14999.t1, FhHiC23_g14999.t2, FhHiC23_g14999.t3	SMTH1_24780.1
OG0001790	FhHiC23_g5199.t1	SMTH1_44940.1, SMTH1_44940.2
OG0001791	FhHiC23_g16841.t1	SMTH1_102290.1
OG0001792	FhHiC23_g3424.t1	SMTH1_87220.1
OG0001800	FhHiC23_g1449.t1	SMTH1_62210.1
OG0001801	FhHiC23_g13597.t1, FhHiC23_g13597.t2, FhHiC23_g13597.t3	SMTH1_16000.1
OG0001802	FhHiC23_g14409.t1	SMTH1_40500.1
OG0001803	FhHiC23_g6396.t1, FhHiC23_g6396.t2, FhHiC23_g6396.t3	SMTH1_45190.1, SMTH1_45210.1, SMTH1_45190.2
OG0001804	FhHiC23_g6171.t1, FhHiC23_g6171.t2	SMTH1_36580.1, SMTH1_36570.1
OG0001805	FhHiC23_g14611.t1	SMTH1_48890.1, SMTH1_48890.2
OG0001806	FhHiC23_g10334.t3, FhHiC23_g10334.t2, FhHiC23_g10334.t1, FhHiC23_g10334.t4, FhHiC23_g10334.t5	SMTH1_106880.5, SMTH1_106880.8, SMTH1_106880.6, SMTH1_106880.7, SMTH1_106880.3, SMTH1_106880.1, SMTH1_106880.2, SMTH1_106880.4
OG0001807	FhHiC23_g11479.t1	SMTH1_16010.1
OG0001808	FhHiC23_g15101.t1	SMTH1_21150.2, SMTH1_21150.3, SMTH1_21150.5, SMTH1_21150.4, SMTH1_21150.1
OG0001809	FhHiC23_g6248.t1	SMTH1_36890.1
OG0001810	FhHiC23_g9038.t1, FhHiC23_g9038.t2	SMTH1_104500.1, SMTH1_104500.2
OG0001811	FhHiC23_g8341.t1, FhHiC23_g8341.t2	SMTH1_76540.1
OG0001811	FhHiC23_g13177.t1, FhHiC23_g13179.t1, FhHiC23_g13540.t1	SMTH1_9920.1
OG0001812	FhHiC23_g1664.t1	SMTH1_83310.1, SMTH1_83310.2, SMTH1_83310.3
OG0001813	FhHiC23_g12138.t1, FhHiC23_g12138.t2	SMTH1_12950.1, SMTH1_12950.3, SMTH1_12950.2
OG0001814	FhHiC23_g2338.t1, FhHiC23_g13839.t1	SMTH1_83010.3, SMTH1_83010.1, SMTH1_83010.2
OG0001816	FhHiC23_g1325.t1	SMTH1_52640.1
OG0001817	FhHiC23_g7576.t1, FhHiC23_g7576.t2, FhHiC23_g7576.t3	SMTH1_43240.1, SMTH1_43240.3, SMTH1_43240.4, SMTH1_43240.2
OG0001818	FhHiC23_g75.t1	SMTH1_55350.1
OG0001819	FhHiC23_g15322.t1	SMTH1_21810.1
OG0001820	FhHiC23_g8623.t1, FhHiC23_g8622.t1	SMTH1_67620.2, SMTH1_67620.3, SMTH1_67620.4, SMTH1_67620.1
OG0001821	FhHiC23_g4567.t1	SMTH1_91150.1
OG0001821	FhHiC23_g8381.t1	SMTH1_63650.1
OG0001822	FhHiC23_g9179.t1	SMTH1_104020.1
OG0001823	FhHiC23_g7721.t1, FhHiC23_g15328.t2, FhHiC23_g15328.t1	SMTH1_23360.1
OG0001824	FhHiC23_g15190.t1, FhHiC23_g15190.t2	SMTH1_17060.1, SMTH1_17060.2, SMTH1_17060.3
OG0001825	FhHiC23_g1408.t1, FhHiC23_g1408.t4, FhHiC23_g1408.t3, FhHiC23_g1408.t2	SMTH1_57220.1, SMTH1_57210.1
OG0001826	FhHiC23_g12925.t1	SMTH1_6010.1, SMTH1_6000.1
OG0001827	FhHiC23_g11784.t1, FhHiC23_g9264.t1, FhHiC23_g3302.t1	SMTH1_86570.1
OG0001828	FhHiC23_g1210.t2, FhHiC23_g1210.t1, FhHiC23_g1210.t3	SMTH1_58930.1
OG0001829	FhHiC23_g9818.t1	SMTH1_30850.1
OG0001829	FhHiC23_g9571.t1	SMTH1_29700.1
OG0001830	FhHiC23_g6996.t1	SMTH1_64070.1, SMTH1_64080.1
OG0001831	FhHiC23_g7437.t3, FhHiC23_g7437.t1, FhHiC23_g7437.t2	SMTH1_73230.2, SMTH1_73230.1, SMTH1_73230.3
OG0001832	FhHiC23_g3869.t1	SMTH1_64650.1, SMTH1_64650.3, SMTH1_64650.2, SMTH1_64640.3, SMTH1_64640.1, SMTH1_64640.2
OG0001833	FhHiC23_g3870.t1	SMTH1_64550.1, SMTH1_64630.1
OG0001834	FhHiC23_g2986.t2, FhHiC23_g2986.t1	SMTH1_82760.1
OG0001835	FhHiC23_g10935.t1, FhHiC23_g10940.t1, FhHiC23_g10940.t2, FhHiC23_g9474.t1	SMTH1_18530.2, SMTH1_18530.1
OG0001836	FhHiC23_g12544.t1, FhHiC23_g12544.t2	SMTH1_3360.1, SMTH1_3370.1
OG0001837	FhHiC23_g13587.t1, FhHiC23_g13587.t2	SMTH1_89890.1
OG0001838	FhHiC23_g4053.t1, FhHiC23_g4053.t2	SMTH1_29400.1
OG0001839	FhHiC23_g3.t1	SMTH1_59660.1
OG0001840	FhHiC23_g14806.t1	SMTH1_42070.2, SMTH1_42180.1, SMTH1_42070.3
OG0001841	FhHiC23_g11678.t1	SMTH1_18050.1
OG0001842	FhHiC23_g9419.t1	SMTH1_105030.1, SMTH1_105040.1
OG0001843	FhHiC23_g14646.t2, FhHiC23_g14646.t1	SMTH1_46420.1
OG0001844	FhHiC23_g13623.t2, FhHiC23_g13623.t1, FhHiC23_g13623.t3	SMTH1_10580.1
OG0001845	FhHiC23_g9489.t1	SMTH1_105420.1
OG0001846	FhHiC23_g9118.t1, FhHiC23_g9117.t1	SMTH1_29800.1, SMTH1_29810.1
OG0001847	FhHiC23_g12420.t1	SMTH1_5430.1
OG0001848	FhHiC23_g12461.t2, FhHiC23_g12461.t1	SMTH1_6440.1, SMTH1_6420.1, SMTH1_6430.1
OG0001849	FhHiC23_g8272.t1	SMTH1_71890.1, SMTH1_71890.2
OG0001850	FhHiC23_g3305.t1	SMTH1_81590.1
OG0001851	FhHiC23_g751.t1, FhHiC23_g751.t2	SMTH1_58950.1, SMTH1_58940.1
OG0001852	FhHiC23_g5504.t3, FhHiC23_g5504.t1, FhHiC23_g5504.t2	SMTH1_32630.1
OG0001853	FhHiC23_g13040.t1	SMTH1_4220.1, SMTH1_4040.1, SMTH1_4040.2
OG0001854	FhHiC23_g9216.t3, FhHiC23_g9216.t2, FhHiC23_g9216.t1	SMTH1_107000.1, SMTH1_107000.2, SMTH1_107000.3
OG0001855	FhHiC23_g3389.t2, FhHiC23_g3389.t1, FhHiC23_g3389.t3, FhHiC23_g3389.t4	SMTH1_79550.1
OG0001856	FhHiC23_g782.t1, FhHiC23_g782.t2	SMTH1_84080.1
OG0001857	FhHiC23_g2297.t1	SMTH1_85140.1
OG0001858	FhHiC23_g14615.t1, FhHiC23_g14615.t2, FhHiC23_g14615.t3	SMTH1_49940.1
OG0001859	FhHiC23_g11464.t1	SMTH1_9690.1, SMTH1_9690.2, SMTH1_9690.3
OG0001860	FhHiC23_g8999.t1, FhHiC23_g8999.t2	SMTH1_30010.1, SMTH1_30000.1
OG0001861	FhHiC23_g3041.t1, FhHiC23_g3041.t2	SMTH1_83490.1
OG0001862	FhHiC23_g12794.t1	SMTH1_5070.1, SMTH1_5070.2
OG0001863	FhHiC23_g5633.t1	SMTH1_30760.1, SMTH1_30750.1, SMTH1_29960.1
