Orthogroup	fasciola_hepatica	schistosoma_rodhaini
OG0000794	FhHiC23_g12584.t1, FhHiC23_g12583.t1	SRDH2_10440.10, SRDH2_10440.3, SRDH2_10440.4, SRDH2_10440.5, SRDH2_10440.6, SRDH2_10440.7, SRDH2_10440.8, SRDH2_10440.9, SRDH2_10440.2, SRDH2_10440.1, SRDH2_10440.11
OG0000795	FhHiC23_g9895.t1	SRDH2_98680.1
OG0000796	FhHiC23_g15331.t1, FhHiC23_g16584.t1, FhHiC23_g16615.t1, FhHiC23_g16612.t1, FhHiC23_g16613.t1	SRDH2_16260.1, SRDH2_16270.1, SRDH2_16250.1
OG0000797	FhHiC23_g15502.t1	SRDH2_20390.1, SRDH2_20390.2
OG0000798	FhHiC23_g13257.t1, FhHiC23_g13257.t2	SRDH2_1350.1
OG0000799	FhHiC23_g8434.t2, FhHiC23_g8434.t3	SRDH2_69350.1, SRDH2_69350.2, SRDH2_69350.4, SRDH2_69350.3, SRDH2_69350.5
OG0000800	FhHiC23_g11946.t1	SRDH2_10360.2, SRDH2_10360.1
OG0000801	FhHiC23_g15119.t1, FhHiC23_g15119.t2, FhHiC23_g15119.t3, FhHiC23_g15119.t4	SRDH2_16160.3, SRDH2_16160.2, SRDH2_16160.1
OG0000802	FhHiC23_g3399.t1	SRDH2_75170.1
OG0000803	FhHiC23_g13841.t1, FhHiC23_g2337.t1, FhHiC23_g15471.t1	SRDH2_81130.2, SRDH2_81130.3, SRDH2_81130.4, SRDH2_81130.5, SRDH2_81130.6, SRDH2_81130.1
OG0000804	FhHiC23_g6485.t1, FhHiC23_g6485.t2	SRDH2_41630.8, SRDH2_41630.3, SRDH2_41630.5, SRDH2_41630.6, SRDH2_41630.4, SRDH2_41630.2, SRDH2_41630.1, SRDH2_41630.7
OG0000805	FhHiC23_g5909.t1	SRDH2_34000.1, SRDH2_34000.2
OG0000806	FhHiC23_g583.t2, FhHiC23_g583.t1	SRDH2_75550.2, SRDH2_75550.6, SRDH2_75550.7, SRDH2_75550.1, SRDH2_75550.4, SRDH2_75550.5, SRDH2_75550.3
OG0000807	FhHiC23_g13604.t1	SRDH2_10070.1, SRDH2_10060.1
OG0000808	FhHiC23_g9334.t1	SRDH2_96800.1
OG0000808	FhHiC23_g9332.t1, FhHiC23_g9332.t2, FhHiC23_g14938.t1	SRDH2_96810.1, SRDH2_96810.2, SRDH2_96810.3
OG0000809	FhHiC23_g16417.t1	SRDH2_91870.8, SRDH2_91870.1, SRDH2_91870.7, SRDH2_91870.3, SRDH2_91870.4, SRDH2_91870.5, SRDH2_91870.2, SRDH2_91870.6
OG0000810	FhHiC23_g10475.t2, FhHiC23_g10475.t1	SRDH2_25430.1
OG0000811	FhHiC23_g10638.t1	SRDH2_11410.1, SRDH2_11410.2, SRDH2_11410.5, SRDH2_11410.7, SRDH2_11410.8, SRDH2_11410.9, SRDH2_11410.3, SRDH2_11410.4, SRDH2_11410.6
OG0000812	FhHiC23_g11181.t1	SRDH2_13940.10, SRDH2_13940.1, SRDH2_13940.11, SRDH2_13940.3, SRDH2_13940.4, SRDH2_13940.6, SRDH2_13940.8, SRDH2_13940.9, SRDH2_13940.12, SRDH2_13940.2, SRDH2_13940.5, SRDH2_13940.7
OG0000813	FhHiC23_g4330.t1	SRDH2_89630.1, SRDH2_89630.2, SRDH2_89630.3, SRDH2_89630.4, SRDH2_89630.5
OG0000814	FhHiC23_g7686.t1	SRDH2_65100.4, SRDH2_65100.6, SRDH2_65100.7, SRDH2_65100.2, SRDH2_65100.8, SRDH2_65100.1, SRDH2_65100.5, SRDH2_65100.3
OG0000815	FhHiC23_g6768.t3, FhHiC23_g6772.t2, FhHiC23_g6772.t1, FhHiC23_g6772.t3, FhHiC23_g6768.t2, FhHiC23_g6768.t1	SRDH2_61190.5, SRDH2_61190.8, SRDH2_61190.9, SRDH2_61190.3, SRDH2_61190.4, SRDH2_61190.1, SRDH2_61190.2, SRDH2_61190.6, SRDH2_61190.7, SRDH2_61190.10, SRDH2_61190.13, SRDH2_61190.11, SRDH2_61190.12, SRDH2_61190.14
OG0000816	FhHiC23_g4576.t1, FhHiC23_g4576.t2	SRDH2_86370.2, SRDH2_86350.1, SRDH2_86370.5, SRDH2_86370.6, SRDH2_86370.7, SRDH2_86370.8, SRDH2_86370.9, SRDH2_86370.10, SRDH2_86370.11, SRDH2_86370.3, SRDH2_86370.4, SRDH2_86440.1, SRDH2_86370.1, SRDH2_86370.12, SRDH2_86380.1
OG0000817	FhHiC23_g16858.t1	SRDH2_91270.10, SRDH2_91270.1, SRDH2_91270.2, SRDH2_91270.3, SRDH2_91270.4, SRDH2_91270.5, SRDH2_91270.6, SRDH2_91270.7, SRDH2_91270.8, SRDH2_91270.9
OG0000818	FhHiC23_g10948.t2, FhHiC23_g10948.t1, FhHiC23_g10948.t3	SRDH2_12080.4, SRDH2_12080.5, SRDH2_12080.2, SRDH2_12080.7, SRDH2_12080.10, SRDH2_12080.11, SRDH2_12080.9, SRDH2_12080.3, SRDH2_12080.8, SRDH2_12080.1, SRDH2_12080.6
OG0000819	FhHiC23_g6869.t1	SRDH2_65960.1, SRDH2_65960.2, SRDH2_65960.3, SRDH2_65960.4, SRDH2_65960.6, SRDH2_65960.7, SRDH2_65960.5
OG0000820	FhHiC23_g3713.t1	SRDH2_87370.1
OG0000820	FhHiC23_g9733.t1, FhHiC23_g9732.t1	SRDH2_28290.1
OG0000821	FhHiC23_g1618.t1, FhHiC23_g1618.t2	SRDH2_49890.7, SRDH2_49890.3, SRDH2_49890.4, SRDH2_49890.5, SRDH2_49890.8, SRDH2_49890.1, SRDH2_49890.2, SRDH2_49890.6
OG0000822	FhHiC23_g771.t1	SRDH2_76250.7, SRDH2_76250.2, SRDH2_76250.4, SRDH2_76250.1, SRDH2_76250.3, SRDH2_76250.5, SRDH2_76250.6, SRDH2_76250.8
OG0000823	FhHiC23_g44.t1	SRDH2_52700.1
OG0000824	FhHiC23_g13071.t1, FhHiC23_g13070.t1	SRDH2_3190.3, SRDH2_3190.1, SRDH2_3190.2
OG0000825	FhHiC23_g3138.t1, FhHiC23_g3138.t2	SRDH2_76870.3, SRDH2_76870.4, SRDH2_76870.2, SRDH2_76880.1, SRDH2_76870.5, SRDH2_76870.6, SRDH2_76870.1, SRDH2_76870.7, SRDH2_79030.1
OG0000826	FhHiC23_g1233.t1	SRDH2_56310.4, SRDH2_56310.7, SRDH2_56310.5, SRDH2_56310.2, SRDH2_56310.6, SRDH2_56310.8, SRDH2_56310.1, SRDH2_56310.3
OG0000827	FhHiC23_g2450.t1	SRDH2_77260.1, SRDH2_77260.2, SRDH2_77260.3
OG0000830	FhHiC23_g1583.t2, FhHiC23_g1583.t3, FhHiC23_g1583.t1	SRDH2_49660.5, SRDH2_49660.3, SRDH2_49660.7, SRDH2_49660.8, SRDH2_49660.1, SRDH2_49660.2, SRDH2_49660.4, SRDH2_49660.6
OG0000831	FhHiC23_g14581.t1, FhHiC23_g14581.t2, FhHiC23_g12373.t1	SRDH2_42770.1, SRDH2_42770.3, SRDH2_42770.2, SRDH2_42770.4
OG0000832	FhHiC23_g8488.t1, FhHiC23_g6895.t1	SRDH2_61930.11, SRDH2_61930.3, SRDH2_61930.9, SRDH2_61930.2, SRDH2_61930.7, SRDH2_61930.10, SRDH2_61930.8, SRDH2_61930.4, SRDH2_61930.5, SRDH2_61930.1, SRDH2_61930.6
OG0000833	FhHiC23_g6028.t1, FhHiC23_g6028.t2	SRDH2_35200.1, SRDH2_35200.3, SRDH2_35200.5, SRDH2_35200.7, SRDH2_35200.10, SRDH2_35200.2, SRDH2_35200.4, SRDH2_35200.6, SRDH2_35200.8, SRDH2_35200.9
OG0000834	FhHiC23_g977.t1	SRDH2_49470.2, SRDH2_49470.3, SRDH2_49470.5, SRDH2_49470.1, SRDH2_49470.4
OG0000835	FhHiC23_g14565.t1, FhHiC23_g12942.t1	SRDH2_31910.9, SRDH2_31910.2, SRDH2_31910.7, SRDH2_31910.4, SRDH2_31910.1, SRDH2_31910.8, SRDH2_31910.5, SRDH2_31910.6, SRDH2_31910.10, SRDH2_31910.3
OG0000836	FhHiC23_g5942.t1	SRDH2_37590.3, SRDH2_37590.1, SRDH2_37590.4, SRDH2_37590.5, SRDH2_37590.2
OG0000837	FhHiC23_g5533.t1, FhHiC23_g5533.t2, FhHiC23_g5533.t3	SRDH2_36250.1, SRDH2_36250.2, SRDH2_36250.4, SRDH2_36250.5, SRDH2_36250.6, SRDH2_36250.3
OG0000838	FhHiC23_g6227.t1	SRDH2_39260.1, SRDH2_39250.1
OG0000839	FhHiC23_g5173.t1	SRDH2_38650.4, SRDH2_38650.3, SRDH2_38650.2, SRDH2_38650.5, SRDH2_38650.1
OG0000840	FhHiC23_g2678.t1	SRDH2_71720.1, SRDH2_71720.2, SRDH2_71720.3
OG0000841	FhHiC23_g15177.t1, FhHiC23_g15177.t2	SRDH2_20780.2, SRDH2_20780.1, SRDH2_20780.3
OG0000842	FhHiC23_g7024.t2, FhHiC23_g7024.t1	SRDH2_69130.3, SRDH2_69130.2, SRDH2_69130.1, SRDH2_69130.5, SRDH2_69130.6, SRDH2_69130.7, SRDH2_69130.4
OG0000843	FhHiC23_g4065.t1	SRDH2_84590.3, SRDH2_84590.5, SRDH2_84590.1, SRDH2_84590.2, SRDH2_84590.4
OG0000844	FhHiC23_g12924.t1	SRDH2_5320.7, SRDH2_5320.8, SRDH2_5320.4, SRDH2_5320.5, SRDH2_5320.1, SRDH2_5320.2, SRDH2_5320.3, SRDH2_5320.6
OG0000845	FhHiC23_g4362.t1, FhHiC23_g4362.t3, FhHiC23_g4362.t2, FhHiC23_g4362.t4	SRDH2_92860.1, SRDH2_92860.2, SRDH2_92860.3, SRDH2_92860.4
OG0000846	FhHiC23_g9742.t3, FhHiC23_g9742.t2, FhHiC23_g9742.t1, FhHiC23_g9742.t4	SRDH2_17340.1
OG0000847	FhHiC23_g12640.t1	SRDH2_1250.9, SRDH2_1250.5, SRDH2_1250.2, SRDH2_1250.3, SRDH2_1250.12, SRDH2_1250.8, SRDH2_1250.1, SRDH2_1250.7, SRDH2_1250.10, SRDH2_1250.11, SRDH2_1250.13, SRDH2_1250.14, SRDH2_1250.4, SRDH2_1250.6
OG0000848	FhHiC23_g6091.t1, FhHiC23_g6091.t2	SRDH2_32410.3, SRDH2_32410.4, SRDH2_32410.6, SRDH2_32410.2, SRDH2_32410.5, SRDH2_32410.1
OG0000849	FhHiC23_g5869.t1, FhHiC23_g5869.t2	SRDH2_39300.3, SRDH2_39300.1, SRDH2_39300.4, SRDH2_39300.2
OG0000850	FhHiC23_g10184.t1	SRDH2_27730.8, SRDH2_27730.9, SRDH2_27730.2, SRDH2_27730.4, SRDH2_27730.5, SRDH2_27730.10, SRDH2_27730.1, SRDH2_27730.11, SRDH2_27730.3, SRDH2_27730.6, SRDH2_27730.7
OG0000851	FhHiC23_g16853.t2, FhHiC23_g16853.t1	SRDH2_91860.13, SRDH2_91860.3, SRDH2_91860.4, SRDH2_91860.7, SRDH2_91860.11, SRDH2_91860.12, SRDH2_91860.2, SRDH2_91860.9, SRDH2_91860.1, SRDH2_91860.10, SRDH2_91860.6, SRDH2_91860.8, SRDH2_91860.5
OG0000852	FhHiC23_g11992.t1	SRDH2_11230.3, SRDH2_11230.1, SRDH2_11230.2, SRDH2_11230.4
OG0000853	FhHiC23_g3483.t2, FhHiC23_g3483.t1	SRDH2_85100.1, SRDH2_85100.5, SRDH2_85100.3, SRDH2_85100.4, SRDH2_85100.2
OG0000854	FhHiC23_g6111.t1	SRDH2_37580.1, SRDH2_37570.1
OG0000855	FhHiC23_g2348.t4, FhHiC23_g2348.t5	SRDH2_55520.1, SRDH2_55520.4, SRDH2_55520.5, SRDH2_55520.3, SRDH2_55520.2
OG0000856	FhHiC23_g12667.t1	SRDH2_3090.1, SRDH2_3090.2
OG0000857	FhHiC23_g13593.t1, FhHiC23_g13593.t2	SRDH2_4250.8, SRDH2_4250.1, SRDH2_4250.2, SRDH2_4250.5, SRDH2_4250.6, SRDH2_4250.4, SRDH2_4250.7, SRDH2_4250.9, SRDH2_4250.3
OG0000858	FhHiC23_g12474.t1	SRDH2_4610.3, SRDH2_4610.2, SRDH2_4610.1, SRDH2_4610.4
OG0000859	FhHiC23_g931.t1, FhHiC23_g929.t1, FhHiC23_g929.t2	SRDH2_50320.1
OG0000860	FhHiC23_g6802.t1, FhHiC23_g6802.t2	SRDH2_61480.1
OG0000860	FhHiC23_g7173.t1	SRDH2_64020.2, SRDH2_64020.1
OG0000861	FhHiC23_g11957.t1	SRDH2_11900.3, SRDH2_11900.4, SRDH2_11900.1, SRDH2_11900.2
OG0000862	FhHiC23_g5265.t1, FhHiC23_g5265.t2	SRDH2_30410.3, SRDH2_30410.1, SRDH2_30410.5, SRDH2_30410.2, SRDH2_30410.4, SRDH2_30410.6, SRDH2_30410.7
OG0000863	FhHiC23_g12072.t1	SRDH2_7510.2
OG0000864	FhHiC23_g5194.t1	SRDH2_95800.3, SRDH2_95800.4, SRDH2_95800.5, SRDH2_95800.1, SRDH2_95840.4, SRDH2_95840.2, SRDH2_95840.5, SRDH2_95800.2, SRDH2_95840.3, SRDH2_95840.1
OG0000865	FhHiC23_g6437.t1	SRDH2_35160.4, SRDH2_35160.6, SRDH2_35160.2, SRDH2_35160.5, SRDH2_35160.1, SRDH2_35160.7, SRDH2_35160.3
OG0000866	FhHiC23_g12841.t1	SRDH2_690.1
OG0000867	FhHiC23_g11700.t1	SRDH2_7330.1
OG0000869	FhHiC23_g16177.t1	SRDH2_93430.1
OG0000870	FhHiC23_g13098.t1	SRDH2_940.1, SRDH2_940.3, SRDH2_940.4, SRDH2_940.5, SRDH2_940.2, SRDH2_940.6, SRDH2_940.7, SRDH2_940.8
OG0000871	FhHiC23_g6154.t1	SRDH2_29030.1
OG0000872	FhHiC23_g12608.t2, FhHiC23_g12608.t1	SRDH2_4140.1
OG0000873	FhHiC23_g4429.t1, FhHiC23_g4429.t3, FhHiC23_g4429.t2	SRDH2_13370.1, SRDH2_88780.1
OG0000874	FhHiC23_g14447.t1, FhHiC23_g14448.t1, FhHiC23_g14456.t1, FhHiC23_g14458.t1, FhHiC23_g14458.t2	SRDH2_43350.6, SRDH2_43350.1, SRDH2_43350.2, SRDH2_43350.3, SRDH2_43350.4, SRDH2_43350.5
OG0000875	FhHiC23_g8094.t2, FhHiC23_g8094.t1, FhHiC23_g8094.t3	SRDH2_63950.1
OG0000876	FhHiC23_g10132.t1, FhHiC23_g10126.t1	SRDH2_24180.1
OG0000877	FhHiC23_g12038.t1, FhHiC23_g12038.t2, FhHiC23_g12038.t3	SRDH2_7440.7, SRDH2_7440.5, SRDH2_7440.6, SRDH2_7440.3, SRDH2_7440.4, SRDH2_7440.1, SRDH2_7440.2
OG0000878	FhHiC23_g11004.t1, FhHiC23_g11004.t2	SRDH2_18910.5, SRDH2_18910.2, SRDH2_18910.4, SRDH2_18910.1, SRDH2_18910.11, SRDH2_18910.12, SRDH2_18910.3, SRDH2_18910.10, SRDH2_18910.6, SRDH2_18910.7, SRDH2_18910.8, SRDH2_18910.9
OG0000879	FhHiC23_g6860.t1, FhHiC23_g6860.t2	SRDH2_60000.1, SRDH2_60000.2, SRDH2_60000.3, SRDH2_60150.1, SRDH2_59960.1, SRDH2_60140.1, SRDH2_59970.1, SRDH2_59990.1, SRDH2_59980.1
OG0000880	FhHiC23_g2219.t1	SRDH2_81580.1
OG0000881	FhHiC23_g12891.t1, FhHiC23_g12891.t2, FhHiC23_g12891.t3	SRDH2_4630.1, SRDH2_4630.2, SRDH2_4630.3, SRDH2_4630.4
OG0000881	FhHiC23_g16682.t1, FhHiC23_g16682.t3	SRDH2_92010.1
OG0000882	FhHiC23_g15594.t1, FhHiC23_g15594.t2	SRDH2_22570.1
OG0000882	FhHiC23_g5993.t1	SRDH2_40290.1, SRDH2_40290.2
OG0000883	FhHiC23_g5991.t1	SRDH2_40280.1
OG0000884	FhHiC23_g4988.t1, FhHiC23_g4988.t2	SRDH2_39530.4, SRDH2_39530.3, SRDH2_39530.1, SRDH2_39530.2
OG0000886	FhHiC23_g1547.t1	SRDH2_71820.3, SRDH2_71820.4, SRDH2_71820.1, SRDH2_71820.2
OG0000887	FhHiC23_g11404.t1	SRDH2_20070.1
OG0000888	FhHiC23_g3221.t1	SRDH2_80640.1, SRDH2_80640.2, SRDH2_80640.3, SRDH2_80660.2, SRDH2_80660.1, SRDH2_80660.3
OG0000889	FhHiC23_g10327.t1, FhHiC23_g10327.t2	SRDH2_28140.4, SRDH2_28140.1, SRDH2_28140.2, SRDH2_28140.3
OG0000890	FhHiC23_g13982.t1	SRDH2_41160.3, SRDH2_41160.1, SRDH2_41160.2, SRDH2_41160.5, SRDH2_41160.4
OG0000891	FhHiC23_g5460.t1	SRDH2_37700.1
OG0000892	FhHiC23_g1375.t1	SRDH2_54060.5, SRDH2_54060.7, SRDH2_54060.1, SRDH2_54060.3, SRDH2_54060.4, SRDH2_54060.9, SRDH2_54060.2, SRDH2_54060.6, SRDH2_54060.8, SRDH2_54060.10
OG0000894	FhHiC23_g4413.t1	SRDH2_90570.1
OG0000895	FhHiC23_g14019.t3, FhHiC23_g14019.t1, FhHiC23_g14019.t2	SRDH2_44270.1
OG0000896	FhHiC23_g15166.t1, FhHiC23_g15166.t2, FhHiC23_g15166.t3	SRDH2_21440.1
OG0000897	FhHiC23_g11656.t2, FhHiC23_g11656.t1, FhHiC23_g2581.t1, FhHiC23_g2581.t2	SRDH2_10430.8, SRDH2_10430.14, SRDH2_10430.15, SRDH2_10430.16, SRDH2_10430.12, SRDH2_10430.13, SRDH2_10430.2, SRDH2_10430.17, SRDH2_10430.6, SRDH2_10430.1, SRDH2_10430.7, SRDH2_10430.3, SRDH2_10430.4, SRDH2_10430.10, SRDH2_10430.9, SRDH2_10430.11, SRDH2_10430.5
OG0000898	FhHiC23_g2752.t1	SRDH2_73620.1
OG0000899	FhHiC23_g11385.t1	SRDH2_13500.6, SRDH2_13500.4, SRDH2_13500.8, SRDH2_13500.7, SRDH2_13500.5, SRDH2_13500.12, SRDH2_13500.9, SRDH2_13500.13, SRDH2_13500.10, SRDH2_13500.11, SRDH2_13500.2, SRDH2_13500.1, SRDH2_13500.3
OG0000900	FhHiC23_g12918.t1, FhHiC23_g13771.t1	SRDH2_3690.1, SRDH2_3690.2
OG0000901	FhHiC23_g7940.t1, FhHiC23_g7940.t2	SRDH2_64150.1
OG0000902	FhHiC23_g393.t1	SRDH2_56170.1
OG0000903	FhHiC23_g10751.t1	SRDH2_15940.2, SRDH2_15940.4, SRDH2_15940.1, SRDH2_15940.3, SRDH2_15940.5, SRDH2_15940.6
OG0000904	FhHiC23_g12793.t1, FhHiC23_g12793.t2	SRDH2_5180.1
OG0000905	FhHiC23_g1090.t1, FhHiC23_g1090.t2	SRDH2_80830.6, SRDH2_80830.2, SRDH2_80830.4, SRDH2_80830.5, SRDH2_80830.1, SRDH2_80830.3
OG0000906	FhHiC23_g7197.t1, FhHiC23_g7197.t2	SRDH2_65490.15, SRDH2_65490.17, SRDH2_65490.18, SRDH2_65490.5, SRDH2_65490.1, SRDH2_65490.10, SRDH2_65490.12, SRDH2_65490.13, SRDH2_65490.14, SRDH2_65490.16, SRDH2_65490.6, SRDH2_65490.9, SRDH2_65490.11, SRDH2_65490.2, SRDH2_65490.3, SRDH2_65490.4, SRDH2_65490.7, SRDH2_65490.8
OG0000907	FhHiC23_g2389.t5, FhHiC23_g2389.t1, FhHiC23_g2389.t2, FhHiC23_g2389.t3, FhHiC23_g2389.t4	SRDH2_76380.1
OG0000910	FhHiC23_g12643.t1, FhHiC23_g12643.t2	SRDH2_8380.1, SRDH2_8380.2, SRDH2_8370.1
OG0000911	FhHiC23_g6963.t1	SRDH2_59810.8, SRDH2_59810.3, SRDH2_59810.9, SRDH2_59810.1, SRDH2_59810.10, SRDH2_59810.11, SRDH2_59810.2, SRDH2_59810.7, SRDH2_59810.6, SRDH2_59810.12, SRDH2_59810.4, SRDH2_59810.5
OG0000912	FhHiC23_g11622.t1	SRDH2_6520.5, SRDH2_6520.8, SRDH2_6520.1, SRDH2_6520.6, SRDH2_6520.2, SRDH2_6520.3, SRDH2_6520.4, SRDH2_6520.7, SRDH2_6520.9, SRDH2_6520.10
OG0000913	FhHiC23_g10414.t5, FhHiC23_g10414.t4, FhHiC23_g10414.t1, FhHiC23_g10414.t2, FhHiC23_g10414.t3, FhHiC23_g8600.t1, FhHiC23_g8600.t2, FhHiC23_g4451.t1, FhHiC23_g4451.t2	SRDH2_37070.1
OG0000914	FhHiC23_g5784.t1, FhHiC23_g5784.t2	SRDH2_38680.1
OG0000915	FhHiC23_g6538.t1	SRDH2_29900.1, SRDH2_29900.6, SRDH2_29900.7, SRDH2_29900.2, SRDH2_29900.3, SRDH2_29900.4, SRDH2_29900.5
OG0000916	FhHiC23_g5150.t2, FhHiC23_g5150.t1	SRDH2_39820.1, SRDH2_39820.2, SRDH2_39820.3, SRDH2_39820.4
OG0000917	FhHiC23_g3879.t3, FhHiC23_g3879.t1, FhHiC23_g3879.t2	SRDH2_86710.2, SRDH2_86710.4, SRDH2_86710.1, SRDH2_86710.3, SRDH2_86710.5
OG0000918	FhHiC23_g10495.t2, FhHiC23_g10495.t1	SRDH2_27120.1, SRDH2_27120.3, SRDH2_27120.4, SRDH2_27120.2
OG0000919	FhHiC23_g3732.t1, FhHiC23_g3732.t2	SRDH2_86880.1, SRDH2_86880.2, SRDH2_86880.3, SRDH2_86880.5, SRDH2_86880.6, SRDH2_86880.7, SRDH2_86880.8, SRDH2_86880.4
OG0000920	FhHiC23_g10067.t2, FhHiC23_g10067.t1, FhHiC23_g10067.t3	SRDH2_98290.1
OG0000921	FhHiC23_g14388.t2, FhHiC23_g14388.t1	SRDH2_43720.1
OG0000922	FhHiC23_g11429.t1, FhHiC23_g11429.t2, FhHiC23_g11429.t3, FhHiC23_g11434.t1, FhHiC23_g11435.t1, FhHiC23_g11431.t1	SRDH2_6940.1
OG0000923	FhHiC23_g9137.t1	SRDH2_96520.1
OG0000925	FhHiC23_g11612.t1, FhHiC23_g11612.t2	SRDH2_16890.1, SRDH2_16880.1, SRDH2_16880.2
OG0000926	FhHiC23_g9543.t1, FhHiC23_g9543.t2	SRDH2_27410.1
OG0000927	FhHiC23_g15558.t1	SRDH2_20140.3, SRDH2_20140.2, SRDH2_20140.8, SRDH2_20140.1, SRDH2_20140.4, SRDH2_20140.6, SRDH2_20140.13, SRDH2_20140.12, SRDH2_20140.7, SRDH2_20140.9, SRDH2_20140.10, SRDH2_20140.5, SRDH2_20140.11
OG0000928	FhHiC23_g5523.t1, FhHiC23_g5523.t2	SRDH2_36310.1, SRDH2_36310.2, SRDH2_36310.3, SRDH2_36310.4
OG0000929	FhHiC23_g7701.t1, FhHiC23_g7701.t2	SRDH2_67280.3, SRDH2_67280.5, SRDH2_67280.6, SRDH2_67280.7, SRDH2_67280.8, SRDH2_67280.1, SRDH2_67280.2, SRDH2_67280.4
OG0000930	FhHiC23_g13968.t1	SRDH2_42700.4, SRDH2_42700.2, SRDH2_42700.3, SRDH2_42700.1
OG0000931	FhHiC23_g824.t1, FhHiC23_g821.t1, FhHiC23_g821.t2	SRDH2_74260.1, SRDH2_74260.3, SRDH2_74260.2, SRDH2_74260.5, SRDH2_74260.6, SRDH2_74260.7, SRDH2_74260.4, SRDH2_100270.1
OG0000932	FhHiC23_g12855.t2, FhHiC23_g12855.t1, FhHiC23_g12855.t3	SRDH2_1170.1, SRDH2_1170.2, SRDH2_1170.3
OG0000933	FhHiC23_g5801.t1	SRDH2_39920.14, SRDH2_39920.15, SRDH2_39920.12, SRDH2_39920.1, SRDH2_39920.3, SRDH2_39920.4, SRDH2_39920.8, SRDH2_39920.2, SRDH2_39920.10, SRDH2_39920.11, SRDH2_39920.6, SRDH2_39920.7, SRDH2_39920.9, SRDH2_39920.13, SRDH2_39920.16, SRDH2_39920.5
OG0000934	FhHiC23_g11672.t2, FhHiC23_g11672.t1	SRDH2_10520.3, SRDH2_10520.10, SRDH2_10520.1, SRDH2_10520.15, SRDH2_10520.12, SRDH2_10520.9, SRDH2_10520.11, SRDH2_10520.8, SRDH2_10520.7, SRDH2_10520.2, SRDH2_10520.5, SRDH2_10520.4, SRDH2_10520.6, SRDH2_10520.14, SRDH2_10520.13
OG0000935	FhHiC23_g7749.t1	SRDH2_67920.5, SRDH2_67920.4, SRDH2_67920.6, SRDH2_67920.1, SRDH2_67920.2, SRDH2_67920.7, SRDH2_67920.3
OG0000936	FhHiC23_g9655.t1	SRDH2_97320.6, SRDH2_97320.3, SRDH2_97320.1, SRDH2_97320.2, SRDH2_97320.7, SRDH2_97320.5, SRDH2_97320.4
OG0000937	FhHiC23_g3159.t1	SRDH2_55210.8, SRDH2_55210.1, SRDH2_55210.2, SRDH2_55210.3, SRDH2_55210.5, SRDH2_55210.4, SRDH2_55210.6, SRDH2_55210.7
OG0000938	FhHiC23_g6779.t1, FhHiC23_g6778.t1	SRDH2_61350.5, SRDH2_61350.1, SRDH2_61350.2, SRDH2_61350.6, SRDH2_61350.8, SRDH2_61350.9, SRDH2_61350.10, SRDH2_61350.3, SRDH2_61350.7, SRDH2_61350.4
OG0000939	FhHiC23_g16569.t1, FhHiC23_g16569.t2, FhHiC23_g16569.t3	SRDH2_89450.1
OG0000940	FhHiC23_g12811.t1	SRDH2_5830.2, SRDH2_5830.1, SRDH2_5830.3, SRDH2_5830.4
OG0000941	FhHiC23_g6008.t1	SRDH2_36490.2, SRDH2_36490.3, SRDH2_36490.7, SRDH2_36490.15, SRDH2_36490.12, SRDH2_36490.11, SRDH2_36490.1, SRDH2_36490.13, SRDH2_36490.8, SRDH2_36490.10, SRDH2_36490.9, SRDH2_36490.14
OG0000942	FhHiC23_g4439.t1, FhHiC23_g11939.t2, FhHiC23_g11939.t1	SRDH2_16480.1, SRDH2_16480.8, SRDH2_16480.7, SRDH2_16480.9, SRDH2_16480.2, SRDH2_16480.3, SRDH2_16480.6, SRDH2_16480.11, SRDH2_16480.5, SRDH2_16480.4, SRDH2_16480.10
OG0000943	FhHiC23_g5257.t1	SRDH2_29110.5, SRDH2_29110.3, SRDH2_29110.1, SRDH2_29110.4, SRDH2_29110.2, SRDH2_29110.6
OG0000944	FhHiC23_g222.t1, FhHiC23_g223.t1, FhHiC23_g12677.t1, FhHiC23_g8396.t1	SRDH2_59330.1, SRDH2_59340.3, SRDH2_59340.4, SRDH2_59340.8, SRDH2_59340.1, SRDH2_59340.2, SRDH2_59340.5, SRDH2_59340.6, SRDH2_59340.7, SRDH2_59340.9
OG0000945	FhHiC23_g11090.t1	SRDH2_11710.1, SRDH2_11710.2, SRDH2_11710.3, SRDH2_11710.5, SRDH2_11710.6, SRDH2_11710.8, SRDH2_11710.4, SRDH2_11710.7, SRDH2_11710.9
OG0000946	FhHiC23_g13160.t1	SRDH2_9010.10, SRDH2_9010.7, SRDH2_9010.5, SRDH2_9010.3, SRDH2_9010.4, SRDH2_9010.6, SRDH2_9010.9, SRDH2_9010.1, SRDH2_9010.2, SRDH2_9010.8
OG0000947	FhHiC23_g6472.t1	SRDH2_38980.1
OG0000948	FhHiC23_g3632.t1	SRDH2_83870.1, SRDH2_83870.2
OG0000949	FhHiC23_g11661.t1, FhHiC23_g11663.t1, FhHiC23_g11664.t1	SRDH2_16640.1
OG0000950	FhHiC23_g737.t1, FhHiC23_g737.t2	SRDH2_52730.1, SRDH2_52730.3, SRDH2_52730.2, SRDH2_52730.5, SRDH2_52730.6, SRDH2_52730.4
