Orthogroup	fasciola_hepatica	schistosoma_margrebowiei
OG0001095	FhHiC23_g2076.t1	SMRG1_51620.3, SMRG1_51620.7, SMRG1_51620.1, SMRG1_51620.5, SMRG1_51620.8, SMRG1_51620.6, SMRG1_51620.2, SMRG1_51620.4
OG0001096	FhHiC23_g11191.t1	SMRG1_18950.1, SMRG1_18950.2, SMRG1_18950.3
OG0001097	FhHiC23_g8335.t1, FhHiC23_g8335.t2, FhHiC23_g15754.t1	SMRG1_68600.1
OG0001098	FhHiC23_g5515.t2, FhHiC23_g5515.t1	SMRG1_31970.1
OG0001099	FhHiC23_g4375.t1, FhHiC23_g4375.t2, FhHiC23_g4375.t3	SMRG1_93720.1
OG0001099	FhHiC23_g4376.t2, FhHiC23_g4376.t1	SMRG1_93710.1, SMRG1_93710.2, SMRG1_93710.3
OG0001100	FhHiC23_g8517.t1, FhHiC23_g8517.t2	SMRG1_69980.1, SMRG1_69980.3, SMRG1_69980.2
OG0001101	FhHiC23_g1166.t1	SMRG1_46310.1
OG0001102	FhHiC23_g8118.t1, FhHiC23_g8119.t1	SMRG1_63030.1, SMRG1_63030.2, SMRG1_63030.3
OG0001103	FhHiC23_g9426.t1	SMRG1_95570.1, SMRG1_95570.2, SMRG1_95570.4, SMRG1_95570.3
OG0001104	FhHiC23_g7807.t1	SMRG1_63010.4, SMRG1_63010.1, SMRG1_63010.2, SMRG1_63010.3
OG0001105	FhHiC23_g5722.t1	SMRG1_32040.1, SMRG1_32040.3, SMRG1_32060.1, SMRG1_32040.2
OG0001106	FhHiC23_g8470.t1, FhHiC23_g8469.t1	SMRG1_69470.1, SMRG1_69470.2, SMRG1_69470.3
OG0001107	FhHiC23_g2353.t1	SMRG1_52040.1, SMRG1_52040.2, SMRG1_52040.3
OG0001108	FhHiC23_g5315.t1, FhHiC23_g5315.t2	SMRG1_28690.1, SMRG1_28690.3, SMRG1_28690.2
OG0001109	FhHiC23_g5353.t1	SMRG1_34050.1, SMRG1_34050.2
OG0001110	FhHiC23_g12675.t1, FhHiC23_g12675.t3, FhHiC23_g12675.t2	SMRG1_3770.2, SMRG1_3770.3, SMRG1_3770.5, SMRG1_3770.1, SMRG1_3770.4
OG0001111	FhHiC23_g704.t1, FhHiC23_g704.t2	SMRG1_49680.1, SMRG1_49680.2
OG0001112	FhHiC23_g9029.t1, FhHiC23_g9029.t2	SMRG1_96830.1, SMRG1_96810.1, SMRG1_96820.1
OG0001113	FhHiC23_g13268.t1, FhHiC23_g13268.t2	SMRG1_7410.6, SMRG1_7410.7, SMRG1_7410.2, SMRG1_7410.4, SMRG1_7410.1, SMRG1_7410.3, SMRG1_7410.5
OG0001114	FhHiC23_g12455.t1, FhHiC23_g12454.t1	SMRG1_6380.1
OG0001115	FhHiC23_g9413.t1	SMRG1_95650.1, SMRG1_95650.2, SMRG1_95650.3, SMRG1_95650.6, SMRG1_95650.4, SMRG1_95650.5
OG0001116	FhHiC23_g3848.t1, FhHiC23_g3848.t2	SMRG1_82600.6, SMRG1_82600.1, SMRG1_82600.2, SMRG1_82600.3, SMRG1_82600.5, SMRG1_82600.4
OG0001117	FhHiC23_g15056.t1	SMRG1_14690.3, SMRG1_14690.1, SMRG1_14690.4, SMRG1_14690.2
OG0001118	FhHiC23_g858.t1	SMRG1_71840.2, SMRG1_71850.1, SMRG1_71840.1, SMRG1_71840.3, SMRG1_71830.1
OG0001119	FhHiC23_g7613.t1	SMRG1_65700.1, SMRG1_65700.2
OG0001120	FhHiC23_g6514.t1, FhHiC23_g6513.t1	SMRG1_31660.1, SMRG1_31650.1
OG0001121	FhHiC23_g1269.t1	SMRG1_57260.1, SMRG1_57260.4, SMRG1_57260.6, SMRG1_57260.2, SMRG1_57260.3, SMRG1_57260.5
OG0001122	FhHiC23_g1505.t1	SMRG1_79840.1, SMRG1_79840.2, SMRG1_79840.5, SMRG1_79840.3, SMRG1_79840.4, SMRG1_79840.6
OG0001123	FhHiC23_g16262.t1	SMRG1_91630.1, SMRG1_91630.2, SMRG1_91630.3
OG0001124	FhHiC23_g4816.t1, FhHiC23_g4816.t2	SMRG1_37990.2, SMRG1_37990.5, SMRG1_37990.1, SMRG1_37990.3, SMRG1_37990.4
OG0001125	FhHiC23_g15067.t1, FhHiC23_g15283.t1	SMRG1_13250.1, SMRG1_13250.2, SMRG1_13250.3, SMRG1_13280.1, SMRG1_13280.2
OG0001126	FhHiC23_g15149.t1	SMRG1_9720.1
OG0001127	FhHiC23_g5403.t3	SMRG1_40260.3, SMRG1_40260.2, SMRG1_40260.1
OG0001129	FhHiC23_g5851.t1, FhHiC23_g5851.t2	SMRG1_37670.1, SMRG1_37680.1
OG0001130	FhHiC23_g11767.t1	SMRG1_11510.1, SMRG1_11510.2, SMRG1_11510.3
OG0001131	FhHiC23_g1578.t1, FhHiC23_g904.t1	SMRG1_74590.1, SMRG1_74590.2, SMRG1_74580.1
OG0001132	FhHiC23_g4204.t1	SMRG1_83890.4, SMRG1_83890.2, SMRG1_83890.3, SMRG1_83890.6, SMRG1_83890.1, SMRG1_83890.5
OG0001133	FhHiC23_g12862.t1, FhHiC23_g12866.t1	SMRG1_15560.1
OG0001134	FhHiC23_g7886.t2, FhHiC23_g7886.t1	SMRG1_65930.1
OG0001135	FhHiC23_g5147.t1, FhHiC23_g5147.t3, FhHiC23_g5147.t2, FhHiC23_g13641.t1	SMRG1_34490.2, SMRG1_34490.3, SMRG1_34490.1, SMRG1_34490.4
OG0001136	FhHiC23_g9049.t1, FhHiC23_g9049.t3, FhHiC23_g9049.t2, FhHiC23_g9048.t1	SMRG1_23680.1, SMRG1_23680.4, SMRG1_23680.3, SMRG1_23680.2
OG0001137	FhHiC23_g1813.t1, FhHiC23_g4293.t1	SMRG1_54080.1
OG0001138	FhHiC23_g15520.t1, FhHiC23_g15520.t2	SMRG1_19950.1
OG0001139	FhHiC23_g5718.t1	SMRG1_37420.1
OG0001140	FhHiC23_g241.t1, FhHiC23_g241.t2	SMRG1_46930.1
OG0001141	FhHiC23_g1076.t1, FhHiC23_g1076.t2, FhHiC23_g1075.t1	SMRG1_80260.1, SMRG1_80240.1, SMRG1_80250.1, SMRG1_80230.1
OG0001142	FhHiC23_g11870.t1	SMRG1_12550.1, SMRG1_12560.1
OG0001143	FhHiC23_g7415.t1	SMRG1_63400.2, SMRG1_63400.3, SMRG1_63400.4, SMRG1_63400.5, SMRG1_63400.7, SMRG1_63400.1, SMRG1_63400.6
OG0001144	FhHiC23_g5155.t1	SMRG1_36210.1
OG0001145	FhHiC23_g7658.t3	SMRG1_66080.1, SMRG1_66080.2
OG0001146	FhHiC23_g13278.t1	SMRG1_4230.1, SMRG1_4230.2
OG0001147	FhHiC23_g12808.t1	SMRG1_7280.1
OG0001148	FhHiC23_g381.t1	SMRG1_72590.1
OG0001149	FhHiC23_g1224.t1, FhHiC23_g1224.t2	SMRG1_78700.2, SMRG1_78700.3, SMRG1_78700.1, SMRG1_78700.5, SMRG1_78700.4
OG0001150	FhHiC23_g1835.t2, FhHiC23_g1835.t1	SMRG1_52610.5, SMRG1_52610.1, SMRG1_52610.2, SMRG1_52610.3, SMRG1_52610.4
OG0001151	FhHiC23_g16662.t1, FhHiC23_g16661.t1	SMRG1_90890.1
OG0001152	FhHiC23_g10976.t1	SMRG1_12340.1, SMRG1_12340.3, SMRG1_12340.4, SMRG1_12340.6, SMRG1_12340.7, SMRG1_12340.2, SMRG1_12340.5
OG0001153	FhHiC23_g6756.t1	SMRG1_68790.1, SMRG1_68790.5, SMRG1_68790.4, SMRG1_68790.2, SMRG1_68790.3
OG0001155	FhHiC23_g990.t1	SMRG1_49110.3, SMRG1_49110.5, SMRG1_49110.1, SMRG1_49110.2, SMRG1_49110.4
OG0001156	FhHiC23_g13609.t1	SMRG1_86710.1, SMRG1_86710.2, SMRG1_86720.1, SMRG1_7240.1, SMRG1_7240.2
OG0001157	FhHiC23_g7566.t1, FhHiC23_g7566.t2	SMRG1_63450.1
OG0001158	FhHiC23_g13969.t1, FhHiC23_g13969.t2, FhHiC23_g13969.t3	SMRG1_42680.1, SMRG1_42680.2, SMRG1_42680.3
OG0001159	FhHiC23_g15933.t1	SMRG1_93300.5, SMRG1_93300.10, SMRG1_93300.2, SMRG1_93300.3, SMRG1_93300.4, SMRG1_93300.8, SMRG1_93300.1, SMRG1_93300.11, SMRG1_93300.7, SMRG1_93300.9, SMRG1_93300.6
OG0001160	FhHiC23_g15448.t1	SMRG1_20550.2, SMRG1_20550.3, SMRG1_20550.4, SMRG1_20550.5, SMRG1_20550.1
OG0001161	FhHiC23_g8332.t1, FhHiC23_g8332.t2	SMRG1_69480.1, SMRG1_69480.2, SMRG1_66200.1
OG0001162	FhHiC23_g14256.t1	SMRG1_35830.1, SMRG1_35830.3, SMRG1_35830.2
OG0001163	FhHiC23_g2468.t1, FhHiC23_g2468.t2	SMRG1_77740.5, SMRG1_77740.2, SMRG1_77740.4, SMRG1_77740.1, SMRG1_77740.3
OG0001164	FhHiC23_g3712.t1	SMRG1_81580.1, SMRG1_81580.3, SMRG1_81580.5, SMRG1_81580.2, SMRG1_81580.4
OG0001165	FhHiC23_g7780.t1, FhHiC23_g7779.t1	SMRG1_58200.1, SMRG1_58200.2, SMRG1_58200.3, SMRG1_58200.4
OG0001166	FhHiC23_g10639.t2, FhHiC23_g10639.t1	SMRG1_10630.1, SMRG1_10630.3, SMRG1_10630.2, SMRG1_10630.4
OG0001167	FhHiC23_g8877.t2, FhHiC23_g8877.t1	SMRG1_35820.1, SMRG1_35820.3, SMRG1_35820.2
OG0001168	FhHiC23_g10761.t1	SMRG1_12140.1
OG0001169	FhHiC23_g1122.t1	SMRG1_50830.1
OG0001170	FhHiC23_g11438.t1, FhHiC23_g11438.t2	SMRG1_10930.1, SMRG1_10930.2
OG0001171	FhHiC23_g15069.t1, FhHiC23_g15069.t2	SMRG1_15040.3, SMRG1_15040.2, SMRG1_15040.1, SMRG1_14960.3, SMRG1_14960.4, SMRG1_14960.1, SMRG1_14960.2
OG0001172	FhHiC23_g4510.t1, FhHiC23_g4510.t2	SMRG1_60270.1
OG0001173	FhHiC23_g12817.t1, FhHiC23_g12817.t2	SMRG1_650.1
OG0001175	FhHiC23_g2041.t2, FhHiC23_g2041.t1	SMRG1_76790.1, SMRG1_52700.1, SMRG1_52700.2
OG0001176	FhHiC23_g2663.t2, FhHiC23_g2663.t1, FhHiC23_g2663.t3	SMRG1_74040.1, SMRG1_74040.2, SMRG1_74040.3, SMRG1_74040.4
OG0001177	FhHiC23_g9740.t1	SMRG1_24960.1
OG0001178	FhHiC23_g13729.t1	SMRG1_2360.1, SMRG1_2350.1
OG0001179	FhHiC23_g9508.t1, FhHiC23_g9508.t2	SMRG1_94540.1, SMRG1_94540.2
OG0001180	FhHiC23_g13376.t1	SMRG1_9020.4, SMRG1_9020.2, SMRG1_9020.3, SMRG1_9020.1
OG0001181	FhHiC23_g7599.t1	SMRG1_58220.3, SMRG1_58220.5, SMRG1_58220.2, SMRG1_58220.1, SMRG1_58220.4
OG0001182	FhHiC23_g13909.t1	SMRG1_36060.1, SMRG1_36060.2, SMRG1_36060.3, SMRG1_36060.4
OG0001183	FhHiC23_g10990.t1	SMRG1_10670.1
OG0001184	FhHiC23_g12651.t1	SMRG1_97850.1, SMRG1_97980.1
OG0001185	FhHiC23_g13085.t1, FhHiC23_g13087.t2, FhHiC23_g13087.t1, FhHiC23_g4259.t1, FhHiC23_g4260.t1	SMRG1_10280.6, SMRG1_10280.1, SMRG1_10280.2, SMRG1_10280.3, SMRG1_10280.5, SMRG1_10280.4, SMRG1_10280.8, SMRG1_10280.7
OG0001186	FhHiC23_g13509.t1, FhHiC23_g13509.t2	SMRG1_4720.1, SMRG1_4720.2
OG0001187	FhHiC23_g368.t1, FhHiC23_g5631.t1, FhHiC23_g5631.t2	SMRG1_31360.1
OG0001188	FhHiC23_g13489.t2, FhHiC23_g13489.t1, FhHiC23_g13489.t3	SMRG1_7550.1, SMRG1_7550.2
OG0001189	FhHiC23_g10719.t1	SMRG1_13880.1, SMRG1_13880.5, SMRG1_13880.3, SMRG1_13880.2, SMRG1_13880.4, SMRG1_13880.6
OG0001190	FhHiC23_g6596.t1	SMRG1_36230.1
OG0001191	FhHiC23_g10688.t1	SMRG1_6700.3, SMRG1_6700.1, SMRG1_6700.2, SMRG1_6700.4
OG0001192	FhHiC23_g14600.t1	SMRG1_43040.1
OG0001193	FhHiC23_g3600.t1, FhHiC23_g3599.t1	SMRG1_83370.1, SMRG1_83370.2, SMRG1_83370.3
OG0001194	FhHiC23_g13585.t1, FhHiC23_g13585.t3, FhHiC23_g13585.t2	SMRG1_6220.7, SMRG1_6220.6, SMRG1_6220.4, SMRG1_6220.5, SMRG1_6220.1, SMRG1_6220.2, SMRG1_6220.3
OG0001197	FhHiC23_g15701.t1	SMRG1_22180.1, SMRG1_22180.2, SMRG1_22180.3, SMRG1_22180.4
OG0001202	FhHiC23_g11630.t1, FhHiC23_g11630.t2	SMRG1_13010.1
OG0001203	FhHiC23_g12753.t1	SMRG1_300.1
OG0001203	FhHiC23_g4036.t1	SMRG1_81500.2
OG0001204	FhHiC23_g7557.t1, FhHiC23_g7557.t2	SMRG1_67180.1, SMRG1_67180.2, SMRG1_67180.8, SMRG1_67180.7, SMRG1_67180.5, SMRG1_67180.6, SMRG1_67180.3, SMRG1_67180.4
OG0001205	FhHiC23_g5338.t1	SMRG1_36440.1, SMRG1_36440.2, SMRG1_36440.3
OG0001207	FhHiC23_g15577.t1, FhHiC23_g15577.t2	SMRG1_14500.1
OG0001208	FhHiC23_g14632.t2, FhHiC23_g14632.t1	SMRG1_38130.1
OG0001209	FhHiC23_g976.t1	SMRG1_49370.2, SMRG1_49370.1, SMRG1_49370.4, SMRG1_49370.3, SMRG1_49370.5
OG0001210	FhHiC23_g10098.t1	SMRG1_94410.1
OG0001211	FhHiC23_g10685.t1	SMRG1_17450.1, SMRG1_17450.4, SMRG1_17450.6, SMRG1_17450.8, SMRG1_17450.7, SMRG1_17450.2, SMRG1_17450.5, SMRG1_17450.3, SMRG1_17450.9
OG0001212	FhHiC23_g6150.t1	SMRG1_24560.1, SMRG1_24630.1, SMRG1_24530.1, SMRG1_24580.1, SMRG1_24540.1, SMRG1_24550.1, SMRG1_24570.1
OG0001213	FhHiC23_g11965.t1	SMRG1_6520.1
OG0001214	FhHiC23_g6213.t1, FhHiC23_g6213.t2	SMRG1_28550.3, SMRG1_28550.4, SMRG1_28550.2, SMRG1_28550.1
OG0001215	FhHiC23_g8433.t1	SMRG1_64390.5, SMRG1_64390.6, SMRG1_64390.1, SMRG1_64390.3, SMRG1_64390.2, SMRG1_64390.4
OG0001216	FhHiC23_g10346.t1	SMRG1_26860.3, SMRG1_26860.2, SMRG1_26860.1
OG0001217	FhHiC23_g435.t1	SMRG1_73670.1, SMRG1_73670.6, SMRG1_73670.3, SMRG1_73670.5, SMRG1_73670.4, SMRG1_73670.2
OG0001218	FhHiC23_g11418.t1	SMRG1_12040.1
OG0001219	FhHiC23_g12821.t1, FhHiC23_g12821.t2	SMRG1_740.1, SMRG1_740.2, SMRG1_740.3
OG0001220	FhHiC23_g10412.t1	SMRG1_96160.1, SMRG1_96160.2, SMRG1_96160.3, SMRG1_96160.4, SMRG1_96160.5
OG0001221	FhHiC23_g7442.t1	SMRG1_63060.2, SMRG1_63060.1, SMRG1_63060.4, SMRG1_63060.3
OG0001222	FhHiC23_g16560.t1	SMRG1_93080.3, SMRG1_93080.5, SMRG1_93080.4, SMRG1_93080.2, SMRG1_93080.1
OG0001223	FhHiC23_g4936.t1, FhHiC23_g4935.t1, FhHiC23_g4935.t2	SMRG1_32800.1, SMRG1_32800.2, SMRG1_32800.3
OG0001224	FhHiC23_g4210.t1	SMRG1_82900.1
OG0001225	FhHiC23_g7081.t1	SMRG1_62020.1
OG0001226	FhHiC23_g206.t1	SMRG1_46610.2, SMRG1_46610.1, SMRG1_46610.3, SMRG1_46610.5, SMRG1_46610.7, SMRG1_46610.4, SMRG1_46610.6
OG0001227	FhHiC23_g7001.t1	SMRG1_62470.5, SMRG1_62470.1, SMRG1_62470.3, SMRG1_62470.4, SMRG1_62470.2
OG0001228	FhHiC23_g14129.t1, FhHiC23_g14102.t1, FhHiC23_g14100.t1, FhHiC23_g14134.t1, FhHiC23_g14108.t1, FhHiC23_g14109.t1, FhHiC23_g14115.t1, FhHiC23_g14126.t1, FhHiC23_g14131.t1, FhHiC23_g14123.t1, FhHiC23_g14127.t1, FhHiC23_g14132.t1, FhHiC23_g4499.t1, FhHiC23_g14125.t1, FhHiC23_g4498.t1, FhHiC23_g14122.t1, FhHiC23_g14124.t1, FhHiC23_g14118.t1, FhHiC23_g14130.t1	SMRG1_45240.1
OG0001229	FhHiC23_g5603.t1, FhHiC23_g5603.t2	SMRG1_30580.1, SMRG1_30580.2, SMRG1_30580.3
OG0001230	FhHiC23_g15009.t1	SMRG1_18090.1
OG0001231	FhHiC23_g5551.t1, FhHiC23_g5551.t2	SMRG1_39550.1
OG0001232	FhHiC23_g4104.t1	SMRG1_81530.1, SMRG1_81540.1, SMRG1_81550.1
OG0001233	FhHiC23_g13620.t1, FhHiC23_g13619.t1, FhHiC23_g13620.t2	SMRG1_5710.3, SMRG1_5710.4, SMRG1_5710.1, SMRG1_5710.5, SMRG1_5710.2
OG0001234	FhHiC23_g14590.t1	SMRG1_44370.1
OG0001235	FhHiC23_g6098.t1, FhHiC23_g6102.t1, FhHiC23_g6102.t2	SMRG1_28950.4, SMRG1_28950.2, SMRG1_28950.3, SMRG1_28950.1
OG0001236	FhHiC23_g7637.t2, FhHiC23_g7637.t1	SMRG1_64110.1, SMRG1_64110.2
OG0001237	FhHiC23_g10491.t1	SMRG1_26780.1, SMRG1_26700.1
OG0001238	FhHiC23_g3520.t1	SMRG1_84450.1
OG0001239	FhHiC23_g11410.t1, FhHiC23_g11410.t2	SMRG1_12060.1, SMRG1_12060.2
OG0001240	FhHiC23_g178.t1, FhHiC23_g178.t2	SMRG1_54600.1, SMRG1_54600.2, SMRG1_54600.3
OG0001241	FhHiC23_g8237.t1	SMRG1_61130.1
OG0001241	FhHiC23_g3364.t1	SMRG1_75100.1
OG0001242	FhHiC23_g2164.t1, FhHiC23_g415.t1, FhHiC23_g11.t1, FhHiC23_g417.t1, FhHiC23_g416.t1	SMRG1_56870.1, SMRG1_56870.2, SMRG1_56870.4, SMRG1_56870.3
OG0001243	FhHiC23_g12197.t1, FhHiC23_g12197.t2, FhHiC23_g12197.t3	SMRG1_6510.3, SMRG1_6510.4, SMRG1_6510.5, SMRG1_6510.1, SMRG1_6510.2
OG0001244	FhHiC23_g4409.t1, FhHiC23_g8199.t1	SMRG1_90710.3, SMRG1_90710.5, SMRG1_90710.4, SMRG1_90710.1, SMRG1_90710.6, SMRG1_90710.2
OG0001245	FhHiC23_g11312.t1, FhHiC23_g11312.t4, FhHiC23_g11312.t3, FhHiC23_g11312.t2	SMRG1_11680.1
OG0001246	FhHiC23_g6259.t1, FhHiC23_g6258.t1	SMRG1_33170.1, SMRG1_33170.2
OG0001247	FhHiC23_g5459.t1	SMRG1_37370.3, SMRG1_37370.4, SMRG1_37370.2, SMRG1_37370.1, SMRG1_37370.6, SMRG1_37370.5
OG0001248	FhHiC23_g13056.t1, FhHiC23_g13057.t1	SMRG1_5460.1, SMRG1_5470.1
OG0001249	FhHiC23_g5900.t1	SMRG1_36150.1, SMRG1_36150.2
OG0001250	FhHiC23_g11255.t1	SMRG1_1800.1, SMRG1_1800.2, SMRG1_1810.1
OG0001251	FhHiC23_g378.t1, FhHiC23_g378.t2, FhHiC23_g378.t3	SMRG1_77920.1, SMRG1_77920.2
OG0001252	FhHiC23_g1624.t1, FhHiC23_g1624.t2	SMRG1_52490.1, SMRG1_52490.2
OG0001253	FhHiC23_g850.t1, FhHiC23_g850.t2	SMRG1_55400.1, SMRG1_55400.2
OG0001254	FhHiC23_g5448.t2, FhHiC23_g5448.t1, FhHiC23_g5448.t3, FhHiC23_g5448.t4	SMRG1_32880.1
OG0001256	FhHiC23_g3312.t1	SMRG1_49010.5, SMRG1_49010.1, SMRG1_49010.2, SMRG1_49010.3, SMRG1_49010.4
OG0001257	FhHiC23_g9477.t1	SMRG1_27090.1
OG0001258	FhHiC23_g774.t1	SMRG1_77300.6, SMRG1_77300.1, SMRG1_77300.2, SMRG1_77300.3, SMRG1_77300.4, SMRG1_77300.5
OG0001259	FhHiC23_g7609.t2, FhHiC23_g4602.t3, FhHiC23_g4602.t1, FhHiC23_g4602.t2, FhHiC23_g7609.t1, FhHiC23_g4602.t4	SMRG1_61270.1
OG0001260	FhHiC23_g12509.t1, FhHiC23_g12509.t2, FhHiC23_g12508.t2, FhHiC23_g12508.t1	SMRG1_400.1, SMRG1_400.2, SMRG1_400.3
OG0001261	FhHiC23_g14561.t1	SMRG1_45880.2, SMRG1_45880.1, SMRG1_45880.3, SMRG1_45880.4
OG0001262	FhHiC23_g4162.t1	SMRG1_83410.1, SMRG1_83410.3, SMRG1_83410.4, SMRG1_83410.2
OG0001263	FhHiC23_g16663.t1	SMRG1_90870.1, SMRG1_90880.1
OG0001264	FhHiC23_g1581.t1	SMRG1_54450.3, SMRG1_54450.1, SMRG1_54450.2, SMRG1_54450.4, SMRG1_54450.5
OG0001265	FhHiC23_g7618.t1	SMRG1_59830.6, SMRG1_59830.7, SMRG1_59830.1, SMRG1_59830.3, SMRG1_59830.2, SMRG1_59830.4, SMRG1_59830.5
OG0001266	FhHiC23_g3157.t1	SMRG1_71170.3, SMRG1_71170.1, SMRG1_71170.2, SMRG1_71170.4
OG0001267	FhHiC23_g1977.t1	SMRG1_53800.1, SMRG1_53800.3, SMRG1_53800.7, SMRG1_53800.6, SMRG1_53800.2, SMRG1_53800.4, SMRG1_53800.5
OG0001268	FhHiC23_g13820.t1, FhHiC23_g13821.t1	SMRG1_7560.1, SMRG1_7560.2
OG0001269	FhHiC23_g10365.t1, FhHiC23_g10365.t2	SMRG1_23640.5, SMRG1_23640.4, SMRG1_23640.3, SMRG1_23640.1, SMRG1_23640.2
OG0001270	FhHiC23_g4396.t1	SMRG1_89920.1
OG0001271	FhHiC23_g7132.t1	SMRG1_65630.3, SMRG1_65630.1, SMRG1_65630.2
OG0001272	FhHiC23_g543.t1	SMRG1_80740.1, SMRG1_80740.2, SMRG1_80740.3, SMRG1_80740.4
OG0001273	FhHiC23_g2791.t3, FhHiC23_g2793.t3, FhHiC23_g2793.t1, FhHiC23_g2793.t2, FhHiC23_g2791.t1, FhHiC23_g2791.t2, FhHiC23_g2792.t1	SMRG1_74350.2, SMRG1_74350.3, SMRG1_74350.4, SMRG1_74350.1, SMRG1_74350.5
OG0001274	FhHiC23_g8222.t1	SMRG1_69530.1, SMRG1_69530.2
OG0001275	FhHiC23_g1198.t1	SMRG1_54930.1
OG0001276	FhHiC23_g6762.t1	SMRG1_65050.1, SMRG1_65050.2, SMRG1_65050.3
OG0001277	FhHiC23_g10833.t1	SMRG1_3090.1, SMRG1_3090.2, SMRG1_3080.2, SMRG1_3080.5, SMRG1_3080.1, SMRG1_3080.3, SMRG1_3080.4
OG0001278	FhHiC23_g4402.t2, FhHiC23_g4402.t1	SMRG1_91960.5, SMRG1_91960.1, SMRG1_91960.2, SMRG1_91960.3, SMRG1_91960.4
OG0001279	FhHiC23_g4944.t1	SMRG1_35070.1
OG0001280	FhHiC23_g2210.t1, FhHiC23_g2210.t2	SMRG1_52370.1, SMRG1_52370.2
OG0001288	FhHiC23_g9111.t1, FhHiC23_g9111.t2	SMRG1_95370.2, SMRG1_95370.1, SMRG1_95370.4, SMRG1_95370.3
OG0001289	FhHiC23_g6217.t1, FhHiC23_g6217.t2	SMRG1_29700.1, SMRG1_29700.3, SMRG1_29700.2
OG0001290	FhHiC23_g13023.t1	SMRG1_4770.1
OG0001291	FhHiC23_g11644.t1	SMRG1_6690.1
OG0001292	FhHiC23_g11967.t1, FhHiC23_g11968.t1	SMRG1_6830.1
OG0001293	FhHiC23_g1441.t1, FhHiC23_g1443.t1	SMRG1_56040.1, SMRG1_56050.1
OG0001294	FhHiC23_g5778.t1, FhHiC23_g5778.t2	SMRG1_32240.5, SMRG1_32240.1, SMRG1_32240.4, SMRG1_32240.2, SMRG1_32240.3
OG0001295	FhHiC23_g5328.t1, FhHiC23_g6076.t2, FhHiC23_g5329.t1, FhHiC23_g6076.t3, FhHiC23_g6076.t1	SMRG1_31870.1
OG0001296	FhHiC23_g11126.t1	SMRG1_7130.1
OG0001297	FhHiC23_g12110.t1	SMRG1_13470.1
OG0001298	FhHiC23_g5902.t1	SMRG1_36340.1, SMRG1_36340.2, SMRG1_36340.3
OG0001299	FhHiC23_g4934.t1	SMRG1_32810.3, SMRG1_32810.4, SMRG1_32810.1, SMRG1_32810.2
OG0001300	FhHiC23_g12926.t2, FhHiC23_g12926.t1	SMRG1_5780.2, SMRG1_5780.3, SMRG1_5780.6, SMRG1_5780.1, SMRG1_5780.4, SMRG1_5780.5
OG0001301	FhHiC23_g1966.t1	SMRG1_55020.1, SMRG1_55020.2, SMRG1_55020.3
OG0001302	FhHiC23_g12384.t1, FhHiC23_g12384.t2	SMRG1_2210.1
OG0001303	FhHiC23_g4775.t1	SMRG1_31850.1, SMRG1_31850.4, SMRG1_31850.2, SMRG1_31850.3, SMRG1_31850.5, SMRG1_31850.6
OG0001304	FhHiC23_g16647.t1	SMRG1_89600.4, SMRG1_89600.6, SMRG1_89600.2, SMRG1_89600.1, SMRG1_89600.3, SMRG1_89600.5
OG0001305	FhHiC23_g12504.t2, FhHiC23_g12504.t1	SMRG1_420.1
OG0001306	FhHiC23_g8150.t1, FhHiC23_g8150.t2	SMRG1_62130.1, SMRG1_62130.2
OG0001307	FhHiC23_g4116.t1	SMRG1_82260.1
OG0001307	FhHiC23_g3573.t2, FhHiC23_g3573.t1	SMRG1_82250.1
OG0001308	FhHiC23_g9383.t1	SMRG1_96120.1, SMRG1_96120.2
OG0001309	FhHiC23_g2258.t1	SMRG1_74670.1
OG0001310	FhHiC23_g9093.t1, FhHiC23_g9093.t4, FhHiC23_g9093.t2, FhHiC23_g9093.t3	SMRG1_27590.1, SMRG1_27580.3, SMRG1_27580.2, SMRG1_27580.1
OG0001311	FhHiC23_g14592.t3, FhHiC23_g14592.t1, FhHiC23_g14592.t2	SMRG1_44380.3, SMRG1_44380.2, SMRG1_44380.5, SMRG1_44380.1, SMRG1_44380.4
OG0001312	FhHiC23_g5586.t1	SMRG1_31630.1, SMRG1_31630.2
OG0001313	FhHiC23_g14691.t2, FhHiC23_g14691.t1, FhHiC23_g14691.t3	SMRG1_42050.1, SMRG1_42050.2, SMRG1_42050.3, SMRG1_42050.4
OG0001314	FhHiC23_g13334.t1, FhHiC23_g13334.t2	SMRG1_10130.1, SMRG1_10130.4, SMRG1_10130.8, SMRG1_10130.7, SMRG1_10130.3, SMRG1_10130.10, SMRG1_10130.2, SMRG1_10130.6, SMRG1_10130.9, SMRG1_10130.5
OG0001315	FhHiC23_g5052.t1, FhHiC23_g5051.t1	SMRG1_31580.2, SMRG1_31580.4, SMRG1_31580.1, SMRG1_31580.3
OG0001316	FhHiC23_g4079.t1	SMRG1_85940.1
OG0001317	FhHiC23_g11466.t1, FhHiC23_g11466.t2	SMRG1_14410.3, SMRG1_14410.4, SMRG1_14410.1, SMRG1_14410.2
OG0001319	FhHiC23_g6549.t1	SMRG1_39580.2, SMRG1_39580.3, SMRG1_39580.1
OG0001320	FhHiC23_g7006.t1	SMRG1_64150.1, SMRG1_64150.2, SMRG1_64150.4, SMRG1_64150.5, SMRG1_64150.6, SMRG1_64150.3
OG0001322	FhHiC23_g229.t1	SMRG1_48380.1, SMRG1_48380.2
