Orthogroup	fasciola_gigantica	schistosoma_bovis
OG0000799	FGIG_04575	SBOV2_66410.4, SBOV2_66410.1, SBOV2_66410.2, SBOV2_66410.3
OG0000800	FGIG_04703	SBOV2_9790.10, SBOV2_9790.11, SBOV2_9790.13, SBOV2_9790.14, SBOV2_9790.2, SBOV2_9790.8, SBOV2_9790.7, SBOV2_9790.6, SBOV2_9790.3, SBOV2_9790.1, SBOV2_9790.12, SBOV2_9790.5, SBOV2_9790.9, SBOV2_9790.4
OG0000801	FGIG_04893	SBOV2_15270.1, SBOV2_15270.2, SBOV2_15270.3, SBOV2_15270.4
OG0000802	FGIG_07812	SBOV2_72520.1
OG0000802	FGIG_12596, FGIG_05603	SBOV2_58070.1
OG0000803	FGIG_05677	SBOV2_78220.1, SBOV2_78220.2, SBOV2_78220.4, SBOV2_78220.3
OG0000804	FGIG_11847, FGIG_05852	SBOV2_26530.2, SBOV2_26530.1, SBOV2_26530.3
OG0000805	FGIG_06069	SBOV2_31270.2, SBOV2_31270.4, SBOV2_31270.3, SBOV2_31270.5, SBOV2_31270.1, SBOV2_31270.6
OG0000806	FGIG_06119	SBOV2_72880.3, SBOV2_72880.2, SBOV2_72880.4, SBOV2_72880.1
OG0000807	FGIG_06243	SBOV2_9580.1, SBOV2_9580.2, SBOV2_9580.3
OG0000808	FGIG_06270	SBOV2_92470.1
OG0000809	FGIG_06731, FGIG_11853	SBOV2_89960.2, SBOV2_89960.4, SBOV2_89960.1, SBOV2_89960.3, SBOV2_89960.5
OG0000810	FGIG_06961	SBOV2_24570.5, SBOV2_24570.6, SBOV2_24570.7, SBOV2_24570.11, SBOV2_24570.2, SBOV2_24570.1, SBOV2_24570.10, SBOV2_24570.9, SBOV2_24570.13, SBOV2_24570.3, SBOV2_24570.8, SBOV2_24570.12, SBOV2_24570.4
OG0000811	FGIG_07144	SBOV2_10800.1, SBOV2_10800.2, SBOV2_10800.3
OG0000812	FGIG_07516	SBOV2_11880.1, SBOV2_11880.2, SBOV2_11880.3, SBOV2_11880.4, SBOV2_11880.5
OG0000813	FGIG_07818	SBOV2_85650.3, SBOV2_85650.8, SBOV2_85650.4, SBOV2_85650.1, SBOV2_85650.2, SBOV2_85650.6, SBOV2_85650.7, SBOV2_85650.5
OG0000814	FGIG_08219	SBOV2_63010.1, SBOV2_63000.1, SBOV2_63030.1
OG0000815	FGIG_08221, FGIG_11100, FGIG_08223	SBOV2_59130.1, SBOV2_59130.2
OG0000816	FGIG_08709	SBOV2_83100.1, SBOV2_83100.2, SBOV2_83100.5, SBOV2_83100.3, SBOV2_83100.4
OG0000817	FGIG_09135	SBOV2_89670.1
OG0000818	FGIG_09435	SBOV2_11240.1, SBOV2_11240.3, SBOV2_11240.2
OG0000819	FGIG_09439	SBOV2_64970.1, SBOV2_64970.2, SBOV2_64970.3
OG0000821	FGIG_09921	SBOV2_48510.2, SBOV2_48510.3, SBOV2_48510.4, SBOV2_48510.5, SBOV2_48510.7, SBOV2_48510.1, SBOV2_48510.6
OG0000822	FGIG_10054	SBOV2_73560.1
OG0000823	FGIG_10877	SBOV2_52240.1
OG0000823	FGIG_10391	SBOV2_91700.1, SBOV2_91690.1
OG0000824	FGIG_10848	SBOV2_3140.1, SBOV2_3140.2, SBOV2_3140.3
OG0000825	FGIG_11216	SBOV2_76150.1, SBOV2_76150.2, SBOV2_76130.1, SBOV2_76120.1
OG0000826	FGIG_11695	SBOV2_50280.1
OG0000827	FGIG_12190	SBOV2_74500.1
OG0000830	FGIG_00108	SBOV2_48290.1
OG0000831	FGIG_00177	SBOV2_41650.2, SBOV2_41650.4, SBOV2_41650.5, SBOV2_41650.3, SBOV2_41650.1
OG0000832	FGIG_00455	SBOV2_59930.1
OG0000833	FGIG_00489, FGIG_06899	SBOV2_34370.1
OG0000834	FGIG_00772	SBOV2_48130.2, SBOV2_48130.4, SBOV2_48130.6, SBOV2_48130.3, SBOV2_48130.5, SBOV2_48130.1
OG0000835	FGIG_00786	SBOV2_29630.12, SBOV2_29630.11, SBOV2_29630.9, SBOV2_29630.1, SBOV2_29630.2, SBOV2_29630.3, SBOV2_29630.4, SBOV2_29630.5, SBOV2_29630.6, SBOV2_29630.7, SBOV2_29630.8, SBOV2_29630.10, SBOV2_29630.13, SBOV2_29630.14
OG0000836	FGIG_00855	SBOV2_30300.3, SBOV2_30300.1, SBOV2_30300.4, SBOV2_30300.2, SBOV2_30300.6, SBOV2_30300.5
OG0000837	FGIG_01009	SBOV2_35300.7, SBOV2_35300.1, SBOV2_35300.2, SBOV2_35300.3, SBOV2_35300.4, SBOV2_35300.5, SBOV2_35300.6, SBOV2_35300.8
OG0000838	FGIG_01017, FGIG_01016	SBOV2_28640.2, SBOV2_28640.1, SBOV2_28640.3, SBOV2_28650.1
OG0000839	FGIG_01333	SBOV2_29220.2, SBOV2_29220.1, SBOV2_29220.3
OG0000840	FGIG_01498	SBOV2_69760.1
OG0000841	FGIG_01937	SBOV2_19790.1, SBOV2_19790.6, SBOV2_19790.8, SBOV2_19790.5, SBOV2_19790.9, SBOV2_19790.3, SBOV2_19790.2, SBOV2_19790.4, SBOV2_19790.7
OG0000842	FGIG_01947	SBOV2_66600.1, SBOV2_66600.2
OG0000843	FGIG_02333	SBOV2_81510.1, SBOV2_81510.2, SBOV2_81510.3, SBOV2_81510.5, SBOV2_81510.6, SBOV2_81510.7, SBOV2_81510.8, SBOV2_81510.4
OG0000844	FGIG_02635	SBOV2_5230.1, SBOV2_5230.2, SBOV2_5230.3, SBOV2_5230.4, SBOV2_5230.5
OG0000845	FGIG_03440	SBOV2_88310.1, SBOV2_88310.2, SBOV2_88310.3, SBOV2_88310.4
OG0000846	FGIG_04141, FGIG_04373	SBOV2_16350.1, SBOV2_16360.1
OG0000847	FGIG_04277	SBOV2_1260.5, SBOV2_1260.3, SBOV2_1260.1, SBOV2_1260.2, SBOV2_1260.7, SBOV2_1260.8, SBOV2_1260.4, SBOV2_1260.6
OG0000848	FGIG_04531	SBOV2_32860.4, SBOV2_32860.6, SBOV2_32860.7, SBOV2_32860.2, SBOV2_32860.3, SBOV2_32860.5, SBOV2_32860.1
OG0000849	FGIG_04536	SBOV2_28600.1, SBOV2_28600.2
OG0000850	FGIG_04635	SBOV2_40260.1
OG0000851	FGIG_04677	SBOV2_89970.1
OG0000852	FGIG_04776	SBOV2_10630.9, SBOV2_10630.4, SBOV2_10630.6, SBOV2_10630.8, SBOV2_10630.5, SBOV2_10630.2, SBOV2_10630.3, SBOV2_10630.1, SBOV2_10630.7
OG0000853	FGIG_04849, FGIG_06913	SBOV2_82000.1
OG0000854	FGIG_04960	SBOV2_30290.2, SBOV2_30290.1, SBOV2_30290.3
OG0000855	FGIG_05067	SBOV2_51050.1, SBOV2_51050.4, SBOV2_51050.5, SBOV2_51050.6, SBOV2_51050.2, SBOV2_51050.3
OG0000856	FGIG_05440	SBOV2_3050.1
OG0000857	FGIG_06616	SBOV2_4230.1
OG0000858	FGIG_06646	SBOV2_4580.7, SBOV2_4580.6, SBOV2_4580.3, SBOV2_4580.1, SBOV2_4580.5, SBOV2_4580.4, SBOV2_4580.2
OG0000859	FGIG_07329	SBOV2_48900.1, SBOV2_48900.2
OG0000860	FGIG_08877	SBOV2_59440.1
OG0000860	FGIG_08075	SBOV2_62000.2, SBOV2_62000.3, SBOV2_62000.1, SBOV2_62000.4, SBOV2_62000.5
OG0000861	FGIG_09232	SBOV2_11510.9, SBOV2_11510.8, SBOV2_11510.2, SBOV2_11510.1, SBOV2_11510.4, SBOV2_11510.7, SBOV2_11510.3, SBOV2_11510.5, SBOV2_11510.6
OG0000862	FGIG_09618	SBOV2_37630.3, SBOV2_37630.4, SBOV2_37630.6, SBOV2_37630.1, SBOV2_37630.7, SBOV2_37630.2, SBOV2_37630.5
OG0000863	FGIG_09756, FGIG_11821	SBOV2_8080.1
OG0000864	FGIG_10031	SBOV2_27470.4, SBOV2_27470.2, SBOV2_27470.1, SBOV2_27470.3, SBOV2_27470.5
OG0000865	FGIG_11450	SBOV2_34410.1, SBOV2_34410.2, SBOV2_34410.3
OG0000866	FGIG_11612	SBOV2_770.1, SBOV2_770.2
OG0000867	FGIG_12103	SBOV2_8220.1, SBOV2_8220.5, SBOV2_8220.6, SBOV2_8220.8, SBOV2_8220.9, SBOV2_8220.2, SBOV2_8220.3, SBOV2_8220.4, SBOV2_8220.7
OG0000869	FGIG_08036, FGIG_00173, FGIG_10748	SBOV2_88830.1, SBOV2_88830.2, SBOV2_88830.3, SBOV2_88830.5, SBOV2_88830.4
OG0000870	FGIG_00458	SBOV2_1000.1, SBOV2_1000.2, SBOV2_1000.3, SBOV2_1000.4, SBOV2_1000.5
OG0000871	FGIG_00704, FGIG_00705	SBOV2_38960.1, SBOV2_38960.2, SBOV2_38960.3, SBOV2_38960.4
OG0000872	FGIG_01168	SBOV2_4090.8, SBOV2_4090.2, SBOV2_4090.1, SBOV2_4090.3, SBOV2_4090.4, SBOV2_4090.5, SBOV2_4090.6, SBOV2_4090.7
OG0000873	FGIG_01237	SBOV2_85590.3, SBOV2_85590.1, SBOV2_85590.2, SBOV2_85590.4, SBOV2_85590.5
OG0000874	FGIG_09975, FGIG_05621, FGIG_02068	SBOV2_42260.1
OG0000875	FGIG_02491	SBOV2_61920.2, SBOV2_61920.3, SBOV2_61920.1, SBOV2_61920.5, SBOV2_61920.6, SBOV2_61920.4, SBOV2_61920.7
OG0000876	FGIG_02493, FGIG_13987	SBOV2_23280.1, SBOV2_23300.6, SBOV2_23300.5, SBOV2_23300.2, SBOV2_23300.3, SBOV2_23310.1, SBOV2_23300.1, SBOV2_23300.4
OG0000877	FGIG_02724	SBOV2_8160.3, SBOV2_8160.1, SBOV2_8160.2
OG0000878	FGIG_11660, FGIG_02764	SBOV2_17890.2, SBOV2_17890.1, SBOV2_17890.4, SBOV2_17890.3
OG0000879	FGIG_03120	SBOV2_57900.2, SBOV2_57900.3, SBOV2_57900.1
OG0000880	FGIG_03926	SBOV2_78700.3, SBOV2_78700.11, SBOV2_78700.7, SBOV2_78700.9, SBOV2_78700.10, SBOV2_78700.2, SBOV2_78700.8, SBOV2_78700.1, SBOV2_78700.6, SBOV2_78700.4, SBOV2_78700.5
OG0000881	FGIG_04172	SBOV2_4600.1
OG0000881	FGIG_04278	SBOV2_89820.1
OG0000882	FGIG_05170	SBOV2_21540.1
OG0000882	FGIG_04211	SBOV2_27680.1
OG0000883	FGIG_04212	SBOV2_27690.1
OG0000884	FGIG_04519	SBOV2_28380.10, SBOV2_28380.8, SBOV2_28380.9, SBOV2_28380.1, SBOV2_28380.3, SBOV2_28380.2, SBOV2_28380.5, SBOV2_28380.6, SBOV2_28380.7, SBOV2_28380.4
OG0000885	FGIG_06559, FGIG_04824	SBOV2_92040.1, SBOV2_92040.2, SBOV2_120.1, SBOV2_56610.1
OG0000886	FGIG_06109	SBOV2_69840.1, SBOV2_69840.2, SBOV2_69840.3, SBOV2_69840.4, SBOV2_69840.5
OG0000887	FGIG_07211	SBOV2_19090.1, SBOV2_19090.3, SBOV2_19090.6, SBOV2_19090.2, SBOV2_19090.5, SBOV2_19090.7, SBOV2_19090.8, SBOV2_19090.4
OG0000888	FGIG_07235	SBOV2_77790.1, SBOV2_77800.1
OG0000889	FGIG_07370	SBOV2_39840.4, SBOV2_39840.9, SBOV2_39840.8, SBOV2_39840.5, SBOV2_39840.7, SBOV2_39840.3, SBOV2_39840.10, SBOV2_39840.11, SBOV2_39840.1, SBOV2_39840.2, SBOV2_39840.6
OG0000890	FGIG_07609	SBOV2_26930.1
OG0000891	FGIG_08269	SBOV2_30410.1
OG0000892	FGIG_08300	SBOV2_53570.5, SBOV2_53570.3, SBOV2_53570.2, SBOV2_53570.1, SBOV2_53570.4
OG0000894	FGIG_09025	SBOV2_86900.1
OG0000895	FGIG_09033, FGIG_10887, FGIG_11622	SBOV2_43160.2, SBOV2_43160.1, SBOV2_43160.3, SBOV2_43160.4
OG0000896	FGIG_09198, FGIG_11521	SBOV2_20440.1, SBOV2_20440.2
OG0000897	FGIG_09238, FGIG_09239	SBOV2_9850.1
OG0000898	FGIG_09340	SBOV2_71330.1
OG0000899	FGIG_09861	SBOV2_14110.2, SBOV2_14110.1, SBOV2_14110.6, SBOV2_14110.3, SBOV2_14110.7, SBOV2_14110.4, SBOV2_14110.5
OG0000900	FGIG_09928, FGIG_10894, FGIG_11511	SBOV2_3650.1, SBOV2_3660.1
OG0000901	FGIG_09929	SBOV2_62100.2, SBOV2_62100.3, SBOV2_62100.1
OG0000902	FGIG_10069	SBOV2_50420.1, SBOV2_50420.2, SBOV2_50420.3, SBOV2_50420.4, SBOV2_50420.5
OG0000903	FGIG_10099, FGIG_12212	SBOV2_15040.4, SBOV2_15040.5, SBOV2_15040.8, SBOV2_15040.1, SBOV2_15040.2, SBOV2_15040.3, SBOV2_15040.6, SBOV2_15040.7, SBOV2_15040.9
OG0000904	FGIG_10256	SBOV2_5100.2, SBOV2_5100.3, SBOV2_5100.4, SBOV2_5100.6, SBOV2_5100.5, SBOV2_5100.7, SBOV2_5100.8, SBOV2_5100.1
OG0000905	FGIG_12473, FGIG_10853	SBOV2_77950.1
OG0000906	FGIG_11785	SBOV2_63400.5, SBOV2_63400.1, SBOV2_63400.6, SBOV2_63400.2, SBOV2_63400.3, SBOV2_63400.4
OG0000907	FGIG_12114	SBOV2_73690.1
OG0000910	FGIG_00237	SBOV2_7260.1, SBOV2_7260.2, SBOV2_7260.3, SBOV2_7260.4, SBOV2_7260.7, SBOV2_7260.5, SBOV2_7260.6, SBOV2_7260.8
OG0000911	FGIG_01294, FGIG_01295	SBOV2_57680.1
OG0000912	FGIG_01540	SBOV2_6370.1
OG0000913	FGIG_01566, FGIG_05409, FGIG_02080, FGIG_02081	SBOV2_36170.1, SBOV2_36170.2
OG0000914	FGIG_01782	SBOV2_29180.2, SBOV2_29180.3, SBOV2_29180.1, SBOV2_29180.4, SBOV2_29180.5
OG0000915	FGIG_02191	SBOV2_38070.3, SBOV2_38070.1, SBOV2_38070.2
OG0000916	FGIG_02554	SBOV2_28150.1
OG0000917	FGIG_02688, FGIG_12358, FGIG_11883	SBOV2_83410.1, SBOV2_83410.2, SBOV2_83410.3, SBOV2_83410.4
OG0000918	FGIG_02932	SBOV2_40830.1, SBOV2_40830.3, SBOV2_40830.5, SBOV2_40830.6, SBOV2_40830.7, SBOV2_40830.2, SBOV2_40830.4, SBOV2_40830.8
OG0000919	FGIG_03174	SBOV2_83650.1
OG0000921	FGIG_03378	SBOV2_42700.1, SBOV2_42700.2, SBOV2_42700.5, SBOV2_42700.4, SBOV2_42700.3
OG0000922	FGIG_08404	SBOV2_6790.1
OG0000922	FGIG_03416, FGIG_03417, FGIG_03413, FGIG_03412, FGIG_08184, FGIG_03414, FGIG_03415	SBOV2_6780.1, SBOV2_6780.3, SBOV2_6780.2
OG0000923	FGIG_09953	SBOV2_26340.1
OG0000923	FGIG_03937	SBOV2_92160.1, SBOV2_92160.2, SBOV2_92160.3, SBOV2_92160.4
OG0000925	FGIG_03997	SBOV2_15960.1
OG0000926	FGIG_04108, FGIG_04107	SBOV2_40520.1, SBOV2_40520.2, SBOV2_40520.3, SBOV2_40520.4, SBOV2_40530.1, SBOV2_40530.3, SBOV2_40530.2, SBOV2_40530.4
OG0000927	FGIG_04164	SBOV2_19180.1
OG0000928	FGIG_05151	SBOV2_35360.1, SBOV2_35370.1
OG0000929	FGIG_05247	SBOV2_64470.1, SBOV2_64470.3, SBOV2_64470.2
OG0000930	FGIG_05414	SBOV2_41570.6, SBOV2_41570.5, SBOV2_41570.1, SBOV2_41570.2, SBOV2_41570.3, SBOV2_41570.4
OG0000931	FGIG_05808, FGIG_05809, FGIG_05812	SBOV2_70760.2, SBOV2_70760.1
OG0000932	FGIG_05937	SBOV2_1170.1, SBOV2_1170.2, SBOV2_1170.4, SBOV2_1170.3
OG0000933	FGIG_06615	SBOV2_28040.1
OG0000934	FGIG_06893, FGIG_06892	SBOV2_9940.3, SBOV2_9940.1, SBOV2_9940.4, SBOV2_9940.2
OG0000935	FGIG_06948	SBOV2_63760.1, SBOV2_63770.1
OG0000936	FGIG_07247, FGIG_12684	SBOV2_92970.1, SBOV2_92970.3, SBOV2_92970.2
OG0000937	FGIG_08721, FGIG_07320	SBOV2_51350.3, SBOV2_51350.1, SBOV2_51350.2, SBOV2_51350.4, SBOV2_51350.5
OG0000938	FGIG_07574	SBOV2_59300.1, SBOV2_59300.2
OG0000939	FGIG_08083	SBOV2_86150.3, SBOV2_86150.1, SBOV2_86150.2
OG0000940	FGIG_08529	SBOV2_5760.1, SBOV2_5760.2, SBOV2_5760.3, SBOV2_5760.4
OG0000941	FGIG_08549	SBOV2_35550.1
OG0000942	FGIG_08647	SBOV2_15580.4, SBOV2_15580.3, SBOV2_15580.7, SBOV2_15580.2, SBOV2_15580.5, SBOV2_15580.1, SBOV2_15580.6
OG0000943	FGIG_12262, FGIG_08967	SBOV2_38880.1, SBOV2_38880.2
OG0000944	FGIG_08996	SBOV2_57480.1, SBOV2_57480.3, SBOV2_57480.4, SBOV2_57480.2
OG0000945	FGIG_11567, FGIG_10084	SBOV2_11120.1, SBOV2_11120.2, SBOV2_11120.3, SBOV2_11120.4, SBOV2_11120.7, SBOV2_11120.8, SBOV2_11120.5, SBOV2_11120.6
OG0000946	FGIG_10162	SBOV2_8580.7, SBOV2_8580.5, SBOV2_8580.6, SBOV2_8580.3, SBOV2_8580.4, SBOV2_8580.8, SBOV2_8580.1, SBOV2_8580.2, SBOV2_8580.9
OG0000947	FGIG_10405	SBOV2_28890.1, SBOV2_28890.2, SBOV2_28890.3, SBOV2_28890.4, SBOV2_28890.5, SBOV2_28890.6, SBOV2_28890.7
OG0000948	FGIG_10715	SBOV2_80830.1, SBOV2_80830.2, SBOV2_80830.3, SBOV2_80830.4
OG0000949	FGIG_11029, FGIG_12400	SBOV2_15760.1, SBOV2_15770.1, SBOV2_15750.1
OG0000950	FGIG_11337	SBOV2_52270.1
OG0000951	FGIG_11751	SBOV2_92110.1, SBOV2_92110.2, SBOV2_92110.3, SBOV2_92110.5, SBOV2_92110.4
OG0000952	FGIG_11963	SBOV2_38110.8, SBOV2_38110.1, SBOV2_38110.2, SBOV2_38110.3, SBOV2_38110.4, SBOV2_38110.5, SBOV2_38110.6, SBOV2_38110.7, SBOV2_38110.9
OG0000953	FGIG_12056	SBOV2_62230.1, SBOV2_62230.2, SBOV2_62230.3
OG0000954	FGIG_12353	SBOV2_79630.1, SBOV2_79630.2
OG0000958	FGIG_00120	SBOV2_13390.1, SBOV2_13390.2
OG0000959	FGIG_00122	SBOV2_69340.7, SBOV2_69340.1, SBOV2_69340.2, SBOV2_69340.3, SBOV2_69340.4, SBOV2_69340.5, SBOV2_69340.6, SBOV2_69340.8
OG0000960	FGIG_00387, FGIG_06998	SBOV2_22080.1
OG0000961	FGIG_01111	SBOV2_28860.1, SBOV2_28860.2, SBOV2_28860.4, SBOV2_28860.5, SBOV2_28860.3
OG0000962	FGIG_01352, FGIG_10661	SBOV2_73670.1
OG0000963	FGIG_07862, FGIG_01440, FGIG_01439	SBOV2_2500.1, SBOV2_2500.3, SBOV2_2500.4, SBOV2_2500.6, SBOV2_2500.2, SBOV2_2500.5, SBOV2_2500.7
OG0000964	FGIG_09268, FGIG_01648	SBOV2_27150.3, SBOV2_27150.1, SBOV2_27150.2, SBOV2_27150.4
OG0000965	FGIG_02037	SBOV2_62970.1, SBOV2_62970.2
OG0000966	FGIG_07892	SBOV2_31460.1, SBOV2_31460.2, SBOV2_31460.3
OG0000966	FGIG_02145	SBOV2_48420.2, SBOV2_48420.3, SBOV2_48420.1
OG0000967	FGIG_02147	SBOV2_32250.1, SBOV2_32250.2
OG0000968	FGIG_02274	SBOV2_2890.3, SBOV2_2890.4, SBOV2_2890.5, SBOV2_2890.1, SBOV2_2890.2, SBOV2_2890.6
OG0000969	FGIG_02776, FGIG_11524	SBOV2_80720.1
OG0000970	FGIG_03075	SBOV2_68960.1, SBOV2_68950.1
OG0000971	FGIG_03179, FGIG_13983	SBOV2_1930.1
OG0000972	FGIG_11948, FGIG_03784	SBOV2_6050.1, SBOV2_6050.2, SBOV2_6050.3, SBOV2_6050.4, SBOV2_6050.5
OG0000973	FGIG_03899	SBOV2_23590.1
OG0000974	FGIG_04084	SBOV2_50060.4, SBOV2_50060.3, SBOV2_50060.1, SBOV2_50060.2
OG0000975	FGIG_09679, FGIG_09681, FGIG_04437, FGIG_09882	SBOV2_5910.5, SBOV2_5910.1, SBOV2_5910.2, SBOV2_5910.3, SBOV2_5910.4
OG0000976	FGIG_04455	SBOV2_10060.1, SBOV2_10060.2, SBOV2_10060.3
OG0000977	FGIG_04668	SBOV2_11850.2, SBOV2_11850.1
OG0000978	FGIG_04760	SBOV2_20320.1
OG0000979	FGIG_06407, FGIG_04838, FGIG_06406	SBOV2_72860.2, SBOV2_72860.1, SBOV2_72860.3
OG0000980	FGIG_04979	SBOV2_53490.1, SBOV2_53490.2, SBOV2_53490.3
OG0000981	FGIG_05295, FGIG_09246	SBOV2_27710.1
OG0000982	FGIG_05391	SBOV2_63840.4, SBOV2_63840.1, SBOV2_63840.3, SBOV2_63840.2
OG0000983	FGIG_05642	SBOV2_15220.1
OG0000984	FGIG_08758, FGIG_05698	SBOV2_32840.4, SBOV2_32840.6, SBOV2_32840.5, SBOV2_32840.3, SBOV2_32840.1, SBOV2_32840.2
OG0000985	FGIG_05895	SBOV2_15730.2, SBOV2_15730.3, SBOV2_15730.9, SBOV2_15730.1, SBOV2_15730.10, SBOV2_15730.4, SBOV2_15730.5, SBOV2_15730.6, SBOV2_15730.7, SBOV2_15730.8
OG0000986	FGIG_07315, FGIG_06076	SBOV2_72030.5, SBOV2_72030.2, SBOV2_72030.3, SBOV2_72030.1, SBOV2_72030.4
OG0000987	FGIG_06114	SBOV2_82510.1, SBOV2_82510.2, SBOV2_82510.3, SBOV2_82510.4
OG0000988	FGIG_06297	SBOV2_56170.1, SBOV2_56170.2, SBOV2_56170.4, SBOV2_56170.3, SBOV2_56170.7, SBOV2_56170.8, SBOV2_56170.5, SBOV2_56170.6, SBOV2_56160.1
OG0000989	FGIG_11034, FGIG_06813	SBOV2_54140.3, SBOV2_54140.1, SBOV2_54140.2
OG0000990	FGIG_07158, FGIG_12628	SBOV2_4760.1
OG0000991	FGIG_07197	SBOV2_58340.15, SBOV2_58340.11, SBOV2_58340.10, SBOV2_58340.3, SBOV2_58340.8, SBOV2_58340.16, SBOV2_58340.9, SBOV2_58340.2, SBOV2_58340.17, SBOV2_58340.1, SBOV2_58340.6, SBOV2_58340.12, SBOV2_58340.13, SBOV2_58340.4, SBOV2_58340.14, SBOV2_58340.5, SBOV2_58340.7
OG0000992	FGIG_07340	SBOV2_43520.1
OG0000993	FGIG_08844	SBOV2_77160.2, SBOV2_77160.3, SBOV2_77160.1
OG0000994	FGIG_10501, FGIG_09627	SBOV2_33740.2, SBOV2_33740.3, SBOV2_33740.4, SBOV2_33740.1, SBOV2_33740.9, SBOV2_33740.8, SBOV2_33740.5, SBOV2_33740.6, SBOV2_33740.7
OG0000995	FGIG_10198	SBOV2_79480.5, SBOV2_79480.3, SBOV2_79480.1, SBOV2_79480.2, SBOV2_79480.4
OG0000996	FGIG_10353	SBOV2_63980.1, SBOV2_63980.2, SBOV2_63980.3, SBOV2_63980.4, SBOV2_63980.5
OG0000997	FGIG_10470	SBOV2_89340.10, SBOV2_89340.7, SBOV2_89340.8, SBOV2_89340.9, SBOV2_89340.1, SBOV2_89340.2, SBOV2_89340.3, SBOV2_89340.4, SBOV2_89340.5, SBOV2_89340.6
OG0000998	FGIG_10771	SBOV2_55040.1
OG0000999	FGIG_11336	SBOV2_29820.1, SBOV2_29820.2, SBOV2_29820.3, SBOV2_29820.5, SBOV2_29820.4
OG0001000	FGIG_12086, FGIG_12087	SBOV2_7000.2, SBOV2_7000.1
OG0001009	FGIG_10563	SBOV2_87130.3, SBOV2_87130.4, SBOV2_87130.1, SBOV2_87130.2
OG0001010	FGIG_00263	SBOV2_59860.4, SBOV2_59860.5, SBOV2_59860.6, SBOV2_59860.2, SBOV2_59860.3, SBOV2_59860.1, SBOV2_59860.7
OG0001011	FGIG_00583	SBOV2_28090.1, SBOV2_28120.1, SBOV2_28100.1
OG0001012	FGIG_00716, FGIG_12423	SBOV2_5140.2, SBOV2_5140.3, SBOV2_5140.4, SBOV2_5140.5, SBOV2_5140.7, SBOV2_5140.1, SBOV2_5140.6
OG0001013	FGIG_00937	SBOV2_13510.2, SBOV2_13510.3, SBOV2_13510.4, SBOV2_13510.1
OG0001014	FGIG_01167	SBOV2_4070.1
OG0001015	FGIG_01288	SBOV2_29360.2, SBOV2_29360.3, SBOV2_29360.4, SBOV2_29360.1
OG0001016	FGIG_01491	SBOV2_30010.1, SBOV2_30010.2
OG0001017	FGIG_01516, FGIG_01517	SBOV2_15200.1, SBOV2_15200.2, SBOV2_15200.3
OG0001018	FGIG_02109	SBOV2_37900.3, SBOV2_37900.1, SBOV2_37900.2
OG0001019	FGIG_02200	SBOV2_25690.1
OG0001020	FGIG_02310	SBOV2_10640.1, SBOV2_10640.2, SBOV2_10640.3
OG0001021	FGIG_02501	SBOV2_38130.2, SBOV2_38130.4, SBOV2_38130.5, SBOV2_38130.3, SBOV2_38130.1
OG0001022	FGIG_02913, FGIG_08770, FGIG_08768	SBOV2_20480.3, SBOV2_20480.2, SBOV2_20480.1
OG0001023	FGIG_03103	SBOV2_62660.1
OG0001024	FGIG_03356	SBOV2_77300.1, SBOV2_77300.3, SBOV2_77300.5, SBOV2_77300.6, SBOV2_77300.2, SBOV2_77300.4, SBOV2_77300.7, SBOV2_77300.8
OG0001025	FGIG_12668, FGIG_03893, FGIG_10500	SBOV2_87560.1, SBOV2_87560.2, SBOV2_87560.3
OG0001026	FGIG_03951	SBOV2_48960.1
OG0001027	FGIG_04042	SBOV2_1010.1, SBOV2_1010.3, SBOV2_1010.4, SBOV2_1010.5, SBOV2_1010.2
OG0001028	FGIG_04078	SBOV2_49990.3, SBOV2_49990.2, SBOV2_49990.1
OG0001029	FGIG_04129, FGIG_04130	SBOV2_49160.1, SBOV2_49160.2, SBOV2_49160.3, SBOV2_49160.4
OG0001030	FGIG_04177	SBOV2_38750.1
OG0001031	FGIG_04662	SBOV2_69950.1
OG0001032	FGIG_04868	SBOV2_64010.1
OG0001033	FGIG_04915, FGIG_04916	SBOV2_71360.1
OG0001034	FGIG_05173	SBOV2_51550.1, SBOV2_51560.1, SBOV2_51560.2, SBOV2_51560.3
OG0001035	FGIG_05181, FGIG_11101	SBOV2_51010.1
OG0001036	FGIG_05654	SBOV2_16940.1, SBOV2_16940.2, SBOV2_16940.3
OG0001037	FGIG_07174, FGIG_05783	SBOV2_20510.3, SBOV2_20510.1, SBOV2_20510.2
OG0001038	FGIG_05873	SBOV2_1590.3, SBOV2_1590.1, SBOV2_1590.2, SBOV2_1590.4
OG0001039	FGIG_06217, FGIG_05903	SBOV2_40240.1, SBOV2_40240.2
OG0001040	FGIG_06139	SBOV2_80980.11, SBOV2_80980.6, SBOV2_80980.1, SBOV2_80980.5, SBOV2_80980.3, SBOV2_80980.2, SBOV2_80980.4, SBOV2_80980.8, SBOV2_80980.10, SBOV2_80980.9, SBOV2_80980.7
OG0001041	FGIG_06435	SBOV2_93190.1
OG0001042	FGIG_08094, FGIG_08095	SBOV2_11720.1
OG0001043	FGIG_06983, FGIG_06984	SBOV2_47790.6, SBOV2_47790.1, SBOV2_47790.3, SBOV2_47790.2, SBOV2_47790.5, SBOV2_47790.4
OG0001044	FGIG_07014	SBOV2_66980.1, SBOV2_66980.2
