Orthogroup	fasciola_gigantica	schistosoma_spindale
OG0001495	FGIG_05214	SSPN1_7550.1, SSPN1_7550.2, SSPN1_7550.4, SSPN1_7550.3
OG0001496	FGIG_05312	SSPN1_72940.1
OG0001497	FGIG_09297, FGIG_08521, FGIG_05321, FGIG_09298	SSPN1_36480.1, SSPN1_36480.2, SSPN1_36480.3
OG0001498	FGIG_05326	SSPN1_43850.1
OG0001499	FGIG_05475	SSPN1_60180.1
OG0001500	FGIG_05484	SSPN1_58350.2, SSPN1_58350.8, SSPN1_58350.3, SSPN1_58350.12, SSPN1_58350.11, SSPN1_58350.10, SSPN1_58350.4, SSPN1_58350.6, SSPN1_58350.5, SSPN1_58350.9, SSPN1_58350.7, SSPN1_58350.1
OG0001501	FGIG_05719	SSPN1_89050.1, SSPN1_89050.2, SSPN1_89050.4, SSPN1_89050.5, SSPN1_89050.6, SSPN1_89050.3, SSPN1_89320.1
OG0001502	FGIG_07935, FGIG_12383, FGIG_11916, FGIG_05911	SSPN1_990.1, SSPN1_980.1
OG0001503	FGIG_05914, FGIG_05913, FGIG_12549	SSPN1_49970.3, SSPN1_49970.1, SSPN1_49970.2
OG0001504	FGIG_06003	SSPN1_60710.1
OG0001505	FGIG_06009, FGIG_06008, FGIG_11726	SSPN1_89830.1, SSPN1_89840.1, SSPN1_89820.1
OG0001506	FGIG_11884, FGIG_06191	SSPN1_16330.1
OG0001507	FGIG_06422	SSPN1_50450.4, SSPN1_50450.8, SSPN1_50450.5, SSPN1_50450.3, SSPN1_50450.6, SSPN1_50450.1, SSPN1_50450.2, SSPN1_50450.7
OG0001508	FGIG_06515	SSPN1_32160.1
OG0001509	FGIG_08725, FGIG_06689, FGIG_11470	SSPN1_73200.1, SSPN1_71850.4, SSPN1_71850.2, SSPN1_71850.1, SSPN1_71850.3
OG0001510	FGIG_09309	SSPN1_40490.4, SSPN1_40490.6, SSPN1_40490.7, SSPN1_40490.3
OG0001511	FGIG_07488	SSPN1_39070.1
OG0001512	FGIG_07543, FGIG_08646	SSPN1_68770.1, SSPN1_68770.3, SSPN1_68770.4, SSPN1_68770.2
OG0001513	FGIG_07584	SSPN1_16130.1, SSPN1_16120.1
OG0001514	FGIG_11472, FGIG_07598	SSPN1_1650.1, SSPN1_1650.2
OG0001515	FGIG_07783	SSPN1_2280.1, SSPN1_9100.1
OG0001516	FGIG_08344	SSPN1_12660.1
OG0001516	FGIG_08392	SSPN1_12640.1
OG0001517	FGIG_08150	SSPN1_26430.1, SSPN1_26430.2, SSPN1_26430.3
OG0001518	FGIG_08552, FGIG_08418	SSPN1_73000.1
OG0001519	FGIG_08498	SSPN1_72820.3, SSPN1_72820.4, SSPN1_72820.5, SSPN1_72820.1, SSPN1_72820.2, SSPN1_72820.6
OG0001520	FGIG_08941	SSPN1_8490.1
OG0001521	FGIG_09187	SSPN1_53100.1
OG0001522	FGIG_09207	SSPN1_20550.1, SSPN1_20560.1
OG0001523	FGIG_09296	SSPN1_47000.1
OG0001524	FGIG_09430	SSPN1_78910.2, SSPN1_78910.1, SSPN1_78910.3
OG0001525	FGIG_10654, FGIG_09632	SSPN1_37150.1, SSPN1_37150.2
OG0001526	FGIG_09633	SSPN1_51100.2, SSPN1_51100.3, SSPN1_51100.1, SSPN1_51100.4, SSPN1_51100.5
OG0001527	FGIG_09634	SSPN1_86700.1, SSPN1_86700.2
OG0001528	FGIG_09818, FGIG_10180	SSPN1_41560.1
OG0001529	FGIG_09837	SSPN1_56980.1
OG0001530	FGIG_09879	SSPN1_45110.1
OG0001531	FGIG_10103	SSPN1_14100.1, SSPN1_14100.2, SSPN1_14100.3
OG0001532	FGIG_10146, FGIG_10147	SSPN1_2880.1, SSPN1_2880.2, SSPN1_2880.3
OG0001533	FGIG_10179	SSPN1_56790.1, SSPN1_56790.2, SSPN1_56790.3
OG0001534	FGIG_10287	SSPN1_71540.1, SSPN1_71540.5, SSPN1_71540.3, SSPN1_71540.4, SSPN1_71540.2
OG0001535	FGIG_10930, FGIG_10298	SSPN1_84100.1
OG0001536	FGIG_10698	SSPN1_10200.1, SSPN1_10200.2
OG0001537	FGIG_11105	SSPN1_1370.1, SSPN1_1370.2, SSPN1_1370.3, SSPN1_1370.4, SSPN1_1380.2, SSPN1_1380.1
OG0001538	FGIG_11361	SSPN1_84830.1, SSPN1_84830.2, SSPN1_84830.3, SSPN1_84830.4
OG0001539	FGIG_11593	SSPN1_1520.1, SSPN1_1520.2, SSPN1_1520.3, SSPN1_1520.5, SSPN1_1520.4
OG0001540	FGIG_11704	SSPN1_31920.1
OG0001541	FGIG_11817	SSPN1_81000.1
OG0001543	FGIG_11936	SSPN1_80880.1, SSPN1_80880.4, SSPN1_80880.5, SSPN1_80880.2, SSPN1_80880.3
OG0001544	FGIG_12130, FGIG_12131	SSPN1_17250.2, SSPN1_17250.5, SSPN1_17250.1, SSPN1_17250.3, SSPN1_17250.4
OG0001554	FGIG_07971, FGIG_07969	SSPN1_29630.1
OG0001555	FGIG_00531, FGIG_00530, FGIG_00127	SSPN1_72980.1, SSPN1_72960.1
OG0001556	FGIG_00492	SSPN1_38580.1
OG0001557	FGIG_00563	SSPN1_39810.1
OG0001558	FGIG_00593	SSPN1_77640.1
OG0001560	FGIG_00841	SSPN1_60980.1, SSPN1_60980.3, SSPN1_60980.2, SSPN1_60980.4
OG0001561	FGIG_00934, FGIG_03387	SSPN1_44540.3, SSPN1_44540.1, SSPN1_44540.2
OG0001562	FGIG_01022	SSPN1_71930.1
OG0001563	FGIG_01149	SSPN1_42320.1, SSPN1_42320.2
OG0001564	FGIG_12337, FGIG_01165, FGIG_01166	SSPN1_47330.1, SSPN1_47330.2, SSPN1_47330.3
OG0001565	FGIG_01252	SSPN1_59680.1
OG0001566	FGIG_01332, FGIG_01331	SSPN1_61120.1, SSPN1_61120.2
OG0001567	FGIG_01351, FGIG_02042	SSPN1_74690.1
OG0001568	FGIG_01381, FGIG_10926	SSPN1_77290.1
OG0001569	FGIG_01430	SSPN1_21160.1, SSPN1_21160.2
OG0001570	FGIG_01497	SSPN1_68100.1
OG0001571	FGIG_08212	SSPN1_1030.1
OG0001571	FGIG_01541	SSPN1_6360.1
OG0001572	FGIG_01643	SSPN1_61100.1, SSPN1_61100.2
OG0001573	FGIG_01771	SSPN1_25460.1
OG0001574	FGIG_01776	SSPN1_35600.1, SSPN1_35600.5, SSPN1_35600.4, SSPN1_35600.3, SSPN1_35600.6, SSPN1_35600.2
OG0001575	FGIG_01819	SSPN1_18840.1
OG0001576	FGIG_01874, FGIG_01873	SSPN1_85290.3, SSPN1_85290.1, SSPN1_85290.2
OG0001577	FGIG_02105	SSPN1_27930.1, SSPN1_27930.2
OG0001578	FGIG_02177	SSPN1_54490.6, SSPN1_54490.5, SSPN1_54490.1, SSPN1_54490.2, SSPN1_54490.7, SSPN1_54490.3, SSPN1_54490.4
OG0001579	FGIG_02212	SSPN1_13800.1, SSPN1_13800.2
OG0001580	FGIG_02237	SSPN1_40730.1
OG0001581	FGIG_02435	SSPN1_75690.1
OG0001582	FGIG_02459	SSPN1_54100.1, SSPN1_54100.2, SSPN1_54100.3
OG0001583	FGIG_02462	SSPN1_40620.2, SSPN1_40620.3, SSPN1_40620.1
OG0001584	FGIG_02509, FGIG_02508	SSPN1_36180.1
OG0001585	FGIG_02700	SSPN1_30790.1, SSPN1_30790.2, SSPN1_30790.3
OG0001586	FGIG_02757	SSPN1_10680.1, SSPN1_10680.3, SSPN1_10680.5, SSPN1_10680.2, SSPN1_10680.4
OG0001587	FGIG_02789, FGIG_08846	SSPN1_11670.1
OG0001588	FGIG_03013	SSPN1_61360.1
OG0001589	FGIG_03031	SSPN1_36900.4, SSPN1_36900.5, SSPN1_36900.3, SSPN1_36900.1, SSPN1_36900.2
OG0001590	FGIG_03074	SSPN1_66920.1, SSPN1_66920.3, SSPN1_66920.2, SSPN1_66920.4
OG0001591	FGIG_03110	SSPN1_92940.3, SSPN1_92940.4, SSPN1_92940.1, SSPN1_92940.2
OG0001592	FGIG_03254	SSPN1_11500.1, SSPN1_11500.2, SSPN1_11500.3, SSPN1_11500.4
OG0001593	FGIG_03389	SSPN1_62850.1, SSPN1_62850.2
OG0001594	FGIG_03404	SSPN1_34590.2, SSPN1_34590.1, SSPN1_34590.3
OG0001595	FGIG_03681	SSPN1_59080.3, SSPN1_59080.1, SSPN1_59080.2
OG0001596	FGIG_03686	SSPN1_77120.3, SSPN1_77120.4, SSPN1_77120.1, SSPN1_77120.2, SSPN1_77120.5
OG0001597	FGIG_03710	SSPN1_70440.1, SSPN1_70440.2
OG0001598	FGIG_03711	SSPN1_44070.1, SSPN1_44070.2, SSPN1_44070.3
OG0001599	FGIG_03826	SSPN1_67350.1
OG0001600	FGIG_03860	SSPN1_29010.1, SSPN1_29010.2
OG0001601	FGIG_04047	SSPN1_58500.3, SSPN1_58500.2, SSPN1_58500.5, SSPN1_58500.6, SSPN1_58500.4, SSPN1_58500.1
OG0001602	FGIG_04252	SSPN1_17980.1
OG0001603	FGIG_04384	SSPN1_50880.1, SSPN1_50880.2, SSPN1_50880.3
OG0001604	FGIG_04790	SSPN1_23690.1
OG0001605	FGIG_04843, FGIG_04842	SSPN1_15070.1, SSPN1_15070.2
OG0001606	FGIG_09218, FGIG_09219, FGIG_05027	SSPN1_22240.1, SSPN1_22240.2
OG0001607	FGIG_05053, FGIG_08672	SSPN1_66880.1, SSPN1_66880.2
OG0001608	FGIG_05065	SSPN1_49880.3, SSPN1_49880.1, SSPN1_49880.2, SSPN1_49880.4
OG0001609	FGIG_05088	SSPN1_68830.1, SSPN1_68830.2, SSPN1_68830.3, SSPN1_68830.4, SSPN1_68830.5, SSPN1_68830.6
OG0001610	FGIG_07389	SSPN1_91860.1
OG0001610	FGIG_08349, FGIG_05093	SSPN1_34030.1
OG0001611	FGIG_05457	SSPN1_63840.2, SSPN1_63840.3, SSPN1_63840.5, SSPN1_63840.7, SSPN1_63840.6, SSPN1_63840.8, SSPN1_63840.1, SSPN1_63840.4
OG0001612	FGIG_05464	SSPN1_1450.1, SSPN1_1450.2, SSPN1_1450.3
OG0001613	FGIG_05500	SSPN1_71250.1
OG0001614	FGIG_05538, FGIG_05540	SSPN1_30940.1
OG0001615	FGIG_05541	SSPN1_30930.1
OG0001616	FGIG_05680	SSPN1_20020.1
OG0001617	FGIG_05780	SSPN1_52500.1
OG0001618	FGIG_05781, FGIG_05782	SSPN1_31840.2, SSPN1_31840.1
OG0001619	FGIG_05824	SSPN1_52390.1
OG0001620	FGIG_06091	SSPN1_37120.1, SSPN1_37120.5, SSPN1_37120.6, SSPN1_37120.2, SSPN1_37120.3, SSPN1_37120.4
OG0001621	FGIG_06135	SSPN1_1090.1, SSPN1_1090.2, SSPN1_1090.3
OG0001622	FGIG_06211, FGIG_06210	SSPN1_81620.1
OG0001623	FGIG_06565	SSPN1_7450.1
OG0001624	FGIG_07374, FGIG_06649	SSPN1_39790.1, SSPN1_39790.3, SSPN1_39790.5, SSPN1_39790.8, SSPN1_39790.10, SSPN1_39790.7, SSPN1_39790.4, SSPN1_39790.9, SSPN1_39790.2, SSPN1_39790.6
OG0001625	FGIG_11741, FGIG_06687	SSPN1_61410.1, SSPN1_61470.1
OG0001626	FGIG_06845	SSPN1_38510.1
OG0001627	FGIG_06856	SSPN1_69890.1
OG0001628	FGIG_06970	SSPN1_14440.1, SSPN1_14440.2
OG0001629	FGIG_07009	SSPN1_1950.3, SSPN1_1950.1, SSPN1_1950.2
OG0001630	FGIG_07208	SSPN1_9050.2, SSPN1_9050.5, SSPN1_9050.1, SSPN1_9050.3, SSPN1_9050.4
OG0001631	FGIG_07316	SSPN1_86130.9, SSPN1_86130.2, SSPN1_86130.4, SSPN1_86130.5, SSPN1_86130.7, SSPN1_86130.1, SSPN1_86130.3, SSPN1_86130.6, SSPN1_86130.8
OG0001632	FGIG_07391	SSPN1_57680.1, SSPN1_57680.3, SSPN1_57680.4, SSPN1_57680.2
OG0001633	FGIG_07448	SSPN1_91230.1
OG0001634	FGIG_07519	SSPN1_84210.1, SSPN1_84210.2, SSPN1_84210.3
OG0001635	FGIG_07538, FGIG_07539	SSPN1_4930.1
OG0001636	FGIG_07566	SSPN1_72040.1, SSPN1_72040.3, SSPN1_72040.2
OG0001637	FGIG_07660	SSPN1_56150.2, SSPN1_56150.1, SSPN1_56150.3
OG0001638	FGIG_07831	SSPN1_6690.1, SSPN1_6690.2, SSPN1_6690.3
OG0001639	FGIG_08142	SSPN1_14180.1, SSPN1_14140.1
OG0001640	FGIG_08389	SSPN1_13180.1
OG0001641	FGIG_08605	SSPN1_85670.2, SSPN1_85670.1, SSPN1_85670.3, SSPN1_85670.4
OG0001643	FGIG_08854	SSPN1_64530.1
OG0001644	FGIG_09142	SSPN1_47500.1
OG0001645	FGIG_09151, FGIG_10352	SSPN1_91650.1
OG0001646	FGIG_09195	SSPN1_53760.1
OG0001647	FGIG_09206	SSPN1_40520.3, SSPN1_40520.4, SSPN1_40520.1, SSPN1_40520.2, SSPN1_40520.5
OG0001648	FGIG_09300	SSPN1_77070.2, SSPN1_77070.1, SSPN1_77070.3
OG0001649	FGIG_09378	SSPN1_18430.1
OG0001650	FGIG_10424, FGIG_12069	SSPN1_70210.1
OG0001651	FGIG_10542	SSPN1_2040.1
OG0001652	FGIG_10655	SSPN1_68730.1, SSPN1_68730.2, SSPN1_68730.3
OG0001653	FGIG_10856	SSPN1_19790.1, SSPN1_19790.2, SSPN1_19790.3
OG0001654	FGIG_11347	SSPN1_87390.1, SSPN1_87400.2, SSPN1_87400.1, SSPN1_87400.3, SSPN1_87400.4
OG0001655	FGIG_11826	SSPN1_64950.2, SSPN1_64950.1, SSPN1_64950.3
OG0001656	FGIG_12138	SSPN1_84730.2, SSPN1_84730.1, SSPN1_84730.4, SSPN1_84730.3, SSPN1_84730.5, SSPN1_84730.6
OG0001657	FGIG_12273	SSPN1_37440.1, SSPN1_37440.2
OG0001668	FGIG_00343, FGIG_00341, FGIG_00342	SSPN1_27280.1, SSPN1_27280.3, SSPN1_27280.4, SSPN1_27280.2, SSPN1_27280.5
OG0001669	FGIG_00345	SSPN1_38830.1
OG0001670	FGIG_00362, FGIG_09303, FGIG_09302	SSPN1_34210.1
OG0001671	FGIG_00386	SSPN1_29200.1
OG0001672	FGIG_00594	SSPN1_28360.1, SSPN1_28360.2, SSPN1_28360.3
OG0001673	FGIG_00782	SSPN1_62990.1, SSPN1_62990.2
OG0001675	FGIG_01158	SSPN1_57990.3, SSPN1_57990.5, SSPN1_57990.4, SSPN1_57990.6, SSPN1_57990.1, SSPN1_57990.2
OG0001676	FGIG_01424	SSPN1_19630.3, SSPN1_19630.1, SSPN1_19630.2, SSPN1_19630.4
OG0001677	FGIG_01587	SSPN1_85520.1
OG0001678	FGIG_01613	SSPN1_55840.1, SSPN1_55840.4, SSPN1_55840.2, SSPN1_55840.3, SSPN1_55840.5
OG0001679	FGIG_01636	SSPN1_12610.1, SSPN1_12610.2
OG0001680	FGIG_01674, FGIG_09657, FGIG_01673	SSPN1_27330.1, SSPN1_27330.2, SSPN1_27330.3, SSPN1_27330.4, SSPN1_27330.5
OG0001681	FGIG_10397, FGIG_01757	SSPN1_11820.1
OG0001682	FGIG_01772	SSPN1_13670.1, SSPN1_13670.2, SSPN1_13670.3
OG0001683	FGIG_09870, FGIG_01860, FGIG_09138, FGIG_09869	SSPN1_24340.1, SSPN1_24330.4, SSPN1_24330.3, SSPN1_24330.2, SSPN1_24330.1
OG0001684	FGIG_06953, FGIG_02137	SSPN1_28290.1
OG0001685	FGIG_02286	SSPN1_15270.1, SSPN1_15290.1
OG0001686	FGIG_02332	SSPN1_79290.3, SSPN1_79290.2, SSPN1_79290.1
OG0001687	FGIG_02344	SSPN1_53770.1
OG0001688	FGIG_02355, FGIG_02354	SSPN1_21210.3, SSPN1_21210.4, SSPN1_21210.1, SSPN1_21210.2
OG0001689	FGIG_02361	SSPN1_9560.1, SSPN1_9520.1
OG0001690	FGIG_02412	SSPN1_37010.1, SSPN1_37010.2, SSPN1_37010.3
OG0001691	FGIG_02430	SSPN1_17670.6, SSPN1_17670.1, SSPN1_17670.2, SSPN1_17670.5, SSPN1_17670.3, SSPN1_17670.4
OG0001692	FGIG_02603	SSPN1_73300.1
OG0001693	FGIG_02612	SSPN1_79440.1
OG0001694	FGIG_02613	SSPN1_79470.2, SSPN1_79470.3, SSPN1_79470.1, SSPN1_79470.4
OG0001695	FGIG_02650	SSPN1_39040.1, SSPN1_39040.2
OG0001696	FGIG_02668	SSPN1_41660.1, SSPN1_41660.3, SSPN1_41660.2
OG0001697	FGIG_02799	SSPN1_90770.1, SSPN1_90770.2
OG0001698	FGIG_02827	SSPN1_75300.1
OG0001699	FGIG_08442, FGIG_12071, FGIG_02860	SSPN1_62500.1
OG0001700	FGIG_02948	SSPN1_15400.1, SSPN1_15400.3, SSPN1_15400.4, SSPN1_15400.2, SSPN1_15400.5, SSPN1_15400.6, SSPN1_15400.7
OG0001701	FGIG_02954	SSPN1_81170.1, SSPN1_81160.1
OG0001702	FGIG_03036	SSPN1_43380.2, SSPN1_43380.1, SSPN1_43380.3
OG0001703	FGIG_03206	SSPN1_35310.2, SSPN1_35310.1, SSPN1_35310.3
OG0001704	FGIG_03262	SSPN1_15210.1, SSPN1_15210.2
OG0001705	FGIG_03312	SSPN1_23760.1, SSPN1_23770.1
OG0001706	FGIG_03334	SSPN1_38890.3, SSPN1_38890.2, SSPN1_38890.1
OG0001707	FGIG_03346, FGIG_11546	SSPN1_59530.1, SSPN1_59530.3, SSPN1_59530.2
OG0001708	FGIG_07923, FGIG_03395	SSPN1_90940.1
OG0001709	FGIG_03643	SSPN1_28580.1
OG0001710	FGIG_03672	SSPN1_83080.1
OG0001711	FGIG_03723, FGIG_09584, FGIG_05732, FGIG_12458	SSPN1_89940.1, SSPN1_89940.2
OG0001712	FGIG_04007	SSPN1_40340.1, SSPN1_40340.2
OG0001713	FGIG_04033	SSPN1_56300.1
OG0001714	FGIG_04034	SSPN1_56310.1
OG0001715	FGIG_04340	SSPN1_22880.1, SSPN1_22880.2, SSPN1_22880.3, SSPN1_22880.4
OG0001716	FGIG_04933, FGIG_04367	SSPN1_66870.1, SSPN1_66870.2, SSPN1_66960.1
OG0001717	FGIG_04529	SSPN1_27740.1
OG0001718	FGIG_04552	SSPN1_15500.4, SSPN1_15500.5, SSPN1_15500.1, SSPN1_15500.2, SSPN1_15500.3
OG0001719	FGIG_04710, FGIG_04709	SSPN1_42180.1, SSPN1_42180.2
OG0001720	FGIG_04866, FGIG_06080	SSPN1_18810.1
OG0001721	FGIG_04876	SSPN1_54720.1, SSPN1_54740.1
OG0001722	FGIG_04965, FGIG_10318	SSPN1_19390.2, SSPN1_19390.5, SSPN1_19390.1, SSPN1_19390.3, SSPN1_19390.4
OG0001723	FGIG_05019	SSPN1_19600.1, SSPN1_19600.3, SSPN1_19600.2
OG0001724	FGIG_05138, FGIG_11352	SSPN1_69710.3, SSPN1_69710.1, SSPN1_69710.2
OG0001725	FGIG_05235	SSPN1_68200.1, SSPN1_68190.1
OG0001726	FGIG_08225, FGIG_11396	SSPN1_35110.1
OG0001726	FGIG_05249	SSPN1_78550.1
OG0001727	FGIG_05253	SSPN1_85650.1, SSPN1_85650.2, SSPN1_85650.3, SSPN1_85650.4, SSPN1_85640.1
OG0001728	FGIG_05390	SSPN1_60210.1, SSPN1_60210.2
OG0001729	FGIG_05422	SSPN1_19770.2, SSPN1_19770.1, SSPN1_19770.3
OG0001730	FGIG_05448	SSPN1_10920.1, SSPN1_10920.2
OG0001731	FGIG_05472	SSPN1_29730.1, SSPN1_29730.2
OG0001732	FGIG_05692	SSPN1_46800.1
OG0001733	FGIG_05918	SSPN1_64420.4, SSPN1_64420.1, SSPN1_64420.2, SSPN1_64420.3
OG0001734	FGIG_05951, FGIG_07347	SSPN1_88900.1
OG0001735	FGIG_06068	SSPN1_25270.1
OG0001736	FGIG_06248, FGIG_09628	SSPN1_13710.1, SSPN1_13710.3, SSPN1_13710.4, SSPN1_13710.2
OG0001737	FGIG_06314	SSPN1_88400.1, SSPN1_88400.4, SSPN1_88400.2, SSPN1_88400.3
OG0001738	FGIG_06451, FGIG_06452	SSPN1_40370.1
OG0001739	FGIG_06589	SSPN1_39870.1
OG0001740	FGIG_06601	SSPN1_53050.1, SSPN1_53050.2, SSPN1_53050.3
OG0001741	FGIG_06645	SSPN1_4450.1
OG0001742	FGIG_06724	SSPN1_52520.1
OG0001743	FGIG_06750	SSPN1_87270.1
OG0001744	FGIG_06776	SSPN1_65970.1
OG0001745	FGIG_10942, FGIG_06817	SSPN1_27680.1
OG0001746	FGIG_07007, FGIG_11346	SSPN1_79510.1
OG0001747	FGIG_10446, FGIG_07087	SSPN1_5900.1
OG0001748	FGIG_07196	SSPN1_56720.1, SSPN1_56720.2
OG0001749	FGIG_07207	SSPN1_25360.1
OG0001750	FGIG_07290, FGIG_11354	SSPN1_4070.1, SSPN1_4070.2
OG0001751	FGIG_07350	SSPN1_25490.1
OG0001752	FGIG_07833, FGIG_07832, FGIG_07400	SSPN1_20220.1
OG0001753	FGIG_07740	SSPN1_19170.1
OG0001754	FGIG_07797, FGIG_07796	SSPN1_64610.3, SSPN1_64610.2, SSPN1_64610.1
OG0001755	FGIG_07829	SSPN1_3980.1
OG0001756	FGIG_08210	SSPN1_48520.2, SSPN1_48520.5, SSPN1_48520.1, SSPN1_48520.3, SSPN1_48520.4
OG0001757	FGIG_08253	SSPN1_47190.1, SSPN1_47190.2, SSPN1_47190.3, SSPN1_47190.4
OG0001758	FGIG_12341, FGIG_08329	SSPN1_82040.3, SSPN1_82040.5, SSPN1_82040.6, SSPN1_82040.4, SSPN1_82040.1, SSPN1_82040.2
OG0001759	FGIG_12373, FGIG_08557, FGIG_11928	SSPN1_65060.1, SSPN1_65060.2
OG0001760	FGIG_08695, FGIG_08696, FGIG_08694	SSPN1_57440.1
OG0001761	FGIG_12460, FGIG_09474, FGIG_09475, FGIG_08736	SSPN1_68740.1, SSPN1_68740.2
OG0001762	FGIG_08880, FGIG_11962	SSPN1_92790.1, SSPN1_92800.1
OG0001763	FGIG_08936	SSPN1_29950.2, SSPN1_29950.1, SSPN1_29950.3
OG0001764	FGIG_09029, FGIG_09028	SSPN1_14640.2, SSPN1_14640.1
OG0001765	FGIG_09205	SSPN1_60350.5, SSPN1_60350.1, SSPN1_60350.6, SSPN1_60350.4, SSPN1_60350.7, SSPN1_60350.2, SSPN1_60350.3
OG0001766	FGIG_09234	SSPN1_36460.1
OG0001767	FGIG_12380, FGIG_09314	SSPN1_3930.1
OG0001768	FGIG_09327	SSPN1_83090.1, SSPN1_83090.2, SSPN1_83090.3
OG0001769	FGIG_09331	SSPN1_2550.1, SSPN1_2550.4, SSPN1_2550.2, SSPN1_2550.3
OG0001770	FGIG_09332	SSPN1_37350.1, SSPN1_37350.2
OG0001771	FGIG_09366	SSPN1_51030.1
OG0001772	FGIG_09813	SSPN1_85890.1, SSPN1_85890.2
OG0001773	FGIG_09836	SSPN1_60600.1
OG0001774	FGIG_09938	SSPN1_6910.1, SSPN1_6910.3, SSPN1_6910.2
OG0001775	FGIG_10075	SSPN1_10900.2, SSPN1_10900.1, SSPN1_10900.3
OG0001776	FGIG_10105	SSPN1_91540.1
OG0001777	FGIG_10186	SSPN1_5260.4, SSPN1_5260.3, SSPN1_5260.1, SSPN1_5260.2
OG0001778	FGIG_10398	SSPN1_86380.1
OG0001779	FGIG_10521	SSPN1_22850.1, SSPN1_22850.2, SSPN1_22850.3, SSPN1_22850.4, SSPN1_22850.5, SSPN1_22850.6
OG0001780	FGIG_10677	SSPN1_27220.1
OG0001781	FGIG_10803, FGIG_11244	SSPN1_91800.1, SSPN1_91800.3, SSPN1_91800.4, SSPN1_91800.2
OG0001782	FGIG_10806	SSPN1_58270.1, SSPN1_58270.3, SSPN1_58270.2
OG0001783	FGIG_10960	SSPN1_29610.1
OG0001784	FGIG_11263	SSPN1_41020.1, SSPN1_41020.2, SSPN1_41020.4, SSPN1_41020.6, SSPN1_41020.3, SSPN1_41020.5
OG0001785	FGIG_11277	SSPN1_22110.1
OG0001786	FGIG_11466	SSPN1_65420.1
OG0001787	FGIG_11743	SSPN1_22130.1
OG0001788	FGIG_11918	SSPN1_74220.1
OG0001789	FGIG_12472	SSPN1_20840.1
OG0001790	FGIG_12557	SSPN1_30650.5, SSPN1_30650.1, SSPN1_30650.2, SSPN1_30650.3, SSPN1_30650.4
OG0001800	FGIG_00037	SSPN1_54070.6, SSPN1_54070.5, SSPN1_54070.9, SSPN1_54070.10, SSPN1_54070.11, SSPN1_54070.7, SSPN1_54070.8, SSPN1_54070.1, SSPN1_54070.3, SSPN1_54070.2, SSPN1_54070.4
OG0001801	FGIG_00130	SSPN1_16280.2, SSPN1_16280.1, SSPN1_16280.3, SSPN1_16280.6, SSPN1_16280.5, SSPN1_16280.4, SSPN1_16280.7
OG0001802	FGIG_00149	SSPN1_34350.1, SSPN1_34350.2
OG0001803	FGIG_00286	SSPN1_39300.1
OG0001804	FGIG_00398	SSPN1_38000.1
OG0001805	FGIG_00507, FGIG_00508	SSPN1_42480.1, SSPN1_42480.2, SSPN1_42480.3
OG0001806	FGIG_00525	SSPN1_92610.1, SSPN1_92600.1
OG0001807	FGIG_00587	SSPN1_16270.1, SSPN1_16270.4, SSPN1_16270.5, SSPN1_16270.6, SSPN1_16270.2, SSPN1_16270.3
OG0001808	FGIG_00700	SSPN1_11940.1
OG0001809	FGIG_00729	SSPN1_37770.3, SSPN1_37770.6, SSPN1_37770.5, SSPN1_37770.1, SSPN1_37770.2, SSPN1_37770.4
OG0001810	FGIG_00762	SSPN1_90570.1
OG0001811	FGIG_05656	SSPN1_66400.1
OG0001811	FGIG_00833	SSPN1_8660.1
OG0001812	FGIG_00836	SSPN1_72100.1, SSPN1_72100.6, SSPN1_72100.2, SSPN1_72100.3, SSPN1_72100.4, SSPN1_72100.5
OG0001813	FGIG_00936	SSPN1_18920.1
OG0001814	FGIG_00962	SSPN1_71790.1
OG0001815	FGIG_01073, FGIG_01074	SSPN1_45870.1
OG0001816	FGIG_01170	SSPN1_45660.1
OG0001817	FGIG_01315	SSPN1_31990.2, SSPN1_31990.3, SSPN1_31990.1
OG0001818	FGIG_01476	SSPN1_47890.1, SSPN1_47890.2, SSPN1_47890.5, SSPN1_47890.3, SSPN1_47890.6, SSPN1_47890.4
OG0001819	FGIG_01638	SSPN1_12600.1, SSPN1_12600.2
OG0001820	FGIG_01817, FGIG_01816	SSPN1_63390.1
OG0001821	FGIG_01822	SSPN1_78330.1
OG0001821	FGIG_03077	SSPN1_55450.1
OG0001822	FGIG_01856, FGIG_12355	SSPN1_90170.1
OG0001823	FGIG_02236, FGIG_05411	SSPN1_9860.1
OG0001824	FGIG_02287	SSPN1_15300.1, SSPN1_15300.2, SSPN1_15300.3
OG0001825	FGIG_02531	SSPN1_49560.2, SSPN1_49560.1, SSPN1_49560.3
OG0001826	FGIG_02634	SSPN1_5120.1, SSPN1_5120.2
OG0001827	FGIG_12499	SSPN1_74920.1, SSPN1_74920.2, SSPN1_74930.1
OG0001828	FGIG_02847	SSPN1_51150.1, SSPN1_51150.3, SSPN1_51150.4, SSPN1_51150.2
OG0001829	FGIG_02872	SSPN1_26750.1
OG0001829	FGIG_03015	SSPN1_25760.1
OG0001830	FGIG_02879, FGIG_12693	SSPN1_55570.1, SSPN1_55570.2, SSPN1_55570.3
OG0001831	FGIG_02881	SSPN1_58820.1, SSPN1_58820.2, SSPN1_58820.3, SSPN1_58820.4, SSPN1_58820.5
OG0001832	FGIG_02973	SSPN1_56160.1, SSPN1_56180.1
