Orthogroup	fasciola_gigantica	schistosoma_mattheei
OG0001726	FGIG_05249	SMTH1_90290.1
OG0001727	FGIG_05253	SMTH1_98550.1, SMTH1_98550.2, SMTH1_98540.1
OG0001728	FGIG_05390	SMTH1_78780.1, SMTH1_71570.1
OG0001729	FGIG_05422	SMTH1_12060.1, SMTH1_12060.2, SMTH1_12060.3
OG0001730	FGIG_05448	SMTH1_20020.2, SMTH1_20020.5, SMTH1_20020.1, SMTH1_20020.4, SMTH1_20020.3, SMTH1_20020.6
OG0001731	FGIG_05472	SMTH1_34250.1, SMTH1_34250.2
OG0001732	FGIG_05692	SMTH1_54050.1, SMTH1_54050.2, SMTH1_54050.3, SMTH1_54050.4, SMTH1_54050.5, SMTH1_54050.6
OG0001733	FGIG_05918	SMTH1_66510.1
OG0001734	FGIG_05951, FGIG_07347	SMTH1_102570.1
OG0001735	FGIG_06068	SMTH1_29100.1, SMTH1_29110.1, SMTH1_29090.1
OG0001736	FGIG_06248, FGIG_09628	SMTH1_18830.1, SMTH1_18820.1
OG0001737	FGIG_06314	SMTH1_101880.2, SMTH1_101880.3, SMTH1_101880.1, SMTH1_101880.4
OG0001738	FGIG_06451, FGIG_06452	SMTH1_46410.1
OG0001739	FGIG_06589	SMTH1_45860.1
OG0001740	FGIG_06601	SMTH1_61050.1, SMTH1_61050.2, SMTH1_61050.3, SMTH1_61050.5, SMTH1_61050.4
OG0001741	FGIG_06645	SMTH1_5230.2, SMTH1_5230.1
OG0001742	FGIG_06724	SMTH1_60480.1
OG0001743	FGIG_06750	SMTH1_100580.1, SMTH1_100570.1
OG0001744	FGIG_06776	SMTH1_76050.1, SMTH1_76050.2
OG0001745	FGIG_10942, FGIG_06817	SMTH1_31900.1
OG0001746	FGIG_07007, FGIG_11346	SMTH1_91660.1
OG0001747	FGIG_10446, FGIG_07087	SMTH1_6890.5, SMTH1_6890.4, SMTH1_6890.3, SMTH1_6890.1, SMTH1_6890.2
OG0001748	FGIG_07196	SMTH1_65180.2, SMTH1_65180.1
OG0001749	FGIG_07207	SMTH1_29250.1, SMTH1_29240.1
OG0001750	FGIG_07290, FGIG_11354	SMTH1_4790.1, SMTH1_4790.2, SMTH1_4790.3
OG0001751	FGIG_07350	SMTH1_29390.1
OG0001752	FGIG_07833, FGIG_07832, FGIG_07400	SMTH1_11570.1, SMTH1_11570.3, SMTH1_11570.4, SMTH1_11570.2
OG0001753	FGIG_07740	SMTH1_12700.1, SMTH1_12700.2, SMTH1_12700.3, SMTH1_12700.4, SMTH1_12700.5, SMTH1_12700.6
OG0001754	FGIG_07797, FGIG_07796	SMTH1_66250.1
OG0001755	FGIG_07829	SMTH1_4680.1, SMTH1_4680.2
OG0001756	FGIG_08210	SMTH1_56120.1
OG0001757	FGIG_08253	SMTH1_54500.1, SMTH1_54500.2, SMTH1_54500.3
OG0001758	FGIG_12341, FGIG_08329	SMTH1_94660.1
OG0001759	FGIG_12373, FGIG_08557, FGIG_11928	SMTH1_75380.1, SMTH1_75380.2
OG0001760	FGIG_08695, FGIG_08696, FGIG_08694	SMTH1_74940.1, SMTH1_74930.1, SMTH1_74950.1
OG0001761	FGIG_12460, FGIG_09474, FGIG_09475, FGIG_08736	SMTH1_79580.1, SMTH1_79580.2, SMTH1_79580.3
OG0001762	FGIG_08880, FGIG_11962	SMTH1_106650.1, SMTH1_106660.1
OG0001763	FGIG_08936	SMTH1_34530.1
OG0001764	FGIG_09029, FGIG_09028	SMTH1_17830.2, SMTH1_17830.1
OG0001765	FGIG_09205	SMTH1_75500.1, SMTH1_75490.1
OG0001766	FGIG_09234	SMTH1_38260.2, SMTH1_38260.1
OG0001767	FGIG_12380, FGIG_09314	SMTH1_4560.1, SMTH1_4570.1
OG0001768	FGIG_09327	SMTH1_95340.1, SMTH1_95340.2, SMTH1_95320.1
OG0001769	FGIG_09331	SMTH1_3060.1, SMTH1_3060.2, SMTH1_3060.3
OG0001770	FGIG_09332	SMTH1_37350.1, SMTH1_37350.2
OG0001771	FGIG_09366	SMTH1_58820.1
OG0001772	FGIG_09813	SMTH1_100130.5, SMTH1_72850.1, SMTH1_100130.2, SMTH1_100130.4, SMTH1_100130.1, SMTH1_100130.3
OG0001773	FGIG_09836	SMTH1_70700.1
OG0001774	FGIG_09938	SMTH1_7920.1
OG0001775	FGIG_10075	SMTH1_20000.2, SMTH1_20000.3, SMTH1_20000.1
OG0001776	FGIG_10105	SMTH1_105520.5, SMTH1_105520.6, SMTH1_105520.1, SMTH1_105520.2, SMTH1_105520.3, SMTH1_105520.4
OG0001777	FGIG_10186	SMTH1_6120.1, SMTH1_6120.2, SMTH1_6120.3
OG0001778	FGIG_10398	SMTH1_99550.1, SMTH1_99550.2
OG0001779	FGIG_10521	SMTH1_26260.1, SMTH1_26260.2
OG0001780	FGIG_10677	SMTH1_31380.1
OG0001781	FGIG_10803, FGIG_11244	SMTH1_105780.2, SMTH1_105770.1, SMTH1_105780.1
OG0001782	FGIG_10806	SMTH1_73960.1
OG0001783	FGIG_10960	SMTH1_34080.1
OG0001784	FGIG_11263	SMTH1_47130.1
OG0001785	FGIG_11277	SMTH1_25300.3, SMTH1_25300.1, SMTH1_25300.2
OG0001786	FGIG_11466	SMTH1_71140.1, SMTH1_71140.9, SMTH1_71140.2, SMTH1_71140.4, SMTH1_71140.6, SMTH1_71140.7, SMTH1_71140.8, SMTH1_71140.3, SMTH1_71140.5
OG0001787	FGIG_11743	SMTH1_25330.1
OG0001788	FGIG_11918	SMTH1_85720.1
OG0001789	FGIG_12472	SMTH1_24780.1
OG0001790	FGIG_12557	SMTH1_44940.1, SMTH1_44940.2
OG0001800	FGIG_00037	SMTH1_62210.1
OG0001801	FGIG_00130	SMTH1_16000.1
OG0001802	FGIG_00149	SMTH1_40500.1
OG0001803	FGIG_00286	SMTH1_45190.1, SMTH1_45210.1, SMTH1_45190.2
OG0001804	FGIG_00398	SMTH1_36580.1, SMTH1_36570.1
OG0001805	FGIG_00507, FGIG_00508	SMTH1_48890.1, SMTH1_48890.2
OG0001806	FGIG_00525	SMTH1_106880.5, SMTH1_106880.8, SMTH1_106880.6, SMTH1_106880.7, SMTH1_106880.3, SMTH1_106880.1, SMTH1_106880.2, SMTH1_106880.4
OG0001807	FGIG_00587	SMTH1_16010.1
OG0001808	FGIG_00700	SMTH1_21150.2, SMTH1_21150.3, SMTH1_21150.5, SMTH1_21150.4, SMTH1_21150.1
OG0001809	FGIG_00729	SMTH1_36890.1
OG0001810	FGIG_00762	SMTH1_104500.1, SMTH1_104500.2
OG0001811	FGIG_05656	SMTH1_76540.1
OG0001811	FGIG_00833	SMTH1_9920.1
OG0001812	FGIG_00836	SMTH1_83310.1, SMTH1_83310.2, SMTH1_83310.3
OG0001813	FGIG_00936	SMTH1_12950.1, SMTH1_12950.3, SMTH1_12950.2
OG0001814	FGIG_00962	SMTH1_83010.3, SMTH1_83010.1, SMTH1_83010.2
OG0001815	FGIG_01073, FGIG_01074	SMTH1_52940.1, SMTH1_52930.1
OG0001816	FGIG_01170	SMTH1_52640.1
OG0001817	FGIG_01315	SMTH1_43240.1, SMTH1_43240.3, SMTH1_43240.4, SMTH1_43240.2
OG0001818	FGIG_01476	SMTH1_55350.1
OG0001819	FGIG_01638	SMTH1_21810.1
OG0001820	FGIG_01817, FGIG_01816	SMTH1_67620.2, SMTH1_67620.3, SMTH1_67620.4, SMTH1_67620.1
OG0001821	FGIG_01822	SMTH1_91150.1
OG0001821	FGIG_03077	SMTH1_63650.1
OG0001822	FGIG_01856, FGIG_12355	SMTH1_104020.1
OG0001823	FGIG_02236, FGIG_05411	SMTH1_23360.1
OG0001824	FGIG_02287	SMTH1_17060.1, SMTH1_17060.2, SMTH1_17060.3
OG0001825	FGIG_02531	SMTH1_57220.1, SMTH1_57210.1
OG0001826	FGIG_02634	SMTH1_6010.1, SMTH1_6000.1
OG0001827	FGIG_12499	SMTH1_86570.1
OG0001828	FGIG_02847	SMTH1_58930.1
OG0001829	FGIG_02872	SMTH1_30850.1
OG0001829	FGIG_03015	SMTH1_29700.1
OG0001830	FGIG_02879, FGIG_12693	SMTH1_64070.1, SMTH1_64080.1
OG0001831	FGIG_02881	SMTH1_73230.2, SMTH1_73230.1, SMTH1_73230.3
OG0001832	FGIG_02973	SMTH1_64650.1, SMTH1_64650.3, SMTH1_64650.2, SMTH1_64640.3, SMTH1_64640.1, SMTH1_64640.2
OG0001833	FGIG_02974	SMTH1_64550.1, SMTH1_64630.1
OG0001834	FGIG_02991	SMTH1_82760.1
OG0001835	FGIG_11589, FGIG_03039	SMTH1_18530.2, SMTH1_18530.1
OG0001836	FGIG_03199	SMTH1_3360.1, SMTH1_3370.1
OG0001837	FGIG_03271	SMTH1_89890.1
OG0001838	FGIG_03289	SMTH1_29400.1
OG0001839	FGIG_03331	SMTH1_59660.1
OG0001840	FGIG_03379	SMTH1_42070.2, SMTH1_42180.1, SMTH1_42070.3
OG0001841	FGIG_03429	SMTH1_18050.1
OG0001842	FGIG_03482, FGIG_12479	SMTH1_105030.1, SMTH1_105040.1
OG0001843	FGIG_03549	SMTH1_46420.1
OG0001844	FGIG_03580	SMTH1_10580.1
OG0001845	FGIG_03666	SMTH1_105420.1
OG0001846	FGIG_11334, FGIG_03780, FGIG_03781	SMTH1_29800.1, SMTH1_29810.1
OG0001847	FGIG_03848	SMTH1_5430.1
OG0001848	FGIG_04380	SMTH1_6440.1, SMTH1_6420.1, SMTH1_6430.1
OG0001849	FGIG_04452	SMTH1_71890.1, SMTH1_71890.2
OG0001850	FGIG_04633	SMTH1_81590.1
OG0001851	FGIG_04765	SMTH1_58950.1, SMTH1_58940.1
OG0001852	FGIG_04961	SMTH1_32630.1
OG0001853	FGIG_05001	SMTH1_4220.1, SMTH1_4040.1, SMTH1_4040.2
OG0001854	FGIG_05079, FGIG_05080	SMTH1_107000.1, SMTH1_107000.2, SMTH1_107000.3
OG0001855	FGIG_05092	SMTH1_79550.1
OG0001856	FGIG_05147	SMTH1_84080.1
OG0001857	FGIG_05152	SMTH1_85140.1
OG0001858	FGIG_05246	SMTH1_49940.1
OG0001859	FGIG_05352	SMTH1_9690.1, SMTH1_9690.2, SMTH1_9690.3
OG0001860	FGIG_12696, FGIG_05529, FGIG_08194	SMTH1_30010.1, SMTH1_30000.1
OG0001861	FGIG_05537	SMTH1_83490.1
OG0001862	FGIG_05612	SMTH1_5070.1, SMTH1_5070.2
OG0001863	FGIG_05675	SMTH1_30760.1, SMTH1_30750.1, SMTH1_29960.1
OG0001864	FGIG_05957, FGIG_05774, FGIG_05958	SMTH1_83700.3, SMTH1_83700.1, SMTH1_83700.2
OG0001865	FGIG_05792	SMTH1_8030.1
OG0001866	FGIG_05934, FGIG_07819, FGIG_07820	SMTH1_99320.1
OG0001867	FGIG_06039	SMTH1_55390.1
OG0001868	FGIG_06184	SMTH1_3120.1
OG0001869	FGIG_12654, FGIG_06195, FGIG_06196	SMTH1_22640.1, SMTH1_22630.1
OG0001870	FGIG_06239	SMTH1_57080.1, SMTH1_57080.2
OG0001871	FGIG_06490	SMTH1_47840.1, SMTH1_47850.1
OG0001872	FGIG_06502, FGIG_08638	SMTH1_91330.1
OG0001873	FGIG_06583	SMTH1_37320.1, SMTH1_37320.2, SMTH1_37320.3
OG0001874	FGIG_06688, FGIG_07094	SMTH1_25670.1
OG0001875	FGIG_06832	SMTH1_97730.4, SMTH1_97730.1, SMTH1_97730.2, SMTH1_97730.3
OG0001876	FGIG_06870	SMTH1_24270.1
OG0001877	FGIG_06876	SMTH1_19300.1, SMTH1_19300.2
OG0001878	FGIG_07481, FGIG_07111	SMTH1_62800.1, SMTH1_62810.1
OG0001879	FGIG_07185	SMTH1_29210.1
OG0001880	FGIG_07399	SMTH1_21540.1, SMTH1_21540.3, SMTH1_21540.4, SMTH1_21540.2
OG0001881	FGIG_08617, FGIG_07427	SMTH1_65450.1
OG0001882	FGIG_10254, FGIG_07480	SMTH1_82660.2, SMTH1_82660.3, SMTH1_82660.4, SMTH1_82660.5, SMTH1_82660.6, SMTH1_82660.1
OG0001883	FGIG_07514	SMTH1_3930.1, SMTH1_3930.2
OG0001884	FGIG_07616	SMTH1_97720.2, SMTH1_97720.3, SMTH1_97720.1, SMTH1_97720.4
OG0001885	FGIG_07748	SMTH1_14710.1
OG0001886	FGIG_07805	SMTH1_80890.1
OG0001887	FGIG_07966	SMTH1_69720.1
OG0001888	FGIG_08128, FGIG_09905, FGIG_12317	SMTH1_74140.1
OG0001889	FGIG_08133	SMTH1_93640.1
OG0001890	FGIG_08277	SMTH1_53120.1
OG0001891	FGIG_08290	SMTH1_101660.1, SMTH1_102500.1
OG0001892	FGIG_08312	SMTH1_87520.1
OG0001893	FGIG_08493	SMTH1_37510.1, SMTH1_37510.2
OG0001894	FGIG_08662	SMTH1_89770.1
OG0001895	FGIG_08712	SMTH1_49380.5, SMTH1_49380.7, SMTH1_49380.1, SMTH1_49380.4, SMTH1_49380.2, SMTH1_49380.3, SMTH1_49380.6
OG0001896	FGIG_08759	SMTH1_34290.4, SMTH1_34290.2, SMTH1_34290.6, SMTH1_34290.5, SMTH1_34290.1, SMTH1_34290.3
OG0001897	FGIG_08889	SMTH1_86910.1, SMTH1_86910.2, SMTH1_86910.4, SMTH1_86910.3
OG0001898	FGIG_09045	SMTH1_64320.1
OG0001899	FGIG_09165, FGIG_12532	SMTH1_43230.1
OG0001900	FGIG_09208	SMTH1_83050.1, SMTH1_83050.2
OG0001901	FGIG_09292, FGIG_09291	SMTH1_33450.2, SMTH1_33450.4, SMTH1_33450.1, SMTH1_33450.3
OG0001902	FGIG_09325, FGIG_09326	SMTH1_43210.1, SMTH1_43210.2, SMTH1_43210.5, SMTH1_43210.3, SMTH1_43210.4
OG0001903	FGIG_11383, FGIG_09404	SMTH1_93820.1, SMTH1_93820.2, SMTH1_93820.3, SMTH1_93820.4, SMTH1_93820.5, SMTH1_93820.6, SMTH1_93980.1
OG0001904	FGIG_09502	SMTH1_15310.1
OG0001905	FGIG_09751	SMTH1_65100.1, SMTH1_65120.1
OG0001906	FGIG_09783	SMTH1_32590.1
OG0001907	FGIG_09790	SMTH1_7840.1
OG0001908	FGIG_10713, FGIG_10014	SMTH1_72230.1, SMTH1_72210.1, SMTH1_72200.1, SMTH1_72220.1
OG0001909	FGIG_10056	SMTH1_105760.2, SMTH1_105760.4, SMTH1_105760.1, SMTH1_105760.3
OG0001910	FGIG_10144	SMTH1_42650.1
OG0001911	FGIG_10217	SMTH1_59540.1
OG0001912	FGIG_10259	SMTH1_88990.1
OG0001913	FGIG_10326	SMTH1_81580.1, SMTH1_81580.2, SMTH1_81580.3
OG0001914	FGIG_10404, FGIG_10403	SMTH1_67550.2, SMTH1_67550.1, SMTH1_67550.3
OG0001915	FGIG_10465, FGIG_11686	SMTH1_92210.1
OG0001916	FGIG_10612, FGIG_10605	SMTH1_23890.1, SMTH1_23880.2, SMTH1_23880.1, SMTH1_23880.4, SMTH1_23880.5, SMTH1_23880.6, SMTH1_23880.3
OG0001917	FGIG_12536, FGIG_11628	SMTH1_9330.1, SMTH1_9330.2, SMTH1_9330.4, SMTH1_9330.3
OG0001918	FGIG_12348, FGIG_11631	SMTH1_51410.1
OG0001919	FGIG_11652	SMTH1_75150.1
OG0001920	FGIG_11748	SMTH1_9480.4, SMTH1_9480.3, SMTH1_9480.1, SMTH1_9480.2, SMTH1_9480.5
OG0001921	FGIG_11845	SMTH1_44120.1, SMTH1_44120.2, SMTH1_44120.3
OG0001922	FGIG_11872	SMTH1_64900.1
OG0001923	FGIG_11902	SMTH1_8000.1
OG0001924	FGIG_11939	SMTH1_60900.1
OG0001925	FGIG_12270, FGIG_11988	SMTH1_24460.1, SMTH1_107600.1
OG0001926	FGIG_12026	SMTH1_36510.1, SMTH1_36510.2, SMTH1_36510.3
OG0001927	FGIG_12178	SMTH1_540.1
OG0001941	FGIG_00126	SMTH1_98000.1
OG0001942	FGIG_00190	SMTH1_31060.2, SMTH1_31060.1
OG0001943	FGIG_00220	SMTH1_20970.3, SMTH1_20970.1, SMTH1_20970.2
OG0001944	FGIG_00245	SMTH1_75830.1, SMTH1_75840.1
OG0001945	FGIG_00280, FGIG_00284, FGIG_00283, FGIG_00281, FGIG_00285	SMTH1_106500.1
OG0001946	FGIG_00457	SMTH1_33500.1
OG0001947	FGIG_00619	SMTH1_46970.1
OG0001948	FGIG_00736	SMTH1_97900.1
OG0001949	FGIG_00760	SMTH1_104520.2, SMTH1_104520.1
OG0001950	FGIG_00800	SMTH1_93190.1, SMTH1_93190.2, SMTH1_93190.3
OG0001951	FGIG_00894	SMTH1_7200.1, SMTH1_7200.2
OG0001952	FGIG_01038	SMTH1_51060.1
OG0001953	FGIG_01050	SMTH1_35860.1, SMTH1_35860.2, SMTH1_35860.3
OG0001954	FGIG_01129	SMTH1_17030.1, SMTH1_17020.1
OG0001955	FGIG_01306	SMTH1_6060.1, SMTH1_6060.2
OG0001956	FGIG_08032, FGIG_01323	SMTH1_84530.2, SMTH1_84530.1
OG0001957	FGIG_01445	SMTH1_16830.2, SMTH1_16830.1, SMTH1_16830.4, SMTH1_16830.3
OG0001958	FGIG_01525	SMTH1_69940.1
OG0001959	FGIG_01707	SMTH1_33890.1, SMTH1_33880.1
OG0001960	FGIG_01709	SMTH1_32400.1
OG0001961	FGIG_12229, FGIG_01718, FGIG_01717, FGIG_12228	SMTH1_76020.1
OG0001962	FGIG_01870	SMTH1_22890.1, SMTH1_22890.2
OG0001963	FGIG_01934	SMTH1_28780.1, SMTH1_28780.2
OG0001964	FGIG_01965	SMTH1_97860.1, SMTH1_97840.1
OG0001965	FGIG_01978	SMTH1_93220.1
OG0001966	FGIG_01994	SMTH1_8250.1, SMTH1_8250.2
OG0001967	FGIG_02023	SMTH1_106110.1, SMTH1_106120.1
OG0001968	FGIG_02090	SMTH1_34990.1, SMTH1_34990.3, SMTH1_34990.2
OG0001969	FGIG_02108	SMTH1_32960.1, SMTH1_32970.1
OG0001970	FGIG_02292	SMTH1_41540.4, SMTH1_41540.1, SMTH1_41540.2, SMTH1_41540.3
OG0001971	FGIG_02395	SMTH1_67220.1
OG0001972	FGIG_02971	SMTH1_73770.1, SMTH1_73780.1
OG0001974	FGIG_03001, FGIG_03000, FGIG_03002	SMTH1_52680.1, SMTH1_52680.2, SMTH1_52680.3, SMTH1_52680.6, SMTH1_52680.4, SMTH1_52680.5, SMTH1_52690.1
OG0001975	FGIG_03194	SMTH1_55850.2, SMTH1_55850.1
OG0001976	FGIG_03267	SMTH1_4610.1
OG0001977	FGIG_03396	SMTH1_101170.2, SMTH1_101170.3, SMTH1_101170.1
OG0001978	FGIG_03425	SMTH1_88200.1
OG0001979	FGIG_03430	SMTH1_57180.2, SMTH1_57180.1
OG0001980	FGIG_03446	SMTH1_69010.1, SMTH1_69010.3, SMTH1_69010.2
OG0001981	FGIG_03545	SMTH1_46960.1, SMTH1_46960.2
OG0001982	FGIG_03564	SMTH1_38530.1
OG0001983	FGIG_03619	SMTH1_93230.1
OG0001984	FGIG_03674	SMTH1_98270.1, SMTH1_98270.2, SMTH1_98270.3
OG0001985	FGIG_03737, FGIG_03736	SMTH1_43030.1
OG0001986	FGIG_03793	SMTH1_59050.1
OG0001987	FGIG_03835	SMTH1_42990.1, SMTH1_42990.2, SMTH1_42990.3
OG0001988	FGIG_04295	SMTH1_65890.4, SMTH1_65890.1, SMTH1_65890.2, SMTH1_65890.3
OG0001989	FGIG_04368	SMTH1_11880.1
OG0001990	FGIG_04430	SMTH1_55520.1
OG0001991	FGIG_04551	SMTH1_16800.1
OG0001992	FGIG_04557, FGIG_04558, FGIG_11227, FGIG_08602, FGIG_04556, FGIG_04555, FGIG_08601	SMTH1_53310.1
OG0001993	FGIG_04621, FGIG_11304, FGIG_11303	SMTH1_83540.1
OG0001994	FGIG_04647, FGIG_09294	SMTH1_23130.3, SMTH1_23130.1, SMTH1_23130.4, SMTH1_23130.2, SMTH1_23130.5
OG0001995	FGIG_04654	SMTH1_104490.1, SMTH1_104490.2, SMTH1_104490.3
OG0001996	FGIG_04771	SMTH1_92420.1
OG0001996	FGIG_04770	SMTH1_92430.1
OG0001997	FGIG_04930	SMTH1_9930.1
OG0001998	FGIG_04945	SMTH1_101420.4, SMTH1_101420.1, SMTH1_101420.2, SMTH1_101420.3
OG0001999	FGIG_13995, FGIG_05007	SMTH1_55670.3, SMTH1_55670.1, SMTH1_55670.2
OG0002000	FGIG_05071, FGIG_05073	SMTH1_10280.1
OG0002001	FGIG_05351, FGIG_10322	SMTH1_15440.1, SMTH1_15430.1
OG0002002	FGIG_05474	SMTH1_39800.1, SMTH1_39790.1
OG0002003	FGIG_05597	SMTH1_55620.1, SMTH1_55620.2, SMTH1_55620.3, SMTH1_55620.4
OG0002004	FGIG_05610, FGIG_08593	SMTH1_5210.1, SMTH1_5210.2
OG0002005	FGIG_05614	SMTH1_62000.1, SMTH1_62000.2
OG0002006	FGIG_05620, FGIG_12403	SMTH1_83400.1, SMTH1_83400.2, SMTH1_83410.1, SMTH1_83410.2, SMTH1_83410.4, SMTH1_83410.5, SMTH1_83410.3
OG0002007	FGIG_05753	SMTH1_76650.1, SMTH1_76640.1
OG0002008	FGIG_05878, FGIG_05879	SMTH1_68920.1
OG0002009	FGIG_05904	SMTH1_37600.1
OG0002010	FGIG_06031	SMTH1_57840.1
OG0002011	FGIG_06078	SMTH1_84180.1
OG0002012	FGIG_06082	SMTH1_10500.1, SMTH1_10440.1
OG0002013	FGIG_06141	SMTH1_57170.3, SMTH1_57170.1, SMTH1_57170.2
OG0002014	FGIG_11116, FGIG_09556, FGIG_06161	SMTH1_71320.1, SMTH1_71330.1
OG0002015	FGIG_12200, FGIG_06387	SMTH1_96760.1
OG0002016	FGIG_06393	SMTH1_69700.1, SMTH1_69700.2
OG0002017	FGIG_06543	SMTH1_72640.1
OG0002018	FGIG_06578, FGIG_06579	SMTH1_79180.1
OG0002019	FGIG_07624	SMTH1_81130.3, SMTH1_81130.1, SMTH1_81130.2
OG0002020	FGIG_07652	SMTH1_73110.1, SMTH1_73110.2
OG0002021	FGIG_07835	SMTH1_80090.1
OG0002022	FGIG_07928	SMTH1_79530.1
OG0002023	FGIG_07949	SMTH1_75060.1, SMTH1_75060.2
OG0002024	FGIG_08028	SMTH1_26850.1
OG0002025	FGIG_08079, FGIG_08077, FGIG_08078	SMTH1_69680.1, SMTH1_69680.2, SMTH1_69680.3, SMTH1_69680.4, SMTH1_69680.5, SMTH1_69680.6, SMTH1_69680.7
OG0002026	FGIG_08218	SMTH1_5590.1, SMTH1_5590.2, SMTH1_5590.3, SMTH1_5590.4, SMTH1_5590.6, SMTH1_5590.5
OG0002027	FGIG_08231	SMTH1_95050.1
OG0002028	FGIG_08327, FGIG_10920	SMTH1_58740.1, SMTH1_58740.2
OG0002029	FGIG_08478	SMTH1_36290.1, SMTH1_36290.2
OG0002030	FGIG_08503	SMTH1_69120.1
OG0002031	FGIG_08525, FGIG_08524	SMTH1_2190.1, SMTH1_2200.1
OG0002032	FGIG_08730	SMTH1_103840.2, SMTH1_103840.3, SMTH1_103840.4, SMTH1_103840.5, SMTH1_103840.1, SMTH1_103840.6
OG0002033	FGIG_08755, FGIG_08754	SMTH1_66980.1
OG0002034	FGIG_08831	SMTH1_75620.1
OG0002035	FGIG_08871	SMTH1_15560.1, SMTH1_15560.2
OG0002036	FGIG_08929	SMTH1_96910.1
OG0002037	FGIG_09110	SMTH1_60630.1, SMTH1_60630.2, SMTH1_60630.3, SMTH1_60630.4
OG0002038	FGIG_09222, FGIG_09223	SMTH1_48800.1
OG0002039	FGIG_09256	SMTH1_55770.1
OG0002040	FGIG_09293	SMTH1_3170.1, SMTH1_3170.2
OG0002041	FGIG_09352	SMTH1_82980.2, SMTH1_82980.1, SMTH1_82980.3
OG0002042	FGIG_09643	SMTH1_15400.1
OG0002043	FGIG_09653	SMTH1_70350.1
OG0002044	FGIG_09704	SMTH1_8530.1, SMTH1_8530.5, SMTH1_8530.6, SMTH1_8530.2, SMTH1_8530.4, SMTH1_8530.3
OG0002045	FGIG_09717	SMTH1_94810.1
OG0002046	FGIG_09852	SMTH1_83270.1, SMTH1_83280.1
OG0002047	FGIG_10163	SMTH1_94480.1
OG0002048	FGIG_10239	SMTH1_18090.1
OG0002049	FGIG_10299, FGIG_11534	SMTH1_100680.2, SMTH1_100680.3, SMTH1_100680.1, SMTH1_100680.4
OG0002050	FGIG_10507	SMTH1_60100.2, SMTH1_60100.1
OG0002051	FGIG_10793	SMTH1_33700.1
OG0002052	FGIG_10797	SMTH1_48250.1
OG0002053	FGIG_10820	SMTH1_85900.1
OG0002054	FGIG_10935	SMTH1_78580.1, SMTH1_78580.2, SMTH1_78580.5, SMTH1_78580.4, SMTH1_78580.6, SMTH1_78580.3
OG0002055	FGIG_10947	SMTH1_64500.1
OG0002056	FGIG_11048	SMTH1_99540.1
OG0002057	FGIG_11544	SMTH1_55920.2, SMTH1_55920.3, SMTH1_55920.1
OG0002058	FGIG_11772	SMTH1_9260.1
OG0002059	FGIG_11780	SMTH1_49430.1
OG0002060	FGIG_11842	SMTH1_8390.1
OG0002061	FGIG_12110	SMTH1_5350.1, SMTH1_5350.2, SMTH1_5350.3, SMTH1_5350.4
OG0002062	FGIG_12184	SMTH1_74740.1
OG0002063	FGIG_12410	SMTH1_49540.1
OG0002073	FGIG_00082	SMTH1_105280.2, SMTH1_105280.1, SMTH1_105260.1
OG0002074	FGIG_00101	SMTH1_21020.1, SMTH1_21020.2, SMTH1_21020.3, SMTH1_21020.4
OG0002075	FGIG_00132	SMTH1_11930.1, SMTH1_11930.2
OG0002076	FGIG_07077, FGIG_07078, FGIG_00206	SMTH1_46610.2, SMTH1_46610.1
OG0002077	FGIG_00216, FGIG_09924	SMTH1_15280.1
OG0002078	FGIG_00312	SMTH1_41620.1
OG0002079	FGIG_00383	SMTH1_41850.1
OG0002080	FGIG_00484	SMTH1_57150.1, SMTH1_57150.2
OG0002081	FGIG_00552, FGIG_08298	SMTH1_91680.1
OG0002082	FGIG_00579, FGIG_00578	SMTH1_66060.1, SMTH1_66070.1
OG0002083	FGIG_00658, FGIG_09985	SMTH1_49670.1, SMTH1_49670.4, SMTH1_49670.2, SMTH1_49670.3
OG0002084	FGIG_00755, FGIG_00754	SMTH1_19810.1, SMTH1_19800.1
OG0002085	FGIG_00781	SMTH1_67900.1, SMTH1_67900.2, SMTH1_67900.4, SMTH1_67900.3
OG0002086	FGIG_09005, FGIG_00788	SMTH1_46100.1
OG0002087	FGIG_00882	SMTH1_37290.2, SMTH1_37290.1, SMTH1_37290.3
OG0002089	FGIG_00932	SMTH1_51300.1, SMTH1_51300.2, SMTH1_51300.5, SMTH1_51300.6, SMTH1_51300.7, SMTH1_51300.4, SMTH1_51300.3, SMTH1_51300.8, SMTH1_51300.9
OG0002090	FGIG_00986	SMTH1_60620.1
OG0002091	FGIG_01070	SMTH1_58870.1
OG0002092	FGIG_01268	SMTH1_43300.1
OG0002093	FGIG_01356	SMTH1_28290.1
OG0002094	FGIG_01469	SMTH1_5750.2, SMTH1_5750.5, SMTH1_5750.1, SMTH1_5750.4, SMTH1_5750.3
OG0002095	FGIG_01632	SMTH1_18040.1
OG0002096	FGIG_01676	SMTH1_31890.1, SMTH1_31890.2, SMTH1_31890.3
OG0002097	FGIG_01680	SMTH1_6160.1, SMTH1_6160.2
OG0002098	FGIG_01746	SMTH1_71830.1
OG0002099	FGIG_01747	SMTH1_43170.1, SMTH1_43190.1
OG0002100	FGIG_01904	SMTH1_31350.1
OG0002101	FGIG_02032, FGIG_10566	SMTH1_98930.1
OG0002102	FGIG_02054	SMTH1_27090.2
OG0002102	FGIG_02312, FGIG_06101	SMTH1_27920.1
