Orthogroup	fasciola_gigantica	schmidtea_mediterranea
OG0001506	FGIG_11884, FGIG_06191	h1SMcT0021094.1, h1SMcT0004396.1, h1SMcT0004396.2, h1SMcT0004396.3
OG0001508	FGIG_06515	h1SMcT0019286.1
OG0001509	FGIG_08725, FGIG_06689, FGIG_11470	h1SMcT0013921.1, h1SMcT0013921.3
OG0001511	FGIG_07488	h1SMcT0004279.1
OG0001512	FGIG_07543, FGIG_08646	h1SMcT0017028.1
OG0001513	FGIG_07584	h1SMcT0018540.1, h1SMcT0018540.2, h1SMcT0018540.3
OG0001514	FGIG_11472, FGIG_07598	h1SMcT0020380.2, h1SMcT0020380.3, h1SMcT0020380.1
OG0001515	FGIG_07783	h1SMcT0000870.1, h1SMcT0010058.1, h1SMcT0010058.2
OG0001516	FGIG_08344, FGIG_08392, FGIG_07947	h1SMcT0021462.1, h1SMcT0022718.1
OG0001517	FGIG_08150	h1SMcT0010241.1
OG0001518	FGIG_08552, FGIG_08418	h1SMcT0019738.1
OG0001519	FGIG_08498	h1SMcT0014015.1, h1SMcT0014015.2, h1SMcT0014015.3, h1SMcT0014015.4
OG0001522	FGIG_09207	h1SMcT0011111.1
OG0001523	FGIG_09296	h1SMcT0010801.1
OG0001524	FGIG_09430	h1SMcT0015153.1
OG0001526	FGIG_09633	h1SMcT0012889.1, h1SMcT0012890.2, h1SMcT0012890.1, h1SMcT0012890.3
OG0001527	FGIG_09634	h1SMcT0010521.1, h1SMcT0010521.2
OG0001529	FGIG_09837	h1SMcT0021637.1
OG0001530	FGIG_09879	h1SMcT0003859.1, h1SMcT0003859.2
OG0001531	FGIG_10103	h1SMcT0004453.2, h1SMcT0004453.5, h1SMcT0004453.6, h1SMcT0004453.1, h1SMcT0004453.3, h1SMcT0004453.4
OG0001533	FGIG_10179	h1SMcT0004368.1, h1SMcT0004368.2
OG0001534	FGIG_10287	h1SMcT0007642.1
OG0001535	FGIG_10930, FGIG_10298	h1SMcT0021900.1, h1SMcT0021900.2
OG0001536	FGIG_10698	h1SMcT0015301.1
OG0001537	FGIG_11105	h1SMcT0013792.1, h1SMcT0013792.2
OG0001538	FGIG_11361	h1SMcT0014530.1, h1SMcT0015324.1
OG0001539	FGIG_11593	h1SMcT0017958.1, h1SMcT0017958.2, h1SMcT0017958.3
OG0001540	FGIG_11704	h1SMcT0006384.1, h1SMcT0006384.2
OG0001541	FGIG_11817	h1SMcT0004722.1
OG0001542	FGIG_11924	h1SMcT0015832.1, h1SMcT0015832.2, h1SMcT0015832.3, h1SMcT0015832.4, h1SMcT0015832.5
OG0001554	FGIG_00102	h1SMcT0018465.1, h1SMcT0021740.1, h1SMcT0021740.2
OG0001554	FGIG_07971, FGIG_07969	h1SMcT0008486.1, h1SMcT0003478.1, h1SMcT0003500.1, h1SMcT0017344.1, h1SMcT0008950.1, h1SMcT0007092.1, h1SMcT0023035.1, h1SMcT0007094.1, h1SMcT0007094.2, h1SMcT0007093.1, h1SMcT0007095.1, h1SMcT0000396.1, h1SMcT0000426.1, h1SMcT0000426.2, h1SMcT0001582.1, h1SMcT0002457.1, h1SMcT0016082.1
OG0001555	FGIG_00531, FGIG_00530, FGIG_00127	h1SMcT0010539.1
OG0001556	FGIG_00492	h1SMcT0018243.1, h1SMcT0018243.2, h1SMcT0018243.3, h1SMcT0018243.4, h1SMcT0018243.5
OG0001557	FGIG_00563	h1SMcT0009780.1, h1SMcT0009780.2
OG0001558	FGIG_00593	h1SMcT0003178.1, h1SMcT0003178.2
OG0001559	FGIG_00774	h1SMcT0008495.1
OG0001560	FGIG_00841	h1SMcT0012518.1, h1SMcT0012518.2
OG0001561	FGIG_00934, FGIG_03387	h1SMcT0013876.1
OG0001562	FGIG_01022	h1SMcT0020801.1
OG0001563	FGIG_01149	h1SMcT0019159.1, h1SMcT0019159.2
OG0001564	FGIG_12337, FGIG_01165, FGIG_01166, FGIG_12336, FGIG_04245	h1SMcT0006456.1
OG0001565	FGIG_01252	h1SMcT0016970.1, h1SMcT0021524.1
OG0001566	FGIG_01332, FGIG_01331	h1SMcT0009524.1
OG0001567	FGIG_01351, FGIG_02042	h1SMcT0018183.1
OG0001570	FGIG_01497	h1SMcT0018002.5, h1SMcT0018002.2, h1SMcT0018002.7, h1SMcT0018002.4, h1SMcT0018002.9, h1SMcT0018002.12, h1SMcT0018002.13, h1SMcT0018002.11, h1SMcT0018002.8
OG0001571	FGIG_08212, FGIG_01541	h1SMcT0018536.1, h1SMcT0022616.1, h1SMcT0011762.1, h1SMcT0015483.1, h1SMcT0016767.1, h1SMcT0015482.1, h1SMcT0016538.1, h1SMcT0014564.1
OG0001572	FGIG_01643	h1SMcT0002800.1, h1SMcT0002800.2
OG0001574	FGIG_01776	h1SMcT0016307.1, h1SMcT0016307.2
OG0001575	FGIG_01819	h1SMcT0006105.3, h1SMcT0006105.1, h1SMcT0006105.2
OG0001576	FGIG_01874, FGIG_01873	h1SMcT0006666.2, h1SMcT0006666.1, h1SMcT0006666.3, h1SMcT0003104.2, h1SMcT0003104.3, h1SMcT0003104.1, h1SMcT0003104.5, h1SMcT0001180.1, h1SMcT0001180.2
OG0001577	FGIG_02105	h1SMcT0014297.1, h1SMcT0014297.2, h1SMcT0006524.2, h1SMcT0006524.5, h1SMcT0006524.3, h1SMcT0006524.6, h1SMcT0006524.1, h1SMcT0006524.4, h1SMcT0006517.1, h1SMcT0006523.1, h1SMcT0006523.3, h1SMcT0006523.2
OG0001578	FGIG_02177	h1SMcT0003020.4, h1SMcT0003020.3, h1SMcT0003020.5, h1SMcT0003020.6
OG0001579	FGIG_02212	h1SMcT0010551.1
OG0001580	FGIG_02237	h1SMcT0021337.1, h1SMcT0021337.2
OG0001581	FGIG_02435	h1SMcT0008604.4, h1SMcT0008604.7, h1SMcT0008604.3, h1SMcT0008604.2, h1SMcT0008604.1, h1SMcT0008604.5
OG0001582	FGIG_02459	h1SMcT0013798.1, h1SMcT0013798.2
OG0001588	FGIG_03013	h1SMcT0012021.1, h1SMcT0012021.2, h1SMcT0014683.1
OG0001589	FGIG_03031	h1SMcT0018334.3, h1SMcT0018334.1, h1SMcT0018334.2
OG0001590	FGIG_03074	h1SMcT0016705.1, h1SMcT0016705.2
OG0001592	FGIG_03254	h1SMcT0016376.1, h1SMcT0016376.2
OG0001593	FGIG_03389	h1SMcT0014525.1
OG0001595	FGIG_03681	h1SMcT0004004.1, h1SMcT0011696.3
OG0001596	FGIG_03686	h1SMcT0020657.1, h1SMcT0020657.2
OG0001597	FGIG_03710	h1SMcT0005317.1, h1SMcT0005317.2, h1SMcT0005317.4, h1SMcT0005317.3
OG0001598	FGIG_03711	h1SMcT0017652.1
OG0001599	FGIG_03826	h1SMcT0006535.1, h1SMcT0006580.1
OG0001600	FGIG_03860	h1SMcT0001572.1, h1SMcT0001572.2
OG0001601	FGIG_04047	h1SMcT0006626.1
OG0001602	FGIG_10839	h1SMcT0005102.1, h1SMcT0005102.2
OG0001602	FGIG_04252	h1SMcT0012475.2, h1SMcT0012475.3, h1SMcT0012475.4, h1SMcT0000699.4, h1SMcT0000699.2, h1SMcT0000699.1, h1SMcT0000699.3, h1SMcT0000699.5, h1SMcT0006969.1, h1SMcT0019456.1
OG0001606	FGIG_09218, FGIG_09219, FGIG_05027	h1SMcT0004111.2, h1SMcT0004111.3, h1SMcT0004111.1
OG0001607	FGIG_05053, FGIG_08672	h1SMcT0001333.2, h1SMcT0001333.1, h1SMcT0001333.3
OG0001608	FGIG_05065	h1SMcT0019002.1
OG0001609	FGIG_05088	h1SMcT0021762.3, h1SMcT0021762.2, h1SMcT0021762.1, h1SMcT0021762.4
OG0001610	FGIG_07389	h1SMcT0005810.1, h1SMcT0005810.2
OG0001610	FGIG_08349, FGIG_05093	h1SMcT0001133.1, h1SMcT0001133.2, h1SMcT0012922.1
OG0001611	FGIG_05457	h1SMcT0013941.1, h1SMcT0013941.2, h1SMcT0013941.3
OG0001612	FGIG_05464	h1SMcT0001592.1, h1SMcT0004919.1, h1SMcT0001590.1, h1SMcT0001590.2, h1SMcT0001590.3
OG0001613	FGIG_05500	h1SMcT0006904.1, h1SMcT0006904.2, h1SMcT0019166.1, h1SMcT0006559.1, h1SMcT0019019.1, h1SMcT0009343.1, h1SMcT0009343.2, h1SMcT0015213.1, h1SMcT0003392.1, h1SMcT0007271.1
OG0001614	FGIG_05538, FGIG_05540	h1SMcT0018858.1, h1SMcT0018858.2
OG0001615	FGIG_05541	h1SMcT0021119.1
OG0001616	FGIG_05680	h1SMcT0006305.1, h1SMcT0021522.1
OG0001618	FGIG_05781, FGIG_05782	h1SMcT0022622.4, h1SMcT0022622.8, h1SMcT0022622.1, h1SMcT0022622.2, h1SMcT0022622.9, h1SMcT0022622.7, h1SMcT0022622.3, h1SMcT0022622.5, h1SMcT0022622.6
OG0001619	FGIG_05824	h1SMcT0013335.1
OG0001620	FGIG_06091	h1SMcT0020514.4, h1SMcT0020514.5, h1SMcT0020514.6, h1SMcT0020516.1, h1SMcT0020514.1, h1SMcT0020514.2, h1SMcT0020632.1, h1SMcT0020514.3, h1SMcT0020519.1
OG0001622	FGIG_06211, FGIG_06210	h1SMcT0004565.1
OG0001623	FGIG_06565	h1SMcT0021134.1
OG0001626	FGIG_06845	h1SMcT0020664.1
OG0001627	FGIG_06856	h1SMcT0006211.1, h1SMcT0006211.2
OG0001628	FGIG_06970	h1SMcT0019709.1, h1SMcT0019709.4
OG0001629	FGIG_07009	h1SMcT0011452.1, h1SMcT0011452.2
OG0001630	FGIG_07208	h1SMcT0011252.1
OG0001631	FGIG_07316	h1SMcT0007603.1
OG0001632	FGIG_07391	h1SMcT0010514.1
OG0001633	FGIG_07448	h1SMcT0002014.5, h1SMcT0002014.6, h1SMcT0002014.3, h1SMcT0002014.1, h1SMcT0002014.2, h1SMcT0002014.4
OG0001634	FGIG_07519	h1SMcT0021810.2, h1SMcT0021810.1, h1SMcT0021810.3
OG0001635	FGIG_07538, FGIG_07539	h1SMcT0002693.1, h1SMcT0002693.2, h1SMcT0015943.1
OG0001636	FGIG_07566	h1SMcT0013635.1
OG0001637	FGIG_07660	h1SMcT0011724.1
OG0001639	FGIG_08142	h1SMcT0015128.1
OG0001640	FGIG_08389	h1SMcT0003502.4, h1SMcT0003502.3, h1SMcT0003502.1, h1SMcT0003502.2
OG0001641	FGIG_08605	h1SMcT0021693.1
OG0001642	FGIG_08607	h1SMcT0007955.1
OG0001643	FGIG_08854	h1SMcT0000482.1, h1SMcT0000482.2
OG0001644	FGIG_09142	h1SMcT0008832.1
OG0001645	FGIG_09151, FGIG_10352	h1SMcT0016250.1, h1SMcT0016250.2, h1SMcT0016250.3, h1SMcT0016250.4
OG0001646	FGIG_09195	h1SMcT0004929.1, h1SMcT0004929.2
OG0001648	FGIG_09300	h1SMcT0019063.4, h1SMcT0019063.5, h1SMcT0017672.3, h1SMcT0017672.4, h1SMcT0017672.2, h1SMcT0017672.1
OG0001649	FGIG_09378	h1SMcT0013727.1, h1SMcT0013727.2, h1SMcT0013729.1, h1SMcT0013729.4, h1SMcT0013729.2, h1SMcT0013729.3
OG0001651	FGIG_10542	h1SMcT0010863.1, h1SMcT0010863.2
OG0001653	FGIG_10856	h1SMcT0001479.1, h1SMcT0001479.2, h1SMcT0001479.3, h1SMcT0001479.4
OG0001655	FGIG_11826	h1SMcT0005253.1
OG0001656	FGIG_12138	h1SMcT0021826.1, h1SMcT0021826.2
OG0001657	FGIG_12273	h1SMcT0012718.1
OG0001671	FGIG_00386	h1SMcT0010251.1
OG0001672	FGIG_00594	h1SMcT0016081.3, h1SMcT0016081.1, h1SMcT0016081.2
OG0001673	FGIG_00782	h1SMcT0019728.1, h1SMcT0004485.1, h1SMcT0004485.4, h1SMcT0004485.2, h1SMcT0004485.3
OG0001675	FGIG_01158	h1SMcT0005280.1, h1SMcT0005279.1, h1SMcT0005279.2
OG0001676	FGIG_01424	h1SMcT0001921.1
OG0001677	FGIG_01587	h1SMcT0016893.2
OG0001678	FGIG_01613	h1SMcT0000851.1
OG0001679	FGIG_01636	h1SMcT0020429.5, h1SMcT0020429.6, h1SMcT0020429.2, h1SMcT0020429.1, h1SMcT0020429.3, h1SMcT0020429.4
OG0001680	FGIG_01674, FGIG_09657, FGIG_01673	h1SMcT0000730.1
OG0001681	FGIG_10397, FGIG_01757	h1SMcT0014199.1, h1SMcT0014199.2, h1SMcT0014199.3
OG0001682	FGIG_01772	h1SMcT0020485.1, h1SMcT0020485.2
OG0001687	FGIG_02344	h1SMcT0016944.2, h1SMcT0016944.1, h1SMcT0016944.4, h1SMcT0016944.9, h1SMcT0016944.5, h1SMcT0016944.6, h1SMcT0016944.7, h1SMcT0016944.8, h1SMcT0016944.3
OG0001688	FGIG_02355, FGIG_02354	h1SMcT0015247.5, h1SMcT0015247.4, h1SMcT0015247.3
OG0001689	FGIG_02361	h1SMcT0002487.1
OG0001690	FGIG_02412	h1SMcT0009279.3, h1SMcT0009279.4, h1SMcT0009279.1, h1SMcT0009279.2
OG0001691	FGIG_02430	h1SMcT0016928.1, h1SMcT0016928.2, h1SMcT0016928.3
OG0001694	FGIG_02613	h1SMcT0020178.1, h1SMcT0020178.2
OG0001697	FGIG_02799	h1SMcT0022488.1
OG0001699	FGIG_08442, FGIG_12071, FGIG_02860	h1SMcT0012548.1
OG0001700	FGIG_02948	h1SMcT0003410.1
OG0001702	FGIG_03036	h1SMcT0017051.2, h1SMcT0017051.3, h1SMcT0017051.4, h1SMcT0015306.1, h1SMcT0015306.6, h1SMcT0015306.2, h1SMcT0015306.7, h1SMcT0015306.5, h1SMcT0015306.4
OG0001703	FGIG_03206	h1SMcT0007280.1, h1SMcT0007280.2
OG0001704	FGIG_03262	h1SMcT0015605.1
OG0001707	FGIG_03346, FGIG_11546	h1SMcT0020760.1
OG0001708	FGIG_07923, FGIG_03395	h1SMcT0021084.7, h1SMcT0021084.6, h1SMcT0021084.1, h1SMcT0021084.2, h1SMcT0021084.5, h1SMcT0021084.3, h1SMcT0021084.4
OG0001710	FGIG_03672	h1SMcT0011023.1, h1SMcT0011023.2, h1SMcT0011023.3
OG0001711	FGIG_03723, FGIG_09584, FGIG_05732, FGIG_12458	h1SMcT0010492.1, h1SMcT0010492.2
OG0001712	FGIG_04007	h1SMcT0012477.1, h1SMcT0012477.2
OG0001713	FGIG_04033	h1SMcT0001773.1
OG0001714	FGIG_04034	h1SMcT0002980.7, h1SMcT0002980.1, h1SMcT0002980.2, h1SMcT0002980.4, h1SMcT0002980.6, h1SMcT0002980.5, h1SMcT0002980.3
OG0001715	FGIG_04340	h1SMcT0008469.1, h1SMcT0008469.2, h1SMcT0008469.3, h1SMcT0008469.4, h1SMcT0008469.5
OG0001717	FGIG_04529	h1SMcT0008155.3, h1SMcT0008155.4, h1SMcT0008155.2, h1SMcT0008155.5, h1SMcT0008155.1, h1SMcT0008155.6
OG0001718	FGIG_04552	h1SMcT0007968.1
OG0001720	FGIG_04866, FGIG_06080	h1SMcT0011139.1, h1SMcT0006364.1, h1SMcT0019514.1, h1SMcT0019514.3, h1SMcT0019514.2, h1SMcT0019514.4
OG0001721	FGIG_04876	h1SMcT0022008.1, h1SMcT0022008.2
OG0001722	FGIG_04965, FGIG_10318	h1SMcT0009778.1
OG0001724	FGIG_05138, FGIG_11352	h1SMcT0009947.1, h1SMcT0009947.2
OG0001725	FGIG_05235	h1SMcT0001865.2
OG0001726	FGIG_08225, FGIG_11396	h1SMcT0019260.1
OG0001726	FGIG_05249	h1SMcT0022247.1, h1SMcT0012356.1, h1SMcT0012356.2, h1SMcT0012356.3, h1SMcT0012356.4
OG0001727	FGIG_05253	h1SMcT0021352.1, h1SMcT0021352.2, h1SMcT0017294.1
OG0001728	FGIG_05390	h1SMcT0013659.2, h1SMcT0013659.1, h1SMcT0013659.3, h1SMcT0013659.4
OG0001729	FGIG_05422	h1SMcT0008021.1, h1SMcT0005984.1, h1SMcT0005984.2, h1SMcT0005984.3, h1SMcT0005984.4, h1SMcT0022620.1
OG0001730	FGIG_05448	h1SMcT0011395.1
OG0001731	FGIG_05472	h1SMcT0019144.1
OG0001732	FGIG_05692	h1SMcT0001016.1
OG0001733	FGIG_05918	h1SMcT0006755.1
OG0001734	FGIG_05951, FGIG_07347	h1SMcT0000991.2, h1SMcT0000991.6, h1SMcT0000991.4, h1SMcT0000991.8, h1SMcT0000991.5, h1SMcT0000991.3, h1SMcT0000991.1, h1SMcT0000991.7
OG0001736	FGIG_06248, FGIG_09628	h1SMcT0018349.1, h1SMcT0018349.2
OG0001738	FGIG_06451, FGIG_06452	h1SMcT0021483.1, h1SMcT0022809.1
OG0001739	FGIG_06589	h1SMcT0013839.1, h1SMcT0013839.2
OG0001741	FGIG_06645	h1SMcT0005296.1, h1SMcT0005291.1, h1SMcT0005291.2, h1SMcT0005291.3
OG0001744	FGIG_06776	h1SMcT0005035.1
OG0001745	FGIG_10942, FGIG_06817	h1SMcT0013160.1, h1SMcT0013160.2
OG0001746	FGIG_07007, FGIG_11346	h1SMcT0004010.1
OG0001747	FGIG_10446, FGIG_07087	h1SMcT0009037.1, h1SMcT0009037.2
OG0001748	FGIG_07196	h1SMcT0001235.1, h1SMcT0001235.2
OG0001750	FGIG_07290, FGIG_11354	h1SMcT0019885.1, h1SMcT0019885.2, h1SMcT0019885.5, h1SMcT0019885.3, h1SMcT0019885.4
OG0001751	FGIG_07350	h1SMcT0021739.2, h1SMcT0004886.1, h1SMcT0004886.2
OG0001752	FGIG_07833, FGIG_07832, FGIG_07400	h1SMcT0005183.1
OG0001753	FGIG_07740	h1SMcT0013782.1
OG0001754	FGIG_07797, FGIG_07796	h1SMcT0000935.1
OG0001755	FGIG_07829	h1SMcT0004449.2
OG0001756	FGIG_08210	h1SMcT0005974.1, h1SMcT0005974.2
OG0001758	FGIG_12341, FGIG_08329	h1SMcT0016619.1, h1SMcT0016619.2
OG0001759	FGIG_12373, FGIG_08557, FGIG_11928	h1SMcT0021839.1, h1SMcT0021839.2, h1SMcT0021839.3, h1SMcT0020798.1, h1SMcT0020798.2, h1SMcT0004514.1, h1SMcT0004514.2, h1SMcT0004514.3
OG0001760	FGIG_08695, FGIG_08696, FGIG_08694	h1SMcT0009739.2
OG0001761	FGIG_09476, FGIG_12460, FGIG_09474, FGIG_09475, FGIG_08736	h1SMcT0015220.1
OG0001762	FGIG_08880, FGIG_11962	h1SMcT0018473.1
OG0001763	FGIG_08936	h1SMcT0014031.2, h1SMcT0014031.1, h1SMcT0014031.3, h1SMcT0014031.4
OG0001764	FGIG_09029, FGIG_09028	h1SMcT0009805.2, h1SMcT0009805.4, h1SMcT0009805.1, h1SMcT0009805.3
OG0001766	FGIG_09234	h1SMcT0019075.1, h1SMcT0019075.2
OG0001768	FGIG_09327	h1SMcT0013683.1, h1SMcT0013683.2
OG0001769	FGIG_09331	h1SMcT0020309.1, h1SMcT0020309.2
OG0001770	FGIG_09332	h1SMcT0021515.2, h1SMcT0021515.1, h1SMcT0021515.3
OG0001771	FGIG_09366	h1SMcT0007797.6, h1SMcT0007797.3, h1SMcT0007797.4, h1SMcT0007797.2, h1SMcT0007797.5
OG0001772	FGIG_09813	h1SMcT0002778.2, h1SMcT0002778.1, h1SMcT0002778.3
OG0001773	FGIG_09836	h1SMcT0008613.1, h1SMcT0008563.4, h1SMcT0008565.2, h1SMcT0008563.1, h1SMcT0022781.1, h1SMcT0008563.2, h1SMcT0022781.2, h1SMcT0008563.3
OG0001774	FGIG_09938	h1SMcT0003104.4
OG0001775	FGIG_10075	h1SMcT0001715.1, h1SMcT0001715.2
OG0001776	FGIG_10105	h1SMcT0017707.1
OG0001777	FGIG_10186	h1SMcT0000525.1, h1SMcT0000525.2
OG0001778	FGIG_10398	h1SMcT0016706.1, h1SMcT0016706.2, h1SMcT0016706.4, h1SMcT0016706.3
OG0001779	FGIG_10521	h1SMcT0004257.1, h1SMcT0004257.2
OG0001780	FGIG_10677	h1SMcT0015555.16, h1SMcT0015555.9, h1SMcT0015555.19, h1SMcT0015555.1, h1SMcT0015555.15, h1SMcT0015555.18, h1SMcT0015555.21, h1SMcT0015555.22, h1SMcT0015555.2, h1SMcT0015555.4, h1SMcT0015555.5, h1SMcT0015555.7, h1SMcT0015555.8, h1SMcT0015555.12, h1SMcT0015555.13, h1SMcT0015555.14, h1SMcT0015555.17, h1SMcT0015555.3, h1SMcT0015555.6, h1SMcT0015555.11, h1SMcT0015555.20, h1SMcT0015555.10
OG0001781	FGIG_10803, FGIG_11244	h1SMcT0015529.1
OG0001782	FGIG_10806	h1SMcT0002334.1, h1SMcT0002331.2, h1SMcT0002331.6, h1SMcT0002331.4, h1SMcT0002331.8, h1SMcT0002331.3, h1SMcT0002331.5
OG0001783	FGIG_10960	h1SMcT0009033.1
OG0001784	FGIG_11263	h1SMcT0010892.1
OG0001785	FGIG_11277	h1SMcT0010242.1
OG0001786	FGIG_11466	h1SMcT0011297.1
OG0001787	FGIG_11743	h1SMcT0020085.1
OG0001788	FGIG_11918	h1SMcT0001318.1
OG0001790	FGIG_12557	h1SMcT0002945.1, h1SMcT0002945.2
OG0001800	FGIG_00037	h1SMcT0019752.1
OG0001801	FGIG_00130	h1SMcT0014180.1, h1SMcT0014180.2, h1SMcT0014180.3
OG0001802	FGIG_00149	h1SMcT0020134.1
OG0001803	FGIG_00286	h1SMcT0011732.3, h1SMcT0011284.1, h1SMcT0011284.2
OG0001804	FGIG_00398	h1SMcT0016489.1
OG0001805	FGIG_00507, FGIG_00508	h1SMcT0022212.1
OG0001807	FGIG_00587	h1SMcT0008513.2, h1SMcT0008514.6, h1SMcT0008514.1, h1SMcT0008514.3, h1SMcT0008513.3, h1SMcT0008514.2, h1SMcT0008514.4, h1SMcT0008514.5
OG0001808	FGIG_00700	h1SMcT0001448.1
OG0001809	FGIG_00729	h1SMcT0014733.1, h1SMcT0014733.2
OG0001810	FGIG_00762	h1SMcT0018180.5, h1SMcT0018180.1, h1SMcT0018180.4, h1SMcT0018180.2, h1SMcT0018180.3
OG0001811	FGIG_05656, FGIG_00833	h1SMcT0007807.1, h1SMcT0007807.2
OG0001812	FGIG_00836	h1SMcT0004905.1, h1SMcT0004905.2
OG0001813	FGIG_00936	h1SMcT0001706.1
OG0001816	FGIG_01170	h1SMcT0017125.1, h1SMcT0017193.1
OG0001817	FGIG_01315	h1SMcT0022407.1
OG0001819	FGIG_01638	h1SMcT0014745.1, h1SMcT0014745.7, h1SMcT0014745.2, h1SMcT0014745.3, h1SMcT0014745.4, h1SMcT0014745.5, h1SMcT0014745.6, h1SMcT0014745.8
OG0001820	FGIG_01817, FGIG_01816	h1SMcT0013890.1, h1SMcT0002328.1, h1SMcT0014749.1, h1SMcT0014749.2, h1SMcT0014749.3, h1SMcT0014749.4, h1SMcT0004897.1, h1SMcT0004897.2
OG0001821	FGIG_01822	h1SMcT0014590.1, h1SMcT0020570.1
OG0001821	FGIG_03077	h1SMcT0003463.1, h1SMcT0003463.2, h1SMcT0014038.1
OG0001822	FGIG_01856, FGIG_12355	h1SMcT0021165.1, h1SMcT0021165.2, h1SMcT0021166.1, h1SMcT0021165.4, h1SMcT0021165.6, h1SMcT0021165.5, h1SMcT0021165.7, h1SMcT0021165.8, h1SMcT0017497.1, h1SMcT0017497.2
OG0001826	FGIG_02634	h1SMcT0002813.1, h1SMcT0002813.2
OG0001827	FGIG_02803, FGIG_12147, FGIG_11771, FGIG_12499	h1SMcT0000035.1
OG0001828	FGIG_02847	h1SMcT0000446.1
OG0001829	FGIG_02872, FGIG_03015	h1SMcT0011896.1, h1SMcT0022194.1
OG0001830	FGIG_02879, FGIG_12693	h1SMcT0021986.1
OG0001831	FGIG_02881	h1SMcT0014333.5, h1SMcT0014333.6, h1SMcT0014333.2, h1SMcT0014333.4, h1SMcT0014333.1, h1SMcT0014333.3
OG0001833	FGIG_02974	h1SMcT0001085.1
OG0001834	FGIG_02991	h1SMcT0020592.1, h1SMcT0010290.1, h1SMcT0010290.2
OG0001835	FGIG_11589, FGIG_03039	h1SMcT0005658.1, h1SMcT0013373.1
OG0001837	FGIG_03271	h1SMcT0010048.1
OG0001838	FGIG_03289	h1SMcT0010619.1
OG0001839	FGIG_03331	h1SMcT0002713.1
OG0001840	FGIG_03379	h1SMcT0022135.1, h1SMcT0022135.2
OG0001841	FGIG_03429	h1SMcT0020217.1, h1SMcT0020217.2
OG0001844	FGIG_03580	h1SMcT0007947.1
OG0001845	FGIG_03666	h1SMcT0011119.1
OG0001847	FGIG_03848	h1SMcT0015481.1, h1SMcT0015481.2
OG0001848	FGIG_04380	h1SMcT0016599.3, h1SMcT0016599.1, h1SMcT0016599.2
OG0001849	FGIG_04452	h1SMcT0016402.1, h1SMcT0018050.1, h1SMcT0018050.5, h1SMcT0018050.3, h1SMcT0018050.4, h1SMcT0018050.2
OG0001850	FGIG_04633	h1SMcT0017635.1
OG0001851	FGIG_04765	h1SMcT0022124.2, h1SMcT0022124.1, h1SMcT0022124.3
OG0001852	FGIG_04961	h1SMcT0002547.3, h1SMcT0002547.1, h1SMcT0002547.2
OG0001856	FGIG_05147	h1SMcT0011763.1, h1SMcT0011763.2
OG0001857	FGIG_05152	h1SMcT0022370.1, h1SMcT0022370.2, h1SMcT0022370.3
OG0001859	FGIG_05352	h1SMcT0007644.1, h1SMcT0007700.1
OG0001860	FGIG_12696, FGIG_05529, FGIG_08194	h1SMcT0021050.1
OG0001862	FGIG_05612	h1SMcT0011003.1
OG0001864	FGIG_05957, FGIG_05774, FGIG_05958	h1SMcT0000735.1
OG0001865	FGIG_05792	h1SMcT0017268.1, h1SMcT0017268.2, h1SMcT0017268.3, h1SMcT0017268.4
OG0001868	FGIG_06184	h1SMcT0005126.1, h1SMcT0005126.2, h1SMcT0006712.1, h1SMcT0006712.2, h1SMcT0016692.2, h1SMcT0019911.1, h1SMcT0014112.1, h1SMcT0004938.1, h1SMcT0004938.2
OG0001869	FGIG_12654, FGIG_06195, FGIG_06196	h1SMcT0018355.1, h1SMcT0018356.1
OG0001870	FGIG_06239	h1SMcT0021764.1, h1SMcT0021764.2
OG0001871	FGIG_06490	h1SMcT0005423.1
OG0001873	FGIG_06583	h1SMcT0012972.1
OG0001874	FGIG_06688, FGIG_07094	h1SMcT0004093.1, h1SMcT0004093.2, h1SMcT0002132.1, h1SMcT0004097.1, h1SMcT0004097.2, h1SMcT0004097.3, h1SMcT0004097.4, h1SMcT0004097.5
OG0001875	FGIG_06832	h1SMcT0020940.1, h1SMcT0020757.3, h1SMcT0020757.1, h1SMcT0020757.2, h1SMcT0020756.1, h1SMcT0020756.2, h1SMcT0020753.1
OG0001877	FGIG_06876	h1SMcT0021188.1
OG0001878	FGIG_07481, FGIG_07111	h1SMcT0005777.1
OG0001879	FGIG_07185	h1SMcT0013918.1
OG0001880	FGIG_07399	h1SMcT0003397.1, h1SMcT0003397.2
OG0001881	FGIG_08617, FGIG_07427	h1SMcT0014323.1
OG0001882	FGIG_10254, FGIG_07480	h1SMcT0016927.3, h1SMcT0016927.7, h1SMcT0016927.2, h1SMcT0016927.5, h1SMcT0016927.6, h1SMcT0016927.4, h1SMcT0014119.1
OG0001883	FGIG_07514	h1SMcT0000544.5, h1SMcT0000544.1, h1SMcT0000544.2, h1SMcT0000544.6, h1SMcT0000544.3, h1SMcT0000544.4
OG0001884	FGIG_07616	h1SMcT0010874.1
OG0001886	FGIG_07805	h1SMcT0016397.3, h1SMcT0016397.2, h1SMcT0016397.1
OG0001887	FGIG_07966	h1SMcT0001259.1
OG0001888	FGIG_08128, FGIG_09905, FGIG_12317	h1SMcT0005027.1, h1SMcT0005027.2
OG0001889	FGIG_08133	h1SMcT0006874.1, h1SMcT0006874.2
