Orthogroup	schistosoma_bovis	fasciola_gigantica
OG0001139	SBOV2_30350.1, SBOV2_30350.2, SBOV2_30350.3	FGIG_01506
OG0001140	SBOV2_45630.1, SBOV2_45630.2	FGIG_01543
OG0001141	SBOV2_78890.2, SBOV2_78890.1	FGIG_01893, FGIG_01892
OG0001142	SBOV2_12770.1	FGIG_02001, FGIG_02003
OG0001143	SBOV2_62440.1	FGIG_02060
OG0001144	SBOV2_31540.1, SBOV2_31540.2, SBOV2_31540.3, SBOV2_31540.4	FGIG_02616, FGIG_03492
OG0001145	SBOV2_65020.1, SBOV2_65020.2, SBOV2_65020.3, SBOV2_65020.6, SBOV2_65020.4, SBOV2_65020.5	FGIG_02867
OG0001146	SBOV2_4430.1, SBOV2_4430.2	FGIG_03198
OG0001147	SBOV2_7750.1	FGIG_04109, FGIG_03472
OG0001148	SBOV2_70000.1	FGIG_03714
OG0001149	SBOV2_77240.1, SBOV2_77240.2, SBOV2_77240.3	FGIG_03749
OG0001150	SBOV2_53520.1, SBOV2_53520.6, SBOV2_53520.2, SBOV2_53520.3, SBOV2_53520.4, SBOV2_53520.5	FGIG_03772
OG0001151	SBOV2_88380.1, SBOV2_88380.2, SBOV2_88380.3	FGIG_04134, FGIG_04135
OG0001152	SBOV2_12590.1	FGIG_04580, FGIG_07119
OG0001153	SBOV2_68670.4, SBOV2_68670.1, SBOV2_68670.2, SBOV2_68670.3	FGIG_04681
OG0001154	SBOV2_43220.1, SBOV2_43220.2, SBOV2_43220.3, SBOV2_43220.4	FGIG_04952
OG0001155	SBOV2_47850.1	FGIG_05185, FGIG_05184
OG0001156	SBOV2_96340.1, SBOV2_96340.2, SBOV2_7800.1, SBOV2_7800.2	FGIG_05213
OG0001157	SBOV2_62470.1	FGIG_05241
OG0001158	SBOV2_41560.1, SBOV2_41560.2, SBOV2_41560.4, SBOV2_41560.5, SBOV2_41560.3	FGIG_05413
OG0001159	SBOV2_91190.2, SBOV2_91190.5, SBOV2_91190.1, SBOV2_91190.3, SBOV2_91190.4	FGIG_05437
OG0001160	SBOV2_20740.4, SBOV2_20740.3, SBOV2_20740.1, SBOV2_20740.2, SBOV2_20740.5, SBOV2_20740.6, SBOV2_20740.7	FGIG_05512
OG0001161	SBOV2_67860.1, SBOV2_65150.1, SBOV2_65150.2	FGIG_05665, FGIG_05664
OG0001162	SBOV2_31960.1, SBOV2_31960.2, SBOV2_31960.5, SBOV2_31960.3, SBOV2_31960.4, SBOV2_31960.6	FGIG_05816
OG0001163	SBOV2_76240.10, SBOV2_76240.1, SBOV2_76240.7, SBOV2_76240.4, SBOV2_76240.8, SBOV2_76240.2, SBOV2_76240.3, SBOV2_76240.6, SBOV2_76240.5, SBOV2_76240.9	FGIG_06050, FGIG_06049
OG0001164	SBOV2_80110.1	FGIG_06154
OG0001165	SBOV2_57200.2, SBOV2_57200.1, SBOV2_57200.3, SBOV2_57200.4	FGIG_06975
OG0001166	SBOV2_10790.3, SBOV2_10790.1, SBOV2_10790.2	FGIG_07145
OG0001167	SBOV2_31970.1, SBOV2_31970.3, SBOV2_31970.5, SBOV2_31970.2, SBOV2_31970.4	FGIG_07296
OG0001168	SBOV2_12380.4, SBOV2_12380.2, SBOV2_12380.3, SBOV2_12380.1	FGIG_07458, FGIG_07459
OG0001169	SBOV2_49490.1	FGIG_07667
OG0001170	SBOV2_11130.1, SBOV2_11130.3, SBOV2_11130.4, SBOV2_11130.5, SBOV2_11130.2	FGIG_07739
OG0001171	SBOV2_15150.1, SBOV2_15150.2	FGIG_07821
OG0001172	SBOV2_60080.1, SBOV2_60080.6, SBOV2_60080.2, SBOV2_60080.4, SBOV2_60080.5, SBOV2_60080.3	FGIG_08034
OG0001173	SBOV2_1790.1	FGIG_08233
OG0001174	SBOV2_9610.3, SBOV2_9610.1, SBOV2_9610.2	FGIG_08325
OG0001175	SBOV2_53450.1, SBOV2_53450.3, SBOV2_53450.4, SBOV2_53450.5, SBOV2_53450.6, SBOV2_53450.2	FGIG_08343
OG0001176	SBOV2_72620.1, SBOV2_72620.2, SBOV2_72620.3, SBOV2_72620.4	FGIG_08377
OG0001177	SBOV2_24310.5, SBOV2_24310.6, SBOV2_24310.7, SBOV2_24310.2, SBOV2_24310.1, SBOV2_24310.3, SBOV2_24310.8, SBOV2_24310.4, SBOV2_24300.1	FGIG_08477
OG0001178	SBOV2_2650.1, SBOV2_2640.1	FGIG_08746
OG0001179	SBOV2_92220.4, SBOV2_92220.5, SBOV2_92220.1, SBOV2_92220.2, SBOV2_92220.3	FGIG_08962
OG0001180	SBOV2_9190.4, SBOV2_9190.3, SBOV2_9190.1, SBOV2_9190.2	FGIG_09159, FGIG_11284
OG0001181	SBOV2_57250.1, SBOV2_57250.3, SBOV2_57250.2	FGIG_09440
OG0001182	SBOV2_31690.1, SBOV2_31690.2, SBOV2_31690.3, SBOV2_31690.4	FGIG_09577, FGIG_12267
OG0001183	SBOV2_10840.2, SBOV2_10840.4, SBOV2_10840.3, SBOV2_10840.1	FGIG_09838
OG0001184	SBOV2_3550.3, SBOV2_3550.4, SBOV2_3550.5, SBOV2_3550.1, SBOV2_3550.2	FGIG_09947
OG0001185	SBOV2_10450.3, SBOV2_10450.4, SBOV2_10450.1, SBOV2_10450.2, SBOV2_10450.5	FGIG_10786
OG0001186	SBOV2_4930.1, SBOV2_4930.10, SBOV2_4930.11, SBOV2_4930.2, SBOV2_4930.3, SBOV2_4930.4, SBOV2_4930.6, SBOV2_4930.7, SBOV2_4930.8, SBOV2_4930.9, SBOV2_4930.5, SBOV2_4930.12	FGIG_10879
OG0001187	SBOV2_36320.4, SBOV2_36320.3, SBOV2_36320.2, SBOV2_36320.1	FGIG_11096
OG0001188	SBOV2_7500.2, SBOV2_7500.1, SBOV2_7500.3, SBOV2_7500.4, SBOV2_7500.5	FGIG_11471
OG0001189	SBOV2_14100.1	FGIG_12652, FGIG_11638
OG0001190	SBOV2_31480.3, SBOV2_31480.1, SBOV2_31480.2, SBOV2_31480.4, SBOV2_31480.5	FGIG_11792
OG0001191	SBOV2_6890.3, SBOV2_6890.1, SBOV2_6890.2	FGIG_11901
OG0001192	SBOV2_41920.2, SBOV2_41920.3, SBOV2_41920.4, SBOV2_41920.1	FGIG_12164, FGIG_12599
OG0001193	SBOV2_81810.1, SBOV2_81810.2	FGIG_12177
OG0001194	SBOV2_6410.6, SBOV2_6410.2, SBOV2_6410.3, SBOV2_6410.4, SBOV2_6410.5, SBOV2_6410.7, SBOV2_6410.8, SBOV2_6410.1	FGIG_12597
OG0001202	SBOV2_13170.1, SBOV2_13170.2	FGIG_00092, FGIG_00091, FGIG_00090
OG0001203	SBOV2_1390.1	FGIG_00255
OG0001203	SBOV2_79990.1	FGIG_01145
OG0001204	SBOV2_66220.3, SBOV2_66220.4, SBOV2_66220.9, SBOV2_66220.1, SBOV2_66220.7, SBOV2_66220.8, SBOV2_66220.10, SBOV2_66220.2, SBOV2_66220.6, SBOV2_66220.5	FGIG_00416
OG0001205	SBOV2_31310.1, SBOV2_31310.2	FGIG_00431, FGIG_00433
OG0001206	SBOV2_46330.1, SBOV2_76760.1, SBOV2_42650.1, SBOV2_62510.1	FGIG_00521
OG0001207	SBOV2_14660.2, SBOV2_14660.4, SBOV2_14660.5, SBOV2_14660.7, SBOV2_14660.8, SBOV2_14660.1, SBOV2_14660.3, SBOV2_14660.6	FGIG_00624
OG0001208	SBOV2_29620.1, SBOV2_29620.2, SBOV2_29620.3	FGIG_00768, FGIG_10999, FGIG_08146
OG0001209	SBOV2_48120.1, SBOV2_48120.2, SBOV2_48120.3	FGIG_00773
OG0001210	SBOV2_92100.1	FGIG_00783
OG0001211	SBOV2_17040.1, SBOV2_17040.4, SBOV2_17040.2, SBOV2_17040.3	FGIG_00866
OG0001212	SBOV2_23970.1, SBOV2_23970.2, SBOV2_23970.3, SBOV2_23970.4	FGIG_00887, FGIG_00886
OG0001213	SBOV2_6720.3, SBOV2_6720.2, SBOV2_6720.1, SBOV2_6720.4	FGIG_00940
OG0001214	SBOV2_39150.1, SBOV2_39150.2	FGIG_00963
OG0001215	SBOV2_63310.1	FGIG_00989
OG0001216	SBOV2_40870.1, SBOV2_40870.2, SBOV2_40870.3	FGIG_01139
OG0001217	SBOV2_72250.2, SBOV2_72250.3, SBOV2_72250.1	FGIG_01201, FGIG_09525
OG0001218	SBOV2_12280.1, SBOV2_12280.2, SBOV2_12280.3, SBOV2_12280.4, SBOV2_12280.5	FGIG_01297
OG0001219	SBOV2_1210.3, SBOV2_1210.2, SBOV2_1210.1	FGIG_01301
OG0001220	SBOV2_93840.1	FGIG_01568
OG0001221	SBOV2_62020.1, SBOV2_62020.2, SBOV2_62020.3	FGIG_01627
OG0001222	SBOV2_90910.1, SBOV2_90910.2, SBOV2_90910.3, SBOV2_90910.4	FGIG_01806
OG0001223	SBOV2_34930.1, SBOV2_34930.2	FGIG_12507, FGIG_01808
OG0001224	SBOV2_81380.1	FGIG_11675, FGIG_01980, FGIG_11674
OG0001225	SBOV2_58380.1, SBOV2_58390.1	FGIG_11699, FGIG_02205
OG0001226	SBOV2_45400.1, SBOV2_45400.2, SBOV2_45400.4, SBOV2_45400.3	FGIG_02402, FGIG_02403
OG0001227	SBOV2_61470.7, SBOV2_61470.1, SBOV2_61470.3, SBOV2_61470.2, SBOV2_61470.5, SBOV2_61470.6, SBOV2_61470.4, SBOV2_61470.8	FGIG_02427, FGIG_10207
OG0001228	SBOV2_44220.1	FGIG_04742, FGIG_05551, FGIG_02693, FGIG_12115, FGIG_02692
OG0001229	SBOV2_37110.5, SBOV2_37110.1, SBOV2_37110.3, SBOV2_37110.4, SBOV2_37110.6, SBOV2_37110.7, SBOV2_37110.2, SBOV2_37110.8	FGIG_02875
OG0001230	SBOV2_16380.1, SBOV2_16380.2, SBOV2_16380.3, SBOV2_16380.4, SBOV2_16380.5, SBOV2_16380.6	FGIG_02882
OG0001231	SBOV2_28270.1, SBOV2_28270.3, SBOV2_28270.2, SBOV2_28270.4	FGIG_02962
OG0001232	SBOV2_80050.1, SBOV2_80030.1, SBOV2_80060.1	FGIG_03290, FGIG_10388
OG0001233	SBOV2_5920.2, SBOV2_5920.4, SBOV2_5920.5, SBOV2_5920.3, SBOV2_5920.1	FGIG_03583
OG0001234	SBOV2_43420.3, SBOV2_43420.5, SBOV2_43420.1, SBOV2_43420.2, SBOV2_43420.4	FGIG_03890
OG0001235	SBOV2_38760.1, SBOV2_38770.1, SBOV2_46340.1	FGIG_05015, FGIG_04167
OG0001236	SBOV2_63050.1, SBOV2_63050.2	FGIG_04255, FGIG_04254
OG0001237	SBOV2_40910.1, SBOV2_40970.3, SBOV2_40970.1, SBOV2_40970.2	FGIG_04341
OG0001238	SBOV2_82990.2, SBOV2_82990.3, SBOV2_82990.1, SBOV2_82990.4, SBOV2_82990.5	FGIG_04821, FGIG_10088
OG0001239	SBOV2_12300.1, SBOV2_12300.2, SBOV2_12300.3	FGIG_04854
OG0001240	SBOV2_51570.2, SBOV2_51570.1, SBOV2_51570.3	FGIG_05002
OG0001241	SBOV2_59200.1, SBOV2_59200.2	FGIG_05887
OG0001241	SBOV2_73630.1	FGIG_05099
OG0001242	SBOV2_55630.1	FGIG_05100, FGIG_11527, FGIG_06927, FGIG_10131, FGIG_10130
OG0001243	SBOV2_6700.3	FGIG_08567, FGIG_05341
OG0001244	SBOV2_88550.3, SBOV2_88550.1, SBOV2_88550.2	FGIG_05347
OG0001245	SBOV2_85160.1, SBOV2_11980.1, SBOV2_11980.2, SBOV2_11980.3	FGIG_05932
OG0001246	SBOV2_34530.1	FGIG_06383
OG0001247	SBOV2_30400.1	FGIG_06416
OG0001248	SBOV2_95830.2, SBOV2_95830.1, SBOV2_95830.3, SBOV2_5640.1, SBOV2_5640.2	FGIG_06917
OG0001249	SBOV2_31600.1	FGIG_06968
OG0001250	SBOV2_2060.2, SBOV2_2060.3, SBOV2_2070.1	FGIG_06989
OG0001251	SBOV2_76400.1, SBOV2_76400.2	FGIG_07285
OG0001252	SBOV2_53660.1, SBOV2_53660.2, SBOV2_53660.4, SBOV2_53660.5, SBOV2_53660.3	FGIG_07384
OG0001253	SBOV2_50700.1	FGIG_07753, FGIG_07752
OG0001254	SBOV2_34870.1, SBOV2_34860.1, SBOV2_34860.2, SBOV2_34860.3, SBOV2_34860.4	FGIG_12494, FGIG_07899, FGIG_07901
OG0001255	SBOV2_38670.1	FGIG_07955
OG0001256	SBOV2_47770.4, SBOV2_47770.2, SBOV2_47770.3, SBOV2_47770.5, SBOV2_47770.6, SBOV2_47770.7, SBOV2_47770.1	FGIG_10216, FGIG_08072, FGIG_08073
OG0001257	SBOV2_40630.1	FGIG_10494, FGIG_08198
OG0001258	SBOV2_75810.1	FGIG_08259
OG0001259	SBOV2_59070.1, SBOV2_59070.2, SBOV2_59070.4, SBOV2_59070.5, SBOV2_59070.6, SBOV2_59070.3	FGIG_08281
OG0001260	SBOV2_1500.1, SBOV2_1500.2	FGIG_08501, FGIG_08502
OG0001261	SBOV2_44780.1	FGIG_08782
OG0001262	SBOV2_81860.1	FGIG_08945
OG0001263	SBOV2_88400.1, SBOV2_88390.1	FGIG_09513
OG0001264	SBOV2_51720.4, SBOV2_51720.3, SBOV2_51720.1, SBOV2_51720.2	FGIG_09786
OG0001265	SBOV2_60500.2, SBOV2_60500.1	FGIG_09796
OG0001266	SBOV2_69890.5, SBOV2_69890.1, SBOV2_69890.6, SBOV2_69890.7, SBOV2_69890.4, SBOV2_69890.3, SBOV2_69890.2	FGIG_09988
OG0001267	SBOV2_52400.1	FGIG_10603
OG0001268	SBOV2_7480.1	FGIG_11001, FGIG_10608
OG0001269	SBOV2_23160.1	FGIG_10908
OG0001270	SBOV2_89280.6, SBOV2_89280.1, SBOV2_89280.2, SBOV2_89280.5, SBOV2_89280.3, SBOV2_89280.4	FGIG_10957
OG0001271	SBOV2_64590.3, SBOV2_64590.2, SBOV2_64590.5, SBOV2_64590.1, SBOV2_64590.4	FGIG_11008, FGIG_12544
OG0001272	SBOV2_79300.1	FGIG_11520, FGIG_12609, FGIG_11091
OG0001273	SBOV2_72910.1, SBOV2_72910.2	FGIG_11191
OG0001274	SBOV2_67900.1, SBOV2_67900.2	FGIG_11229, FGIG_11228
OG0001275	SBOV2_51220.6, SBOV2_51220.3, SBOV2_51220.5, SBOV2_51220.1, SBOV2_51220.2, SBOV2_51220.4	FGIG_11389, FGIG_11949
OG0001276	SBOV2_63970.1, SBOV2_63970.2, SBOV2_63970.3, SBOV2_63970.4, SBOV2_63970.5	FGIG_11574
OG0001277	SBOV2_3220.4, SBOV2_3220.5, SBOV2_3220.1, SBOV2_3220.2, SBOV2_3220.3	FGIG_11601, FGIG_12005
OG0001278	SBOV2_89860.1	FGIG_11618
OG0001279	SBOV2_32710.1	FGIG_12224, FGIG_12521
OG0001288	SBOV2_93020.3, SBOV2_93020.1, SBOV2_93020.7, SBOV2_93020.8, SBOV2_93020.4, SBOV2_93020.5, SBOV2_93020.2, SBOV2_93020.6	FGIG_00192
OG0001289	SBOV2_38010.1, SBOV2_38010.3, SBOV2_38010.4, SBOV2_38010.2	FGIG_00210
OG0001290	SBOV2_5000.4, SBOV2_5000.3, SBOV2_5000.2, SBOV2_5000.1	FGIG_07230, FGIG_00515
OG0001291	SBOV2_6880.1, SBOV2_6880.2, SBOV2_6880.3	FGIG_00674
OG0001292	SBOV2_6980.1, SBOV2_6980.2	FGIG_00943
OG0001293	SBOV2_50080.2, SBOV2_50080.3, SBOV2_50100.1, SBOV2_50080.1	FGIG_01034, FGIG_10755
OG0001294	SBOV2_35450.1	FGIG_01093
OG0001295	SBOV2_35810.1, SBOV2_35810.2, SBOV2_35810.3	FGIG_01383
OG0001296	SBOV2_7920.3, SBOV2_7920.4, SBOV2_7920.1, SBOV2_7920.2	FGIG_01523
OG0001297	SBOV2_13720.1, SBOV2_13720.2, SBOV2_13710.1, SBOV2_13710.2, SBOV2_13710.3, SBOV2_13710.4	FGIG_01649
OG0001298	SBOV2_31420.5, SBOV2_31420.1, SBOV2_31420.3, SBOV2_31420.4, SBOV2_31420.2	FGIG_10329, FGIG_01668
OG0001299	SBOV2_34920.1, SBOV2_34920.3, SBOV2_34920.2	FGIG_01809
OG0001300	SBOV2_5980.6, SBOV2_5980.3, SBOV2_5980.1, SBOV2_5980.2, SBOV2_5980.4, SBOV2_5980.5	FGIG_01863, FGIG_01865, FGIG_01864
OG0001301	SBOV2_51140.1	FGIG_02298
OG0001302	SBOV2_2470.1	FGIG_02339, FGIG_12266
OG0001303	SBOV2_35840.1, SBOV2_35840.2, SBOV2_35840.3, SBOV2_35840.4, SBOV2_35840.5, SBOV2_35840.6	FGIG_02649
OG0001304	SBOV2_89550.1, SBOV2_89550.2, SBOV2_89550.3	FGIG_02940
OG0001305	SBOV2_1530.1	FGIG_03115
OG0001306	SBOV2_61130.2, SBOV2_61130.3, SBOV2_61130.1	FGIG_03213, FGIG_11624
OG0001307	SBOV2_80660.1	FGIG_12121
OG0001307	SBOV2_80640.1	FGIG_08402, FGIG_03373
OG0001308	SBOV2_93810.1, SBOV2_93810.2	FGIG_03675
OG0001309	SBOV2_73200.1	FGIG_03882
OG0001310	SBOV2_40100.1, SBOV2_40100.5, SBOV2_40100.4, SBOV2_40100.2, SBOV2_40100.3	FGIG_03923, FGIG_03919, FGIG_03920, FGIG_03921, FGIG_03922
OG0001311	SBOV2_43410.1, SBOV2_43410.2, SBOV2_43410.3	FGIG_04205
OG0001312	SBOV2_36060.1	FGIG_04608
OG0001313	SBOV2_26070.1	FGIG_04711, FGIG_10967, FGIG_04712
OG0001314	SBOV2_10310.3, SBOV2_10310.1, SBOV2_10310.2	FGIG_04857
OG0001315	SBOV2_36110.1, SBOV2_36110.5, SBOV2_36110.6, SBOV2_36110.7, SBOV2_36110.4, SBOV2_36110.3, SBOV2_36110.2	FGIG_04966
OG0001316	SBOV2_84280.1	FGIG_05223, FGIG_05224
OG0001317	SBOV2_14580.7, SBOV2_14580.8, SBOV2_14580.1, SBOV2_14580.2, SBOV2_14580.3, SBOV2_14580.4, SBOV2_14580.5, SBOV2_14580.6	FGIG_05230, FGIG_05743
OG0001318	SBOV2_800.4, SBOV2_800.5, SBOV2_800.3, SBOV2_800.1, SBOV2_800.2	FGIG_05261
OG0001319	SBOV2_28240.2, SBOV2_28240.3, SBOV2_28240.4, SBOV2_28240.1	FGIG_05871
OG0001320	SBOV2_63080.1, SBOV2_63080.2	FGIG_06118
OG0001322	SBOV2_47090.1	FGIG_06556
OG0001323	SBOV2_940.1, SBOV2_940.2	FGIG_06678
OG0001324	SBOV2_86000.2, SBOV2_86000.7, SBOV2_86000.3, SBOV2_86000.1, SBOV2_86000.4, SBOV2_86000.5, SBOV2_86000.6	FGIG_06702
OG0001325	SBOV2_95470.1	FGIG_06784
OG0001326	SBOV2_51870.1	FGIG_07026, FGIG_12565
OG0001327	SBOV2_90110.1, SBOV2_90110.2, SBOV2_90110.3, SBOV2_90110.4, SBOV2_90110.5, SBOV2_90110.6, SBOV2_90110.7, SBOV2_90110.8	FGIG_07236
OG0001328	SBOV2_4540.3, SBOV2_4540.1, SBOV2_4540.4, SBOV2_4540.2	FGIG_12496, FGIG_07303, FGIG_07304
OG0001329	SBOV2_6240.1, SBOV2_6240.5, SBOV2_6240.6, SBOV2_6240.8, SBOV2_6240.4, SBOV2_6240.7, SBOV2_6240.2, SBOV2_6240.3	FGIG_07431
OG0001330	SBOV2_36650.2, SBOV2_36650.1, SBOV2_36650.4, SBOV2_36650.3	FGIG_07580
OG0001331	SBOV2_47550.1	FGIG_07615
OG0001332	SBOV2_58780.1	FGIG_07793
OG0001332	SBOV2_71270.1	FGIG_08065
OG0001333	SBOV2_63720.1, SBOV2_63710.1, SBOV2_63710.2	FGIG_08087
OG0001334	SBOV2_1570.1, SBOV2_1570.2, SBOV2_1570.3, SBOV2_1570.5, SBOV2_1570.4	FGIG_08335
OG0001335	SBOV2_36800.1, SBOV2_36800.2, SBOV2_36800.3, SBOV2_36800.4, SBOV2_36800.5, SBOV2_36800.6	FGIG_08507
OG0001336	SBOV2_45650.2, SBOV2_45650.3, SBOV2_45650.1	FGIG_08559
OG0001337	SBOV2_51740.1, SBOV2_51740.2	FGIG_08711
OG0001338	SBOV2_30540.1	FGIG_08777
OG0001339	SBOV2_11030.5, SBOV2_11030.6, SBOV2_11030.7, SBOV2_11030.3, SBOV2_11030.9, SBOV2_11030.8, SBOV2_11030.1, SBOV2_11030.2, SBOV2_11030.4, SBOV2_11030.10, SBOV2_11030.11	FGIG_09242
OG0001340	SBOV2_9330.3, SBOV2_9330.2, SBOV2_9320.1, SBOV2_9320.2, SBOV2_9330.1	FGIG_09253
OG0001341	SBOV2_75980.3, SBOV2_75980.1, SBOV2_75980.2	FGIG_09384
OG0001342	SBOV2_53110.1, SBOV2_53110.2, SBOV2_53110.5, SBOV2_53110.4, SBOV2_53110.3	FGIG_12225, FGIG_09592, FGIG_09591
OG0001343	SBOV2_71290.1, SBOV2_71510.1	FGIG_09648
OG0001344	SBOV2_76030.1, SBOV2_76030.2	FGIG_10334, FGIG_09779
OG0001345	SBOV2_41530.5, SBOV2_41530.6, SBOV2_41530.7, SBOV2_41530.2, SBOV2_41530.4, SBOV2_41530.1, SBOV2_41530.3	FGIG_09899, FGIG_10090
OG0001346	SBOV2_14330.1, SBOV2_14330.2	FGIG_10884, FGIG_10886, FGIG_09989, FGIG_10885
OG0001347	SBOV2_33750.3, SBOV2_33750.1, SBOV2_33750.2, SBOV2_33750.5, SBOV2_33750.7, SBOV2_33750.4, SBOV2_33750.6	FGIG_10057, FGIG_12464
OG0001348	SBOV2_31740.2, SBOV2_31740.3, SBOV2_31740.4, SBOV2_31740.6, SBOV2_31740.1, SBOV2_31740.5	FGIG_10100
OG0001349	SBOV2_14880.6, SBOV2_14880.5, SBOV2_14880.3, SBOV2_14880.2, SBOV2_14880.4, SBOV2_14880.1	FGIG_11879, FGIG_10164
OG0001350	SBOV2_36440.6, SBOV2_36440.8, SBOV2_36440.4, SBOV2_36440.5, SBOV2_36440.1, SBOV2_36440.2, SBOV2_36440.3, SBOV2_36440.7	FGIG_10314
OG0001351	SBOV2_23130.1, SBOV2_23130.2	FGIG_10576
OG0001352	SBOV2_23390.1	FGIG_10691
OG0001353	SBOV2_62210.4, SBOV2_62210.1, SBOV2_62210.2, SBOV2_62210.3	FGIG_10836, FGIG_11746
OG0001354	SBOV2_64170.1	FGIG_11409
OG0001355	SBOV2_59120.4, SBOV2_59120.6, SBOV2_59120.8, SBOV2_59120.1, SBOV2_59120.2, SBOV2_59120.3, SBOV2_59120.5, SBOV2_59120.7	FGIG_11782
OG0001356	SBOV2_71460.1	FGIG_11865
OG0001357	SBOV2_28330.1	FGIG_12082
OG0001358	SBOV2_89490.2, SBOV2_89490.1	FGIG_12429, FGIG_12515
OG0001361	SBOV2_39050.1	FGIG_00002
OG0001362	SBOV2_36960.1, SBOV2_36960.6, SBOV2_36960.3, SBOV2_36960.2, SBOV2_36960.4, SBOV2_36960.5	FGIG_10224
OG0001363	SBOV2_93870.1, SBOV2_93870.5, SBOV2_93870.4, SBOV2_93870.2, SBOV2_93870.3	FGIG_00681
OG0001364	SBOV2_84270.1, SBOV2_84270.2	FGIG_02461, FGIG_00701
OG0001365	SBOV2_77060.2, SBOV2_77060.3, SBOV2_77060.4, SBOV2_77060.1	FGIG_00793
OG0001366	SBOV2_52280.1	FGIG_00825
OG0001367	SBOV2_94430.1	FGIG_00899
OG0001368	SBOV2_17450.1	FGIG_01072
OG0001369	SBOV2_88910.1, SBOV2_88910.5, SBOV2_88910.3, SBOV2_88910.4, SBOV2_88910.2	FGIG_01293, FGIG_11775
OG0001370	SBOV2_57970.1	FGIG_01407
OG0001371	SBOV2_31250.9, SBOV2_31250.1, SBOV2_31250.2, SBOV2_31250.6, SBOV2_31250.4, SBOV2_31250.7, SBOV2_31250.8, SBOV2_31250.5, SBOV2_31250.3	FGIG_01436, FGIG_03554, FGIG_05993
OG0001372	SBOV2_30490.1, SBOV2_30490.2	FGIG_01881
OG0001373	SBOV2_2450.4, SBOV2_2450.3, SBOV2_2450.2, SBOV2_2450.1, SBOV2_95870.1, SBOV2_95870.2, SBOV2_95870.3	FGIG_01981
OG0001374	SBOV2_60410.1, SBOV2_60410.2, SBOV2_60410.3, SBOV2_60410.4	FGIG_01999
OG0001375	SBOV2_76300.1, SBOV2_76300.2	FGIG_02028
OG0001376	SBOV2_86130.1, SBOV2_86130.2, SBOV2_87910.1	FGIG_02276
OG0001377	SBOV2_61720.1	FGIG_02347
OG0001378	SBOV2_3300.1, SBOV2_3300.2, SBOV2_3300.3, SBOV2_3300.4	FGIG_02822, FGIG_02481
OG0001379	SBOV2_69520.5, SBOV2_69520.3, SBOV2_69520.4, SBOV2_69520.1, SBOV2_69520.2	FGIG_02623, FGIG_11407, FGIG_11408, FGIG_09106
OG0001380	SBOV2_58850.1, SBOV2_58570.1	FGIG_02638
OG0001381	SBOV2_72490.1, SBOV2_72490.3, SBOV2_72490.2	FGIG_02642, FGIG_12629
OG0001382	SBOV2_40900.4, SBOV2_40900.3, SBOV2_40900.6, SBOV2_40900.1, SBOV2_40900.5, SBOV2_40900.9, SBOV2_40900.2, SBOV2_40900.8, SBOV2_40900.7	FGIG_02925
OG0001383	SBOV2_4150.1	FGIG_03190
OG0001384	SBOV2_86930.1, SBOV2_86930.2	FGIG_03272
OG0001385	SBOV2_22790.1	FGIG_03311, FGIG_03310
OG0001386	SBOV2_43390.3, SBOV2_43390.1, SBOV2_43390.4, SBOV2_43390.2, SBOV2_43390.5	FGIG_03534
OG0001387	SBOV2_85990.1, SBOV2_85990.2, SBOV2_85990.3, SBOV2_85990.4, SBOV2_85990.5, SBOV2_85990.6	FGIG_03668
OG0001388	SBOV2_11290.1, SBOV2_11290.2, SBOV2_11290.4, SBOV2_11290.5, SBOV2_11290.6, SBOV2_11290.7, SBOV2_11290.3	FGIG_07823, FGIG_03697
OG0001389	SBOV2_45240.4, SBOV2_45240.2, SBOV2_45240.1, SBOV2_45240.3	FGIG_03992
OG0001390	SBOV2_28020.3, SBOV2_28020.4, SBOV2_28020.1, SBOV2_28020.2	FGIG_04023
OG0001391	SBOV2_33090.2, SBOV2_33090.1, SBOV2_33090.3	FGIG_04025, FGIG_06537
OG0001392	SBOV2_12360.1, SBOV2_12360.2, SBOV2_12360.3, SBOV2_12360.4, SBOV2_12360.5	FGIG_04113
OG0001393	SBOV2_15830.3, SBOV2_15830.1, SBOV2_15830.2	FGIG_04241
OG0001394	SBOV2_75300.1	FGIG_04248
OG0001395	SBOV2_89560.1	FGIG_04272
OG0001395	SBOV2_25200.1	FGIG_12176
OG0001396	SBOV2_47150.1, SBOV2_47150.2, SBOV2_47160.1	FGIG_04364
OG0001397	SBOV2_61860.1, SBOV2_61860.2	FGIG_04602
OG0001398	SBOV2_11060.1	FGIG_04627
OG0001399	SBOV2_90890.1	FGIG_04632, FGIG_05593
OG0001400	SBOV2_80330.1	FGIG_04740
OG0001401	SBOV2_54860.1, SBOV2_54870.1	FGIG_05531, FGIG_04791
OG0001402	SBOV2_25520.1, SBOV2_25520.2, SBOV2_25520.3	FGIG_04917
OG0001403	SBOV2_50480.1, SBOV2_50480.2, SBOV2_50480.3	FGIG_05254, FGIG_05255
OG0001404	SBOV2_19030.3, SBOV2_19030.2, SBOV2_19030.1	FGIG_05319
OG0001405	SBOV2_34190.2, SBOV2_34190.1, SBOV2_34190.7, SBOV2_34190.6, SBOV2_34190.3, SBOV2_34190.4, SBOV2_34190.5	FGIG_05965
OG0001406	SBOV2_38350.2, SBOV2_38350.3, SBOV2_38350.1, SBOV2_38350.4	FGIG_06203
