Orthogroup	schistosoma_bovis	s.mekongi
OG0000566	SBOV2_81430.1, SBOV2_81430.3, SBOV2_81430.4, SBOV2_81430.6, SBOV2_81430.2, SBOV2_81430.5	KAK4468294.1
OG0000567	SBOV2_65340.10, SBOV2_65340.7, SBOV2_65340.6, SBOV2_65340.5, SBOV2_65340.8, SBOV2_65340.9, SBOV2_65340.2, SBOV2_65340.1, SBOV2_65340.3, SBOV2_65340.4	KAK4471280.1
OG0000568	SBOV2_56100.1	KAK4469792.1
OG0000568	SBOV2_66610.1, SBOV2_66610.2, SBOV2_66610.3	KAK4471616.1
OG0000568	SBOV2_32750.1	KAK4467372.1, KAK4467373.1
OG0000569	SBOV2_9460.1	KAK4476174.1
OG0000570	SBOV2_12760.1, SBOV2_12760.2, SBOV2_12760.3	KAK4474697.1, KAK4474698.1
OG0000571	SBOV2_8760.1	KAK4476242.1
OG0000572	SBOV2_58890.1	KAK4472053.1
OG0000574	SBOV2_2990.1	KAK4475572.1
OG0000575	SBOV2_93450.3, SBOV2_93450.5, SBOV2_93450.7, SBOV2_93450.11, SBOV2_93450.9, SBOV2_93450.1, SBOV2_93450.12, SBOV2_93450.6, SBOV2_93450.2, SBOV2_93450.10, SBOV2_93450.4, SBOV2_93450.8	KAK4467778.1
OG0000576	SBOV2_43370.4, SBOV2_43370.6, SBOV2_43370.3, SBOV2_43370.5, SBOV2_43370.1, SBOV2_43370.2	KAK4472513.1
OG0000577	SBOV2_52550.4, SBOV2_52550.5, SBOV2_52550.6, SBOV2_52550.1, SBOV2_52550.2, SBOV2_52550.3, SBOV2_52550.7	KAK4469529.1, KAK4469528.1
OG0000580	SBOV2_35280.1, SBOV2_35280.2	KAK4472241.1
OG0000581	SBOV2_60630.1, SBOV2_60630.2, SBOV2_60630.3, SBOV2_60630.4	KAK4471936.1, KAK4471935.1
OG0000582	SBOV2_82220.1	KAK4468214.1
OG0000582	SBOV2_82230.1	KAK4468215.1
OG0000582	SBOV2_82240.1	KAK4468216.1
OG0000583	SBOV2_60250.5, SBOV2_60250.2, SBOV2_60250.1, SBOV2_60250.3, SBOV2_60250.4	KAK4471891.1
OG0000584	SBOV2_39130.1	KAK4472904.1
OG0000585	SBOV2_5880.8, SBOV2_5880.10, SBOV2_5880.11, SBOV2_5880.4, SBOV2_5880.5, SBOV2_5880.6, SBOV2_5880.7, SBOV2_5880.9, SBOV2_5880.3, SBOV2_5880.1, SBOV2_5880.2	KAK4475899.1
OG0000586	SBOV2_36560.1, SBOV2_36560.5, SBOV2_36560.4, SBOV2_36560.3, SBOV2_36560.2	KAK4472683.1
OG0000587	SBOV2_64500.1, SBOV2_64500.2, SBOV2_64510.1, SBOV2_64530.1	KAK4471204.1
OG0000588	SBOV2_21940.1	KAK4475516.1, KAK4475517.1
OG0000589	SBOV2_50670.1	KAK4469851.1
OG0000590	SBOV2_38410.1	KAK4472757.1
OG0000591	SBOV2_3490.1	KAK4467269.1, KAK4476072.1
OG0000592	SBOV2_36710.1	KAK4472704.1
OG0000593	SBOV2_35850.5, SBOV2_35850.10, SBOV2_35850.8, SBOV2_35850.6, SBOV2_35850.2, SBOV2_35850.9, SBOV2_35850.1, SBOV2_35850.3, SBOV2_35850.4, SBOV2_35850.7	KAK4472608.1
OG0000594	SBOV2_48710.1	KAK4469251.1
OG0000595	SBOV2_47060.2, SBOV2_47060.3, SBOV2_47060.1, SBOV2_47060.6, SBOV2_47060.5, SBOV2_47060.4	KAK4469621.1
OG0000597	SBOV2_56960.1, SBOV2_56570.1, SBOV2_56790.1, SBOV2_56790.4, SBOV2_56790.2, SBOV2_56790.3, SBOV2_56580.1	KAK4467412.1
OG0000598	SBOV2_12610.1, SBOV2_12610.3, SBOV2_12610.4, SBOV2_12610.5, SBOV2_12610.2, SBOV2_12610.7, SBOV2_12610.6	KAK4474284.1
OG0000599	SBOV2_62190.2, SBOV2_62190.4, SBOV2_62190.3, SBOV2_62190.1, SBOV2_62190.5, SBOV2_62190.6	KAK4471696.1
OG0000600	SBOV2_67220.1, SBOV2_67230.1	KAK4471566.1
OG0000601	SBOV2_93890.1	KAK4467638.1
OG0000601	SBOV2_26880.1	KAK4473596.1
OG0000602	SBOV2_14760.1	KAK4475290.1
OG0000603	SBOV2_49740.2, SBOV2_49740.1, SBOV2_49740.3	KAK4469417.1
OG0000604	SBOV2_28370.6, SBOV2_28370.3, SBOV2_28370.4, SBOV2_28370.5, SBOV2_28370.1, SBOV2_28370.2	KAK4473735.1
OG0000605	SBOV2_40030.1	KAK4473042.1
OG0000605	SBOV2_40070.1	KAK4473095.1, KAK4475169.1
OG0000607	SBOV2_36500.8, SBOV2_36500.7, SBOV2_36500.4, SBOV2_36500.2, SBOV2_36500.6, SBOV2_36500.1, SBOV2_36500.3, SBOV2_36500.5	KAK4472677.1
OG0000608	SBOV2_54700.1	KAK4469449.1
OG0000609	SBOV2_40160.6, SBOV2_40160.3, SBOV2_40160.1, SBOV2_40160.4, SBOV2_40160.7, SBOV2_40160.5, SBOV2_40160.2	KAK4473088.1
OG0000610	SBOV2_22240.1	KAK4473384.1
OG0000611	SBOV2_42380.1	KAK4473544.1
OG0000611	SBOV2_42430.1, SBOV2_42410.1, SBOV2_42400.1, SBOV2_42420.1	KAK4473545.1
OG0000612	SBOV2_8720.1, SBOV2_8720.4, SBOV2_8720.5, SBOV2_8720.6, SBOV2_8720.3, SBOV2_8720.2	KAK4476245.1
OG0000613	SBOV2_30590.1, SBOV2_30590.2, SBOV2_30590.4, SBOV2_30590.3, SBOV2_30590.5, SBOV2_30590.6	KAK4473830.1
OG0000614	SBOV2_43550.2, SBOV2_43550.3, SBOV2_43550.1, SBOV2_43550.6, SBOV2_43550.7, SBOV2_43550.4, SBOV2_43550.5	KAK4473739.1
OG0000615	SBOV2_12910.2, SBOV2_12910.1	KAK4467492.1, KAK4474712.1
OG0000616	SBOV2_59690.1	KAK4471831.1
OG0000617	SBOV2_80960.1	KAK4468298.1
OG0000618	SBOV2_31210.1	KAK4474007.1
OG0000619	SBOV2_650.2, SBOV2_650.4, SBOV2_650.1, SBOV2_650.5, SBOV2_650.6, SBOV2_650.3	KAK4475871.1
OG0000620	SBOV2_14950.1	KAK4475311.1
OG0000620	SBOV2_44930.1	KAK4469019.1
OG0000621	SBOV2_37570.5, SBOV2_37570.1, SBOV2_37570.6, SBOV2_37570.2, SBOV2_37570.3, SBOV2_37570.4	KAK4472466.1
OG0000622	SBOV2_72610.9, SBOV2_72610.20, SBOV2_72610.10, SBOV2_72610.11, SBOV2_72610.14, SBOV2_72610.15, SBOV2_72610.16, SBOV2_72610.17, SBOV2_72610.18, SBOV2_72610.21, SBOV2_72610.22, SBOV2_72610.13, SBOV2_72610.12, SBOV2_72610.6, SBOV2_72610.19, SBOV2_72610.8, SBOV2_72610.5, SBOV2_72610.7, SBOV2_72610.4	KAK4470587.1
OG0000623	SBOV2_12750.5, SBOV2_12750.1, SBOV2_12750.2, SBOV2_12750.4, SBOV2_12750.3	KAK4474699.1
OG0000624	SBOV2_38630.1	KAK4472788.1
OG0000626	SBOV2_50890.6, SBOV2_50890.5, SBOV2_50890.8, SBOV2_50890.7, SBOV2_50890.4, SBOV2_50890.1, SBOV2_50890.3, SBOV2_50890.2	KAK4469865.1
OG0000628	SBOV2_60730.2, SBOV2_60730.4, SBOV2_60730.3, SBOV2_60730.1	KAK4471942.1
OG0000629	SBOV2_28920.5, SBOV2_28920.7, SBOV2_28920.6, SBOV2_28920.4, SBOV2_28920.3, SBOV2_28920.2, SBOV2_28920.1	KAK4473779.1
OG0000630	SBOV2_58350.1, SBOV2_58350.2, SBOV2_58350.3	KAK4472088.1
OG0000631	SBOV2_65490.1	KAK4471440.1
OG0000631	SBOV2_60770.5, SBOV2_60770.1, SBOV2_60770.2, SBOV2_60770.4, SBOV2_60770.3, SBOV2_60770.6	KAK4471947.1
OG0000632	SBOV2_13020.5, SBOV2_13020.3, SBOV2_13020.4, SBOV2_13020.6, SBOV2_13020.1, SBOV2_13020.2	KAK4467549.1, KAK4474720.1
OG0000633	SBOV2_53030.1, SBOV2_53030.4, SBOV2_53030.2, SBOV2_53030.3, SBOV2_53030.5	KAK4469491.1
OG0000636	SBOV2_93640.1, SBOV2_93640.3, SBOV2_93640.5, SBOV2_93640.6, SBOV2_93640.2, SBOV2_93640.4, SBOV2_93640.7	KAK4467759.1
OG0000637	SBOV2_48970.1	KAK4469224.1
OG0000638	SBOV2_63660.1, SBOV2_63660.2, SBOV2_63660.3	KAK4471472.1
OG0000639	SBOV2_61390.1	KAK4471799.1
OG0000640	SBOV2_83930.1, SBOV2_83970.1	KAK4468114.1
OG0000641	SBOV2_6610.1, SBOV2_6610.2, SBOV2_6610.3	KAK4476055.1
OG0000641	SBOV2_4550.1, SBOV2_4550.2	KAK4467404.1, KAK4475738.1
OG0000643	SBOV2_53500.1	KAK4469713.1
OG0000643	SBOV2_53510.2, SBOV2_53510.3, SBOV2_53510.1	KAK4469714.1
OG0000644	SBOV2_94590.5, SBOV2_94590.2, SBOV2_94590.1, SBOV2_94590.3, SBOV2_94590.4	KAK4467799.1
OG0000645	SBOV2_10180.1, SBOV2_10170.1	KAK4476259.1, KAK4476258.1
OG0000646	SBOV2_8750.7, SBOV2_8750.4, SBOV2_8750.8, SBOV2_8750.3, SBOV2_8750.6, SBOV2_8750.1, SBOV2_8750.2, SBOV2_8750.5	KAK4476243.1
OG0000647	SBOV2_61630.5, SBOV2_61630.7, SBOV2_61630.6, SBOV2_61630.1, SBOV2_61630.2, SBOV2_61630.8, SBOV2_61630.10, SBOV2_61630.3, SBOV2_61630.4, SBOV2_61630.9	KAK4471769.1
OG0000648	SBOV2_91150.1, SBOV2_91140.2, SBOV2_91140.1	KAK4468712.1
OG0000649	SBOV2_59410.1, SBOV2_59410.2	KAK4471824.1
OG0000650	SBOV2_76710.1, SBOV2_76710.4, SBOV2_76710.2, SBOV2_76710.3, SBOV2_76710.5	KAK4470771.1, KAK4470770.1, KAK4470769.1
OG0000651	SBOV2_26100.2, SBOV2_26100.1, SBOV2_26100.3, SBOV2_26100.4	KAK4473422.1
OG0000652	SBOV2_27620.3, SBOV2_27620.1, SBOV2_27620.2, SBOV2_27620.4, SBOV2_27620.5, SBOV2_27620.6	KAK4473663.1
OG0000653	SBOV2_27060.1, SBOV2_27070.1, SBOV2_27070.2, SBOV2_27070.3	KAK4473617.1
OG0000654	SBOV2_57610.3, SBOV2_57610.1, SBOV2_57610.2, SBOV2_57610.4	KAK4472538.1
OG0000655	SBOV2_80890.1	KAK4467993.1
OG0000656	SBOV2_74520.2, SBOV2_74520.1, SBOV2_74520.3	KAK4470547.1
OG0000657	SBOV2_87960.2, SBOV2_87960.3, SBOV2_87960.4, SBOV2_87960.5, SBOV2_87960.1, SBOV2_87960.6	KAK4468518.1
OG0000659	SBOV2_26120.1, SBOV2_26120.3, SBOV2_26120.4, SBOV2_26120.2	KAK4473415.1
OG0000662	SBOV2_53300.3, SBOV2_53300.5, SBOV2_53300.1, SBOV2_53300.2, SBOV2_53300.4, SBOV2_53300.6	KAK4469693.1
OG0000663	SBOV2_29600.10, SBOV2_29600.9, SBOV2_29600.7, SBOV2_29600.6, SBOV2_29600.4, SBOV2_29600.5, SBOV2_29600.8, SBOV2_29600.2, SBOV2_29600.1, SBOV2_29600.3	KAK4473924.1
OG0000664	SBOV2_12170.2, SBOV2_12170.1, SBOV2_12170.3, SBOV2_12170.4	KAK4467553.1
OG0000665	SBOV2_72240.1, SBOV2_72240.2, SBOV2_72240.3	KAK4470314.1
OG0000666	SBOV2_61380.3, SBOV2_61380.4, SBOV2_61380.5, SBOV2_61380.1, SBOV2_61380.2, SBOV2_61380.6	KAK4471800.1
OG0000667	SBOV2_6160.5, SBOV2_6160.6, SBOV2_6160.7, SBOV2_6160.1, SBOV2_6160.2, SBOV2_6160.3, SBOV2_6160.4	KAK4475968.1
OG0000668	SBOV2_53120.1	KAK4469499.1
OG0000669	SBOV2_67660.1, SBOV2_67660.2	KAK4471524.1
OG0000670	SBOV2_43860.1	KAK4474037.1
OG0000671	SBOV2_75700.1, SBOV2_75700.2, SBOV2_75700.3	KAK4470732.1
OG0000672	SBOV2_43460.2, SBOV2_43460.3, SBOV2_43460.1, SBOV2_43460.4, SBOV2_43460.5	KAK4472427.1
OG0000673	SBOV2_15710.1	KAK4474792.1, KAK4474791.1
OG0000674	SBOV2_77260.1, SBOV2_77260.3, SBOV2_77260.6, SBOV2_77260.2, SBOV2_77260.4, SBOV2_77260.5	KAK4470823.1
OG0000675	SBOV2_71420.7, SBOV2_71420.2, SBOV2_71420.1, SBOV2_71420.10, SBOV2_71420.4, SBOV2_71420.6, SBOV2_71420.8, SBOV2_71420.9, SBOV2_71420.3, SBOV2_71420.5	KAK4470214.1, KAK4470213.1
OG0000676	SBOV2_80840.1, SBOV2_80840.2, SBOV2_80840.3, SBOV2_80840.4, SBOV2_80840.5, SBOV2_80840.6	KAK4467996.1
OG0000677	SBOV2_5200.1	KAK4475848.1
OG0000678	SBOV2_33200.1, SBOV2_33200.3, SBOV2_33200.2, SBOV2_33200.4	KAK4474196.1
OG0000680	SBOV2_16400.1, SBOV2_16400.2, SBOV2_16400.3, SBOV2_16400.4	KAK4474863.1
OG0000681	SBOV2_32810.1	KAK4474159.1
OG0000682	SBOV2_42210.1, SBOV2_42210.4, SBOV2_42210.5, SBOV2_42210.3, SBOV2_42210.2	KAK4473529.1
OG0000683	SBOV2_50470.1	KAK4469834.1
OG0000683	SBOV2_66790.1	KAK4471596.1
OG0000684	SBOV2_83820.1	KAK4468121.1
OG0000685	SBOV2_74330.1	KAK4470335.1
OG0000686	SBOV2_59620.1	KAK4471839.1
OG0000687	SBOV2_40760.6, SBOV2_40760.3, SBOV2_40760.1, SBOV2_40760.5, SBOV2_40760.2, SBOV2_40760.4	KAK4472948.1
OG0000688	SBOV2_680.1, SBOV2_680.6, SBOV2_680.5, SBOV2_680.2, SBOV2_680.3, SBOV2_680.4	KAK4475845.1
OG0000689	SBOV2_2980.1	KAK4475573.1
OG0000690	SBOV2_22280.1	KAK4473380.1
OG0000692	SBOV2_16580.4, SBOV2_16580.3, SBOV2_16580.1, SBOV2_16580.2	KAK4474881.1
OG0000695	SBOV2_95430.1	KAK4467842.1
OG0000695	SBOV2_44750.1	KAK4473537.1
OG0000696	SBOV2_5400.1, SBOV2_5400.2, SBOV2_5400.3, SBOV2_5400.5, SBOV2_5400.4	KAK4475838.1
OG0000697	SBOV2_27560.1, SBOV2_27560.2	KAK4473658.1
OG0000698	SBOV2_17510.1, SBOV2_17510.2, SBOV2_17510.3	KAK4475322.1
OG0000699	SBOV2_34630.1	KAK4472379.1
OG0000700	SBOV2_23490.1, SBOV2_23500.1	KAK4473015.1
OG0000701	SBOV2_60420.3, SBOV2_60420.4, SBOV2_60420.5, SBOV2_60420.6, SBOV2_60420.1, SBOV2_60420.2	KAK4471911.1
OG0000702	SBOV2_86100.1	KAK4468836.1
OG0000703	SBOV2_140.1	KAK4475702.1
OG0000704	SBOV2_47670.2, SBOV2_47670.1, SBOV2_47670.3, SBOV2_47670.4, SBOV2_47670.5	KAK4469568.1
OG0000705	SBOV2_6060.7, SBOV2_6060.8, SBOV2_6060.9, SBOV2_6060.6, SBOV2_6060.3, SBOV2_6060.4, SBOV2_6060.1, SBOV2_6060.2, SBOV2_6060.5	KAK4475920.1
OG0000706	SBOV2_42570.1	KAK4473560.1
OG0000706	SBOV2_53210.1	KAK4469683.1
OG0000707	SBOV2_93230.11, SBOV2_93230.3, SBOV2_93230.4, SBOV2_93230.1, SBOV2_93230.10, SBOV2_93230.2, SBOV2_93230.5, SBOV2_93230.6, SBOV2_93230.9, SBOV2_93230.12, SBOV2_93230.8, SBOV2_93230.7	KAK4467706.1
OG0000708	SBOV2_30430.3, SBOV2_30430.4, SBOV2_30430.5, SBOV2_30430.1, SBOV2_30430.2	KAK4473844.1
OG0000709	SBOV2_42880.1	KAK4473581.1
OG0000710	SBOV2_7410.1, SBOV2_7400.1	KAK4476143.1
OG0000711	SBOV2_73570.10, SBOV2_73570.11, SBOV2_73570.2, SBOV2_73570.1, SBOV2_73570.7, SBOV2_73570.3, SBOV2_73570.4, SBOV2_73570.9, SBOV2_73570.8, SBOV2_73570.5, SBOV2_73570.6	KAK4470475.1
OG0000712	SBOV2_52860.1	KAK4469473.1
OG0000713	SBOV2_71030.1, SBOV2_71030.2, SBOV2_71030.4, SBOV2_71030.3	KAK4470169.1
OG0000714	SBOV2_45550.1, SBOV2_45550.2, SBOV2_45550.3	KAK4469311.1
OG0000715	SBOV2_40230.1, SBOV2_40230.2, SBOV2_40230.3, SBOV2_40230.5, SBOV2_40230.4	KAK4473080.1
OG0000716	SBOV2_11540.1	KAK4474488.1
OG0000717	SBOV2_58590.1, SBOV2_58590.2, SBOV2_58590.4, SBOV2_58590.3, SBOV2_58590.5	KAK4472067.1
OG0000718	SBOV2_73840.5, SBOV2_73840.1, SBOV2_73840.2, SBOV2_73840.4, SBOV2_73840.3	KAK4470744.1
OG0000719	SBOV2_50460.1, SBOV2_50460.2, SBOV2_50460.3, SBOV2_50460.4, SBOV2_50460.5, SBOV2_50460.6	KAK4469833.1
OG0000721	SBOV2_45090.1, SBOV2_45090.2, SBOV2_45090.4, SBOV2_45090.3, SBOV2_45090.5, SBOV2_45090.6	KAK4469698.1
OG0000722	SBOV2_5300.3, SBOV2_5300.2, SBOV2_5300.1, SBOV2_5300.4	KAK4475859.1
OG0000723	SBOV2_75690.1	KAK4470731.1
OG0000724	SBOV2_26040.1	KAK4473416.1
OG0000725	SBOV2_76020.6, SBOV2_76020.4, SBOV2_76020.5, SBOV2_76020.1, SBOV2_76020.3, SBOV2_76020.2	KAK4470428.1
OG0000726	SBOV2_37790.2, SBOV2_37790.1	KAK4472444.1
OG0000726	SBOV2_37780.1, SBOV2_37780.2	KAK4472445.1
OG0000727	SBOV2_29020.1, SBOV2_29020.2, SBOV2_29020.3, SBOV2_29020.4, SBOV2_29020.5	KAK4473799.1
OG0000728	SBOV2_47800.2, SBOV2_47800.3, SBOV2_47800.1	KAK4469556.1
OG0000729	SBOV2_8680.2, SBOV2_8680.4, SBOV2_8680.1, SBOV2_8680.3, SBOV2_8680.5, SBOV2_8680.6	KAK4476249.1
OG0000730	SBOV2_59650.1	KAK4471836.1
OG0000731	SBOV2_75320.1	KAK4470693.1
OG0000732	SBOV2_3530.6, SBOV2_3530.1, SBOV2_3530.5	KAK4475629.1
OG0000733	SBOV2_2920.2, SBOV2_2920.1, SBOV2_2920.3, SBOV2_2920.7, SBOV2_2920.5, SBOV2_2920.4, SBOV2_2920.6, SBOV2_2920.8	KAK4475569.1
OG0000736	SBOV2_77150.4, SBOV2_77150.5, SBOV2_77150.2, SBOV2_77150.3, SBOV2_77150.1	KAK4470813.1
OG0000737	SBOV2_9650.5, SBOV2_9650.3, SBOV2_9650.8, SBOV2_9650.6, SBOV2_9650.10, SBOV2_9650.2, SBOV2_9650.1, SBOV2_9650.9, SBOV2_9650.7, SBOV2_9650.4	KAK4474370.1
OG0000738	SBOV2_69160.1, SBOV2_69280.1	KAK4470138.1
OG0000739	SBOV2_56400.1	KAK4469782.1
OG0000740	SBOV2_8270.1	KAK4475982.1
OG0000741	SBOV2_83520.3, SBOV2_83520.6, SBOV2_83520.1, SBOV2_83520.2, SBOV2_83520.4, SBOV2_83520.5	KAK4468185.1
OG0000743	SBOV2_22020.1, SBOV2_22020.2	KAK4475498.1
OG0000744	SBOV2_3630.1	KAK4474236.1, KAK4467355.1, KAK4475639.1
OG0000745	SBOV2_29640.3, SBOV2_29640.6, SBOV2_29640.7, SBOV2_29640.4, SBOV2_29640.5, SBOV2_29640.9, SBOV2_29640.10, SBOV2_29640.8, SBOV2_29640.1, SBOV2_29640.2	KAK4473918.1
OG0000748	SBOV2_69690.1	KAK4470051.1, KAK4467349.1, KAK4470183.1
OG0000749	SBOV2_69050.3, SBOV2_69050.2, SBOV2_69050.4, SBOV2_69050.6, SBOV2_69050.7, SBOV2_69050.8, SBOV2_69050.1, SBOV2_69050.5, SBOV2_69050.9	KAK4470073.1
OG0000750	SBOV2_73460.1, SBOV2_73460.2	KAK4470486.1
OG0000751	SBOV2_5430.1	KAK4475833.1, KAK4475835.1
OG0000751	SBOV2_2620.1	KAK4475538.1
OG0000752	SBOV2_91860.1	KAK4467935.1
OG0000752	SBOV2_91810.1	KAK4467930.1
OG0000754	SBOV2_49680.3, SBOV2_49680.1, SBOV2_49680.2, SBOV2_49680.4	KAK4469412.1
OG0000756	SBOV2_28760.5, SBOV2_28760.6, SBOV2_28760.9, SBOV2_28760.2, SBOV2_28760.7, SBOV2_28760.3, SBOV2_28760.8, SBOV2_28760.1, SBOV2_28760.4	KAK4473770.1
OG0000757	SBOV2_53000.2, SBOV2_53000.1, SBOV2_53000.3, SBOV2_53000.4	KAK4469488.1
OG0000758	SBOV2_8710.2	KAK4474262.1
OG0000759	SBOV2_52610.4, SBOV2_52610.1, SBOV2_52610.2, SBOV2_52610.5, SBOV2_52610.3	KAK4469520.1
OG0000760	SBOV2_77850.1	KAK4470881.1
OG0000761	SBOV2_51890.1	KAK4469193.1
OG0000762	SBOV2_81110.1, SBOV2_81110.2, SBOV2_81110.3	KAK4468368.1
OG0000762	SBOV2_86520.1	KAK4468720.1
OG0000763	SBOV2_19110.9, SBOV2_19110.1, SBOV2_19110.2, SBOV2_19110.3, SBOV2_19110.4, SBOV2_19110.5, SBOV2_19110.6, SBOV2_19110.7, SBOV2_19110.8, SBOV2_19110.10	KAK4475061.1
OG0000764	SBOV2_8840.5, SBOV2_8840.3, SBOV2_8840.1, SBOV2_8840.2, SBOV2_8840.4	KAK4476235.1
OG0000765	SBOV2_52630.1, SBOV2_52630.2	KAK4469518.1
OG0000765	SBOV2_52620.1	KAK4469519.1
OG0000766	SBOV2_62680.1	KAK4471386.1
OG0000767	SBOV2_64830.1, SBOV2_64830.5, SBOV2_64830.3, SBOV2_64830.2, SBOV2_64830.4	KAK4471235.1
OG0000768	SBOV2_27790.1	KAK4473678.1
OG0000769	SBOV2_2190.1, SBOV2_2190.2	KAK4475312.1
OG0000770	SBOV2_17370.1, SBOV2_17370.3, SBOV2_17370.4, SBOV2_17370.5, SBOV2_17370.7, SBOV2_17370.2, SBOV2_17370.6, SBOV2_17370.8	KAK4474961.1
OG0000771	SBOV2_79000.1, SBOV2_79020.1, SBOV2_79030.1, SBOV2_79040.1, SBOV2_79040.2	KAK4470996.1
OG0000772	SBOV2_16280.3, SBOV2_16280.1, SBOV2_16280.2	KAK4474852.1
OG0000773	SBOV2_25260.1, SBOV2_25260.2	KAK4473279.1
OG0000774	SBOV2_46510.1	KAK4475493.1
OG0000775	SBOV2_53860.1, SBOV2_53860.3, SBOV2_53860.2, SBOV2_53860.4	KAK4469163.1
OG0000776	SBOV2_45110.1	KAK4469675.1
OG0000776	SBOV2_56010.1, SBOV2_56010.2	KAK4469755.1
OG0000777	SBOV2_53340.3, SBOV2_53340.1, SBOV2_53340.2	KAK4469700.1
OG0000778	SBOV2_22410.1, SBOV2_22400.4, SBOV2_22400.5	KAK4473368.1
OG0000779	SBOV2_3730.2, SBOV2_3730.4, SBOV2_3730.3, SBOV2_3730.5, SBOV2_3730.1	KAK4467285.1, KAK4467284.1, KAK4475645.1, KAK4467283.1, KAK4467511.1
OG0000780	SBOV2_14600.1, SBOV2_14600.2, SBOV2_14600.3, SBOV2_14600.4, SBOV2_14600.5	KAK4475273.1
OG0000781	SBOV2_11000.1	KAK4474552.1
OG0000781	SBOV2_440.1, SBOV2_440.2	KAK4476024.1
OG0000782	SBOV2_35970.1	KAK4472624.1
OG0000783	SBOV2_54900.6, SBOV2_54900.5, SBOV2_54900.1, SBOV2_54900.3, SBOV2_54900.2, SBOV2_54900.4	KAK4469441.1
OG0000784	SBOV2_36050.1, SBOV2_36050.3, SBOV2_36050.2, SBOV2_36050.4	KAK4472638.1
OG0000785	SBOV2_58450.1, SBOV2_58450.2, SBOV2_58450.3	KAK4472075.1, KAK4472076.1
OG0000786	SBOV2_27080.2, SBOV2_27080.4, SBOV2_27080.1, SBOV2_27080.3, SBOV2_27080.5	KAK4473618.1
OG0000787	SBOV2_91650.1, SBOV2_91650.2	KAK4467917.1, KAK4467919.1
OG0000787	SBOV2_59150.1	KAK4472011.1
OG0000788	SBOV2_13250.1, SBOV2_13250.2	KAK4474750.1
OG0000789	SBOV2_25050.1, SBOV2_25050.4, SBOV2_25050.3, SBOV2_25050.2, SBOV2_25060.1	KAK4473257.1
OG0000789	SBOV2_25040.1, SBOV2_25040.2	KAK4473256.1
OG0000790	SBOV2_28430.2, SBOV2_28430.3, SBOV2_28430.1	KAK4473741.1
OG0000791	SBOV2_41930.1, SBOV2_41930.2	KAK4473509.1
OG0000792	SBOV2_5630.1	KAK4469047.1, KAK4475816.1
OG0000793	SBOV2_33450.3, SBOV2_33450.4, SBOV2_33450.2, SBOV2_33450.1	KAK4472249.1
OG0000794	SBOV2_9860.5, SBOV2_9860.7, SBOV2_9860.4, SBOV2_9860.1, SBOV2_9860.3, SBOV2_9860.6, SBOV2_9860.2	KAK4474355.1
OG0000795	SBOV2_94290.2, SBOV2_94290.4, SBOV2_94290.5, SBOV2_94290.1, SBOV2_94290.3, SBOV2_94290.6	KAK4467676.1
OG0000796	SBOV2_15360.1	KAK4474757.1
OG0000797	SBOV2_19410.3, SBOV2_19410.1, SBOV2_19410.2	KAK4475035.1
OG0000798	SBOV2_1330.1, SBOV2_1330.2, SBOV2_1330.4, SBOV2_1330.3	KAK4475964.1
OG0000799	SBOV2_66410.4, SBOV2_66410.1, SBOV2_66410.2, SBOV2_66410.3	KAK4471638.1
OG0000800	SBOV2_9790.10, SBOV2_9790.11, SBOV2_9790.13, SBOV2_9790.14, SBOV2_9790.2, SBOV2_9790.8, SBOV2_9790.7, SBOV2_9790.6, SBOV2_9790.3, SBOV2_9790.1, SBOV2_9790.12, SBOV2_9790.5, SBOV2_9790.9, SBOV2_9790.4	KAK4476179.1
OG0000801	SBOV2_15270.1, SBOV2_15270.2, SBOV2_15270.3, SBOV2_15270.4	KAK4475245.1
OG0000802	SBOV2_72520.1	KAK4470576.1
OG0000802	SBOV2_58070.1	KAK4472112.1
OG0000803	SBOV2_78220.1, SBOV2_78220.2, SBOV2_78220.4, SBOV2_78220.3	KAK4470919.1
OG0000804	SBOV2_26530.2, SBOV2_26530.1, SBOV2_26530.3	KAK4473168.1
OG0000805	SBOV2_31270.2, SBOV2_31270.4, SBOV2_31270.3, SBOV2_31270.5, SBOV2_31270.1, SBOV2_31270.6	KAK4474013.1
OG0000806	SBOV2_72880.3, SBOV2_72880.2, SBOV2_72880.4, SBOV2_72880.1	KAK4470608.1
OG0000807	SBOV2_9580.1, SBOV2_9580.2, SBOV2_9580.3	KAK4473307.1, KAK4474358.1
OG0000808	SBOV2_92460.1	KAK4467771.1
OG0000808	SBOV2_92470.1	KAK4467779.1
OG0000809	SBOV2_89960.2, SBOV2_89960.4, SBOV2_89960.1, SBOV2_89960.3, SBOV2_89960.5	KAK4468611.1
OG0000810	SBOV2_24570.5, SBOV2_24570.6, SBOV2_24570.7, SBOV2_24570.11, SBOV2_24570.2, SBOV2_24570.1, SBOV2_24570.10, SBOV2_24570.9, SBOV2_24570.13, SBOV2_24570.3, SBOV2_24570.8, SBOV2_24570.12, SBOV2_24570.4	KAK4473212.1
OG0000811	SBOV2_10800.1, SBOV2_10800.2, SBOV2_10800.3	KAK4474417.1
OG0000812	SBOV2_11880.1, SBOV2_11880.2, SBOV2_11880.3, SBOV2_11880.4, SBOV2_11880.5	KAK4474440.1
