Orthogroup	schistosoma_bovis	opisthorchis_viverrini
OG0001277	SBOV2_3220.4, SBOV2_3220.5, SBOV2_3220.1, SBOV2_3220.2, SBOV2_3220.3	T265_00220
OG0001278	SBOV2_89860.1	T265_01837
OG0001281	SBOV2_77370.1, SBOV2_77340.1, SBOV2_77350.1	T265_03870, T265_13351
OG0001288	SBOV2_93020.3, SBOV2_93020.1, SBOV2_93020.7, SBOV2_93020.8, SBOV2_93020.4, SBOV2_93020.5, SBOV2_93020.2, SBOV2_93020.6	T265_04400
OG0001289	SBOV2_38010.1, SBOV2_38010.3, SBOV2_38010.4, SBOV2_38010.2	T265_07802
OG0001290	SBOV2_5000.4, SBOV2_5000.3, SBOV2_5000.2, SBOV2_5000.1	T265_06266
OG0001291	SBOV2_6880.1, SBOV2_6880.2, SBOV2_6880.3	T265_02085
OG0001292	SBOV2_6980.1, SBOV2_6980.2	T265_15256
OG0001293	SBOV2_50080.2, SBOV2_50080.3, SBOV2_50100.1, SBOV2_50080.1	T265_08598, T265_02864
OG0001294	SBOV2_35450.1	T265_10701, T265_16370
OG0001295	SBOV2_35810.1, SBOV2_35810.2, SBOV2_35810.3	T265_09730
OG0001296	SBOV2_7920.3, SBOV2_7920.4, SBOV2_7920.1, SBOV2_7920.2	T265_08476
OG0001297	SBOV2_13720.1, SBOV2_13720.2, SBOV2_13710.1, SBOV2_13710.2, SBOV2_13710.3, SBOV2_13710.4	T265_04571
OG0001298	SBOV2_31420.5, SBOV2_31420.1, SBOV2_31420.3, SBOV2_31420.4, SBOV2_31420.2	T265_07619
OG0001300	SBOV2_5980.6, SBOV2_5980.3, SBOV2_5980.1, SBOV2_5980.2, SBOV2_5980.4, SBOV2_5980.5	T265_08424
OG0001301	SBOV2_51140.1	T265_00039
OG0001302	SBOV2_2470.1	T265_12500
OG0001303	SBOV2_35840.1, SBOV2_35840.2, SBOV2_35840.3, SBOV2_35840.4, SBOV2_35840.5, SBOV2_35840.6	T265_10770
OG0001304	SBOV2_89550.1, SBOV2_89550.2, SBOV2_89550.3	T265_03829
OG0001305	SBOV2_1530.1	T265_07987
OG0001306	SBOV2_61130.2, SBOV2_61130.3, SBOV2_61130.1	T265_00541
OG0001307	SBOV2_80660.1	T265_01195
OG0001307	SBOV2_80640.1	T265_01660
OG0001309	SBOV2_73200.1	T265_13784
OG0001310	SBOV2_40100.1, SBOV2_40100.5, SBOV2_40100.4, SBOV2_40100.2, SBOV2_40100.3	T265_05987
OG0001311	SBOV2_43410.1, SBOV2_43410.2, SBOV2_43410.3	T265_11912
OG0001312	SBOV2_36060.1	T265_09660, T265_12061
OG0001313	SBOV2_26070.1	T265_13569, T265_16167
OG0001314	SBOV2_10310.3, SBOV2_10310.1, SBOV2_10310.2	T265_04550
OG0001315	SBOV2_36110.1, SBOV2_36110.5, SBOV2_36110.6, SBOV2_36110.7, SBOV2_36110.4, SBOV2_36110.3, SBOV2_36110.2	T265_13138
OG0001316	SBOV2_32610.1	T265_04509
OG0001317	SBOV2_14580.7, SBOV2_14580.8, SBOV2_14580.1, SBOV2_14580.2, SBOV2_14580.3, SBOV2_14580.4, SBOV2_14580.5, SBOV2_14580.6	T265_09060
OG0001318	SBOV2_800.4, SBOV2_800.5, SBOV2_800.3, SBOV2_800.1, SBOV2_800.2	T265_13991
OG0001319	SBOV2_28240.2, SBOV2_28240.3, SBOV2_28240.4, SBOV2_28240.1	T265_06528
OG0001320	SBOV2_63080.1, SBOV2_63080.2	T265_08464
OG0001322	SBOV2_47090.1	T265_03302
OG0001323	SBOV2_940.1, SBOV2_940.2	T265_12486
OG0001324	SBOV2_86000.2, SBOV2_86000.7, SBOV2_86000.3, SBOV2_86000.1, SBOV2_86000.4, SBOV2_86000.5, SBOV2_86000.6	T265_14768
OG0001325	SBOV2_95470.1	T265_13829
OG0001326	SBOV2_51870.1	T265_12747
OG0001327	SBOV2_90110.1, SBOV2_90110.2, SBOV2_90110.3, SBOV2_90110.4, SBOV2_90110.5, SBOV2_90110.6, SBOV2_90110.7, SBOV2_90110.8	T265_04765
OG0001328	SBOV2_4540.3, SBOV2_4540.1, SBOV2_4540.4, SBOV2_4540.2	T265_08521, T265_16151
OG0001329	SBOV2_6240.1, SBOV2_6240.5, SBOV2_6240.6, SBOV2_6240.8, SBOV2_6240.4, SBOV2_6240.7, SBOV2_6240.2, SBOV2_6240.3	T265_08470
OG0001330	SBOV2_36650.2, SBOV2_36650.1, SBOV2_36650.4, SBOV2_36650.3	T265_02990
OG0001331	SBOV2_47550.1	T265_13007
OG0001332	SBOV2_58780.1	T265_10139
OG0001332	SBOV2_71270.1	T265_00767
OG0001333	SBOV2_63720.1, SBOV2_63710.1, SBOV2_63710.2	T265_03325
OG0001334	SBOV2_1570.1, SBOV2_1570.2, SBOV2_1570.3, SBOV2_1570.5, SBOV2_1570.4	T265_06833
OG0001335	SBOV2_36800.1, SBOV2_36800.2, SBOV2_36800.3, SBOV2_36800.4, SBOV2_36800.5, SBOV2_36800.6	T265_08232
OG0001336	SBOV2_45650.2, SBOV2_45650.3, SBOV2_45650.1	T265_08608, T265_14629
OG0001338	SBOV2_30540.1	T265_14448
OG0001339	SBOV2_11030.5, SBOV2_11030.6, SBOV2_11030.7, SBOV2_11030.3, SBOV2_11030.9, SBOV2_11030.8, SBOV2_11030.1, SBOV2_11030.2, SBOV2_11030.4, SBOV2_11030.10, SBOV2_11030.11	T265_15348
OG0001340	SBOV2_9330.3, SBOV2_9330.2, SBOV2_9320.1, SBOV2_9320.2, SBOV2_9330.1	T265_10344
OG0001341	SBOV2_75980.3, SBOV2_75980.1, SBOV2_75980.2	T265_12020
OG0001342	SBOV2_53110.1, SBOV2_53110.2, SBOV2_53110.5, SBOV2_53110.4, SBOV2_53110.3	T265_14230
OG0001343	SBOV2_71290.1, SBOV2_71510.1	T265_13062
OG0001344	SBOV2_76030.1, SBOV2_76030.2	T265_10971
OG0001345	SBOV2_41530.5, SBOV2_41530.6, SBOV2_41530.7, SBOV2_41530.2, SBOV2_41530.4, SBOV2_41530.1, SBOV2_41530.3	T265_01513
OG0001346	SBOV2_14330.1, SBOV2_14330.2	T265_14870
OG0001347	SBOV2_33750.3, SBOV2_33750.1, SBOV2_33750.2, SBOV2_33750.5, SBOV2_33750.7, SBOV2_33750.4, SBOV2_33750.6	T265_13036
OG0001348	SBOV2_31740.2, SBOV2_31740.3, SBOV2_31740.4, SBOV2_31740.6, SBOV2_31740.1, SBOV2_31740.5	T265_01495
OG0001350	SBOV2_36440.6, SBOV2_36440.8, SBOV2_36440.4, SBOV2_36440.5, SBOV2_36440.1, SBOV2_36440.2, SBOV2_36440.3, SBOV2_36440.7	T265_14606
OG0001351	SBOV2_23130.1, SBOV2_23130.2	T265_13461
OG0001352	SBOV2_23390.1	T265_05586
OG0001353	SBOV2_62210.4, SBOV2_62210.1, SBOV2_62210.2, SBOV2_62210.3	T265_04201
OG0001354	SBOV2_64170.1	T265_07793
OG0001355	SBOV2_59120.4, SBOV2_59120.6, SBOV2_59120.8, SBOV2_59120.1, SBOV2_59120.2, SBOV2_59120.3, SBOV2_59120.5, SBOV2_59120.7	T265_14810, T265_10683
OG0001356	SBOV2_71460.1	T265_02268, T265_01960
OG0001357	SBOV2_28330.1	T265_02597, T265_15181
OG0001361	SBOV2_39050.1	T265_09022
OG0001362	SBOV2_36960.1, SBOV2_36960.6, SBOV2_36960.3, SBOV2_36960.2, SBOV2_36960.4, SBOV2_36960.5	T265_07497
OG0001363	SBOV2_93870.1, SBOV2_93870.5, SBOV2_93870.4, SBOV2_93870.2, SBOV2_93870.3	T265_13550
OG0001364	SBOV2_84270.1, SBOV2_84270.2	T265_11114
OG0001365	SBOV2_77060.2, SBOV2_77060.3, SBOV2_77060.4, SBOV2_77060.1	T265_06976, T265_16366
OG0001366	SBOV2_52280.1	T265_09080
OG0001367	SBOV2_94430.1	T265_06622
OG0001368	SBOV2_17450.1	T265_00192
OG0001369	SBOV2_88910.1, SBOV2_88910.5, SBOV2_88910.3, SBOV2_88910.4, SBOV2_88910.2	T265_01904, T265_15996
OG0001370	SBOV2_57970.1	T265_14639
OG0001371	SBOV2_31250.9, SBOV2_31250.1, SBOV2_31250.2, SBOV2_31250.6, SBOV2_31250.4, SBOV2_31250.7, SBOV2_31250.8, SBOV2_31250.5, SBOV2_31250.3	T265_04340
OG0001372	SBOV2_30490.1, SBOV2_30490.2	T265_07978, T265_16138
OG0001373	SBOV2_2450.4, SBOV2_2450.3, SBOV2_2450.2, SBOV2_2450.1, SBOV2_95870.1, SBOV2_95870.2, SBOV2_95870.3	T265_00255
OG0001374	SBOV2_60410.1, SBOV2_60410.2, SBOV2_60410.3, SBOV2_60410.4	T265_12908
OG0001376	SBOV2_86130.1, SBOV2_86130.2, SBOV2_87910.1	T265_03803
OG0001377	SBOV2_61720.1	T265_11911
OG0001378	SBOV2_3300.1, SBOV2_3300.2, SBOV2_3300.3, SBOV2_3300.4	T265_12257
OG0001379	SBOV2_69520.5, SBOV2_69520.3, SBOV2_69520.4, SBOV2_69520.1, SBOV2_69520.2	T265_00091
OG0001380	SBOV2_58850.1, SBOV2_58570.1	T265_12561
OG0001381	SBOV2_72490.1, SBOV2_72490.3, SBOV2_72490.2	T265_12544, T265_00449
OG0001383	SBOV2_4150.1	T265_11947
OG0001384	SBOV2_86930.1, SBOV2_86930.2	T265_09759
OG0001385	SBOV2_22790.1	T265_01081
OG0001386	SBOV2_43390.3, SBOV2_43390.1, SBOV2_43390.4, SBOV2_43390.2, SBOV2_43390.5	T265_07152
OG0001387	SBOV2_85990.1, SBOV2_85990.2, SBOV2_85990.3, SBOV2_85990.4, SBOV2_85990.5, SBOV2_85990.6	T265_14769
OG0001388	SBOV2_11290.1, SBOV2_11290.2, SBOV2_11290.4, SBOV2_11290.5, SBOV2_11290.6, SBOV2_11290.7, SBOV2_11290.3	T265_14723, T265_14724
OG0001389	SBOV2_45240.4, SBOV2_45240.2, SBOV2_45240.1, SBOV2_45240.3	T265_12521
OG0001390	SBOV2_28020.3, SBOV2_28020.4, SBOV2_28020.1, SBOV2_28020.2	T265_02614
OG0001391	SBOV2_33090.2, SBOV2_33090.1, SBOV2_33090.3	T265_01912
OG0001392	SBOV2_12360.1, SBOV2_12360.2, SBOV2_12360.3, SBOV2_12360.4, SBOV2_12360.5	T265_10877
OG0001393	SBOV2_15830.3, SBOV2_15830.1, SBOV2_15830.2	T265_06210, T265_06211
OG0001394	SBOV2_75300.1	T265_00453
OG0001395	SBOV2_25200.1	T265_05397
OG0001396	SBOV2_47150.1, SBOV2_47150.2, SBOV2_47160.1	T265_04051
OG0001397	SBOV2_61860.1, SBOV2_61860.2	T265_05166
OG0001398	SBOV2_11060.1	T265_14744
OG0001399	SBOV2_90890.1	T265_07384
OG0001400	SBOV2_80330.1	T265_13928
OG0001401	SBOV2_54860.1, SBOV2_54870.1	T265_02697
OG0001402	SBOV2_25520.1, SBOV2_25520.2, SBOV2_25520.3	T265_07539, T265_03846
OG0001403	SBOV2_50480.1, SBOV2_50480.2, SBOV2_50480.3	T265_11145
OG0001404	SBOV2_19030.3, SBOV2_19030.2, SBOV2_19030.1	T265_08776
OG0001405	SBOV2_34190.2, SBOV2_34190.1, SBOV2_34190.7, SBOV2_34190.6, SBOV2_34190.3, SBOV2_34190.4, SBOV2_34190.5	T265_06509, T265_12170
OG0001406	SBOV2_38350.2, SBOV2_38350.3, SBOV2_38350.1, SBOV2_38350.4	T265_02953
OG0001408	SBOV2_23750.1, SBOV2_23750.3, SBOV2_23750.2, SBOV2_23730.3, SBOV2_23730.1, SBOV2_23730.2	T265_01105
OG0001410	SBOV2_32680.1, SBOV2_32690.1, SBOV2_32690.2	T265_01911
OG0001411	SBOV2_39070.1, SBOV2_39070.5, SBOV2_39070.2, SBOV2_39070.3, SBOV2_39070.4	T265_09016
OG0001412	SBOV2_38970.1	T265_15135, T265_15134
OG0001413	SBOV2_93220.1, SBOV2_93220.2	T265_15458
OG0001414	SBOV2_4350.3, SBOV2_4350.1, SBOV2_4350.2	T265_06660
OG0001415	SBOV2_36300.2, SBOV2_36300.1, SBOV2_36300.3, SBOV2_36300.4, SBOV2_36300.5, SBOV2_36300.6	T265_12583
OG0001416	SBOV2_14270.1, SBOV2_14270.4, SBOV2_14270.2, SBOV2_14270.3, SBOV2_14270.5, SBOV2_14270.6, SBOV2_14270.7	T265_15557
OG0001417	SBOV2_12130.3, SBOV2_12130.1, SBOV2_12130.4, SBOV2_12130.5, SBOV2_12130.2	T265_01847
OG0001418	SBOV2_170.3, SBOV2_170.5, SBOV2_170.4, SBOV2_170.1, SBOV2_170.2	T265_05264
OG0001419	SBOV2_65910.1, SBOV2_65910.2	T265_10451
OG0001420	SBOV2_81590.1, SBOV2_81590.2	T265_16318
OG0001421	SBOV2_30900.1, SBOV2_30900.4, SBOV2_30900.5, SBOV2_30900.2, SBOV2_30900.3	T265_06472
OG0001422	SBOV2_74100.1, SBOV2_74100.2	T265_11255
OG0001423	SBOV2_10960.4, SBOV2_10960.1, SBOV2_10960.3, SBOV2_10960.5, SBOV2_10960.2, SBOV2_10960.6, SBOV2_10960.7	T265_04431
OG0001424	SBOV2_9160.2, SBOV2_9160.1, SBOV2_9160.3	T265_03034
OG0001425	SBOV2_25010.5, SBOV2_25010.2, SBOV2_25010.3, SBOV2_25010.1, SBOV2_25010.4	T265_07510
OG0001426	SBOV2_6200.5, SBOV2_6200.6, SBOV2_6200.3, SBOV2_6200.4, SBOV2_6200.1, SBOV2_6200.2	T265_14581
OG0001427	SBOV2_25530.2, SBOV2_25530.6, SBOV2_25530.1, SBOV2_25530.4, SBOV2_25530.5, SBOV2_25530.8, SBOV2_25530.10, SBOV2_25530.9, SBOV2_25530.7, SBOV2_25530.3	T265_05041
OG0001428	SBOV2_2580.1, SBOV2_2580.2	T265_02928
OG0001429	SBOV2_52580.1, SBOV2_52580.3, SBOV2_52580.4, SBOV2_52580.5, SBOV2_52580.6, SBOV2_52580.7, SBOV2_52580.8, SBOV2_52580.9, SBOV2_52580.2	T265_12422
OG0001431	SBOV2_64910.1, SBOV2_64910.2, SBOV2_64910.3, SBOV2_64910.4, SBOV2_64910.5, SBOV2_64910.6	T265_01123
OG0001432	SBOV2_21240.2, SBOV2_21240.4, SBOV2_21240.5, SBOV2_21240.6, SBOV2_21240.3, SBOV2_21240.1	T265_10509
OG0001433	SBOV2_20190.1, SBOV2_20190.2	T265_15424
OG0001434	SBOV2_96530.5, SBOV2_96530.1, SBOV2_96530.7, SBOV2_96530.2, SBOV2_96530.8, SBOV2_96530.9, SBOV2_96530.3, SBOV2_96530.4, SBOV2_96530.6, SBOV2_94130.1, SBOV2_94130.3, SBOV2_94130.2	T265_04812
OG0001435	SBOV2_76330.3, SBOV2_76330.4, SBOV2_76330.5, SBOV2_76330.2, SBOV2_76330.1	T265_14120
OG0001436	SBOV2_76740.1, SBOV2_76740.2, SBOV2_76740.3	T265_10576
OG0001437	SBOV2_49410.2, SBOV2_49410.3, SBOV2_49410.1, SBOV2_51020.1	T265_12582
OG0001438	SBOV2_18410.4, SBOV2_18410.3, SBOV2_18410.1, SBOV2_18410.2	T265_03681
OG0001439	SBOV2_74810.2, SBOV2_74810.1, SBOV2_74810.3, SBOV2_74810.5, SBOV2_74810.6, SBOV2_74810.4	T265_02218
OG0001440	SBOV2_30340.2, SBOV2_30340.1, SBOV2_30340.3	T265_02878
OG0001441	SBOV2_88130.1, SBOV2_88130.2, SBOV2_88130.3	T265_07339
OG0001443	SBOV2_18890.1, SBOV2_18890.2, SBOV2_18890.3, SBOV2_18890.4	T265_09543
OG0001444	SBOV2_71930.1	T265_13620
OG0001445	SBOV2_72870.1, SBOV2_72870.5, SBOV2_72870.6, SBOV2_72870.4, SBOV2_72870.2, SBOV2_72870.3	T265_09117
OG0001453	SBOV2_53240.1	T265_00365
OG0001454	SBOV2_81820.4, SBOV2_81820.3, SBOV2_81820.1, SBOV2_81820.2	T265_02228
OG0001455	SBOV2_95580.1	T265_11649
OG0001456	SBOV2_68190.1	T265_05111
OG0001457	SBOV2_5250.2, SBOV2_5250.4, SBOV2_5250.1, SBOV2_5250.3	T265_04536
OG0001458	SBOV2_37430.1, SBOV2_37430.2	T265_04521
OG0001459	SBOV2_56660.2, SBOV2_56660.1, SBOV2_56660.3, SBOV2_56650.1	T265_15689
OG0001460	SBOV2_31590.1	T265_14339
OG0001462	SBOV2_57180.1, SBOV2_57180.2	T265_07001
OG0001463	SBOV2_59090.1	T265_05105
OG0001464	SBOV2_52310.1, SBOV2_52310.2, SBOV2_52310.3, SBOV2_52310.4, SBOV2_52310.5	T265_09082
OG0001465	SBOV2_74340.1	T265_07647
OG0001466	SBOV2_5020.1	T265_14982
OG0001467	SBOV2_62530.1	T265_00617
OG0001468	SBOV2_4650.1, SBOV2_4650.2, SBOV2_4650.3	T265_06819
OG0001469	SBOV2_81440.1	T265_01693
OG0001470	SBOV2_64160.1, SBOV2_64160.2, SBOV2_64160.3	T265_14595, T265_15746
OG0001471	SBOV2_60100.1, SBOV2_60100.4, SBOV2_60100.3, SBOV2_60100.2	T265_15237
OG0001472	SBOV2_64030.1	T265_08050
OG0001473	SBOV2_73160.6, SBOV2_73160.3, SBOV2_73160.2, SBOV2_73160.4, SBOV2_73160.5, SBOV2_73160.1	T265_00769
OG0001474	SBOV2_27330.2, SBOV2_27330.1, SBOV2_27330.3, SBOV2_27330.4	T265_11473
OG0001475	SBOV2_51070.1	T265_14342
OG0001476	SBOV2_8340.1, SBOV2_8340.2, SBOV2_8340.3	T265_05560
OG0001477	SBOV2_55130.1	T265_06773
OG0001478	SBOV2_21280.1, SBOV2_21460.1	T265_00873
OG0001479	SBOV2_9340.2, SBOV2_9340.1, SBOV2_9340.3, SBOV2_9340.4, SBOV2_9340.6, SBOV2_9340.5	T265_08475
OG0001480	SBOV2_10600.1, SBOV2_10600.2, SBOV2_10600.4, SBOV2_10600.5, SBOV2_10600.3	T265_01604
OG0001481	SBOV2_46950.1, SBOV2_46950.2, SBOV2_46960.1, SBOV2_46950.3, SBOV2_46950.4	T265_14626, T265_14628, T265_14627
OG0001482	SBOV2_91250.1, SBOV2_91250.2	T265_05352
OG0001483	SBOV2_70980.1	T265_01269, T265_01266
OG0001484	SBOV2_22210.1, SBOV2_22210.3, SBOV2_22210.2	T265_10296
OG0001485	SBOV2_33760.2, SBOV2_33760.1, SBOV2_33760.3, SBOV2_33760.4	T265_10549
OG0001486	SBOV2_52730.4, SBOV2_52730.5, SBOV2_52730.3, SBOV2_52730.1, SBOV2_52730.2	T265_02851
OG0001487	SBOV2_24080.1, SBOV2_24080.2	T265_09627, T265_15615
OG0001488	SBOV2_31730.1	T265_01494
OG0001488	SBOV2_94460.1	T265_04399, T265_08966
OG0001489	SBOV2_24930.4, SBOV2_24930.1, SBOV2_24930.3, SBOV2_24930.2	T265_05991
OG0001490	SBOV2_36070.1	T265_13139
OG0001491	SBOV2_5590.1, SBOV2_5590.2	T265_07832
OG0001492	SBOV2_47860.3, SBOV2_47860.1, SBOV2_47870.1, SBOV2_47860.2	T265_04063, T265_04062
OG0001493	SBOV2_45270.1, SBOV2_45270.2, SBOV2_45270.3	T265_03979
OG0001495	SBOV2_7810.1, SBOV2_7810.2, SBOV2_7810.3, SBOV2_7810.4, SBOV2_7810.5, SBOV2_7810.6	T265_06435
OG0001496	SBOV2_74890.4, SBOV2_74890.1, SBOV2_74890.2, SBOV2_74890.3	T265_01743
OG0001497	SBOV2_33220.1, SBOV2_33220.2, SBOV2_33220.3	T265_02802
OG0001498	SBOV2_44600.2, SBOV2_44600.3, SBOV2_44600.1	T265_03502
OG0001499	SBOV2_63860.2, SBOV2_63860.1, SBOV2_63860.4, SBOV2_63860.5, SBOV2_63860.7, SBOV2_63860.3, SBOV2_63860.6, SBOV2_63860.8	T265_01557
OG0001501	SBOV2_91750.1	T265_04822
OG0001502	SBOV2_79700.1, SBOV2_690.1	T265_14792, T265_14789, T265_16258
OG0001503	SBOV2_53850.1, SBOV2_53850.2, SBOV2_53850.3, SBOV2_53850.4	T265_05097, T265_12399
OG0001504	SBOV2_62980.2, SBOV2_62980.6, SBOV2_62980.1, SBOV2_62980.4, SBOV2_62980.5, SBOV2_62980.7, SBOV2_62980.3	T265_03352
OG0001505	SBOV2_92350.1	T265_15355, T265_15356, T265_16009, T265_11133, T265_11141
OG0001506	SBOV2_13990.1	T265_13987
OG0001507	SBOV2_53380.1	T265_01301
OG0001508	SBOV2_28910.1	T265_14041
OG0001509	SBOV2_75110.1, SBOV2_73800.1	T265_09841, T265_15907
OG0001511	SBOV2_35860.1, SBOV2_35860.2, SBOV2_35860.3	T265_10772
OG0001512	SBOV2_70890.1	T265_05456
OG0001513	SBOV2_14180.1, SBOV2_14170.1	T265_14406
OG0001514	SBOV2_1740.1	T265_02478
OG0001515	SBOV2_2340.1, SBOV2_9040.1, SBOV2_9040.2, SBOV2_9040.5, SBOV2_9040.3, SBOV2_9040.4, SBOV2_56950.1	T265_03047, T265_13123
OG0001516	SBOV2_19280.1	T265_07259
OG0001517	SBOV2_40060.1	T265_05985
OG0001518	SBOV2_74940.8, SBOV2_74940.5, SBOV2_74940.7, SBOV2_74940.9, SBOV2_74940.6, SBOV2_74940.4, SBOV2_74940.3, SBOV2_74940.1, SBOV2_74940.2	T265_01746
OG0001519	SBOV2_74770.2, SBOV2_74770.3, SBOV2_74770.1, SBOV2_74770.4, SBOV2_74770.5, SBOV2_74770.6	T265_08195
OG0001520	SBOV2_8450.1, SBOV2_8450.4, SBOV2_8450.12, SBOV2_8450.10, SBOV2_8450.11, SBOV2_8450.7, SBOV2_8450.2, SBOV2_8450.3, SBOV2_8450.9, SBOV2_8450.5, SBOV2_8450.6, SBOV2_8450.8	T265_06489
OG0001521	SBOV2_50650.1	T265_01208, T265_16307
OG0001522	SBOV2_9700.5, SBOV2_9700.7, SBOV2_9700.3, SBOV2_9700.4, SBOV2_9700.6, SBOV2_9700.1, SBOV2_9700.2	T265_14252
OG0001523	SBOV2_47970.4, SBOV2_47970.5, SBOV2_47970.1, SBOV2_47970.2, SBOV2_47970.3	T265_11980
OG0001524	SBOV2_81090.3, SBOV2_81090.1, SBOV2_81090.2	T265_02241
OG0001525	SBOV2_33860.1, SBOV2_33860.2	T265_08346
OG0001526	SBOV2_52750.3, SBOV2_52750.1, SBOV2_52750.4, SBOV2_52750.2	T265_00835
OG0001527	SBOV2_88840.1, SBOV2_88840.2	T265_12883
OG0001528	SBOV2_42110.1, SBOV2_42110.2, SBOV2_42110.5, SBOV2_42110.3, SBOV2_42110.4, SBOV2_42110.6	T265_08066
OG0001529	SBOV2_58530.1	T265_12570
OG0001530	SBOV2_46000.1, SBOV2_46000.2	T265_09171
OG0001531	SBOV2_16180.1	T265_04383
OG0001533	SBOV2_58260.1, SBOV2_58260.2	T265_09632
OG0001534	SBOV2_73470.1, SBOV2_73470.2, SBOV2_73470.3	T265_02002
OG0001535	SBOV2_86380.1, SBOV2_86380.2	T265_00031
OG0001537	SBOV2_1470.1, SBOV2_1460.1, SBOV2_1460.2, SBOV2_1460.3	T265_07231, T265_07233
OG0001538	SBOV2_87140.1, SBOV2_87140.2, SBOV2_87140.3, SBOV2_87140.4	T265_04172
OG0001539	SBOV2_1610.1, SBOV2_1610.2, SBOV2_1610.4, SBOV2_1610.5, SBOV2_1610.6, SBOV2_1610.3	T265_03334
OG0001540	SBOV2_28710.2, SBOV2_28710.3, SBOV2_28710.4, SBOV2_28710.1	T265_04996
OG0001541	SBOV2_83320.1	T265_13925
OG0001542	SBOV2_47610.3, SBOV2_47610.1, SBOV2_47610.2	T265_07214
OG0001543	SBOV2_83170.1, SBOV2_83170.2, SBOV2_83170.3, SBOV2_83170.4	T265_07128
OG0001544	SBOV2_12420.1, SBOV2_12420.2, SBOV2_12420.3	T265_12018
OG0001546	SBOV2_31360.4, SBOV2_31360.1, SBOV2_31360.2, SBOV2_31360.3	T265_03376
OG0001547	SBOV2_44190.4, SBOV2_44190.3, SBOV2_44190.2, SBOV2_44190.1	T265_04460
OG0001554	SBOV2_36880.1	T265_03627
OG0001555	SBOV2_74920.1, SBOV2_74900.1, SBOV2_74900.2, SBOV2_74900.3	T265_12003
OG0001556	SBOV2_35380.1, SBOV2_35380.2	T265_05427
OG0001557	SBOV2_26750.1, SBOV2_26750.3, SBOV2_26750.2, SBOV2_26750.4	T265_02616
OG0001558	SBOV2_79680.1, SBOV2_79680.2	T265_05296
OG0001560	SBOV2_62730.1, SBOV2_62730.2	T265_03153
OG0001561	SBOV2_45300.1	T265_00466
OG0001562	SBOV2_73870.3, SBOV2_73870.4, SBOV2_73870.2, SBOV2_73870.1	T265_07195, T265_14225, T265_14226, T265_14228
OG0001563	SBOV2_42980.2, SBOV2_42980.1	T265_08071
OG0001564	SBOV2_48320.1, SBOV2_48330.1	T265_09439, T265_09367, T265_15503
OG0001565	SBOV2_64450.1, SBOV2_64450.2	T265_13020, T265_13021
OG0001566	SBOV2_62630.1	T265_01168
OG0001567	SBOV2_76610.1, SBOV2_76610.3, SBOV2_76610.2	T265_11351
OG0001568	SBOV2_79330.2, SBOV2_79330.1	T265_08844
OG0001569	SBOV2_21690.1, SBOV2_21690.2, SBOV2_21690.4, SBOV2_21690.3	T265_08597, T265_06165
OG0001570	SBOV2_70210.1, SBOV2_70210.2	T265_14294, T265_15779
OG0001571	SBOV2_6360.1, SBOV2_6360.2	T265_06223, T265_06225
OG0001572	SBOV2_62650.3, SBOV2_62650.1, SBOV2_62650.2, SBOV2_62650.5, SBOV2_62650.4	T265_08929
OG0001573	SBOV2_41050.1, SBOV2_41050.5, SBOV2_41050.6, SBOV2_41050.2, SBOV2_41050.3, SBOV2_41050.4	T265_14303
OG0001574	SBOV2_32390.1	T265_11245
OG0001575	SBOV2_11530.1, SBOV2_11530.2	T265_01850
OG0001576	SBOV2_89650.1	T265_05959
OG0001577	SBOV2_38590.1, SBOV2_38590.2	T265_10560
OG0001578	SBOV2_55730.1	T265_03834
OG0001579	SBOV2_16440.1	T265_00891, T265_12293
OG0001580	SBOV2_25840.1, SBOV2_25840.2, SBOV2_25840.3, SBOV2_25840.4	T265_11044, T265_11046
OG0001581	SBOV2_77710.1	T265_13097
OG0001582	SBOV2_55340.1, SBOV2_55340.2	T265_00284
OG0001583	SBOV2_25960.1, SBOV2_25960.2	T265_07844
OG0001584	SBOV2_32920.1	T265_13141, T265_00101, T265_14080
OG0001585	SBOV2_27630.1, SBOV2_27630.2, SBOV2_27630.3, SBOV2_27630.4	T265_13043
OG0001586	SBOV2_17380.2, SBOV2_17380.1, SBOV2_17380.3, SBOV2_17380.4	T265_08001
OG0001587	SBOV2_18280.1	T265_00980
OG0001588	SBOV2_62400.1	T265_09362
OG0001590	SBOV2_68990.1, SBOV2_68990.2	T265_05785
OG0001591	SBOV2_95770.1, SBOV2_95780.1, SBOV2_95790.1	T265_02753
OG0001592	SBOV2_18120.1	T265_07090, T265_10582
OG0001593	SBOV2_60970.1, SBOV2_60970.2	T265_05613
OG0001594	SBOV2_31320.1	T265_10080
OG0001595	SBOV2_65120.3, SBOV2_65120.2, SBOV2_65120.1, SBOV2_65120.4, SBOV2_65120.5	T265_11438
OG0001596	SBOV2_79170.1	T265_05252, T265_13230
OG0001597	SBOV2_72510.1	T265_02935
OG0001598	SBOV2_45040.2, SBOV2_45040.3, SBOV2_45040.4, SBOV2_45040.1, SBOV2_45040.5	T265_00351
OG0001599	SBOV2_69470.2, SBOV2_69470.3, SBOV2_69470.4, SBOV2_69470.5, SBOV2_69470.1	T265_10881
OG0001600	SBOV2_37530.1	T265_08507
OG0001601	SBOV2_65880.1	T265_12251, T265_13640
OG0001602	SBOV2_13130.1	T265_06910
